SED_NAME16	BornAust	Sex	persons
Coogee	1	F	24171
Coogee	1	M	22736
Cootamundra	0	F	2410
Cootamundra	0	M	2446
Cootamundra	1	F	30864
Cootamundra	1	M	30841
Cronulla	0	F	6887
Cronulla	0	M	5950
Cronulla	1	F	31819
Cronulla	1	M	31409
Davidson	0	F	17167
Davidson	0	M	15211
Davidson	1	F	23574
Davidson	1	M	23383
Drummoyne	0	F	16935
Drummoyne	0	M	14517
Drummoyne	1	F	24206
Drummoyne	1	M	23123
Dubbo	0	F	3622
Dubbo	0	M	3605
Dubbo	1	F	34338
Dubbo	1	M	33665
East Hills	0	F	14742
East Hills	0	M	13747
East Hills	1	F	25525
East Hills	1	M	25215
Epping	0	F	23693
Epping	0	M	21343
Epping	1	F	20917
Epping	1	M	20562
Fairfield	0	F	27569
Fairfield	0	M	25547
Fairfield	1	F	16605
Fairfield	1	M	17666
Gosford	0	F	8342
Gosford	0	M	7499
Gosford	1	F	29839
Gosford	1	M	28511
Goulburn	0	F	4954
Goulburn	0	M	4831
Goulburn	1	F	33468
Goulburn	1	M	33040
Granville	0	F	26556
Granville	0	M	28295
Granville	1	F	20449
Granville	1	M	20653
Hawkesbury	0	F	5583
Hawkesbury	0	M	5266
Hawkesbury	1	F	31831
Hawkesbury	1	M	32032
Heathcote	0	F	6811
Heathcote	0	M	6018
Heathcote	1	F	31909
Heathcote	1	M	31217
Heffron	0	F	29476
Heffron	0	M	29633
Heffron	1	F	24791
Heffron	1	M	27238
Holsworthy	0	F	17414
Holsworthy	0	M	16239
Holsworthy	1	F	25927
Holsworthy	1	M	26370
Hornsby	0	F	15925
Hornsby	0	M	14413
Hornsby	1	F	25416
Hornsby	1	M	26008
Keira	0	F	8124
Keira	0	M	7335
Keira	1	F	32528
Keira	1	M	31370
Kiama	0	F	5689
Kiama	0	M	5192
Kiama	1	F	32493
Kiama	1	M	32076
Kogarah	0	F	26884
Kogarah	0	M	25087
Kogarah	1	F	18504
Kogarah	1	M	19616
Ku-ring-gai	0	F	20420
Ku-ring-gai	0	M	17719
Ku-ring-gai	1	F	23590
Ku-ring-gai	1	M	23113
Lake Macquarie	0	F	4772
Lake Macquarie	0	M	4219
Lake Macquarie	1	F	34374
Lake Macquarie	1	M	33157
Lakemba	0	F	22852
Lakemba	0	M	24540
Lakemba	1	F	20673
Lakemba	1	M	21123
Lane Cove	0	F	17733
Lane Cove	0	M	15720
Lane Cove	1	F	26557
Lane Cove	1	M	26327
Lismore	0	F	4307
Lismore	0	M	3909
Lismore	1	F	31394
Lismore	1	M	30379
Liverpool	0	F	24120
Liverpool	0	M	22475
Liverpool	1	F	21633
Liverpool	1	M	22283
Londonderry	0	F	18937
Londonderry	0	M	18128
Londonderry	1	F	37799
Londonderry	1	M	37772
Macquarie Fields	0	F	24235
Macquarie Fields	0	M	22809
Macquarie Fields	1	F	30109
Macquarie Fields	1	M	30052
Maitland	0	F	4360
Maitland	0	M	3934
Maitland	1	F	40232
Maitland	1	M	38212
Manly	0	F	14877
Manly	0	M	13509
Manly	1	F	26328
Manly	1	M	25920
Maroubra	0	F	17661
Maroubra	0	M	16108
Maroubra	1	F	24602
Maroubra	1	M	24932
Miranda	0	F	10285
Miranda	0	M	9131
Miranda	1	F	29557
Miranda	1	M	28467
Monaro	0	F	7320
Monaro	0	M	7264
Monaro	1	F	32317
Monaro	1	M	33323
Mount Druitt	0	F	21098
Mount Druitt	0	M	19779
Mount Druitt	1	F	23530
Mount Druitt	1	M	23715
Mulgoa	0	F	12674
Mulgoa	0	M	12150
Mulgoa	1	F	29889
Mulgoa	1	M	29911
Murray	0	F	5439
Murray	0	M	5401
Murray	1	F	33414
Murray	1	M	33373
Myall Lakes	0	F	3979
Myall Lakes	0	M	3584
Myall Lakes	1	F	32127
Myall Lakes	1	M	30220
Newcastle	0	F	5681
Newcastle	0	M	5229
Newcastle	1	F	33101
Newcastle	1	M	31942
Newtown	0	F	14505
Newtown	0	M	14914
Newtown	1	F	22008
Newtown	1	M	24026
North Shore	0	F	16902
North Shore	0	M	14271
North Shore	1	F	23392
North Shore	1	M	21189
Northern Tablelands	0	F	3997
Northern Tablelands	0	M	3621
Northern Tablelands	1	F	31870
Northern Tablelands	1	M	30678
Oatley	0	F	15032
Oatley	0	M	13585
Oatley	1	F	23980
Oatley	1	M	23687
Orange	0	F	3456
Orange	0	M	3191
Orange	1	F	34876
Orange	1	M	33772
Oxley	0	F	3754
Oxley	0	M	3362
Oxley	1	F	32394
Oxley	1	M	31629
Parramatta	0	F	30785
Parramatta	0	M	30826
Parramatta	1	F	21775
Parramatta	1	M	22926
Penrith	0	F	8733
Penrith	0	M	7938
Penrith	1	F	31955
Penrith	1	M	31038
Pittwater	0	F	9425
Pittwater	0	M	8602
Pittwater	1	F	27795
Pittwater	1	M	26820
Port Macquarie	0	F	5471
Port Macquarie	0	M	4880
Port Macquarie	1	F	34438
Port Macquarie	1	M	31845
Port Stephens	0	F	4887
Port Stephens	0	M	4521
Port Stephens	1	F	31866
Port Stephens	1	M	31103
Prospect	0	F	22177
Prospect	0	M	21375
Prospect	1	F	20350
Prospect	1	M	20724
Riverstone	0	F	28786
Riverstone	0	M	27946
Riverstone	1	F	30293
Riverstone	1	M	31380
Rockdale	0	F	22579
Rockdale	0	M	21533
Rockdale	1	F	22133
Rockdale	1	M	22551
Ryde	0	F	28077
Ryde	0	M	25177
Ryde	1	F	21096
Ryde	1	M	22067
Seven Hills	0	F	18038
Seven Hills	0	M	17821
Seven Hills	1	F	23602
Seven Hills	1	M	23280
Shellharbour	0	F	7997
Shellharbour	0	M	7152
Shellharbour	1	F	35312
Shellharbour	1	M	34242
South Coast	0	F	5352
South Coast	0	M	4877
South Coast	1	F	31011
South Coast	1	M	30106
Strathfield	0	F	29324
Strathfield	0	M	28698
Strathfield	1	F	19356
Strathfield	1	M	19892
Summer Hill	0	F	15963
Summer Hill	0	M	14624
Summer Hill	1	F	24112
Summer Hill	1	M	23023
Swansea	0	F	3993
Swansea	0	M	3523
Swansea	1	F	32120
Swansea	1	M	31215
Sydney	0	F	22697
Sydney	0	M	23647
Sydney	1	F	18894
Sydney	1	M	21777
Tamworth	0	F	3169
Tamworth	0	M	3050
Tamworth	1	F	34753
Tamworth	1	M	33638
Terrigal	0	F	7232
Terrigal	0	M	6703
Terrigal	1	F	31361
Terrigal	1	M	29323
The Entrance	0	F	5831
The Entrance	0	M	5130
The Entrance	1	F	31540
The Entrance	1	M	29816
Tweed	0	F	6930
Tweed	0	M	5991
Tweed	1	F	32724
Tweed	1	M	30350
Upper Hunter	0	F	3132
Upper Hunter	0	M	3065
Upper Hunter	1	F	33035
Upper Hunter	1	M	33889
Vaucluse	0	F	16824
Vaucluse	0	M	14667
Vaucluse	1	F	23222
Vaucluse	1	M	21423
Wagga Wagga	0	F	4411
Wagga Wagga	0	M	4458
Wagga Wagga	1	F	35255
Wagga Wagga	1	M	33201
Wakehurst	0	F	14054
Wakehurst	0	M	12831
Wakehurst	1	F	27180
Wakehurst	1	M	26876
Wallsend	0	F	6934
Wallsend	0	M	6847
Wallsend	1	F	35461
Wallsend	1	M	34009
Willoughby	0	F	20599
Willoughby	0	M	17163
Willoughby	1	F	23420
Willoughby	1	M	23070
Wollondilly	0	F	6022
Wollondilly	0	M	5602
Wollondilly	1	F	34202
Wollondilly	1	M	33361
Wollongong	0	F	11462
Wollongong	0	M	10731
Wollongong	1	F	29343
Wollongong	1	M	29319
Wyong	0	F	6124
Wyong	0	M	5417
Wyong	1	F	34033
Wyong	1	M	32513
No usual address (NSW)	0	F	936
No usual address (NSW)	0	M	971
No usual address (NSW)	1	F	2601
No usual address (NSW)	1	M	3314
Albert Park (Southern Metropolitan)	0	F	17034
Albert Park (Southern Metropolitan)	0	M	15731
Albert Park (Southern Metropolitan)	1	F	21579
Albert Park (Southern Metropolitan)	1	M	21808
Altona (Western Metropolitan)	0	F	25016
Altona (Western Metropolitan)	0	M	24034
Altona (Western Metropolitan)	1	F	27427
Altona (Western Metropolitan)	1	M	27389
Bass (Eastern Victoria)	0	F	16969
Bass (Eastern Victoria)	0	M	16491
Bass (Eastern Victoria)	1	F	38928
Bass (Eastern Victoria)	1	M	37124
Bayswater (Eastern Metropolitan)	0	F	9265
Bayswater (Eastern Metropolitan)	0	M	8147
Bayswater (Eastern Metropolitan)	1	F	22672
Bayswater (Eastern Metropolitan)	1	M	22269
Bellarine (Western Victoria)	0	F	4961
Bellarine (Western Victoria)	0	M	4570
Bellarine (Western Victoria)	1	F	30307
Bellarine (Western Victoria)	1	M	27995
Benambra (Northern Victoria)	0	F	3851
Benambra (Northern Victoria)	0	M	3590
Benambra (Northern Victoria)	1	F	29892
Benambra (Northern Victoria)	1	M	28911
Bendigo East (Northern Victoria)	0	F	3556
Bendigo East (Northern Victoria)	0	M	3213
Bendigo East (Northern Victoria)	1	F	31786
Bendigo East (Northern Victoria)	1	M	29831
Bendigo West (Northern Victoria)	0	F	3392
Bendigo West (Northern Victoria)	0	M	3347
Bendigo West (Northern Victoria)	1	F	27308
Bendigo West (Northern Victoria)	1	M	25787
Bentleigh (Southern Metropolitan)	0	F	12648
Bentleigh (Southern Metropolitan)	0	M	11247
Bentleigh (Southern Metropolitan)	1	F	20604
Bentleigh (Southern Metropolitan)	1	M	20278
Box Hill (Eastern Metropolitan)	0	F	16260
Box Hill (Eastern Metropolitan)	0	M	14306
Box Hill (Eastern Metropolitan)	1	F	20424
Box Hill (Eastern Metropolitan)	1	M	19699
Brighton (Southern Metropolitan)	0	F	9161
Brighton (Southern Metropolitan)	0	M	8069
Brighton (Southern Metropolitan)	1	F	22140
Brighton (Southern Metropolitan)	1	M	20403
Broadmeadows (Northern Metropolitan)	0	F	16728
Broadmeadows (Northern Metropolitan)	0	M	17424
Broadmeadows (Northern Metropolitan)	1	F	17155
Broadmeadows (Northern Metropolitan)	1	M	17384
Brunswick (Northern Metropolitan)	0	F	11892
Brunswick (Northern Metropolitan)	0	M	10392
Brunswick (Northern Metropolitan)	1	F	25610
Brunswick (Northern Metropolitan)	1	M	23984
Bulleen (Eastern Metropolitan)	0	F	16565
Bulleen (Eastern Metropolitan)	0	M	14468
Bulleen (Eastern Metropolitan)	1	F	17129
Bulleen (Eastern Metropolitan)	1	M	16914
Bundoora (Northern Metropolitan)	0	F	9773
Bundoora (Northern Metropolitan)	0	M	9704
Bundoora (Northern Metropolitan)	1	F	19721
Bundoora (Northern Metropolitan)	1	M	19508
Buninyong (Western Victoria)	0	F	3854
Buninyong (Western Victoria)	0	M	3791
Buninyong (Western Victoria)	1	F	28454
Buninyong (Western Victoria)	1	M	27457
Burwood (Southern Metropolitan)	0	F	13279
Burwood (Southern Metropolitan)	0	M	11950
Burwood (Southern Metropolitan)	1	F	21102
Burwood (Southern Metropolitan)	1	M	20112
Carrum (South-Eastern Metropolitan)	0	F	8863
Carrum (South-Eastern Metropolitan)	0	M	7846
Carrum (South-Eastern Metropolitan)	1	F	26014
Carrum (South-Eastern Metropolitan)	1	M	25201
Caulfield (Southern Metropolitan)	0	F	12701
Caulfield (Southern Metropolitan)	0	M	11655
Caulfield (Southern Metropolitan)	1	F	20904
Caulfield (Southern Metropolitan)	1	M	19816
Clarinda (South-Eastern Metropolitan)	0	F	20408
Clarinda (South-Eastern Metropolitan)	0	M	20201
Clarinda (South-Eastern Metropolitan)	1	F	15697
Clarinda (South-Eastern Metropolitan)	1	M	16556
Cranbourne (South-Eastern Metropolitan)	0	F	27126
Cranbourne (South-Eastern Metropolitan)	0	M	26472
Cranbourne (South-Eastern Metropolitan)	1	F	34451
Cranbourne (South-Eastern Metropolitan)	1	M	34286
Croydon (Eastern Metropolitan)	0	F	7817
Croydon (Eastern Metropolitan)	0	M	6876
Croydon (Eastern Metropolitan)	1	F	23438
Croydon (Eastern Metropolitan)	1	M	21879
Dandenong (South-Eastern Metropolitan)	0	F	20499
Dandenong (South-Eastern Metropolitan)	0	M	21802
Dandenong (South-Eastern Metropolitan)	1	F	13977
Dandenong (South-Eastern Metropolitan)	1	M	14704
Eildon (Northern Victoria)	0	F	4007
Eildon (Northern Victoria)	0	M	3702
Eildon (Northern Victoria)	1	F	24784
Eildon (Northern Victoria)	1	M	25012
Eltham (Eastern Metropolitan)	0	F	5732
Eltham (Eastern Metropolitan)	0	M	5279
Eltham (Eastern Metropolitan)	1	F	24266
Eltham (Eastern Metropolitan)	1	M	23157
Essendon (Western Metropolitan)	0	F	10081
Essendon (Western Metropolitan)	0	M	8992
Essendon (Western Metropolitan)	1	F	24477
Essendon (Western Metropolitan)	1	M	23590
Euroa (Northern Victoria)	0	F	3585
Euroa (Northern Victoria)	0	M	3397
Euroa (Northern Victoria)	1	F	27506
Euroa (Northern Victoria)	1	M	27845
Evelyn (Eastern Victoria)	0	F	5517
Evelyn (Eastern Victoria)	0	M	5104
Evelyn (Eastern Victoria)	1	F	24526
Evelyn (Eastern Victoria)	1	M	23917
Ferntree Gully (Eastern Metropolitan)	0	F	11535
Ferntree Gully (Eastern Metropolitan)	0	M	10243
Ferntree Gully (Eastern Metropolitan)	1	F	18413
Ferntree Gully (Eastern Metropolitan)	1	M	18158
Footscray (Western Metropolitan)	0	F	18922
Footscray (Western Metropolitan)	0	M	18702
Footscray (Western Metropolitan)	1	F	20200
Footscray (Western Metropolitan)	1	M	21159
Forest Hill (Eastern Metropolitan)	0	F	14417
Forest Hill (Eastern Metropolitan)	0	M	12987
Forest Hill (Eastern Metropolitan)	1	F	16346
Forest Hill (Eastern Metropolitan)	1	M	16062
Frankston (South-Eastern Metropolitan)	0	F	7334
Frankston (South-Eastern Metropolitan)	0	M	6526
Frankston (South-Eastern Metropolitan)	1	F	23062
Frankston (South-Eastern Metropolitan)	1	M	22168
Geelong (Western Victoria)	0	F	5546
Geelong (Western Victoria)	0	M	5206
Geelong (Western Victoria)	1	F	27679
Geelong (Western Victoria)	1	M	25546
Gembrook (Eastern Victoria)	0	F	10572
Gembrook (Eastern Victoria)	0	M	10114
Gembrook (Eastern Victoria)	1	F	30552
Gembrook (Eastern Victoria)	1	M	29363
Gippsland East (Eastern Victoria)	0	F	3695
Gippsland East (Eastern Victoria)	0	M	3343
Gippsland East (Eastern Victoria)	1	F	26046
Gippsland East (Eastern Victoria)	1	M	25447
Gippsland South (Eastern Victoria)	0	F	3728
Gippsland South (Eastern Victoria)	0	M	3528
Gippsland South (Eastern Victoria)	1	F	24075
Gippsland South (Eastern Victoria)	1	M	24364
Hastings (Eastern Victoria)	0	F	5674
Hastings (Eastern Victoria)	0	M	5145
Hastings (Eastern Victoria)	1	F	29317
Hastings (Eastern Victoria)	1	M	28867
Hawthorn (Southern Metropolitan)	0	F	10237
Hawthorn (Southern Metropolitan)	0	M	8754
Hawthorn (Southern Metropolitan)	1	F	22332
Hawthorn (Southern Metropolitan)	1	M	21023
Ivanhoe (Eastern Metropolitan)	0	F	9797
Ivanhoe (Eastern Metropolitan)	0	M	8712
Ivanhoe (Eastern Metropolitan)	1	F	23948
Ivanhoe (Eastern Metropolitan)	1	M	22850
Kew (Southern Metropolitan)	0	F	12750
Kew (Southern Metropolitan)	0	M	10865
Kew (Southern Metropolitan)	1	F	19476
Kew (Southern Metropolitan)	1	M	19173
Keysborough (South-Eastern Metropolitan)	0	F	20987
Keysborough (South-Eastern Metropolitan)	0	M	19549
Keysborough (South-Eastern Metropolitan)	1	F	15905
Keysborough (South-Eastern Metropolitan)	1	M	16900
Kororoit (Western Metropolitan)	0	F	24718
Kororoit (Western Metropolitan)	0	M	24054
Kororoit (Western Metropolitan)	1	F	23275
Kororoit (Western Metropolitan)	1	M	24986
Lara (Western Victoria)	0	F	7977
Lara (Western Victoria)	0	M	7893
Lara (Western Victoria)	1	F	25334
Lara (Western Victoria)	1	M	25061
Lowan (Western Victoria)	0	F	2447
Lowan (Western Victoria)	0	M	2092
Lowan (Western Victoria)	1	F	25004
Lowan (Western Victoria)	1	M	24801
Macedon (Northern Victoria)	0	F	4431
Macedon (Northern Victoria)	0	M	4398
Macedon (Northern Victoria)	1	F	26646
Macedon (Northern Victoria)	1	M	25773
Malvern (Southern Metropolitan)	0	F	9311
Malvern (Southern Metropolitan)	0	M	8022
Malvern (Southern Metropolitan)	1	F	21232
Malvern (Southern Metropolitan)	1	M	19409
Melbourne (Northern Metropolitan)	0	F	34215
Melbourne (Northern Metropolitan)	0	M	31461
Melbourne (Northern Metropolitan)	1	F	24018
Melbourne (Northern Metropolitan)	1	M	25352
Melton (Western Victoria)	0	F	13791
Melton (Western Victoria)	0	M	13197
Melton (Western Victoria)	1	F	32911
Melton (Western Victoria)	1	M	31848
Mildura (Northern Victoria)	0	F	4784
Mildura (Northern Victoria)	0	M	4958
Mildura (Northern Victoria)	1	F	26045
Mildura (Northern Victoria)	1	M	25263
Mill Park (Northern Metropolitan)	0	F	12697
Mill Park (Northern Metropolitan)	0	M	12385
Mill Park (Northern Metropolitan)	1	F	21930
Mill Park (Northern Metropolitan)	1	M	21514
Monbulk (Eastern Victoria)	0	F	5160
Monbulk (Eastern Victoria)	0	M	4777
Monbulk (Eastern Victoria)	1	F	23328
Monbulk (Eastern Victoria)	1	M	23397
Mordialloc (South-Eastern Metropolitan)	0	F	8748
Mordialloc (South-Eastern Metropolitan)	0	M	7569
Mordialloc (South-Eastern Metropolitan)	1	F	24503
Mordialloc (South-Eastern Metropolitan)	1	M	23059
Mornington (Eastern Victoria)	0	F	7283
Mornington (Eastern Victoria)	0	M	6459
Mornington (Eastern Victoria)	1	F	25568
Mornington (Eastern Victoria)	1	M	23379
Morwell (Eastern Victoria)	0	F	4497
Morwell (Eastern Victoria)	0	M	4050
Morwell (Eastern Victoria)	1	F	27785
Morwell (Eastern Victoria)	1	M	26706
Mount Waverley (Eastern Metropolitan)	0	F	18437
Mount Waverley (Eastern Metropolitan)	0	M	17193
Mount Waverley (Eastern Metropolitan)	1	F	13793
Mount Waverley (Eastern Metropolitan)	1	M	14071
Mulgrave (South-Eastern Metropolitan)	0	F	16435
Mulgrave (South-Eastern Metropolitan)	0	M	15748
Mulgrave (South-Eastern Metropolitan)	1	F	14144
Mulgrave (South-Eastern Metropolitan)	1	M	14607
Murray Plains (Northern Victoria)	0	F	2847
Murray Plains (Northern Victoria)	0	M	2507
Murray Plains (Northern Victoria)	1	F	27494
Murray Plains (Northern Victoria)	1	M	26783
Narracan (Eastern Victoria)	0	F	4892
Narracan (Eastern Victoria)	0	M	4393
Narracan (Eastern Victoria)	1	F	31949
Narracan (Eastern Victoria)	1	M	30749
Narre Warren North (South-Eastern Metropolitan)	0	F	14506
Narre Warren North (South-Eastern Metropolitan)	0	M	13925
Narre Warren North (South-Eastern Metropolitan)	1	F	18078
Narre Warren North (South-Eastern Metropolitan)	1	M	18189
Narre Warren South (South-Eastern Metropolitan)	0	F	19193
Narre Warren South (South-Eastern Metropolitan)	0	M	18958
Narre Warren South (South-Eastern Metropolitan)	1	F	22174
Narre Warren South (South-Eastern Metropolitan)	1	M	22731
Nepean (Eastern Victoria)	0	F	5511
Nepean (Eastern Victoria)	0	M	5071
Nepean (Eastern Victoria)	1	F	26148
Nepean (Eastern Victoria)	1	M	24814
Niddrie (Western Metropolitan)	0	F	9276
Niddrie (Western Metropolitan)	0	M	8035
Niddrie (Western Metropolitan)	1	F	21406
Niddrie (Western Metropolitan)	1	M	21068
Northcote (Northern Metropolitan)	0	F	9065
Northcote (Northern Metropolitan)	0	M	7866
Northcote (Northern Metropolitan)	1	F	25075
Northcote (Northern Metropolitan)	1	M	23089
Oakleigh (Southern Metropolitan)	0	F	16515
Oakleigh (Southern Metropolitan)	0	M	15675
Oakleigh (Southern Metropolitan)	1	F	18980
Oakleigh (Southern Metropolitan)	1	M	19183
Ovens Valley (Northern Victoria)	0	F	3283
Ovens Valley (Northern Victoria)	0	M	3034
Ovens Valley (Northern Victoria)	1	F	25092
Ovens Valley (Northern Victoria)	1	M	24154
Pascoe Vale (Northern Metropolitan)	0	F	13685
Pascoe Vale (Northern Metropolitan)	0	M	13155
Pascoe Vale (Northern Metropolitan)	1	F	25152
Pascoe Vale (Northern Metropolitan)	1	M	23954
Polwarth (Western Victoria)	0	F	3072
Polwarth (Western Victoria)	0	M	2999
Polwarth (Western Victoria)	1	F	27232
Polwarth (Western Victoria)	1	M	27438
Prahran (Southern Metropolitan)	0	F	14020
Prahran (Southern Metropolitan)	0	M	12702
Prahran (Southern Metropolitan)	1	F	21517
Prahran (Southern Metropolitan)	1	M	20574
Preston (Northern Metropolitan)	0	F	12419
Preston (Northern Metropolitan)	0	M	11805
Preston (Northern Metropolitan)	1	F	21101
Preston (Northern Metropolitan)	1	M	20577
Richmond (Northern Metropolitan)	0	F	11964
Richmond (Northern Metropolitan)	0	M	10520
Richmond (Northern Metropolitan)	1	F	24656
Richmond (Northern Metropolitan)	1	M	24502
Ringwood (Eastern Metropolitan)	0	F	11379
Ringwood (Eastern Metropolitan)	0	M	10110
Ringwood (Eastern Metropolitan)	1	F	21277
Ringwood (Eastern Metropolitan)	1	M	20840
Ripon (Western Victoria)	0	F	3349
Ripon (Western Victoria)	0	M	3446
Ripon (Western Victoria)	1	F	27644
Ripon (Western Victoria)	1	M	28180
Rowville (South-Eastern Metropolitan)	0	F	9588
Rowville (South-Eastern Metropolitan)	0	M	8762
Rowville (South-Eastern Metropolitan)	1	F	17780
Rowville (South-Eastern Metropolitan)	1	M	18059
Sandringham (Southern Metropolitan)	0	F	9215
Sandringham (Southern Metropolitan)	0	M	8040
Sandringham (Southern Metropolitan)	1	F	23295
Sandringham (Southern Metropolitan)	1	M	21423
Shepparton (Northern Victoria)	0	F	6205
Shepparton (Northern Victoria)	0	M	6089
Shepparton (Northern Victoria)	1	F	28613
Shepparton (Northern Victoria)	1	M	27872
South Barwon (Western Victoria)	0	F	7701
South Barwon (Western Victoria)	0	M	7652
South Barwon (Western Victoria)	1	F	38085
South Barwon (Western Victoria)	1	M	35683
South-West Coast (Western Victoria)	0	F	3054
South-West Coast (Western Victoria)	0	M	2838
South-West Coast (Western Victoria)	1	F	28631
South-West Coast (Western Victoria)	1	M	27158
St Albans (Western Metropolitan)	0	F	20348
St Albans (Western Metropolitan)	0	M	19613
St Albans (Western Metropolitan)	1	F	14401
St Albans (Western Metropolitan)	1	M	15282
Sunbury (Western Metropolitan)	0	F	7554
Sunbury (Western Metropolitan)	0	M	6968
Sunbury (Western Metropolitan)	1	F	24753
Sunbury (Western Metropolitan)	1	M	24208
Sydenham (Western Metropolitan)	0	F	15241
Sydenham (Western Metropolitan)	0	M	14284
Sydenham (Western Metropolitan)	1	F	23872
Sydenham (Western Metropolitan)	1	M	24020
Tarneit (Western Metropolitan)	0	F	34275
Tarneit (Western Metropolitan)	0	M	36455
Tarneit (Western Metropolitan)	1	F	27673
Tarneit (Western Metropolitan)	1	M	28730
Thomastown (Northern Metropolitan)	0	F	20236
Thomastown (Northern Metropolitan)	0	M	19630
Thomastown (Northern Metropolitan)	1	F	18960
Thomastown (Northern Metropolitan)	1	M	19681
Warrandyte (Eastern Metropolitan)	0	F	12590
Warrandyte (Eastern Metropolitan)	0	M	11352
Warrandyte (Eastern Metropolitan)	1	F	18943
Warrandyte (Eastern Metropolitan)	1	M	18633
Wendouree (Western Victoria)	0	F	3782
Wendouree (Western Victoria)	0	M	3385
Wendouree (Western Victoria)	1	F	27427
Wendouree (Western Victoria)	1	M	25123
Werribee (Western Metropolitan)	0	F	17633
Werribee (Western Metropolitan)	0	M	16961
Werribee (Western Metropolitan)	1	F	25692
Werribee (Western Metropolitan)	1	M	25413
Williamstown (Western Metropolitan)	0	F	10226
Williamstown (Western Metropolitan)	0	M	9346
Williamstown (Western Metropolitan)	1	F	26241
Williamstown (Western Metropolitan)	1	M	25669
Yan Yean (Northern Victoria)	0	F	11421
Yan Yean (Northern Victoria)	0	M	11261
Yan Yean (Northern Victoria)	1	F	38637
Yan Yean (Northern Victoria)	1	M	37552
Yuroke (Northern Metropolitan)	0	F	29457
Yuroke (Northern Metropolitan)	0	M	29692
Yuroke (Northern Metropolitan)	1	F	33485
Yuroke (Northern Metropolitan)	1	M	33310
No usual address (Vic.)	0	F	649
No usual address (Vic.)	0	M	743
No usual address (Vic.)	1	F	1934
No usual address (Vic.)	1	M	2348
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	M	7
Algester	0	F	13426
Algester	0	M	12589
Algester	1	F	16857
Algester	1	M	16969
Aspley	0	F	7884
Aspley	0	M	7236
Aspley	1	F	19546
Aspley	1	M	18450
Bancroft	0	F	8014
Bancroft	0	M	7362
Bancroft	1	F	21330
Bancroft	1	M	19934
Barron River	0	F	7678
Barron River	0	M	6352
Barron River	1	F	19624
Barron River	1	M	19514
Bonney	0	F	10595
Bonney	0	M	9235
Bonney	1	F	16882
Bonney	1	M	15952
Broadwater	0	F	8287
Broadwater	0	M	7210
Broadwater	1	F	15977
Broadwater	1	M	15113
Buderim	0	F	7266
Buderim	0	M	6300
Buderim	1	F	20954
Buderim	1	M	18681
Bulimba	0	F	7235
Bulimba	0	M	6685
Bulimba	1	F	21424
Bulimba	1	M	20293
Bundaberg	0	F	3295
Bundaberg	0	M	2809
Bundaberg	1	F	21346
Bundaberg	1	M	19902
Bundamba	0	F	10490
Bundamba	0	M	9628
Bundamba	1	F	23335
Bundamba	1	M	23291
Burdekin	0	F	2941
Burdekin	0	M	2887
Burdekin	1	F	20112
Burdekin	1	M	21671
Burleigh	0	F	6140
Burleigh	0	M	5281
Burleigh	1	F	18944
Burleigh	1	M	17234
Burnett	0	F	3648
Burnett	0	M	3336
