SED_NAME21	Age	Sex	persons
Castle Hill	20-24	F	3024
Castle Hill	20-24	M	3298
Castle Hill	25-34	F	5693
Castle Hill	25-34	M	5147
Castle Hill	35-44	F	8932
Castle Hill	35-44	M	8156
Castle Hill	45-54	F	7669
Castle Hill	45-54	M	7288
Castle Hill	55-64	F	5489
Castle Hill	55-64	M	5252
Castle Hill	65-74	F	4233
Castle Hill	65-74	M	3845
Castle Hill	75-84	F	2139
Castle Hill	75-84	M	1979
Castle Hill	85+	F	731
Castle Hill	85+	M	567
Cessnock	0-4	F	2900
Cessnock	0-4	M	3042
Cessnock	5-14	F	5891
Cessnock	5-14	M	6157
Cessnock	15-19	F	2566
Cessnock	15-19	M	2678
Cessnock	20-24	F	2600
Cessnock	20-24	M	2648
Cessnock	25-34	F	6260
Cessnock	25-34	M	6280
Cessnock	35-44	F	5658
Cessnock	35-44	M	5709
Cessnock	45-54	F	5370
Cessnock	45-54	M	5395
Cessnock	55-64	F	5156
Cessnock	55-64	M	5009
Cessnock	65-74	F	4398
Cessnock	65-74	M	4324
Cessnock	75-84	F	2154
Cessnock	75-84	M	1998
Cessnock	85+	F	999
Cessnock	85+	M	560
Charlestown	0-4	F	2058
Charlestown	0-4	M	2268
Charlestown	5-14	F	4913
Charlestown	5-14	M	5231
Charlestown	15-19	F	2144
Charlestown	15-19	M	2372
Charlestown	20-24	F	2078
Charlestown	20-24	M	2233
Charlestown	25-34	F	4675
Charlestown	25-34	M	4439
Charlestown	35-44	F	5159
Charlestown	35-44	M	4763
Charlestown	45-54	F	5043
Charlestown	45-54	M	4844
Charlestown	55-64	F	4673
Charlestown	55-64	M	4305
Charlestown	65-74	F	3994
Charlestown	65-74	M	3483
Charlestown	75-84	F	2883
Charlestown	75-84	M	2214
Charlestown	85+	F	1402
Charlestown	85+	M	816
Clarence	0-4	F	1870
Clarence	0-4	M	1892
Clarence	5-14	F	4463
Clarence	5-14	M	4744
Clarence	15-19	F	1908
Clarence	15-19	M	2183
Clarence	20-24	F	1731
Clarence	20-24	M	1849
Clarence	25-34	F	3751
Clarence	25-34	M	3751
Clarence	35-44	F	3913
Clarence	35-44	M	3823
Clarence	45-54	F	4773
Clarence	45-54	M	4558
Clarence	55-64	F	5944
Clarence	55-64	M	5793
Clarence	65-74	F	5765
Clarence	65-74	M	5887
Clarence	75-84	F	3352
Clarence	75-84	M	3219
Clarence	85+	F	1529
Clarence	85+	M	993
Coffs Harbour	0-4	F	2021
Coffs Harbour	0-4	M	2038
Coffs Harbour	5-14	F	4877
Coffs Harbour	5-14	M	5029
Coffs Harbour	15-19	F	2240
Coffs Harbour	15-19	M	2267
Coffs Harbour	20-24	F	1760
Coffs Harbour	20-24	M	1841
Coffs Harbour	25-34	F	4520
Coffs Harbour	25-34	M	4267
Coffs Harbour	35-44	F	4865
Coffs Harbour	35-44	M	4404
Coffs Harbour	45-54	F	5136
Coffs Harbour	45-54	M	4687
Coffs Harbour	55-64	F	5581
Coffs Harbour	55-64	M	4999
Coffs Harbour	65-74	F	5252
Coffs Harbour	65-74	M	4923
Coffs Harbour	75-84	F	3089
Coffs Harbour	75-84	M	2640
Coffs Harbour	85+	F	1402
Coffs Harbour	85+	M	919
Coogee	0-4	F	2182
Coogee	0-4	M	2306
Coogee	5-14	F	4146
Coogee	5-14	M	4316
Coogee	15-19	F	1700
Coogee	15-19	M	1712
Coogee	20-24	F	2326
Coogee	20-24	M	1943
Coogee	25-34	F	9816
Coogee	25-34	M	8267
Coogee	35-44	F	6998
Coogee	35-44	M	6551
Coogee	45-54	F	5612
Coogee	45-54	M	5199
Coogee	55-64	F	4142
Coogee	55-64	M	3897
Coogee	65-74	F	3162
Coogee	65-74	M	2708
Coogee	75-84	F	2022
Coogee	75-84	M	1675
Coogee	85+	F	1201
Coogee	85+	M	762
Cootamundra	0-4	F	1917
Cootamundra	0-4	M	2074
Cootamundra	5-14	F	4498
Cootamundra	5-14	M	4657
Cootamundra	15-19	F	1991
Cootamundra	15-19	M	2159
Cootamundra	20-24	F	1603
Cootamundra	20-24	M	1765
Cootamundra	25-34	F	3553
Cootamundra	25-34	M	3713
Cootamundra	35-44	F	3719
Cootamundra	35-44	M	3744
Cootamundra	45-54	F	4378
Cootamundra	45-54	M	4283
Cootamundra	55-64	F	5092
Cootamundra	55-64	M	5173
Cootamundra	65-74	F	4943
Cootamundra	65-74	M	4981
Cootamundra	75-84	F	3048
Cootamundra	75-84	M	2878
Cootamundra	85+	F	1383
Cootamundra	85+	M	887
Cronulla	0-4	F	2113
Cronulla	0-4	M	2320
Cronulla	5-14	F	4621
Cronulla	5-14	M	5073
Cronulla	15-19	F	2323
Cronulla	15-19	M	2538
Cronulla	20-24	F	2291
Cronulla	20-24	M	2231
Cronulla	25-34	F	4682
Cronulla	25-34	M	4434
Cronulla	35-44	F	5160
Cronulla	35-44	M	4800
Cronulla	45-54	F	5625
Cronulla	45-54	M	5415
Cronulla	55-64	F	5181
Cronulla	55-64	M	4963
Cronulla	65-74	F	4190
Cronulla	65-74	M	3862
Cronulla	75-84	F	2377
Cronulla	75-84	M	2097
Cronulla	85+	F	1278
Cronulla	85+	M	820
Davidson	0-4	F	1743
Davidson	0-4	M	1899
Davidson	5-14	F	6128
Davidson	5-14	M	6639
Davidson	15-19	F	2850
Davidson	15-19	M	3089
Davidson	20-24	F	2093
Davidson	20-24	M	2371
Davidson	25-34	F	2781
Davidson	25-34	M	2585
Davidson	35-44	F	5704
Davidson	35-44	M	4669
Davidson	45-54	F	6640
Davidson	45-54	M	6039
Davidson	55-64	F	4960
Davidson	55-64	M	4798
Davidson	65-74	F	4118
Davidson	65-74	M	3629
Davidson	75-84	F	3170
Davidson	75-84	M	2658
Davidson	85+	F	1485
Davidson	85+	M	997
Drummoyne	0-4	F	2080
Drummoyne	0-4	M	2385
Drummoyne	5-14	F	4327
Drummoyne	5-14	M	4339
Drummoyne	15-19	F	1937
Drummoyne	15-19	M	1908
Drummoyne	20-24	F	2135
Drummoyne	20-24	M	2149
Drummoyne	25-34	F	6765
Drummoyne	25-34	M	6135
Drummoyne	35-44	F	6418
Drummoyne	35-44	M	6152
Drummoyne	45-54	F	5855
Drummoyne	45-54	M	5115
Drummoyne	55-64	F	5207
Drummoyne	55-64	M	4467
Drummoyne	65-74	F	4188
Drummoyne	65-74	M	3570
Drummoyne	75-84	F	2497
Drummoyne	75-84	M	2077
Drummoyne	85+	F	1344
Drummoyne	85+	M	801
Dubbo	0-4	F	2773
Dubbo	0-4	M	2858
Dubbo	5-14	F	5626
Dubbo	5-14	M	6019
Dubbo	15-19	F	2222
Dubbo	15-19	M	2494
Dubbo	20-24	F	2146
Dubbo	20-24	M	2179
Dubbo	25-34	F	5872
Dubbo	25-34	M	5768
Dubbo	35-44	F	5004
Dubbo	35-44	M	4923
Dubbo	45-54	F	4926
Dubbo	45-54	M	4740
Dubbo	55-64	F	5069
Dubbo	55-64	M	4940
Dubbo	65-74	F	4122
Dubbo	65-74	M	4024
Dubbo	75-84	F	2658
Dubbo	75-84	M	2310
Dubbo	85+	F	1122
Dubbo	85+	M	719
East Hills	0-4	F	2457
East Hills	0-4	M	2730
East Hills	5-14	F	5514
East Hills	5-14	M	5766
East Hills	15-19	F	2552
East Hills	15-19	M	2882
East Hills	20-24	F	2514
East Hills	20-24	M	2665
East Hills	25-34	F	5350
East Hills	25-34	M	5008
East Hills	35-44	F	5841
East Hills	35-44	M	5407
East Hills	45-54	F	5468
East Hills	45-54	M	5145
East Hills	55-64	F	5073
East Hills	55-64	M	4891
East Hills	65-74	F	3743
East Hills	65-74	M	3513
East Hills	75-84	F	2314
East Hills	75-84	M	1950
East Hills	85+	F	1326
East Hills	85+	M	905
Epping	0-4	F	1904
Epping	0-4	M	2001
Epping	5-14	F	6180
Epping	5-14	M	6462
Epping	15-19	F	2720
Epping	15-19	M	2876
Epping	20-24	F	2511
Epping	20-24	M	2708
Epping	25-34	F	4828
Epping	25-34	M	4616
Epping	35-44	F	6845
Epping	35-44	M	6078
Epping	45-54	F	6102
Epping	45-54	M	5687
Epping	55-64	F	5668
Epping	55-64	M	5211
Epping	65-74	F	4281
Epping	65-74	M	3975
Epping	75-84	F	2752
Epping	75-84	M	2136
Epping	85+	F	1810
Epping	85+	M	1067
Fairfield	0-4	F	2614
Fairfield	0-4	M	2745
Fairfield	5-14	F	6091
Fairfield	5-14	M	6288
Fairfield	15-19	F	3070
Fairfield	15-19	M	3389
Fairfield	20-24	F	3171
Fairfield	20-24	M	3311
Fairfield	25-34	F	6221
Fairfield	25-34	M	6370
Fairfield	35-44	F	6048
Fairfield	35-44	M	5598
Fairfield	45-54	F	6198
Fairfield	45-54	M	5837
Fairfield	55-64	F	5924
Fairfield	55-64	M	5845
Fairfield	65-74	F	4308
Fairfield	65-74	M	3958
Fairfield	75-84	F	2327
Fairfield	75-84	M	2143
Fairfield	85+	F	1203
Fairfield	85+	M	750
Gosford	0-4	F	1994
Gosford	0-4	M	2182
Gosford	5-14	F	4162
Gosford	5-14	M	4539
Gosford	15-19	F	1954
Gosford	15-19	M	2070
Gosford	20-24	F	2087
Gosford	20-24	M	2084
Gosford	25-34	F	4582
Gosford	25-34	M	4503
Gosford	35-44	F	5133
Gosford	35-44	M	4770
Gosford	45-54	F	5136
Gosford	45-54	M	5040
Gosford	55-64	F	5605
Gosford	55-64	M	5075
Gosford	65-74	F	5044
Gosford	65-74	M	4274
Gosford	75-84	F	3172
Gosford	75-84	M	2694
Gosford	85+	F	1553
Gosford	85+	M	870
Goulburn	0-4	F	2113
Goulburn	0-4	M	2256
Goulburn	5-14	F	4914
Goulburn	5-14	M	5296
Goulburn	15-19	F	2258
Goulburn	15-19	M	2425
Goulburn	20-24	F	1786
Goulburn	20-24	M	2011
Goulburn	25-34	F	4305
Goulburn	25-34	M	4275
Goulburn	35-44	F	4720
Goulburn	35-44	M	4347
Goulburn	45-54	F	5526
Goulburn	45-54	M	5385
Goulburn	55-64	F	5850
Goulburn	55-64	M	5873
Goulburn	65-74	F	5447
Goulburn	65-74	M	5148
Goulburn	75-84	F	2977
Goulburn	75-84	M	2870
Goulburn	85+	F	1182
Goulburn	85+	M	815
Granville	0-4	F	3750
Granville	0-4	M	4046
Granville	5-14	F	6544
Granville	5-14	M	6896
Granville	15-19	F	2650
Granville	15-19	M	2850
Granville	20-24	F	3660
Granville	20-24	M	4378
Granville	25-34	F	9846
Granville	25-34	M	10507
Granville	35-44	F	7798
Granville	35-44	M	8939
Granville	45-54	F	5500
Granville	45-54	M	5579
Granville	55-64	F	4862
Granville	55-64	M	4651
Granville	65-74	F	3337
Granville	65-74	M	3205
Granville	75-84	F	1913
Granville	75-84	M	1724
Granville	85+	F	866
Granville	85+	M	553
Hawkesbury	0-4	F	2238
Hawkesbury	0-4	M	2390
Hawkesbury	5-14	F	4945
Hawkesbury	5-14	M	5388
Hawkesbury	15-19	F	2506
Hawkesbury	15-19	M	2731
Hawkesbury	20-24	F	2340
Hawkesbury	20-24	M	2574
Hawkesbury	25-34	F	4798
Hawkesbury	25-34	M	4873
Hawkesbury	35-44	F	4659
Hawkesbury	35-44	M	4457
Hawkesbury	45-54	F	5642
Hawkesbury	45-54	M	5332
Hawkesbury	55-64	F	5029
Hawkesbury	55-64	M	5057
Hawkesbury	65-74	F	3825
Hawkesbury	65-74	M	3688
Hawkesbury	75-84	F	2185
Hawkesbury	75-84	M	1973
Hawkesbury	85+	F	846
Hawkesbury	85+	M	540
Heathcote	0-4	F	2419
Heathcote	0-4	M	2423
Heathcote	5-14	F	4971
Heathcote	5-14	M	5375
Heathcote	15-19	F	2328
Heathcote	15-19	M	2522
Heathcote	20-24	F	2086
Heathcote	20-24	M	2274
Heathcote	25-34	F	4452
Heathcote	25-34	M	4196
Heathcote	35-44	F	5580
Heathcote	35-44	M	5105
Heathcote	45-54	F	5633
Heathcote	45-54	M	5213
Heathcote	55-64	F	4856
Heathcote	55-64	M	4636
Heathcote	65-74	F	3875
Heathcote	65-74	M	3611
Heathcote	75-84	F	2297
Heathcote	75-84	M	2041
Heathcote	85+	F	1132
Heathcote	85+	M	678
Heffron	0-4	F	2784
Heffron	0-4	M	3093
Heffron	5-14	F	3634
Heffron	5-14	M	3772
Heffron	15-19	F	2017
Heffron	15-19	M	2038
Heffron	20-24	F	6237
Heffron	20-24	M	6457
Heffron	25-34	F	17567
Heffron	25-34	M	18424
Heffron	35-44	F	9540
Heffron	35-44	M	10887
Heffron	45-54	F	5528
Heffron	45-54	M	6225
Heffron	55-64	F	4246
Heffron	55-64	M	4357
Heffron	65-74	F	3030
Heffron	65-74	M	2818
Heffron	75-84	F	1825
Heffron	75-84	M	1544
Heffron	85+	F	782
Heffron	85+	M	575
Holsworthy	0-4	F	2974
Holsworthy	0-4	M	3202
Holsworthy	5-14	F	6694
Holsworthy	5-14	M	6938
Holsworthy	15-19	F	3078
Holsworthy	15-19	M	3289
Holsworthy	20-24	F	2886
Holsworthy	20-24	M	3276
Holsworthy	25-34	F	5986
Holsworthy	25-34	M	5833
Holsworthy	35-44	F	6492
Holsworthy	35-44	M	6136
Holsworthy	45-54	F	6136
Holsworthy	45-54	M	5750
Holsworthy	55-64	F	4945
Holsworthy	55-64	M	5027
Holsworthy	65-74	F	3339
Holsworthy	65-74	M	3182
Holsworthy	75-84	F	1909
Holsworthy	75-84	M	1683
Holsworthy	85+	F	988
Holsworthy	85+	M	548
Hornsby	0-4	F	2178
Hornsby	0-4	M	2274
Hornsby	5-14	F	5545
Hornsby	5-14	M	6071
Hornsby	15-19	F	2604
Hornsby	15-19	M	2772
Hornsby	20-24	F	2230
Hornsby	20-24	M	2493
Hornsby	25-34	F	4217
Hornsby	25-34	M	4045
Hornsby	35-44	F	6338
Hornsby	35-44	M	5902
Hornsby	45-54	F	6490
Hornsby	45-54	M	6108
Hornsby	55-64	F	5294
Hornsby	55-64	M	5109
Hornsby	65-74	F	4087
Hornsby	65-74	M	3714
Hornsby	75-84	F	2369
Hornsby	75-84	M	2219
Hornsby	85+	F	908
Hornsby	85+	M	638
Keira	0-4	F	2217
Keira	0-4	M	2370
Keira	5-14	F	5236
Keira	5-14	M	5522
Keira	15-19	F	2720
Keira	15-19	M	2770
Keira	20-24	F	2637
Keira	20-24	M	2886
Keira	25-34	F	4484
Keira	25-34	M	4532
Keira	35-44	F	5528
Keira	35-44	M	5032
Keira	45-54	F	5626
Keira	45-54	M	5272
Keira	55-64	F	5187
Keira	55-64	M	4837
Keira	65-74	F	4284
Keira	65-74	M	3764
Keira	75-84	F	2758
Keira	75-84	M	2312
Keira	85+	F	1468
Keira	85+	M	851
Kiama	0-4	F	2120
Kiama	0-4	M	2348
Kiama	5-14	F	4690
Kiama	5-14	M	4946
Kiama	15-19	F	2224
Kiama	15-19	M	2231
Kiama	20-24	F	1884
Kiama	20-24	M	2146
Kiama	25-34	F	4535
Kiama	25-34	M	4592
Kiama	35-44	F	4498
Kiama	35-44	M	4487
Kiama	45-54	F	4849
Kiama	45-54	M	4514
Kiama	55-64	F	5629
Kiama	55-64	M	5224
Kiama	65-74	F	5281
Kiama	65-74	M	4999
Kiama	75-84	F	2904
Kiama	75-84	M	2738
Kiama	85+	F	1350
Kiama	85+	M	863
Kogarah	0-4	F	2311
Kogarah	0-4	M	2559
Kogarah	5-14	F	4540
Kogarah	5-14	M	4847
Kogarah	15-19	F	1994
Kogarah	15-19	M	2317
Kogarah	20-24	F	3648
Kogarah	20-24	M	4277
Kogarah	25-34	F	8390
Kogarah	25-34	M	8932
Kogarah	35-44	F	6654
Kogarah	35-44	M	6561
Kogarah	45-54	F	5735
Kogarah	45-54	M	5052
Kogarah	55-64	F	5538
Kogarah	55-64	M	5088
Kogarah	65-74	F	4254
Kogarah	65-74	M	3810
Kogarah	75-84	F	2537
Kogarah	75-84	M	2171
Kogarah	85+	F	1518
Kogarah	85+	M	980
Ku-ring-gai	0-4	F	2042
Ku-ring-gai	0-4	M	2269
Ku-ring-gai	5-14	F	5960
Ku-ring-gai	5-14	M	6262
Ku-ring-gai	15-19	F	2876
Ku-ring-gai	15-19	M	3026
Ku-ring-gai	20-24	F	2226
Ku-ring-gai	20-24	M	2419
Ku-ring-gai	25-34	F	4120
Ku-ring-gai	25-34	M	3828
Ku-ring-gai	35-44	F	6817
Ku-ring-gai	35-44	M	6040
Ku-ring-gai	45-54	F	6636
Ku-ring-gai	45-54	M	5877
Ku-ring-gai	55-64	F	5143
Ku-ring-gai	55-64	M	4812
Ku-ring-gai	65-74	F	4189
Ku-ring-gai	65-74	M	3538
Ku-ring-gai	75-84	F	3021
Ku-ring-gai	75-84	M	2468
Ku-ring-gai	85+	F	1986
Ku-ring-gai	85+	M	1253
Lake Macquarie	0-4	F	2129
Lake Macquarie	0-4	M	2249
Lake Macquarie	5-14	F	4437
Lake Macquarie	5-14	M	4763
Lake Macquarie	15-19	F	2228
Lake Macquarie	15-19	M	2263
Lake Macquarie	20-24	F	2085
Lake Macquarie	20-24	M	2336
Lake Macquarie	25-34	F	4522
Lake Macquarie	25-34	M	4334
Lake Macquarie	35-44	F	4497
Lake Macquarie	35-44	M	4336
Lake Macquarie	45-54	F	4916
Lake Macquarie	45-54	M	4758
Lake Macquarie	55-64	F	5589
Lake Macquarie	55-64	M	5059
Lake Macquarie	65-74	F	5340
Lake Macquarie	65-74	M	4863
Lake Macquarie	75-84	F	3420
Lake Macquarie	75-84	M	3014
Lake Macquarie	85+	F	1564
Lake Macquarie	85+	M	1009
Lakemba	0-4	F	3378
Lakemba	0-4	M	3663
Lakemba	5-14	F	6718
Lakemba	5-14	M	7226
Lakemba	15-19	F	2959
Lakemba	15-19	M	3063
Lakemba	20-24	F	3093
Lakemba	20-24	M	3598
Lakemba	25-34	F	7080
Lakemba	25-34	M	8086
Lakemba	35-44	F	6390
Lakemba	35-44	M	6946
Lakemba	45-54	F	5372
Lakemba	45-54	M	5249
Lakemba	55-64	F	5077
