SED_NAME16	Age	MaritalStatus	Registered	adults
Barwon	25-34	Married	1	2203
Barwon	25-34	Never married		2970
Barwon	35-44	Married	0	1172
Barwon	35-44	Married	1	3193
Barwon	35-44	Never married		2045
Barwon	45-54	Married	0	1017
Barwon	45-54	Married	1	3745
Barwon	45-54	Never married		2587
Barwon	55-64	Married	0	904
Barwon	55-64	Married	1	4820
Barwon	55-64	Never married		3282
Barwon	65-74	Married	0	410
Barwon	65-74	Married	1	4294
Barwon	65-74	Never married		2816
Barwon	75-84	Married	0	107
Barwon	75-84	Married	1	2211
Barwon	75-84	Never married		1933
Barwon	85+	Married	0	13
Barwon	85+	Married	1	436
Barwon	85+	Never married		905
Bathurst	15-19	Married	0	86
Bathurst	15-19	Never married		4184
Bathurst	20-24	Married	0	815
Bathurst	20-24	Married	1	127
Bathurst	20-24	Never married		2778
Bathurst	25-34	Married	0	2176
Bathurst	25-34	Married	1	2746
Bathurst	25-34	Never married		3219
Bathurst	35-44	Married	0	1303
Bathurst	35-44	Married	1	4199
Bathurst	35-44	Never married		2237
Bathurst	45-54	Married	0	1120
Bathurst	45-54	Married	1	5067
Bathurst	45-54	Never married		2849
Bathurst	55-64	Married	0	984
Bathurst	55-64	Married	1	5574
Bathurst	55-64	Never married		3257
Bathurst	65-74	Married	0	412
Bathurst	65-74	Married	1	5246
Bathurst	65-74	Never married		2881
Bathurst	75-84	Married	0	135
Bathurst	75-84	Married	1	2496
Bathurst	75-84	Never married		2078
Bathurst	85+	Married	0	8
Bathurst	85+	Married	1	447
Bathurst	85+	Never married		899
Baulkham Hills	15-19	Married	0	15
Baulkham Hills	15-19	Never married		5206
Baulkham Hills	20-24	Married	0	212
Baulkham Hills	20-24	Married	1	73
Baulkham Hills	20-24	Never married		4630
Baulkham Hills	25-34	Married	0	1003
Baulkham Hills	25-34	Married	1	3306
Baulkham Hills	25-34	Never married		3909
Baulkham Hills	35-44	Married	0	716
Baulkham Hills	35-44	Married	1	10965
Baulkham Hills	35-44	Never married		1839
Baulkham Hills	45-54	Married	0	588
Baulkham Hills	45-54	Married	1	9166
Baulkham Hills	45-54	Never married		1896
Baulkham Hills	55-64	Married	0	379
Baulkham Hills	55-64	Married	1	7951
Baulkham Hills	55-64	Never married		1757
Baulkham Hills	65-74	Married	0	193
Baulkham Hills	65-74	Married	1	6653
Baulkham Hills	65-74	Never married		1701
Baulkham Hills	75-84	Married	0	48
Baulkham Hills	75-84	Married	1	3158
Baulkham Hills	75-84	Never married		1366
Baulkham Hills	85+	Married	0	10
Baulkham Hills	85+	Married	1	449
Baulkham Hills	85+	Never married		642
Bega	15-19	Married	0	61
Bega	15-19	Never married		3185
Bega	20-24	Married	0	494
Bega	20-24	Married	1	87
Bega	20-24	Never married		1662
Bega	25-34	Married	0	1677
Bega	25-34	Married	1	1516
Bega	25-34	Never married		2246
Bega	35-44	Married	0	1310
Bega	35-44	Married	1	3020
Bega	35-44	Never married		1821
Bega	45-54	Married	0	1396
Bega	45-54	Married	1	4132
Bega	45-54	Never married		2574
Bega	55-64	Married	0	1579
Bega	55-64	Married	1	6426
Bega	55-64	Never married		3669
Bega	65-74	Married	0	1014
Bega	65-74	Married	1	7795
Bega	65-74	Never married		3622
Bega	75-84	Married	0	257
Bega	75-84	Married	1	3718
Bega	75-84	Never married		2293
Bega	85+	Married	0	31
Bega	85+	Married	1	698
Bega	85+	Never married		1116
Blacktown	15-19	Married	0	50
Blacktown	15-19	Never married		4659
Blacktown	20-24	Married	0	501
Blacktown	20-24	Married	1	365
Blacktown	20-24	Never married		5445
Blacktown	25-34	Married	0	1616
Blacktown	25-34	Married	1	6045
Blacktown	25-34	Never married		6546
Blacktown	35-44	Married	0	884
Blacktown	35-44	Married	1	9242
Blacktown	35-44	Never married		3349
Blacktown	45-54	Married	0	727
Blacktown	45-54	Married	1	6127
Blacktown	45-54	Never married		3130
Blacktown	55-64	Married	0	521
Blacktown	55-64	Married	1	5382
Blacktown	55-64	Never married		3130
Blacktown	65-74	Married	0	180
Blacktown	65-74	Married	1	4186
Blacktown	65-74	Never married		2448
Blacktown	75-84	Married	0	50
Blacktown	75-84	Married	1	1716
Blacktown	75-84	Never married		1425
Blacktown	85+	Married	0	3
Blacktown	85+	Married	1	325
Blacktown	85+	Never married		703
Blue Mountains	15-19	Married	0	42
Blue Mountains	15-19	Never married		3970
Blue Mountains	20-24	Married	0	403
Blue Mountains	20-24	Married	1	70
Blue Mountains	20-24	Never married		2425
Blue Mountains	25-34	Married	0	1691
Blue Mountains	25-34	Married	1	2206
Blue Mountains	25-34	Never married		2338
Blue Mountains	35-44	Married	0	1518
Blue Mountains	35-44	Married	1	4900
Blue Mountains	35-44	Never married		1981
Blue Mountains	45-54	Married	0	1395
Blue Mountains	45-54	Married	1	5604
Blue Mountains	45-54	Never married		2546
Blue Mountains	55-64	Married	0	1049
Blue Mountains	55-64	Married	1	5791
Blue Mountains	55-64	Never married		2868
Blue Mountains	65-74	Married	0	649
Blue Mountains	65-74	Married	1	5469
Blue Mountains	65-74	Never married		3119
Blue Mountains	75-84	Married	0	163
Blue Mountains	75-84	Married	1	2356
Blue Mountains	75-84	Never married		1933
Blue Mountains	85+	Married	0	23
Blue Mountains	85+	Married	1	406
Blue Mountains	85+	Never married		736
Cabramatta	15-19	Married	0	32
Cabramatta	15-19	Married	1	17
Cabramatta	15-19	Never married		5510
Cabramatta	20-24	Married	0	206
Cabramatta	20-24	Married	1	342
Cabramatta	20-24	Never married		5301
Cabramatta	25-34	Married	0	870
Cabramatta	25-34	Married	1	3031
Cabramatta	25-34	Never married		6412
Cabramatta	35-44	Married	0	678
Cabramatta	35-44	Married	1	4895
Cabramatta	35-44	Never married		3783
Cabramatta	45-54	Married	0	669
Cabramatta	45-54	Married	1	6032
Cabramatta	45-54	Never married		3869
Cabramatta	55-64	Married	0	432
Cabramatta	55-64	Married	1	6762
Cabramatta	55-64	Never married		3877
Cabramatta	65-74	Married	0	197
Cabramatta	65-74	Married	1	4921
Cabramatta	65-74	Never married		2714
Cabramatta	75-84	Married	0	36
Cabramatta	75-84	Married	1	1833
Cabramatta	75-84	Never married		1439
Cabramatta	85+	Married	0	11
Cabramatta	85+	Married	1	416
Cabramatta	85+	Never married		844
Camden	15-19	Married	0	57
Camden	15-19	Married	1	5
Camden	15-19	Never married		7912
Camden	20-24	Married	0	970
Camden	20-24	Married	1	322
Camden	20-24	Never married		6012
Camden	25-34	Married	0	4295
Camden	25-34	Married	1	10013
Camden	25-34	Never married		5867
Camden	35-44	Married	0	2105
Camden	35-44	Married	1	14215
Camden	35-44	Never married		3315
Camden	45-54	Married	0	1400
Camden	45-54	Married	1	10624
Camden	45-54	Never married		3148
Camden	55-64	Married	0	773
Camden	55-64	Married	1	7528
Camden	55-64	Never married		2769
Camden	65-74	Married	0	235
Camden	65-74	Married	1	5297
Camden	65-74	Never married		2189
Camden	75-84	Married	0	56
Camden	75-84	Married	1	2124
Camden	75-84	Never married		1341
Camden	85+	Married	1	333
Camden	85+	Never married		600
Campbelltown	15-19	Married	0	54
Campbelltown	15-19	Never married		4934
Campbelltown	20-24	Married	0	736
Campbelltown	20-24	Married	1	190
Campbelltown	20-24	Never married		4250
Campbelltown	25-34	Married	0	2200
Campbelltown	25-34	Married	1	3916
Campbelltown	25-34	Never married		5103
Campbelltown	35-44	Married	0	1228
Campbelltown	35-44	Married	1	6091
Campbelltown	35-44	Never married		3405
Campbelltown	45-54	Married	0	923
Campbelltown	45-54	Married	1	4940
Campbelltown	45-54	Never married		3048
Campbelltown	55-64	Married	0	637
Campbelltown	55-64	Married	1	5180
Campbelltown	55-64	Never married		2904
Campbelltown	65-74	Married	0	264
Campbelltown	65-74	Married	1	4431
Campbelltown	65-74	Never married		2494
Campbelltown	75-84	Married	0	70
Campbelltown	75-84	Married	1	1829
Campbelltown	75-84	Never married		1452
Campbelltown	85+	Married	0	8
Campbelltown	85+	Married	1	219
Campbelltown	85+	Never married		538
Canterbury	15-19	Married	0	23
Canterbury	15-19	Never married		4511
Canterbury	20-24	Married	0	354
Canterbury	20-24	Married	1	295
Canterbury	20-24	Never married		5214
Canterbury	25-34	Married	0	2068
Canterbury	25-34	Married	1	4850
Canterbury	25-34	Never married		6904
Canterbury	35-44	Married	0	1317
Canterbury	35-44	Married	1	7406
Canterbury	35-44	Never married		3919
Canterbury	45-54	Married	0	907
Canterbury	45-54	Married	1	6871
Canterbury	45-54	Never married		4299
Canterbury	55-64	Married	0	588
Canterbury	55-64	Married	1	6014
Canterbury	55-64	Never married		3753
Canterbury	65-74	Married	0	244
Canterbury	65-74	Married	1	4428
Canterbury	65-74	Never married		2587
Canterbury	75-84	Married	0	53
Canterbury	75-84	Married	1	2718
Canterbury	75-84	Never married		1941
Canterbury	85+	Married	0	13
Canterbury	85+	Married	1	776
Canterbury	85+	Never married		1137
Castle Hill	15-19	Married	0	15
Castle Hill	15-19	Never married		7327
Castle Hill	20-24	Married	0	348
Castle Hill	20-24	Married	1	102
Castle Hill	20-24	Never married		5576
Castle Hill	25-34	Married	0	1449
Castle Hill	25-34	Married	1	4711
Castle Hill	25-34	Never married		4213
Castle Hill	35-44	Married	0	876
Castle Hill	35-44	Married	1	13700
Castle Hill	35-44	Never married		2040
Castle Hill	45-54	Married	0	748
Castle Hill	45-54	Married	1	11776
Castle Hill	45-54	Never married		2014
Castle Hill	55-64	Married	0	405
Castle Hill	55-64	Married	1	8285
Castle Hill	55-64	Never married		1706
Castle Hill	65-74	Married	0	182
Castle Hill	65-74	Married	1	5904
Castle Hill	65-74	Never married		1684
Castle Hill	75-84	Married	0	49
Castle Hill	75-84	Married	1	2652
Castle Hill	75-84	Never married		1180
Castle Hill	85+	Married	0	6
Castle Hill	85+	Married	1	435
Castle Hill	85+	Never married		527
Cessnock	15-19	Married	0	84
Cessnock	15-19	Married	1	4
Cessnock	15-19	Never married		4790
Cessnock	20-24	Married	0	1054
Cessnock	20-24	Married	1	170
Cessnock	20-24	Never married		3426
Cessnock	25-34	Married	0	3282
Cessnock	25-34	Married	1	3890
Cessnock	25-34	Never married		4058
Cessnock	35-44	Married	0	1684
Cessnock	35-44	Married	1	5788
Cessnock	35-44	Never married		2830
Cessnock	45-54	Married	0	1372
Cessnock	45-54	Married	1	5464
Cessnock	45-54	Never married		2992
Cessnock	55-64	Married	0	868
Cessnock	55-64	Married	1	5427
Cessnock	55-64	Never married		2998
Cessnock	65-74	Married	0	386
Cessnock	65-74	Married	1	4900
Cessnock	65-74	Never married		2695
Cessnock	75-84	Married	0	92
Cessnock	75-84	Married	1	1992
Cessnock	75-84	Never married		1504
Cessnock	85+	Married	0	11
Cessnock	85+	Married	1	316
Cessnock	85+	Never married		741
Charlestown	15-19	Married	0	39
Charlestown	15-19	Never married		4233
Charlestown	20-24	Married	0	628
Charlestown	20-24	Married	1	64
Charlestown	20-24	Never married		3290
Charlestown	25-34	Married	0	2445
Charlestown	25-34	Married	1	2536
Charlestown	25-34	Never married		3389
Charlestown	35-44	Married	0	1404
Charlestown	35-44	Married	1	5811
Charlestown	35-44	Never married		2155
Charlestown	45-54	Married	0	1059
Charlestown	45-54	Married	1	5675
Charlestown	45-54	Never married		2628
Charlestown	55-64	Married	0	680
Charlestown	55-64	Married	1	5092
Charlestown	55-64	Never married		2702
Charlestown	65-74	Married	0	306
Charlestown	65-74	Married	1	4408
Charlestown	65-74	Never married		2236
Charlestown	75-84	Married	0	121
Charlestown	75-84	Married	1	2724
Charlestown	75-84	Never married		1829
Charlestown	85+	Married	0	13
Charlestown	85+	Married	1	608
Charlestown	85+	Never married		1078
Clarence	15-19	Married	0	94
Clarence	15-19	Never married		3525
Clarence	20-24	Married	0	721
Clarence	20-24	Married	1	121
Clarence	20-24	Never married		2126
Clarence	25-34	Married	0	1759
Clarence	25-34	Married	1	1836
Clarence	25-34	Never married		2627
Clarence	35-44	Married	0	1179
Clarence	35-44	Married	1	3192
Clarence	35-44	Never married		2111
Clarence	45-54	Married	0	1221
Clarence	45-54	Married	1	4194
Clarence	45-54	Never married		2819
Clarence	55-64	Married	0	1240
Clarence	55-64	Married	1	5615
Clarence	55-64	Never married		3578
Clarence	65-74	Married	0	771
Clarence	65-74	Married	1	6316
Clarence	65-74	Never married		3370
Clarence	75-84	Married	0	210
Clarence	75-84	Married	1	3359
Clarence	75-84	Never married		2304
Clarence	85+	Married	0	37
Clarence	85+	Married	1	670
Clarence	85+	Never married		1186
Coffs Harbour	15-19	Married	0	73
Coffs Harbour	15-19	Married	1	4
Coffs Harbour	15-19	Never married		4022
Coffs Harbour	20-24	Married	0	612
Coffs Harbour	20-24	Married	1	127
Coffs Harbour	20-24	Never married		2438
Coffs Harbour	25-34	Married	0	1905
Coffs Harbour	25-34	Married	1	2481
Coffs Harbour	25-34	Never married		3404
Coffs Harbour	35-44	Married	0	1419
Coffs Harbour	35-44	Married	1	4512
Coffs Harbour	35-44	Never married		2471
Coffs Harbour	45-54	Married	0	1220
Coffs Harbour	45-54	Married	1	4927
Coffs Harbour	45-54	Never married		2849
Coffs Harbour	55-64	Married	0	1090
Coffs Harbour	55-64	Married	1	5220
Coffs Harbour	55-64	Never married		3306
Coffs Harbour	65-74	Married	0	624
Coffs Harbour	65-74	Married	1	5537
Coffs Harbour	65-74	Never married		3095
Coffs Harbour	75-84	Married	0	172
Coffs Harbour	75-84	Married	1	2861
Coffs Harbour	75-84	Never married		2040
Coffs Harbour	85+	Married	0	30
Coffs Harbour	85+	Married	1	640
Coffs Harbour	85+	Never married		1003
Coogee	15-19	Married	0	16
Coogee	15-19	Never married		3120
Coogee	20-24	Married	0	430
Coogee	20-24	Married	1	34
Coogee	20-24	Never married		3222
Coogee	25-34	Married	0	6345
Coogee	25-34	Married	1	2350
Coogee	25-34	Never married		7544
Coogee	35-44	Married	0	2836
Coogee	35-44	Married	1	6230
Coogee	35-44	Never married		3340
Coogee	45-54	Married	0	1364
Coogee	45-54	Married	1	5745
Coogee	45-54	Never married		2902
Coogee	55-64	Married	0	828
Coogee	55-64	Married	1	3956
Coogee	55-64	Never married		2593
Coogee	65-74	Married	0	386
Coogee	65-74	Married	1	2773
Coogee	65-74	Never married		2117
Coogee	75-84	Married	0	105
Coogee	75-84	Married	1	1545
Coogee	75-84	Never married		1524
Coogee	85+	Married	0	8
Coogee	85+	Married	1	381
Coogee	85+	Never married		792
Cootamundra	15-19	Married	0	93
Cootamundra	15-19	Married	1	9
Cootamundra	15-19	Never married		3507
Cootamundra	20-24	Married	0	707
Cootamundra	20-24	Married	1	147
Cootamundra	20-24	Never married		1931
Cootamundra	25-34	Married	0	1675
Cootamundra	25-34	Married	1	2116
Cootamundra	25-34	Never married		2365
Cootamundra	35-44	Married	0	976
Cootamundra	35-44	Married	1	3650
Cootamundra	35-44	Never married		1814
Cootamundra	45-54	Married	0	917
Cootamundra	45-54	Married	1	4407
Cootamundra	45-54	Never married		2345
Cootamundra	55-64	Married	0	788
Cootamundra	55-64	Married	1	5528
Cootamundra	55-64	Never married		2816
Cootamundra	65-74	Married	0	437
Cootamundra	65-74	Married	1	5506
Cootamundra	65-74	Never married		2879
Cootamundra	75-84	Married	0	151
Cootamundra	75-84	Married	1	2894
Cootamundra	75-84	Never married		2113
Cootamundra	85+	Married	0	15
Cootamundra	85+	Married	1	556
Cootamundra	85+	Never married		1049
Cronulla	15-19	Married	0	16
Cronulla	15-19	Never married		4681
Cronulla	20-24	Married	0	441
Cronulla	20-24	Married	1	34
Cronulla	20-24	Never married		3756
Cronulla	25-34	Married	0	2643
Cronulla	25-34	Married	1	2353
Cronulla	25-34	Never married		3465
Cronulla	35-44	Married	0	1383
Cronulla	35-44	Married	1	6303
Cronulla	35-44	Never married		1774
Cronulla	45-54	Married	0	1020
Cronulla	45-54	Married	1	7274
Cronulla	45-54	Never married		2237
Cronulla	55-64	Married	0	695
Cronulla	55-64	Married	1	6574
Cronulla	55-64	Never married		2389
Cronulla	65-74	Married	0	347
Cronulla	65-74	Married	1	5241
Cronulla	65-74	Never married		2000
Cronulla	75-84	Married	0	116
Cronulla	75-84	Married	1	2580
Cronulla	75-84	Never married		1483
Cronulla	85+	Married	0	19
Cronulla	85+	Married	1	678
Cronulla	85+	Never married		1043
Davidson	15-19	Married	0	8
Davidson	15-19	Never married		5740
Davidson	20-24	Married	0	129
Davidson	20-24	Married	1	29
Davidson	20-24	Never married		4057
Davidson	25-34	Married	0	796
Davidson	25-34	Married	1	1801
Davidson	25-34	Never married		2503
Davidson	35-44	Married	0	665
Davidson	35-44	Married	1	7950
Davidson	35-44	Never married		1399
Davidson	45-54	Married	0	681
Davidson	45-54	Married	1	9836
Davidson	45-54	Never married		1786
Davidson	55-64	Married	0	454
Davidson	55-64	Married	1	7264
Davidson	55-64	Never married		1673
Davidson	65-74	Married	0	226
Davidson	65-74	Married	1	5667
Davidson	65-74	Never married		1459
Davidson	75-84	Married	0	77
Davidson	75-84	Married	1	3676
Davidson	75-84	Never married		1663
Davidson	85+	Married	0	7
Davidson	85+	Married	1	846
Davidson	85+	Never married		1111
Drummoyne	15-19	Married	0	14
Drummoyne	15-19	Married	1	3
Drummoyne	15-19	Never married		3671
Drummoyne	20-24	Married	0	388
Drummoyne	20-24	Married	1	86
Drummoyne	20-24	Never married		3505
Drummoyne	25-34	Married	0	3058
Drummoyne	25-34	Married	1	4108
Drummoyne	25-34	Never married		4900
Drummoyne	35-44	Married	0	1520
Drummoyne	35-44	Married	1	7743
Drummoyne	35-44	Never married		2686
Drummoyne	45-54	Married	0	958
Drummoyne	45-54	Married	1	6783
Drummoyne	45-54	Never married		2769
Drummoyne	55-64	Married	0	700
Drummoyne	55-64	Married	1	5777
Drummoyne	55-64	Never married		2705
Drummoyne	65-74	Married	0	348
Drummoyne	65-74	Married	1	4783
Drummoyne	65-74	Never married		2194
Drummoyne	75-84	Married	0	96
Drummoyne	75-84	Married	1	2520
Drummoyne	75-84	Never married		1617
Drummoyne	85+	Married	0	18
Drummoyne	85+	Married	1	597
Drummoyne	85+	Never married		971
Dubbo	15-19	Married	0	95
Dubbo	15-19	Married	1	3
Dubbo	15-19	Never married		4013
Dubbo	20-24	Married	0	946
Dubbo	20-24	Married	1	153
Dubbo	20-24	Never married		2534
Dubbo	25-34	Married	0	2590
Dubbo	25-34	Married	1	3631
Dubbo	25-34	Never married		3763
Dubbo	35-44	Married	0	1250
Dubbo	35-44	Married	1	5006
Dubbo	35-44	Never married		2243
Dubbo	45-54	Married	0	1036
Dubbo	45-54	Married	1	4878
Dubbo	45-54	Never married		2596
Dubbo	55-64	Married	0	797
Dubbo	55-64	Married	1	5201
Dubbo	55-64	Never married		2845
Dubbo	65-74	Married	0	327
Dubbo	65-74	Married	1	4349
Dubbo	65-74	Never married		2498
Dubbo	75-84	Married	0	111
Dubbo	75-84	Married	1	2316
Dubbo	75-84	Never married		1826
Dubbo	85+	Married	0	13
Dubbo	85+	Married	1	402
Dubbo	85+	Never married		815
East Hills	15-19	Married	0	12
East Hills	15-19	Married	1	10
East Hills	15-19	Never married		5159
East Hills	20-24	Married	0	203
East Hills	20-24	Married	1	207
East Hills	20-24	Never married		4451
East Hills	25-34	Married	0	1184
East Hills	25-34	Married	1	3759
East Hills	25-34	Never married		4658
East Hills	35-44	Married	0	905
East Hills	35-44	Married	1	7184
East Hills	35-44	Never married		2530
East Hills	45-54	Married	0	725
East Hills	45-54	Married	1	6803
East Hills	45-54	Never married		2605
East Hills	55-64	Married	0	513
East Hills	55-64	Married	1	6220
East Hills	55-64	Never married		2781
East Hills	65-74	Married	0	211
East Hills	65-74	Married	1	4404
East Hills	65-74	Never married		2239
East Hills	75-84	Married	0	50
East Hills	75-84	Married	1	2173
East Hills	75-84	Never married		1619
East Hills	85+	Married	0	10
East Hills	85+	Married	1	573
East Hills	85+	Never married		1048
Epping	15-19	Married	0	14
Epping	15-19	Married	1	3
Epping	15-19	Never married		5431
Epping	20-24	Married	0	263
Epping	20-24	Married	1	74
Epping	20-24	Never married		4673
Epping	25-34	Married	0	1252
Epping	25-34	Married	1	3390
Epping	25-34	Never married		4343
Epping	35-44	Married	0	574
Epping	35-44	Married	1	10043
Epping	35-44	Never married		1906
Epping	45-54	Married	0	491
Epping	45-54	Married	1	9216
Epping	45-54	Never married		1769
Epping	55-64	Married	0	343
Epping	55-64	Married	1	8281
Epping	55-64	Never married		1893
Epping	65-74	Married	0	159
Epping	65-74	Married	1	6013
Epping	65-74	Never married		1715
Epping	75-84	Married	0	39
Epping	75-84	Married	1	2751
Epping	75-84	Never married		1575
Epping	85+	Married	0	13
Epping	85+	Married	1	767
Epping	85+	Never married		1143
Fairfield	15-19	Married	0	24
Fairfield	15-19	Married	1	16
Fairfield	15-19	Never married		5998
Fairfield	20-24	Married	0	179
Fairfield	20-24	Married	1	342
Fairfield	20-24	Never married		5538
Fairfield	25-34	Married	0	735
Fairfield	25-34	Married	1	4003
Fairfield	25-34	Never married		6861
Fairfield	35-44	Married	0	584
Fairfield	35-44	Married	1	6239
Fairfield	35-44	Never married		3906
Fairfield	45-54	Married	0	537
Fairfield	45-54	Married	1	6666
Fairfield	45-54	Never married		4031
Fairfield	55-64	Married	0	469
Fairfield	55-64	Married	1	6678
Fairfield	55-64	Never married		3889
Fairfield	65-74	Married	0	186
Fairfield	65-74	Married	1	4593
Fairfield	65-74	Never married		2851
Fairfield	75-84	Married	0	59
Fairfield	75-84	Married	1	2126
Fairfield	75-84	Never married		1793
Fairfield	85+	Married	0	9
Fairfield	85+	Married	1	460
Fairfield	85+	Never married		973
Gosford	15-19	Married	0	74
Gosford	15-19	Married	1	3
Gosford	15-19	Never married		3638
Gosford	20-24	Married	0	731
Gosford	20-24	Married	1	106
Gosford	20-24	Never married		2945
Gosford	25-34	Married	0	2278
Gosford	25-34	Married	1	2400
Gosford	25-34	Never married		3671
Gosford	35-44	Married	0	1551
Gosford	35-44	Married	1	5041
Gosford	35-44	Never married		2690
Gosford	45-54	Married	0	1223
Gosford	45-54	Married	1	4766
Gosford	45-54	Never married		3464
Gosford	55-64	Married	0	996
Gosford	55-64	Married	1	5081
Gosford	55-64	Never married		3885
Gosford	65-74	Married	0	496
Gosford	65-74	Married	1	4620
Gosford	65-74	Never married		3513
Gosford	75-84	Married	0	172
Gosford	75-84	Married	1	2685
Gosford	75-84	Never married		2452
Gosford	85+	Married	0	26
Gosford	85+	Married	1	545
Gosford	85+	Never married		1215
Goulburn	15-19	Married	0	78
Goulburn	15-19	Never married		4162
Goulburn	20-24	Married	0	679
Goulburn	20-24	Married	1	92
Goulburn	20-24	Never married		2495
Goulburn	25-34	Married	0	1959
Goulburn	25-34	Married	1	2828
Goulburn	25-34	Never married		2727
Goulburn	35-44	Married	0	1247
Goulburn	35-44	Married	1	5013
Goulburn	35-44	Never married		1883
Goulburn	45-54	Married	0	1353
Goulburn	45-54	Married	1	6010
Goulburn	45-54	Never married		2537
Goulburn	55-64	Married	0	1039
Goulburn	55-64	Married	1	6491
Goulburn	55-64	Never married		2988
Goulburn	65-74	Married	0	603
Goulburn	65-74	Married	1	5925
Goulburn	65-74	Never married		2965
Goulburn	75-84	Married	0	174
Goulburn	75-84	Married	1	2876
Goulburn	75-84	Never married		2051
Goulburn	85+	Married	0	29
