SED_NAME16	MaxSchoolingCompleted	adults
Stafford	Year 8	1381
Stafford	Year 9	1342
Stafford	Year 10	6114
Stafford	Year 11	2491
Stafford	Year 12	33009
Stretton	Did not go to school	807
Stretton	Year 8	1778
Stretton	Year 9	1567
Stretton	Year 10	5529
Stretton	Year 11	2222
Stretton	Year 12	33577
Surfers Paradise	Did not go to school	203
Surfers Paradise	Year 8	1079
Surfers Paradise	Year 9	1692
Surfers Paradise	Year 10	7949
Surfers Paradise	Year 11	3543
Surfers Paradise	Year 12	30035
Theodore	Did not go to school	178
Theodore	Year 8	1100
Theodore	Year 9	2454
Theodore	Year 10	10161
Theodore	Year 11	4244
Theodore	Year 12	25885
Thuringowa	Did not go to school	240
Thuringowa	Year 8	1765
Thuringowa	Year 9	2399
Thuringowa	Year 10	10278
Thuringowa	Year 11	3699
Thuringowa	Year 12	19523
Toohey	Did not go to school	652
Toohey	Year 8	1683
Toohey	Year 9	1446
Toohey	Year 10	5520
Toohey	Year 11	2109
Toohey	Year 12	34220
Toowoomba North	Did not go to school	560
Toowoomba North	Year 8	2565
Toowoomba North	Year 9	2431
Toowoomba North	Year 10	10599
Toowoomba North	Year 11	3239
Toowoomba North	Year 12	22201
Toowoomba South	Did not go to school	524
Toowoomba South	Year 8	2732
Toowoomba South	Year 9	2277
Toowoomba South	Year 10	10298
Toowoomba South	Year 11	3021
Toowoomba South	Year 12	25102
Townsville	Did not go to school	175
Townsville	Year 8	1553
Townsville	Year 9	1934
Townsville	Year 10	8250
Townsville	Year 11	3340
Townsville	Year 12	23120
Traeger	Did not go to school	249
Traeger	Year 8	2056
Traeger	Year 9	2039
Traeger	Year 10	8420
Traeger	Year 11	2682
Traeger	Year 12	13674
Warrego	Did not go to school	175
Warrego	Year 8	2294
Warrego	Year 9	2210
Warrego	Year 10	9438
Warrego	Year 11	2433
Warrego	Year 12	13792
Waterford	Did not go to school	771
Waterford	Year 8	2301
Waterford	Year 9	2627
Waterford	Year 10	9776
Waterford	Year 11	3640
Waterford	Year 12	24235
Whitsunday	Did not go to school	96
Whitsunday	Year 8	1340
Whitsunday	Year 9	2267
Whitsunday	Year 10	10867
Whitsunday	Year 11	4015
Whitsunday	Year 12	20218
Woodridge	Did not go to school	1793
Woodridge	Year 8	3164
Woodridge	Year 9	3338
Woodridge	Year 10	11202
Woodridge	Year 11	4565
Woodridge	Year 12	23967
No usual address (Qld)	Did not go to school	64
No usual address (Qld)	Year 8	428
No usual address (Qld)	Year 9	752
No usual address (Qld)	Year 10	2785
No usual address (Qld)	Year 11	1026
No usual address (Qld)	Year 12	4685
Migratory - Offshore - Shipping (Qld)	Year 10	15
Migratory - Offshore - Shipping (Qld)	Year 11	3
Migratory - Offshore - Shipping (Qld)	Year 12	29
Adelaide	Did not go to school	226
Adelaide	Year 8	760
Adelaide	Year 9	832
Adelaide	Year 10	2632
Adelaide	Year 11	3529
Adelaide	Year 12	29390
Badcoe	Did not go to school	264
Badcoe	Year 8	1263
Badcoe	Year 9	1149
Badcoe	Year 10	3476
Badcoe	Year 11	4199
Badcoe	Year 12	22904
Black	Did not go to school	88
Black	Year 8	589
Black	Year 9	1071
Black	Year 10	3989
Black	Year 11	5119
Black	Year 12	17577
Bragg	Did not go to school	126
Bragg	Year 8	599
Bragg	Year 9	906
Bragg	Year 10	2460
Bragg	Year 11	3221
Bragg	Year 12	23168
Chaffey	Did not go to school	235
Chaffey	Year 8	2248
Chaffey	Year 9	2339
Chaffey	Year 10	6379
Chaffey	Year 11	6233
Chaffey	Year 12	10864
Cheltenham	Did not go to school	544
Cheltenham	Year 8	1794
Cheltenham	Year 9	1447
Cheltenham	Year 10	3925
Cheltenham	Year 11	4553
Cheltenham	Year 12	19041
Colton	Did not go to school	196
Colton	Year 8	1431
Colton	Year 9	1119
Colton	Year 10	3875
Colton	Year 11	4662
Colton	Year 12	18903
Croydon	Did not go to school	1159
Croydon	Year 8	2449
Croydon	Year 9	1545
Croydon	Year 10	3526
Croydon	Year 11	3740
Croydon	Year 12	21639
Davenport	Did not go to school	66
Davenport	Year 8	714
Davenport	Year 9	1131
Davenport	Year 10	4161
Davenport	Year 11	5337
Davenport	Year 12	17953
Dunstan	Did not go to school	241
Dunstan	Year 8	1098
Dunstan	Year 9	891
Dunstan	Year 10	2598
Dunstan	Year 11	3500
Dunstan	Year 12	23236
Elder	Did not go to school	283
Elder	Year 8	1242
Elder	Year 9	1264
Elder	Year 10	3429
Elder	Year 11	4062
Elder	Year 12	20983
Elizabeth	Did not go to school	678
Elizabeth	Year 8	1738
Elizabeth	Year 9	2258
Elizabeth	Year 10	6383
Elizabeth	Year 11	6062
Elizabeth	Year 12	12008
Enfield	Did not go to school	928
Enfield	Year 8	1627
Enfield	Year 9	1327
Enfield	Year 10	4177
Enfield	Year 11	4068
Enfield	Year 12	22203
Finniss	Did not go to school	76
Finniss	Year 8	1276
Finniss	Year 9	1944
Finniss	Year 10	6380
Finniss	Year 11	6241
Finniss	Year 12	12174
Flinders	Did not go to school	73
Flinders	Year 8	1639
Flinders	Year 9	1803
Flinders	Year 10	5609
Flinders	Year 11	6171
Flinders	Year 12	11159
Florey	Did not go to school	681
Florey	Year 8	1551
Florey	Year 9	1626
Florey	Year 10	4718
Florey	Year 11	5023
Florey	Year 12	16573
Frome	Did not go to school	97
Frome	Year 8	1552
Frome	Year 9	2154
Frome	Year 10	6046
Frome	Year 11	6826
Frome	Year 12	12291
Gibson	Did not go to school	230
Gibson	Year 8	1188
Gibson	Year 9	1450
Gibson	Year 10	4360
Gibson	Year 11	4782
Gibson	Year 12	19318
Giles	Did not go to school	162
Giles	Year 8	1610
Giles	Year 9	1854
Giles	Year 10	5550
Giles	Year 11	6426
Giles	Year 12	10858
Hammond	Did not go to school	129
Hammond	Year 8	1946
Hammond	Year 9	2316
Hammond	Year 10	6505
Hammond	Year 11	6044
Hammond	Year 12	11605
Hartley	Did not go to school	407
Hartley	Year 8	2029
Hartley	Year 9	1205
Hartley	Year 10	3539
Hartley	Year 11	4099
Hartley	Year 12	20762
Heysen	Did not go to school	34
Heysen	Year 8	541
Heysen	Year 9	1012
Heysen	Year 10	3313
Heysen	Year 11	4530
Heysen	Year 12	18143
Hurtle Vale	Did not go to school	68
Hurtle Vale	Year 8	1031
Hurtle Vale	Year 9	1747
Hurtle Vale	Year 10	5584
Hurtle Vale	Year 11	6018
Hurtle Vale	Year 12	13082
Kaurna	Did not go to school	113
Kaurna	Year 8	974
Kaurna	Year 9	1713
Kaurna	Year 10	5898
Kaurna	Year 11	6344
Kaurna	Year 12	15526
Kavel	Did not go to school	58
Kavel	Year 8	842
Kavel	Year 9	1374
Kavel	Year 10	4448
Kavel	Year 11	5484
Kavel	Year 12	17041
King	Did not go to school	229
King	Year 8	894
King	Year 9	1578
King	Year 10	5066
King	Year 11	6089
King	Year 12	15070
Lee	Did not go to school	317
Lee	Year 8	1659
Lee	Year 9	1421
Lee	Year 10	4175
Lee	Year 11	4761
Lee	Year 12	15012
Light	Did not go to school	131
Light	Year 8	1275
Light	Year 9	1788
Light	Year 10	5466
Light	Year 11	5933
Light	Year 12	13102
Mackillop	Did not go to school	286
Mackillop	Year 8	1895
Mackillop	Year 9	2136
Mackillop	Year 10	6162
Mackillop	Year 11	6752
Mackillop	Year 12	12054
Mawson	Did not go to school	50
Mawson	Year 8	969
Mawson	Year 9	1650
Mawson	Year 10	5483
Mawson	Year 11	6037
Mawson	Year 12	14575
Morialta	Did not go to school	230
Morialta	Year 8	1394
Morialta	Year 9	1060
Morialta	Year 10	3335
Morialta	Year 11	4434
Morialta	Year 12	19404
Morphett	Did not go to school	137
Morphett	Year 8	985
Morphett	Year 9	1094
Morphett	Year 10	3912
Morphett	Year 11	4488
Morphett	Year 12	18316
Mount Gambier	Did not go to school	190
Mount Gambier	Year 8	1685
Mount Gambier	Year 9	1999
Mount Gambier	Year 10	5821
Mount Gambier	Year 11	6337
Mount Gambier	Year 12	10919
Narungga	Did not go to school	47
Narungga	Year 8	1797
Narungga	Year 9	2217
Narungga	Year 10	6197
Narungga	Year 11	6207
Narungga	Year 12	8941
Newland	Did not go to school	149
Newland	Year 8	1247
Newland	Year 9	1437
Newland	Year 10	4902
Newland	Year 11	5580
Newland	Year 12	15766
Playford	Did not go to school	1309
Playford	Year 8	1831
Playford	Year 9	1856
Playford	Year 10	4740
Playford	Year 11	4887
Playford	Year 12	16469
Port Adelaide	Did not go to school	240
Port Adelaide	Year 8	1417
Port Adelaide	Year 9	1735
Port Adelaide	Year 10	4804
Port Adelaide	Year 11	5707
Port Adelaide	Year 12	15318
Ramsay	Did not go to school	1718
Ramsay	Year 8	2521
Ramsay	Year 9	2229
Ramsay	Year 10	6075
Ramsay	Year 11	5836
Ramsay	Year 12	13327
Reynell	Did not go to school	123
Reynell	Year 8	1151
Reynell	Year 9	1768
Reynell	Year 10	5810
Reynell	Year 11	5981
Reynell	Year 12	13079
Schubert	Did not go to school	56
Schubert	Year 8	1269
Schubert	Year 9	1726
Schubert	Year 10	5406
Schubert	Year 11	6367
Schubert	Year 12	14469
Stuart	Did not go to school	164
Stuart	Year 8	2090
Stuart	Year 9	2192
Stuart	Year 10	6024
Stuart	Year 11	6556
Stuart	Year 12	9336
Taylor	Did not go to school	572
Taylor	Year 8	1679
Taylor	Year 9	2174
Taylor	Year 10	6071
Taylor	Year 11	6127
Taylor	Year 12	12815
Torrens	Did not go to school	385
Torrens	Year 8	1517
Torrens	Year 9	1351
Torrens	Year 10	4055
Torrens	Year 11	4470
Torrens	Year 12	21744
Unley	Did not go to school	137
Unley	Year 8	885
Unley	Year 9	820
Unley	Year 10	2405
Unley	Year 11	3321
Unley	Year 12	23271
Waite	Did not go to school	58
Waite	Year 8	490
Waite	Year 9	899
Waite	Year 10	3018
Waite	Year 11	4156
Waite	Year 12	20890
West Torrens	Did not go to school	463
West Torrens	Year 8	1670
West Torrens	Year 9	993
West Torrens	Year 10	3225
West Torrens	Year 11	3943
West Torrens	Year 12	20035
Wright	Did not go to school	229
Wright	Year 8	1020
Wright	Year 9	1438
Wright	Year 10	4868
Wright	Year 11	5884
Wright	Year 12	15081
No usual address (SA)	Did not go to school	21
No usual address (SA)	Year 8	95
No usual address (SA)	Year 9	185
No usual address (SA)	Year 10	543
No usual address (SA)	Year 11	509
No usual address (SA)	Year 12	850
Migratory - Offshore - Shipping (SA)	Year 12	4
Albany (South West)	Did not go to school	150
Albany (South West)	Year 8	1147
Albany (South West)	Year 9	1792
Albany (South West)	Year 10	8805
Albany (South West)	Year 11	3740
Albany (South West)	Year 12	14165
Armadale (East Metropolitan)	Did not go to school	353
Armadale (East Metropolitan)	Year 8	1260
Armadale (East Metropolitan)	Year 9	2255
Armadale (East Metropolitan)	Year 10	10114
Armadale (East Metropolitan)	Year 11	4740
Armadale (East Metropolitan)	Year 12	17878
Balcatta (North Metropolitan)	Did not go to school	492
Balcatta (North Metropolitan)	Year 8	1765
Balcatta (North Metropolitan)	Year 9	1264
Balcatta (North Metropolitan)	Year 10	5664
Balcatta (North Metropolitan)	Year 11	2700
Balcatta (North Metropolitan)	Year 12	24063
Baldivis (South Metropolitan)	Did not go to school	136
Baldivis (South Metropolitan)	Year 8	698
Baldivis (South Metropolitan)	Year 9	1872
Baldivis (South Metropolitan)	Year 10	9224
Baldivis (South Metropolitan)	Year 11	5124
Baldivis (South Metropolitan)	Year 12	22936
Bassendean (East Metropolitan)	Did not go to school	475
Bassendean (East Metropolitan)	Year 8	1412
Bassendean (East Metropolitan)	Year 9	1598
Bassendean (East Metropolitan)	Year 10	7144
Bassendean (East Metropolitan)	Year 11	3253
Bassendean (East Metropolitan)	Year 12	19213
Bateman (South Metropolitan)	Did not go to school	149
Bateman (South Metropolitan)	Year 8	655
Bateman (South Metropolitan)	Year 9	1048
Bateman (South Metropolitan)	Year 10	4639
Bateman (South Metropolitan)	Year 11	2308
Bateman (South Metropolitan)	Year 12	26467
Belmont (East Metropolitan)	Did not go to school	397
Belmont (East Metropolitan)	Year 8	1218
Belmont (East Metropolitan)	Year 9	1450
Belmont (East Metropolitan)	Year 10	6696
Belmont (East Metropolitan)	Year 11	3439
Belmont (East Metropolitan)	Year 12	24277
Bicton (South Metropolitan)	Did not go to school	91
Bicton (South Metropolitan)	Year 8	633
Bicton (South Metropolitan)	Year 9	1052
Bicton (South Metropolitan)	Year 10	4794
Bicton (South Metropolitan)	Year 11	2445
Bicton (South Metropolitan)	Year 12	21525
Bunbury (South West)	Did not go to school	154
Bunbury (South West)	Year 8	1138
Bunbury (South West)	Year 9	2050
Bunbury (South West)	Year 10	10202
Bunbury (South West)	Year 11	4243
Bunbury (South West)	Year 12	15792
Burns Beach (North Metropolitan)	Did not go to school	122
Burns Beach (North Metropolitan)	Year 8	556
Burns Beach (North Metropolitan)	Year 9	1312
Burns Beach (North Metropolitan)	Year 10	6842
Burns Beach (North Metropolitan)	Year 11	3844
Burns Beach (North Metropolitan)	Year 12	22182
Butler (North Metropolitan)	Did not go to school	178
Butler (North Metropolitan)	Year 8	738
Butler (North Metropolitan)	Year 9	1918
Butler (North Metropolitan)	Year 10	9365
Butler (North Metropolitan)	Year 11	5095
Butler (North Metropolitan)	Year 12	22992
Cannington (South Metropolitan)	Did not go to school	631
Cannington (South Metropolitan)	Year 8	1468
Cannington (South Metropolitan)	Year 9	1517
Cannington (South Metropolitan)	Year 10	6312
Cannington (South Metropolitan)	Year 11	3189
Cannington (South Metropolitan)	Year 12	27313
Carine (North Metropolitan)	Did not go to school	64
Carine (North Metropolitan)	Year 8	495
Carine (North Metropolitan)	Year 9	1171
Carine (North Metropolitan)	Year 10	5554
Carine (North Metropolitan)	Year 11	2665
Carine (North Metropolitan)	Year 12	22738
Central Wheatbelt (Agricultural)	Did not go to school	84
Central Wheatbelt (Agricultural)	Year 8	1270
Central Wheatbelt (Agricultural)	Year 9	1963
Central Wheatbelt (Agricultural)	Year 10	8455
Central Wheatbelt (Agricultural)	Year 11	3308
Central Wheatbelt (Agricultural)	Year 12	11721
Churchlands (North Metropolitan)	Did not go to school	120
Churchlands (North Metropolitan)	Year 8	502
Churchlands (North Metropolitan)	Year 9	1090
Churchlands (North Metropolitan)	Year 10	3706
Churchlands (North Metropolitan)	Year 11	2073
Churchlands (North Metropolitan)	Year 12	26840
Cockburn (South Metropolitan)	Did not go to school	224
Cockburn (South Metropolitan)	Year 8	964
Cockburn (South Metropolitan)	Year 9	1490
Cockburn (South Metropolitan)	Year 10	7119
Cockburn (South Metropolitan)	Year 11	3918
Cockburn (South Metropolitan)	Year 12	22598
Collie-Preston (South West)	Did not go to school	106
Collie-Preston (South West)	Year 8	1139
Collie-Preston (South West)	Year 9	2148
Collie-Preston (South West)	Year 10	10781
Collie-Preston (South West)	Year 11	4674
Collie-Preston (South West)	Year 12	14267
Cottesloe (North Metropolitan)	Did not go to school	50
Cottesloe (North Metropolitan)	Year 8	369
Cottesloe (North Metropolitan)	Year 9	990
Cottesloe (North Metropolitan)	Year 10	3331
Cottesloe (North Metropolitan)	Year 11	2061
Cottesloe (North Metropolitan)	Year 12	27949
Darling Range (East Metropolitan)	Did not go to school	105
Darling Range (East Metropolitan)	Year 8	690
Darling Range (East Metropolitan)	Year 9	1841
Darling Range (East Metropolitan)	Year 10	9565
Darling Range (East Metropolitan)	Year 11	4482
Darling Range (East Metropolitan)	Year 12	18321
Dawesville (South West)	Did not go to school	90
Dawesville (South West)	Year 8	1074
Dawesville (South West)	Year 9	2214
Dawesville (South West)	Year 10	10379
Dawesville (South West)	Year 11	4235
Dawesville (South West)	Year 12	15582
Forrestfield (East Metropolitan)	Did not go to school	329
Forrestfield (East Metropolitan)	Year 8	971
Forrestfield (East Metropolitan)	Year 9	1777
Forrestfield (East Metropolitan)	Year 10	8097
Forrestfield (East Metropolitan)	Year 11	3788
Forrestfield (East Metropolitan)	Year 12	16822
Fremantle (South Metropolitan)	Did not go to school	316
Fremantle (South Metropolitan)	Year 8	1435
Fremantle (South Metropolitan)	Year 9	1282
Fremantle (South Metropolitan)	Year 10	5649
Fremantle (South Metropolitan)	Year 11	2701
Fremantle (South Metropolitan)	Year 12	23258
Geraldton (Agricultural)	Did not go to school	189
Geraldton (Agricultural)	Year 8	1177
Geraldton (Agricultural)	Year 9	1860
Geraldton (Agricultural)	Year 10	8372
Geraldton (Agricultural)	Year 11	4110
Geraldton (Agricultural)	Year 12	12352
Hillarys (North Metropolitan)	Did not go to school	82
Hillarys (North Metropolitan)	Year 8	523
Hillarys (North Metropolitan)	Year 9	1272
Hillarys (North Metropolitan)	Year 10	6411
Hillarys (North Metropolitan)	Year 11	3329
Hillarys (North Metropolitan)	Year 12	20962
Jandakot (South Metropolitan)	Did not go to school	262
Jandakot (South Metropolitan)	Year 8	662
Jandakot (South Metropolitan)	Year 9	1279
Jandakot (South Metropolitan)	Year 10	7022
Jandakot (South Metropolitan)	Year 11	3367
Jandakot (South Metropolitan)	Year 12	29789
Joondalup (North Metropolitan)	Did not go to school	85
Joondalup (North Metropolitan)	Year 8	478
Joondalup (North Metropolitan)	Year 9	1158
Joondalup (North Metropolitan)	Year 10	6251
Joondalup (North Metropolitan)	Year 11	3432
Joondalup (North Metropolitan)	Year 12	21058
Kalamunda (East Metropolitan)	Did not go to school	80
Kalamunda (East Metropolitan)	Year 8	637
Kalamunda (East Metropolitan)	Year 9	1368
Kalamunda (East Metropolitan)	Year 10	6800
Kalamunda (East Metropolitan)	Year 11	3149
Kalamunda (East Metropolitan)	Year 12	18940
Kalgoorlie (Mining and Pastoral)	Did not go to school	146
Kalgoorlie (Mining and Pastoral)	Year 8	773
Kalgoorlie (Mining and Pastoral)	Year 9	1427
Kalgoorlie (Mining and Pastoral)	Year 10	7204
Kalgoorlie (Mining and Pastoral)	Year 11	3405
Kalgoorlie (Mining and Pastoral)	Year 12	11729
Kimberley (Mining and Pastoral)	Did not go to school	318
Kimberley (Mining and Pastoral)	Year 8	1165
Kimberley (Mining and Pastoral)	Year 9	1398
Kimberley (Mining and Pastoral)	Year 10	5716
Kimberley (Mining and Pastoral)	Year 11	3140
Kimberley (Mining and Pastoral)	Year 12	10799
Kingsley (North Metropolitan)	Did not go to school	143
Kingsley (North Metropolitan)	Year 8	673
Kingsley (North Metropolitan)	Year 9	1296
Kingsley (North Metropolitan)	Year 10	6934
Kingsley (North Metropolitan)	Year 11	3358
Kingsley (North Metropolitan)	Year 12	20342
Kwinana (South Metropolitan)	Did not go to school	232
Kwinana (South Metropolitan)	Year 8	981
Kwinana (South Metropolitan)	Year 9	1754
Kwinana (South Metropolitan)	Year 10	8971
Kwinana (South Metropolitan)	Year 11	3950
Kwinana (South Metropolitan)	Year 12	20043
Landsdale (North Metropolitan)	Did not go to school	569
Landsdale (North Metropolitan)	Year 8	1012
Landsdale (North Metropolitan)	Year 9	1480
Landsdale (North Metropolitan)	Year 10	6590
Landsdale (North Metropolitan)	Year 11	3564
Landsdale (North Metropolitan)	Year 12	23062
Mandurah (South West)	Did not go to school	132
Mandurah (South West)	Year 8	1439
Mandurah (South West)	Year 9	2388
Mandurah (South West)	Year 10	10251
Mandurah (South West)	Year 11	4475
Mandurah (South West)	Year 12	15737
Maylands (East Metropolitan)	Did not go to school	239
Maylands (East Metropolitan)	Year 8	971
Maylands (East Metropolitan)	Year 9	1057
Maylands (East Metropolitan)	Year 10	4783
Maylands (East Metropolitan)	Year 11	2565
Maylands (East Metropolitan)	Year 12	24848
Midland (East Metropolitan)	Did not go to school	242
Midland (East Metropolitan)	Year 8	1292
Midland (East Metropolitan)	Year 9	1848
Midland (East Metropolitan)	Year 10	8901
Midland (East Metropolitan)	Year 11	4078
Midland (East Metropolitan)	Year 12	19226
Mirrabooka (East Metropolitan)	Did not go to school	1431
Mirrabooka (East Metropolitan)	Year 8	2403
Mirrabooka (East Metropolitan)	Year 9	1835
Mirrabooka (East Metropolitan)	Year 10	7046
Mirrabooka (East Metropolitan)	Year 11	3384
Mirrabooka (East Metropolitan)	Year 12	19733
Moore (Agricultural)	Did not go to school	97
Moore (Agricultural)	Year 8	1122
Moore (Agricultural)	Year 9	1861
Moore (Agricultural)	Year 10	8955
Moore (Agricultural)	Year 11	3529
Moore (Agricultural)	Year 12	12357
Morley (East Metropolitan)	Did not go to school	528
Morley (East Metropolitan)	Year 8	1751
Morley (East Metropolitan)	Year 9	1512
Morley (East Metropolitan)	Year 10	6267
Morley (East Metropolitan)	Year 11	3047
Morley (East Metropolitan)	Year 12	22721
Mount Lawley (East Metropolitan)	Did not go to school	281
Mount Lawley (East Metropolitan)	Year 8	1109
Mount Lawley (East Metropolitan)	Year 9	1134
Mount Lawley (East Metropolitan)	Year 10	4736
Mount Lawley (East Metropolitan)	Year 11	2494
Mount Lawley (East Metropolitan)	Year 12	24517
Murray-Wellington (South West)	Did not go to school	91
Murray-Wellington (South West)	Year 8	1279
Murray-Wellington (South West)	Year 9	2300
Murray-Wellington (South West)	Year 10	10821
Murray-Wellington (South West)	Year 11	4564
Murray-Wellington (South West)	Year 12	13381
Nedlands (North Metropolitan)	Did not go to school	80
Nedlands (North Metropolitan)	Year 8	341
Nedlands (North Metropolitan)	Year 9	791
Nedlands (North Metropolitan)	Year 10	2840
Nedlands (North Metropolitan)	Year 11	1657
Nedlands (North Metropolitan)	Year 12	31716
North West Central (Mining and Pastoral)	Did not go to school	139
North West Central (Mining and Pastoral)	Year 8	654
North West Central (Mining and Pastoral)	Year 9	873
North West Central (Mining and Pastoral)	Year 10	4131
North West Central (Mining and Pastoral)	Year 11	2026
North West Central (Mining and Pastoral)	Year 12	6956
Perth (North Metropolitan)	Did not go to school	296
Perth (North Metropolitan)	Year 8	809
Perth (North Metropolitan)	Year 9	805
Perth (North Metropolitan)	Year 10	4007
Perth (North Metropolitan)	Year 11	2612
Perth (North Metropolitan)	Year 12	34898
Pilbara (Mining and Pastoral)	Did not go to school	182
Pilbara (Mining and Pastoral)	Year 8	593
Pilbara (Mining and Pastoral)	Year 9	1325
Pilbara (Mining and Pastoral)	Year 10	6910
Pilbara (Mining and Pastoral)	Year 11	4162
Pilbara (Mining and Pastoral)	Year 12	16075
Riverton (South Metropolitan)	Did not go to school	221
Riverton (South Metropolitan)	Year 8	744
Riverton (South Metropolitan)	Year 9	1294
Riverton (South Metropolitan)	Year 10	5055
Riverton (South Metropolitan)	Year 11	2565
Riverton (South Metropolitan)	Year 12	25569
Rockingham (South Metropolitan)	Did not go to school	140
Rockingham (South Metropolitan)	Year 8	1089
Rockingham (South Metropolitan)	Year 9	1983
Rockingham (South Metropolitan)	Year 10	9463
Rockingham (South Metropolitan)	Year 11	4098
Rockingham (South Metropolitan)	Year 12	14695
Roe (Agricultural)	Did not go to school	199
Roe (Agricultural)	Year 8	1141
Roe (Agricultural)	Year 9	1732
Roe (Agricultural)	Year 10	7503
Roe (Agricultural)	Year 11	3459
Roe (Agricultural)	Year 12	12755
Scarborough (North Metropolitan)	Did not go to school	124
Scarborough (North Metropolitan)	Year 8	707
Scarborough (North Metropolitan)	Year 9	1132
Scarborough (North Metropolitan)	Year 10	5035
Scarborough (North Metropolitan)	Year 11	2769
Scarborough (North Metropolitan)	Year 12	26054
South Perth (South Metropolitan)	Did not go to school	153
South Perth (South Metropolitan)	Year 8	545
South Perth (South Metropolitan)	Year 9	949
South Perth (South Metropolitan)	Year 10	4162
South Perth (South Metropolitan)	Year 11	2280
South Perth (South Metropolitan)	Year 12	26656
Southern River (South Metropolitan)	Did not go to school	518
Southern River (South Metropolitan)	Year 8	1099
Southern River (South Metropolitan)	Year 9	1718
Southern River (South Metropolitan)	Year 10	7423
Southern River (South Metropolitan)	Year 11	3631
Southern River (South Metropolitan)	Year 12	23325
Swan Hills (East Metropolitan)	Did not go to school	302
Swan Hills (East Metropolitan)	Year 8	758
Swan Hills (East Metropolitan)	Year 9	1710
Swan Hills (East Metropolitan)	Year 10	9701
Swan Hills (East Metropolitan)	Year 11	4428
Swan Hills (East Metropolitan)	Year 12	19246
Thornlie (East Metropolitan)	Did not go to school	776
Thornlie (East Metropolitan)	Year 8	1600
Thornlie (East Metropolitan)	Year 9	1900
Thornlie (East Metropolitan)	Year 10	8552
Thornlie (East Metropolitan)	Year 11	3843
Thornlie (East Metropolitan)	Year 12	19544
Vasse (South West)	Did not go to school	118
Vasse (South West)	Year 8	937
Vasse (South West)	Year 9	1675
Vasse (South West)	Year 10	8841
Vasse (South West)	Year 11	4000
Vasse (South West)	Year 12	17630
Victoria Park (South Metropolitan)	Did not go to school	310
Victoria Park (South Metropolitan)	Year 8	948
Victoria Park (South Metropolitan)	Year 9	1048
Victoria Park (South Metropolitan)	Year 10	4777
Victoria Park (South Metropolitan)	Year 11	2558
Victoria Park (South Metropolitan)	Year 12	28725
Wanneroo (North Metropolitan)	Did not go to school	210
Wanneroo (North Metropolitan)	Year 8	759
Wanneroo (North Metropolitan)	Year 9	1649
Wanneroo (North Metropolitan)	Year 10	8069
Wanneroo (North Metropolitan)	Year 11	4241
Wanneroo (North Metropolitan)	Year 12	21580
Warnbro (South Metropolitan)	Did not go to school	101
Warnbro (South Metropolitan)	Year 8	704
Warnbro (South Metropolitan)	Year 9	1913
Warnbro (South Metropolitan)	Year 10	9634
Warnbro (South Metropolitan)	Year 11	4944
Warnbro (South Metropolitan)	Year 12	18364
Warren-Blackwood (South West)	Did not go to school	152
Warren-Blackwood (South West)	Year 8	971
Warren-Blackwood (South West)	Year 9	1768
Warren-Blackwood (South West)	Year 10	8733
Warren-Blackwood (South West)	Year 11	3831
Warren-Blackwood (South West)	Year 12	16930
West Swan (East Metropolitan)	Did not go to school	522
West Swan (East Metropolitan)	Year 8	1078
West Swan (East Metropolitan)	Year 9	1709
West Swan (East Metropolitan)	Year 10	8218
West Swan (East Metropolitan)	Year 11	4170
West Swan (East Metropolitan)	Year 12	23532
Willagee (South Metropolitan)	Did not go to school	217
Willagee (South Metropolitan)	Year 8	1248
Willagee (South Metropolitan)	Year 9	1548
Willagee (South Metropolitan)	Year 10	6641
Willagee (South Metropolitan)	Year 11	3073
Willagee (South Metropolitan)	Year 12	19209
No usual address (WA)	Did not go to school	30
No usual address (WA)	Year 8	118
No usual address (WA)	Year 9	241
No usual address (WA)	Year 10	1036
No usual address (WA)	Year 11	457
No usual address (WA)	Year 12	2024
Migratory - Offshore - Shipping (WA)	Did not go to school	3
Migratory - Offshore - Shipping (WA)	Year 9	16
Migratory - Offshore - Shipping (WA)	Year 10	61
Migratory - Offshore - Shipping (WA)	Year 11	38
Migratory - Offshore - Shipping (WA)	Year 12	174
Bass (Launceston)	Did not go to school	128
Bass (Launceston)	Year 8	726
Bass (Launceston)	Year 9	1225
Bass (Launceston)	Year 10	5244
Bass (Launceston)	Year 11	1691
Bass (Launceston)	Year 12	10329
Bass (McIntyre)	Did not go to school	8
Bass (McIntyre)	Year 8	263
Bass (McIntyre)	Year 9	663
Bass (McIntyre)	Year 10	2455
Bass (McIntyre)	Year 11	544
Bass (McIntyre)	Year 12	1973
Bass (Rosevears)	Did not go to school	115
Bass (Rosevears)	Year 8	1005
Bass (Rosevears)	Year 9	2019
Bass (Rosevears)	Year 10	9252
Bass (Rosevears)	Year 11	2828
Bass (Rosevears)	Year 12	14443
Bass (Windermere)	Did not go to school	465
Bass (Windermere)	Year 8	1643
Bass (Windermere)	Year 9	2605
Bass (Windermere)	Year 10	10277
Bass (Windermere)	Year 11	2768
Bass (Windermere)	Year 12	12856
Braddon (Mersey)	Did not go to school	111
Braddon (Mersey)	Year 8	1386
Braddon (Mersey)	Year 9	3035
Braddon (Mersey)	Year 10	11679
Braddon (Mersey)	Year 11	3051
Braddon (Mersey)	Year 12	10836
Braddon (Montgomery)	Did not go to school	75
Braddon (Montgomery)	Year 8	1359
