SED_NAME16	PrivateDwelling	Sex	persons
Hornsby	0	M	1085
Hornsby	1	F	41023
Hornsby	1	M	40064
Keira	0	F	2239
Keira	0	M	1892
Keira	1	F	39641
Keira	1	M	37868
Kiama	0	F	2372
Kiama	0	M	3143
Kiama	1	F	37563
Kiama	1	M	35900
Kogarah	0	F	2632
Kogarah	0	M	2371
Kogarah	1	F	44619
Kogarah	1	M	44325
Ku-ring-gai	0	F	2213
Ku-ring-gai	0	M	1514
Ku-ring-gai	1	F	42591
Ku-ring-gai	1	M	39965
Lake Macquarie	0	F	2134
Lake Macquarie	0	M	1858
Lake Macquarie	1	F	38144
Lake Macquarie	1	M	36508
Lakemba	0	F	3082
Lakemba	0	M	3329
Lakemba	1	F	43437
Lakemba	1	M	45632
Lane Cove	0	F	2793
Lane Cove	0	M	2305
Lane Cove	1	F	43118
Lane Cove	1	M	40998
Lismore	0	F	3970
Lismore	0	M	3830
Lismore	1	F	35425
Lismore	1	M	34093
Liverpool	0	F	3220
Liverpool	0	M	3300
Liverpool	1	F	45974
Liverpool	1	M	44988
Londonderry	0	F	3965
Londonderry	0	M	4244
Londonderry	1	F	56685
Londonderry	1	M	55380
Macquarie Fields	0	F	2772
Macquarie Fields	0	M	2601
Macquarie Fields	1	F	54030
Macquarie Fields	1	M	52624
Maitland	0	F	1845
Maitland	0	M	1699
Maitland	1	F	44361
Maitland	1	M	41794
Manly	0	F	1531
Manly	0	M	1462
Manly	1	F	40246
Manly	1	M	38514
Maroubra	0	F	2154
Maroubra	0	M	3139
Maroubra	1	F	41804
Maroubra	1	M	39589
Miranda	0	F	1922
Miranda	0	M	1622
Miranda	1	F	39066
Miranda	1	M	37096
Monaro	0	F	5071
Monaro	0	M	6253
Monaro	1	F	39238
Monaro	1	M	39767
Mount Druitt	0	F	3493
Mount Druitt	0	M	3031
Mount Druitt	1	F	44447
Mount Druitt	1	M	43480
Mulgoa	0	F	1305
Mulgoa	0	M	1351
Mulgoa	1	F	42592
Mulgoa	1	M	42015
Murray	0	F	4724
Murray	0	M	5415
Murray	1	F	38008
Murray	1	M	37888
Myall Lakes	0	F	3516
Myall Lakes	0	M	3319
Myall Lakes	1	F	35878
Myall Lakes	1	M	33528
Newcastle	0	F	2454
Newcastle	0	M	2715
Newcastle	1	F	37583
Newcastle	1	M	35829
Newtown	0	F	4056
Newtown	0	M	5003
Newtown	1	F	33922
Newtown	1	M	36231
North Shore	0	F	2092
North Shore	0	M	1888
North Shore	1	F	38942
North Shore	1	M	34256
Northern Tablelands	0	F	5780
Northern Tablelands	0	M	5743
Northern Tablelands	1	F	34902
Northern Tablelands	1	M	33487
Oatley	0	F	1700
Oatley	0	M	1375
Oatley	1	F	38398
Oatley	1	M	36898
Orange	0	F	3663
Orange	0	M	3842
Orange	1	F	37790
Orange	1	M	36238
Oxley	0	F	3933
Oxley	0	M	4461
Oxley	1	F	36022
Oxley	1	M	34264
Parramatta	0	F	3136
Parramatta	0	M	3391
Parramatta	1	F	51870
Parramatta	1	M	53117
Penrith	0	F	2998
Penrith	0	M	2701
Penrith	1	F	40387
Penrith	1	M	38723
Pittwater	0	F	2098
Pittwater	0	M	1716
Pittwater	1	F	36188
Pittwater	1	M	34601
Port Macquarie	0	F	3062
Port Macquarie	0	M	2814
Port Macquarie	1	F	39259
Port Macquarie	1	M	36284
Port Stephens	0	F	2279
Port Stephens	0	M	2270
Port Stephens	1	F	36205
Port Stephens	1	M	34977
Prospect	0	F	2332
Prospect	0	M	2140
Prospect	1	F	42053
Prospect	1	M	41930
Riverstone	0	F	1755
Riverstone	0	M	3126
Riverstone	1	F	59113
Riverstone	1	M	58174
Rockdale	0	F	2652
Rockdale	0	M	2726
Rockdale	1	F	44443
Rockdale	1	M	43734
Ryde	0	F	2723
Ryde	0	M	2677
Ryde	1	F	48099
Ryde	1	M	46269
Seven Hills	0	F	2501
Seven Hills	0	M	2570
Seven Hills	1	F	41399
Seven Hills	1	M	40960
Shellharbour	0	F	1889
Shellharbour	0	M	1906
Shellharbour	1	F	43203
Shellharbour	1	M	41130
South Coast	0	F	3335
South Coast	0	M	3280
South Coast	1	F	35908
South Coast	1	M	34408
Strathfield	0	F	2584
Strathfield	0	M	2691
Strathfield	1	F	48223
Strathfield	1	M	48181
Summer Hill	0	F	2332
Summer Hill	0	M	2480
Summer Hill	1	F	38783
Summer Hill	1	M	36407
Swansea	0	F	1570
Swansea	0	M	1385
Swansea	1	F	35933
Swansea	1	M	34442
Sydney	0	F	6190
Sydney	0	M	10443
Sydney	1	F	39130
Sydney	1	M	42193
Tamworth	0	F	3501
Tamworth	0	M	3846
Tamworth	1	F	37708
Tamworth	1	M	36225
Terrigal	0	F	2089
Terrigal	0	M	1796
Terrigal	1	F	38025
Terrigal	1	M	35429
The Entrance	0	F	2278
The Entrance	0	M	1917
The Entrance	1	F	36935
The Entrance	1	M	34561
Tweed	0	F	3617
Tweed	0	M	3454
Tweed	1	F	39005
Tweed	1	M	35792
Upper Hunter	0	F	2946
Upper Hunter	0	M	4430
Upper Hunter	1	F	36193
Upper Hunter	1	M	36062
Vaucluse	0	F	2400
Vaucluse	0	M	2256
Vaucluse	1	F	38628
Vaucluse	1	M	34746
Wagga Wagga	0	F	3847
Wagga Wagga	0	M	4385
Wagga Wagga	1	F	38671
Wagga Wagga	1	M	36402
Wakehurst	0	F	1493
Wakehurst	0	M	1259
Wakehurst	1	F	40741
Wakehurst	1	M	39245
Wallsend	0	F	3496
Wallsend	0	M	3114
Wallsend	1	F	40855
Wallsend	1	M	39577
Willoughby	0	F	1888
Willoughby	0	M	1670
Willoughby	1	F	42904
Willoughby	1	M	39281
Wollondilly	0	F	2168
Wollondilly	0	M	1993
Wollondilly	1	F	39956
Wollondilly	1	M	38724
Wollongong	0	F	2846
Wollongong	0	M	2749
Wollongong	1	F	40054
Wollongong	1	M	39492
Wyong	0	F	2764
Wyong	0	M	2420
Wyong	1	F	39688
Wyong	1	M	37533
Migratory - Offshore - Shipping (NSW)	0	F	4
Migratory - Offshore - Shipping (NSW)	0	M	31
Albert Park (Southern Metropolitan)	0	F	2832
Albert Park (Southern Metropolitan)	0	M	3283
Albert Park (Southern Metropolitan)	1	F	37440
Albert Park (Southern Metropolitan)	1	M	36442
Altona (Western Metropolitan)	0	F	2188
Altona (Western Metropolitan)	0	M	2229
Altona (Western Metropolitan)	1	F	52279
Altona (Western Metropolitan)	1	M	51343
Bass (Eastern Victoria)	0	F	3359
Bass (Eastern Victoria)	0	M	3139
Bass (Eastern Victoria)	1	F	55441
Bass (Eastern Victoria)	1	M	53140
Bayswater (Eastern Metropolitan)	0	F	1653
Bayswater (Eastern Metropolitan)	0	M	1362
Bayswater (Eastern Metropolitan)	1	F	31161
Bayswater (Eastern Metropolitan)	1	M	29962
Bellarine (Western Victoria)	0	F	2245
Bellarine (Western Victoria)	0	M	1884
Bellarine (Western Victoria)	1	F	34291
Bellarine (Western Victoria)	1	M	31721
Benambra (Northern Victoria)	0	F	3049
Benambra (Northern Victoria)	0	M	3485
Benambra (Northern Victoria)	1	F	32807
Benambra (Northern Victoria)	1	M	31172
Bendigo East (Northern Victoria)	0	F	2214
Bendigo East (Northern Victoria)	0	M	1998
Bendigo East (Northern Victoria)	1	F	34596
Bendigo East (Northern Victoria)	1	M	32499
Bendigo West (Northern Victoria)	0	F	2626
Bendigo West (Northern Victoria)	0	M	2924
Bendigo West (Northern Victoria)	1	F	30117
Bendigo West (Northern Victoria)	1	M	28144
Bentleigh (Southern Metropolitan)	0	F	1203
Bentleigh (Southern Metropolitan)	0	M	1002
Bentleigh (Southern Metropolitan)	1	F	32893
Bentleigh (Southern Metropolitan)	1	M	31249
Box Hill (Eastern Metropolitan)	0	F	2175
Box Hill (Eastern Metropolitan)	0	M	1892
Box Hill (Eastern Metropolitan)	1	F	35833
Box Hill (Eastern Metropolitan)	1	M	33404
Brighton (Southern Metropolitan)	0	F	1778
Brighton (Southern Metropolitan)	0	M	1346
Brighton (Southern Metropolitan)	1	F	30143
Brighton (Southern Metropolitan)	1	M	27630
Broadmeadows (Northern Metropolitan)	0	F	2501
Broadmeadows (Northern Metropolitan)	0	M	2878
Broadmeadows (Northern Metropolitan)	1	F	34002
Broadmeadows (Northern Metropolitan)	1	M	34863
Brunswick (Northern Metropolitan)	0	F	1593
Brunswick (Northern Metropolitan)	0	M	1642
Brunswick (Northern Metropolitan)	1	F	36492
Brunswick (Northern Metropolitan)	1	M	33626
Bulleen (Eastern Metropolitan)	0	F	1360
Bulleen (Eastern Metropolitan)	0	M	1060
Bulleen (Eastern Metropolitan)	1	F	33131
Bulleen (Eastern Metropolitan)	1	M	31084
Bundoora (Northern Metropolitan)	0	F	1645
Bundoora (Northern Metropolitan)	0	M	1531
Bundoora (Northern Metropolitan)	1	F	28915
Bundoora (Northern Metropolitan)	1	M	28818
Buninyong (Western Victoria)	0	F	2054
Buninyong (Western Victoria)	0	M	2124
Buninyong (Western Victoria)	1	F	31878
Buninyong (Western Victoria)	1	M	30720
Burwood (Southern Metropolitan)	0	F	2073
Burwood (Southern Metropolitan)	0	M	1773
Burwood (Southern Metropolitan)	1	F	33106
Burwood (Southern Metropolitan)	1	M	31183
Carrum (South-Eastern Metropolitan)	0	F	1449
Carrum (South-Eastern Metropolitan)	0	M	1341
Carrum (South-Eastern Metropolitan)	1	F	34489
Carrum (South-Eastern Metropolitan)	1	M	32816
Caulfield (Southern Metropolitan)	0	F	1895
Caulfield (Southern Metropolitan)	0	M	1653
Caulfield (Southern Metropolitan)	1	F	32628
Caulfield (Southern Metropolitan)	1	M	30777
Clarinda (South-Eastern Metropolitan)	0	F	2241
Clarinda (South-Eastern Metropolitan)	0	M	2078
Clarinda (South-Eastern Metropolitan)	1	F	35558
Clarinda (South-Eastern Metropolitan)	1	M	36360
Cranbourne (South-Eastern Metropolitan)	0	F	2686
Cranbourne (South-Eastern Metropolitan)	0	M	2569
Cranbourne (South-Eastern Metropolitan)	1	F	61445
Cranbourne (South-Eastern Metropolitan)	1	M	60627
Croydon (Eastern Metropolitan)	0	F	1162
Croydon (Eastern Metropolitan)	0	M	1000
Croydon (Eastern Metropolitan)	1	F	30622
Croydon (Eastern Metropolitan)	1	M	28269
Dandenong (South-Eastern Metropolitan)	0	F	2821
Dandenong (South-Eastern Metropolitan)	0	M	3624
Dandenong (South-Eastern Metropolitan)	1	F	34194
Dandenong (South-Eastern Metropolitan)	1	M	36127
Eildon (Northern Victoria)	0	F	3669
Eildon (Northern Victoria)	0	M	3553
Eildon (Northern Victoria)	1	F	28100
Eildon (Northern Victoria)	1	M	27939
Eltham (Eastern Metropolitan)	0	F	872
Eltham (Eastern Metropolitan)	0	M	741
Eltham (Eastern Metropolitan)	1	F	29499
Eltham (Eastern Metropolitan)	1	M	27970
Essendon (Western Metropolitan)	0	F	1664
Essendon (Western Metropolitan)	0	M	1725
Essendon (Western Metropolitan)	1	F	33822
Essendon (Western Metropolitan)	1	M	31919
Euroa (Northern Victoria)	0	F	2989
Euroa (Northern Victoria)	0	M	3710
Euroa (Northern Victoria)	1	F	30863
Euroa (Northern Victoria)	1	M	30632
Evelyn (Eastern Victoria)	0	F	864
Evelyn (Eastern Victoria)	0	M	859
Evelyn (Eastern Victoria)	1	F	29674
Evelyn (Eastern Victoria)	1	M	28708
Ferntree Gully (Eastern Metropolitan)	0	F	1340
Ferntree Gully (Eastern Metropolitan)	0	M	1139
Ferntree Gully (Eastern Metropolitan)	1	F	29488
Ferntree Gully (Eastern Metropolitan)	1	M	28089
Footscray (Western Metropolitan)	0	F	2543
Footscray (Western Metropolitan)	0	M	2901
Footscray (Western Metropolitan)	1	F	38582
Footscray (Western Metropolitan)	1	M	39390
Forest Hill (Eastern Metropolitan)	0	F	1265
Forest Hill (Eastern Metropolitan)	0	M	1042
Forest Hill (Eastern Metropolitan)	1	F	30162
Forest Hill (Eastern Metropolitan)	1	M	28671
Frankston (South-Eastern Metropolitan)	0	F	2591
Frankston (South-Eastern Metropolitan)	0	M	2492
Frankston (South-Eastern Metropolitan)	1	F	29644
Frankston (South-Eastern Metropolitan)	1	M	28074
Geelong (Western Victoria)	0	F	2291
Geelong (Western Victoria)	0	M	2267
Geelong (Western Victoria)	1	F	32432
Geelong (Western Victoria)	1	M	30057
Gembrook (Eastern Victoria)	0	F	2144
Gembrook (Eastern Victoria)	0	M	1831
Gembrook (Eastern Victoria)	1	F	40643
Gembrook (Eastern Victoria)	1	M	39179
Gippsland East (Eastern Victoria)	0	F	2842
Gippsland East (Eastern Victoria)	0	M	2953
Gippsland East (Eastern Victoria)	1	F	29291
Gippsland East (Eastern Victoria)	1	M	28194
Gippsland South (Eastern Victoria)	0	F	2491
Gippsland South (Eastern Victoria)	0	M	3457
Gippsland South (Eastern Victoria)	1	F	27408
Gippsland South (Eastern Victoria)	1	M	26451
Hastings (Eastern Victoria)	0	F	1786
Hastings (Eastern Victoria)	0	M	2271
Hastings (Eastern Victoria)	1	F	34433
Hastings (Eastern Victoria)	1	M	33045
Hawthorn (Southern Metropolitan)	0	F	1741
Hawthorn (Southern Metropolitan)	0	M	1542
Hawthorn (Southern Metropolitan)	1	F	31244
Hawthorn (Southern Metropolitan)	1	M	28726
Ivanhoe (Eastern Metropolitan)	0	F	2051
Ivanhoe (Eastern Metropolitan)	0	M	2111
Ivanhoe (Eastern Metropolitan)	1	F	32958
Ivanhoe (Eastern Metropolitan)	1	M	30775
Kew (Southern Metropolitan)	0	F	1386
Kew (Southern Metropolitan)	0	M	1298
Kew (Southern Metropolitan)	1	F	31385
Kew (Southern Metropolitan)	1	M	29227
Keysborough (South-Eastern Metropolitan)	0	F	1398
Keysborough (South-Eastern Metropolitan)	0	M	1369
Keysborough (South-Eastern Metropolitan)	1	F	36559
Keysborough (South-Eastern Metropolitan)	1	M	36171
Kororoit (Western Metropolitan)	0	F	2458
Kororoit (Western Metropolitan)	0	M	4100
Kororoit (Western Metropolitan)	1	F	47744
Kororoit (Western Metropolitan)	1	M	47300
Lara (Western Victoria)	0	F	2366
Lara (Western Victoria)	0	M	3334
Lara (Western Victoria)	1	F	32772
Lara (Western Victoria)	1	M	31519
Lowan (Western Victoria)	0	F	2389
Lowan (Western Victoria)	0	M	2415
Lowan (Western Victoria)	1	F	27004
Lowan (Western Victoria)	1	M	26442
Macedon (Northern Victoria)	0	F	2054
Macedon (Northern Victoria)	0	M	2014
Macedon (Northern Victoria)	1	F	30598
Macedon (Northern Victoria)	1	M	29652
Malvern (Southern Metropolitan)	0	F	1744
Malvern (Southern Metropolitan)	0	M	1469
Malvern (Southern Metropolitan)	1	F	29467
Malvern (Southern Metropolitan)	1	M	26508
Melbourne (Northern Metropolitan)	0	F	10062
Melbourne (Northern Metropolitan)	0	M	10890
Melbourne (Northern Metropolitan)	1	F	53888
Melbourne (Northern Metropolitan)	1	M	52498
Melton (Western Victoria)	0	F	2968
Melton (Western Victoria)	0	M	2743
Melton (Western Victoria)	1	F	46497
Melton (Western Victoria)	1	M	45014
Mildura (Northern Victoria)	0	F	3198
Mildura (Northern Victoria)	0	M	3292
Mildura (Northern Victoria)	1	F	30416
Mildura (Northern Victoria)	1	M	29971
Mill Park (Northern Metropolitan)	0	F	1669
Mill Park (Northern Metropolitan)	0	M	1331
Mill Park (Northern Metropolitan)	1	F	34296
Mill Park (Northern Metropolitan)	1	M	33785
Monbulk (Eastern Victoria)	0	F	990
Monbulk (Eastern Victoria)	0	M	917
Monbulk (Eastern Victoria)	1	F	27890
Monbulk (Eastern Victoria)	1	M	27633
Mordialloc (South-Eastern Metropolitan)	0	F	1176
Mordialloc (South-Eastern Metropolitan)	0	M	990
Mordialloc (South-Eastern Metropolitan)	1	F	32661
Mordialloc (South-Eastern Metropolitan)	1	M	30201
Mornington (Eastern Victoria)	0	F	1933
Mornington (Eastern Victoria)	0	M	1494
Mornington (Eastern Victoria)	1	F	31802
Mornington (Eastern Victoria)	1	M	28915
Morwell (Eastern Victoria)	0	F	3184
Morwell (Eastern Victoria)	0	M	2963
Morwell (Eastern Victoria)	1	F	31729
Morwell (Eastern Victoria)	1	M	30404
Mount Waverley (Eastern Metropolitan)	0	F	1543
Mount Waverley (Eastern Metropolitan)	0	M	1417
Mount Waverley (Eastern Metropolitan)	1	F	31863
Mount Waverley (Eastern Metropolitan)	1	M	30943
Mulgrave (South-Eastern Metropolitan)	0	F	1640
Mulgrave (South-Eastern Metropolitan)	0	M	1560
Mulgrave (South-Eastern Metropolitan)	1	F	30072
Mulgrave (South-Eastern Metropolitan)	1	M	30080
Murray Plains (Northern Victoria)	0	F	2828
Murray Plains (Northern Victoria)	0	M	2843
Murray Plains (Northern Victoria)	1	F	29863
Murray Plains (Northern Victoria)	1	M	28923
Narracan (Eastern Victoria)	0	F	2527
Narracan (Eastern Victoria)	0	M	2378
Narracan (Eastern Victoria)	1	F	36369
Narracan (Eastern Victoria)	1	M	34764
Narre Warren North (South-Eastern Metropolitan)	0	F	1884
Narre Warren North (South-Eastern Metropolitan)	0	M	1710
Narre Warren North (South-Eastern Metropolitan)	1	F	32203
Narre Warren North (South-Eastern Metropolitan)	1	M	31862
Narre Warren South (South-Eastern Metropolitan)	0	F	1535
Narre Warren South (South-Eastern Metropolitan)	0	M	1517
Narre Warren South (South-Eastern Metropolitan)	1	F	41333
Narre Warren South (South-Eastern Metropolitan)	1	M	41694
Nepean (Eastern Victoria)	0	F	3792
Nepean (Eastern Victoria)	0	M	3541
Nepean (Eastern Victoria)	1	F	30780
Nepean (Eastern Victoria)	1	M	28967
Niddrie (Western Metropolitan)	0	F	1152
Niddrie (Western Metropolitan)	0	M	977
Niddrie (Western Metropolitan)	1	F	30345
Niddrie (Western Metropolitan)	1	M	28865
Northcote (Northern Metropolitan)	0	F	1384
Northcote (Northern Metropolitan)	0	M	1382
Northcote (Northern Metropolitan)	1	F	33106
Northcote (Northern Metropolitan)	1	M	30137
Oakleigh (Southern Metropolitan)	0	F	2841
Oakleigh (Southern Metropolitan)	0	M	2916
Oakleigh (Southern Metropolitan)	1	F	33652
Oakleigh (Southern Metropolitan)	1	M	33342
Ovens Valley (Northern Victoria)	0	F	3115
Ovens Valley (Northern Victoria)	0	M	3055
Ovens Valley (Northern Victoria)	1	F	27761
Ovens Valley (Northern Victoria)	1	M	26552
Pascoe Vale (Northern Metropolitan)	0	F	2096
Pascoe Vale (Northern Metropolitan)	0	M	1868
Pascoe Vale (Northern Metropolitan)	1	F	38167
Pascoe Vale (Northern Metropolitan)	1	M	36804
Polwarth (Western Victoria)	0	F	2908
Polwarth (Western Victoria)	0	M	2890
Polwarth (Western Victoria)	1	F	29694
Polwarth (Western Victoria)	1	M	29760
Prahran (Southern Metropolitan)	0	F	3489
Prahran (Southern Metropolitan)	0	M	3724
Prahran (Southern Metropolitan)	1	F	34093
Prahran (Southern Metropolitan)	1	M	31999
Preston (Northern Metropolitan)	0	F	1740
Preston (Northern Metropolitan)	0	M	1756
Preston (Northern Metropolitan)	1	F	33245
Preston (Northern Metropolitan)	1	M	32211
Richmond (Northern Metropolitan)	0	F	2828
Richmond (Northern Metropolitan)	0	M	2952
Richmond (Northern Metropolitan)	1	F	35388
Richmond (Northern Metropolitan)	1	M	33818
Ringwood (Eastern Metropolitan)	0	F	1302
Ringwood (Eastern Metropolitan)	0	M	1213
Ringwood (Eastern Metropolitan)	1	F	32136
Ringwood (Eastern Metropolitan)	1	M	30524
Ripon (Western Victoria)	0	F	2685
Ripon (Western Victoria)	0	M	3712
Ripon (Western Victoria)	1	F	30660
Ripon (Western Victoria)	1	M	30255
Rowville (South-Eastern Metropolitan)	0	F	585
Rowville (South-Eastern Metropolitan)	0	M	579
Rowville (South-Eastern Metropolitan)	1	F	27249
Rowville (South-Eastern Metropolitan)	1	M	26639
Sandringham (Southern Metropolitan)	0	F	1249
Sandringham (Southern Metropolitan)	0	M	1044
Sandringham (Southern Metropolitan)	1	F	31748
Sandringham (Southern Metropolitan)	1	M	28911
Shepparton (Northern Victoria)	0	F	3147
Shepparton (Northern Victoria)	0	M	3212
Shepparton (Northern Victoria)	1	F	34326
Shepparton (Northern Victoria)	1	M	33601
South Barwon (Western Victoria)	0	F	2842
South Barwon (Western Victoria)	0	M	2442
South Barwon (Western Victoria)	1	F	44014
South Barwon (Western Victoria)	1	M	41672
South-West Coast (Western Victoria)	0	F	2505
South-West Coast (Western Victoria)	0	M	2504
South-West Coast (Western Victoria)	1	F	30981
South-West Coast (Western Victoria)	1	M	29402
St Albans (Western Metropolitan)	0	F	2750
St Albans (Western Metropolitan)	0	M	2956
St Albans (Western Metropolitan)	1	F	34627
St Albans (Western Metropolitan)	1	M	35013
Sunbury (Western Metropolitan)	0	F	1441
Sunbury (Western Metropolitan)	0	M	1559
Sunbury (Western Metropolitan)	1	F	32178
Sunbury (Western Metropolitan)	1	M	31018
Sydenham (Western Metropolitan)	0	F	1379
Sydenham (Western Metropolitan)	0	M	1291
Sydenham (Western Metropolitan)	1	F	38942
Sydenham (Western Metropolitan)	1	M	38267
Tarneit (Western Metropolitan)	0	F	2956
Tarneit (Western Metropolitan)	0	M	4252
Tarneit (Western Metropolitan)	1	F	62265
Tarneit (Western Metropolitan)	1	M	64550
Thomastown (Northern Metropolitan)	0	F	1842
Thomastown (Northern Metropolitan)	0	M	1989
Thomastown (Northern Metropolitan)	1	F	39426
Thomastown (Northern Metropolitan)	1	M	39561
Warrandyte (Eastern Metropolitan)	0	F	1189
Warrandyte (Eastern Metropolitan)	0	M	918
Warrandyte (Eastern Metropolitan)	1	F	30960
Warrandyte (Eastern Metropolitan)	1	M	29593
Wendouree (Western Victoria)	0	F	2368
Wendouree (Western Victoria)	0	M	2186
Wendouree (Western Victoria)	1	F	30352
Wendouree (Western Victoria)	1	M	27824
Werribee (Western Metropolitan)	0	F	2731
Werribee (Western Metropolitan)	0	M	2723
Werribee (Western Metropolitan)	1	F	43138
Werribee (Western Metropolitan)	1	M	42202
Williamstown (Western Metropolitan)	0	F	1608
Williamstown (Western Metropolitan)	0	M	1591
Williamstown (Western Metropolitan)	1	F	35790
Williamstown (Western Metropolitan)	1	M	34417
Yan Yean (Northern Victoria)	0	F	1737
Yan Yean (Northern Victoria)	0	M	1598
Yan Yean (Northern Victoria)	1	F	49639
Yan Yean (Northern Victoria)	1	M	48441
Yuroke (Northern Metropolitan)	0	F	2489
Yuroke (Northern Metropolitan)	0	M	2584
Yuroke (Northern Metropolitan)	1	F	63032
Yuroke (Northern Metropolitan)	1	M	63117
Migratory - Offshore - Shipping (Vic.)	0	F	72
Migratory - Offshore - Shipping (Vic.)	0	M	493
Algester	0	F	1385
Algester	0	M	1363
Algester	1	F	30134
Algester	1	M	29407
Aspley	0	F	932
Aspley	0	M	747
Aspley	1	F	27019
Aspley	1	M	25340
Bancroft	0	F	1474
Bancroft	0	M	1194
Bancroft	1	F	28913
Bancroft	1	M	26994
Barron River	0	F	2797
Barron River	0	M	2807
Barron River	1	F	26646
Barron River	1	M	25043
Bonney	0	F	3036
Bonney	0	M	2685
Bonney	1	F	26779
Bonney	1	M	24498
Broadwater	0	F	1674
Broadwater	0	M	1470
Broadwater	1	F	23852
Broadwater	1	M	21926
Buderim	0	F	1775
Buderim	0	M	1364
Buderim	1	F	27520
Buderim	1	M	24178
Bulimba	0	F	1177
Bulimba	0	M	1003
Bulimba	1	F	28160
Bulimba	1	M	26533
Bundaberg	0	F	2127
Bundaberg	0	M	2171
Bundaberg	1	F	24247
Bundaberg	1	M	22284
Bundamba	0	F	2112
Bundamba	0	M	2085
Bundamba	1	F	33864
Bundamba	1	M	32941
Burdekin	0	F	6272
Burdekin	0	M	16689
Burdekin	1	F	22550
Burdekin	1	M	23223
Burleigh	0	F	1970
Burleigh	0	M	1789
Burleigh	1	F	24689
Burleigh	1	M	22039
Burnett	0	F	3293
Burnett	0	M	3593
Burnett	1	F	22789
Burnett	1	M	22629
Cairns	0	F	6142
Cairns	0	M	7113
Cairns	1	F	25647
Cairns	1	M	24423
Callide	0	F	3658
