SED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Auburn	25-34	Year 11	M	429
Auburn	25-34	Year 12	F	10518
Auburn	25-34	Year 12	M	11185
Auburn	35-44		F	647
Auburn	35-44		M	1161
Auburn	35-44	Did not go to school	F	201
Auburn	35-44	Did not go to school	M	352
Auburn	35-44	Year 8 or below	F	213
Auburn	35-44	Year 8 or below	M	357
Auburn	35-44	Year 9	F	165
Auburn	35-44	Year 9	M	252
Auburn	35-44	Year 10	F	437
Auburn	35-44	Year 10	M	644
Auburn	35-44	Year 11	F	206
Auburn	35-44	Year 11	M	242
Auburn	35-44	Year 12	F	6391
Auburn	35-44	Year 12	M	6967
Auburn	45-54		F	421
Auburn	45-54		M	714
Auburn	45-54	Did not go to school	F	336
Auburn	45-54	Did not go to school	M	319
Auburn	45-54	Year 8 or below	F	383
Auburn	45-54	Year 8 or below	M	412
Auburn	45-54	Year 9	F	232
Auburn	45-54	Year 9	M	292
Auburn	45-54	Year 10	F	648
Auburn	45-54	Year 10	M	757
Auburn	45-54	Year 11	F	179
Auburn	45-54	Year 11	M	202
Auburn	45-54	Year 12	F	3810
Auburn	45-54	Year 12	M	3813
Auburn	55-64		F	391
Auburn	55-64		M	488
Auburn	55-64	Did not go to school	F	440
Auburn	55-64	Did not go to school	M	313
Auburn	55-64	Year 8 or below	F	520
Auburn	55-64	Year 8 or below	M	459
Auburn	55-64	Year 9	F	263
Auburn	55-64	Year 9	M	255
Auburn	55-64	Year 10	F	958
Auburn	55-64	Year 10	M	843
Auburn	55-64	Year 11	F	152
Auburn	55-64	Year 11	M	195
Auburn	55-64	Year 12	F	2986
Auburn	55-64	Year 12	M	3112
Auburn	65-74		F	271
Auburn	65-74		M	316
Auburn	65-74	Did not go to school	F	364
Auburn	65-74	Did not go to school	M	235
Auburn	65-74	Year 8 or below	F	620
Auburn	65-74	Year 8 or below	M	403
Auburn	65-74	Year 9	F	203
Auburn	65-74	Year 9	M	211
Auburn	65-74	Year 10	F	603
Auburn	65-74	Year 10	M	567
Auburn	65-74	Year 11	F	81
Auburn	65-74	Year 11	M	88
Auburn	65-74	Year 12	F	1499
Auburn	65-74	Year 12	M	1785
Auburn	75-84		F	155
Auburn	75-84		M	189
Auburn	75-84	Did not go to school	F	258
Auburn	75-84	Did not go to school	M	141
Auburn	75-84	Year 8 or below	F	385
Auburn	75-84	Year 8 or below	M	322
Auburn	75-84	Year 9	F	98
Auburn	75-84	Year 9	M	110
Auburn	75-84	Year 10	F	282
Auburn	75-84	Year 10	M	237
Auburn	75-84	Year 11	F	34
Auburn	75-84	Year 11	M	31
Auburn	75-84	Year 12	F	479
Auburn	75-84	Year 12	M	637
Auburn	85+		F	89
Auburn	85+		M	114
Auburn	85+	Did not go to school	F	126
Auburn	85+	Did not go to school	M	64
Auburn	85+	Year 8 or below	F	175
Auburn	85+	Year 8 or below	M	102
Auburn	85+	Year 9	F	75
Auburn	85+	Year 9	M	36
Auburn	85+	Year 10	F	125
Auburn	85+	Year 10	M	83
Auburn	85+	Year 11	F	14
Auburn	85+	Year 11	M	3
Auburn	85+	Year 12	F	121
Auburn	85+	Year 12	M	160
Ballina	15-19		F	122
Ballina	15-19		M	148
Ballina	15-19	Year 8 or below	F	5
Ballina	15-19	Year 8 or below	M	10
Ballina	15-19	Year 9	F	35
Ballina	15-19	Year 9	M	59
Ballina	15-19	Year 10	F	137
Ballina	15-19	Year 10	M	253
Ballina	15-19	Year 11	F	82
Ballina	15-19	Year 11	M	122
Ballina	15-19	Year 12	F	424
Ballina	15-19	Year 12	M	314
Ballina	20-24		F	162
Ballina	20-24		M	144
Ballina	20-24	Year 8 or below	F	6
Ballina	20-24	Year 8 or below	M	7
Ballina	20-24	Year 9	F	12
Ballina	20-24	Year 9	M	26
Ballina	20-24	Year 10	F	148
Ballina	20-24	Year 10	M	237
Ballina	20-24	Year 11	F	132
Ballina	20-24	Year 11	M	170
Ballina	20-24	Year 12	F	1278
Ballina	20-24	Year 12	M	1037
Ballina	25-34		F	447
Ballina	25-34		M	442
Ballina	25-34	Did not go to school	F	8
Ballina	25-34	Did not go to school	M	19
Ballina	25-34	Year 8 or below	F	24
Ballina	25-34	Year 8 or below	M	47
Ballina	25-34	Year 9	F	56
Ballina	25-34	Year 9	M	75
Ballina	25-34	Year 10	F	430
Ballina	25-34	Year 10	M	623
Ballina	25-34	Year 11	F	216
Ballina	25-34	Year 11	M	291
Ballina	25-34	Year 12	F	3725
Ballina	25-34	Year 12	M	2742
Ballina	35-44		F	430
Ballina	35-44		M	465
Ballina	35-44	Did not go to school	F	7
Ballina	35-44	Did not go to school	M	12
Ballina	35-44	Year 8 or below	F	32
Ballina	35-44	Year 8 or below	M	43
Ballina	35-44	Year 9	F	75
Ballina	35-44	Year 9	M	102
Ballina	35-44	Year 10	F	521
Ballina	35-44	Year 10	M	712
Ballina	35-44	Year 11	F	263
Ballina	35-44	Year 11	M	316
Ballina	35-44	Year 12	F	4112
Ballina	35-44	Year 12	M	3302
Ballina	45-54		F	434
Ballina	45-54		M	383
Ballina	45-54	Did not go to school	F	12
Ballina	45-54	Did not go to school	M	5
Ballina	45-54	Year 8 or below	F	34
Ballina	45-54	Year 8 or below	M	60
Ballina	45-54	Year 9	F	122
Ballina	45-54	Year 9	M	149
Ballina	45-54	Year 10	F	1117
Ballina	45-54	Year 10	M	1174
Ballina	45-54	Year 11	F	370
Ballina	45-54	Year 11	M	354
Ballina	45-54	Year 12	F	3843
Ballina	45-54	Year 12	M	3043
Ballina	55-64		F	426
Ballina	55-64		M	405
Ballina	55-64	Did not go to school	F	15
Ballina	55-64	Did not go to school	M	19
Ballina	55-64	Year 8 or below	F	103
Ballina	55-64	Year 8 or below	M	134
Ballina	55-64	Year 9	F	222
Ballina	55-64	Year 9	M	264
Ballina	55-64	Year 10	F	2015
Ballina	55-64	Year 10	M	1880
Ballina	55-64	Year 11	F	414
Ballina	55-64	Year 11	M	393
Ballina	55-64	Year 12	F	2956
Ballina	55-64	Year 12	M	2452
Ballina	65-74		F	392
Ballina	65-74		M	429
Ballina	65-74	Did not go to school	F	14
Ballina	65-74	Did not go to school	M	12
Ballina	65-74	Year 8 or below	F	202
Ballina	65-74	Year 8 or below	M	228
Ballina	65-74	Year 9	F	462
Ballina	65-74	Year 9	M	416
Ballina	65-74	Year 10	F	1959
Ballina	65-74	Year 10	M	1485
Ballina	65-74	Year 11	F	339
Ballina	65-74	Year 11	M	302
Ballina	65-74	Year 12	F	2321
Ballina	65-74	Year 12	M	2636
Ballina	75-84		F	299
Ballina	75-84		M	249
Ballina	75-84	Did not go to school	F	8
Ballina	75-84	Did not go to school	M	4
Ballina	75-84	Year 8 or below	F	230
Ballina	75-84	Year 8 or below	M	233
Ballina	75-84	Year 9	F	395
Ballina	75-84	Year 9	M	361
Ballina	75-84	Year 10	F	969
Ballina	75-84	Year 10	M	730
Ballina	75-84	Year 11	F	180
Ballina	75-84	Year 11	M	115
Ballina	75-84	Year 12	F	890
Ballina	75-84	Year 12	M	938
Ballina	85+		F	290
Ballina	85+		M	132
Ballina	85+	Did not go to school	F	11
Ballina	85+	Did not go to school	M	7
Ballina	85+	Year 8 or below	F	225
Ballina	85+	Year 8 or below	M	160
Ballina	85+	Year 9	F	255
Ballina	85+	Year 9	M	108
Ballina	85+	Year 10	F	444
Ballina	85+	Year 10	M	213
Ballina	85+	Year 11	F	51
Ballina	85+	Year 11	M	31
Ballina	85+	Year 12	F	250
Ballina	85+	Year 12	M	247
Balmain	15-19		F	76
Balmain	15-19		M	78
Balmain	15-19	Year 9	F	8
Balmain	15-19	Year 9	M	8
Balmain	15-19	Year 10	F	27
Balmain	15-19	Year 10	M	55
Balmain	15-19	Year 11	F	31
Balmain	15-19	Year 11	M	36
Balmain	15-19	Year 12	F	542
Balmain	15-19	Year 12	M	494
Balmain	20-24		F	163
Balmain	20-24		M	173
Balmain	20-24	Did not go to school	F	4
Balmain	20-24	Did not go to school	M	6
Balmain	20-24	Year 8 or below	F	5
Balmain	20-24	Year 9	F	20
Balmain	20-24	Year 9	M	15
Balmain	20-24	Year 10	F	75
Balmain	20-24	Year 10	M	80
Balmain	20-24	Year 11	F	59
Balmain	20-24	Year 11	M	64
Balmain	20-24	Year 12	F	2674
Balmain	20-24	Year 12	M	2202
Balmain	25-34		F	452
Balmain	25-34		M	435
Balmain	25-34	Did not go to school	F	19
Balmain	25-34	Did not go to school	M	18
Balmain	25-34	Year 8 or below	F	12
Balmain	25-34	Year 8 or below	M	20
Balmain	25-34	Year 9	F	38
Balmain	25-34	Year 9	M	41
Balmain	25-34	Year 10	F	182
Balmain	25-34	Year 10	M	281
Balmain	25-34	Year 11	F	147
Balmain	25-34	Year 11	M	209
Balmain	25-34	Year 12	F	7168
Balmain	25-34	Year 12	M	6398
Balmain	35-44		F	343
Balmain	35-44		M	370
Balmain	35-44	Did not go to school	F	12
Balmain	35-44	Did not go to school	M	21
Balmain	35-44	Year 8 or below	F	16
Balmain	35-44	Year 8 or below	M	30
Balmain	35-44	Year 9	F	41
Balmain	35-44	Year 9	M	38
Balmain	35-44	Year 10	F	236
Balmain	35-44	Year 10	M	296
Balmain	35-44	Year 11	F	145
Balmain	35-44	Year 11	M	178
Balmain	35-44	Year 12	F	6490
Balmain	35-44	Year 12	M	6105
Balmain	45-54		F	262
Balmain	45-54		M	289
Balmain	45-54	Did not go to school	F	22
Balmain	45-54	Did not go to school	M	23
Balmain	45-54	Year 8 or below	F	37
Balmain	45-54	Year 8 or below	M	30
Balmain	45-54	Year 9	F	54
Balmain	45-54	Year 9	M	83
Balmain	45-54	Year 10	F	441
Balmain	45-54	Year 10	M	524
Balmain	45-54	Year 11	F	186
Balmain	45-54	Year 11	M	174
Balmain	45-54	Year 12	F	5161
Balmain	45-54	Year 12	M	4672
Balmain	55-64		F	226
Balmain	55-64		M	258
Balmain	55-64	Did not go to school	F	33
Balmain	55-64	Did not go to school	M	20
Balmain	55-64	Year 8 or below	F	72
Balmain	55-64	Year 8 or below	M	71
Balmain	55-64	Year 9	F	102
Balmain	55-64	Year 9	M	92
Balmain	55-64	Year 10	F	623
Balmain	55-64	Year 10	M	645
Balmain	55-64	Year 11	F	174
Balmain	55-64	Year 11	M	214
Balmain	55-64	Year 12	F	3472
Balmain	55-64	Year 12	M	3046
Balmain	65-74		F	212
Balmain	65-74		M	219
Balmain	65-74	Did not go to school	F	47
Balmain	65-74	Did not go to school	M	26
Balmain	65-74	Year 8 or below	F	162
Balmain	65-74	Year 8 or below	M	139
Balmain	65-74	Year 9	F	163
Balmain	65-74	Year 9	M	105
Balmain	65-74	Year 10	F	653
Balmain	65-74	Year 10	M	392
Balmain	65-74	Year 11	F	129
Balmain	65-74	Year 11	M	99
Balmain	65-74	Year 12	F	2379
Balmain	65-74	Year 12	M	2213
Balmain	75-84		F	171
Balmain	75-84		M	172
Balmain	75-84	Did not go to school	F	54
Balmain	75-84	Did not go to school	M	29
Balmain	75-84	Year 8 or below	F	198
Balmain	75-84	Year 8 or below	M	144
Balmain	75-84	Year 9	F	120
Balmain	75-84	Year 9	M	104
Balmain	75-84	Year 10	F	304
Balmain	75-84	Year 10	M	215
Balmain	75-84	Year 11	F	58
Balmain	75-84	Year 11	M	30
Balmain	75-84	Year 12	F	853
Balmain	75-84	Year 12	M	784
Balmain	85+		F	135
Balmain	85+		M	84
Balmain	85+	Did not go to school	F	41
Balmain	85+	Did not go to school	M	21
Balmain	85+	Year 8 or below	F	121
Balmain	85+	Year 8 or below	M	90
Balmain	85+	Year 9	F	56
Balmain	85+	Year 9	M	27
Balmain	85+	Year 10	F	101
Balmain	85+	Year 10	M	40
Balmain	85+	Year 11	F	18
Balmain	85+	Year 11	M	15
Balmain	85+	Year 12	F	178
Balmain	85+	Year 12	M	148
Bankstown	15-19		F	216
Bankstown	15-19		M	256
Bankstown	15-19	Did not go to school	F	3
Bankstown	15-19	Did not go to school	M	4
Bankstown	15-19	Year 8 or below	F	7
Bankstown	15-19	Year 8 or below	M	3
Bankstown	15-19	Year 9	F	13
Bankstown	15-19	Year 9	M	51
Bankstown	15-19	Year 10	F	105
Bankstown	15-19	Year 10	M	255
Bankstown	15-19	Year 11	F	80
Bankstown	15-19	Year 11	M	125
Bankstown	15-19	Year 12	F	880
Bankstown	15-19	Year 12	M	824
Bankstown	20-24		F	253
Bankstown	20-24		M	376
Bankstown	20-24	Did not go to school	F	11
Bankstown	20-24	Did not go to school	M	26
Bankstown	20-24	Year 8 or below	F	14
Bankstown	20-24	Year 8 or below	M	15
Bankstown	20-24	Year 9	F	21
Bankstown	20-24	Year 9	M	38
Bankstown	20-24	Year 10	F	138
Bankstown	20-24	Year 10	M	245
Bankstown	20-24	Year 11	F	130
Bankstown	20-24	Year 11	M	187
Bankstown	20-24	Year 12	F	2699
Bankstown	20-24	Year 12	M	2571
Bankstown	25-34		F	636
Bankstown	25-34		M	793
Bankstown	25-34	Did not go to school	F	90
Bankstown	25-34	Did not go to school	M	94
Bankstown	25-34	Year 8 or below	F	73
Bankstown	25-34	Year 8 or below	M	103
Bankstown	25-34	Year 9	F	96
Bankstown	25-34	Year 9	M	165
Bankstown	25-34	Year 10	F	478
Bankstown	25-34	Year 10	M	644
Bankstown	25-34	Year 11	F	239
Bankstown	25-34	Year 11	M	239
Bankstown	25-34	Year 12	F	5693
Bankstown	25-34	Year 12	M	5254
Bankstown	35-44		F	582
Bankstown	35-44		M	726
Bankstown	35-44	Did not go to school	F	118
Bankstown	35-44	Did not go to school	M	118
Bankstown	35-44	Year 8 or below	F	186
Bankstown	35-44	Year 8 or below	M	231
Bankstown	35-44	Year 9	F	179
Bankstown	35-44	Year 9	M	192
Bankstown	35-44	Year 10	F	576
Bankstown	35-44	Year 10	M	616
Bankstown	35-44	Year 11	F	227
Bankstown	35-44	Year 11	M	242
Bankstown	35-44	Year 12	F	4294
Bankstown	35-44	Year 12	M	4054
Bankstown	45-54		F	434
Bankstown	45-54		M	545
Bankstown	45-54	Did not go to school	F	201
Bankstown	45-54	Did not go to school	M	166
Bankstown	45-54	Year 8 or below	F	316
Bankstown	45-54	Year 8 or below	M	300
Bankstown	45-54	Year 9	F	278
Bankstown	45-54	Year 9	M	223
Bankstown	45-54	Year 10	F	927
Bankstown	45-54	Year 10	M	925
Bankstown	45-54	Year 11	F	240
Bankstown	45-54	Year 11	M	205
Bankstown	45-54	Year 12	F	3201
Bankstown	45-54	Year 12	M	2975
Bankstown	55-64		F	391
Bankstown	55-64		M	433
Bankstown	55-64	Did not go to school	F	390
Bankstown	55-64	Did not go to school	M	285
Bankstown	55-64	Year 8 or below	F	529
Bankstown	55-64	Year 8 or below	M	421
Bankstown	55-64	Year 9	F	283
Bankstown	55-64	Year 9	M	284
Bankstown	55-64	Year 10	F	1070
Bankstown	55-64	Year 10	M	1050
Bankstown	55-64	Year 11	F	171
Bankstown	55-64	Year 11	M	195
Bankstown	55-64	Year 12	F	2303
Bankstown	55-64	Year 12	M	2494
Bankstown	65-74		F	347
Bankstown	65-74		M	338
Bankstown	65-74	Did not go to school	F	320
Bankstown	65-74	Did not go to school	M	221
Bankstown	65-74	Year 8 or below	F	575
Bankstown	65-74	Year 8 or below	M	441
Bankstown	65-74	Year 9	F	269
Bankstown	65-74	Year 9	M	229
Bankstown	65-74	Year 10	F	777
Bankstown	65-74	Year 10	M	650
Bankstown	65-74	Year 11	F	92
Bankstown	65-74	Year 11	M	103
Bankstown	65-74	Year 12	F	1267
Bankstown	65-74	Year 12	M	1508
Bankstown	75-84		F	252
Bankstown	75-84		M	246
Bankstown	75-84	Did not go to school	F	237
Bankstown	75-84	Did not go to school	M	139
Bankstown	75-84	Year 8 or below	F	466
Bankstown	75-84	Year 8 or below	M	349
Bankstown	75-84	Year 9	F	180
Bankstown	75-84	Year 9	M	144
Bankstown	75-84	Year 10	F	396
Bankstown	75-84	Year 10	M	352
Bankstown	75-84	Year 11	F	25
Bankstown	75-84	Year 11	M	32
Bankstown	75-84	Year 12	F	401
Bankstown	75-84	Year 12	M	540
Bankstown	85+		F	257
Bankstown	85+		M	135
Bankstown	85+	Did not go to school	F	164
Bankstown	85+	Did not go to school	M	67
Bankstown	85+	Year 8 or below	F	274
Bankstown	85+	Year 8 or below	M	184
Bankstown	85+	Year 9	F	121
Bankstown	85+	Year 9	M	72
Bankstown	85+	Year 10	F	181
Bankstown	85+	Year 10	M	107
Bankstown	85+	Year 11	F	14
Bankstown	85+	Year 11	M	9
Bankstown	85+	Year 12	F	166
Bankstown	85+	Year 12	M	173
Barwon	15-19		F	250
Barwon	15-19		M	286
Barwon	15-19	Did not go to school	F	7
Barwon	15-19	Year 8 or below	F	6
Barwon	15-19	Year 8 or below	M	30
Barwon	15-19	Year 9	F	66
Barwon	15-19	Year 9	M	106
Barwon	15-19	Year 10	F	188
Barwon	15-19	Year 10	M	345
Barwon	15-19	Year 11	F	118
Barwon	15-19	Year 11	M	143
Barwon	15-19	Year 12	F	343
Barwon	15-19	Year 12	M	262
Barwon	20-24		F	251
Barwon	20-24		M	256
Barwon	20-24	Did not go to school	F	4
Barwon	20-24	Year 8 or below	F	14
Barwon	20-24	Year 8 or below	M	26
Barwon	20-24	Year 9	F	50
Barwon	20-24	Year 9	M	81
Barwon	20-24	Year 10	F	234
Barwon	20-24	Year 10	M	341
Barwon	20-24	Year 11	F	185
Barwon	20-24	Year 11	M	232
Barwon	20-24	Year 12	F	987
Barwon	20-24	Year 12	M	923
Barwon	25-34		F	572
Barwon	25-34		M	581
Barwon	25-34	Did not go to school	F	4
Barwon	25-34	Did not go to school	M	8
Barwon	25-34	Year 8 or below	F	48
Barwon	25-34	Year 8 or below	M	73
Barwon	25-34	Year 9	F	177
Barwon	25-34	Year 9	M	225
Barwon	25-34	Year 10	F	735
Barwon	25-34	Year 10	M	1050
Barwon	25-34	Year 11	F	328
Barwon	25-34	Year 11	M	314
Barwon	25-34	Year 12	F	2744
Barwon	25-34	Year 12	M	1961
Barwon	35-44		F	575
Barwon	35-44		M	541
Barwon	35-44	Did not go to school	F	5
Barwon	35-44	Did not go to school	M	4
Barwon	35-44	Year 8 or below	F	47
Barwon	35-44	Year 8 or below	M	110
Barwon	35-44	Year 9	F	195
Barwon	35-44	Year 9	M	231
Barwon	35-44	Year 10	F	754
Barwon	35-44	Year 10	M	1059
Barwon	35-44	Year 11	F	298
Barwon	35-44	Year 11	M	340
Barwon	35-44	Year 12	F	2112
Barwon	35-44	Year 12	M	1484
Barwon	45-54		F	591
Barwon	45-54		M	616
Barwon	45-54	Did not go to school	F	10
Barwon	45-54	Did not go to school	M	23
Barwon	45-54	Year 8 or below	F	96
Barwon	45-54	Year 8 or below	M	185
Barwon	45-54	Year 9	F	288
Barwon	45-54	Year 9	M	341
Barwon	45-54	Year 10	F	1278
Barwon	45-54	Year 10	M	1575
Barwon	45-54	Year 11	F	351
Barwon	45-54	Year 11	M	335
Barwon	45-54	Year 12	F	1837
Barwon	45-54	Year 12	M	1308
Barwon	55-64		F	647
Barwon	55-64		M	725
Barwon	55-64	Did not go to school	F	13
Barwon	55-64	Did not go to school	M	34
Barwon	55-64	Year 8 or below	F	283
Barwon	55-64	Year 8 or below	M	427
Barwon	55-64	Year 9	F	527
Barwon	55-64	Year 9	M	599
Barwon	55-64	Year 10	F	2146
Barwon	55-64	Year 10	M	2389
Barwon	55-64	Year 11	F	337
Barwon	55-64	Year 11	M	265
Barwon	55-64	Year 12	F	1353
Barwon	55-64	Year 12	M	975
Barwon	65-74		F	576
Barwon	65-74		M	659
Barwon	65-74	Did not go to school	F	27
Barwon	65-74	Did not go to school	M	49
Barwon	65-74	Year 8 or below	F	442
Barwon	65-74	Year 8 or below	M	751
Barwon	65-74	Year 9	F	634
Barwon	65-74	Year 9	M	683
Barwon	65-74	Year 10	F	1601
Barwon	65-74	Year 10	M	1494
Barwon	65-74	Year 11	F	200
Barwon	65-74	Year 11	M	192
Barwon	65-74	Year 12	F	746
Barwon	65-74	Year 12	M	841
Barwon	75-84		F	481
Barwon	75-84		M	431
Barwon	75-84	Did not go to school	F	31
Barwon	75-84	Did not go to school	M	33
Barwon	75-84	Year 8 or below	F	398
Barwon	75-84	Year 8 or below	M	501
Barwon	75-84	Year 9	F	411
Barwon	75-84	Year 9	M	410
Barwon	75-84	Year 10	F	893
Barwon	75-84	Year 10	M	669
Barwon	75-84	Year 11	F	91
Barwon	75-84	Year 11	M	80
Barwon	75-84	Year 12	F	394
Barwon	75-84	Year 12	M	373
Barwon	85+		F	311
Barwon	85+		M	159
Barwon	85+	Did not go to school	F	11
Barwon	85+	Did not go to school	M	11
Barwon	85+	Year 8 or below	F	242
Barwon	85+	Year 8 or below	M	204
Barwon	85+	Year 9	F	209
Barwon	85+	Year 9	M	127
Barwon	85+	Year 10	F	306
Barwon	85+	Year 10	M	149
Barwon	85+	Year 11	F	39
Barwon	85+	Year 11	M	22
Barwon	85+	Year 12	F	135
Barwon	85+	Year 12	M	95
Bathurst	15-19		F	111
Bathurst	15-19		M	180
Bathurst	15-19	Year 8 or below	F	4
Bathurst	15-19	Year 8 or below	M	23
Bathurst	15-19	Year 9	F	54
Bathurst	15-19	Year 9	M	70
Bathurst	15-19	Year 10	F	171
Bathurst	15-19	Year 10	M	333
Bathurst	15-19	Year 11	F	104
Bathurst	15-19	Year 11	M	186
Bathurst	15-19	Year 12	F	540
Bathurst	15-19	Year 12	M	403
Bathurst	20-24		F	136
Bathurst	20-24		M	332
Bathurst	20-24	Did not go to school	M	6
Bathurst	20-24	Year 8 or below	F	8
Bathurst	20-24	Year 8 or below	M	18
Bathurst	20-24	Year 9	F	47
Bathurst	20-24	Year 9	M	62
Bathurst	20-24	Year 10	F	236
Bathurst	20-24	Year 10	M	383
Bathurst	20-24	Year 11	F	180
Bathurst	20-24	Year 11	M	253
Bathurst	20-24	Year 12	F	1516
Bathurst	20-24	Year 12	M	1386
Bathurst	25-34		F	285
Bathurst	25-34		M	761
Bathurst	25-34	Did not go to school	F	9
Bathurst	25-34	Did not go to school	M	10
