SED_NAME21	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Churchlands (North Metropolitan)		2 storeys or more	2	333
Churchlands (North Metropolitan)		2 storeys or more	3	669
Churchlands (North Metropolitan)		2 storeys or more	4	144
Churchlands (North Metropolitan)		2 storeys or more	5	19
Churchlands (North Metropolitan)	(Other)		4	3
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block		11
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block	0	12
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block	1	155
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block	2	855
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block	3	115
Churchlands (North Metropolitan)	Flat/apartment	1 or 2 storey block	4	8
Churchlands (North Metropolitan)	Flat/apartment	3 storey block		15
Churchlands (North Metropolitan)	Flat/apartment	3 storey block	0	6
Churchlands (North Metropolitan)	Flat/apartment	3 storey block	1	224
Churchlands (North Metropolitan)	Flat/apartment	3 storey block	2	794
Churchlands (North Metropolitan)	Flat/apartment	3 storey block	3	116
Churchlands (North Metropolitan)	Flat/apartment	4-8 storey block	0	15
Churchlands (North Metropolitan)	Flat/apartment	4-8 storey block	1	177
Churchlands (North Metropolitan)	Flat/apartment	4-8 storey block	2	134
Churchlands (North Metropolitan)	Flat/apartment	4-8 storey block	3	11
Churchlands (North Metropolitan)	Flat/apartment	9 or more storey block		3
Churchlands (North Metropolitan)	Flat/apartment	9 or more storey block	1	5
Churchlands (North Metropolitan)	Flat/apartment	9 or more storey block	2	138
Churchlands (North Metropolitan)	Flat/apartment	9 or more storey block	3	21
Churchlands (North Metropolitan)	Flat/apartment	Attached to a house	1	4
Churchlands (North Metropolitan)	Flat/apartment	Attached to a house	3	3
Churchlands (North Metropolitan)	Separate house			56
Churchlands (North Metropolitan)	Separate house		1	35
Churchlands (North Metropolitan)	Separate house		2	591
Churchlands (North Metropolitan)	Separate house		3	3645
Churchlands (North Metropolitan)	Separate house		4	4749
Churchlands (North Metropolitan)	Separate house		5	1288
Churchlands (North Metropolitan)	Separate house		6	208
Cockburn (South Metropolitan)			3	4
Cockburn (South Metropolitan)		1 storey		12
Cockburn (South Metropolitan)		1 storey	1	52
Cockburn (South Metropolitan)		1 storey	2	193
Cockburn (South Metropolitan)		1 storey	3	555
Cockburn (South Metropolitan)		1 storey	4	39
Cockburn (South Metropolitan)		2 storeys or more	1	33
Cockburn (South Metropolitan)		2 storeys or more	2	39
Cockburn (South Metropolitan)		2 storeys or more	3	64
Cockburn (South Metropolitan)		2 storeys or more	4	19
Cockburn (South Metropolitan)		2 storeys or more	5	5
Cockburn (South Metropolitan)	(Other)		0	6
Cockburn (South Metropolitan)	(Other)		1	49
Cockburn (South Metropolitan)	(Other)		2	115
Cockburn (South Metropolitan)	(Other)		3	34
Cockburn (South Metropolitan)	Flat/apartment	1 or 2 storey block		11
Cockburn (South Metropolitan)	Flat/apartment	1 or 2 storey block	1	73
Cockburn (South Metropolitan)	Flat/apartment	1 or 2 storey block	2	184
Cockburn (South Metropolitan)	Flat/apartment	1 or 2 storey block	3	18
Cockburn (South Metropolitan)	Flat/apartment	3 storey block	1	106
Cockburn (South Metropolitan)	Flat/apartment	3 storey block	2	211
Cockburn (South Metropolitan)	Flat/apartment	3 storey block	3	25
Cockburn (South Metropolitan)	Flat/apartment	4-8 storey block		8
Cockburn (South Metropolitan)	Flat/apartment	4-8 storey block	1	116
Cockburn (South Metropolitan)	Flat/apartment	4-8 storey block	2	327
Cockburn (South Metropolitan)	Flat/apartment	4-8 storey block	3	14
Cockburn (South Metropolitan)	Flat/apartment	9 or more storey block		5
Cockburn (South Metropolitan)	Flat/apartment	9 or more storey block	1	50
Cockburn (South Metropolitan)	Flat/apartment	9 or more storey block	2	107
Cockburn (South Metropolitan)	Flat/apartment	Attached to a house	1	3
Cockburn (South Metropolitan)	Flat/apartment	Attached to a house	2	5
Cockburn (South Metropolitan)	Separate house			122
Cockburn (South Metropolitan)	Separate house		0	3
Cockburn (South Metropolitan)	Separate house		1	20
Cockburn (South Metropolitan)	Separate house		2	203
Cockburn (South Metropolitan)	Separate house		3	3877
Cockburn (South Metropolitan)	Separate house		4	9258
Cockburn (South Metropolitan)	Separate house		5	888
Cockburn (South Metropolitan)	Separate house		6	112
Collie-Preston (South West)				5
Collie-Preston (South West)			0	4
Collie-Preston (South West)			1	8
Collie-Preston (South West)			2	3
Collie-Preston (South West)			3	7
Collie-Preston (South West)			4	9
Collie-Preston (South West)		1 storey		19
Collie-Preston (South West)		1 storey	1	49
Collie-Preston (South West)		1 storey	2	289
Collie-Preston (South West)		1 storey	3	296
Collie-Preston (South West)		1 storey	4	35
Collie-Preston (South West)		1 storey	6	4
Collie-Preston (South West)		2 storeys or more	2	3
Collie-Preston (South West)		2 storeys or more	3	6
Collie-Preston (South West)	(Other)			19
Collie-Preston (South West)	(Other)		0	14
Collie-Preston (South West)	(Other)		1	84
Collie-Preston (South West)	(Other)		2	46
Collie-Preston (South West)	(Other)		3	13
Collie-Preston (South West)	(Other)		4	6
Collie-Preston (South West)	(Other)		5	3
Collie-Preston (South West)	Flat/apartment	1 or 2 storey block		4
Collie-Preston (South West)	Flat/apartment	1 or 2 storey block	1	17
Collie-Preston (South West)	Flat/apartment	1 or 2 storey block	2	81
Collie-Preston (South West)	Flat/apartment	1 or 2 storey block	3	63
Collie-Preston (South West)	Flat/apartment	1 or 2 storey block	4	3
Collie-Preston (South West)	Separate house			201
Collie-Preston (South West)	Separate house		0	22
Collie-Preston (South West)	Separate house		1	103
Collie-Preston (South West)	Separate house		2	1018
Collie-Preston (South West)	Separate house		3	5247
Collie-Preston (South West)	Separate house		4	7636
Collie-Preston (South West)	Separate house		5	778
Collie-Preston (South West)	Separate house		6	135
Cottesloe (North Metropolitan)			1	3
Cottesloe (North Metropolitan)			2	3
Cottesloe (North Metropolitan)		1 storey		12
Cottesloe (North Metropolitan)		1 storey	0	3
Cottesloe (North Metropolitan)		1 storey	1	120
Cottesloe (North Metropolitan)		1 storey	2	434
Cottesloe (North Metropolitan)		1 storey	3	576
Cottesloe (North Metropolitan)		1 storey	4	143
Cottesloe (North Metropolitan)		1 storey	5	17
Cottesloe (North Metropolitan)		2 storeys or more		13
Cottesloe (North Metropolitan)		2 storeys or more	0	9
Cottesloe (North Metropolitan)		2 storeys or more	1	152
Cottesloe (North Metropolitan)		2 storeys or more	2	388
Cottesloe (North Metropolitan)		2 storeys or more	3	800
Cottesloe (North Metropolitan)		2 storeys or more	4	164
Cottesloe (North Metropolitan)		2 storeys or more	5	22
Cottesloe (North Metropolitan)	(Other)		2	6
Cottesloe (North Metropolitan)	(Other)		4	3
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block		15
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block	0	7
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block	1	127
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block	2	474
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block	3	90
Cottesloe (North Metropolitan)	Flat/apartment	1 or 2 storey block	4	7
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block		16
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block	0	28
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block	1	439
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block	2	426
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block	3	123
Cottesloe (North Metropolitan)	Flat/apartment	3 storey block	4	12
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block		14
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block	0	18
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block	1	366
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block	2	963
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block	3	310
Cottesloe (North Metropolitan)	Flat/apartment	4-8 storey block	4	20
Cottesloe (North Metropolitan)	Flat/apartment	9 or more storey block		3
Cottesloe (North Metropolitan)	Flat/apartment	9 or more storey block	1	18
Cottesloe (North Metropolitan)	Flat/apartment	9 or more storey block	2	227
Cottesloe (North Metropolitan)	Flat/apartment	9 or more storey block	3	38
Cottesloe (North Metropolitan)	Flat/apartment	9 or more storey block	4	7
Cottesloe (North Metropolitan)	Flat/apartment	Attached to a house	1	4
Cottesloe (North Metropolitan)	Separate house			70
Cottesloe (North Metropolitan)	Separate house		0	10
Cottesloe (North Metropolitan)	Separate house		1	52
Cottesloe (North Metropolitan)	Separate house		2	740
Cottesloe (North Metropolitan)	Separate house		3	3382
Cottesloe (North Metropolitan)	Separate house		4	4141
Cottesloe (North Metropolitan)	Separate house		5	1376
Cottesloe (North Metropolitan)	Separate house		6	260
Darling Range (East Metropolitan)			1	3
Darling Range (East Metropolitan)			2	5
Darling Range (East Metropolitan)			3	7
Darling Range (East Metropolitan)			4	13
Darling Range (East Metropolitan)		1 storey		3
Darling Range (East Metropolitan)		1 storey	1	35
Darling Range (East Metropolitan)		1 storey	2	38
Darling Range (East Metropolitan)		1 storey	3	73
Darling Range (East Metropolitan)		1 storey	4	15
Darling Range (East Metropolitan)		1 storey	5	3
Darling Range (East Metropolitan)	(Other)			9
Darling Range (East Metropolitan)	(Other)		1	15
Darling Range (East Metropolitan)	(Other)		2	48
Darling Range (East Metropolitan)	(Other)		3	36
Darling Range (East Metropolitan)	(Other)		4	4
Darling Range (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	14
Darling Range (East Metropolitan)	Flat/apartment	Attached to a house		4
Darling Range (East Metropolitan)	Flat/apartment	Attached to a house	1	7
Darling Range (East Metropolitan)	Flat/apartment	Attached to a house	2	13
Darling Range (East Metropolitan)	Flat/apartment	Attached to a house	3	3
Darling Range (East Metropolitan)	Separate house			181
Darling Range (East Metropolitan)	Separate house		0	11
Darling Range (East Metropolitan)	Separate house		1	77
Darling Range (East Metropolitan)	Separate house		2	475
Darling Range (East Metropolitan)	Separate house		3	3850
Darling Range (East Metropolitan)	Separate house		4	8975
Darling Range (East Metropolitan)	Separate house		5	1385
Darling Range (East Metropolitan)	Separate house		6	329
Dawesville (South West)		1 storey		29
Dawesville (South West)		1 storey	1	134
Dawesville (South West)		1 storey	2	287
Dawesville (South West)		1 storey	3	465
Dawesville (South West)		1 storey	4	22
Dawesville (South West)		1 storey	6	3
Dawesville (South West)		2 storeys or more	2	83
Dawesville (South West)		2 storeys or more	3	299
Dawesville (South West)		2 storeys or more	4	25
Dawesville (South West)		2 storeys or more	5	5
Dawesville (South West)	(Other)			26
Dawesville (South West)	(Other)		0	8
Dawesville (South West)	(Other)		1	49
Dawesville (South West)	(Other)		2	24
Dawesville (South West)	(Other)		3	6
Dawesville (South West)	Flat/apartment	1 or 2 storey block	2	23
Dawesville (South West)	Flat/apartment	1 or 2 storey block	3	7
Dawesville (South West)	Flat/apartment	3 storey block	2	22
Dawesville (South West)	Flat/apartment	3 storey block	3	33
Dawesville (South West)	Flat/apartment	3 storey block	4	4
Dawesville (South West)	Flat/apartment	4-8 storey block		4
Dawesville (South West)	Flat/apartment	4-8 storey block	2	24
Dawesville (South West)	Flat/apartment	4-8 storey block	3	32
Dawesville (South West)	Flat/apartment	9 or more storey block	2	20
Dawesville (South West)	Flat/apartment	9 or more storey block	3	40
Dawesville (South West)	Flat/apartment	Attached to a house	2	6
Dawesville (South West)	Flat/apartment	Attached to a house	4	4
Dawesville (South West)	Separate house			162
Dawesville (South West)	Separate house		0	10
Dawesville (South West)	Separate house		1	121
Dawesville (South West)	Separate house		2	776
Dawesville (South West)	Separate house		3	4609
Dawesville (South West)	Separate house		4	8271
Dawesville (South West)	Separate house		5	850
Dawesville (South West)	Separate house		6	122
Forrestfield (East Metropolitan)			1	3
Forrestfield (East Metropolitan)			2	3
Forrestfield (East Metropolitan)		1 storey		22
Forrestfield (East Metropolitan)		1 storey	0	3
Forrestfield (East Metropolitan)		1 storey	1	59
Forrestfield (East Metropolitan)		1 storey	2	176
Forrestfield (East Metropolitan)		1 storey	3	332
Forrestfield (East Metropolitan)		1 storey	4	31
Forrestfield (East Metropolitan)		1 storey	5	4
Forrestfield (East Metropolitan)		2 storeys or more	1	12
Forrestfield (East Metropolitan)		2 storeys or more	2	5
Forrestfield (East Metropolitan)		2 storeys or more	3	22
Forrestfield (East Metropolitan)		2 storeys or more	4	4
Forrestfield (East Metropolitan)	(Other)			9
Forrestfield (East Metropolitan)	(Other)		0	24
Forrestfield (East Metropolitan)	(Other)		1	102
Forrestfield (East Metropolitan)	(Other)		2	87
Forrestfield (East Metropolitan)	(Other)		3	22
Forrestfield (East Metropolitan)	(Other)		4	13
Forrestfield (East Metropolitan)	(Other)		5	3
Forrestfield (East Metropolitan)	Flat/apartment	1 or 2 storey block	1	9
Forrestfield (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	12
Forrestfield (East Metropolitan)	Flat/apartment	Attached to a house	1	8
Forrestfield (East Metropolitan)	Flat/apartment	Attached to a house	2	8
Forrestfield (East Metropolitan)	Flat/apartment	Attached to a house	3	3
Forrestfield (East Metropolitan)	Flat/apartment	Attached to a house	4	3
Forrestfield (East Metropolitan)	Separate house			183
Forrestfield (East Metropolitan)	Separate house		0	7
Forrestfield (East Metropolitan)	Separate house		1	74
Forrestfield (East Metropolitan)	Separate house		2	539
Forrestfield (East Metropolitan)	Separate house		3	5558
Forrestfield (East Metropolitan)	Separate house		4	6937
Forrestfield (East Metropolitan)	Separate house		5	875
Forrestfield (East Metropolitan)	Separate house		6	151
Fremantle (South Metropolitan)				10
Fremantle (South Metropolitan)			1	10
Fremantle (South Metropolitan)			2	8
Fremantle (South Metropolitan)			3	8
Fremantle (South Metropolitan)			4	5
Fremantle (South Metropolitan)		1 storey		46
Fremantle (South Metropolitan)		1 storey	0	7
Fremantle (South Metropolitan)		1 storey	1	309
Fremantle (South Metropolitan)		1 storey	2	1095
Fremantle (South Metropolitan)		1 storey	3	944
Fremantle (South Metropolitan)		1 storey	4	103
Fremantle (South Metropolitan)		1 storey	5	9
Fremantle (South Metropolitan)		2 storeys or more		30
Fremantle (South Metropolitan)		2 storeys or more	0	3
Fremantle (South Metropolitan)		2 storeys or more	1	142
Fremantle (South Metropolitan)		2 storeys or more	2	454
Fremantle (South Metropolitan)		2 storeys or more	3	558
Fremantle (South Metropolitan)		2 storeys or more	4	114
Fremantle (South Metropolitan)		2 storeys or more	5	7
Fremantle (South Metropolitan)		2 storeys or more	6	5
Fremantle (South Metropolitan)	(Other)			8
Fremantle (South Metropolitan)	(Other)		0	20
Fremantle (South Metropolitan)	(Other)		1	63
Fremantle (South Metropolitan)	(Other)		2	55
Fremantle (South Metropolitan)	(Other)		3	15
Fremantle (South Metropolitan)	(Other)		4	3
Fremantle (South Metropolitan)	Flat/apartment		0	3
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block		5
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	0	4
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	1	124
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	2	275
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	3	35
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	4	5
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	5	3
Fremantle (South Metropolitan)	Flat/apartment	1 or 2 storey block	6	3
Fremantle (South Metropolitan)	Flat/apartment	3 storey block		8
Fremantle (South Metropolitan)	Flat/apartment	3 storey block	0	7
Fremantle (South Metropolitan)	Flat/apartment	3 storey block	1	168
Fremantle (South Metropolitan)	Flat/apartment	3 storey block	2	399
Fremantle (South Metropolitan)	Flat/apartment	3 storey block	3	79
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block		12
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block	0	30
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block	1	417
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block	2	548
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block	3	121
Fremantle (South Metropolitan)	Flat/apartment	4-8 storey block	4	3
Fremantle (South Metropolitan)	Flat/apartment	9 or more storey block		3
Fremantle (South Metropolitan)	Flat/apartment	9 or more storey block	1	34
Fremantle (South Metropolitan)	Flat/apartment	9 or more storey block	2	122
Fremantle (South Metropolitan)	Flat/apartment	9 or more storey block	3	25
Fremantle (South Metropolitan)	Flat/apartment	Attached to a house	1	18
Fremantle (South Metropolitan)	Flat/apartment	Attached to a house	2	9
Fremantle (South Metropolitan)	Flat/apartment	Attached to a house	3	11
Fremantle (South Metropolitan)	Flat/apartment	Attached to a house	4	6
Fremantle (South Metropolitan)	Flat/apartment	Attached to a house	6	5
Fremantle (South Metropolitan)	Separate house			127
Fremantle (South Metropolitan)	Separate house		0	20
Fremantle (South Metropolitan)	Separate house		1	234
Fremantle (South Metropolitan)	Separate house		2	1463
Fremantle (South Metropolitan)	Separate house		3	6125
Fremantle (South Metropolitan)	Separate house		4	3131
Fremantle (South Metropolitan)	Separate house		5	440
Fremantle (South Metropolitan)	Separate house		6	79
Geraldton (Agricultural)				3
Geraldton (Agricultural)			1	22
Geraldton (Agricultural)			2	15
Geraldton (Agricultural)			3	8
Geraldton (Agricultural)			4	7
Geraldton (Agricultural)		1 storey		27
Geraldton (Agricultural)		1 storey	0	3
Geraldton (Agricultural)		1 storey	1	111
Geraldton (Agricultural)		1 storey	2	662
Geraldton (Agricultural)		1 storey	3	394
Geraldton (Agricultural)		1 storey	4	31
Geraldton (Agricultural)		2 storeys or more	1	8
Geraldton (Agricultural)		2 storeys or more	2	86
Geraldton (Agricultural)		2 storeys or more	3	99
Geraldton (Agricultural)		2 storeys or more	4	84
Geraldton (Agricultural)		2 storeys or more	5	13
Geraldton (Agricultural)	(Other)		0	19
Geraldton (Agricultural)	(Other)		1	76
Geraldton (Agricultural)	(Other)		2	23
Geraldton (Agricultural)	(Other)		3	15
Geraldton (Agricultural)	(Other)		4	7
Geraldton (Agricultural)	Flat/apartment	1 or 2 storey block		8
Geraldton (Agricultural)	Flat/apartment	1 or 2 storey block	1	60
Geraldton (Agricultural)	Flat/apartment	1 or 2 storey block	2	85
Geraldton (Agricultural)	Flat/apartment	1 or 2 storey block	3	48
Geraldton (Agricultural)	Flat/apartment	1 or 2 storey block	4	6
Geraldton (Agricultural)	Flat/apartment	3 storey block	1	4
Geraldton (Agricultural)	Flat/apartment	3 storey block	2	10
Geraldton (Agricultural)	Flat/apartment	Attached to a house	1	4
Geraldton (Agricultural)	Flat/apartment	Attached to a house	2	5
Geraldton (Agricultural)	Separate house			165
Geraldton (Agricultural)	Separate house		0	24
Geraldton (Agricultural)	Separate house		1	111
Geraldton (Agricultural)	Separate house		2	821
Geraldton (Agricultural)	Separate house		3	4929
Geraldton (Agricultural)	Separate house		4	5434
Geraldton (Agricultural)	Separate house		5	615
Geraldton (Agricultural)	Separate house		6	119
Hillarys (North Metropolitan)			2	3
Hillarys (North Metropolitan)		1 storey		9
Hillarys (North Metropolitan)		1 storey	1	26
Hillarys (North Metropolitan)		1 storey	2	176
Hillarys (North Metropolitan)		1 storey	3	782
Hillarys (North Metropolitan)		1 storey	4	49
Hillarys (North Metropolitan)		1 storey	5	3
Hillarys (North Metropolitan)		2 storeys or more		9
Hillarys (North Metropolitan)		2 storeys or more	1	13
Hillarys (North Metropolitan)		2 storeys or more	2	51
Hillarys (North Metropolitan)		2 storeys or more	3	96
Hillarys (North Metropolitan)		2 storeys or more	4	35
Hillarys (North Metropolitan)		2 storeys or more	5	8
Hillarys (North Metropolitan)	(Other)			6
Hillarys (North Metropolitan)	Flat/apartment	1 or 2 storey block	1	8
Hillarys (North Metropolitan)	Flat/apartment	1 or 2 storey block	2	53
Hillarys (North Metropolitan)	Flat/apartment	1 or 2 storey block	3	24
Hillarys (North Metropolitan)	Flat/apartment	3 storey block	2	4
Hillarys (North Metropolitan)	Flat/apartment	3 storey block	3	14
Hillarys (North Metropolitan)	Flat/apartment	Attached to a house	1	7
Hillarys (North Metropolitan)	Flat/apartment	Attached to a house	2	12
Hillarys (North Metropolitan)	Flat/apartment	Attached to a house	4	4
Hillarys (North Metropolitan)	Flat/apartment	Attached to a house	6	5
Hillarys (North Metropolitan)	Separate house			84
Hillarys (North Metropolitan)	Separate house		0	5
Hillarys (North Metropolitan)	Separate house		1	31
Hillarys (North Metropolitan)	Separate house		2	211
Hillarys (North Metropolitan)	Separate house		3	5190
Hillarys (North Metropolitan)	Separate house		4	7070
Hillarys (North Metropolitan)	Separate house		5	1232
Hillarys (North Metropolitan)	Separate house		6	178
Jandakot (South Metropolitan)			3	3
Jandakot (South Metropolitan)			4	8
Jandakot (South Metropolitan)		1 storey		4
Jandakot (South Metropolitan)		1 storey	1	5
Jandakot (South Metropolitan)		1 storey	2	112
Jandakot (South Metropolitan)		1 storey	3	367
Jandakot (South Metropolitan)		1 storey	4	139
Jandakot (South Metropolitan)		1 storey	5	14
Jandakot (South Metropolitan)		2 storeys or more	2	4
Jandakot (South Metropolitan)		2 storeys or more	3	72
Jandakot (South Metropolitan)		2 storeys or more	4	8
Jandakot (South Metropolitan)		2 storeys or more	5	4
Jandakot (South Metropolitan)	(Other)		4	4
Jandakot (South Metropolitan)	Flat/apartment	1 or 2 storey block	1	6
Jandakot (South Metropolitan)	Flat/apartment	1 or 2 storey block	2	25
Jandakot (South Metropolitan)	Flat/apartment	Attached to a house	1	3
Jandakot (South Metropolitan)	Flat/apartment	Attached to a house	2	6
Jandakot (South Metropolitan)	Flat/apartment	Attached to a house	4	5
Jandakot (South Metropolitan)	Separate house			116
Jandakot (South Metropolitan)	Separate house		0	3
Jandakot (South Metropolitan)	Separate house		1	32
Jandakot (South Metropolitan)	Separate house		2	140
Jandakot (South Metropolitan)	Separate house		3	3988
Jandakot (South Metropolitan)	Separate house		4	11412
Jandakot (South Metropolitan)	Separate house		5	1298
Jandakot (South Metropolitan)	Separate house		6	230
Joondalup (North Metropolitan)				4
Joondalup (North Metropolitan)			1	3
Joondalup (North Metropolitan)			2	4
Joondalup (North Metropolitan)			3	3
Joondalup (North Metropolitan)		1 storey		29
Joondalup (North Metropolitan)		1 storey	1	68
Joondalup (North Metropolitan)		1 storey	2	109
Joondalup (North Metropolitan)		1 storey	3	348
Joondalup (North Metropolitan)		1 storey	4	72
Joondalup (North Metropolitan)		1 storey	5	4
Joondalup (North Metropolitan)		1 storey	6	3
Joondalup (North Metropolitan)		2 storeys or more		13
Joondalup (North Metropolitan)		2 storeys or more	0	8
Joondalup (North Metropolitan)		2 storeys or more	1	75
Joondalup (North Metropolitan)		2 storeys or more	2	109
Joondalup (North Metropolitan)		2 storeys or more	3	308
Joondalup (North Metropolitan)		2 storeys or more	4	109
Joondalup (North Metropolitan)		2 storeys or more	5	24
Joondalup (North Metropolitan)		2 storeys or more	6	13
Joondalup (North Metropolitan)	(Other)		1	6
Joondalup (North Metropolitan)	(Other)		2	5
Joondalup (North Metropolitan)	(Other)		3	10
Joondalup (North Metropolitan)	(Other)		4	5
Joondalup (North Metropolitan)	Flat/apartment	1 or 2 storey block	1	8
Joondalup (North Metropolitan)	Flat/apartment	1 or 2 storey block	2	26
Joondalup (North Metropolitan)	Flat/apartment	1 or 2 storey block	3	24
Joondalup (North Metropolitan)	Flat/apartment	1 or 2 storey block	4	5
Joondalup (North Metropolitan)	Flat/apartment	3 storey block		13
Joondalup (North Metropolitan)	Flat/apartment	3 storey block	1	57
Joondalup (North Metropolitan)	Flat/apartment	3 storey block	2	197
Joondalup (North Metropolitan)	Flat/apartment	3 storey block	3	58
Joondalup (North Metropolitan)	Flat/apartment	3 storey block	4	5
Joondalup (North Metropolitan)	Flat/apartment	4-8 storey block		5
Joondalup (North Metropolitan)	Flat/apartment	4-8 storey block	0	4
Joondalup (North Metropolitan)	Flat/apartment	4-8 storey block	1	99
Joondalup (North Metropolitan)	Flat/apartment	4-8 storey block	2	238
Joondalup (North Metropolitan)	Flat/apartment	4-8 storey block	3	124
Joondalup (North Metropolitan)	Flat/apartment	Attached to a house	1	5
Joondalup (North Metropolitan)	Flat/apartment	Attached to a house	2	11
Joondalup (North Metropolitan)	Flat/apartment	Attached to a house	4	3
Joondalup (North Metropolitan)	Separate house			95
Joondalup (North Metropolitan)	Separate house		0	5
Joondalup (North Metropolitan)	Separate house		1	60
Joondalup (North Metropolitan)	Separate house		2	187
Joondalup (North Metropolitan)	Separate house		3	3449
Joondalup (North Metropolitan)	Separate house		4	7274
Joondalup (North Metropolitan)	Separate house		5	1345
Joondalup (North Metropolitan)	Separate house		6	197
Kalamunda (East Metropolitan)			1	3
Kalamunda (East Metropolitan)			2	10
Kalamunda (East Metropolitan)			3	5
Kalamunda (East Metropolitan)			4	4
Kalamunda (East Metropolitan)			5	3
Kalamunda (East Metropolitan)		1 storey		13
Kalamunda (East Metropolitan)		1 storey	1	105
Kalamunda (East Metropolitan)		1 storey	2	203
Kalamunda (East Metropolitan)		1 storey	3	137
Kalamunda (East Metropolitan)		1 storey	4	7
Kalamunda (East Metropolitan)		2 storeys or more	2	24
Kalamunda (East Metropolitan)		2 storeys or more	3	16
Kalamunda (East Metropolitan)	(Other)		0	6
Kalamunda (East Metropolitan)	(Other)		1	7
Kalamunda (East Metropolitan)	(Other)		2	3
Kalamunda (East Metropolitan)	(Other)		3	13
Kalamunda (East Metropolitan)	(Other)		4	13
Kalamunda (East Metropolitan)	(Other)		5	12
Kalamunda (East Metropolitan)	(Other)		6	5
Kalamunda (East Metropolitan)	Flat/apartment	1 or 2 storey block		5
Kalamunda (East Metropolitan)	Flat/apartment	1 or 2 storey block	1	3
Kalamunda (East Metropolitan)	Flat/apartment	1 or 2 storey block	2	30
Kalamunda (East Metropolitan)	Flat/apartment	Attached to a house		4
Kalamunda (East Metropolitan)	Flat/apartment	Attached to a house	1	10
Kalamunda (East Metropolitan)	Flat/apartment	Attached to a house	2	4
Kalamunda (East Metropolitan)	Flat/apartment	Attached to a house	5	3
Kalamunda (East Metropolitan)	Flat/apartment	Attached to a house	6	4
Kalamunda (East Metropolitan)	Separate house			105
Kalamunda (East Metropolitan)	Separate house		0	12
Kalamunda (East Metropolitan)	Separate house		1	105
Kalamunda (East Metropolitan)	Separate house		2	734
Kalamunda (East Metropolitan)	Separate house		3	4405
Kalamunda (East Metropolitan)	Separate house		4	6187
Kalamunda (East Metropolitan)	Separate house		5	1526
Kalamunda (East Metropolitan)	Separate house		6	342
Kalgoorlie (Mining and Pastoral)				10
Kalgoorlie (Mining and Pastoral)			0	6
Kalgoorlie (Mining and Pastoral)			1	13
Kalgoorlie (Mining and Pastoral)			2	7
Kalgoorlie (Mining and Pastoral)			3	7
Kalgoorlie (Mining and Pastoral)			4	12
Kalgoorlie (Mining and Pastoral)			5	3
Kalgoorlie (Mining and Pastoral)			6	4
Kalgoorlie (Mining and Pastoral)		1 storey		58
Kalgoorlie (Mining and Pastoral)		1 storey	0	3
Kalgoorlie (Mining and Pastoral)		1 storey	1	220
Kalgoorlie (Mining and Pastoral)		1 storey	2	565
Kalgoorlie (Mining and Pastoral)		1 storey	3	564
Kalgoorlie (Mining and Pastoral)		1 storey	4	41
Kalgoorlie (Mining and Pastoral)		1 storey	6	6
Kalgoorlie (Mining and Pastoral)		2 storeys or more		8
Kalgoorlie (Mining and Pastoral)		2 storeys or more	1	9
Kalgoorlie (Mining and Pastoral)		2 storeys or more	2	67
Kalgoorlie (Mining and Pastoral)		2 storeys or more	3	103
Kalgoorlie (Mining and Pastoral)		2 storeys or more	4	41
Kalgoorlie (Mining and Pastoral)		2 storeys or more	5	4
