SED_NAME16	Age	MaritalStatus	Sex	responses
Albury	85+	Widowed	F	985
Albury	85+	Widowed	M	286
Auburn	15-19	Divorced	F	4
Auburn	15-19	Married	F	13
Auburn	15-19	Married	M	8
Auburn	20-24	Divorced	F	40
Auburn	20-24	Divorced	M	17
Auburn	20-24	Married	F	940
Auburn	20-24	Married	M	454
Auburn	20-24	Separated	F	55
Auburn	20-24	Separated	M	13
Auburn	25-34	Divorced	F	398
Auburn	25-34	Divorced	M	307
Auburn	25-34	Married	F	6561
Auburn	25-34	Married	M	5932
Auburn	25-34	Separated	F	295
Auburn	25-34	Separated	M	202
Auburn	25-34	Widowed	F	10
Auburn	25-34	Widowed	M	15
Auburn	35-44	Divorced	F	690
Auburn	35-44	Divorced	M	594
Auburn	35-44	Married	F	5543
Auburn	35-44	Married	M	6681
Auburn	35-44	Separated	F	418
Auburn	35-44	Separated	M	336
Auburn	35-44	Widowed	F	44
Auburn	35-44	Widowed	M	24
Auburn	45-54	Divorced	F	936
Auburn	45-54	Divorced	M	679
Auburn	45-54	Married	F	3963
Auburn	45-54	Married	M	4473
Auburn	45-54	Separated	F	348
Auburn	45-54	Separated	M	289
Auburn	45-54	Widowed	F	134
Auburn	45-54	Widowed	M	29
Auburn	55-64	Divorced	F	1093
Auburn	55-64	Divorced	M	785
Auburn	55-64	Married	F	3561
Auburn	55-64	Married	M	3970
Auburn	55-64	Separated	F	272
Auburn	55-64	Separated	M	266
Auburn	55-64	Widowed	F	338
Auburn	55-64	Widowed	M	68
Auburn	65-74	Divorced	F	528
Auburn	65-74	Divorced	M	447
Auburn	65-74	Married	F	2110
Auburn	65-74	Married	M	2582
Auburn	65-74	Separated	F	163
Auburn	65-74	Separated	M	181
Auburn	65-74	Widowed	F	623
Auburn	65-74	Widowed	M	132
Auburn	75-84	Divorced	F	148
Auburn	75-84	Divorced	M	135
Auburn	75-84	Married	F	754
Auburn	75-84	Married	M	1246
Auburn	75-84	Separated	F	37
Auburn	75-84	Separated	M	53
Auburn	75-84	Widowed	F	681
Auburn	75-84	Widowed	M	146
Auburn	85+	Divorced	F	34
Auburn	85+	Divorced	M	29
Auburn	85+	Married	F	118
Auburn	85+	Married	M	306
Auburn	85+	Separated	F	10
Auburn	85+	Separated	M	8
Auburn	85+	Widowed	F	532
Auburn	85+	Widowed	M	186
Ballina	15-19	Widowed	M	7
Ballina	20-24	Married	F	46
Ballina	20-24	Married	M	18
Ballina	25-34	Divorced	F	81
Ballina	25-34	Divorced	M	53
Ballina	25-34	Married	F	1129
Ballina	25-34	Married	M	786
Ballina	25-34	Separated	F	68
Ballina	25-34	Separated	M	47
Ballina	25-34	Widowed	F	3
Ballina	35-44	Divorced	F	415
Ballina	35-44	Divorced	M	269
Ballina	35-44	Married	F	2552
Ballina	35-44	Married	M	2241
Ballina	35-44	Separated	F	233
Ballina	35-44	Separated	M	145
Ballina	35-44	Widowed	F	23
Ballina	35-44	Widowed	M	13
Ballina	45-54	Divorced	F	964
Ballina	45-54	Divorced	M	613
Ballina	45-54	Married	F	2879
Ballina	45-54	Married	M	2623
Ballina	45-54	Separated	F	349
Ballina	45-54	Separated	M	252
Ballina	45-54	Widowed	F	86
Ballina	45-54	Widowed	M	25
Ballina	55-64	Divorced	F	1379
Ballina	55-64	Divorced	M	937
Ballina	55-64	Married	F	3092
Ballina	55-64	Married	M	2977
Ballina	55-64	Separated	F	303
Ballina	55-64	Separated	M	270
Ballina	55-64	Widowed	F	236
Ballina	55-64	Widowed	M	85
Ballina	65-74	Divorced	F	1403
Ballina	65-74	Divorced	M	1122
Ballina	65-74	Married	F	2998
Ballina	65-74	Married	M	3326
Ballina	65-74	Separated	F	195
Ballina	65-74	Separated	M	238
Ballina	65-74	Widowed	F	648
Ballina	65-74	Widowed	M	186
Ballina	75-84	Divorced	F	463
Ballina	75-84	Divorced	M	377
Ballina	75-84	Married	F	1313
Ballina	75-84	Married	M	1756
Ballina	75-84	Separated	F	46
Ballina	75-84	Separated	M	57
Ballina	75-84	Widowed	F	1043
Ballina	75-84	Widowed	M	313
Ballina	85+	Divorced	F	113
Ballina	85+	Divorced	M	63
Ballina	85+	Married	F	282
Ballina	85+	Married	M	491
Ballina	85+	Separated	F	12
Ballina	85+	Separated	M	12
Ballina	85+	Widowed	F	1074
Ballina	85+	Widowed	M	297
Balmain	15-19	Married	F	4
Balmain	20-24	Divorced	F	3
Balmain	20-24	Married	F	27
Balmain	20-24	Married	M	12
Balmain	20-24	Separated	F	4
Balmain	20-24	Separated	M	3
Balmain	20-24	Widowed	M	3
Balmain	25-34	Divorced	F	173
Balmain	25-34	Divorced	M	78
Balmain	25-34	Married	F	1749
Balmain	25-34	Married	M	1297
Balmain	25-34	Separated	F	85
Balmain	25-34	Separated	M	59
Balmain	25-34	Widowed	F	4
Balmain	25-34	Widowed	M	3
Balmain	35-44	Divorced	F	514
Balmain	35-44	Divorced	M	372
Balmain	35-44	Married	F	3811
Balmain	35-44	Married	M	3657
Balmain	35-44	Separated	F	230
Balmain	35-44	Separated	M	166
Balmain	35-44	Widowed	F	21
Balmain	35-44	Widowed	M	7
Balmain	45-54	Divorced	F	822
Balmain	45-54	Divorced	M	588
Balmain	45-54	Married	F	3162
Balmain	45-54	Married	M	3169
Balmain	45-54	Separated	F	277
Balmain	45-54	Separated	M	232
Balmain	45-54	Widowed	F	48
Balmain	45-54	Widowed	M	24
Balmain	55-64	Divorced	F	957
Balmain	55-64	Divorced	M	676
Balmain	55-64	Married	F	2104
Balmain	55-64	Married	M	2236
Balmain	55-64	Separated	F	224
Balmain	55-64	Separated	M	198
Balmain	55-64	Widowed	F	156
Balmain	55-64	Widowed	M	45
Balmain	65-74	Divorced	F	962
Balmain	65-74	Divorced	M	562
Balmain	65-74	Married	F	1557
Balmain	65-74	Married	M	1726
Balmain	65-74	Separated	F	132
Balmain	65-74	Separated	M	110
Balmain	65-74	Widowed	F	423
Balmain	65-74	Widowed	M	119
Balmain	75-84	Divorced	F	410
Balmain	75-84	Divorced	M	251
Balmain	75-84	Married	F	558
Balmain	75-84	Married	M	834
Balmain	75-84	Separated	F	48
Balmain	75-84	Separated	M	33
Balmain	75-84	Widowed	F	506
Balmain	75-84	Widowed	M	123
Balmain	85+	Divorced	F	82
Balmain	85+	Divorced	M	31
Balmain	85+	Married	F	102
Balmain	85+	Married	M	219
Balmain	85+	Separated	F	5
Balmain	85+	Separated	M	8
Balmain	85+	Widowed	F	418
Balmain	85+	Widowed	M	104
Bankstown	15-19	Married	F	20
Bankstown	15-19	Married	M	9
Bankstown	15-19	Separated	F	3
Bankstown	20-24	Divorced	F	21
Bankstown	20-24	Divorced	M	3
Bankstown	20-24	Married	F	513
Bankstown	20-24	Married	M	192
Bankstown	20-24	Separated	F	43
Bankstown	20-24	Separated	M	14
Bankstown	20-24	Widowed	F	3
Bankstown	25-34	Divorced	F	380
Bankstown	25-34	Divorced	M	222
Bankstown	25-34	Married	F	3882
Bankstown	25-34	Married	M	2764
Bankstown	25-34	Separated	F	363
Bankstown	25-34	Separated	M	189
Bankstown	25-34	Widowed	F	11
Bankstown	25-34	Widowed	M	3
Bankstown	35-44	Divorced	F	738
Bankstown	35-44	Divorced	M	422
Bankstown	35-44	Married	F	4072
Bankstown	35-44	Married	M	4055
Bankstown	35-44	Separated	F	442
Bankstown	35-44	Separated	M	329
Bankstown	35-44	Widowed	F	51
Bankstown	35-44	Widowed	M	9
Bankstown	45-54	Divorced	F	1007
Bankstown	45-54	Divorced	M	631
Bankstown	45-54	Married	F	3383
Bankstown	45-54	Married	M	3517
Bankstown	45-54	Separated	F	395
Bankstown	45-54	Separated	M	296
Bankstown	45-54	Widowed	F	146
Bankstown	45-54	Widowed	M	28
Bankstown	55-64	Divorced	F	1106
Bankstown	55-64	Divorced	M	785
Bankstown	55-64	Married	F	2856
Bankstown	55-64	Married	M	3369
Bankstown	55-64	Separated	F	318
Bankstown	55-64	Separated	M	287
Bankstown	55-64	Widowed	F	366
Bankstown	55-64	Widowed	M	61
Bankstown	65-74	Divorced	F	658
Bankstown	65-74	Divorced	M	534
Bankstown	65-74	Married	F	1889
Bankstown	65-74	Married	M	2299
Bankstown	65-74	Separated	F	179
Bankstown	65-74	Separated	M	192
Bankstown	65-74	Widowed	F	675
Bankstown	65-74	Widowed	M	139
Bankstown	75-84	Divorced	F	193
Bankstown	75-84	Divorced	M	186
Bankstown	75-84	Married	F	814
Bankstown	75-84	Married	M	1253
Bankstown	75-84	Separated	F	50
Bankstown	75-84	Separated	M	68
Bankstown	75-84	Widowed	F	816
Bankstown	75-84	Widowed	M	183
Bankstown	85+	Divorced	F	76
Bankstown	85+	Divorced	M	49
Bankstown	85+	Married	F	210
Bankstown	85+	Married	M	437
Bankstown	85+	Separated	F	7
Bankstown	85+	Separated	M	11
Bankstown	85+	Widowed	F	843
Bankstown	85+	Widowed	M	232
Barwon	15-19	Married	F	6
Barwon	15-19	Married	M	8
Barwon	15-19	Separated	M	3
Barwon	20-24	Married	F	58
Barwon	20-24	Married	M	36
Barwon	20-24	Separated	F	8
Barwon	20-24	Widowed	M	4
Barwon	25-34	Divorced	F	92
Barwon	25-34	Divorced	M	60
Barwon	25-34	Married	F	1479
Barwon	25-34	Married	M	1173
Barwon	25-34	Separated	F	118
Barwon	25-34	Separated	M	68
Barwon	25-34	Widowed	F	14
Barwon	25-34	Widowed	M	5
Barwon	35-44	Divorced	F	243
Barwon	35-44	Divorced	M	187
Barwon	35-44	Married	F	2006
Barwon	35-44	Married	M	1848
Barwon	35-44	Separated	F	216
Barwon	35-44	Separated	M	156
Barwon	35-44	Widowed	F	27
Barwon	35-44	Widowed	M	10
Barwon	45-54	Divorced	F	534
Barwon	45-54	Divorced	M	504
Barwon	45-54	Married	F	2353
Barwon	45-54	Married	M	2156
Barwon	45-54	Separated	F	276
Barwon	45-54	Separated	M	271
Barwon	45-54	Widowed	F	84
Barwon	45-54	Widowed	M	43
Barwon	55-64	Divorced	F	860
Barwon	55-64	Divorced	M	807
Barwon	55-64	Married	F	2932
Barwon	55-64	Married	M	2848
Barwon	55-64	Separated	F	321
Barwon	55-64	Separated	M	329
Barwon	55-64	Widowed	F	337
Barwon	55-64	Widowed	M	121
Barwon	65-74	Divorced	F	610
Barwon	65-74	Divorced	M	799
Barwon	65-74	Married	F	2401
Barwon	65-74	Married	M	2710
Barwon	65-74	Separated	F	185
Barwon	65-74	Separated	M	310
Barwon	65-74	Widowed	F	745
Barwon	65-74	Widowed	M	290
Barwon	75-84	Divorced	F	261
Barwon	75-84	Divorced	M	309
Barwon	75-84	Married	F	1147
Barwon	75-84	Married	M	1503
Barwon	75-84	Separated	F	55
Barwon	75-84	Separated	M	98
Barwon	75-84	Widowed	F	1138
Barwon	75-84	Widowed	M	386
Barwon	85+	Divorced	F	51
Barwon	85+	Divorced	M	52
Barwon	85+	Married	F	207
Barwon	85+	Married	M	372
Barwon	85+	Separated	F	6
Barwon	85+	Separated	M	19
Barwon	85+	Widowed	F	973
Barwon	85+	Widowed	M	273
Bathurst	15-19	Divorced	M	3
Bathurst	15-19	Married	M	3
Bathurst	15-19	Separated	M	10
Bathurst	20-24	Divorced	M	5
Bathurst	20-24	Married	F	93
Bathurst	20-24	Married	M	64
Bathurst	20-24	Separated	F	8
Bathurst	20-24	Separated	M	9
Bathurst	25-34	Divorced	F	106
Bathurst	25-34	Divorced	M	74
Bathurst	25-34	Married	F	1660
Bathurst	25-34	Married	M	1421
Bathurst	25-34	Separated	F	151
Bathurst	25-34	Separated	M	100
Bathurst	25-34	Widowed	F	5
Bathurst	25-34	Widowed	M	3
Bathurst	35-44	Divorced	F	355
Bathurst	35-44	Divorced	M	286
Bathurst	35-44	Married	F	2390
Bathurst	35-44	Married	M	2293
Bathurst	35-44	Separated	F	282
Bathurst	35-44	Separated	M	235
Bathurst	35-44	Widowed	F	21
Bathurst	35-44	Widowed	M	9
Bathurst	45-54	Divorced	F	807
Bathurst	45-54	Divorced	M	633
Bathurst	45-54	Married	F	2908
Bathurst	45-54	Married	M	2684
Bathurst	45-54	Separated	F	303
Bathurst	45-54	Separated	M	294
Bathurst	45-54	Widowed	F	119
Bathurst	45-54	Widowed	M	48
Bathurst	55-64	Divorced	F	1039
Bathurst	55-64	Divorced	M	870
Bathurst	55-64	Married	F	3163
Bathurst	55-64	Married	M	3089
Bathurst	55-64	Separated	F	298
Bathurst	55-64	Separated	M	320
Bathurst	55-64	Widowed	F	280
Bathurst	55-64	Widowed	M	96
Bathurst	65-74	Divorced	F	865
Bathurst	65-74	Divorced	M	781
Bathurst	65-74	Married	F	2818
Bathurst	65-74	Married	M	3123
Bathurst	65-74	Separated	F	198
Bathurst	65-74	Separated	M	203
Bathurst	65-74	Widowed	F	647
Bathurst	65-74	Widowed	M	270
Bathurst	75-84	Divorced	F	393
Bathurst	75-84	Divorced	M	357
Bathurst	75-84	Married	F	1164
Bathurst	75-84	Married	M	1700
Bathurst	75-84	Separated	F	68
Bathurst	75-84	Separated	M	92
Bathurst	75-84	Widowed	F	1021
Bathurst	75-84	Widowed	M	345
Bathurst	85+	Divorced	F	70
Bathurst	85+	Divorced	M	32
Bathurst	85+	Married	F	229
Bathurst	85+	Married	M	380
Bathurst	85+	Separated	F	3
Bathurst	85+	Separated	M	16
Bathurst	85+	Widowed	F	871
Bathurst	85+	Widowed	M	255
Baulkham Hills	15-19	Divorced	M	4
Baulkham Hills	15-19	Married	M	8
Baulkham Hills	20-24	Divorced	F	4
Baulkham Hills	20-24	Married	F	60
Baulkham Hills	20-24	Married	M	24
Baulkham Hills	20-24	Separated	F	3
Baulkham Hills	25-34	Divorced	F	82
Baulkham Hills	25-34	Divorced	M	43
Baulkham Hills	25-34	Married	F	2108
Baulkham Hills	25-34	Married	M	1441
Baulkham Hills	25-34	Separated	F	63
Baulkham Hills	25-34	Separated	M	22
Baulkham Hills	25-34	Widowed	M	4
Baulkham Hills	35-44	Divorced	F	350
Baulkham Hills	35-44	Divorced	M	214
Baulkham Hills	35-44	Married	F	5986
Baulkham Hills	35-44	Married	M	5387
Baulkham Hills	35-44	Separated	F	193
Baulkham Hills	35-44	Separated	M	147
Baulkham Hills	35-44	Widowed	F	28
Baulkham Hills	35-44	Widowed	M	3
Baulkham Hills	45-54	Divorced	F	569
Baulkham Hills	45-54	Divorced	M	366
Baulkham Hills	45-54	Married	F	4811
Baulkham Hills	45-54	Married	M	4701
Baulkham Hills	45-54	Separated	F	239
Baulkham Hills	45-54	Separated	M	182
Baulkham Hills	45-54	Widowed	F	63
Baulkham Hills	45-54	Widowed	M	30
Baulkham Hills	55-64	Divorced	F	583
Baulkham Hills	55-64	Divorced	M	402
Baulkham Hills	55-64	Married	F	4169
Baulkham Hills	55-64	Married	M	4189
Baulkham Hills	55-64	Separated	F	152
Baulkham Hills	55-64	Separated	M	109
Baulkham Hills	55-64	Widowed	F	204
Baulkham Hills	55-64	Widowed	M	59
Baulkham Hills	65-74	Divorced	F	510
Baulkham Hills	65-74	Divorced	M	239
Baulkham Hills	65-74	Married	F	3381
Baulkham Hills	65-74	Married	M	3632
Baulkham Hills	65-74	Separated	F	99
Baulkham Hills	65-74	Separated	M	93
Baulkham Hills	65-74	Widowed	F	569
Baulkham Hills	65-74	Widowed	M	120
Baulkham Hills	75-84	Divorced	F	204
Baulkham Hills	75-84	Divorced	M	97
Baulkham Hills	75-84	Married	F	1378
Baulkham Hills	75-84	Married	M	1996
Baulkham Hills	75-84	Separated	F	32
Baulkham Hills	75-84	Separated	M	44
Baulkham Hills	75-84	Widowed	F	835
Baulkham Hills	75-84	Widowed	M	234
Baulkham Hills	85+	Divorced	F	51
Baulkham Hills	85+	Divorced	M	24
Baulkham Hills	85+	Married	F	183
Baulkham Hills	85+	Married	M	390
Baulkham Hills	85+	Separated	F	3
Baulkham Hills	85+	Separated	M	9
Baulkham Hills	85+	Widowed	F	671
Baulkham Hills	85+	Widowed	M	198
Bega	15-19	Married	M	3
Bega	20-24	Married	F	58
Bega	20-24	Married	M	32
Bega	20-24	Separated	F	5
Bega	25-34	Divorced	F	82
Bega	25-34	Divorced	M	29
Bega	25-34	Married	F	967
Bega	25-34	Married	M	707
Bega	25-34	Separated	F	96
Bega	25-34	Separated	M	37
Bega	25-34	Widowed	F	9
Bega	25-34	Widowed	M	4
Bega	35-44	Divorced	F	303
Bega	35-44	Divorced	M	200
Bega	35-44	Married	F	1821
Bega	35-44	Married	M	1566
Bega	35-44	Separated	F	207
Bega	35-44	Separated	M	120
Bega	35-44	Widowed	F	23
Bega	35-44	Widowed	M	3
Bega	45-54	Divorced	F	797
Bega	45-54	Divorced	M	544
Bega	45-54	Married	F	2456
Bega	45-54	Married	M	2161
Bega	45-54	Separated	F	300
Bega	45-54	Separated	M	228
Bega	45-54	Widowed	F	96
Bega	45-54	Widowed	M	32
Bega	55-64	Divorced	F	1352
Bega	55-64	Divorced	M	1121
Bega	55-64	Married	F	3953
Bega	55-64	Married	M	3445
Bega	55-64	Separated	F	336
Bega	55-64	Separated	M	301
Bega	55-64	Widowed	F	356
Bega	55-64	Widowed	M	113
Bega	65-74	Divorced	F	1200
Bega	65-74	Divorced	M	1220
Bega	65-74	Married	F	4216
Bega	65-74	Married	M	4651
Bega	65-74	Separated	F	241
Bega	65-74	Separated	M	311
Bega	65-74	Widowed	F	877
Bega	65-74	Widowed	M	288
Bega	75-84	Divorced	F	436
Bega	75-84	Divorced	M	421
Bega	75-84	Married	F	1778
Bega	75-84	Married	M	2409
Bega	75-84	Separated	F	70
Bega	75-84	Separated	M	98
Bega	75-84	Widowed	F	1245
Bega	75-84	Widowed	M	406
Bega	85+	Divorced	F	93
Bega	85+	Divorced	M	74
Bega	85+	Married	F	278
Bega	85+	Married	M	597
Bega	85+	Separated	F	5
Bega	85+	Separated	M	13
Bega	85+	Widowed	F	1131
Bega	85+	Widowed	M	330
Blacktown	15-19	Married	M	4
Blacktown	15-19	Separated	M	3
Blacktown	20-24	Divorced	F	10
Blacktown	20-24	Married	F	406
Blacktown	20-24	Married	M	140
Blacktown	20-24	Separated	F	17
Blacktown	20-24	Separated	M	3
Blacktown	25-34	Divorced	F	156
Blacktown	25-34	Divorced	M	151
Blacktown	25-34	Married	F	4050
Blacktown	25-34	Married	M	3085
Blacktown	25-34	Separated	F	181
Blacktown	25-34	Separated	M	112
Blacktown	25-34	Widowed	F	13
Blacktown	25-34	Widowed	M	6
Blacktown	35-44	Divorced	F	426
Blacktown	35-44	Divorced	M	324
Blacktown	35-44	Married	F	4952
Blacktown	35-44	Married	M	5160
Blacktown	35-44	Separated	F	335
Blacktown	35-44	Separated	M	230
Blacktown	35-44	Widowed	F	38
Blacktown	35-44	Widowed	M	14
Blacktown	45-54	Divorced	F	694
Blacktown	45-54	Divorced	M	490
Blacktown	45-54	Married	F	3235
Blacktown	45-54	Married	M	3393
Blacktown	45-54	Separated	F	346
Blacktown	45-54	Separated	M	280
Blacktown	45-54	Widowed	F	139
Blacktown	45-54	Widowed	M	42
Blacktown	55-64	Divorced	F	810
Blacktown	55-64	Divorced	M	598
Blacktown	55-64	Married	F	2781
Blacktown	55-64	Married	M	3012
Blacktown	55-64	Separated	F	294
Blacktown	55-64	Separated	M	263
Blacktown	55-64	Widowed	F	405
Blacktown	55-64	Widowed	M	80
Blacktown	65-74	Divorced	F	601
Blacktown	65-74	Divorced	M	484
Blacktown	65-74	Married	F	2106
Blacktown	65-74	Married	M	2347
Blacktown	65-74	Separated	F	173
Blacktown	65-74	Separated	M	181
Blacktown	65-74	Widowed	F	736
Blacktown	65-74	Widowed	M	179
Blacktown	75-84	Divorced	F	237
Blacktown	75-84	Divorced	M	139
Blacktown	75-84	Married	F	742
Blacktown	75-84	Married	M	1143
Blacktown	75-84	Separated	F	51
Blacktown	75-84	Separated	M	55
Blacktown	75-84	Widowed	F	843
Blacktown	75-84	Widowed	M	219
Blacktown	85+	Divorced	F	54
Blacktown	85+	Divorced	M	30
Blacktown	85+	Married	F	130
Blacktown	85+	Married	M	277
Blacktown	85+	Separated	F	3
Blacktown	85+	Separated	M	8
Blacktown	85+	Widowed	F	686
Blacktown	85+	Widowed	M	182
Blue Mountains	15-19	Married	M	6
Blue Mountains	20-24	Married	F	51
Blue Mountains	20-24	Married	M	25
Blue Mountains	25-34	Divorced	F	79
Blue Mountains	25-34	Divorced	M	53
Blue Mountains	25-34	Married	F	1359
Blue Mountains	25-34	Married	M	995
Blue Mountains	25-34	Separated	F	68
Blue Mountains	25-34	Separated	M	37
Blue Mountains	25-34	Widowed	F	5
Blue Mountains	35-44	Divorced	F	383
Blue Mountains	35-44	Divorced	M	231
Blue Mountains	35-44	Married	F	2687
Blue Mountains	35-44	Married	M	2426
Blue Mountains	35-44	Separated	F	199
Blue Mountains	35-44	Separated	M	150
Blue Mountains	35-44	Widowed	F	13
Blue Mountains	35-44	Widowed	M	6
Blue Mountains	45-54	Divorced	F	796
Blue Mountains	45-54	Divorced	M	506
Blue Mountains	45-54	Married	F	2985
Blue Mountains	45-54	Married	M	2849
Blue Mountains	45-54	Separated	F	271
Blue Mountains	45-54	Separated	M	201
Blue Mountains	45-54	Widowed	F	68
Blue Mountains	45-54	Widowed	M	28
Blue Mountains	55-64	Divorced	F	1054
Blue Mountains	55-64	Divorced	M	674
Blue Mountains	55-64	Married	F	3163
Blue Mountains	55-64	Married	M	2978
Blue Mountains	55-64	Separated	F	235
Blue Mountains	55-64	Separated	M	199
Blue Mountains	55-64	Widowed	F	221
Blue Mountains	55-64	Widowed	M	73
Blue Mountains	65-74	Divorced	F	1189
Blue Mountains	65-74	Divorced	M	675
Blue Mountains	65-74	Married	F	2718
Blue Mountains	65-74	Married	M	3053
Blue Mountains	65-74	Separated	F	169
Blue Mountains	65-74	Separated	M	166
Blue Mountains	65-74	Widowed	F	549
Blue Mountains	65-74	Widowed	M	185
Blue Mountains	75-84	Divorced	F	524
Blue Mountains	75-84	Divorced	M	262
Blue Mountains	75-84	Married	F	1080
Blue Mountains	75-84	Married	M	1446
Blue Mountains	75-84	Separated	F	68
Blue Mountains	75-84	Separated	M	56
Blue Mountains	75-84	Widowed	F	837
Blue Mountains	75-84	Widowed	M	219
Blue Mountains	85+	Divorced	F	103
Blue Mountains	85+	Divorced	M	47
Blue Mountains	85+	Married	F	172
Blue Mountains	85+	Married	M	335
Blue Mountains	85+	Separated	F	9
Blue Mountains	85+	Separated	M	7
Blue Mountains	85+	Widowed	F	672
Blue Mountains	85+	Widowed	M	167
Cabramatta	15-19	Married	F	10
Cabramatta	15-19	Married	M	10
Cabramatta	15-19	Widowed	F	5
Cabramatta	20-24	Divorced	F	10
Cabramatta	20-24	Divorced	M	10
Cabramatta	20-24	Married	F	306
Cabramatta	20-24	Married	M	142
Cabramatta	20-24	Separated	F	25
Cabramatta	20-24	Separated	M	3
Cabramatta	20-24	Widowed	F	3
Cabramatta	25-34	Divorced	F	331
Cabramatta	25-34	Divorced	M	199
Cabramatta	25-34	Married	F	2121
Cabramatta	25-34	Married	M	1497
Cabramatta	25-34	Separated	F	243
Cabramatta	25-34	Separated	M	114
Cabramatta	25-34	Widowed	F	20
Cabramatta	25-34	Widowed	M	5
Cabramatta	35-44	Divorced	F	734
Cabramatta	35-44	Divorced	M	493
Cabramatta	35-44	Married	F	3123
Cabramatta	35-44	Married	M	2470
Cabramatta	35-44	Separated	F	404
Cabramatta	35-44	Separated	M	225
Cabramatta	35-44	Widowed	F	66
Cabramatta	35-44	Widowed	M	11
Cabramatta	45-54	Divorced	F	1076
Cabramatta	45-54	Divorced	M	743
Cabramatta	45-54	Married	F	3437
Cabramatta	45-54	Married	M	3201
Cabramatta	45-54	Separated	F	355
Cabramatta	45-54	Separated	M	287
Cabramatta	45-54	Widowed	F	162
Cabramatta	45-54	Widowed	M	39
Cabramatta	55-64	Divorced	F	1105
Cabramatta	55-64	Divorced	M	872
Cabramatta	55-64	Married	F	3397
Cabramatta	55-64	Married	M	3832
Cabramatta	55-64	Separated	F	324
Cabramatta	55-64	Separated	M	310
Cabramatta	55-64	Widowed	F	437
Cabramatta	55-64	Widowed	M	81
Cabramatta	65-74	Divorced	F	596
Cabramatta	65-74	Divorced	M	512
Cabramatta	65-74	Married	F	2370
Cabramatta	65-74	Married	M	2862
Cabramatta	65-74	Separated	F	192
Cabramatta	65-74	Separated	M	188
Cabramatta	65-74	Widowed	F	815
Cabramatta	65-74	Widowed	M	145
Cabramatta	75-84	Divorced	F	154
Cabramatta	75-84	Divorced	M	133
Cabramatta	75-84	Married	F	764
Cabramatta	75-84	Married	M	1264
Cabramatta	75-84	Separated	F	36
Cabramatta	75-84	Separated	M	60
Cabramatta	75-84	Widowed	F	924
Cabramatta	75-84	Widowed	M	195
Cabramatta	85+	Divorced	F	50
Cabramatta	85+	Divorced	M	32
Cabramatta	85+	Married	F	166
Cabramatta	85+	Married	M	407
Cabramatta	85+	Separated	F	11
Cabramatta	85+	Separated	M	17
Cabramatta	85+	Widowed	F	817
Cabramatta	85+	Widowed	M	199
Camden	15-19	Married	F	6
Camden	15-19	Married	M	3
Camden	20-24	Divorced	F	3
Camden	20-24	Married	F	247
Camden	20-24	Married	M	105
Camden	20-24	Separated	F	16
Camden	20-24	Separated	M	3
Camden	20-24	Widowed	F	5
Camden	25-34	Divorced	F	251
Camden	25-34	Divorced	M	136
Camden	25-34	Married	F	6087
Camden	25-34	Married	M	4441
Camden	25-34	Separated	F	304
Camden	25-34	Separated	M	182
Camden	25-34	Widowed	F	14
Camden	25-34	Widowed	M	10
Camden	35-44	Divorced	F	772
Camden	35-44	Divorced	M	504
Camden	35-44	Married	F	7429
Camden	35-44	Married	M	7451
Camden	35-44	Separated	F	507
Camden	35-44	Separated	M	363
