SED_NAME16	EduInstitutionType	Sex	students
Hinchinbrook	University or other tertiary	F	982
Hinchinbrook	University or other tertiary	M	422
Inala		F	2535
Inala		M	5240
Inala	Infants/Primary	F	2668
Inala	Infants/Primary	M	2796
Inala	Pre-school	F	535
Inala	Pre-school	M	572
Inala	Secondary	F	2271
Inala	Secondary	M	2349
Inala	Technical or Further Educational Institution	F	1021
Inala	Technical or Further Educational Institution	M	649
Inala	University or other tertiary	F	1696
Inala	University or other tertiary	M	1227
Ipswich		F	1685
Ipswich		M	1616
Ipswich	Infants/Primary	F	2186
Ipswich	Infants/Primary	M	2328
Ipswich	Pre-school	F	404
Ipswich	Pre-school	M	464
Ipswich	Secondary	F	1768
Ipswich	Secondary	M	1879
Ipswich	Technical or Further Educational Institution	F	647
Ipswich	Technical or Further Educational Institution	M	413
Ipswich	University or other tertiary	F	1124
Ipswich	University or other tertiary	M	586
Ipswich West		F	1765
Ipswich West		M	2625
Ipswich West	Infants/Primary	F	2392
Ipswich West	Infants/Primary	M	2530
Ipswich West	Pre-school	F	430
Ipswich West	Pre-school	M	461
Ipswich West	Secondary	F	1969
Ipswich West	Secondary	M	1995
Ipswich West	Technical or Further Educational Institution	F	627
Ipswich West	Technical or Further Educational Institution	M	458
Ipswich West	University or other tertiary	F	1146
Ipswich West	University or other tertiary	M	565
Jordan		F	1751
Jordan		M	1734
Jordan	Infants/Primary	F	3873
Jordan	Infants/Primary	M	4097
Jordan	Pre-school	F	800
Jordan	Pre-school	M	868
Jordan	Secondary	F	2974
Jordan	Secondary	M	2976
Jordan	Technical or Further Educational Institution	F	944
Jordan	Technical or Further Educational Institution	M	631
Jordan	University or other tertiary	F	1787
Jordan	University or other tertiary	M	1092
Kawana		F	1613
Kawana		M	1537
Kawana	Infants/Primary	F	2068
Kawana	Infants/Primary	M	2134
Kawana	Pre-school	F	397
Kawana	Pre-school	M	405
Kawana	Secondary	F	1839
Kawana	Secondary	M	1930
Kawana	Technical or Further Educational Institution	F	511
Kawana	Technical or Further Educational Institution	M	377
Kawana	University or other tertiary	F	1269
Kawana	University or other tertiary	M	714
Keppel		F	1844
Keppel		M	2451
Keppel	Infants/Primary	F	2216
Keppel	Infants/Primary	M	2371
Keppel	Pre-school	F	357
Keppel	Pre-school	M	395
Keppel	Secondary	F	1848
Keppel	Secondary	M	2086
Keppel	Technical or Further Educational Institution	F	484
Keppel	Technical or Further Educational Institution	M	334
Keppel	University or other tertiary	F	1108
Keppel	University or other tertiary	M	529
Kurwongbah		F	1427
Kurwongbah		M	1396
Kurwongbah	Infants/Primary	F	2832
Kurwongbah	Infants/Primary	M	2878
Kurwongbah	Pre-school	F	536
Kurwongbah	Pre-school	M	610
Kurwongbah	Secondary	F	2313
Kurwongbah	Secondary	M	2465
Kurwongbah	Technical or Further Educational Institution	F	754
Kurwongbah	Technical or Further Educational Institution	M	567
Kurwongbah	University or other tertiary	F	1377
Kurwongbah	University or other tertiary	M	716
Lockyer		F	2111
Lockyer		M	1958
Lockyer	Infants/Primary	F	2188
Lockyer	Infants/Primary	M	2466
Lockyer	Pre-school	F	340
Lockyer	Pre-school	M	403
Lockyer	Secondary	F	1906
Lockyer	Secondary	M	1972
Lockyer	Technical or Further Educational Institution	F	551
Lockyer	Technical or Further Educational Institution	M	368
Lockyer	University or other tertiary	F	1198
Lockyer	University or other tertiary	M	478
Logan		F	2395
Logan		M	2338
Logan	Infants/Primary	F	3110
Logan	Infants/Primary	M	3180
Logan	Pre-school	F	595
Logan	Pre-school	M	653
Logan	Secondary	F	2341
Logan	Secondary	M	2415
Logan	Technical or Further Educational Institution	F	900
Logan	Technical or Further Educational Institution	M	564
Logan	University or other tertiary	F	1197
Logan	University or other tertiary	M	589
Lytton		F	1292
Lytton		M	1263
Lytton	Infants/Primary	F	2243
Lytton	Infants/Primary	M	2348
Lytton	Pre-school	F	515
Lytton	Pre-school	M	554
Lytton	Secondary	F	1866
Lytton	Secondary	M	1947
Lytton	Technical or Further Educational Institution	F	606
Lytton	Technical or Further Educational Institution	M	470
Lytton	University or other tertiary	F	1302
Lytton	University or other tertiary	M	863
Macalister		F	2363
Macalister		M	2382
Macalister	Infants/Primary	F	2605
Macalister	Infants/Primary	M	2642
Macalister	Pre-school	F	532
Macalister	Pre-school	M	582
Macalister	Secondary	F	2044
Macalister	Secondary	M	2160
Macalister	Technical or Further Educational Institution	F	827
Macalister	Technical or Further Educational Institution	M	590
Macalister	University or other tertiary	F	1110
Macalister	University or other tertiary	M	571
Mackay		F	2337
Mackay		M	2826
Mackay	Infants/Primary	F	2151
Mackay	Infants/Primary	M	2265
Mackay	Pre-school	F	376
Mackay	Pre-school	M	413
Mackay	Secondary	F	1853
Mackay	Secondary	M	1865
Mackay	Technical or Further Educational Institution	F	599
Mackay	Technical or Further Educational Institution	M	446
Mackay	University or other tertiary	F	961
Mackay	University or other tertiary	M	468
Maiwar		F	1455
Maiwar		M	1328
Maiwar	Infants/Primary	F	2175
Maiwar	Infants/Primary	M	2229
Maiwar	Pre-school	F	471
Maiwar	Pre-school	M	456
Maiwar	Secondary	F	1892
Maiwar	Secondary	M	2023
Maiwar	Technical or Further Educational Institution	F	745
Maiwar	Technical or Further Educational Institution	M	621
Maiwar	University or other tertiary	F	6198
Maiwar	University or other tertiary	M	5607
Mansfield		F	1298
Mansfield		M	1318
Mansfield	Infants/Primary	F	2654
Mansfield	Infants/Primary	M	2634
Mansfield	Pre-school	F	521
Mansfield	Pre-school	M	590
Mansfield	Secondary	F	2310
Mansfield	Secondary	M	2462
Mansfield	Technical or Further Educational Institution	F	773
Mansfield	Technical or Further Educational Institution	M	560
Mansfield	University or other tertiary	F	2258
Mansfield	University or other tertiary	M	1776
Maroochydore		F	2027
Maroochydore		M	1941
Maroochydore	Infants/Primary	F	1367
Maroochydore	Infants/Primary	M	1464
Maroochydore	Pre-school	F	274
Maroochydore	Pre-school	M	328
Maroochydore	Secondary	F	1156
Maroochydore	Secondary	M	1273
Maroochydore	Technical or Further Educational Institution	F	620
Maroochydore	Technical or Further Educational Institution	M	505
Maroochydore	University or other tertiary	F	1382
Maroochydore	University or other tertiary	M	665
Maryborough		F	1772
Maryborough		M	2518
Maryborough	Infants/Primary	F	1804
Maryborough	Infants/Primary	M	1903
Maryborough	Pre-school	F	298
Maryborough	Pre-school	M	293
Maryborough	Secondary	F	1582
Maryborough	Secondary	M	1692
Maryborough	Technical or Further Educational Institution	F	543
Maryborough	Technical or Further Educational Institution	M	321
Maryborough	University or other tertiary	F	564
Maryborough	University or other tertiary	M	203
McConnel		F	2958
McConnel		M	3146
McConnel	Infants/Primary	F	952
McConnel	Infants/Primary	M	868
McConnel	Pre-school	F	272
McConnel	Pre-school	M	262
McConnel	Secondary	F	794
McConnel	Secondary	M	858
McConnel	Technical or Further Educational Institution	F	1667
McConnel	Technical or Further Educational Institution	M	1342
McConnel	University or other tertiary	F	4910
McConnel	University or other tertiary	M	4070
Mermaid Beach		F	1691
Mermaid Beach		M	1568
Mermaid Beach	Infants/Primary	F	1900
Mermaid Beach	Infants/Primary	M	1902
Mermaid Beach	Pre-school	F	453
Mermaid Beach	Pre-school	M	494
Mermaid Beach	Secondary	F	1584
Mermaid Beach	Secondary	M	1622
Mermaid Beach	Technical or Further Educational Institution	F	810
Mermaid Beach	Technical or Further Educational Institution	M	627
Mermaid Beach	University or other tertiary	F	2048
Mermaid Beach	University or other tertiary	M	1339
Miller		F	952
Miller		M	1019
Miller	Infants/Primary	F	2074
Miller	Infants/Primary	M	2142
Miller	Pre-school	F	468
Miller	Pre-school	M	494
Miller	Secondary	F	1707
Miller	Secondary	M	1839
Miller	Technical or Further Educational Institution	F	535
Miller	Technical or Further Educational Institution	M	494
Miller	University or other tertiary	F	2477
Miller	University or other tertiary	M	2017
Mirani		F	2444
Mirani		M	3903
Mirani	Infants/Primary	F	2134
Mirani	Infants/Primary	M	2180
Mirani	Pre-school	F	317
Mirani	Pre-school	M	357
Mirani	Secondary	F	1610
Mirani	Secondary	M	1661
Mirani	Technical or Further Educational Institution	F	429
Mirani	Technical or Further Educational Institution	M	280
Mirani	University or other tertiary	F	767
Mirani	University or other tertiary	M	277
Moggill		F	764
Moggill		M	715
Moggill	Infants/Primary	F	2581
Moggill	Infants/Primary	M	2701
Moggill	Pre-school	F	457
Moggill	Pre-school	M	521
Moggill	Secondary	F	2242
Moggill	Secondary	M	2557
Moggill	Technical or Further Educational Institution	F	450
Moggill	Technical or Further Educational Institution	M	354
Moggill	University or other tertiary	F	1852
Moggill	University or other tertiary	M	1510
Morayfield		F	2350
Morayfield		M	2226
Morayfield	Infants/Primary	F	2520
Morayfield	Infants/Primary	M	2754
Morayfield	Pre-school	F	487
Morayfield	Pre-school	M	530
Morayfield	Secondary	F	2029
Morayfield	Secondary	M	2018
Morayfield	Technical or Further Educational Institution	F	882
Morayfield	Technical or Further Educational Institution	M	505
Morayfield	University or other tertiary	F	1030
Morayfield	University or other tertiary	M	505
Mount Ommaney		F	900
Mount Ommaney		M	949
Mount Ommaney	Infants/Primary	F	2285
Mount Ommaney	Infants/Primary	M	2377
Mount Ommaney	Pre-school	F	478
Mount Ommaney	Pre-school	M	551
Mount Ommaney	Secondary	F	1924
Mount Ommaney	Secondary	M	2017
Mount Ommaney	Technical or Further Educational Institution	F	539
Mount Ommaney	Technical or Further Educational Institution	M	409
Mount Ommaney	University or other tertiary	F	1828
Mount Ommaney	University or other tertiary	M	1353
Mudgeeraba		F	1925
Mudgeeraba		M	1636
Mudgeeraba	Infants/Primary	F	2650
Mudgeeraba	Infants/Primary	M	2703
Mudgeeraba	Pre-school	F	541
Mudgeeraba	Pre-school	M	666
Mudgeeraba	Secondary	F	2349
Mudgeeraba	Secondary	M	2415
Mudgeeraba	Technical or Further Educational Institution	F	747
Mudgeeraba	Technical or Further Educational Institution	M	538
Mudgeeraba	University or other tertiary	F	1494
Mudgeeraba	University or other tertiary	M	964
Mulgrave		F	2626
Mulgrave		M	2652
Mulgrave	Infants/Primary	F	2658
Mulgrave	Infants/Primary	M	2790
Mulgrave	Pre-school	F	459
Mulgrave	Pre-school	M	449
Mulgrave	Secondary	F	2165
Mulgrave	Secondary	M	2235
Mulgrave	Technical or Further Educational Institution	F	741
Mulgrave	Technical or Further Educational Institution	M	453
Mulgrave	University or other tertiary	F	997
Mulgrave	University or other tertiary	M	410
Mundingburra		F	2120
Mundingburra		M	3609
Mundingburra	Infants/Primary	F	1834
Mundingburra	Infants/Primary	M	1945
Mundingburra	Pre-school	F	320
Mundingburra	Pre-school	M	378
Mundingburra	Secondary	F	1829
Mundingburra	Secondary	M	1826
Mundingburra	Technical or Further Educational Institution	F	519
Mundingburra	Technical or Further Educational Institution	M	386
Mundingburra	University or other tertiary	F	2397
Mundingburra	University or other tertiary	M	1487
Murrumba		F	2024
Murrumba		M	1827
Murrumba	Infants/Primary	F	3293
Murrumba	Infants/Primary	M	3665
Murrumba	Pre-school	F	731
Murrumba	Pre-school	M	808
Murrumba	Secondary	F	2431
Murrumba	Secondary	M	2533
Murrumba	Technical or Further Educational Institution	F	1043
Murrumba	Technical or Further Educational Institution	M	613
Murrumba	University or other tertiary	F	1723
Murrumba	University or other tertiary	M	861
Nanango		F	2438
Nanango		M	2563
Nanango	Infants/Primary	F	1858
Nanango	Infants/Primary	M	1992
Nanango	Pre-school	F	271
Nanango	Pre-school	M	286
Nanango	Secondary	F	1608
Nanango	Secondary	M	1647
Nanango	Technical or Further Educational Institution	F	419
Nanango	Technical or Further Educational Institution	M	266
Nanango	University or other tertiary	F	507
Nanango	University or other tertiary	M	146
Nicklin		F	1599
Nicklin		M	1703
Nicklin	Infants/Primary	F	1939
Nicklin	Infants/Primary	M	1979
Nicklin	Pre-school	F	358
Nicklin	Pre-school	M	377
Nicklin	Secondary	F	1637
Nicklin	Secondary	M	1671
Nicklin	Technical or Further Educational Institution	F	564
Nicklin	Technical or Further Educational Institution	M	390
Nicklin	University or other tertiary	F	961
Nicklin	University or other tertiary	M	462
Ninderry		F	1426
Ninderry		M	1442
Ninderry	Infants/Primary	F	2468
Ninderry	Infants/Primary	M	2713
Ninderry	Pre-school	F	512
Ninderry	Pre-school	M	609
Ninderry	Secondary	F	2054
Ninderry	Secondary	M	2105
Ninderry	Technical or Further Educational Institution	F	611
Ninderry	Technical or Further Educational Institution	M	409
Ninderry	University or other tertiary	F	1096
Ninderry	University or other tertiary	M	590
Noosa		F	1585
Noosa		M	1539
Noosa	Infants/Primary	F	1617
Noosa	Infants/Primary	M	1725
Noosa	Pre-school	F	296
Noosa	Pre-school	M	311
Noosa	Secondary	F	1645
Noosa	Secondary	M	1641
Noosa	Technical or Further Educational Institution	F	402
Noosa	Technical or Further Educational Institution	M	339
Noosa	University or other tertiary	F	755
Noosa	University or other tertiary	M	354
Nudgee		F	1440
Nudgee		M	1502
Nudgee	Infants/Primary	F	1986
Nudgee	Infants/Primary	M	2094
Nudgee	Pre-school	F	490
Nudgee	Pre-school	M	535
Nudgee	Secondary	F	1516
Nudgee	Secondary	M	1747
Nudgee	Technical or Further Educational Institution	F	799
Nudgee	Technical or Further Educational Institution	M	675
Nudgee	University or other tertiary	F	1956
Nudgee	University or other tertiary	M	1318
Oodgeroo		F	1013
Oodgeroo		M	901
Oodgeroo	Infants/Primary	F	1612
Oodgeroo	Infants/Primary	M	1724
Oodgeroo	Pre-school	F	284
Oodgeroo	Pre-school	M	308
Oodgeroo	Secondary	F	1763
Oodgeroo	Secondary	M	1842
Oodgeroo	Technical or Further Educational Institution	F	453
Oodgeroo	Technical or Further Educational Institution	M	350
Oodgeroo	University or other tertiary	F	1031
Oodgeroo	University or other tertiary	M	717
Pine Rivers		F	1246
Pine Rivers		M	1290
Pine Rivers	Infants/Primary	F	2575
Pine Rivers	Infants/Primary	M	2774
Pine Rivers	Pre-school	F	487
Pine Rivers	Pre-school	M	557
Pine Rivers	Secondary	F	2160
Pine Rivers	Secondary	M	2272
Pine Rivers	Technical or Further Educational Institution	F	684
Pine Rivers	Technical or Further Educational Institution	M	505
Pine Rivers	University or other tertiary	F	1381
Pine Rivers	University or other tertiary	M	899
Pumicestone		F	1568
Pumicestone		M	1512
Pumicestone	Infants/Primary	F	1679
Pumicestone	Infants/Primary	M	1742
Pumicestone	Pre-school	F	332
Pumicestone	Pre-school	M	344
Pumicestone	Secondary	F	1462
Pumicestone	Secondary	M	1475
Pumicestone	Technical or Further Educational Institution	F	520
Pumicestone	Technical or Further Educational Institution	M	285
Pumicestone	University or other tertiary	F	663
Pumicestone	University or other tertiary	M	272
Redcliffe		F	1697
Redcliffe		M	1677
Redcliffe	Infants/Primary	F	1689
Redcliffe	Infants/Primary	M	1754
Redcliffe	Pre-school	F	309
Redcliffe	Pre-school	M	347
Redcliffe	Secondary	F	1509
Redcliffe	Secondary	M	1564
Redcliffe	Technical or Further Educational Institution	F	601
Redcliffe	Technical or Further Educational Institution	M	412
Redcliffe	University or other tertiary	F	906
Redcliffe	University or other tertiary	M	499
Redlands		F	1336
Redlands		M	1350
Redlands	Infants/Primary	F	2066
Redlands	Infants/Primary	M	2104
Redlands	Pre-school	F	427
Redlands	Pre-school	M	450
Redlands	Secondary	F	1785
Redlands	Secondary	M	1891
Redlands	Technical or Further Educational Institution	F	617
Redlands	Technical or Further Educational Institution	M	454
Redlands	University or other tertiary	F	1018
Redlands	University or other tertiary	M	523
Rockhampton		F	2053
Rockhampton		M	2472
Rockhampton	Infants/Primary	F	2324
Rockhampton	Infants/Primary	M	2350
Rockhampton	Pre-school	F	419
Rockhampton	Pre-school	M	406
Rockhampton	Secondary	F	2018
Rockhampton	Secondary	M	2065
Rockhampton	Technical or Further Educational Institution	F	512
Rockhampton	Technical or Further Educational Institution	M	373
Rockhampton	University or other tertiary	F	1094
Rockhampton	University or other tertiary	M	545
Sandgate		F	1214
Sandgate		M	1131
Sandgate	Infants/Primary	F	2292
Sandgate	Infants/Primary	M	2426
Sandgate	Pre-school	F	518
Sandgate	Pre-school	M	552
Sandgate	Secondary	F	1766
Sandgate	Secondary	M	2000
Sandgate	Technical or Further Educational Institution	F	721
Sandgate	Technical or Further Educational Institution	M	511
Sandgate	University or other tertiary	F	1369
Sandgate	University or other tertiary	M	911
Scenic Rim		F	2065
Scenic Rim		M	2292
Scenic Rim	Infants/Primary	F	2149
Scenic Rim	Infants/Primary	M	2261
Scenic Rim	Pre-school	F	338
Scenic Rim	Pre-school	M	375
Scenic Rim	Secondary	F	2007
Scenic Rim	Secondary	M	1973
Scenic Rim	Technical or Further Educational Institution	F	514
Scenic Rim	Technical or Further Educational Institution	M	365
Scenic Rim	University or other tertiary	F	829
Scenic Rim	University or other tertiary	M	378
South Brisbane		F	2670
South Brisbane		M	2673
South Brisbane	Infants/Primary	F	1330
South Brisbane	Infants/Primary	M	1326
South Brisbane	Pre-school	F	261
South Brisbane	Pre-school	M	274
South Brisbane	Secondary	F	1369
South Brisbane	Secondary	M	1470
South Brisbane	Technical or Further Educational Institution	F	1314
South Brisbane	Technical or Further Educational Institution	M	1061
South Brisbane	University or other tertiary	F	5276
South Brisbane	University or other tertiary	M	4455
Southern Downs		F	2185
Southern Downs		M	2270
Southern Downs	Infants/Primary	F	1945
Southern Downs	Infants/Primary	M	1981
Southern Downs	Pre-school	F	274
Southern Downs	Pre-school	M	308
Southern Downs	Secondary	F	1613
Southern Downs	Secondary	M	1564
Southern Downs	Technical or Further Educational Institution	F	492
Southern Downs	Technical or Further Educational Institution	M	294
Southern Downs	University or other tertiary	F	543
Southern Downs	University or other tertiary	M	206
Southport		F	2532
Southport		M	2285
Southport	Infants/Primary	F	1700
Southport	Infants/Primary	M	1825
Southport	Pre-school	F	381
Southport	Pre-school	M	428
Southport	Secondary	F	1674
Southport	Secondary	M	1955
Southport	Technical or Further Educational Institution	F	1079
Southport	Technical or Further Educational Institution	M	780
Southport	University or other tertiary	F	2130
Southport	University or other tertiary	M	1553
Springwood		F	1062
Springwood		M	1038
Springwood	Infants/Primary	F	2409
Springwood	Infants/Primary	M	2591
Springwood	Pre-school	F	534
Springwood	Pre-school	M	586
Springwood	Secondary	F	1976
Springwood	Secondary	M	2117
Springwood	Technical or Further Educational Institution	F	605
Springwood	Technical or Further Educational Institution	M	480
Springwood	University or other tertiary	F	1371
Springwood	University or other tertiary	M	882
Stafford		F	1555
Stafford		M	1524
Stafford	Infants/Primary	F	2104
Stafford	Infants/Primary	M	2161
Stafford	Pre-school	F	510
Stafford	Pre-school	M	536
Stafford	Secondary	F	1756
Stafford	Secondary	M	1843
Stafford	Technical or Further Educational Institution	F	702
Stafford	Technical or Further Educational Institution	M	604
Stafford	University or other tertiary	F	2346
Stafford	University or other tertiary	M	1608
Stretton		F	1647
Stretton		M	1571
Stretton	Infants/Primary	F	2745
Stretton	Infants/Primary	M	2803
Stretton	Pre-school	F	520
Stretton	Pre-school	M	623
Stretton	Secondary	F	2144
Stretton	Secondary	M	2077
Stretton	Technical or Further Educational Institution	F	982
Stretton	Technical or Further Educational Institution	M	796
Stretton	University or other tertiary	F	1876
Stretton	University or other tertiary	M	1643
Surfers Paradise		F	3189
Surfers Paradise		M	3286
Surfers Paradise	Infants/Primary	F	1212
Surfers Paradise	Infants/Primary	M	1251
Surfers Paradise	Pre-school	F	299
Surfers Paradise	Pre-school	M	331
Surfers Paradise	Secondary	F	1192
Surfers Paradise	Secondary	M	1226
Surfers Paradise	Technical or Further Educational Institution	F	1187
Surfers Paradise	Technical or Further Educational Institution	M	987
Surfers Paradise	University or other tertiary	F	1490
Surfers Paradise	University or other tertiary	M	1073
Theodore		F	1592
Theodore		M	1532
Theodore	Infants/Primary	F	2893
Theodore	Infants/Primary	M	3110
Theodore	Pre-school	F	651
Theodore	Pre-school	M	720
Theodore	Secondary	F	2368
Theodore	Secondary	M	2530
Theodore	Technical or Further Educational Institution	F	816
Theodore	Technical or Further Educational Institution	M	604
Theodore	University or other tertiary	F	1381
Theodore	University or other tertiary	M	786
Thuringowa		F	2002
Thuringowa		M	2159
Thuringowa	Infants/Primary	F	2369
Thuringowa	Infants/Primary	M	2439
Thuringowa	Pre-school	F	399
Thuringowa	Pre-school	M	421
Thuringowa	Secondary	F	1974
Thuringowa	Secondary	M	1980
Thuringowa	Technical or Further Educational Institution	F	607
Thuringowa	Technical or Further Educational Institution	M	436
Thuringowa	University or other tertiary	F	1249
Thuringowa	University or other tertiary	M	602
Toohey		F	1577
Toohey		M	1801
Toohey	Infants/Primary	F	2026
Toohey	Infants/Primary	M	2117
Toohey	Pre-school	F	437
Toohey	Pre-school	M	495
Toohey	Secondary	F	1551
Toohey	Secondary	M	1547
Toohey	Technical or Further Educational Institution	F	1027
Toohey	Technical or Further Educational Institution	M	862
Toohey	University or other tertiary	F	2444
Toohey	University or other tertiary	M	2317
Toowoomba North		F	1748
Toowoomba North		M	1724
Toowoomba North	Infants/Primary	F	2202
Toowoomba North	Infants/Primary	M	2266
Toowoomba North	Pre-school	F	383
Toowoomba North	Pre-school	M	413
Toowoomba North	Secondary	F	2220
Toowoomba North	Secondary	M	2329
Toowoomba North	Technical or Further Educational Institution	F	820
Toowoomba North	Technical or Further Educational Institution	M	598
Toowoomba North	University or other tertiary	F	1214
Toowoomba North	University or other tertiary	M	733
Toowoomba South		F	1730
Toowoomba South		M	1634
Toowoomba South	Infants/Primary	F	2310
Toowoomba South	Infants/Primary	M	2412
Toowoomba South	Pre-school	F	472
Toowoomba South	Pre-school	M	469
Toowoomba South	Secondary	F	1998
Toowoomba South	Secondary	M	2094
Toowoomba South	Technical or Further Educational Institution	F	891
Toowoomba South	Technical or Further Educational Institution	M	628
Toowoomba South	University or other tertiary	F	1740
Toowoomba South	University or other tertiary	M	1159
Townsville		F	1973
Townsville		M	2352
Townsville	Infants/Primary	F	1828
Townsville	Infants/Primary	M	1839
Townsville	Pre-school	F	309
Townsville	Pre-school	M	356
Townsville	Secondary	F	1588
Townsville	Secondary	M	1372
Townsville	Technical or Further Educational Institution	F	570
Townsville	Technical or Further Educational Institution	M	420
Townsville	University or other tertiary	F	1433
Townsville	University or other tertiary	M	831
Traeger		F	2446
Traeger		M	3068
Traeger	Infants/Primary	F	1875
Traeger	Infants/Primary	M	1957
Traeger	Pre-school	F	325
Traeger	Pre-school	M	333
Traeger	Secondary	F	1368
Traeger	Secondary	M	1380
Traeger	Technical or Further Educational Institution	F	365
Traeger	Technical or Further Educational Institution	M	274
Traeger	University or other tertiary	F	535
Traeger	University or other tertiary	M	192
Warrego		F	2081
Warrego		M	2228
Warrego	Infants/Primary	F	1936
Warrego	Infants/Primary	M	1966
Warrego	Pre-school	F	301
Warrego	Pre-school	M	316
Warrego	Secondary	F	1327
Warrego	Secondary	M	1372
Warrego	Technical or Further Educational Institution	F	366
Warrego	Technical or Further Educational Institution	M	278
Warrego	University or other tertiary	F	535
Warrego	University or other tertiary	M	207
Waterford		F	2877
Waterford		M	2684
Waterford	Infants/Primary	F	2717
Waterford	Infants/Primary	M	2796
Waterford	Pre-school	F	509
Waterford	Pre-school	M	516
Waterford	Secondary	F	2074
Waterford	Secondary	M	2130
Waterford	Technical or Further Educational Institution	F	928
Waterford	Technical or Further Educational Institution	M	624
Waterford	University or other tertiary	F	1116
Waterford	University or other tertiary	M	717
Whitsunday		F	2574
Whitsunday		M	3224
Whitsunday	Infants/Primary	F	2241
Whitsunday	Infants/Primary	M	2429
Whitsunday	Pre-school	F	398
Whitsunday	Pre-school	M	385
Whitsunday	Secondary	F	1851
Whitsunday	Secondary	M	1970
Whitsunday	Technical or Further Educational Institution	F	557
Whitsunday	Technical or Further Educational Institution	M	406
Whitsunday	University or other tertiary	F	802
Whitsunday	University or other tertiary	M	319
Woodridge		F	3625
Woodridge		M	3700
Woodridge	Infants/Primary	F	3540
Woodridge	Infants/Primary	M	3731
Woodridge	Pre-school	F	610
Woodridge	Pre-school	M	682
Woodridge	Secondary	F	2976
Woodridge	Secondary	M	2974
Woodridge	Technical or Further Educational Institution	F	1204
Woodridge	Technical or Further Educational Institution	M	711
Woodridge	University or other tertiary	F	1106
Woodridge	University or other tertiary	M	705
No usual address (Qld)		F	1503
No usual address (Qld)		M	2196
No usual address (Qld)	Infants/Primary	F	259
No usual address (Qld)	Infants/Primary	M	251
No usual address (Qld)	Pre-school	F	35
No usual address (Qld)	Pre-school	M	39
No usual address (Qld)	Secondary	F	148
No usual address (Qld)	Secondary	M	139
No usual address (Qld)	Technical or Further Educational Institution	F	155
No usual address (Qld)	Technical or Further Educational Institution	M	83
No usual address (Qld)	University or other tertiary	F	150
No usual address (Qld)	University or other tertiary	M	93
Migratory - Offshore - Shipping (Qld)		F	24
Migratory - Offshore - Shipping (Qld)		M	115
Adelaide		F	1447
Adelaide		M	1762
Adelaide	Infants/Primary	F	1097
Adelaide	Infants/Primary	M	1192
Adelaide	Pre-school	F	237
Adelaide	Pre-school	M	230
Adelaide	Secondary	F	876
Adelaide	Secondary	M	821
Adelaide	Technical or Further Educational Institution	F	566
Adelaide	Technical or Further Educational Institution	M	554
Adelaide	University or other tertiary	F	3829
Adelaide	University or other tertiary	M	3420
Badcoe		F	805
Badcoe		M	837
Badcoe	Infants/Primary	F	1361
Badcoe	Infants/Primary	M	1419
Badcoe	Pre-school	F	338
Badcoe	Pre-school	M	339
Badcoe	Secondary	F	958
Badcoe	Secondary	M	933
Badcoe	Technical or Further Educational Institution	F	606
Badcoe	Technical or Further Educational Institution	M	592
Badcoe	University or other tertiary	F	1900
Badcoe	University or other tertiary	M	1388
Black		F	511
Black		M	555
Black	Infants/Primary	F	1553
Black	Infants/Primary	M	1599
Black	Pre-school	F	291
Black	Pre-school	M	342
Black	Secondary	F	1084
Black	Secondary	M	1140
Black	Technical or Further Educational Institution	F	374
Black	Technical or Further Educational Institution	M	334
Black	University or other tertiary	F	997
Black	University or other tertiary	M	681
Bragg		F	565
Bragg		M	520
Bragg	Infants/Primary	F	1779
Bragg	Infants/Primary	M	1814
Bragg	Pre-school	F	344
Bragg	Pre-school	M	353
Bragg	Secondary	F	1560
Bragg	Secondary	M	1520
Bragg	Technical or Further Educational Institution	F	378
Bragg	Technical or Further Educational Institution	M	271
Bragg	University or other tertiary	F	1412
Bragg	University or other tertiary	M	1223
Chaffey		F	1286
Chaffey		M	1599
Chaffey	Infants/Primary	F	1474
Chaffey	Infants/Primary	M	1505
Chaffey	Pre-school	F	208
Chaffey	Pre-school	M	200
Chaffey	Secondary	F	925
Chaffey	Secondary	M	958
Chaffey	Technical or Further Educational Institution	F	302
Chaffey	Technical or Further Educational Institution	M	260
Chaffey	University or other tertiary	F	337
Chaffey	University or other tertiary	M	125
Cheltenham		F	975
Cheltenham		M	928
Cheltenham	Infants/Primary	F	1381
Cheltenham	Infants/Primary	M	1467
Cheltenham	Pre-school	F	281
Cheltenham	Pre-school	M	347
Cheltenham	Secondary	F	1014
Cheltenham	Secondary	M	997
Cheltenham	Technical or Further Educational Institution	F	540
Cheltenham	Technical or Further Educational Institution	M	469
Cheltenham	University or other tertiary	F	1253
Cheltenham	University or other tertiary	M	959
Colton		F	668
Colton		M	644
Colton	Infants/Primary	F	1466
Colton	Infants/Primary	M	1608
Colton	Pre-school	F	275
Colton	Pre-school	M	262
Colton	Secondary	F	1089
Colton	Secondary	M	1143
Colton	Technical or Further Educational Institution	F	338
Colton	Technical or Further Educational Institution	M	313
Colton	University or other tertiary	F	1122
Colton	University or other tertiary	M	774
Croydon		F	1253
Croydon		M	1376
Croydon	Infants/Primary	F	1473
Croydon	Infants/Primary	M	1625
Croydon	Pre-school	F	270
Croydon	Pre-school	M	357
Croydon	Secondary	F	1020
Croydon	Secondary	M	1099
Croydon	Technical or Further Educational Institution	F	708
Croydon	Technical or Further Educational Institution	M	628
Croydon	University or other tertiary	F	1647
