SED_NAME16	EduInstitutionType	Sex	students
Ku-ring-gai	Secondary	F	3571
Ku-ring-gai	Secondary	M	3761
Ku-ring-gai	Technical or Further Educational Institution	F	953
Ku-ring-gai	Technical or Further Educational Institution	M	620
Ku-ring-gai	University or other tertiary	F	3019
Ku-ring-gai	University or other tertiary	M	2718
Lake Macquarie		F	2027
Lake Macquarie		M	1957
Lake Macquarie	Infants/Primary	F	2946
Lake Macquarie	Infants/Primary	M	3154
Lake Macquarie	Pre-school	F	829
Lake Macquarie	Pre-school	M	869
Lake Macquarie	Secondary	F	2317
Lake Macquarie	Secondary	M	2302
Lake Macquarie	Technical or Further Educational Institution	F	1040
Lake Macquarie	Technical or Further Educational Institution	M	909
Lake Macquarie	University or other tertiary	F	1570
Lake Macquarie	University or other tertiary	M	950
Lakemba		F	4121
Lakemba		M	4772
Lakemba	Infants/Primary	F	4297
Lakemba	Infants/Primary	M	4575
Lakemba	Pre-school	F	914
Lakemba	Pre-school	M	1014
Lakemba	Secondary	F	3369
Lakemba	Secondary	M	3452
Lakemba	Technical or Further Educational Institution	F	1289
Lakemba	Technical or Further Educational Institution	M	1438
Lakemba	University or other tertiary	F	2670
Lakemba	University or other tertiary	M	2828
Lane Cove		F	2388
Lane Cove		M	1968
Lane Cove	Infants/Primary	F	3501
Lane Cove	Infants/Primary	M	3786
Lane Cove	Pre-school	F	931
Lane Cove	Pre-school	M	1036
Lane Cove	Secondary	F	2835
Lane Cove	Secondary	M	3139
Lane Cove	Technical or Further Educational Institution	F	1010
Lane Cove	Technical or Further Educational Institution	M	776
Lane Cove	University or other tertiary	F	2928
Lane Cove	University or other tertiary	M	2606
Lismore		F	3603
Lismore		M	3461
Lismore	Infants/Primary	F	2824
Lismore	Infants/Primary	M	2836
Lismore	Pre-school	F	598
Lismore	Pre-school	M	697
Lismore	Secondary	F	2268
Lismore	Secondary	M	2356
Lismore	Technical or Further Educational Institution	F	1081
Lismore	Technical or Further Educational Institution	M	796
Lismore	University or other tertiary	F	1325
Lismore	University or other tertiary	M	732
Liverpool		F	4125
Liverpool		M	3966
Liverpool	Infants/Primary	F	4194
Liverpool	Infants/Primary	M	4520
Liverpool	Pre-school	F	773
Liverpool	Pre-school	M	858
Liverpool	Secondary	F	3667
Liverpool	Secondary	M	3772
Liverpool	Technical or Further Educational Institution	F	1517
Liverpool	Technical or Further Educational Institution	M	1202
Liverpool	University or other tertiary	F	2641
Liverpool	University or other tertiary	M	1853
Londonderry		F	5070
Londonderry		M	5277
Londonderry	Infants/Primary	F	6180
Londonderry	Infants/Primary	M	6347
Londonderry	Pre-school	F	1470
Londonderry	Pre-school	M	1587
Londonderry	Secondary	F	3898
Londonderry	Secondary	M	4012
Londonderry	Technical or Further Educational Institution	F	1702
Londonderry	Technical or Further Educational Institution	M	1274
Londonderry	University or other tertiary	F	2294
Londonderry	University or other tertiary	M	1501
Macquarie Fields		F	3734
Macquarie Fields		M	3348
Macquarie Fields	Infants/Primary	F	5549
Macquarie Fields	Infants/Primary	M	5713
Macquarie Fields	Pre-school	F	1195
Macquarie Fields	Pre-school	M	1391
Macquarie Fields	Secondary	F	3863
Macquarie Fields	Secondary	M	3945
Macquarie Fields	Technical or Further Educational Institution	F	1456
Macquarie Fields	Technical or Further Educational Institution	M	1204
Macquarie Fields	University or other tertiary	F	2949
Macquarie Fields	University or other tertiary	M	2214
Maitland		F	2166
Maitland		M	2091
Maitland	Infants/Primary	F	4170
Maitland	Infants/Primary	M	4389
Maitland	Pre-school	F	1178
Maitland	Pre-school	M	1201
Maitland	Secondary	F	3083
Maitland	Secondary	M	3099
Maitland	Technical or Further Educational Institution	F	1464
Maitland	Technical or Further Educational Institution	M	1168
Maitland	University or other tertiary	F	1957
Maitland	University or other tertiary	M	1126
Manly		F	1696
Manly		M	1623
Manly	Infants/Primary	F	3420
Manly	Infants/Primary	M	3597
Manly	Pre-school	F	967
Manly	Pre-school	M	1040
Manly	Secondary	F	3012
Manly	Secondary	M	3026
Manly	Technical or Further Educational Institution	F	981
Manly	Technical or Further Educational Institution	M	851
Manly	University or other tertiary	F	2379
Manly	University or other tertiary	M	1882
Maroubra		F	2956
Maroubra		M	3774
Maroubra	Infants/Primary	F	3205
Maroubra	Infants/Primary	M	3269
Maroubra	Pre-school	F	832
Maroubra	Pre-school	M	934
Maroubra	Secondary	F	2610
Maroubra	Secondary	M	2795
Maroubra	Technical or Further Educational Institution	F	1242
Maroubra	Technical or Further Educational Institution	M	1066
Maroubra	University or other tertiary	F	2623
Maroubra	University or other tertiary	M	2124
Miranda		F	1910
Miranda		M	1714
Miranda	Infants/Primary	F	3174
Miranda	Infants/Primary	M	3449
Miranda	Pre-school	F	898
Miranda	Pre-school	M	973
Miranda	Secondary	F	2735
Miranda	Secondary	M	2705
Miranda	Technical or Further Educational Institution	F	905
Miranda	Technical or Further Educational Institution	M	922
Miranda	University or other tertiary	F	1971
Miranda	University or other tertiary	M	1436
Monaro		F	2662
Monaro		M	2964
Monaro	Infants/Primary	F	3274
Monaro	Infants/Primary	M	3708
Monaro	Pre-school	F	787
Monaro	Pre-school	M	890
Monaro	Secondary	F	2600
Monaro	Secondary	M	2760
Monaro	Technical or Further Educational Institution	F	1192
Monaro	Technical or Further Educational Institution	M	1089
Monaro	University or other tertiary	F	1926
Monaro	University or other tertiary	M	1235
Mount Druitt		F	3892
Mount Druitt		M	3668
Mount Druitt	Infants/Primary	F	4543
Mount Druitt	Infants/Primary	M	4690
Mount Druitt	Pre-school	F	888
Mount Druitt	Pre-school	M	985
Mount Druitt	Secondary	F	3503
Mount Druitt	Secondary	M	3582
Mount Druitt	Technical or Further Educational Institution	F	1383
Mount Druitt	Technical or Further Educational Institution	M	1059
Mount Druitt	University or other tertiary	F	2317
Mount Druitt	University or other tertiary	M	1761
Mulgoa		F	1928
Mulgoa		M	1919
Mulgoa	Infants/Primary	F	4115
Mulgoa	Infants/Primary	M	4443
Mulgoa	Pre-school	F	991
Mulgoa	Pre-school	M	1126
Mulgoa	Secondary	F	3617
Mulgoa	Secondary	M	3504
Mulgoa	Technical or Further Educational Institution	F	1030
Mulgoa	Technical or Further Educational Institution	M	1022
Mulgoa	University or other tertiary	F	2251
Mulgoa	University or other tertiary	M	1479
Murray		F	4129
Murray		M	4272
Murray	Infants/Primary	F	3281
Murray	Infants/Primary	M	3438
Murray	Pre-school	F	822
Murray	Pre-school	M	884
Murray	Secondary	F	2753
Murray	Secondary	M	2704
Murray	Technical or Further Educational Institution	F	1005
Murray	Technical or Further Educational Institution	M	762
Murray	University or other tertiary	F	889
Murray	University or other tertiary	M	406
Myall Lakes		F	3137
Myall Lakes		M	2869
Myall Lakes	Infants/Primary	F	2531
Myall Lakes	Infants/Primary	M	2658
Myall Lakes	Pre-school	F	602
Myall Lakes	Pre-school	M	622
Myall Lakes	Secondary	F	1985
Myall Lakes	Secondary	M	2018
Myall Lakes	Technical or Further Educational Institution	F	984
Myall Lakes	Technical or Further Educational Institution	M	601
Myall Lakes	University or other tertiary	F	714
Myall Lakes	University or other tertiary	M	292
Newcastle		F	2214
Newcastle		M	2235
Newcastle	Infants/Primary	F	2470
Newcastle	Infants/Primary	M	2758
Newcastle	Pre-school	F	702
Newcastle	Pre-school	M	774
Newcastle	Secondary	F	1959
Newcastle	Secondary	M	1956
Newcastle	Technical or Further Educational Institution	F	1077
Newcastle	Technical or Further Educational Institution	M	975
Newcastle	University or other tertiary	F	3493
Newcastle	University or other tertiary	M	2425
Newtown		F	2869
Newtown		M	3425
Newtown	Infants/Primary	F	1483
Newtown	Infants/Primary	M	1604
Newtown	Pre-school	F	419
Newtown	Pre-school	M	466
Newtown	Secondary	F	1157
Newtown	Secondary	M	1235
Newtown	Technical or Further Educational Institution	F	1291
Newtown	Technical or Further Educational Institution	M	1176
Newtown	University or other tertiary	F	5597
Newtown	University or other tertiary	M	4685
North Shore		F	2211
North Shore		M	1827
North Shore	Infants/Primary	F	2231
North Shore	Infants/Primary	M	2201
North Shore	Pre-school	F	612
North Shore	Pre-school	M	705
North Shore	Secondary	F	1791
North Shore	Secondary	M	1972
North Shore	Technical or Further Educational Institution	F	902
North Shore	Technical or Further Educational Institution	M	579
North Shore	University or other tertiary	F	2767
North Shore	University or other tertiary	M	2148
Northern Tablelands		F	4875
Northern Tablelands		M	4772
Northern Tablelands	Infants/Primary	F	3036
Northern Tablelands	Infants/Primary	M	3099
Northern Tablelands	Pre-school	F	740
Northern Tablelands	Pre-school	M	780
Northern Tablelands	Secondary	F	2512
Northern Tablelands	Secondary	M	2344
Northern Tablelands	Technical or Further Educational Institution	F	1076
Northern Tablelands	Technical or Further Educational Institution	M	726
Northern Tablelands	University or other tertiary	F	1817
Northern Tablelands	University or other tertiary	M	1063
Oatley		F	2184
Oatley		M	1839
Oatley	Infants/Primary	F	2999
Oatley	Infants/Primary	M	3227
Oatley	Pre-school	F	705
Oatley	Pre-school	M	869
Oatley	Secondary	F	2615
Oatley	Secondary	M	2656
Oatley	Technical or Further Educational Institution	F	878
Oatley	Technical or Further Educational Institution	M	898
Oatley	University or other tertiary	F	2467
Oatley	University or other tertiary	M	2049
Orange		F	2955
Orange		M	2870
Orange	Infants/Primary	F	3644
Orange	Infants/Primary	M	3804
Orange	Pre-school	F	898
Orange	Pre-school	M	988
Orange	Secondary	F	2756
Orange	Secondary	M	2892
Orange	Technical or Further Educational Institution	F	1152
Orange	Technical or Further Educational Institution	M	901
Orange	University or other tertiary	F	1303
Orange	University or other tertiary	M	710
Oxley		F	3303
Oxley		M	3830
Oxley	Infants/Primary	F	2798
Oxley	Infants/Primary	M	2910
Oxley	Pre-school	F	669
Oxley	Pre-school	M	728
Oxley	Secondary	F	2258
Oxley	Secondary	M	2211
Oxley	Technical or Further Educational Institution	F	1063
Oxley	Technical or Further Educational Institution	M	694
Oxley	University or other tertiary	F	933
Oxley	University or other tertiary	M	303
Parramatta		F	3760
Parramatta		M	4063
Parramatta	Infants/Primary	F	4419
Parramatta	Infants/Primary	M	4690
Parramatta	Pre-school	F	1122
Parramatta	Pre-school	M	1250
Parramatta	Secondary	F	2701
Parramatta	Secondary	M	2913
Parramatta	Technical or Further Educational Institution	F	1967
Parramatta	Technical or Further Educational Institution	M	1574
Parramatta	University or other tertiary	F	3787
Parramatta	University or other tertiary	M	3553
Penrith		F	2963
Penrith		M	2667
Penrith	Infants/Primary	F	3445
Penrith	Infants/Primary	M	3658
Penrith	Pre-school	F	869
Penrith	Pre-school	M	1041
Penrith	Secondary	F	2577
Penrith	Secondary	M	2643
Penrith	Technical or Further Educational Institution	F	1305
Penrith	Technical or Further Educational Institution	M	1056
Penrith	University or other tertiary	F	1989
Penrith	University or other tertiary	M	1239
Pittwater		F	1960
Pittwater		M	1607
Pittwater	Infants/Primary	F	2976
Pittwater	Infants/Primary	M	3196
Pittwater	Pre-school	F	773
Pittwater	Pre-school	M	838
Pittwater	Secondary	F	2759
Pittwater	Secondary	M	2815
Pittwater	Technical or Further Educational Institution	F	797
Pittwater	Technical or Further Educational Institution	M	871
