SED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Niddrie (Western Metropolitan)	45-54	1	1	1	F	22
Niddrie (Western Metropolitan)	45-54	1	1	1	M	6
Niddrie (Western Metropolitan)	55-64				F	117
Niddrie (Western Metropolitan)	55-64				M	111
Niddrie (Western Metropolitan)	55-64	0			F	2978
Niddrie (Western Metropolitan)	55-64	0			M	2919
Niddrie (Western Metropolitan)	55-64	1	0	1	F	616
Niddrie (Western Metropolitan)	55-64	1	0	1	M	188
Niddrie (Western Metropolitan)	55-64	1	1	0	F	134
Niddrie (Western Metropolitan)	55-64	1	1	0	M	248
Niddrie (Western Metropolitan)	55-64	1	1	1	F	12
Niddrie (Western Metropolitan)	55-64	1	1	1	M	7
Niddrie (Western Metropolitan)	65-74				F	124
Niddrie (Western Metropolitan)	65-74				M	84
Niddrie (Western Metropolitan)	65-74	0			F	2541
Niddrie (Western Metropolitan)	65-74	0			M	2234
Niddrie (Western Metropolitan)	65-74	1	0	1	F	780
Niddrie (Western Metropolitan)	65-74	1	0	1	M	454
Niddrie (Western Metropolitan)	65-74	1	1	0	F	40
Niddrie (Western Metropolitan)	65-74	1	1	0	M	34
Niddrie (Western Metropolitan)	65-74	1	1	1	F	7
Niddrie (Western Metropolitan)	65-74	1	1	1	M	4
Niddrie (Western Metropolitan)	75-84				F	143
Niddrie (Western Metropolitan)	75-84				M	110
Niddrie (Western Metropolitan)	75-84	0			F	2374
Niddrie (Western Metropolitan)	75-84	0			M	1901
Niddrie (Western Metropolitan)	75-84	1	0	1	F	147
Niddrie (Western Metropolitan)	75-84	1	0	1	M	147
Niddrie (Western Metropolitan)	75-84	1	1	0	F	13
Niddrie (Western Metropolitan)	75-84	1	1	0	M	16
Niddrie (Western Metropolitan)	75-84	1	1	1	M	5
Niddrie (Western Metropolitan)	85+				F	86
Niddrie (Western Metropolitan)	85+				M	56
Niddrie (Western Metropolitan)	85+	0			F	1160
Niddrie (Western Metropolitan)	85+	0			M	812
Niddrie (Western Metropolitan)	85+	1	0	1	M	6
Niddrie (Western Metropolitan)	85+	1	1	0	F	3
Northcote (Northern Metropolitan)	15-19				F	52
Northcote (Northern Metropolitan)	15-19				M	38
Northcote (Northern Metropolitan)	15-19	0			F	1423
Northcote (Northern Metropolitan)	15-19	0			M	1432
Northcote (Northern Metropolitan)	15-19	1	0	1	F	63
Northcote (Northern Metropolitan)	15-19	1	0	1	M	52
Northcote (Northern Metropolitan)	15-19	1	1	0	F	3
Northcote (Northern Metropolitan)	20-24				F	68
Northcote (Northern Metropolitan)	20-24				M	103
Northcote (Northern Metropolitan)	20-24	0			F	1753
Northcote (Northern Metropolitan)	20-24	0			M	1634
Northcote (Northern Metropolitan)	20-24	1	0	1	F	59
Northcote (Northern Metropolitan)	20-24	1	0	1	M	27
Northcote (Northern Metropolitan)	20-24	1	1	0	F	14
Northcote (Northern Metropolitan)	20-24	1	1	0	M	4
Northcote (Northern Metropolitan)	20-24	1	1	1	F	3
Northcote (Northern Metropolitan)	25-34				F	258
Northcote (Northern Metropolitan)	25-34				M	263
Northcote (Northern Metropolitan)	25-34	0			F	5962
Northcote (Northern Metropolitan)	25-34	0			M	5369
Northcote (Northern Metropolitan)	25-34	1	0	1	F	236
Northcote (Northern Metropolitan)	25-34	1	0	1	M	87
Northcote (Northern Metropolitan)	25-34	1	1	0	F	685
Northcote (Northern Metropolitan)	25-34	1	1	0	M	409
Northcote (Northern Metropolitan)	25-34	1	1	1	F	10
Northcote (Northern Metropolitan)	25-34	1	1	1	M	4
Northcote (Northern Metropolitan)	35-44				F	203
Northcote (Northern Metropolitan)	35-44				M	231
Northcote (Northern Metropolitan)	35-44	0			F	2574
Northcote (Northern Metropolitan)	35-44	0			M	2804
Northcote (Northern Metropolitan)	35-44	1	0	1	F	188
Northcote (Northern Metropolitan)	35-44	1	0	1	M	76
Northcote (Northern Metropolitan)	35-44	1	1	0	F	2840
Northcote (Northern Metropolitan)	35-44	1	1	0	M	2346
Northcote (Northern Metropolitan)	35-44	1	1	1	F	97
Northcote (Northern Metropolitan)	35-44	1	1	1	M	33
Northcote (Northern Metropolitan)	45-54				F	141
Northcote (Northern Metropolitan)	45-54				M	166
Northcote (Northern Metropolitan)	45-54	0			F	2565
Northcote (Northern Metropolitan)	45-54	0			M	2429
Northcote (Northern Metropolitan)	45-54	1	0	1	F	128
Northcote (Northern Metropolitan)	45-54	1	0	1	M	43
Northcote (Northern Metropolitan)	45-54	1	1	0	F	2225
Northcote (Northern Metropolitan)	45-54	1	1	0	M	2070
Northcote (Northern Metropolitan)	45-54	1	1	1	F	47
Northcote (Northern Metropolitan)	45-54	1	1	1	M	23
Northcote (Northern Metropolitan)	55-64				F	134
Northcote (Northern Metropolitan)	55-64				M	133
Northcote (Northern Metropolitan)	55-64	0			F	3030
Northcote (Northern Metropolitan)	55-64	0			M	2790
Northcote (Northern Metropolitan)	55-64	1	0	1	F	318
Northcote (Northern Metropolitan)	55-64	1	0	1	M	86
Northcote (Northern Metropolitan)	55-64	1	1	0	F	218
Northcote (Northern Metropolitan)	55-64	1	1	0	M	352
Northcote (Northern Metropolitan)	55-64	1	1	1	F	3
Northcote (Northern Metropolitan)	55-64	1	1	1	M	4
Northcote (Northern Metropolitan)	65-74				F	92
Northcote (Northern Metropolitan)	65-74				M	98
Northcote (Northern Metropolitan)	65-74	0			F	1876
Northcote (Northern Metropolitan)	65-74	0			M	1728
Northcote (Northern Metropolitan)	65-74	1	0	1	F	471
Northcote (Northern Metropolitan)	65-74	1	0	1	M	227
Northcote (Northern Metropolitan)	65-74	1	1	0	F	20
Northcote (Northern Metropolitan)	65-74	1	1	0	M	34
Northcote (Northern Metropolitan)	65-74	1	1	1	F	3
Northcote (Northern Metropolitan)	65-74	1	1	1	M	5
Northcote (Northern Metropolitan)	75-84				F	116
Northcote (Northern Metropolitan)	75-84				M	77
Northcote (Northern Metropolitan)	75-84	0			F	1363
Northcote (Northern Metropolitan)	75-84	0			M	1097
Northcote (Northern Metropolitan)	75-84	1	0	1	F	110
Northcote (Northern Metropolitan)	75-84	1	0	1	M	80
Northcote (Northern Metropolitan)	75-84	1	1	0	F	14
Northcote (Northern Metropolitan)	75-84	1	1	0	M	4
Northcote (Northern Metropolitan)	85+				F	110
Northcote (Northern Metropolitan)	85+				M	61
Northcote (Northern Metropolitan)	85+	0			F	766
Northcote (Northern Metropolitan)	85+	0			M	479
Northcote (Northern Metropolitan)	85+	1	0	1	F	3
Northcote (Northern Metropolitan)	85+	1	0	1	M	7
Northcote (Northern Metropolitan)	85+	1	1	0	M	3
Oakleigh (Southern Metropolitan)	15-19				F	61
Oakleigh (Southern Metropolitan)	15-19				M	70
Oakleigh (Southern Metropolitan)	15-19	0			F	1789
Oakleigh (Southern Metropolitan)	15-19	0			M	1745
Oakleigh (Southern Metropolitan)	15-19	1	0	1	F	67
Oakleigh (Southern Metropolitan)	15-19	1	0	1	M	40
Oakleigh (Southern Metropolitan)	15-19	1	1	0	M	4
Oakleigh (Southern Metropolitan)	20-24				F	211
Oakleigh (Southern Metropolitan)	20-24				M	286
Oakleigh (Southern Metropolitan)	20-24	0			F	3353
Oakleigh (Southern Metropolitan)	20-24	0			M	3589
Oakleigh (Southern Metropolitan)	20-24	1	0	1	F	89
Oakleigh (Southern Metropolitan)	20-24	1	0	1	M	38
Oakleigh (Southern Metropolitan)	20-24	1	1	0	F	26
Oakleigh (Southern Metropolitan)	20-24	1	1	0	M	12
Oakleigh (Southern Metropolitan)	25-34				F	376
Oakleigh (Southern Metropolitan)	25-34				M	552
Oakleigh (Southern Metropolitan)	25-34	0			F	5421
Oakleigh (Southern Metropolitan)	25-34	0			M	6302
Oakleigh (Southern Metropolitan)	25-34	1	0	1	F	145
Oakleigh (Southern Metropolitan)	25-34	1	0	1	M	86
Oakleigh (Southern Metropolitan)	25-34	1	1	0	F	1180
Oakleigh (Southern Metropolitan)	25-34	1	1	0	M	669
Oakleigh (Southern Metropolitan)	25-34	1	1	1	F	10
Oakleigh (Southern Metropolitan)	25-34	1	1	1	M	11
Oakleigh (Southern Metropolitan)	35-44				F	203
Oakleigh (Southern Metropolitan)	35-44				M	251
Oakleigh (Southern Metropolitan)	35-44	0			F	1968
Oakleigh (Southern Metropolitan)	35-44	0			M	2434
Oakleigh (Southern Metropolitan)	35-44	1	0	1	F	79
Oakleigh (Southern Metropolitan)	35-44	1	0	1	M	52
Oakleigh (Southern Metropolitan)	35-44	1	1	0	F	2900
Oakleigh (Southern Metropolitan)	35-44	1	1	0	M	2563
Oakleigh (Southern Metropolitan)	35-44	1	1	1	F	52
Oakleigh (Southern Metropolitan)	35-44	1	1	1	M	21
Oakleigh (Southern Metropolitan)	45-54				F	145
Oakleigh (Southern Metropolitan)	45-54				M	157
Oakleigh (Southern Metropolitan)	45-54	0			F	2459
Oakleigh (Southern Metropolitan)	45-54	0			M	2310
Oakleigh (Southern Metropolitan)	45-54	1	0	1	F	87
Oakleigh (Southern Metropolitan)	45-54	1	0	1	M	48
Oakleigh (Southern Metropolitan)	45-54	1	1	0	F	1729
Oakleigh (Southern Metropolitan)	45-54	1	1	0	M	1740
Oakleigh (Southern Metropolitan)	45-54	1	1	1	F	28
Oakleigh (Southern Metropolitan)	45-54	1	1	1	M	19
Oakleigh (Southern Metropolitan)	55-64				F	108
Oakleigh (Southern Metropolitan)	55-64				M	115
Oakleigh (Southern Metropolitan)	55-64	0			F	2905
Oakleigh (Southern Metropolitan)	55-64	0			M	2825
Oakleigh (Southern Metropolitan)	55-64	1	0	1	F	434
Oakleigh (Southern Metropolitan)	55-64	1	0	1	M	143
Oakleigh (Southern Metropolitan)	55-64	1	1	0	F	195
Oakleigh (Southern Metropolitan)	55-64	1	1	0	M	308
Oakleigh (Southern Metropolitan)	55-64	1	1	1	F	4
Oakleigh (Southern Metropolitan)	55-64	1	1	1	M	5
Oakleigh (Southern Metropolitan)	65-74				F	112
Oakleigh (Southern Metropolitan)	65-74				M	93
Oakleigh (Southern Metropolitan)	65-74	0			F	2042
Oakleigh (Southern Metropolitan)	65-74	0			M	1958
Oakleigh (Southern Metropolitan)	65-74	1	0	1	F	496
Oakleigh (Southern Metropolitan)	65-74	1	0	1	M	259
Oakleigh (Southern Metropolitan)	65-74	1	1	0	F	47
Oakleigh (Southern Metropolitan)	65-74	1	1	0	M	51
Oakleigh (Southern Metropolitan)	65-74	1	1	1	F	5
Oakleigh (Southern Metropolitan)	75-84				F	104
Oakleigh (Southern Metropolitan)	75-84				M	71
Oakleigh (Southern Metropolitan)	75-84	0			F	1755
Oakleigh (Southern Metropolitan)	75-84	0			M	1310
Oakleigh (Southern Metropolitan)	75-84	1	0	1	F	111
Oakleigh (Southern Metropolitan)	75-84	1	0	1	M	91
Oakleigh (Southern Metropolitan)	75-84	1	1	0	F	11
Oakleigh (Southern Metropolitan)	75-84	1	1	0	M	9
Oakleigh (Southern Metropolitan)	85+				F	131
Oakleigh (Southern Metropolitan)	85+				M	45
Oakleigh (Southern Metropolitan)	85+	0			F	962
Oakleigh (Southern Metropolitan)	85+	0			M	667
Oakleigh (Southern Metropolitan)	85+	1	0	1	F	3
Oakleigh (Southern Metropolitan)	85+	1	0	1	M	7
Ovens Valley (Northern Victoria)	15-19				F	135
Ovens Valley (Northern Victoria)	15-19				M	158
Ovens Valley (Northern Victoria)	15-19	0			F	1311
Ovens Valley (Northern Victoria)	15-19	0			M	1486
Ovens Valley (Northern Victoria)	15-19	1	0	1	F	110
Ovens Valley (Northern Victoria)	15-19	1	0	1	M	58
Ovens Valley (Northern Victoria)	15-19	1	1	0	F	13
Ovens Valley (Northern Victoria)	15-19	1	1	0	M	7
Ovens Valley (Northern Victoria)	15-19	1	1	1	M	3
Ovens Valley (Northern Victoria)	20-24				F	92
Ovens Valley (Northern Victoria)	20-24				M	103
Ovens Valley (Northern Victoria)	20-24	0			F	943
Ovens Valley (Northern Victoria)	20-24	0			M	1070
Ovens Valley (Northern Victoria)	20-24	1	0	1	F	71
Ovens Valley (Northern Victoria)	20-24	1	0	1	M	31
Ovens Valley (Northern Victoria)	20-24	1	1	0	F	135
Ovens Valley (Northern Victoria)	20-24	1	1	0	M	58
Ovens Valley (Northern Victoria)	20-24	1	1	1	F	3
Ovens Valley (Northern Victoria)	25-34				F	190
Ovens Valley (Northern Victoria)	25-34				M	216
Ovens Valley (Northern Victoria)	25-34	0			F	1463
Ovens Valley (Northern Victoria)	25-34	0			M	1792
Ovens Valley (Northern Victoria)	25-34	1	0	1	F	127
Ovens Valley (Northern Victoria)	25-34	1	0	1	M	84
Ovens Valley (Northern Victoria)	25-34	1	1	0	F	1167
Ovens Valley (Northern Victoria)	25-34	1	1	0	M	804
Ovens Valley (Northern Victoria)	25-34	1	1	1	F	69
Ovens Valley (Northern Victoria)	25-34	1	1	1	M	11
Ovens Valley (Northern Victoria)	35-44				F	206
Ovens Valley (Northern Victoria)	35-44				M	215
Ovens Valley (Northern Victoria)	35-44	0			F	895
Ovens Valley (Northern Victoria)	35-44	0			M	1115
Ovens Valley (Northern Victoria)	35-44	1	0	1	F	92
Ovens Valley (Northern Victoria)	35-44	1	0	1	M	57
Ovens Valley (Northern Victoria)	35-44	1	1	0	F	2024
Ovens Valley (Northern Victoria)	35-44	1	1	0	M	1643
Ovens Valley (Northern Victoria)	35-44	1	1	1	F	102
Ovens Valley (Northern Victoria)	35-44	1	1	1	M	39
Ovens Valley (Northern Victoria)	45-54				F	221
Ovens Valley (Northern Victoria)	45-54				M	200
Ovens Valley (Northern Victoria)	45-54	0			F	2327
Ovens Valley (Northern Victoria)	45-54	0			M	2133
Ovens Valley (Northern Victoria)	45-54	1	0	1	F	252
Ovens Valley (Northern Victoria)	45-54	1	0	1	M	107
Ovens Valley (Northern Victoria)	45-54	1	1	0	F	1095
Ovens Valley (Northern Victoria)	45-54	1	1	0	M	1138
Ovens Valley (Northern Victoria)	45-54	1	1	1	F	43
Ovens Valley (Northern Victoria)	45-54	1	1	1	M	21
Ovens Valley (Northern Victoria)	55-64				F	234
Ovens Valley (Northern Victoria)	55-64				M	247
Ovens Valley (Northern Victoria)	55-64	0			F	3266
Ovens Valley (Northern Victoria)	55-64	0			M	3395
Ovens Valley (Northern Victoria)	55-64	1	0	1	F	781
Ovens Valley (Northern Victoria)	55-64	1	0	1	M	319
Ovens Valley (Northern Victoria)	55-64	1	1	0	F	95
Ovens Valley (Northern Victoria)	55-64	1	1	0	M	199
Ovens Valley (Northern Victoria)	55-64	1	1	1	F	4
Ovens Valley (Northern Victoria)	65-74				F	270
Ovens Valley (Northern Victoria)	65-74				M	286
Ovens Valley (Northern Victoria)	65-74	0			F	3314
Ovens Valley (Northern Victoria)	65-74	0			M	3485
Ovens Valley (Northern Victoria)	65-74	1	0	1	F	630
Ovens Valley (Northern Victoria)	65-74	1	0	1	M	345
Ovens Valley (Northern Victoria)	65-74	1	1	0	F	26
Ovens Valley (Northern Victoria)	65-74	1	1	0	M	42
Ovens Valley (Northern Victoria)	65-74	1	1	1	F	3
Ovens Valley (Northern Victoria)	65-74	1	1	1	M	5
Ovens Valley (Northern Victoria)	75-84				F	274
Ovens Valley (Northern Victoria)	75-84				M	223
Ovens Valley (Northern Victoria)	75-84	0			F	2304
Ovens Valley (Northern Victoria)	75-84	0			M	2177
Ovens Valley (Northern Victoria)	75-84	1	0	1	F	104
Ovens Valley (Northern Victoria)	75-84	1	0	1	M	65
Ovens Valley (Northern Victoria)	75-84	1	1	0	F	4
Ovens Valley (Northern Victoria)	75-84	1	1	0	M	11
Ovens Valley (Northern Victoria)	85+				F	167
Ovens Valley (Northern Victoria)	85+				M	115
Ovens Valley (Northern Victoria)	85+	0			F	1002
Ovens Valley (Northern Victoria)	85+	0			M	678
Ovens Valley (Northern Victoria)	85+	1	0	1	F	10
Ovens Valley (Northern Victoria)	85+	1	0	1	M	3
Pascoe Vale (Northern Metropolitan)	15-19				F	69
Pascoe Vale (Northern Metropolitan)	15-19				M	100
Pascoe Vale (Northern Metropolitan)	15-19	0			F	1536
Pascoe Vale (Northern Metropolitan)	15-19	0			M	1686
Pascoe Vale (Northern Metropolitan)	15-19	1	0	1	F	109
Pascoe Vale (Northern Metropolitan)	15-19	1	0	1	M	45
Pascoe Vale (Northern Metropolitan)	15-19	1	1	0	F	4
Pascoe Vale (Northern Metropolitan)	20-24				F	134
Pascoe Vale (Northern Metropolitan)	20-24				M	199
Pascoe Vale (Northern Metropolitan)	20-24	0			F	2250
Pascoe Vale (Northern Metropolitan)	20-24	0			M	2527
Pascoe Vale (Northern Metropolitan)	20-24	1	0	1	F	80
Pascoe Vale (Northern Metropolitan)	20-24	1	0	1	M	46
Pascoe Vale (Northern Metropolitan)	20-24	1	1	0	F	48
Pascoe Vale (Northern Metropolitan)	20-24	1	1	0	M	11
Pascoe Vale (Northern Metropolitan)	25-34				F	437
Pascoe Vale (Northern Metropolitan)	25-34				M	482
Pascoe Vale (Northern Metropolitan)	25-34	0			F	5379
Pascoe Vale (Northern Metropolitan)	25-34	0			M	6040
Pascoe Vale (Northern Metropolitan)	25-34	1	0	1	F	207
Pascoe Vale (Northern Metropolitan)	25-34	1	0	1	M	97
Pascoe Vale (Northern Metropolitan)	25-34	1	1	0	F	1587
Pascoe Vale (Northern Metropolitan)	25-34	1	1	0	M	963
Pascoe Vale (Northern Metropolitan)	25-34	1	1	1	F	43
Pascoe Vale (Northern Metropolitan)	25-34	1	1	1	M	8
Pascoe Vale (Northern Metropolitan)	35-44				F	269
Pascoe Vale (Northern Metropolitan)	35-44				M	321
Pascoe Vale (Northern Metropolitan)	35-44	0			F	2425
Pascoe Vale (Northern Metropolitan)	35-44	0			M	3026
Pascoe Vale (Northern Metropolitan)	35-44	1	0	1	F	147
Pascoe Vale (Northern Metropolitan)	35-44	1	0	1	M	65
Pascoe Vale (Northern Metropolitan)	35-44	1	1	0	F	3701
Pascoe Vale (Northern Metropolitan)	35-44	1	1	0	M	3145
Pascoe Vale (Northern Metropolitan)	35-44	1	1	1	F	94
Pascoe Vale (Northern Metropolitan)	35-44	1	1	1	M	29
Pascoe Vale (Northern Metropolitan)	45-54				F	201
Pascoe Vale (Northern Metropolitan)	45-54				M	233
Pascoe Vale (Northern Metropolitan)	45-54	0			F	2904
Pascoe Vale (Northern Metropolitan)	45-54	0			M	2766
Pascoe Vale (Northern Metropolitan)	45-54	1	0	1	F	143
Pascoe Vale (Northern Metropolitan)	45-54	1	0	1	M	41
Pascoe Vale (Northern Metropolitan)	45-54	1	1	0	F	1800
Pascoe Vale (Northern Metropolitan)	45-54	1	1	0	M	1779
Pascoe Vale (Northern Metropolitan)	45-54	1	1	1	F	38
Pascoe Vale (Northern Metropolitan)	45-54	1	1	1	M	14
Pascoe Vale (Northern Metropolitan)	55-64				F	156
Pascoe Vale (Northern Metropolitan)	55-64				M	155
Pascoe Vale (Northern Metropolitan)	55-64	0			F	3161
Pascoe Vale (Northern Metropolitan)	55-64	0			M	3076
Pascoe Vale (Northern Metropolitan)	55-64	1	0	1	F	448
Pascoe Vale (Northern Metropolitan)	55-64	1	0	1	M	128
Pascoe Vale (Northern Metropolitan)	55-64	1	1	0	F	142
Pascoe Vale (Northern Metropolitan)	55-64	1	1	0	M	301
Pascoe Vale (Northern Metropolitan)	55-64	1	1	1	F	7
Pascoe Vale (Northern Metropolitan)	55-64	1	1	1	M	5
Pascoe Vale (Northern Metropolitan)	65-74				F	141
Pascoe Vale (Northern Metropolitan)	65-74				M	128
Pascoe Vale (Northern Metropolitan)	65-74	0			F	2083
Pascoe Vale (Northern Metropolitan)	65-74	0			M	1903
Pascoe Vale (Northern Metropolitan)	65-74	1	0	1	F	417
Pascoe Vale (Northern Metropolitan)	65-74	1	0	1	M	227
Pascoe Vale (Northern Metropolitan)	65-74	1	1	0	F	48
Pascoe Vale (Northern Metropolitan)	65-74	1	1	0	M	34
Pascoe Vale (Northern Metropolitan)	65-74	1	1	1	F	6
Pascoe Vale (Northern Metropolitan)	75-84				F	149
Pascoe Vale (Northern Metropolitan)	75-84				M	114
Pascoe Vale (Northern Metropolitan)	75-84	0			F	1869
Pascoe Vale (Northern Metropolitan)	75-84	0			M	1318
Pascoe Vale (Northern Metropolitan)	75-84	1	0	1	F	85
Pascoe Vale (Northern Metropolitan)	75-84	1	0	1	M	59
Pascoe Vale (Northern Metropolitan)	75-84	1	1	0	F	8
Pascoe Vale (Northern Metropolitan)	75-84	1	1	0	M	7
Pascoe Vale (Northern Metropolitan)	75-84	1	1	1	F	4
Pascoe Vale (Northern Metropolitan)	75-84	1	1	1	M	5
Pascoe Vale (Northern Metropolitan)	85+				F	209
Pascoe Vale (Northern Metropolitan)	85+				M	96
Pascoe Vale (Northern Metropolitan)	85+	0			F	1405
Pascoe Vale (Northern Metropolitan)	85+	0			M	855
Pascoe Vale (Northern Metropolitan)	85+	1	0	1	F	8
Pascoe Vale (Northern Metropolitan)	85+	1	0	1	M	6
Pascoe Vale (Northern Metropolitan)	85+	1	1	0	F	5
Polwarth (Western Victoria)	15-19				F	166
Polwarth (Western Victoria)	15-19				M	188
Polwarth (Western Victoria)	15-19	0			F	1460
Polwarth (Western Victoria)	15-19	0			M	1738
Polwarth (Western Victoria)	15-19	1	0	1	F	124
Polwarth (Western Victoria)	15-19	1	0	1	M	61
Polwarth (Western Victoria)	15-19	1	1	0	F	14
Polwarth (Western Victoria)	15-19	1	1	0	M	3
Polwarth (Western Victoria)	20-24				F	84
Polwarth (Western Victoria)	20-24				M	97
Polwarth (Western Victoria)	20-24	0			F	1046
Polwarth (Western Victoria)	20-24	0			M	1381
Polwarth (Western Victoria)	20-24	1	0	1	F	80
Polwarth (Western Victoria)	20-24	1	0	1	M	40
Polwarth (Western Victoria)	20-24	1	1	0	F	86
Polwarth (Western Victoria)	20-24	1	1	0	M	52
Polwarth (Western Victoria)	25-34				F	209
Polwarth (Western Victoria)	25-34				M	247
Polwarth (Western Victoria)	25-34	0			F	1509
Polwarth (Western Victoria)	25-34	0			M	2136
Polwarth (Western Victoria)	25-34	1	0	1	F	162
Polwarth (Western Victoria)	25-34	1	0	1	M	74
Polwarth (Western Victoria)	25-34	1	1	0	F	1465
Polwarth (Western Victoria)	25-34	1	1	0	M	1016
Polwarth (Western Victoria)	25-34	1	1	1	F	82
Polwarth (Western Victoria)	25-34	1	1	1	M	30
Polwarth (Western Victoria)	35-44				F	238
Polwarth (Western Victoria)	35-44				M	255
Polwarth (Western Victoria)	35-44	0			F	927
Polwarth (Western Victoria)	35-44	0			M	1198
Polwarth (Western Victoria)	35-44	1	0	1	F	102
Polwarth (Western Victoria)	35-44	1	0	1	M	62
Polwarth (Western Victoria)	35-44	1	1	0	F	2416
Polwarth (Western Victoria)	35-44	1	1	0	M	2003
Polwarth (Western Victoria)	35-44	1	1	1	F	120
Polwarth (Western Victoria)	35-44	1	1	1	M	35
Polwarth (Western Victoria)	45-54				F	257
Polwarth (Western Victoria)	45-54				M	290
Polwarth (Western Victoria)	45-54	0			F	2524
Polwarth (Western Victoria)	45-54	0			M	2398
Polwarth (Western Victoria)	45-54	1	0	1	F	248
Polwarth (Western Victoria)	45-54	1	0	1	M	94
Polwarth (Western Victoria)	45-54	1	1	0	F	1172
Polwarth (Western Victoria)	45-54	1	1	0	M	1369
Polwarth (Western Victoria)	45-54	1	1	1	F	25
Polwarth (Western Victoria)	45-54	1	1	1	M	22
Polwarth (Western Victoria)	55-64				F	279
Polwarth (Western Victoria)	55-64				M	309
Polwarth (Western Victoria)	55-64	0			F	3565
Polwarth (Western Victoria)	55-64	0			M	3824
Polwarth (Western Victoria)	55-64	1	0	1	F	875
Polwarth (Western Victoria)	55-64	1	0	1	M	363
Polwarth (Western Victoria)	55-64	1	1	0	F	117
Polwarth (Western Victoria)	55-64	1	1	0	M	229
Polwarth (Western Victoria)	55-64	1	1	1	F	14
Polwarth (Western Victoria)	55-64	1	1	1	M	6
Polwarth (Western Victoria)	65-74				F	276
Polwarth (Western Victoria)	65-74				M	305
Polwarth (Western Victoria)	65-74	0			F	3187
Polwarth (Western Victoria)	65-74	0			M	3536
Polwarth (Western Victoria)	65-74	1	0	1	F	729
Polwarth (Western Victoria)	65-74	1	0	1	M	451
Polwarth (Western Victoria)	65-74	1	1	0	F	30
Polwarth (Western Victoria)	65-74	1	1	0	M	43
Polwarth (Western Victoria)	65-74	1	1	1	F	6
Polwarth (Western Victoria)	75-84				F	209
Polwarth (Western Victoria)	75-84				M	176
Polwarth (Western Victoria)	75-84	0			F	1983
Polwarth (Western Victoria)	75-84	0			M	1949
Polwarth (Western Victoria)	75-84	1	0	1	F	101
Polwarth (Western Victoria)	75-84	1	0	1	M	76
Polwarth (Western Victoria)	75-84	1	1	0	F	5
Polwarth (Western Victoria)	75-84	1	1	0	M	7
Polwarth (Western Victoria)	85+				F	159
Polwarth (Western Victoria)	85+				M	95
Polwarth (Western Victoria)	85+	0			F	898
Polwarth (Western Victoria)	85+	0			M	539
Polwarth (Western Victoria)	85+	1	0	1	F	3
Prahran (Southern Metropolitan)	15-19				F	66
Prahran (Southern Metropolitan)	15-19				M	90
Prahran (Southern Metropolitan)	15-19	0			F	885
Prahran (Southern Metropolitan)	15-19	0			M	817
Prahran (Southern Metropolitan)	15-19	1	0	1	F	37
Prahran (Southern Metropolitan)	15-19	1	0	1	M	22
Prahran (Southern Metropolitan)	20-24				F	228
Prahran (Southern Metropolitan)	20-24				M	146
Prahran (Southern Metropolitan)	20-24	0			F	2919
Prahran (Southern Metropolitan)	20-24	0			M	2303
Prahran (Southern Metropolitan)	20-24	1	0	1	F	72
Prahran (Southern Metropolitan)	20-24	1	0	1	M	34
Prahran (Southern Metropolitan)	20-24	1	1	0	F	7
Prahran (Southern Metropolitan)	20-24	1	1	0	M	4
Prahran (Southern Metropolitan)	25-34				F	758
Prahran (Southern Metropolitan)	25-34				M	727
Prahran (Southern Metropolitan)	25-34	0			F	10288
Prahran (Southern Metropolitan)	25-34	0			M	9768
Prahran (Southern Metropolitan)	25-34	1	0	1	F	246
Prahran (Southern Metropolitan)	25-34	1	0	1	M	104
Prahran (Southern Metropolitan)	25-34	1	1	0	F	683
Prahran (Southern Metropolitan)	25-34	1	1	0	M	428
Prahran (Southern Metropolitan)	25-34	1	1	1	F	10
Prahran (Southern Metropolitan)	25-34	1	1	1	M	7
Prahran (Southern Metropolitan)	35-44				F	394
Prahran (Southern Metropolitan)	35-44				M	451
Prahran (Southern Metropolitan)	35-44	0			F	3729
Prahran (Southern Metropolitan)	35-44	0			M	4493
Prahran (Southern Metropolitan)	35-44	1	0	1	F	173
Prahran (Southern Metropolitan)	35-44	1	0	1	M	92
Prahran (Southern Metropolitan)	35-44	1	1	0	F	1805
Prahran (Southern Metropolitan)	35-44	1	1	0	M	1513
Prahran (Southern Metropolitan)	35-44	1	1	1	F	41
Prahran (Southern Metropolitan)	35-44	1	1	1	M	19
Prahran (Southern Metropolitan)	45-54				F	271
Prahran (Southern Metropolitan)	45-54				M	300
Prahran (Southern Metropolitan)	45-54	0			F	2555
Prahran (Southern Metropolitan)	45-54	0			M	2680
Prahran (Southern Metropolitan)	45-54	1	0	1	F	122
Prahran (Southern Metropolitan)	45-54	1	0	1	M	44
Prahran (Southern Metropolitan)	45-54	1	1	0	F	960
Prahran (Southern Metropolitan)	45-54	1	1	0	M	947
Prahran (Southern Metropolitan)	45-54	1	1	1	F	17
Prahran (Southern Metropolitan)	45-54	1	1	1	M	17
Prahran (Southern Metropolitan)	55-64				F	208
Prahran (Southern Metropolitan)	55-64				M	239
Prahran (Southern Metropolitan)	55-64	0			F	2639
Prahran (Southern Metropolitan)	55-64	0			M	2658
Prahran (Southern Metropolitan)	55-64	1	0	1	F	255
