SED_NAME16	Age	NeedsAssistance	Sex	persons
Auburn	55-64	1	F	537
Auburn	55-64	1	M	381
Auburn	65-74		F	213
Auburn	65-74		M	235
Auburn	65-74	0	F	2711
Auburn	65-74	0	M	2812
Auburn	65-74	1	F	729
Auburn	65-74	1	M	571
Auburn	75-84		F	115
Auburn	75-84		M	151
Auburn	75-84	0	F	922
Auburn	75-84	0	M	1012
Auburn	75-84	1	F	672
Auburn	75-84	1	M	507
Auburn	85+		F	73
Auburn	85+		M	89
Auburn	85+	0	F	180
Auburn	85+	0	M	195
Auburn	85+	1	F	471
Auburn	85+	1	M	273
Ballina	0-4		F	165
Ballina	0-4		M	155
Ballina	0-4	0	F	1735
Ballina	0-4	0	M	1839
Ballina	0-4	1	F	15
Ballina	0-4	1	M	30
Ballina	5-14		F	377
Ballina	5-14		M	399
Ballina	5-14	0	F	4074
Ballina	5-14	0	M	4209
Ballina	5-14	1	F	119
Ballina	5-14	1	M	237
Ballina	15-19		F	134
Ballina	15-19		M	164
Ballina	15-19	0	F	1792
Ballina	15-19	0	M	1869
Ballina	15-19	1	F	60
Ballina	15-19	1	M	101
Ballina	20-24		F	160
Ballina	20-24		M	139
Ballina	20-24	0	F	1536
Ballina	20-24	0	M	1422
Ballina	20-24	1	F	39
Ballina	20-24	1	M	71
Ballina	25-34		F	438
Ballina	25-34		M	404
Ballina	25-34	0	F	4363
Ballina	25-34	0	M	3732
Ballina	25-34	1	F	102
Ballina	25-34	1	M	96
Ballina	35-44		F	437
Ballina	35-44		M	437
Ballina	35-44	0	F	4895
Ballina	35-44	0	M	4410
Ballina	35-44	1	F	112
Ballina	35-44	1	M	110
Ballina	45-54		F	433
Ballina	45-54		M	389
Ballina	45-54	0	F	5328
Ballina	45-54	0	M	4650
Ballina	45-54	1	F	167
Ballina	45-54	1	M	135
Ballina	55-64		F	409
Ballina	55-64		M	397
Ballina	55-64	0	F	5486
Ballina	55-64	0	M	4881
Ballina	55-64	1	F	263
Ballina	55-64	1	M	276
Ballina	65-74		F	328
Ballina	65-74		M	376
Ballina	65-74	0	F	5024
Ballina	65-74	0	M	4759
Ballina	65-74	1	F	349
Ballina	65-74	1	M	376
Ballina	75-84		F	178
Ballina	75-84		M	158
Ballina	75-84	0	F	2289
Ballina	75-84	0	M	2106
Ballina	75-84	1	F	502
Ballina	75-84	1	M	366
Ballina	85+		F	173
Ballina	85+		M	87
Ballina	85+	0	F	603
Ballina	85+	0	M	476
Ballina	85+	1	F	744
Ballina	85+	1	M	339
Balmain	0-4		F	84
Balmain	0-4		M	86
Balmain	0-4	0	F	2082
Balmain	0-4	0	M	2141
Balmain	0-4	1	F	9
Balmain	0-4	1	M	26
Balmain	5-14		F	142
Balmain	5-14		M	166
Balmain	5-14	0	F	3727
Balmain	5-14	0	M	3790
Balmain	5-14	1	F	60
Balmain	5-14	1	M	126
Balmain	15-19		F	82
Balmain	15-19		M	87
Balmain	15-19	0	F	1504
Balmain	15-19	0	M	1543
Balmain	15-19	1	F	22
Balmain	15-19	1	M	37
Balmain	20-24		F	176
Balmain	20-24		M	173
Balmain	20-24	0	F	2780
Balmain	20-24	0	M	2337
Balmain	20-24	1	F	46
Balmain	20-24	1	M	35
Balmain	25-34		F	463
Balmain	25-34		M	419
Balmain	25-34	0	F	7489
Balmain	25-34	0	M	6924
Balmain	25-34	1	F	69
Balmain	25-34	1	M	59
Balmain	35-44		F	348
Balmain	35-44		M	368
Balmain	35-44	0	F	6861
Balmain	35-44	0	M	6584
Balmain	35-44	1	F	76
Balmain	35-44	1	M	86
Balmain	45-54		F	262
Balmain	45-54		M	304
Balmain	45-54	0	F	5769
Balmain	45-54	0	M	5385
Balmain	45-54	1	F	124
Balmain	45-54	1	M	107
Balmain	55-64		F	220
Balmain	55-64		M	247
Balmain	55-64	0	F	4282
Balmain	55-64	0	M	3926
Balmain	55-64	1	F	210
Balmain	55-64	1	M	176
Balmain	65-74		F	148
Balmain	65-74		M	179
Balmain	65-74	0	F	3334
Balmain	65-74	0	M	2767
Balmain	65-74	1	F	271
Balmain	65-74	1	M	247
Balmain	75-84		F	92
Balmain	75-84		M	100
Balmain	75-84	0	F	1251
Balmain	75-84	0	M	1117
Balmain	75-84	1	F	419
Balmain	75-84	1	M	266
Balmain	85+		F	51
Balmain	85+		M	49
Balmain	85+	0	F	222
Balmain	85+	0	M	176
Balmain	85+	1	F	377
Balmain	85+	1	M	202
Bankstown	0-4		F	356
Bankstown	0-4		M	357
Bankstown	0-4	0	F	3166
Bankstown	0-4	0	M	3186
Bankstown	0-4	1	F	31
Bankstown	0-4	1	M	63
Bankstown	5-14		F	602
Bankstown	5-14		M	724
Bankstown	5-14	0	F	5721
Bankstown	5-14	0	M	5813
Bankstown	5-14	1	F	144
Bankstown	5-14	1	M	310
Bankstown	15-19		F	239
Bankstown	15-19		M	269
Bankstown	15-19	0	F	2688
Bankstown	15-19	0	M	2854
Bankstown	15-19	1	F	53
Bankstown	15-19	1	M	102
Bankstown	20-24		F	271
Bankstown	20-24		M	372
Bankstown	20-24	0	F	2981
Bankstown	20-24	0	M	3034
Bankstown	20-24	1	F	43
Bankstown	20-24	1	M	78
Bankstown	25-34		F	617
Bankstown	25-34		M	772
Bankstown	25-34	0	F	6592
Bankstown	25-34	0	M	6405
Bankstown	25-34	1	F	119
Bankstown	25-34	1	M	135
Bankstown	35-44		F	559
Bankstown	35-44		M	708
Bankstown	35-44	0	F	5468
Bankstown	35-44	0	M	5284
Bankstown	35-44	1	F	163
Bankstown	35-44	1	M	210
Bankstown	45-54		F	433
Bankstown	45-54		M	531
Bankstown	45-54	0	F	4896
Bankstown	45-54	0	M	4593
Bankstown	45-54	1	F	287
Bankstown	45-54	1	M	253
Bankstown	55-64		F	347
Bankstown	55-64		M	364
Bankstown	55-64	0	F	4240
Bankstown	55-64	0	M	4335
Bankstown	55-64	1	F	573
Bankstown	55-64	1	M	488
Bankstown	65-74		F	266
Bankstown	65-74		M	241
Bankstown	65-74	0	F	2653
Bankstown	65-74	0	M	2653
Bankstown	65-74	1	F	737
Bankstown	65-74	1	M	604
Bankstown	75-84		F	182
Bankstown	75-84		M	175
Bankstown	75-84	0	F	1021
Bankstown	75-84	0	M	1123
Bankstown	75-84	1	F	757
Bankstown	75-84	1	M	501
Bankstown	85+		F	229
Bankstown	85+		M	103
Bankstown	85+	0	F	283
Bankstown	85+	0	M	287
Bankstown	85+	1	F	667
Bankstown	85+	1	M	354
Barwon	0-4		F	285
Barwon	0-4		M	295
Barwon	0-4	0	F	1874
Barwon	0-4	0	M	1997
Barwon	0-4	1	F	25
Barwon	0-4	1	M	29
Barwon	5-14		F	681
Barwon	5-14		M	715
Barwon	5-14	0	F	3863
Barwon	5-14	0	M	3902
Barwon	5-14	1	F	110
Barwon	5-14	1	M	239
Barwon	15-19		F	258
Barwon	15-19		M	300
Barwon	15-19	0	F	1679
Barwon	15-19	0	M	1692
Barwon	15-19	1	F	37
Barwon	15-19	1	M	94
Barwon	20-24		F	249
Barwon	20-24		M	268
Barwon	20-24	0	F	1434
Barwon	20-24	0	M	1549
Barwon	20-24	1	F	38
Barwon	20-24	1	M	54
Barwon	25-34		F	571
Barwon	25-34		M	567
Barwon	25-34	0	F	3977
Barwon	25-34	0	M	3549
Barwon	25-34	1	F	71
Barwon	25-34	1	M	93
Barwon	35-44		F	556
Barwon	35-44		M	507
Barwon	35-44	0	F	3331
Barwon	35-44	0	M	3145
Barwon	35-44	1	F	100
Barwon	35-44	1	M	121
Barwon	45-54		F	580
Barwon	45-54		M	580
Barwon	45-54	0	F	3685
Barwon	45-54	0	M	3606
Barwon	45-54	1	F	192
Barwon	45-54	1	M	203
Barwon	55-64		F	598
Barwon	55-64		M	664
Barwon	55-64	0	F	4361
Barwon	55-64	0	M	4400
Barwon	55-64	1	F	340
Barwon	55-64	1	M	354
Barwon	65-74		F	453
Barwon	65-74		M	527
Barwon	65-74	0	F	3382
Barwon	65-74	0	M	3666
Barwon	65-74	1	F	392
Barwon	65-74	1	M	483
Barwon	75-84		F	338
Barwon	75-84		M	321
Barwon	75-84	0	F	1835
Barwon	75-84	0	M	1739
Barwon	75-84	1	F	528
Barwon	75-84	1	M	442
Barwon	85+		F	212
Barwon	85+		M	105
Barwon	85+	0	F	463
Barwon	85+	0	M	364
Barwon	85+	1	F	593
Barwon	85+	1	M	301
Bathurst	0-4		F	128
Bathurst	0-4		M	141
Bathurst	0-4	0	F	1907
Bathurst	0-4	0	M	2024
Bathurst	0-4	1	F	26
Bathurst	0-4	1	M	44
Bathurst	5-14		F	346
Bathurst	5-14		M	367
Bathurst	5-14	0	F	4466
Bathurst	5-14	0	M	4472
Bathurst	5-14	1	F	191
Bathurst	5-14	1	M	384
Bathurst	15-19		F	136
Bathurst	15-19		M	197
Bathurst	15-19	0	F	2084
Bathurst	15-19	0	M	2236
Bathurst	15-19	1	F	86
Bathurst	15-19	1	M	149
Bathurst	20-24		F	138
Bathurst	20-24		M	324
Bathurst	20-24	0	F	1932
Bathurst	20-24	0	M	2011
Bathurst	20-24	1	F	50
Bathurst	20-24	1	M	101
Bathurst	25-34		F	282
Bathurst	25-34		M	745
Bathurst	25-34	0	F	4214
Bathurst	25-34	0	M	3982
Bathurst	25-34	1	F	123
Bathurst	25-34	1	M	140
Bathurst	35-44		F	272
Bathurst	35-44		M	669
Bathurst	35-44	0	F	3947
Bathurst	35-44	0	M	3754
Bathurst	35-44	1	F	146
Bathurst	35-44	1	M	130
Bathurst	45-54		F	322
Bathurst	45-54		M	499
Bathurst	45-54	0	F	4612
Bathurst	45-54	0	M	4270
Bathurst	45-54	1	F	230
Bathurst	45-54	1	M	216
Bathurst	55-64		F	290
Bathurst	55-64		M	429
Bathurst	55-64	0	F	4901
Bathurst	55-64	0	M	4726
Bathurst	55-64	1	F	295
Bathurst	55-64	1	M	307
Bathurst	65-74		F	287
Bathurst	65-74		M	362
Bathurst	65-74	0	F	4102
Bathurst	65-74	0	M	4083
Bathurst	65-74	1	F	400
Bathurst	65-74	1	M	422
Bathurst	75-84		F	180
Bathurst	75-84		M	198
Bathurst	75-84	0	F	2053
Bathurst	75-84	0	M	2014
Bathurst	75-84	1	F	551
Bathurst	75-84	1	M	445
Bathurst	85+		F	84
Bathurst	85+		M	42
Bathurst	85+	0	F	475
Bathurst	85+	0	M	373
Bathurst	85+	1	F	668
Bathurst	85+	1	M	293
Baulkham Hills	0-4		F	67
Baulkham Hills	0-4		M	80
Baulkham Hills	0-4	0	F	2230
Baulkham Hills	0-4	0	M	2306
Baulkham Hills	0-4	1	F	9
Baulkham Hills	0-4	1	M	33
Baulkham Hills	5-14		F	166
Baulkham Hills	5-14		M	179
Baulkham Hills	5-14	0	F	6016
Baulkham Hills	5-14	0	M	6403
Baulkham Hills	5-14	1	F	112
Baulkham Hills	5-14	1	M	169
Baulkham Hills	15-19		F	56
Baulkham Hills	15-19		M	69
Baulkham Hills	15-19	0	F	2447
Baulkham Hills	15-19	0	M	2663
Baulkham Hills	15-19	1	F	59
Baulkham Hills	15-19	1	M	80
Baulkham Hills	20-24		F	45
Baulkham Hills	20-24		M	67
Baulkham Hills	20-24	0	F	2359
Baulkham Hills	20-24	0	M	2574
Baulkham Hills	20-24	1	F	35
Baulkham Hills	20-24	1	M	71
Baulkham Hills	25-34		F	143
Baulkham Hills	25-34		M	135
Baulkham Hills	25-34	0	F	4194
Baulkham Hills	25-34	0	M	3984
Baulkham Hills	25-34	1	F	59
Baulkham Hills	25-34	1	M	82
Baulkham Hills	35-44		F	182
Baulkham Hills	35-44		M	190
Baulkham Hills	35-44	0	F	7038
Baulkham Hills	35-44	0	M	6382
Baulkham Hills	35-44	1	F	66
Baulkham Hills	35-44	1	M	93
Baulkham Hills	45-54		F	137
Baulkham Hills	45-54		M	126
Baulkham Hills	45-54	0	F	5931
Baulkham Hills	45-54	0	M	5595
Baulkham Hills	45-54	1	F	98
Baulkham Hills	45-54	1	M	107
Baulkham Hills	55-64		F	129
Baulkham Hills	55-64		M	107
Baulkham Hills	55-64	0	F	5065
Baulkham Hills	55-64	0	M	4816
Baulkham Hills	55-64	1	F	187
Baulkham Hills	55-64	1	M	116
Baulkham Hills	65-74		F	117
Baulkham Hills	65-74		M	95
Baulkham Hills	65-74	0	F	4215
Baulkham Hills	65-74	0	M	3834
Baulkham Hills	65-74	1	F	365
Baulkham Hills	65-74	1	M	268
Baulkham Hills	75-84		F	102
Baulkham Hills	75-84		M	83
Baulkham Hills	75-84	0	F	1867
Baulkham Hills	75-84	0	M	1963
Baulkham Hills	75-84	1	F	529
Baulkham Hills	75-84	1	M	375
Baulkham Hills	85+		F	103
Baulkham Hills	85+		M	37
Baulkham Hills	85+	0	F	300
Baulkham Hills	85+	0	M	324
Baulkham Hills	85+	1	F	525
Baulkham Hills	85+	1	M	269
Bega	0-4		F	135
Bega	0-4		M	135
Bega	0-4	0	F	1381
Bega	0-4	0	M	1461
Bega	0-4	1	F	15
Bega	0-4	1	M	28
Bega	5-14		F	300
Bega	5-14		M	356
Bega	5-14	0	F	3419
Bega	5-14	0	M	3498
Bega	5-14	1	F	108
Bega	5-14	1	M	210
Bega	15-19		F	151
Bega	15-19		M	166
Bega	15-19	0	F	1513
Bega	15-19	0	M	1699
Bega	15-19	1	F	42
Bega	15-19	1	M	84
Bega	20-24		F	101
Bega	20-24		M	126
Bega	20-24	0	F	1098
Bega	20-24	0	M	1195
Bega	20-24	1	F	42
Bega	20-24	1	M	65
Bega	25-34		F	236
Bega	25-34		M	247
Bega	25-34	0	F	2849
Bega	25-34	0	M	2666
Bega	25-34	1	F	90
Bega	25-34	1	M	110
Bega	35-44		F	281
Bega	35-44		M	246
Bega	35-44	0	F	3213
Bega	35-44	0	M	2906
Bega	35-44	1	F	126
Bega	35-44	1	M	123
Bega	45-54		F	337
Bega	45-54		M	358
Bega	45-54	0	F	4245
Bega	45-54	0	M	3790
Bega	45-54	1	F	183
Bega	45-54	1	M	195
Bega	55-64		F	408
Bega	55-64		M	447
Bega	55-64	0	F	6250
Bega	55-64	0	M	5450
Bega	55-64	1	F	380
Bega	55-64	1	M	337
Bega	65-74		F	378
Bega	65-74		M	439
Bega	65-74	0	F	6080
Bega	65-74	0	M	6106
Bega	65-74	1	F	496
Bega	65-74	1	M	552
Bega	75-84		F	227
Bega	75-84		M	232
Bega	75-84	0	F	2783
Bega	75-84	0	M	2748
Bega	75-84	1	F	603
Bega	75-84	1	M	509
Bega	85+		F	174
Bega	85+		M	113
Bega	85+	0	F	622
Bega	85+	0	M	555
Bega	85+	1	F	736
Bega	85+	1	M	377
Blacktown	0-4		F	211
Blacktown	0-4		M	220
Blacktown	0-4	0	F	2837
Blacktown	0-4	0	M	2951
Blacktown	0-4	1	F	25
Blacktown	0-4	1	M	57
Blacktown	5-14		F	417
Blacktown	5-14		M	461
Blacktown	5-14	0	F	5102
Blacktown	5-14	0	M	5256
Blacktown	5-14	1	F	158
Blacktown	5-14	1	M	328
Blacktown	15-19		F	163
Blacktown	15-19		M	189
Blacktown	15-19	0	F	2190
Blacktown	15-19	0	M	2376
Blacktown	15-19	1	F	52
Blacktown	15-19	1	M	117
Blacktown	20-24		F	215
Blacktown	20-24		M	269
Blacktown	20-24	0	F	2895
Blacktown	20-24	0	M	3297
Blacktown	20-24	1	F	64
Blacktown	20-24	1	M	89
Blacktown	25-34		F	515
Blacktown	25-34		M	616
Blacktown	25-34	0	F	6968
Blacktown	25-34	0	M	7034
Blacktown	25-34	1	F	120
Blacktown	25-34	1	M	146
Blacktown	35-44		F	478
Blacktown	35-44		M	448
Blacktown	35-44	0	F	6458
Blacktown	35-44	0	M	6779
Blacktown	35-44	1	F	153
Blacktown	35-44	1	M	148
Blacktown	45-54		F	317
Blacktown	45-54		M	320
Blacktown	45-54	0	F	4740
Blacktown	45-54	0	M	4792
Blacktown	45-54	1	F	261
Blacktown	45-54	1	M	221
Blacktown	55-64		F	234
Blacktown	55-64		M	275
Blacktown	55-64	0	F	4199
Blacktown	55-64	0	M	4136
Blacktown	55-64	1	F	400
Blacktown	55-64	1	M	344
Blacktown	65-74		F	191
Blacktown	65-74		M	163
Blacktown	65-74	0	F	2992
Blacktown	65-74	0	M	2822
Blacktown	65-74	1	F	629
Blacktown	65-74	1	M	452
Blacktown	75-84		F	124
Blacktown	75-84		M	106
Blacktown	75-84	0	F	1118
Blacktown	75-84	0	M	1085
Blacktown	75-84	1	F	677
Blacktown	75-84	1	M	438
Blacktown	85+		F	66
Blacktown	85+		M	45
Blacktown	85+	0	F	257
Blacktown	85+	0	M	201
Blacktown	85+	1	F	560
Blacktown	85+	1	M	269
Blue Mountains	0-4		F	58
Blue Mountains	0-4		M	79
Blue Mountains	0-4	0	F	1693
Blue Mountains	0-4	0	M	1714
Blue Mountains	0-4	1	F	22
Blue Mountains	0-4	1	M	38
Blue Mountains	5-14		F	165
Blue Mountains	5-14		M	157
Blue Mountains	5-14	0	F	4044
Blue Mountains	5-14	0	M	4046
Blue Mountains	5-14	1	F	173
Blue Mountains	5-14	1	M	378
Blue Mountains	15-19		F	76
Blue Mountains	15-19		M	83
Blue Mountains	15-19	0	F	1849
Blue Mountains	15-19	0	M	2028
Blue Mountains	15-19	1	F	80
Blue Mountains	15-19	1	M	131
Blue Mountains	20-24		F	45
Blue Mountains	20-24		M	60
Blue Mountains	20-24	0	F	1336
Blue Mountains	20-24	0	M	1530
Blue Mountains	20-24	1	F	61
Blue Mountains	20-24	1	M	76
Blue Mountains	25-34		F	127
Blue Mountains	25-34		M	133
Blue Mountains	25-34	0	F	3187
Blue Mountains	25-34	0	M	3056
Blue Mountains	25-34	1	F	101
Blue Mountains	25-34	1	M	97
Blue Mountains	35-44		F	146
Blue Mountains	35-44		M	172
Blue Mountains	35-44	0	F	4369
Blue Mountains	35-44	0	M	3993
Blue Mountains	35-44	1	F	130
Blue Mountains	35-44	1	M	89
Blue Mountains	45-54		F	178
Blue Mountains	45-54		M	162
Blue Mountains	45-54	0	F	4900
Blue Mountains	45-54	0	M	4494
Blue Mountains	45-54	1	F	153
Blue Mountains	45-54	1	M	172
Blue Mountains	55-64		F	168
Blue Mountains	55-64		M	171
Blue Mountains	55-64	0	F	5075
Blue Mountains	55-64	0	M	4489
Blue Mountains	55-64	1	F	270
Blue Mountains	55-64	1	M	167
Blue Mountains	65-74		F	153
Blue Mountains	65-74		M	162
Blue Mountains	65-74	0	F	4666
Blue Mountains	65-74	0	M	4182
Blue Mountains	65-74	1	F	330
Blue Mountains	65-74	1	M	316
Blue Mountains	75-84		F	123
Blue Mountains	75-84		M	109
Blue Mountains	75-84	0	F	2107
Blue Mountains	75-84	0	M	1742
Blue Mountains	75-84	1	F	469
Blue Mountains	75-84	1	M	328
Blue Mountains	85+		F	98
Blue Mountains	85+		M	35
Blue Mountains	85+	0	F	423
Blue Mountains	85+	0	M	342
Blue Mountains	85+	1	F	509
Blue Mountains	85+	1	M	237
Cabramatta	0-4		F	176
Cabramatta	0-4		M	181
Cabramatta	0-4	0	F	1851
Cabramatta	0-4	0	M	1927
Cabramatta	0-4	1	F	27
Cabramatta	0-4	1	M	39
Cabramatta	5-14		F	332
Cabramatta	5-14		M	398
Cabramatta	5-14	0	F	4488
Cabramatta	5-14	0	M	4896
Cabramatta	5-14	1	F	88
Cabramatta	5-14	1	M	209
Cabramatta	15-19		F	160
Cabramatta	15-19		M	196
Cabramatta	15-19	0	F	2670
Cabramatta	15-19	0	M	2733
Cabramatta	15-19	1	F	48
Cabramatta	15-19	1	M	99
Cabramatta	20-24		F	161
Cabramatta	20-24		M	163
Cabramatta	20-24	0	F	2854
Cabramatta	20-24	0	M	2914
Cabramatta	20-24	1	F	31
Cabramatta	20-24	1	M	78
Cabramatta	25-34		F	346
Cabramatta	25-34		M	370
Cabramatta	25-34	0	F	5027
Cabramatta	25-34	0	M	5180
Cabramatta	25-34	1	F	74
Cabramatta	25-34	1	M	102
Cabramatta	35-44		F	318
Cabramatta	35-44		M	284
Cabramatta	35-44	0	F	4978
Cabramatta	35-44	0	M	4211
Cabramatta	35-44	1	F	116
Cabramatta	35-44	1	M	117
Cabramatta	45-54		F	289
Cabramatta	45-54		M	296
Cabramatta	45-54	0	F	5322
Cabramatta	45-54	0	M	4693
Cabramatta	45-54	1	F	341
Cabramatta	45-54	1	M	261
Cabramatta	55-64		F	288
Cabramatta	55-64		M	315
Cabramatta	55-64	0	F	4869
Cabramatta	55-64	0	M	4960
Cabramatta	55-64	1	F	705
Cabramatta	55-64	1	M	540
Cabramatta	65-74		F	211
Cabramatta	65-74		M	208
Cabramatta	65-74	0	F	3176
Cabramatta	65-74	0	M	3045
Cabramatta	65-74	1	F	910
Cabramatta	65-74	1	M	727
Cabramatta	75-84		F	171
Cabramatta	75-84		M	134
Cabramatta	75-84	0	F	966
Cabramatta	75-84	0	M	998
Cabramatta	75-84	1	F	823
Cabramatta	75-84	1	M	600
Cabramatta	85+		F	213
Cabramatta	85+		M	110
Cabramatta	85+	0	F	189
Cabramatta	85+	0	M	197
Cabramatta	85+	1	F	674
Cabramatta	85+	1	M	361
Camden	0-4		F	240
Camden	0-4		M	275
Camden	0-4	0	F	5483
Camden	0-4	0	M	5836
Camden	0-4	1	F	87
Camden	0-4	1	M	121
Camden	5-14		F	425
Camden	5-14		M	442
Camden	5-14	0	F	9368
Camden	5-14	0	M	9463
Camden	5-14	1	F	286
Camden	5-14	1	M	649
Camden	15-19		F	151
Camden	15-19		M	145
Camden	15-19	0	F	3835
Camden	15-19	0	M	3867
Camden	15-19	1	F	113
Camden	15-19	1	M	194
Camden	20-24		F	173
Camden	20-24		M	136
Camden	20-24	0	F	3662
Camden	20-24	0	M	3601
Camden	20-24	1	F	86
Camden	20-24	1	M	106
Camden	25-34		F	417
Camden	25-34		M	392
Camden	25-34	0	F	10630
Camden	25-34	0	M	9422
Camden	25-34	1	F	157
Camden	25-34	1	M	163
Camden	35-44		F	386
Camden	35-44		M	400
Camden	35-44	0	F	9807
Camden	35-44	0	M	9584
Camden	35-44	1	F	151
Camden	35-44	1	M	163
Camden	45-54		F	238
Camden	45-54		M	272
Camden	45-54	0	F	7403
Camden	45-54	0	M	7402
Camden	45-54	1	F	258
Camden	45-54	1	M	191
Camden	55-64		F	221
Camden	55-64		M	216
Camden	55-64	0	F	5427
Camden	55-64	0	M	5051
Camden	55-64	1	F	365
Camden	55-64	1	M	254
Camden	65-74		F	149
Camden	65-74		M	164
Camden	65-74	0	F	3624
Camden	65-74	0	M	3339
Camden	65-74	1	F	508
Camden	65-74	1	M	401
Camden	75-84		F	92
Camden	75-84		M	121
Camden	75-84	0	F	1370
Camden	75-84	0	M	1327
Camden	75-84	1	F	597
Camden	75-84	1	M	418
Camden	85+		F	65
Camden	85+		M	118
Camden	85+	0	F	246
Camden	85+	0	M	225
Camden	85+	1	F	562
Camden	85+	1	M	229
Campbelltown	0-4		F	244
Campbelltown	0-4		M	225
Campbelltown	0-4	0	F	2668
Campbelltown	0-4	0	M	2646
Campbelltown	0-4	1	F	50
Campbelltown	0-4	1	M	94
Campbelltown	5-14		F	458
Campbelltown	5-14		M	482
Campbelltown	5-14	0	F	4996
Campbelltown	5-14	0	M	5060
Campbelltown	5-14	1	F	246
Campbelltown	5-14	1	M	573
Campbelltown	15-19		F	168
Campbelltown	15-19		M	193
Campbelltown	15-19	0	F	2377
Campbelltown	15-19	0	M	2374
Campbelltown	15-19	1	F	95
Campbelltown	15-19	1	M	191
Campbelltown	20-24		F	174
Campbelltown	20-24		M	199
Campbelltown	20-24	0	F	2546
Campbelltown	20-24	0	M	2621
Campbelltown	20-24	1	F	76
Campbelltown	20-24	1	M	105
Campbelltown	25-34		F	466
Campbelltown	25-34		M	384
Campbelltown	25-34	0	F	5726
Campbelltown	25-34	0	M	5287
Campbelltown	25-34	1	F	167
Campbelltown	25-34	1	M	199
Campbelltown	35-44		F	386
Campbelltown	35-44		M	434
Campbelltown	35-44	0	F	5325
Campbelltown	35-44	0	M	5132
Campbelltown	35-44	1	F	180
Campbelltown	35-44	1	M	184
Campbelltown	45-54		F	278
Campbelltown	45-54		M	326
Campbelltown	45-54	0	F	4343
Campbelltown	45-54	0	M	4111
Campbelltown	45-54	1	F	304
Campbelltown	45-54	1	M	234
Campbelltown	55-64		F	242
Campbelltown	55-64		M	236
Campbelltown	55-64	0	F	4158
Campbelltown	55-64	0	M	3850
Campbelltown	55-64	1	F	475
Campbelltown	55-64	1	M	339
Campbelltown	65-74		F	219
Campbelltown	65-74		M	170
Campbelltown	65-74	0	F	3270
Campbelltown	65-74	0	M	2916
