SED_NAME21	AustCitizen	Sex	persons
Holsworthy	1	M	38759
Hornsby	0	F	6375
Hornsby	0	M	5686
Hornsby	1	F	35885
Hornsby	1	M	35665
Keira	0	F	4019
Keira	0	M	3998
Keira	1	F	38122
Keira	1	M	36141
Kiama	0	F	3358
Kiama	0	M	3942
Kiama	1	F	36615
Kiama	1	M	35146
Kogarah	0	F	13500
Kogarah	0	M	13709
Kogarah	1	F	33629
Kogarah	1	M	32887
Ku-ring-gai	0	F	8575
Ku-ring-gai	0	M	7125
Ku-ring-gai	1	F	36446
Ku-ring-gai	1	M	34678
Lake Macquarie	0	F	3045
Lake Macquarie	0	M	2975
Lake Macquarie	1	F	37680
Lake Macquarie	1	M	36006
Lakemba	0	F	10199
Lakemba	0	M	12676
Lakemba	1	F	36574
Lakemba	1	M	36560
Lane Cove	0	F	8117
Lane Cove	0	M	6991
Lane Cove	1	F	37682
Lane Cove	1	M	36406
Lismore	0	F	4433
Lismore	0	M	4352
Lismore	1	F	34662
Lismore	1	M	33309
Liverpool	0	F	9937
Liverpool	0	M	9711
Liverpool	1	F	39023
Liverpool	1	M	38314
Londonderry	0	F	10784
Londonderry	0	M	10558
Londonderry	1	F	49906
Londonderry	1	M	49304
Macquarie Fields	0	F	10221
Macquarie Fields	0	M	9316
Macquarie Fields	1	F	46773
Macquarie Fields	1	M	46099
Maitland	0	F	3331
Maitland	0	M	3179
Maitland	1	F	42979
Maitland	1	M	40738
Manly	0	F	7072
Manly	0	M	6691
Manly	1	F	35415
Manly	1	M	34023
Maroubra	0	F	8517
Maroubra	0	M	9245
Maroubra	1	F	35832
Maroubra	1	M	33978
Miranda	0	F	4140
Miranda	0	M	3789
Miranda	1	F	36974
Miranda	1	M	35144
Monaro	0	F	4655
Monaro	0	M	5089
Monaro	1	F	37282
Monaro	1	M	37942
Mount Druitt	0	F	9513
Mount Druitt	0	M	8904
Mount Druitt	1	F	38400
Mount Druitt	1	M	37664
Mulgoa	0	F	4282
Mulgoa	0	M	4248
Mulgoa	1	F	39763
Mulgoa	1	M	39332
Murray	0	F	6654
Murray	0	M	7182
Murray	1	F	36188
Murray	1	M	35898
Myall Lakes	0	F	3707
Myall Lakes	0	M	3483
Myall Lakes	1	F	35283
Myall Lakes	1	M	33105
Newcastle	0	F	4021
Newcastle	0	M	4009
Newcastle	1	F	36533
Newcastle	1	M	35110
Newtown	0	F	9184
Newtown	0	M	9855
Newtown	1	F	29426
Newtown	1	M	31849
North Shore	0	F	8463
North Shore	0	M	7042
North Shore	1	F	33487
North Shore	1	M	29901
Northern Tablelands	0	F	6446
Northern Tablelands	0	M	6277
Northern Tablelands	1	F	34183
Northern Tablelands	1	M	32636
Oatley	0	F	6303
Oatley	0	M	5883
Oatley	1	F	34157
Oatley	1	M	32764
Orange	0	F	4020
Orange	0	M	3916
Orange	1	F	37154
Orange	1	M	35872
Oxley	0	F	3872
Oxley	0	M	4415
Oxley	1	F	35503
Oxley	1	M	33814
Parramatta	0	F	18171
Parramatta	0	M	18988
Parramatta	1	F	37114
Parramatta	1	M	37795
Penrith	0	F	5614
Penrith	0	M	5105
Penrith	1	F	37635
Penrith	1	M	36220
Pittwater	0	F	4046
Pittwater	0	M	3699
Pittwater	1	F	34532
Pittwater	1	M	32994
Port Macquarie	0	F	3476
Port Macquarie	0	M	3287
Port Macquarie	1	F	38495
Port Macquarie	1	M	35498
Port Stephens	0	F	3341
Port Stephens	0	M	3289
Port Stephens	1	F	35372
Port Stephens	1	M	34421
Prospect	0	F	8785
Prospect	0	M	9111
Prospect	1	F	35671
Prospect	1	M	35036
Riverstone	0	F	11694
Riverstone	0	M	12107
Riverstone	1	F	49221
Riverstone	1	M	49307
Rockdale	0	F	11939
Rockdale	0	M	12097
Rockdale	1	F	35321
Rockdale	1	M	34602
Ryde	0	F	14950
Ryde	0	M	13227
Ryde	1	F	36057
Ryde	1	M	35783
Seven Hills	0	F	8650
Seven Hills	0	M	8974
Seven Hills	1	F	34827
Seven Hills	1	M	33977
Shellharbour	0	F	4048
Shellharbour	0	M	3704
Shellharbour	1	F	41183
Shellharbour	1	M	39573
South Coast	0	F	3902
South Coast	0	M	3768
South Coast	1	F	35104
South Coast	1	M	33883
Strathfield	0	F	16652
Strathfield	0	M	18167
Strathfield	1	F	34374
Strathfield	1	M	33029
Summer Hill	0	F	7306
Summer Hill	0	M	7304
Summer Hill	1	F	34382
Summer Hill	1	M	32033
Swansea	0	F	2795
Swansea	0	M	2555
Swansea	1	F	34989
Swansea	1	M	33784
Sydney	0	F	16653
Sydney	0	M	17171
Sydney	1	F	27760
Sydney	1	M	31816
Tamworth	0	F	4565
Tamworth	0	M	4717
Tamworth	1	F	36486
Tamworth	1	M	35088
Terrigal	0	F	3597
Terrigal	0	M	3265
Terrigal	1	F	36567
Terrigal	1	M	34182
The Entrance	0	F	3850
The Entrance	0	M	3388
The Entrance	1	F	35476
The Entrance	1	M	33297
Tweed	0	F	4844
Tweed	0	M	4431
Tweed	1	F	37411
Tweed	1	M	34464
Upper Hunter	0	F	3677
Upper Hunter	0	M	4236
Upper Hunter	1	F	35176
Upper Hunter	1	M	35734
Vaucluse	0	F	8480
Vaucluse	0	M	7363
Vaucluse	1	F	33583
Vaucluse	1	M	30609
Wagga Wagga	0	F	4644
Wagga Wagga	0	M	4783
Wagga Wagga	1	F	37485
Wagga Wagga	1	M	35413
Wakehurst	0	F	6068
Wakehurst	0	M	5738
Wakehurst	1	F	36399
Wakehurst	1	M	35123
Wallsend	0	F	5203
Wallsend	0	M	5307
Wallsend	1	F	39166
Wallsend	1	M	37435
Willoughby	0	F	9846
Willoughby	0	M	8057
Willoughby	1	F	35526
Willoughby	1	M	33423
Wollondilly	0	F	3835
Wollondilly	0	M	3626
Wollondilly	1	F	38419
Wollondilly	1	M	37281
Wollongong	0	F	6141
Wollongong	0	M	6232
Wollongong	1	F	36835
Wollongong	1	M	36095
Wyong	0	F	4364
Wyong	0	M	4040
Wyong	1	F	38075
Wyong	1	M	36058
No usual address (NSW)	0	F	2050
No usual address (NSW)	0	M	2754
No usual address (NSW)	1	F	2947
No usual address (NSW)	1	M	3621
Migratory - Offshore - Shipping (NSW)	0	F	0
Migratory - Offshore - Shipping (NSW)	0	M	0
Migratory - Offshore - Shipping (NSW)	1	F	0
Migratory - Offshore - Shipping (NSW)	1	M	0
Albert Park (Southern Metropolitan)	0	F	11948
Albert Park (Southern Metropolitan)	0	M	11303
Albert Park (Southern Metropolitan)	1	F	29010
Albert Park (Southern Metropolitan)	1	M	28685
Altona (Western Metropolitan)	0	F	14159
Altona (Western Metropolitan)	0	M	13665
Altona (Western Metropolitan)	1	F	40513
Altona (Western Metropolitan)	1	M	40194
Bass (Eastern Victoria)	0	F	10029
Bass (Eastern Victoria)	0	M	9295
Bass (Eastern Victoria)	1	F	49081
Bass (Eastern Victoria)	1	M	47410
Bayswater (Eastern Metropolitan)	0	F	4790
Bayswater (Eastern Metropolitan)	0	M	4255
Bayswater (Eastern Metropolitan)	1	F	28292
Bayswater (Eastern Metropolitan)	1	M	27349
Bellarine (Western Victoria)	0	F	3008
Bellarine (Western Victoria)	0	M	2864
Bellarine (Western Victoria)	1	F	34042
Bellarine (Western Victoria)	1	M	31432
Benambra (Northern Victoria)	0	F	3231
Benambra (Northern Victoria)	0	M	3339
Benambra (Northern Victoria)	1	F	32550
Benambra (Northern Victoria)	1	M	31280
Bendigo East (Northern Victoria)	0	F	3369
Bendigo East (Northern Victoria)	0	M	3209
Bendigo East (Northern Victoria)	1	F	33831
Bendigo East (Northern Victoria)	1	M	31706
Bendigo West (Northern Victoria)	0	F	3372
Bendigo West (Northern Victoria)	0	M	3694
Bendigo West (Northern Victoria)	1	F	29337
Bendigo West (Northern Victoria)	1	M	27356
Bentleigh (Southern Metropolitan)	0	F	5433
Bentleigh (Southern Metropolitan)	0	M	4906
Bentleigh (Southern Metropolitan)	1	F	28870
Bentleigh (Southern Metropolitan)	1	M	27561
Box Hill (Eastern Metropolitan)	0	F	9751
Box Hill (Eastern Metropolitan)	0	M	8738
Box Hill (Eastern Metropolitan)	1	F	28380
Box Hill (Eastern Metropolitan)	1	M	26578
Brighton (Southern Metropolitan)	0	F	4567
Brighton (Southern Metropolitan)	0	M	4010
Brighton (Southern Metropolitan)	1	F	28022
Brighton (Southern Metropolitan)	1	M	25607
Broadmeadows (Northern Metropolitan)	0	F	8217
Broadmeadows (Northern Metropolitan)	0	M	9742
Broadmeadows (Northern Metropolitan)	1	F	28401
Broadmeadows (Northern Metropolitan)	1	M	28018
Brunswick (Northern Metropolitan)	0	F	6392
Brunswick (Northern Metropolitan)	0	M	5760
Brunswick (Northern Metropolitan)	1	F	32331
Brunswick (Northern Metropolitan)	1	M	29816
Bulleen (Eastern Metropolitan)	0	F	6805
Bulleen (Eastern Metropolitan)	0	M	5986
Bulleen (Eastern Metropolitan)	1	F	27942
Bulleen (Eastern Metropolitan)	1	M	26381
Bundoora (Northern Metropolitan)	0	F	4792
Bundoora (Northern Metropolitan)	0	M	5274
Bundoora (Northern Metropolitan)	1	F	25755
Bundoora (Northern Metropolitan)	1	M	25111
Buninyong (Western Victoria)	0	F	3315
Buninyong (Western Victoria)	0	M	3464
Buninyong (Western Victoria)	1	F	30862
Buninyong (Western Victoria)	1	M	29782
Burwood (Southern Metropolitan)	0	F	6938
Burwood (Southern Metropolitan)	0	M	6718
Burwood (Southern Metropolitan)	1	F	28605
Burwood (Southern Metropolitan)	1	M	26599
Carrum (South-Eastern Metropolitan)	0	F	4499
Carrum (South-Eastern Metropolitan)	0	M	4167
Carrum (South-Eastern Metropolitan)	1	F	31830
Carrum (South-Eastern Metropolitan)	1	M	30347
Caulfield (Southern Metropolitan)	0	F	6314
Caulfield (Southern Metropolitan)	0	M	6068
Caulfield (Southern Metropolitan)	1	F	28675
Caulfield (Southern Metropolitan)	1	M	26727
Clarinda (South-Eastern Metropolitan)	0	F	10168
Clarinda (South-Eastern Metropolitan)	0	M	11064
Clarinda (South-Eastern Metropolitan)	1	F	27469
Clarinda (South-Eastern Metropolitan)	1	M	27265
Cranbourne (South-Eastern Metropolitan)	0	F	13728
Cranbourne (South-Eastern Metropolitan)	0	M	13007
Cranbourne (South-Eastern Metropolitan)	1	F	50592
Cranbourne (South-Eastern Metropolitan)	1	M	50563
Croydon (Eastern Metropolitan)	0	F	4030
Croydon (Eastern Metropolitan)	0	M	3600
Croydon (Eastern Metropolitan)	1	F	28191
Croydon (Eastern Metropolitan)	1	M	26015
Dandenong (South-Eastern Metropolitan)	0	F	10358
Dandenong (South-Eastern Metropolitan)	0	M	12591
Dandenong (South-Eastern Metropolitan)	1	F	26503
Dandenong (South-Eastern Metropolitan)	1	M	26879
Eildon (Northern Victoria)	0	F	3361
Eildon (Northern Victoria)	0	M	3442
Eildon (Northern Victoria)	1	F	27782
Eildon (Northern Victoria)	1	M	27778
Eltham (Eastern Metropolitan)	0	F	2439
Eltham (Eastern Metropolitan)	0	M	2178
Eltham (Eastern Metropolitan)	1	F	28264
Eltham (Eastern Metropolitan)	1	M	26932
Essendon (Western Metropolitan)	0	F	5443
Essendon (Western Metropolitan)	0	M	5031
Essendon (Western Metropolitan)	1	F	30557
Essendon (Western Metropolitan)	1	M	28976
Euroa (Northern Victoria)	0	F	3877
Euroa (Northern Victoria)	0	M	4128
Euroa (Northern Victoria)	1	F	30134
Euroa (Northern Victoria)	1	M	30247
Evelyn (Eastern Victoria)	0	F	2794
Evelyn (Eastern Victoria)	0	M	2643
Evelyn (Eastern Victoria)	1	F	28100
Evelyn (Eastern Victoria)	1	M	27312
Ferntree Gully (Eastern Metropolitan)	0	F	5069
Ferntree Gully (Eastern Metropolitan)	0	M	4455
Ferntree Gully (Eastern Metropolitan)	1	F	25796
Ferntree Gully (Eastern Metropolitan)	1	M	24777
Footscray (Western Metropolitan)	0	F	9255
Footscray (Western Metropolitan)	0	M	10463
Footscray (Western Metropolitan)	1	F	32094
Footscray (Western Metropolitan)	1	M	31973
Forest Hill (Eastern Metropolitan)	0	F	6623
Forest Hill (Eastern Metropolitan)	0	M	6132
Forest Hill (Eastern Metropolitan)	1	F	24947
Forest Hill (Eastern Metropolitan)	1	M	23707
Frankston (South-Eastern Metropolitan)	0	F	4641
Frankston (South-Eastern Metropolitan)	0	M	4364
Frankston (South-Eastern Metropolitan)	1	F	27669
Frankston (South-Eastern Metropolitan)	1	M	26316
Geelong (Western Victoria)	0	F	4018
Geelong (Western Victoria)	0	M	4222
Geelong (Western Victoria)	1	F	30728
Geelong (Western Victoria)	1	M	28098
Gembrook (Eastern Victoria)	0	F	5881
Gembrook (Eastern Victoria)	0	M	5491
Gembrook (Eastern Victoria)	1	F	37132
Gembrook (Eastern Victoria)	1	M	35803
Gippsland East (Eastern Victoria)	0	F	3578
Gippsland East (Eastern Victoria)	0	M	3465
Gippsland East (Eastern Victoria)	1	F	28824
Gippsland East (Eastern Victoria)	1	M	28029
Gippsland South (Eastern Victoria)	0	F	3201
Gippsland South (Eastern Victoria)	0	M	3855
Gippsland South (Eastern Victoria)	1	F	26847
Gippsland South (Eastern Victoria)	1	M	26312
Hastings (Eastern Victoria)	0	F	3315
Hastings (Eastern Victoria)	0	M	3251
Hastings (Eastern Victoria)	1	F	33191
Hastings (Eastern Victoria)	1	M	32380
Hawthorn (Southern Metropolitan)	0	F	5425
Hawthorn (Southern Metropolitan)	0	M	4756
Hawthorn (Southern Metropolitan)	1	F	28198
Hawthorn (Southern Metropolitan)	1	M	26038
Ivanhoe (Eastern Metropolitan)	0	F	4634
Ivanhoe (Eastern Metropolitan)	0	M	4248
Ivanhoe (Eastern Metropolitan)	1	F	30251
Ivanhoe (Eastern Metropolitan)	1	M	28507
Kew (Southern Metropolitan)	0	F	5788
Kew (Southern Metropolitan)	0	M	4844
Kew (Southern Metropolitan)	1	F	27356
Kew (Southern Metropolitan)	1	M	26042
Keysborough (South-Eastern Metropolitan)	0	F	8347
Keysborough (South-Eastern Metropolitan)	0	M	8292
Keysborough (South-Eastern Metropolitan)	1	F	29799
Keysborough (South-Eastern Metropolitan)	1	M	29499
Kororoit (Western Metropolitan)	0	F	10840
Kororoit (Western Metropolitan)	0	M	12238
Kororoit (Western Metropolitan)	1	F	39454
Kororoit (Western Metropolitan)	1	M	39241
Lara (Western Victoria)	0	F	4996
Lara (Western Victoria)	0	M	6223
Lara (Western Victoria)	1	F	30457
Lara (Western Victoria)	1	M	28831
Lowan (Western Victoria)	0	F	2835
Lowan (Western Victoria)	0	M	2700
Lowan (Western Victoria)	1	F	26660
Lowan (Western Victoria)	1	M	26265
Macedon (Northern Victoria)	0	F	3073
Macedon (Northern Victoria)	0	M	3084
Macedon (Northern Victoria)	1	F	29893
Macedon (Northern Victoria)	1	M	28993
Malvern (Southern Metropolitan)	0	F	4718
Malvern (Southern Metropolitan)	0	M	4229
Malvern (Southern Metropolitan)	1	F	26947
Malvern (Southern Metropolitan)	1	M	24251
Melbourne (Northern Metropolitan)	0	F	29298
Melbourne (Northern Metropolitan)	0	M	27320
Melbourne (Northern Metropolitan)	1	F	33465
Melbourne (Northern Metropolitan)	1	M	34123
Melton (Western Victoria)	0	F	9162
Melton (Western Victoria)	0	M	8539
Melton (Western Victoria)	1	F	40522
Melton (Western Victoria)	1	M	39458
Mildura (Northern Victoria)	0	F	5320
Mildura (Northern Victoria)	0	M	5818
Mildura (Northern Victoria)	1	F	28245
Mildura (Northern Victoria)	1	M	27385
Mill Park (Northern Metropolitan)	0	F	5629
Mill Park (Northern Metropolitan)	0	M	5487
Mill Park (Northern Metropolitan)	1	F	30485
Mill Park (Northern Metropolitan)	1	M	29821
Monbulk (Eastern Victoria)	0	F	2468
Monbulk (Eastern Victoria)	0	M	2438
Monbulk (Eastern Victoria)	1	F	26837
Monbulk (Eastern Victoria)	1	M	26643
Mordialloc (South-Eastern Metropolitan)	0	F	3640
Mordialloc (South-Eastern Metropolitan)	0	M	3250
Mordialloc (South-Eastern Metropolitan)	1	F	30586
Mordialloc (South-Eastern Metropolitan)	1	M	28321
Mornington (Eastern Victoria)	0	F	3317
Mornington (Eastern Victoria)	0	M	2940
Mornington (Eastern Victoria)	1	F	30904
Mornington (Eastern Victoria)	1	M	28097
Morwell (Eastern Victoria)	0	F	4121
Morwell (Eastern Victoria)	0	M	3932
Morwell (Eastern Victoria)	1	F	30795
Morwell (Eastern Victoria)	1	M	29406
Mount Waverley (Eastern Metropolitan)	0	F	9275
Mount Waverley (Eastern Metropolitan)	0	M	8640
Mount Waverley (Eastern Metropolitan)	1	F	24050
Mount Waverley (Eastern Metropolitan)	1	M	23695
Mulgrave (South-Eastern Metropolitan)	0	F	7011
Mulgrave (South-Eastern Metropolitan)	0	M	7214
Mulgrave (South-Eastern Metropolitan)	1	F	24884
Mulgrave (South-Eastern Metropolitan)	1	M	24538
Murray Plains (Northern Victoria)	0	F	3678
Murray Plains (Northern Victoria)	0	M	3619
Murray Plains (Northern Victoria)	1	F	29183
Murray Plains (Northern Victoria)	1	M	28287
Narracan (Eastern Victoria)	0	F	4019
Narracan (Eastern Victoria)	0	M	3870
Narracan (Eastern Victoria)	1	F	35403
Narracan (Eastern Victoria)	1	M	33866
Narre Warren North (South-Eastern Metropolitan)	0	F	5957
Narre Warren North (South-Eastern Metropolitan)	0	M	5888
Narre Warren North (South-Eastern Metropolitan)	1	F	28256
Narre Warren North (South-Eastern Metropolitan)	1	M	27892
Narre Warren South (South-Eastern Metropolitan)	0	F	8853
Narre Warren South (South-Eastern Metropolitan)	0	M	8620
Narre Warren South (South-Eastern Metropolitan)	1	F	34193
Narre Warren South (South-Eastern Metropolitan)	1	M	34837
Nepean (Eastern Victoria)	0	F	3794
Nepean (Eastern Victoria)	0	M	3609
Nepean (Eastern Victoria)	1	F	30612
Nepean (Eastern Victoria)	1	M	28938
Niddrie (Western Metropolitan)	0	F	3177
Niddrie (Western Metropolitan)	0	M	2907
Niddrie (Western Metropolitan)	1	F	28545
Niddrie (Western Metropolitan)	1	M	27174
Northcote (Northern Metropolitan)	0	F	4104
Northcote (Northern Metropolitan)	0	M	3701
Northcote (Northern Metropolitan)	1	F	31138
Northcote (Northern Metropolitan)	1	M	28327
Oakleigh (Southern Metropolitan)	0	F	9361
Oakleigh (Southern Metropolitan)	0	M	9692
Oakleigh (Southern Metropolitan)	1	F	27416
Oakleigh (Southern Metropolitan)	1	M	26659
Ovens Valley (Northern Victoria)	0	F	3208
Ovens Valley (Northern Victoria)	0	M	3045
Ovens Valley (Northern Victoria)	1	F	27260
Ovens Valley (Northern Victoria)	1	M	26201
Pascoe Vale (Northern Metropolitan)	0	F	7268
Pascoe Vale (Northern Metropolitan)	0	M	7733
Pascoe Vale (Northern Metropolitan)	1	F	33310
Pascoe Vale (Northern Metropolitan)	1	M	31170
Polwarth (Western Victoria)	0	F	3273
Polwarth (Western Victoria)	0	M	3422
Polwarth (Western Victoria)	1	F	29232
Polwarth (Western Victoria)	1	M	29371
Prahran (Southern Metropolitan)	0	F	10189
Prahran (Southern Metropolitan)	0	M	9116
Prahran (Southern Metropolitan)	1	F	27748
Prahran (Southern Metropolitan)	1	M	26507
Preston (Northern Metropolitan)	0	F	6622
Preston (Northern Metropolitan)	0	M	6917
Preston (Northern Metropolitan)	1	F	28581
Preston (Northern Metropolitan)	1	M	27218
Richmond (Northern Metropolitan)	0	F	7034
Richmond (Northern Metropolitan)	0	M	6719
Richmond (Northern Metropolitan)	1	F	31538
Richmond (Northern Metropolitan)	1	M	30383
Ringwood (Eastern Metropolitan)	0	F	6210
Ringwood (Eastern Metropolitan)	0	M	5671
Ringwood (Eastern Metropolitan)	1	F	27419
Ringwood (Eastern Metropolitan)	1	M	26250
Ripon (Western Victoria)	0	F	3643
Ripon (Western Victoria)	0	M	4692
Ripon (Western Victoria)	1	F	29973
Ripon (Western Victoria)	1	M	29644
Rowville (South-Eastern Metropolitan)	0	F	3615
Rowville (South-Eastern Metropolitan)	0	M	3142
Rowville (South-Eastern Metropolitan)	1	F	24371
Rowville (South-Eastern Metropolitan)	1	M	24322
Sandringham (Southern Metropolitan)	0	F	4007
Sandringham (Southern Metropolitan)	0	M	3618
Sandringham (Southern Metropolitan)	1	F	29497
Sandringham (Southern Metropolitan)	1	M	26783
Shepparton (Northern Victoria)	0	F	5891
Shepparton (Northern Victoria)	0	M	6041
Shepparton (Northern Victoria)	1	F	31763
Shepparton (Northern Victoria)	1	M	30900
South Barwon (Western Victoria)	0	F	4934
South Barwon (Western Victoria)	0	M	5182
South Barwon (Western Victoria)	1	F	42506
South Barwon (Western Victoria)	1	M	39834
South-West Coast (Western Victoria)	0	F	3275
South-West Coast (Western Victoria)	0	M	3357
South-West Coast (Western Victoria)	1	F	30464
South-West Coast (Western Victoria)	1	M	28801
St Albans (Western Metropolitan)	0	F	9884
St Albans (Western Metropolitan)	0	M	10779
St Albans (Western Metropolitan)	1	F	27563
St Albans (Western Metropolitan)	1	M	27163
Sunbury (Western Metropolitan)	0	F	3799
Sunbury (Western Metropolitan)	0	M	3664
Sunbury (Western Metropolitan)	1	F	29900
Sunbury (Western Metropolitan)	1	M	28962
Sydenham (Western Metropolitan)	0	F	5255
Sydenham (Western Metropolitan)	0	M	5047
Sydenham (Western Metropolitan)	1	F	35178
Sydenham (Western Metropolitan)	1	M	34628
Tarneit (Western Metropolitan)	0	F	20196
Tarneit (Western Metropolitan)	0	M	22219
Tarneit (Western Metropolitan)	1	F	45153
Tarneit (Western Metropolitan)	1	M	46735
Thomastown (Northern Metropolitan)	0	F	8716
Thomastown (Northern Metropolitan)	0	M	9078
Thomastown (Northern Metropolitan)	1	F	32415
Thomastown (Northern Metropolitan)	1	M	32301
Warrandyte (Eastern Metropolitan)	0	F	5408
Warrandyte (Eastern Metropolitan)	0	M	4872
Warrandyte (Eastern Metropolitan)	1	F	27037
Warrandyte (Eastern Metropolitan)	1	M	25969
Wendouree (Western Victoria)	0	F	3082
Wendouree (Western Victoria)	0	M	2899
Wendouree (Western Victoria)	1	F	29731
Wendouree (Western Victoria)	1	M	27153
Werribee (Western Metropolitan)	0	F	11093
Werribee (Western Metropolitan)	0	M	10563
Werribee (Western Metropolitan)	1	F	34807
Werribee (Western Metropolitan)	1	M	34437
Williamstown (Western Metropolitan)	0	F	4705
Williamstown (Western Metropolitan)	0	M	4695
Williamstown (Western Metropolitan)	1	F	33163
Williamstown (Western Metropolitan)	1	M	31738
Yan Yean (Northern Victoria)	0	F	6338
Yan Yean (Northern Victoria)	0	M	5967
Yan Yean (Northern Victoria)	1	F	45487
Yan Yean (Northern Victoria)	1	M	44610
Yuroke (Northern Metropolitan)	0	F	14753
Yuroke (Northern Metropolitan)	0	M	14859
Yuroke (Northern Metropolitan)	1	F	50882
Yuroke (Northern Metropolitan)	1	M	50966
No usual address (Vic.)	0	F	1762
No usual address (Vic.)	0	M	2629
No usual address (Vic.)	1	F	2153
No usual address (Vic.)	1	M	2541
Migratory - Offshore - Shipping (Vic.)	0	F	6
Migratory - Offshore - Shipping (Vic.)	0	M	31
Migratory - Offshore - Shipping (Vic.)	1	F	0
Migratory - Offshore - Shipping (Vic.)	1	M	5
Algester	0	F	7132
Algester	0	M	6689
Algester	1	F	24480
Algester	1	M	24246
Aspley	0	F	3458
Aspley	0	M	3283
Aspley	1	F	24728
Aspley	1	M	23196
Bancroft	0	F	4972
Bancroft	0	M	4607
Bancroft	1	F	25734
Bancroft	1	M	24031
Barron River	0	F	4467
Barron River	0	M	4011
Barron River	1	F	24422
Barron River	1	M	23747
Bonney	0	F	6882
Bonney	0	M	6309
Bonney	1	F	22564
Bonney	1	M	20715
Broadwater	0	F	4441
Broadwater	0	M	3975
Broadwater	1	F	21258
Broadwater	1	M	19725
Buderim	0	F	4234
Buderim	0	M	3850
Buderim	1	F	25305
Buderim	1	M	22364
Bulimba	0	F	3863
Bulimba	0	M	3645
Bulimba	1	F	25803
Bulimba	1	M	24362
Bundaberg	0	F	2989
Bundaberg	0	M	2867
Bundaberg	1	F	23234
Bundaberg	1	M	21463
Bundamba	0	F	8072
