SED_NAME21	AustCitizen	Sex	persons
Arnhem	0	M	636
Arnhem	1	F	4141
Arnhem	1	M	4057
Barkly	0	F	547
Barkly	0	M	715
Barkly	1	F	3609
Barkly	1	M	3579
Blain	0	F	844
Blain	0	M	768
Blain	1	F	3489
Blain	1	M	3581
Braitling	0	F	785
Braitling	0	M	792
Braitling	1	F	3722
Braitling	1	M	3490
Brennan	0	F	764
Brennan	0	M	638
Brennan	1	F	3820
Brennan	1	M	3678
Casuarina	0	F	1244
Casuarina	0	M	1206
Casuarina	1	F	3610
Casuarina	1	M	3594
Daly	0	F	762
Daly	0	M	865
Daly	1	F	3867
Daly	1	M	4210
Drysdale	0	F	925
Drysdale	0	M	958
Drysdale	1	F	3334
Drysdale	1	M	3372
Fannie Bay	0	F	923
Fannie Bay	0	M	814
Fannie Bay	1	F	3231
Fannie Bay	1	M	3111
Fong Lim	0	F	1028
Fong Lim	0	M	1055
Fong Lim	1	F	2946
Fong Lim	1	M	3044
Goyder	0	F	719
Goyder	0	M	722
Goyder	1	F	3814
Goyder	1	M	4203
Gwoja	0	F	397
Gwoja	0	M	489
Gwoja	1	F	3630
Gwoja	1	M	3468
Johnston	0	F	1119
Johnston	0	M	1069
Johnston	1	F	3363
Johnston	1	M	3135
Karama	0	F	852
Karama	0	M	766
Karama	1	F	3480
Karama	1	M	3359
Katherine	0	F	932
Katherine	0	M	1001
Katherine	1	F	3303
Katherine	1	M	3382
Mulka	0	F	575
Mulka	0	M	672
Mulka	1	F	4134
Mulka	1	M	4096
Namatjira	0	F	864
Namatjira	0	M	1350
Namatjira	1	F	4148
Namatjira	1	M	3944
Nelson	0	F	565
Nelson	0	M	1521
Nelson	1	F	3689
Nelson	1	M	4206
Nightcliff	0	F	1135
Nightcliff	0	M	1194
Nightcliff	1	F	3297
Nightcliff	1	M	3117
Port Darwin	0	F	2216
Port Darwin	0	M	2341
Port Darwin	1	F	2985
Port Darwin	1	M	3550
Sanderson	0	F	820
Sanderson	0	M	789
Sanderson	1	F	3293
Sanderson	1	M	3321
Spillett	0	F	972
Spillett	0	M	883
Spillett	1	F	4828
Spillett	1	M	4741
Wanguri	0	F	974
Wanguri	0	M	876
Wanguri	1	F	3924
Wanguri	1	M	4043
No usual address (NT)	0	F	597
No usual address (NT)	0	M	646
No usual address (NT)	1	F	1078
No usual address (NT)	1	M	1180
Migratory - Offshore - Shipping (NT)	0	F	7
Migratory - Offshore - Shipping (NT)	0	M	35
Migratory - Offshore - Shipping (NT)	1	F	8
Migratory - Offshore - Shipping (NT)	1	M	48
Brindabella	0	F	3332
Brindabella	0	M	3160
Brindabella	1	F	38819
Brindabella	1	M	37641
Ginninderra	0	F	7229
Ginninderra	0	M	7133
Ginninderra	1	F	40876
Ginninderra	1	M	39782
Kurrajong	0	F	7517
Kurrajong	0	M	7766
Kurrajong	1	F	37143
Kurrajong	1	M	36040
Murrumbidgee	0	F	5960
Murrumbidgee	0	M	5621
Murrumbidgee	1	F	39588
Murrumbidgee	1	M	37560
Yerrabi	0	F	8192
Yerrabi	0	M	8365
Yerrabi	1	F	41207
Yerrabi	1	M	40950
No usual address (ACT)	0	F	74
No usual address (ACT)	0	M	117
No usual address (ACT)	1	F	199
No usual address (ACT)	1	M	219
Migratory - Offshore - Shipping (ACT)	0	F	0
Migratory - Offshore - Shipping (ACT)	0	M	0
Migratory - Offshore - Shipping (ACT)	1	F	0
Migratory - Offshore - Shipping (ACT)	1	M	0
Unclassified (OT)	0	F	560
Unclassified (OT)	0	M	791
Unclassified (OT)	1	F	1703
Unclassified (OT)	1	M	1720
No usual address (OT)	0	F	0
No usual address (OT)	0	M	-4
No usual address (OT)	1	F	4
No usual address (OT)	1	M	10
Migratory - Offshore - Shipping (OT)	0	F	0
Migratory - Offshore - Shipping (OT)	0	M	0
Migratory - Offshore - Shipping (OT)	1	F	0
Migratory - Offshore - Shipping (OT)	1	M	0
