SED_NAME16	Age	HoursHousekeeping	Sex	adults
Bankstown	15-19	0	F	1440
Bankstown	15-19	0	M	1816
Bankstown	15-19	<5	F	807
Bankstown	15-19	<5	M	793
Bankstown	15-19	5-14	F	356
Bankstown	15-19	5-14	M	262
Bankstown	15-19	15-29	F	79
Bankstown	15-19	15-29	M	30
Bankstown	15-19	30+	F	28
Bankstown	15-19	30+	M	11
Bankstown	20-24		F	301
Bankstown	20-24		M	418
Bankstown	20-24	0	F	1384
Bankstown	20-24	0	M	1823
Bankstown	20-24	<5	F	677
Bankstown	20-24	<5	M	754
Bankstown	20-24	5-14	F	634
Bankstown	20-24	5-14	M	360
Bankstown	20-24	15-29	F	186
Bankstown	20-24	15-29	M	79
Bankstown	20-24	30+	F	117
Bankstown	20-24	30+	M	46
Bankstown	25-34		F	728
Bankstown	25-34		M	888
Bankstown	25-34	0	F	2664
Bankstown	25-34	0	M	3386
Bankstown	25-34	<5	F	811
Bankstown	25-34	<5	M	1364
Bankstown	25-34	5-14	F	1262
Bankstown	25-34	5-14	M	1201
Bankstown	25-34	15-29	F	700
Bankstown	25-34	15-29	M	290
Bankstown	25-34	30+	F	1167
Bankstown	25-34	30+	M	186
Bankstown	35-44		F	639
Bankstown	35-44		M	794
Bankstown	35-44	0	F	2018
Bankstown	35-44	0	M	2483
Bankstown	35-44	<5	F	383
Bankstown	35-44	<5	M	991
Bankstown	35-44	5-14	F	1006
Bankstown	35-44	5-14	M	1245
Bankstown	35-44	15-29	F	816
Bankstown	35-44	15-29	M	441
Bankstown	35-44	30+	F	1341
Bankstown	35-44	30+	M	253
Bankstown	45-54		F	474
Bankstown	45-54		M	579
Bankstown	45-54	0	F	1940
Bankstown	45-54	0	M	2254
Bankstown	45-54	<5	F	363
Bankstown	45-54	<5	M	931
Bankstown	45-54	5-14	F	998
Bankstown	45-54	5-14	M	1023
Bankstown	45-54	15-29	F	816
Bankstown	45-54	15-29	M	347
Bankstown	45-54	30+	F	1027
Bankstown	45-54	30+	M	242
Bankstown	55-64		F	377
Bankstown	55-64		M	420
Bankstown	55-64	0	F	1791
Bankstown	55-64	0	M	2220
Bankstown	55-64	<5	F	378
Bankstown	55-64	<5	M	854
Bankstown	55-64	5-14	F	973
Bankstown	55-64	5-14	M	1090
Bankstown	55-64	15-29	F	798
Bankstown	55-64	15-29	M	365
Bankstown	55-64	30+	F	840
Bankstown	55-64	30+	M	237
Bankstown	65-74		F	308
Bankstown	65-74		M	282
Bankstown	65-74	0	F	1378
Bankstown	65-74	0	M	1547
Bankstown	65-74	<5	F	300
Bankstown	65-74	<5	M	525
Bankstown	65-74	5-14	F	632
Bankstown	65-74	5-14	M	659
Bankstown	65-74	15-29	F	526
Bankstown	65-74	15-29	M	297
Bankstown	65-74	30+	F	511
Bankstown	65-74	30+	M	185
Bankstown	75-84		F	233
Bankstown	75-84		M	200
Bankstown	75-84	0	F	858
Bankstown	75-84	0	M	834
Bankstown	75-84	<5	F	163
Bankstown	75-84	<5	M	241
Bankstown	75-84	5-14	F	281
Bankstown	75-84	5-14	M	294
Bankstown	75-84	15-29	F	220
Bankstown	75-84	15-29	M	141
Bankstown	75-84	30+	F	208
Bankstown	75-84	30+	M	85
Bankstown	85+		F	255
Bankstown	85+		M	123
Bankstown	85+	0	F	601
Bankstown	85+	0	M	409
Bankstown	85+	<5	F	103
Bankstown	85+	<5	M	68
Bankstown	85+	5-14	F	119
Bankstown	85+	5-14	M	78
Bankstown	85+	15-29	F	53
Bankstown	85+	15-29	M	43
Bankstown	85+	30+	F	34
Bankstown	85+	30+	M	25
Barwon	15-19		F	311
Barwon	15-19		M	350
Barwon	15-19	0	F	677
Barwon	15-19	0	M	841
Barwon	15-19	<5	F	663
Barwon	15-19	<5	M	667
Barwon	15-19	5-14	F	261
Barwon	15-19	5-14	M	193
Barwon	15-19	15-29	F	42
Barwon	15-19	15-29	M	18
Barwon	15-19	30+	F	22
Barwon	15-19	30+	M	8
Barwon	20-24		F	249
Barwon	20-24		M	268
Barwon	20-24	0	F	442
Barwon	20-24	0	M	721
Barwon	20-24	<5	F	363
Barwon	20-24	<5	M	514
Barwon	20-24	5-14	F	440
Barwon	20-24	5-14	M	291
Barwon	20-24	15-29	F	131
Barwon	20-24	15-29	M	42
Barwon	20-24	30+	F	88
Barwon	20-24	30+	M	32
Barwon	25-34		F	578
Barwon	25-34		M	587
Barwon	25-34	0	F	845
Barwon	25-34	0	M	1155
Barwon	25-34	<5	F	495
Barwon	25-34	<5	M	1026
Barwon	25-34	5-14	F	1264
Barwon	25-34	5-14	M	1043
Barwon	25-34	15-29	F	641
Barwon	25-34	15-29	M	278
Barwon	25-34	30+	F	787
Barwon	25-34	30+	M	107
Barwon	35-44		F	558
Barwon	35-44		M	544
Barwon	35-44	0	F	523
Barwon	35-44	0	M	829
Barwon	35-44	<5	F	284
Barwon	35-44	<5	M	845
Barwon	35-44	5-14	F	1101
Barwon	35-44	5-14	M	1090
Barwon	35-44	15-29	F	766
Barwon	35-44	15-29	M	315
Barwon	35-44	30+	F	752
Barwon	35-44	30+	M	164
Barwon	45-54		F	588
Barwon	45-54		M	598
Barwon	45-54	0	F	741
Barwon	45-54	0	M	1156
Barwon	45-54	<5	F	374
Barwon	45-54	<5	M	980
Barwon	45-54	5-14	F	1375
Barwon	45-54	5-14	M	1144
Barwon	45-54	15-29	F	831
Barwon	45-54	15-29	M	324
Barwon	45-54	30+	F	540
Barwon	45-54	30+	M	184
Barwon	55-64		F	612
Barwon	55-64		M	691
Barwon	55-64	0	F	1114
Barwon	55-64	0	M	1611
Barwon	55-64	<5	F	455
Barwon	55-64	<5	M	1132
Barwon	55-64	5-14	F	1400
Barwon	55-64	5-14	M	1335
Barwon	55-64	15-29	F	914
Barwon	55-64	15-29	M	394
Barwon	55-64	30+	F	812
Barwon	55-64	30+	M	242
Barwon	65-74		F	509
Barwon	65-74		M	579
Barwon	65-74	0	F	1131
Barwon	65-74	0	M	1630
Barwon	65-74	<5	F	290
Barwon	65-74	<5	M	749
Barwon	65-74	5-14	F	775
Barwon	65-74	5-14	M	980
Barwon	65-74	15-29	F	736
Barwon	65-74	15-29	M	419
Barwon	65-74	30+	F	776
Barwon	65-74	30+	M	320
Barwon	75-84		F	453
Barwon	75-84		M	403
Barwon	75-84	0	F	986
Barwon	75-84	0	M	949
Barwon	75-84	<5	F	199
Barwon	75-84	<5	M	310
Barwon	75-84	5-14	F	325
Barwon	75-84	5-14	M	429
Barwon	75-84	15-29	F	323
Barwon	75-84	15-29	M	244
Barwon	75-84	30+	F	419
Barwon	75-84	30+	M	167
Barwon	85+		F	264
Barwon	85+		M	131
Barwon	85+	0	F	633
Barwon	85+	0	M	381
Barwon	85+	<5	F	114
Barwon	85+	<5	M	99
Barwon	85+	5-14	F	110
Barwon	85+	5-14	M	89
Barwon	85+	15-29	F	69
Barwon	85+	15-29	M	39
Barwon	85+	30+	F	70
Barwon	85+	30+	M	37
Bathurst	15-19		F	156
Bathurst	15-19		M	224
Bathurst	15-19	0	F	801
Bathurst	15-19	0	M	1034
Bathurst	15-19	<5	F	1019
Bathurst	15-19	<5	M	1068
Bathurst	15-19	5-14	F	287
Bathurst	15-19	5-14	M	219
Bathurst	15-19	15-29	F	38
Bathurst	15-19	15-29	M	26
Bathurst	15-19	30+	F	13
Bathurst	15-19	30+	M	8
Bathurst	20-24		F	142
Bathurst	20-24		M	339
Bathurst	20-24	0	F	555
Bathurst	20-24	0	M	873
Bathurst	20-24	<5	F	566
Bathurst	20-24	<5	M	756
Bathurst	20-24	5-14	F	628
Bathurst	20-24	5-14	M	361
Bathurst	20-24	15-29	F	136
Bathurst	20-24	15-29	M	69
Bathurst	20-24	30+	F	94
Bathurst	20-24	30+	M	42
Bathurst	25-34		F	289
Bathurst	25-34		M	789
Bathurst	25-34	0	F	728
Bathurst	25-34	0	M	1082
Bathurst	25-34	<5	F	617
Bathurst	25-34	<5	M	1221
Bathurst	25-34	5-14	F	1481
Bathurst	25-34	5-14	M	1327
Bathurst	25-34	15-29	F	699
Bathurst	25-34	15-29	M	304
Bathurst	25-34	30+	F	800
Bathurst	25-34	30+	M	141
Bathurst	35-44		F	283
Bathurst	35-44		M	685
Bathurst	35-44	0	F	475
Bathurst	35-44	0	M	812
Bathurst	35-44	<5	F	359
Bathurst	35-44	<5	M	994
Bathurst	35-44	5-14	F	1373
Bathurst	35-44	5-14	M	1422
Bathurst	35-44	15-29	F	970
Bathurst	35-44	15-29	M	435
Bathurst	35-44	30+	F	892
Bathurst	35-44	30+	M	202
Bathurst	45-54		F	327
Bathurst	45-54		M	511
Bathurst	45-54	0	F	606
Bathurst	45-54	0	M	980
Bathurst	45-54	<5	F	514
Bathurst	45-54	<5	M	1141
Bathurst	45-54	5-14	F	1864
Bathurst	45-54	5-14	M	1649
Bathurst	45-54	15-29	F	1155
Bathurst	45-54	15-29	M	469
Bathurst	45-54	30+	F	697
Bathurst	45-54	30+	M	236
Bathurst	55-64		F	301
Bathurst	55-64		M	435
Bathurst	55-64	0	F	870
Bathurst	55-64	0	M	1257
Bathurst	55-64	<5	F	541
Bathurst	55-64	<5	M	1169
Bathurst	55-64	5-14	F	1749
Bathurst	55-64	5-14	M	1684
Bathurst	55-64	15-29	F	1167
Bathurst	55-64	15-29	M	565
Bathurst	55-64	30+	F	853
Bathurst	55-64	30+	M	352
Bathurst	65-74		F	322
Bathurst	65-74		M	372
Bathurst	65-74	0	F	1159
Bathurst	65-74	0	M	1379
Bathurst	65-74	<5	F	329
Bathurst	65-74	<5	M	806
Bathurst	65-74	5-14	F	1078
Bathurst	65-74	5-14	M	1261
Bathurst	65-74	15-29	F	994
Bathurst	65-74	15-29	M	631
Bathurst	65-74	30+	F	904
Bathurst	65-74	30+	M	418
Bathurst	75-84		F	258
Bathurst	75-84		M	243
Bathurst	75-84	0	F	971
Bathurst	75-84	0	M	989
Bathurst	75-84	<5	F	248
Bathurst	75-84	<5	M	344
Bathurst	75-84	5-14	F	483
Bathurst	75-84	5-14	M	543
Bathurst	75-84	15-29	F	417
Bathurst	75-84	15-29	M	317
Bathurst	75-84	30+	F	421
Bathurst	75-84	30+	M	214
Bathurst	85+		F	103
Bathurst	85+		M	58
Bathurst	85+	0	F	691
Bathurst	85+	0	M	367
Bathurst	85+	<5	F	122
Bathurst	85+	<5	M	90
Bathurst	85+	5-14	F	160
Bathurst	85+	5-14	M	118
Bathurst	85+	15-29	F	101
Bathurst	85+	15-29	M	48
Bathurst	85+	30+	F	52
Bathurst	85+	30+	M	32
Baulkham Hills	15-19		F	53
Baulkham Hills	15-19		M	68
Baulkham Hills	15-19	0	F	835
Baulkham Hills	15-19	0	M	1098
Baulkham Hills	15-19	<5	F	1330
Baulkham Hills	15-19	<5	M	1325
Baulkham Hills	15-19	5-14	F	300
Baulkham Hills	15-19	5-14	M	278
Baulkham Hills	15-19	15-29	F	36
Baulkham Hills	15-19	15-29	M	27
Baulkham Hills	15-19	30+	F	4
Baulkham Hills	15-19	30+	M	17
Baulkham Hills	20-24		F	51
Baulkham Hills	20-24		M	82
Baulkham Hills	20-24	0	F	615
Baulkham Hills	20-24	0	M	951
Baulkham Hills	20-24	<5	F	1066
Baulkham Hills	20-24	<5	M	1186
Baulkham Hills	20-24	5-14	F	599
Baulkham Hills	20-24	5-14	M	426
Baulkham Hills	20-24	15-29	F	79
Baulkham Hills	20-24	15-29	M	44
Baulkham Hills	20-24	30+	F	29
Baulkham Hills	20-24	30+	M	18
Baulkham Hills	25-34		F	167
Baulkham Hills	25-34		M	161
Baulkham Hills	25-34	0	F	926
Baulkham Hills	25-34	0	M	1255
Baulkham Hills	25-34	<5	F	957
Baulkham Hills	25-34	<5	M	1283
Baulkham Hills	25-34	5-14	F	1304
Baulkham Hills	25-34	5-14	M	1147
Baulkham Hills	25-34	15-29	F	547
Baulkham Hills	25-34	15-29	M	246
Baulkham Hills	25-34	30+	F	493
Baulkham Hills	25-34	30+	M	104
Baulkham Hills	35-44		F	194
Baulkham Hills	35-44		M	226
Baulkham Hills	35-44	0	F	1176
Baulkham Hills	35-44	0	M	1514
Baulkham Hills	35-44	<5	F	560
Baulkham Hills	35-44	<5	M	1359
Baulkham Hills	35-44	5-14	F	1957
Baulkham Hills	35-44	5-14	M	2347
Baulkham Hills	35-44	15-29	F	1752
Baulkham Hills	35-44	15-29	M	834
Baulkham Hills	35-44	30+	F	1653
Baulkham Hills	35-44	30+	M	396
Baulkham Hills	45-54		F	139
Baulkham Hills	45-54		M	139
Baulkham Hills	45-54	0	F	742
Baulkham Hills	45-54	0	M	1014
Baulkham Hills	45-54	<5	F	458
Baulkham Hills	45-54	<5	M	1315
Baulkham Hills	45-54	5-14	F	2019
Baulkham Hills	45-54	5-14	M	2356
Baulkham Hills	45-54	15-29	F	1658
Baulkham Hills	45-54	15-29	M	742
Baulkham Hills	45-54	30+	F	1151
Baulkham Hills	45-54	30+	M	274
Baulkham Hills	55-64		F	134
Baulkham Hills	55-64		M	126
Baulkham Hills	55-64	0	F	847
Baulkham Hills	55-64	0	M	951
Baulkham Hills	55-64	<5	F	398
Baulkham Hills	55-64	<5	M	1117
Baulkham Hills	55-64	5-14	F	1576
Baulkham Hills	55-64	5-14	M	1932
Baulkham Hills	55-64	15-29	F	1367
Baulkham Hills	55-64	15-29	M	656
Baulkham Hills	55-64	30+	F	1056
Baulkham Hills	55-64	30+	M	262
Baulkham Hills	65-74		F	120
Baulkham Hills	65-74		M	115
Baulkham Hills	65-74	0	F	998
Baulkham Hills	65-74	0	M	957
Baulkham Hills	65-74	<5	F	293
Baulkham Hills	65-74	<5	M	694
Baulkham Hills	65-74	5-14	F	1124
Baulkham Hills	65-74	5-14	M	1383
Baulkham Hills	65-74	15-29	F	1196
Baulkham Hills	65-74	15-29	M	709
Baulkham Hills	65-74	30+	F	960
Baulkham Hills	65-74	30+	M	332
Baulkham Hills	75-84		F	141
Baulkham Hills	75-84		M	104
Baulkham Hills	75-84	0	F	752
Baulkham Hills	75-84	0	M	739
Baulkham Hills	75-84	<5	F	220
Baulkham Hills	75-84	<5	M	395
Baulkham Hills	75-84	5-14	F	512
Baulkham Hills	75-84	5-14	M	658
Baulkham Hills	75-84	15-29	F	437
Baulkham Hills	75-84	15-29	M	335
Baulkham Hills	75-84	30+	F	431
