SED_NAME16	HomeCensusNight	Sex	persons
Miranda	1	F	40188
Miranda	1	M	37994
Monaro	0	F	1674
Monaro	0	M	1881
Monaro	1	F	40262
Monaro	1	M	41155
Mount Druitt	0	F	755
Mount Druitt	0	M	873
Mount Druitt	1	F	47159
Mount Druitt	1	M	45692
Mulgoa	0	F	789
Mulgoa	0	M	861
Mulgoa	1	F	43260
Mulgoa	1	M	42720
Murray	0	F	1830
Murray	0	M	2192
Murray	1	F	41014
Murray	1	M	40885
Myall Lakes	0	F	1659
Myall Lakes	0	M	1904
Myall Lakes	1	F	37332
Myall Lakes	1	M	34683
Newcastle	0	F	1921
Newcastle	0	M	1978
Newcastle	1	F	38632
Newcastle	1	M	37140
Newtown	0	F	2018
Newtown	0	M	1856
Newtown	1	F	36586
Newtown	1	M	39854
North Shore	0	F	1989
North Shore	0	M	1735
North Shore	1	F	39965
North Shore	1	M	35203
Northern Tablelands	0	F	1949
Northern Tablelands	0	M	2000
Northern Tablelands	1	F	38681
Northern Tablelands	1	M	36916
Oatley	0	F	906
Oatley	0	M	875
Oatley	1	F	39551
Oatley	1	M	37772
Orange	0	F	1551
Orange	0	M	1930
Orange	1	F	39620
Orange	1	M	37858
Oxley	0	F	1652
Oxley	0	M	1825
Oxley	1	F	37728
Oxley	1	M	36402
Parramatta	0	F	1131
Parramatta	0	M	1266
Parramatta	1	F	54149
Parramatta	1	M	55516
Penrith	0	F	991
Penrith	0	M	1126
Penrith	1	F	42257
Penrith	1	M	40201
Pittwater	0	F	1336
Pittwater	0	M	1314
Pittwater	1	F	37241
Pittwater	1	M	35378
Port Macquarie	0	F	1735
Port Macquarie	0	M	1825
Port Macquarie	1	F	40232
Port Macquarie	1	M	36952
Port Stephens	0	F	1614
Port Stephens	0	M	1836
Port Stephens	1	F	37103
Port Stephens	1	M	35874
Prospect	0	F	796
Prospect	0	M	785
Prospect	1	F	43661
Prospect	1	M	43363
Riverstone	0	F	691
Riverstone	0	M	752
Riverstone	1	F	60217
Riverstone	1	M	60662
Rockdale	0	F	1034
Rockdale	0	M	1098
Rockdale	1	F	46227
Rockdale	1	M	45602
Ryde	0	F	1246
Ryde	0	M	1193
Ryde	1	F	49768
Ryde	1	M	47816
Seven Hills	0	F	745
Seven Hills	0	M	695
Seven Hills	1	F	42732
Seven Hills	1	M	42256
Shellharbour	0	F	1065
Shellharbour	0	M	1231
Shellharbour	1	F	44161
Shellharbour	1	M	42042
South Coast	0	F	1869
South Coast	0	M	2136
South Coast	1	F	37136
South Coast	1	M	35518
Strathfield	0	F	1112
Strathfield	0	M	1154
Strathfield	1	F	49923
Strathfield	1	M	50039
Summer Hill	0	F	1324
Summer Hill	0	M	1196
Summer Hill	1	F	40367
Summer Hill	1	M	38138
Swansea	0	F	1217
Swansea	0	M	1438
Swansea	1	F	36568
Swansea	1	M	34899
Sydney	0	F	2463
Sydney	0	M	2551
Sydney	1	F	41946
Sydney	1	M	46434
Tamworth	0	F	1439
Tamworth	0	M	1715
Tamworth	1	F	39609
Tamworth	1	M	38091
Terrigal	0	F	1216
Terrigal	0	M	1294
Terrigal	1	F	38950
Terrigal	1	M	36156
The Entrance	0	F	1024
The Entrance	0	M	1088
The Entrance	1	F	38298
The Entrance	1	M	35603
Tweed	0	F	1622
Tweed	0	M	1746
Tweed	1	F	40629
Tweed	1	M	37147
Upper Hunter	0	F	1205
Upper Hunter	0	M	1582
Upper Hunter	1	F	37648
Upper Hunter	1	M	38384
Vaucluse	0	F	2073
Vaucluse	0	M	1801
Vaucluse	1	F	39986
Vaucluse	1	M	36168
Wagga Wagga	0	F	1534
Wagga Wagga	0	M	1774
Wagga Wagga	1	F	40597
Wagga Wagga	1	M	38428
Wakehurst	0	F	1000
Wakehurst	0	M	1090
Wakehurst	1	F	41460
Wakehurst	1	M	39772
Wallsend	0	F	1617
Wallsend	0	M	1735
Wallsend	1	F	42752
Wallsend	1	M	41006
Willoughby	0	F	1454
Willoughby	0	M	1320
Willoughby	1	F	43915
Willoughby	1	M	40162
Wollondilly	0	F	1194
Wollondilly	0	M	1236
Wollondilly	1	F	41061
Wollondilly	1	M	39672
Wollongong	0	F	1403
Wollongong	0	M	1436
Wollongong	1	F	41571
Wollongong	1	M	40894
Wyong	0	F	1017
Wyong	0	M	1220
Wyong	1	F	41417
Wyong	1	M	38876
No usual address (NSW)	0	F	4997
No usual address (NSW)	0	M	6375
Albert Park (Southern Metropolitan)	0	F	1913
Albert Park (Southern Metropolitan)	0	M	1735
Albert Park (Southern Metropolitan)	1	F	39049
Albert Park (Southern Metropolitan)	1	M	38247
Altona (Western Metropolitan)	0	F	892
Altona (Western Metropolitan)	0	M	974
Altona (Western Metropolitan)	1	F	53781
Altona (Western Metropolitan)	1	M	52887
Bass (Eastern Victoria)	0	F	1942
Bass (Eastern Victoria)	0	M	2033
Bass (Eastern Victoria)	1	F	57162
Bass (Eastern Victoria)	1	M	54667
Bayswater (Eastern Metropolitan)	0	F	853
Bayswater (Eastern Metropolitan)	0	M	839
Bayswater (Eastern Metropolitan)	1	F	32221
Bayswater (Eastern Metropolitan)	1	M	30763
Bellarine (Western Victoria)	0	F	1779
Bellarine (Western Victoria)	0	M	1869
Bellarine (Western Victoria)	1	F	35266
Bellarine (Western Victoria)	1	M	32427
Benambra (Northern Victoria)	0	F	1535
Benambra (Northern Victoria)	0	M	1693
Benambra (Northern Victoria)	1	F	34252
Benambra (Northern Victoria)	1	M	32930
Bendigo East (Northern Victoria)	0	F	1291
Bendigo East (Northern Victoria)	0	M	1342
Bendigo East (Northern Victoria)	1	F	35909
Bendigo East (Northern Victoria)	1	M	33575
Bendigo West (Northern Victoria)	0	F	1157
Bendigo West (Northern Victoria)	0	M	1185
Bendigo West (Northern Victoria)	1	F	31553
Bendigo West (Northern Victoria)	1	M	29860
Bentleigh (Southern Metropolitan)	0	F	808
Bentleigh (Southern Metropolitan)	0	M	729
Bentleigh (Southern Metropolitan)	1	F	33494
Bentleigh (Southern Metropolitan)	1	M	31745
Box Hill (Eastern Metropolitan)	0	F	1007
Box Hill (Eastern Metropolitan)	0	M	922
Box Hill (Eastern Metropolitan)	1	F	37121
Box Hill (Eastern Metropolitan)	1	M	34387
Brighton (Southern Metropolitan)	0	F	1402
Brighton (Southern Metropolitan)	0	M	1245
Brighton (Southern Metropolitan)	1	F	31188
Brighton (Southern Metropolitan)	1	M	28373
Broadmeadows (Northern Metropolitan)	0	F	632
Broadmeadows (Northern Metropolitan)	0	M	677
Broadmeadows (Northern Metropolitan)	1	F	35992
Broadmeadows (Northern Metropolitan)	1	M	37084
Brunswick (Northern Metropolitan)	0	F	1535
Brunswick (Northern Metropolitan)	0	M	1263
Brunswick (Northern Metropolitan)	1	F	37183
Brunswick (Northern Metropolitan)	1	M	34308
Bulleen (Eastern Metropolitan)	0	F	756
Bulleen (Eastern Metropolitan)	0	M	738
Bulleen (Eastern Metropolitan)	1	F	33989
Bulleen (Eastern Metropolitan)	1	M	31624
Bundoora (Northern Metropolitan)	0	F	773
Bundoora (Northern Metropolitan)	0	M	729
Bundoora (Northern Metropolitan)	1	F	29781
Bundoora (Northern Metropolitan)	1	M	29655
Buninyong (Western Victoria)	0	F	1137
Buninyong (Western Victoria)	0	M	1295
Buninyong (Western Victoria)	1	F	33046
Buninyong (Western Victoria)	1	M	31949
Burwood (Southern Metropolitan)	0	F	973
Burwood (Southern Metropolitan)	0	M	907
Burwood (Southern Metropolitan)	1	F	34574
Burwood (Southern Metropolitan)	1	M	32408
Carrum (South-Eastern Metropolitan)	0	F	983
Carrum (South-Eastern Metropolitan)	0	M	1002
Carrum (South-Eastern Metropolitan)	1	F	35341
Carrum (South-Eastern Metropolitan)	1	M	33512
Caulfield (Southern Metropolitan)	0	F	1127
Caulfield (Southern Metropolitan)	0	M	977
Caulfield (Southern Metropolitan)	1	F	33859
Caulfield (Southern Metropolitan)	1	M	31825
Clarinda (South-Eastern Metropolitan)	0	F	741
Clarinda (South-Eastern Metropolitan)	0	M	744
Clarinda (South-Eastern Metropolitan)	1	F	36896
Clarinda (South-Eastern Metropolitan)	1	M	37588
Cranbourne (South-Eastern Metropolitan)	0	F	1046
Cranbourne (South-Eastern Metropolitan)	0	M	1183
Cranbourne (South-Eastern Metropolitan)	1	F	63266
Cranbourne (South-Eastern Metropolitan)	1	M	62395
Croydon (Eastern Metropolitan)	0	F	941
Croydon (Eastern Metropolitan)	0	M	850
Croydon (Eastern Metropolitan)	1	F	31278
Croydon (Eastern Metropolitan)	1	M	28768
Dandenong (South-Eastern Metropolitan)	0	F	774
Dandenong (South-Eastern Metropolitan)	0	M	831
Dandenong (South-Eastern Metropolitan)	1	F	36088
Dandenong (South-Eastern Metropolitan)	1	M	38643
Eildon (Northern Victoria)	0	F	1377
Eildon (Northern Victoria)	0	M	1544
Eildon (Northern Victoria)	1	F	29767
Eildon (Northern Victoria)	1	M	29674
Eltham (Eastern Metropolitan)	0	F	827
Eltham (Eastern Metropolitan)	0	M	875
Eltham (Eastern Metropolitan)	1	F	29877
Eltham (Eastern Metropolitan)	1	M	28239
Essendon (Western Metropolitan)	0	F	1162
Essendon (Western Metropolitan)	0	M	1144
Essendon (Western Metropolitan)	1	F	34838
Essendon (Western Metropolitan)	1	M	32868
Euroa (Northern Victoria)	0	F	1237
Euroa (Northern Victoria)	0	M	1487
Euroa (Northern Victoria)	1	F	32775
Euroa (Northern Victoria)	1	M	32893
Evelyn (Eastern Victoria)	0	F	904
Evelyn (Eastern Victoria)	0	M	959
Evelyn (Eastern Victoria)	1	F	29996
Evelyn (Eastern Victoria)	1	M	28993
Ferntree Gully (Eastern Metropolitan)	0	F	650
Ferntree Gully (Eastern Metropolitan)	0	M	612
Ferntree Gully (Eastern Metropolitan)	1	F	30214
Ferntree Gully (Eastern Metropolitan)	1	M	28627
Footscray (Western Metropolitan)	0	F	1035
Footscray (Western Metropolitan)	0	M	1083
Footscray (Western Metropolitan)	1	F	40314
Footscray (Western Metropolitan)	1	M	41357
Forest Hill (Eastern Metropolitan)	0	F	697
Forest Hill (Eastern Metropolitan)	0	M	610
Forest Hill (Eastern Metropolitan)	1	F	30873
Forest Hill (Eastern Metropolitan)	1	M	29231
Frankston (South-Eastern Metropolitan)	0	F	988
Frankston (South-Eastern Metropolitan)	0	M	989
Frankston (South-Eastern Metropolitan)	1	F	31318
Frankston (South-Eastern Metropolitan)	1	M	29697
Geelong (Western Victoria)	0	F	1224
Geelong (Western Victoria)	0	M	1250
Geelong (Western Victoria)	1	F	33521
Geelong (Western Victoria)	1	M	31071
Gembrook (Eastern Victoria)	0	F	1133
Gembrook (Eastern Victoria)	0	M	1082
Gembrook (Eastern Victoria)	1	F	41882
Gembrook (Eastern Victoria)	1	M	40214
Gippsland East (Eastern Victoria)	0	F	1624
Gippsland East (Eastern Victoria)	0	M	1891
Gippsland East (Eastern Victoria)	1	F	30784
Gippsland East (Eastern Victoria)	1	M	29609
Gippsland South (Eastern Victoria)	0	F	1389
Gippsland South (Eastern Victoria)	0	M	1624
Gippsland South (Eastern Victoria)	1	F	28665
Gippsland South (Eastern Victoria)	1	M	28545
Hastings (Eastern Victoria)	0	F	1122
Hastings (Eastern Victoria)	0	M	1229
Hastings (Eastern Victoria)	1	F	35383
Hastings (Eastern Victoria)	1	M	34403
Hawthorn (Southern Metropolitan)	0	F	1373
Hawthorn (Southern Metropolitan)	0	M	1201
Hawthorn (Southern Metropolitan)	1	F	32246
Hawthorn (Southern Metropolitan)	1	M	29593
Ivanhoe (Eastern Metropolitan)	0	F	985
Ivanhoe (Eastern Metropolitan)	0	M	937
Ivanhoe (Eastern Metropolitan)	1	F	33902
Ivanhoe (Eastern Metropolitan)	1	M	31814
Kew (Southern Metropolitan)	0	F	1055
Kew (Southern Metropolitan)	0	M	1020
Kew (Southern Metropolitan)	1	F	32086
Kew (Southern Metropolitan)	1	M	29871
Keysborough (South-Eastern Metropolitan)	0	F	701
Keysborough (South-Eastern Metropolitan)	0	M	771
Keysborough (South-Eastern Metropolitan)	1	F	37446
Keysborough (South-Eastern Metropolitan)	1	M	37024
Kororoit (Western Metropolitan)	0	F	736
Kororoit (Western Metropolitan)	0	M	778
Kororoit (Western Metropolitan)	1	F	49565
Kororoit (Western Metropolitan)	1	M	50703
Lara (Western Victoria)	0	F	1067
Lara (Western Victoria)	0	M	1111
Lara (Western Victoria)	1	F	34383
Lara (Western Victoria)	1	M	33946
Lowan (Western Victoria)	0	F	1213
Lowan (Western Victoria)	0	M	1386
Lowan (Western Victoria)	1	F	28286
Lowan (Western Victoria)	1	M	27576
Macedon (Northern Victoria)	0	F	1226
Macedon (Northern Victoria)	0	M	1330
Macedon (Northern Victoria)	1	F	31740
Macedon (Northern Victoria)	1	M	30742
Malvern (Southern Metropolitan)	0	F	1404
Malvern (Southern Metropolitan)	0	M	1266
Malvern (Southern Metropolitan)	1	F	30261
Malvern (Southern Metropolitan)	1	M	27218
Melbourne (Northern Metropolitan)	0	F	2525
Melbourne (Northern Metropolitan)	0	M	2291
Melbourne (Northern Metropolitan)	1	F	60233
Melbourne (Northern Metropolitan)	1	M	59152
Melton (Western Victoria)	0	F	1067
Melton (Western Victoria)	0	M	1107
Melton (Western Victoria)	1	F	48622
Melton (Western Victoria)	1	M	46892
Mildura (Northern Victoria)	0	F	1223
Mildura (Northern Victoria)	0	M	1524
Mildura (Northern Victoria)	1	F	32345
Mildura (Northern Victoria)	1	M	31681
Mill Park (Northern Metropolitan)	0	F	606
Mill Park (Northern Metropolitan)	0	M	619
Mill Park (Northern Metropolitan)	1	F	35513
Mill Park (Northern Metropolitan)	1	M	34691
Monbulk (Eastern Victoria)	0	F	964
Monbulk (Eastern Victoria)	0	M	1041
Monbulk (Eastern Victoria)	1	F	28346
Monbulk (Eastern Victoria)	1	M	28039
Mordialloc (South-Eastern Metropolitan)	0	F	914
Mordialloc (South-Eastern Metropolitan)	0	M	871
Mordialloc (South-Eastern Metropolitan)	1	F	33314
Mordialloc (South-Eastern Metropolitan)	1	M	30703
Mornington (Eastern Victoria)	0	F	1393
Mornington (Eastern Victoria)	0	M	1363
Mornington (Eastern Victoria)	1	F	32828
Mornington (Eastern Victoria)	1	M	29675
Morwell (Eastern Victoria)	0	F	1321
Morwell (Eastern Victoria)	0	M	1412
Morwell (Eastern Victoria)	1	F	33599
Morwell (Eastern Victoria)	1	M	31927
Mount Waverley (Eastern Metropolitan)	0	F	611
Mount Waverley (Eastern Metropolitan)	0	M	632
Mount Waverley (Eastern Metropolitan)	1	F	32717
Mount Waverley (Eastern Metropolitan)	1	M	31701
Mulgrave (South-Eastern Metropolitan)	0	F	677
Mulgrave (South-Eastern Metropolitan)	0	M	664
Mulgrave (South-Eastern Metropolitan)	1	F	31219
Mulgrave (South-Eastern Metropolitan)	1	M	31083
Murray Plains (Northern Victoria)	0	F	1322
Murray Plains (Northern Victoria)	0	M	1525
Murray Plains (Northern Victoria)	1	F	31539
Murray Plains (Northern Victoria)	1	M	30380
Narracan (Eastern Victoria)	0	F	1451
Narracan (Eastern Victoria)	0	M	1579
Narracan (Eastern Victoria)	1	F	37974
Narracan (Eastern Victoria)	1	M	36159
Narre Warren North (South-Eastern Metropolitan)	0	F	620
Narre Warren North (South-Eastern Metropolitan)	0	M	672
Narre Warren North (South-Eastern Metropolitan)	1	F	33589
Narre Warren North (South-Eastern Metropolitan)	1	M	33103
Narre Warren South (South-Eastern Metropolitan)	0	F	677
Narre Warren South (South-Eastern Metropolitan)	0	M	764
Narre Warren South (South-Eastern Metropolitan)	1	F	42370
Narre Warren South (South-Eastern Metropolitan)	1	M	42693
Nepean (Eastern Victoria)	0	F	2141
Nepean (Eastern Victoria)	0	M	2239
Nepean (Eastern Victoria)	1	F	32271
Nepean (Eastern Victoria)	1	M	30311
Niddrie (Western Metropolitan)	0	F	737
Niddrie (Western Metropolitan)	0	M	689
Niddrie (Western Metropolitan)	1	F	30982
Niddrie (Western Metropolitan)	1	M	29391
Northcote (Northern Metropolitan)	0	F	1408
Northcote (Northern Metropolitan)	0	M	1164
Northcote (Northern Metropolitan)	1	F	33834
Northcote (Northern Metropolitan)	1	M	30861
Oakleigh (Southern Metropolitan)	0	F	974
Oakleigh (Southern Metropolitan)	0	M	821
Oakleigh (Southern Metropolitan)	1	F	35798
Oakleigh (Southern Metropolitan)	1	M	35532
Ovens Valley (Northern Victoria)	0	F	1415
Ovens Valley (Northern Victoria)	0	M	1583
Ovens Valley (Northern Victoria)	1	F	29056
Ovens Valley (Northern Victoria)	1	M	27661
Pascoe Vale (Northern Metropolitan)	0	F	945
Pascoe Vale (Northern Metropolitan)	0	M	878
Pascoe Vale (Northern Metropolitan)	1	F	39638
Pascoe Vale (Northern Metropolitan)	1	M	38022
Polwarth (Western Victoria)	0	F	1539
Polwarth (Western Victoria)	0	M	1752
Polwarth (Western Victoria)	1	F	30960
Polwarth (Western Victoria)	1	M	31041
Prahran (Southern Metropolitan)	0	F	1806
Prahran (Southern Metropolitan)	0	M	1607
Prahran (Southern Metropolitan)	1	F	36128
Prahran (Southern Metropolitan)	1	M	34010
Preston (Northern Metropolitan)	0	F	889
Preston (Northern Metropolitan)	0	M	838
Preston (Northern Metropolitan)	1	F	34316
Preston (Northern Metropolitan)	1	M	33293
Richmond (Northern Metropolitan)	0	F	1822
Richmond (Northern Metropolitan)	0	M	1786
Richmond (Northern Metropolitan)	1	F	36749
Richmond (Northern Metropolitan)	1	M	35319
Ringwood (Eastern Metropolitan)	0	F	863
Ringwood (Eastern Metropolitan)	0	M	827
Ringwood (Eastern Metropolitan)	1	F	32763
Ringwood (Eastern Metropolitan)	1	M	31092
Ripon (Western Victoria)	0	F	1276
Ripon (Western Victoria)	0	M	1447
Ripon (Western Victoria)	1	F	32337
Ripon (Western Victoria)	1	M	32891
Rowville (South-Eastern Metropolitan)	0	F	530
Rowville (South-Eastern Metropolitan)	0	M	594
Rowville (South-Eastern Metropolitan)	1	F	27452
Rowville (South-Eastern Metropolitan)	1	M	26870
Sandringham (Southern Metropolitan)	0	F	1093
Sandringham (Southern Metropolitan)	0	M	1013
Sandringham (Southern Metropolitan)	1	F	32410
Sandringham (Southern Metropolitan)	1	M	29395
Shepparton (Northern Victoria)	0	F	1338
Shepparton (Northern Victoria)	0	M	1456
Shepparton (Northern Victoria)	1	F	36319
Shepparton (Northern Victoria)	1	M	35483
South Barwon (Western Victoria)	0	F	1760
South Barwon (Western Victoria)	0	M	1939
South Barwon (Western Victoria)	1	F	45676
South Barwon (Western Victoria)	1	M	43080
South-West Coast (Western Victoria)	0	F	1455
South-West Coast (Western Victoria)	0	M	1536
South-West Coast (Western Victoria)	1	F	32288
South-West Coast (Western Victoria)	1	M	30630
St Albans (Western Metropolitan)	0	F	746
St Albans (Western Metropolitan)	0	M	763
St Albans (Western Metropolitan)	1	F	36700
St Albans (Western Metropolitan)	1	M	37179
Sunbury (Western Metropolitan)	0	F	768
Sunbury (Western Metropolitan)	0	M	834
Sunbury (Western Metropolitan)	1	F	32933
Sunbury (Western Metropolitan)	1	M	31789
Sydenham (Western Metropolitan)	0	F	568
Sydenham (Western Metropolitan)	0	M	595
Sydenham (Western Metropolitan)	1	F	39860
Sydenham (Western Metropolitan)	1	M	39087
Tarneit (Western Metropolitan)	0	F	861
Tarneit (Western Metropolitan)	0	M	975
Tarneit (Western Metropolitan)	1	F	64490
Tarneit (Western Metropolitan)	1	M	67984
Thomastown (Northern Metropolitan)	0	F	656
Thomastown (Northern Metropolitan)	0	M	690
Thomastown (Northern Metropolitan)	1	F	40477
Thomastown (Northern Metropolitan)	1	M	40692
Warrandyte (Eastern Metropolitan)	0	F	819
Warrandyte (Eastern Metropolitan)	0	M	778
Warrandyte (Eastern Metropolitan)	1	F	31629
Warrandyte (Eastern Metropolitan)	1	M	30058
Wendouree (Western Victoria)	0	F	1187
Wendouree (Western Victoria)	0	M	1191
Wendouree (Western Victoria)	1	F	31628
Wendouree (Western Victoria)	1	M	28862
Werribee (Western Metropolitan)	0	F	838
Werribee (Western Metropolitan)	0	M	940
Werribee (Western Metropolitan)	1	F	45063
Werribee (Western Metropolitan)	1	M	44063
Williamstown (Western Metropolitan)	0	F	1122
Williamstown (Western Metropolitan)	0	M	1083
Williamstown (Western Metropolitan)	1	F	36746
Williamstown (Western Metropolitan)	1	M	35350
Yan Yean (Northern Victoria)	0	F	1158
Yan Yean (Northern Victoria)	0	M	1249
Yan Yean (Northern Victoria)	1	F	50670
Yan Yean (Northern Victoria)	1	M	49327
Yuroke (Northern Metropolitan)	0	F	888
Yuroke (Northern Metropolitan)	0	M	918
Yuroke (Northern Metropolitan)	1	F	64741
Yuroke (Northern Metropolitan)	1	M	64914
No usual address (Vic.)	0	F	3915
No usual address (Vic.)	0	M	5170
Migratory - Offshore - Shipping (Vic.)	1	F	6
Migratory - Offshore - Shipping (Vic.)	1	M	35
Algester	0	F	622
Algester	0	M	701
Algester	1	F	30992
Algester	1	M	30231
Aspley	0	F	664
Aspley	0	M	814
Aspley	1	F	27523
Aspley	1	M	25666
Bancroft	0	F	832
Bancroft	0	M	1005
Bancroft	1	F	29875
Bancroft	1	M	27631
Barron River	0	F	1200
Barron River	0	M	1603
Barron River	1	F	27691
Barron River	1	M	26151
Bonney	0	F	847
Bonney	0	M	941
Bonney	1	F	28600
Bonney	1	M	26086
Broadwater	0	F	873
Broadwater	0	M	980
Broadwater	1	F	24820
Broadwater	1	M	22720
Buderim	0	F	970
Buderim	0	M	1267
Buderim	1	F	28571
Buderim	1	M	24949
Bulimba	0	F	953
Bulimba	0	M	1053
Bulimba	1	F	28709
Bulimba	1	M	26951
Bundaberg	0	F	1027
Bundaberg	0	M	1289
Bundaberg	1	F	25191
Bundaberg	1	M	23041
Bundamba	0	F	899
Bundamba	0	M	1115
Bundamba	1	F	35275
Bundamba	1	M	34207
Burdekin	0	F	1326
Burdekin	0	M	1909
Burdekin	1	F	24779
Burdekin	1	M	27941
Burleigh	0	F	1002
Burleigh	0	M	1075
Burleigh	1	F	25492
Burleigh	1	M	22764
Burnett	0	F	1366
Burnett	0	M	1970
Burnett	1	F	23461
Burnett	1	M	23306
Cairns	0	F	1363
Cairns	0	M	1647
Cairns	1	F	28251
Cairns	1	M	27679
Callide	0	F	1296
Callide	0	M	1653
Callide	1	F	23683
Callide	1	M	24411
Caloundra	0	F	1149
Caloundra	0	M	1409
Caloundra	1	F	28114
Caloundra	1	M	25537
Capalaba	0	F	733
Capalaba	0	M	874
