SED_NAME16	HomeCensusNight	Sex	persons
Nightcliff	1	M	4034
Port Darwin	0	F	317
Port Darwin	0	M	552
Port Darwin	1	F	4881
Port Darwin	1	M	5337
Sanderson	0	F	179
Sanderson	0	M	225
Sanderson	1	F	3929
Sanderson	1	M	3892
Spillett	0	F	258
Spillett	0	M	383
Spillett	1	F	5543
Spillett	1	M	5235
Wanguri	0	F	203
Wanguri	0	M	264
Wanguri	1	F	4699
Wanguri	1	M	4658
No usual address (NT)	0	F	1675
No usual address (NT)	0	M	1826
Migratory - Offshore - Shipping (NT)	1	F	15
Migratory - Offshore - Shipping (NT)	1	M	84
Brindabella	0	F	1274
Brindabella	0	M	1394
Brindabella	1	F	40878
Brindabella	1	M	39406
Ginninderra	0	F	1474
Ginninderra	0	M	1582
Ginninderra	1	F	46634
Ginninderra	1	M	45339
Kurrajong	0	F	2080
Kurrajong	0	M	2016
Kurrajong	1	F	42576
Kurrajong	1	M	41798
Murrumbidgee	0	F	1620
Murrumbidgee	0	M	1630
Murrumbidgee	1	F	43930
Murrumbidgee	1	M	41547
Yerrabi	0	F	1221
Yerrabi	0	M	1345
Yerrabi	1	F	48182
Yerrabi	1	M	47968
No usual address (ACT)	0	F	273
No usual address (ACT)	0	M	336
Unclassified (OT)	0	F	139
Unclassified (OT)	0	M	136
Unclassified (OT)	1	F	2129
Unclassified (OT)	1	M	2376
No usual address (OT)	0	F	4
No usual address (OT)	0	M	6
