SED_NAME21	MaxSchoolingCompleted	Sex	persons
Coffs Harbour	Did not go to school	F	290
Coffs Harbour	Did not go to school	M	232
Coffs Harbour	Year 8	F	1345
Coffs Harbour	Year 8	M	1489
Coffs Harbour	Year 9	F	2596
Coffs Harbour	Year 9	M	2454
Coffs Harbour	Year 10	F	9306
Coffs Harbour	Year 10	M	8953
Coffs Harbour	Year 11	F	2498
Coffs Harbour	Year 11	M	2504
Coffs Harbour	Year 12	F	15358
Coffs Harbour	Year 12	M	13010
Coogee	Did not go to school	F	137
Coogee	Did not go to school	M	108
Coogee	Year 8	F	543
Coogee	Year 8	M	459
Coogee	Year 9	F	750
Coogee	Year 9	M	762
Coogee	Year 10	F	2821
Coogee	Year 10	M	2553
Coogee	Year 11	F	1215
Coogee	Year 11	M	1338
Coogee	Year 12	F	29060
Coogee	Year 12	M	25297
Cootamundra	Did not go to school	F	107
Cootamundra	Did not go to school	M	108
Cootamundra	Year 8	F	1487
Cootamundra	Year 8	M	1962
Cootamundra	Year 9	F	2782
Cootamundra	Year 9	M	3094
Cootamundra	Year 10	F	9386
Cootamundra	Year 10	M	10223
Cootamundra	Year 11	F	2285
Cootamundra	Year 11	M	2127
Cootamundra	Year 12	F	11084
Cootamundra	Year 12	M	8545
Cronulla	Did not go to school	F	79
Cronulla	Did not go to school	M	90
Cronulla	Year 8	F	631
Cronulla	Year 8	M	597
Cronulla	Year 9	F	1647
Cronulla	Year 9	M	1400
Cronulla	Year 10	F	7232
Cronulla	Year 10	M	6969
Cronulla	Year 11	F	1637
Cronulla	Year 11	M	2031
Cronulla	Year 12	F	20647
Cronulla	Year 12	M	18910
Davidson	Did not go to school	F	170
Davidson	Did not go to school	M	89
Davidson	Year 8	F	560
Davidson	Year 8	M	473
Davidson	Year 9	F	1106
Davidson	Year 9	M	1011
Davidson	Year 10	F	3565
Davidson	Year 10	M	2740
Davidson	Year 11	F	1485
Davidson	Year 11	M	1430
Davidson	Year 12	F	25877
Davidson	Year 12	M	24226
Drummoyne	Did not go to school	F	427
Drummoyne	Did not go to school	M	282
Drummoyne	Year 8	F	1322
Drummoyne	Year 8	M	997
Drummoyne	Year 9	F	1146
Drummoyne	Year 9	M	999
Drummoyne	Year 10	F	4588
Drummoyne	Year 10	M	3799
Drummoyne	Year 11	F	1287
Drummoyne	Year 11	M	1401
Drummoyne	Year 12	F	25756
Drummoyne	Year 12	M	23390
Dubbo	Did not go to school	F	98
Dubbo	Did not go to school	M	132
Dubbo	Year 8	F	1389
Dubbo	Year 8	M	1646
Dubbo	Year 9	F	2286
Dubbo	Year 9	M	2567
Dubbo	Year 10	F	8998
Dubbo	Year 10	M	9970
Dubbo	Year 11	F	2296
Dubbo	Year 11	M	2264
Dubbo	Year 12	F	14923
Dubbo	Year 12	M	11645
East Hills	Did not go to school	F	717
East Hills	Did not go to school	M	539
East Hills	Year 8	F	1622
East Hills	Year 8	M	1401
East Hills	Year 9	F	1742
East Hills	Year 9	M	1649
East Hills	Year 10	F	6375
East Hills	Year 10	M	6600
East Hills	Year 11	F	1559
East Hills	Year 11	M	1887
East Hills	Year 12	F	20047
East Hills	Year 12	M	18344
Epping	Did not go to school	F	298
Epping	Did not go to school	M	200
Epping	Year 8	F	640
Epping	Year 8	M	459
Epping	Year 9	F	1215
Epping	Year 9	M	1046
Epping	Year 10	F	3764
Epping	Year 10	M	2817
Epping	Year 11	F	1452
Epping	Year 11	M	1380
Epping	Year 12	F	28606
Epping	Year 12	M	27209
Fairfield	Did not go to school	F	3748
Fairfield	Did not go to school	M	2645
Fairfield	Year 8	F	3865
Fairfield	Year 8	M	3423
Fairfield	Year 9	F	2405
Fairfield	Year 9	M	2288
Fairfield	Year 10	F	4872
Fairfield	Year 10	M	5293
Fairfield	Year 11	F	1896
Fairfield	Year 11	M	2207
Fairfield	Year 12	F	18518
Fairfield	Year 12	M	18235
Gosford	Did not go to school	F	132
Gosford	Did not go to school	M	150
Gosford	Year 8	F	1162
Gosford	Year 8	M	1117
Gosford	Year 9	F	2554
Gosford	Year 9	M	2254
Gosford	Year 10	F	9062
Gosford	Year 10	M	8433
Gosford	Year 11	F	2136
Gosford	Year 11	M	2219
Gosford	Year 12	F	16921
Gosford	Year 12	M	15117
Goulburn	Did not go to school	F	103
Goulburn	Did not go to school	M	131
Goulburn	Year 8	F	1170
Goulburn	Year 8	M	1466
Goulburn	Year 9	F	2269
Goulburn	Year 9	M	2507
Goulburn	Year 10	F	8712
Goulburn	Year 10	M	9357
Goulburn	Year 11	F	2257
Goulburn	Year 11	M	2257
Goulburn	Year 12	F	17019
Goulburn	Year 12	M	14425
Granville	Did not go to school	F	1536
Granville	Did not go to school	M	1395
Granville	Year 8	F	2101
Granville	Year 8	M	2107
Granville	Year 9	F	1534
Granville	Year 9	M	1638
Granville	Year 10	F	5186
Granville	Year 10	M	5612
Granville	Year 11	F	1612
Granville	Year 11	M	1825
Granville	Year 12	F	24976
Granville	Year 12	M	25803
Hawkesbury	Did not go to school	F	127
Hawkesbury	Did not go to school	M	132
Hawkesbury	Year 8	F	1018
Hawkesbury	Year 8	M	1252
Hawkesbury	Year 9	F	2207
Hawkesbury	Year 9	M	2506
Hawkesbury	Year 10	F	9018
Hawkesbury	Year 10	M	10680
Hawkesbury	Year 11	F	2195
Hawkesbury	Year 11	M	2315
Hawkesbury	Year 12	F	15632
Hawkesbury	Year 12	M	12656
Heathcote	Did not go to school	F	96
Heathcote	Did not go to school	M	71
Heathcote	Year 8	F	621
Heathcote	Year 8	M	607
Heathcote	Year 9	F	1707
Heathcote	Year 9	M	1575
Heathcote	Year 10	F	7485
Heathcote	Year 10	M	7858
Heathcote	Year 11	F	1682
Heathcote	Year 11	M	2047
Heathcote	Year 12	F	19387
Heathcote	Year 12	M	17077
Heffron	Did not go to school	F	585
Heffron	Did not go to school	M	448
Heffron	Year 8	F	1254
Heffron	Year 8	M	1004
Heffron	Year 9	F	892
Heffron	Year 9	M	908
Heffron	Year 10	F	3296
Heffron	Year 10	M	3919
Heffron	Year 11	F	1667
Heffron	Year 11	M	2242
Heffron	Year 12	F	40002
Heffron	Year 12	M	41367
Holsworthy	Did not go to school	F	826
Holsworthy	Did not go to school	M	646
Holsworthy	Year 8	F	1847
Holsworthy	Year 8	M	1404
Holsworthy	Year 9	F	1680
Holsworthy	Year 9	M	1724
Holsworthy	Year 10	F	5985
Holsworthy	Year 10	M	6599
Holsworthy	Year 11	F	1890
Holsworthy	Year 11	M	2203
Holsworthy	Year 12	F	21295
Holsworthy	Year 12	M	19882
Hornsby	Did not go to school	F	265
Hornsby	Did not go to school	M	219
Hornsby	Year 8	F	657
Hornsby	Year 8	M	611
Hornsby	Year 9	F	1297
Hornsby	Year 9	M	1215
Hornsby	Year 10	F	5010
Hornsby	Year 10	M	4817
Hornsby	Year 11	F	1547
Hornsby	Year 11	M	1728
Hornsby	Year 12	F	24738
Hornsby	Year 12	M	23407
Keira	Did not go to school	F	210
Keira	Did not go to school	M	153
Keira	Year 8	F	1361
Keira	Year 8	M	1078
Keira	Year 9	F	2289
Keira	Year 9	M	2032
Keira	Year 10	F	7561
Keira	Year 10	M	7564
Keira	Year 11	F	1823
Keira	Year 11	M	2164
Keira	Year 12	F	19682
Keira	Year 12	M	17742
Kiama	Did not go to school	F	93
Kiama	Did not go to school	M	102
Kiama	Year 8	F	1132
Kiama	Year 8	M	1200
Kiama	Year 9	F	2498
Kiama	Year 9	M	2447
Kiama	Year 10	F	9474
Kiama	Year 10	M	9409
Kiama	Year 11	F	2223
Kiama	Year 11	M	2406
Kiama	Year 12	F	15899
Kiama	Year 12	M	13683
Kogarah	Did not go to school	F	971
Kogarah	Did not go to school	M	634
Kogarah	Year 8	F	2053
Kogarah	Year 8	M	1533
Kogarah	Year 9	F	1304
Kogarah	Year 9	M	1184
Kogarah	Year 10	F	4288
Kogarah	Year 10	M	4289
Kogarah	Year 11	F	1443
Kogarah	Year 11	M	1516
Kogarah	Year 12	F	27780
Kogarah	Year 12	M	27669
Ku-ring-gai	Did not go to school	F	207
Ku-ring-gai	Did not go to school	M	139
Ku-ring-gai	Year 8	F	500
Ku-ring-gai	Year 8	M	431
Ku-ring-gai	Year 9	F	1096
Ku-ring-gai	Year 9	M	887
Ku-ring-gai	Year 10	F	3379
Ku-ring-gai	Year 10	M	2457
Ku-ring-gai	Year 11	F	1559
Ku-ring-gai	Year 11	M	1310
Ku-ring-gai	Year 12	F	28842
Ku-ring-gai	Year 12	M	26914
Lake Macquarie	Did not go to school	F	125
Lake Macquarie	Did not go to school	M	135
Lake Macquarie	Year 8	F	1318
Lake Macquarie	Year 8	M	1350
Lake Macquarie	Year 9	F	3058
Lake Macquarie	Year 9	M	2938
Lake Macquarie	Year 10	F	10662
Lake Macquarie	Year 10	M	10534
Lake Macquarie	Year 11	F	2400
Lake Macquarie	Year 11	M	2622
Lake Macquarie	Year 12	F	14662
Lake Macquarie	Year 12	M	12620
Lakemba	Did not go to school	F	1603
Lakemba	Did not go to school	M	1308
Lakemba	Year 8	F	2505
Lakemba	Year 8	M	2307
Lakemba	Year 9	F	1578
Lakemba	Year 9	M	1557
Lakemba	Year 10	F	4849
Lakemba	Year 10	M	5224
Lakemba	Year 11	F	1656
Lakemba	Year 11	M	1732
Lakemba	Year 12	F	21422
Lakemba	Year 12	M	22789
Lane Cove	Did not go to school	F	221
Lane Cove	Did not go to school	M	157
Lane Cove	Year 8	F	722
Lane Cove	Year 8	M	580
Lane Cove	Year 9	F	962
Lane Cove	Year 9	M	920
Lane Cove	Year 10	F	3801
Lane Cove	Year 10	M	3061
Lane Cove	Year 11	F	1391
Lane Cove	Year 11	M	1460
Lane Cove	Year 12	F	29036
Lane Cove	Year 12	M	27502
Lismore	Did not go to school	F	104
Lismore	Did not go to school	M	91
Lismore	Year 8	F	1256
Lismore	Year 8	M	1546
Lismore	Year 9	F	2342
Lismore	Year 9	M	2578
Lismore	Year 10	F	9057
Lismore	Year 10	M	9097
Lismore	Year 11	F	2365
Lismore	Year 11	M	2345
Lismore	Year 12	F	14664
Lismore	Year 12	M	12516
Liverpool	Did not go to school	F	1911
Liverpool	Did not go to school	M	1367
Liverpool	Year 8	F	2679
Liverpool	Year 8	M	2194
Liverpool	Year 9	F	2065
Liverpool	Year 9	M	2017
Liverpool	Year 10	F	5643
Liverpool	Year 10	M	6239
Liverpool	Year 11	F	2105
Liverpool	Year 11	M	2329
Liverpool	Year 12	F	21525
Liverpool	Year 12	M	20308
Londonderry	Did not go to school	F	524
Londonderry	Did not go to school	M	402
Londonderry	Year 8	F	1956
Londonderry	Year 8	M	1988
Londonderry	Year 9	F	3020
Londonderry	Year 9	M	3096
Londonderry	Year 10	F	10345
Londonderry	Year 10	M	10993
Londonderry	Year 11	F	2869
Londonderry	Year 11	M	2922
Londonderry	Year 12	F	23755
Londonderry	Year 12	M	21101
Macquarie Fields	Did not go to school	F	650
Macquarie Fields	Did not go to school	M	443
Macquarie Fields	Year 8	F	1584
Macquarie Fields	Year 8	M	1382
Macquarie Fields	Year 9	F	2217
Macquarie Fields	Year 9	M	2195
Macquarie Fields	Year 10	F	8043
Macquarie Fields	Year 10	M	8002
Macquarie Fields	Year 11	F	2286
Macquarie Fields	Year 11	M	2550
Macquarie Fields	Year 12	F	26748
Macquarie Fields	Year 12	M	25158
Maitland	Did not go to school	F	109
Maitland	Did not go to school	M	135
Maitland	Year 8	F	1400
Maitland	Year 8	M	1374
Maitland	Year 9	F	3275
Maitland	Year 9	M	2895
Maitland	Year 10	F	11220
Maitland	Year 10	M	11155
Maitland	Year 11	F	2740
Maitland	Year 11	M	3035
Maitland	Year 12	F	16480
Maitland	Year 12	M	13786
Manly	Did not go to school	F	95
Manly	Did not go to school	M	91
Manly	Year 8	F	462
Manly	Year 8	M	444
Manly	Year 9	F	976
Manly	Year 9	M	900
Manly	Year 10	F	3896
Manly	Year 10	M	3306
Manly	Year 11	F	1558
Manly	Year 11	M	1491
Manly	Year 12	F	26635
Manly	Year 12	M	25321
Maroubra	Did not go to school	F	392
Maroubra	Did not go to school	M	273
Maroubra	Year 8	F	1373
Maroubra	Year 8	M	1060
Maroubra	Year 9	F	1438
Maroubra	Year 9	M	1286
Maroubra	Year 10	F	4845
Maroubra	Year 10	M	5051
Maroubra	Year 11	F	1551
Maroubra	Year 11	M	1763
Maroubra	Year 12	F	25107
Maroubra	Year 12	M	22992
Miranda	Did not go to school	F	207
Miranda	Did not go to school	M	181
Miranda	Year 8	F	990
Miranda	Year 8	M	791
Miranda	Year 9	F	1762
Miranda	Year 9	M	1445
Miranda	Year 10	F	6919
Miranda	Year 10	M	6592
Miranda	Year 11	F	1623
Miranda	Year 11	M	1922
Miranda	Year 12	F	20920
Miranda	Year 12	M	19087
Monaro	Did not go to school	F	140
Monaro	Did not go to school	M	133
Monaro	Year 8	F	1063
Monaro	Year 8	M	1186
Monaro	Year 9	F	1570
Monaro	Year 9	M	1774
Monaro	Year 10	F	6480
Monaro	Year 10	M	7457
Monaro	Year 11	F	2073
Monaro	Year 11	M	2250
Monaro	Year 12	F	20898
Monaro	Year 12	M	19480
Mount Druitt	Did not go to school	F	753
Mount Druitt	Did not go to school	M	534
Mount Druitt	Year 8	F	1811
Mount Druitt	Year 8	M	1554
Mount Druitt	Year 9	F	2027
Mount Druitt	Year 9	M	2001
Mount Druitt	Year 10	F	6498
Mount Druitt	Year 10	M	6896
Mount Druitt	Year 11	F	2122
Mount Druitt	Year 11	M	2182
Mount Druitt	Year 12	F	20989
Mount Druitt	Year 12	M	19623
Mulgoa	Did not go to school	F	557
Mulgoa	Did not go to school	M	417
Mulgoa	Year 8	F	1423
Mulgoa	Year 8	M	1314
Mulgoa	Year 9	F	1867
Mulgoa	Year 9	M	2029
Mulgoa	Year 10	F	7780
Mulgoa	Year 10	M	8837
Mulgoa	Year 11	F	2077
Mulgoa	Year 11	M	2397
Mulgoa	Year 12	F	19645
Mulgoa	Year 12	M	17326
Murray	Did not go to school	F	277
Murray	Did not go to school	M	274
Murray	Year 8	F	1982
Murray	Year 8	M	2502
Murray	Year 9	F	2785
Murray	Year 9	M	3329
Murray	Year 10	F	8746
Murray	Year 10	M	10001
Murray	Year 11	F	3687
Murray	Year 11	M	3768
Murray	Year 12	F	13973
Murray	Year 12	M	11202
Myall Lakes	Did not go to school	F	89
Myall Lakes	Did not go to school	M	86
Myall Lakes	Year 8	F	1621
Myall Lakes	Year 8	M	1846
Myall Lakes	Year 9	F	3519
Myall Lakes	Year 9	M	3366
Myall Lakes	Year 10	F	11264
Myall Lakes	Year 10	M	10566
Myall Lakes	Year 11	F	2223
Myall Lakes	Year 11	M	2202
Myall Lakes	Year 12	F	11642
Myall Lakes	Year 12	M	9948
Newcastle	Did not go to school	F	138
Newcastle	Did not go to school	M	144
Newcastle	Year 8	F	1019
Newcastle	Year 8	M	924
Newcastle	Year 9	F	1913
Newcastle	Year 9	M	1788
Newcastle	Year 10	F	6893
Newcastle	Year 10	M	6943
Newcastle	Year 11	F	1802
Newcastle	Year 11	M	2078
Newcastle	Year 12	F	21153
Newcastle	Year 12	M	19195
Newtown	Did not go to school	F	286
Newtown	Did not go to school	M	252
Newtown	Year 8	F	718
Newtown	Year 8	M	647
Newtown	Year 9	F	575
Newtown	Year 9	M	688
Newtown	Year 10	F	2128
Newtown	Year 10	M	2656
Newtown	Year 11	F	1022
Newtown	Year 11	M	1340
Newtown	Year 12	F	28033
Newtown	Year 12	M	29312
North Shore	Did not go to school	F	110
North Shore	Did not go to school	M	62
North Shore	Year 8	F	273
North Shore	Year 8	M	235
North Shore	Year 9	F	596
North Shore	Year 9	M	528
North Shore	Year 10	F	2652
North Shore	Year 10	M	1815
North Shore	Year 11	F	1323
North Shore	Year 11	M	1005
North Shore	Year 12	F	30095
North Shore	Year 12	M	26567
Northern Tablelands	Did not go to school	F	193
Northern Tablelands	Did not go to school	M	209
Northern Tablelands	Year 8	F	1511
Northern Tablelands	Year 8	M	1940
Northern Tablelands	Year 9	F	2378
Northern Tablelands	Year 9	M	2634
Northern Tablelands	Year 10	F	8230
Northern Tablelands	Year 10	M	8584
Northern Tablelands	Year 11	F	2147
Northern Tablelands	Year 11	M	2073
Northern Tablelands	Year 12	F	14887
Northern Tablelands	Year 12	M	11971
Oatley	Did not go to school	F	433
Oatley	Did not go to school	M	305
Oatley	Year 8	F	1302
Oatley	Year 8	M	1005
Oatley	Year 9	F	1455
Oatley	Year 9	M	1267
Oatley	Year 10	F	5175
Oatley	Year 10	M	4791
Oatley	Year 11	F	1383
Oatley	Year 11	M	1570
Oatley	Year 12	F	22323
Oatley	Year 12	M	21214
Orange	Did not go to school	F	110
Orange	Did not go to school	M	165
Orange	Year 8	F	1433
Orange	Year 8	M	1757
Orange	Year 9	F	2422
Orange	Year 9	M	2671
Orange	Year 10	F	9117
Orange	Year 10	M	9542
Orange	Year 11	F	2255
Orange	Year 11	M	2280
Orange	Year 12	F	15124
Orange	Year 12	M	12060
Oxley	Did not go to school	F	72
Oxley	Did not go to school	M	118
Oxley	Year 8	F	1652
Oxley	Year 8	M	1882
Oxley	Year 9	F	3167
Oxley	Year 9	M	3373
Oxley	Year 10	F	10223
Oxley	Year 10	M	10183
Oxley	Year 11	F	2256
Oxley	Year 11	M	2394
Oxley	Year 12	F	12720
Oxley	Year 12	M	10145
Parramatta	Did not go to school	F	643
Parramatta	Did not go to school	M	508
Parramatta	Year 8	F	1238
Parramatta	Year 8	M	1094
Parramatta	Year 9	F	1392
Parramatta	Year 9	M	1301
Parramatta	Year 10	F	4423
Parramatta	Year 10	M	4585
Parramatta	Year 11	F	1576
Parramatta	Year 11	M	1826
Parramatta	Year 12	F	33298
Parramatta	Year 12	M	33969
Penrith	Did not go to school	F	211
Penrith	Did not go to school	M	180
Penrith	Year 8	F	1281
Penrith	Year 8	M	1097
Penrith	Year 9	F	2377
Penrith	Year 9	M	2322
Penrith	Year 10	F	8914
Penrith	Year 10	M	9067
Penrith	Year 11	F	2306
Penrith	Year 11	M	2441
Penrith	Year 12	F	17760
Penrith	Year 12	M	15540
Pittwater	Did not go to school	F	77
Pittwater	Did not go to school	M	64
Pittwater	Year 8	F	521
Pittwater	Year 8	M	451
Pittwater	Year 9	F	1219
Pittwater	Year 9	M	1198
Pittwater	Year 10	F	5723
Pittwater	Year 10	M	5215
Pittwater	Year 11	F	1811
Pittwater	Year 11	M	1830
Pittwater	Year 12	F	21138
Pittwater	Year 12	M	19796
Port Macquarie	Did not go to school	F	80
Port Macquarie	Did not go to school	M	76
Port Macquarie	Year 8	F	1386
Port Macquarie	Year 8	M	1515
Port Macquarie	Year 9	F	3114
Port Macquarie	Year 9	M	3078
Port Macquarie	Year 10	F	10956
Port Macquarie	Year 10	M	9938
Port Macquarie	Year 11	F	2598
Port Macquarie	Year 11	M	2510
Port Macquarie	Year 12	F	15741
Port Macquarie	Year 12	M	13447
Port Stephens	Did not go to school	F	93
Port Stephens	Did not go to school	M	101
Port Stephens	Year 8	F	1234
Port Stephens	Year 8	M	1407
Port Stephens	Year 9	F	3039
Port Stephens	Year 9	M	2910
Port Stephens	Year 10	F	10696
Port Stephens	Year 10	M	10572
Port Stephens	Year 11	F	2397
Port Stephens	Year 11	M	2680
Port Stephens	Year 12	F	13015
Port Stephens	Year 12	M	11526
Prospect	Did not go to school	F	1413
Prospect	Did not go to school	M	942
Prospect	Year 8	F	2557
Prospect	Year 8	M	2191
Prospect	Year 9	F	1879
Prospect	Year 9	M	1852
Prospect	Year 10	F	5821
Prospect	Year 10	M	5984
Prospect	Year 11	F	1597
Prospect	Year 11	M	1858
Prospect	Year 12	F	20457
Prospect	Year 12	M	20093
Riverstone	Did not go to school	F	394
Riverstone	Did not go to school	M	249
Riverstone	Year 8	F	1059
Riverstone	Year 8	M	895
Riverstone	Year 9	F	1566
Riverstone	Year 9	M	1595
Riverstone	Year 10	F	6244
Riverstone	Year 10	M	6495
Riverstone	Year 11	F	2066
Riverstone	Year 11	M	2253
Riverstone	Year 12	F	33163
Riverstone	Year 12	M	31417
Rockdale	Did not go to school	F	812
Rockdale	Did not go to school	M	578
Rockdale	Year 8	F	1970
Rockdale	Year 8	M	1455
Rockdale	Year 9	F	1266
Rockdale	Year 9	M	1250
Rockdale	Year 10	F	5093
Rockdale	Year 10	M	5108
Rockdale	Year 11	F	1734
Rockdale	Year 11	M	1974
Rockdale	Year 12	F	26845
Rockdale	Year 12	M	26392
Ryde	Did not go to school	F	578
