SED_NAME21	Age	persons
Kawana	85+	1793
Keppel	0-4	2963
Keppel	5-14	7365
Keppel	15-19	3336
Keppel	20-24	2700
Keppel	25-34	6268
Keppel	35-44	6665
Keppel	45-54	6759
Keppel	55-64	7448
Keppel	65-74	5863
Keppel	75-84	3136
Keppel	85+	981
Kurwongbah	0-4	3777
Kurwongbah	5-14	8893
Kurwongbah	15-19	4126
Kurwongbah	20-24	3774
Kurwongbah	25-34	7788
Kurwongbah	35-44	7874
Kurwongbah	45-54	7827
Kurwongbah	55-64	6116
Kurwongbah	65-74	4496
Kurwongbah	75-84	2124
Kurwongbah	85+	594
Lockyer	0-4	2983
Lockyer	5-14	7383
Lockyer	15-19	3460
Lockyer	20-24	3021
Lockyer	25-34	6420
Lockyer	35-44	6403
Lockyer	45-54	6953
Lockyer	55-64	7048
Lockyer	65-74	5553
Lockyer	75-84	2828
Lockyer	85+	779
Logan	0-4	5050
Logan	5-14	9964
Logan	15-19	4200
Logan	20-24	4476
Logan	25-34	9986
Logan	35-44	8445
Logan	45-54	7876
Logan	55-64	7126
Logan	65-74	5289
Logan	75-84	2613
Logan	85+	695
Lytton	0-4	3206
Lytton	5-14	7096
Lytton	15-19	3141
Lytton	20-24	2784
Lytton	25-34	6141
Lytton	35-44	7734
Lytton	45-54	8123
Lytton	55-64	6736
Lytton	65-74	5073
Lytton	75-84	2987
Lytton	85+	1312
Macalister	0-4	4147
Macalister	5-14	8566
Macalister	15-19	3754
Macalister	20-24	4014
Macalister	25-34	9061
Macalister	35-44	7942
Macalister	45-54	7418
Macalister	55-64	6436
Macalister	65-74	5434
Macalister	75-84	2912
Macalister	85+	884
Mackay	0-4	3151
Mackay	5-14	7214
Mackay	15-19	3221
Mackay	20-24	3505
Mackay	25-34	7340
Mackay	35-44	7235
Mackay	45-54	7327
Mackay	55-64	7158
Mackay	65-74	5232
Mackay	75-84	3086
Mackay	85+	1358
Maiwar	0-4	2463
Maiwar	5-14	6674
Maiwar	15-19	5390
Maiwar	20-24	8865
Maiwar	25-34	10763
Maiwar	35-44	8545
Maiwar	45-54	7113
Maiwar	55-64	5127
Maiwar	65-74	4244
Maiwar	75-84	2432
Maiwar	85+	833
Mansfield	0-4	3202
Mansfield	5-14	8156
Mansfield	15-19	4114
Mansfield	20-24	4034
Mansfield	25-34	8089
Mansfield	35-44	9042
Mansfield	45-54	7680
Mansfield	55-64	5567
Mansfield	65-74	3944
Mansfield	75-84	2650
Mansfield	85+	1136
Maroochydore	0-4	2057
Maroochydore	5-14	4510
Maroochydore	15-19	2295
Maroochydore	20-24	2872
Maroochydore	25-34	6690
Maroochydore	35-44	6035
Maroochydore	45-54	6588
Maroochydore	55-64	7595
Maroochydore	65-74	6843
Maroochydore	75-84	3764
Maroochydore	85+	1454
Maryborough	0-4	2217
Maryborough	5-14	6035
Maryborough	15-19	2815
Maryborough	20-24	2279
Maryborough	25-34	4607
Maryborough	35-44	5220
Maryborough	45-54	6531
Maryborough	55-64	8548
Maryborough	65-74	9110
Maryborough	75-84	4364
Maryborough	85+	1203
McConnel	0-4	1920
McConnel	5-14	2921
McConnel	15-19	2667
McConnel	20-24	8757
McConnel	25-34	21496
McConnel	35-44	11293
McConnel	45-54	7141
McConnel	55-64	5695
McConnel	65-74	3793
McConnel	75-84	1858
McConnel	85+	700
Mermaid Beach	0-4	2592
Mermaid Beach	5-14	5893
Mermaid Beach	15-19	3062
Mermaid Beach	20-24	3843
Mermaid Beach	25-34	8652
Mermaid Beach	35-44	7590
Mermaid Beach	45-54	7099
Mermaid Beach	55-64	5824
Mermaid Beach	65-74	5117
Mermaid Beach	75-84	2921
Mermaid Beach	85+	1147
Miller	0-4	2783
Miller	5-14	6321
Miller	15-19	3002
Miller	20-24	3894
Miller	25-34	7395
Miller	35-44	7730
Miller	45-54	7092
Miller	55-64	5416
Miller	65-74	3660
Miller	75-84	2043
Miller	85+	964
Mirani	0-4	3059
Mirani	5-14	6841
Mirani	15-19	3019
Mirani	20-24	2548
Mirani	25-34	5940
Mirani	35-44	6537
Mirani	45-54	6861
Mirani	55-64	7290
Mirani	65-74	5250
Mirani	75-84	2279
Mirani	85+	559
Moggill	0-4	2448
Moggill	5-14	8056
Moggill	15-19	3806
Moggill	20-24	2512
Moggill	25-34	3677
Moggill	35-44	6949
Moggill	45-54	8110
Moggill	55-64	6146
Moggill	65-74	4817
Moggill	75-84	2940
Moggill	85+	1182
Morayfield	0-4	3828
Morayfield	5-14	8413
Morayfield	15-19	3797
Morayfield	20-24	4055
Morayfield	25-34	8341
Morayfield	35-44	7101
Morayfield	45-54	7070
Morayfield	55-64	6522
Morayfield	65-74	5586
Morayfield	75-84	3183
Morayfield	85+	1174
Mount Ommaney	0-4	2981
Mount Ommaney	5-14	7015
Mount Ommaney	15-19	3260
Mount Ommaney	20-24	2780
Mount Ommaney	25-34	6329
Mount Ommaney	35-44	7742
Mount Ommaney	45-54	7063
Mount Ommaney	55-64	5982
Mount Ommaney	65-74	4939
Mount Ommaney	75-84	2629
Mount Ommaney	85+	1103
Mudgeeraba	0-4	3207
Mudgeeraba	5-14	8434
Mudgeeraba	15-19	3932
Mudgeeraba	20-24	3155
Mudgeeraba	25-34	6236
Mudgeeraba	35-44	8338
Mudgeeraba	45-54	8581
Mudgeeraba	55-64	7030
Mudgeeraba	65-74	5524
Mudgeeraba	75-84	3137
Mudgeeraba	85+	1140
Mulgrave	0-4	3759
Mulgrave	5-14	8870
Mulgrave	15-19	3867
Mulgrave	20-24	3247
Mulgrave	25-34	7503
Mulgrave	35-44	7498
Mulgrave	45-54	7439
Mulgrave	55-64	6245
Mulgrave	65-74	4738
Mulgrave	75-84	2164
Mulgrave	85+	593
Mundingburra	0-4	2415
Mundingburra	5-14	6210
Mundingburra	15-19	4059
Mundingburra	20-24	5496
Mundingburra	25-34	7319
Mundingburra	35-44	6296
Mundingburra	45-54	6339
Mundingburra	55-64	5610
Mundingburra	65-74	4016
Mundingburra	75-84	2477
Mundingburra	85+	973
Murrumba	0-4	5352
Murrumba	5-14	10475
Murrumba	15-19	4135
Murrumba	20-24	4399
Murrumba	25-34	11197
Murrumba	35-44	10568
Murrumba	45-54	8059
Murrumba	55-64	6027
Murrumba	65-74	4773
Murrumba	75-84	2667
Murrumba	85+	1094
Nanango	0-4	2443
Nanango	5-14	6460
Nanango	15-19	2949
Nanango	20-24	2256
Nanango	25-34	4888
Nanango	35-44	5192
Nanango	45-54	6654
Nanango	55-64	8064
Nanango	65-74	8185
Nanango	75-84	4255
Nanango	85+	1151
Nicklin	0-4	2549
Nicklin	5-14	6335
Nicklin	15-19	2885
Nicklin	20-24	2382
Nicklin	25-34	5271
Nicklin	35-44	5994
Nicklin	45-54	6788
Nicklin	55-64	6866
Nicklin	65-74	6014
Nicklin	75-84	3382
Nicklin	85+	1281
Ninderry	0-4	3135
Ninderry	5-14	8066
Ninderry	15-19	3274
Ninderry	20-24	2190
Ninderry	25-34	5415
Ninderry	35-44	7775
Ninderry	45-54	7954
Ninderry	55-64	7315
Ninderry	65-74	6756
Ninderry	75-84	3471
Ninderry	85+	1085
Noosa	0-4	1700
Noosa	5-14	5506
Noosa	15-19	2642
Noosa	20-24	1666
Noosa	25-34	3600
Noosa	35-44	5200
Noosa	45-54	7169
Noosa	55-64	8011
Noosa	65-74	7822
Noosa	75-84	4369
Noosa	85+	1386
Nudgee	0-4	3508
Nudgee	5-14	6148
Nudgee	15-19	2881
Nudgee	20-24	3767
Nudgee	25-34	10376
Nudgee	35-44	9184
Nudgee	45-54	7234
Nudgee	55-64	5714
Nudgee	65-74	4118
Nudgee	75-84	2174
Nudgee	85+	1070
Oodgeroo	0-4	1711
Oodgeroo	5-14	5440
Oodgeroo	15-19	3089
Oodgeroo	20-24	2244
Oodgeroo	25-34	3280
Oodgeroo	35-44	4928
Oodgeroo	45-54	6563
Oodgeroo	55-64	6640
Oodgeroo	65-74	5902
Oodgeroo	75-84	3643
Oodgeroo	85+	1413
Pine Rivers	0-4	3278
Pine Rivers	5-14	8257
Pine Rivers	15-19	3728
Pine Rivers	20-24	3093
Pine Rivers	25-34	6486
Pine Rivers	35-44	7867
Pine Rivers	45-54	8236
Pine Rivers	55-64	6707
Pine Rivers	65-74	5051
Pine Rivers	75-84	2332
Pine Rivers	85+	566
Pumicestone	0-4	2208
Pumicestone	5-14	5497
Pumicestone	15-19	2534
Pumicestone	20-24	2064
Pumicestone	25-34	4509
Pumicestone	35-44	4940
Pumicestone	45-54	5897
Pumicestone	55-64	7583
Pumicestone	65-74	9739
Pumicestone	75-84	5807
Pumicestone	85+	1472
Redcliffe	0-4	2198
Redcliffe	5-14	5552
Redcliffe	15-19	2819
Redcliffe	20-24	2335
Redcliffe	25-34	4539
Redcliffe	35-44	6147
Redcliffe	45-54	7795
Redcliffe	55-64	7983
Redcliffe	65-74	7754
Redcliffe	75-84	4349
Redcliffe	85+	1628
Redlands	0-4	2789
Redlands	5-14	6566
Redlands	15-19	3311
Redlands	20-24	2759
Redlands	25-34	5348
Redlands	35-44	6167
Redlands	45-54	7175
Redlands	55-64	7629
Redlands	65-74	6961
Redlands	75-84	3957
Redlands	85+	1361
Rockhampton	0-4	3405
Rockhampton	5-14	7683
Rockhampton	15-19	3630
Rockhampton	20-24	3598
Rockhampton	25-34	7570
Rockhampton	35-44	6764
Rockhampton	45-54	6220
Rockhampton	55-64	6083
Rockhampton	65-74	4677
Rockhampton	75-84	2907
Rockhampton	85+	1389
Sandgate	0-4	3327
Sandgate	5-14	7121
Sandgate	15-19	3079
Sandgate	20-24	2735
Sandgate	25-34	6717
Sandgate	35-44	8099
Sandgate	45-54	7537
Sandgate	55-64	6360
Sandgate	65-74	5129
Sandgate	75-84	3114
Sandgate	85+	1281
Scenic Rim	0-4	2784
Scenic Rim	5-14	7283
Scenic Rim	15-19	3440
Scenic Rim	20-24	2312
Scenic Rim	25-34	5116
Scenic Rim	35-44	6534
Scenic Rim	45-54	7954
Scenic Rim	55-64	7906
Scenic Rim	65-74	6786
Scenic Rim	75-84	3440
Scenic Rim	85+	1069
South Brisbane	0-4	1966
South Brisbane	5-14	4418
South Brisbane	15-19	3572
South Brisbane	20-24	8740
South Brisbane	25-34	17458
South Brisbane	35-44	9782
South Brisbane	45-54	7464
South Brisbane	55-64	5525
South Brisbane	65-74	3692
South Brisbane	75-84	1862
South Brisbane	85+	737
Southern Downs	0-4	2528
Southern Downs	5-14	6378
Southern Downs	15-19	2793
Southern Downs	20-24	2259
Southern Downs	25-34	5035
Southern Downs	35-44	5046
Southern Downs	45-54	6193
Southern Downs	55-64	7303
Southern Downs	65-74	6974
Southern Downs	75-84	3986
Southern Downs	85+	1323
Southport	0-4	2400
Southport	5-14	5846
Southport	15-19	3509
Southport	20-24	4406
Southport	25-34	8398
Southport	35-44	7168
Southport	45-54	7337
Southport	55-64	6444
Southport	65-74	5773
Southport	75-84	4007
Southport	85+	1729
Springwood	0-4	3354
Springwood	5-14	7589
Springwood	15-19	3440
Springwood	20-24	2743
Springwood	25-34	6501
Springwood	35-44	8268
Springwood	45-54	7249
Springwood	55-64	5932
Springwood	65-74	5071
Springwood	75-84	2292
Springwood	85+	638
Stafford	0-4	3259
Stafford	5-14	6539
Stafford	15-19	3166
Stafford	20-24	4377
Stafford	25-34	10097
Stafford	35-44	8698
Stafford	45-54	7508
Stafford	55-64	5490
Stafford	65-74	3792
Stafford	75-84	2502
Stafford	85+	1392
Stretton	0-4	3703
Stretton	5-14	8430
Stretton	15-19	3514
Stretton	20-24	3986
Stretton	25-34	8950
Stretton	35-44	9465
Stretton	45-54	6909
Stretton	55-64	6402
Stretton	65-74	5104
Stretton	75-84	2454
Stretton	85+	906
Surfers Paradise	0-4	1803
Surfers Paradise	5-14	4084
Surfers Paradise	15-19	2324
Surfers Paradise	20-24	3743
Surfers Paradise	25-34	9192
Surfers Paradise	35-44	6906
Surfers Paradise	45-54	7377
Surfers Paradise	55-64	7811
Surfers Paradise	65-74	7181
Surfers Paradise	75-84	4233
Surfers Paradise	85+	1268
Theodore	0-4	3902
Theodore	5-14	9319
Theodore	15-19	4184
Theodore	20-24	3558
Theodore	25-34	7459
Theodore	35-44	9050
Theodore	45-54	8543
Theodore	55-64	6119
Theodore	65-74	4332
Theodore	75-84	2225
Theodore	85+	707
Thuringowa	0-4	3246
Thuringowa	5-14	7753
Thuringowa	15-19	3762
Thuringowa	20-24	3623
Thuringowa	25-34	6901
Thuringowa	35-44	6568
Thuringowa	45-54	6749
Thuringowa	55-64	5774
Thuringowa	65-74	4518
Thuringowa	75-84	2418
Thuringowa	85+	698
Toohey	0-4	3144
Toohey	5-14	6186
Toohey	15-19	2944
Toohey	20-24	4921
Toohey	25-34	11035
Toohey	35-44	8758
Toohey	45-54	6581
Toohey	55-64	5575
Toohey	65-74	4548
Toohey	75-84	2701
Toohey	85+	1084
Toowoomba North	0-4	3071
Toowoomba North	5-14	7297
Toowoomba North	15-19	3883
Toowoomba North	20-24	3304
Toowoomba North	25-34	6718
Toowoomba North	35-44	6279
Toowoomba North	45-54	6649
Toowoomba North	55-64	6530
Toowoomba North	65-74	5894
Toowoomba North	75-84	3757
Toowoomba North	85+	1338
Toowoomba South	0-4	3435
Toowoomba South	5-14	7461
Toowoomba South	15-19	3535
Toowoomba South	20-24	4062
Toowoomba South	25-34	8256
Toowoomba South	35-44	6983
Toowoomba South	45-54	6259
Toowoomba South	55-64	5773
Toowoomba South	65-74	5610
Toowoomba South	75-84	4028
Toowoomba South	85+	2024
Townsville	0-4	2579
Townsville	5-14	5762
Townsville	15-19	2818
Townsville	20-24	3653
Townsville	25-34	7673
Townsville	35-44	6545
Townsville	45-54	6782
Townsville	55-64	6742
Townsville	65-74	4891
Townsville	75-84	2202
Townsville	85+	729
Traeger	0-4	3008
Traeger	5-14	6334
Traeger	15-19	2826
Traeger	20-24	2891
Traeger	25-34	6519
Traeger	35-44	5562
Traeger	45-54	5344
Traeger	55-64	5075
Traeger	65-74	3373
Traeger	75-84	1732
Traeger	85+	466
Warrego	0-4	2799
Warrego	5-14	6131
Warrego	15-19	2500
Warrego	20-24	2520
Warrego	25-34	5326
Warrego	35-44	5004
Warrego	45-54	5622
Warrego	55-64	5795
Warrego	65-74	4262
Warrego	75-84	2197
Warrego	85+	802
Waterford	0-4	4416
Waterford	5-14	8876
Waterford	15-19	3835
Waterford	20-24	4231
Waterford	25-34	9532
Waterford	35-44	8248
Waterford	45-54	6921
Waterford	55-64	5823
Waterford	65-74	5034
Waterford	75-84	3008
Waterford	85+	1103
Whitsunday	0-4	3177
Whitsunday	5-14	7494
Whitsunday	15-19	3289
Whitsunday	20-24	3062
Whitsunday	25-34	7587
Whitsunday	35-44	7552
Whitsunday	45-54	7622
Whitsunday	55-64	7259
Whitsunday	65-74	4785
Whitsunday	75-84	2001
Whitsunday	85+	474
Woodridge	0-4	5723
Woodridge	5-14	12189
Woodridge	15-19	5509
Woodridge	20-24	5219
Woodridge	25-34	10476
Woodridge	35-44	9613
Woodridge	45-54	8251
Woodridge	55-64	6812
Woodridge	65-74	4699
Woodridge	75-84	2109
Woodridge	85+	568
No usual address (Qld)	0-4	504
No usual address (Qld)	5-14	932
No usual address (Qld)	15-19	566
No usual address (Qld)	20-24	934
No usual address (Qld)	25-34	2649
No usual address (Qld)	35-44	2077
No usual address (Qld)	45-54	1929
No usual address (Qld)	55-64	2468
No usual address (Qld)	65-74	2124
No usual address (Qld)	75-84	444
No usual address (Qld)	85+	44
Migratory - Offshore - Shipping (Qld)	20-24	16
Migratory - Offshore - Shipping (Qld)	25-34	49
Migratory - Offshore - Shipping (Qld)	35-44	64
Migratory - Offshore - Shipping (Qld)	45-54	45
Migratory - Offshore - Shipping (Qld)	55-64	5
Migratory - Offshore - Shipping (Qld)	65-74	3
Adelaide	0-4	1377
Adelaide	5-14	3204
Adelaide	15-19	2475
Adelaide	20-24	5923
Adelaide	25-34	8903
Adelaide	35-44	5716
Adelaide	45-54	4758
Adelaide	55-64	4768
Adelaide	65-74	4239
Adelaide	75-84	2232
Adelaide	85+	1032
Badcoe	0-4	2111
Badcoe	5-14	3808
Badcoe	15-19	1829
Badcoe	20-24	3364
Badcoe	25-34	7904
Badcoe	35-44	5806
Badcoe	45-54	4556
Badcoe	55-64	4289
Badcoe	65-74	3429
Badcoe	75-84	2088
Badcoe	85+	1350
Black	0-4	1886
Black	5-14	4377
Black	15-19	2005
Black	20-24	1896
Black	25-34	3839
Black	35-44	4922
Black	45-54	4796
Black	55-64	5091
Black	65-74	4256
Black	75-84	1801
Black	85+	641
Bragg	0-4	1523
Bragg	5-14	5014
Bragg	15-19	2664
Bragg	20-24	2040
Bragg	25-34	3173
Bragg	35-44	4644
Bragg	45-54	5201
Bragg	55-64	4634
Bragg	65-74	4573
Bragg	75-84	3072
Bragg	85+	1336
Chaffey	0-4	1719
Chaffey	5-14	4125
Chaffey	15-19	1976
Chaffey	20-24	1702
Chaffey	25-34	3910
Chaffey	35-44	3793
Chaffey	45-54	4690
Chaffey	55-64	5466
Chaffey	65-74	5433
Chaffey	75-84	2796
Chaffey	85+	1136
Cheltenham	0-4	2321
Cheltenham	5-14	3918
Cheltenham	15-19	1997
Cheltenham	20-24	2744
Cheltenham	25-34	6690
Cheltenham	35-44	5438
Cheltenham	45-54	4962
Cheltenham	55-64	4853
Cheltenham	65-74	3334
Cheltenham	75-84	1835
Cheltenham	85+	979
Colton	0-4	1618
Colton	5-14	4183
Colton	15-19	2031
Colton	20-24	2131
Colton	25-34	3847
Colton	35-44	4480
Colton	45-54	5257
Colton	55-64	5164
Colton	65-74	4218
Colton	75-84	2874
Colton	85+	1335
Croydon	0-4	2395
Croydon	5-14	4376
Croydon	15-19	2130
Croydon	20-24	3441
Croydon	25-34	8171
Croydon	35-44	6182
Croydon	45-54	5235
Croydon	55-64	4663
Croydon	65-74	3372
Croydon	75-84	1877
Croydon	85+	1026
Davenport	0-4	1869
Davenport	5-14	4284
Davenport	15-19	2325
Davenport	20-24	2300
Davenport	25-34	4349
Davenport	35-44	4808
Davenport	45-54	4704
Davenport	55-64	4824
Davenport	65-74	4179
Davenport	75-84	2067
Davenport	85+	757
Dunstan	0-4	1597
Dunstan	5-14	3896
Dunstan	15-19	2172
Dunstan	20-24	2565
Dunstan	25-34	5833
Dunstan	35-44	4990
Dunstan	45-54	4746
Dunstan	55-64	4854
Dunstan	65-74	4076
Dunstan	75-84	2524
Dunstan	85+	1144
Elder	0-4	2118
Elder	5-14	4455
Elder	15-19	2045
Elder	20-24	2704
Elder	25-34	5899
Elder	35-44	5553
Elder	45-54	4920
Elder	55-64	4441
Elder	65-74	3590
Elder	75-84	2261
Elder	85+	1224
Elizabeth	0-4	2827
Elizabeth	5-14	6082
Elizabeth	15-19	2534
Elizabeth	20-24	2723
Elizabeth	25-34	5899
Elizabeth	35-44	5199
Elizabeth	45-54	4799
Elizabeth	55-64	4688
Elizabeth	65-74	3017
Elizabeth	75-84	1756
Elizabeth	85+	827
Enfield	0-4	2817
Enfield	5-14	5245
Enfield	15-19	2194
Enfield	20-24	3153
Enfield	25-34	8356
Enfield	35-44	7172
Enfield	45-54	5085
Enfield	55-64	4135
Enfield	65-74	3108
Enfield	75-84	1764
Enfield	85+	938
Finniss	0-4	1121
Finniss	5-14	3079
Finniss	15-19	1419
Finniss	20-24	988
Finniss	25-34	2207
Finniss	35-44	2807
Finniss	45-54	3530
Finniss	55-64	5254
Finniss	65-74	7367
Finniss	75-84	4642
Finniss	85+	1597
Flinders	0-4	2057
Flinders	5-14	4697
Flinders	15-19	1851
Flinders	20-24	1548
Flinders	25-34	4023
Flinders	35-44	4063
Flinders	45-54	4621
Flinders	55-64	5215
Flinders	65-74	4507
Flinders	75-84	2333
Flinders	85+	932
Florey	0-4	2329
Florey	5-14	4580
Florey	15-19	2172
Florey	20-24	2769
Florey	25-34	6009
Florey	35-44	5470
Florey	45-54	4629
Florey	55-64	4174
Florey	65-74	3635
Florey	75-84	2150
Florey	85+	742
Frome	0-4	2032
Frome	5-14	4870
Frome	15-19	2219
Frome	20-24	1851
Frome	25-34	4092
Frome	35-44	4178
Frome	45-54	5005
Frome	55-64	5855
Frome	65-74	4656
Frome	75-84	2420
Frome	85+	840
Gibson	0-4	1685
Gibson	5-14	3843
Gibson	15-19	2117
Gibson	20-24	2353
Gibson	25-34	4887
Gibson	35-44	4715
Gibson	45-54	4560
Gibson	55-64	4654
Gibson	65-74	4764
Gibson	75-84	2944
Gibson	85+	1739
Giles	0-4	2157
Giles	5-14	4588
Giles	15-19	2056
Giles	20-24	2093
Giles	25-34	5208
Giles	35-44	4319
Giles	45-54	4830
Giles	55-64	4856
Giles	65-74	3445
Giles	75-84	2084
Giles	85+	635
Hammond	0-4	1879
Hammond	5-14	4304
Hammond	15-19	2096
Hammond	20-24	1934
Hammond	25-34	4029
Hammond	35-44	3868
Hammond	45-54	4781
Hammond	55-64	5264
Hammond	65-74	4885
Hammond	75-84	2948
Hammond	85+	1001
Hartley	0-4	1945
Hartley	5-14	4261
Hartley	15-19	1973
Hartley	20-24	2656
Hartley	25-34	5757
Hartley	35-44	5432
Hartley	45-54	4790
Hartley	55-64	4256
Hartley	65-74	3721
Hartley	75-84	3149
Hartley	85+	1823
Heysen	0-4	1718
Heysen	5-14	4600
Heysen	15-19	2319
Heysen	20-24	1612
Heysen	25-34	2785
Heysen	35-44	4231
Heysen	45-54	5377
Heysen	55-64	5328
Heysen	65-74	4607
Heysen	75-84	2021
Heysen	85+	670
Hurtle Vale	0-4	1807
Hurtle Vale	5-14	4232
Hurtle Vale	15-19	2121
Hurtle Vale	20-24	2006
Hurtle Vale	25-34	4250
Hurtle Vale	35-44	4303
Hurtle Vale	45-54	4532
Hurtle Vale	55-64	4426
Hurtle Vale	65-74	4145
Hurtle Vale	75-84	2254
Hurtle Vale	85+	864
Kaurna	0-4	2379
Kaurna	5-14	5126
Kaurna	15-19	2253
Kaurna	20-24	2330
Kaurna	25-34	5571
Kaurna	35-44	5319
Kaurna	45-54	5035
Kaurna	55-64	4700
Kaurna	65-74	4028
Kaurna	75-84	2255
Kaurna	85+	927
Kavel	0-4	2414
Kavel	5-14	5080
Kavel	15-19	2297
Kavel	20-24	2264
Kavel	25-34	4927
Kavel	35-44	4893
Kavel	45-54	5068
Kavel	55-64	4514
Kavel	65-74	3968
Kavel	75-84	2105
Kavel	85+	724
King	0-4	1883
King	5-14	4693
King	15-19	2479
King	20-24	2270
King	25-34	4077
King	35-44	4477
King	45-54	5171
King	55-64	5222
King	65-74	3619
King	75-84	1967
King	85+	671
Lee	0-4	1672
Lee	5-14	3131
Lee	15-19	1550
Lee	20-24	1793
Lee	25-34	4520
Lee	35-44	4029
Lee	45-54	4081
Lee	55-64	4391
Lee	65-74	4272
Lee	75-84	2667
Lee	85+	1371
Light	0-4	2202
Light	5-14	4782
Light	15-19	2198
Light	20-24	2342
Light	25-34	4957
Light	35-44	4305
Light	45-54	4414
Light	55-64	4479
Light	65-74	3368
Light	75-84	2150
Light	85+	898
Mackillop	0-4	1914
Mackillop	5-14	4641
Mackillop	15-19	2069
Mackillop	20-24	1778
Mackillop	25-34	4109
Mackillop	35-44	4361
Mackillop	45-54	4965
Mackillop	55-64	5820
Mackillop	65-74	5211
Mackillop	75-84	2896
Mackillop	85+	1017
Mawson	0-4	1785
Mawson	5-14	4679
Mawson	15-19	2010
Mawson	20-24	1681
Mawson	25-34	3390
Mawson	35-44	4254
Mawson	45-54	4957
Mawson	55-64	5588
Mawson	65-74	5292
Mawson	75-84	2729
Mawson	85+	851
Morialta	0-4	1836
Morialta	5-14	4495
Morialta	15-19	2256
Morialta	20-24	2223
Morialta	25-34	4329
Morialta	35-44	4838
Morialta	45-54	5036
Morialta	55-64	4667
Morialta	65-74	3943
Morialta	75-84	2642
Morialta	85+	850
Morphett	0-4	1599
Morphett	5-14	3142
Morphett	15-19	1684
Morphett	20-24	2108
Morphett	25-34	4929
Morphett	35-44	4513
Morphett	45-54	4047
Morphett	55-64	4529
Morphett	65-74	4340
Morphett	75-84	2577
Morphett	85+	1418
Mount Gambier	0-4	1890
Mount Gambier	5-14	4466
Mount Gambier	15-19	2186
Mount Gambier	20-24	1877
Mount Gambier	25-34	4179
Mount Gambier	35-44	4168
Mount Gambier	45-54	4608
Mount Gambier	55-64	4758
Mount Gambier	65-74	4145
Mount Gambier	75-84	2313
Mount Gambier	85+	936
Narungga	0-4	1413
Narungga	5-14	3271
Narungga	15-19	1326
Narungga	20-24	1142
Narungga	25-34	2612
Narungga	35-44	2841
Narungga	45-54	3648
Narungga	55-64	5613
Narungga	65-74	6160
Narungga	75-84	3410
Narungga	85+	1099
Newland	0-4	1917
Newland	5-14	4015
Newland	15-19	1851
Newland	20-24	1994
Newland	25-34	4689
Newland	35-44	4755
Newland	45-54	4405
Newland	55-64	3954
Newland	65-74	4211
Newland	75-84	3156
Newland	85+	1438
Playford	0-4	2791
Playford	5-14	5762
Playford	15-19	2571
Playford	20-24	2998
Playford	25-34	6392
Playford	35-44	6082
Playford	45-54	4910
Playford	55-64	4599
Playford	65-74	3113
Playford	75-84	1477
Playford	85+	433
Port Adelaide	0-4	1804
Port Adelaide	5-14	3570
Port Adelaide	15-19	1748
Port Adelaide	20-24	2057
Port Adelaide	25-34	4625
Port Adelaide	35-44	4631
Port Adelaide	45-54	4957
Port Adelaide	55-64	5744
Port Adelaide	65-74	4246
Port Adelaide	75-84	1913
Port Adelaide	85+	852
Ramsay	0-4	2882
Ramsay	5-14	6104
Ramsay	15-19	2683
Ramsay	20-24	2857
Ramsay	25-34	6211
Ramsay	35-44	5992
Ramsay	45-54	5042
Ramsay	55-64	4864
Ramsay	65-74	3568
Ramsay	75-84	1948
Ramsay	85+	899
Reynell	0-4	1954
Reynell	5-14	3986
Reynell	15-19	1880
Reynell	20-24	2144
Reynell	25-34	4979
Reynell	35-44	4648
Reynell	45-54	4345
Reynell	55-64	4189
Reynell	65-74	4254
Reynell	75-84	2311
Reynell	85+	810
Schubert	0-4	1730
Schubert	5-14	4739
Schubert	15-19	2306
Schubert	20-24	1790
Schubert	25-34	3343
Schubert	35-44	4320
Schubert	45-54	5444
Schubert	55-64	5755
Schubert	65-74	4802
Schubert	75-84	2369
Schubert	85+	850
Stuart	0-4	1850
Stuart	5-14	4121
Stuart	15-19	1949
Stuart	20-24	1832
Stuart	25-34	4088
Stuart	35-44	3697
Stuart	45-54	4353
Stuart	55-64	5179
Stuart	65-74	4361
Stuart	75-84	2603
Stuart	85+	926
Taylor	0-4	3325
Taylor	5-14	6640
Taylor	15-19	2566
Taylor	20-24	3072
Taylor	25-34	7049
Taylor	35-44	5391
Taylor	45-54	4554
Taylor	55-64	4213
Taylor	65-74	2961
Taylor	75-84	1593
Taylor	85+	574
Torrens	0-4	2810
Torrens	5-14	4803
Torrens	15-19	2032
Torrens	20-24	2809
Torrens	25-34	7121
Torrens	35-44	6785
Torrens	45-54	5062
Torrens	55-64	4337
Torrens	65-74	3664
Torrens	75-84	2358
Torrens	85+	952
Unley	0-4	1604
Unley	5-14	4362
Unley	15-19	2168
Unley	20-24	2219
Unley	25-34	4192
Unley	35-44	4793
Unley	45-54	5031
Unley	55-64	4605
Unley	65-74	4480
Unley	75-84	2747
Unley	85+	1705
Waite	0-4	1758
Waite	5-14	4909
Waite	15-19	2407
Waite	20-24	1943
Waite	25-34	3268
Waite	35-44	4734
Waite	45-54	5356
Waite	55-64	4751
Waite	65-74	4289
Waite	75-84	2651
Waite	85+	949
West Torrens	0-4	1836
West Torrens	5-14	3525
West Torrens	15-19	1719
West Torrens	20-24	2792
West Torrens	25-34	6721
West Torrens	35-44	5295
West Torrens	45-54	4688
West Torrens	55-64	4274
West Torrens	65-74	2987
