SED_NAME16	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Ballina	1	0	0	24000	193
Ballina	1	0	0	26400	95
Ballina	1	0	0	28800	78
Ballina	1	0	0	31200	177
Ballina	1	0	0	36000	234
Ballina	1	0	0	48000	107
Ballina	1	0	0	60000	114
Ballina	1	1	0	0	49
Ballina	1	1	0	1800	9
Ballina	1	1	0	3600	16
Ballina	1	1	0	5400	12
Ballina	1	1	0	7200	33
Ballina	1	1	0	9600	42
Ballina	1	1	0	12000	49
Ballina	1	1	0	14400	70
Ballina	1	1	0	16800	57
Ballina	1	1	0	19200	85
Ballina	1	1	0	21600	44
Ballina	1	1	0	24000	98
Ballina	1	1	0	26400	40
Ballina	1	1	0	28800	35
Ballina	1	1	0	31200	79
Ballina	1	1	0	36000	119
Ballina	1	1	0	48000	52
Ballina	1	1	0	60000	43
Ballina	1	1	1	0	53
Ballina	1	1	1	1800	5
Ballina	1	1	1	3600	11
Ballina	1	1	1	5400	20
Ballina	1	1	1	7200	44
Ballina	1	1	1	9600	60
Ballina	1	1	1	12000	83
Ballina	1	1	1	14400	120
Ballina	1	1	1	16800	170
Ballina	1	1	1	19200	205
Ballina	1	1	1	21600	211
Ballina	1	1	1	24000	327
Ballina	1	1	1	26400	189
Ballina	1	1	1	28800	125
Ballina	1	1	1	31200	367
Ballina	1	1	1	36000	460
Ballina	1	1	1	48000	183
Ballina	1	1	1	60000	185
Balmain		1	1	0	8
Balmain		1	1	16800	4
Balmain		1	1	31200	4
Balmain		1	1	36000	12
Balmain		1	1	60000	6
Balmain	0	1	0	0	19
Balmain	0	1	0	3600	9
Balmain	0	1	0	5400	8
Balmain	0	1	0	7200	12
Balmain	0	1	0	9600	11
Balmain	0	1	0	12000	14
Balmain	0	1	0	14400	15
Balmain	0	1	0	16800	12
Balmain	0	1	0	19200	15
Balmain	0	1	0	21600	9
Balmain	0	1	0	24000	24
Balmain	0	1	0	26400	5
Balmain	0	1	0	28800	8
Balmain	0	1	0	31200	19
Balmain	0	1	0	36000	46
Balmain	0	1	0	48000	23
Balmain	0	1	0	60000	43
Balmain	0	1	1	0	12
Balmain	0	1	1	3600	3
Balmain	0	1	1	5400	3
Balmain	0	1	1	7200	3
Balmain	0	1	1	9600	10
Balmain	0	1	1	12000	16
Balmain	0	1	1	14400	7
Balmain	0	1	1	16800	10
Balmain	0	1	1	19200	10
Balmain	0	1	1	21600	7
Balmain	0	1	1	24000	20
Balmain	0	1	1	26400	14
Balmain	0	1	1	28800	12
Balmain	0	1	1	31200	26
Balmain	0	1	1	36000	65
Balmain	0	1	1	48000	50
Balmain	0	1	1	60000	68
Balmain	1	0	0	0	110
Balmain	1	0	0	1800	16
Balmain	1	0	0	3600	22
Balmain	1	0	0	5400	20
Balmain	1	0	0	7200	23
Balmain	1	0	0	9600	39
Balmain	1	0	0	12000	51
Balmain	1	0	0	14400	60
Balmain	1	0	0	16800	41
Balmain	1	0	0	19200	50
Balmain	1	0	0	21600	47
Balmain	1	0	0	24000	127
Balmain	1	0	0	26400	53
Balmain	1	0	0	28800	78
Balmain	1	0	0	31200	141
Balmain	1	0	0	36000	430
Balmain	1	0	0	48000	377
Balmain	1	0	0	60000	575
Balmain	1	1	0	0	37
Balmain	1	1	0	1800	5
Balmain	1	1	0	3600	5
Balmain	1	1	0	5400	8
Balmain	1	1	0	7200	3
Balmain	1	1	0	9600	19
Balmain	1	1	0	12000	26
Balmain	1	1	0	14400	29
Balmain	1	1	0	16800	11
Balmain	1	1	0	19200	24
Balmain	1	1	0	21600	19
Balmain	1	1	0	24000	49
Balmain	1	1	0	26400	16
Balmain	1	1	0	28800	23
Balmain	1	1	0	31200	55
Balmain	1	1	0	36000	154
Balmain	1	1	0	48000	109
Balmain	1	1	0	60000	181
Balmain	1	1	1	0	78
Balmain	1	1	1	1800	6
Balmain	1	1	1	3600	12
Balmain	1	1	1	5400	10
Balmain	1	1	1	7200	15
Balmain	1	1	1	9600	30
Balmain	1	1	1	12000	34
Balmain	1	1	1	14400	34
Balmain	1	1	1	16800	57
Balmain	1	1	1	19200	49
Balmain	1	1	1	21600	54
Balmain	1	1	1	24000	121
Balmain	1	1	1	26400	39
Balmain	1	1	1	28800	101
Balmain	1	1	1	31200	180
Balmain	1	1	1	36000	670
Balmain	1	1	1	48000	602
Balmain	1	1	1	60000	1228
Bankstown		1	1	9600	9
Bankstown		1	1	12000	7
Bankstown		1	1	16800	3
Bankstown		1	1	19200	16
Bankstown		1	1	21600	8
Bankstown		1	1	24000	14
Bankstown		1	1	31200	10
Bankstown		1	1	36000	9
Bankstown		1	1	48000	3
Bankstown	0	1	0	0	23
Bankstown	0	1	0	1800	6
Bankstown	0	1	0	3600	22
Bankstown	0	1	0	5400	13
Bankstown	0	1	0	7200	28
Bankstown	0	1	0	9600	38
Bankstown	0	1	0	12000	37
Bankstown	0	1	0	14400	48
Bankstown	0	1	0	16800	42
Bankstown	0	1	0	19200	60
Bankstown	0	1	0	21600	41
Bankstown	0	1	0	24000	69
Bankstown	0	1	0	26400	23
Bankstown	0	1	0	28800	19
Bankstown	0	1	0	31200	48
Bankstown	0	1	0	36000	63
Bankstown	0	1	0	48000	26
Bankstown	0	1	0	60000	13
Bankstown	0	1	1	0	26
Bankstown	0	1	1	1800	4
Bankstown	0	1	1	3600	6
Bankstown	0	1	1	5400	4
Bankstown	0	1	1	7200	7
Bankstown	0	1	1	9600	22
Bankstown	0	1	1	12000	28
Bankstown	0	1	1	14400	34
Bankstown	0	1	1	16800	30
Bankstown	0	1	1	19200	40
Bankstown	0	1	1	21600	23
Bankstown	0	1	1	24000	60
Bankstown	0	1	1	26400	27
Bankstown	0	1	1	28800	16
Bankstown	0	1	1	31200	47
Bankstown	0	1	1	36000	62
Bankstown	0	1	1	48000	19
Bankstown	0	1	1	60000	15
Bankstown	1	0	0	0	78
Bankstown	1	0	0	1800	14
Bankstown	1	0	0	3600	34
Bankstown	1	0	0	5400	15
Bankstown	1	0	0	7200	36
Bankstown	1	0	0	9600	30
Bankstown	1	0	0	12000	51
Bankstown	1	0	0	14400	62
Bankstown	1	0	0	16800	66
Bankstown	1	0	0	19200	106
Bankstown	1	0	0	21600	72
Bankstown	1	0	0	24000	166
Bankstown	1	0	0	26400	75
Bankstown	1	0	0	28800	62
Bankstown	1	0	0	31200	129
Bankstown	1	0	0	36000	179
Bankstown	1	0	0	48000	61
Bankstown	1	0	0	60000	39
Bankstown	1	1	0	0	89
Bankstown	1	1	0	1800	14
Bankstown	1	1	0	3600	27
Bankstown	1	1	0	5400	33
Bankstown	1	1	0	7200	50
Bankstown	1	1	0	9600	62
Bankstown	1	1	0	12000	79
Bankstown	1	1	0	14400	107
Bankstown	1	1	0	16800	88
Bankstown	1	1	0	19200	110
Bankstown	1	1	0	21600	67
Bankstown	1	1	0	24000	178
Bankstown	1	1	0	26400	51
Bankstown	1	1	0	28800	62
Bankstown	1	1	0	31200	108
Bankstown	1	1	0	36000	211
Bankstown	1	1	0	48000	72
Bankstown	1	1	0	60000	55
Bankstown	1	1	1	0	104
Bankstown	1	1	1	1800	9
Bankstown	1	1	1	3600	20
Bankstown	1	1	1	5400	25
Bankstown	1	1	1	7200	34
Bankstown	1	1	1	9600	52
Bankstown	1	1	1	12000	113
Bankstown	1	1	1	14400	140
Bankstown	1	1	1	16800	153
Bankstown	1	1	1	19200	196
Bankstown	1	1	1	21600	170
Bankstown	1	1	1	24000	370
Bankstown	1	1	1	26400	164
Bankstown	1	1	1	28800	170
Bankstown	1	1	1	31200	360
Bankstown	1	1	1	36000	558
Bankstown	1	1	1	48000	226
Bankstown	1	1	1	60000	144
Barwon		1	1	0	5
Barwon		1	1	3600	6
Barwon		1	1	5400	3
Barwon		1	1	7200	4
Barwon		1	1	9600	9
Barwon		1	1	12000	7
Barwon		1	1	14400	3
Barwon		1	1	19200	3
Barwon		1	1	24000	3
Barwon	0	1	0	0	27
Barwon	0	1	0	1800	9
Barwon	0	1	0	3600	42
Barwon	0	1	0	5400	37
Barwon	0	1	0	7200	40
Barwon	0	1	0	9600	39
Barwon	0	1	0	12000	41
Barwon	0	1	0	14400	20
Barwon	0	1	0	16800	18
Barwon	0	1	0	19200	6
Barwon	0	1	0	21600	3
Barwon	0	1	0	24000	10
Barwon	0	1	0	26400	4
Barwon	0	1	0	28800	4
Barwon	0	1	0	36000	3
Barwon	0	1	0	48000	3
Barwon	0	1	1	0	17
Barwon	0	1	1	1800	21
Barwon	0	1	1	3600	35
Barwon	0	1	1	5400	41
Barwon	0	1	1	7200	72
Barwon	0	1	1	9600	60
Barwon	0	1	1	12000	51
Barwon	0	1	1	14400	31
Barwon	0	1	1	16800	23
Barwon	0	1	1	19200	17
Barwon	0	1	1	21600	8
Barwon	0	1	1	24000	5
Barwon	0	1	1	31200	3
Barwon	0	1	1	36000	3
Barwon	0	1	1	60000	3
Barwon	1	0	0	0	174
Barwon	1	0	0	1800	48
Barwon	1	0	0	3600	109
Barwon	1	0	0	5400	107
Barwon	1	0	0	7200	194
Barwon	1	0	0	9600	200
Barwon	1	0	0	12000	186
Barwon	1	0	0	14400	175
Barwon	1	0	0	16800	106
Barwon	1	0	0	19200	94
Barwon	1	0	0	21600	38
Barwon	1	0	0	24000	90
Barwon	1	0	0	26400	17
Barwon	1	0	0	28800	15
Barwon	1	0	0	31200	38
Barwon	1	0	0	36000	41
Barwon	1	0	0	48000	15
Barwon	1	0	0	60000	30
Barwon	1	1	0	0	48
Barwon	1	1	0	1800	9
Barwon	1	1	0	3600	29
Barwon	1	1	0	5400	41
Barwon	1	1	0	7200	65
Barwon	1	1	0	9600	67
Barwon	1	1	0	12000	82
Barwon	1	1	0	14400	79
Barwon	1	1	0	16800	70
Barwon	1	1	0	19200	51
Barwon	1	1	0	21600	16
Barwon	1	1	0	24000	37
Barwon	1	1	0	26400	6
Barwon	1	1	0	28800	19
Barwon	1	1	0	31200	20
Barwon	1	1	0	36000	18
Barwon	1	1	0	48000	17
Barwon	1	1	0	60000	22
Barwon	1	1	1	0	110
Barwon	1	1	1	1800	25
Barwon	1	1	1	3600	55
Barwon	1	1	1	5400	95
Barwon	1	1	1	7200	201
Barwon	1	1	1	9600	237
Barwon	1	1	1	12000	262
Barwon	1	1	1	14400	244
Barwon	1	1	1	16800	178
Barwon	1	1	1	19200	146
Barwon	1	1	1	21600	83
Barwon	1	1	1	24000	140
Barwon	1	1	1	26400	40
Barwon	1	1	1	28800	20
Barwon	1	1	1	31200	59
Barwon	1	1	1	36000	79
Barwon	1	1	1	48000	38
Barwon	1	1	1	60000	48
Bathurst		1	1	0	3
Bathurst		1	1	9600	7
Bathurst		1	1	12000	7
Bathurst		1	1	14400	11
Bathurst		1	1	16800	4
Bathurst		1	1	19200	3
Bathurst	0	1	0	0	19
Bathurst	0	1	0	1800	10
Bathurst	0	1	0	3600	16
Bathurst	0	1	0	5400	17
Bathurst	0	1	0	7200	23
Bathurst	0	1	0	9600	41
Bathurst	0	1	0	12000	55
Bathurst	0	1	0	14400	64
Bathurst	0	1	0	16800	39
Bathurst	0	1	0	19200	49
Bathurst	0	1	0	21600	24
Bathurst	0	1	0	24000	49
Bathurst	0	1	0	26400	4
Bathurst	0	1	0	28800	9
Bathurst	0	1	0	31200	15
Bathurst	0	1	0	36000	14
Bathurst	0	1	0	48000	5
Bathurst	0	1	0	60000	5
Bathurst	0	1	1	0	10
Bathurst	0	1	1	1800	8
Bathurst	0	1	1	3600	6
Bathurst	0	1	1	5400	16
Bathurst	0	1	1	7200	33
Bathurst	0	1	1	9600	43
Bathurst	0	1	1	12000	45
Bathurst	0	1	1	14400	66
Bathurst	0	1	1	16800	75
Bathurst	0	1	1	19200	60
Bathurst	0	1	1	21600	51
Bathurst	0	1	1	24000	42
Bathurst	0	1	1	26400	13
Bathurst	0	1	1	28800	9
Bathurst	0	1	1	31200	27
Bathurst	0	1	1	36000	14
Bathurst	0	1	1	48000	3
Bathurst	0	1	1	60000	3
Bathurst	1	0	0	0	114
Bathurst	1	0	0	1800	27
Bathurst	1	0	0	3600	66
Bathurst	1	0	0	5400	68
Bathurst	1	0	0	7200	98
Bathurst	1	0	0	9600	145
Bathurst	1	0	0	12000	176
Bathurst	1	0	0	14400	225
Bathurst	1	0	0	16800	194
Bathurst	1	0	0	19200	255
Bathurst	1	0	0	21600	169
Bathurst	1	0	0	24000	223
Bathurst	1	0	0	26400	67
Bathurst	1	0	0	28800	65
Bathurst	1	0	0	31200	132
Bathurst	1	0	0	36000	167
Bathurst	1	0	0	48000	56
Bathurst	1	0	0	60000	43
Bathurst	1	1	0	0	27
Bathurst	1	1	0	1800	10
Bathurst	1	1	0	3600	23
Bathurst	1	1	0	5400	21
Bathurst	1	1	0	7200	41
Bathurst	1	1	0	9600	63
Bathurst	1	1	0	12000	97
Bathurst	1	1	0	14400	111
Bathurst	1	1	0	16800	100
Bathurst	1	1	0	19200	132
Bathurst	1	1	0	21600	72
Bathurst	1	1	0	24000	144
Bathurst	1	1	0	26400	36
Bathurst	1	1	0	28800	26
Bathurst	1	1	0	31200	79
Bathurst	1	1	0	36000	84
Bathurst	1	1	0	48000	46
Bathurst	1	1	0	60000	22
Bathurst	1	1	1	0	40
Bathurst	1	1	1	1800	20
Bathurst	1	1	1	3600	33
Bathurst	1	1	1	5400	27
Bathurst	1	1	1	7200	72
Bathurst	1	1	1	9600	125
Bathurst	1	1	1	12000	197
Bathurst	1	1	1	14400	302
Bathurst	1	1	1	16800	330
Bathurst	1	1	1	19200	366
Bathurst	1	1	1	21600	277
Bathurst	1	1	1	24000	414
Bathurst	1	1	1	26400	194
Bathurst	1	1	1	28800	101
Bathurst	1	1	1	31200	296
Bathurst	1	1	1	36000	274
Bathurst	1	1	1	48000	80
Bathurst	1	1	1	60000	65
Baulkham Hills		1	1	0	6
Baulkham Hills		1	1	7200	3
Baulkham Hills		1	1	16800	3
Baulkham Hills		1	1	21600	4
Baulkham Hills		1	1	24000	4
Baulkham Hills		1	1	28800	6
Baulkham Hills		1	1	31200	4
Baulkham Hills		1	1	36000	15
Baulkham Hills		1	1	48000	10
Baulkham Hills		1	1	60000	3
Baulkham Hills	0	1	0	0	34
Baulkham Hills	0	1	0	1800	13
Baulkham Hills	0	1	0	3600	11
Baulkham Hills	0	1	0	5400	8
Baulkham Hills	0	1	0	7200	10
Baulkham Hills	0	1	0	9600	11
Baulkham Hills	0	1	0	12000	19
Baulkham Hills	0	1	0	14400	26
Baulkham Hills	0	1	0	16800	33
Baulkham Hills	0	1	0	19200	24
Baulkham Hills	0	1	0	21600	14
Baulkham Hills	0	1	0	24000	52
Baulkham Hills	0	1	0	26400	24
Baulkham Hills	0	1	0	28800	23
Baulkham Hills	0	1	0	31200	31
Baulkham Hills	0	1	0	36000	59
Baulkham Hills	0	1	0	48000	46
Baulkham Hills	0	1	0	60000	24
Baulkham Hills	0	1	1	0	15
Baulkham Hills	0	1	1	1800	3
Baulkham Hills	0	1	1	5400	7
Baulkham Hills	0	1	1	7200	16
Baulkham Hills	0	1	1	9600	9
Baulkham Hills	0	1	1	12000	10
Baulkham Hills	0	1	1	14400	13
Baulkham Hills	0	1	1	16800	10
Baulkham Hills	0	1	1	19200	23
Baulkham Hills	0	1	1	21600	17
Baulkham Hills	0	1	1	24000	42
Baulkham Hills	0	1	1	26400	12
Baulkham Hills	0	1	1	28800	17
Baulkham Hills	0	1	1	31200	24
Baulkham Hills	0	1	1	36000	54
Baulkham Hills	0	1	1	48000	32
Baulkham Hills	0	1	1	60000	36
Baulkham Hills	1	0	0	0	160
Baulkham Hills	1	0	0	1800	19
Baulkham Hills	1	0	0	3600	37
Baulkham Hills	1	0	0	5400	20
Baulkham Hills	1	0	0	7200	46
Baulkham Hills	1	0	0	9600	57
Baulkham Hills	1	0	0	12000	70
Baulkham Hills	1	0	0	14400	69
Baulkham Hills	1	0	0	16800	76
Baulkham Hills	1	0	0	19200	67
Baulkham Hills	1	0	0	21600	68
Baulkham Hills	1	0	0	24000	167
Baulkham Hills	1	0	0	26400	82
Baulkham Hills	1	0	0	28800	101
Baulkham Hills	1	0	0	31200	145
Baulkham Hills	1	0	0	36000	411
Baulkham Hills	1	0	0	48000	268
Baulkham Hills	1	0	0	60000	315
Baulkham Hills	1	1	0	0	145
Baulkham Hills	1	1	0	1800	28
Baulkham Hills	1	1	0	3600	50
Baulkham Hills	1	1	0	5400	27
Baulkham Hills	1	1	0	7200	51
Baulkham Hills	1	1	0	9600	60
Baulkham Hills	1	1	0	12000	99
Baulkham Hills	1	1	0	14400	93
Baulkham Hills	1	1	0	16800	82
Baulkham Hills	1	1	0	19200	105
Baulkham Hills	1	1	0	21600	63
Baulkham Hills	1	1	0	24000	197
Baulkham Hills	1	1	0	26400	82
Baulkham Hills	1	1	0	28800	101
Baulkham Hills	1	1	0	31200	178
Baulkham Hills	1	1	0	36000	451
Baulkham Hills	1	1	0	48000	264
Baulkham Hills	1	1	0	60000	323
Baulkham Hills	1	1	1	0	175
Baulkham Hills	1	1	1	1800	15
Baulkham Hills	1	1	1	3600	28
Baulkham Hills	1	1	1	5400	17
Baulkham Hills	1	1	1	7200	39
Baulkham Hills	1	1	1	9600	75
Baulkham Hills	1	1	1	12000	95
Baulkham Hills	1	1	1	14400	97
Baulkham Hills	1	1	1	16800	106
Baulkham Hills	1	1	1	19200	146
Baulkham Hills	1	1	1	21600	141
Baulkham Hills	1	1	1	24000	386
Baulkham Hills	1	1	1	26400	208
Baulkham Hills	1	1	1	28800	273
Baulkham Hills	1	1	1	31200	465
Baulkham Hills	1	1	1	36000	1440
Baulkham Hills	1	1	1	48000	1059
Baulkham Hills	1	1	1	60000	1019
Bega		1	1	0	3
Bega		1	1	7200	4
Bega		1	1	9600	4
Bega		1	1	14400	4
Bega		1	1	16800	8
Bega		1	1	19200	6
Bega		1	1	24000	6
Bega	0	1	0	0	19
Bega	0	1	0	1800	12
Bega	0	1	0	3600	17
Bega	0	1	0	5400	15
Bega	0	1	0	7200	18
Bega	0	1	0	9600	47
Bega	0	1	0	12000	44
Bega	0	1	0	14400	46
Bega	0	1	0	16800	36
Bega	0	1	0	19200	30
Bega	0	1	0	21600	12
Bega	0	1	0	24000	26
Bega	0	1	0	26400	15
Bega	0	1	0	28800	5
Bega	0	1	0	31200	4
Bega	0	1	0	36000	14
Bega	0	1	0	48000	3
Bega	0	1	0	60000	4
Bega	0	1	1	0	8
Bega	0	1	1	3600	10
Bega	0	1	1	5400	17
Bega	0	1	1	7200	28
Bega	0	1	1	9600	35
Bega	0	1	1	12000	34
Bega	0	1	1	14400	50
Bega	0	1	1	16800	49
Bega	0	1	1	19200	64
Bega	0	1	1	21600	25
Bega	0	1	1	24000	31
Bega	0	1	1	26400	12
Bega	0	1	1	28800	5
Bega	0	1	1	31200	17
Bega	0	1	1	36000	17
Bega	0	1	1	48000	5
Bega	0	1	1	60000	6
Bega	1	0	0	0	154
Bega	1	0	0	1800	62
Bega	1	0	0	3600	110
Bega	1	0	0	5400	79
Bega	1	0	0	7200	133
Bega	1	0	0	9600	174
Bega	1	0	0	12000	196
Bega	1	0	0	14400	191
Bega	1	0	0	16800	203
Bega	1	0	0	19200	218
Bega	1	0	0	21600	136
Bega	1	0	0	24000	223
Bega	1	0	0	26400	77
Bega	1	0	0	28800	48
Bega	1	0	0	31200	121
Bega	1	0	0	36000	107
Bega	1	0	0	48000	56
Bega	1	0	0	60000	39
Bega	1	1	0	0	36
Bega	1	1	0	1800	11
Bega	1	1	0	3600	27
Bega	1	1	0	5400	27
Bega	1	1	0	7200	32
Bega	1	1	0	9600	58
Bega	1	1	0	12000	68
Bega	1	1	0	14400	80
Bega	1	1	0	16800	68
Bega	1	1	0	19200	84
Bega	1	1	0	21600	47
Bega	1	1	0	24000	102
Bega	1	1	0	26400	32
Bega	1	1	0	28800	16
Bega	1	1	0	31200	60
Bega	1	1	0	36000	42
Bega	1	1	0	48000	14
Bega	1	1	0	60000	18
