SED_NAME21	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Morayfield	0	6	27
Morayfield	1	2	6198
Morayfield	1	3	3289
Morayfield	1	4	2900
Morayfield	1	5	1418
Morayfield	1	6	1010
Mount Ommaney	0	1	3500
Mount Ommaney	0	2	424
Mount Ommaney	0	3	81
Mount Ommaney	0	4	29
Mount Ommaney	0	6	4
Mount Ommaney	1	2	5742
Mount Ommaney	1	3	3209
Mount Ommaney	1	4	3540
Mount Ommaney	1	5	1272
Mount Ommaney	1	6	570
Mudgeeraba	0	1	3453
Mudgeeraba	0	2	509
Mudgeeraba	0	3	136
Mudgeeraba	0	4	35
Mudgeeraba	0	5	9
Mudgeeraba	1	2	6082
Mudgeeraba	1	3	3646
Mudgeeraba	1	4	3747
Mudgeeraba	1	5	1507
Mudgeeraba	1	6	761
Mulgrave	0	1	3850
Mulgrave	0	2	518
Mulgrave	0	3	81
Mulgrave	0	4	14
Mulgrave	0	5	8
Mulgrave	1	2	5767
Mulgrave	1	3	2985
Mulgrave	1	4	2909
Mulgrave	1	5	1345
Mulgrave	1	6	1014
Mundingburra	0	1	4691
Mundingburra	0	2	663
Mundingburra	0	3	223
Mundingburra	0	4	93
Mundingburra	0	5	30
Mundingburra	0	6	10
Mundingburra	1	2	5471
Mundingburra	1	3	2597
Mundingburra	1	4	2322
Mundingburra	1	5	1018
Mundingburra	1	6	535
Murrumba	0	1	5247
Murrumba	0	2	677
Murrumba	0	3	103
Murrumba	0	4	21
Murrumba	0	6	5
Murrumba	1	2	7202
Murrumba	1	3	4301
Murrumba	1	4	4270
Murrumba	1	5	1688
Murrumba	1	6	945
Nanango	0	1	5767
Nanango	0	2	573
Nanango	0	3	70
Nanango	0	4	27
Nanango	0	5	15
Nanango	0	6	8
Nanango	1	2	7476
Nanango	1	3	2356
Nanango	1	4	1909
Nanango	1	5	1071
Nanango	1	6	720
Nicklin	0	1	4412
Nicklin	0	2	488
Nicklin	0	3	71
Nicklin	0	4	13
Nicklin	0	5	10
Nicklin	1	2	6263
Nicklin	1	3	2717
Nicklin	1	4	2549
Nicklin	1	5	1170
Nicklin	1	6	638
Ninderry	0	1	3774
Ninderry	0	2	489
Ninderry	0	3	107
Ninderry	0	4	20
Ninderry	0	5	4
Ninderry	0	6	5
Ninderry	1	2	7027
Ninderry	1	3	3076
Ninderry	1	4	3491
Ninderry	1	5	1421
Ninderry	1	6	612
Noosa	0	1	4688
Noosa	0	2	574
Noosa	0	3	111
Noosa	0	4	32
Noosa	0	5	9
Noosa	0	6	4
Noosa	1	2	7564
Noosa	1	3	2528
Noosa	1	4	2375
Noosa	1	5	879
Noosa	1	6	361
Nudgee	0	1	6677
Nudgee	0	2	924
Nudgee	0	3	200
Nudgee	0	4	73
Nudgee	0	5	18
Nudgee	0	6	9
Nudgee	1	2	6604
Nudgee	1	3	3430
Nudgee	1	4	3115
Nudgee	1	5	1052
Nudgee	1	6	401
Oodgeroo	0	1	3989
Oodgeroo	0	2	245
Oodgeroo	0	3	41
Oodgeroo	0	4	14
Oodgeroo	1	2	5893
Oodgeroo	1	3	2570
Oodgeroo	1	4	2694
Oodgeroo	1	5	1044
Oodgeroo	1	6	422
Pine Rivers	0	1	3215
Pine Rivers	0	2	358
Pine Rivers	0	3	75
Pine Rivers	0	4	18
Pine Rivers	1	2	5946
Pine Rivers	1	3	3265
Pine Rivers	1	4	3670
Pine Rivers	1	5	1533
Pine Rivers	1	6	817
Pumicestone	0	1	5547
Pumicestone	0	2	540
Pumicestone	0	3	53
Pumicestone	0	4	14
Pumicestone	0	5	11
Pumicestone	0	6	4
Pumicestone	1	2	8904
Pumicestone	1	3	2437
Pumicestone	1	4	2053
Pumicestone	1	5	980
Pumicestone	1	6	614
Redcliffe	0	1	7454
Redcliffe	0	2	605
Redcliffe	0	3	74
Redcliffe	0	4	17
Redcliffe	1	2	7637
Redcliffe	1	3	2902
Redcliffe	1	4	2275
Redcliffe	1	5	897
Redcliffe	1	6	452
Redlands	0	1	4568
Redlands	0	2	511
Redlands	0	3	46
Redlands	0	4	11
Redlands	1	2	7111
Redlands	1	3	3121
Redlands	1	4	3003
Redlands	1	5	1232
Redlands	1	6	603
Rockhampton	0	1	5978
Rockhampton	0	2	596
Rockhampton	0	3	107
Rockhampton	0	4	35
Rockhampton	0	5	10
Rockhampton	0	6	3
Rockhampton	1	2	5894
Rockhampton	1	3	2858
Rockhampton	1	4	2693
Rockhampton	1	5	1157
Rockhampton	1	6	651
Sandgate	0	1	5026
Sandgate	0	2	467
Sandgate	0	3	88
Sandgate	0	4	22
Sandgate	0	5	3
Sandgate	0	6	3
Sandgate	1	2	6107
Sandgate	1	3	3396
Sandgate	1	4	3423
Sandgate	1	5	1227
Sandgate	1	6	572
Scenic Rim	0	1	3936
Scenic Rim	0	2	381
Scenic Rim	0	3	50
Scenic Rim	0	4	6
Scenic Rim	0	6	5
Scenic Rim	1	2	6907
Scenic Rim	1	3	2804
Scenic Rim	1	4	2766
Scenic Rim	1	5	1343
Scenic Rim	1	6	872
South Brisbane	0	1	9807
South Brisbane	0	2	2415
South Brisbane	0	3	728
South Brisbane	0	4	285
South Brisbane	0	5	89
South Brisbane	0	6	45
South Brisbane	1	2	8480
South Brisbane	1	3	2918
South Brisbane	1	4	2026
South Brisbane	1	5	685
South Brisbane	1	6	247
Southern Downs	0	1	5523
Southern Downs	0	2	394
Southern Downs	0	3	59
Southern Downs	0	4	21
Southern Downs	0	5	4
Southern Downs	0	6	6
Southern Downs	1	2	6991
Southern Downs	1	3	2304
Southern Downs	1	4	2018
Southern Downs	1	5	1055
Southern Downs	1	6	599
Southport	0	1	6499
Southport	0	2	1096
Southport	0	3	356
Southport	0	4	131
Southport	0	5	32
Southport	0	6	28
Southport	1	2	6731
Southport	1	3	3218
Southport	1	4	2585
Southport	1	5	942
Southport	1	6	442
Springwood	0	1	3128
Springwood	0	2	313
Springwood	0	3	63
Springwood	0	4	18
Springwood	0	5	3
Springwood	0	6	3
Springwood	1	2	5623
Springwood	1	3	3348
Springwood	1	4	3574
Springwood	1	5	1406
Springwood	1	6	710
Stafford	0	1	6752
Stafford	0	2	970
Stafford	0	3	299
Stafford	0	4	74
Stafford	0	5	28
Stafford	0	6	3
Stafford	1	2	6624
Stafford	1	3	3277
Stafford	1	4	3208
Stafford	1	5	1128
Stafford	1	6	350
Stretton	0	1	2690
Stretton	0	2	445
Stretton	0	3	184
Stretton	0	4	89
Stretton	0	5	47
Stretton	0	6	11
Stretton	1	2	4791
Stretton	1	3	3678
Stretton	1	4	3798
Stretton	1	5	1734
Stretton	1	6	1213
Surfers Paradise	0	1	7639
Surfers Paradise	0	2	1206
Surfers Paradise	0	3	293
Surfers Paradise	0	4	127
Surfers Paradise	0	5	48
Surfers Paradise	0	6	26
Surfers Paradise	1	2	8069
Surfers Paradise	1	3	2504
Surfers Paradise	1	4	2066
Surfers Paradise	1	5	628
Surfers Paradise	1	6	278
Theodore	0	1	2920
Theodore	0	2	447
Theodore	0	3	98
Theodore	0	4	32
Theodore	0	5	8
Theodore	1	2	5544
Theodore	1	3	3658
Theodore	1	4	4090
Theodore	1	5	1675
Theodore	1	6	940
Thuringowa	0	1	4079
Thuringowa	0	2	488
Thuringowa	0	3	113
Thuringowa	0	4	22
Thuringowa	1	2	5953
Thuringowa	1	3	3087
Thuringowa	1	4	2590
Thuringowa	1	5	1225
Thuringowa	1	6	819
Toohey	0	1	4533
Toohey	0	2	782
Toohey	0	3	404
Toohey	0	4	197
Toohey	0	5	108
Toohey	0	6	66
Toohey	1	2	5406
Toohey	1	3	3262
Toohey	1	4	3141
Toohey	1	5	1290
Toohey	1	6	885
Toowoomba North	0	1	6612
Toowoomba North	0	2	549
Toowoomba North	0	3	119
Toowoomba North	0	4	25
Toowoomba North	0	5	4
Toowoomba North	1	2	7049
Toowoomba North	1	3	2654
Toowoomba North	1	4	2394
Toowoomba North	1	5	1130
Toowoomba North	1	6	710
Toowoomba South	0	1	6806
Toowoomba South	0	2	615
Toowoomba South	0	3	147
Toowoomba South	0	4	41
Toowoomba South	0	5	13
Toowoomba South	0	6	9
Toowoomba South	1	2	7126
Toowoomba South	1	3	3003
Toowoomba South	1	4	2591
Toowoomba South	1	5	1175
Toowoomba South	1	6	701
Townsville	0	1	7334
Townsville	0	2	832
Townsville	0	3	156
Townsville	0	4	36
Townsville	0	5	9
Townsville	1	2	6284
Townsville	1	3	2547
Townsville	1	4	2070
Townsville	1	5	783
Townsville	1	6	429
Traeger	0	1	4191
Traeger	0	2	385
Traeger	0	3	77
Traeger	0	4	12
Traeger	0	5	4
Traeger	0	6	4
Traeger	1	2	4227
Traeger	1	3	1863
Traeger	1	4	1767
Traeger	1	5	977
Traeger	1	6	728
Warrego	0	1	4557
Warrego	0	2	383
Warrego	0	3	85
Warrego	0	4	6
Warrego	0	5	4
Warrego	1	2	5079
Warrego	1	3	1988
Warrego	1	4	1938
Warrego	1	5	999
Warrego	1	6	583
Waterford	0	1	4979
Waterford	0	2	621
Waterford	0	3	111
Waterford	0	4	35
Waterford	0	5	11
Waterford	0	6	7
Waterford	1	2	5706
Waterford	1	3	3379
Waterford	1	4	2880
Waterford	1	5	1482
Waterford	1	6	1255
Whitsunday	0	1	3789
Whitsunday	0	2	514
Whitsunday	0	3	99
Whitsunday	0	4	29
Whitsunday	0	5	8
Whitsunday	0	6	5
Whitsunday	1	2	6092
Whitsunday	1	3	2652
Whitsunday	1	4	2969
Whitsunday	1	5	1287
Whitsunday	1	6	528
Woodridge	0	1	4577
Woodridge	0	2	716
Woodridge	0	3	156
Woodridge	0	4	44
Woodridge	0	5	9
Woodridge	0	6	6
Woodridge	1	2	5137
Woodridge	1	3	3609
Woodridge	1	4	3277
Woodridge	1	5	1913
Woodridge	1	6	2126
Adelaide	0	1	7301
Adelaide	0	2	1222
Adelaide	0	3	406
Adelaide	0	4	114
Adelaide	0	5	16
Adelaide	0	6	21
Adelaide	1	2	5681
Adelaide	1	3	1908
Adelaide	1	4	1549
Adelaide	1	5	529
Adelaide	1	6	137
Badcoe	0	1	5508
Badcoe	0	2	643
Badcoe	0	3	304
Badcoe	0	4	104
Badcoe	0	5	23
Badcoe	0	6	12
Badcoe	1	2	4784
Badcoe	1	3	2404
Badcoe	1	4	2158
Badcoe	1	5	679
Badcoe	1	6	261
Black	0	1	2675
Black	0	2	221
Black	0	3	41
Black	0	4	11
Black	0	5	9
Black	1	2	4642
Black	1	3	2338
Black	1	4	2384
Black	1	5	727
Black	1	6	258
Bragg	0	1	3753
Bragg	0	2	192
Bragg	0	3	54
Bragg	0	4	37
Bragg	0	5	6
Bragg	1	2	4515
Bragg	1	3	1991
Bragg	1	4	2653
Bragg	1	5	919
Bragg	1	6	281
Chaffey	0	1	4674
Chaffey	0	2	310
Chaffey	0	3	41
Chaffey	0	4	17
Chaffey	0	5	5
Chaffey	0	6	10
Chaffey	1	2	5419
Chaffey	1	3	1734
Chaffey	1	4	1487
Chaffey	1	5	740
Chaffey	1	6	296
Cheltenham	0	1	4878
Cheltenham	0	2	511
Cheltenham	0	3	115
Cheltenham	0	4	42
Cheltenham	0	5	10
Cheltenham	0	6	7
Cheltenham	1	2	4347
Cheltenham	1	3	2393
Cheltenham	1	4	2145
Cheltenham	1	5	750
Cheltenham	1	6	384
Colton	0	1	4084
Colton	0	2	261
Colton	0	3	58
Colton	0	4	17
Colton	0	5	4
Colton	0	6	3
Colton	1	2	4772
Colton	1	3	2077
Colton	1	4	2400
Colton	1	5	787
Colton	1	6	216
Croydon	0	1	4915
Croydon	0	2	654
Croydon	0	3	297
Croydon	0	4	109
Croydon	0	5	37
Croydon	0	6	28
Croydon	1	2	4277
Croydon	1	3	2472
Croydon	1	4	2118
Croydon	1	5	811
Croydon	1	6	572
Davenport	0	1	2676
Davenport	0	2	209
Davenport	0	3	49
Davenport	0	4	17
Davenport	0	5	18
Davenport	0	6	8
Davenport	1	2	4657
Davenport	1	3	2266
Davenport	1	4	2352
Davenport	1	5	803
Davenport	1	6	285
Dunstan	0	1	5641
Dunstan	0	2	515
Dunstan	0	3	193
Dunstan	0	4	61
Dunstan	0	5	21
Dunstan	0	6	6
Dunstan	1	2	4901
Dunstan	1	3	2061
Dunstan	1	4	2099
Dunstan	1	5	638
Dunstan	1	6	165
Elder	0	1	4748
Elder	0	2	444
Elder	0	3	213
Elder	0	4	49
Elder	0	5	19
Elder	0	6	11
Elder	1	2	4444
Elder	1	3	2263
Elder	1	4	2395
Elder	1	5	809
Elder	1	6	273
Elizabeth	0	1	3983
Elizabeth	0	2	397
Elizabeth	0	3	64
Elizabeth	0	4	23
Elizabeth	0	5	4
Elizabeth	1	2	4110
Elizabeth	1	3	2350
Elizabeth	1	4	1980
Elizabeth	1	5	929
Elizabeth	1	6	706
Enfield	0	1	4249
Enfield	0	2	499
Enfield	0	3	233
Enfield	0	4	111
Enfield	0	5	31
Enfield	0	6	31
Enfield	1	2	4243
Enfield	1	3	2577
Enfield	1	4	2608
Enfield	1	5	922
Enfield	1	6	525
Finniss	0	1	4721
Finniss	0	2	271
Finniss	0	3	26
Finniss	0	4	11
Finniss	0	6	5
Finniss	1	2	6395
Finniss	1	3	1492
Finniss	1	4	1185
Finniss	1	5	494
Finniss	1	6	209
Flinders	0	1	4158
Flinders	0	2	276
Flinders	0	3	45
Flinders	0	4	3
Flinders	1	2	4938
Flinders	1	3	1605
Flinders	1	4	1600
Flinders	1	5	768
Flinders	1	6	335
Florey	0	1	3967
Florey	0	2	400
Florey	0	3	124
Florey	0	4	40
Florey	0	5	17
Florey	0	6	12
Florey	1	2	4351
Florey	1	3	2297
Florey	1	4	2088
Florey	1	5	821
Florey	1	6	501
Frome	0	1	3879
Frome	0	2	320
Frome	0	3	35
Frome	0	4	12
Frome	1	2	5089
Frome	1	3	1849
Frome	1	4	1817
Frome	1	5	920
Frome	1	6	460
Gibson	0	1	5192
Gibson	0	2	438
Gibson	0	3	155
Gibson	0	4	55
Gibson	0	5	13
Gibson	0	6	3
Gibson	1	2	5102
Gibson	1	3	2155
Gibson	1	4	1895
Gibson	1	5	692
Gibson	1	6	218
Giles	0	1	4978
Giles	0	2	324
Giles	0	3	38
Giles	0	4	12
Giles	1	2	4360
Giles	1	3	1765
Giles	1	4	1511
Giles	1	5	703
Giles	1	6	406
Hammond	0	1	4299
Hammond	0	2	291
Hammond	0	3	38
Hammond	0	4	13
Hammond	0	5	3
Hammond	0	6	6
Hammond	1	2	5179
Hammond	1	3	1823
Hammond	1	4	1654
Hammond	1	5	729
Hammond	1	6	419
Hartley	0	1	4695
Hartley	0	2	423
Hartley	0	3	142
Hartley	0	4	53
Hartley	0	5	22
Hartley	0	6	15
Hartley	1	2	4712
Hartley	1	3	2367
Hartley	1	4	2345
Hartley	1	5	791
Hartley	1	6	255
Heysen	0	1	2308
Heysen	0	2	160
Heysen	0	3	28
Heysen	0	4	10
Heysen	0	6	4
Heysen	1	2	4515
Heysen	1	3	1946
Heysen	1	4	2381
Heysen	1	5	857
Heysen	1	6	316
Hurtle Vale	0	1	3609
Hurtle Vale	0	2	255
Hurtle Vale	0	3	38
Hurtle Vale	0	4	12
Hurtle Vale	1	2	4434
Hurtle Vale	1	3	2190
Hurtle Vale	1	4	1921
Hurtle Vale	1	5	750
Hurtle Vale	1	6	321
Kaurna	0	1	4420
Kaurna	0	2	396
Kaurna	0	3	50
Kaurna	0	4	8
Kaurna	1	2	5051
Kaurna	1	3	2446
Kaurna	1	4	2189
Kaurna	1	5	837
Kaurna	1	6	318
Kavel	0	1	3270
Kavel	0	2	248
Kavel	0	3	49
Kavel	0	4	11
Kavel	0	5	4
Kavel	1	2	4806
Kavel	1	3	2246
Kavel	1	4	2288
Kavel	1	5	928
Kavel	1	6	361
King	0	1	2951
King	0	2	166
King	0	3	24
King	0	4	9
King	1	2	4358
King	1	3	2252
King	1	4	2378
King	1	5	910
King	1	6	398
Lee	0	1	4390
Lee	0	2	300
Lee	0	3	65
Lee	0	4	17
Lee	0	5	5
Lee	0	6	4
Lee	1	2	4709
Lee	1	3	2039
Lee	1	4	1682
Lee	1	5	557
Lee	1	6	210
Light	0	1	3775
Light	0	2	310
Light	0	3	26
Light	0	4	10
Light	0	5	3
Light	1	2	4457
Light	1	3	2213
Light	1	4	1939
Light	1	5	827
Light	1	6	394
Mackillop	0	1	4654
Mackillop	0	2	294
Mackillop	0	3	56
Mackillop	0	4	15
Mackillop	0	5	15
Mackillop	0	6	9
Mackillop	1	2	5582
Mackillop	1	3	1742
Mackillop	1	4	1634
Mackillop	1	5	835
Mackillop	1	6	325
Mawson	0	1	3934
Mawson	0	2	276
Mawson	0	3	34
Mawson	0	4	3
Mawson	1	2	5332
Mawson	1	3	1964
Mawson	1	4	1871
Mawson	1	5	783
Mawson	1	6	316
Morialta	0	1	3031
Morialta	0	2	210
Morialta	0	3	64
Morialta	0	4	12
Morialta	0	5	8
Morialta	0	6	3
Morialta	1	2	4460
Morialta	1	3	2378
Morialta	1	4	2525
Morialta	1	5	860
Morialta	1	6	318
Morphett	0	1	5418
Morphett	0	2	436
Morphett	0	3	135
Morphett	0	4	36
Morphett	0	5	10
Morphett	1	2	4870
Morphett	1	3	1881
Morphett	1	4	1690
Morphett	1	5	523
Morphett	1	6	135
Mount Gambier	0	1	4249
Mount Gambier	0	2	259
Mount Gambier	0	3	39
Mount Gambier	0	4	6
Mount Gambier	1	2	4671
Mount Gambier	1	3	1763
Mount Gambier	1	4	1702
Mount Gambier	1	5	702
Mount Gambier	1	6	328
Narungga	0	1	4496
Narungga	0	2	275
Narungga	0	3	19
Narungga	0	4	3
Narungga	1	2	5633
Narungga	1	3	1288
Narungga	1	4	1100
Narungga	1	5	544
Narungga	1	6	278
Newland	0	1	3860
Newland	0	2	250
Newland	0	3	52
Newland	0	4	13
Newland	0	5	4
Newland	0	6	7
Newland	1	2	4800
Newland	1	3	2155
Newland	1	4	2059
Newland	1	5	716
Newland	1	6	302
Playford	0	1	3060
Playford	0	2	320
Playford	0	3	91
Playford	0	4	42
Playford	0	5	16
Playford	0	6	4
Playford	1	2	3660
Playford	1	3	2470
Playford	1	4	2400
Playford	1	5	1108
Playford	1	6	827
Port Adelaide	0	1	4902
Port Adelaide	0	2	410
Port Adelaide	0	3	61
Port Adelaide	0	4	18
Port Adelaide	0	6	4
Port Adelaide	1	2	4923
Port Adelaide	1	3	2157
Port Adelaide	1	4	1793
Port Adelaide	1	5	624
Port Adelaide	1	6	240
Ramsay	0	1	4425
Ramsay	0	2	408
Ramsay	0	3	79
Ramsay	0	4	22
Ramsay	0	5	9
Ramsay	0	6	8
Ramsay	1	2	4041
Ramsay	1	3	2393
Ramsay	1	4	2008
Ramsay	1	5	1082
Ramsay	1	6	888
Reynell	0	1	4530
Reynell	0	2	382
Reynell	0	3	61
Reynell	0	4	11
Reynell	0	5	4
Reynell	0	6	3
Reynell	1	2	4767
Reynell	1	3	2215
Reynell	1	4	1804
Reynell	1	5	616
Reynell	1	6	258
Schubert	0	1	3210
Schubert	0	2	201
Schubert	0	3	19
Schubert	0	4	6
Schubert	1	2	5181
Schubert	1	3	1979
Schubert	1	4	2150
Schubert	1	5	884
Schubert	1	6	373
Stuart	0	1	4853
Stuart	0	2	309
Stuart	0	3	24
Stuart	0	4	10
Stuart	0	6	9
Stuart	1	2	4714
Stuart	1	3	1669
Stuart	1	4	1336
Stuart	1	5	676
Stuart	1	6	328
Taylor	0	1	3775
Taylor	0	2	451
Taylor	0	3	57
Taylor	0	4	12
Taylor	0	5	3
Taylor	0	6	4
Taylor	1	2	4019
Taylor	1	3	2342
Taylor	1	4	2089
Taylor	1	5	1028
Taylor	1	6	807
Torrens	0	1	4451
Torrens	0	2	457
Torrens	0	3	151
Torrens	0	4	64
Torrens	0	5	25
Torrens	0	6	18
Torrens	1	2	4804
Torrens	1	3	2687
Torrens	1	4	2537
Torrens	1	5	854
Torrens	1	6	407
Unley	0	1	4243
Unley	0	2	378
Unley	0	3	150
Unley	0	4	42
Unley	0	5	8
Unley	0	6	3
Unley	1	2	4760
Unley	1	3	2004
Unley	1	4	2303
Unley	1	5	809
Unley	1	6	170
Waite	0	1	2809
Waite	0	2	192
Waite	0	3	50
Waite	0	4	26
Waite	0	5	12
Waite	0	6	8
Waite	1	2	4566
Waite	1	3	2129
Waite	1	4	2699
Waite	1	5	877
Waite	1	6	257
West Torrens	0	1	4511
West Torrens	0	2	573
West Torrens	0	3	299
West Torrens	0	4	107
West Torrens	0	5	33
West Torrens	0	6	21
West Torrens	1	2	4319
West Torrens	1	3	2166
West Torrens	1	4	2085
West Torrens	1	5	609
West Torrens	1	6	223
Wright	0	1	3159
Wright	0	2	212
Wright	0	3	28
Wright	0	4	10
Wright	1	2	4542
Wright	1	3	2301
Wright	1	4	2253
Wright	1	5	816
Wright	1	6	353
Albany (South West)	0	1	4318
Albany (South West)	0	2	281
Albany (South West)	0	3	57
Albany (South West)	0	4	13
Albany (South West)	0	5	4
Albany (South West)	1	2	5217
Albany (South West)	1	3	1880
Albany (South West)	1	4	1774
Albany (South West)	1	5	783
Albany (South West)	1	6	402
Armadale (East Metropolitan)	0	1	5079
Armadale (East Metropolitan)	0	2	522
Armadale (East Metropolitan)	0	3	69
Armadale (East Metropolitan)	0	4	13
Armadale (East Metropolitan)	0	5	7
Armadale (East Metropolitan)	0	6	10
Armadale (East Metropolitan)	1	2	5405
Armadale (East Metropolitan)	1	3	2971
Armadale (East Metropolitan)	1	4	2508
Armadale (East Metropolitan)	1	5	1182
Armadale (East Metropolitan)	1	6	827
Balcatta (North Metropolitan)	0	1	6629
Balcatta (North Metropolitan)	0	2	600
Balcatta (North Metropolitan)	0	3	137
Balcatta (North Metropolitan)	0	4	49
Balcatta (North Metropolitan)	0	5	8
Balcatta (North Metropolitan)	0	6	6
Balcatta (North Metropolitan)	1	2	5767
Balcatta (North Metropolitan)	1	3	2737
Balcatta (North Metropolitan)	1	4	2294
Balcatta (North Metropolitan)	1	5	715
Balcatta (North Metropolitan)	1	6	286
Baldivis (South Metropolitan)	0	1	3430
Baldivis (South Metropolitan)	0	2	400
Baldivis (South Metropolitan)	0	3	87
Baldivis (South Metropolitan)	0	4	20
Baldivis (South Metropolitan)	0	5	6
Baldivis (South Metropolitan)	1	2	5277
Baldivis (South Metropolitan)	1	3	3476
Baldivis (South Metropolitan)	1	4	3828
Baldivis (South Metropolitan)	1	5	1751
Baldivis (South Metropolitan)	1	6	832
Bassendean (East Metropolitan)	0	1	4079
Bassendean (East Metropolitan)	0	2	402
Bassendean (East Metropolitan)	0	3	115
Bassendean (East Metropolitan)	0	4	31
Bassendean (East Metropolitan)	0	5	22
Bassendean (East Metropolitan)	0	6	8
Bassendean (East Metropolitan)	1	2	4678
Bassendean (East Metropolitan)	1	3	2679
Bassendean (East Metropolitan)	1	4	2425
Bassendean (East Metropolitan)	1	5	941
Bassendean (East Metropolitan)	1	6	583
Bateman (South Metropolitan)	0	1	3442
Bateman (South Metropolitan)	0	2	248
Bateman (South Metropolitan)	0	3	127
Bateman (South Metropolitan)	0	4	46
Bateman (South Metropolitan)	0	5	20
Bateman (South Metropolitan)	0	6	14
Bateman (South Metropolitan)	1	2	5255
Bateman (South Metropolitan)	1	3	2587
Bateman (South Metropolitan)	1	4	2936
Bateman (South Metropolitan)	1	5	1123
Bateman (South Metropolitan)	1	6	390
Belmont (East Metropolitan)	0	1	6183
Belmont (East Metropolitan)	0	2	765
Belmont (East Metropolitan)	0	3	247
Belmont (East Metropolitan)	0	4	87
Belmont (East Metropolitan)	0	5	37
Belmont (East Metropolitan)	0	6	5
Belmont (East Metropolitan)	1	2	5858
Belmont (East Metropolitan)	1	3	2754
Belmont (East Metropolitan)	1	4	2197
Belmont (East Metropolitan)	1	5	834
Belmont (East Metropolitan)	1	6	438
Bicton (South Metropolitan)	0	1	4529
Bicton (South Metropolitan)	0	2	313
Bicton (South Metropolitan)	0	3	82
Bicton (South Metropolitan)	0	4	22
Bicton (South Metropolitan)	0	5	4
Bicton (South Metropolitan)	1	2	4635
Bicton (South Metropolitan)	1	3	2139
Bicton (South Metropolitan)	1	4	2493
Bicton (South Metropolitan)	1	5	852
Bicton (South Metropolitan)	1	6	205
Bunbury (South West)	0	1	5160
Bunbury (South West)	0	2	454
Bunbury (South West)	0	3	83
Bunbury (South West)	0	4	19
Bunbury (South West)	0	5	5
Bunbury (South West)	0	6	9
Bunbury (South West)	1	2	5559
Bunbury (South West)	1	3	2304
Bunbury (South West)	1	4	2238
Bunbury (South West)	1	5	895
Bunbury (South West)	1	6	382
Burns Beach (North Metropolitan)	0	1	2659
Burns Beach (North Metropolitan)	0	2	261
Burns Beach (North Metropolitan)	0	3	51
Burns Beach (North Metropolitan)	0	4	7
Burns Beach (North Metropolitan)	0	6	3
Burns Beach (North Metropolitan)	1	2	4865
Burns Beach (North Metropolitan)	1	3	3024
Burns Beach (North Metropolitan)	1	4	3152
Burns Beach (North Metropolitan)	1	5	1222
Burns Beach (North Metropolitan)	1	6	478
Butler (North Metropolitan)	0	1	4022
Butler (North Metropolitan)	0	2	319
Butler (North Metropolitan)	0	3	47
Butler (North Metropolitan)	0	4	11
Butler (North Metropolitan)	0	5	4
Butler (North Metropolitan)	1	2	5731
Butler (North Metropolitan)	1	3	3477
Butler (North Metropolitan)	1	4	3602
Butler (North Metropolitan)	1	5	1605
Butler (North Metropolitan)	1	6	727
Cannington (South Metropolitan)	0	1	4828
Cannington (South Metropolitan)	0	2	655
Cannington (South Metropolitan)	0	3	296
Cannington (South Metropolitan)	0	4	113
Cannington (South Metropolitan)	0	5	35
Cannington (South Metropolitan)	0	6	18
Cannington (South Metropolitan)	1	2	5234
Cannington (South Metropolitan)	1	3	3220
Cannington (South Metropolitan)	1	4	2845
Cannington (South Metropolitan)	1	5	1206
Cannington (South Metropolitan)	1	6	746
Carine (North Metropolitan)	0	1	2624
Carine (North Metropolitan)	0	2	185
Carine (North Metropolitan)	0	3	46
Carine (North Metropolitan)	0	4	17
Carine (North Metropolitan)	0	5	3
Carine (North Metropolitan)	0	6	4
Carine (North Metropolitan)	1	2	4987
Carine (North Metropolitan)	1	3	2251
Carine (North Metropolitan)	1	4	3349
Carine (North Metropolitan)	1	5	1156
Carine (North Metropolitan)	1	6	285
Central Wheatbelt (Agricultural)	0	1	4273
Central Wheatbelt (Agricultural)	0	2	271
Central Wheatbelt (Agricultural)	0	3	29
Central Wheatbelt (Agricultural)	0	4	9
Central Wheatbelt (Agricultural)	1	2	5066
Central Wheatbelt (Agricultural)	1	3	1575
Central Wheatbelt (Agricultural)	1	4	1444
Central Wheatbelt (Agricultural)	1	5	764
Central Wheatbelt (Agricultural)	1	6	378
Churchlands (North Metropolitan)	0	1	4017
Churchlands (North Metropolitan)	0	2	350
Churchlands (North Metropolitan)	0	3	117
Churchlands (North Metropolitan)	0	4	45
Churchlands (North Metropolitan)	0	5	6
Churchlands (North Metropolitan)	1	2	4668
Churchlands (North Metropolitan)	1	3	2366
Churchlands (North Metropolitan)	1	4	3247
Churchlands (North Metropolitan)	1	5	1177
Churchlands (North Metropolitan)	1	6	283
Cockburn (South Metropolitan)	0	1	3423
Cockburn (South Metropolitan)	0	2	311
Cockburn (South Metropolitan)	0	3	85
Cockburn (South Metropolitan)	0	4	24
Cockburn (South Metropolitan)	0	5	5
Cockburn (South Metropolitan)	0	6	4
Cockburn (South Metropolitan)	1	2	4895
Cockburn (South Metropolitan)	1	3	2994
Cockburn (South Metropolitan)	1	4	3486
Cockburn (South Metropolitan)	1	5	1268
Cockburn (South Metropolitan)	1	6	494
Collie-Preston (South West)	0	1	3820
Collie-Preston (South West)	0	2	293
Collie-Preston (South West)	0	3	29
Collie-Preston (South West)	0	4	6
