SED_NAME16	AgeStudent	Sex	students
Camden	5-14	F	9573
Camden	5-14	M	9984
Camden	15-19	F	3303
Camden	15-19	M	3221
Camden	20-24	F	1489
Camden	20-24	M	1212
Camden	25+	F	2806
Camden	25+	M	1525
Campbelltown	0-4	F	738
Campbelltown	0-4	M	766
Campbelltown	5-14	F	5173
Campbelltown	5-14	M	5504
Campbelltown	15-19	F	1961
Campbelltown	15-19	M	1871
Campbelltown	20-24	F	938
Campbelltown	20-24	M	821
Campbelltown	25+	F	1861
Campbelltown	25+	M	1060
Canterbury	0-4	F	710
Canterbury	0-4	M	745
Canterbury	5-14	F	4380
Canterbury	5-14	M	4800
Canterbury	15-19	F	1971
Canterbury	15-19	M	2095
Canterbury	20-24	F	1537
Canterbury	20-24	M	1593
Canterbury	25+	F	2722
Canterbury	25+	M	2185
Castle Hill	0-4	F	1097
Castle Hill	0-4	M	1096
Castle Hill	5-14	F	7743
Castle Hill	5-14	M	8242
Castle Hill	15-19	F	3323
Castle Hill	15-19	M	3376
Castle Hill	20-24	F	1661
Castle Hill	20-24	M	1622
Castle Hill	25+	F	2328
Castle Hill	25+	M	1485
Cessnock	0-4	F	908
Cessnock	0-4	M	935
Cessnock	5-14	F	5562
Cessnock	5-14	M	5783
Cessnock	15-19	F	1754
Cessnock	15-19	M	1730
Cessnock	20-24	F	747
Cessnock	20-24	M	526
Cessnock	25+	F	1885
Cessnock	25+	M	875
Charlestown	0-4	F	702
Charlestown	0-4	M	836
Charlestown	5-14	F	4695
Charlestown	5-14	M	5027
Charlestown	15-19	F	1671
Charlestown	15-19	M	1812
Charlestown	20-24	F	899
Charlestown	20-24	M	862
Charlestown	25+	F	1707
Charlestown	25+	M	1120
Clarence	0-4	F	549
Clarence	0-4	M	557
Clarence	5-14	F	4017
Clarence	5-14	M	4239
Clarence	15-19	F	1255
Clarence	15-19	M	1320
Clarence	20-24	F	387
Clarence	20-24	M	270
Clarence	25+	F	1368
Clarence	25+	M	582
Coffs Harbour	0-4	F	640
Coffs Harbour	0-4	M	636
Coffs Harbour	5-14	F	4521
Coffs Harbour	5-14	M	4672
Coffs Harbour	15-19	F	1595
Coffs Harbour	15-19	M	1533
Coffs Harbour	20-24	F	589
Coffs Harbour	20-24	M	450
Coffs Harbour	25+	F	1853
Coffs Harbour	25+	M	1034
Coogee	0-4	F	709
Coogee	0-4	M	704
Coogee	5-14	F	3964
Coogee	5-14	M	4117
Coogee	15-19	F	1518
Coogee	15-19	M	1494
Coogee	20-24	F	1201
Coogee	20-24	M	1034
Coogee	25+	F	2980
Coogee	25+	M	1894
Cootamundra	0-4	F	586
Cootamundra	0-4	M	567
Cootamundra	5-14	F	4043
Cootamundra	5-14	M	4245
Cootamundra	15-19	F	1373
Cootamundra	15-19	M	1340
Cootamundra	20-24	F	397
Cootamundra	20-24	M	259
Cootamundra	25+	F	1136
Cootamundra	25+	M	456
Cronulla	0-4	F	757
Cronulla	0-4	M	781
Cronulla	5-14	F	4469
Cronulla	5-14	M	4870
Cronulla	15-19	F	2029
Cronulla	15-19	M	2187
Cronulla	20-24	F	1017
Cronulla	20-24	M	929
Cronulla	25+	F	1484
Cronulla	25+	M	948
Davidson	0-4	F	731
Davidson	0-4	M	775
Davidson	5-14	F	5983
Davidson	5-14	M	6472
Davidson	15-19	F	2695
Davidson	15-19	M	2845
Davidson	20-24	F	1330
Davidson	20-24	M	1414
Davidson	25+	F	1693
Davidson	25+	M	975
Drummoyne	0-4	F	669
Drummoyne	0-4	M	757
Drummoyne	5-14	F	4146
Drummoyne	5-14	M	4138
Drummoyne	15-19	F	1771
Drummoyne	15-19	M	1701
Drummoyne	20-24	F	1141
Drummoyne	20-24	M	1089
Drummoyne	25+	F	2296
Drummoyne	25+	M	1549
Dubbo	0-4	F	801
Dubbo	0-4	M	818
Dubbo	5-14	F	5054
Dubbo	5-14	M	5327
Dubbo	15-19	F	1509
Dubbo	15-19	M	1511
Dubbo	20-24	F	509
Dubbo	20-24	M	379
Dubbo	25+	F	1708
Dubbo	25+	M	818
East Hills	0-4	F	742
East Hills	0-4	M	824
East Hills	5-14	F	5149
East Hills	5-14	M	5365
East Hills	15-19	F	2198
East Hills	15-19	M	2315
East Hills	20-24	F	1221
East Hills	20-24	M	1107
East Hills	25+	F	1625
East Hills	25+	M	1127
Epping	0-4	F	702
Epping	0-4	M	754
Epping	5-14	F	5967
Epping	5-14	M	6288
Epping	15-19	F	2547
Epping	15-19	M	2690
Epping	20-24	F	1557
Epping	20-24	M	1630
Epping	25+	F	2350
Epping	25+	M	1612
Fairfield	0-4	F	583
Fairfield	0-4	M	612
Fairfield	5-14	F	5429
Fairfield	5-14	M	5652
Fairfield	15-19	F	2538
Fairfield	15-19	M	2556
Fairfield	20-24	F	1461
Fairfield	20-24	M	1325
Fairfield	25+	F	2353
Fairfield	25+	M	1593
Gosford	0-4	F	636
Gosford	0-4	M	691
Gosford	5-14	F	3885
Gosford	5-14	M	4239
Gosford	15-19	F	1455
Gosford	15-19	M	1472
Gosford	20-24	F	742
Gosford	20-24	M	624
Gosford	25+	F	1900
Gosford	25+	M	1067
Goulburn	0-4	F	650
Goulburn	0-4	M	658
Goulburn	5-14	F	4549
Goulburn	5-14	M	4902
Goulburn	15-19	F	1692
Goulburn	15-19	M	1711
Goulburn	20-24	F	595
Goulburn	20-24	M	473
Goulburn	25+	F	1700
Goulburn	25+	M	891
Granville	0-4	F	873
Granville	0-4	M	951
Granville	5-14	F	5811
Granville	5-14	M	6100
Granville	15-19	F	2189
Granville	15-19	M	2197
Granville	20-24	F	1825
Granville	20-24	M	2115
Granville	25+	F	3098
Granville	25+	M	2493
Hawkesbury	0-4	F	695
Hawkesbury	0-4	M	742
Hawkesbury	5-14	F	4676
Hawkesbury	5-14	M	5088
Hawkesbury	15-19	F	1904
Hawkesbury	15-19	M	1993
Hawkesbury	20-24	F	872
Hawkesbury	20-24	M	731
Hawkesbury	25+	F	1575
Hawkesbury	25+	M	716
Heathcote	0-4	F	852
Heathcote	0-4	M	870
Heathcote	5-14	F	4829
Heathcote	5-14	M	5218
Heathcote	15-19	F	2017
Heathcote	15-19	M	2081
Heathcote	20-24	F	952
Heathcote	20-24	M	882
Heathcote	25+	F	1642
Heathcote	25+	M	954
Heffron	0-4	F	744
Heffron	0-4	M	803
Heffron	5-14	F	3407
Heffron	5-14	M	3534
Heffron	15-19	F	1732
Heffron	15-19	M	1673
Heffron	20-24	F	3626
Heffron	20-24	M	3764
Heffron	25+	F	5377
Heffron	25+	M	5057
Holsworthy	0-4	F	840
Holsworthy	0-4	M	885
Holsworthy	5-14	F	6271
Holsworthy	5-14	M	6454
Holsworthy	15-19	F	2543
Holsworthy	15-19	M	2591
Holsworthy	20-24	F	1299
Holsworthy	20-24	M	1235
Holsworthy	25+	F	1907
Holsworthy	25+	M	1199
Hornsby	0-4	F	799
Hornsby	0-4	M	789
Hornsby	5-14	F	5401
Hornsby	5-14	M	5892
Hornsby	15-19	F	2340
Hornsby	15-19	M	2427
Hornsby	20-24	F	1275
Hornsby	20-24	M	1325
Hornsby	25+	F	2230
Hornsby	25+	M	1410
Keira	0-4	F	788
Keira	0-4	M	812
Keira	5-14	F	4993
Keira	5-14	M	5293
Keira	15-19	F	2304
Keira	15-19	M	2238
Keira	20-24	F	1458
Keira	20-24	M	1422
Keira	25+	F	2033
Keira	25+	M	1408
Kiama	0-4	F	709
Kiama	0-4	M	829
Kiama	5-14	F	4392
Kiama	5-14	M	4653
Kiama	15-19	F	1679
Kiama	15-19	M	1599
Kiama	20-24	F	697
Kiama	20-24	M	559
Kiama	25+	F	1604
Kiama	25+	M	844
Kogarah	0-4	F	661
Kogarah	0-4	M	732
Kogarah	5-14	F	4284
Kogarah	5-14	M	4564
Kogarah	15-19	F	1783
Kogarah	15-19	M	1964
Kogarah	20-24	F	2099
Kogarah	20-24	M	2463
Kogarah	25+	F	3169
Kogarah	25+	M	2622
Ku-ring-gai	0-4	F	787
Ku-ring-gai	0-4	M	839
Ku-ring-gai	5-14	F	5804
Ku-ring-gai	5-14	M	6078
Ku-ring-gai	15-19	F	2708
Ku-ring-gai	15-19	M	2791
Ku-ring-gai	20-24	F	1398
Ku-ring-gai	20-24	M	1505
Ku-ring-gai	25+	F	2145
Ku-ring-gai	25+	M	1354
Lake Macquarie	0-4	F	708
Lake Macquarie	0-4	M	707
Lake Macquarie	5-14	F	4239
Lake Macquarie	5-14	M	4507
Lake Macquarie	15-19	F	1621
Lake Macquarie	15-19	M	1543
Lake Macquarie	20-24	F	767
Lake Macquarie	20-24	M	704
Lake Macquarie	25+	F	1611
Lake Macquarie	25+	M	901
Lakemba	0-4	F	833
Lakemba	0-4	M	887
Lakemba	5-14	F	6049
Lakemba	5-14	M	6458
Lakemba	15-19	F	2446
Lakemba	15-19	M	2376
Lakemba	20-24	F	1423
Lakemba	20-24	M	1734
Lakemba	25+	F	2353
Lakemba	25+	M	2634
Lane Cove	0-4	F	794
Lane Cove	0-4	M	865
Lane Cove	5-14	F	5018
Lane Cove	5-14	M	5457
Lane Cove	15-19	F	2099
Lane Cove	15-19	M	2309
Lane Cove	20-24	F	1236
Lane Cove	20-24	M	1422
Lane Cove	25+	F	2507
Lane Cove	25+	M	1658
Lismore	0-4	F	498
Lismore	0-4	M	544
Lismore	5-14	F	4084
Lismore	5-14	M	4237
Lismore	15-19	F	1459
Lismore	15-19	M	1485
Lismore	20-24	F	524
Lismore	20-24	M	428
Lismore	25+	F	1802
Lismore	25+	M	915
Liverpool	0-4	F	700
Liverpool	0-4	M	743
Liverpool	5-14	F	6103
Liverpool	5-14	M	6469
Liverpool	15-19	F	2618
Liverpool	15-19	M	2635
Liverpool	20-24	F	1549
Liverpool	20-24	M	1304
Liverpool	25+	F	2410
Liverpool	25+	M	1548
Londonderry	0-4	F	1337
Londonderry	0-4	M	1350
Londonderry	5-14	F	8421
Londonderry	5-14	M	8801
Londonderry	15-19	F	2547
Londonderry	15-19	M	2466
Londonderry	20-24	F	1171
Londonderry	20-24	M	995
Londonderry	25+	F	2624
Londonderry	25+	M	1530
Macquarie Fields	0-4	F	1073
Macquarie Fields	0-4	M	1210
Macquarie Fields	5-14	F	7706
Macquarie Fields	5-14	M	7916
Macquarie Fields	15-19	F	2613
Macquarie Fields	15-19	M	2656
Macquarie Fields	20-24	F	1437
Macquarie Fields	20-24	M	1293
Macquarie Fields	25+	F	2784
Macquarie Fields	25+	M	1841
Maitland	0-4	F	974
Maitland	0-4	M	995
Maitland	5-14	F	6014
Maitland	5-14	M	6339
Maitland	15-19	F	2018
Maitland	15-19	M	1968
Maitland	20-24	F	983
Maitland	20-24	M	755
Maitland	25+	F	2214
Maitland	25+	M	1175
Manly	0-4	F	812
Manly	0-4	M	845
Manly	5-14	F	5001
Manly	5-14	M	5291
Manly	15-19	F	2143
Manly	15-19	M	2076
Manly	20-24	F	1049
Manly	20-24	M	1089
Manly	25+	F	2125
Manly	25+	M	1358
Maroubra	0-4	F	744
Maroubra	0-4	M	773
Maroubra	5-14	F	4601
Maroubra	5-14	M	4783
Maroubra	15-19	F	1896
Maroubra	15-19	M	1977
Maroubra	20-24	F	1382
Maroubra	20-24	M	1311
Maroubra	25+	F	2424
Maroubra	25+	M	1758
Miranda	0-4	F	779
Miranda	0-4	M	819
Miranda	5-14	F	4674
Miranda	5-14	M	4966
Miranda	15-19	F	2005
Miranda	15-19	M	1985
Miranda	20-24	F	944
Miranda	20-24	M	900
Miranda	25+	F	1600
Miranda	25+	M	1045
Monaro	0-4	F	711
Monaro	0-4	M	764
Monaro	5-14	F	4724
Monaro	5-14	M	5318
Monaro	15-19	F	1697
Monaro	15-19	M	1791
Monaro	20-24	F	773
Monaro	20-24	M	683
Monaro	25+	F	2278
Monaro	25+	M	1462
Mount Druitt	0-4	F	776
Mount Druitt	0-4	M	840
Mount Druitt	5-14	F	6478
Mount Druitt	5-14	M	6690
Mount Druitt	15-19	F	2437
Mount Druitt	15-19	M	2408
Mount Druitt	20-24	F	1286
Mount Druitt	20-24	M	1171
Mount Druitt	25+	F	2127
Mount Druitt	25+	M	1374
Mulgoa	0-4	F	884
Mulgoa	0-4	M	944
Mulgoa	5-14	F	6044
Mulgoa	5-14	M	6397
Mulgoa	15-19	F	2575
Mulgoa	15-19	M	2543
Mulgoa	20-24	F	1154
Mulgoa	20-24	M	1064
Mulgoa	25+	F	1654
Mulgoa	25+	M	874
Murray	0-4	F	663
Murray	0-4	M	682
Murray	5-14	F	4737
Murray	5-14	M	4966
Murray	15-19	F	1738
Murray	15-19	M	1706
Murray	20-24	F	489
Murray	20-24	M	364
Murray	25+	F	1393
Murray	25+	M	636
Myall Lakes	0-4	F	500
Myall Lakes	0-4	M	482
Myall Lakes	5-14	F	3647
Myall Lakes	5-14	M	3878
Myall Lakes	15-19	F	1244
Myall Lakes	15-19	M	1193
Myall Lakes	20-24	F	354
Myall Lakes	20-24	M	232
Myall Lakes	25+	F	1233
Myall Lakes	25+	M	499
Newcastle	0-4	F	596
Newcastle	0-4	M	641
Newcastle	5-14	F	3588
Newcastle	5-14	M	3872
Newcastle	15-19	F	1435
Newcastle	15-19	M	1396
Newcastle	20-24	F	1765
Newcastle	20-24	M	1290
Newcastle	25+	F	2665
Newcastle	25+	M	1899
Newtown	0-4	F	382
Newtown	0-4	M	414
Newtown	5-14	F	2117
Newtown	5-14	M	2272
Newtown	15-19	F	1358
Newtown	15-19	M	1179
Newtown	20-24	F	2878
Newtown	20-24	M	2410
Newtown	25+	F	3870
Newtown	25+	M	3435
North Shore	0-4	F	534
North Shore	0-4	M	572
North Shore	5-14	F	3182
North Shore	5-14	M	3260
North Shore	15-19	F	1332
North Shore	15-19	M	1437
North Shore	20-24	F	1067
North Shore	20-24	M	967
North Shore	25+	F	2640
North Shore	25+	M	1653
Northern Tablelands	0-4	F	600
Northern Tablelands	0-4	M	635
Northern Tablelands	5-14	F	4398
Northern Tablelands	5-14	M	4409
Northern Tablelands	15-19	F	1716
Northern Tablelands	15-19	M	1500
Northern Tablelands	20-24	F	862
Northern Tablelands	20-24	M	599
Northern Tablelands	25+	F	1816
Northern Tablelands	25+	M	1001
Oatley	0-4	F	619
Oatley	0-4	M	720
Oatley	5-14	F	4367
Oatley	5-14	M	4605
Oatley	15-19	F	1974
Oatley	15-19	M	2081
Oatley	20-24	F	1286
Oatley	20-24	M	1302
Oatley	25+	F	1779
Oatley	25+	M	1269
Orange	0-4	F	735
Orange	0-4	M	764
Orange	5-14	F	5239
Orange	5-14	M	5546
Orange	15-19	F	1696
Orange	15-19	M	1753
Orange	20-24	F	650
Orange	20-24	M	442
Orange	25+	F	1674
Orange	25+	M	920
Oxley	0-4	F	550
Oxley	0-4	M	586
Oxley	5-14	F	4043
Oxley	5-14	M	4174
Oxley	15-19	F	1386
Oxley	15-19	M	1351
Oxley	20-24	F	399
Oxley	20-24	M	247
Oxley	25+	F	1534
Oxley	25+	M	593
Parramatta	0-4	F	1005
Parramatta	0-4	M	1089
Parramatta	5-14	F	5951
Parramatta	5-14	M	6343
Parramatta	15-19	F	1937
Parramatta	15-19	M	2151
Parramatta	20-24	F	2035
Parramatta	20-24	M	2225
Parramatta	25+	F	3941
Parramatta	25+	M	3103
Penrith	0-4	F	737
Penrith	0-4	M	858
Penrith	5-14	F	4907
Penrith	5-14	M	5211
Penrith	15-19	F	1783
Penrith	15-19	M	1803
Penrith	20-24	F	1040
Penrith	20-24	M	854
Penrith	25+	F	2051
Penrith	25+	M	1143
Pittwater	0-4	F	638
Pittwater	0-4	M	681
Pittwater	5-14	F	4450
Pittwater	5-14	M	4661
Pittwater	15-19	F	1953
Pittwater	15-19	M	2051
Pittwater	20-24	F	907
Pittwater	20-24	M	914
Pittwater	25+	F	1402
Pittwater	25+	M	778
Port Macquarie	0-4	F	507
Port Macquarie	0-4	M	556
Port Macquarie	5-14	F	4117
Port Macquarie	5-14	M	4196
Port Macquarie	15-19	F	1670
Port Macquarie	15-19	M	1643
Port Macquarie	20-24	F	700
Port Macquarie	20-24	M	524
Port Macquarie	25+	F	1721
Port Macquarie	25+	M	878
Port Stephens	0-4	F	553
Port Stephens	0-4	M	555
Port Stephens	5-14	F	4101
Port Stephens	5-14	M	4308
Port Stephens	15-19	F	1455
Port Stephens	15-19	M	1543
Port Stephens	20-24	F	533
Port Stephens	20-24	M	458
Port Stephens	25+	F	1382
Port Stephens	25+	M	653
Prospect	0-4	F	699
Prospect	0-4	M	850
Prospect	5-14	F	5569
Prospect	5-14	M	5850
Prospect	15-19	F	2230
Prospect	15-19	M	2174
Prospect	20-24	F	1204
Prospect	20-24	M	1236
Prospect	25+	F	2009
Prospect	25+	M	1394
Riverstone	0-4	F	1486
Riverstone	0-4	M	1532
Riverstone	5-14	F	9462
Riverstone	5-14	M	9982
Riverstone	15-19	F	3165
Riverstone	15-19	M	3258
Riverstone	20-24	F	1753
Riverstone	20-24	M	1627
Riverstone	25+	F	2879
Riverstone	25+	M	1917
Rockdale	0-4	F	710
Rockdale	0-4	M	753
Rockdale	5-14	F	3928
Rockdale	5-14	M	4122
Rockdale	15-19	F	1728
Rockdale	15-19	M	1695
Rockdale	20-24	F	1692
Rockdale	20-24	M	1906
Rockdale	25+	F	3533
Rockdale	25+	M	2791
Ryde	0-4	F	841
Ryde	0-4	M	897
Ryde	5-14	F	4681
Ryde	5-14	M	5118
Ryde	15-19	F	1881
Ryde	15-19	M	2108
Ryde	20-24	F	2061
Ryde	20-24	M	2104
Ryde	25+	F	3849
Ryde	25+	M	2839
Seven Hills	0-4	F	832
Seven Hills	0-4	M	866
Seven Hills	5-14	F	5156
Seven Hills	5-14	M	5453
Seven Hills	15-19	F	1917
Seven Hills	15-19	M	2024
Seven Hills	20-24	F	1211
Seven Hills	20-24	M	1274
Seven Hills	25+	F	2218
Seven Hills	25+	M	1730
Shellharbour	0-4	F	857
Shellharbour	0-4	M	880
Shellharbour	5-14	F	5225
Shellharbour	5-14	M	5628
Shellharbour	15-19	F	2074
Shellharbour	15-19	M	2061
Shellharbour	20-24	F	835
Shellharbour	20-24	M	722
Shellharbour	25+	F	1743
Shellharbour	25+	M	912
South Coast	0-4	F	542
South Coast	0-4	M	662
South Coast	5-14	F	3678
South Coast	5-14	M	3874
South Coast	15-19	F	1238
South Coast	15-19	M	1281
South Coast	20-24	F	396
South Coast	20-24	M	329
South Coast	25+	F	1402
South Coast	25+	M	642
Strathfield	0-4	F	675
Strathfield	0-4	M	709
Strathfield	5-14	F	4365
Strathfield	5-14	M	4284
Strathfield	15-19	F	2089
Strathfield	15-19	M	1967
Strathfield	20-24	F	3166
Strathfield	20-24	M	3722
Strathfield	25+	F	4029
Strathfield	25+	M	3643
Summer Hill	0-4	F	562
Summer Hill	0-4	M	552
Summer Hill	5-14	F	3344
Summer Hill	5-14	M	3552
Summer Hill	15-19	F	1399
Summer Hill	15-19	M	1508
Summer Hill	20-24	F	1423
Summer Hill	20-24	M	1411
Summer Hill	25+	F	3107
Summer Hill	25+	M	2251
Swansea	0-4	F	628
Swansea	0-4	M	665
Swansea	5-14	F	4021
Swansea	5-14	M	4284
Swansea	15-19	F	1464
Swansea	15-19	M	1509
Swansea	20-24	F	615
Swansea	20-24	M	577
Swansea	25+	F	1307
Swansea	25+	M	699
Sydney	0-4	F	364
Sydney	0-4	M	384
Sydney	5-14	F	1677
Sydney	5-14	M	1704
Sydney	15-19	F	864
Sydney	15-19	M	788
Sydney	20-24	F	2070
Sydney	20-24	M	1786
Sydney	25+	F	5743
Sydney	25+	M	4542
Tamworth	0-4	F	672
Tamworth	0-4	M	797
Tamworth	5-14	F	4968
Tamworth	5-14	M	5358
Tamworth	15-19	F	1537
Tamworth	15-19	M	1699
Tamworth	20-24	F	509
Tamworth	20-24	M	346
Tamworth	25+	F	1653
Tamworth	25+	M	697
Terrigal	0-4	F	712
Terrigal	0-4	M	779
Terrigal	5-14	F	4645
Terrigal	5-14	M	4919
Terrigal	15-19	F	1943
Terrigal	15-19	M	1988
Terrigal	20-24	F	846
Terrigal	20-24	M	784
Terrigal	25+	F	1620
Terrigal	25+	M	833
The Entrance	0-4	F	672
The Entrance	0-4	M	764
The Entrance	5-14	F	4379
The Entrance	5-14	M	4684
The Entrance	15-19	F	1637
The Entrance	15-19	M	1655
The Entrance	20-24	F	715
The Entrance	20-24	M	644
The Entrance	25+	F	1667
The Entrance	25+	M	910
Tweed	0-4	F	607
Tweed	0-4	M	592
Tweed	5-14	F	4115
Tweed	5-14	M	4514
Tweed	15-19	F	1566
Tweed	15-19	M	1457
Tweed	20-24	F	623
Tweed	20-24	M	462
Tweed	25+	F	1805
Tweed	25+	M	838
Upper Hunter	0-4	F	671
Upper Hunter	0-4	M	641
Upper Hunter	5-14	F	4817
Upper Hunter	5-14	M	5152
Upper Hunter	15-19	F	1579
Upper Hunter	15-19	M	1641
Upper Hunter	20-24	F	482
Upper Hunter	20-24	M	390
Upper Hunter	25+	F	1451
Upper Hunter	25+	M	622
Vaucluse	0-4	F	668
Vaucluse	0-4	M	677
Vaucluse	5-14	F	3910
Vaucluse	5-14	M	3979
Vaucluse	15-19	F	1720
Vaucluse	15-19	M	1759
Vaucluse	20-24	F	1174
Vaucluse	20-24	M	955
Vaucluse	25+	F	2459
Vaucluse	25+	M	1550
Wagga Wagga	0-4	F	813
Wagga Wagga	0-4	M	813
Wagga Wagga	5-14	F	5040
Wagga Wagga	5-14	M	5309
Wagga Wagga	15-19	F	1925
Wagga Wagga	15-19	M	1842
Wagga Wagga	20-24	F	1242
Wagga Wagga	20-24	M	749
Wagga Wagga	25+	F	2014
Wagga Wagga	25+	M	1166
Wakehurst	0-4	F	859
Wakehurst	0-4	M	871
Wakehurst	5-14	F	5092
Wakehurst	5-14	M	5467
Wakehurst	15-19	F	2178
Wakehurst	15-19	M	2403
Wakehurst	20-24	F	1208
Wakehurst	20-24	M	1229
Wakehurst	25+	F	1878
Wakehurst	25+	M	1280
Wallsend	0-4	F	765
Wallsend	0-4	M	774
Wallsend	5-14	F	4747
Wallsend	5-14	M	5022
Wallsend	15-19	F	2226
Wallsend	15-19	M	2169
Wallsend	20-24	F	1944
Wallsend	20-24	M	1833
Wallsend	25+	F	2461
Wallsend	25+	M	1813
Willoughby	0-4	F	796
Willoughby	0-4	M	884
Willoughby	5-14	F	5343
Willoughby	5-14	M	5459
Willoughby	15-19	F	2079
Willoughby	15-19	M	2181
Willoughby	20-24	F	1310
Willoughby	20-24	M	1324
Willoughby	25+	F	2557
Willoughby	25+	M	1637
Wollondilly	0-4	F	823
Wollondilly	0-4	M	893
Wollondilly	5-14	F	5136
Wollondilly	5-14	M	5509
Wollondilly	15-19	F	1999
Wollondilly	15-19	M	1955
Wollondilly	20-24	F	774
Wollondilly	20-24	M	566
Wollondilly	25+	F	1437
Wollondilly	25+	M	761
Wollongong	0-4	F	626
Wollongong	0-4	M	685
Wollongong	5-14	F	3856
Wollongong	5-14	M	4011
Wollongong	15-19	F	1773
Wollongong	15-19	M	1705
Wollongong	20-24	F	1879
Wollongong	20-24	M	1579
Wollongong	25+	F	2422
Wollongong	25+	M	1751
Wyong	0-4	F	820
Wyong	0-4	M	814
Wyong	5-14	F	4922
Wyong	5-14	M	5253
Wyong	15-19	F	1864
Wyong	15-19	M	1813
Wyong	20-24	F	776
Wyong	20-24	M	614
Wyong	25+	F	1762
Wyong	25+	M	832
No usual address (NSW)	0-4	F	29
No usual address (NSW)	0-4	M	33
No usual address (NSW)	5-14	F	218
No usual address (NSW)	5-14	M	210
No usual address (NSW)	15-19	F	108
No usual address (NSW)	15-19	M	78
No usual address (NSW)	20-24	F	75
No usual address (NSW)	20-24	M	59
No usual address (NSW)	25+	F	208
No usual address (NSW)	25+	M	121
Albert Park (Southern Metropolitan)	0-4	F	453
Albert Park (Southern Metropolitan)	0-4	M	460
Albert Park (Southern Metropolitan)	5-14	F	2385
Albert Park (Southern Metropolitan)	5-14	M	2441
Albert Park (Southern Metropolitan)	15-19	F	1103
Albert Park (Southern Metropolitan)	15-19	M	1037
Albert Park (Southern Metropolitan)	20-24	F	1572
Albert Park (Southern Metropolitan)	20-24	M	1394
Albert Park (Southern Metropolitan)	25+	F	3498
Albert Park (Southern Metropolitan)	25+	M	2639
