SED_NAME21	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Burnett	0	0	0	1	646
Burnett	0	0	1	0	115
Burnett	0	0	1	1	46
Burnett	0	1	0	0	722
Burnett	0	1	0	1	106
Burnett	0	1	1	0	138
Burnett	0	1	1	1	21
Burnett	1	0	0	1	1031
Burnett	1	0	1	0	368
Burnett	1	0	1	1	166
Burnett	1	1	0	0	2242
Burnett	1	1	0	1	171
Burnett	1	1	1	0	483
Burnett	1	1	1	1	84
Cairns					295
Cairns	0	0	0	1	899
Cairns	0	0	1	0	281
Cairns	0	0	1	1	77
Cairns	0	1	0	0	1393
Cairns	0	1	0	1	121
Cairns	0	1	1	0	235
Cairns	0	1	1	1	48
Cairns	1	0	0	1	681
Cairns	1	0	1	0	391
Cairns	1	0	1	1	150
Cairns	1	1	0	0	2735
Cairns	1	1	0	1	146
Cairns	1	1	1	0	474
Cairns	1	1	1	1	80
Callide					180
Callide	0	0	0	1	582
Callide	0	0	1	0	98
Callide	0	0	1	1	38
Callide	0	1	0	0	838
Callide	0	1	0	1	80
Callide	0	1	1	0	132
Callide	0	1	1	1	32
Callide	1	0	0	1	831
Callide	1	0	1	0	307
Callide	1	0	1	1	152
Callide	1	1	0	0	2964
Callide	1	1	0	1	180
Callide	1	1	1	0	512
Callide	1	1	1	1	89
Caloundra					201
Caloundra	0	0	0	1	892
Caloundra	0	0	1	0	229
Caloundra	0	0	1	1	83
Caloundra	0	1	0	0	1030
Caloundra	0	1	0	1	90
Caloundra	0	1	1	0	160
Caloundra	0	1	1	1	22
Caloundra	1	0	0	1	1070
Caloundra	1	0	1	0	481
Caloundra	1	0	1	1	254
Caloundra	1	1	0	0	3348
Caloundra	1	1	0	1	167
Caloundra	1	1	1	0	563
Caloundra	1	1	1	1	94
Capalaba					199
Capalaba	0	0	0	1	1023
Capalaba	0	0	1	0	262
Capalaba	0	0	1	1	91
Capalaba	0	1	0	0	981
Capalaba	0	1	0	1	97
Capalaba	0	1	1	0	161
Capalaba	0	1	1	1	38
Capalaba	1	0	0	1	1288
Capalaba	1	0	1	0	475
Capalaba	1	0	1	1	298
Capalaba	1	1	0	0	3400
Capalaba	1	1	0	1	181
Capalaba	1	1	1	0	548
Capalaba	1	1	1	1	78
Chatsworth					203
Chatsworth	0	0	0	1	716
Chatsworth	0	0	1	0	254
Chatsworth	0	0	1	1	88
Chatsworth	0	1	0	0	709
Chatsworth	0	1	0	1	44
Chatsworth	0	1	1	0	145
Chatsworth	0	1	1	1	18
Chatsworth	1	0	0	1	1176
Chatsworth	1	0	1	0	805
Chatsworth	1	0	1	1	391
Chatsworth	1	1	0	0	4071
Chatsworth	1	1	0	1	118
Chatsworth	1	1	1	0	772
Chatsworth	1	1	1	1	95
Clayfield					444
Clayfield	0	0	0	1	614
Clayfield	0	0	1	0	301
Clayfield	0	0	1	1	80
Clayfield	0	1	0	0	695
Clayfield	0	1	0	1	23
Clayfield	0	1	1	0	120
Clayfield	0	1	1	1	7
Clayfield	1	0	0	1	655
Clayfield	1	0	1	0	716
Clayfield	1	0	1	1	249
Clayfield	1	1	0	0	3415
Clayfield	1	1	0	1	51
Clayfield	1	1	1	0	531
Clayfield	1	1	1	1	39
Condamine					165
Condamine	0	0	0	1	609
Condamine	0	0	1	0	131
Condamine	0	0	1	1	54
Condamine	0	1	0	0	882
Condamine	0	1	0	1	95
Condamine	0	1	1	0	147
Condamine	0	1	1	1	25
Condamine	1	0	0	1	1210
Condamine	1	0	1	0	474
Condamine	1	0	1	1	264
Condamine	1	1	0	0	3604
Condamine	1	1	0	1	201
Condamine	1	1	1	0	727
Condamine	1	1	1	1	160
Cook					300
Cook	0	0	0	1	827
Cook	0	0	1	0	114
Cook	0	0	1	1	44
Cook	0	1	0	0	1294
Cook	0	1	0	1	210
Cook	0	1	1	0	130
Cook	0	1	1	1	62
Cook	1	0	0	1	785
Cook	1	0	1	0	212
Cook	1	0	1	1	156
Cook	1	1	0	0	2699
Cook	1	1	0	1	346
Cook	1	1	1	0	390
Cook	1	1	1	1	122
Coomera					271
Coomera	0	0	0	1	1019
Coomera	0	0	1	0	307
Coomera	0	0	1	1	154
Coomera	0	1	0	0	2068
Coomera	0	1	0	1	195
Coomera	0	1	1	0	345
Coomera	0	1	1	1	91
Coomera	1	0	0	1	1551
Coomera	1	0	1	0	776
Coomera	1	0	1	1	447
Coomera	1	1	0	0	6997
Coomera	1	1	0	1	451
Coomera	1	1	1	0	1166
Coomera	1	1	1	1	234
Cooper					259
Cooper	0	0	0	1	513
Cooper	0	0	1	0	298
Cooper	0	0	1	1	91
Cooper	0	1	0	0	589
Cooper	0	1	0	1	26
Cooper	0	1	1	0	159
Cooper	0	1	1	1	7
Cooper	1	0	0	1	841
Cooper	1	0	1	0	888
Cooper	1	0	1	1	325
Cooper	1	1	0	0	3767
Cooper	1	1	0	1	60
Cooper	1	1	1	0	861
Cooper	1	1	1	1	62
Currumbin					174
Currumbin	0	0	0	1	807
Currumbin	0	0	1	0	212
Currumbin	0	0	1	1	78
Currumbin	0	1	0	0	772
Currumbin	0	1	0	1	70
Currumbin	0	1	1	0	136
Currumbin	0	1	1	1	20
Currumbin	1	0	0	1	995
Currumbin	1	0	1	0	425
Currumbin	1	0	1	1	245
Currumbin	1	1	0	0	2959
Currumbin	1	1	0	1	148
Currumbin	1	1	1	0	500
Currumbin	1	1	1	1	68
Everton					207
Everton	0	0	0	1	723
Everton	0	0	1	0	259
Everton	0	0	1	1	103
Everton	0	1	0	0	833
Everton	0	1	0	1	49
Everton	0	1	1	0	160
Everton	0	1	1	1	19
Everton	1	0	0	1	1143
Everton	1	0	1	0	746
Everton	1	0	1	1	403
Everton	1	1	0	0	4062
Everton	1	1	0	1	132
Everton	1	1	1	0	820
Everton	1	1	1	1	97
Ferny Grove					209
Ferny Grove	0	0	0	1	672
Ferny Grove	0	0	1	0	255
Ferny Grove	0	0	1	1	114
Ferny Grove	0	1	0	0	801
Ferny Grove	0	1	0	1	48
Ferny Grove	0	1	1	0	180
Ferny Grove	0	1	1	1	36
Ferny Grove	1	0	0	1	930
Ferny Grove	1	0	1	0	616
Ferny Grove	1	0	1	1	334
Ferny Grove	1	1	0	0	4179
Ferny Grove	1	1	0	1	125
Ferny Grove	1	1	1	0	755
Ferny Grove	1	1	1	1	92
Gaven					199
Gaven	0	0	0	1	1035
Gaven	0	0	1	0	206
Gaven	0	0	1	1	115
Gaven	0	1	0	0	953
Gaven	0	1	0	1	111
Gaven	0	1	1	0	183
Gaven	0	1	1	1	35
Gaven	1	0	0	1	1229
Gaven	1	0	1	0	476
Gaven	1	0	1	1	261
Gaven	1	1	0	0	3248
Gaven	1	1	0	1	180
Gaven	1	1	1	0	584
Gaven	1	1	1	1	101
Gladstone					161
Gladstone	0	0	0	1	612
Gladstone	0	0	1	0	186
Gladstone	0	0	1	1	57
Gladstone	0	1	0	0	1166
Gladstone	0	1	0	1	102
Gladstone	0	1	1	0	191
Gladstone	0	1	1	1	29
Gladstone	1	0	0	1	783
Gladstone	1	0	1	0	456
Gladstone	1	0	1	1	205
Gladstone	1	1	0	0	3291
Gladstone	1	1	0	1	186
Gladstone	1	1	1	0	638
Gladstone	1	1	1	1	110
Glass House					126
Glass House	0	0	0	1	713
Glass House	0	0	1	0	124
Glass House	0	0	1	1	53
Glass House	0	1	0	0	682
Glass House	0	1	0	1	75
Glass House	0	1	1	0	106
Glass House	0	1	1	1	26
Glass House	1	0	0	1	1251
Glass House	1	0	1	0	412
Glass House	1	0	1	1	261
Glass House	1	1	0	0	2710
Glass House	1	1	0	1	196
Glass House	1	1	1	0	574
Glass House	1	1	1	1	94
Greenslopes					406
Greenslopes	0	0	0	1	630
Greenslopes	0	0	1	0	245
Greenslopes	0	0	1	1	89
Greenslopes	0	1	0	0	674
Greenslopes	0	1	0	1	32
Greenslopes	0	1	1	0	106
Greenslopes	0	1	1	1	13
Greenslopes	1	0	0	1	638
Greenslopes	1	0	1	0	686
Greenslopes	1	0	1	1	292
Greenslopes	1	1	0	0	3824
Greenslopes	1	1	0	1	75
Greenslopes	1	1	1	0	584
Greenslopes	1	1	1	1	47
Gregory					143
Gregory	0	0	0	1	383
Gregory	0	0	1	0	89
Gregory	0	0	1	1	30
Gregory	0	1	0	0	712
Gregory	0	1	0	1	76
Gregory	0	1	1	0	99
Gregory	0	1	1	1	17
Gregory	1	0	0	1	559
Gregory	1	0	1	0	248
Gregory	1	0	1	1	118
Gregory	1	1	0	0	2614
Gregory	1	1	0	1	135
Gregory	1	1	1	0	434
Gregory	1	1	1	1	58
Gympie					175
Gympie	0	0	0	1	996
Gympie	0	0	1	0	183
Gympie	0	0	1	1	58
Gympie	0	1	0	0	1008
Gympie	0	1	0	1	104
Gympie	0	1	1	0	184
Gympie	0	1	1	1	46
Gympie	1	0	0	1	1122
Gympie	1	0	1	0	317
Gympie	1	0	1	1	171
Gympie	1	1	0	0	2412
Gympie	1	1	0	1	217
Gympie	1	1	1	0	479
Gympie	1	1	1	1	111
Hervey Bay					214
Hervey Bay	0	0	0	1	986
Hervey Bay	0	0	1	0	206
Hervey Bay	0	0	1	1	55
Hervey Bay	0	1	0	0	1178
Hervey Bay	0	1	0	1	149
Hervey Bay	0	1	1	0	209
Hervey Bay	0	1	1	1	45
Hervey Bay	1	0	0	1	923
Hervey Bay	1	0	1	0	281
Hervey Bay	1	0	1	1	158
Hervey Bay	1	1	0	0	2151
Hervey Bay	1	1	0	1	193
Hervey Bay	1	1	1	0	441
Hervey Bay	1	1	1	1	90
Hill					225
Hill	0	0	0	1	826
Hill	0	0	1	0	173
Hill	0	0	1	1	55
Hill	0	1	0	0	964
Hill	0	1	0	1	123
Hill	0	1	1	0	184
Hill	0	1	1	1	39
Hill	1	0	0	1	986
Hill	1	0	1	0	330
Hill	1	0	1	1	149
Hill	1	1	0	0	2614
Hill	1	1	0	1	180
Hill	1	1	1	0	494
Hill	1	1	1	1	102
Hinchinbrook					144
Hinchinbrook	0	0	0	1	607
Hinchinbrook	0	0	1	0	122
Hinchinbrook	0	0	1	1	74
Hinchinbrook	0	1	0	0	989
Hinchinbrook	0	1	0	1	97
Hinchinbrook	0	1	1	0	155
Hinchinbrook	0	1	1	1	28
Hinchinbrook	1	0	0	1	911
Hinchinbrook	1	0	1	0	388
Hinchinbrook	1	0	1	1	201
Hinchinbrook	1	1	0	0	3668
Hinchinbrook	1	1	0	1	209
Hinchinbrook	1	1	1	0	566
Hinchinbrook	1	1	1	1	86
Inala					371
Inala	0	0	0	1	1278
Inala	0	0	1	0	313
Inala	0	0	1	1	181
Inala	0	1	0	0	1419
Inala	0	1	0	1	153
Inala	0	1	1	0	285
Inala	0	1	1	1	83
Inala	1	0	0	1	1256
Inala	1	0	1	0	604
Inala	1	0	1	1	390
Inala	1	1	0	0	3932
Inala	1	1	0	1	232
Inala	1	1	1	0	701
Inala	1	1	1	1	218
Ipswich					255
Ipswich	0	0	0	1	962
Ipswich	0	0	1	0	222
Ipswich	0	0	1	1	68
Ipswich	0	1	0	0	1348
Ipswich	0	1	0	1	138
Ipswich	0	1	1	0	215
Ipswich	0	1	1	1	37
Ipswich	1	0	0	1	971
Ipswich	1	0	1	0	325
Ipswich	1	0	1	1	209
Ipswich	1	1	0	0	3128
Ipswich	1	1	0	1	180
Ipswich	1	1	1	0	504
Ipswich	1	1	1	1	104
Ipswich West					202
Ipswich West	0	0	0	1	966
Ipswich West	0	0	1	0	211
Ipswich West	0	0	1	1	83
Ipswich West	0	1	0	0	1345
Ipswich West	0	1	0	1	164
Ipswich West	0	1	1	0	229
Ipswich West	0	1	1	1	62
Ipswich West	1	0	0	1	1113
Ipswich West	1	0	1	0	426
Ipswich West	1	0	1	1	264
Ipswich West	1	1	0	0	3143
Ipswich West	1	1	0	1	214
Ipswich West	1	1	1	0	550
Ipswich West	1	1	1	1	127
Jordan					193
Jordan	0	0	0	1	733
Jordan	0	0	1	0	245
Jordan	0	0	1	1	138
Jordan	0	1	0	0	1346
Jordan	0	1	0	1	133
Jordan	0	1	1	0	260
Jordan	0	1	1	1	58
Jordan	1	0	0	1	1396
Jordan	1	0	1	0	750
Jordan	1	0	1	1	432
Jordan	1	1	0	0	6306
Jordan	1	1	0	1	330
Jordan	1	1	1	0	1082
Jordan	1	1	1	1	219
Kawana					165
Kawana	0	0	0	1	823
Kawana	0	0	1	0	227
Kawana	0	0	1	1	81
Kawana	0	1	0	0	854
Kawana	0	1	0	1	81
Kawana	0	1	1	0	183
Kawana	0	1	1	1	33
Kawana	1	0	0	1	1006
Kawana	1	0	1	0	503
Kawana	1	0	1	1	299
Kawana	1	1	0	0	3054
Kawana	1	1	0	1	164
Kawana	1	1	1	0	622
Kawana	1	1	1	1	103
Keppel					183
Keppel	0	0	0	1	729
Keppel	0	0	1	0	162
Keppel	0	0	1	1	71
Keppel	0	1	0	0	958
Keppel	0	1	0	1	88
Keppel	0	1	1	0	175
Keppel	0	1	1	1	52
Keppel	1	0	0	1	1017
Keppel	1	0	1	0	366
Keppel	1	0	1	1	249
Keppel	1	1	0	0	3190
Keppel	1	1	0	1	235
Keppel	1	1	1	0	601
Keppel	1	1	1	1	114
Kurwongbah					176
Kurwongbah	0	0	0	1	883
Kurwongbah	0	0	1	0	243
Kurwongbah	0	0	1	1	121
Kurwongbah	0	1	0	0	1202
Kurwongbah	0	1	0	1	146
Kurwongbah	0	1	1	0	220
Kurwongbah	0	1	1	1	55
Kurwongbah	1	0	0	1	1283
Kurwongbah	1	0	1	0	514
Kurwongbah	1	0	1	1	390
Kurwongbah	1	1	0	0	4075
Kurwongbah	1	1	0	1	265
Kurwongbah	1	1	1	0	812
Kurwongbah	1	1	1	1	170
Lockyer					198
Lockyer	0	0	0	1	829
Lockyer	0	0	1	0	150
Lockyer	0	0	1	1	79
Lockyer	0	1	0	0	989
Lockyer	0	1	0	1	133
Lockyer	0	1	1	0	189
Lockyer	0	1	1	1	45
Lockyer	1	0	0	1	1141
Lockyer	1	0	1	0	363
Lockyer	1	0	1	1	227
Lockyer	1	1	0	0	3011
Lockyer	1	1	0	1	246
Lockyer	1	1	1	0	611
Lockyer	1	1	1	1	136
Logan					204
Logan	0	0	0	1	1007
Logan	0	0	1	0	195
Logan	0	0	1	1	91
Logan	0	1	0	0	1571
Logan	0	1	0	1	150
Logan	0	1	1	0	216
Logan	0	1	1	1	53
Logan	1	0	0	1	1562
Logan	1	0	1	0	464
Logan	1	0	1	1	373
Logan	1	1	0	0	4452
Logan	1	1	0	1	293
Logan	1	1	1	0	726
Logan	1	1	1	1	197
Lytton					245
Lytton	0	0	0	1	964
Lytton	0	0	1	0	246
Lytton	0	0	1	1	98
Lytton	0	1	0	0	1078
Lytton	0	1	0	1	59
Lytton	0	1	1	0	188
Lytton	0	1	1	1	17
Lytton	1	0	0	1	1124
Lytton	1	0	1	0	639
Lytton	1	0	1	1	293
Lytton	1	1	0	0	3851
Lytton	1	1	0	1	147
Lytton	1	1	1	0	628
Lytton	1	1	1	1	87
Macalister					275
Macalister	0	0	0	1	1145
Macalister	0	0	1	0	233
Macalister	0	0	1	1	128
Macalister	0	1	0	0	1512
Macalister	0	1	0	1	176
Macalister	0	1	1	0	241
Macalister	0	1	1	1	62
Macalister	1	0	0	1	1199
Macalister	1	0	1	0	415
Macalister	1	0	1	1	250
Macalister	1	1	0	0	3644
Macalister	1	1	0	1	228
Macalister	1	1	1	0	618
Macalister	1	1	1	1	167
Mackay					271
Mackay	0	0	0	1	871
Mackay	0	0	1	0	205
Mackay	0	0	1	1	74
Mackay	0	1	0	0	1230
Mackay	0	1	0	1	94
Mackay	0	1	1	0	185
Mackay	0	1	1	1	29
Mackay	1	0	0	1	996
Mackay	1	0	1	0	378
Mackay	1	0	1	1	223
Mackay	1	1	0	0	3072
Mackay	1	1	0	1	226
Mackay	1	1	1	0	520
Mackay	1	1	1	1	94
Maiwar					544
Maiwar	0	0	0	1	441
Maiwar	0	0	1	0	379
Maiwar	0	0	1	1	82
Maiwar	0	1	0	0	695
Maiwar	0	1	0	1	33
Maiwar	0	1	1	0	151
Maiwar	0	1	1	1	8
Maiwar	1	0	0	1	636
Maiwar	1	0	1	0	803
Maiwar	1	0	1	1	251
Maiwar	1	1	0	0	3764
Maiwar	1	1	0	1	42
Maiwar	1	1	1	0	724
Maiwar	1	1	1	1	34
Mansfield					305
Mansfield	0	0	0	1	792
Mansfield	0	0	1	0	284
Mansfield	0	0	1	1	119
Mansfield	0	1	0	0	797
Mansfield	0	1	0	1	54
Mansfield	0	1	1	0	183
Mansfield	0	1	1	1	28
Mansfield	1	0	0	1	1110
Mansfield	1	0	1	0	781
Mansfield	1	0	1	1	373
Mansfield	1	1	0	0	4408
Mansfield	1	1	0	1	117
Mansfield	1	1	1	0	967
Mansfield	1	1	1	1	102
Maroochydore					191
Maroochydore	0	0	0	1	810
Maroochydore	0	0	1	0	273
Maroochydore	0	0	1	1	60
Maroochydore	0	1	0	0	781
Maroochydore	0	1	0	1	51
Maroochydore	0	1	1	0	115
Maroochydore	0	1	1	1	11
Maroochydore	1	0	0	1	697
Maroochydore	1	0	1	0	376
Maroochydore	1	0	1	1	170
Maroochydore	1	1	0	0	2382
Maroochydore	1	1	0	1	95
Maroochydore	1	1	1	0	343
Maroochydore	1	1	1	1	43
Maryborough					188
Maryborough	0	0	0	1	945
Maryborough	0	0	1	0	155
Maryborough	0	0	1	1	55
Maryborough	0	1	0	0	1021
Maryborough	0	1	0	1	113
Maryborough	0	1	1	0	149
Maryborough	0	1	1	1	41
Maryborough	1	0	0	1	1088
Maryborough	1	0	1	0	304
Maryborough	1	0	1	1	169
Maryborough	1	1	0	0	2231
Maryborough	1	1	0	1	211
Maryborough	1	1	1	0	461
Maryborough	1	1	1	1	89
McConnel					488
McConnel	0	0	0	1	463
McConnel	0	0	1	0	288
McConnel	0	0	1	1	35
McConnel	0	1	0	0	624
McConnel	0	1	0	1	16
McConnel	0	1	1	0	77
McConnel	1	0	0	1	355
McConnel	1	0	1	0	360
McConnel	1	0	1	1	83
McConnel	1	1	0	0	2280
McConnel	1	1	0	1	25
McConnel	1	1	1	0	249
McConnel	1	1	1	1	8
Mermaid Beach					228
Mermaid Beach	0	0	0	1	851
Mermaid Beach	0	0	1	0	310
Mermaid Beach	0	0	1	1	96
Mermaid Beach	0	1	0	0	892
Mermaid Beach	0	1	0	1	48
Mermaid Beach	0	1	1	0	158
Mermaid Beach	0	1	1	1	17
Mermaid Beach	1	0	0	1	954
Mermaid Beach	1	0	1	0	535
Mermaid Beach	1	0	1	1	267
Mermaid Beach	1	1	0	0	3203
Mermaid Beach	1	1	0	1	125
Mermaid Beach	1	1	1	0	512
Mermaid Beach	1	1	1	1	51
Miller					306
Miller	0	0	0	1	548
Miller	0	0	1	0	227
Miller	0	0	1	1	62
Miller	0	1	0	0	596
Miller	0	1	0	1	30
Miller	0	1	1	0	128
Miller	0	1	1	1	15
Miller	1	0	0	1	736
Miller	1	0	1	0	750
Miller	1	0	1	1	321
Miller	1	1	0	0	3655
Miller	1	1	0	1	60
Miller	1	1	1	0	688
Miller	1	1	1	1	57
Mirani					153
Mirani	0	0	0	1	552
Mirani	0	0	1	0	104
Mirani	0	0	1	1	58
Mirani	0	1	0	0	674
Mirani	0	1	0	1	77
Mirani	0	1	1	0	125
Mirani	0	1	1	1	16
Mirani	1	0	0	1	1172
Mirani	1	0	1	0	357
Mirani	1	0	1	1	242
Mirani	1	1	0	0	3090
Mirani	1	1	0	1	212
Mirani	1	1	1	0	535
Mirani	1	1	1	1	115
Moggill					116
Moggill	0	0	0	1	478
Moggill	0	0	1	0	264
Moggill	0	0	1	1	75
Moggill	0	1	0	0	535
Moggill	0	1	0	1	41
Moggill	0	1	1	0	175
Moggill	0	1	1	1	22
Moggill	1	0	0	1	1170
Moggill	1	0	1	0	1021
Moggill	1	0	1	1	432
Moggill	1	1	0	0	4006
Moggill	1	1	0	1	110
Moggill	1	1	1	0	1013
Moggill	1	1	1	1	78
Morayfield					272
Morayfield	0	0	0	1	1237
Morayfield	0	0	1	0	267
Morayfield	0	0	1	1	112
Morayfield	0	1	0	0	1702
Morayfield	0	1	0	1	188
Morayfield	0	1	1	0	245
Morayfield	0	1	1	1	84
Morayfield	1	0	0	1	1207
Morayfield	1	0	1	0	359
Morayfield	1	0	1	1	230
Morayfield	1	1	0	0	3087
Morayfield	1	1	0	1	277
Morayfield	1	1	1	0	545
Morayfield	1	1	1	1	158
Mount Ommaney					209
Mount Ommaney	0	0	0	1	730
Mount Ommaney	0	0	1	0	272
Mount Ommaney	0	0	1	1	100
Mount Ommaney	0	1	0	0	667
Mount Ommaney	0	1	0	1	45
Mount Ommaney	0	1	1	0	151
Mount Ommaney	0	1	1	1	19
Mount Ommaney	1	0	0	1	1151
Mount Ommaney	1	0	1	0	829
Mount Ommaney	1	0	1	1	359
Mount Ommaney	1	1	0	0	3894
Mount Ommaney	1	1	0	1	106
Mount Ommaney	1	1	1	0	743
Mount Ommaney	1	1	1	1	77
Mudgeeraba					173
Mudgeeraba	0	0	0	1	913
Mudgeeraba	0	0	1	0	318
Mudgeeraba	0	0	1	1	123
Mudgeeraba	0	1	0	0	1037
Mudgeeraba	0	1	0	1	76
Mudgeeraba	0	1	1	0	235
Mudgeeraba	0	1	1	1	31
Mudgeeraba	1	0	0	1	1378
Mudgeeraba	1	0	1	0	726
Mudgeeraba	1	0	1	1	356
Mudgeeraba	1	1	0	0	4073
Mudgeeraba	1	1	0	1	186
Mudgeeraba	1	1	1	0	825
Mudgeeraba	1	1	1	1	115
Mulgrave					250
Mulgrave	0	0	0	1	925
Mulgrave	0	0	1	0	239
Mulgrave	0	0	1	1	100
Mulgrave	0	1	0	0	1423
Mulgrave	0	1	0	1	178
Mulgrave	0	1	1	0	234
Mulgrave	0	1	1	1	76
Mulgrave	1	0	0	1	994
Mulgrave	1	0	1	0	410
Mulgrave	1	0	1	1	230
Mulgrave	1	1	0	0	3417
Mulgrave	1	1	0	1	257
Mulgrave	1	1	1	0	612
Mulgrave	1	1	1	1	139
Mundingburra					286
Mundingburra	0	0	0	1	754
Mundingburra	0	0	1	0	207
Mundingburra	0	0	1	1	84
Mundingburra	0	1	0	0	943
Mundingburra	0	1	0	1	94
Mundingburra	0	1	1	0	175
Mundingburra	0	1	1	1	46
Mundingburra	1	0	0	1	834
Mundingburra	1	0	1	0	454
Mundingburra	1	0	1	1	207
Mundingburra	1	1	0	0	2514
Mundingburra	1	1	0	1	142
Mundingburra	1	1	1	0	569
Mundingburra	1	1	1	1	117
Murrumba					263
Murrumba	0	0	0	1	1068
Murrumba	0	0	1	0	307
Murrumba	0	0	1	1	127
Murrumba	0	1	0	0	1787
Murrumba	0	1	0	1	156
Murrumba	0	1	1	0	303
Murrumba	0	1	1	1	64
Murrumba	1	0	0	1	1133
Murrumba	1	0	1	0	514
Murrumba	1	0	1	1	329
Murrumba	1	1	0	0	5379
Murrumba	1	1	0	1	258
Murrumba	1	1	1	0	786
Murrumba	1	1	1	1	148
Nanango					234
Nanango	0	0	0	1	877
Nanango	0	0	1	0	177
Nanango	0	0	1	1	39
Nanango	0	1	0	0	954
Nanango	0	1	0	1	127
Nanango	0	1	1	0	145
Nanango	0	1	1	1	37
Nanango	1	0	0	1	970
Nanango	1	0	1	0	313
Nanango	1	0	1	1	151
Nanango	1	1	0	0	2204
Nanango	1	1	0	1	202
Nanango	1	1	1	0	466
Nanango	1	1	1	1	97
Nicklin					157
Nicklin	0	0	0	1	855
Nicklin	0	0	1	0	200
Nicklin	0	0	1	1	82
Nicklin	0	1	0	0	886
Nicklin	0	1	0	1	89
Nicklin	0	1	1	0	167
Nicklin	0	1	1	1	15
Nicklin	1	0	0	1	1103
Nicklin	1	0	1	0	387
Nicklin	1	0	1	1	222
Nicklin	1	1	0	0	2886
Nicklin	1	1	0	1	186
Nicklin	1	1	1	0	497
Nicklin	1	1	1	1	99
Ninderry					122
Ninderry	0	0	0	1	712
Ninderry	0	0	1	0	221
Ninderry	0	0	1	1	81
Ninderry	0	1	0	0	924
Ninderry	0	1	0	1	69
Ninderry	0	1	1	0	154
Ninderry	0	1	1	1	26
Ninderry	1	0	0	1	1125
Ninderry	1	0	1	0	521
Ninderry	1	0	1	1	273
Ninderry	1	1	0	0	4033
Ninderry	1	1	0	1	195
Ninderry	1	1	1	0	736
Ninderry	1	1	1	1	97
Noosa					100
Noosa	0	0	0	1	763
Noosa	0	0	1	0	232
Noosa	0	0	1	1	62
Noosa	0	1	0	0	626
Noosa	0	1	0	1	54
Noosa	0	1	1	0	154
Noosa	0	1	1	1	20
Noosa	1	0	0	1	908
Noosa	1	0	1	0	462
Noosa	1	0	1	1	218
Noosa	1	1	0	0	2480
Noosa	1	1	0	1	110
Noosa	1	1	1	0	535
Noosa	1	1	1	1	66
Nudgee					404
Nudgee	0	0	0	1	844
Nudgee	0	0	1	0	292
Nudgee	0	0	1	1	83
Nudgee	0	1	0	0	914
Nudgee	0	1	0	1	49
Nudgee	0	1	1	0	129
Nudgee	0	1	1	1	23
Nudgee	1	0	0	1	849
Nudgee	1	0	1	0	500
Nudgee	1	0	1	1	268
Nudgee	1	1	0	0	3994
Nudgee	1	1	0	1	93
Nudgee	1	1	1	0	506
Nudgee	1	1	1	1	60
Oodgeroo					147
Oodgeroo	0	0	0	1	643
Oodgeroo	0	0	1	0	224
Oodgeroo	0	0	1	1	84
Oodgeroo	0	1	0	0	630
Oodgeroo	0	1	0	1	54
Oodgeroo	0	1	1	0	160
Oodgeroo	0	1	1	1	21
Oodgeroo	1	0	0	1	1155
Oodgeroo	1	0	1	0	643
Oodgeroo	1	0	1	1	369
Oodgeroo	1	1	0	0	2418
Oodgeroo	1	1	0	1	135
Oodgeroo	1	1	1	0	641
Oodgeroo	1	1	1	1	94
Pine Rivers					204
Pine Rivers	0	0	0	1	761
Pine Rivers	0	0	1	0	203
Pine Rivers	0	0	1	1	96
Pine Rivers	0	1	0	0	896
Pine Rivers	0	1	0	1	76
Pine Rivers	0	1	1	0	170
Pine Rivers	0	1	1	1	25
Pine Rivers	1	0	0	1	1434
Pine Rivers	1	0	1	0	657
Pine Rivers	1	0	1	1	428
Pine Rivers	1	1	0	0	4033
Pine Rivers	1	1	0	1	198
Pine Rivers	1	1	1	0	787
Pine Rivers	1	1	1	1	136
Pumicestone					160
Pumicestone	0	0	0	1	875
Pumicestone	0	0	1	0	192
Pumicestone	0	0	1	1	62
Pumicestone	0	1	0	0	930
Pumicestone	0	1	0	1	94
Pumicestone	0	1	1	0	170
Pumicestone	0	1	1	1	29
Pumicestone	1	0	0	1	1003
Pumicestone	1	0	1	0	304
Pumicestone	1	0	1	1	180
Pumicestone	1	1	0	0	2212
Pumicestone	1	1	0	1	202
Pumicestone	1	1	1	0	413
Pumicestone	1	1	1	1	84
Redcliffe					219
Redcliffe	0	0	0	1	1166
Redcliffe	0	0	1	0	268
Redcliffe	0	0	1	1	89
Redcliffe	0	1	0	0	1043
Redcliffe	0	1	0	1	94
Redcliffe	0	1	1	0	167
Redcliffe	0	1	1	1	43
Redcliffe	1	0	0	1	1073
Redcliffe	1	0	1	0	376
Redcliffe	1	0	1	1	195
Redcliffe	1	1	0	0	2404
Redcliffe	1	1	0	1	138
Redcliffe	1	1	1	0	453
Redcliffe	1	1	1	1	88
Redlands					163
Redlands	0	0	0	1	874
Redlands	0	0	1	0	205
Redlands	0	0	1	1	110
Redlands	0	1	0	0	855
Redlands	0	1	0	1	91
Redlands	0	1	1	0	166
Redlands	0	1	1	1	35
Redlands	1	0	0	1	1286
Redlands	1	0	1	0	543
Redlands	1	0	1	1	331
Redlands	1	1	0	0	3190
Redlands	1	1	0	1	187
Redlands	1	1	1	0	575
Redlands	1	1	1	1	129
