SED_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Auburn	15-17	0	Both	63
Auburn	15-17	0	Father only	53
Auburn	15-17	0	Mother only	76
Auburn	15-17	0	Neither	370
Auburn	15-17	1		8
Auburn	15-17	1	Both	205
Auburn	15-17	1	Father only	137
Auburn	15-17	1	Mother only	241
Auburn	15-17	1	Neither	1475
Auburn	18-20	0		6
Auburn	18-20	0	Both	24
Auburn	18-20	0	Father only	24
Auburn	18-20	0	Mother only	39
Auburn	18-20	0	Neither	258
Auburn	18-20	1		3
Auburn	18-20	1	Both	91
Auburn	18-20	1	Father only	43
Auburn	18-20	1	Mother only	118
Auburn	18-20	1	Neither	1179
Auburn	21-24	0	Both	15
Auburn	21-24	0	Father only	8
Auburn	21-24	0	Mother only	11
Auburn	21-24	0	Neither	196
Auburn	21-24	1		3
Auburn	21-24	1	Both	42
Auburn	21-24	1	Father only	17
Auburn	21-24	1	Mother only	31
Auburn	21-24	1	Neither	801
Ballina	0-4	0		27
Ballina	0-4	0	Both	322
Ballina	0-4	0	Father only	40
Ballina	0-4	0	Mother only	67
Ballina	0-4	0	Neither	22
Ballina	0-4	1		16
Ballina	0-4	1	Both	2018
Ballina	0-4	1	Father only	409
Ballina	0-4	1	Mother only	362
Ballina	0-4	1	Neither	313
Ballina	5-9	0		23
Ballina	5-9	0	Both	538
Ballina	5-9	0	Father only	96
Ballina	5-9	0	Mother only	114
Ballina	5-9	0	Neither	49
Ballina	5-9	1		23
Ballina	5-9	1	Both	2077
Ballina	5-9	1	Father only	455
Ballina	5-9	1	Mother only	377
Ballina	5-9	1	Neither	333
Ballina	10-12	0		18
Ballina	10-12	0	Both	440
Ballina	10-12	0	Father only	79
Ballina	10-12	0	Mother only	106
Ballina	10-12	0	Neither	41
Ballina	10-12	1		14
Ballina	10-12	1	Both	1308
Ballina	10-12	1	Father only	237
Ballina	10-12	1	Mother only	243
Ballina	10-12	1	Neither	184
Ballina	13-14	0		10
Ballina	13-14	0	Both	327
Ballina	13-14	0	Father only	61
Ballina	13-14	0	Mother only	87
Ballina	13-14	0	Neither	45
Ballina	13-14	1		9
Ballina	13-14	1	Both	858
Ballina	13-14	1	Father only	153
Ballina	13-14	1	Mother only	154
Ballina	13-14	1	Neither	114
Ballina	15-17	0	Both	378
Ballina	15-17	0	Father only	62
Ballina	15-17	0	Mother only	117
Ballina	15-17	0	Neither	56
Ballina	15-17	1		3
Ballina	15-17	1	Both	980
Ballina	15-17	1	Father only	148
Ballina	15-17	1	Mother only	183
Ballina	15-17	1	Neither	154
Ballina	18-20	0	Both	80
Ballina	18-20	0	Father only	11
Ballina	18-20	0	Mother only	22
Ballina	18-20	0	Neither	6
Ballina	18-20	1	Both	230
Ballina	18-20	1	Father only	34
Ballina	18-20	1	Mother only	45
Ballina	18-20	1	Neither	38
Ballina	21-24	0	Both	35
Ballina	21-24	0	Father only	3
Ballina	21-24	1	Both	69
Ballina	21-24	1	Father only	9
Ballina	21-24	1	Mother only	21
Ballina	21-24	1	Neither	13
Balmain	0-4	0		13
Balmain	0-4	0	Both	131
Balmain	0-4	0	Father only	25
Balmain	0-4	0	Mother only	45
Balmain	0-4	0	Neither	63
Balmain	0-4	1		17
Balmain	0-4	1	Both	1643
Balmain	0-4	1	Father only	641
Balmain	0-4	1	Mother only	679
Balmain	0-4	1	Neither	902
Balmain	5-9	0		17
Balmain	5-9	0	Both	208
Balmain	5-9	0	Father only	64
Balmain	5-9	0	Mother only	99
Balmain	5-9	0	Neither	120
Balmain	5-9	1		18
Balmain	5-9	1	Both	1396
Balmain	5-9	1	Father only	548
Balmain	5-9	1	Mother only	642
Balmain	5-9	1	Neither	823
Balmain	10-12	0		9
Balmain	10-12	0	Both	161
Balmain	10-12	0	Father only	41
Balmain	10-12	0	Mother only	83
Balmain	10-12	0	Neither	102
Balmain	10-12	1		8
Balmain	10-12	1	Both	816
Balmain	10-12	1	Father only	282
Balmain	10-12	1	Mother only	332
Balmain	10-12	1	Neither	418
Balmain	13-14	0		5
Balmain	13-14	0	Both	109
Balmain	13-14	0	Father only	34
Balmain	13-14	0	Mother only	48
Balmain	13-14	0	Neither	63
Balmain	13-14	1	Both	490
Balmain	13-14	1	Father only	149
Balmain	13-14	1	Mother only	204
Balmain	13-14	1	Neither	232
Balmain	15-17	0		8
Balmain	15-17	0	Both	146
Balmain	15-17	0	Father only	58
Balmain	15-17	0	Mother only	64
Balmain	15-17	0	Neither	88
Balmain	15-17	1	Both	631
Balmain	15-17	1	Father only	180
Balmain	15-17	1	Mother only	227
Balmain	15-17	1	Neither	267
Balmain	18-20	0	Both	91
Balmain	18-20	0	Father only	36
Balmain	18-20	0	Mother only	41
Balmain	18-20	0	Neither	68
Balmain	18-20	1	Both	351
Balmain	18-20	1	Father only	109
Balmain	18-20	1	Mother only	133
Balmain	18-20	1	Neither	154
Balmain	21-24	0	Both	33
Balmain	21-24	0	Father only	13
Balmain	21-24	0	Mother only	23
Balmain	21-24	0	Neither	43
Balmain	21-24	1	Both	135
Balmain	21-24	1	Father only	38
Balmain	21-24	1	Mother only	48
Balmain	21-24	1	Neither	63
Bankstown	0-4	0		40
Bankstown	0-4	0	Both	355
Bankstown	0-4	0	Father only	87
Bankstown	0-4	0	Mother only	165
Bankstown	0-4	0	Neither	354
Bankstown	0-4	1		55
Bankstown	0-4	1	Both	1248
Bankstown	0-4	1	Father only	492
Bankstown	0-4	1	Mother only	805
Bankstown	0-4	1	Neither	2993
Bankstown	5-9	0		45
Bankstown	5-9	0	Both	307
Bankstown	5-9	0	Father only	92
Bankstown	5-9	0	Mother only	242
Bankstown	5-9	0	Neither	558
Bankstown	5-9	1		53
Bankstown	5-9	1	Both	959
Bankstown	5-9	1	Father only	388
Bankstown	5-9	1	Mother only	768
Bankstown	5-9	1	Neither	2809
Bankstown	10-12	0		35
Bankstown	10-12	0	Both	180
Bankstown	10-12	0	Father only	61
Bankstown	10-12	0	Mother only	139
Bankstown	10-12	0	Neither	422
Bankstown	10-12	1		27
Bankstown	10-12	1	Both	484
Bankstown	10-12	1	Father only	216
Bankstown	10-12	1	Mother only	448
Bankstown	10-12	1	Neither	1591
Bankstown	13-14	0		19
Bankstown	13-14	0	Both	105
Bankstown	13-14	0	Father only	31
Bankstown	13-14	0	Mother only	112
Bankstown	13-14	0	Neither	291
Bankstown	13-14	1		11
Bankstown	13-14	1	Both	291
Bankstown	13-14	1	Father only	131
Bankstown	13-14	1	Mother only	279
Bankstown	13-14	1	Neither	1074
Bankstown	15-17	0		16
Bankstown	15-17	0	Both	137
Bankstown	15-17	0	Father only	61
Bankstown	15-17	0	Mother only	118
Bankstown	15-17	0	Neither	455
Bankstown	15-17	1		4
Bankstown	15-17	1	Both	291
Bankstown	15-17	1	Father only	158
Bankstown	15-17	1	Mother only	356
Bankstown	15-17	1	Neither	1448
Bankstown	18-20	0		6
Bankstown	18-20	0	Both	32
Bankstown	18-20	0	Father only	17
Bankstown	18-20	0	Mother only	41
Bankstown	18-20	0	Neither	332
Bankstown	18-20	1		5
Bankstown	18-20	1	Both	112
Bankstown	18-20	1	Father only	59
Bankstown	18-20	1	Mother only	158
Bankstown	18-20	1	Neither	1082
Bankstown	21-24	0	Both	22
Bankstown	21-24	0	Father only	14
Bankstown	21-24	0	Mother only	19
Bankstown	21-24	0	Neither	207
Bankstown	21-24	1	Both	44
Bankstown	21-24	1	Father only	31
Bankstown	21-24	1	Mother only	65
Bankstown	21-24	1	Neither	652
Barwon	0-4	0		43
Barwon	0-4	0	Both	857
Barwon	0-4	0	Father only	12
Barwon	0-4	0	Mother only	24
Barwon	0-4	0	Neither	3
Barwon	0-4	1		17
Barwon	0-4	1	Both	2558
Barwon	0-4	1	Father only	133
Barwon	0-4	1	Mother only	71
Barwon	0-4	1	Neither	143
Barwon	5-9	0		40
Barwon	5-9	0	Both	1078
Barwon	5-9	0	Father only	20
Barwon	5-9	0	Mother only	35
Barwon	5-9	0	Neither	18
Barwon	5-9	1		18
Barwon	5-9	1	Both	2481
Barwon	5-9	1	Father only	110
Barwon	5-9	1	Mother only	66
Barwon	5-9	1	Neither	127
Barwon	10-12	0		17
Barwon	10-12	0	Both	667
Barwon	10-12	0	Father only	14
Barwon	10-12	0	Mother only	20
Barwon	10-12	0	Neither	7
Barwon	10-12	1		21
Barwon	10-12	1	Both	1588
Barwon	10-12	1	Father only	60
Barwon	10-12	1	Mother only	36
Barwon	10-12	1	Neither	54
Barwon	13-14	0		16
Barwon	13-14	0	Both	448
Barwon	13-14	0	Father only	19
Barwon	13-14	0	Mother only	13
Barwon	13-14	0	Neither	6
Barwon	13-14	1		6
Barwon	13-14	1	Both	896
Barwon	13-14	1	Father only	35
Barwon	13-14	1	Mother only	24
Barwon	13-14	1	Neither	31
Barwon	15-17	0		10
Barwon	15-17	0	Both	428
Barwon	15-17	0	Father only	14
Barwon	15-17	0	Mother only	14
Barwon	15-17	0	Neither	9
Barwon	15-17	1	Both	1020
Barwon	15-17	1	Father only	28
Barwon	15-17	1	Mother only	27
Barwon	15-17	1	Neither	35
Barwon	18-20	0	Both	47
Barwon	18-20	1	Both	173
Barwon	18-20	1	Father only	10
Barwon	18-20	1	Mother only	7
Barwon	18-20	1	Neither	8
Barwon	21-24	0	Both	7
Barwon	21-24	1	Both	40
Barwon	21-24	1	Mother only	3
Barwon	21-24	1	Neither	3
Bathurst	0-4	0		31
Bathurst	0-4	0	Both	663
Bathurst	0-4	0	Father only	23
Bathurst	0-4	0	Mother only	33
Bathurst	0-4	0	Neither	11
Bathurst	0-4	1		10
Bathurst	0-4	1	Both	2720
Bathurst	0-4	1	Father only	135
Bathurst	0-4	1	Mother only	121
Bathurst	0-4	1	Neither	235
Bathurst	5-9	0		31
Bathurst	5-9	0	Both	988
Bathurst	5-9	0	Father only	49
Bathurst	5-9	0	Mother only	51
Bathurst	5-9	0	Neither	20
Bathurst	5-9	1		17
Bathurst	5-9	1	Both	2854
Bathurst	5-9	1	Father only	162
Bathurst	5-9	1	Mother only	155
Bathurst	5-9	1	Neither	215
Bathurst	10-12	0		16
Bathurst	10-12	0	Both	622
Bathurst	10-12	0	Father only	20
Bathurst	10-12	0	Mother only	46
Bathurst	10-12	0	Neither	23
Bathurst	10-12	1		15
Bathurst	10-12	1	Both	1796
Bathurst	10-12	1	Father only	125
Bathurst	10-12	1	Mother only	121
Bathurst	10-12	1	Neither	102
Bathurst	13-14	0		13
Bathurst	13-14	0	Both	469
Bathurst	13-14	0	Father only	18
Bathurst	13-14	0	Mother only	40
Bathurst	13-14	0	Neither	19
Bathurst	13-14	1		10
Bathurst	13-14	1	Both	1169
Bathurst	13-14	1	Father only	66
Bathurst	13-14	1	Mother only	79
Bathurst	13-14	1	Neither	79
Bathurst	15-17	0	Both	508
Bathurst	15-17	0	Father only	30
Bathurst	15-17	0	Mother only	38
Bathurst	15-17	0	Neither	28
Bathurst	15-17	1		4
Bathurst	15-17	1	Both	1366
Bathurst	15-17	1	Father only	91
Bathurst	15-17	1	Mother only	107
Bathurst	15-17	1	Neither	84
Bathurst	18-20	0		4
Bathurst	18-20	0	Both	91
Bathurst	18-20	0	Father only	4
Bathurst	18-20	0	Mother only	8
Bathurst	18-20	0	Neither	9
Bathurst	18-20	1	Both	322
Bathurst	18-20	1	Father only	24
Bathurst	18-20	1	Mother only	32
Bathurst	18-20	1	Neither	38
Bathurst	21-24	0		3
Bathurst	21-24	0	Both	23
Bathurst	21-24	0	Neither	4
Bathurst	21-24	1	Both	88
Bathurst	21-24	1	Father only	11
Bathurst	21-24	1	Mother only	6
Bathurst	21-24	1	Neither	10
Baulkham Hills	0-4	0		4
Baulkham Hills	0-4	0	Both	91
Baulkham Hills	0-4	0	Father only	17
Baulkham Hills	0-4	0	Mother only	23
Baulkham Hills	0-4	0	Neither	75
Baulkham Hills	0-4	1		19
Baulkham Hills	0-4	1	Both	1158
Baulkham Hills	0-4	1	Father only	390
Baulkham Hills	0-4	1	Mother only	324
Baulkham Hills	0-4	1	Neither	2459
Baulkham Hills	5-9	0	Both	168
Baulkham Hills	5-9	0	Father only	28
Baulkham Hills	5-9	0	Mother only	50
Baulkham Hills	5-9	0	Neither	202
Baulkham Hills	5-9	1		24
Baulkham Hills	5-9	1	Both	1406
Baulkham Hills	5-9	1	Father only	440
Baulkham Hills	5-9	1	Mother only	434
Baulkham Hills	5-9	1	Neither	3752
Baulkham Hills	10-12	0		5
Baulkham Hills	10-12	0	Both	142
Baulkham Hills	10-12	0	Father only	30
Baulkham Hills	10-12	0	Mother only	34
Baulkham Hills	10-12	0	Neither	162
Baulkham Hills	10-12	1		6
Baulkham Hills	10-12	1	Both	978
Baulkham Hills	10-12	1	Father only	282
Baulkham Hills	10-12	1	Mother only	260
Baulkham Hills	10-12	1	Neither	1871
Baulkham Hills	13-14	0		3
Baulkham Hills	13-14	0	Both	119
Baulkham Hills	13-14	0	Father only	29
Baulkham Hills	13-14	0	Mother only	26
Baulkham Hills	13-14	0	Neither	102
Baulkham Hills	13-14	1		3
Baulkham Hills	13-14	1	Both	746
Baulkham Hills	13-14	1	Father only	155
Baulkham Hills	13-14	1	Mother only	170
Baulkham Hills	13-14	1	Neither	1056
Baulkham Hills	15-17	0		3
Baulkham Hills	15-17	0	Both	173
Baulkham Hills	15-17	0	Father only	31
Baulkham Hills	15-17	0	Mother only	39
Baulkham Hills	15-17	0	Neither	150
Baulkham Hills	15-17	1		5
Baulkham Hills	15-17	1	Both	942
Baulkham Hills	15-17	1	Father only	191
Baulkham Hills	15-17	1	Mother only	243
Baulkham Hills	15-17	1	Neither	1294
Baulkham Hills	18-20	0	Both	91
Baulkham Hills	18-20	0	Father only	25
Baulkham Hills	18-20	0	Mother only	21
Baulkham Hills	18-20	0	Neither	124
Baulkham Hills	18-20	1		3
Baulkham Hills	18-20	1	Both	523
Baulkham Hills	18-20	1	Father only	126
Baulkham Hills	18-20	1	Mother only	131
Baulkham Hills	18-20	1	Neither	961
Baulkham Hills	21-24	0	Both	45
Baulkham Hills	21-24	0	Father only	15
Baulkham Hills	21-24	0	Mother only	11
Baulkham Hills	21-24	0	Neither	103
Baulkham Hills	21-24	1	Both	263
Baulkham Hills	21-24	1	Father only	54
Baulkham Hills	21-24	1	Mother only	71
Baulkham Hills	21-24	1	Neither	674
Bega	0-4	0		21
Bega	0-4	0	Both	456
Bega	0-4	0	Father only	22
Bega	0-4	0	Mother only	43
Bega	0-4	0	Neither	3
Bega	0-4	1		6
Bega	0-4	1	Both	1948
Bega	0-4	1	Father only	130
Bega	0-4	1	Mother only	121
Bega	0-4	1	Neither	111
Bega	5-9	0		28
Bega	5-9	0	Both	670
Bega	5-9	0	Father only	52
Bega	5-9	0	Mother only	40
Bega	5-9	0	Neither	11
Bega	5-9	1		7
Bega	5-9	1	Both	2072
Bega	5-9	1	Father only	188
Bega	5-9	1	Mother only	162
Bega	5-9	1	Neither	105
Bega	10-12	0		19
Bega	10-12	0	Both	526
Bega	10-12	0	Father only	30
Bega	10-12	0	Mother only	57
Bega	10-12	0	Neither	8
Bega	10-12	1		11
Bega	10-12	1	Both	1367
Bega	10-12	1	Father only	117
Bega	10-12	1	Mother only	102
Bega	10-12	1	Neither	55
Bega	13-14	0		12
Bega	13-14	0	Both	377
Bega	13-14	0	Father only	33
Bega	13-14	0	Mother only	32
Bega	13-14	0	Neither	9
Bega	13-14	1		5
Bega	13-14	1	Both	892
Bega	13-14	1	Father only	78
Bega	13-14	1	Mother only	87
Bega	13-14	1	Neither	41
Bega	15-17	0		10
Bega	15-17	0	Both	397
Bega	15-17	0	Father only	23
Bega	15-17	0	Mother only	42
Bega	15-17	0	Neither	21
Bega	15-17	1		6
Bega	15-17	1	Both	988
Bega	15-17	1	Father only	72
Bega	15-17	1	Mother only	86
Bega	15-17	1	Neither	59
Bega	18-20	0		4
Bega	18-20	0	Both	53
Bega	18-20	0	Father only	7
Bega	18-20	0	Mother only	16
Bega	18-20	0	Neither	4
Bega	18-20	1	Both	190
Bega	18-20	1	Father only	22
Bega	18-20	1	Mother only	22
Bega	18-20	1	Neither	15
Bega	21-24	0	Both	18
Bega	21-24	0	Father only	4
Bega	21-24	1	Both	35
Bega	21-24	1	Father only	5
Bega	21-24	1	Mother only	9
Bega	21-24	1	Neither	3
Blacktown	0-4	0		20
Blacktown	0-4	0	Both	380
Blacktown	0-4	0	Father only	49
Blacktown	0-4	0	Mother only	101
Blacktown	0-4	0	Neither	190
Blacktown	0-4	1		11
Blacktown	0-4	1	Both	1081
Blacktown	0-4	1	Father only	335
Blacktown	0-4	1	Mother only	380
Blacktown	0-4	1	Neither	3369
Blacktown	5-9	0		38
Blacktown	5-9	0	Both	457
Blacktown	5-9	0	Father only	70
Blacktown	5-9	0	Mother only	118
Blacktown	5-9	0	Neither	276
Blacktown	5-9	1		6
Blacktown	5-9	1	Both	1007
Blacktown	5-9	1	Father only	263
Blacktown	5-9	1	Mother only	321
Blacktown	5-9	1	Neither	3068
Blacktown	10-12	0		22
Blacktown	10-12	0	Both	300
Blacktown	10-12	0	Father only	40
Blacktown	10-12	0	Mother only	74
Blacktown	10-12	0	Neither	227
Blacktown	10-12	1		15
Blacktown	10-12	1	Both	579
Blacktown	10-12	1	Father only	132
Blacktown	10-12	1	Mother only	172
Blacktown	10-12	1	Neither	1626
Blacktown	13-14	0		16
Blacktown	13-14	0	Both	230
Blacktown	13-14	0	Father only	38
Blacktown	13-14	0	Mother only	72
Blacktown	13-14	0	Neither	170
Blacktown	13-14	1		15
Blacktown	13-14	1	Both	356
Blacktown	13-14	1	Father only	82
Blacktown	13-14	1	Mother only	134
Blacktown	13-14	1	Neither	971
Blacktown	15-17	0		8
Blacktown	15-17	0	Both	245
Blacktown	15-17	0	Father only	39
Blacktown	15-17	0	Mother only	68
Blacktown	15-17	0	Neither	262
Blacktown	15-17	1	Both	420
Blacktown	15-17	1	Father only	106
Blacktown	15-17	1	Mother only	137
Blacktown	15-17	1	Neither	1269
Blacktown	18-20	0		7
Blacktown	18-20	0	Both	68
Blacktown	18-20	0	Father only	22
Blacktown	18-20	0	Mother only	20
Blacktown	18-20	0	Neither	144
Blacktown	18-20	1	Both	189
Blacktown	18-20	1	Father only	54
Blacktown	18-20	1	Mother only	62
Blacktown	18-20	1	Neither	862
Blacktown	21-24	0	Both	30
Blacktown	21-24	0	Father only	12
Blacktown	21-24	0	Mother only	15
Blacktown	21-24	0	Neither	98
Blacktown	21-24	1	Both	63
Blacktown	21-24	1	Father only	14
Blacktown	21-24	1	Mother only	26
Blacktown	21-24	1	Neither	527
Blue Mountains	0-4	0		9
Blue Mountains	0-4	0	Both	264
Blue Mountains	0-4	0	Father only	26
Blue Mountains	0-4	0	Mother only	33
Blue Mountains	0-4	0	Neither	10
Blue Mountains	0-4	1		11
Blue Mountains	0-4	1	Both	2336
Blue Mountains	0-4	1	Father only	289
Blue Mountains	0-4	1	Mother only	290
Blue Mountains	0-4	1	Neither	156
Blue Mountains	5-9	0		18
Blue Mountains	5-9	0	Both	498
Blue Mountains	5-9	0	Father only	58
Blue Mountains	5-9	0	Mother only	108
Blue Mountains	5-9	0	Neither	28
Blue Mountains	5-9	1		9
Blue Mountains	5-9	1	Both	2428
Blue Mountains	5-9	1	Father only	346
Blue Mountains	5-9	1	Mother only	409
Blue Mountains	5-9	1	Neither	213
Blue Mountains	10-12	0		5
Blue Mountains	10-12	0	Both	369
Blue Mountains	10-12	0	Father only	57
Blue Mountains	10-12	0	Mother only	72
Blue Mountains	10-12	0	Neither	24
Blue Mountains	10-12	1		8
Blue Mountains	10-12	1	Both	1429
Blue Mountains	10-12	1	Father only	217
Blue Mountains	10-12	1	Mother only	298
Blue Mountains	10-12	1	Neither	159
Blue Mountains	13-14	0		8
Blue Mountains	13-14	0	Both	263
Blue Mountains	13-14	0	Father only	41
Blue Mountains	13-14	0	Mother only	61
Blue Mountains	13-14	0	Neither	14
Blue Mountains	13-14	1		6
Blue Mountains	13-14	1	Both	934
Blue Mountains	13-14	1	Father only	140
Blue Mountains	13-14	1	Mother only	187
Blue Mountains	13-14	1	Neither	131
Blue Mountains	15-17	0		4
Blue Mountains	15-17	0	Both	357
Blue Mountains	15-17	0	Father only	58
Blue Mountains	15-17	0	Mother only	61
Blue Mountains	15-17	0	Neither	30
Blue Mountains	15-17	1	Both	1239
Blue Mountains	15-17	1	Father only	187
Blue Mountains	15-17	1	Mother only	251
Blue Mountains	15-17	1	Neither	158
Blue Mountains	18-20	0	Both	95
Blue Mountains	18-20	0	Father only	21
Blue Mountains	18-20	0	Mother only	35
Blue Mountains	18-20	0	Neither	11
Blue Mountains	18-20	1	Both	410
Blue Mountains	18-20	1	Father only	70
Blue Mountains	18-20	1	Mother only	94
Blue Mountains	18-20	1	Neither	71
Blue Mountains	21-24	0	Both	47
Blue Mountains	21-24	0	Father only	15
Blue Mountains	21-24	0	Mother only	18
Blue Mountains	21-24	0	Neither	10
Blue Mountains	21-24	1	Both	195
Blue Mountains	21-24	1	Father only	35
Blue Mountains	21-24	1	Mother only	41
Blue Mountains	21-24	1	Neither	33
Cabramatta	0-4	0		51
Cabramatta	0-4	0	Both	183
Cabramatta	0-4	0	Father only	72
Cabramatta	0-4	0	Mother only	75
Cabramatta	0-4	0	Neither	403
Cabramatta	0-4	1		22
Cabramatta	0-4	1	Both	519
Cabramatta	0-4	1	Father only	317
Cabramatta	0-4	1	Mother only	274
Cabramatta	0-4	1	Neither	1997
Cabramatta	5-9	0		65
Cabramatta	5-9	0	Both	206
Cabramatta	5-9	0	Father only	86
Cabramatta	5-9	0	Mother only	123
Cabramatta	5-9	0	Neither	727
Cabramatta	5-9	1		30
Cabramatta	5-9	1	Both	445
Cabramatta	5-9	1	Father only	282
Cabramatta	5-9	1	Mother only	233
Cabramatta	5-9	1	Neither	2468
Cabramatta	10-12	0		31
Cabramatta	10-12	0	Both	117
Cabramatta	10-12	0	Father only	46
Cabramatta	10-12	0	Mother only	71
Cabramatta	10-12	0	Neither	540
Cabramatta	10-12	1		18
Cabramatta	10-12	1	Both	227
Cabramatta	10-12	1	Father only	138
Cabramatta	10-12	1	Mother only	113
Cabramatta	10-12	1	Neither	1626
Cabramatta	13-14	0		21
Cabramatta	13-14	0	Both	70
Cabramatta	13-14	0	Father only	30
Cabramatta	13-14	0	Mother only	58
Cabramatta	13-14	0	Neither	453
Cabramatta	13-14	1		7
Cabramatta	13-14	1	Both	162
Cabramatta	13-14	1	Father only	71
Cabramatta	13-14	1	Mother only	80
Cabramatta	13-14	1	Neither	1176
Cabramatta	15-17	0		30
Cabramatta	15-17	0	Both	80
Cabramatta	15-17	0	Father only	40
Cabramatta	15-17	0	Mother only	67
Cabramatta	15-17	0	Neither	670
Cabramatta	15-17	1	Both	187
Cabramatta	15-17	1	Father only	86
Cabramatta	15-17	1	Mother only	109
Cabramatta	15-17	1	Neither	1631
Cabramatta	18-20	0		25
Cabramatta	18-20	0	Both	36
Cabramatta	18-20	0	Father only	17
Cabramatta	18-20	0	Mother only	16
Cabramatta	18-20	0	Neither	463
Cabramatta	18-20	1	Both	75
Cabramatta	18-20	1	Father only	46
Cabramatta	18-20	1	Mother only	51
Cabramatta	18-20	1	Neither	1220
Cabramatta	21-24	0		3
Cabramatta	21-24	0	Both	14
Cabramatta	21-24	0	Father only	5
Cabramatta	21-24	0	Mother only	6
Cabramatta	21-24	0	Neither	264
Cabramatta	21-24	1	Both	51
Cabramatta	21-24	1	Father only	18
Cabramatta	21-24	1	Mother only	30
Cabramatta	21-24	1	Neither	721
Camden	0-4	0		36
Camden	0-4	0	Both	742
Camden	0-4	0	Father only	71
Camden	0-4	0	Mother only	183
Camden	0-4	0	Neither	120
Camden	0-4	1		43
Camden	0-4	1	Both	6110
Camden	0-4	1	Father only	790
Camden	0-4	1	Mother only	897
Camden	0-4	1	Neither	2591
Camden	5-9	0		46
Camden	5-9	0	Both	989
Camden	5-9	0	Father only	94
Camden	5-9	0	Mother only	221
Camden	5-9	0	Neither	243
Camden	5-9	1		40
Camden	5-9	1	Both	4783
Camden	5-9	1	Father only	694
Camden	5-9	1	Mother only	792
Camden	5-9	1	Neither	2526
Camden	10-12	0		17
Camden	10-12	0	Both	681
Camden	10-12	0	Father only	72
Camden	10-12	0	Mother only	123
Camden	10-12	0	Neither	149
Camden	10-12	1		23
Camden	10-12	1	Both	2542
Camden	10-12	1	Father only	365
