SA4_NAME21	Age5yr	ChildrenEverBorn	females
North West	55-59	3	1376
North West	55-59	4	577
North West	55-59	5	183
North West	55-59	6	109
North West	60-64		404
North West	60-64	0	574
North West	60-64	1	393
North West	60-64	2	1789
North West	60-64	3	1429
North West	60-64	4	647
North West	60-64	5	208
North West	60-64	6	108
North West	65-69		411
North West	65-69	0	460
North West	65-69	1	315
North West	65-69	2	1528
North West	65-69	3	1354
North West	65-69	4	611
North West	65-69	5	189
North West	65-69	6	76
North West	70-74		418
North West	70-74	0	361
North West	70-74	1	277
North West	70-74	2	1290
North West	70-74	3	1229
North West	70-74	4	604
North West	70-74	5	187
North West	70-74	6	105
North West	75-79		365
North West	75-79	0	211
North West	75-79	1	152
North West	75-79	2	816
North West	75-79	3	886
North West	75-79	4	534
North West	75-79	5	205
North West	75-79	6	137
North West	80-84		369
North West	80-84	0	155
North West	80-84	1	101
North West	80-84	2	481
North West	80-84	3	635
North West	80-84	4	474
North West	80-84	5	228
North West	80-84	6	172
North West	85+		527
North West	85+	0	167
North West	85+	1	135
North West	85+	2	471
North West	85+	3	579
North West	85+	4	590
North West	85+	5	275
North West	85+	6	289
Shepparton	15-19		421
Shepparton	15-19	0	3286
Shepparton	15-19	1	34
Shepparton	15-19	2	3
Shepparton	20-24		340
Shepparton	20-24	0	2633
Shepparton	20-24	1	307
Shepparton	20-24	2	129
Shepparton	20-24	3	29
Shepparton	25-29		338
Shepparton	25-29	0	2157
Shepparton	25-29	1	703
Shepparton	25-29	2	523
Shepparton	25-29	3	201
Shepparton	25-29	4	55
Shepparton	25-29	5	11
Shepparton	25-29	6	6
Shepparton	30-34		339
Shepparton	30-34	0	1225
Shepparton	30-34	1	764
Shepparton	30-34	2	1045
Shepparton	30-34	3	487
Shepparton	30-34	4	164
Shepparton	30-34	5	46
Shepparton	30-34	6	28
Shepparton	35-39		316
Shepparton	35-39	0	656
Shepparton	35-39	1	507
Shepparton	35-39	2	1254
Shepparton	35-39	3	784
Shepparton	35-39	4	279
Shepparton	35-39	5	102
Shepparton	35-39	6	53
Shepparton	40-44		297
Shepparton	40-44	0	472
Shepparton	40-44	1	450
Shepparton	40-44	2	1277
Shepparton	40-44	3	800
Shepparton	40-44	4	358
Shepparton	40-44	5	118
Shepparton	40-44	6	85
Shepparton	45-49		277
Shepparton	45-49	0	466
Shepparton	45-49	1	456
Shepparton	45-49	2	1309
Shepparton	45-49	3	982
Shepparton	45-49	4	368
Shepparton	45-49	5	120
Shepparton	45-49	6	112
Shepparton	50-54		309
Shepparton	50-54	0	517
Shepparton	50-54	1	396
Shepparton	50-54	2	1539
Shepparton	50-54	3	1105
Shepparton	50-54	4	430
Shepparton	50-54	5	135
Shepparton	50-54	6	100
Shepparton	55-59		337
Shepparton	55-59	0	511
Shepparton	55-59	1	431
Shepparton	55-59	2	1541
Shepparton	55-59	3	1221
Shepparton	55-59	4	476
Shepparton	55-59	5	146
Shepparton	55-59	6	101
Shepparton	60-64		358
Shepparton	60-64	0	476
Shepparton	60-64	1	358
Shepparton	60-64	2	1451
Shepparton	60-64	3	1249
Shepparton	60-64	4	538
Shepparton	60-64	5	160
Shepparton	60-64	6	101
Shepparton	65-69		347
Shepparton	65-69	0	341
Shepparton	65-69	1	292
Shepparton	65-69	2	1503
Shepparton	65-69	3	1229
Shepparton	65-69	4	526
Shepparton	65-69	5	168
Shepparton	65-69	6	88
Shepparton	70-74		365
Shepparton	70-74	0	271
Shepparton	70-74	1	243
Shepparton	70-74	2	1277
Shepparton	70-74	3	1099
Shepparton	70-74	4	542
Shepparton	70-74	5	151
Shepparton	70-74	6	104
Shepparton	75-79		360
Shepparton	75-79	0	170
Shepparton	75-79	1	136
Shepparton	75-79	2	763
Shepparton	75-79	3	778
Shepparton	75-79	4	485
Shepparton	75-79	5	168
Shepparton	75-79	6	134
Shepparton	80-84		314
Shepparton	80-84	0	128
Shepparton	80-84	1	84
Shepparton	80-84	2	405
Shepparton	80-84	3	533
Shepparton	80-84	4	387
Shepparton	80-84	5	199
Shepparton	80-84	6	150
Shepparton	85+		409
Shepparton	85+	0	122
Shepparton	85+	1	114
Shepparton	85+	2	382
Shepparton	85+	3	470
Shepparton	85+	4	409
Shepparton	85+	5	230
Shepparton	85+	6	249
Warrnambool and South West	15-19		392
Warrnambool and South West	15-19	0	3123
Warrnambool and South West	15-19	1	16
Warrnambool and South West	15-19	2	6
Warrnambool and South West	20-24		221
Warrnambool and South West	20-24	0	2332
Warrnambool and South West	20-24	1	203
Warrnambool and South West	20-24	2	64
Warrnambool and South West	20-24	3	11
Warrnambool and South West	25-29		226
Warrnambool and South West	25-29	0	2038
Warrnambool and South West	25-29	1	545
Warrnambool and South West	25-29	2	411
Warrnambool and South West	25-29	3	143
Warrnambool and South West	25-29	4	39
Warrnambool and South West	25-29	5	9
Warrnambool and South West	30-34		228
Warrnambool and South West	30-34	0	1136
Warrnambool and South West	30-34	1	731
Warrnambool and South West	30-34	2	880
Warrnambool and South West	30-34	3	411
Warrnambool and South West	30-34	4	112
Warrnambool and South West	30-34	5	35
Warrnambool and South West	30-34	6	12
Warrnambool and South West	35-39		258
Warrnambool and South West	35-39	0	649
Warrnambool and South West	35-39	1	519
Warrnambool and South West	35-39	2	1207
Warrnambool and South West	35-39	3	690
Warrnambool and South West	35-39	4	251
Warrnambool and South West	35-39	5	54
Warrnambool and South West	35-39	6	38
Warrnambool and South West	40-44		210
Warrnambool and South West	40-44	0	448
Warrnambool and South West	40-44	1	449
Warrnambool and South West	40-44	2	1162
Warrnambool and South West	40-44	3	815
Warrnambool and South West	40-44	4	309
Warrnambool and South West	40-44	5	79
Warrnambool and South West	40-44	6	51
Warrnambool and South West	45-49		266
Warrnambool and South West	45-49	0	558
Warrnambool and South West	45-49	1	381
Warrnambool and South West	45-49	2	1268
Warrnambool and South West	45-49	3	955
Warrnambool and South West	45-49	4	365
Warrnambool and South West	45-49	5	94
Warrnambool and South West	45-49	6	52
Warrnambool and South West	50-54		227
Warrnambool and South West	50-54	0	591
Warrnambool and South West	50-54	1	473
Warrnambool and South West	50-54	2	1517
Warrnambool and South West	50-54	3	1007
Warrnambool and South West	50-54	4	426
Warrnambool and South West	50-54	5	121
Warrnambool and South West	50-54	6	64
Warrnambool and South West	55-59		290
Warrnambool and South West	55-59	0	631
Warrnambool and South West	55-59	1	407
Warrnambool and South West	55-59	2	1488
Warrnambool and South West	55-59	3	1166
Warrnambool and South West	55-59	4	516
Warrnambool and South West	55-59	5	157
Warrnambool and South West	55-59	6	76
Warrnambool and South West	60-64		315
Warrnambool and South West	60-64	0	587
Warrnambool and South West	60-64	1	404
Warrnambool and South West	60-64	2	1537
Warrnambool and South West	60-64	3	1241
Warrnambool and South West	60-64	4	576
Warrnambool and South West	60-64	5	152
Warrnambool and South West	60-64	6	94
Warrnambool and South West	65-69		321
Warrnambool and South West	65-69	0	480
Warrnambool and South West	65-69	1	368
Warrnambool and South West	65-69	2	1455
Warrnambool and South West	65-69	3	1181
Warrnambool and South West	65-69	4	563
Warrnambool and South West	65-69	5	162
Warrnambool and South West	65-69	6	85
Warrnambool and South West	70-74		326
Warrnambool and South West	70-74	0	354
Warrnambool and South West	70-74	1	239
Warrnambool and South West	70-74	2	1159
Warrnambool and South West	70-74	3	1099
Warrnambool and South West	70-74	4	534
Warrnambool and South West	70-74	5	167
Warrnambool and South West	70-74	6	88
Warrnambool and South West	75-79		297
Warrnambool and South West	75-79	0	228
Warrnambool and South West	75-79	1	136
Warrnambool and South West	75-79	2	756
Warrnambool and South West	75-79	3	698
Warrnambool and South West	75-79	4	438
Warrnambool and South West	75-79	5	194
Warrnambool and South West	75-79	6	115
Warrnambool and South West	80-84		243
Warrnambool and South West	80-84	0	131
Warrnambool and South West	80-84	1	86
Warrnambool and South West	80-84	2	394
Warrnambool and South West	80-84	3	497
Warrnambool and South West	80-84	4	330
Warrnambool and South West	80-84	5	186
Warrnambool and South West	80-84	6	173
Warrnambool and South West	85+		391
Warrnambool and South West	85+	0	121
Warrnambool and South West	85+	1	110
Warrnambool and South West	85+	2	389
Warrnambool and South West	85+	3	472
Warrnambool and South West	85+	4	403
Warrnambool and South West	85+	5	214
Warrnambool and South West	85+	6	292
Migratory - Offshore - Shipping (Vic.)	55-59		3
No usual address (Vic.)	15-19		86
No usual address (Vic.)	15-19	0	142
No usual address (Vic.)	15-19	1	3
No usual address (Vic.)	20-24		94
No usual address (Vic.)	20-24	0	187
No usual address (Vic.)	20-24	1	28
No usual address (Vic.)	20-24	2	8
No usual address (Vic.)	20-24	3	3
No usual address (Vic.)	25-29		148
No usual address (Vic.)	25-29	0	218
No usual address (Vic.)	25-29	1	29
No usual address (Vic.)	25-29	2	41
No usual address (Vic.)	25-29	3	13
No usual address (Vic.)	25-29	4	10
No usual address (Vic.)	25-29	6	4
No usual address (Vic.)	30-34		162
No usual address (Vic.)	30-34	0	145
No usual address (Vic.)	30-34	1	41
No usual address (Vic.)	30-34	2	33
No usual address (Vic.)	30-34	3	27
No usual address (Vic.)	30-34	4	8
No usual address (Vic.)	30-34	5	9
No usual address (Vic.)	30-34	6	7
No usual address (Vic.)	35-39		182
No usual address (Vic.)	35-39	0	86
No usual address (Vic.)	35-39	1	39
No usual address (Vic.)	35-39	2	41
No usual address (Vic.)	35-39	3	28
No usual address (Vic.)	35-39	4	17
No usual address (Vic.)	35-39	5	4
No usual address (Vic.)	35-39	6	10
No usual address (Vic.)	40-44		162
No usual address (Vic.)	40-44	0	53
No usual address (Vic.)	40-44	1	23
No usual address (Vic.)	40-44	2	34
No usual address (Vic.)	40-44	3	23
No usual address (Vic.)	40-44	4	10
No usual address (Vic.)	40-44	5	4
No usual address (Vic.)	40-44	6	7
No usual address (Vic.)	45-49		106
No usual address (Vic.)	45-49	0	41
No usual address (Vic.)	45-49	1	26
No usual address (Vic.)	45-49	2	33
No usual address (Vic.)	45-49	3	12
No usual address (Vic.)	45-49	4	13
No usual address (Vic.)	45-49	6	5
No usual address (Vic.)	50-54		88
No usual address (Vic.)	50-54	0	53
No usual address (Vic.)	50-54	1	19
No usual address (Vic.)	50-54	2	41
No usual address (Vic.)	50-54	3	24
No usual address (Vic.)	50-54	4	13
No usual address (Vic.)	50-54	5	6
No usual address (Vic.)	50-54	6	5
No usual address (Vic.)	55-59		63
No usual address (Vic.)	55-59	0	30
No usual address (Vic.)	55-59	1	17
No usual address (Vic.)	55-59	2	45
No usual address (Vic.)	55-59	3	41
No usual address (Vic.)	55-59	4	8
No usual address (Vic.)	60-64		56
No usual address (Vic.)	60-64	0	31
No usual address (Vic.)	60-64	1	24
No usual address (Vic.)	60-64	2	55
No usual address (Vic.)	60-64	3	38
No usual address (Vic.)	60-64	4	14
No usual address (Vic.)	60-64	5	4
No usual address (Vic.)	65-69		51
No usual address (Vic.)	65-69	0	20
No usual address (Vic.)	65-69	1	13
No usual address (Vic.)	65-69	2	27
No usual address (Vic.)	65-69	3	16
No usual address (Vic.)	65-69	4	5
No usual address (Vic.)	65-69	5	5
No usual address (Vic.)	70-74		23
No usual address (Vic.)	70-74	0	9
No usual address (Vic.)	70-74	1	5
No usual address (Vic.)	70-74	2	29
No usual address (Vic.)	70-74	3	14
No usual address (Vic.)	70-74	4	4
No usual address (Vic.)	75-79		16
No usual address (Vic.)	75-79	0	5
No usual address (Vic.)	75-79	1	3
No usual address (Vic.)	75-79	2	9
No usual address (Vic.)	75-79	3	11
No usual address (Vic.)	75-79	4	3
No usual address (Vic.)	80-84	2	4
No usual address (Vic.)	80-84	3	6
No usual address (Vic.)	85+		5
No usual address (Vic.)	85+	3	4
No usual address (Vic.)	85+	4	3
No usual address (Vic.)	85+	5	5
Brisbane - East	15-19		390
Brisbane - East	15-19	0	6721
Brisbane - East	15-19	1	29
Brisbane - East	15-19	2	4
Brisbane - East	20-24		337
Brisbane - East	20-24	0	5020
Brisbane - East	20-24	1	348
Brisbane - East	20-24	2	97
Brisbane - East	20-24	3	11
Brisbane - East	20-24	4	3
Brisbane - East	20-24	5	3
Brisbane - East	25-29		292
Brisbane - East	25-29	0	3688
Brisbane - East	25-29	1	1004
Brisbane - East	25-29	2	624
Brisbane - East	25-29	3	198
Brisbane - East	25-29	4	38
Brisbane - East	25-29	5	13
Brisbane - East	30-34		277
Brisbane - East	30-34	0	2426
Brisbane - East	30-34	1	1708
Brisbane - East	30-34	2	1873
Brisbane - East	30-34	3	624
Brisbane - East	30-34	4	150
Brisbane - East	30-34	5	54
Brisbane - East	30-34	6	23
Brisbane - East	35-39		305
Brisbane - East	35-39	0	1544
Brisbane - East	35-39	1	1534
Brisbane - East	35-39	2	3300
Brisbane - East	35-39	3	1187
Brisbane - East	35-39	4	301
Brisbane - East	35-39	5	103
Brisbane - East	35-39	6	47
Brisbane - East	40-44		257
Brisbane - East	40-44	0	1130
Brisbane - East	40-44	1	1312
Brisbane - East	40-44	2	3400
Brisbane - East	40-44	3	1441
Brisbane - East	40-44	4	472
Brisbane - East	40-44	5	120
Brisbane - East	40-44	6	60
Brisbane - East	45-49		323
Brisbane - East	45-49	0	1259
Brisbane - East	45-49	1	1293
Brisbane - East	45-49	2	3660
Brisbane - East	45-49	3	1672
Brisbane - East	45-49	4	543
Brisbane - East	45-49	5	121
Brisbane - East	45-49	6	95
Brisbane - East	50-54		265
Brisbane - East	50-54	0	1199
Brisbane - East	50-54	1	1282
Brisbane - East	50-54	2	3523
Brisbane - East	50-54	3	1746
Brisbane - East	50-54	4	501
Brisbane - East	50-54	5	156
Brisbane - East	50-54	6	70
Brisbane - East	55-59		294
Brisbane - East	55-59	0	1118
Brisbane - East	55-59	1	1057
Brisbane - East	55-59	2	3303
Brisbane - East	55-59	3	1746
Brisbane - East	55-59	4	542
Brisbane - East	55-59	5	170
Brisbane - East	55-59	6	80
Brisbane - East	60-64		263
Brisbane - East	60-64	0	983
Brisbane - East	60-64	1	904
Brisbane - East	60-64	2	3059
Brisbane - East	60-64	3	1902
Brisbane - East	60-64	4	689
Brisbane - East	60-64	5	175
Brisbane - East	60-64	6	74
Brisbane - East	65-69		272
Brisbane - East	65-69	0	767
Brisbane - East	65-69	1	727
Brisbane - East	65-69	2	2762
Brisbane - East	65-69	3	1744
Brisbane - East	65-69	4	624
Brisbane - East	65-69	5	179
Brisbane - East	65-69	6	78
Brisbane - East	70-74		312
Brisbane - East	70-74	0	601
Brisbane - East	70-74	1	605
Brisbane - East	70-74	2	2442
Brisbane - East	70-74	3	1657
Brisbane - East	70-74	4	658
Brisbane - East	70-74	5	155
Brisbane - East	70-74	6	87
Brisbane - East	75-79		307
Brisbane - East	75-79	0	373
Brisbane - East	75-79	1	383
Brisbane - East	75-79	2	1575
Brisbane - East	75-79	3	1207
Brisbane - East	75-79	4	526
Brisbane - East	75-79	5	157
Brisbane - East	75-79	6	96
Brisbane - East	80-84		294
Brisbane - East	80-84	0	220
Brisbane - East	80-84	1	193
Brisbane - East	80-84	2	783
Brisbane - East	80-84	3	773
Brisbane - East	80-84	4	462
Brisbane - East	80-84	5	168
Brisbane - East	80-84	6	118
Brisbane - East	85+		556
Brisbane - East	85+	0	203
Brisbane - East	85+	1	220
Brisbane - East	85+	2	751
Brisbane - East	85+	3	670
Brisbane - East	85+	4	447
Brisbane - East	85+	5	253
Brisbane - East	85+	6	212
Brisbane - North	15-19		354
Brisbane - North	15-19	0	5573
Brisbane - North	15-19	1	12
Brisbane - North	15-19	2	5
Brisbane - North	20-24		447
Brisbane - North	20-24	0	6363
Brisbane - North	20-24	1	249
Brisbane - North	20-24	2	69
Brisbane - North	20-24	3	16
Brisbane - North	25-29		521
Brisbane - North	25-29	0	6417
Brisbane - North	25-29	1	1018
Brisbane - North	25-29	2	413
Brisbane - North	25-29	3	108
Brisbane - North	25-29	4	29
Brisbane - North	25-29	5	5
Brisbane - North	25-29	6	3
Brisbane - North	30-34		424
Brisbane - North	30-34	0	4367
Brisbane - North	30-34	1	2252
Brisbane - North	30-34	2	1729
Brisbane - North	30-34	3	422
Brisbane - North	30-34	4	107
Brisbane - North	30-34	5	20
Brisbane - North	30-34	6	16
Brisbane - North	35-39		338
Brisbane - North	35-39	0	2540
Brisbane - North	35-39	1	2055
Brisbane - North	35-39	2	3169
Brisbane - North	35-39	3	941
Brisbane - North	35-39	4	211
Brisbane - North	35-39	5	59
Brisbane - North	35-39	6	34
Brisbane - North	40-44		255
Brisbane - North	40-44	0	1605
Brisbane - North	40-44	1	1429
Brisbane - North	40-44	2	3165
Brisbane - North	40-44	3	1097
Brisbane - North	40-44	4	293
Brisbane - North	40-44	5	99
Brisbane - North	40-44	6	62
Brisbane - North	45-49		230
Brisbane - North	45-49	0	1595
Brisbane - North	45-49	1	1280
Brisbane - North	45-49	2	2908
Brisbane - North	45-49	3	1274
Brisbane - North	45-49	4	324
Brisbane - North	45-49	5	104
Brisbane - North	45-49	6	78
Brisbane - North	50-54		203
Brisbane - North	50-54	0	1390
Brisbane - North	50-54	1	1119
Brisbane - North	50-54	2	2687
Brisbane - North	50-54	3	1274
Brisbane - North	50-54	4	394
Brisbane - North	50-54	5	109
Brisbane - North	50-54	6	73
Brisbane - North	55-59		195
Brisbane - North	55-59	0	1187
Brisbane - North	55-59	1	950
Brisbane - North	55-59	2	2336
Brisbane - North	55-59	3	1225
Brisbane - North	55-59	4	426
Brisbane - North	55-59	5	105
Brisbane - North	55-59	6	65
Brisbane - North	60-64		232
Brisbane - North	60-64	0	980
Brisbane - North	60-64	1	768
Brisbane - North	60-64	2	2099
Brisbane - North	60-64	3	1230
Brisbane - North	60-64	4	435
Brisbane - North	60-64	5	124
Brisbane - North	60-64	6	63
Brisbane - North	65-69		209
Brisbane - North	65-69	0	753
Brisbane - North	65-69	1	602
Brisbane - North	65-69	2	1785
Brisbane - North	65-69	3	1168
Brisbane - North	65-69	4	464
Brisbane - North	65-69	5	121
Brisbane - North	65-69	6	58
Brisbane - North	70-74		213
Brisbane - North	70-74	0	560
Brisbane - North	70-74	1	449
Brisbane - North	70-74	2	1619
Brisbane - North	70-74	3	1141
Brisbane - North	70-74	4	418
Brisbane - North	70-74	5	143
Brisbane - North	70-74	6	87
Brisbane - North	75-79		237
Brisbane - North	75-79	0	398
Brisbane - North	75-79	1	292
Brisbane - North	75-79	2	1248
Brisbane - North	75-79	3	921
Brisbane - North	75-79	4	438
Brisbane - North	75-79	5	157
Brisbane - North	75-79	6	93
Brisbane - North	80-84		255
Brisbane - North	80-84	0	283
Brisbane - North	80-84	1	155
Brisbane - North	80-84	2	721
Brisbane - North	80-84	3	746
Brisbane - North	80-84	4	356
Brisbane - North	80-84	5	168
Brisbane - North	80-84	6	127
Brisbane - North	85+		599
Brisbane - North	85+	0	362
Brisbane - North	85+	1	248
Brisbane - North	85+	2	742
Brisbane - North	85+	3	700
Brisbane - North	85+	4	531
Brisbane - North	85+	5	264
Brisbane - North	85+	6	247
Brisbane - South	15-19		646
Brisbane - South	15-19	0	9794
Brisbane - South	15-19	1	41
Brisbane - South	15-19	2	3
Brisbane - South	15-19	3	6
Brisbane - South	20-24		1003
Brisbane - South	20-24	0	12661
Brisbane - South	20-24	1	335
Brisbane - South	20-24	2	112
Brisbane - South	20-24	3	23
Brisbane - South	20-24	4	7
Brisbane - South	20-24	6	3
Brisbane - South	25-29		1004
Brisbane - South	25-29	0	12064
Brisbane - South	25-29	1	1426
Brisbane - South	25-29	2	598
Brisbane - South	25-29	3	162
Brisbane - South	25-29	4	44
Brisbane - South	25-29	5	19
Brisbane - South	25-29	6	15
Brisbane - South	30-34		771
Brisbane - South	30-34	0	8024
Brisbane - South	30-34	1	3684
Brisbane - South	30-34	2	2659
Brisbane - South	30-34	3	696
Brisbane - South	30-34	4	211
Brisbane - South	30-34	5	41
Brisbane - South	30-34	6	38
Brisbane - South	35-39		633
Brisbane - South	35-39	0	4215
Brisbane - South	35-39	1	3543
Brisbane - South	35-39	2	5538
Brisbane - South	35-39	3	1573
Brisbane - South	35-39	4	367
Brisbane - South	35-39	5	119
Brisbane - South	35-39	6	90
Brisbane - South	40-44		485
Brisbane - South	40-44	0	2696
Brisbane - South	40-44	1	2478
Brisbane - South	40-44	2	5324
Brisbane - South	40-44	3	1989
Brisbane - South	40-44	4	543
Brisbane - South	40-44	5	129
Brisbane - South	40-44	6	145
Brisbane - South	45-49		404
Brisbane - South	45-49	0	2107
Brisbane - South	45-49	1	2043
Brisbane - South	45-49	2	4740
Brisbane - South	45-49	3	2049
Brisbane - South	45-49	4	577
Brisbane - South	45-49	5	185
Brisbane - South	45-49	6	149
Brisbane - South	50-54		385
Brisbane - South	50-54	0	1907
Brisbane - South	50-54	1	1817
Brisbane - South	50-54	2	4323
Brisbane - South	50-54	3	1970
Brisbane - South	50-54	4	615
Brisbane - South	50-54	5	168
Brisbane - South	50-54	6	145
Brisbane - South	55-59		354
Brisbane - South	55-59	0	1602
Brisbane - South	55-59	1	1625
Brisbane - South	55-59	2	3766
Brisbane - South	55-59	3	1796
Brisbane - South	55-59	4	553
Brisbane - South	55-59	5	169
Brisbane - South	55-59	6	98
Brisbane - South	60-64		338
Brisbane - South	60-64	0	1266
Brisbane - South	60-64	1	1510
Brisbane - South	60-64	2	3229
Brisbane - South	60-64	3	1880
Brisbane - South	60-64	4	643
Brisbane - South	60-64	5	163
Brisbane - South	60-64	6	108
Brisbane - South	65-69		301
Brisbane - South	65-69	0	980
Brisbane - South	65-69	1	1201
Brisbane - South	65-69	2	2731
Brisbane - South	65-69	3	1701
Brisbane - South	65-69	4	619
Brisbane - South	65-69	5	176
Brisbane - South	65-69	6	104
Brisbane - South	70-74		252
Brisbane - South	70-74	0	653
Brisbane - South	70-74	1	772
Brisbane - South	70-74	2	2337
Brisbane - South	70-74	3	1552
Brisbane - South	70-74	4	592
Brisbane - South	70-74	5	169
Brisbane - South	70-74	6	108
Brisbane - South	75-79		261
Brisbane - South	75-79	0	493
Brisbane - South	75-79	1	452
Brisbane - South	75-79	2	1560
Brisbane - South	75-79	3	1146
Brisbane - South	75-79	4	546
Brisbane - South	75-79	5	160
Brisbane - South	75-79	6	127
Brisbane - South	80-84		271
Brisbane - South	80-84	0	292
Brisbane - South	80-84	1	272
Brisbane - South	80-84	2	947
Brisbane - South	80-84	3	839
Brisbane - South	80-84	4	479
Brisbane - South	80-84	5	216
Brisbane - South	80-84	6	195
Brisbane - South	85+		512
Brisbane - South	85+	0	320
Brisbane - South	85+	1	335
Brisbane - South	85+	2	935
Brisbane - South	85+	3	939
Brisbane - South	85+	4	561
Brisbane - South	85+	5	298
Brisbane - South	85+	6	296
Brisbane - West	15-19		316
Brisbane - West	15-19	0	6658
Brisbane - West	15-19	1	10
Brisbane - West	20-24		344
Brisbane - West	20-24	0	6146
Brisbane - West	20-24	1	92
Brisbane - West	20-24	2	32
Brisbane - West	20-24	3	6
Brisbane - West	25-29		290
Brisbane - West	25-29	0	4140
Brisbane - West	25-29	1	420
Brisbane - West	25-29	2	205
Brisbane - West	25-29	3	39
Brisbane - West	25-29	4	5
Brisbane - West	25-29	5	3
Brisbane - West	30-34		192
Brisbane - West	30-34	0	2789
Brisbane - West	30-34	1	1310
Brisbane - West	30-34	2	1072
Brisbane - West	30-34	3	267
Brisbane - West	30-34	4	59
Brisbane - West	30-34	5	11
Brisbane - West	30-34	6	3
Brisbane - West	35-39		195
Brisbane - West	35-39	0	1456
Brisbane - West	35-39	1	1435
Brisbane - West	35-39	2	2745
Brisbane - West	35-39	3	869
Brisbane - West	35-39	4	164
Brisbane - West	35-39	5	33
Brisbane - West	35-39	6	17
Brisbane - West	40-44		185
Brisbane - West	40-44	0	1003
Brisbane - West	40-44	1	1178
Brisbane - West	40-44	2	3235
Brisbane - West	40-44	3	1307
Brisbane - West	40-44	4	281
Brisbane - West	40-44	5	54
Brisbane - West	40-44	6	18
Brisbane - West	45-49		157
Brisbane - West	45-49	0	957
Brisbane - West	45-49	1	1067
Brisbane - West	45-49	2	3314
Brisbane - West	45-49	3	1481
Brisbane - West	45-49	4	320
Brisbane - West	45-49	5	79
Brisbane - West	45-49	6	38
Brisbane - West	50-54		138
Brisbane - West	50-54	0	839
Brisbane - West	50-54	1	947
Brisbane - West	50-54	2	2788
Brisbane - West	50-54	3	1274
Brisbane - West	50-54	4	336
Brisbane - West	50-54	5	76
Brisbane - West	50-54	6	38
Brisbane - West	55-59		129
Brisbane - West	55-59	0	760
Brisbane - West	55-59	1	733
Brisbane - West	55-59	2	2211
Brisbane - West	55-59	3	1144
Brisbane - West	55-59	4	332
Brisbane - West	55-59	5	57
Brisbane - West	55-59	6	28
Brisbane - West	60-64		119
Brisbane - West	60-64	0	585
Brisbane - West	60-64	1	606
Brisbane - West	60-64	2	1988
Brisbane - West	60-64	3	1123
Brisbane - West	60-64	4	362
Brisbane - West	60-64	5	95
Brisbane - West	60-64	6	45
Brisbane - West	65-69		116
Brisbane - West	65-69	0	492
Brisbane - West	65-69	1	570
Brisbane - West	65-69	2	1757
Brisbane - West	65-69	3	1016
Brisbane - West	65-69	4	332
Brisbane - West	65-69	5	85
Brisbane - West	65-69	6	39
Brisbane - West	70-74		139
Brisbane - West	70-74	0	418
Brisbane - West	70-74	1	424
Brisbane - West	70-74	2	1753
Brisbane - West	70-74	3	1033
Brisbane - West	70-74	4	392
Brisbane - West	70-74	5	96
Brisbane - West	70-74	6	51
Brisbane - West	75-79		118
Brisbane - West	75-79	0	297
Brisbane - West	75-79	1	291
Brisbane - West	75-79	2	1075
Brisbane - West	75-79	3	849
Brisbane - West	75-79	4	283
Brisbane - West	75-79	5	99
Brisbane - West	75-79	6	46
Brisbane - West	80-84		137
Brisbane - West	80-84	0	183
Brisbane - West	80-84	1	145
Brisbane - West	80-84	2	621
Brisbane - West	80-84	3	525
Brisbane - West	80-84	4	296
Brisbane - West	80-84	5	101
Brisbane - West	80-84	6	67
Brisbane - West	85+		288
Brisbane - West	85+	0	194
Brisbane - West	85+	1	187
Brisbane - West	85+	2	596
Brisbane - West	85+	3	590
Brisbane - West	85+	4	360
Brisbane - West	85+	5	180
Brisbane - West	85+	6	128
Brisbane Inner City	15-19		571
Brisbane Inner City	15-19	0	7454
Brisbane Inner City	15-19	1	15
Brisbane Inner City	15-19	6	4
Brisbane Inner City	20-24		1327
Brisbane Inner City	20-24	0	14836
Brisbane Inner City	20-24	1	164
Brisbane Inner City	20-24	2	29
Brisbane Inner City	20-24	3	7
Brisbane Inner City	20-24	6	4
Brisbane Inner City	25-29		1443
Brisbane Inner City	25-29	0	15535
Brisbane Inner City	25-29	1	635
Brisbane Inner City	25-29	2	182
Brisbane Inner City	25-29	3	28
Brisbane Inner City	25-29	4	7
Brisbane Inner City	25-29	5	4
Brisbane Inner City	25-29	6	7
Brisbane Inner City	30-34		1021
Brisbane Inner City	30-34	0	10540
Brisbane Inner City	30-34	1	2164
Brisbane Inner City	30-34	2	1024
Brisbane Inner City	30-34	3	174
Brisbane Inner City	30-34	4	36
Brisbane Inner City	30-34	5	17
Brisbane Inner City	30-34	6	8
Brisbane Inner City	35-39		721
Brisbane Inner City	35-39	0	5586
Brisbane Inner City	35-39	1	2310
Brisbane Inner City	35-39	2	2728
Brisbane Inner City	35-39	3	765
Brisbane Inner City	35-39	4	147
Brisbane Inner City	35-39	5	22
Brisbane Inner City	35-39	6	19
Brisbane Inner City	40-44		485
Brisbane Inner City	40-44	0	3202
Brisbane Inner City	40-44	1	1671
Brisbane Inner City	40-44	2	3120
Brisbane Inner City	40-44	3	1232
Brisbane Inner City	40-44	4	272
Brisbane Inner City	40-44	5	41
Brisbane Inner City	40-44	6	23
Brisbane Inner City	45-49		410
Brisbane Inner City	45-49	0	2550
Brisbane Inner City	45-49	1	1652
Brisbane Inner City	45-49	2	3348
Brisbane Inner City	45-49	3	1434
