SA4_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Central West	45-54		M	1140
Central West	45-54	0	F	9557
Central West	45-54	0	M	9970
Central West	45-54	1	F	2898
Central West	45-54	1	M	1737
Central West	55-64		F	883
Central West	55-64		M	1108
Central West	55-64	0	F	9979
Central West	55-64	0	M	10794
Central West	55-64	1	F	3148
Central West	55-64	1	M	2009
Central West	65-74		F	821
Central West	65-74		M	951
Central West	65-74	0	F	9530
Central West	65-74	0	M	10048
Central West	65-74	1	F	1915
Central West	65-74	1	M	1386
Central West	75-84		F	722
Central West	75-84		M	663
Central West	75-84	0	F	5995
Central West	75-84	0	M	5597
Central West	75-84	1	F	795
Central West	75-84	1	M	708
Central West	85+		F	420
Central West	85+		M	223
Central West	85+	0	F	2850
Central West	85+	0	M	1653
Central West	85+	1	F	145
Central West	85+	1	M	208
Coffs Harbour - Grafton	15-19		F	336
Coffs Harbour - Grafton	15-19		M	374
Coffs Harbour - Grafton	15-19	0	F	3292
Coffs Harbour - Grafton	15-19	0	M	3517
Coffs Harbour - Grafton	15-19	1	F	225
Coffs Harbour - Grafton	15-19	1	M	207
Coffs Harbour - Grafton	20-24		F	239
Coffs Harbour - Grafton	20-24		M	367
Coffs Harbour - Grafton	20-24	0	F	2604
Coffs Harbour - Grafton	20-24	0	M	2747
Coffs Harbour - Grafton	20-24	1	F	232
Coffs Harbour - Grafton	20-24	1	M	173
Coffs Harbour - Grafton	25-34		F	649
Coffs Harbour - Grafton	25-34		M	996
Coffs Harbour - Grafton	25-34	0	F	6093
Coffs Harbour - Grafton	25-34	0	M	5919
Coffs Harbour - Grafton	25-34	1	F	882
Coffs Harbour - Grafton	25-34	1	M	502
Coffs Harbour - Grafton	35-44		F	653
Coffs Harbour - Grafton	35-44		M	895
Coffs Harbour - Grafton	35-44	0	F	6213
Coffs Harbour - Grafton	35-44	0	M	6072
Coffs Harbour - Grafton	35-44	1	F	1378
Coffs Harbour - Grafton	35-44	1	M	762
Coffs Harbour - Grafton	45-54		F	607
Coffs Harbour - Grafton	45-54		M	797
Coffs Harbour - Grafton	45-54	0	F	6857
Coffs Harbour - Grafton	45-54	0	M	6698
Coffs Harbour - Grafton	45-54	1	F	2003
Coffs Harbour - Grafton	45-54	1	M	1147
Coffs Harbour - Grafton	55-64		F	613
Coffs Harbour - Grafton	55-64		M	732
Coffs Harbour - Grafton	55-64	0	F	7851
Coffs Harbour - Grafton	55-64	0	M	7830
Coffs Harbour - Grafton	55-64	1	F	2593
Coffs Harbour - Grafton	55-64	1	M	1633
Coffs Harbour - Grafton	65-74		F	601
Coffs Harbour - Grafton	65-74		M	603
Coffs Harbour - Grafton	65-74	0	F	7981
Coffs Harbour - Grafton	65-74	0	M	8367
Coffs Harbour - Grafton	65-74	1	F	1817
Coffs Harbour - Grafton	65-74	1	M	1272
Coffs Harbour - Grafton	75-84		F	598
Coffs Harbour - Grafton	75-84		M	469
Coffs Harbour - Grafton	75-84	0	F	4693
Coffs Harbour - Grafton	75-84	0	M	4400
Coffs Harbour - Grafton	75-84	1	F	752
Coffs Harbour - Grafton	75-84	1	M	589
Coffs Harbour - Grafton	85+		F	462
Coffs Harbour - Grafton	85+		M	235
Coffs Harbour - Grafton	85+	0	F	2114
Coffs Harbour - Grafton	85+	0	M	1355
Coffs Harbour - Grafton	85+	1	F	139
Coffs Harbour - Grafton	85+	1	M	172
Far West and Orana	15-19		F	425
Far West and Orana	15-19		M	541
Far West and Orana	15-19	0	F	2535
Far West and Orana	15-19	0	M	2713
Far West and Orana	15-19	1	F	167
Far West and Orana	15-19	1	M	152
Far West and Orana	20-24		F	361
Far West and Orana	20-24		M	472
Far West and Orana	20-24	0	F	2407
Far West and Orana	20-24	0	M	2409
Far West and Orana	20-24	1	F	173
Far West and Orana	20-24	1	M	153
Far West and Orana	25-34		F	950
Far West and Orana	25-34		M	1212
Far West and Orana	25-34	0	F	6150
Far West and Orana	25-34	0	M	5948
Far West and Orana	25-34	1	F	808
Far West and Orana	25-34	1	M	419
Far West and Orana	35-44		F	866
Far West and Orana	35-44		M	989
Far West and Orana	35-44	0	F	4694
Far West and Orana	35-44	0	M	4791
Far West and Orana	35-44	1	F	1078
Far West and Orana	35-44	1	M	562
Far West and Orana	45-54		F	780
Far West and Orana	45-54		M	888
Far West and Orana	45-54	0	F	4725
Far West and Orana	45-54	0	M	4892
Far West and Orana	45-54	1	F	1347
Far West and Orana	45-54	1	M	828
Far West and Orana	55-64		F	752
Far West and Orana	55-64		M	864
Far West and Orana	55-64	0	F	5215
Far West and Orana	55-64	0	M	5649
Far West and Orana	55-64	1	F	1691
Far West and Orana	55-64	1	M	1047
Far West and Orana	65-74		F	643
Far West and Orana	65-74		M	716
Far West and Orana	65-74	0	F	4623
Far West and Orana	65-74	0	M	5089
Far West and Orana	65-74	1	F	946
Far West and Orana	65-74	1	M	614
Far West and Orana	75-84		F	588
Far West and Orana	75-84		M	468
Far West and Orana	75-84	0	F	2957
Far West and Orana	75-84	0	M	2718
Far West and Orana	75-84	1	F	428
Far West and Orana	75-84	1	M	345
Far West and Orana	85+		F	349
Far West and Orana	85+		M	191
Far West and Orana	85+	0	F	1331
Far West and Orana	85+	0	M	812
Far West and Orana	85+	1	F	87
Far West and Orana	85+	1	M	99
Hunter Valley exc Newcastle	15-19		F	531
Hunter Valley exc Newcastle	15-19		M	646
Hunter Valley exc Newcastle	15-19	0	F	7376
Hunter Valley exc Newcastle	15-19	0	M	8133
Hunter Valley exc Newcastle	15-19	1	F	476
Hunter Valley exc Newcastle	15-19	1	M	427
Hunter Valley exc Newcastle	20-24		F	440
Hunter Valley exc Newcastle	20-24		M	693
Hunter Valley exc Newcastle	20-24	0	F	6773
Hunter Valley exc Newcastle	20-24	0	M	7232
Hunter Valley exc Newcastle	20-24	1	F	637
Hunter Valley exc Newcastle	20-24	1	M	403
Hunter Valley exc Newcastle	25-34		F	972
Hunter Valley exc Newcastle	25-34		M	1674
Hunter Valley exc Newcastle	25-34	0	F	15333
Hunter Valley exc Newcastle	25-34	0	M	15234
Hunter Valley exc Newcastle	25-34	1	F	2118
Hunter Valley exc Newcastle	25-34	1	M	1185
Hunter Valley exc Newcastle	35-44		F	911
Hunter Valley exc Newcastle	35-44		M	1475
Hunter Valley exc Newcastle	35-44	0	F	13615
Hunter Valley exc Newcastle	35-44	0	M	14119
Hunter Valley exc Newcastle	35-44	1	F	3277
Hunter Valley exc Newcastle	35-44	1	M	1830
Hunter Valley exc Newcastle	45-54		F	833
Hunter Valley exc Newcastle	45-54		M	1242
Hunter Valley exc Newcastle	45-54	0	F	13619
Hunter Valley exc Newcastle	45-54	0	M	14285
Hunter Valley exc Newcastle	45-54	1	F	4002
Hunter Valley exc Newcastle	45-54	1	M	2257
Hunter Valley exc Newcastle	55-64		F	807
Hunter Valley exc Newcastle	55-64		M	1109
Hunter Valley exc Newcastle	55-64	0	F	13747
Hunter Valley exc Newcastle	55-64	0	M	14339
Hunter Valley exc Newcastle	55-64	1	F	4314
Hunter Valley exc Newcastle	55-64	1	M	2684
Hunter Valley exc Newcastle	65-74		F	834
Hunter Valley exc Newcastle	65-74		M	951
Hunter Valley exc Newcastle	65-74	0	F	12991
Hunter Valley exc Newcastle	65-74	0	M	13103
Hunter Valley exc Newcastle	65-74	1	F	2754
Hunter Valley exc Newcastle	65-74	1	M	2026
Hunter Valley exc Newcastle	75-84		F	772
Hunter Valley exc Newcastle	75-84		M	724
Hunter Valley exc Newcastle	75-84	0	F	7354
Hunter Valley exc Newcastle	75-84	0	M	6939
Hunter Valley exc Newcastle	75-84	1	F	1001
Hunter Valley exc Newcastle	75-84	1	M	933
Hunter Valley exc Newcastle	85+		F	546
Hunter Valley exc Newcastle	85+		M	290
Hunter Valley exc Newcastle	85+	0	F	2959
Hunter Valley exc Newcastle	85+	0	M	1767
Hunter Valley exc Newcastle	85+	1	F	159
Hunter Valley exc Newcastle	85+	1	M	201
Illawarra	15-19		F	526
Illawarra	15-19		M	517
Illawarra	15-19	0	F	8396
Illawarra	15-19	0	M	8756
Illawarra	15-19	1	F	502
Illawarra	15-19	1	M	428
Illawarra	20-24		F	526
Illawarra	20-24		M	593
Illawarra	20-24	0	F	9217
Illawarra	20-24	0	M	9684
Illawarra	20-24	1	F	752
Illawarra	20-24	1	M	557
Illawarra	25-34		F	1025
Illawarra	25-34		M	1089
Illawarra	25-34	0	F	17086
Illawarra	25-34	0	M	17499
Illawarra	25-34	1	F	1979
Illawarra	25-34	1	M	1317
Illawarra	35-44		F	918
Illawarra	35-44		M	937
Illawarra	35-44	0	F	15685
Illawarra	35-44	0	M	15953
Illawarra	35-44	1	F	3178
Illawarra	35-44	1	M	1897
Illawarra	45-54		F	771
Illawarra	45-54		M	878
Illawarra	45-54	0	F	14973
Illawarra	45-54	0	M	15338
Illawarra	45-54	1	F	4418
Illawarra	45-54	1	M	2895
Illawarra	55-64		F	699
Illawarra	55-64		M	767
Illawarra	55-64	0	F	14332
Illawarra	55-64	0	M	14840
Illawarra	55-64	1	F	5130
Illawarra	55-64	1	M	3381
Illawarra	65-74		F	769
Illawarra	65-74		M	738
Illawarra	65-74	0	F	13254
Illawarra	65-74	0	M	12680
Illawarra	65-74	1	F	2816
Illawarra	65-74	1	M	2055
Illawarra	75-84		F	844
Illawarra	75-84		M	687
Illawarra	75-84	0	F	8651
Illawarra	75-84	0	M	7376
Illawarra	75-84	1	F	1122
Illawarra	75-84	1	M	1062
Illawarra	85+		F	891
Illawarra	85+		M	522
Illawarra	85+	0	F	3924
Illawarra	85+	0	M	2329
Illawarra	85+	1	F	223
Illawarra	85+	1	M	332
Mid North Coast	15-19		F	539
Mid North Coast	15-19		M	634
Mid North Coast	15-19	0	F	5065
Mid North Coast	15-19	0	M	5321
Mid North Coast	15-19	1	F	335
Mid North Coast	15-19	1	M	310
Mid North Coast	20-24		F	335
Mid North Coast	20-24		M	512
Mid North Coast	20-24	0	F	3803
Mid North Coast	20-24	0	M	4023
Mid North Coast	20-24	1	F	386
Mid North Coast	20-24	1	M	301
Mid North Coast	25-34		F	823
Mid North Coast	25-34		M	1066
Mid North Coast	25-34	0	F	8041
Mid North Coast	25-34	0	M	7718
Mid North Coast	25-34	1	F	1353
Mid North Coast	25-34	1	M	768
Mid North Coast	35-44		F	809
Mid North Coast	35-44		M	1005
Mid North Coast	35-44	0	F	8259
Mid North Coast	35-44	0	M	8094
Mid North Coast	35-44	1	F	2240
Mid North Coast	35-44	1	M	1217
Mid North Coast	45-54		F	814
Mid North Coast	45-54		M	955
Mid North Coast	45-54	0	F	9960
Mid North Coast	45-54	0	M	9961
Mid North Coast	45-54	1	F	3237
Mid North Coast	45-54	1	M	1879
Mid North Coast	55-64		F	974
Mid North Coast	55-64		M	1119
Mid North Coast	55-64	0	F	13073
Mid North Coast	55-64	0	M	12813
Mid North Coast	55-64	1	F	4342
Mid North Coast	55-64	1	M	2475
Mid North Coast	65-74		F	1157
Mid North Coast	65-74		M	1207
Mid North Coast	65-74	0	F	14579
Mid North Coast	65-74	0	M	15226
Mid North Coast	65-74	1	F	3160
Mid North Coast	65-74	1	M	2205
Mid North Coast	75-84		F	1095
Mid North Coast	75-84		M	884
Mid North Coast	75-84	0	F	9250
Mid North Coast	75-84	0	M	8776
Mid North Coast	75-84	1	F	1308
Mid North Coast	75-84	1	M	1252
Mid North Coast	85+		F	883
Mid North Coast	85+		M	481
Mid North Coast	85+	0	F	3987
Mid North Coast	85+	0	M	2571
Mid North Coast	85+	1	F	265
Mid North Coast	85+	1	M	343
Murray	15-19		F	341
Murray	15-19		M	377
Murray	15-19	0	F	2960
Murray	15-19	0	M	3066
Murray	15-19	1	F	189
Murray	15-19	1	M	170
Murray	20-24		F	246
Murray	20-24		M	283
Murray	20-24	0	F	2570
Murray	20-24	0	M	2705
Murray	20-24	1	F	256
Murray	20-24	1	M	160
Murray	25-34		F	566
Murray	25-34		M	615
Murray	25-34	0	F	5598
Murray	25-34	0	M	5674
Murray	25-34	1	F	787
Murray	25-34	1	M	454
Murray	35-44		F	558
Murray	35-44		M	574
Murray	35-44	0	F	5246
Murray	35-44	0	M	5247
Murray	35-44	1	F	1246
Murray	35-44	1	M	702
Murray	45-54		F	521
Murray	45-54		M	627
Murray	45-54	0	F	5446
Murray	45-54	0	M	5615
Murray	45-54	1	F	1616
Murray	45-54	1	M	985
Murray	55-64		F	608
Murray	55-64		M	647
Murray	55-64	0	F	6058
Murray	55-64	0	M	6437
Murray	55-64	1	F	2078
Murray	55-64	1	M	1197
Murray	65-74		F	578
Murray	65-74		M	660
Murray	65-74	0	F	6119
Murray	65-74	0	M	6605
Murray	65-74	1	F	1312
Murray	65-74	1	M	881
Murray	75-84		F	573
Murray	75-84		M	412
Murray	75-84	0	F	3772
Murray	75-84	0	M	3502
Murray	75-84	1	F	550
Murray	75-84	1	M	478
Murray	85+		F	278
Murray	85+		M	201
Murray	85+	0	F	1654
Murray	85+	0	M	1041
Murray	85+	1	F	104
Murray	85+	1	M	132
New England and North West	15-19		F	784
New England and North West	15-19		M	742
New England and North West	15-19	0	F	4644
New England and North West	15-19	0	M	4735
New England and North West	15-19	1	F	365
New England and North West	15-19	1	M	288
New England and North West	20-24		F	620
New England and North West	20-24		M	689
New England and North West	20-24	0	F	4055
New England and North West	20-24	0	M	4205
New England and North West	20-24	1	F	368
New England and North West	20-24	1	M	273
New England and North West	25-34		F	1147
New England and North West	25-34		M	1228
New England and North West	25-34	0	F	8944
New England and North West	25-34	0	M	8645
New England and North West	25-34	1	F	1215
New England and North West	25-34	1	M	771
New England and North West	35-44		F	1040
New England and North West	35-44		M	1096
New England and North West	35-44	0	F	7741
New England and North West	35-44	0	M	7738
New England and North West	35-44	1	F	1706
New England and North West	35-44	1	M	1017
New England and North West	45-54		F	1067
New England and North West	45-54		M	1148
New England and North West	45-54	0	F	7838
New England and North West	45-54	0	M	8188
New England and North West	45-54	1	F	2388
New England and North West	45-54	1	M	1396
New England and North West	55-64		F	1056
New England and North West	55-64		M	1143
New England and North West	55-64	0	F	8626
New England and North West	55-64	0	M	9157
New England and North West	55-64	1	F	2871
New England and North West	55-64	1	M	1741
New England and North West	65-74		F	926
New England and North West	65-74		M	1023
New England and North West	65-74	0	F	8084
New England and North West	65-74	0	M	8646
New England and North West	65-74	1	F	1727
New England and North West	65-74	1	M	1167
New England and North West	75-84		F	817
New England and North West	75-84		M	700
New England and North West	75-84	0	F	5407
New England and North West	75-84	0	M	4793
New England and North West	75-84	1	F	755
New England and North West	75-84	1	M	675
New England and North West	85+		F	490
New England and North West	85+		M	293
New England and North West	85+	0	F	2264
New England and North West	85+	0	M	1326
New England and North West	85+	1	F	144
New England and North West	85+	1	M	155
Newcastle and Lake Macquarie	15-19		F	597
Newcastle and Lake Macquarie	15-19		M	625
Newcastle and Lake Macquarie	15-19	0	F	9863
Newcastle and Lake Macquarie	15-19	0	M	10348
Newcastle and Lake Macquarie	15-19	1	F	559
Newcastle and Lake Macquarie	15-19	1	M	475
Newcastle and Lake Macquarie	20-24		F	673
Newcastle and Lake Macquarie	20-24		M	812
Newcastle and Lake Macquarie	20-24	0	F	11524
Newcastle and Lake Macquarie	20-24	0	M	11964
Newcastle and Lake Macquarie	20-24	1	F	820
Newcastle and Lake Macquarie	20-24	1	M	617
Newcastle and Lake Macquarie	25-34		F	1194
Newcastle and Lake Macquarie	25-34		M	1401
Newcastle and Lake Macquarie	25-34	0	F	22496
Newcastle and Lake Macquarie	25-34	0	M	22783
Newcastle and Lake Macquarie	25-34	1	F	2514
Newcastle and Lake Macquarie	25-34	1	M	1611
Newcastle and Lake Macquarie	35-44		F	1028
Newcastle and Lake Macquarie	35-44		M	1204
Newcastle and Lake Macquarie	35-44	0	F	19729
Newcastle and Lake Macquarie	35-44	0	M	20190
Newcastle and Lake Macquarie	35-44	1	F	3991
Newcastle and Lake Macquarie	35-44	1	M	2405
Newcastle and Lake Macquarie	45-54		F	898
Newcastle and Lake Macquarie	45-54		M	1085
Newcastle and Lake Macquarie	45-54	0	F	18218
Newcastle and Lake Macquarie	45-54	0	M	19172
Newcastle and Lake Macquarie	45-54	1	F	5488
Newcastle and Lake Macquarie	45-54	1	M	3320
Newcastle and Lake Macquarie	55-64		F	892
Newcastle and Lake Macquarie	55-64		M	1009
Newcastle and Lake Macquarie	55-64	0	F	17389
Newcastle and Lake Macquarie	55-64	0	M	17932
Newcastle and Lake Macquarie	55-64	1	F	6278
Newcastle and Lake Macquarie	55-64	1	M	3929
Newcastle and Lake Macquarie	65-74		F	1081
Newcastle and Lake Macquarie	65-74		M	980
Newcastle and Lake Macquarie	65-74	0	F	16809
Newcastle and Lake Macquarie	65-74	0	M	16084
Newcastle and Lake Macquarie	65-74	1	F	3936
Newcastle and Lake Macquarie	65-74	1	M	2777
Newcastle and Lake Macquarie	75-84		F	1180
Newcastle and Lake Macquarie	75-84		M	832
Newcastle and Lake Macquarie	75-84	0	F	10986
Newcastle and Lake Macquarie	75-84	0	M	9333
Newcastle and Lake Macquarie	75-84	1	F	1612
Newcastle and Lake Macquarie	75-84	1	M	1378
Newcastle and Lake Macquarie	85+		F	1175
Newcastle and Lake Macquarie	85+		M	572
Newcastle and Lake Macquarie	85+	0	F	5391
Newcastle and Lake Macquarie	85+	0	M	3013
Newcastle and Lake Macquarie	85+	1	F	318
Newcastle and Lake Macquarie	85+	1	M	408
Richmond - Tweed	15-19		F	627
Richmond - Tweed	15-19		M	698
Richmond - Tweed	15-19	0	F	5698
Richmond - Tweed	15-19	0	M	6071
Richmond - Tweed	15-19	1	F	346
Richmond - Tweed	15-19	1	M	296
Richmond - Tweed	20-24		F	512
Richmond - Tweed	20-24		M	519
Richmond - Tweed	20-24	0	F	4654
Richmond - Tweed	20-24	0	M	4841
Richmond - Tweed	20-24	1	F	419
Richmond - Tweed	20-24	1	M	326
Richmond - Tweed	25-34		F	1234
Richmond - Tweed	25-34		M	1210
Richmond - Tweed	25-34	0	F	10999
Richmond - Tweed	25-34	0	M	10169
Richmond - Tweed	25-34	1	F	1339
Richmond - Tweed	25-34	1	M	820
Richmond - Tweed	35-44		F	1312
Richmond - Tweed	35-44		M	1328
Richmond - Tweed	35-44	0	F	12004
Richmond - Tweed	35-44	0	M	11485
Richmond - Tweed	35-44	1	F	2495
Richmond - Tweed	35-44	1	M	1374
Richmond - Tweed	45-54		F	1244
Richmond - Tweed	45-54		M	1331
Richmond - Tweed	45-54	0	F	12469
Richmond - Tweed	45-54	0	M	12375
Richmond - Tweed	45-54	1	F	3634
Richmond - Tweed	45-54	1	M	2120
Richmond - Tweed	55-64		F	1261
Richmond - Tweed	55-64		M	1342
Richmond - Tweed	55-64	0	F	13609
Richmond - Tweed	55-64	0	M	13816
Richmond - Tweed	55-64	1	F	4702
Richmond - Tweed	55-64	1	M	2773
Richmond - Tweed	65-74		F	1151
Richmond - Tweed	65-74		M	1217
Richmond - Tweed	65-74	0	F	13754
Richmond - Tweed	65-74	0	M	14012
Richmond - Tweed	65-74	1	F	3041
Richmond - Tweed	65-74	1	M	2061
Richmond - Tweed	75-84		F	970
Richmond - Tweed	75-84		M	767
Richmond - Tweed	75-84	0	F	8013
Richmond - Tweed	75-84	0	M	7252
Richmond - Tweed	75-84	1	F	1231
Richmond - Tweed	75-84	1	M	988
Richmond - Tweed	85+		F	879
Richmond - Tweed	85+		M	464
Richmond - Tweed	85+	0	F	3995
Richmond - Tweed	85+	0	M	2444
Richmond - Tweed	85+	1	F	247
Richmond - Tweed	85+	1	M	316
Riverina	15-19		F	433
Riverina	15-19		M	526
Riverina	15-19	0	F	4336
Riverina	15-19	0	M	4630
Riverina	15-19	1	F	311
Riverina	15-19	1	M	236
Riverina	20-24		F	386
Riverina	20-24		M	586
Riverina	20-24	0	F	4177
Riverina	20-24	0	M	4273
Riverina	20-24	1	F	367
Riverina	20-24	1	M	242
Riverina	25-34		F	740
Riverina	25-34		M	1145
Riverina	25-34	0	F	8558
Riverina	25-34	0	M	8784
Riverina	25-34	1	F	1095
Riverina	25-34	1	M	637
Riverina	35-44		F	682
Riverina	35-44		M	1038
Riverina	35-44	0	F	7345
Riverina	35-44	0	M	7510
Riverina	35-44	1	F	1575
Riverina	35-44	1	M	911
Riverina	45-54		F	651
Riverina	45-54		M	962
Riverina	45-54	0	F	7001
Riverina	45-54	0	M	7406
Riverina	45-54	1	F	2101
Riverina	45-54	1	M	1230
Riverina	55-64		F	678
Riverina	55-64		M	777
Riverina	55-64	0	F	7235
Riverina	55-64	0	M	7869
Riverina	55-64	1	F	2402
Riverina	55-64	1	M	1462
Riverina	65-74		F	636
Riverina	65-74		M	667
Riverina	65-74	0	F	6489
Riverina	65-74	0	M	6816
Riverina	65-74	1	F	1428
Riverina	65-74	1	M	998
Riverina	75-84		F	559
Riverina	75-84		M	484
Riverina	75-84	0	F	4207
Riverina	75-84	0	M	3745
Riverina	75-84	1	F	561
Riverina	75-84	1	M	538
Riverina	85+		F	394
Riverina	85+		M	222
Riverina	85+	0	F	2149
Riverina	85+	0	M	1241
Riverina	85+	1	F	112
Riverina	85+	1	M	134
Southern Highlands and Shoalhaven	15-19		F	326
Southern Highlands and Shoalhaven	15-19		M	348
Southern Highlands and Shoalhaven	15-19	0	F	3523
Southern Highlands and Shoalhaven	15-19	0	M	3789
Southern Highlands and Shoalhaven	15-19	1	F	227
Southern Highlands and Shoalhaven	15-19	1	M	205
Southern Highlands and Shoalhaven	20-24		F	237
Southern Highlands and Shoalhaven	20-24		M	335
Southern Highlands and Shoalhaven	20-24	0	F	2823
Southern Highlands and Shoalhaven	20-24	0	M	3065
Southern Highlands and Shoalhaven	20-24	1	F	227
Southern Highlands and Shoalhaven	20-24	1	M	204
Southern Highlands and Shoalhaven	25-34		F	513
Southern Highlands and Shoalhaven	25-34		M	794
Southern Highlands and Shoalhaven	25-34	0	F	6502
Southern Highlands and Shoalhaven	25-34	0	M	6573
Southern Highlands and Shoalhaven	25-34	1	F	850
Southern Highlands and Shoalhaven	25-34	1	M	520
Southern Highlands and Shoalhaven	35-44		F	517
Southern Highlands and Shoalhaven	35-44		M	772
Southern Highlands and Shoalhaven	35-44	0	F	6464
Southern Highlands and Shoalhaven	35-44	0	M	6510
Southern Highlands and Shoalhaven	35-44	1	F	1394
Southern Highlands and Shoalhaven	35-44	1	M	790
Southern Highlands and Shoalhaven	45-54		F	551
Southern Highlands and Shoalhaven	45-54		M	733
Southern Highlands and Shoalhaven	45-54	0	F	7221
Southern Highlands and Shoalhaven	45-54	0	M	7221
Southern Highlands and Shoalhaven	45-54	1	F	2048
Southern Highlands and Shoalhaven	45-54	1	M	1250
Southern Highlands and Shoalhaven	55-64		F	600
Southern Highlands and Shoalhaven	55-64		M	685
Southern Highlands and Shoalhaven	55-64	0	F	8812
Southern Highlands and Shoalhaven	55-64	0	M	8742
Southern Highlands and Shoalhaven	55-64	1	F	2766
Southern Highlands and Shoalhaven	55-64	1	M	1673
Southern Highlands and Shoalhaven	65-74		F	624
Southern Highlands and Shoalhaven	65-74		M	649
Southern Highlands and Shoalhaven	65-74	0	F	10234
Southern Highlands and Shoalhaven	65-74	0	M	9838
Southern Highlands and Shoalhaven	65-74	1	F	2064
Southern Highlands and Shoalhaven	65-74	1	M	1434
Southern Highlands and Shoalhaven	75-84		F	614
Southern Highlands and Shoalhaven	75-84		M	508
Southern Highlands and Shoalhaven	75-84	0	F	6173
Southern Highlands and Shoalhaven	75-84	0	M	5916
Southern Highlands and Shoalhaven	75-84	1	F	929
Southern Highlands and Shoalhaven	75-84	1	M	850
