SA4_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Warrnambool and South West	GBR	1980	421
Warrnambool and South West	GBR	1990	292
Warrnambool and South West	GBR	2000	180
Warrnambool and South West	GBR	2010	286
Warrnambool and South West	GBR	2015	156
Warrnambool and South West	GBR	2016	22
Warrnambool and South West	GBR	2017	17
Warrnambool and South West	GBR	2018	30
Warrnambool and South West	GBR	2019	34
Warrnambool and South West	GBR	2020	11
Warrnambool and South West	GRC		3
Warrnambool and South West	GRC	1960	14
Warrnambool and South West	GRC	1970	19
Warrnambool and South West	GRC	1980	4
Warrnambool and South West	GRC	2000	3
Warrnambool and South West	GRC	2015	6
Warrnambool and South West	HKG	1980	6
Warrnambool and South West	HKG	1990	5
Warrnambool and South West	HKG	2010	3
Warrnambool and South West	HKG	2015	6
Warrnambool and South West	HKG	2018	6
Warrnambool and South West	HKG	2019	4
Warrnambool and South West	HKG	2020	5
Warrnambool and South West	HRV	1960	5
Warrnambool and South West	HRV	1970	17
Warrnambool and South West	HRV	1980	5
Warrnambool and South West	IDN		3
Warrnambool and South West	IDN	1970	4
Warrnambool and South West	IDN	1990	4
Warrnambool and South West	IDN	2000	7
Warrnambool and South West	IDN	2010	22
Warrnambool and South West	IDN	2015	22
Warrnambool and South West	IDN	2016	7
Warrnambool and South West	IDN	2017	3
Warrnambool and South West	IDN	2018	10
Warrnambool and South West	IDN	2019	10
Warrnambool and South West	IDN	2020	5
Warrnambool and South West	IND		19
Warrnambool and South West	IND	1960	5
Warrnambool and South West	IND	1970	13
Warrnambool and South West	IND	1980	3
Warrnambool and South West	IND	1990	11
Warrnambool and South West	IND	2000	17
Warrnambool and South West	IND	2010	104
Warrnambool and South West	IND	2015	100
Warrnambool and South West	IND	2016	27
Warrnambool and South West	IND	2017	36
Warrnambool and South West	IND	2018	56
Warrnambool and South West	IND	2019	50
Warrnambool and South West	IND	2020	18
Warrnambool and South West	IND	2021	11
Warrnambool and South West	IRL		9
Warrnambool and South West	IRL	1960	20
Warrnambool and South West	IRL	1970	24
Warrnambool and South West	IRL	1980	18
Warrnambool and South West	IRL	1990	27
Warrnambool and South West	IRL	2000	9
Warrnambool and South West	IRL	2010	48
Warrnambool and South West	IRL	2015	39
Warrnambool and South West	IRL	2016	4
Warrnambool and South West	IRL	2017	3
Warrnambool and South West	IRL	2018	5
Warrnambool and South West	IRL	2019	7
Warrnambool and South West	IRL	2021	3
Warrnambool and South West	IRN	2010	5
Warrnambool and South West	IRN	2015	6
Warrnambool and South West	IRN	2019	4
Warrnambool and South West	IRQ	2018	4
Warrnambool and South West	ITA		12
Warrnambool and South West	ITA	1951	11
Warrnambool and South West	ITA	1960	51
Warrnambool and South West	ITA	1970	28
Warrnambool and South West	ITA	1980	4
Warrnambool and South West	ITA	2000	5
Warrnambool and South West	ITA	2010	3
Warrnambool and South West	ITA	2015	7
Warrnambool and South West	ITA	2020	5
Warrnambool and South West	JPN		3
Warrnambool and South West	JPN	1990	3
Warrnambool and South West	JPN	2000	6
Warrnambool and South West	JPN	2010	21
Warrnambool and South West	JPN	2015	11
Warrnambool and South West	JPN	2017	4
Warrnambool and South West	JPN	2018	3
Warrnambool and South West	JPN	2019	5
Warrnambool and South West	KOR		3
Warrnambool and South West	KOR	1951	3
Warrnambool and South West	KOR	2010	18
Warrnambool and South West	KOR	2015	10
Warrnambool and South West	KOR	2016	7
Warrnambool and South West	KOR	2017	4
Warrnambool and South West	KOR	2018	4
Warrnambool and South West	KOR	2019	13
Warrnambool and South West	KOR	2020	4
Warrnambool and South West	LBN	1970	3
Warrnambool and South West	LKA	1960	5
Warrnambool and South West	LKA	1970	6
Warrnambool and South West	LKA	1980	5
Warrnambool and South West	LKA	1990	10
Warrnambool and South West	LKA	2000	5
Warrnambool and South West	LKA	2010	41
Warrnambool and South West	LKA	2015	58
Warrnambool and South West	LKA	2016	13
Warrnambool and South West	LKA	2017	9
Warrnambool and South West	LKA	2018	12
Warrnambool and South West	LKA	2019	13
Warrnambool and South West	LKA	2020	7
Warrnambool and South West	LKA	2021	3
Warrnambool and South West	MKD	1960	5
Warrnambool and South West	MKD	1970	5
Warrnambool and South West	MKD	1980	3
Warrnambool and South West	MYS		7
Warrnambool and South West	MYS	1970	6
Warrnambool and South West	MYS	1980	19
Warrnambool and South West	MYS	1990	13
Warrnambool and South West	MYS	2000	6
Warrnambool and South West	MYS	2010	22
Warrnambool and South West	MYS	2015	24
Warrnambool and South West	MYS	2016	12
Warrnambool and South West	MYS	2017	9
Warrnambool and South West	MYS	2018	9
Warrnambool and South West	MYS	2019	5
Warrnambool and South West	MYS	2020	6
Warrnambool and South West	NLD		17
Warrnambool and South West	NLD	1951	16
Warrnambool and South West	NLD	1960	277
Warrnambool and South West	NLD	1970	40
Warrnambool and South West	NLD	1980	11
Warrnambool and South West	NLD	1990	41
Warrnambool and South West	NLD	2000	18
Warrnambool and South West	NLD	2010	19
Warrnambool and South West	NLD	2015	18
Warrnambool and South West	NLD	2016	4
Warrnambool and South West	NLD	2018	5
Warrnambool and South West	NLD	2019	4
Warrnambool and South West	NLD	2021	5
Warrnambool and South West	NPL	2010	13
Warrnambool and South West	NPL	2015	35
Warrnambool and South West	NPL	2016	17
Warrnambool and South West	NPL	2017	23
Warrnambool and South West	NPL	2018	23
Warrnambool and South West	NPL	2019	9
Warrnambool and South West	NPL	2020	3
Warrnambool and South West	NZL		79
Warrnambool and South West	NZL	1960	17
Warrnambool and South West	NZL	1970	59
Warrnambool and South West	NZL	1980	204
Warrnambool and South West	NZL	1990	264
Warrnambool and South West	NZL	2000	299
Warrnambool and South West	NZL	2010	472
Warrnambool and South West	NZL	2015	184
Warrnambool and South West	NZL	2016	33
Warrnambool and South West	NZL	2017	17
Warrnambool and South West	NZL	2018	21
Warrnambool and South West	NZL	2019	22
Warrnambool and South West	NZL	2020	14
Warrnambool and South West	NZL	2021	9
Warrnambool and South West	PAK	2010	8
Warrnambool and South West	PAK	2015	14
Warrnambool and South West	PAK	2018	4
Warrnambool and South West	PAK	2020	7
Warrnambool and South West	PHL		17
Warrnambool and South West	PHL	1970	3
Warrnambool and South West	PHL	1980	15
Warrnambool and South West	PHL	1990	58
Warrnambool and South West	PHL	2000	48
Warrnambool and South West	PHL	2010	112
Warrnambool and South West	PHL	2015	155
Warrnambool and South West	PHL	2016	46
Warrnambool and South West	PHL	2017	41
Warrnambool and South West	PHL	2018	75
Warrnambool and South West	PHL	2019	86
Warrnambool and South West	PHL	2020	27
Warrnambool and South West	PHL	2021	8
Warrnambool and South West	POL	1951	7
Warrnambool and South West	POL	1960	3
Warrnambool and South West	POL	1970	4
Warrnambool and South West	POL	1990	11
Warrnambool and South West	POL	2010	11
Warrnambool and South West	POL	2015	3
Warrnambool and South West	SGP		3
Warrnambool and South West	SGP	1980	4
Warrnambool and South West	SGP	1990	3
Warrnambool and South West	SGP	2000	3
Warrnambool and South West	SGP	2010	5
Warrnambool and South West	SGP	2015	8
Warrnambool and South West	SGP	2019	4
Warrnambool and South West	THA		11
Warrnambool and South West	THA	1980	6
Warrnambool and South West	THA	1990	3
Warrnambool and South West	THA	2000	12
Warrnambool and South West	THA	2010	50
Warrnambool and South West	THA	2015	42
Warrnambool and South West	THA	2016	17
Warrnambool and South West	THA	2017	13
Warrnambool and South West	THA	2018	24
Warrnambool and South West	THA	2019	11
Warrnambool and South West	THA	2020	13
Warrnambool and South West	TWN		3
Warrnambool and South West	TWN	1990	5
Warrnambool and South West	TWN	2010	20
Warrnambool and South West	TWN	2015	41
Warrnambool and South West	TWN	2016	19
Warrnambool and South West	TWN	2017	24
Warrnambool and South West	TWN	2018	39
Warrnambool and South West	TWN	2019	50
Warrnambool and South West	TWN	2020	15
Warrnambool and South West	USA		6
Warrnambool and South West	USA	1970	15
Warrnambool and South West	USA	1980	40
Warrnambool and South West	USA	1990	22
Warrnambool and South West	USA	2000	31
Warrnambool and South West	USA	2010	40
Warrnambool and South West	USA	2015	37
Warrnambool and South West	USA	2016	4
Warrnambool and South West	USA	2017	8
Warrnambool and South West	USA	2018	11
Warrnambool and South West	USA	2019	8
Warrnambool and South West	USA	2020	8
Warrnambool and South West	USA	2021	3
Warrnambool and South West	VNM		4
Warrnambool and South West	VNM	1980	3
Warrnambool and South West	VNM	1990	9
Warrnambool and South West	VNM	2000	9
Warrnambool and South West	VNM	2010	15
Warrnambool and South West	VNM	2015	18
Warrnambool and South West	VNM	2016	4
Warrnambool and South West	VNM	2017	20
Warrnambool and South West	VNM	2018	14
Warrnambool and South West	VNM	2019	60
Warrnambool and South West	VNM	2020	10
Warrnambool and South West	ZAF		6
Warrnambool and South West	ZAF	1960	4
Warrnambool and South West	ZAF	1970	6
Warrnambool and South West	ZAF	1980	22
Warrnambool and South West	ZAF	1990	16
Warrnambool and South West	ZAF	2000	41
Warrnambool and South West	ZAF	2010	99
Warrnambool and South West	ZAF	2015	45
Warrnambool and South West	ZAF	2016	6
Warrnambool and South West	ZAF	2017	13
Warrnambool and South West	ZAF	2018	8
Warrnambool and South West	ZAF	2019	34
Warrnambool and South West	ZAF	2021	10
No usual address (Vic.)			16
No usual address (Vic.)		1960	8
No usual address (Vic.)		1970	14
No usual address (Vic.)		1980	24
No usual address (Vic.)		1990	25
No usual address (Vic.)		2000	20
No usual address (Vic.)		2010	65
No usual address (Vic.)		2015	43
No usual address (Vic.)		2017	6
No usual address (Vic.)		2018	20
No usual address (Vic.)		2019	30
No usual address (Vic.)		2020	17
No usual address (Vic.)		2021	30
No usual address (Vic.)	AFG	2015	4
No usual address (Vic.)	CAN	2000	3
No usual address (Vic.)	CAN	2010	5
No usual address (Vic.)	CAN	2015	4
No usual address (Vic.)	CAN	2019	6
No usual address (Vic.)	CHN		5
No usual address (Vic.)	CHN	1990	4
No usual address (Vic.)	CHN	2000	5
No usual address (Vic.)	CHN	2010	13
No usual address (Vic.)	CHN	2015	6
No usual address (Vic.)	CHN	2017	4
No usual address (Vic.)	CHN	2018	7
No usual address (Vic.)	CHN	2019	8
No usual address (Vic.)	CHN	2021	4
No usual address (Vic.)	DEU		6
No usual address (Vic.)	DEU	1951	4
No usual address (Vic.)	DEU	1960	3
No usual address (Vic.)	DEU	1970	10
No usual address (Vic.)	DEU	2000	3
No usual address (Vic.)	DEU	2019	9
No usual address (Vic.)	EGY	2000	3
No usual address (Vic.)	EGY	2010	3
No usual address (Vic.)	GBR		3
No usual address (Vic.)	GBR	1951	3
No usual address (Vic.)	GBR	1960	11
No usual address (Vic.)	GBR	1970	40
No usual address (Vic.)	GBR	1980	24
No usual address (Vic.)	GBR	1990	23
No usual address (Vic.)	GBR	2000	21
No usual address (Vic.)	GBR	2010	25
No usual address (Vic.)	GBR	2015	10
No usual address (Vic.)	GBR	2017	8
No usual address (Vic.)	GBR	2018	7
No usual address (Vic.)	GBR	2019	15
No usual address (Vic.)	GBR	2020	6
No usual address (Vic.)	GBR	2021	17
No usual address (Vic.)	GRC	1970	3
No usual address (Vic.)	HKG	1990	5
No usual address (Vic.)	HKG	2017	3
No usual address (Vic.)	HRV	1970	8
No usual address (Vic.)	IDN	2010	3
No usual address (Vic.)	IDN	2018	4
No usual address (Vic.)	IDN	2019	6
No usual address (Vic.)	IND		3
No usual address (Vic.)	IND	2000	6
No usual address (Vic.)	IND	2010	20
No usual address (Vic.)	IND	2015	12
No usual address (Vic.)	IND	2017	11
No usual address (Vic.)	IND	2018	6
No usual address (Vic.)	IND	2019	4
No usual address (Vic.)	IND	2020	4
No usual address (Vic.)	IND	2021	24
No usual address (Vic.)	IRL	2015	3
No usual address (Vic.)	IRL	2019	6
No usual address (Vic.)	IRL	2020	5
No usual address (Vic.)	IRL	2021	4
No usual address (Vic.)	IRN	2015	12
No usual address (Vic.)	IRN	2018	3
No usual address (Vic.)	IRN	2021	7
No usual address (Vic.)	IRQ	2015	6
No usual address (Vic.)	ITA	1960	4
No usual address (Vic.)	ITA	1970	3
No usual address (Vic.)	LBN	2015	4
No usual address (Vic.)	LKA	1990	3
No usual address (Vic.)	LKA	2000	4
No usual address (Vic.)	LKA	2010	5
No usual address (Vic.)	LKA	2015	3
No usual address (Vic.)	LKA	2017	3
No usual address (Vic.)	LKA	2021	3
No usual address (Vic.)	MYS		5
No usual address (Vic.)	MYS	1990	4
No usual address (Vic.)	MYS	2010	11
No usual address (Vic.)	MYS	2015	13
No usual address (Vic.)	MYS	2016	4
No usual address (Vic.)	MYS	2017	11
No usual address (Vic.)	MYS	2018	10
No usual address (Vic.)	MYS	2019	5
No usual address (Vic.)	MYS	2020	9
No usual address (Vic.)	NLD	1960	5
No usual address (Vic.)	NLD	1970	5
No usual address (Vic.)	NPL	2018	4
No usual address (Vic.)	NPL	2020	5
No usual address (Vic.)	NZL		14
No usual address (Vic.)	NZL	1980	11
No usual address (Vic.)	NZL	1990	12
No usual address (Vic.)	NZL	2000	23
No usual address (Vic.)	NZL	2010	39
No usual address (Vic.)	NZL	2015	16
No usual address (Vic.)	NZL	2016	4
No usual address (Vic.)	NZL	2017	3
No usual address (Vic.)	NZL	2018	7
No usual address (Vic.)	NZL	2021	13
No usual address (Vic.)	PAK	2000	3
No usual address (Vic.)	PAK	2010	3
No usual address (Vic.)	PAK	2015	6
No usual address (Vic.)	PAK	2016	4
No usual address (Vic.)	PAK	2018	3
No usual address (Vic.)	PAK	2021	3
No usual address (Vic.)	PHL	1990	4
No usual address (Vic.)	PHL	2000	4
No usual address (Vic.)	PHL	2010	5
No usual address (Vic.)	PHL	2015	8
No usual address (Vic.)	PHL	2016	5
No usual address (Vic.)	PHL	2017	4
No usual address (Vic.)	PHL	2018	4
No usual address (Vic.)	PHL	2021	3
No usual address (Vic.)	POL	1980	4
No usual address (Vic.)	SGP	2010	4
No usual address (Vic.)	SGP	2021	3
No usual address (Vic.)	THA	1990	5
No usual address (Vic.)	THA	2010	6
No usual address (Vic.)	TWN		3
No usual address (Vic.)	TWN	2019	4
No usual address (Vic.)	TWN	2020	3
No usual address (Vic.)	USA	2010	12
No usual address (Vic.)	USA	2015	3
No usual address (Vic.)	USA	2021	11
No usual address (Vic.)	VNM		5
No usual address (Vic.)	VNM	2000	5
No usual address (Vic.)	VNM	2010	3
No usual address (Vic.)	VNM	2015	4
No usual address (Vic.)	VNM	2017	5
No usual address (Vic.)	VNM	2018	3
No usual address (Vic.)	ZAF	2000	9
No usual address (Vic.)	ZAF	2010	6
No usual address (Vic.)	ZAF	2015	8
No usual address (Vic.)	ZAF	2016	4
No usual address (Vic.)	ZAF	2021	5
Brisbane - East			180
Brisbane - East		1951	99
Brisbane - East		1960	297
Brisbane - East		1970	653
Brisbane - East		1980	879
Brisbane - East		1990	895
Brisbane - East		2000	884
Brisbane - East		2010	1582
Brisbane - East		2015	828
Brisbane - East		2016	152
Brisbane - East		2017	143
Brisbane - East		2018	127
Brisbane - East		2019	153
Brisbane - East		2020	58
Brisbane - East		2021	32
Brisbane - East	AFG	1990	7
Brisbane - East	AFG	2000	3
Brisbane - East	AFG	2010	9
Brisbane - East	AFG	2015	10
Brisbane - East	BGD		4
Brisbane - East	BGD	2010	13
Brisbane - East	BGD	2016	3
Brisbane - East	CAN		10
Brisbane - East	CAN	1960	8
Brisbane - East	CAN	1970	33
Brisbane - East	CAN	1980	66
Brisbane - East	CAN	1990	81
Brisbane - East	CAN	2000	91
Brisbane - East	CAN	2010	135
Brisbane - East	CAN	2015	73
Brisbane - East	CAN	2016	14
Brisbane - East	CAN	2017	13
Brisbane - East	CAN	2018	15
Brisbane - East	CAN	2019	21
Brisbane - East	CAN	2020	7
Brisbane - East	CHN		29
Brisbane - East	CHN	1951	3
Brisbane - East	CHN	1960	33
Brisbane - East	CHN	1970	23
Brisbane - East	CHN	1980	14
Brisbane - East	CHN	1990	77
Brisbane - East	CHN	2000	126
Brisbane - East	CHN	2010	472
Brisbane - East	CHN	2015	262
Brisbane - East	CHN	2016	81
Brisbane - East	CHN	2017	70
Brisbane - East	CHN	2018	67
Brisbane - East	CHN	2019	59
Brisbane - East	CHN	2020	46
Brisbane - East	CHN	2021	3
Brisbane - East	DEU		37
Brisbane - East	DEU	1951	137
Brisbane - East	DEU	1960	185
Brisbane - East	DEU	1970	110
Brisbane - East	DEU	1980	75
Brisbane - East	DEU	1990	171
Brisbane - East	DEU	2000	87
Brisbane - East	DEU	2010	166
Brisbane - East	DEU	2015	65
Brisbane - East	DEU	2016	13
Brisbane - East	DEU	2017	8
Brisbane - East	DEU	2018	11
Brisbane - East	DEU	2019	16
Brisbane - East	DEU	2020	12
Brisbane - East	EGY		7
Brisbane - East	EGY	1951	10
Brisbane - East	EGY	1960	19
Brisbane - East	EGY	1970	11
Brisbane - East	EGY	1980	8
Brisbane - East	EGY	1990	7
Brisbane - East	EGY	2000	3
Brisbane - East	EGY	2010	22
Brisbane - East	EGY	2015	11
Brisbane - East	EGY	2017	4
Brisbane - East	EGY	2020	5
Brisbane - East	FJI		17
Brisbane - East	FJI	1970	19
Brisbane - East	FJI	1980	53
Brisbane - East	FJI	1990	162
Brisbane - East	FJI	2000	168
Brisbane - East	FJI	2010	189
Brisbane - East	FJI	2015	62
Brisbane - East	FJI	2016	20
Brisbane - East	FJI	2017	9
Brisbane - East	FJI	2018	3
Brisbane - East	FJI	2021	5
Brisbane - East	GBR		425
Brisbane - East	GBR	1951	332
Brisbane - East	GBR	1960	939
Brisbane - East	GBR	1970	2687
Brisbane - East	GBR	1980	1955
Brisbane - East	GBR	1990	1943
Brisbane - East	GBR	2000	1400
Brisbane - East	GBR	2010	4284
Brisbane - East	GBR	2015	1678
Brisbane - East	GBR	2016	218
Brisbane - East	GBR	2017	201
Brisbane - East	GBR	2018	192
Brisbane - East	GBR	2019	167
Brisbane - East	GBR	2020	85
Brisbane - East	GBR	2021	46
Brisbane - East	GRC		5
Brisbane - East	GRC	1951	3
Brisbane - East	GRC	1960	41
Brisbane - East	GRC	1970	64
Brisbane - East	GRC	1980	29
Brisbane - East	GRC	1990	14
Brisbane - East	GRC	2000	4
Brisbane - East	GRC	2010	11
Brisbane - East	GRC	2015	13
Brisbane - East	GRC	2017	3
Brisbane - East	HKG		8
Brisbane - East	HKG	1951	3
Brisbane - East	HKG	1960	5
Brisbane - East	HKG	1970	22
Brisbane - East	HKG	1980	33
Brisbane - East	HKG	1990	67
Brisbane - East	HKG	2000	63
Brisbane - East	HKG	2010	62
Brisbane - East	HKG	2015	31
Brisbane - East	HKG	2016	8
Brisbane - East	HKG	2017	6
Brisbane - East	HKG	2018	5
Brisbane - East	HKG	2019	15
Brisbane - East	HKG	2020	16
Brisbane - East	HKG	2021	3
Brisbane - East	HRV		10
Brisbane - East	HRV	1960	24
Brisbane - East	HRV	1970	72
Brisbane - East	HRV	1980	28
Brisbane - East	HRV	1990	8
Brisbane - East	HRV	2000	38
Brisbane - East	HRV	2010	19
Brisbane - East	HRV	2015	3
Brisbane - East	IDN		15
Brisbane - East	IDN	1951	9
Brisbane - East	IDN	1960	37
Brisbane - East	IDN	1970	16
Brisbane - East	IDN	1980	22
Brisbane - East	IDN	1990	25
Brisbane - East	IDN	2000	48
Brisbane - East	IDN	2010	61
Brisbane - East	IDN	2015	28
Brisbane - East	IDN	2016	15
Brisbane - East	IDN	2017	3
Brisbane - East	IDN	2018	7
Brisbane - East	IDN	2019	15
Brisbane - East	IDN	2020	8
Brisbane - East	IND		32
Brisbane - East	IND	1951	12
Brisbane - East	IND	1960	14
Brisbane - East	IND	1970	53
Brisbane - East	IND	1980	42
Brisbane - East	IND	1990	56
Brisbane - East	IND	2000	119
Brisbane - East	IND	2010	773
Brisbane - East	IND	2015	330
Brisbane - East	IND	2016	62
Brisbane - East	IND	2017	58
Brisbane - East	IND	2018	90
Brisbane - East	IND	2019	80
Brisbane - East	IND	2020	36
Brisbane - East	IND	2021	3
Brisbane - East	IRL		21
Brisbane - East	IRL	1951	8
Brisbane - East	IRL	1960	23
Brisbane - East	IRL	1970	48
Brisbane - East	IRL	1980	81
Brisbane - East	IRL	1990	134
Brisbane - East	IRL	2000	85
Brisbane - East	IRL	2010	374
Brisbane - East	IRL	2015	295
Brisbane - East	IRL	2016	13
Brisbane - East	IRL	2017	21
Brisbane - East	IRL	2018	16
Brisbane - East	IRL	2019	12
Brisbane - East	IRL	2020	3
Brisbane - East	IRN	1960	3
Brisbane - East	IRN	1970	4
Brisbane - East	IRN	1980	8
Brisbane - East	IRN	1990	30
Brisbane - East	IRN	2000	29
Brisbane - East	IRN	2010	75
Brisbane - East	IRN	2015	103
Brisbane - East	IRN	2016	12
Brisbane - East	IRN	2017	11
Brisbane - East	IRN	2018	7
Brisbane - East	IRN	2019	8
Brisbane - East	IRQ	1960	3
Brisbane - East	IRQ	2000	4
Brisbane - East	IRQ	2010	11
Brisbane - East	IRQ	2015	5
Brisbane - East	IRQ	2016	3
Brisbane - East	ITA		24
Brisbane - East	ITA	1951	31
Brisbane - East	ITA	1960	154
Brisbane - East	ITA	1970	105
Brisbane - East	ITA	1980	23
Brisbane - East	ITA	1990	13
Brisbane - East	ITA	2000	18
Brisbane - East	ITA	2010	42
Brisbane - East	ITA	2015	54
Brisbane - East	ITA	2016	5
Brisbane - East	ITA	2017	8
Brisbane - East	ITA	2018	9
Brisbane - East	ITA	2019	5
Brisbane - East	ITA	2020	3
Brisbane - East	JPN		6
Brisbane - East	JPN	1960	5
Brisbane - East	JPN	1980	7
Brisbane - East	JPN	1990	23
Brisbane - East	JPN	2000	43
Brisbane - East	JPN	2010	114
Brisbane - East	JPN	2015	44
Brisbane - East	JPN	2017	11
Brisbane - East	JPN	2018	7
Brisbane - East	JPN	2019	6
Brisbane - East	JPN	2020	5
Brisbane - East	JPN	2021	3
Brisbane - East	KOR		9
Brisbane - East	KOR	1980	8
Brisbane - East	KOR	1990	24
Brisbane - East	KOR	2000	39
Brisbane - East	KOR	2010	167
Brisbane - East	KOR	2015	60
Brisbane - East	KOR	2016	8
Brisbane - East	KOR	2017	14
Brisbane - East	KOR	2018	6
Brisbane - East	KOR	2019	11
Brisbane - East	LBN		7
Brisbane - East	LBN	1960	5
Brisbane - East	LBN	1970	10
Brisbane - East	LBN	1980	18
Brisbane - East	LBN	1990	8
Brisbane - East	LBN	2000	9
Brisbane - East	LBN	2010	12
Brisbane - East	LBN	2015	4
Brisbane - East	LBN	2020	3
Brisbane - East	LKA		5
Brisbane - East	LKA	1951	6
Brisbane - East	LKA	1960	9
Brisbane - East	LKA	1970	9
Brisbane - East	LKA	1980	32
Brisbane - East	LKA	1990	54
Brisbane - East	LKA	2000	56
Brisbane - East	LKA	2010	184
Brisbane - East	LKA	2015	68
Brisbane - East	LKA	2017	15
Brisbane - East	LKA	2018	9
Brisbane - East	LKA	2019	14
Brisbane - East	LKA	2020	5
Brisbane - East	MKD	1970	6
Brisbane - East	MKD	1980	4
Brisbane - East	MKD	1990	6
Brisbane - East	MKD	2010	5
Brisbane - East	MKD	2015	5
Brisbane - East	MKD	2017	3
Brisbane - East	MYS		18
Brisbane - East	MYS	1951	4
Brisbane - East	MYS	1960	8
Brisbane - East	MYS	1970	52
Brisbane - East	MYS	1980	73
Brisbane - East	MYS	1990	90
Brisbane - East	MYS	2000	53
Brisbane - East	MYS	2010	71
Brisbane - East	MYS	2015	62
Brisbane - East	MYS	2016	16
Brisbane - East	MYS	2017	4
Brisbane - East	MYS	2018	3
Brisbane - East	MYS	2019	3
Brisbane - East	MYS	2020	4
Brisbane - East	NLD		58
Brisbane - East	NLD	1951	31
Brisbane - East	NLD	1960	350
Brisbane - East	NLD	1970	98
Brisbane - East	NLD	1980	70
Brisbane - East	NLD	1990	79
Brisbane - East	NLD	2000	50
Brisbane - East	NLD	2010	63
Brisbane - East	NLD	2015	38
Brisbane - East	NLD	2016	4
Brisbane - East	NLD	2017	4
Brisbane - East	NLD	2018	4
Brisbane - East	NLD	2019	9
Brisbane - East	NPL	2000	8
Brisbane - East	NPL	2010	63
Brisbane - East	NPL	2015	27
Brisbane - East	NPL	2016	6
Brisbane - East	NPL	2017	5
Brisbane - East	NPL	2018	4
Brisbane - East	NPL	2019	13
Brisbane - East	NPL	2020	5
Brisbane - East	NZL		287
Brisbane - East	NZL	1951	25
Brisbane - East	NZL	1960	42
Brisbane - East	NZL	1970	333
Brisbane - East	NZL	1980	1246
Brisbane - East	NZL	1990	2280
Brisbane - East	NZL	2000	2148
Brisbane - East	NZL	2010	3508
Brisbane - East	NZL	2015	1511
Brisbane - East	NZL	2016	170
Brisbane - East	NZL	2017	145
Brisbane - East	NZL	2018	179
Brisbane - East	NZL	2019	188
Brisbane - East	NZL	2020	75
Brisbane - East	NZL	2021	71
Brisbane - East	PAK	1970	3
Brisbane - East	PAK	1980	4
Brisbane - East	PAK	1990	3
Brisbane - East	PAK	2000	13
Brisbane - East	PAK	2010	31
Brisbane - East	PAK	2015	30
Brisbane - East	PAK	2017	9
Brisbane - East	PAK	2018	4
Brisbane - East	PAK	2019	7
Brisbane - East	PHL		41
Brisbane - East	PHL	1970	14
Brisbane - East	PHL	1980	68
Brisbane - East	PHL	1990	328
Brisbane - East	PHL	2000	283
Brisbane - East	PHL	2010	582
Brisbane - East	PHL	2015	333
Brisbane - East	PHL	2016	69
Brisbane - East	PHL	2017	44
Brisbane - East	PHL	2018	60
Brisbane - East	PHL	2019	79
Brisbane - East	PHL	2020	20
Brisbane - East	PHL	2021	11
Brisbane - East	POL		4
Brisbane - East	POL	1951	24
Brisbane - East	POL	1960	17
Brisbane - East	POL	1970	6
Brisbane - East	POL	1980	24
Brisbane - East	POL	1990	121
Brisbane - East	POL	2000	52
Brisbane - East	POL	2010	52
Brisbane - East	POL	2015	19
Brisbane - East	POL	2016	3
Brisbane - East	POL	2017	3
Brisbane - East	POL	2019	8
Brisbane - East	SGP		11
Brisbane - East	SGP	1960	9
Brisbane - East	SGP	1970	15
Brisbane - East	SGP	1980	43
Brisbane - East	SGP	1990	34
Brisbane - East	SGP	2000	43
Brisbane - East	SGP	2010	59
Brisbane - East	SGP	2015	34
Brisbane - East	SGP	2016	6
Brisbane - East	SGP	2017	8
Brisbane - East	SGP	2018	6
Brisbane - East	SGP	2019	3
Brisbane - East	SGP	2020	7
Brisbane - East	SGP	2021	4
Brisbane - East	THA		14
Brisbane - East	THA	1980	14
Brisbane - East	THA	1990	14
Brisbane - East	THA	2000	63
Brisbane - East	THA	2010	186
Brisbane - East	THA	2015	116
Brisbane - East	THA	2016	27
Brisbane - East	THA	2017	17
Brisbane - East	THA	2018	20
Brisbane - East	THA	2019	26
Brisbane - East	THA	2020	16
Brisbane - East	THA	2021	3
Brisbane - East	TWN		14
Brisbane - East	TWN	1990	54
Brisbane - East	TWN	2000	66
Brisbane - East	TWN	2010	91
Brisbane - East	TWN	2015	42
Brisbane - East	TWN	2016	10
Brisbane - East	TWN	2017	5
Brisbane - East	TWN	2018	9
Brisbane - East	TWN	2019	11
Brisbane - East	USA		23
Brisbane - East	USA	1951	6
Brisbane - East	USA	1960	9
Brisbane - East	USA	1970	56
Brisbane - East	USA	1980	108
Brisbane - East	USA	1990	99
Brisbane - East	USA	2000	107
Brisbane - East	USA	2010	219
Brisbane - East	USA	2015	138
Brisbane - East	USA	2016	8
Brisbane - East	USA	2017	34
Brisbane - East	USA	2018	15
Brisbane - East	USA	2019	26
Brisbane - East	USA	2020	15
Brisbane - East	USA	2021	11
Brisbane - East	VNM		17
Brisbane - East	VNM	1980	66
Brisbane - East	VNM	1990	117
Brisbane - East	VNM	2000	59
Brisbane - East	VNM	2010	96
Brisbane - East	VNM	2015	61
Brisbane - East	VNM	2016	17
Brisbane - East	VNM	2017	12
Brisbane - East	VNM	2018	7
Brisbane - East	VNM	2019	8
Brisbane - East	VNM	2020	10
Brisbane - East	VNM	2021	4
