SA4_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Capital Region	IDN	1960	20
Capital Region	IDN	1970	8
Capital Region	IDN	1980	12
Capital Region	IDN	1990	21
Capital Region	IDN	2000	26
Capital Region	IDN	2010	39
Capital Region	IDN	2015	44
Capital Region	IDN	2016	9
Capital Region	IDN	2017	15
Capital Region	IDN	2018	12
Capital Region	IDN	2019	11
Capital Region	IDN	2020	3
Capital Region	IND		33
Capital Region	IND	1951	7
Capital Region	IND	1960	16
Capital Region	IND	1970	39
Capital Region	IND	1980	28
Capital Region	IND	1990	29
Capital Region	IND	2000	73
Capital Region	IND	2010	560
Capital Region	IND	2015	491
Capital Region	IND	2016	154
Capital Region	IND	2017	182
Capital Region	IND	2018	204
Capital Region	IND	2019	171
Capital Region	IND	2020	67
Capital Region	IND	2021	12
Capital Region	IRL		12
Capital Region	IRL	1951	4
Capital Region	IRL	1960	28
Capital Region	IRL	1970	77
Capital Region	IRL	1980	64
Capital Region	IRL	1990	57
Capital Region	IRL	2000	20
Capital Region	IRL	2010	84
Capital Region	IRL	2015	60
Capital Region	IRL	2017	10
Capital Region	IRL	2019	8
Capital Region	IRL	2020	3
Capital Region	IRN		11
Capital Region	IRN	1980	3
Capital Region	IRN	1990	12
Capital Region	IRN	2000	7
Capital Region	IRN	2010	23
Capital Region	IRN	2015	27
Capital Region	IRN	2016	3
Capital Region	IRN	2020	5
Capital Region	IRQ		5
Capital Region	IRQ	1970	3
Capital Region	IRQ	1990	5
Capital Region	IRQ	2000	8
Capital Region	IRQ	2010	5
Capital Region	IRQ	2015	14
Capital Region	IRQ	2016	4
Capital Region	IRQ	2018	4
Capital Region	ITA		28
Capital Region	ITA	1951	25
Capital Region	ITA	1960	253
Capital Region	ITA	1970	258
Capital Region	ITA	1980	55
Capital Region	ITA	1990	36
Capital Region	ITA	2000	15
Capital Region	ITA	2010	21
Capital Region	ITA	2015	21
Capital Region	ITA	2016	5
Capital Region	ITA	2018	8
Capital Region	ITA	2019	5
Capital Region	ITA	2020	3
Capital Region	ITA	2021	5
Capital Region	JPN		11
Capital Region	JPN	1951	7
Capital Region	JPN	1960	5
Capital Region	JPN	1970	3
Capital Region	JPN	1980	5
Capital Region	JPN	1990	7
Capital Region	JPN	2000	13
Capital Region	JPN	2010	29
Capital Region	JPN	2015	14
Capital Region	JPN	2016	6
Capital Region	JPN	2018	3
Capital Region	JPN	2019	9
Capital Region	JPN	2020	7
Capital Region	KOR		10
Capital Region	KOR	1980	6
Capital Region	KOR	1990	16
Capital Region	KOR	2000	15
Capital Region	KOR	2010	47
Capital Region	KOR	2015	40
Capital Region	KOR	2016	3
Capital Region	KOR	2017	5
Capital Region	KOR	2018	18
Capital Region	KOR	2019	9
Capital Region	KOR	2020	7
Capital Region	LBN		14
Capital Region	LBN	1951	4
Capital Region	LBN	1960	3
Capital Region	LBN	1970	33
Capital Region	LBN	1980	49
Capital Region	LBN	1990	36
Capital Region	LBN	2000	17
Capital Region	LBN	2010	35
Capital Region	LBN	2015	11
Capital Region	LBN	2016	7
Capital Region	LBN	2017	5
Capital Region	LBN	2019	5
Capital Region	LKA		3
Capital Region	LKA	1960	3
Capital Region	LKA	1970	6
Capital Region	LKA	1980	18
Capital Region	LKA	1990	35
Capital Region	LKA	2000	27
Capital Region	LKA	2010	46
Capital Region	LKA	2015	47
Capital Region	LKA	2016	11
Capital Region	LKA	2017	8
Capital Region	LKA	2018	11
Capital Region	LKA	2019	19
Capital Region	LKA	2020	4
Capital Region	MKD		15
Capital Region	MKD	1951	6
Capital Region	MKD	1960	10
Capital Region	MKD	1970	87
Capital Region	MKD	1980	153
Capital Region	MKD	1990	137
Capital Region	MKD	2000	89
Capital Region	MKD	2010	48
Capital Region	MKD	2015	41
Capital Region	MKD	2016	3
Capital Region	MKD	2019	3
Capital Region	MYS		17
Capital Region	MYS	1951	3
Capital Region	MYS	1960	13
Capital Region	MYS	1970	43
Capital Region	MYS	1980	57
Capital Region	MYS	1990	55
Capital Region	MYS	2000	28
Capital Region	MYS	2010	50
Capital Region	MYS	2015	29
Capital Region	MYS	2016	13
Capital Region	MYS	2017	5
Capital Region	MYS	2018	3
Capital Region	MYS	2019	9
Capital Region	MYS	2020	7
Capital Region	NLD		23
Capital Region	NLD	1951	42
Capital Region	NLD	1960	343
Capital Region	NLD	1970	83
Capital Region	NLD	1980	64
Capital Region	NLD	1990	67
Capital Region	NLD	2000	51
Capital Region	NLD	2010	35
Capital Region	NLD	2015	19
Capital Region	NLD	2016	3
Capital Region	NLD	2018	3
Capital Region	NLD	2019	8
Capital Region	NPL		4
Capital Region	NPL	2000	4
Capital Region	NPL	2010	120
Capital Region	NPL	2015	181
Capital Region	NPL	2016	118
Capital Region	NPL	2017	177
Capital Region	NPL	2018	120
Capital Region	NPL	2019	68
Capital Region	NPL	2020	6
Capital Region	NZL		117
Capital Region	NZL	1951	14
Capital Region	NZL	1960	58
Capital Region	NZL	1970	259
Capital Region	NZL	1980	644
Capital Region	NZL	1990	606
Capital Region	NZL	2000	403
Capital Region	NZL	2010	424
Capital Region	NZL	2015	180
Capital Region	NZL	2016	33
Capital Region	NZL	2017	25
Capital Region	NZL	2018	23
Capital Region	NZL	2019	31
Capital Region	NZL	2020	18
Capital Region	NZL	2021	29
Capital Region	PAK		8
Capital Region	PAK	1970	6
Capital Region	PAK	1980	5
Capital Region	PAK	2000	11
Capital Region	PAK	2010	55
Capital Region	PAK	2015	80
Capital Region	PAK	2016	17
Capital Region	PAK	2017	23
Capital Region	PAK	2018	31
Capital Region	PAK	2019	29
Capital Region	PAK	2020	10
Capital Region	PAK	2021	5
Capital Region	PHL		38
Capital Region	PHL	1970	13
Capital Region	PHL	1980	33
Capital Region	PHL	1990	181
Capital Region	PHL	2000	120
Capital Region	PHL	2010	266
Capital Region	PHL	2015	336
Capital Region	PHL	2016	81
Capital Region	PHL	2017	73
Capital Region	PHL	2018	80
Capital Region	PHL	2019	97
Capital Region	PHL	2020	35
Capital Region	PHL	2021	14
Capital Region	POL		3
Capital Region	POL	1951	18
Capital Region	POL	1960	16
Capital Region	POL	1970	20
Capital Region	POL	1980	19
Capital Region	POL	1990	77
Capital Region	POL	2000	10
Capital Region	POL	2010	10
Capital Region	POL	2015	12
Capital Region	POL	2017	6
Capital Region	POL	2019	5
Capital Region	SGP		4
Capital Region	SGP	1960	9
Capital Region	SGP	1970	16
Capital Region	SGP	1980	32
Capital Region	SGP	1990	26
Capital Region	SGP	2000	15
Capital Region	SGP	2010	24
Capital Region	SGP	2015	18
Capital Region	SGP	2021	3
Capital Region	THA		22
Capital Region	THA	1960	3
Capital Region	THA	1970	4
Capital Region	THA	1980	19
Capital Region	THA	1990	27
Capital Region	THA	2000	48
Capital Region	THA	2010	144
Capital Region	THA	2015	85
Capital Region	THA	2016	19
Capital Region	THA	2017	13
Capital Region	THA	2018	14
Capital Region	THA	2019	24
Capital Region	THA	2020	13
Capital Region	THA	2021	7
Capital Region	TWN		10
Capital Region	TWN	1990	10
Capital Region	TWN	2000	11
Capital Region	TWN	2010	26
Capital Region	TWN	2015	22
Capital Region	TWN	2016	4
Capital Region	TWN	2017	7
Capital Region	TWN	2018	15
Capital Region	TWN	2019	44
Capital Region	TWN	2020	6
Capital Region	USA		20
Capital Region	USA	1951	6
Capital Region	USA	1960	7
Capital Region	USA	1970	77
Capital Region	USA	1980	132
Capital Region	USA	1990	146
Capital Region	USA	2000	152
Capital Region	USA	2010	221
Capital Region	USA	2015	129
Capital Region	USA	2016	20
Capital Region	USA	2017	17
Capital Region	USA	2018	18
Capital Region	USA	2019	20
Capital Region	USA	2020	20
Capital Region	VNM		18
Capital Region	VNM	1980	26
Capital Region	VNM	1990	48
Capital Region	VNM	2000	27
Capital Region	VNM	2010	38
Capital Region	VNM	2015	29
Capital Region	VNM	2016	9
Capital Region	VNM	2017	5
Capital Region	VNM	2018	3
Capital Region	VNM	2019	8
Capital Region	VNM	2020	3
Capital Region	VNM	2021	6
Capital Region	ZAF		17
Capital Region	ZAF	1960	19
Capital Region	ZAF	1970	47
Capital Region	ZAF	1980	94
Capital Region	ZAF	1990	83
Capital Region	ZAF	2000	143
Capital Region	ZAF	2010	205
Capital Region	ZAF	2015	80
Capital Region	ZAF	2016	30
Capital Region	ZAF	2017	10
Capital Region	ZAF	2018	24
Capital Region	ZAF	2019	37
Capital Region	ZAF	2020	7
Capital Region	ZAF	2021	11
Central Coast			231
Central Coast		1951	243
Central Coast		1960	588
Central Coast		1970	1120
Central Coast		1980	1304
Central Coast		1990	1067
Central Coast		2000	841
Central Coast		2010	1406
Central Coast		2015	813
Central Coast		2016	158
Central Coast		2017	132
Central Coast		2018	133
Central Coast		2019	152
Central Coast		2020	67
Central Coast		2021	29
Central Coast	AFG	1980	4
Central Coast	AFG	1990	3
Central Coast	AFG	2000	8
Central Coast	AFG	2015	6
Central Coast	BGD	1980	5
Central Coast	BGD	2000	12
Central Coast	BGD	2010	27
Central Coast	BGD	2015	38
Central Coast	BGD	2016	6
Central Coast	BGD	2017	12
Central Coast	BGD	2018	10
Central Coast	BGD	2019	7
Central Coast	BGD	2020	3
Central Coast	CAN		10
Central Coast	CAN	1951	5
Central Coast	CAN	1960	12
Central Coast	CAN	1970	60
Central Coast	CAN	1980	82
Central Coast	CAN	1990	68
Central Coast	CAN	2000	120
Central Coast	CAN	2010	165
Central Coast	CAN	2015	86
Central Coast	CAN	2016	11
Central Coast	CAN	2017	23
Central Coast	CAN	2018	8
Central Coast	CAN	2019	16
Central Coast	CAN	2020	6
Central Coast	CHN		45
Central Coast	CHN	1951	16
Central Coast	CHN	1960	54
Central Coast	CHN	1970	47
Central Coast	CHN	1980	34
Central Coast	CHN	1990	211
Central Coast	CHN	2000	279
Central Coast	CHN	2010	584
Central Coast	CHN	2015	358
Central Coast	CHN	2016	79
Central Coast	CHN	2017	60
Central Coast	CHN	2018	40
Central Coast	CHN	2019	71
Central Coast	CHN	2020	17
Central Coast	CHN	2021	4
Central Coast	DEU		42
Central Coast	DEU	1951	174
Central Coast	DEU	1960	275
Central Coast	DEU	1970	156
Central Coast	DEU	1980	112
Central Coast	DEU	1990	108
Central Coast	DEU	2000	85
Central Coast	DEU	2010	170
Central Coast	DEU	2015	69
Central Coast	DEU	2016	8
Central Coast	DEU	2017	14
Central Coast	DEU	2018	5
Central Coast	DEU	2019	9
Central Coast	EGY		16
Central Coast	EGY	1951	28
Central Coast	EGY	1960	79
Central Coast	EGY	1970	100
Central Coast	EGY	1980	37
Central Coast	EGY	1990	27
Central Coast	EGY	2000	21
Central Coast	EGY	2010	20
Central Coast	EGY	2015	34
Central Coast	EGY	2016	5
Central Coast	EGY	2017	22
Central Coast	EGY	2018	7
Central Coast	EGY	2019	16
Central Coast	EGY	2020	5
Central Coast	EGY	2021	7
Central Coast	FJI		10
Central Coast	FJI	1951	7
Central Coast	FJI	1960	9
Central Coast	FJI	1970	19
Central Coast	FJI	1980	60
Central Coast	FJI	1990	112
Central Coast	FJI	2000	90
Central Coast	FJI	2010	52
Central Coast	FJI	2015	33
Central Coast	FJI	2016	14
Central Coast	FJI	2017	3
Central Coast	FJI	2018	16
Central Coast	FJI	2019	14
Central Coast	FJI	2020	9
Central Coast	FJI	2021	3
Central Coast	GBR		581
Central Coast	GBR	1951	475
Central Coast	GBR	1960	1495
Central Coast	GBR	1970	4293
Central Coast	GBR	1980	2663
Central Coast	GBR	1990	2236
Central Coast	GBR	2000	1638
Central Coast	GBR	2010	3027
Central Coast	GBR	2015	1428
Central Coast	GBR	2016	182
Central Coast	GBR	2017	135
Central Coast	GBR	2018	125
Central Coast	GBR	2019	144
Central Coast	GBR	2020	95
Central Coast	GBR	2021	34
Central Coast	GRC		8
Central Coast	GRC	1951	11
Central Coast	GRC	1960	96
Central Coast	GRC	1970	147
Central Coast	GRC	1980	42
Central Coast	GRC	1990	9
Central Coast	GRC	2000	4
Central Coast	GRC	2010	9
Central Coast	GRC	2015	5
Central Coast	GRC	2019	3
Central Coast	HKG		9
Central Coast	HKG	1951	11
Central Coast	HKG	1960	13
Central Coast	HKG	1970	24
Central Coast	HKG	1980	43
Central Coast	HKG	1990	84
Central Coast	HKG	2000	57
Central Coast	HKG	2010	53
Central Coast	HKG	2015	25
Central Coast	HKG	2016	14
Central Coast	HKG	2017	6
Central Coast	HKG	2018	6
Central Coast	HKG	2019	9
Central Coast	HKG	2020	7
Central Coast	HKG	2021	7
Central Coast	HRV		11
Central Coast	HRV	1951	3
Central Coast	HRV	1960	52
Central Coast	HRV	1970	149
Central Coast	HRV	1980	40
Central Coast	HRV	1990	5
Central Coast	HRV	2000	29
Central Coast	HRV	2010	3
Central Coast	HRV	2015	9
Central Coast	HRV	2018	3
Central Coast	IDN		3
Central Coast	IDN	1951	12
Central Coast	IDN	1960	25
Central Coast	IDN	1970	20
Central Coast	IDN	1980	35
Central Coast	IDN	1990	52
Central Coast	IDN	2000	75
Central Coast	IDN	2010	118
Central Coast	IDN	2015	89
Central Coast	IDN	2016	14
Central Coast	IDN	2017	15
Central Coast	IDN	2018	25
Central Coast	IDN	2019	38
Central Coast	IDN	2020	18
Central Coast	IND		39
Central Coast	IND	1951	22
Central Coast	IND	1960	25
Central Coast	IND	1970	60
Central Coast	IND	1980	83
Central Coast	IND	1990	81
Central Coast	IND	2000	136
Central Coast	IND	2010	604
Central Coast	IND	2015	674
Central Coast	IND	2016	135
Central Coast	IND	2017	168
Central Coast	IND	2018	144
Central Coast	IND	2019	140
Central Coast	IND	2020	49
Central Coast	IND	2021	8
Central Coast	IRL		25
Central Coast	IRL	1951	4
Central Coast	IRL	1960	40
Central Coast	IRL	1970	184
Central Coast	IRL	1980	159
Central Coast	IRL	1990	224
Central Coast	IRL	2000	120
Central Coast	IRL	2010	244
Central Coast	IRL	2015	137
Central Coast	IRL	2016	17
Central Coast	IRL	2017	6
Central Coast	IRL	2018	7
Central Coast	IRL	2019	5
Central Coast	IRN		5
Central Coast	IRN	1970	3
Central Coast	IRN	1980	21
Central Coast	IRN	1990	31
Central Coast	IRN	2000	30
Central Coast	IRN	2010	51
Central Coast	IRN	2015	63
Central Coast	IRN	2016	5
Central Coast	IRN	2017	5
Central Coast	IRN	2019	6
Central Coast	IRQ	1970	9
Central Coast	IRQ	1980	5
Central Coast	IRQ	2000	24
Central Coast	IRQ	2010	4
Central Coast	IRQ	2015	3
Central Coast	IRQ	2017	3
Central Coast	ITA		43
Central Coast	ITA	1951	46
Central Coast	ITA	1960	310
Central Coast	ITA	1970	302
Central Coast	ITA	1980	79
Central Coast	ITA	1990	22
Central Coast	ITA	2000	21
Central Coast	ITA	2010	40
Central Coast	ITA	2015	36
Central Coast	ITA	2017	15
Central Coast	ITA	2018	9
Central Coast	ITA	2019	10
Central Coast	JPN		12
Central Coast	JPN	1960	8
Central Coast	JPN	1970	4
Central Coast	JPN	1980	18
Central Coast	JPN	1990	31
Central Coast	JPN	2000	76
Central Coast	JPN	2010	110
Central Coast	JPN	2015	49
Central Coast	JPN	2016	15
Central Coast	JPN	2017	6
Central Coast	JPN	2018	6
Central Coast	JPN	2019	10
Central Coast	JPN	2020	8
Central Coast	JPN	2021	3
Central Coast	KOR		17
Central Coast	KOR	1960	4
Central Coast	KOR	1980	30
Central Coast	KOR	1990	116
Central Coast	KOR	2000	123
Central Coast	KOR	2010	318
Central Coast	KOR	2015	134
Central Coast	KOR	2016	21
Central Coast	KOR	2017	12
Central Coast	KOR	2018	18
Central Coast	KOR	2019	14
Central Coast	KOR	2020	3
Central Coast	LBN		10
Central Coast	LBN	1951	5
Central Coast	LBN	1960	26
Central Coast	LBN	1970	60
Central Coast	LBN	1980	54
Central Coast	LBN	1990	29
Central Coast	LBN	2000	23
Central Coast	LBN	2010	22
Central Coast	LBN	2015	9
Central Coast	LBN	2019	5
Central Coast	LBN	2020	3
Central Coast	LKA		13
Central Coast	LKA	1960	6
Central Coast	LKA	1970	38
Central Coast	LKA	1980	35
Central Coast	LKA	1990	56
Central Coast	LKA	2000	23
Central Coast	LKA	2010	48
Central Coast	LKA	2015	43
Central Coast	LKA	2017	11
Central Coast	LKA	2019	7
Central Coast	LKA	2020	3
Central Coast	LKA	2021	4
Central Coast	MKD	1970	18
Central Coast	MKD	1980	14
Central Coast	MKD	1990	6
Central Coast	MKD	2000	5
Central Coast	MYS		19
Central Coast	MYS	1951	4
Central Coast	MYS	1960	16
Central Coast	MYS	1970	52
Central Coast	MYS	1980	76
Central Coast	MYS	1990	99
Central Coast	MYS	2000	48
Central Coast	MYS	2010	71
Central Coast	MYS	2015	56
Central Coast	MYS	2016	11
Central Coast	MYS	2017	18
Central Coast	MYS	2018	14
Central Coast	MYS	2019	19
Central Coast	MYS	2020	8
Central Coast	NLD		43
Central Coast	NLD	1951	74
Central Coast	NLD	1960	396
Central Coast	NLD	1970	143
Central Coast	NLD	1980	69
Central Coast	NLD	1990	71
Central Coast	NLD	2000	41
Central Coast	NLD	2010	67
Central Coast	NLD	2015	32
Central Coast	NLD	2016	6
Central Coast	NLD	2017	7
Central Coast	NLD	2018	4
Central Coast	NPL		12
Central Coast	NPL	2000	10
Central Coast	NPL	2010	106
Central Coast	NPL	2015	102
Central Coast	NPL	2016	62
Central Coast	NPL	2017	82
Central Coast	NPL	2018	115
Central Coast	NPL	2019	43
Central Coast	NPL	2020	3
Central Coast	NZL		190
Central Coast	NZL	1951	38
Central Coast	NZL	1960	71
Central Coast	NZL	1970	458
Central Coast	NZL	1980	1133
Central Coast	NZL	1990	1348
Central Coast	NZL	2000	1059
Central Coast	NZL	2010	894
Central Coast	NZL	2015	337
Central Coast	NZL	2016	70
Central Coast	NZL	2017	78
Central Coast	NZL	2018	39
Central Coast	NZL	2019	70
Central Coast	NZL	2020	38
Central Coast	NZL	2021	31
Central Coast	PAK		4
Central Coast	PAK	1970	5
Central Coast	PAK	1980	7
Central Coast	PAK	1990	14
Central Coast	PAK	2000	13
Central Coast	PAK	2010	38
Central Coast	PAK	2015	65
Central Coast	PAK	2016	20
Central Coast	PAK	2017	11
Central Coast	PAK	2018	9
Central Coast	PAK	2019	19
Central Coast	PHL		61
Central Coast	PHL	1970	27
Central Coast	PHL	1980	129
Central Coast	PHL	1990	475
Central Coast	PHL	2000	405
Central Coast	PHL	2010	470
Central Coast	PHL	2015	432
Central Coast	PHL	2016	94
Central Coast	PHL	2017	95
Central Coast	PHL	2018	92
Central Coast	PHL	2019	138
Central Coast	PHL	2020	60
Central Coast	PHL	2021	11
Central Coast	POL		9
Central Coast	POL	1951	16
Central Coast	POL	1960	21
Central Coast	POL	1970	24
Central Coast	POL	1980	33
Central Coast	POL	1990	155
Central Coast	POL	2000	39
Central Coast	POL	2010	74
Central Coast	POL	2015	42
Central Coast	POL	2016	7
Central Coast	POL	2017	6
Central Coast	POL	2018	4
Central Coast	POL	2019	3
Central Coast	POL	2020	6
Central Coast	SGP	1951	4
Central Coast	SGP	1960	9
Central Coast	SGP	1970	17
Central Coast	SGP	1980	42
Central Coast	SGP	1990	30
Central Coast	SGP	2000	23
Central Coast	SGP	2010	44
Central Coast	SGP	2015	34
Central Coast	SGP	2016	6
Central Coast	SGP	2017	9
Central Coast	SGP	2018	5
Central Coast	SGP	2019	6
Central Coast	THA		29
Central Coast	THA	1970	7
Central Coast	THA	1980	13
Central Coast	THA	1990	44
Central Coast	THA	2000	105
Central Coast	THA	2010	284
Central Coast	THA	2015	193
Central Coast	THA	2016	58
Central Coast	THA	2017	39
Central Coast	THA	2018	32
Central Coast	THA	2019	35
Central Coast	THA	2020	14
Central Coast	THA	2021	11
Central Coast	TWN		7
Central Coast	TWN	1990	13
Central Coast	TWN	2000	17
Central Coast	TWN	2010	29
Central Coast	TWN	2015	21
Central Coast	TWN	2016	9
Central Coast	TWN	2018	8
Central Coast	TWN	2019	6
Central Coast	TWN	2021	3
Central Coast	USA		22
Central Coast	USA	1951	3
Central Coast	USA	1960	12
Central Coast	USA	1970	78
Central Coast	USA	1980	154
Central Coast	USA	1990	139
Central Coast	USA	2000	192
Central Coast	USA	2010	285
Central Coast	USA	2015	208
Central Coast	USA	2016	43
Central Coast	USA	2017	48
Central Coast	USA	2018	23
Central Coast	USA	2019	32
Central Coast	USA	2020	21
Central Coast	USA	2021	6
Central Coast	VNM		5
Central Coast	VNM	1970	4
Central Coast	VNM	1980	51
Central Coast	VNM	1990	78
Central Coast	VNM	2000	37
Central Coast	VNM	2010	77
Central Coast	VNM	2015	96
Central Coast	VNM	2016	23
Central Coast	VNM	2017	20
Central Coast	VNM	2018	12
Central Coast	VNM	2019	20
Central Coast	VNM	2020	5
Central Coast	VNM	2021	6
Central Coast	ZAF		26
Central Coast	ZAF	1960	14
Central Coast	ZAF	1970	68
Central Coast	ZAF	1980	193
Central Coast	ZAF	1990	277
Central Coast	ZAF	2000	310
Central Coast	ZAF	2010	685
Central Coast	ZAF	2015	214
Central Coast	ZAF	2016	95
Central Coast	ZAF	2017	44
Central Coast	ZAF	2018	48
Central Coast	ZAF	2019	40
Central Coast	ZAF	2020	46
Central Coast	ZAF	2021	18
Central West			109
Central West		1951	88
Central West		1960	180
Central West		1970	302
Central West		1980	296
Central West		1990	234
Central West		2000	232
Central West		2010	373
Central West		2015	284
Central West		2016	82
Central West		2017	55
Central West		2018	83
Central West		2019	115
Central West		2020	52
Central West		2021	12
Central West	AFG	2000	5
Central West	AFG	2010	16
Central West	AFG	2015	9
Central West	BGD		4
Central West	BGD	2000	4
Central West	BGD	2010	23
Central West	BGD	2015	45
Central West	BGD	2016	4
Central West	BGD	2017	18
Central West	BGD	2018	5
Central West	BGD	2019	7
Central West	BGD	2020	7
Central West	CAN		9
Central West	CAN	1951	4
Central West	CAN	1960	3
Central West	CAN	1970	11
Central West	CAN	1980	22
Central West	CAN	1990	31
Central West	CAN	2000	24
Central West	CAN	2010	61
Central West	CAN	2015	33
Central West	CAN	2017	10
Central West	CAN	2018	7
Central West	CAN	2019	7
Central West	CAN	2020	9
Central West	CHN		22
Central West	CHN	1951	6
Central West	CHN	1960	20
Central West	CHN	1970	17
Central West	CHN	1980	34
Central West	CHN	1990	43
Central West	CHN	2000	69
Central West	CHN	2010	156
Central West	CHN	2015	86
Central West	CHN	2016	8
Central West	CHN	2017	28
Central West	CHN	2018	18
Central West	CHN	2019	14
Central West	CHN	2020	4
Central West	CHN	2021	3
Central West	DEU		20
Central West	DEU	1951	121
Central West	DEU	1960	153
Central West	DEU	1970	79
Central West	DEU	1980	34
Central West	DEU	1990	56
Central West	DEU	2000	26
Central West	DEU	2010	25
Central West	DEU	2015	16
Central West	DEU	2016	8
Central West	DEU	2017	5
Central West	DEU	2019	3
Central West	EGY	1960	7
Central West	EGY	1970	8
Central West	EGY	1990	4
Central West	EGY	2000	5
Central West	EGY	2010	4
Central West	EGY	2015	3
Central West	EGY	2018	6
Central West	EGY	2020	6
Central West	FJI		10
Central West	FJI	1960	3
Central West	FJI	1970	8
Central West	FJI	1980	14
Central West	FJI	1990	40
Central West	FJI	2000	30
Central West	FJI	2010	41
Central West	FJI	2015	25
Central West	FJI	2016	4
Central West	FJI	2017	6
Central West	FJI	2018	12
Central West	FJI	2019	12
Central West	GBR		212
Central West	GBR	1951	189
Central West	GBR	1960	558
Central West	GBR	1970	1377
Central West	GBR	1980	765
Central West	GBR	1990	426
Central West	GBR	2000	295
Central West	GBR	2010	386
Central West	GBR	2015	199
Central West	GBR	2016	36
Central West	GBR	2017	35
Central West	GBR	2018	32
