SA4_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Capital Region	Sri Lankan	1	0	25
Capital Region	Sri Lankan	1	1	29
Capital Region	Vietnamese	0	0	283
Capital Region	Vietnamese	0	1	18
Capital Region	Vietnamese	1	0	25
Capital Region	Vietnamese	1	1	20
Capital Region	Welsh			9
Capital Region	Welsh	0	0	566
Capital Region	Welsh	0	1	201
Capital Region	Welsh	1	0	97
Capital Region	Welsh	1	1	726
Central Coast				16288
Central Coast		0	0	808
Central Coast		0	1	188
Central Coast		1	0	134
Central Coast		1	1	2030
Central Coast	Australian			1350
Central Coast	Australian		1	107973
Central Coast	Australian	0	0	2182
Central Coast	Australian	0	1	15545
Central Coast	Australian	1	0	11233
Central Coast	Australian Aboriginal			177
Central Coast	Australian Aboriginal	0	0	79
Central Coast	Australian Aboriginal	0	1	803
Central Coast	Australian Aboriginal	1	0	490
Central Coast	Australian Aboriginal	1	1	14754
Central Coast	Chinese			36
Central Coast	Chinese	0	0	3696
Central Coast	Chinese	0	1	241
Central Coast	Chinese	1	0	354
Central Coast	Chinese	1	1	805
Central Coast	Croatian			12
Central Coast	Croatian	0	0	675
Central Coast	Croatian	0	1	208
Central Coast	Croatian	1	0	110
Central Coast	Croatian	1	1	457
Central Coast	Dutch			27
Central Coast	Dutch	0	0	2197
Central Coast	Dutch	0	1	746
Central Coast	Dutch	1	0	479
Central Coast	Dutch	1	1	1672
Central Coast	English			1607
Central Coast	English	0	0	25894
Central Coast	English	0	1	13768
Central Coast	English	1	0	9850
Central Coast	English	1	1	96632
Central Coast	Filipino			22
Central Coast	Filipino	0	0	2706
Central Coast	Filipino	0	1	168
Central Coast	Filipino	1	0	616
Central Coast	Filipino	1	1	161
Central Coast	French			7
Central Coast	French	0	0	973
Central Coast	French	0	1	202
Central Coast	French	1	0	196
Central Coast	French	1	1	918
Central Coast	German			81
Central Coast	German	0	0	2858
Central Coast	German	0	1	936
Central Coast	German	1	0	650
Central Coast	German	1	1	6869
Central Coast	Greek			17
Central Coast	Greek	0	0	1104
Central Coast	Greek	0	1	334
Central Coast	Greek	1	0	163
Central Coast	Greek	1	1	1034
Central Coast	Hungarian			10
Central Coast	Hungarian	0	0	559
Central Coast	Hungarian	0	1	149
Central Coast	Hungarian	1	0	72
Central Coast	Hungarian	1	1	261
Central Coast	Indian			7
Central Coast	Indian	0	0	2865
Central Coast	Indian	0	1	191
Central Coast	Indian	1	0	126
Central Coast	Indian	1	1	200
Central Coast	Irish			316
Central Coast	Irish	0	0	5970
Central Coast	Irish	0	1	3002
Central Coast	Irish	1	0	1915
Central Coast	Irish	1	1	30559
Central Coast	Italian			54
Central Coast	Italian	0	0	3107
Central Coast	Italian	0	1	1291
Central Coast	Italian	1	0	527
Central Coast	Italian	1	1	4747
Central Coast	Korean			3
Central Coast	Korean	0	0	994
Central Coast	Korean	0	1	14
Central Coast	Korean	1	0	65
Central Coast	Korean	1	1	25
Central Coast	Lebanese			9
Central Coast	Lebanese	0	0	492
Central Coast	Lebanese	0	1	191
Central Coast	Lebanese	1	0	82
Central Coast	Lebanese	1	1	406
Central Coast	Macedonian	0	0	113
Central Coast	Macedonian	0	1	24
Central Coast	Macedonian	1	0	15
Central Coast	Macedonian	1	1	53
Central Coast	Maltese			30
Central Coast	Maltese	0	0	1512
Central Coast	Maltese	0	1	503
Central Coast	Maltese	1	0	270
Central Coast	Maltese	1	1	1628
Central Coast	Maori			19
Central Coast	Maori	0	0	1238
Central Coast	Maori	0	1	542
Central Coast	Maori	1	0	230
Central Coast	Maori	1	1	371
Central Coast	NZ			9
Central Coast	NZ	0	0	1342
Central Coast	NZ	0	1	866
Central Coast	NZ	1	0	583
Central Coast	NZ	1	1	555
Central Coast	(Other)			202
Central Coast	(Other)	0	0	14356
Central Coast	(Other)	0	1	3419
Central Coast	(Other)	1	0	2569
Central Coast	(Other)	1	1	4931
Central Coast	Polish			16
Central Coast	Polish	0	0	1139
Central Coast	Polish	0	1	275
Central Coast	Polish	1	0	196
Central Coast	Polish	1	1	605
Central Coast	Russian			15
Central Coast	Russian	0	0	894
Central Coast	Russian	0	1	103
Central Coast	Russian	1	0	139
Central Coast	Russian	1	1	281
Central Coast	Samoan	0	0	264
Central Coast	Samoan	0	1	200
Central Coast	Samoan	1	0	32
Central Coast	Samoan	1	1	27
Central Coast	Scottish			205
Central Coast	Scottish	0	0	6235
Central Coast	Scottish	0	1	3205
Central Coast	Scottish	1	0	2212
Central Coast	Scottish	1	1	24504
Central Coast	Serbian			4
Central Coast	Serbian	0	0	376
Central Coast	Serbian	0	1	70
Central Coast	Serbian	1	0	31
Central Coast	Serbian	1	1	125
Central Coast	South African			9
Central Coast	South African	0	0	1259
Central Coast	South African	0	1	228
Central Coast	South African	1	0	214
Central Coast	South African	1	1	106
Central Coast	Spanish			6
Central Coast	Spanish	0	0	1174
Central Coast	Spanish	0	1	104
Central Coast	Spanish	1	0	120
Central Coast	Spanish	1	1	375
Central Coast	Sri Lankan	0	0	221
Central Coast	Sri Lankan	0	1	65
Central Coast	Sri Lankan	1	0	34
Central Coast	Sri Lankan	1	1	52
Central Coast	Vietnamese			4
Central Coast	Vietnamese	0	0	470
Central Coast	Vietnamese	0	1	37
Central Coast	Vietnamese	1	0	87
Central Coast	Vietnamese	1	1	17
Central Coast	Welsh			12
Central Coast	Welsh	0	0	1034
Central Coast	Welsh	0	1	332
Central Coast	Welsh	1	0	225
Central Coast	Welsh	1	1	1101
Central West				14373
Central West		0	0	286
Central West		0	1	85
Central West		1	0	60
Central West		1	1	1808
Central West	Australian			921
Central West	Australian		1	80153
Central West	Australian	0	0	734
Central West	Australian	0	1	5539
Central West	Australian	1	0	4065
Central West	Australian Aboriginal			241
Central West	Australian Aboriginal	0	0	34
Central West	Australian Aboriginal	0	1	389
Central West	Australian Aboriginal	1	0	217
Central West	Australian Aboriginal	1	1	14857
Central West	Chinese			21
Central West	Chinese	0	0	1084
Central West	Chinese	0	1	61
Central West	Chinese	1	0	92
Central West	Chinese	1	1	408
Central West	Croatian			8
Central West	Croatian	0	0	277
Central West	Croatian	0	1	81
Central West	Croatian	1	0	20
Central West	Croatian	1	1	209
Central West	Dutch			16
Central West	Dutch	0	0	972
Central West	Dutch	0	1	391
Central West	Dutch	1	0	245
Central West	Dutch	1	1	990
Central West	English			1064
Central West	English	0	0	6883
Central West	English	0	1	5109
Central West	English	1	0	3895
Central West	English	1	1	70563
Central West	Filipino			9
Central West	Filipino	0	0	1124
Central West	Filipino	0	1	41
Central West	Filipino	1	0	252
Central West	Filipino	1	1	86
Central West	French	0	0	239
Central West	French	0	1	64
Central West	French	1	0	56
Central West	French	1	1	502
Central West	German			61
Central West	German	0	0	1210
Central West	German	0	1	486
Central West	German	1	0	356
Central West	German	1	1	5677
Central West	Greek			10
Central West	Greek	0	0	270
Central West	Greek	0	1	101
Central West	Greek	1	0	50
Central West	Greek	1	1	335
Central West	Hungarian			3
Central West	Hungarian	0	0	200
Central West	Hungarian	0	1	64
Central West	Hungarian	1	0	36
Central West	Hungarian	1	1	124
Central West	Indian			4
Central West	Indian	0	0	1241
Central West	Indian	0	1	52
Central West	Indian	1	0	35
Central West	Indian	1	1	70
Central West	Irish			229
Central West	Irish	0	0	1508
Central West	Irish	0	1	1235
Central West	Irish	1	0	732
Central West	Irish	1	1	23151
Central West	Italian			19
Central West	Italian	0	0	843
Central West	Italian	0	1	427
Central West	Italian	1	0	194
Central West	Italian	1	1	2183
Central West	Korean	0	0	161
Central West	Korean	0	1	10
Central West	Korean	1	0	22
Central West	Korean	1	1	8
Central West	Lebanese			3
Central West	Lebanese	0	0	168
Central West	Lebanese	0	1	86
Central West	Lebanese	1	0	25
Central West	Lebanese	1	1	214
Central West	Macedonian	0	0	50
Central West	Macedonian	0	1	11
Central West	Macedonian	1	0	3
Central West	Macedonian	1	1	14
Central West	Maltese			7
Central West	Maltese	0	0	287
Central West	Maltese	0	1	112
Central West	Maltese	1	0	109
Central West	Maltese	1	1	534
Central West	Maori			3
Central West	Maori	0	0	312
Central West	Maori	0	1	152
Central West	Maori	1	0	84
Central West	Maori	1	1	151
Central West	NZ			4
Central West	NZ	0	0	402
Central West	NZ	0	1	286
Central West	NZ	1	0	179
Central West	NZ	1	1	228
Central West	(Other)			89
Central West	(Other)	0	0	5749
Central West	(Other)	0	1	1005
Central West	(Other)	1	0	761
Central West	(Other)	1	1	2428
Central West	Polish			7
Central West	Polish	0	0	417
Central West	Polish	0	1	129
Central West	Polish	1	0	65
Central West	Polish	1	1	382
Central West	Russian			8
Central West	Russian	0	0	190
Central West	Russian	0	1	42
Central West	Russian	1	0	46
Central West	Russian	1	1	123
Central West	Samoan	0	0	74
Central West	Samoan	0	1	34
Central West	Samoan	1	0	10
Central West	Samoan	1	1	11
Central West	Scottish			168
Central West	Scottish	0	0	1897
Central West	Scottish	0	1	1311
Central West	Scottish	1	0	1035
Central West	Scottish	1	1	17156
Central West	Serbian			4
Central West	Serbian	0	0	126
Central West	Serbian	0	1	16
Central West	Serbian	1	0	5
Central West	Serbian	1	1	44
Central West	South African	0	0	344
Central West	South African	0	1	80
Central West	South African	1	0	40
Central West	South African	1	1	29
Central West	Spanish			4
Central West	Spanish	0	0	220
Central West	Spanish	0	1	32
Central West	Spanish	1	0	18
Central West	Spanish	1	1	144
Central West	Sri Lankan	0	0	117
Central West	Sri Lankan	0	1	25
Central West	Sri Lankan	1	0	16
Central West	Sri Lankan	1	1	14
Central West	Vietnamese			4
Central West	Vietnamese	0	0	214
Central West	Vietnamese	1	0	17
Central West	Vietnamese	1	1	3
Central West	Welsh			4
Central West	Welsh	0	0	289
Central West	Welsh	0	1	145
Central West	Welsh	1	0	81
Central West	Welsh	1	1	640
Coffs Harbour - Grafton				9389
Coffs Harbour - Grafton		0	0	309
Coffs Harbour - Grafton		0	1	58
Coffs Harbour - Grafton		1	0	51
Coffs Harbour - Grafton		1	1	1106
Coffs Harbour - Grafton	Australian			693
Coffs Harbour - Grafton	Australian		1	48127
Coffs Harbour - Grafton	Australian	0	0	711
Coffs Harbour - Grafton	Australian	0	1	4681
Coffs Harbour - Grafton	Australian	1	0	3378
Coffs Harbour - Grafton	Australian Aboriginal			129
Coffs Harbour - Grafton	Australian Aboriginal	0	0	25
Coffs Harbour - Grafton	Australian Aboriginal	0	1	282
Coffs Harbour - Grafton	Australian Aboriginal	1	0	144
Coffs Harbour - Grafton	Australian Aboriginal	1	1	8190
Coffs Harbour - Grafton	Chinese			8
Coffs Harbour - Grafton	Chinese	0	0	749
Coffs Harbour - Grafton	Chinese	0	1	111
Coffs Harbour - Grafton	Chinese	1	0	81
Coffs Harbour - Grafton	Chinese	1	1	300
Coffs Harbour - Grafton	Croatian			8
Coffs Harbour - Grafton	Croatian	0	0	118
Coffs Harbour - Grafton	Croatian	0	1	39
Coffs Harbour - Grafton	Croatian	1	0	10
Coffs Harbour - Grafton	Croatian	1	1	100
Coffs Harbour - Grafton	Dutch			7
Coffs Harbour - Grafton	Dutch	0	0	941
Coffs Harbour - Grafton	Dutch	0	1	304
Coffs Harbour - Grafton	Dutch	1	0	210
Coffs Harbour - Grafton	Dutch	1	1	649
Coffs Harbour - Grafton	English			773
Coffs Harbour - Grafton	English	0	0	7789
Coffs Harbour - Grafton	English	0	1	4480
Coffs Harbour - Grafton	English	1	0	3086
Coffs Harbour - Grafton	English	1	1	45168
Coffs Harbour - Grafton	Filipino			15
Coffs Harbour - Grafton	Filipino	0	0	664
Coffs Harbour - Grafton	Filipino	0	1	24
Coffs Harbour - Grafton	Filipino	1	0	189
Coffs Harbour - Grafton	Filipino	1	1	42
Coffs Harbour - Grafton	French			9
Coffs Harbour - Grafton	French	0	0	336
Coffs Harbour - Grafton	French	0	1	59
Coffs Harbour - Grafton	French	1	0	47
Coffs Harbour - Grafton	French	1	1	381
Coffs Harbour - Grafton	German			54
Coffs Harbour - Grafton	German	0	0	1257
Coffs Harbour - Grafton	German	0	1	431
Coffs Harbour - Grafton	German	1	0	307
Coffs Harbour - Grafton	German	1	1	4324
Coffs Harbour - Grafton	Greek			10
Coffs Harbour - Grafton	Greek	0	0	156
Coffs Harbour - Grafton	Greek	0	1	79
Coffs Harbour - Grafton	Greek	1	0	10
Coffs Harbour - Grafton	Greek	1	1	222
Coffs Harbour - Grafton	Hungarian			5
Coffs Harbour - Grafton	Hungarian	0	0	166
Coffs Harbour - Grafton	Hungarian	0	1	53
Coffs Harbour - Grafton	Hungarian	1	0	28
Coffs Harbour - Grafton	Hungarian	1	1	79
Coffs Harbour - Grafton	Indian			18
Coffs Harbour - Grafton	Indian	0	0	1193
Coffs Harbour - Grafton	Indian	0	1	87
Coffs Harbour - Grafton	Indian	1	0	114
Coffs Harbour - Grafton	Indian	1	1	127
Coffs Harbour - Grafton	Irish			161
Coffs Harbour - Grafton	Irish	0	0	1569
Coffs Harbour - Grafton	Irish	0	1	976
Coffs Harbour - Grafton	Irish	1	0	622
Coffs Harbour - Grafton	Irish	1	1	14345
Coffs Harbour - Grafton	Italian			14
Coffs Harbour - Grafton	Italian	0	0	675
Coffs Harbour - Grafton	Italian	0	1	344
Coffs Harbour - Grafton	Italian	1	0	109
Coffs Harbour - Grafton	Italian	1	1	1641
Coffs Harbour - Grafton	Korean	0	0	77
Coffs Harbour - Grafton	Korean	0	1	5
Coffs Harbour - Grafton	Korean	1	0	12
Coffs Harbour - Grafton	Korean	1	1	3
Coffs Harbour - Grafton	Lebanese			4
Coffs Harbour - Grafton	Lebanese	0	0	48
Coffs Harbour - Grafton	Lebanese	0	1	25
Coffs Harbour - Grafton	Lebanese	1	0	10
Coffs Harbour - Grafton	Lebanese	1	1	84
Coffs Harbour - Grafton	Macedonian	0	0	18
Coffs Harbour - Grafton	Macedonian	0	1	6
Coffs Harbour - Grafton	Macedonian	1	1	7
Coffs Harbour - Grafton	Maltese			4
Coffs Harbour - Grafton	Maltese	0	0	173
Coffs Harbour - Grafton	Maltese	0	1	91
Coffs Harbour - Grafton	Maltese	1	0	53
Coffs Harbour - Grafton	Maltese	1	1	265
Coffs Harbour - Grafton	Maori			4
Coffs Harbour - Grafton	Maori	0	0	237
Coffs Harbour - Grafton	Maori	0	1	122
Coffs Harbour - Grafton	Maori	1	0	63
Coffs Harbour - Grafton	Maori	1	1	93
Coffs Harbour - Grafton	NZ			7
Coffs Harbour - Grafton	NZ	0	0	388
Coffs Harbour - Grafton	NZ	0	1	219
Coffs Harbour - Grafton	NZ	1	0	158
Coffs Harbour - Grafton	NZ	1	1	152
Coffs Harbour - Grafton	(Other)			113
Coffs Harbour - Grafton	(Other)	0	0	6480
Coffs Harbour - Grafton	(Other)	0	1	976
Coffs Harbour - Grafton	(Other)	1	0	880
Coffs Harbour - Grafton	(Other)	1	1	1979
Coffs Harbour - Grafton	Polish			4
Coffs Harbour - Grafton	Polish	0	0	307
Coffs Harbour - Grafton	Polish	0	1	103
Coffs Harbour - Grafton	Polish	1	0	65
Coffs Harbour - Grafton	Polish	1	1	209
Coffs Harbour - Grafton	Russian			5
Coffs Harbour - Grafton	Russian	0	0	129
Coffs Harbour - Grafton	Russian	0	1	48
Coffs Harbour - Grafton	Russian	1	0	23
Coffs Harbour - Grafton	Russian	1	1	86
Coffs Harbour - Grafton	Samoan	0	0	50
Coffs Harbour - Grafton	Samoan	0	1	24
Coffs Harbour - Grafton	Samoan	1	0	14
Coffs Harbour - Grafton	Samoan	1	1	9
Coffs Harbour - Grafton	Scottish			127
Coffs Harbour - Grafton	Scottish	0	0	1884
Coffs Harbour - Grafton	Scottish	0	1	1198
Coffs Harbour - Grafton	Scottish	1	0	807
Coffs Harbour - Grafton	Scottish	1	1	12533
Coffs Harbour - Grafton	Serbian			4
Coffs Harbour - Grafton	Serbian	0	0	45
Coffs Harbour - Grafton	Serbian	0	1	5
Coffs Harbour - Grafton	Serbian	1	1	27
Coffs Harbour - Grafton	South African	0	0	332
Coffs Harbour - Grafton	South African	0	1	52
Coffs Harbour - Grafton	South African	1	0	47
Coffs Harbour - Grafton	South African	1	1	49
Coffs Harbour - Grafton	Spanish			3
Coffs Harbour - Grafton	Spanish	0	0	206
Coffs Harbour - Grafton	Spanish	0	1	25
Coffs Harbour - Grafton	Spanish	1	0	28
Coffs Harbour - Grafton	Spanish	1	1	116
Coffs Harbour - Grafton	Sri Lankan	0	0	40
Coffs Harbour - Grafton	Sri Lankan	0	1	15
Coffs Harbour - Grafton	Sri Lankan	1	0	4
Coffs Harbour - Grafton	Sri Lankan	1	1	12
Coffs Harbour - Grafton	Vietnamese	0	0	121
Coffs Harbour - Grafton	Vietnamese	0	1	5
Coffs Harbour - Grafton	Vietnamese	1	0	17
Coffs Harbour - Grafton	Vietnamese	1	1	13
Coffs Harbour - Grafton	Welsh			4
Coffs Harbour - Grafton	Welsh	0	0	299
Coffs Harbour - Grafton	Welsh	0	1	99
Coffs Harbour - Grafton	Welsh	1	0	70
Coffs Harbour - Grafton	Welsh	1	1	398
Far West and Orana				12834
Far West and Orana		0	0	178
Far West and Orana		0	1	35
Far West and Orana		1	0	32
Far West and Orana		1	1	860
Far West and Orana	Australian			474
Far West and Orana	Australian		1	41840
Far West and Orana	Australian	0	0	360
Far West and Orana	Australian	0	1	2101
Far West and Orana	Australian	1	0	1591
Far West and Orana	Australian Aboriginal			294
Far West and Orana	Australian Aboriginal	0	0	20
Far West and Orana	Australian Aboriginal	0	1	347
Far West and Orana	Australian Aboriginal	1	0	142
Far West and Orana	Australian Aboriginal	1	1	17010
Far West and Orana	Chinese			5
Far West and Orana	Chinese	0	0	484
Far West and Orana	Chinese	0	1	18
Far West and Orana	Chinese	1	0	47
Far West and Orana	Chinese	1	1	289
Far West and Orana	Croatian	0	0	88
Far West and Orana	Croatian	0	1	18
Far West and Orana	Croatian	1	0	8
Far West and Orana	Croatian	1	1	66
Far West and Orana	Dutch			5
Far West and Orana	Dutch	0	0	322
Far West and Orana	Dutch	0	1	128
Far West and Orana	Dutch	1	0	103
Far West and Orana	Dutch	1	1	350
Far West and Orana	English			549
Far West and Orana	English	0	0	2229
Far West and Orana	English	0	1	1876
Far West and Orana	English	1	0	1381
Far West and Orana	English	1	1	34899
Far West and Orana	Filipino			12
Far West and Orana	Filipino	0	0	749
Far West and Orana	Filipino	0	1	11
Far West and Orana	Filipino	1	0	131
Far West and Orana	Filipino	1	1	59
Far West and Orana	French			4
Far West and Orana	French	0	0	83
Far West and Orana	French	0	1	23
Far West and Orana	French	1	0	23
Far West and Orana	French	1	1	248
Far West and Orana	German			37
Far West and Orana	German	0	0	452
Far West and Orana	German	0	1	186
Far West and Orana	German	1	0	122
Far West and Orana	German	1	1	3064
Far West and Orana	Greek			5
Far West and Orana	Greek	0	0	115
Far West and Orana	Greek	0	1	35
Far West and Orana	Greek	1	0	18
Far West and Orana	Greek	1	1	185
Far West and Orana	Hungarian	0	0	49
Far West and Orana	Hungarian	0	1	23
Far West and Orana	Hungarian	1	0	10
Far West and Orana	Hungarian	1	1	30
Far West and Orana	Indian	0	0	934
Far West and Orana	Indian	0	1	32
Far West and Orana	Indian	1	0	15
Far West and Orana	Indian	1	1	42
Far West and Orana	Irish			107
Far West and Orana	Irish	0	0	503
Far West and Orana	Irish	0	1	431
Far West and Orana	Irish	1	0	311
Far West and Orana	Irish	1	1	10190
Far West and Orana	Italian			6
Far West and Orana	Italian	0	0	319
Far West and Orana	Italian	0	1	198
Far West and Orana	Italian	1	0	52
Far West and Orana	Italian	1	1	1110
Far West and Orana	Korean	0	0	67
Far West and Orana	Korean	1	0	4
Far West and Orana	Lebanese	0	0	59
Far West and Orana	Lebanese	0	1	26
Far West and Orana	Lebanese	1	0	12
Far West and Orana	Lebanese	1	1	104
Far West and Orana	Macedonian	0	0	18
Far West and Orana	Macedonian	0	1	7
Far West and Orana	Macedonian	1	1	11
Far West and Orana	Maltese			5
Far West and Orana	Maltese	0	0	109
Far West and Orana	Maltese	0	1	80
Far West and Orana	Maltese	1	0	26
Far West and Orana	Maltese	1	1	295
Far West and Orana	Maori			3
Far West and Orana	Maori	0	0	165
Far West and Orana	Maori	0	1	44
Far West and Orana	Maori	1	0	42
Far West and Orana	Maori	1	1	63
Far West and Orana	NZ			6
Far West and Orana	NZ	0	0	139
Far West and Orana	NZ	0	1	100
Far West and Orana	NZ	1	0	82
Far West and Orana	NZ	1	1	79
Far West and Orana	(Other)			47
Far West and Orana	(Other)	0	0	3467
Far West and Orana	(Other)	0	1	387
Far West and Orana	(Other)	1	0	318
Far West and Orana	(Other)	1	1	1203
Far West and Orana	Polish	0	0	123
Far West and Orana	Polish	0	1	38
Far West and Orana	Polish	1	0	36
Far West and Orana	Polish	1	1	150
Far West and Orana	Russian	0	0	50
Far West and Orana	Russian	0	1	10
Far West and Orana	Russian	1	0	25
Far West and Orana	Russian	1	1	43
Far West and Orana	Samoan	0	0	39
Far West and Orana	Samoan	0	1	6
Far West and Orana	Samoan	1	1	6
Far West and Orana	Scottish			76
Far West and Orana	Scottish	0	0	618
Far West and Orana	Scottish	0	1	497
Far West and Orana	Scottish	1	0	333
Far West and Orana	Scottish	1	1	8019
Far West and Orana	Serbian			4
Far West and Orana	Serbian	0	0	59
Far West and Orana	Serbian	0	1	8
Far West and Orana	Serbian	1	1	7
Far West and Orana	South African	0	0	129
Far West and Orana	South African	0	1	15
Far West and Orana	South African	1	0	22
Far West and Orana	South African	1	1	16
Far West and Orana	Spanish			5
Far West and Orana	Spanish	0	0	70
Far West and Orana	Spanish	0	1	11
Far West and Orana	Spanish	1	0	8
Far West and Orana	Spanish	1	1	61
Far West and Orana	Sri Lankan	0	0	94
Far West and Orana	Sri Lankan	0	1	5
Far West and Orana	Sri Lankan	1	0	14
Far West and Orana	Sri Lankan	1	1	10
Far West and Orana	Vietnamese	0	0	81
Far West and Orana	Vietnamese	0	1	6
Far West and Orana	Vietnamese	1	0	12
Far West and Orana	Welsh	0	0	82
Far West and Orana	Welsh	0	1	44
Far West and Orana	Welsh	1	0	26
Far West and Orana	Welsh	1	1	246
Hunter Valley exc Newcastle				14587
Hunter Valley exc Newcastle		0	0	420
Hunter Valley exc Newcastle		0	1	124
Hunter Valley exc Newcastle		1	0	86
Hunter Valley exc Newcastle		1	1	2486
Hunter Valley exc Newcastle	Australian			1097
Hunter Valley exc Newcastle	Australian		1	110611
Hunter Valley exc Newcastle	Australian	0	0	1144
Hunter Valley exc Newcastle	Australian	0	1	8724
Hunter Valley exc Newcastle	Australian	1	0	6695
Hunter Valley exc Newcastle	Australian Aboriginal			218
Hunter Valley exc Newcastle	Australian Aboriginal	0	0	48
Hunter Valley exc Newcastle	Australian Aboriginal	0	1	611
Hunter Valley exc Newcastle	Australian Aboriginal	1	0	335
Hunter Valley exc Newcastle	Australian Aboriginal	1	1	20459
Hunter Valley exc Newcastle	Chinese			12
Hunter Valley exc Newcastle	Chinese	0	0	1387
Hunter Valley exc Newcastle	Chinese	0	1	103
Hunter Valley exc Newcastle	Chinese	1	0	134
Hunter Valley exc Newcastle	Chinese	1	1	530
Hunter Valley exc Newcastle	Croatian			18
Hunter Valley exc Newcastle	Croatian	0	0	353
