SA4_NAME21	Age	HoursHousekeeping	Sex	adults
Central Coast	65-74	30+	F	3614
Central Coast	65-74	30+	M	1487
Central Coast	75-84		F	1417
Central Coast	75-84		M	968
Central Coast	75-84	0	F	5020
Central Coast	75-84	0	M	4104
Central Coast	75-84	<5	F	1198
Central Coast	75-84	<5	M	1677
Central Coast	75-84	5-14	F	2343
Central Coast	75-84	5-14	M	2711
Central Coast	75-84	15-29	F	1993
Central Coast	75-84	15-29	M	1450
Central Coast	75-84	30+	F	1879
Central Coast	75-84	30+	M	928
Central Coast	85+		F	1463
Central Coast	85+		M	709
Central Coast	85+	0	F	3023
Central Coast	85+	0	M	1711
Central Coast	85+	<5	F	642
Central Coast	85+	<5	M	460
Central Coast	85+	5-14	F	781
Central Coast	85+	5-14	M	547
Central Coast	85+	15-29	F	392
Central Coast	85+	15-29	M	280
Central Coast	85+	30+	F	309
Central Coast	85+	30+	M	216
Central West	15-19		F	489
Central West	15-19		M	603
Central West	15-19	0	F	2035
Central West	15-19	0	M	2712
Central West	15-19	<5	F	2563
Central West	15-19	<5	M	2747
Central West	15-19	5-14	F	786
Central West	15-19	5-14	M	545
Central West	15-19	15-29	F	83
Central West	15-19	15-29	M	56
Central West	15-19	30+	F	50
Central West	15-19	30+	M	21
Central West	20-24		F	403
Central West	20-24		M	647
Central West	20-24	0	F	1346
Central West	20-24	0	M	2160
Central West	20-24	<5	F	1376
Central West	20-24	<5	M	1801
Central West	20-24	5-14	F	1548
Central West	20-24	5-14	M	965
Central West	20-24	15-29	F	391
Central West	20-24	15-29	M	148
Central West	20-24	30+	F	290
Central West	20-24	30+	M	79
Central West	25-34		F	878
Central West	25-34		M	1381
Central West	25-34	0	F	1920
Central West	25-34	0	M	3032
Central West	25-34	<5	F	1662
Central West	25-34	<5	M	3197
Central West	25-34	5-14	F	3811
Central West	25-34	5-14	M	3485
Central West	25-34	15-29	F	1965
Central West	25-34	15-29	M	816
Central West	25-34	30+	F	2352
Central West	25-34	30+	M	366
Central West	35-44		F	866
Central West	35-44		M	1304
Central West	35-44	0	F	1301
Central West	35-44	0	M	2200
Central West	35-44	<5	F	940
Central West	35-44	<5	M	2869
Central West	35-44	5-14	F	3774
Central West	35-44	5-14	M	3869
Central West	35-44	15-29	F	2780
Central West	35-44	15-29	M	1180
Central West	35-44	30+	F	2525
Central West	35-44	30+	M	516
Central West	45-54		F	878
Central West	45-54		M	1137
Central West	45-54	0	F	1663
Central West	45-54	0	M	2680
Central West	45-54	<5	F	1321
Central West	45-54	<5	M	3108
Central West	45-54	5-14	F	4711
Central West	45-54	5-14	M	4206
Central West	45-54	15-29	F	2960
Central West	45-54	15-29	M	1175
Central West	45-54	30+	F	1810
Central West	45-54	30+	M	536
Central West	55-64		F	881
Central West	55-64		M	1111
Central West	55-64	0	F	2289
Central West	55-64	0	M	3414
Central West	55-64	<5	F	1359
Central West	55-64	<5	M	3186
Central West	55-64	5-14	F	4472
Central West	55-64	5-14	M	4145
Central West	55-64	15-29	F	2919
Central West	55-64	15-29	M	1298
Central West	55-64	30+	F	2090
Central West	55-64	30+	M	764
Central West	65-74		F	827
Central West	65-74		M	966
Central West	65-74	0	F	2986
Central West	65-74	0	M	3629
Central West	65-74	<5	F	864
Central West	65-74	<5	M	2175
Central West	65-74	5-14	F	2659
Central West	65-74	5-14	M	3174
Central West	65-74	15-29	F	2533
Central West	65-74	15-29	M	1491
Central West	65-74	30+	F	2398
Central West	65-74	30+	M	952
Central West	75-84		F	712
Central West	75-84		M	661
Central West	75-84	0	F	2640
Central West	75-84	0	M	2606
Central West	75-84	<5	F	622
Central West	75-84	<5	M	964
Central West	75-84	5-14	F	1266
Central West	75-84	5-14	M	1408
Central West	75-84	15-29	F	1151
Central West	75-84	15-29	M	760
Central West	75-84	30+	F	1116
Central West	75-84	30+	M	566
Central West	85+		F	411
Central West	85+		M	226
Central West	85+	0	F	1831
Central West	85+	0	M	1027
Central West	85+	<5	F	330
Central West	85+	<5	M	266
Central West	85+	5-14	F	417
Central West	85+	5-14	M	317
Central West	85+	15-29	F	237
Central West	85+	15-29	M	153
Central West	85+	30+	F	195
Central West	85+	30+	M	105
Coffs Harbour - Grafton	15-19		F	328
Coffs Harbour - Grafton	15-19		M	361
Coffs Harbour - Grafton	15-19	0	F	1288
Coffs Harbour - Grafton	15-19	0	M	1621
Coffs Harbour - Grafton	15-19	<5	F	1680
Coffs Harbour - Grafton	15-19	<5	M	1740
Coffs Harbour - Grafton	15-19	5-14	F	456
Coffs Harbour - Grafton	15-19	5-14	M	325
Coffs Harbour - Grafton	15-19	15-29	F	62
Coffs Harbour - Grafton	15-19	15-29	M	42
Coffs Harbour - Grafton	15-19	30+	F	28
Coffs Harbour - Grafton	15-19	30+	M	14
Coffs Harbour - Grafton	20-24		F	238
Coffs Harbour - Grafton	20-24		M	375
Coffs Harbour - Grafton	20-24	0	F	788
Coffs Harbour - Grafton	20-24	0	M	1168
Coffs Harbour - Grafton	20-24	<5	F	827
Coffs Harbour - Grafton	20-24	<5	M	1057
Coffs Harbour - Grafton	20-24	5-14	F	834
Coffs Harbour - Grafton	20-24	5-14	M	531
Coffs Harbour - Grafton	20-24	15-29	F	229
Coffs Harbour - Grafton	20-24	15-29	M	117
Coffs Harbour - Grafton	20-24	30+	F	160
Coffs Harbour - Grafton	20-24	30+	M	48
Coffs Harbour - Grafton	25-34		F	641
Coffs Harbour - Grafton	25-34		M	973
Coffs Harbour - Grafton	25-34	0	F	1338
Coffs Harbour - Grafton	25-34	0	M	1884
Coffs Harbour - Grafton	25-34	<5	F	1044
Coffs Harbour - Grafton	25-34	<5	M	1869
Coffs Harbour - Grafton	25-34	5-14	F	2198
Coffs Harbour - Grafton	25-34	5-14	M	1946
Coffs Harbour - Grafton	25-34	15-29	F	1111
Coffs Harbour - Grafton	25-34	15-29	M	531
Coffs Harbour - Grafton	25-34	30+	F	1288
Coffs Harbour - Grafton	25-34	30+	M	218
Coffs Harbour - Grafton	35-44		F	634
Coffs Harbour - Grafton	35-44		M	888
Coffs Harbour - Grafton	35-44	0	F	945
Coffs Harbour - Grafton	35-44	0	M	1529
Coffs Harbour - Grafton	35-44	<5	F	741
Coffs Harbour - Grafton	35-44	<5	M	1706
Coffs Harbour - Grafton	35-44	5-14	F	2630
Coffs Harbour - Grafton	35-44	5-14	M	2421
Coffs Harbour - Grafton	35-44	15-29	F	1755
Coffs Harbour - Grafton	35-44	15-29	M	799
Coffs Harbour - Grafton	35-44	30+	F	1537
Coffs Harbour - Grafton	35-44	30+	M	388
Coffs Harbour - Grafton	45-54		F	589
Coffs Harbour - Grafton	45-54		M	775
Coffs Harbour - Grafton	45-54	0	F	1161
Coffs Harbour - Grafton	45-54	0	M	1694
Coffs Harbour - Grafton	45-54	<5	F	1092
Coffs Harbour - Grafton	45-54	<5	M	1937
Coffs Harbour - Grafton	45-54	5-14	F	3435
Coffs Harbour - Grafton	45-54	5-14	M	2849
Coffs Harbour - Grafton	45-54	15-29	F	1963
Coffs Harbour - Grafton	45-54	15-29	M	961
Coffs Harbour - Grafton	45-54	30+	F	1229
Coffs Harbour - Grafton	45-54	30+	M	426
Coffs Harbour - Grafton	55-64		F	601
Coffs Harbour - Grafton	55-64		M	728
Coffs Harbour - Grafton	55-64	0	F	1763
Coffs Harbour - Grafton	55-64	0	M	2306
Coffs Harbour - Grafton	55-64	<5	F	1259
Coffs Harbour - Grafton	55-64	<5	M	2165
Coffs Harbour - Grafton	55-64	5-14	F	3578
Coffs Harbour - Grafton	55-64	5-14	M	3139
Coffs Harbour - Grafton	55-64	15-29	F	2346
Coffs Harbour - Grafton	55-64	15-29	M	1193
Coffs Harbour - Grafton	55-64	30+	F	1516
Coffs Harbour - Grafton	55-64	30+	M	661
Coffs Harbour - Grafton	65-74		F	602
Coffs Harbour - Grafton	65-74		M	631
Coffs Harbour - Grafton	65-74	0	F	2289
Coffs Harbour - Grafton	65-74	0	M	2709
Coffs Harbour - Grafton	65-74	<5	F	805
Coffs Harbour - Grafton	65-74	<5	M	1619
Coffs Harbour - Grafton	65-74	5-14	F	2437
Coffs Harbour - Grafton	65-74	5-14	M	2854
Coffs Harbour - Grafton	65-74	15-29	F	2373
Coffs Harbour - Grafton	65-74	15-29	M	1552
Coffs Harbour - Grafton	65-74	30+	F	1897
Coffs Harbour - Grafton	65-74	30+	M	882
Coffs Harbour - Grafton	75-84		F	599
Coffs Harbour - Grafton	75-84		M	458
Coffs Harbour - Grafton	75-84	0	F	1994
Coffs Harbour - Grafton	75-84	0	M	1793
Coffs Harbour - Grafton	75-84	<5	F	441
Coffs Harbour - Grafton	75-84	<5	M	701
Coffs Harbour - Grafton	75-84	5-14	F	1018
Coffs Harbour - Grafton	75-84	5-14	M	1265
Coffs Harbour - Grafton	75-84	15-29	F	1002
Coffs Harbour - Grafton	75-84	15-29	M	732
Coffs Harbour - Grafton	75-84	30+	F	986
Coffs Harbour - Grafton	75-84	30+	M	511
Coffs Harbour - Grafton	85+		F	449
Coffs Harbour - Grafton	85+		M	232
Coffs Harbour - Grafton	85+	0	F	1307
Coffs Harbour - Grafton	85+	0	M	791
Coffs Harbour - Grafton	85+	<5	F	261
Coffs Harbour - Grafton	85+	<5	M	205
Coffs Harbour - Grafton	85+	5-14	F	346
Coffs Harbour - Grafton	85+	5-14	M	248
Coffs Harbour - Grafton	85+	15-29	F	188
Coffs Harbour - Grafton	85+	15-29	M	151
Coffs Harbour - Grafton	85+	30+	F	161
Coffs Harbour - Grafton	85+	30+	M	124
Far West and Orana	15-19		F	418
Far West and Orana	15-19		M	522
Far West and Orana	15-19	0	F	1071
Far West and Orana	15-19	0	M	1353
Far West and Orana	15-19	<5	F	1169
Far West and Orana	15-19	<5	M	1209
Far West and Orana	15-19	5-14	F	384
Far West and Orana	15-19	5-14	M	284
Far West and Orana	15-19	15-29	F	61
Far West and Orana	15-19	15-29	M	23
Far West and Orana	15-19	30+	F	33
Far West and Orana	15-19	30+	M	11
Far West and Orana	20-24		F	356
Far West and Orana	20-24		M	464
Far West and Orana	20-24	0	F	795
Far West and Orana	20-24	0	M	1155
Far West and Orana	20-24	<5	F	683
Far West and Orana	20-24	<5	M	845
Far West and Orana	20-24	5-14	F	758
Far West and Orana	20-24	5-14	M	457
Far West and Orana	20-24	15-29	F	209
Far West and Orana	20-24	15-29	M	74
Far West and Orana	20-24	30+	F	144
Far West and Orana	20-24	30+	M	37
Far West and Orana	25-34		F	919
Far West and Orana	25-34		M	1203
Far West and Orana	25-34	0	F	1520
Far West and Orana	25-34	0	M	2084
Far West and Orana	25-34	<5	F	933
Far West and Orana	25-34	<5	M	1782
Far West and Orana	25-34	5-14	F	2237
Far West and Orana	25-34	5-14	M	1869
Far West and Orana	25-34	15-29	F	1041
Far West and Orana	25-34	15-29	M	452
Far West and Orana	25-34	30+	F	1260
Far West and Orana	25-34	30+	M	196
Far West and Orana	35-44		F	847
Far West and Orana	35-44		M	984
Far West and Orana	35-44	0	F	882
Far West and Orana	35-44	0	M	1367
Far West and Orana	35-44	<5	F	491
Far West and Orana	35-44	<5	M	1313
Far West and Orana	35-44	5-14	F	1924
Far West and Orana	35-44	5-14	M	1896
Far West and Orana	35-44	15-29	F	1308
Far West and Orana	35-44	15-29	M	529
Far West and Orana	35-44	30+	F	1192
Far West and Orana	35-44	30+	M	255
Far West and Orana	45-54		F	764
Far West and Orana	45-54		M	878
Far West and Orana	45-54	0	F	1107
Far West and Orana	45-54	0	M	1613
Far West and Orana	45-54	<5	F	653
Far West and Orana	45-54	<5	M	1477
Far West and Orana	45-54	5-14	F	2243
Far West and Orana	45-54	5-14	M	1834
Far West and Orana	45-54	15-29	F	1270
Far West and Orana	45-54	15-29	M	538
Far West and Orana	45-54	30+	F	812
Far West and Orana	45-54	30+	M	272
Far West and Orana	55-64		F	749
Far West and Orana	55-64		M	878
Far West and Orana	55-64	0	F	1505
Far West and Orana	55-64	0	M	2086
Far West and Orana	55-64	<5	F	766
Far West and Orana	55-64	<5	M	1645
Far West and Orana	55-64	5-14	F	2198
Far West and Orana	55-64	5-14	M	2027
Far West and Orana	55-64	15-29	F	1369
Far West and Orana	55-64	15-29	M	581
Far West and Orana	55-64	30+	F	1071
Far West and Orana	55-64	30+	M	348
Far West and Orana	65-74		F	653
Far West and Orana	65-74		M	725
Far West and Orana	65-74	0	F	1638
Far West and Orana	65-74	0	M	2095
Far West and Orana	65-74	<5	F	463
Far West and Orana	65-74	<5	M	1096
Far West and Orana	65-74	5-14	F	1264
Far West and Orana	65-74	5-14	M	1417
Far West and Orana	65-74	15-29	F	1124
Far West and Orana	65-74	15-29	M	672
Far West and Orana	65-74	30+	F	1071
Far West and Orana	65-74	30+	M	416
Far West and Orana	75-84		F	606
Far West and Orana	75-84		M	480
Far West and Orana	75-84	0	F	1378
Far West and Orana	75-84	0	M	1302
Far West and Orana	75-84	<5	F	326
Far West and Orana	75-84	<5	M	470
Far West and Orana	75-84	5-14	F	554
Far West and Orana	75-84	5-14	M	641
Far West and Orana	75-84	15-29	F	504
Far West and Orana	75-84	15-29	M	356
Far West and Orana	75-84	30+	F	609
Far West and Orana	75-84	30+	M	277
Far West and Orana	85+		F	337
Far West and Orana	85+		M	193
Far West and Orana	85+	0	F	896
Far West and Orana	85+	0	M	530
Far West and Orana	85+	<5	F	161
Far West and Orana	85+	<5	M	134
Far West and Orana	85+	5-14	F	174
Far West and Orana	85+	5-14	M	133
Far West and Orana	85+	15-29	F	97
Far West and Orana	85+	15-29	M	52
Far West and Orana	85+	30+	F	95
Far West and Orana	85+	30+	M	63
Hunter Valley exc Newcastle	15-19		F	501
Hunter Valley exc Newcastle	15-19		M	636
Hunter Valley exc Newcastle	15-19	0	F	3010
Hunter Valley exc Newcastle	15-19	0	M	3937
Hunter Valley exc Newcastle	15-19	<5	F	3661
Hunter Valley exc Newcastle	15-19	<5	M	3763
Hunter Valley exc Newcastle	15-19	5-14	F	1037
Hunter Valley exc Newcastle	15-19	5-14	M	782
Hunter Valley exc Newcastle	15-19	15-29	F	125
Hunter Valley exc Newcastle	15-19	15-29	M	60
Hunter Valley exc Newcastle	15-19	30+	F	48
Hunter Valley exc Newcastle	15-19	30+	M	28
Hunter Valley exc Newcastle	20-24		F	428
Hunter Valley exc Newcastle	20-24		M	675
Hunter Valley exc Newcastle	20-24	0	F	2182
Hunter Valley exc Newcastle	20-24	0	M	3427
Hunter Valley exc Newcastle	20-24	<5	F	2183
Hunter Valley exc Newcastle	20-24	<5	M	2657
Hunter Valley exc Newcastle	20-24	5-14	F	2066
Hunter Valley exc Newcastle	20-24	5-14	M	1275
Hunter Valley exc Newcastle	20-24	15-29	F	589
Hunter Valley exc Newcastle	20-24	15-29	M	205
Hunter Valley exc Newcastle	20-24	30+	F	407
Hunter Valley exc Newcastle	20-24	30+	M	85
Hunter Valley exc Newcastle	25-34		F	955
Hunter Valley exc Newcastle	25-34		M	1650
Hunter Valley exc Newcastle	25-34	0	F	2925
Hunter Valley exc Newcastle	25-34	0	M	4807
Hunter Valley exc Newcastle	25-34	<5	F	2325
Hunter Valley exc Newcastle	25-34	<5	M	4626
Hunter Valley exc Newcastle	25-34	5-14	F	5759
Hunter Valley exc Newcastle	25-34	5-14	M	5242
Hunter Valley exc Newcastle	25-34	15-29	F	3041
Hunter Valley exc Newcastle	25-34	15-29	M	1247
Hunter Valley exc Newcastle	25-34	30+	F	3406
Hunter Valley exc Newcastle	25-34	30+	M	519
Hunter Valley exc Newcastle	35-44		F	878
Hunter Valley exc Newcastle	35-44		M	1440
Hunter Valley exc Newcastle	35-44	0	F	1984
Hunter Valley exc Newcastle	35-44	0	M	3324
Hunter Valley exc Newcastle	35-44	<5	F	1461
Hunter Valley exc Newcastle	35-44	<5	M	4060
Hunter Valley exc Newcastle	35-44	5-14	F	5685
Hunter Valley exc Newcastle	35-44	5-14	M	6031
Hunter Valley exc Newcastle	35-44	15-29	F	3921
Hunter Valley exc Newcastle	35-44	15-29	M	1781
Hunter Valley exc Newcastle	35-44	30+	F	3868
Hunter Valley exc Newcastle	35-44	30+	M	791
Hunter Valley exc Newcastle	45-54		F	818
Hunter Valley exc Newcastle	45-54		M	1236
Hunter Valley exc Newcastle	45-54	0	F	2672
Hunter Valley exc Newcastle	45-54	0	M	3928
Hunter Valley exc Newcastle	45-54	<5	F	1738
Hunter Valley exc Newcastle	45-54	<5	M	4042
Hunter Valley exc Newcastle	45-54	5-14	F	6540
Hunter Valley exc Newcastle	45-54	5-14	M	6039
Hunter Valley exc Newcastle	45-54	15-29	F	3960
Hunter Valley exc Newcastle	45-54	15-29	M	1782
Hunter Valley exc Newcastle	45-54	30+	F	2719
Hunter Valley exc Newcastle	45-54	30+	M	754
Hunter Valley exc Newcastle	55-64		F	815
Hunter Valley exc Newcastle	55-64		M	1127
Hunter Valley exc Newcastle	55-64	0	F	3370
Hunter Valley exc Newcastle	55-64	0	M	4340
Hunter Valley exc Newcastle	55-64	<5	F	1777
Hunter Valley exc Newcastle	55-64	<5	M	3950
Hunter Valley exc Newcastle	55-64	5-14	F	5738
Hunter Valley exc Newcastle	55-64	5-14	M	5758
Hunter Valley exc Newcastle	55-64	15-29	F	4149
Hunter Valley exc Newcastle	55-64	15-29	M	1963
Hunter Valley exc Newcastle	55-64	30+	F	3022
Hunter Valley exc Newcastle	55-64	30+	M	993
Hunter Valley exc Newcastle	65-74		F	848
Hunter Valley exc Newcastle	65-74		M	946
Hunter Valley exc Newcastle	65-74	0	F	4236
Hunter Valley exc Newcastle	65-74	0	M	4702
Hunter Valley exc Newcastle	65-74	<5	F	1072
Hunter Valley exc Newcastle	65-74	<5	M	2489
Hunter Valley exc Newcastle	65-74	5-14	F	3548
Hunter Valley exc Newcastle	65-74	5-14	M	4338
Hunter Valley exc Newcastle	65-74	15-29	F	3516
Hunter Valley exc Newcastle	65-74	15-29	M	2175
Hunter Valley exc Newcastle	65-74	30+	F	3368
Hunter Valley exc Newcastle	65-74	30+	M	1428
Hunter Valley exc Newcastle	75-84		F	786
Hunter Valley exc Newcastle	75-84		M	738
Hunter Valley exc Newcastle	75-84	0	F	3264
Hunter Valley exc Newcastle	75-84	0	M	3014
Hunter Valley exc Newcastle	75-84	<5	F	705
Hunter Valley exc Newcastle	75-84	<5	M	1148
Hunter Valley exc Newcastle	75-84	5-14	F	1585
Hunter Valley exc Newcastle	75-84	5-14	M	1895
Hunter Valley exc Newcastle	75-84	15-29	F	1374
Hunter Valley exc Newcastle	75-84	15-29	M	1016
Hunter Valley exc Newcastle	75-84	30+	F	1409
Hunter Valley exc Newcastle	75-84	30+	M	788
Hunter Valley exc Newcastle	85+		F	536
Hunter Valley exc Newcastle	85+		M	300
Hunter Valley exc Newcastle	85+	0	F	1855
Hunter Valley exc Newcastle	85+	0	M	1049
Hunter Valley exc Newcastle	85+	<5	F	376
Hunter Valley exc Newcastle	85+	<5	M	268
Hunter Valley exc Newcastle	85+	5-14	F	467
Hunter Valley exc Newcastle	85+	5-14	M	343
Hunter Valley exc Newcastle	85+	15-29	F	238
Hunter Valley exc Newcastle	85+	15-29	M	166
Hunter Valley exc Newcastle	85+	30+	F	196
Hunter Valley exc Newcastle	85+	30+	M	135
Illawarra	15-19		F	504
Illawarra	15-19		M	505
Illawarra	15-19	0	F	3136
Illawarra	15-19	0	M	4058
Illawarra	15-19	<5	F	4379
Illawarra	15-19	<5	M	4246
Illawarra	15-19	5-14	F	1241
Illawarra	15-19	5-14	M	788
Illawarra	15-19	15-29	F	114
Illawarra	15-19	15-29	M	72
Illawarra	15-19	30+	F	41
Illawarra	15-19	30+	M	28
Illawarra	20-24		F	504
Illawarra	20-24		M	574
Illawarra	20-24	0	F	2699
Illawarra	20-24	0	M	4220
Illawarra	20-24	<5	F	3613
Illawarra	20-24	<5	M	3871
Illawarra	20-24	5-14	F	2762
Illawarra	20-24	5-14	M	1818
Illawarra	20-24	15-29	F	618
Illawarra	20-24	15-29	M	252
Illawarra	20-24	30+	F	302
Illawarra	20-24	30+	M	102
Illawarra	25-34		F	991
Illawarra	25-34		M	1057
Illawarra	25-34	0	F	3348
Illawarra	25-34	0	M	5469
Illawarra	25-34	<5	F	3191
Illawarra	25-34	<5	M	5554
Illawarra	25-34	5-14	F	6569
Illawarra	25-34	5-14	M	5912
Illawarra	25-34	15-29	F	2991
Illawarra	25-34	15-29	M	1304
Illawarra	25-34	30+	F	3005
Illawarra	25-34	30+	M	615
Illawarra	35-44		F	854
Illawarra	35-44		M	906
Illawarra	35-44	0	F	2295
Illawarra	35-44	0	M	3705
Illawarra	35-44	<5	F	1667
Illawarra	35-44	<5	M	4208
Illawarra	35-44	5-14	F	6017
Illawarra	35-44	5-14	M	6870
Illawarra	35-44	15-29	F	4523
Illawarra	35-44	15-29	M	2133
Illawarra	35-44	30+	F	4431
Illawarra	35-44	30+	M	964
Illawarra	45-54		F	765
Illawarra	45-54		M	877
Illawarra	45-54	0	F	2699
Illawarra	45-54	0	M	4085
Illawarra	45-54	<5	F	1958
Illawarra	45-54	<5	M	4398
Illawarra	45-54	5-14	F	6937
Illawarra	45-54	5-14	M	6766
Illawarra	45-54	15-29	F	4652
