SA4_NAME21	Age	Sex	persons
Coffs Harbour - Grafton	15-19	F	3849
Coffs Harbour - Grafton	15-19	M	4101
Coffs Harbour - Grafton	20-24	F	3073
Coffs Harbour - Grafton	20-24	M	3291
Coffs Harbour - Grafton	25-34	F	7617
Coffs Harbour - Grafton	25-34	M	7415
Coffs Harbour - Grafton	35-44	F	8243
Coffs Harbour - Grafton	35-44	M	7727
Coffs Harbour - Grafton	45-54	F	9471
Coffs Harbour - Grafton	45-54	M	8641
Coffs Harbour - Grafton	55-64	F	11056
Coffs Harbour - Grafton	55-64	M	10197
Coffs Harbour - Grafton	65-74	F	10399
Coffs Harbour - Grafton	65-74	M	10242
Coffs Harbour - Grafton	75-84	F	6036
Coffs Harbour - Grafton	75-84	M	5462
Coffs Harbour - Grafton	85+	F	2718
Coffs Harbour - Grafton	85+	M	1758
Far West and Orana	0-4	F	3708
Far West and Orana	0-4	M	3894
Far West and Orana	5-14	F	7460
Far West and Orana	5-14	M	7840
Far West and Orana	15-19	F	3133
Far West and Orana	15-19	M	3408
Far West and Orana	20-24	F	2945
Far West and Orana	20-24	M	3038
Far West and Orana	25-34	F	7914
Far West and Orana	25-34	M	7578
Far West and Orana	35-44	F	6641
Far West and Orana	35-44	M	6344
Far West and Orana	45-54	F	6852
Far West and Orana	45-54	M	6613
Far West and Orana	55-64	F	7663
Far West and Orana	55-64	M	7562
Far West and Orana	65-74	F	6204
Far West and Orana	65-74	M	6418
Far West and Orana	75-84	F	3973
Far West and Orana	75-84	M	3526
Far West and Orana	85+	F	1761
Far West and Orana	85+	M	1104
Hunter Valley exc Newcastle	0-4	F	8573
Hunter Valley exc Newcastle	0-4	M	9000
Hunter Valley exc Newcastle	5-14	F	19075
Hunter Valley exc Newcastle	5-14	M	20244
Hunter Valley exc Newcastle	15-19	F	8383
Hunter Valley exc Newcastle	15-19	M	9202
Hunter Valley exc Newcastle	20-24	F	7855
Hunter Valley exc Newcastle	20-24	M	8325
Hunter Valley exc Newcastle	25-34	F	18420
Hunter Valley exc Newcastle	25-34	M	18093
Hunter Valley exc Newcastle	35-44	F	17801
Hunter Valley exc Newcastle	35-44	M	17424
Hunter Valley exc Newcastle	45-54	F	18448
Hunter Valley exc Newcastle	45-54	M	17779
Hunter Valley exc Newcastle	55-64	F	18866
Hunter Valley exc Newcastle	55-64	M	18133
Hunter Valley exc Newcastle	65-74	F	16575
Hunter Valley exc Newcastle	65-74	M	16078
Hunter Valley exc Newcastle	75-84	F	9129
Hunter Valley exc Newcastle	75-84	M	8597
Hunter Valley exc Newcastle	85+	F	3668
Hunter Valley exc Newcastle	85+	M	2259
Illawarra	0-4	F	8611
Illawarra	0-4	M	9220
Illawarra	5-14	F	18560
Illawarra	5-14	M	19723
Illawarra	15-19	F	9419
Illawarra	15-19	M	9703
Illawarra	20-24	F	10487
Illawarra	20-24	M	10836
Illawarra	25-34	F	20093
Illawarra	25-34	M	19903
Illawarra	35-44	F	19780
Illawarra	35-44	M	18791
Illawarra	45-54	F	20156
Illawarra	45-54	M	19114
Illawarra	55-64	F	20163
Illawarra	55-64	M	18989
Illawarra	65-74	F	16842
Illawarra	65-74	M	15471
Illawarra	75-84	F	10615
Illawarra	75-84	M	9129
Illawarra	85+	F	5039
Illawarra	85+	M	3187
Mid North Coast	0-4	F	5002
Mid North Coast	0-4	M	5188
Mid North Coast	5-14	F	12608
Mid North Coast	5-14	M	13039
Mid North Coast	15-19	F	5942
Mid North Coast	15-19	M	6267
Mid North Coast	20-24	F	4529
Mid North Coast	20-24	M	4835
Mid North Coast	25-34	F	10220
Mid North Coast	25-34	M	9552
Mid North Coast	35-44	F	11306
Mid North Coast	35-44	M	10315
Mid North Coast	45-54	F	14011
Mid North Coast	45-54	M	12794
Mid North Coast	55-64	F	18396
Mid North Coast	55-64	M	16402
Mid North Coast	65-74	F	18899
Mid North Coast	65-74	M	18637
Mid North Coast	75-84	F	11656
Mid North Coast	75-84	M	10910
Mid North Coast	85+	F	5138
Mid North Coast	85+	M	3396
Murray	0-4	F	3486
Murray	0-4	M	3653
Murray	5-14	F	7335
Murray	5-14	M	7822
Murray	15-19	F	3485
Murray	15-19	M	3602
Murray	20-24	F	3073
Murray	20-24	M	3152
Murray	25-34	F	6944
Murray	25-34	M	6738
Murray	35-44	F	7048
Murray	35-44	M	6530
Murray	45-54	F	7584
Murray	45-54	M	7224
Murray	55-64	F	8737
Murray	55-64	M	8281
Murray	65-74	F	8014
Murray	65-74	M	8142
Murray	75-84	F	4889
Murray	75-84	M	4386
Murray	85+	F	2032
Murray	85+	M	1382
New England and North West	0-4	F	5026
New England and North West	0-4	M	5661
New England and North West	5-14	F	12188
New England and North West	5-14	M	12632
New England and North West	15-19	F	5790
New England and North West	15-19	M	5771
New England and North West	20-24	F	5044
New England and North West	20-24	M	5172
New England and North West	25-34	F	11307
New England and North West	25-34	M	10649
New England and North West	35-44	F	10485
New England and North West	35-44	M	9843
New England and North West	45-54	F	11300
New England and North West	45-54	M	10734
New England and North West	55-64	F	12547
New England and North West	55-64	M	12042
New England and North West	65-74	F	10739
New England and North West	65-74	M	10835
New England and North West	75-84	F	6981
New England and North West	75-84	M	6162
New England and North West	85+	F	2895
New England and North West	85+	M	1773
Newcastle and Lake Macquarie	0-4	F	10376
Newcastle and Lake Macquarie	0-4	M	10863
Newcastle and Lake Macquarie	5-14	F	22470
Newcastle and Lake Macquarie	5-14	M	23912
Newcastle and Lake Macquarie	15-19	F	11018
Newcastle and Lake Macquarie	15-19	M	11440
Newcastle and Lake Macquarie	20-24	F	13019
Newcastle and Lake Macquarie	20-24	M	13392
Newcastle and Lake Macquarie	25-34	F	26202
Newcastle and Lake Macquarie	25-34	M	25795
Newcastle and Lake Macquarie	35-44	F	24749
Newcastle and Lake Macquarie	35-44	M	23791
Newcastle and Lake Macquarie	45-54	F	24609
Newcastle and Lake Macquarie	45-54	M	23587
Newcastle and Lake Macquarie	55-64	F	24563
Newcastle and Lake Macquarie	55-64	M	22868
Newcastle and Lake Macquarie	65-74	F	21827
Newcastle and Lake Macquarie	65-74	M	19845
Newcastle and Lake Macquarie	75-84	F	13781
Newcastle and Lake Macquarie	75-84	M	11539
Newcastle and Lake Macquarie	85+	F	6888
Newcastle and Lake Macquarie	85+	M	3991
Richmond - Tweed	0-4	F	5978
Richmond - Tweed	0-4	M	6283
Richmond - Tweed	5-14	F	14824
Richmond - Tweed	5-14	M	15739
Richmond - Tweed	15-19	F	6668
Richmond - Tweed	15-19	M	7067
Richmond - Tweed	20-24	F	5582
Richmond - Tweed	20-24	M	5689
Richmond - Tweed	25-34	F	13567
Richmond - Tweed	25-34	M	12195
Richmond - Tweed	35-44	F	15808
Richmond - Tweed	35-44	M	14186
Richmond - Tweed	45-54	F	17344
Richmond - Tweed	45-54	M	15829
Richmond - Tweed	55-64	F	19570
Richmond - Tweed	55-64	M	17933
Richmond - Tweed	65-74	F	17945
Richmond - Tweed	65-74	M	17291
Richmond - Tweed	75-84	F	10213
Richmond - Tweed	75-84	M	9007
Richmond - Tweed	85+	F	5124
Richmond - Tweed	85+	M	3212
Riverina	0-4	F	5056
Riverina	0-4	M	5153
Riverina	5-14	F	10644
Riverina	5-14	M	11141
Riverina	15-19	F	5079
Riverina	15-19	M	5390
Riverina	20-24	F	4933
Riverina	20-24	M	5102
Riverina	25-34	F	10387
Riverina	25-34	M	10566
Riverina	35-44	F	9604
Riverina	35-44	M	9448
Riverina	45-54	F	9751
Riverina	45-54	M	9598
Riverina	55-64	F	10311
Riverina	55-64	M	10113
Riverina	65-74	F	8555
Riverina	65-74	M	8481
Riverina	75-84	F	5323
Riverina	75-84	M	4772
Riverina	85+	F	2660
Riverina	85+	M	1594
Southern Highlands and Shoalhaven	0-4	F	3897
Southern Highlands and Shoalhaven	0-4	M	4095
Southern Highlands and Shoalhaven	5-14	F	8845
Southern Highlands and Shoalhaven	5-14	M	9255
Southern Highlands and Shoalhaven	15-19	F	4072
Southern Highlands and Shoalhaven	15-19	M	4342
Southern Highlands and Shoalhaven	20-24	F	3294
Southern Highlands and Shoalhaven	20-24	M	3604
Southern Highlands and Shoalhaven	25-34	F	7874
Southern Highlands and Shoalhaven	25-34	M	7883
Southern Highlands and Shoalhaven	35-44	F	8377
Southern Highlands and Shoalhaven	35-44	M	8073
Southern Highlands and Shoalhaven	45-54	F	9816
Southern Highlands and Shoalhaven	45-54	M	9197
Southern Highlands and Shoalhaven	55-64	F	12184
Southern Highlands and Shoalhaven	55-64	M	11094
Southern Highlands and Shoalhaven	65-74	F	12922
Southern Highlands and Shoalhaven	65-74	M	11921
Southern Highlands and Shoalhaven	75-84	F	7720
Southern Highlands and Shoalhaven	75-84	M	7274
Southern Highlands and Shoalhaven	85+	F	3093
Southern Highlands and Shoalhaven	85+	M	2168
Sydney - Baulkham Hills and Hawkesbury	0-4	F	7055
Sydney - Baulkham Hills and Hawkesbury	0-4	M	7422
Sydney - Baulkham Hills and Hawkesbury	5-14	F	18946
Sydney - Baulkham Hills and Hawkesbury	5-14	M	20547
Sydney - Baulkham Hills and Hawkesbury	15-19	F	8733
Sydney - Baulkham Hills and Hawkesbury	15-19	M	9541
Sydney - Baulkham Hills and Hawkesbury	20-24	F	7423
Sydney - Baulkham Hills and Hawkesbury	20-24	M	8268
Sydney - Baulkham Hills and Hawkesbury	25-34	F	13243
Sydney - Baulkham Hills and Hawkesbury	25-34	M	12638
Sydney - Baulkham Hills and Hawkesbury	35-44	F	20478
Sydney - Baulkham Hills and Hawkesbury	35-44	M	18740
Sydney - Baulkham Hills and Hawkesbury	45-54	F	19362
Sydney - Baulkham Hills and Hawkesbury	45-54	M	18399
Sydney - Baulkham Hills and Hawkesbury	55-64	F	15885
Sydney - Baulkham Hills and Hawkesbury	55-64	M	15257
Sydney - Baulkham Hills and Hawkesbury	65-74	F	12546
Sydney - Baulkham Hills and Hawkesbury	65-74	M	11728
Sydney - Baulkham Hills and Hawkesbury	75-84	F	6844
Sydney - Baulkham Hills and Hawkesbury	75-84	M	6282
Sydney - Baulkham Hills and Hawkesbury	85+	F	3020
Sydney - Baulkham Hills and Hawkesbury	85+	M	2000
Sydney - Blacktown	0-4	F	14713
Sydney - Blacktown	0-4	M	15582
Sydney - Blacktown	5-14	F	29637
Sydney - Blacktown	5-14	M	31144
Sydney - Blacktown	15-19	F	11798
Sydney - Blacktown	15-19	M	12713
Sydney - Blacktown	20-24	F	12680
Sydney - Blacktown	20-24	M	14003
Sydney - Blacktown	25-34	F	30979
Sydney - Blacktown	25-34	M	29238
Sydney - Blacktown	35-44	F	33967
Sydney - Blacktown	35-44	M	34363
Sydney - Blacktown	45-54	F	23831
Sydney - Blacktown	45-54	M	24114
Sydney - Blacktown	55-64	F	19412
Sydney - Blacktown	55-64	M	18686
Sydney - Blacktown	65-74	F	14402
Sydney - Blacktown	65-74	M	12850
Sydney - Blacktown	75-84	F	6700
Sydney - Blacktown	75-84	M	5840
Sydney - Blacktown	85+	F	2770
Sydney - Blacktown	85+	M	1569
Sydney - City and Inner South	0-4	F	6556
Sydney - City and Inner South	0-4	M	7039
Sydney - City and Inner South	5-14	F	9328
Sydney - City and Inner South	5-14	M	9904
Sydney - City and Inner South	15-19	F	5183
Sydney - City and Inner South	15-19	M	4990
Sydney - City and Inner South	20-24	F	16034
Sydney - City and Inner South	20-24	M	15119
Sydney - City and Inner South	25-34	F	47081
Sydney - City and Inner South	25-34	M	48734
Sydney - City and Inner South	35-44	F	27437
Sydney - City and Inner South	35-44	M	31732
Sydney - City and Inner South	45-54	F	17551
Sydney - City and Inner South	45-54	M	20560
Sydney - City and Inner South	55-64	F	13673
Sydney - City and Inner South	55-64	M	15617
Sydney - City and Inner South	65-74	F	10113
Sydney - City and Inner South	65-74	M	10108
Sydney - City and Inner South	75-84	F	5585
Sydney - City and Inner South	75-84	M	5139
Sydney - City and Inner South	85+	F	2297
Sydney - City and Inner South	85+	M	1566
Sydney - Eastern Suburbs	0-4	F	6484
Sydney - Eastern Suburbs	0-4	M	6777
Sydney - Eastern Suburbs	5-14	F	13156
Sydney - Eastern Suburbs	5-14	M	13598
Sydney - Eastern Suburbs	15-19	F	6050
Sydney - Eastern Suburbs	15-19	M	6387
Sydney - Eastern Suburbs	20-24	F	8369
Sydney - Eastern Suburbs	20-24	M	7711
Sydney - Eastern Suburbs	25-34	F	26626
Sydney - Eastern Suburbs	25-34	M	23714
Sydney - Eastern Suburbs	35-44	F	20477
Sydney - Eastern Suburbs	35-44	M	19508
Sydney - Eastern Suburbs	45-54	F	17501
Sydney - Eastern Suburbs	45-54	M	16525
Sydney - Eastern Suburbs	55-64	F	13750
Sydney - Eastern Suburbs	55-64	M	13135
Sydney - Eastern Suburbs	65-74	F	11289
Sydney - Eastern Suburbs	65-74	M	9967
Sydney - Eastern Suburbs	75-84	F	7641
Sydney - Eastern Suburbs	75-84	M	6207
Sydney - Eastern Suburbs	85+	F	3986
Sydney - Eastern Suburbs	85+	M	2553
Sydney - Inner South West	0-4	F	17677
Sydney - Inner South West	0-4	M	19082
Sydney - Inner South West	5-14	F	34848
Sydney - Inner South West	5-14	M	37176
Sydney - Inner South West	15-19	F	16132
Sydney - Inner South West	15-19	M	17534
Sydney - Inner South West	20-24	F	20323
Sydney - Inner South West	20-24	M	22407
Sydney - Inner South West	25-34	F	47425
Sydney - Inner South West	25-34	M	49056
Sydney - Inner South West	35-44	F	42217
Sydney - Inner South West	35-44	M	42209
Sydney - Inner South West	45-54	F	38350
Sydney - Inner South West	45-54	M	35979
Sydney - Inner South West	55-64	F	35109
Sydney - Inner South West	55-64	M	33625
Sydney - Inner South West	65-74	F	26240
Sydney - Inner South West	65-74	M	24305
Sydney - Inner South West	75-84	F	16349
Sydney - Inner South West	75-84	M	14268
Sydney - Inner South West	85+	F	8839
Sydney - Inner South West	85+	M	5962
Sydney - Inner West	0-4	F	7583
Sydney - Inner West	0-4	M	8005
Sydney - Inner West	5-14	F	15010
Sydney - Inner West	5-14	M	15195
Sydney - Inner West	15-19	F	6655
Sydney - Inner West	15-19	M	6876
Sydney - Inner West	20-24	F	10827
Sydney - Inner West	20-24	M	11632
Sydney - Inner West	25-34	F	28691
Sydney - Inner West	25-34	M	28465
Sydney - Inner West	35-44	F	23454
Sydney - Inner West	35-44	M	23027
Sydney - Inner West	45-54	F	20774
Sydney - Inner West	45-54	M	18562
Sydney - Inner West	55-64	F	17608
Sydney - Inner West	55-64	M	15994
Sydney - Inner West	65-74	F	13458
Sydney - Inner West	65-74	M	11551
Sydney - Inner West	75-84	F	7902
Sydney - Inner West	75-84	M	6502
Sydney - Inner West	85+	F	4294
Sydney - Inner West	85+	M	2701
Sydney - North Sydney and Hornsby	0-4	F	10490
Sydney - North Sydney and Hornsby	0-4	M	11192
Sydney - North Sydney and Hornsby	5-14	F	26520
Sydney - North Sydney and Hornsby	5-14	M	27991
Sydney - North Sydney and Hornsby	15-19	F	11740
Sydney - North Sydney and Hornsby	15-19	M	12543
Sydney - North Sydney and Hornsby	20-24	F	10928
Sydney - North Sydney and Hornsby	20-24	M	11377
Sydney - North Sydney and Hornsby	25-34	F	27434
Sydney - North Sydney and Hornsby	25-34	M	24907
Sydney - North Sydney and Hornsby	35-44	F	35097
Sydney - North Sydney and Hornsby	35-44	M	31365
Sydney - North Sydney and Hornsby	45-54	F	31910
Sydney - North Sydney and Hornsby	45-54	M	28692
Sydney - North Sydney and Hornsby	55-64	F	25256
Sydney - North Sydney and Hornsby	55-64	M	23257
Sydney - North Sydney and Hornsby	65-74	F	20721
Sydney - North Sydney and Hornsby	65-74	M	17682
Sydney - North Sydney and Hornsby	75-84	F	13097
Sydney - North Sydney and Hornsby	75-84	M	11000
Sydney - North Sydney and Hornsby	85+	F	6679
Sydney - North Sydney and Hornsby	85+	M	4163
Sydney - Northern Beaches	0-4	F	6930
Sydney - Northern Beaches	0-4	M	7237
Sydney - Northern Beaches	5-14	F	16735
Sydney - Northern Beaches	5-14	M	17828
Sydney - Northern Beaches	15-19	F	7811
Sydney - Northern Beaches	15-19	M	8455
Sydney - Northern Beaches	20-24	F	6568
Sydney - Northern Beaches	20-24	M	7175
Sydney - Northern Beaches	25-34	F	14847
Sydney - Northern Beaches	25-34	M	14025
Sydney - Northern Beaches	35-44	F	18526
Sydney - Northern Beaches	35-44	M	16976
Sydney - Northern Beaches	45-54	F	20634
Sydney - Northern Beaches	45-54	M	19374
Sydney - Northern Beaches	55-64	F	16436
Sydney - Northern Beaches	55-64	M	16041
Sydney - Northern Beaches	65-74	F	12706
Sydney - Northern Beaches	65-74	M	11509
Sydney - Northern Beaches	75-84	F	8939
Sydney - Northern Beaches	75-84	M	7559
Sydney - Northern Beaches	85+	F	4499
Sydney - Northern Beaches	85+	M	2746
Sydney - Outer South West	0-4	F	10807
Sydney - Outer South West	0-4	M	11249
Sydney - Outer South West	5-14	F	21623
Sydney - Outer South West	5-14	M	22668
Sydney - Outer South West	15-19	F	9383
Sydney - Outer South West	15-19	M	9924
Sydney - Outer South West	20-24	F	9020
Sydney - Outer South West	20-24	M	9528
Sydney - Outer South West	25-34	F	21602
Sydney - Outer South West	25-34	M	19609
Sydney - Outer South West	35-44	F	22092
Sydney - Outer South West	35-44	M	21206
Sydney - Outer South West	45-54	F	18559
Sydney - Outer South West	45-54	M	18125
Sydney - Outer South West	55-64	F	16806
Sydney - Outer South West	55-64	M	15445
Sydney - Outer South West	65-74	F	12758
Sydney - Outer South West	65-74	M	11703
Sydney - Outer South West	75-84	F	6100
Sydney - Outer South West	75-84	M	5419
Sydney - Outer South West	85+	F	2372
Sydney - Outer South West	85+	M	1305
Sydney - Outer West and Blue Mountains	0-4	F	10601
Sydney - Outer West and Blue Mountains	0-4	M	11415
Sydney - Outer West and Blue Mountains	5-14	F	21833
Sydney - Outer West and Blue Mountains	5-14	M	22939
Sydney - Outer West and Blue Mountains	15-19	F	9883
Sydney - Outer West and Blue Mountains	15-19	M	10537
Sydney - Outer West and Blue Mountains	20-24	F	9985
Sydney - Outer West and Blue Mountains	20-24	M	10590
Sydney - Outer West and Blue Mountains	25-34	F	23544
Sydney - Outer West and Blue Mountains	25-34	M	22259
Sydney - Outer West and Blue Mountains	35-44	F	23317
Sydney - Outer West and Blue Mountains	35-44	M	22427
Sydney - Outer West and Blue Mountains	45-54	F	21612
Sydney - Outer West and Blue Mountains	45-54	M	20695
Sydney - Outer West and Blue Mountains	55-64	F	20148
Sydney - Outer West and Blue Mountains	55-64	M	18613
Sydney - Outer West and Blue Mountains	65-74	F	16254
Sydney - Outer West and Blue Mountains	65-74	M	14801
Sydney - Outer West and Blue Mountains	75-84	F	8305
Sydney - Outer West and Blue Mountains	75-84	M	7046
Sydney - Outer West and Blue Mountains	85+	F	3370
Sydney - Outer West and Blue Mountains	85+	M	1858
Sydney - Parramatta	0-4	F	15915
Sydney - Parramatta	0-4	M	16976
Sydney - Parramatta	5-14	F	30113
Sydney - Parramatta	5-14	M	31484
Sydney - Parramatta	15-19	F	12104
Sydney - Parramatta	15-19	M	13071
Sydney - Parramatta	20-24	F	16711
Sydney - Parramatta	20-24	M	19333
Sydney - Parramatta	25-34	F	44316
Sydney - Parramatta	25-34	M	48038
Sydney - Parramatta	35-44	F	37869
Sydney - Parramatta	35-44	M	41971
Sydney - Parramatta	45-54	F	27662
Sydney - Parramatta	45-54	M	27963
Sydney - Parramatta	55-64	F	24695
Sydney - Parramatta	55-64	M	23899
Sydney - Parramatta	65-74	F	17808
Sydney - Parramatta	65-74	M	16706
Sydney - Parramatta	75-84	F	10057
Sydney - Parramatta	75-84	M	8948
Sydney - Parramatta	85+	F	4676
Sydney - Parramatta	85+	M	3190
Sydney - Ryde	0-4	F	5327
Sydney - Ryde	0-4	M	5431
Sydney - Ryde	5-14	F	11486
Sydney - Ryde	5-14	M	12185
Sydney - Ryde	15-19	F	5009
Sydney - Ryde	15-19	M	5321
Sydney - Ryde	20-24	F	6330
Sydney - Ryde	20-24	M	6629
Sydney - Ryde	25-34	F	16598
Sydney - Ryde	25-34	M	15762
Sydney - Ryde	35-44	F	16348
Sydney - Ryde	35-44	M	15631
Sydney - Ryde	45-54	F	12897
Sydney - Ryde	45-54	M	12028
Sydney - Ryde	55-64	F	11905
Sydney - Ryde	55-64	M	10826
Sydney - Ryde	65-74	F	9222
Sydney - Ryde	65-74	M	8217
Sydney - Ryde	75-84	F	5375
Sydney - Ryde	75-84	M	4394
Sydney - Ryde	85+	F	3173
Sydney - Ryde	85+	M	1960
Sydney - South West	0-4	F	15534
Sydney - South West	0-4	M	16581
Sydney - South West	5-14	F	32407
Sydney - South West	5-14	M	34479
Sydney - South West	15-19	F	15533
Sydney - South West	15-19	M	16584
Sydney - South West	20-24	F	15974
Sydney - South West	20-24	M	16709
Sydney - South West	25-34	F	34839
Sydney - South West	25-34	M	33171
Sydney - South West	35-44	F	33683
Sydney - South West	35-44	M	31785
Sydney - South West	45-54	F	30555
Sydney - South West	45-54	M	28957
Sydney - South West	55-64	F	27572
Sydney - South West	55-64	M	27154
Sydney - South West	65-74	F	19334
Sydney - South West	65-74	M	17915
Sydney - South West	75-84	F	9739
Sydney - South West	75-84	M	8733
Sydney - South West	85+	F	4325
Sydney - South West	85+	M	2865
Sydney - Sutherland	0-4	F	6477
Sydney - Sutherland	0-4	M	6805
Sydney - Sutherland	5-14	F	14002
Sydney - Sutherland	5-14	M	15129
Sydney - Sutherland	15-19	F	6769
Sydney - Sutherland	15-19	M	7231
Sydney - Sutherland	20-24	F	6287
Sydney - Sutherland	20-24	M	6626
Sydney - Sutherland	25-34	F	13459
Sydney - Sutherland	25-34	M	12886
Sydney - Sutherland	35-44	F	15853
Sydney - Sutherland	35-44	M	14641
Sydney - Sutherland	45-54	F	16407
Sydney - Sutherland	45-54	M	15403
Sydney - Sutherland	55-64	F	14640
Sydney - Sutherland	55-64	M	13833
Sydney - Sutherland	65-74	F	11948
Sydney - Sutherland	65-74	M	10933
Sydney - Sutherland	75-84	F	7521
Sydney - Sutherland	75-84	M	6318
Sydney - Sutherland	85+	F	3988
Sydney - Sutherland	85+	M	2445
No usual address (NSW)	0-4	F	203
No usual address (NSW)	0-4	M	258
No usual address (NSW)	5-14	F	412
No usual address (NSW)	5-14	M	382
No usual address (NSW)	15-19	F	279
No usual address (NSW)	15-19	M	253
No usual address (NSW)	20-24	F	418
No usual address (NSW)	20-24	M	411
No usual address (NSW)	25-34	F	1022
No usual address (NSW)	25-34	M	1164
No usual address (NSW)	35-44	F	749
No usual address (NSW)	35-44	M	1108
No usual address (NSW)	45-54	F	666
No usual address (NSW)	45-54	M	1010
No usual address (NSW)	55-64	F	698
No usual address (NSW)	55-64	M	949
No usual address (NSW)	65-74	F	404
No usual address (NSW)	65-74	M	648
No usual address (NSW)	75-84	F	104
No usual address (NSW)	75-84	M	166
No usual address (NSW)	85+	F	32
No usual address (NSW)	85+	M	19
Ballarat	0-4	F	4634
Ballarat	0-4	M	4685
Ballarat	5-14	F	10513
Ballarat	5-14	M	11242
Ballarat	15-19	F	4920
Ballarat	15-19	M	5205
Ballarat	20-24	F	4708
Ballarat	20-24	M	4790
Ballarat	25-34	F	10476
Ballarat	25-34	M	10228
Ballarat	35-44	F	10704
Ballarat	35-44	M	9803
Ballarat	45-54	F	11587
Ballarat	45-54	M	10917
Ballarat	55-64	F	11909
Ballarat	55-64	M	11043
Ballarat	65-74	F	10869
Ballarat	65-74	M	10169
Ballarat	75-84	F	5865
Ballarat	75-84	M	5341
Ballarat	85+	F	2696
Ballarat	85+	M	1624
Bendigo	0-4	F	4467
Bendigo	0-4	M	4680
Bendigo	5-14	F	10116
Bendigo	5-14	M	10807
Bendigo	15-19	F	4656
Bendigo	15-19	M	4738
Bendigo	20-24	F	4352
Bendigo	20-24	M	4438
Bendigo	25-34	F	10002
Bendigo	25-34	M	9464
Bendigo	35-44	F	10373
Bendigo	35-44	M	9523
Bendigo	45-54	F	11037
Bendigo	45-54	M	10303
Bendigo	55-64	F	11797
Bendigo	55-64	M	10704
Bendigo	65-74	F	10588
Bendigo	65-74	M	10026
Bendigo	75-84	F	5839
Bendigo	75-84	M	5342
Bendigo	85+	F	2737
Bendigo	85+	M	1781
Geelong	0-4	F	9204
Geelong	0-4	M	9727
Geelong	5-14	F	19515
Geelong	5-14	M	20748
Geelong	15-19	F	8967
Geelong	15-19	M	9408
Geelong	20-24	F	9533
Geelong	20-24	M	10003
Geelong	25-34	F	21849
Geelong	25-34	M	21876
Geelong	35-44	F	21909
Geelong	35-44	M	20360
Geelong	45-54	F	21052
Geelong	45-54	M	19673
Geelong	55-64	F	20919
Geelong	55-64	M	18661
Geelong	65-74	F	19209
Geelong	65-74	M	17397
Geelong	75-84	F	10747
Geelong	75-84	M	9172
Geelong	85+	F	4904
Geelong	85+	M	3048
Hume	0-4	F	4662
Hume	0-4	M	4703
Hume	5-14	F	10877
Hume	5-14	M	11414
Hume	15-19	F	5049
Hume	15-19	M	5517
Hume	20-24	F	4106
Hume	20-24	M	4595
Hume	25-34	F	9890
Hume	25-34	M	9700
Hume	35-44	F	10723
Hume	35-44	M	9852
Hume	45-54	F	12199
Hume	45-54	M	11275
Hume	55-64	F	13837
Hume	55-64	M	13068
Hume	65-74	F	12421
Hume	65-74	M	12546
Hume	75-84	F	6958
Hume	75-84	M	6561
Hume	85+	F	3050
Hume	85+	M	1946
Latrobe - Gippsland	0-4	F	7683
Latrobe - Gippsland	0-4	M	7975
Latrobe - Gippsland	5-14	F	17087
Latrobe - Gippsland	5-14	M	18283
Latrobe - Gippsland	15-19	F	7793
Latrobe - Gippsland	15-19	M	8120
Latrobe - Gippsland	20-24	F	6672
