SA4_NAME21	MaxSchoolingCompleted	Sex	persons
Illawarra	Year 8	F	6111
Illawarra	Year 8	M	5347
Illawarra	Year 9	F	9512
Illawarra	Year 9	M	8627
Illawarra	Year 10	F	34066
Illawarra	Year 10	M	34407
Illawarra	Year 11	F	8007
Illawarra	Year 11	M	9208
Illawarra	Year 12	F	66671
Illawarra	Year 12	M	59929
Mid North Coast	Did not go to school	F	244
Mid North Coast	Did not go to school	M	270
Mid North Coast	Year 8	F	4620
Mid North Coast	Year 8	M	5250
Mid North Coast	Year 9	F	9757
Mid North Coast	Year 9	M	9770
Mid North Coast	Year 10	F	32266
Mid North Coast	Year 10	M	30465
Mid North Coast	Year 11	F	6911
Mid North Coast	Year 11	M	6929
Mid North Coast	Year 12	F	38490
Mid North Coast	Year 12	M	32351
Murray	Did not go to school	F	295
Murray	Did not go to school	M	301
Murray	Year 8	F	2432
Murray	Year 8	M	2948
Murray	Year 9	F	3907
Murray	Year 9	M	4659
Murray	Year 10	F	12149
Murray	Year 10	M	13225
Murray	Year 11	F	6155
Murray	Year 11	M	6209
Murray	Year 12	F	22405
Murray	Year 12	M	17570
New England and North West	Did not go to school	F	350
New England and North West	Did not go to school	M	396
New England and North West	Year 8	F	3356
New England and North West	Year 8	M	4553
New England and North West	Year 9	F	6096
New England and North West	Year 9	M	6720
New England and North West	Year 10	F	21094
New England and North West	Year 10	M	21895
New England and North West	Year 11	F	5346
New England and North West	Year 11	M	5093
New England and North West	Year 12	F	32724
New England and North West	Year 12	M	26140
Newcastle and Lake Macquarie	Did not go to school	F	681
Newcastle and Lake Macquarie	Did not go to school	M	631
Newcastle and Lake Macquarie	Year 8	F	5850
Newcastle and Lake Macquarie	Year 8	M	5632
Newcastle and Lake Macquarie	Year 9	F	13150
Newcastle and Lake Macquarie	Year 9	M	11931
Newcastle and Lake Macquarie	Year 10	F	44314
Newcastle and Lake Macquarie	Year 10	M	43625
Newcastle and Lake Macquarie	Year 11	F	10134
Newcastle and Lake Macquarie	Year 11	M	11505
Newcastle and Lake Macquarie	Year 12	F	83483
Newcastle and Lake Macquarie	Year 12	M	74430
Richmond - Tweed	Did not go to school	F	294
Richmond - Tweed	Did not go to school	M	294
Richmond - Tweed	Year 8	F	4099
Richmond - Tweed	Year 8	M	4440
Richmond - Tweed	Year 9	F	7486
Richmond - Tweed	Year 9	M	7618
Richmond - Tweed	Year 10	F	29412
Richmond - Tweed	Year 10	M	28147
Richmond - Tweed	Year 11	F	7813
Richmond - Tweed	Year 11	M	7904
Richmond - Tweed	Year 12	F	53217
Richmond - Tweed	Year 12	M	45029
Riverina	Did not go to school	F	529
Riverina	Did not go to school	M	465
Riverina	Year 8	F	3093
Riverina	Year 8	M	3814
Riverina	Year 9	F	5095
Riverina	Year 9	M	5537
Riverina	Year 10	F	18366
Riverina	Year 10	M	19755
Riverina	Year 11	F	4996
Riverina	Year 11	M	5136
Riverina	Year 12	F	29227
Riverina	Year 12	M	23889
Southern Highlands and Shoalhaven	Did not go to school	F	193
Southern Highlands and Shoalhaven	Did not go to school	M	236
Southern Highlands and Shoalhaven	Year 8	F	2630
Southern Highlands and Shoalhaven	Year 8	M	2849
Southern Highlands and Shoalhaven	Year 9	F	5556
Southern Highlands and Shoalhaven	Year 9	M	5589
Southern Highlands and Shoalhaven	Year 10	F	19847
Southern Highlands and Shoalhaven	Year 10	M	19500
Southern Highlands and Shoalhaven	Year 11	F	4600
Southern Highlands and Shoalhaven	Year 11	M	4671
Southern Highlands and Shoalhaven	Year 12	F	31800
Southern Highlands and Shoalhaven	Year 12	M	27418
Sydney - Baulkham Hills and Hawkesbury	Did not go to school	F	614
Sydney - Baulkham Hills and Hawkesbury	Did not go to school	M	442
Sydney - Baulkham Hills and Hawkesbury	Year 8	F	2281
Sydney - Baulkham Hills and Hawkesbury	Year 8	M	2172
Sydney - Baulkham Hills and Hawkesbury	Year 9	F	4419
Sydney - Baulkham Hills and Hawkesbury	Year 9	M	4602
Sydney - Baulkham Hills and Hawkesbury	Year 10	F	18001
Sydney - Baulkham Hills and Hawkesbury	Year 10	M	18148
Sydney - Baulkham Hills and Hawkesbury	Year 11	F	5073
Sydney - Baulkham Hills and Hawkesbury	Year 11	M	5516
Sydney - Baulkham Hills and Hawkesbury	Year 12	F	73437
Sydney - Baulkham Hills and Hawkesbury	Year 12	M	68482
Sydney - Blacktown	Did not go to school	F	2329
Sydney - Blacktown	Did not go to school	M	1632
Sydney - Blacktown	Year 8	F	6244
Sydney - Blacktown	Year 8	M	5235
Sydney - Blacktown	Year 9	F	7376
Sydney - Blacktown	Year 9	M	7346
Sydney - Blacktown	Year 10	F	25079
Sydney - Blacktown	Year 10	M	26188
Sydney - Blacktown	Year 11	F	7769
Sydney - Blacktown	Year 11	M	8368
Sydney - Blacktown	Year 12	F	97794
Sydney - Blacktown	Year 12	M	93578
Sydney - City and Inner South	Did not go to school	F	1742
Sydney - City and Inner South	Did not go to school	M	1341
Sydney - City and Inner South	Year 8	F	3413
Sydney - City and Inner South	Year 8	M	2823
Sydney - City and Inner South	Year 9	F	2738
Sydney - City and Inner South	Year 9	M	2818
Sydney - City and Inner South	Year 10	F	9689
Sydney - City and Inner South	Year 10	M	11400
Sydney - City and Inner South	Year 11	F	4647
Sydney - City and Inner South	Year 11	M	5920
Sydney - City and Inner South	Year 12	F	112922
Sydney - City and Inner South	Year 12	M	117726
Sydney - Eastern Suburbs	Did not go to school	F	569
Sydney - Eastern Suburbs	Did not go to school	M	448
Sydney - Eastern Suburbs	Year 8	F	2181
Sydney - Eastern Suburbs	Year 8	M	1742
Sydney - Eastern Suburbs	Year 9	F	2702
Sydney - Eastern Suburbs	Year 9	M	2585
Sydney - Eastern Suburbs	Year 10	F	9546
Sydney - Eastern Suburbs	Year 10	M	8904
Sydney - Eastern Suburbs	Year 11	F	4001
Sydney - Eastern Suburbs	Year 11	M	4224
Sydney - Eastern Suburbs	Year 12	F	89322
Sydney - Eastern Suburbs	Year 12	M	80136
Sydney - Inner South West	Did not go to school	F	6905
Sydney - Inner South West	Did not go to school	M	5152
Sydney - Inner South West	Year 8	F	13941
Sydney - Inner South West	Year 8	M	11458
Sydney - Inner South West	Year 9	F	10034
Sydney - Inner South West	Year 9	M	9730
Sydney - Inner South West	Year 10	F	34111
Sydney - Inner South West	Year 10	M	34816
Sydney - Inner South West	Year 11	F	10586
Sydney - Inner South West	Year 11	M	11742
Sydney - Inner South West	Year 12	F	157824
Sydney - Inner South West	Year 12	M	154935
Sydney - Inner West	Did not go to school	F	1932
Sydney - Inner West	Did not go to school	M	1374
Sydney - Inner West	Year 8	F	4799
Sydney - Inner West	Year 8	M	3700
Sydney - Inner West	Year 9	F	3508
Sydney - Inner West	Year 9	M	3377
Sydney - Inner West	Year 10	F	13091
Sydney - Inner West	Year 10	M	11878
Sydney - Inner West	Year 11	F	4441
Sydney - Inner West	Year 11	M	5017
Sydney - Inner West	Year 12	F	98810
Sydney - Inner West	Year 12	M	92998
Sydney - North Sydney and Hornsby	Did not go to school	F	1028
Sydney - North Sydney and Hornsby	Did not go to school	M	676
Sydney - North Sydney and Hornsby	Year 8	F	2548
Sydney - North Sydney and Hornsby	Year 8	M	2140
Sydney - North Sydney and Hornsby	Year 9	F	4709
Sydney - North Sydney and Hornsby	Year 9	M	4186
Sydney - North Sydney and Hornsby	Year 10	F	16305
Sydney - North Sydney and Hornsby	Year 10	M	12859
Sydney - North Sydney and Hornsby	Year 11	F	7114
Sydney - North Sydney and Hornsby	Year 11	M	6570
Sydney - North Sydney and Hornsby	Year 12	F	144043
Sydney - North Sydney and Hornsby	Year 12	M	132565
Sydney - Northern Beaches	Did not go to school	F	510
Sydney - Northern Beaches	Did not go to school	M	421
Sydney - Northern Beaches	Year 8	F	2040
Sydney - Northern Beaches	Year 8	M	1888
Sydney - Northern Beaches	Year 9	F	3987
Sydney - Northern Beaches	Year 9	M	3768
Sydney - Northern Beaches	Year 10	F	16797
Sydney - Northern Beaches	Year 10	M	15102
Sydney - Northern Beaches	Year 11	F	5488
Sydney - Northern Beaches	Year 11	M	5774
Sydney - Northern Beaches	Year 12	F	77322
Sydney - Northern Beaches	Year 12	M	72668
Sydney - Outer South West	Did not go to school	F	1086
Sydney - Outer South West	Did not go to school	M	815
Sydney - Outer South West	Year 8	F	4214
Sydney - Outer South West	Year 8	M	3993
Sydney - Outer South West	Year 9	F	7706
Sydney - Outer South West	Year 9	M	7675
Sydney - Outer South West	Year 10	F	28153
Sydney - Outer South West	Year 10	M	29876
Sydney - Outer South West	Year 11	F	7521
Sydney - Outer South West	Year 11	M	8206
Sydney - Outer South West	Year 12	F	62980
Sydney - Outer South West	Year 12	M	55242
Sydney - Outer West and Blue Mountains	Did not go to school	F	835
Sydney - Outer West and Blue Mountains	Did not go to school	M	710
Sydney - Outer West and Blue Mountains	Year 8	F	4577
Sydney - Outer West and Blue Mountains	Year 8	M	4501
Sydney - Outer West and Blue Mountains	Year 9	F	8437
Sydney - Outer West and Blue Mountains	Year 9	M	8683
Sydney - Outer West and Blue Mountains	Year 10	F	33713
Sydney - Outer West and Blue Mountains	Year 10	M	35611
Sydney - Outer West and Blue Mountains	Year 11	F	8673
Sydney - Outer West and Blue Mountains	Year 11	M	9376
Sydney - Outer West and Blue Mountains	Year 12	F	71812
Sydney - Outer West and Blue Mountains	Year 12	M	61819
Sydney - Parramatta	Did not go to school	F	5677
Sydney - Parramatta	Did not go to school	M	4991
Sydney - Parramatta	Year 8	F	8730
Sydney - Parramatta	Year 8	M	8149
Sydney - Parramatta	Year 9	F	7413
Sydney - Parramatta	Year 9	M	7503
Sydney - Parramatta	Year 10	F	23431
Sydney - Parramatta	Year 10	M	24680
Sydney - Parramatta	Year 11	F	7606
Sydney - Parramatta	Year 11	M	8810
Sydney - Parramatta	Year 12	F	129021
Sydney - Parramatta	Year 12	M	132055
Sydney - Ryde	Did not go to school	F	941
Sydney - Ryde	Did not go to school	M	643
Sydney - Ryde	Year 8	F	2098
Sydney - Ryde	Year 8	M	1609
Sydney - Ryde	Year 9	F	2474
Sydney - Ryde	Year 9	M	2200
Sydney - Ryde	Year 10	F	8514
Sydney - Ryde	Year 10	M	7248
Sydney - Ryde	Year 11	F	2959
Sydney - Ryde	Year 11	M	3026
Sydney - Ryde	Year 12	F	65814
Sydney - Ryde	Year 12	M	62421
Sydney - South West	Did not go to school	F	11174
Sydney - South West	Did not go to school	M	7707
Sydney - South West	Year 8	F	14333
Sydney - South West	Year 8	M	11761
Sydney - South West	Year 9	F	10167
Sydney - South West	Year 9	M	9910
Sydney - South West	Year 10	F	28552
Sydney - South West	Year 10	M	31180
Sydney - South West	Year 11	F	9736
Sydney - South West	Year 11	M	11189
Sydney - South West	Year 12	F	105120
Sydney - South West	Year 12	M	99610
Sydney - Sutherland	Did not go to school	F	377
Sydney - Sutherland	Did not go to school	M	341
Sydney - Sutherland	Year 8	F	2230
Sydney - Sutherland	Year 8	M	1944
Sydney - Sutherland	Year 9	F	5014
Sydney - Sutherland	Year 9	M	4273
Sydney - Sutherland	Year 10	F	21035
Sydney - Sutherland	Year 10	M	20651
Sydney - Sutherland	Year 11	F	4815
Sydney - Sutherland	Year 11	M	5835
Sydney - Sutherland	Year 12	F	59483
Sydney - Sutherland	Year 12	M	53821
No usual address (NSW)	Did not go to school	F	28
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	103
No usual address (NSW)	Year 8	M	225
No usual address (NSW)	Year 9	F	226
No usual address (NSW)	Year 9	M	351
No usual address (NSW)	Year 10	F	798
No usual address (NSW)	Year 10	M	1083
No usual address (NSW)	Year 11	F	234
No usual address (NSW)	Year 11	M	293
No usual address (NSW)	Year 12	F	1674
No usual address (NSW)	Year 12	M	1648
Ballarat	Did not go to school	F	227
Ballarat	Did not go to school	M	275
Ballarat	Year 8	F	3543
Ballarat	Year 8	M	3663
Ballarat	Year 9	F	5279
Ballarat	Year 9	M	6032
Ballarat	Year 10	F	11624
Ballarat	Year 10	M	13565
Ballarat	Year 11	F	10618
Ballarat	Year 11	M	10316
Ballarat	Year 12	F	37348
Ballarat	Year 12	M	30246
Bendigo	Did not go to school	F	397
Bendigo	Did not go to school	M	411
Bendigo	Year 8	F	3507
Bendigo	Year 8	M	3509
Bendigo	Year 9	F	4864
Bendigo	Year 9	M	5501
Bendigo	Year 10	F	11300
Bendigo	Year 10	M	13144
Bendigo	Year 11	F	9885
Bendigo	Year 11	M	9754
Bendigo	Year 12	F	36139
Bendigo	Year 12	M	28997
Geelong	Did not go to school	F	857
Geelong	Did not go to school	M	813
Geelong	Year 8	F	6041
Geelong	Year 8	M	5424
Geelong	Year 9	F	8219
Geelong	Year 9	M	8371
Geelong	Year 10	F	18668
Geelong	Year 10	M	20969
Geelong	Year 11	F	18661
Geelong	Year 11	M	19637
Geelong	Year 12	F	78542
Geelong	Year 12	M	66542
Hume	Did not go to school	F	315
Hume	Did not go to school	M	345
Hume	Year 8	F	3716
Hume	Year 8	M	4045
Hume	Year 9	F	5405
Hume	Year 9	M	6537
Hume	Year 10	F	14019
Hume	Year 10	M	16603
Hume	Year 11	F	11873
Hume	Year 11	M	12342
Hume	Year 12	F	36722
Hume	Year 12	M	29015
Latrobe - Gippsland	Did not go to school	F	546
Latrobe - Gippsland	Did not go to school	M	547
Latrobe - Gippsland	Year 8	F	6842
Latrobe - Gippsland	Year 8	M	7011
Latrobe - Gippsland	Year 9	F	10022
Latrobe - Gippsland	Year 9	M	11405
Latrobe - Gippsland	Year 10	F	23156
Latrobe - Gippsland	Year 10	M	27588
Latrobe - Gippsland	Year 11	F	20337
Latrobe - Gippsland	Year 11	M	20913
Latrobe - Gippsland	Year 12	F	56647
Latrobe - Gippsland	Year 12	M	43646
Melbourne - Inner	Did not go to school	F	3229
Melbourne - Inner	Did not go to school	M	1958
Melbourne - Inner	Year 8	F	8469
Melbourne - Inner	Year 8	M	6020
Melbourne - Inner	Year 9	F	5316
Melbourne - Inner	Year 9	M	5399
Melbourne - Inner	Year 10	F	12675
Melbourne - Inner	Year 10	M	14221
Melbourne - Inner	Year 11	F	15055
Melbourne - Inner	Year 11	M	16206
Melbourne - Inner	Year 12	F	222342
Melbourne - Inner	Year 12	M	205272
Melbourne - Inner East	Did not go to school	F	1736
Melbourne - Inner East	Did not go to school	M	1291
Melbourne - Inner East	Year 8	F	6527
Melbourne - Inner East	Year 8	M	4613
Melbourne - Inner East	Year 9	F	5508
Melbourne - Inner East	Year 9	M	5007
Melbourne - Inner East	Year 10	F	10912
Melbourne - Inner East	Year 10	M	9843
Melbourne - Inner East	Year 11	F	11986
Melbourne - Inner East	Year 11	M	10841
Melbourne - Inner East	Year 12	F	121385
Melbourne - Inner East	Year 12	M	111959
Melbourne - Inner South	Did not go to school	F	1176
Melbourne - Inner South	Did not go to school	M	884
Melbourne - Inner South	Year 8	F	5978
Melbourne - Inner South	Year 8	M	4477
Melbourne - Inner South	Year 9	F	6014
Melbourne - Inner South	Year 9	M	5850
Melbourne - Inner South	Year 10	F	14409
Melbourne - Inner South	Year 10	M	14045
Melbourne - Inner South	Year 11	F	15821
Melbourne - Inner South	Year 11	M	15204
Melbourne - Inner South	Year 12	F	132233
Melbourne - Inner South	Year 12	M	118684
Melbourne - North East	Did not go to school	F	3690
Melbourne - North East	Did not go to school	M	2791
Melbourne - North East	Year 8	F	13402
Melbourne - North East	Year 8	M	10273
Melbourne - North East	Year 9	F	10423
Melbourne - North East	Year 9	M	11195
Melbourne - North East	Year 10	F	22200
Melbourne - North East	Year 10	M	25654
Melbourne - North East	Year 11	F	21407
Melbourne - North East	Year 11	M	23451
Melbourne - North East	Year 12	F	141912
Melbourne - North East	Year 12	M	129483
Melbourne - North West	Did not go to school	F	4521
Melbourne - North West	Did not go to school	M	3118
Melbourne - North West	Year 8	F	12115
Melbourne - North West	Year 8	M	9713
Melbourne - North West	Year 9	F	8746
Melbourne - North West	Year 9	M	9719
Melbourne - North West	Year 10	F	17833
Melbourne - North West	Year 10	M	21184
Melbourne - North West	Year 11	F	16485
Melbourne - North West	Year 11	M	17871
Melbourne - North West	Year 12	F	101154
Melbourne - North West	Year 12	M	93821
Melbourne - Outer East	Did not go to school	F	1894
Melbourne - Outer East	Did not go to school	M	1482
Melbourne - Outer East	Year 8	F	8590
Melbourne - Outer East	Year 8	M	7286
Melbourne - Outer East	Year 9	F	11180
Melbourne - Outer East	Year 9	M	12312
Melbourne - Outer East	Year 10	F	26916
Melbourne - Outer East	Year 10	M	30237
Melbourne - Outer East	Year 11	F	26477
Melbourne - Outer East	Year 11	M	28045
Melbourne - Outer East	Year 12	F	135774
Melbourne - Outer East	Year 12	M	117998
Melbourne - South East	Did not go to school	F	9399
Melbourne - South East	Did not go to school	M	7767
Melbourne - South East	Year 8	F	19472
Melbourne - South East	Year 8	M	15935
Melbourne - South East	Year 9	F	16981
Melbourne - South East	Year 9	M	18215
Melbourne - South East	Year 10	F	37731
Melbourne - South East	Year 10	M	42907
Melbourne - South East	Year 11	F	31076
Melbourne - South East	Year 11	M	34144
Melbourne - South East	Year 12	F	213696
Melbourne - South East	Year 12	M	203187
Melbourne - West	Did not go to school	F	7869
Melbourne - West	Did not go to school	M	5826
Melbourne - West	Year 8	F	19487
Melbourne - West	Year 8	M	15281
Melbourne - West	Year 9	F	15693
Melbourne - West	Year 9	M	16467
Melbourne - West	Year 10	F	34351
Melbourne - West	Year 10	M	41392
Melbourne - West	Year 11	F	28572
Melbourne - West	Year 11	M	31601
Melbourne - West	Year 12	F	210006
Melbourne - West	Year 12	M	199576
Mornington Peninsula	Did not go to school	F	541
Mornington Peninsula	Did not go to school	M	506
Mornington Peninsula	Year 8	F	5364
Mornington Peninsula	Year 8	M	4703
Mornington Peninsula	Year 9	F	8157
Mornington Peninsula	Year 9	M	8663
Mornington Peninsula	Year 10	F	19800
Mornington Peninsula	Year 10	M	21949
Mornington Peninsula	Year 11	F	17844
Mornington Peninsula	Year 11	M	18557
Mornington Peninsula	Year 12	F	72179
Mornington Peninsula	Year 12	M	60057
North West	Did not go to school	F	626
North West	Did not go to school	M	722
North West	Year 8	F	4255
North West	Year 8	M	4723
North West	Year 9	F	5245
North West	Year 9	M	6178
North West	Year 10	F	11350
North West	Year 10	M	13747
North West	Year 11	F	10435
North West	Year 11	M	10773
North West	Year 12	F	26806
North West	Year 12	M	21336
Shepparton	Did not go to school	F	556
Shepparton	Did not go to school	M	609
Shepparton	Year 8	F	3578
Shepparton	Year 8	M	4067
Shepparton	Year 9	F	4666
Shepparton	Year 9	M	5747
Shepparton	Year 10	F	10292
Shepparton	Year 10	M	12190
Shepparton	Year 11	F	8881
Shepparton	Year 11	M	9188
Shepparton	Year 12	F	24202
Shepparton	Year 12	M	18548
Warrnambool and South West	Did not go to school	F	201
Warrnambool and South West	Did not go to school	M	253
Warrnambool and South West	Year 8	F	2990
Warrnambool and South West	Year 8	M	3330
Warrnambool and South West	Year 9	F	4030
Warrnambool and South West	Year 9	M	5123
Warrnambool and South West	Year 10	F	8819
Warrnambool and South West	Year 10	M	10779
Warrnambool and South West	Year 11	F	9146
Warrnambool and South West	Year 11	M	9380
Warrnambool and South West	Year 12	F	25082
Warrnambool and South West	Year 12	M	18926
Migratory - Offshore - Shipping (Vic.)	Year 12	M	9
No usual address (Vic.)	Did not go to school	F	18
No usual address (Vic.)	Did not go to school	M	37
No usual address (Vic.)	Year 8	F	91
No usual address (Vic.)	Year 8	M	152
No usual address (Vic.)	Year 9	F	157
No usual address (Vic.)	Year 9	M	235
No usual address (Vic.)	Year 10	F	389
No usual address (Vic.)	Year 10	M	529
No usual address (Vic.)	Year 11	F	285
No usual address (Vic.)	Year 11	M	366
No usual address (Vic.)	Year 12	F	1231
No usual address (Vic.)	Year 12	M	1215
Brisbane - East	Did not go to school	F	301
Brisbane - East	Did not go to school	M	269
Brisbane - East	Year 8	F	3641
Brisbane - East	Year 8	M	3283
Brisbane - East	Year 9	F	4480
Brisbane - East	Year 9	M	4593
Brisbane - East	Year 10	F	22999
Brisbane - East	Year 10	M	21440
Brisbane - East	Year 11	F	7125
Brisbane - East	Year 11	M	7822
Brisbane - East	Year 12	F	58011
Brisbane - East	Year 12	M	52449
Brisbane - North	Did not go to school	F	527
Brisbane - North	Did not go to school	M	434
Brisbane - North	Year 8	F	3801
Brisbane - North	Year 8	M	2691
Brisbane - North	Year 9	F	2975
Brisbane - North	Year 9	M	3047
Brisbane - North	Year 10	F	16311
Brisbane - North	Year 10	M	14015
Brisbane - North	Year 11	F	5221
Brisbane - North	Year 11	M	5775
Brisbane - North	Year 12	F	62696
Brisbane - North	Year 12	M	58345
Brisbane - South	Did not go to school	F	1621
Brisbane - South	Did not go to school	M	1255
Brisbane - South	Year 8	F	5338
Brisbane - South	Year 8	M	3839
Brisbane - South	Year 9	F	4376
Brisbane - South	Year 9	M	4433
Brisbane - South	Year 10	F	19073
Brisbane - South	Year 10	M	16769
Brisbane - South	Year 11	F	6850
Brisbane - South	Year 11	M	7625
Brisbane - South	Year 12	F	111303
Brisbane - South	Year 12	M	106546
Brisbane - West	Did not go to school	F	262
Brisbane - West	Did not go to school	M	247
Brisbane - West	Year 8	F	1544
Brisbane - West	Year 8	M	1091
Brisbane - West	Year 9	F	1968
Brisbane - West	Year 9	M	1972
Brisbane - West	Year 10	F	9416
Brisbane - West	Year 10	M	7661
Brisbane - West	Year 11	F	3857
Brisbane - West	Year 11	M	3915
Brisbane - West	Year 12	F	59302
Brisbane - West	Year 12	M	56164
Brisbane Inner City	Did not go to school	F	458
Brisbane Inner City	Did not go to school	M	402
Brisbane Inner City	Year 8	F	1834
Brisbane Inner City	Year 8	M	1589
Brisbane Inner City	Year 9	F	2291
Brisbane Inner City	Year 9	M	2567
Brisbane Inner City	Year 10	F	10654
Brisbane Inner City	Year 10	M	9997
Brisbane Inner City	Year 11	F	5368
Brisbane Inner City	Year 11	M	5887
Brisbane Inner City	Year 12	F	100933
Brisbane Inner City	Year 12	M	97064
Cairns	Did not go to school	F	775
Cairns	Did not go to school	M	680
Cairns	Year 8	F	4096
Cairns	Year 8	M	4380
Cairns	Year 9	F	4897
Cairns	Year 9	M	5607
Cairns	Year 10	F	22271
Cairns	Year 10	M	23727
Cairns	Year 11	F	8655
Cairns	Year 11	M	9328
Cairns	Year 12	F	54012
Cairns	Year 12	M	46665
Darling Downs - Maranoa	Did not go to school	F	209
Darling Downs - Maranoa	Did not go to school	M	265
Darling Downs - Maranoa	Year 8	F	3034
Darling Downs - Maranoa	Year 8	M	3948
Darling Downs - Maranoa	Year 9	F	3059
Darling Downs - Maranoa	Year 9	M	3932
Darling Downs - Maranoa	Year 10	F	14117
Darling Downs - Maranoa	Year 10	M	15604
Darling Downs - Maranoa	Year 11	F	3749
Darling Downs - Maranoa	Year 11	M	3680
Darling Downs - Maranoa	Year 12	F	22682
Darling Downs - Maranoa	Year 12	M	18423
Central Queensland	Did not go to school	F	284
Central Queensland	Did not go to school	M	396
Central Queensland	Year 8	F	4313
Central Queensland	Year 8	M	4972
Central Queensland	Year 9	F	4789
Central Queensland	Year 9	M	5894
Central Queensland	Year 10	F	22920
Central Queensland	Year 10	M	25307
Central Queensland	Year 11	F	7258
Central Queensland	Year 11	M	7828
Central Queensland	Year 12	F	42748
Central Queensland	Year 12	M	36692
Gold Coast	Did not go to school	F	1010
Gold Coast	Did not go to school	M	884
Gold Coast	Year 8	F	6970
Gold Coast	Year 8	M	6483
Gold Coast	Year 9	F	11859
Gold Coast	Year 9	M	12257
Gold Coast	Year 10	F	54664
Gold Coast	Year 10	M	51624
Gold Coast	Year 11	F	21286
Gold Coast	Year 11	M	21756
Gold Coast	Year 12	F	160203
Gold Coast	Year 12	M	142017
Ipswich	Did not go to school	F	1743
Ipswich	Did not go to school	M	1347
Ipswich	Year 8	F	7045
Ipswich	Year 8	M	6693
Ipswich	Year 9	F	7376
Ipswich	Year 9	M	8038
Ipswich	Year 10	F	31120
Ipswich	Year 10	M	33426
Ipswich	Year 11	F	10766
Ipswich	Year 11	M	11170
Ipswich	Year 12	F	78328
Ipswich	Year 12	M	70523
Logan - Beaudesert	Did not go to school	F	2023
Logan - Beaudesert	Did not go to school	M	1753
Logan - Beaudesert	Year 8	F	6088
Logan - Beaudesert	Year 8	M	5927
Logan - Beaudesert	Year 9	F	7477
Logan - Beaudesert	Year 9	M	8457
Logan - Beaudesert	Year 10	F	31705
Logan - Beaudesert	Year 10	M	31730
Logan - Beaudesert	Year 11	F	11215
Logan - Beaudesert	Year 11	M	11895
Logan - Beaudesert	Year 12	F	73987
Logan - Beaudesert	Year 12	M	66527
Mackay - Isaac - Whitsunday	Did not go to school	F	211
Mackay - Isaac - Whitsunday	Did not go to school	M	252
Mackay - Isaac - Whitsunday	Year 8	F	2861
Mackay - Isaac - Whitsunday	Year 8	M	3460
Mackay - Isaac - Whitsunday	Year 9	F	3591
