SA4_NAME21	Age	UsualResidence	persons
Capital Region	55-64	Visitor from QLD	131
Capital Region	55-64	Visitor from SA	34
Capital Region	55-64	Visitor from TAS	30
Capital Region	55-64	Visitor from VIC	157
Capital Region	55-64	Visitor from WA	17
Capital Region	55-64	Visitor same SA2	86
Capital Region	65-74	Home	29164
Capital Region	65-74	Visitor from ACT	347
Capital Region	65-74	Visitor from NSW	1434
Capital Region	65-74	Visitor from QLD	79
Capital Region	65-74	Visitor from SA	18
Capital Region	65-74	Visitor from TAS	19
Capital Region	65-74	Visitor from VIC	158
Capital Region	65-74	Visitor from WA	20
Capital Region	65-74	Visitor same SA2	108
Capital Region	75-84	Home	15358
Capital Region	75-84	Visitor from ACT	126
Capital Region	75-84	Visitor from NSW	502
Capital Region	75-84	Visitor from QLD	21
Capital Region	75-84	Visitor from SA	7
Capital Region	75-84	Visitor from TAS	3
Capital Region	75-84	Visitor from VIC	68
Capital Region	75-84	Visitor from WA	4
Capital Region	75-84	Visitor same SA2	75
Capital Region	85+	Home	5464
Capital Region	85+	Visitor from ACT	22
Capital Region	85+	Visitor from NSW	207
Capital Region	85+	Visitor from QLD	3
Capital Region	85+	Visitor from VIC	24
Capital Region	85+	Visitor same SA2	37
Central Coast	0-14	Home	61113
Central Coast	0-14	Visitor from ACT	3
Central Coast	0-14	Visitor from NSW	1270
Central Coast	0-14	Visitor from QLD	21
Central Coast	0-14	Visitor from VIC	4
Central Coast	0-14	Visitor same SA2	44
Central Coast	15-24	Home	37360
Central Coast	15-24	Visitor from ACT	12
Central Coast	15-24	Visitor from NSW	1346
Central Coast	15-24	Visitor from QLD	40
Central Coast	15-24	Visitor from TAS	3
Central Coast	15-24	Visitor from VIC	10
Central Coast	15-24	Visitor from WA	9
Central Coast	15-24	Visitor same SA2	46
Central Coast	25-34	Home	36888
Central Coast	25-34	Visitor from ACT	5
Central Coast	25-34	Visitor from NSW	1113
Central Coast	25-34	Visitor from NT	3
Central Coast	25-34	Visitor from QLD	34
Central Coast	25-34	Visitor from VIC	8
Central Coast	25-34	Visitor from WA	9
Central Coast	25-34	Visitor same SA2	26
Central Coast	35-44	Home	40333
Central Coast	35-44	Visitor from ACT	5
Central Coast	35-44	Visitor from NSW	899
Central Coast	35-44	Visitor from NT	4
Central Coast	35-44	Visitor from QLD	18
Central Coast	35-44	Visitor from SA	3
Central Coast	35-44	Visitor from TAS	3
Central Coast	35-44	Visitor from VIC	13
Central Coast	35-44	Visitor same SA2	38
Central Coast	45-54	Home	42984
Central Coast	45-54	Visitor from ACT	3
Central Coast	45-54	Visitor from NSW	1021
Central Coast	45-54	Visitor from QLD	31
Central Coast	45-54	Visitor from TAS	4
Central Coast	45-54	Visitor from VIC	8
Central Coast	45-54	Visitor from WA	6
Central Coast	45-54	Visitor same SA2	42
Central Coast	55-64	Home	43420
Central Coast	55-64	Visitor from ACT	9
Central Coast	55-64	Visitor from NSW	1028
Central Coast	55-64	Visitor from QLD	42
Central Coast	55-64	Visitor from SA	5
Central Coast	55-64	Visitor from TAS	10
Central Coast	55-64	Visitor from VIC	20
Central Coast	55-64	Visitor from WA	5
Central Coast	55-64	Visitor same SA2	68
Central Coast	65-74	Home	39204
Central Coast	65-74	Visitor from ACT	4
Central Coast	65-74	Visitor from NSW	927
Central Coast	65-74	Visitor from QLD	48
Central Coast	65-74	Visitor from SA	8
Central Coast	65-74	Visitor from TAS	8
Central Coast	65-74	Visitor from VIC	18
Central Coast	65-74	Visitor same SA2	106
Central Coast	75-84	Home	24914
Central Coast	75-84	Visitor from NSW	531
Central Coast	75-84	Visitor from QLD	13
Central Coast	75-84	Visitor from TAS	4
Central Coast	75-84	Visitor from VIC	11
Central Coast	75-84	Visitor from WA	7
Central Coast	75-84	Visitor same SA2	78
Central Coast	85+	Home	10092
Central Coast	85+	Visitor from NSW	345
Central Coast	85+	Visitor from QLD	3
Central Coast	85+	Visitor same SA2	52
Central West	0-14	Home	40464
Central West	0-14	Visitor from ACT	10
Central West	0-14	Visitor from NSW	995
Central West	0-14	Visitor from QLD	17
Central West	0-14	Visitor from SA	5
Central West	0-14	Visitor from VIC	18
Central West	0-14	Visitor from WA	4
Central West	0-14	Visitor same SA2	51
Central West	15-24	Home	22438
Central West	15-24	Visitor from ACT	35
Central West	15-24	Visitor from NSW	1841
Central West	15-24	Visitor from QLD	38
Central West	15-24	Visitor from SA	10
Central West	15-24	Visitor from TAS	3
Central West	15-24	Visitor from VIC	36
Central West	15-24	Visitor from WA	8
Central West	15-24	Visitor same SA2	75
Central West	25-34	Home	23685
Central West	25-34	Visitor from ACT	24
Central West	25-34	Visitor from NSW	1350
Central West	25-34	Visitor from NT	3
Central West	25-34	Visitor from QLD	65
Central West	25-34	Visitor from SA	14
Central West	25-34	Visitor from TAS	3
Central West	25-34	Visitor from VIC	43
Central West	25-34	Visitor from WA	12
Central West	25-34	Visitor same SA2	54
Central West	35-44	Home	23204
Central West	35-44	Visitor from ACT	25
Central West	35-44	Visitor from NSW	1008
Central West	35-44	Visitor from QLD	73
Central West	35-44	Visitor from SA	9
Central West	35-44	Visitor from TAS	5
Central West	35-44	Visitor from VIC	32
Central West	35-44	Visitor same SA2	50
Central West	45-54	Home	25158
Central West	45-54	Visitor from ACT	5
Central West	45-54	Visitor from NSW	1092
Central West	45-54	Visitor from NT	5
Central West	45-54	Visitor from QLD	96
Central West	45-54	Visitor from SA	12
Central West	45-54	Visitor from TAS	6
Central West	45-54	Visitor from VIC	38
Central West	45-54	Visitor from WA	6
Central West	45-54	Visitor same SA2	57
Central West	55-64	Home	26518
Central West	55-64	Visitor from ACT	33
Central West	55-64	Visitor from NSW	1164
Central West	55-64	Visitor from QLD	78
Central West	55-64	Visitor from SA	10
Central West	55-64	Visitor from TAS	6
Central West	55-64	Visitor from VIC	30
Central West	55-64	Visitor from WA	8
Central West	55-64	Visitor same SA2	93
Central West	65-74	Home	23286
Central West	65-74	Visitor from ACT	25
Central West	65-74	Visitor from NSW	894
Central West	65-74	Visitor from NT	5
Central West	65-74	Visitor from QLD	26
Central West	65-74	Visitor from SA	6
Central West	65-74	Visitor from TAS	5
Central West	65-74	Visitor from VIC	53
Central West	65-74	Visitor from WA	6
Central West	65-74	Visitor same SA2	80
Central West	75-84	Home	13761
Central West	75-84	Visitor from ACT	9
Central West	75-84	Visitor from NSW	451
Central West	75-84	Visitor from QLD	7
Central West	75-84	Visitor from VIC	8
Central West	75-84	Visitor same SA2	91
Central West	85+	Home	5235
Central West	85+	Visitor from NSW	180
Central West	85+	Visitor same SA2	43
Coffs Harbour - Grafton	0-14	Home	24329
Coffs Harbour - Grafton	0-14	Visitor from ACT	3
Coffs Harbour - Grafton	0-14	Visitor from NSW	574
Coffs Harbour - Grafton	0-14	Visitor from QLD	23
Coffs Harbour - Grafton	0-14	Visitor from VIC	8
Coffs Harbour - Grafton	0-14	Visitor same SA2	32
Coffs Harbour - Grafton	15-24	Home	13521
Coffs Harbour - Grafton	15-24	Visitor from ACT	4
Coffs Harbour - Grafton	15-24	Visitor from NSW	866
Coffs Harbour - Grafton	15-24	Visitor from QLD	56
Coffs Harbour - Grafton	15-24	Visitor from SA	6
Coffs Harbour - Grafton	15-24	Visitor from TAS	4
Coffs Harbour - Grafton	15-24	Visitor from VIC	21
Coffs Harbour - Grafton	15-24	Visitor same SA2	43
Coffs Harbour - Grafton	25-34	Home	14283
Coffs Harbour - Grafton	25-34	Visitor from ACT	12
Coffs Harbour - Grafton	25-34	Visitor from NSW	774
Coffs Harbour - Grafton	25-34	Visitor from QLD	72
Coffs Harbour - Grafton	25-34	Visitor from TAS	13
Coffs Harbour - Grafton	25-34	Visitor from VIC	34
Coffs Harbour - Grafton	25-34	Visitor from WA	5
Coffs Harbour - Grafton	25-34	Visitor same SA2	29
Coffs Harbour - Grafton	35-44	Home	15277
Coffs Harbour - Grafton	35-44	Visitor from ACT	4
Coffs Harbour - Grafton	35-44	Visitor from NSW	676
Coffs Harbour - Grafton	35-44	Visitor from QLD	42
Coffs Harbour - Grafton	35-44	Visitor from SA	4
Coffs Harbour - Grafton	35-44	Visitor from TAS	3
Coffs Harbour - Grafton	35-44	Visitor from VIC	26
Coffs Harbour - Grafton	35-44	Visitor same SA2	38
Coffs Harbour - Grafton	45-54	Home	17370
Coffs Harbour - Grafton	45-54	Visitor from ACT	5
Coffs Harbour - Grafton	45-54	Visitor from NSW	728
Coffs Harbour - Grafton	45-54	Visitor from QLD	67
Coffs Harbour - Grafton	45-54	Visitor from SA	11
Coffs Harbour - Grafton	45-54	Visitor from TAS	6
Coffs Harbour - Grafton	45-54	Visitor from VIC	37
Coffs Harbour - Grafton	45-54	Visitor from WA	3
Coffs Harbour - Grafton	45-54	Visitor same SA2	34
Coffs Harbour - Grafton	55-64	Home	20060
Coffs Harbour - Grafton	55-64	Visitor from ACT	19
Coffs Harbour - Grafton	55-64	Visitor from NSW	1044
Coffs Harbour - Grafton	55-64	Visitor from QLD	71
Coffs Harbour - Grafton	55-64	Visitor from SA	12
Coffs Harbour - Grafton	55-64	Visitor from TAS	11
Coffs Harbour - Grafton	55-64	Visitor from VIC	89
Coffs Harbour - Grafton	55-64	Visitor from WA	12
Coffs Harbour - Grafton	55-64	Visitor same SA2	66
Coffs Harbour - Grafton	65-74	Home	19482
Coffs Harbour - Grafton	65-74	Visitor from ACT	32
Coffs Harbour - Grafton	65-74	Visitor from NSW	1163
Coffs Harbour - Grafton	65-74	Visitor from QLD	63
Coffs Harbour - Grafton	65-74	Visitor from SA	20
Coffs Harbour - Grafton	65-74	Visitor from TAS	21
Coffs Harbour - Grafton	65-74	Visitor from VIC	388
Coffs Harbour - Grafton	65-74	Visitor from WA	9
Coffs Harbour - Grafton	65-74	Visitor same SA2	62
Coffs Harbour - Grafton	75-84	Home	11033
Coffs Harbour - Grafton	75-84	Visitor from ACT	16
Coffs Harbour - Grafton	75-84	Visitor from NSW	402
Coffs Harbour - Grafton	75-84	Visitor from QLD	25
Coffs Harbour - Grafton	75-84	Visitor from SA	7
Coffs Harbour - Grafton	75-84	Visitor from TAS	4
Coffs Harbour - Grafton	75-84	Visitor from VIC	235
Coffs Harbour - Grafton	75-84	Visitor from WA	7
Coffs Harbour - Grafton	75-84	Visitor same SA2	78
Coffs Harbour - Grafton	85+	Home	4307
Coffs Harbour - Grafton	85+	Visitor from ACT	4
Coffs Harbour - Grafton	85+	Visitor from NSW	128
Coffs Harbour - Grafton	85+	Visitor from QLD	5
Coffs Harbour - Grafton	85+	Visitor from SA	4
Coffs Harbour - Grafton	85+	Visitor from VIC	12
Coffs Harbour - Grafton	85+	Visitor from WA	5
Coffs Harbour - Grafton	85+	Visitor same SA2	38
Far West and Orana	0-14	Home	22243
Far West and Orana	0-14	Visitor from NSW	624
Far West and Orana	0-14	Visitor from QLD	11
Far West and Orana	0-14	Visitor from SA	3
Far West and Orana	0-14	Visitor from VIC	9
Far West and Orana	0-14	Visitor same SA2	56
Far West and Orana	15-24	Home	11576
Far West and Orana	15-24	Visitor from ACT	7
Far West and Orana	15-24	Visitor from NSW	1023
Far West and Orana	15-24	Visitor from QLD	45
Far West and Orana	15-24	Visitor from SA	42
Far West and Orana	15-24	Visitor from TAS	4
Far West and Orana	15-24	Visitor from VIC	32
Far West and Orana	15-24	Visitor from WA	7
Far West and Orana	15-24	Visitor same SA2	59
Far West and Orana	25-34	Home	14541
Far West and Orana	25-34	Visitor from ACT	4
Far West and Orana	25-34	Visitor from NSW	870
Far West and Orana	25-34	Visitor from NT	8
Far West and Orana	25-34	Visitor from QLD	49
Far West and Orana	25-34	Visitor from SA	36
Far West and Orana	25-34	Visitor from TAS	3
Far West and Orana	25-34	Visitor from VIC	43
Far West and Orana	25-34	Visitor same SA2	47
Far West and Orana	35-44	Home	12208
Far West and Orana	35-44	Visitor from ACT	4
Far West and Orana	35-44	Visitor from NSW	688
Far West and Orana	35-44	Visitor from QLD	45
Far West and Orana	35-44	Visitor from SA	35
Far West and Orana	35-44	Visitor from TAS	3
Far West and Orana	35-44	Visitor from VIC	36
Far West and Orana	35-44	Visitor same SA2	56
Far West and Orana	45-54	Home	12718
Far West and Orana	45-54	Visitor from NSW	834
Far West and Orana	45-54	Visitor from NT	4
Far West and Orana	45-54	Visitor from QLD	52
Far West and Orana	45-54	Visitor from SA	45
Far West and Orana	45-54	Visitor from TAS	3
Far West and Orana	45-54	Visitor from VIC	45
Far West and Orana	45-54	Visitor from WA	6
Far West and Orana	45-54	Visitor same SA2	50
Far West and Orana	55-64	Home	14385
Far West and Orana	55-64	Visitor from ACT	22
Far West and Orana	55-64	Visitor from NSW	1047
Far West and Orana	55-64	Visitor from NT	3
Far West and Orana	55-64	Visitor from QLD	99
Far West and Orana	55-64	Visitor from SA	65
Far West and Orana	55-64	Visitor from TAS	12
Far West and Orana	55-64	Visitor from VIC	58
Far West and Orana	55-64	Visitor from WA	10
Far West and Orana	55-64	Visitor same SA2	61
Far West and Orana	65-74	Home	11910
Far West and Orana	65-74	Visitor from ACT	19
Far West and Orana	65-74	Visitor from NSW	924
Far West and Orana	65-74	Visitor from NT	8
Far West and Orana	65-74	Visitor from QLD	56
Far West and Orana	65-74	Visitor from SA	77
Far West and Orana	65-74	Visitor from TAS	14
Far West and Orana	65-74	Visitor from VIC	84
Far West and Orana	65-74	Visitor from WA	16
Far West and Orana	65-74	Visitor same SA2	69
Far West and Orana	75-84	Home	7126
Far West and Orana	75-84	Visitor from ACT	5
Far West and Orana	75-84	Visitor from NSW	309
Far West and Orana	75-84	Visitor from QLD	18
Far West and Orana	75-84	Visitor from SA	20
Far West and Orana	75-84	Visitor from TAS	3
Far West and Orana	75-84	Visitor from VIC	33
Far West and Orana	75-84	Visitor from WA	6
Far West and Orana	75-84	Visitor same SA2	67
Far West and Orana	85+	Home	2745
Far West and Orana	85+	Visitor from NSW	82
Far West and Orana	85+	Visitor from QLD	4
Far West and Orana	85+	Visitor from SA	4
Far West and Orana	85+	Visitor from VIC	8
Far West and Orana	85+	Visitor same SA2	22
Hunter Valley exc Newcastle	0-14	Home	55664
Hunter Valley exc Newcastle	0-14	Visitor from ACT	3
Hunter Valley exc Newcastle	0-14	Visitor from NSW	1405
Hunter Valley exc Newcastle	0-14	Visitor from NT	3
Hunter Valley exc Newcastle	0-14	Visitor from OT	5
Hunter Valley exc Newcastle	0-14	Visitor from QLD	12
Hunter Valley exc Newcastle	0-14	Visitor from SA	3
Hunter Valley exc Newcastle	0-14	Visitor same SA2	38
Hunter Valley exc Newcastle	15-24	Home	32297
Hunter Valley exc Newcastle	15-24	Visitor from ACT	11
Hunter Valley exc Newcastle	15-24	Visitor from NSW	1507
Hunter Valley exc Newcastle	15-24	Visitor from QLD	41
Hunter Valley exc Newcastle	15-24	Visitor from SA	6
Hunter Valley exc Newcastle	15-24	Visitor from TAS	4
Hunter Valley exc Newcastle	15-24	Visitor from VIC	24
Hunter Valley exc Newcastle	15-24	Visitor from WA	5
Hunter Valley exc Newcastle	15-24	Visitor same SA2	54
Hunter Valley exc Newcastle	25-34	Home	35127
Hunter Valley exc Newcastle	25-34	Visitor from ACT	8
Hunter Valley exc Newcastle	25-34	Visitor from NSW	1392
Hunter Valley exc Newcastle	25-34	Visitor from NT	3
Hunter Valley exc Newcastle	25-34	Visitor from QLD	63
Hunter Valley exc Newcastle	25-34	Visitor from SA	4
Hunter Valley exc Newcastle	25-34	Visitor from VIC	17
Hunter Valley exc Newcastle	25-34	Visitor from WA	10
Hunter Valley exc Newcastle	25-34	Visitor same SA2	33
Hunter Valley exc Newcastle	35-44	Home	34130
Hunter Valley exc Newcastle	35-44	Visitor from ACT	3
Hunter Valley exc Newcastle	35-44	Visitor from NSW	1049
Hunter Valley exc Newcastle	35-44	Visitor from NT	6
Hunter Valley exc Newcastle	35-44	Visitor from QLD	28
Hunter Valley exc Newcastle	35-44	Visitor from VIC	9
Hunter Valley exc Newcastle	35-44	Visitor from WA	3
Hunter Valley exc Newcastle	35-44	Visitor same SA2	42
Hunter Valley exc Newcastle	45-54	Home	35053
Hunter Valley exc Newcastle	45-54	Visitor from NSW	1017
Hunter Valley exc Newcastle	45-54	Visitor from NT	4
Hunter Valley exc Newcastle	45-54	Visitor from QLD	35
Hunter Valley exc Newcastle	45-54	Visitor from SA	3
Hunter Valley exc Newcastle	45-54	Visitor from TAS	6
Hunter Valley exc Newcastle	45-54	Visitor from VIC	10
Hunter Valley exc Newcastle	45-54	Visitor from WA	5
Hunter Valley exc Newcastle	45-54	Visitor same SA2	43
Hunter Valley exc Newcastle	55-64	Home	35275
Hunter Valley exc Newcastle	55-64	Visitor from ACT	5
Hunter Valley exc Newcastle	55-64	Visitor from NSW	1128
Hunter Valley exc Newcastle	55-64	Visitor from QLD	56
Hunter Valley exc Newcastle	55-64	Visitor from SA	3
Hunter Valley exc Newcastle	55-64	Visitor from TAS	9
Hunter Valley exc Newcastle	55-64	Visitor from VIC	25
Hunter Valley exc Newcastle	55-64	Visitor from WA	10
Hunter Valley exc Newcastle	55-64	Visitor same SA2	78
Hunter Valley exc Newcastle	65-74	Home	30929
Hunter Valley exc Newcastle	65-74	Visitor from ACT	3
Hunter Valley exc Newcastle	65-74	Visitor from NSW	848
Hunter Valley exc Newcastle	65-74	Visitor from QLD	34
Hunter Valley exc Newcastle	65-74	Visitor from SA	3
Hunter Valley exc Newcastle	65-74	Visitor from TAS	5
Hunter Valley exc Newcastle	65-74	Visitor from VIC	47
Hunter Valley exc Newcastle	65-74	Visitor from WA	10
Hunter Valley exc Newcastle	65-74	Visitor same SA2	115
Hunter Valley exc Newcastle	75-84	Home	17030
Hunter Valley exc Newcastle	75-84	Visitor from ACT	5
Hunter Valley exc Newcastle	75-84	Visitor from NSW	435
Hunter Valley exc Newcastle	75-84	Visitor from QLD	13
Hunter Valley exc Newcastle	75-84	Visitor from VIC	11
Hunter Valley exc Newcastle	75-84	Visitor from WA	3
Hunter Valley exc Newcastle	75-84	Visitor same SA2	68
Hunter Valley exc Newcastle	85+	Home	5672
Hunter Valley exc Newcastle	85+	Visitor from NSW	208
Hunter Valley exc Newcastle	85+	Visitor from VIC	4
Hunter Valley exc Newcastle	85+	Visitor same SA2	22
Illawarra	0-14	Home	54995
Illawarra	0-14	Visitor from NSW	965
Illawarra	0-14	Visitor from QLD	10
Illawarra	0-14	Visitor from VIC	9
Illawarra	0-14	Visitor same SA2	37
Illawarra	15-24	Home	38559
Illawarra	15-24	Visitor from ACT	35
Illawarra	15-24	Visitor from NSW	1339
Illawarra	15-24	Visitor from QLD	22
Illawarra	15-24	Visitor from TAS	4
Illawarra	15-24	Visitor from VIC	16
Illawarra	15-24	Visitor from WA	4
Illawarra	15-24	Visitor same SA2	50
Illawarra	25-34	Home	38568
Illawarra	25-34	Visitor from ACT	9
Illawarra	25-34	Visitor from NSW	1188
Illawarra	25-34	Visitor from NT	4
Illawarra	25-34	Visitor from QLD	16
Illawarra	25-34	Visitor from VIC	13
Illawarra	25-34	Visitor from WA	4
Illawarra	25-34	Visitor same SA2	41
Illawarra	35-44	Home	37595
Illawarra	35-44	Visitor from ACT	13
Illawarra	35-44	Visitor from NSW	852
Illawarra	35-44	Visitor from QLD	17
Illawarra	35-44	Visitor from VIC	12
Illawarra	35-44	Visitor from WA	3
Illawarra	35-44	Visitor same SA2	35
Illawarra	45-54	Home	38265
Illawarra	45-54	Visitor from ACT	12
Illawarra	45-54	Visitor from NSW	778
Illawarra	45-54	Visitor from NT	7
Illawarra	45-54	Visitor from QLD	26
Illawarra	45-54	Visitor from VIC	11
Illawarra	45-54	Visitor from WA	3
Illawarra	45-54	Visitor same SA2	56
Illawarra	55-64	Home	37941
Illawarra	55-64	Visitor from ACT	15
Illawarra	55-64	Visitor from NSW	785
Illawarra	55-64	Visitor from NT	3
Illawarra	55-64	Visitor from QLD	28
Illawarra	55-64	Visitor from SA	4
Illawarra	55-64	Visitor from TAS	5
Illawarra	55-64	Visitor from VIC	22
Illawarra	55-64	Visitor from WA	11
Illawarra	55-64	Visitor same SA2	62
Illawarra	65-74	Home	31124
Illawarra	65-74	Visitor from ACT	7
Illawarra	65-74	Visitor from NSW	611
Illawarra	65-74	Visitor from QLD	34
Illawarra	65-74	Visitor from SA	4
Illawarra	65-74	Visitor from TAS	5
Illawarra	65-74	Visitor from VIC	10
Illawarra	65-74	Visitor from WA	6
Illawarra	65-74	Visitor same SA2	57
Illawarra	75-84	Home	19106
Illawarra	75-84	Visitor from NSW	419
Illawarra	75-84	Visitor from QLD	13
Illawarra	75-84	Visitor from SA	4
Illawarra	75-84	Visitor from VIC	10
Illawarra	75-84	Visitor from WA	5
Illawarra	75-84	Visitor same SA2	64
Illawarra	85+	Home	7876
Illawarra	85+	Visitor from ACT	3
Illawarra	85+	Visitor from NSW	336
Illawarra	85+	Visitor same SA2	48
Mid North Coast	0-14	Home	34850
Mid North Coast	0-14	Visitor from NSW	1287
Mid North Coast	0-14	Visitor from NT	3
Mid North Coast	0-14	Visitor from QLD	18
Mid North Coast	0-14	Visitor from SA	5
Mid North Coast	0-14	Visitor from TAS	8
Mid North Coast	0-14	Visitor from VIC	14
Mid North Coast	0-14	Visitor same SA2	87
Mid North Coast	15-24	Home	20356
Mid North Coast	15-24	Visitor from ACT	9
Mid North Coast	15-24	Visitor from NSW	1429
Mid North Coast	15-24	Visitor from NT	3
Mid North Coast	15-24	Visitor from QLD	30
Mid North Coast	15-24	Visitor from TAS	3
Mid North Coast	15-24	Visitor from VIC	14
Mid North Coast	15-24	Visitor from WA	4
Mid North Coast	15-24	Visitor same SA2	64
Mid North Coast	25-34	Home	18754
Mid North Coast	25-34	Visitor from ACT	5
Mid North Coast	25-34	Visitor from NSW	1147
Mid North Coast	25-34	Visitor from QLD	54
Mid North Coast	25-34	Visitor from SA	6
Mid North Coast	25-34	Visitor from TAS	4
Mid North Coast	25-34	Visitor from VIC	28
Mid North Coast	25-34	Visitor from WA	3
Mid North Coast	25-34	Visitor same SA2	56
Mid North Coast	35-44	Home	20700
Mid North Coast	35-44	Visitor from ACT	10
Mid North Coast	35-44	Visitor from NSW	982
Mid North Coast	35-44	Visitor from NT	4
Mid North Coast	35-44	Visitor from QLD	35
Mid North Coast	35-44	Visitor from SA	4
Mid North Coast	35-44	Visitor from TAS	9
Mid North Coast	35-44	Visitor from VIC	22
Mid North Coast	35-44	Visitor from WA	4
Mid North Coast	35-44	Visitor same SA2	59
Mid North Coast	45-54	Home	25651
Mid North Coast	45-54	Visitor from ACT	14
Mid North Coast	45-54	Visitor from NSW	1184
Mid North Coast	45-54	Visitor from NT	9
Mid North Coast	45-54	Visitor from QLD	54
Mid North Coast	45-54	Visitor from SA	7
Mid North Coast	45-54	Visitor from TAS	6
Mid North Coast	45-54	Visitor from VIC	22
Mid North Coast	45-54	Visitor from WA	3
Mid North Coast	45-54	Visitor same SA2	79
Mid North Coast	55-64	Home	32976
Mid North Coast	55-64	Visitor from ACT	15
Mid North Coast	55-64	Visitor from NSW	1826
Mid North Coast	55-64	Visitor from NT	3
Mid North Coast	55-64	Visitor from QLD	68
Mid North Coast	55-64	Visitor from SA	4
Mid North Coast	55-64	Visitor from TAS	24
Mid North Coast	55-64	Visitor from VIC	96
Mid North Coast	55-64	Visitor from WA	22
Mid North Coast	55-64	Visitor same SA2	109
Mid North Coast	65-74	Home	35503
Mid North Coast	65-74	Visitor from ACT	31
Mid North Coast	65-74	Visitor from NSW	1810
Mid North Coast	65-74	Visitor from NT	4
Mid North Coast	65-74	Visitor from QLD	47
Mid North Coast	65-74	Visitor from SA	12
Mid North Coast	65-74	Visitor from TAS	28
Mid North Coast	65-74	Visitor from VIC	202
Mid North Coast	65-74	Visitor from WA	35
Mid North Coast	65-74	Visitor same SA2	141
Mid North Coast	75-84	Home	21642
Mid North Coast	75-84	Visitor from ACT	10
Mid North Coast	75-84	Visitor from NSW	776
Mid North Coast	75-84	Visitor from QLD	19
Mid North Coast	75-84	Visitor from SA	7
Mid North Coast	75-84	Visitor from TAS	3
Mid North Coast	75-84	Visitor from VIC	127
Mid North Coast	75-84	Visitor from WA	4
Mid North Coast	75-84	Visitor same SA2	105
Mid North Coast	85+	Home	8225
Mid North Coast	85+	Visitor from NSW	272
Mid North Coast	85+	Visitor from QLD	7
Mid North Coast	85+	Visitor from VIC	12
Mid North Coast	85+	Visitor same SA2	39
Murray	0-14	Home	21834
Murray	0-14	Visitor from ACT	6
Murray	0-14	Visitor from NSW	322
Murray	0-14	Visitor from NT	3
Murray	0-14	Visitor from SA	3
Murray	0-14	Visitor from VIC	132
Murray	0-14	Visitor from WA	4
Murray	0-14	Visitor same SA2	29
Murray	15-24	Home	12534
Murray	15-24	Visitor from ACT	15
Murray	15-24	Visitor from NSW	408
Murray	15-24	Visitor from QLD	13
Murray	15-24	Visitor from SA	6
Murray	15-24	Visitor from TAS	3
Murray	15-24	Visitor from VIC	272
Murray	15-24	Visitor from WA	4
Murray	15-24	Visitor same SA2	25
Murray	25-34	Home	13052
Murray	25-34	Visitor from ACT	7
Murray	25-34	Visitor from NSW	343
Murray	25-34	Visitor from NT	4
Murray	25-34	Visitor from QLD	22
Murray	25-34	Visitor from SA	9
Murray	25-34	Visitor from VIC	302
Murray	25-34	Visitor from WA	3
Murray	25-34	Visitor same SA2	45
Murray	35-44	Home	13086
Murray	35-44	Visitor from ACT	4
Murray	35-44	Visitor from NSW	296
Murray	35-44	Visitor from QLD	8
Murray	35-44	Visitor from SA	15
Murray	35-44	Visitor from TAS	4
Murray	35-44	Visitor from VIC	196
Murray	35-44	Visitor from WA	6
Murray	35-44	Visitor same SA2	40
Murray	45-54	Home	14237
Murray	45-54	Visitor from ACT	6
Murray	45-54	Visitor from NSW	306
