SA4_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Ipswich	Flat/apartment	Attached to a house	1	30
Ipswich	Flat/apartment	Attached to a house	2	31
Ipswich	Flat/apartment	Attached to a house	3	42
Ipswich	Flat/apartment	Attached to a house	4	18
Ipswich	Flat/apartment	Attached to a house	5	6
Ipswich	Flat/apartment	Attached to a house	6	6
Ipswich	Separate house			1599
Ipswich	Separate house		0	172
Ipswich	Separate house		1	1398
Ipswich	Separate house		2	6762
Ipswich	Separate house		3	44357
Ipswich	Separate house		4	47156
Ipswich	Separate house		5	6730
Ipswich	Separate house		6	1564
Logan - Beaudesert				27
Logan - Beaudesert			0	4
Logan - Beaudesert			1	39
Logan - Beaudesert			2	36
Logan - Beaudesert			3	43
Logan - Beaudesert			4	33
Logan - Beaudesert			5	3
Logan - Beaudesert		1 storey		166
Logan - Beaudesert		1 storey	0	34
Logan - Beaudesert		1 storey	1	481
Logan - Beaudesert		1 storey	2	2740
Logan - Beaudesert		1 storey	3	1838
Logan - Beaudesert		1 storey	4	237
Logan - Beaudesert		1 storey	5	22
Logan - Beaudesert		1 storey	6	6
Logan - Beaudesert		2 storeys or more		190
Logan - Beaudesert		2 storeys or more	0	26
Logan - Beaudesert		2 storeys or more	1	361
Logan - Beaudesert		2 storeys or more	2	3178
Logan - Beaudesert		2 storeys or more	3	4260
Logan - Beaudesert		2 storeys or more	4	397
Logan - Beaudesert		2 storeys or more	5	28
Logan - Beaudesert		2 storeys or more	6	15
Logan - Beaudesert	(Other)			68
Logan - Beaudesert	(Other)		0	45
Logan - Beaudesert	(Other)		1	234
Logan - Beaudesert	(Other)		2	83
Logan - Beaudesert	(Other)		3	18
Logan - Beaudesert	(Other)		4	14
Logan - Beaudesert	(Other)		5	9
Logan - Beaudesert	Flat/apartment		0	3
Logan - Beaudesert	Flat/apartment	1 or 2 storey block		86
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	0	16
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	1	379
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	2	1071
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	3	663
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	4	38
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	5	5
Logan - Beaudesert	Flat/apartment	1 or 2 storey block	6	3
Logan - Beaudesert	Flat/apartment	3 storey block		49
Logan - Beaudesert	Flat/apartment	3 storey block	0	5
Logan - Beaudesert	Flat/apartment	3 storey block	1	148
Logan - Beaudesert	Flat/apartment	3 storey block	2	159
Logan - Beaudesert	Flat/apartment	3 storey block	3	28
Logan - Beaudesert	Flat/apartment	3 storey block	4	12
Logan - Beaudesert	Flat/apartment	4-8 storey block	1	16
Logan - Beaudesert	Flat/apartment	4-8 storey block	2	111
Logan - Beaudesert	Flat/apartment	4-8 storey block	3	3
Logan - Beaudesert	Flat/apartment	9 or more storey block	1	30
Logan - Beaudesert	Flat/apartment	9 or more storey block	2	25
Logan - Beaudesert	Flat/apartment	9 or more storey block	3	11
Logan - Beaudesert	Flat/apartment	9 or more storey block	4	3
Logan - Beaudesert	Flat/apartment	Attached to a house		6
Logan - Beaudesert	Flat/apartment	Attached to a house	1	40
Logan - Beaudesert	Flat/apartment	Attached to a house	2	106
Logan - Beaudesert	Flat/apartment	Attached to a house	3	42
Logan - Beaudesert	Flat/apartment	Attached to a house	4	16
Logan - Beaudesert	Flat/apartment	Attached to a house	5	9
Logan - Beaudesert	Flat/apartment	Attached to a house	6	7
Logan - Beaudesert	Separate house			1616
Logan - Beaudesert	Separate house		0	111
Logan - Beaudesert	Separate house		1	577
Logan - Beaudesert	Separate house		2	4649
Logan - Beaudesert	Separate house		3	39772
Logan - Beaudesert	Separate house		4	42867
Logan - Beaudesert	Separate house		5	8215
Logan - Beaudesert	Separate house		6	2526
Mackay - Isaac - Whitsunday				49
Mackay - Isaac - Whitsunday			0	42
Mackay - Isaac - Whitsunday			1	119
Mackay - Isaac - Whitsunday			2	72
Mackay - Isaac - Whitsunday			3	82
Mackay - Isaac - Whitsunday			4	38
Mackay - Isaac - Whitsunday			5	8
Mackay - Isaac - Whitsunday		1 storey		151
Mackay - Isaac - Whitsunday		1 storey	0	54
Mackay - Isaac - Whitsunday		1 storey	1	416
Mackay - Isaac - Whitsunday		1 storey	2	2028
Mackay - Isaac - Whitsunday		1 storey	3	1056
Mackay - Isaac - Whitsunday		1 storey	4	153
Mackay - Isaac - Whitsunday		1 storey	5	16
Mackay - Isaac - Whitsunday		1 storey	6	9
Mackay - Isaac - Whitsunday		2 storeys or more		76
Mackay - Isaac - Whitsunday		2 storeys or more	0	20
Mackay - Isaac - Whitsunday		2 storeys or more	1	303
Mackay - Isaac - Whitsunday		2 storeys or more	2	925
Mackay - Isaac - Whitsunday		2 storeys or more	3	792
Mackay - Isaac - Whitsunday		2 storeys or more	4	102
Mackay - Isaac - Whitsunday		2 storeys or more	5	9
Mackay - Isaac - Whitsunday		2 storeys or more	6	4
Mackay - Isaac - Whitsunday	(Other)			82
Mackay - Isaac - Whitsunday	(Other)		0	154
Mackay - Isaac - Whitsunday	(Other)		1	369
Mackay - Isaac - Whitsunday	(Other)		2	126
Mackay - Isaac - Whitsunday	(Other)		3	101
Mackay - Isaac - Whitsunday	(Other)		4	43
Mackay - Isaac - Whitsunday	(Other)		5	13
Mackay - Isaac - Whitsunday	(Other)		6	10
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block		50
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	0	20
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	1	320
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	2	1234
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	3	452
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	4	37
Mackay - Isaac - Whitsunday	Flat/apartment	1 or 2 storey block	5	11
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block		9
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block	0	9
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block	1	25
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block	2	175
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block	3	90
Mackay - Isaac - Whitsunday	Flat/apartment	3 storey block	4	3
Mackay - Isaac - Whitsunday	Flat/apartment	4-8 storey block	1	31
Mackay - Isaac - Whitsunday	Flat/apartment	4-8 storey block	2	70
Mackay - Isaac - Whitsunday	Flat/apartment	4-8 storey block	3	74
Mackay - Isaac - Whitsunday	Flat/apartment	4-8 storey block	4	3
Mackay - Isaac - Whitsunday	Flat/apartment	9 or more storey block		3
Mackay - Isaac - Whitsunday	Flat/apartment	9 or more storey block	1	18
Mackay - Isaac - Whitsunday	Flat/apartment	9 or more storey block	2	37
Mackay - Isaac - Whitsunday	Flat/apartment	9 or more storey block	3	109
Mackay - Isaac - Whitsunday	Flat/apartment	9 or more storey block	4	16
Mackay - Isaac - Whitsunday	Flat/apartment	Attached to a house	1	5
Mackay - Isaac - Whitsunday	Flat/apartment	Attached to a house	2	4
Mackay - Isaac - Whitsunday	Flat/apartment	Attached to a house	3	7
Mackay - Isaac - Whitsunday	Flat/apartment	Attached to a house	4	4
Mackay - Isaac - Whitsunday	Separate house			872
Mackay - Isaac - Whitsunday	Separate house		0	175
Mackay - Isaac - Whitsunday	Separate house		1	892
Mackay - Isaac - Whitsunday	Separate house		2	4360
Mackay - Isaac - Whitsunday	Separate house		3	23132
Mackay - Isaac - Whitsunday	Separate house		4	18849
Mackay - Isaac - Whitsunday	Separate house		5	2802
Mackay - Isaac - Whitsunday	Separate house		6	564
Moreton Bay - North				14
Moreton Bay - North			0	5
Moreton Bay - North			1	37
Moreton Bay - North			2	36
Moreton Bay - North			3	40
Moreton Bay - North			4	26
Moreton Bay - North			5	4
Moreton Bay - North			6	4
Moreton Bay - North		1 storey		162
Moreton Bay - North		1 storey	0	30
Moreton Bay - North		1 storey	1	715
Moreton Bay - North		1 storey	2	2560
Moreton Bay - North		1 storey	3	2597
Moreton Bay - North		1 storey	4	362
Moreton Bay - North		1 storey	5	16
Moreton Bay - North		1 storey	6	6
Moreton Bay - North		2 storeys or more		89
Moreton Bay - North		2 storeys or more	0	15
Moreton Bay - North		2 storeys or more	1	360
Moreton Bay - North		2 storeys or more	2	1470
Moreton Bay - North		2 storeys or more	3	2639
Moreton Bay - North		2 storeys or more	4	202
Moreton Bay - North		2 storeys or more	5	13
Moreton Bay - North		2 storeys or more	6	5
Moreton Bay - North	(Other)			63
Moreton Bay - North	(Other)		0	120
Moreton Bay - North	(Other)		1	506
Moreton Bay - North	(Other)		2	233
Moreton Bay - North	(Other)		3	59
Moreton Bay - North	(Other)		4	35
Moreton Bay - North	(Other)		6	5
Moreton Bay - North	Flat/apartment	1 or 2 storey block		106
Moreton Bay - North	Flat/apartment	1 or 2 storey block	0	30
Moreton Bay - North	Flat/apartment	1 or 2 storey block	1	746
Moreton Bay - North	Flat/apartment	1 or 2 storey block	2	1532
Moreton Bay - North	Flat/apartment	1 or 2 storey block	3	579
Moreton Bay - North	Flat/apartment	1 or 2 storey block	4	63
Moreton Bay - North	Flat/apartment	1 or 2 storey block	5	8
Moreton Bay - North	Flat/apartment	1 or 2 storey block	6	3
Moreton Bay - North	Flat/apartment	3 storey block		26
Moreton Bay - North	Flat/apartment	3 storey block	0	32
Moreton Bay - North	Flat/apartment	3 storey block	1	138
Moreton Bay - North	Flat/apartment	3 storey block	2	576
Moreton Bay - North	Flat/apartment	3 storey block	3	323
Moreton Bay - North	Flat/apartment	3 storey block	4	10
Moreton Bay - North	Flat/apartment	4-8 storey block		24
Moreton Bay - North	Flat/apartment	4-8 storey block	0	10
Moreton Bay - North	Flat/apartment	4-8 storey block	1	107
Moreton Bay - North	Flat/apartment	4-8 storey block	2	690
Moreton Bay - North	Flat/apartment	4-8 storey block	3	616
Moreton Bay - North	Flat/apartment	4-8 storey block	4	9
Moreton Bay - North	Flat/apartment	9 or more storey block		4
Moreton Bay - North	Flat/apartment	9 or more storey block	0	25
Moreton Bay - North	Flat/apartment	9 or more storey block	1	41
Moreton Bay - North	Flat/apartment	9 or more storey block	2	274
Moreton Bay - North	Flat/apartment	9 or more storey block	3	539
Moreton Bay - North	Flat/apartment	9 or more storey block	4	8
Moreton Bay - North	Flat/apartment	Attached to a house		3
Moreton Bay - North	Flat/apartment	Attached to a house	1	63
Moreton Bay - North	Flat/apartment	Attached to a house	2	104
Moreton Bay - North	Flat/apartment	Attached to a house	3	51
Moreton Bay - North	Flat/apartment	Attached to a house	4	24
Moreton Bay - North	Flat/apartment	Attached to a house	5	8
Moreton Bay - North	Flat/apartment	Attached to a house	6	8
Moreton Bay - North	Separate house			984
Moreton Bay - North	Separate house		0	98
Moreton Bay - North	Separate house		1	720
Moreton Bay - North	Separate house		2	6238
Moreton Bay - North	Separate house		3	29892
Moreton Bay - North	Separate house		4	33895
Moreton Bay - North	Separate house		5	5528
Moreton Bay - North	Separate house		6	1383
Moreton Bay - South				7
Moreton Bay - South			0	3
Moreton Bay - South			1	12
Moreton Bay - South			2	11
Moreton Bay - South			3	24
Moreton Bay - South			4	16
Moreton Bay - South			5	4
Moreton Bay - South		1 storey		49
Moreton Bay - South		1 storey	0	9
Moreton Bay - South		1 storey	1	420
Moreton Bay - South		1 storey	2	1797
Moreton Bay - South		1 storey	3	1325
Moreton Bay - South		1 storey	4	105
Moreton Bay - South		1 storey	5	5
Moreton Bay - South		2 storeys or more		104
Moreton Bay - South		2 storeys or more	0	10
Moreton Bay - South		2 storeys or more	1	151
Moreton Bay - South		2 storeys or more	2	1143
Moreton Bay - South		2 storeys or more	3	5770
Moreton Bay - South		2 storeys or more	4	654
Moreton Bay - South		2 storeys or more	5	8
Moreton Bay - South		2 storeys or more	6	4
Moreton Bay - South	(Other)			15
Moreton Bay - South	(Other)		0	36
Moreton Bay - South	(Other)		1	173
Moreton Bay - South	(Other)		2	44
Moreton Bay - South	(Other)		3	6
Moreton Bay - South	Flat/apartment	1 or 2 storey block		12
Moreton Bay - South	Flat/apartment	1 or 2 storey block	0	3
Moreton Bay - South	Flat/apartment	1 or 2 storey block	1	176
Moreton Bay - South	Flat/apartment	1 or 2 storey block	2	236
Moreton Bay - South	Flat/apartment	1 or 2 storey block	3	197
Moreton Bay - South	Flat/apartment	1 or 2 storey block	4	14
Moreton Bay - South	Flat/apartment	1 or 2 storey block	5	3
Moreton Bay - South	Flat/apartment	1 or 2 storey block	6	6
Moreton Bay - South	Flat/apartment	3 storey block		5
Moreton Bay - South	Flat/apartment	3 storey block	1	57
Moreton Bay - South	Flat/apartment	3 storey block	2	90
Moreton Bay - South	Flat/apartment	3 storey block	3	35
Moreton Bay - South	Flat/apartment	3 storey block	4	8
Moreton Bay - South	Flat/apartment	4-8 storey block		5
Moreton Bay - South	Flat/apartment	4-8 storey block	1	42
Moreton Bay - South	Flat/apartment	4-8 storey block	2	154
Moreton Bay - South	Flat/apartment	4-8 storey block	3	9
Moreton Bay - South	Flat/apartment	Attached to a house		6
Moreton Bay - South	Flat/apartment	Attached to a house	1	29
Moreton Bay - South	Flat/apartment	Attached to a house	2	56
Moreton Bay - South	Flat/apartment	Attached to a house	3	18
Moreton Bay - South	Flat/apartment	Attached to a house	4	13
Moreton Bay - South	Flat/apartment	Attached to a house	5	9
Moreton Bay - South	Separate house			515
Moreton Bay - South	Separate house		0	31
Moreton Bay - South	Separate house		1	265
Moreton Bay - South	Separate house		2	1496
Moreton Bay - South	Separate house		3	21878
Moreton Bay - South	Separate house		4	30664
Moreton Bay - South	Separate house		5	6004
Moreton Bay - South	Separate house		6	1220
Queensland - Outback				52
Queensland - Outback			0	16
Queensland - Outback			1	88
Queensland - Outback			2	91
Queensland - Outback			3	134
Queensland - Outback			4	68
Queensland - Outback			5	39
Queensland - Outback			6	30
Queensland - Outback		1 storey		46
Queensland - Outback		1 storey	0	12
Queensland - Outback		1 storey	1	373
Queensland - Outback		1 storey	2	924
Queensland - Outback		1 storey	3	359
Queensland - Outback		1 storey	4	82
Queensland - Outback		1 storey	5	17
Queensland - Outback		1 storey	6	3
Queensland - Outback		2 storeys or more		25
Queensland - Outback		2 storeys or more	1	71
Queensland - Outback		2 storeys or more	2	292
Queensland - Outback		2 storeys or more	3	123
Queensland - Outback		2 storeys or more	4	19
Queensland - Outback		2 storeys or more	5	5
Queensland - Outback	(Other)			228
Queensland - Outback	(Other)		0	140
Queensland - Outback	(Other)		1	318
Queensland - Outback	(Other)		2	114
Queensland - Outback	(Other)		3	112
Queensland - Outback	(Other)		4	62
Queensland - Outback	(Other)		5	12
Queensland - Outback	(Other)		6	7
Queensland - Outback	Flat/apartment	1 or 2 storey block		34
Queensland - Outback	Flat/apartment	1 or 2 storey block	0	4
Queensland - Outback	Flat/apartment	1 or 2 storey block	1	190
Queensland - Outback	Flat/apartment	1 or 2 storey block	2	436
Queensland - Outback	Flat/apartment	1 or 2 storey block	3	104
Queensland - Outback	Flat/apartment	1 or 2 storey block	4	17
Queensland - Outback	Flat/apartment	1 or 2 storey block	5	3
Queensland - Outback	Flat/apartment	1 or 2 storey block	6	5
Queensland - Outback	Flat/apartment	3 storey block	2	21
Queensland - Outback	Flat/apartment	3 storey block	3	5
Queensland - Outback	Flat/apartment	3 storey block	4	3
Queensland - Outback	Flat/apartment	Attached to a house		7
Queensland - Outback	Flat/apartment	Attached to a house	1	6
Queensland - Outback	Flat/apartment	Attached to a house	5	4
Queensland - Outback	Separate house			550
Queensland - Outback	Separate house		0	166
Queensland - Outback	Separate house		1	885
Queensland - Outback	Separate house		2	3174
Queensland - Outback	Separate house		3	9694
Queensland - Outback	Separate house		4	4670
Queensland - Outback	Separate house		5	1008
Queensland - Outback	Separate house		6	518
Sunshine Coast				37
Sunshine Coast			0	27
Sunshine Coast			1	118
Sunshine Coast			2	104
Sunshine Coast			3	119
Sunshine Coast			4	40
Sunshine Coast			5	13
Sunshine Coast			6	8
Sunshine Coast		1 storey		191
Sunshine Coast		1 storey	0	47
Sunshine Coast		1 storey	1	440
Sunshine Coast		1 storey	2	5174
Sunshine Coast		1 storey	3	3711
Sunshine Coast		1 storey	4	213
Sunshine Coast		1 storey	5	16
Sunshine Coast		1 storey	6	9
Sunshine Coast		2 storeys or more		117
Sunshine Coast		2 storeys or more	0	39
Sunshine Coast		2 storeys or more	1	474
Sunshine Coast		2 storeys or more	2	3303
Sunshine Coast		2 storeys or more	3	4869
Sunshine Coast		2 storeys or more	4	589
Sunshine Coast		2 storeys or more	5	41
Sunshine Coast		2 storeys or more	6	15
Sunshine Coast	(Other)			44
Sunshine Coast	(Other)		0	170
Sunshine Coast	(Other)		1	472
Sunshine Coast	(Other)		2	279
Sunshine Coast	(Other)		3	100
Sunshine Coast	(Other)		4	49
Sunshine Coast	(Other)		5	8
Sunshine Coast	(Other)		6	3
Sunshine Coast	Flat/apartment		0	14
Sunshine Coast	Flat/apartment	1 or 2 storey block		157
Sunshine Coast	Flat/apartment	1 or 2 storey block	0	106
Sunshine Coast	Flat/apartment	1 or 2 storey block	1	1040
Sunshine Coast	Flat/apartment	1 or 2 storey block	2	3402
Sunshine Coast	Flat/apartment	1 or 2 storey block	3	1720
Sunshine Coast	Flat/apartment	1 or 2 storey block	4	153
Sunshine Coast	Flat/apartment	1 or 2 storey block	5	15
Sunshine Coast	Flat/apartment	1 or 2 storey block	6	11
Sunshine Coast	Flat/apartment	3 storey block		51
Sunshine Coast	Flat/apartment	3 storey block	0	19
Sunshine Coast	Flat/apartment	3 storey block	1	284
Sunshine Coast	Flat/apartment	3 storey block	2	2005
Sunshine Coast	Flat/apartment	3 storey block	3	976
Sunshine Coast	Flat/apartment	3 storey block	4	40
Sunshine Coast	Flat/apartment	3 storey block	5	5
Sunshine Coast	Flat/apartment	3 storey block	6	6
Sunshine Coast	Flat/apartment	4-8 storey block		61
Sunshine Coast	Flat/apartment	4-8 storey block	0	20
Sunshine Coast	Flat/apartment	4-8 storey block	1	576
Sunshine Coast	Flat/apartment	4-8 storey block	2	3038
Sunshine Coast	Flat/apartment	4-8 storey block	3	1878
Sunshine Coast	Flat/apartment	4-8 storey block	4	135
Sunshine Coast	Flat/apartment	4-8 storey block	5	4
Sunshine Coast	Flat/apartment	9 or more storey block		43
Sunshine Coast	Flat/apartment	9 or more storey block	0	21
Sunshine Coast	Flat/apartment	9 or more storey block	1	160
