SA4_NAME21	CountryOfBirth	Sex	persons
Central Coast	JPN	F	255
Central Coast	JPN	M	99
Central Coast	KHM	F	58
Central Coast	KHM	M	39
Central Coast	KOR	F	458
Central Coast	KOR	M	347
Central Coast	LBN	F	99
Central Coast	LBN	M	137
Central Coast	LKA	F	141
Central Coast	LKA	M	162
Central Coast	MKD	F	16
Central Coast	MKD	M	29
Central Coast	MLT	F	300
Central Coast	MLT	M	366
Central Coast	MMR	F	39
Central Coast	MMR	M	26
Central Coast	MUS	F	100
Central Coast	MUS	M	81
Central Coast	MYS	F	292
Central Coast	MYS	M	227
Central Coast	NLD	F	507
Central Coast	NLD	M	446
Central Coast	NPL	F	253
Central Coast	NPL	M	282
Central Coast	NZL	F	2917
Central Coast	NZL	M	2946
Central Coast	PAK	F	88
Central Coast	PAK	M	115
Central Coast	PHL	F	1750
Central Coast	PHL	M	746
Central Coast	PNG	F	161
Central Coast	PNG	M	136
Central Coast	POL	F	246
Central Coast	POL	M	188
Central Coast	SGP	F	136
Central Coast	SGP	M	103
Central Coast	THA	F	654
Central Coast	THA	M	199
Central Coast	TUR	F	59
Central Coast	TUR	M	75
Central Coast	TWN	F	75
Central Coast	TWN	M	42
Central Coast	USA	F	645
Central Coast	USA	M	614
Central Coast	VNM	F	271
Central Coast	VNM	M	161
Central Coast	WSM	F	27
Central Coast	WSM	M	35
Central Coast	ZAF	F	1084
Central Coast	ZAF	M	1017
Central Coast	ZWE	F	164
Central Coast	ZWE	M	163
Central West		F	8592
Central West		M	8930
Central West	AFG	F	13
Central West	AFG	M	21
Central West	AUS	F	89867
Central West	AUS	M	89391
Central West	BGD	F	62
Central West	BGD	M	62
Central West	BIH	F	12
Central West	BIH	M	21
Central West	BRA	F	21
Central West	BRA	M	18
Central West	CAN	F	140
Central West	CAN	M	84
Central West	CHL	F	32
Central West	CHL	M	29
Central West	CHN	F	279
Central West	CHN	M	236
Central West	DEU	F	304
Central West	DEU	M	244
Central West	EGY	F	15
Central West	EGY	M	31
Central West	FJI	F	106
Central West	FJI	M	105
Central West	FRA	F	50
Central West	FRA	M	64
Central West	GBR	F	2270
Central West	GBR	M	2170
Central West	GRC	F	45
Central West	GRC	M	55
Central West	HKG	F	58
Central West	HKG	M	49
Central West	HRV	F	50
Central West	HRV	M	76
Central West	IDN	F	81
Central West	IDN	M	56
Central West	IND	F	570
Central West	IND	M	694
Central West	IRL	F	113
Central West	IRL	M	143
Central West	IRN	F	24
Central West	IRN	M	58
Central West	IRQ	F	27
Central West	IRQ	M	33
Central West	ITA	F	125
Central West	ITA	M	162
Central West	JPN	F	64
Central West	JPN	M	21
Central West	KHM	F	37
Central West	KHM	M	21
Central West	KOR	F	78
Central West	KOR	M	66
Central West	LBN	F	30
Central West	LBN	M	67
Central West	LKA	F	107
Central West	LKA	M	125
Central West	MKD	F	7
Central West	MKD	M	12
Central West	MLT	F	38
Central West	MLT	M	53
Central West	MMR	F	13
Central West	MMR	M	13
Central West	MUS	F	6
Central West	MUS	M	10
Central West	MYS	F	108
Central West	MYS	M	95
Central West	NLD	F	227
Central West	NLD	M	210
Central West	NPL	F	274
Central West	NPL	M	285
Central West	NZL	F	915
Central West	NZL	M	972
Central West	PAK	F	78
Central West	PAK	M	114
Central West	PHL	F	689
Central West	PHL	M	425
Central West	PNG	F	65
Central West	PNG	M	40
Central West	POL	F	66
Central West	POL	M	42
Central West	SGP	F	55
Central West	SGP	M	37
Central West	THA	F	234
Central West	THA	M	79
Central West	TUR	F	12
Central West	TUR	M	16
Central West	TWN	F	37
Central West	TWN	M	17
Central West	USA	F	225
Central West	USA	M	204
Central West	VNM	F	110
Central West	VNM	M	107
Central West	WSM	F	10
Central West	WSM	M	24
Central West	ZAF	F	317
Central West	ZAF	M	323
Central West	ZWE	F	102
Central West	ZWE	M	95
Coffs Harbour - Grafton		F	6067
Coffs Harbour - Grafton		M	5928
Coffs Harbour - Grafton	AFG	F	34
Coffs Harbour - Grafton	AFG	M	32
Coffs Harbour - Grafton	AUS	F	59928
Coffs Harbour - Grafton	AUS	M	58017
Coffs Harbour - Grafton	BGD	F	9
Coffs Harbour - Grafton	BGD	M	8
Coffs Harbour - Grafton	BIH	F	11
Coffs Harbour - Grafton	BIH	M	3
Coffs Harbour - Grafton	BRA	F	35
Coffs Harbour - Grafton	BRA	M	30
Coffs Harbour - Grafton	CAN	F	172
Coffs Harbour - Grafton	CAN	M	141
Coffs Harbour - Grafton	CHL	F	30
Coffs Harbour - Grafton	CHL	M	30
Coffs Harbour - Grafton	CHN	F	176
Coffs Harbour - Grafton	CHN	M	108
Coffs Harbour - Grafton	DEU	F	346
Coffs Harbour - Grafton	DEU	M	298
Coffs Harbour - Grafton	EGY	F	20
Coffs Harbour - Grafton	EGY	M	38
Coffs Harbour - Grafton	FJI	F	67
Coffs Harbour - Grafton	FJI	M	59
Coffs Harbour - Grafton	FRA	F	81
Coffs Harbour - Grafton	FRA	M	62
Coffs Harbour - Grafton	GBR	F	2553
Coffs Harbour - Grafton	GBR	M	2549
Coffs Harbour - Grafton	GRC	F	15
Coffs Harbour - Grafton	GRC	M	23
Coffs Harbour - Grafton	HKG	F	63
Coffs Harbour - Grafton	HKG	M	48
Coffs Harbour - Grafton	HRV	F	18
Coffs Harbour - Grafton	HRV	M	16
Coffs Harbour - Grafton	IDN	F	91
Coffs Harbour - Grafton	IDN	M	30
Coffs Harbour - Grafton	IND	F	763
Coffs Harbour - Grafton	IND	M	772
Coffs Harbour - Grafton	IRL	F	107
Coffs Harbour - Grafton	IRL	M	98
Coffs Harbour - Grafton	IRN	F	12
Coffs Harbour - Grafton	IRN	M	24
Coffs Harbour - Grafton	IRQ	F	204
Coffs Harbour - Grafton	IRQ	M	186
Coffs Harbour - Grafton	ITA	F	86
Coffs Harbour - Grafton	ITA	M	110
Coffs Harbour - Grafton	JPN	F	105
Coffs Harbour - Grafton	JPN	M	42
Coffs Harbour - Grafton	KHM	F	18
Coffs Harbour - Grafton	KHM	M	3
Coffs Harbour - Grafton	KOR	F	43
Coffs Harbour - Grafton	KOR	M	38
Coffs Harbour - Grafton	LBN	F	10
Coffs Harbour - Grafton	LBN	M	19
Coffs Harbour - Grafton	LKA	F	32
Coffs Harbour - Grafton	LKA	M	43
Coffs Harbour - Grafton	MKD	M	6
Coffs Harbour - Grafton	MLT	F	41
Coffs Harbour - Grafton	MLT	M	29
Coffs Harbour - Grafton	MMR	F	238
Coffs Harbour - Grafton	MMR	M	222
Coffs Harbour - Grafton	MUS	F	8
Coffs Harbour - Grafton	MUS	M	10
Coffs Harbour - Grafton	MYS	F	209
Coffs Harbour - Grafton	MYS	M	216
Coffs Harbour - Grafton	NLD	F	235
Coffs Harbour - Grafton	NLD	M	220
Coffs Harbour - Grafton	NPL	F	50
Coffs Harbour - Grafton	NPL	M	60
Coffs Harbour - Grafton	NZL	F	1008
Coffs Harbour - Grafton	NZL	M	935
Coffs Harbour - Grafton	PAK	F	23
Coffs Harbour - Grafton	PAK	M	28
Coffs Harbour - Grafton	PHL	F	522
Coffs Harbour - Grafton	PHL	M	138
Coffs Harbour - Grafton	PNG	F	108
Coffs Harbour - Grafton	PNG	M	63
Coffs Harbour - Grafton	POL	F	53
Coffs Harbour - Grafton	POL	M	34
Coffs Harbour - Grafton	SGP	F	34
Coffs Harbour - Grafton	SGP	M	30
Coffs Harbour - Grafton	THA	F	205
Coffs Harbour - Grafton	THA	M	63
Coffs Harbour - Grafton	TUR	F	13
Coffs Harbour - Grafton	TUR	M	19
Coffs Harbour - Grafton	TWN	F	88
Coffs Harbour - Grafton	TWN	M	36
Coffs Harbour - Grafton	USA	F	260
Coffs Harbour - Grafton	USA	M	220
Coffs Harbour - Grafton	VNM	F	69
Coffs Harbour - Grafton	VNM	M	62
Coffs Harbour - Grafton	WSM	F	13
Coffs Harbour - Grafton	WSM	M	8
Coffs Harbour - Grafton	ZAF	F	307
Coffs Harbour - Grafton	ZAF	M	301
Coffs Harbour - Grafton	ZWE	F	39
Coffs Harbour - Grafton	ZWE	M	45
Far West and Orana		F	6986
Far West and Orana		M	7096
Far West and Orana	AFG	M	5
Far West and Orana	AUS	F	47283
Far West and Orana	AUS	M	46459
Far West and Orana	BGD	F	74
Far West and Orana	BGD	M	83
Far West and Orana	BIH	F	6
Far West and Orana	BIH	M	10
Far West and Orana	BRA	F	11
Far West and Orana	BRA	M	5
Far West and Orana	CAN	F	35
Far West and Orana	CAN	M	28
Far West and Orana	CHL	F	14
Far West and Orana	CHL	M	19
Far West and Orana	CHN	F	124
Far West and Orana	CHN	M	127
Far West and Orana	DEU	F	118
Far West and Orana	DEU	M	103
Far West and Orana	EGY	F	9
Far West and Orana	EGY	M	20
Far West and Orana	FJI	F	45
Far West and Orana	FJI	M	76
Far West and Orana	FRA	F	19
Far West and Orana	FRA	M	27
Far West and Orana	GBR	F	647
Far West and Orana	GBR	M	644
Far West and Orana	GRC	F	28
Far West and Orana	GRC	M	21
Far West and Orana	HKG	F	19
Far West and Orana	HKG	M	30
Far West and Orana	HRV	F	11
Far West and Orana	HRV	M	22
Far West and Orana	IDN	F	27
Far West and Orana	IDN	M	25
Far West and Orana	IND	F	488
Far West and Orana	IND	M	533
Far West and Orana	IRL	F	56
Far West and Orana	IRL	M	53
Far West and Orana	IRN	F	13
Far West and Orana	IRN	M	19
Far West and Orana	IRQ	F	5
Far West and Orana	IRQ	M	5
Far West and Orana	ITA	F	37
Far West and Orana	ITA	M	51
Far West and Orana	JPN	F	20
Far West and Orana	JPN	M	10
Far West and Orana	KHM	F	8
Far West and Orana	KHM	M	8
Far West and Orana	KOR	F	33
Far West and Orana	KOR	M	32
Far West and Orana	LBN	F	19
Far West and Orana	LBN	M	29
Far West and Orana	LKA	F	94
Far West and Orana	LKA	M	105
Far West and Orana	MKD	F	4
Far West and Orana	MKD	M	9
Far West and Orana	MLT	F	24
Far West and Orana	MLT	M	21
Far West and Orana	MMR	F	11
Far West and Orana	MMR	M	9
Far West and Orana	MUS	F	3
Far West and Orana	MUS	M	9
Far West and Orana	MYS	F	47
Far West and Orana	MYS	M	45
Far West and Orana	NLD	F	78
Far West and Orana	NLD	M	63
Far West and Orana	NPL	F	375
Far West and Orana	NPL	M	397
Far West and Orana	NZL	F	365
Far West and Orana	NZL	M	379
Far West and Orana	PAK	F	81
Far West and Orana	PAK	M	125
Far West and Orana	PHL	F	483
Far West and Orana	PHL	M	261
Far West and Orana	PNG	F	37
Far West and Orana	PNG	M	31
Far West and Orana	POL	F	16
Far West and Orana	POL	M	7
Far West and Orana	SGP	F	17
Far West and Orana	SGP	M	6
Far West and Orana	THA	F	85
Far West and Orana	THA	M	31
Far West and Orana	TUR	M	6
Far West and Orana	TWN	F	30
Far West and Orana	TWN	M	13
Far West and Orana	USA	F	92
Far West and Orana	USA	M	54
Far West and Orana	VNM	F	47
Far West and Orana	VNM	M	47
Far West and Orana	WSM	M	3
Far West and Orana	ZAF	F	132
Far West and Orana	ZAF	M	101
Far West and Orana	ZWE	F	75
Far West and Orana	ZWE	M	64
Hunter Valley exc Newcastle		F	8270
Hunter Valley exc Newcastle		M	8785
Hunter Valley exc Newcastle	AFG	F	5
Hunter Valley exc Newcastle	AFG	M	13
Hunter Valley exc Newcastle	AUS	F	125703
Hunter Valley exc Newcastle	AUS	M	124312
Hunter Valley exc Newcastle	BGD	F	42
Hunter Valley exc Newcastle	BGD	M	63
Hunter Valley exc Newcastle	BIH	F	10
Hunter Valley exc Newcastle	BIH	M	18
Hunter Valley exc Newcastle	BRA	F	51
Hunter Valley exc Newcastle	BRA	M	24
Hunter Valley exc Newcastle	CAN	F	174
Hunter Valley exc Newcastle	CAN	M	147
Hunter Valley exc Newcastle	CHL	F	50
Hunter Valley exc Newcastle	CHL	M	59
Hunter Valley exc Newcastle	CHN	F	349
Hunter Valley exc Newcastle	CHN	M	286
Hunter Valley exc Newcastle	DEU	F	457
Hunter Valley exc Newcastle	DEU	M	437
Hunter Valley exc Newcastle	EGY	F	48
Hunter Valley exc Newcastle	EGY	M	58
Hunter Valley exc Newcastle	FJI	F	113
Hunter Valley exc Newcastle	FJI	M	155
Hunter Valley exc Newcastle	FRA	F	87
Hunter Valley exc Newcastle	FRA	M	79
Hunter Valley exc Newcastle	GBR	F	4145
Hunter Valley exc Newcastle	GBR	M	4126
Hunter Valley exc Newcastle	GRC	F	45
Hunter Valley exc Newcastle	GRC	M	64
Hunter Valley exc Newcastle	HKG	F	94
Hunter Valley exc Newcastle	HKG	M	86
Hunter Valley exc Newcastle	HRV	F	64
Hunter Valley exc Newcastle	HRV	M	85
Hunter Valley exc Newcastle	IDN	F	111
Hunter Valley exc Newcastle	IDN	M	46
Hunter Valley exc Newcastle	IND	F	642
Hunter Valley exc Newcastle	IND	M	724
Hunter Valley exc Newcastle	IRL	F	215
Hunter Valley exc Newcastle	IRL	M	260
Hunter Valley exc Newcastle	IRN	F	27
Hunter Valley exc Newcastle	IRN	M	35
Hunter Valley exc Newcastle	IRQ	F	16
Hunter Valley exc Newcastle	IRQ	M	29
Hunter Valley exc Newcastle	ITA	F	115
Hunter Valley exc Newcastle	ITA	M	197
Hunter Valley exc Newcastle	JPN	F	65
Hunter Valley exc Newcastle	JPN	M	23
Hunter Valley exc Newcastle	KHM	F	24
Hunter Valley exc Newcastle	KHM	M	17
Hunter Valley exc Newcastle	KOR	F	87
Hunter Valley exc Newcastle	KOR	M	80
Hunter Valley exc Newcastle	LBN	F	36
Hunter Valley exc Newcastle	LBN	M	57
Hunter Valley exc Newcastle	LKA	F	74
Hunter Valley exc Newcastle	LKA	M	81
Hunter Valley exc Newcastle	MKD	F	21
Hunter Valley exc Newcastle	MKD	M	25
Hunter Valley exc Newcastle	MLT	F	99
Hunter Valley exc Newcastle	MLT	M	104
Hunter Valley exc Newcastle	MMR	F	11
Hunter Valley exc Newcastle	MMR	M	9
Hunter Valley exc Newcastle	MUS	F	36
Hunter Valley exc Newcastle	MUS	M	40
Hunter Valley exc Newcastle	MYS	F	226
Hunter Valley exc Newcastle	MYS	M	187
Hunter Valley exc Newcastle	NLD	F	279
Hunter Valley exc Newcastle	NLD	M	274
Hunter Valley exc Newcastle	NPL	F	116
Hunter Valley exc Newcastle	NPL	M	159
Hunter Valley exc Newcastle	NZL	F	1696
Hunter Valley exc Newcastle	NZL	M	1784
Hunter Valley exc Newcastle	PAK	F	74
Hunter Valley exc Newcastle	PAK	M	125
Hunter Valley exc Newcastle	PHL	F	1133
Hunter Valley exc Newcastle	PHL	M	468
Hunter Valley exc Newcastle	PNG	F	82
Hunter Valley exc Newcastle	PNG	M	57
Hunter Valley exc Newcastle	POL	F	86
Hunter Valley exc Newcastle	POL	M	80
Hunter Valley exc Newcastle	SGP	F	64
Hunter Valley exc Newcastle	SGP	M	43
Hunter Valley exc Newcastle	THA	F	411
Hunter Valley exc Newcastle	THA	M	143
Hunter Valley exc Newcastle	TUR	F	21
Hunter Valley exc Newcastle	TUR	M	34
Hunter Valley exc Newcastle	TWN	F	76
Hunter Valley exc Newcastle	TWN	M	30
Hunter Valley exc Newcastle	USA	F	355
Hunter Valley exc Newcastle	USA	M	299
Hunter Valley exc Newcastle	VNM	F	170
Hunter Valley exc Newcastle	VNM	M	152
Hunter Valley exc Newcastle	WSM	F	39
Hunter Valley exc Newcastle	WSM	M	35
Hunter Valley exc Newcastle	ZAF	F	558
Hunter Valley exc Newcastle	ZAF	M	604
Hunter Valley exc Newcastle	ZWE	F	134
Hunter Valley exc Newcastle	ZWE	M	135
Illawarra		F	11206
Illawarra		M	10863
Illawarra	AFG	F	34
Illawarra	AFG	M	24
Illawarra	AUS	F	121378
Illawarra	AUS	M	118540
Illawarra	BGD	F	94
Illawarra	BGD	M	140
Illawarra	BIH	F	221
Illawarra	BIH	M	202
Illawarra	BRA	F	135
Illawarra	BRA	M	131
Illawarra	CAN	F	375
Illawarra	CAN	M	281
Illawarra	CHL	F	396
Illawarra	CHL	M	340
Illawarra	CHN	F	1106
Illawarra	CHN	M	976
Illawarra	DEU	F	897
Illawarra	DEU	M	749
Illawarra	EGY	F	144
Illawarra	EGY	M	167
Illawarra	FJI	F	172
Illawarra	FJI	M	156
Illawarra	FRA	F	147
Illawarra	FRA	M	139
Illawarra	GBR	F	7736
Illawarra	GBR	M	7234
Illawarra	GRC	F	426
Illawarra	GRC	M	375
Illawarra	HKG	F	134
Illawarra	HKG	M	127
Illawarra	HRV	F	497
Illawarra	HRV	M	475
Illawarra	IDN	F	233
Illawarra	IDN	M	135
Illawarra	IND	F	1076
Illawarra	IND	M	1568
Illawarra	IRL	F	353
Illawarra	IRL	M	378
Illawarra	IRN	F	186
Illawarra	IRN	M	188
Illawarra	IRQ	F	257
Illawarra	IRQ	M	222
Illawarra	ITA	F	1456
Illawarra	ITA	M	1328
Illawarra	JPN	F	167
Illawarra	JPN	M	68
Illawarra	KHM	F	54
Illawarra	KHM	M	30
Illawarra	KOR	F	206
Illawarra	KOR	M	173
Illawarra	LBN	F	379
Illawarra	LBN	M	390
Illawarra	LKA	F	175
Illawarra	LKA	M	170
Illawarra	MKD	F	1987
Illawarra	MKD	M	1871
Illawarra	MLT	F	296
Illawarra	MLT	M	338
Illawarra	MMR	F	150
Illawarra	MMR	M	125
Illawarra	MUS	F	31
Illawarra	MUS	M	33
Illawarra	MYS	F	250
Illawarra	MYS	M	209
Illawarra	NLD	F	524
Illawarra	NLD	M	477
Illawarra	NPL	F	174
Illawarra	NPL	M	196
Illawarra	NZL	F	1659
Illawarra	NZL	M	1671
Illawarra	PAK	F	184
Illawarra	PAK	M	352
Illawarra	PHL	F	1293
Illawarra	PHL	M	531
Illawarra	PNG	F	69
Illawarra	PNG	M	63
Illawarra	POL	F	286
Illawarra	POL	M	192
Illawarra	SGP	F	117
Illawarra	SGP	M	101
Illawarra	THA	F	710
Illawarra	THA	M	259
Illawarra	TUR	F	394
Illawarra	TUR	M	379
Illawarra	TWN	F	77
Illawarra	TWN	M	45
Illawarra	USA	F	602
Illawarra	USA	M	502
Illawarra	VNM	F	639
Illawarra	VNM	M	486
Illawarra	WSM	F	28
Illawarra	WSM	M	33
Illawarra	ZAF	F	568
Illawarra	ZAF	M	552
Illawarra	ZWE	F	96
Illawarra	ZWE	M	87
Mid North Coast		F	9124
Mid North Coast		M	9001
Mid North Coast	AFG	M	3
Mid North Coast	AUS	F	97042
Mid North Coast	AUS	M	92064
Mid North Coast	BGD	F	18
Mid North Coast	BGD	M	22
Mid North Coast	BIH	F	5
Mid North Coast	BIH	M	9
Mid North Coast	BRA	F	57
Mid North Coast	BRA	M	47
Mid North Coast	CAN	F	220
Mid North Coast	CAN	M	156
Mid North Coast	CHL	F	48
Mid North Coast	CHL	M	42
Mid North Coast	CHN	F	237
Mid North Coast	CHN	M	182
Mid North Coast	DEU	F	519
Mid North Coast	DEU	M	427
Mid North Coast	EGY	F	55
Mid North Coast	EGY	M	75
Mid North Coast	FJI	F	96
Mid North Coast	FJI	M	82
Mid North Coast	FRA	F	106
Mid North Coast	FRA	M	106
Mid North Coast	GBR	F	4508
Mid North Coast	GBR	M	4445
Mid North Coast	GRC	F	37
Mid North Coast	GRC	M	42
Mid North Coast	HKG	F	60
Mid North Coast	HKG	M	48
Mid North Coast	HRV	F	48
Mid North Coast	HRV	M	63
Mid North Coast	IDN	F	105
Mid North Coast	IDN	M	61
Mid North Coast	IND	F	377
Mid North Coast	IND	M	429
Mid North Coast	IRL	F	180
Mid North Coast	IRL	M	193
Mid North Coast	IRN	F	32
Mid North Coast	IRN	M	32
Mid North Coast	IRQ	F	14
Mid North Coast	IRQ	M	29
Mid North Coast	ITA	F	91
Mid North Coast	ITA	M	198
Mid North Coast	JPN	F	79
Mid North Coast	JPN	M	29
Mid North Coast	KHM	F	21
Mid North Coast	KHM	M	11
Mid North Coast	KOR	F	68
Mid North Coast	KOR	M	38
Mid North Coast	LBN	F	26
Mid North Coast	LBN	M	39
Mid North Coast	LKA	F	61
Mid North Coast	LKA	M	59
Mid North Coast	MKD	F	6
Mid North Coast	MKD	M	9
Mid North Coast	MLT	F	88
Mid North Coast	MLT	M	105
Mid North Coast	MMR	F	14
Mid North Coast	MMR	M	16
Mid North Coast	MUS	F	20
Mid North Coast	MUS	M	14
Mid North Coast	MYS	F	125
Mid North Coast	MYS	M	95
Mid North Coast	NLD	F	375
Mid North Coast	NLD	M	354
Mid North Coast	NPL	F	152
Mid North Coast	NPL	M	154
Mid North Coast	NZL	F	1427
Mid North Coast	NZL	M	1286
Mid North Coast	PAK	F	23
Mid North Coast	PAK	M	47
Mid North Coast	PHL	F	798
Mid North Coast	PHL	M	254
Mid North Coast	PNG	F	89
Mid North Coast	PNG	M	66
Mid North Coast	POL	F	83
Mid North Coast	POL	M	59
Mid North Coast	SGP	F	51
Mid North Coast	SGP	M	32
Mid North Coast	THA	F	279
Mid North Coast	THA	M	76
Mid North Coast	TUR	F	16
Mid North Coast	TUR	M	26
Mid North Coast	TWN	F	37
Mid North Coast	TWN	M	13
Mid North Coast	USA	F	335
Mid North Coast	USA	M	295
Mid North Coast	VNM	F	115
Mid North Coast	VNM	M	68
Mid North Coast	WSM	F	10
Mid North Coast	WSM	M	9
Mid North Coast	ZAF	F	373
Mid North Coast	ZAF	M	342
Mid North Coast	ZWE	F	79
Mid North Coast	ZWE	M	63
Murray		F	5667
Murray		M	5892
Murray	AFG	M	3
Murray	AUS	F	51791
Murray	AUS	M	50133
Murray	BGD	F	37
Murray	BGD	M	37
Murray	BIH	F	4
Murray	BIH	M	5
Murray	BRA	F	7
Murray	BRA	M	6
Murray	CAN	F	50
Murray	CAN	M	52
Murray	CHL	F	20
Murray	CHL	M	12
Murray	CHN	F	138
Murray	CHN	M	84
Murray	DEU	F	242
Murray	DEU	M	212
Murray	EGY	F	15
Murray	EGY	M	18
Murray	FJI	F	55
Murray	FJI	M	54
Murray	FRA	F	20
Murray	FRA	M	25
Murray	GBR	F	1385
Murray	GBR	M	1304
Murray	GRC	F	31
Murray	GRC	M	33
Murray	HKG	F	29
Murray	HKG	M	23
Murray	HRV	F	39
Murray	HRV	M	26
Murray	IDN	F	52
Murray	IDN	M	24
Murray	IND	F	553
Murray	IND	M	754
Murray	IRL	F	50
Murray	IRL	M	69
Murray	IRN	F	12
Murray	IRN	M	13
Murray	IRQ	F	8
Murray	IRQ	M	13
Murray	ITA	F	96
Murray	ITA	M	153
Murray	JPN	F	20
Murray	JPN	M	9
Murray	KHM	F	6
Murray	KHM	M	9
Murray	KOR	F	32
Murray	KOR	M	37
Murray	LBN	F	9
Murray	LBN	M	15
Murray	LKA	F	71
Murray	LKA	M	76
Murray	MLT	F	21
Murray	MLT	M	26
Murray	MMR	F	7
Murray	MMR	M	8
Murray	MUS	F	12
Murray	MUS	M	12
Murray	MYS	F	95
Murray	MYS	M	98
Murray	NLD	F	196
Murray	NLD	M	187
Murray	NPL	F	184
Murray	NPL	M	197
Murray	NZL	F	567
Murray	NZL	M	571
Murray	PAK	F	28
Murray	PAK	M	58
Murray	PHL	F	474
Murray	PHL	M	257
Murray	PNG	F	24
Murray	PNG	M	24
Murray	POL	F	23
Murray	POL	M	14
Murray	SGP	F	28
Murray	SGP	M	16
Murray	THA	F	136
Murray	THA	M	36
Murray	TUR	M	12
Murray	TWN	F	25
Murray	TWN	M	7
Murray	USA	F	112
Murray	USA	M	77
Murray	VNM	F	72
Murray	VNM	M	53
Murray	WSM	F	3
Murray	WSM	M	12
Murray	ZAF	F	144
Murray	ZAF	M	130
Murray	ZWE	F	28
Murray	ZWE	M	28
New England and North West		F	10051
New England and North West		M	10002
New England and North West	AFG	F	3
New England and North West	AFG	M	4
New England and North West	AUS	F	77083
New England and North West	AUS	M	74634
