SA4_NAME16	Age5yr	Indigenous	Sex	persons
Central Coast	65+	0	F	39537
Central Coast	65+	0	M	32599
Central Coast	65+	1	F	575
Central Coast	65+	1	M	485
Central West	0-4		F	363
Central West	0-4		M	359
Central West	0-4	0	F	4723
Central West	0-4	0	M	5157
Central West	0-4	1	F	951
Central West	0-4	1	M	1014
Central West	5-9		F	500
Central West	5-9		M	489
Central West	5-9	0	F	5405
Central West	5-9	0	M	5679
Central West	5-9	1	F	971
Central West	5-9	1	M	1064
Central West	10-14		F	508
Central West	10-14		M	506
Central West	10-14	0	F	5673
Central West	10-14	0	M	5970
Central West	10-14	1	F	981
Central West	10-14	1	M	1055
Central West	15-19		F	372
Central West	15-19		M	437
Central West	15-19	0	F	4837
Central West	15-19	0	M	5363
Central West	15-19	1	F	803
Central West	15-19	1	M	879
Central West	20-24		F	352
Central West	20-24		M	423
Central West	20-24	0	F	4325
Central West	20-24	0	M	4653
Central West	20-24	1	F	682
Central West	20-24	1	M	729
Central West	25-29		F	360
Central West	25-29		M	375
Central West	25-29	0	F	5125
Central West	25-29	0	M	4997
Central West	25-29	1	F	631
Central West	25-29	1	M	629
Central West	30-34		F	424
Central West	30-34		M	404
Central West	30-34	0	F	5505
Central West	30-34	0	M	5366
Central West	30-34	1	F	548
Central West	30-34	1	M	499
Central West	35-39		F	393
Central West	35-39		M	440
Central West	35-39	0	F	5470
Central West	35-39	0	M	5303
Central West	35-39	1	F	434
Central West	35-39	1	M	421
Central West	40-44		F	379
Central West	40-44		M	429
Central West	40-44	0	F	5111
Central West	40-44	0	M	4960
Central West	40-44	1	F	387
Central West	40-44	1	M	385
Central West	45-49		F	407
Central West	45-49		M	414
Central West	45-49	0	F	5700
Central West	45-49	0	M	5431
Central West	45-49	1	F	447
Central West	45-49	1	M	398
Central West	50-54		F	412
Central West	50-54		M	457
Central West	50-54	0	F	5960
Central West	50-54	0	M	5741
Central West	50-54	1	F	435
Central West	50-54	1	M	407
Central West	55-59		F	422
Central West	55-59		M	493
Central West	55-59	0	F	6201
Central West	55-59	0	M	6077
Central West	55-59	1	F	382
Central West	55-59	1	M	364
Central West	60-64		F	387
Central West	60-64		M	457
Central West	60-64	0	F	6312
Central West	60-64	0	M	6255
Central West	60-64	1	F	304
Central West	60-64	1	M	275
Central West	65+		F	1427
Central West	65+		M	1393
Central West	65+	0	F	21215
Central West	65+	0	M	19514
Central West	65+	1	F	550
Central West	65+	1	M	535
Coffs Harbour - Grafton	0-4		F	194
Coffs Harbour - Grafton	0-4		M	208
Coffs Harbour - Grafton	0-4	0	F	2900
Coffs Harbour - Grafton	0-4	0	M	2877
Coffs Harbour - Grafton	0-4	1	F	479
Coffs Harbour - Grafton	0-4	1	M	515
Coffs Harbour - Grafton	5-9		F	232
Coffs Harbour - Grafton	5-9		M	274
Coffs Harbour - Grafton	5-9	0	F	3261
Coffs Harbour - Grafton	5-9	0	M	3586
Coffs Harbour - Grafton	5-9	1	F	505
Coffs Harbour - Grafton	5-9	1	M	517
Coffs Harbour - Grafton	10-14		F	314
Coffs Harbour - Grafton	10-14		M	290
Coffs Harbour - Grafton	10-14	0	F	3748
Coffs Harbour - Grafton	10-14	0	M	3808
Coffs Harbour - Grafton	10-14	1	F	524
Coffs Harbour - Grafton	10-14	1	M	592
Coffs Harbour - Grafton	15-19		F	253
Coffs Harbour - Grafton	15-19		M	259
Coffs Harbour - Grafton	15-19	0	F	3166
Coffs Harbour - Grafton	15-19	0	M	3383
Coffs Harbour - Grafton	15-19	1	F	434
Coffs Harbour - Grafton	15-19	1	M	458
Coffs Harbour - Grafton	20-24		F	176
Coffs Harbour - Grafton	20-24		M	201
Coffs Harbour - Grafton	20-24	0	F	2509
Coffs Harbour - Grafton	20-24	0	M	2683
Coffs Harbour - Grafton	20-24	1	F	391
Coffs Harbour - Grafton	20-24	1	M	403
Coffs Harbour - Grafton	25-29		F	256
Coffs Harbour - Grafton	25-29		M	230
Coffs Harbour - Grafton	25-29	0	F	2996
Coffs Harbour - Grafton	25-29	0	M	2952
Coffs Harbour - Grafton	25-29	1	F	324
Coffs Harbour - Grafton	25-29	1	M	347
Coffs Harbour - Grafton	30-34		F	241
Coffs Harbour - Grafton	30-34		M	277
Coffs Harbour - Grafton	30-34	0	F	3508
Coffs Harbour - Grafton	30-34	0	M	3280
Coffs Harbour - Grafton	30-34	1	F	290
Coffs Harbour - Grafton	30-34	1	M	320
Coffs Harbour - Grafton	35-39		F	254
Coffs Harbour - Grafton	35-39		M	248
Coffs Harbour - Grafton	35-39	0	F	3620
Coffs Harbour - Grafton	35-39	0	M	3424
Coffs Harbour - Grafton	35-39	1	F	254
Coffs Harbour - Grafton	35-39	1	M	283
Coffs Harbour - Grafton	40-44		F	262
Coffs Harbour - Grafton	40-44		M	294
Coffs Harbour - Grafton	40-44	0	F	3609
Coffs Harbour - Grafton	40-44	0	M	3277
Coffs Harbour - Grafton	40-44	1	F	245
Coffs Harbour - Grafton	40-44	1	M	205
Coffs Harbour - Grafton	45-49		F	259
Coffs Harbour - Grafton	45-49		M	290
Coffs Harbour - Grafton	45-49	0	F	4084
Coffs Harbour - Grafton	45-49	0	M	3746
Coffs Harbour - Grafton	45-49	1	F	254
Coffs Harbour - Grafton	45-49	1	M	230
Coffs Harbour - Grafton	50-54		F	249
Coffs Harbour - Grafton	50-54		M	272
Coffs Harbour - Grafton	50-54	0	F	4356
Coffs Harbour - Grafton	50-54	0	M	3867
Coffs Harbour - Grafton	50-54	1	F	264
Coffs Harbour - Grafton	50-54	1	M	229
Coffs Harbour - Grafton	55-59		F	269
Coffs Harbour - Grafton	55-59		M	288
Coffs Harbour - Grafton	55-59	0	F	4796
Coffs Harbour - Grafton	55-59	0	M	4332
Coffs Harbour - Grafton	55-59	1	F	220
Coffs Harbour - Grafton	55-59	1	M	194
Coffs Harbour - Grafton	60-64		F	242
Coffs Harbour - Grafton	60-64		M	312
Coffs Harbour - Grafton	60-64	0	F	5346
Coffs Harbour - Grafton	60-64	0	M	4879
Coffs Harbour - Grafton	60-64	1	F	185
Coffs Harbour - Grafton	60-64	1	M	188
Coffs Harbour - Grafton	65+		F	1116
Coffs Harbour - Grafton	65+		M	951
Coffs Harbour - Grafton	65+	0	F	17672
Coffs Harbour - Grafton	65+	0	M	16222
Coffs Harbour - Grafton	65+	1	F	362
Coffs Harbour - Grafton	65+	1	M	283
Far West and Orana	0-4		F	376
Far West and Orana	0-4		M	398
Far West and Orana	0-4	0	F	2307
Far West and Orana	0-4	0	M	2393
Far West and Orana	0-4	1	F	1024
Far West and Orana	0-4	1	M	1099
Far West and Orana	5-9		F	428
Far West and Orana	5-9		M	466
Far West and Orana	5-9	0	F	2285
Far West and Orana	5-9	0	M	2226
Far West and Orana	5-9	1	F	1048
Far West and Orana	5-9	1	M	1173
Far West and Orana	10-14		F	448
Far West and Orana	10-14		M	480
Far West and Orana	10-14	0	F	2238
Far West and Orana	10-14	0	M	2434
Far West and Orana	10-14	1	F	1020
Far West and Orana	10-14	1	M	1071
Far West and Orana	15-19		F	340
Far West and Orana	15-19		M	411
Far West and Orana	15-19	0	F	1885
Far West and Orana	15-19	0	M	2093
Far West and Orana	15-19	1	F	907
Far West and Orana	15-19	1	M	906
Far West and Orana	20-24		F	314
Far West and Orana	20-24		M	340
Far West and Orana	20-24	0	F	1881
Far West and Orana	20-24	0	M	1926
Far West and Orana	20-24	1	F	754
Far West and Orana	20-24	1	M	769
Far West and Orana	25-29		F	405
Far West and Orana	25-29		M	395
Far West and Orana	25-29	0	F	2797
Far West and Orana	25-29	0	M	2699
Far West and Orana	25-29	1	F	775
Far West and Orana	25-29	1	M	708
Far West and Orana	30-34		F	395
Far West and Orana	30-34		M	396
Far West and Orana	30-34	0	F	2904
Far West and Orana	30-34	0	M	2784
Far West and Orana	30-34	1	F	634
Far West and Orana	30-34	1	M	600
Far West and Orana	35-39		F	413
Far West and Orana	35-39		M	340
Far West and Orana	35-39	0	F	2575
Far West and Orana	35-39	0	M	2545
Far West and Orana	35-39	1	F	521
Far West and Orana	35-39	1	M	497
Far West and Orana	40-44		F	373
Far West and Orana	40-44		M	345
Far West and Orana	40-44	0	F	2303
Far West and Orana	40-44	0	M	2222
Far West and Orana	40-44	1	F	459
Far West and Orana	40-44	1	M	396
Far West and Orana	45-49		F	336
Far West and Orana	45-49		M	324
Far West and Orana	45-49	0	F	2385
Far West and Orana	45-49	0	M	2351
Far West and Orana	45-49	1	F	520
Far West and Orana	45-49	1	M	468
Far West and Orana	50-54		F	375
Far West and Orana	50-54		M	358
Far West and Orana	50-54	0	F	2657
Far West and Orana	50-54	0	M	2632
Far West and Orana	50-54	1	F	581
Far West and Orana	50-54	1	M	477
Far West and Orana	55-59		F	363
Far West and Orana	55-59		M	413
Far West and Orana	55-59	0	F	2955
Far West and Orana	55-59	0	M	2848
Far West and Orana	55-59	1	F	457
Far West and Orana	55-59	1	M	446
Far West and Orana	60-64		F	329
Far West and Orana	60-64		M	344
Far West and Orana	60-64	0	F	3135
Far West and Orana	60-64	0	M	3136
Far West and Orana	60-64	1	F	426
Far West and Orana	60-64	1	M	383
Far West and Orana	65+		F	1256
Far West and Orana	65+		M	1092
Far West and Orana	65+	0	F	9907
Far West and Orana	65+	0	M	9253
Far West and Orana	65+	1	F	781
Far West and Orana	65+	1	M	703
Hunter Valley exc Newcastle	0-4		F	349
Hunter Valley exc Newcastle	0-4		M	343
Hunter Valley exc Newcastle	0-4	0	F	6897
Hunter Valley exc Newcastle	0-4	0	M	7278
Hunter Valley exc Newcastle	0-4	1	F	1328
Hunter Valley exc Newcastle	0-4	1	M	1383
Hunter Valley exc Newcastle	5-9		F	431
Hunter Valley exc Newcastle	5-9		M	483
Hunter Valley exc Newcastle	5-9	0	F	7649
Hunter Valley exc Newcastle	5-9	0	M	8075
Hunter Valley exc Newcastle	5-9	1	F	1340
Hunter Valley exc Newcastle	5-9	1	M	1494
Hunter Valley exc Newcastle	10-14		F	417
Hunter Valley exc Newcastle	10-14		M	466
Hunter Valley exc Newcastle	10-14	0	F	7886
Hunter Valley exc Newcastle	10-14	0	M	8252
Hunter Valley exc Newcastle	10-14	1	F	1353
Hunter Valley exc Newcastle	10-14	1	M	1468
Hunter Valley exc Newcastle	15-19		F	350
Hunter Valley exc Newcastle	15-19		M	452
Hunter Valley exc Newcastle	15-19	0	F	6906
Hunter Valley exc Newcastle	15-19	0	M	7477
Hunter Valley exc Newcastle	15-19	1	F	1128
Hunter Valley exc Newcastle	15-19	1	M	1270
Hunter Valley exc Newcastle	20-24		F	356
Hunter Valley exc Newcastle	20-24		M	453
Hunter Valley exc Newcastle	20-24	0	F	6554
Hunter Valley exc Newcastle	20-24	0	M	6923
Hunter Valley exc Newcastle	20-24	1	F	944
Hunter Valley exc Newcastle	20-24	1	M	949
Hunter Valley exc Newcastle	25-29		F	383
Hunter Valley exc Newcastle	25-29		M	439
Hunter Valley exc Newcastle	25-29	0	F	7702
Hunter Valley exc Newcastle	25-29	0	M	7536
Hunter Valley exc Newcastle	25-29	1	F	828
Hunter Valley exc Newcastle	25-29	1	M	880
Hunter Valley exc Newcastle	30-34		F	384
Hunter Valley exc Newcastle	30-34		M	484
Hunter Valley exc Newcastle	30-34	0	F	8364
Hunter Valley exc Newcastle	30-34	0	M	7975
Hunter Valley exc Newcastle	30-34	1	F	763
Hunter Valley exc Newcastle	30-34	1	M	786
Hunter Valley exc Newcastle	35-39		F	372
Hunter Valley exc Newcastle	35-39		M	414
Hunter Valley exc Newcastle	35-39	0	F	8246
Hunter Valley exc Newcastle	35-39	0	M	7874
Hunter Valley exc Newcastle	35-39	1	F	681
Hunter Valley exc Newcastle	35-39	1	M	617
Hunter Valley exc Newcastle	40-44		F	369
Hunter Valley exc Newcastle	40-44		M	408
Hunter Valley exc Newcastle	40-44	0	F	7589
Hunter Valley exc Newcastle	40-44	0	M	7560
Hunter Valley exc Newcastle	40-44	1	F	537
Hunter Valley exc Newcastle	40-44	1	M	556
Hunter Valley exc Newcastle	45-49		F	384
Hunter Valley exc Newcastle	45-49		M	399
Hunter Valley exc Newcastle	45-49	0	F	8202
Hunter Valley exc Newcastle	45-49	0	M	7883
Hunter Valley exc Newcastle	45-49	1	F	589
Hunter Valley exc Newcastle	45-49	1	M	519
Hunter Valley exc Newcastle	50-54		F	348
Hunter Valley exc Newcastle	50-54		M	395
Hunter Valley exc Newcastle	50-54	0	F	8397
Hunter Valley exc Newcastle	50-54	0	M	8103
Hunter Valley exc Newcastle	50-54	1	F	529
Hunter Valley exc Newcastle	50-54	1	M	484
Hunter Valley exc Newcastle	55-59		F	378
Hunter Valley exc Newcastle	55-59		M	431
Hunter Valley exc Newcastle	55-59	0	F	8500
Hunter Valley exc Newcastle	55-59	0	M	8170
Hunter Valley exc Newcastle	55-59	1	F	477
Hunter Valley exc Newcastle	55-59	1	M	409
Hunter Valley exc Newcastle	60-64		F	308
Hunter Valley exc Newcastle	60-64		M	400
Hunter Valley exc Newcastle	60-64	0	F	8795
Hunter Valley exc Newcastle	60-64	0	M	8371
Hunter Valley exc Newcastle	60-64	1	F	409
Hunter Valley exc Newcastle	60-64	1	M	342
Hunter Valley exc Newcastle	65+		F	1364
Hunter Valley exc Newcastle	65+		M	1217
Hunter Valley exc Newcastle	65+	0	F	27331
Hunter Valley exc Newcastle	65+	0	M	25148
Hunter Valley exc Newcastle	65+	1	F	674
Hunter Valley exc Newcastle	65+	1	M	567
Illawarra	0-4		F	277
Illawarra	0-4		M	328
Illawarra	0-4	0	F	7729
Illawarra	0-4	0	M	8254
Illawarra	0-4	1	F	603
Illawarra	0-4	1	M	644
Illawarra	5-9		F	401
Illawarra	5-9		M	370
Illawarra	5-9	0	F	8164
Illawarra	5-9	0	M	8731
Illawarra	5-9	1	F	601
Illawarra	5-9	1	M	645
Illawarra	10-14		F	377
Illawarra	10-14		M	384
Illawarra	10-14	0	F	8399
Illawarra	10-14	0	M	8962
Illawarra	10-14	1	F	627
Illawarra	10-14	1	M	633
Illawarra	15-19		F	372
Illawarra	15-19		M	398
Illawarra	15-19	0	F	8474
Illawarra	15-19	0	M	8686
Illawarra	15-19	1	F	575
Illawarra	15-19	1	M	613
Illawarra	20-24		F	406
Illawarra	20-24		M	452
Illawarra	20-24	0	F	9518
Illawarra	20-24	0	M	9845
Illawarra	20-24	1	F	563
Illawarra	20-24	1	M	539
Illawarra	25-29		F	402
Illawarra	25-29		M	439
Illawarra	25-29	0	F	9063
Illawarra	25-29	0	M	9417
Illawarra	25-29	1	F	435
Illawarra	25-29	1	M	426
Illawarra	30-34		F	377
Illawarra	30-34		M	400
Illawarra	30-34	0	F	9465
Illawarra	30-34	0	M	8863
Illawarra	30-34	1	F	352
Illawarra	30-34	1	M	359
Illawarra	35-39		F	387
Illawarra	35-39		M	379
Illawarra	35-39	0	F	9405
Illawarra	35-39	0	M	8859
Illawarra	35-39	1	F	306
Illawarra	35-39	1	M	292
Illawarra	40-44		F	358
Illawarra	40-44		M	359
Illawarra	40-44	0	F	9048
Illawarra	40-44	0	M	8675
Illawarra	40-44	1	F	274
Illawarra	40-44	1	M	224
Illawarra	45-49		F	352
Illawarra	45-49		M	387
Illawarra	45-49	0	F	9656
Illawarra	45-49	0	M	9157
Illawarra	45-49	1	F	292
Illawarra	45-49	1	M	266
Illawarra	50-54		F	279
Illawarra	50-54		M	327
Illawarra	50-54	0	F	9290
Illawarra	50-54	0	M	8740
Illawarra	50-54	1	F	284
Illawarra	50-54	1	M	230
Illawarra	55-59		F	287
Illawarra	55-59		M	318
Illawarra	55-59	0	F	9553
Illawarra	55-59	0	M	9134
Illawarra	55-59	1	F	252
Illawarra	55-59	1	M	196
Illawarra	60-64		F	262
Illawarra	60-64		M	312
Illawarra	60-64	0	F	9596
Illawarra	60-64	0	M	8849
Illawarra	60-64	1	F	213
Illawarra	60-64	1	M	183
Illawarra	65+		F	1438
Illawarra	65+		M	1154
Illawarra	65+	0	F	30730
Illawarra	65+	0	M	26311
Illawarra	65+	1	F	331
Illawarra	65+	1	M	315
Mid North Coast	0-4		F	299
Mid North Coast	0-4		M	315
Mid North Coast	0-4	0	F	3831
Mid North Coast	0-4	0	M	3967
Mid North Coast	0-4	1	F	877
Mid North Coast	0-4	1	M	902
Mid North Coast	5-9		F	423
Mid North Coast	5-9		M	411
Mid North Coast	5-9	0	F	4553
Mid North Coast	5-9	0	M	4677
Mid North Coast	5-9	1	F	973
Mid North Coast	5-9	1	M	978
Mid North Coast	10-14		F	439
Mid North Coast	10-14		M	446
Mid North Coast	10-14	0	F	5221
Mid North Coast	10-14	0	M	5504
Mid North Coast	10-14	1	F	996
Mid North Coast	10-14	1	M	1023
Mid North Coast	15-19		F	358
Mid North Coast	15-19		M	413
Mid North Coast	15-19	0	F	4728
Mid North Coast	15-19	0	M	4976
Mid North Coast	15-19	1	F	856
Mid North Coast	15-19	1	M	875
Mid North Coast	20-24		F	285
Mid North Coast	20-24		M	318
Mid North Coast	20-24	0	F	3658
Mid North Coast	20-24	0	M	3824
Mid North Coast	20-24	1	F	589
Mid North Coast	20-24	1	M	688
Mid North Coast	25-29		F	334
Mid North Coast	25-29		M	326
Mid North Coast	25-29	0	F	4012
Mid North Coast	25-29	0	M	3859
Mid North Coast	25-29	1	F	543
Mid North Coast	25-29	1	M	572
Mid North Coast	30-34		F	328
Mid North Coast	30-34		M	297
Mid North Coast	30-34	0	F	4502
Mid North Coast	30-34	0	M	4029
Mid North Coast	30-34	1	F	513
Mid North Coast	30-34	1	M	474
Mid North Coast	35-39		F	331
Mid North Coast	35-39		M	353
Mid North Coast	35-39	0	F	4797
Mid North Coast	35-39	0	M	4285
Mid North Coast	35-39	1	F	417
Mid North Coast	35-39	1	M	456
Mid North Coast	40-44		F	357
Mid North Coast	40-44		M	308
Mid North Coast	40-44	0	F	5026
Mid North Coast	40-44	0	M	4549
Mid North Coast	40-44	1	F	376
Mid North Coast	40-44	1	M	366
Mid North Coast	45-49		F	360
Mid North Coast	45-49		M	378
Mid North Coast	45-49	0	F	5856
Mid North Coast	45-49	0	M	5359
Mid North Coast	45-49	1	F	438
Mid North Coast	45-49	1	M	378
Mid North Coast	50-54		F	361
Mid North Coast	50-54		M	411
Mid North Coast	50-54	0	F	6528
Mid North Coast	50-54	0	M	5915
Mid North Coast	50-54	1	F	460
Mid North Coast	50-54	1	M	356
Mid North Coast	55-59		F	432
Mid North Coast	55-59		M	471
Mid North Coast	55-59	0	F	7606
Mid North Coast	55-59	0	M	6766
Mid North Coast	55-59	1	F	438
Mid North Coast	55-59	1	M	368
Mid North Coast	60-64		F	465
Mid North Coast	60-64		M	461
Mid North Coast	60-64	0	F	9028
Mid North Coast	60-64	0	M	7980
Mid North Coast	60-64	1	F	427
Mid North Coast	60-64	1	M	353
Mid North Coast	65+		F	1776
Mid North Coast	65+		M	1639
Mid North Coast	65+	0	F	33195
Mid North Coast	65+	0	M	30654
Mid North Coast	65+	1	F	721
Mid North Coast	65+	1	M	650
Murray	0-4		F	245
Murray	0-4		M	248
Murray	0-4	0	F	2962
Murray	0-4	0	M	3082
Murray	0-4	1	F	280
Murray	0-4	1	M	322
Murray	5-9		F	267
Murray	5-9		M	311
Murray	5-9	0	F	3082
Murray	5-9	0	M	3281
Murray	5-9	1	F	255
Murray	5-9	1	M	314
Murray	10-14		F	254
Murray	10-14		M	311
Murray	10-14	0	F	3180
Murray	10-14	0	M	3319
Murray	10-14	1	F	303
Murray	10-14	1	M	272
Murray	15-19		F	240
Murray	15-19		M	274
Murray	15-19	0	F	2981
Murray	15-19	0	M	3080
Murray	15-19	1	F	273
Murray	15-19	1	M	253
Murray	20-24		F	201
Murray	20-24		M	251
Murray	20-24	0	F	2661
Murray	20-24	0	M	2714
Murray	20-24	1	F	213
Murray	20-24	1	M	186
Murray	25-29		F	249
Murray	25-29		M	282
Murray	25-29	0	F	2945
Murray	25-29	0	M	3078
Murray	25-29	1	F	167
Murray	25-29	1	M	157
Murray	30-34		F	253
Murray	30-34		M	255
Murray	30-34	0	F	3187
Murray	30-34	0	M	2842
Murray	30-34	1	F	149
Murray	30-34	1	M	126
Murray	35-39		F	252
Murray	35-39		M	257
Murray	35-39	0	F	3199
Murray	35-39	0	M	2906
Murray	35-39	1	F	142
Murray	35-39	1	M	114
Murray	40-44		F	239
Murray	40-44		M	242
Murray	40-44	0	F	3103
Murray	40-44	0	M	2910
Murray	40-44	1	F	106
Murray	40-44	1	M	91
Murray	45-49		F	243
Murray	45-49		M	268
Murray	45-49	0	F	3311
Murray	45-49	0	M	3093
Murray	45-49	1	F	126
Murray	45-49	1	M	105
Murray	50-54		F	228
Murray	50-54		M	289
Murray	50-54	0	F	3535
Murray	50-54	0	M	3356
Murray	50-54	1	F	134
Murray	50-54	1	M	116
Murray	55-59		F	287
Murray	55-59		M	294
Murray	55-59	0	F	3768
Murray	55-59	0	M	3552
Murray	55-59	1	F	126
Murray	55-59	1	M	97
Murray	60-64		F	270
Murray	60-64		M	308
Murray	60-64	0	F	4181
Murray	60-64	0	M	3938
Murray	60-64	1	F	108
Murray	60-64	1	M	91
Murray	65+		F	979
Murray	65+		M	936
Murray	65+	0	F	13777
Murray	65+	0	M	12791
Murray	65+	1	F	181
Murray	65+	1	M	185
New England and North West	0-4		F	417
New England and North West	0-4		M	458
New England and North West	0-4	0	F	3447
New England and North West	0-4	0	M	3871
New England and North West	0-4	1	F	1162
New England and North West	0-4	1	M	1327
New England and North West	5-9		F	583
New England and North West	5-9		M	584
New England and North West	5-9	0	F	4111
New England and North West	5-9	0	M	4214
New England and North West	5-9	1	F	1273
New England and North West	5-9	1	M	1395
New England and North West	10-14		F	614
New England and North West	10-14		M	611
New England and North West	10-14	0	F	4321
New England and North West	10-14	0	M	4513
New England and North West	10-14	1	F	1279
New England and North West	10-14	1	M	1314
New England and North West	15-19		F	627
New England and North West	15-19		M	569
New England and North West	15-19	0	F	4053
New England and North West	15-19	0	M	4128
New England and North West	15-19	1	F	1106
New England and North West	15-19	1	M	1073
New England and North West	20-24		F	553
New England and North West	20-24		M	597
New England and North West	20-24	0	F	3602
New England and North West	20-24	0	M	3723
New England and North West	20-24	1	F	888
New England and North West	20-24	1	M	853
New England and North West	25-29		F	504
New England and North West	25-29		M	526
New England and North West	25-29	0	F	4250
New England and North West	25-29	0	M	4191
New England and North West	25-29	1	F	830
New England and North West	25-29	1	M	692
New England and North West	30-34		F	511
New England and North West	30-34		M	510
New England and North West	30-34	0	F	4535
New England and North West	30-34	0	M	4144
New England and North West	30-34	1	F	670
New England and North West	30-34	1	M	591
New England and North West	35-39		F	515
