CED_NAME16	EduInstitutionType	Sex	students
Durack	University or other tertiary	F	2007
Durack	University or other tertiary	M	808
Forrest		F	5069
Forrest		M	6167
Forrest	Infants/Primary	F	6457
Forrest	Infants/Primary	M	7094
Forrest	Pre-school	F	1283
Forrest	Pre-school	M	1330
Forrest	Secondary	F	5634
Forrest	Secondary	M	5663
Forrest	Technical or Further Educational Institution	F	1904
Forrest	Technical or Further Educational Institution	M	1461
Forrest	University or other tertiary	F	1914
Forrest	University or other tertiary	M	681
Fremantle		F	4348
Fremantle		M	4875
Fremantle	Infants/Primary	F	6604
Fremantle	Infants/Primary	M	6589
Fremantle	Pre-school	F	1440
Fremantle	Pre-school	M	1590
Fremantle	Secondary	F	5107
Fremantle	Secondary	M	5304
Fremantle	Technical or Further Educational Institution	F	1884
Fremantle	Technical or Further Educational Institution	M	1590
Fremantle	University or other tertiary	F	5233
Fremantle	University or other tertiary	M	3297
Hasluck		F	4815
Hasluck		M	7000
Hasluck	Infants/Primary	F	7768
Hasluck	Infants/Primary	M	8244
Hasluck	Pre-school	F	1613
Hasluck	Pre-school	M	1747
Hasluck	Secondary	F	6072
Hasluck	Secondary	M	6556
Hasluck	Technical or Further Educational Institution	F	2155
Hasluck	Technical or Further Educational Institution	M	1758
Hasluck	University or other tertiary	F	3722
Hasluck	University or other tertiary	M	2341
Moore		F	2980
Moore		M	3392
Moore	Infants/Primary	F	7098
Moore	Infants/Primary	M	7519
Moore	Pre-school	F	1273
Moore	Pre-school	M	1463
Moore	Secondary	F	6226
Moore	Secondary	M	6563
Moore	Technical or Further Educational Institution	F	1510
Moore	Technical or Further Educational Institution	M	1488
Moore	University or other tertiary	F	4468
Moore	University or other tertiary	M	3385
O'Connor		F	8507
O'Connor		M	10779
O'Connor	Infants/Primary	F	6590
O'Connor	Infants/Primary	M	6937
O'Connor	Pre-school	F	1352
O'Connor	Pre-school	M	1356
O'Connor	Secondary	F	5174
O'Connor	Secondary	M	5190
O'Connor	Technical or Further Educational Institution	F	1930
O'Connor	Technical or Further Educational Institution	M	1478
O'Connor	University or other tertiary	F	1580
O'Connor	University or other tertiary	M	717
Pearce		F	4409
Pearce		M	5004
Pearce	Infants/Primary	F	8901
Pearce	Infants/Primary	M	9378
Pearce	Pre-school	F	1722
Pearce	Pre-school	M	1863
Pearce	Secondary	F	6750
Pearce	Secondary	M	7104
Pearce	Technical or Further Educational Institution	F	2306
Pearce	Technical or Further Educational Institution	M	1856
Pearce	University or other tertiary	F	4323
Pearce	University or other tertiary	M	2669
Perth		F	5697
Perth		M	6543
Perth	Infants/Primary	F	5169
Perth	Infants/Primary	M	5283
Perth	Pre-school	F	1256
Perth	Pre-school	M	1459
Perth	Secondary	F	3951
Perth	Secondary	M	4108
Perth	Technical or Further Educational Institution	F	2730
Perth	Technical or Further Educational Institution	M	2162
Perth	University or other tertiary	F	6752
Perth	University or other tertiary	M	5329
Swan		F	6636
Swan		M	7065
Swan	Infants/Primary	F	6128
Swan	Infants/Primary	M	6583
Swan	Pre-school	F	1444
Swan	Pre-school	M	1559
Swan	Secondary	F	4721
Swan	Secondary	M	5206
Swan	Technical or Further Educational Institution	F	2934
Swan	Technical or Further Educational Institution	M	2598
Swan	University or other tertiary	F	7198
Swan	University or other tertiary	M	6013
Tangney		F	3725
Tangney		M	4725
Tangney	Infants/Primary	F	7980
Tangney	Infants/Primary	M	8184
Tangney	Pre-school	F	1457
Tangney	Pre-school	M	1545
Tangney	Secondary	F	7179
Tangney	Secondary	M	7447
Tangney	Technical or Further Educational Institution	F	1900
Tangney	Technical or Further Educational Institution	M	1738
Tangney	University or other tertiary	F	6455
Tangney	University or other tertiary	M	5440
No usual address (WA)		F	1292
No usual address (WA)		M	2250
No usual address (WA)	Infants/Primary	F	116
No usual address (WA)	Infants/Primary	M	130
No usual address (WA)	Pre-school	F	18
No usual address (WA)	Pre-school	M	22
No usual address (WA)	Secondary	F	54
No usual address (WA)	Secondary	M	52
No usual address (WA)	Technical or Further Educational Institution	F	60
No usual address (WA)	Technical or Further Educational Institution	M	40
No usual address (WA)	University or other tertiary	F	70
No usual address (WA)	University or other tertiary	M	45
Migratory - Offshore - Shipping (WA)		F	20
Migratory - Offshore - Shipping (WA)		M	193
Migratory - Offshore - Shipping (WA)	Technical or Further Educational Institution	M	7
Migratory - Offshore - Shipping (WA)	University or other tertiary	M	3
Bass		F	3477
Bass		M	3551
Bass	Infants/Primary	F	4353
Bass	Infants/Primary	M	4616
Bass	Pre-school	F	652
Bass	Pre-school	M	655
Bass	Secondary	F	3251
Bass	Secondary	M	3321
Bass	Technical or Further Educational Institution	F	1424
Bass	Technical or Further Educational Institution	M	1382
Bass	University or other tertiary	F	2268
Bass	University or other tertiary	M	1579
Braddon		F	3740
Braddon		M	3725
Braddon	Infants/Primary	F	4419
Braddon	Infants/Primary	M	4566
Braddon	Pre-school	F	511
Braddon	Pre-school	M	570
Braddon	Secondary	F	3158
Braddon	Secondary	M	3160
Braddon	Technical or Further Educational Institution	F	1258
Braddon	Technical or Further Educational Institution	M	1149
Braddon	University or other tertiary	F	1474
Braddon	University or other tertiary	M	685
Clark		F	3270
Clark		M	3097
Clark	Infants/Primary	F	3928
Clark	Infants/Primary	M	4228
Clark	Pre-school	F	648
Clark	Pre-school	M	672
Clark	Secondary	F	3125
Clark	Secondary	M	3236
Clark	Technical or Further Educational Institution	F	1996
Clark	Technical or Further Educational Institution	M	2154
Clark	University or other tertiary	F	4233
Clark	University or other tertiary	M	3352
Franklin		F	3018
Franklin		M	3372
Franklin	Infants/Primary	F	4758
Franklin	Infants/Primary	M	4873
Franklin	Pre-school	F	737
Franklin	Pre-school	M	800
Franklin	Secondary	F	3292
Franklin	Secondary	M	3455
Franklin	Technical or Further Educational Institution	F	1408
Franklin	Technical or Further Educational Institution	M	1586
Franklin	University or other tertiary	F	2442
Franklin	University or other tertiary	M	1594
Lyons		F	4073
Lyons		M	4037
Lyons	Infants/Primary	F	4557
Lyons	Infants/Primary	M	4820
Lyons	Pre-school	F	620
Lyons	Pre-school	M	622
Lyons	Secondary	F	3001
Lyons	Secondary	M	3093
Lyons	Technical or Further Educational Institution	F	1209
Lyons	Technical or Further Educational Institution	M	1156
Lyons	University or other tertiary	F	1435
Lyons	University or other tertiary	M	709
No usual address (Tas.)		F	139
No usual address (Tas.)		M	210
No usual address (Tas.)	Infants/Primary	F	18
No usual address (Tas.)	Infants/Primary	M	30
No usual address (Tas.)	Pre-school	F	5
No usual address (Tas.)	Pre-school	M	9
No usual address (Tas.)	Secondary	F	19
No usual address (Tas.)	Secondary	M	12
No usual address (Tas.)	Technical or Further Educational Institution	F	21
No usual address (Tas.)	Technical or Further Educational Institution	M	17
No usual address (Tas.)	University or other tertiary	F	27
No usual address (Tas.)	University or other tertiary	M	12
Migratory - Offshore - Shipping (Tas.)		M	3
Lingiari		F	6315
Lingiari		M	8717
Lingiari	Infants/Primary	F	5758
Lingiari	Infants/Primary	M	6104
Lingiari	Pre-school	F	1055
Lingiari	Pre-school	M	1184
Lingiari	Secondary	F	3466
Lingiari	Secondary	M	3503
Lingiari	Technical or Further Educational Institution	F	936
Lingiari	Technical or Further Educational Institution	M	788
Lingiari	University or other tertiary	F	2010
Lingiari	University or other tertiary	M	876
Solomon		F	5281
Solomon		M	5608
Solomon	Infants/Primary	F	4627
Solomon	Infants/Primary	M	4846
Solomon	Pre-school	F	992
Solomon	Pre-school	M	1040
Solomon	Secondary	F	3331
Solomon	Secondary	M	3390
Solomon	Technical or Further Educational Institution	F	1420
Solomon	Technical or Further Educational Institution	M	1147
Solomon	University or other tertiary	F	3919
Solomon	University or other tertiary	M	2391
No usual address (NT)		F	593
No usual address (NT)		M	654
No usual address (NT)	Infants/Primary	F	45
No usual address (NT)	Infants/Primary	M	69
No usual address (NT)	Pre-school	F	8
No usual address (NT)	Pre-school	M	5
No usual address (NT)	Secondary	F	27
No usual address (NT)	Secondary	M	25
No usual address (NT)	Technical or Further Educational Institution	F	11
No usual address (NT)	Technical or Further Educational Institution	M	4
No usual address (NT)	University or other tertiary	F	19
No usual address (NT)	University or other tertiary	M	17
Migratory - Offshore - Shipping (NT)		M	20
Bean		F	3555
Bean		M	3828
Bean	Infants/Primary	F	6523
Bean	Infants/Primary	M	6840
Bean	Pre-school	F	1447
Bean	Pre-school	M	1549
Bean	Secondary	F	4731
Bean	Secondary	M	5176
Bean	Technical or Further Educational Institution	F	1905
Bean	Technical or Further Educational Institution	M	1990
Bean	University or other tertiary	F	4280
Bean	University or other tertiary	M	3080
Canberra		F	4364
Canberra		M	4686
Canberra	Infants/Primary	F	4583
Canberra	Infants/Primary	M	4923
Canberra	Pre-school	F	1030
Canberra	Pre-school	M	1130
Canberra	Secondary	F	3920
Canberra	Secondary	M	3939
Canberra	Technical or Further Educational Institution	F	1578
Canberra	Technical or Further Educational Institution	M	1516
Canberra	University or other tertiary	F	10005
Canberra	University or other tertiary	M	8681
Fenner		F	3871
Fenner		M	3911
Fenner	Infants/Primary	F	7514
Fenner	Infants/Primary	M	7999
Fenner	Pre-school	F	1773
Fenner	Pre-school	M	1956
Fenner	Secondary	F	4976
Fenner	Secondary	M	5296
Fenner	Technical or Further Educational Institution	F	2520
Fenner	Technical or Further Educational Institution	M	2354
Fenner	University or other tertiary	F	5751
Fenner	University or other tertiary	M	4490
No usual address (ACT)		F	42
No usual address (ACT)		M	100
No usual address (ACT)	Infants/Primary	F	5
No usual address (ACT)	Infants/Primary	M	6
No usual address (ACT)	Pre-school	M	3
No usual address (ACT)	Secondary	F	23
No usual address (ACT)	Secondary	M	9
No usual address (ACT)	Technical or Further Educational Institution	F	8
No usual address (ACT)	Technical or Further Educational Institution	M	3
No usual address (ACT)	University or other tertiary	F	15
No usual address (ACT)	University or other tertiary	M	18
No usual address (OT)		M	3
