CED_NAME16	Age	HoursHousekeeping	Sex	adults
Banks	85+		F	530
Banks	85+		M	212
Banks	85+	0	F	1252
Banks	85+	0	M	784
Banks	85+	<5	F	325
Banks	85+	<5	M	256
Banks	85+	5-14	F	386
Banks	85+	5-14	M	254
Banks	85+	15-29	F	191
Banks	85+	15-29	M	118
Banks	85+	30+	F	120
Banks	85+	30+	M	84
Barton	15-19		F	207
Barton	15-19		M	246
Barton	15-19	0	F	1530
Barton	15-19	0	M	2129
Barton	15-19	<5	F	1553
Barton	15-19	<5	M	1590
Barton	15-19	5-14	F	502
Barton	15-19	5-14	M	363
Barton	15-19	15-29	F	59
Barton	15-19	15-29	M	38
Barton	15-19	30+	F	19
Barton	15-19	30+	M	12
Barton	20-24		F	432
Barton	20-24		M	515
Barton	20-24	0	F	2599
Barton	20-24	0	M	3754
Barton	20-24	<5	F	1628
Barton	20-24	<5	M	1768
Barton	20-24	5-14	F	1343
Barton	20-24	5-14	M	956
Barton	20-24	15-29	F	297
Barton	20-24	15-29	M	156
Barton	20-24	30+	F	155
Barton	20-24	30+	M	104
Barton	25-34		F	1218
Barton	25-34		M	1378
Barton	25-34	0	F	5793
Barton	25-34	0	M	7368
Barton	25-34	<5	F	2857
Barton	25-34	<5	M	3849
Barton	25-34	5-14	F	4520
Barton	25-34	5-14	M	3938
Barton	25-34	15-29	F	1645
Barton	25-34	15-29	M	864
Barton	25-34	30+	F	1445
Barton	25-34	30+	M	410
Barton	35-44		F	761
Barton	35-44		M	850
Barton	35-44	0	F	3110
Barton	35-44	0	M	4289
Barton	35-44	<5	F	1450
Barton	35-44	<5	M	2941
Barton	35-44	5-14	F	3593
Barton	35-44	5-14	M	3877
Barton	35-44	15-29	F	2305
Barton	35-44	15-29	M	1219
Barton	35-44	30+	F	2283
Barton	35-44	30+	M	608
Barton	45-54		F	580
Barton	45-54		M	580
Barton	45-54	0	F	2322
Barton	45-54	0	M	3047
Barton	45-54	<5	F	1043
Barton	45-54	<5	M	2306
Barton	45-54	5-14	F	3332
Barton	45-54	5-14	M	3181
Barton	45-54	15-29	F	2309
Barton	45-54	15-29	M	1009
Barton	45-54	30+	F	1778
Barton	45-54	30+	M	471
Barton	55-64		F	456
Barton	55-64		M	517
Barton	55-64	0	F	2538
Barton	55-64	0	M	2950
Barton	55-64	<5	F	923
Barton	55-64	<5	M	1831
Barton	55-64	5-14	F	2470
Barton	55-64	5-14	M	2629
Barton	55-64	15-29	F	1945
Barton	55-64	15-29	M	926
Barton	55-64	30+	F	1593
Barton	55-64	30+	M	473
Barton	65-74		F	397
Barton	65-74		M	405
Barton	65-74	0	F	2331
Barton	65-74	0	M	2508
Barton	65-74	<5	F	678
Barton	65-74	<5	M	1168
Barton	65-74	5-14	F	1664
Barton	65-74	5-14	M	1760
Barton	65-74	15-29	F	1391
Barton	65-74	15-29	M	766
Barton	65-74	30+	F	1166
Barton	65-74	30+	M	387
Barton	75-84		F	447
Barton	75-84		M	425
Barton	75-84	0	F	1765
Barton	75-84	0	M	1755
Barton	75-84	<5	F	510
Barton	75-84	<5	M	694
Barton	75-84	5-14	F	1016
Barton	75-84	5-14	M	857
Barton	75-84	15-29	F	714
Barton	75-84	15-29	M	361
Barton	75-84	30+	F	596
Barton	75-84	30+	M	208
Barton	85+		F	559
Barton	85+		M	317
Barton	85+	0	F	1143
Barton	85+	0	M	913
Barton	85+	<5	F	283
Barton	85+	<5	M	265
Barton	85+	5-14	F	303
Barton	85+	5-14	M	229
Barton	85+	15-29	F	162
Barton	85+	15-29	M	107
Barton	85+	30+	F	122
Barton	85+	30+	M	49
Bennelong	15-19		F	137
Bennelong	15-19		M	147
Bennelong	15-19	0	F	1510
Bennelong	15-19	0	M	1925
Bennelong	15-19	<5	F	2210
Bennelong	15-19	<5	M	2299
Bennelong	15-19	5-14	F	558
Bennelong	15-19	5-14	M	410
Bennelong	15-19	15-29	F	47
Bennelong	15-19	15-29	M	20
Bennelong	15-19	30+	F	17
Bennelong	15-19	30+	M	23
Bennelong	20-24		F	292
Bennelong	20-24		M	282
Bennelong	20-24	0	F	1954
Bennelong	20-24	0	M	2533
Bennelong	20-24	<5	F	2015
Bennelong	20-24	<5	M	2236
Bennelong	20-24	5-14	F	1449
Bennelong	20-24	5-14	M	1094
Bennelong	20-24	15-29	F	262
Bennelong	20-24	15-29	M	156
Bennelong	20-24	30+	F	93
Bennelong	20-24	30+	M	68
Bennelong	25-34		F	860
Bennelong	25-34		M	927
Bennelong	25-34	0	F	4684
Bennelong	25-34	0	M	5575
Bennelong	25-34	<5	F	3006
Bennelong	25-34	<5	M	3997
Bennelong	25-34	5-14	F	5016
Bennelong	25-34	5-14	M	4272
Bennelong	25-34	15-29	F	1766
Bennelong	25-34	15-29	M	891
Bennelong	25-34	30+	F	1432
Bennelong	25-34	30+	M	365
Bennelong	35-44		F	655
Bennelong	35-44		M	733
Bennelong	35-44	0	F	3315
Bennelong	35-44	0	M	4107
Bennelong	35-44	<5	F	1523
Bennelong	35-44	<5	M	3155
Bennelong	35-44	5-14	F	4277
Bennelong	35-44	5-14	M	5044
Bennelong	35-44	15-29	F	3063
Bennelong	35-44	15-29	M	1666
Bennelong	35-44	30+	F	3050
Bennelong	35-44	30+	M	730
Bennelong	45-54		F	381
Bennelong	45-54		M	447
Bennelong	45-54	0	F	2014
Bennelong	45-54	0	M	2283
Bennelong	45-54	<5	F	1121
Bennelong	45-54	<5	M	2432
Bennelong	45-54	5-14	F	3561
Bennelong	45-54	5-14	M	4023
Bennelong	45-54	15-29	F	2841
Bennelong	45-54	15-29	M	1303
Bennelong	45-54	30+	F	1983
Bennelong	45-54	30+	M	517
Bennelong	55-64		F	373
Bennelong	55-64		M	406
Bennelong	55-64	0	F	2217
Bennelong	55-64	0	M	2302
Bennelong	55-64	<5	F	966
Bennelong	55-64	<5	M	2184
Bennelong	55-64	5-14	F	3114
Bennelong	55-64	5-14	M	3435
Bennelong	55-64	15-29	F	2544
Bennelong	55-64	15-29	M	1225
Bennelong	55-64	30+	F	1845
Bennelong	55-64	30+	M	462
Bennelong	65-74		F	317
Bennelong	65-74		M	283
Bennelong	65-74	0	F	2117
Bennelong	65-74	0	M	2122
Bennelong	65-74	<5	F	605
Bennelong	65-74	<5	M	1281
Bennelong	65-74	5-14	F	1938
Bennelong	65-74	5-14	M	2263
Bennelong	65-74	15-29	F	1853
Bennelong	65-74	15-29	M	1034
Bennelong	65-74	30+	F	1464
Bennelong	65-74	30+	M	491
Bennelong	75-84		F	317
Bennelong	75-84		M	231
Bennelong	75-84	0	F	1501
Bennelong	75-84	0	M	1311
Bennelong	75-84	<5	F	481
Bennelong	75-84	<5	M	653
Bennelong	75-84	5-14	F	1019
Bennelong	75-84	5-14	M	935
Bennelong	75-84	15-29	F	812
Bennelong	75-84	15-29	M	472
Bennelong	75-84	30+	F	586
Bennelong	75-84	30+	M	234
Bennelong	85+		F	381
Bennelong	85+		M	182
Bennelong	85+	0	F	1238
Bennelong	85+	0	M	784
Bennelong	85+	<5	F	342
Bennelong	85+	<5	M	254
Bennelong	85+	5-14	F	367
Bennelong	85+	5-14	M	289
Bennelong	85+	15-29	F	209
Bennelong	85+	15-29	M	127
Bennelong	85+	30+	F	168
Bennelong	85+	30+	M	99
Berowra	15-19		F	100
Berowra	15-19		M	140
Berowra	15-19	0	F	1510
Berowra	15-19	0	M	1913
Berowra	15-19	<5	F	2755
Berowra	15-19	<5	M	2899
Berowra	15-19	5-14	F	650
Berowra	15-19	5-14	M	530
Berowra	15-19	15-29	F	55
Berowra	15-19	15-29	M	49
Berowra	15-19	30+	F	10
Berowra	15-19	30+	M	12
Berowra	20-24		F	108
Berowra	20-24		M	118
Berowra	20-24	0	F	955
Berowra	20-24	0	M	1565
Berowra	20-24	<5	F	1897
Berowra	20-24	<5	M	2132
Berowra	20-24	5-14	F	981
Berowra	20-24	5-14	M	720
Berowra	20-24	15-29	F	132
Berowra	20-24	15-29	M	100
Berowra	20-24	30+	F	46
Berowra	20-24	30+	M	23
Berowra	25-34		F	221
Berowra	25-34		M	210
Berowra	25-34	0	F	1113
Berowra	25-34	0	M	1640
Berowra	25-34	<5	F	1378
Berowra	25-34	<5	M	1980
Berowra	25-34	5-14	F	1938
Berowra	25-34	5-14	M	1790
Berowra	25-34	15-29	F	824
Berowra	25-34	15-29	M	405
Berowra	25-34	30+	F	775
Berowra	25-34	30+	M	161
Berowra	35-44		F	283
Berowra	35-44		M	294
Berowra	35-44	0	F	1294
Berowra	35-44	0	M	1696
Berowra	35-44	<5	F	775
Berowra	35-44	<5	M	1921
Berowra	35-44	5-14	F	3066
Berowra	35-44	5-14	M	3662
Berowra	35-44	15-29	F	2693
Berowra	35-44	15-29	M	1311
Berowra	35-44	30+	F	2446
Berowra	35-44	30+	M	552
Berowra	45-54		F	264
Berowra	45-54		M	299
Berowra	45-54	0	F	1096
Berowra	45-54	0	M	1550
Berowra	45-54	<5	F	861
Berowra	45-54	<5	M	2379
Berowra	45-54	5-14	F	4047
Berowra	45-54	5-14	M	4605
Berowra	45-54	15-29	F	3168
Berowra	45-54	15-29	M	1624
Berowra	45-54	30+	F	2207
Berowra	45-54	30+	M	535
Berowra	55-64		F	208
Berowra	55-64		M	254
Berowra	55-64	0	F	1264
Berowra	55-64	0	M	1567
Berowra	55-64	<5	F	862
Berowra	55-64	<5	M	2113
Berowra	55-64	5-14	F	3463
Berowra	55-64	5-14	M	3944
Berowra	55-64	15-29	F	2639
Berowra	55-64	15-29	M	1363
Berowra	55-64	30+	F	1906
Berowra	55-64	30+	M	565
Berowra	65-74		F	267
Berowra	65-74		M	219
Berowra	65-74	0	F	1439
Berowra	65-74	0	M	1541
Berowra	65-74	<5	F	539
Berowra	65-74	<5	M	1225
Berowra	65-74	5-14	F	2126
Berowra	65-74	5-14	M	2560
Berowra	65-74	15-29	F	2129
Berowra	65-74	15-29	M	1325
Berowra	65-74	30+	F	1658
Berowra	65-74	30+	M	673
Berowra	75-84		F	314
Berowra	75-84		M	236
Berowra	75-84	0	F	1339
Berowra	75-84	0	M	1218
Berowra	75-84	<5	F	431
Berowra	75-84	<5	M	719
Berowra	75-84	5-14	F	1030
Berowra	75-84	5-14	M	1252
Berowra	75-84	15-29	F	978
Berowra	75-84	15-29	M	669
Berowra	75-84	30+	F	892
Berowra	75-84	30+	M	382
Berowra	85+		F	465
Berowra	85+		M	228
Berowra	85+	0	F	1125
Berowra	85+	0	M	653
Berowra	85+	<5	F	250
Berowra	85+	<5	M	188
Berowra	85+	5-14	F	307
Berowra	85+	5-14	M	303
Berowra	85+	15-29	F	190
Berowra	85+	15-29	M	124
Berowra	85+	30+	F	151
Berowra	85+	30+	M	87
Blaxland	15-19		F	466
Blaxland	15-19		M	557
Blaxland	15-19	0	F	2664
Blaxland	15-19	0	M	3443
Blaxland	15-19	<5	F	1558
Blaxland	15-19	<5	M	1545
Blaxland	15-19	5-14	F	720
Blaxland	15-19	5-14	M	509
Blaxland	15-19	15-29	F	129
Blaxland	15-19	15-29	M	60
Blaxland	15-19	30+	F	48
Blaxland	15-19	30+	M	22
Blaxland	20-24		F	645
Blaxland	20-24		M	910
Blaxland	20-24	0	F	3139
Blaxland	20-24	0	M	4508
Blaxland	20-24	<5	F	1432
Blaxland	20-24	<5	M	1630
Blaxland	20-24	5-14	F	1289
Blaxland	20-24	5-14	M	890
Blaxland	20-24	15-29	F	373
Blaxland	20-24	15-29	M	179
Blaxland	20-24	30+	F	248
Blaxland	20-24	30+	M	120
Blaxland	25-34		F	1465
Blaxland	25-34		M	1917
Blaxland	25-34	0	F	5675
Blaxland	25-34	0	M	8242
Blaxland	25-34	<5	F	1665
Blaxland	25-34	<5	M	2939
Blaxland	25-34	5-14	F	2529
Blaxland	25-34	5-14	M	2568
Blaxland	25-34	15-29	F	1364
Blaxland	25-34	15-29	M	640
Blaxland	25-34	30+	F	2246
Blaxland	25-34	30+	M	440
Blaxland	35-44		F	1147
Blaxland	35-44		M	1504
Blaxland	35-44	0	F	3827
Blaxland	35-44	0	M	5388
Blaxland	35-44	<5	F	746
Blaxland	35-44	<5	M	2110
Blaxland	35-44	5-14	F	1999
Blaxland	35-44	5-14	M	2496
Blaxland	35-44	15-29	F	1611
Blaxland	35-44	15-29	M	866
Blaxland	35-44	30+	F	2635
Blaxland	35-44	30+	M	519
Blaxland	45-54		F	875
Blaxland	45-54		M	1091
Blaxland	45-54	0	F	3545
Blaxland	45-54	0	M	4569
Blaxland	45-54	<5	F	708
Blaxland	45-54	<5	M	1878
Blaxland	45-54	5-14	F	1950
Blaxland	45-54	5-14	M	2095
Blaxland	45-54	15-29	F	1589
Blaxland	45-54	15-29	M	719
Blaxland	45-54	30+	F	1976
Blaxland	45-54	30+	M	467
Blaxland	55-64		F	758
Blaxland	55-64		M	823
Blaxland	55-64	0	F	3358
Blaxland	55-64	0	M	4169
Blaxland	55-64	<5	F	753
Blaxland	55-64	<5	M	1706
Blaxland	55-64	5-14	F	1933
Blaxland	55-64	5-14	M	2137
Blaxland	55-64	15-29	F	1553
Blaxland	55-64	15-29	M	742
Blaxland	55-64	30+	F	1665
Blaxland	55-64	30+	M	480
Blaxland	65-74		F	559
Blaxland	65-74		M	549
Blaxland	65-74	0	F	2523
Blaxland	65-74	0	M	2898
Blaxland	65-74	<5	F	599
Blaxland	65-74	<5	M	1036
Blaxland	65-74	5-14	F	1264
Blaxland	65-74	5-14	M	1377
Blaxland	65-74	15-29	F	1062
Blaxland	65-74	15-29	M	581
Blaxland	65-74	30+	F	1071
Blaxland	65-74	30+	M	374
Blaxland	75-84		F	407
Blaxland	75-84		M	395
Blaxland	75-84	0	F	1610
Blaxland	75-84	0	M	1640
Blaxland	75-84	<5	F	358
Blaxland	75-84	<5	M	516
Blaxland	75-84	5-14	F	597
Blaxland	75-84	5-14	M	636
Blaxland	75-84	15-29	F	430
Blaxland	75-84	15-29	M	268
Blaxland	75-84	30+	F	421
Blaxland	75-84	30+	M	158
Blaxland	85+		F	466
Blaxland	85+		M	257
Blaxland	85+	0	F	1089
Blaxland	85+	0	M	738
Blaxland	85+	<5	F	185
Blaxland	85+	<5	M	146
Blaxland	85+	5-14	F	204
Blaxland	85+	5-14	M	142
Blaxland	85+	15-29	F	99
Blaxland	85+	15-29	M	78
Blaxland	85+	30+	F	67
Blaxland	85+	30+	M	43
Bradfield	15-19		F	122
Bradfield	15-19		M	149
Bradfield	15-19	0	F	1735
Bradfield	15-19	0	M	2116
Bradfield	15-19	<5	F	2958
Bradfield	15-19	<5	M	3015
Bradfield	15-19	5-14	F	622
Bradfield	15-19	5-14	M	456
Bradfield	15-19	15-29	F	35
Bradfield	15-19	15-29	M	40
Bradfield	15-19	30+	F	11
Bradfield	15-19	30+	M	14
Bradfield	20-24		F	133
Bradfield	20-24		M	155
Bradfield	20-24	0	F	1141
Bradfield	20-24	0	M	1606
Bradfield	20-24	<5	F	1972
Bradfield	20-24	<5	M	2178
Bradfield	20-24	5-14	F	1088
Bradfield	20-24	5-14	M	830
Bradfield	20-24	15-29	F	159
Bradfield	20-24	15-29	M	87
Bradfield	20-24	30+	F	33
Bradfield	20-24	30+	M	24
Bradfield	25-34		F	331
Bradfield	25-34		M	325
Bradfield	25-34	0	F	1963
Bradfield	25-34	0	M	2266
Bradfield	25-34	<5	F	1646
Bradfield	25-34	<5	M	2217
Bradfield	25-34	5-14	F	2511
Bradfield	25-34	5-14	M	2247
Bradfield	25-34	15-29	F	928
Bradfield	25-34	15-29	M	434
Bradfield	25-34	30+	F	784
Bradfield	25-34	30+	M	161
Bradfield	35-44		F	364
Bradfield	35-44		M	346
Bradfield	35-44	0	F	2162
Bradfield	35-44	0	M	2446
Bradfield	35-44	<5	F	1052
Bradfield	35-44	<5	M	2385
Bradfield	35-44	5-14	F	3704
Bradfield	35-44	5-14	M	4198
Bradfield	35-44	15-29	F	3056
Bradfield	35-44	15-29	M	1546
Bradfield	35-44	30+	F	2861
Bradfield	35-44	30+	M	585
Bradfield	45-54		F	296
Bradfield	45-54		M	286
Bradfield	45-54	0	F	1419
Bradfield	45-54	0	M	1673
Bradfield	45-54	<5	F	1094
Bradfield	45-54	<5	M	2598
Bradfield	45-54	5-14	F	4242
Bradfield	45-54	5-14	M	4898
Bradfield	45-54	15-29	F	3494
Bradfield	45-54	15-29	M	1610
Bradfield	45-54	30+	F	2484
Bradfield	45-54	30+	M	527
Bradfield	55-64		F	246
Bradfield	55-64		M	259
Bradfield	55-64	0	F	1330
Bradfield	55-64	0	M	1472
Bradfield	55-64	<5	F	916
Bradfield	55-64	<5	M	2121
Bradfield	55-64	5-14	F	3351
Bradfield	55-64	5-14	M	3808
Bradfield	55-64	15-29	F	2612
Bradfield	55-64	15-29	M	1321
Bradfield	55-64	30+	F	1640
Bradfield	55-64	30+	M	515
Bradfield	65-74		F	254
Bradfield	65-74		M	210
Bradfield	65-74	0	F	1538
Bradfield	65-74	0	M	1467
Bradfield	65-74	<5	F	640
Bradfield	65-74	<5	M	1390
Bradfield	65-74	5-14	F	2256
Bradfield	65-74	5-14	M	2498
Bradfield	65-74	15-29	F	2123
Bradfield	65-74	15-29	M	1080
Bradfield	65-74	30+	F	1486
Bradfield	65-74	30+	M	499
Bradfield	75-84		F	298
Bradfield	75-84		M	188
Bradfield	75-84	0	F	1405
Bradfield	75-84	0	M	1200
Bradfield	75-84	<5	F	532
Bradfield	75-84	<5	M	874
Bradfield	75-84	5-14	F	1342
Bradfield	75-84	5-14	M	1529
Bradfield	75-84	15-29	F	1212
Bradfield	75-84	15-29	M	667
Bradfield	75-84	30+	F	943
Bradfield	75-84	30+	M	297
Bradfield	85+		F	412
Bradfield	85+		M	172
Bradfield	85+	0	F	1520
Bradfield	85+	0	M	932
Bradfield	85+	<5	F	380
Bradfield	85+	<5	M	316
Bradfield	85+	5-14	F	502
Bradfield	85+	5-14	M	426
Bradfield	85+	15-29	F	284
Bradfield	85+	15-29	M	182
Bradfield	85+	30+	F	214
Bradfield	85+	30+	M	117
Calare	15-19		F	341
Calare	15-19		M	465
Calare	15-19	0	F	1664
Calare	15-19	0	M	2187
Calare	15-19	<5	F	2091
Calare	15-19	<5	M	2231
Calare	15-19	5-14	F	609
Calare	15-19	5-14	M	420
Calare	15-19	15-29	F	63
Calare	15-19	15-29	M	44
Calare	15-19	30+	F	37
Calare	15-19	30+	M	18
Calare	20-24		F	315
Calare	20-24		M	604
Calare	20-24	0	F	1081
Calare	20-24	0	M	1730
Calare	20-24	<5	F	1120
Calare	20-24	<5	M	1472
Calare	20-24	5-14	F	1259
Calare	20-24	5-14	M	770
Calare	20-24	15-29	F	294
Calare	20-24	15-29	M	121
Calare	20-24	30+	F	225
Calare	20-24	30+	M	64
Calare	25-34		F	696
Calare	25-34		M	1454
Calare	25-34	0	F	1595
Calare	25-34	0	M	2450
Calare	25-34	<5	F	1408
Calare	25-34	<5	M	2553
Calare	25-34	5-14	F	3156
Calare	25-34	5-14	M	2829
Calare	25-34	15-29	F	1534
Calare	25-34	15-29	M	658
Calare	25-34	30+	F	1822
Calare	25-34	30+	M	304
Calare	35-44		F	682
Calare	35-44		M	1295
Calare	35-44	0	F	1066
Calare	35-44	0	M	1748
Calare	35-44	<5	F	779
Calare	35-44	<5	M	2252
Calare	35-44	5-14	F	3086
Calare	35-44	5-14	M	3144
Calare	35-44	15-29	F	2208
Calare	35-44	15-29	M	981
Calare	35-44	30+	F	2003
Calare	35-44	30+	M	406
Calare	45-54		F	692
Calare	45-54		M	1009
Calare	45-54	0	F	1307
Calare	45-54	0	M	2072
Calare	45-54	<5	F	1084
Calare	45-54	<5	M	2421
Calare	45-54	5-14	F	3842
Calare	45-54	5-14	M	3447
Calare	45-54	15-29	F	2374
Calare	45-54	15-29	M	962
Calare	45-54	30+	F	1373
Calare	45-54	30+	M	451
Calare	55-64		F	651
Calare	55-64		M	859
Calare	55-64	0	F	1779
Calare	55-64	0	M	2573
Calare	55-64	<5	F	1123
Calare	55-64	<5	M	2409
Calare	55-64	5-14	F	3562
Calare	55-64	5-14	M	3329
Calare	55-64	15-29	F	2333
Calare	55-64	15-29	M	1051
Calare	55-64	30+	F	1618
Calare	55-64	30+	M	617
Calare	65-74		F	646
Calare	65-74		M	741
Calare	65-74	0	F	2273
Calare	65-74	0	M	2728
Calare	65-74	<5	F	684
Calare	65-74	<5	M	1632
Calare	65-74	5-14	F	2126
Calare	65-74	5-14	M	2482
Calare	65-74	15-29	F	1975
Calare	65-74	15-29	M	1216
Calare	65-74	30+	F	1807
Calare	65-74	30+	M	725
Calare	75-84		F	532
Calare	75-84		M	477
Calare	75-84	0	F	1955
Calare	75-84	0	M	1928
Calare	75-84	<5	F	478
Calare	75-84	<5	M	728
Calare	75-84	5-14	F	999
Calare	75-84	5-14	M	1094
Calare	75-84	15-29	F	871
Calare	75-84	15-29	M	573
Calare	75-84	30+	F	844
Calare	75-84	30+	M	445
Calare	85+		F	303
Calare	85+		M	163
Calare	85+	0	F	1374
Calare	85+	0	M	751
Calare	85+	<5	F	233
Calare	85+	<5	M	197
Calare	85+	5-14	F	309
Calare	85+	5-14	M	236
Calare	85+	15-29	F	180
Calare	85+	15-29	M	105
Calare	85+	30+	F	120
Calare	85+	30+	M	73
Chifley	15-19		F	475
Chifley	15-19		M	567
Chifley	15-19	0	F	2629
Chifley	15-19	0	M	3194
Chifley	15-19	<5	F	1829
Chifley	15-19	<5	M	1900
Chifley	15-19	5-14	F	876
Chifley	15-19	5-14	M	711
Chifley	15-19	15-29	F	179
Chifley	15-19	15-29	M	102
Chifley	15-19	30+	F	88
Chifley	15-19	30+	M	36
Chifley	20-24		F	500
Chifley	20-24		M	615
Chifley	20-24	0	F	2596
Chifley	20-24	0	M	3526
Chifley	20-24	<5	F	1383
Chifley	20-24	<5	M	1768
Chifley	20-24	5-14	F	1441
Chifley	20-24	5-14	M	1026
Chifley	20-24	15-29	F	429
Chifley	20-24	15-29	M	190
Chifley	20-24	30+	F	275
Chifley	20-24	30+	M	97
Chifley	25-34		F	1305
Chifley	25-34		M	1321
Chifley	25-34	0	F	5070
Chifley	25-34	0	M	6019
Chifley	25-34	<5	F	1746
Chifley	25-34	<5	M	3012
Chifley	25-34	5-14	F	3460
Chifley	25-34	5-14	M	3090
Chifley	25-34	15-29	F	1951
Chifley	25-34	15-29	M	806
Chifley	25-34	30+	F	2532
Chifley	25-34	30+	M	516
Chifley	35-44		F	1214
Chifley	35-44		M	1191
Chifley	35-44	0	F	4229
Chifley	35-44	0	M	5383
Chifley	35-44	<5	F	995
Chifley	35-44	<5	M	2679
Chifley	35-44	5-14	F	3262
Chifley	35-44	5-14	M	4275
Chifley	35-44	15-29	F	2684
Chifley	35-44	15-29	M	1520
Chifley	35-44	30+	F	3457
Chifley	35-44	30+	M	892
Chifley	45-54		F	793
Chifley	45-54		M	850
Chifley	45-54	0	F	3277
Chifley	45-54	0	M	4095
Chifley	45-54	<5	F	940
Chifley	45-54	<5	M	2087
Chifley	45-54	5-14	F	2724
Chifley	45-54	5-14	M	2953
Chifley	45-54	15-29	F	1910
Chifley	45-54	15-29	M	993
Chifley	45-54	30+	F	2030
Chifley	45-54	30+	M	608
Chifley	55-64		F	574
Chifley	55-64		M	646
Chifley	55-64	0	F	3339
Chifley	55-64	0	M	3710
Chifley	55-64	<5	F	822
Chifley	55-64	<5	M	1768
Chifley	55-64	5-14	F	2157
Chifley	55-64	5-14	M	2293
Chifley	55-64	15-29	F	1608
Chifley	55-64	15-29	M	766
Chifley	55-64	30+	F	1597
Chifley	55-64	30+	M	508
Chifley	65-74		F	516
Chifley	65-74		M	431
Chifley	65-74	0	F	2981
Chifley	65-74	0	M	2894
Chifley	65-74	<5	F	593
Chifley	65-74	<5	M	980
Chifley	65-74	5-14	F	1301
Chifley	65-74	5-14	M	1254
Chifley	65-74	15-29	F	1058
Chifley	65-74	15-29	M	650
Chifley	65-74	30+	F	1099
Chifley	65-74	30+	M	461
Chifley	75-84		F	324
Chifley	75-84		M	270
Chifley	75-84	0	F	1667
Chifley	75-84	0	M	1476
Chifley	75-84	<5	F	378
Chifley	75-84	<5	M	394
Chifley	75-84	5-14	F	551
Chifley	75-84	5-14	M	482
Chifley	75-84	15-29	F	347
Chifley	75-84	15-29	M	221
Chifley	75-84	30+	F	310
Chifley	75-84	30+	M	169
Chifley	85+		F	257
Chifley	85+		M	104
Chifley	85+	0	F	1027
Chifley	85+	0	M	493
Chifley	85+	<5	F	132
Chifley	85+	<5	M	106
Chifley	85+	5-14	F	130
Chifley	85+	5-14	M	86
Chifley	85+	15-29	F	57
Chifley	85+	15-29	M	30
Chifley	85+	30+	F	38
Chifley	85+	30+	M	23
Cook	15-19		F	157
Cook	15-19		M	180
Cook	15-19	0	F	1491
Cook	15-19	0	M	1898
Cook	15-19	<5	F	2021
