CED_NAME16	AgeStudent	Sex	students
Kingsford Smith	0-4	M	1448
Kingsford Smith	5-14	F	8255
Kingsford Smith	5-14	M	8592
Kingsford Smith	15-19	F	3706
Kingsford Smith	15-19	M	3792
Kingsford Smith	20-24	F	4027
Kingsford Smith	20-24	M	4036
Kingsford Smith	25+	F	6539
Kingsford Smith	25+	M	5250
Lindsay	0-4	F	1870
Lindsay	0-4	M	2040
Lindsay	5-14	F	11910
Lindsay	5-14	M	12549
Lindsay	15-19	F	4269
Lindsay	15-19	M	4117
Lindsay	20-24	F	2122
Lindsay	20-24	M	1826
Lindsay	25+	F	4231
Lindsay	25+	M	2323
Lyne	0-4	F	1067
Lyne	0-4	M	1102
Lyne	5-14	F	7962
Lyne	5-14	M	8444
Lyne	15-19	F	2844
Lyne	15-19	M	2824
Lyne	20-24	F	892
Lyne	20-24	M	637
Lyne	25+	F	2700
Lyne	25+	M	1101
Macarthur	0-4	F	2122
Macarthur	0-4	M	2355
Macarthur	5-14	F	13956
Macarthur	5-14	M	14561
Macarthur	15-19	F	4775
Macarthur	15-19	M	4618
Macarthur	20-24	F	2325
Macarthur	20-24	M	2059
Macarthur	25+	F	4722
Macarthur	25+	M	2813
Mackellar	0-4	F	1438
Mackellar	0-4	M	1502
Mackellar	5-14	F	9422
Mackellar	5-14	M	10036
Mackellar	15-19	F	4113
Mackellar	15-19	M	4414
Mackellar	20-24	F	1993
Mackellar	20-24	M	2086
Mackellar	25+	F	3175
Mackellar	25+	M	1953
Macquarie	0-4	F	1266
Macquarie	0-4	M	1322
Macquarie	5-14	F	8500
Macquarie	5-14	M	9017
Macquarie	15-19	F	3386
Macquarie	15-19	M	3621
Macquarie	20-24	F	1467
Macquarie	20-24	M	1309
Macquarie	25+	F	3611
Macquarie	25+	M	1786
McMahon	0-4	F	1373
McMahon	0-4	M	1458
McMahon	5-14	F	10815
McMahon	5-14	M	11174
McMahon	15-19	F	4511
McMahon	15-19	M	4565
McMahon	20-24	F	2441
McMahon	20-24	M	2307
McMahon	25+	F	3990
McMahon	25+	M	2718
Mitchell	0-4	F	1995
Mitchell	0-4	M	2009
Mitchell	5-14	F	13741
Mitchell	5-14	M	14550
Mitchell	15-19	F	5408
Mitchell	15-19	M	5624
Mitchell	20-24	F	2898
Mitchell	20-24	M	2803
Mitchell	25+	F	4240
Mitchell	25+	M	2796
New England	0-4	F	1204
New England	0-4	M	1310
New England	5-14	F	9144
New England	5-14	M	9499
New England	15-19	F	3359
New England	15-19	M	3299
New England	20-24	F	1360
New England	20-24	M	924
New England	25+	F	3402
New England	25+	M	1692
Newcastle	0-4	F	1368
Newcastle	0-4	M	1456
Newcastle	5-14	F	8531
Newcastle	5-14	M	9099
Newcastle	15-19	F	3824
Newcastle	15-19	M	3704
Newcastle	20-24	F	3833
Newcastle	20-24	M	3250
Newcastle	25+	F	5192
Newcastle	25+	M	3758
North Sydney	0-4	F	1410
North Sydney	0-4	M	1574
North Sydney	5-14	F	8821
North Sydney	5-14	M	9317
North Sydney	15-19	F	3529
North Sydney	15-19	M	3867
North Sydney	20-24	F	2276
North Sydney	20-24	M	2467
North Sydney	25+	F	5146
North Sydney	25+	M	3302
Page	0-4	F	1222
Page	0-4	M	1295
Page	5-14	F	9022
Page	5-14	M	9609
Page	15-19	F	3053
Page	15-19	M	3133
Page	20-24	F	1002
Page	20-24	M	790
Page	25+	F	3519
Page	25+	M	1681
Parkes	0-4	F	1378
Parkes	0-4	M	1450
Parkes	5-14	F	8887
Parkes	5-14	M	9263
Parkes	15-19	F	2597
Parkes	15-19	M	2470
Parkes	20-24	F	840
Parkes	20-24	M	603
Parkes	25+	F	2978
Parkes	25+	M	1214
Parramatta	0-4	F	1845
Parramatta	0-4	M	1896
Parramatta	5-14	F	10968
Parramatta	5-14	M	11581
Parramatta	15-19	F	3710
Parramatta	15-19	M	4011
Parramatta	20-24	F	3757
Parramatta	20-24	M	4284
Parramatta	25+	F	6788
Parramatta	25+	M	5546
Paterson	0-4	F	1657
Paterson	0-4	M	1680
Paterson	5-14	F	10759
Paterson	5-14	M	11278
Paterson	15-19	F	3487
Paterson	15-19	M	3550
Paterson	20-24	F	1567
Paterson	20-24	M	1239
Paterson	25+	F	3842
Paterson	25+	M	2031
Reid	0-4	F	1487
Reid	0-4	M	1582
Reid	5-14	F	8815
Reid	5-14	M	8711
Reid	15-19	F	3812
Reid	15-19	M	3604
Reid	20-24	F	4759
Reid	20-24	M	5211
Reid	25+	F	7546
Reid	25+	M	6199
Richmond	0-4	F	1191
Richmond	0-4	M	1208
Richmond	5-14	F	8504
Richmond	5-14	M	9116
Richmond	15-19	F	3055
Richmond	15-19	M	2985
Richmond	20-24	F	1180
Richmond	20-24	M	863
Richmond	25+	F	4094
Richmond	25+	M	1992
Riverina	0-4	F	1429
Riverina	0-4	M	1470
Riverina	5-14	F	9581
Riverina	5-14	M	10009
Riverina	15-19	F	3407
Riverina	15-19	M	3352
Riverina	20-24	F	1718
Riverina	20-24	M	1050
Riverina	25+	F	3207
Riverina	25+	M	1661
Robertson	0-4	F	1294
Robertson	0-4	M	1437
Robertson	5-14	F	8207
Robertson	5-14	M	8838
Robertson	15-19	F	3266
Robertson	15-19	M	3311
Robertson	20-24	F	1514
Robertson	20-24	M	1363
Robertson	25+	F	3456
Robertson	25+	M	1874
Shortland	0-4	F	1368
Shortland	0-4	M	1506
Shortland	5-14	F	8694
Shortland	5-14	M	9324
Shortland	15-19	F	3144
Shortland	15-19	M	3290
Shortland	20-24	F	1420
Shortland	20-24	M	1355
Shortland	25+	F	2994
Shortland	25+	M	1773
Sydney	0-4	F	908
Sydney	0-4	M	983
Sydney	5-14	F	3818
Sydney	5-14	M	3945
Sydney	15-19	F	2377
Sydney	15-19	M	2001
Sydney	20-24	F	6589
Sydney	20-24	M	5798
Sydney	25+	F	11836
Sydney	25+	M	10095
Warringah	0-4	F	1387
Warringah	0-4	M	1436
Warringah	5-14	F	8933
Warringah	5-14	M	9410
Warringah	15-19	F	3812
Warringah	15-19	M	3882
Warringah	20-24	F	2031
Warringah	20-24	M	2020
Warringah	25+	F	3798
Warringah	25+	M	2388
Watson	0-4	F	1440
Watson	0-4	M	1548
Watson	5-14	F	10151
Watson	5-14	M	10941
Watson	15-19	F	4350
Watson	15-19	M	4392
Watson	20-24	F	3019
Watson	20-24	M	3373
Watson	25+	F	5094
Watson	25+	M	4944
Wentworth	0-4	F	1209
Wentworth	0-4	M	1204
Wentworth	5-14	F	6830
Wentworth	5-14	M	7007
Wentworth	15-19	F	2818
Wentworth	15-19	M	2819
Wentworth	20-24	F	2042
Wentworth	20-24	M	1692
Wentworth	25+	F	4643
Wentworth	25+	M	3054
Werriwa	0-4	F	1741
Werriwa	0-4	M	1857
Werriwa	5-14	F	13733
Werriwa	5-14	M	14541
Werriwa	15-19	F	5788
Werriwa	15-19	M	5873
Werriwa	20-24	F	3034
Werriwa	20-24	M	2734
Werriwa	25+	F	4263
Werriwa	25+	M	2625
Whitlam	0-4	F	1578
Whitlam	0-4	M	1622
Whitlam	5-14	F	9808
Whitlam	5-14	M	10484
Whitlam	15-19	F	3870
Whitlam	15-19	M	3723
Whitlam	20-24	F	1567
Whitlam	20-24	M	1282
Whitlam	25+	F	3320
Whitlam	25+	M	1756
No usual address (NSW)	0-4	F	29
No usual address (NSW)	0-4	M	33
No usual address (NSW)	5-14	F	218
No usual address (NSW)	5-14	M	210
No usual address (NSW)	15-19	F	108
No usual address (NSW)	15-19	M	78
No usual address (NSW)	20-24	F	75
No usual address (NSW)	20-24	M	59
No usual address (NSW)	25+	F	208
No usual address (NSW)	25+	M	121
Aston	0-4	F	1308
Aston	0-4	M	1356
Aston	5-14	F	8521
Aston	5-14	M	9366
Aston	15-19	F	3888
Aston	15-19	M	4070
Aston	20-24	F	2244
Aston	20-24	M	2180
Aston	25+	F	3493
Aston	25+	M	2303
Ballarat	0-4	F	1265
Ballarat	0-4	M	1266
Ballarat	5-14	F	8875
Ballarat	5-14	M	9423
Ballarat	15-19	F	3454
Ballarat	15-19	M	3404
Ballarat	20-24	F	1691
Ballarat	20-24	M	1253
Ballarat	25+	F	3564
Ballarat	25+	M	1956
Bendigo	0-4	F	1148
Bendigo	0-4	M	1213
Bendigo	5-14	F	8525
Bendigo	5-14	M	9102
Bendigo	15-19	F	3196
Bendigo	15-19	M	3111
Bendigo	20-24	F	1546
Bendigo	20-24	M	1170
Bendigo	25+	F	3252
Bendigo	25+	M	1694
Bruce	0-4	F	1359
Bruce	0-4	M	1513
Bruce	5-14	F	10122
Bruce	5-14	M	10770
Bruce	15-19	F	4507
Bruce	15-19	M	4583
Bruce	20-24	F	2728
Bruce	20-24	M	2674
Bruce	25+	F	4601
Bruce	25+	M	3068
Calwell	0-4	F	1843
Calwell	0-4	M	1997
Calwell	5-14	F	12869
Calwell	5-14	M	13744
Calwell	15-19	F	4945
Calwell	15-19	M	4730
Calwell	20-24	F	2990
Calwell	20-24	M	2793
Calwell	25+	F	5418
Calwell	25+	M	3631
Casey	0-4	F	1433
Casey	0-4	M	1499
Casey	5-14	F	9136
Casey	5-14	M	9863
Casey	15-19	F	3737
Casey	15-19	M	3907
Casey	20-24	F	1703
Casey	20-24	M	1483
Casey	25+	F	3277
Casey	25+	M	1757
Chisholm	0-4	F	1307
Chisholm	0-4	M	1377
Chisholm	5-14	F	9614
Chisholm	5-14	M	10099
Chisholm	15-19	F	5165
Chisholm	15-19	M	5201
Chisholm	20-24	F	4600
Chisholm	20-24	M	5122
Chisholm	25+	F	5345
Chisholm	25+	M	4627
Cooper	0-4	F	1267
Cooper	0-4	M	1321
Cooper	5-14	F	7067
Cooper	5-14	M	7506
Cooper	15-19	F	3083
Cooper	15-19	M	3033
Cooper	20-24	F	2658
Cooper	20-24	M	2495
Cooper	25+	F	5727
Cooper	25+	M	4176
Corangamite	0-4	F	1387
Corangamite	0-4	M	1478
Corangamite	5-14	F	9039
Corangamite	5-14	M	9718
Corangamite	15-19	F	3472
Corangamite	15-19	M	3376
Corangamite	20-24	F	2014
Corangamite	20-24	M	1793
Corangamite	25+	F	3464
Corangamite	25+	M	2083
Corio	0-4	F	1293
Corio	0-4	M	1398
Corio	5-14	F	8555
Corio	5-14	M	8892
Corio	15-19	F	3525
Corio	15-19	M	3574
Corio	20-24	F	2218
Corio	20-24	M	1858
Corio	25+	F	3841
Corio	25+	M	2591
Deakin	0-4	F	1546
Deakin	0-4	M	1713
Deakin	5-14	F	9639
Deakin	5-14	M	10120
Deakin	15-19	F	4014
Deakin	15-19	M	4349
Deakin	20-24	F	2164
Deakin	20-24	M	2287
Deakin	25+	F	3987
Deakin	25+	M	2589
Dunkley	0-4	F	1461
Dunkley	0-4	M	1530
Dunkley	5-14	F	9273
Dunkley	5-14	M	9775
Dunkley	15-19	F	3565
Dunkley	15-19	M	3746
Dunkley	20-24	F	1767
Dunkley	20-24	M	1445
Dunkley	25+	F	3490
Dunkley	25+	M	1880
Flinders	0-4	F	1076
Flinders	0-4	M	1169
Flinders	5-14	F	7512
Flinders	5-14	M	7941
Flinders	15-19	F	3021
Flinders	15-19	M	3173
Flinders	20-24	F	1213
Flinders	20-24	M	1191
Flinders	25+	F	2648
Flinders	25+	M	1271
Fraser	0-4	F	1310
Fraser	0-4	M	1328
Fraser	5-14	F	7953
Fraser	5-14	M	8637
Fraser	15-19	F	3516
Fraser	15-19	M	3430
Fraser	20-24	F	2999
Fraser	20-24	M	3061
Fraser	25+	F	5746
Fraser	25+	M	4892
Gellibrand	0-4	F	2146
Gellibrand	0-4	M	2348
Gellibrand	5-14	F	13128
Gellibrand	5-14	M	13838
Gellibrand	15-19	F	3930
Gellibrand	15-19	M	4064
Gellibrand	20-24	F	2233
Gellibrand	20-24	M	2389
Gellibrand	25+	F	5228
Gellibrand	25+	M	3532
Gippsland	0-4	F	1066
Gippsland	0-4	M	1121
Gippsland	5-14	F	7892
Gippsland	5-14	M	8404
Gippsland	15-19	F	2827
Gippsland	15-19	M	2831
Gippsland	20-24	F	1000
Gippsland	20-24	M	674
Gippsland	25+	F	2919
Gippsland	25+	M	1259
Goldstein	0-4	F	1323
Goldstein	0-4	M	1309
Goldstein	5-14	F	9388
Goldstein	5-14	M	9763
Goldstein	15-19	F	4568
Goldstein	15-19	M	4834
Goldstein	20-24	F	2404
Goldstein	20-24	M	2642
Goldstein	25+	F	3234
Goldstein	25+	M	2034
Gorton	0-4	F	1601
Gorton	0-4	M	1674
Gorton	5-14	F	11692
Gorton	5-14	M	12337
Gorton	15-19	F	4900
Gorton	15-19	M	4782
Gorton	20-24	F	2620
Gorton	20-24	M	2570
Gorton	25+	F	3852
Gorton	25+	M	2597
Hawke	0-4	F	1772
Hawke	0-4	M	1663
Hawke	5-14	F	11101
Hawke	5-14	M	11547
Hawke	15-19	F	3849
Hawke	15-19	M	3733
Hawke	20-24	F	1697
Hawke	20-24	M	1573
Hawke	25+	F	3809
Hawke	25+	M	1960
Higgins	0-4	F	1029
Higgins	0-4	M	1185
Higgins	5-14	F	6499
Higgins	5-14	M	6811
Higgins	15-19	F	3409
Higgins	15-19	M	3282
Higgins	20-24	F	3653
Higgins	20-24	M	3201
Higgins	25+	F	4964
Higgins	25+	M	3721
Holt	0-4	F	1913
Holt	0-4	M	2140
Holt	5-14	F	13339
Holt	5-14	M	14306
Holt	15-19	F	4713
Holt	15-19	M	4545
Holt	20-24	F	2595
Holt	20-24	M	2273
Holt	25+	F	5066
Holt	25+	M	3133
Hotham	0-4	F	1474
Hotham	0-4	M	1615
Hotham	5-14	F	9495
Hotham	5-14	M	10164
Hotham	15-19	F	4448
Hotham	15-19	M	4466
Hotham	20-24	F	4048
Hotham	20-24	M	4500
Hotham	25+	F	5533
Hotham	25+	M	4933
Indi	0-4	F	1180
Indi	0-4	M	1151
Indi	5-14	F	8542
Indi	5-14	M	8865
Indi	15-19	F	3205
Indi	15-19	M	3232
Indi	20-24	F	1081
Indi	20-24	M	845
Indi	25+	F	3155
Indi	25+	M	1534
Isaacs	0-4	F	1519
Isaacs	0-4	M	1489
Isaacs	5-14	F	9464
Isaacs	5-14	M	9882
Isaacs	15-19	F	3950
Isaacs	15-19	M	3977
Isaacs	20-24	F	2146
Isaacs	20-24	M	2106
Isaacs	25+	F	3532
Isaacs	25+	M	2273
Jagajaga	0-4	F	1482
Jagajaga	0-4	M	1574
Jagajaga	5-14	F	9424
Jagajaga	5-14	M	9693
Jagajaga	15-19	F	3873
Jagajaga	15-19	M	4148
Jagajaga	20-24	F	2314
Jagajaga	20-24	M	2213
Jagajaga	25+	F	3700
Jagajaga	25+	M	2514
Kooyong	0-4	F	1166
Kooyong	0-4	M	1189
Kooyong	5-14	F	9202
Kooyong	5-14	M	9508
Kooyong	15-19	F	5338
Kooyong	15-19	M	5474
Kooyong	20-24	F	3815
Kooyong	20-24	M	3892
Kooyong	25+	F	4252
Kooyong	25+	M	3295
La Trobe	0-4	F	1845
La Trobe	0-4	M	1958
La Trobe	5-14	F	12155
La Trobe	5-14	M	12542
La Trobe	15-19	F	4188
La Trobe	15-19	M	4362
La Trobe	20-24	F	2073
La Trobe	20-24	M	1778
La Trobe	25+	F	4316
La Trobe	25+	M	2380
Lalor	0-4	F	2108
Lalor	0-4	M	2342
Lalor	5-14	F	14113
Lalor	5-14	M	14683
Lalor	15-19	F	4443
Lalor	15-19	M	4605
Lalor	20-24	F	2754
Lalor	20-24	M	2995
Lalor	25+	F	6045
Lalor	25+	M	4006
Macnamara	0-4	F	1115
Macnamara	0-4	M	1126
Macnamara	5-14	F	5815
Macnamara	5-14	M	5980
Macnamara	15-19	F	2627
Macnamara	15-19	M	2532
Macnamara	20-24	F	3264
Macnamara	20-24	M	2847
Macnamara	25+	F	6873
Macnamara	25+	M	5108
Mallee	0-4	F	1230
Mallee	0-4	M	1179
Mallee	5-14	F	8714
Mallee	5-14	M	9236
Mallee	15-19	F	3057
Mallee	15-19	M	3082
Mallee	20-24	F	995
Mallee	20-24	M	728
Mallee	25+	F	2787
Mallee	25+	M	1230
Maribyrnong	0-4	F	1289
Maribyrnong	0-4	M	1272
Maribyrnong	5-14	F	7778
Maribyrnong	5-14	M	8167
Maribyrnong	15-19	F	3390
Maribyrnong	15-19	M	3540
Maribyrnong	20-24	F	2362
Maribyrnong	20-24	M	2399
Maribyrnong	25+	F	4031
Maribyrnong	25+	M	2826
McEwen	0-4	F	1680
McEwen	0-4	M	1886
McEwen	5-14	F	11196
McEwen	5-14	M	11870
McEwen	15-19	F	4082
McEwen	15-19	M	4230
McEwen	20-24	F	1675
McEwen	20-24	M	1621
McEwen	25+	F	3584
McEwen	25+	M	1857
Melbourne	0-4	F	833
Melbourne	0-4	M	869
Melbourne	5-14	F	4359
Melbourne	5-14	M	4446
Melbourne	15-19	F	3736
Melbourne	15-19	M	2897
Melbourne	20-24	F	9567
Melbourne	20-24	M	7957
Melbourne	25+	F	11770
Melbourne	25+	M	9479
Menzies	0-4	F	1363
Menzies	0-4	M	1420
Menzies	5-14	F	9451
Menzies	5-14	M	10100
Menzies	15-19	F	4376
Menzies	15-19	M	4823
Menzies	20-24	F	3030
Menzies	20-24	M	3168
Menzies	25+	F	4359
Menzies	25+	M	3150
Monash	0-4	F	994
Monash	0-4	M	1097
Monash	5-14	F	7685
Monash	5-14	M	8268
Monash	15-19	F	2929
Monash	15-19	M	2743
Monash	20-24	F	962
Monash	20-24	M	741
Monash	25+	F	2689
Monash	25+	M	1124
Nicholls	0-4	F	1115
Nicholls	0-4	M	1221
Nicholls	5-14	F	8757
Nicholls	5-14	M	9309
Nicholls	15-19	F	3237
Nicholls	15-19	M	3339
Nicholls	20-24	F	1169
Nicholls	20-24	M	896
Nicholls	25+	F	2965
Nicholls	25+	M	1334
Scullin	0-4	F	1572
Scullin	0-4	M	1692
Scullin	5-14	F	10060
Scullin	5-14	M	10779
Scullin	15-19	F	4006
Scullin	15-19	M	4023
Scullin	20-24	F	2597
Scullin	20-24	M	2537
Scullin	25+	F	4355
Scullin	25+	M	3187
Wannon	0-4	F	1078
Wannon	0-4	M	1118
Wannon	5-14	F	7992
Wannon	5-14	M	8574
Wannon	15-19	F	3095
Wannon	15-19	M	3088
Wannon	20-24	F	944
Wannon	20-24	M	703
Wannon	25+	F	2656
Wannon	25+	M	1342
Wills	0-4	F	1290
Wills	0-4	M	1373
Wills	5-14	F	7190
Wills	5-14	M	7408
Wills	15-19	F	2786
Wills	15-19	M	2784
Wills	20-24	F	3128
Wills	20-24	M	2900
Wills	25+	F	6029
Wills	25+	M	4467
No usual address (Vic.)	0-4	F	23
No usual address (Vic.)	0-4	M	39
No usual address (Vic.)	5-14	F	203
No usual address (Vic.)	5-14	M	201
No usual address (Vic.)	15-19	F	85
No usual address (Vic.)	15-19	M	57
No usual address (Vic.)	20-24	F	75
No usual address (Vic.)	20-24	M	55
No usual address (Vic.)	25+	F	175
No usual address (Vic.)	25+	M	95
Blair	0-4	F	1622
Blair	0-4	M	1733
Blair	5-14	F	12955
Blair	5-14	M	13622
Blair	15-19	F	4309
Blair	15-19	M	4059
Blair	20-24	F	1638
Blair	20-24	M	1064
Blair	25+	F	4615
Blair	25+	M	2198
Bonner	0-4	F	1471
Bonner	0-4	M	1576
Bonner	5-14	F	10497
Bonner	5-14	M	10842
Bonner	15-19	F	4260
Bonner	15-19	M	4330
Bonner	20-24	F	2197
Bonner	20-24	M	2102
Bonner	25+	F	4119
Bonner	25+	M	2510
Bowman	0-4	F	1246
Bowman	0-4	M	1344
Bowman	5-14	F	9289
Bowman	5-14	M	9997
Bowman	15-19	F	3861
Bowman	15-19	M	3826
Bowman	20-24	F	1438
Bowman	20-24	M	1176
Bowman	25+	F	3160
Bowman	25+	M	1550
Brisbane	0-4	F	1207
Brisbane	0-4	M	1141
Brisbane	5-14	F	7445
Brisbane	5-14	M	7417
Brisbane	15-19	F	4128
Brisbane	15-19	M	3839
Brisbane	20-24	F	5259
Brisbane	20-24	M	4195
Brisbane	25+	F	8145
Brisbane	25+	M	6298
Capricornia	0-4	F	1129
Capricornia	0-4	M	1233
Capricornia	5-14	F	9706
Capricornia	5-14	M	10339
Capricornia	15-19	F	3137
Capricornia	15-19	M	3120
Capricornia	20-24	F	1080
Capricornia	20-24	M	730
Capricornia	25+	F	3011
Capricornia	25+	M	1407
Dawson	0-4	F	1073
Dawson	0-4	M	1166
Dawson	5-14	F	9343
Dawson	5-14	M	9986
Dawson	15-19	F	3209
Dawson	15-19	M	3116
Dawson	20-24	F	1088
Dawson	20-24	M	766
Dawson	25+	F	3129
Dawson	25+	M	1488
Dickson	0-4	F	1403
Dickson	0-4	M	1517
Dickson	5-14	F	10590
Dickson	5-14	M	11511
Dickson	15-19	F	4278
Dickson	15-19	M	4250
Dickson	20-24	F	1711
Dickson	20-24	M	1485
Dickson	25+	F	3775
Dickson	25+	M	2004
Fadden	0-4	F	1681
Fadden	0-4	M	1735
Fadden	5-14	F	11123
Fadden	5-14	M	11827
Fadden	15-19	F	4236
Fadden	15-19	M	4136
Fadden	20-24	F	2279
Fadden	20-24	M	1841
Fadden	25+	F	4966
Fadden	25+	M	2639
Fairfax	0-4	F	1225
Fairfax	0-4	M	1338
Fairfax	5-14	F	9733
Fairfax	5-14	M	10274
Fairfax	15-19	F	3574
Fairfax	15-19	M	3480
Fairfax	20-24	F	1530
Fairfax	20-24	M	1005
Fairfax	25+	F	4119
Fairfax	25+	M	2039
Fisher	0-4	F	1249
Fisher	0-4	M	1326
Fisher	5-14	F	9656
Fisher	5-14	M	10121
Fisher	15-19	F	3982
Fisher	15-19	M	3573
Fisher	20-24	F	1747
Fisher	20-24	M	1300
Fisher	25+	F	4242
Fisher	25+	M	2081
Flynn	0-4	F	1130
Flynn	0-4	M	1142
Flynn	5-14	F	10222
Flynn	5-14	M	10619
Flynn	15-19	F	3026
