CED_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Melbourne	Co-op/church group etc	28875	8
Melbourne	Co-op/church group etc	34125	5
Melbourne	Co-op/church group etc	39375	9
Melbourne	Co-op/church group etc	44625	5
Melbourne	Person not in same household	52	38
Melbourne	Person not in same household	3937	28
Melbourne	Person not in same household	5250	153
Melbourne	Person not in same household	7875	273
Melbourne	Person not in same household	10500	270
Melbourne	Person not in same household	11812	460
Melbourne	Person not in same household	14437	904
Melbourne	Person not in same household	18375	1263
Melbourne	Person not in same household	23625	998
Melbourne	Person not in same household	28875	622
Melbourne	Person not in same household	34125	379
Melbourne	Person not in same household	39375	274
Melbourne	Person not in same household	44625	131
Melbourne	Person not in same household	49875	225
Melbourne	Real estate agent	52	46
Melbourne	Real estate agent	3937	13
Melbourne	Real estate agent	5250	113
Melbourne	Real estate agent	7875	414
Melbourne	Real estate agent	10500	533
Melbourne	Real estate agent	11812	1816
Melbourne	Real estate agent	14437	8080
Melbourne	Real estate agent	18375	14476
Melbourne	Real estate agent	23625	8324
Melbourne	Real estate agent	28875	4510
Melbourne	Real estate agent	34125	2596
Melbourne	Real estate agent	39375	1586
Melbourne	Real estate agent	44625	839
Melbourne	Real estate agent	49875	1332
Melbourne	State or territory housing authority	52	159
Melbourne	State or territory housing authority	3937	423
Melbourne	State or territory housing authority	5250	1646
Melbourne	State or territory housing authority	7875	754
Melbourne	State or territory housing authority	10500	352
Melbourne	State or territory housing authority	11812	351
Melbourne	State or territory housing authority	14437	309
Melbourne	State or territory housing authority	18375	215
Melbourne	State or territory housing authority	23625	61
Melbourne	State or territory housing authority	28875	16
Melbourne	State or territory housing authority	34125	10
Melbourne	State or territory housing authority	39375	8
Melbourne	State or territory housing authority	44625	4
Melbourne	State or territory housing authority	49875	4
Menzies		5250	5
Menzies		7875	3
Menzies		11812	4
Menzies		14437	5
Menzies		18375	5
Menzies		23625	7
Menzies		28875	4
Menzies	(Other)	52	4
Menzies	(Other)	5250	6
Menzies	(Other)	7875	16
Menzies	(Other)	10500	16
Menzies	(Other)	11812	16
Menzies	(Other)	14437	23
Menzies	(Other)	18375	66
Menzies	(Other)	23625	32
Menzies	(Other)	28875	22
Menzies	(Other)	34125	3
Menzies	(Other)	44625	4
Menzies	(Other)	49875	6
Menzies	Co-op/church group etc	52	3
Menzies	Co-op/church group etc	3937	6
Menzies	Co-op/church group etc	5250	23
Menzies	Co-op/church group etc	7875	35
Menzies	Co-op/church group etc	10500	18
Menzies	Co-op/church group etc	11812	10
Menzies	Co-op/church group etc	14437	26
Menzies	Co-op/church group etc	18375	21
Menzies	Co-op/church group etc	23625	6
Menzies	Person not in same household	52	14
Menzies	Person not in same household	3937	9
Menzies	Person not in same household	5250	55
Menzies	Person not in same household	7875	133
Menzies	Person not in same household	10500	87
Menzies	Person not in same household	11812	161
Menzies	Person not in same household	14437	310
Menzies	Person not in same household	18375	552
Menzies	Person not in same household	23625	376
Menzies	Person not in same household	28875	153
Menzies	Person not in same household	34125	55
Menzies	Person not in same household	39375	29
Menzies	Person not in same household	44625	9
Menzies	Person not in same household	49875	37
Menzies	Real estate agent	52	11
Menzies	Real estate agent	3937	4
Menzies	Real estate agent	5250	25
Menzies	Real estate agent	7875	79
Menzies	Real estate agent	10500	89
Menzies	Real estate agent	11812	176
Menzies	Real estate agent	14437	715
Menzies	Real estate agent	18375	4056
Menzies	Real estate agent	23625	3109
Menzies	Real estate agent	28875	1583
Menzies	Real estate agent	34125	758
Menzies	Real estate agent	39375	306
Menzies	Real estate agent	44625	127
Menzies	Real estate agent	49875	165
Menzies	State or territory housing authority	52	16
Menzies	State or territory housing authority	3937	15
Menzies	State or territory housing authority	5250	131
Menzies	State or territory housing authority	7875	51
Menzies	State or territory housing authority	10500	26
Menzies	State or territory housing authority	11812	24
Menzies	State or territory housing authority	14437	21
Menzies	State or territory housing authority	18375	23
Menzies	State or territory housing authority	23625	9
Menzies	State or territory housing authority	28875	3
Menzies	State or territory housing authority	39375	5
Monash		5250	15
Monash		7875	12
Monash		10500	3
Monash		11812	12
Monash		14437	10
Monash		18375	10
Monash	(Other)	52	7
Monash	(Other)	3937	5
Monash	(Other)	5250	67
Monash	(Other)	7875	62
Monash	(Other)	10500	38
Monash	(Other)	11812	61
Monash	(Other)	14437	52
Monash	(Other)	18375	28
Monash	(Other)	23625	5
Monash	Co-op/church group etc	52	4
Monash	Co-op/church group etc	3937	15
Monash	Co-op/church group etc	5250	43
Monash	Co-op/church group etc	7875	76
Monash	Co-op/church group etc	10500	37
Monash	Co-op/church group etc	11812	44
Monash	Co-op/church group etc	14437	26
Monash	Co-op/church group etc	18375	8
Monash	Person not in same household	52	45
Monash	Person not in same household	3937	30
Monash	Person not in same household	5250	185
Monash	Person not in same household	7875	305
Monash	Person not in same household	10500	368
Monash	Person not in same household	11812	482
Monash	Person not in same household	14437	619
Monash	Person not in same household	18375	345
Monash	Person not in same household	23625	81
Monash	Person not in same household	28875	18
Monash	Person not in same household	34125	4
Monash	Person not in same household	39375	3
Monash	Person not in same household	44625	5
Monash	Person not in same household	49875	26
Monash	Real estate agent	52	12
Monash	Real estate agent	3937	10
Monash	Real estate agent	5250	119
Monash	Real estate agent	7875	364
Monash	Real estate agent	10500	352
Monash	Real estate agent	11812	1046
Monash	Real estate agent	14437	2229
Monash	Real estate agent	18375	2073
Monash	Real estate agent	23625	382
Monash	Real estate agent	28875	56
Monash	Real estate agent	34125	15
Monash	Real estate agent	39375	3
Monash	Real estate agent	44625	5
Monash	Real estate agent	49875	23
Monash	State or territory housing authority	52	60
Monash	State or territory housing authority	3937	72
Monash	State or territory housing authority	5250	468
Monash	State or territory housing authority	7875	184
Monash	State or territory housing authority	10500	76
Monash	State or territory housing authority	11812	88
Monash	State or territory housing authority	14437	56
Monash	State or territory housing authority	18375	10
Monash	State or territory housing authority	23625	5
Nicholls		52	4
Nicholls		5250	18
Nicholls		7875	23
Nicholls		10500	9
Nicholls		11812	12
Nicholls		14437	19
Nicholls		18375	14
Nicholls		49875	5
Nicholls	(Other)	52	18
Nicholls	(Other)	3937	24
Nicholls	(Other)	5250	148
Nicholls	(Other)	7875	125
Nicholls	(Other)	10500	90
Nicholls	(Other)	11812	235
Nicholls	(Other)	14437	175
Nicholls	(Other)	18375	77
Nicholls	(Other)	23625	18
Nicholls	(Other)	28875	15
Nicholls	(Other)	39375	4
Nicholls	Co-op/church group etc	52	9
Nicholls	Co-op/church group etc	3937	12
Nicholls	Co-op/church group etc	5250	68
Nicholls	Co-op/church group etc	7875	120
Nicholls	Co-op/church group etc	10500	50
Nicholls	Co-op/church group etc	11812	44
Nicholls	Co-op/church group etc	14437	54
Nicholls	Co-op/church group etc	18375	12
Nicholls	Person not in same household	52	45
Nicholls	Person not in same household	3937	34
Nicholls	Person not in same household	5250	296
Nicholls	Person not in same household	7875	467
Nicholls	Person not in same household	10500	520
Nicholls	Person not in same household	11812	652
Nicholls	Person not in same household	14437	635
Nicholls	Person not in same household	18375	332
Nicholls	Person not in same household	23625	81
Nicholls	Person not in same household	28875	11
Nicholls	Person not in same household	34125	10
Nicholls	Person not in same household	39375	5
Nicholls	Person not in same household	44625	5
Nicholls	Person not in same household	49875	16
Nicholls	Real estate agent	52	19
Nicholls	Real estate agent	3937	10
Nicholls	Real estate agent	5250	152
Nicholls	Real estate agent	7875	664
Nicholls	Real estate agent	10500	674
Nicholls	Real estate agent	11812	1751
Nicholls	Real estate agent	14437	2289
Nicholls	Real estate agent	18375	1645
Nicholls	Real estate agent	23625	328
Nicholls	Real estate agent	28875	32
Nicholls	Real estate agent	34125	13
Nicholls	Real estate agent	39375	4
Nicholls	Real estate agent	44625	5
Nicholls	Real estate agent	49875	10
Nicholls	State or territory housing authority	52	77
Nicholls	State or territory housing authority	3937	102
Nicholls	State or territory housing authority	5250	686
Nicholls	State or territory housing authority	7875	364
Nicholls	State or territory housing authority	10500	206
Nicholls	State or territory housing authority	11812	175
Nicholls	State or territory housing authority	14437	84
Nicholls	State or territory housing authority	18375	34
Nicholls	State or territory housing authority	23625	5
Scullin		5250	4
Scullin		10500	4
Scullin		11812	4
Scullin		14437	15
Scullin		18375	22
Scullin	(Other)	52	3
Scullin	(Other)	3937	3
Scullin	(Other)	5250	14
Scullin	(Other)	7875	13
Scullin	(Other)	10500	10
Scullin	(Other)	11812	40
Scullin	(Other)	14437	113
Scullin	(Other)	18375	153
Scullin	(Other)	23625	36
Scullin	(Other)	28875	6
Scullin	(Other)	34125	4
Scullin	(Other)	49875	6
Scullin	Co-op/church group etc	52	7
Scullin	Co-op/church group etc	5250	14
Scullin	Co-op/church group etc	7875	21
Scullin	Co-op/church group etc	10500	20
Scullin	Co-op/church group etc	11812	37
Scullin	Co-op/church group etc	14437	29
Scullin	Co-op/church group etc	18375	21
Scullin	Co-op/church group etc	23625	9
Scullin	Person not in same household	52	17
Scullin	Person not in same household	3937	14
Scullin	Person not in same household	5250	73
Scullin	Person not in same household	7875	92
Scullin	Person not in same household	10500	65
Scullin	Person not in same household	11812	149
Scullin	Person not in same household	14437	607
Scullin	Person not in same household	18375	616
Scullin	Person not in same household	23625	117
Scullin	Person not in same household	28875	23
Scullin	Person not in same household	34125	14
Scullin	Person not in same household	39375	4
Scullin	Person not in same household	44625	4
Scullin	Person not in same household	49875	12
Scullin	Real estate agent	52	19
Scullin	Real estate agent	3937	7
Scullin	Real estate agent	5250	28
Scullin	Real estate agent	7875	37
Scullin	Real estate agent	10500	39
Scullin	Real estate agent	11812	126
Scullin	Real estate agent	14437	2706
Scullin	Real estate agent	18375	6747
Scullin	Real estate agent	23625	1092
Scullin	Real estate agent	28875	164
Scullin	Real estate agent	34125	39
Scullin	Real estate agent	39375	32
Scullin	Real estate agent	44625	18
Scullin	Real estate agent	49875	99
Scullin	State or territory housing authority	52	22
Scullin	State or territory housing authority	3937	16
Scullin	State or territory housing authority	5250	124
Scullin	State or territory housing authority	7875	112
Scullin	State or territory housing authority	10500	60
Scullin	State or territory housing authority	11812	57
Scullin	State or territory housing authority	14437	57
Scullin	State or territory housing authority	18375	69
Scullin	State or territory housing authority	23625	15
Scullin	State or territory housing authority	28875	3
Scullin	State or territory housing authority	39375	4
Wannon		52	4
Wannon		3937	5
Wannon		5250	22
Wannon		7875	17
Wannon		10500	4
Wannon		11812	7
Wannon		14437	15
Wannon		18375	6
Wannon	(Other)	52	70
Wannon	(Other)	3937	21
Wannon	(Other)	5250	127
Wannon	(Other)	7875	100
Wannon	(Other)	10500	90
Wannon	(Other)	11812	91
Wannon	(Other)	14437	60
Wannon	(Other)	18375	43
Wannon	(Other)	23625	13
Wannon	(Other)	28875	5
Wannon	(Other)	39375	4
Wannon	(Other)	49875	3
Wannon	Co-op/church group etc	52	8
Wannon	Co-op/church group etc	3937	6
Wannon	Co-op/church group etc	5250	78
Wannon	Co-op/church group etc	7875	70
Wannon	Co-op/church group etc	10500	15
Wannon	Co-op/church group etc	11812	43
Wannon	Co-op/church group etc	14437	38
Wannon	Co-op/church group etc	18375	20
Wannon	Co-op/church group etc	23625	3
Wannon	Co-op/church group etc	28875	5
Wannon	Person not in same household	52	83
Wannon	Person not in same household	3937	62
Wannon	Person not in same household	5250	381
Wannon	Person not in same household	7875	544
Wannon	Person not in same household	10500	568
Wannon	Person not in same household	11812	582
Wannon	Person not in same household	14437	617
Wannon	Person not in same household	18375	339
Wannon	Person not in same household	23625	98
Wannon	Person not in same household	28875	19
Wannon	Person not in same household	34125	9
Wannon	Person not in same household	39375	6
Wannon	Person not in same household	44625	4
Wannon	Person not in same household	49875	29
Wannon	Real estate agent	52	13
Wannon	Real estate agent	3937	13
Wannon	Real estate agent	5250	150
Wannon	Real estate agent	7875	443
Wannon	Real estate agent	10500	516
Wannon	Real estate agent	11812	1306
Wannon	Real estate agent	14437	1839
Wannon	Real estate agent	18375	1520
Wannon	Real estate agent	23625	349
Wannon	Real estate agent	28875	93
Wannon	Real estate agent	34125	17
Wannon	Real estate agent	39375	4
Wannon	Real estate agent	44625	4
Wannon	Real estate agent	49875	5
Wannon	State or territory housing authority	52	74
Wannon	State or territory housing authority	3937	85
Wannon	State or territory housing authority	5250	621
Wannon	State or territory housing authority	7875	260
Wannon	State or territory housing authority	10500	136
Wannon	State or territory housing authority	11812	157
Wannon	State or territory housing authority	14437	43
Wannon	State or territory housing authority	18375	18
Wannon	State or territory housing authority	23625	11
Wills		5250	4
Wills		7875	3
Wills		10500	3
Wills		14437	8
Wills		18375	3
Wills		23625	4
Wills		28875	3
Wills	(Other)	5250	15
Wills	(Other)	7875	22
Wills	(Other)	10500	5
Wills	(Other)	11812	46
Wills	(Other)	14437	78
Wills	(Other)	18375	86
Wills	(Other)	23625	21
Wills	(Other)	28875	5
Wills	(Other)	34125	4
Wills	(Other)	39375	3
Wills	(Other)	49875	4
Wills	Co-op/church group etc	52	13
Wills	Co-op/church group etc	3937	8
Wills	Co-op/church group etc	5250	33
Wills	Co-op/church group etc	7875	47
Wills	Co-op/church group etc	10500	28
Wills	Co-op/church group etc	11812	27
Wills	Co-op/church group etc	14437	24
Wills	Co-op/church group etc	18375	9
Wills	Co-op/church group etc	28875	3
Wills	Person not in same household	52	8
Wills	Person not in same household	3937	20
Wills	Person not in same household	5250	108
Wills	Person not in same household	7875	160
Wills	Person not in same household	10500	152
Wills	Person not in same household	11812	233
Wills	Person not in same household	14437	619
Wills	Person not in same household	18375	873
Wills	Person not in same household	23625	498
Wills	Person not in same household	28875	229
Wills	Person not in same household	34125	101
Wills	Person not in same household	39375	73
Wills	Person not in same household	44625	30
Wills	Person not in same household	49875	31
Wills	Real estate agent	52	11
Wills	Real estate agent	3937	11
Wills	Real estate agent	5250	41
Wills	Real estate agent	7875	129
Wills	Real estate agent	10500	156
Wills	Real estate agent	11812	614
Wills	Real estate agent	14437	3034
Wills	Real estate agent	18375	7260
Wills	Real estate agent	23625	3709
Wills	Real estate agent	28875	1748
Wills	Real estate agent	34125	866
Wills	Real estate agent	39375	378
Wills	Real estate agent	44625	173
Wills	Real estate agent	49875	225
Wills	State or territory housing authority	52	53
Wills	State or territory housing authority	3937	85
Wills	State or territory housing authority	5250	484
Wills	State or territory housing authority	7875	161
Wills	State or territory housing authority	10500	72
Wills	State or territory housing authority	11812	80
Wills	State or territory housing authority	14437	70
Wills	State or territory housing authority	18375	41
Wills	State or territory housing authority	23625	11
Wills	State or territory housing authority	44625	3
Blair		3937	6
Blair		5250	7
Blair		7875	11
Blair		10500	7
Blair		11812	16
Blair		14437	27
Blair		18375	9
Blair	(Other)	52	20
Blair	(Other)	3937	15
Blair	(Other)	5250	47
Blair	(Other)	7875	64
Blair	(Other)	10500	48
Blair	(Other)	11812	625
Blair	(Other)	14437	322
Blair	(Other)	18375	109
Blair	(Other)	23625	18
Blair	(Other)	28875	6
Blair	(Other)	49875	6
Blair	Co-op/church group etc	52	5
Blair	Co-op/church group etc	3937	4
Blair	Co-op/church group etc	5250	30
Blair	Co-op/church group etc	7875	72
Blair	Co-op/church group etc	10500	54
Blair	Co-op/church group etc	11812	103
Blair	Co-op/church group etc	14437	69
Blair	Co-op/church group etc	18375	15
Blair	Co-op/church group etc	23625	3
Blair	Person not in same household	52	22
Blair	Person not in same household	3937	14
Blair	Person not in same household	5250	112
Blair	Person not in same household	7875	205
Blair	Person not in same household	10500	270
Blair	Person not in same household	11812	622
Blair	Person not in same household	14437	1102
Blair	Person not in same household	18375	549
Blair	Person not in same household	23625	84
Blair	Person not in same household	28875	33
Blair	Person not in same household	34125	12
Blair	Person not in same household	39375	4
Blair	Person not in same household	44625	5
Blair	Person not in same household	49875	9
Blair	Real estate agent	52	19
Blair	Real estate agent	3937	7
Blair	Real estate agent	5250	49
Blair	Real estate agent	7875	126
Blair	Real estate agent	10500	311
Blair	Real estate agent	11812	2214
Blair	Real estate agent	14437	6367
Blair	Real estate agent	18375	6902
Blair	Real estate agent	23625	884
Blair	Real estate agent	28875	188
Blair	Real estate agent	34125	41
Blair	Real estate agent	39375	25
Blair	Real estate agent	44625	7
Blair	Real estate agent	49875	12
Blair	State or territory housing authority	52	69
Blair	State or territory housing authority	3937	117
Blair	State or territory housing authority	5250	474
Blair	State or territory housing authority	7875	269
Blair	State or territory housing authority	10500	121
Blair	State or territory housing authority	11812	235
Blair	State or territory housing authority	14437	114
Blair	State or territory housing authority	18375	17
Blair	State or territory housing authority	23625	7
Blair	State or territory housing authority	34125	4
Bonner		52	3
Bonner		5250	3
Bonner		7875	7
Bonner		11812	4
Bonner		14437	3
Bonner		18375	20
Bonner		23625	8
Bonner		28875	3
Bonner	(Other)	52	5
Bonner	(Other)	3937	3
Bonner	(Other)	5250	14
Bonner	(Other)	7875	60
Bonner	(Other)	10500	51
Bonner	(Other)	11812	99
Bonner	(Other)	14437	144
Bonner	(Other)	18375	429
Bonner	(Other)	23625	150
Bonner	(Other)	28875	29
Bonner	(Other)	39375	3
Bonner	(Other)	44625	3
Bonner	(Other)	49875	7
Bonner	Co-op/church group etc	52	3
Bonner	Co-op/church group etc	3937	6
Bonner	Co-op/church group etc	5250	38
Bonner	Co-op/church group etc	7875	57
Bonner	Co-op/church group etc	10500	26
Bonner	Co-op/church group etc	11812	23
Bonner	Co-op/church group etc	14437	40
Bonner	Co-op/church group etc	18375	35
Bonner	Co-op/church group etc	23625	10
Bonner	Co-op/church group etc	28875	4
Bonner	Person not in same household	52	5
Bonner	Person not in same household	3937	8
Bonner	Person not in same household	5250	63
Bonner	Person not in same household	7875	106
Bonner	Person not in same household	10500	108
Bonner	Person not in same household	11812	158
Bonner	Person not in same household	14437	320
Bonner	Person not in same household	18375	879
Bonner	Person not in same household	23625	430
Bonner	Person not in same household	28875	161
Bonner	Person not in same household	34125	58
Bonner	Person not in same household	39375	27
Bonner	Person not in same household	44625	7
Bonner	Person not in same household	49875	15
Bonner	Real estate agent	52	3
Bonner	Real estate agent	5250	32
Bonner	Real estate agent	7875	55
Bonner	Real estate agent	10500	81
Bonner	Real estate agent	11812	198
Bonner	Real estate agent	14437	670
Bonner	Real estate agent	18375	4035
Bonner	Real estate agent	23625	3228
Bonner	Real estate agent	28875	1454
Bonner	Real estate agent	34125	638
Bonner	Real estate agent	39375	260
Bonner	Real estate agent	44625	88
Bonner	Real estate agent	49875	92
Bonner	State or territory housing authority	52	111
Bonner	State or territory housing authority	3937	152
Bonner	State or territory housing authority	5250	666
Bonner	State or territory housing authority	7875	362
Bonner	State or territory housing authority	10500	120
Bonner	State or territory housing authority	11812	108
Bonner	State or territory housing authority	14437	72
Bonner	State or territory housing authority	18375	59
Bonner	State or territory housing authority	23625	7
Bonner	State or territory housing authority	28875	4
Bowman		5250	3
Bowman		7875	3
Bowman		10500	9
Bowman		11812	7
Bowman		14437	5
Bowman		18375	12
Bowman		23625	5
Bowman		28875	5
Bowman	(Other)	52	13
Bowman	(Other)	5250	14
Bowman	(Other)	7875	35
Bowman	(Other)	10500	19
Bowman	(Other)	11812	61
Bowman	(Other)	14437	50
Bowman	(Other)	18375	267
Bowman	(Other)	23625	53
Bowman	(Other)	28875	12
Bowman	(Other)	34125	7
Bowman	(Other)	44625	4
Bowman	(Other)	49875	3
Bowman	Co-op/church group etc	52	6
Bowman	Co-op/church group etc	3937	9
Bowman	Co-op/church group etc	5250	26
Bowman	Co-op/church group etc	7875	87
Bowman	Co-op/church group etc	10500	43
Bowman	Co-op/church group etc	11812	38
Bowman	Co-op/church group etc	14437	54
Bowman	Co-op/church group etc	18375	25
Bowman	Co-op/church group etc	23625	7
Bowman	Person not in same household	52	18
Bowman	Person not in same household	5250	48
Bowman	Person not in same household	7875	115
Bowman	Person not in same household	10500	160
Bowman	Person not in same household	11812	233
Bowman	Person not in same household	14437	388
Bowman	Person not in same household	18375	815
Bowman	Person not in same household	23625	433
Bowman	Person not in same household	28875	140
Bowman	Person not in same household	34125	46
Bowman	Person not in same household	39375	7
Bowman	Person not in same household	44625	10
Bowman	Person not in same household	49875	8
Bowman	Real estate agent	3937	3
Bowman	Real estate agent	5250	12
Bowman	Real estate agent	7875	34
Bowman	Real estate agent	10500	66
Bowman	Real estate agent	11812	358
Bowman	Real estate agent	14437	627
Bowman	Real estate agent	18375	2889
Bowman	Real estate agent	23625	3157
Bowman	Real estate agent	28875	837
Bowman	Real estate agent	34125	271
Bowman	Real estate agent	39375	89
Bowman	Real estate agent	44625	40
Bowman	Real estate agent	49875	56
Bowman	State or territory housing authority	52	96
Bowman	State or territory housing authority	3937	105
Bowman	State or territory housing authority	5250	555
Bowman	State or territory housing authority	7875	258
Bowman	State or territory housing authority	10500	82
Bowman	State or territory housing authority	11812	70
Bowman	State or territory housing authority	14437	51
Bowman	State or territory housing authority	18375	42
Bowman	State or territory housing authority	23625	4
Bowman	State or territory housing authority	28875	5
Brisbane		5250	6
Brisbane		7875	9
Brisbane		10500	5
Brisbane		11812	5
Brisbane		14437	10
Brisbane		18375	25
Brisbane		23625	13
Brisbane		28875	8
Brisbane		39375	4
Brisbane		49875	8
Brisbane	(Other)	52	8
Brisbane	(Other)	5250	19
Brisbane	(Other)	7875	19
Brisbane	(Other)	10500	47
Brisbane	(Other)	11812	84
Brisbane	(Other)	14437	109
Brisbane	(Other)	18375	360
Brisbane	(Other)	23625	281
Brisbane	(Other)	28875	111
Brisbane	(Other)	34125	39
Brisbane	(Other)	39375	15
Brisbane	(Other)	44625	9
Brisbane	(Other)	49875	13
Brisbane	Co-op/church group etc	52	11
Brisbane	Co-op/church group etc	3937	5
Brisbane	Co-op/church group etc	5250	79
Brisbane	Co-op/church group etc	7875	157
Brisbane	Co-op/church group etc	10500	189
Brisbane	Co-op/church group etc	11812	155
Brisbane	Co-op/church group etc	14437	77
Brisbane	Co-op/church group etc	18375	28
Brisbane	Co-op/church group etc	23625	19
Brisbane	Co-op/church group etc	28875	6
Brisbane	Co-op/church group etc	34125	4
Brisbane	Co-op/church group etc	44625	3
Brisbane	Person not in same household	52	16
Brisbane	Person not in same household	3937	12
Brisbane	Person not in same household	5250	93
Brisbane	Person not in same household	7875	225
Brisbane	Person not in same household	10500	231
Brisbane	Person not in same household	11812	397
Brisbane	Person not in same household	14437	927
Brisbane	Person not in same household	18375	1604
Brisbane	Person not in same household	23625	1107
Brisbane	Person not in same household	28875	538
Brisbane	Person not in same household	34125	253
Brisbane	Person not in same household	39375	153
Brisbane	Person not in same household	44625	87
Brisbane	Person not in same household	49875	150
Brisbane	Real estate agent	52	17
Brisbane	Real estate agent	3937	5
Brisbane	Real estate agent	5250	71
Brisbane	Real estate agent	7875	264
Brisbane	Real estate agent	10500	274
Brisbane	Real estate agent	11812	1290
Brisbane	Real estate agent	14437	4348
Brisbane	Real estate agent	18375	11419
Brisbane	Real estate agent	23625	7558
Brisbane	Real estate agent	28875	3398
Brisbane	Real estate agent	34125	1530
Brisbane	Real estate agent	39375	767
Brisbane	Real estate agent	44625	455
Brisbane	Real estate agent	49875	663
Brisbane	State or territory housing authority	52	125
Brisbane	State or territory housing authority	3937	143
Brisbane	State or territory housing authority	5250	708
Brisbane	State or territory housing authority	7875	191
Brisbane	State or territory housing authority	10500	129
Brisbane	State or territory housing authority	11812	107
Brisbane	State or territory housing authority	14437	87
Brisbane	State or territory housing authority	18375	30
Brisbane	State or territory housing authority	23625	10
Brisbane	State or territory housing authority	28875	4
Capricornia		52	11
Capricornia		3937	3
Capricornia		5250	4
Capricornia		7875	13
Capricornia		10500	14
Capricornia		11812	10
Capricornia		14437	22
Capricornia		18375	4
Capricornia	(Other)	52	1228
Capricornia	(Other)	3937	186
Capricornia	(Other)	5250	232
Capricornia	(Other)	7875	115
Capricornia	(Other)	10500	60
Capricornia	(Other)	11812	105
Capricornia	(Other)	14437	138
Capricornia	(Other)	18375	75
Capricornia	(Other)	23625	15
Capricornia	(Other)	28875	6
Capricornia	(Other)	34125	5
Capricornia	(Other)	39375	6
Capricornia	(Other)	44625	3
Capricornia	(Other)	49875	7
Capricornia	Co-op/church group etc	52	24
Capricornia	Co-op/church group etc	3937	8
Capricornia	Co-op/church group etc	5250	64
Capricornia	Co-op/church group etc	7875	148
Capricornia	Co-op/church group etc	10500	52
Capricornia	Co-op/church group etc	11812	47
Capricornia	Co-op/church group etc	14437	35
Capricornia	Co-op/church group etc	18375	23
Capricornia	Co-op/church group etc	28875	4
Capricornia	Person not in same household	52	29
Capricornia	Person not in same household	3937	23
Capricornia	Person not in same household	5250	197
Capricornia	Person not in same household	7875	323
Capricornia	Person not in same household	10500	436
Capricornia	Person not in same household	11812	681
Capricornia	Person not in same household	14437	876
Capricornia	Person not in same household	18375	546
Capricornia	Person not in same household	23625	175
Capricornia	Person not in same household	28875	42
Capricornia	Person not in same household	34125	14
Capricornia	Person not in same household	39375	9
Capricornia	Person not in same household	49875	3
Capricornia	Real estate agent	52	36
Capricornia	Real estate agent	3937	7
Capricornia	Real estate agent	5250	85
Capricornia	Real estate agent	7875	279
Capricornia	Real estate agent	10500	469
Capricornia	Real estate agent	11812	1428
Capricornia	Real estate agent	14437	2239
Capricornia	Real estate agent	18375	2595
Capricornia	Real estate agent	23625	1010
Capricornia	Real estate agent	28875	268
Capricornia	Real estate agent	34125	76
Capricornia	Real estate agent	39375	22
Capricornia	Real estate agent	44625	5
Capricornia	Real estate agent	49875	10
Capricornia	State or territory housing authority	52	144
Capricornia	State or territory housing authority	3937	166
Capricornia	State or territory housing authority	5250	384
Capricornia	State or territory housing authority	7875	276
Capricornia	State or territory housing authority	10500	116
Capricornia	State or territory housing authority	11812	83
Capricornia	State or territory housing authority	14437	55
Capricornia	State or territory housing authority	18375	22
Capricornia	State or territory housing authority	23625	9
Dawson		5250	9
Dawson		7875	20
Dawson		10500	13
Dawson		11812	14
Dawson		14437	10
Dawson		18375	13
Dawson		23625	6
Dawson	(Other)	52	73
Dawson	(Other)	3937	28
Dawson	(Other)	5250	95
Dawson	(Other)	7875	140
Dawson	(Other)	10500	107
Dawson	(Other)	11812	146
Dawson	(Other)	14437	211
Dawson	(Other)	18375	201
Dawson	(Other)	23625	38
Dawson	(Other)	28875	8
Dawson	(Other)	34125	14
Dawson	(Other)	39375	3
Dawson	Co-op/church group etc	3937	10
Dawson	Co-op/church group etc	5250	45
Dawson	Co-op/church group etc	7875	126
Dawson	Co-op/church group etc	10500	58
Dawson	Co-op/church group etc	11812	87
Dawson	Co-op/church group etc	14437	56
Dawson	Co-op/church group etc	18375	44
Dawson	Co-op/church group etc	23625	9
Dawson	Person not in same household	52	34
Dawson	Person not in same household	3937	26
Dawson	Person not in same household	5250	164
Dawson	Person not in same household	7875	364
Dawson	Person not in same household	10500	413
Dawson	Person not in same household	11812	632
Dawson	Person not in same household	14437	898
Dawson	Person not in same household	18375	770
Dawson	Person not in same household	23625	255
Dawson	Person not in same household	28875	77
Dawson	Person not in same household	34125	24
Dawson	Person not in same household	39375	9
Dawson	Person not in same household	44625	7
Dawson	Person not in same household	49875	13
Dawson	Real estate agent	52	13
Dawson	Real estate agent	3937	8
Dawson	Real estate agent	5250	75
Dawson	Real estate agent	7875	313
Dawson	Real estate agent	10500	473
Dawson	Real estate agent	11812	1258
Dawson	Real estate agent	14437	2391
Dawson	Real estate agent	18375	3753
Dawson	Real estate agent	23625	1613
Dawson	Real estate agent	28875	375
Dawson	Real estate agent	34125	132
Dawson	Real estate agent	39375	30
Dawson	Real estate agent	44625	21
Dawson	Real estate agent	49875	16
Dawson	State or territory housing authority	52	146
Dawson	State or territory housing authority	3937	140
Dawson	State or territory housing authority	5250	532
Dawson	State or territory housing authority	7875	378
Dawson	State or territory housing authority	10500	132
Dawson	State or territory housing authority	11812	169
Dawson	State or territory housing authority	14437	79
Dawson	State or territory housing authority	18375	20
Dawson	State or territory housing authority	23625	9
Dickson		10500	3
Dickson		11812	7
