CED_NAME16	Age	persons
Herbert	35-44	21406
Herbert	45-54	20722
Herbert	55-64	18699
Herbert	65-74	13640
Herbert	75-84	6854
Herbert	85+	2255
Hinkler	0-4	6828
Hinkler	5-14	18241
Hinkler	15-19	8366
Hinkler	20-24	6872
Hinkler	25-34	14845
Hinkler	35-44	15424
Hinkler	45-54	18440
Hinkler	55-64	22747
Hinkler	65-74	24875
Hinkler	75-84	15176
Hinkler	85+	4750
Kennedy	0-4	9867
Kennedy	5-14	23578
Kennedy	15-19	10406
Kennedy	20-24	8964
Kennedy	25-34	21265
Kennedy	35-44	20046
Kennedy	45-54	21913
Kennedy	55-64	23300
Kennedy	65-74	18923
Kennedy	75-84	9939
Kennedy	85+	3202
Leichhardt	0-4	9905
Leichhardt	5-14	23614
Leichhardt	15-19	10551
Leichhardt	20-24	9760
Leichhardt	25-34	23487
Leichhardt	35-44	23692
Leichhardt	45-54	24948
Leichhardt	55-64	22768
Leichhardt	65-74	16808
Leichhardt	75-84	7678
Leichhardt	85+	2404
Lilley	0-4	9628
Lilley	5-14	18667
Lilley	15-19	8595
Lilley	20-24	10404
Lilley	25-34	25909
Lilley	35-44	24560
Lilley	45-54	21268
Lilley	55-64	17038
Lilley	65-74	12996
Lilley	75-84	8286
Lilley	85+	4206
Longman	0-4	10948
Longman	5-14	25133
Longman	15-19	11459
Longman	20-24	10965
Longman	25-34	23749
Longman	35-44	22386
Longman	45-54	23135
Longman	55-64	22253
Longman	65-74	21392
Longman	75-84	11724
Longman	85+	3434
Maranoa	0-4	8500
Maranoa	5-14	20063
Maranoa	15-19	8459
Maranoa	20-24	7609
Maranoa	25-34	16902
Maranoa	35-44	16212
Maranoa	45-54	18996
Maranoa	55-64	21498
Maranoa	65-74	19090
Maranoa	75-84	10596
Maranoa	85+	3494
McPherson	0-4	8463
McPherson	5-14	20434
McPherson	15-19	9551
McPherson	20-24	9416
McPherson	25-34	20926
McPherson	35-44	22677
McPherson	45-54	22205
McPherson	55-64	19163
McPherson	65-74	16819
McPherson	75-84	9752
McPherson	85+	4200
Moncrieff	0-4	7800
Moncrieff	5-14	17221
Moncrieff	15-19	9368
Moncrieff	20-24	12878
Moncrieff	25-34	29150
Moncrieff	35-44	23681
Moncrieff	45-54	23688
Moncrieff	55-64	22277
Moncrieff	65-74	19614
Moncrieff	75-84	12122
Moncrieff	85+	4339
Moreton	0-4	9770
Moreton	5-14	20388
Moreton	15-19	9342
Moreton	20-24	13202
Moreton	25-34	28605
Moreton	35-44	25750
Moreton	45-54	20700
Moreton	55-64	17061
Moreton	65-74	13096
Moreton	75-84	7405
Moreton	85+	3157
Oxley	0-4	13496
Oxley	5-14	27932
Oxley	15-19	12307
Oxley	20-24	12131
Oxley	25-34	27936
Oxley	35-44	28322
Oxley	45-54	23804
Oxley	55-64	18939
Oxley	65-74	13004
Oxley	75-84	6448
Oxley	85+	2191
Petrie	0-4	11565
Petrie	5-14	25125
Petrie	15-19	10949
Petrie	20-24	10150
Petrie	25-34	22994
Petrie	35-44	26363
Petrie	45-54	24082
Petrie	55-64	20450
Petrie	65-74	18267
Petrie	75-84	10971
Petrie	85+	4380
Rankin	0-4	13363
Rankin	5-14	29305
Rankin	15-19	12869
Rankin	20-24	12056
Rankin	25-34	26595
Rankin	35-44	27962
Rankin	45-54	22607
Rankin	55-64	19038
Rankin	65-74	14458
Rankin	75-84	6551
Rankin	85+	2062
Ryan	0-4	7994
Ryan	5-14	22354
Ryan	15-19	12718
Ryan	20-24	14515
Ryan	25-34	20394
Ryan	35-44	23113
Ryan	45-54	22608
Ryan	55-64	16107
Ryan	65-74	13032
Ryan	75-84	7811
Ryan	85+	3151
Wide Bay	0-4	6234
Wide Bay	5-14	17612
Wide Bay	15-19	8516
Wide Bay	20-24	6125
Wide Bay	25-34	12946
Wide Bay	35-44	15624
Wide Bay	45-54	20360
Wide Bay	55-64	24313
Wide Bay	65-74	24024
Wide Bay	75-84	12582
Wide Bay	85+	3906
Wright	0-4	11239
Wright	5-14	27073
Wright	15-19	12153
Wright	20-24	9673
Wright	25-34	20890
Wright	35-44	23802
Wright	45-54	25465
Wright	55-64	22927
Wright	65-74	17649
Wright	75-84	8416
Wright	85+	2372
No usual address (Qld)	0-4	504
No usual address (Qld)	5-14	932
No usual address (Qld)	15-19	566
No usual address (Qld)	20-24	934
No usual address (Qld)	25-34	2649
No usual address (Qld)	35-44	2077
No usual address (Qld)	45-54	1929
No usual address (Qld)	55-64	2468
No usual address (Qld)	65-74	2124
No usual address (Qld)	75-84	444
No usual address (Qld)	85+	44
Migratory - Offshore - Shipping (Qld)	20-24	16
Migratory - Offshore - Shipping (Qld)	25-34	49
Migratory - Offshore - Shipping (Qld)	35-44	64
Migratory - Offshore - Shipping (Qld)	45-54	45
Migratory - Offshore - Shipping (Qld)	55-64	5
Migratory - Offshore - Shipping (Qld)	65-74	3
Adelaide	0-4	9775
Adelaide	5-14	19424
Adelaide	15-19	10053
Adelaide	20-24	17512
Adelaide	25-34	37156
Adelaide	35-44	28378
Adelaide	45-54	23185
Adelaide	55-64	21154
Adelaide	65-74	16862
Adelaide	75-84	9215
Adelaide	85+	4903
Barker	0-4	8563
Barker	5-14	20717
Barker	15-19	9726
Barker	20-24	8277
Barker	25-34	18566
Barker	35-44	19153
Barker	45-54	22241
Barker	55-64	24820
Barker	65-74	22579
Barker	75-84	12374
Barker	85+	4669
Boothby	0-4	8442
Boothby	5-14	18662
Boothby	15-19	9555
Boothby	20-24	11214
Boothby	25-34	23054
Boothby	35-44	22857
Boothby	45-54	21919
Boothby	55-64	21689
Boothby	65-74	19999
Boothby	75-84	12010
Boothby	85+	6231
Grey	0-4	9134
Grey	5-14	20696
Grey	15-19	9035
Grey	20-24	8187
Grey	25-34	19299
Grey	35-44	18412
Grey	45-54	21755
Grey	55-64	25800
Grey	65-74	22406
Grey	75-84	12455
Grey	85+	4309
Hindmarsh	0-4	8905
Hindmarsh	5-14	17538
Hindmarsh	15-19	8656
Hindmarsh	20-24	10527
Hindmarsh	25-34	23994
Hindmarsh	35-44	22327
Hindmarsh	45-54	22440
Hindmarsh	55-64	23109
Hindmarsh	65-74	18386
Hindmarsh	75-84	11151
Hindmarsh	85+	5499
Kingston	0-4	9071
Kingston	5-14	20258
Kingston	15-19	9580
Kingston	20-24	9535
Kingston	25-34	21061
Kingston	35-44	21906
Kingston	45-54	21365
Kingston	55-64	21206
Kingston	65-74	18961
Kingston	75-84	9544
Kingston	85+	3616
Makin	0-4	9689
Makin	5-14	21401
Makin	15-19	10115
Makin	20-24	11144
Makin	25-34	23349
Makin	35-44	23868
Makin	45-54	21846
Makin	55-64	20409
Makin	65-74	17514
Makin	75-84	10581
Makin	85+	3825
Mayo	0-4	8530
Mayo	5-14	21291
Mayo	15-19	9947
Mayo	20-24	8035
Mayo	25-34	15864
Mayo	35-44	19611
Mayo	45-54	23224
Mayo	55-64	24833
Mayo	65-74	24745
Mayo	75-84	13357
Mayo	85+	4304
Spence	0-4	12955
Spence	5-14	27230
Spence	15-19	11667
Spence	20-24	12826
Spence	25-34	27916
Spence	35-44	24452
Spence	45-54	22320
Spence	55-64	21765
Spence	65-74	15230
Spence	75-84	8425
Spence	85+	3428
Sturt	0-4	9030
Sturt	5-14	21427
Sturt	15-19	10635
Sturt	20-24	11698
Sturt	25-34	24400
Sturt	35-44	25164
Sturt	45-54	23853
Sturt	55-64	21851
Sturt	65-74	19301
Sturt	75-84	13477
Sturt	85+	6518
No usual address (SA)	0-4	140
No usual address (SA)	5-14	262
No usual address (SA)	15-19	186
No usual address (SA)	20-24	206
No usual address (SA)	25-34	627
No usual address (SA)	35-44	534
No usual address (SA)	45-54	478
No usual address (SA)	55-64	513
No usual address (SA)	65-74	359
No usual address (SA)	75-84	64
No usual address (SA)	85+	11
Migratory - Offshore - Shipping (SA)	35-44	3
Migratory - Offshore - Shipping (SA)	45-54	5
Brand	0-4	12956
Brand	5-14	26888
Brand	15-19	11407
Brand	20-24	11132
Brand	25-34	26178
Brand	35-44	26097
Brand	45-54	23560
Brand	55-64	19691
Brand	65-74	13616
Brand	75-84	7519
Brand	85+	2499
Burt	0-4	13880
Burt	5-14	27036
Burt	15-19	10650
Burt	20-24	11357
Burt	25-34	27081
Burt	35-44	29443
Burt	45-54	21774
Burt	55-64	17836
Burt	65-74	13916
Burt	75-84	6976
Burt	85+	2379
Canning	0-4	9410
Canning	5-14	20979
Canning	15-19	9221
Canning	20-24	8011
Canning	25-34	17675
Canning	35-44	19084
Canning	45-54	20147
Canning	55-64	20723
Canning	65-74	19607
Canning	75-84	11411
Canning	85+	3679
Cowan	0-4	11148
Cowan	5-14	21615
Cowan	15-19	9985
Cowan	20-24	11595
Cowan	25-34	26823
Cowan	35-44	25369
Cowan	45-54	22277
Cowan	55-64	21335
Cowan	65-74	17297
Cowan	75-84	9489
Cowan	85+	3231
Curtin	0-4	8608
Curtin	5-14	21166
Curtin	15-19	11116
Curtin	20-24	10697
Curtin	25-34	23487
Curtin	35-44	23589
Curtin	45-54	22932
Curtin	55-64	19378
Curtin	65-74	16374
Curtin	75-84	10662
Curtin	85+	5030
Durack	0-4	13132
Durack	5-14	27935
Durack	15-19	10871
Durack	20-24	10620
Durack	25-34	29474
Durack	35-44	29047
Durack	45-54	27532
Durack	55-64	25648
Durack	65-74	17253
Durack	75-84	7701
Durack	85+	2233
Forrest	0-4	8751
Forrest	5-14	21753
Forrest	15-19	9255
Forrest	20-24	6720
Forrest	25-34	17173
Forrest	35-44	20693
Forrest	45-54	21483
Forrest	55-64	20938
Forrest	65-74	18530
Forrest	75-84	9389
Forrest	85+	3312
Fremantle	0-4	10501
Fremantle	5-14	19944
Fremantle	15-19	8904
Fremantle	20-24	10100
Fremantle	25-34	24662
Fremantle	35-44	25311
Fremantle	45-54	22514
Fremantle	55-64	19380
Fremantle	65-74	14658
Fremantle	75-84	7668
Fremantle	85+	3136
Hasluck	0-4	11794
Hasluck	5-14	24357
Hasluck	15-19	10784
Hasluck	20-24	9971
Hasluck	25-34	23971
Hasluck	35-44	25366
Hasluck	45-54	23326
Hasluck	55-64	19710
Hasluck	65-74	14690
Hasluck	75-84	7991
Hasluck	85+	2780
Moore	0-4	8616
Moore	5-14	22143
Moore	15-19	10523
Moore	20-24	9197
Moore	25-34	16143
Moore	35-44	21760
Moore	45-54	23435
Moore	55-64	22482
Moore	65-74	18638
Moore	75-84	8175
Moore	85+	2995
O'Connor	0-4	10080
O'Connor	5-14	22391
O'Connor	15-19	9645
O'Connor	20-24	8470
O'Connor	25-34	20478
O'Connor	35-44	21238
O'Connor	45-54	23437
O'Connor	55-64	25441
O'Connor	65-74	20659
O'Connor	75-84	10637
O'Connor	85+	3606
Pearce	0-4	12799
Pearce	5-14	27267
Pearce	15-19	11906
Pearce	20-24	11204
Pearce	25-34	24855
Pearce	35-44	26669
Pearce	45-54	24649
Pearce	55-64	17907
Pearce	65-74	11817
Pearce	75-84	6323
Pearce	85+	2110
Perth	0-4	9668
Perth	5-14	15910
Perth	15-19	7085
Perth	20-24	12315
Perth	25-34	37315
Perth	35-44	29992
Perth	45-54	22700
Perth	55-64	19622
Perth	65-74	14772
Perth	75-84	8269
Perth	85+	4281
Swan	0-4	11184
Swan	5-14	19528
Swan	15-19	9301
Swan	20-24	15224
Swan	25-34	35864
Swan	35-44	28623
Swan	45-54	22176
Swan	55-64	19835
Swan	65-74	15675
Swan	75-84	8396
Swan	85+	4062
Tangney	0-4	8910
Tangney	5-14	24642
Tangney	15-19	12326
Tangney	20-24	11609
Tangney	25-34	19553
Tangney	35-44	25499
Tangney	45-54	24890
Tangney	55-64	22323
Tangney	65-74	19096
Tangney	75-84	10372
Tangney	85+	4734
No usual address (WA)	0-4	300
No usual address (WA)	5-14	473
No usual address (WA)	15-19	261
No usual address (WA)	20-24	562
No usual address (WA)	25-34	1512
No usual address (WA)	35-44	1543
No usual address (WA)	45-54	1313
No usual address (WA)	55-64	1144
No usual address (WA)	65-74	758
No usual address (WA)	75-84	155
No usual address (WA)	85+	30
Migratory - Offshore - Shipping (WA)	15-19	6
Migratory - Offshore - Shipping (WA)	20-24	31
Migratory - Offshore - Shipping (WA)	25-34	116
Migratory - Offshore - Shipping (WA)	35-44	170
Migratory - Offshore - Shipping (WA)	45-54	109
Migratory - Offshore - Shipping (WA)	55-64	62
Migratory - Offshore - Shipping (WA)	65-74	18
Bass	0-4	5640
Bass	5-14	12797
Bass	15-19	6207
Bass	20-24	6556
Bass	25-34	14964
Bass	35-44	12708
Bass	45-54	13653
Bass	55-64	14468
Bass	65-74	12847
Bass	75-84	7370
Bass	85+	2770
Braddon	0-4	5592
Braddon	5-14	12869
Braddon	15-19	5992
Braddon	20-24	5572
Braddon	25-34	12722
Braddon	35-44	11759
Braddon	45-54	13960
Braddon	55-64	15839
Braddon	65-74	14331
Braddon	75-84	8134
Braddon	85+	2782
Clark	0-4	5165
Clark	5-14	11555
Clark	15-19	5932
Clark	20-24	7520
Clark	25-34	21049
Clark	35-44	14278
Clark	45-54	13199
Clark	55-64	12972
Clark	65-74	11082
Clark	75-84	6307
Clark	85+	2691
Franklin	0-4	5974
Franklin	5-14	13582
Franklin	15-19	5949
Franklin	20-24	5570
Franklin	25-34	14651
Franklin	35-44	14301
Franklin	45-54	13797
Franklin	55-64	14636
Franklin	65-74	13331
Franklin	75-84	7388
Franklin	85+	2652
Lyons	0-4	5870
Lyons	5-14	13467
Lyons	15-19	5886
Lyons	20-24	5683
Lyons	25-34	13043
Lyons	35-44	12707
Lyons	45-54	14386
Lyons	55-64	17274
Lyons	65-74	15236
Lyons	75-84	7415
Lyons	85+	2097
No usual address (Tas.)	0-4	42
No usual address (Tas.)	5-14	92
No usual address (Tas.)	15-19	95
No usual address (Tas.)	20-24	119
No usual address (Tas.)	25-34	228
No usual address (Tas.)	35-44	198
No usual address (Tas.)	45-54	203
No usual address (Tas.)	55-64	199
No usual address (Tas.)	65-74	163
No usual address (Tas.)	75-84	31
No usual address (Tas.)	85+	3
Migratory - Offshore - Shipping (Tas.)	25-34	4
Migratory - Offshore - Shipping (Tas.)	35-44	4
Migratory - Offshore - Shipping (Tas.)	45-54	7
Lingiari	0-4	8677
Lingiari	5-14	18043
Lingiari	15-19	8269
Lingiari	20-24	8667
Lingiari	25-34	21315
Lingiari	35-44	18101
Lingiari	45-54	15487
Lingiari	55-64	12661
Lingiari	65-74	7067
Lingiari	75-84	2251
Lingiari	85+	475
Solomon	0-4	7509
Solomon	5-14	14640
Solomon	15-19	5886
Solomon	20-24	7041
Solomon	25-34	21288
Solomon	35-44	17478
Solomon	45-54	14186
Solomon	55-64	11290
Solomon	65-74	7353
Solomon	75-84	2927
Solomon	85+	696
No usual address (NT)	0-4	164
No usual address (NT)	5-14	285
No usual address (NT)	15-19	95
No usual address (NT)	20-24	183
No usual address (NT)	25-34	661
No usual address (NT)	35-44	573
No usual address (NT)	45-54	591
No usual address (NT)	55-64	579
No usual address (NT)	65-74	318
No usual address (NT)	75-84	49
No usual address (NT)	85+	7
Migratory - Offshore - Shipping (NT)	15-19	4
Migratory - Offshore - Shipping (NT)	20-24	6
Migratory - Offshore - Shipping (NT)	25-34	23
Migratory - Offshore - Shipping (NT)	35-44	22
Migratory - Offshore - Shipping (NT)	45-54	19
Migratory - Offshore - Shipping (NT)	55-64	17
Bean	0-4	9197
Bean	5-14	19763
Bean	15-19	8395
Bean	20-24	8820
Bean	25-34	22319
Bean	35-44	21933
Bean	45-54	19674
Bean	55-64	18075
Bean	65-74	14171
Bean	75-84	7647
Bean	85+	2617
Canberra	0-4	6231
Canberra	5-14	14310
Canberra	15-19	9325
Canberra	20-24	14923
Canberra	25-34	27091
Canberra	35-44	20191
Canberra	45-54	17042
Canberra	55-64	14515
Canberra	65-74	11733
Canberra	75-84	6954
Canberra	85+	3198
Fenner	0-4	11343
Fenner	5-14	22453
Fenner	15-19	8696
Fenner	20-24	10540
Fenner	25-34	28413
Fenner	35-44	27449
Fenner	45-54	19759
Fenner	55-64	13189
Fenner	65-74	10079
Fenner	75-84	4928
Fenner	85+	1420
No usual address (ACT)	0-4	19
No usual address (ACT)	5-14	25
No usual address (ACT)	15-19	58
No usual address (ACT)	20-24	82
No usual address (ACT)	25-34	108
No usual address (ACT)	35-44	104
No usual address (ACT)	45-54	77
No usual address (ACT)	55-64	78
No usual address (ACT)	65-74	34
No usual address (ACT)	75-84	10
No usual address (ACT)	85+	4
No usual address (OT)	25-34	4
No usual address (OT)	55-64	3
