CED_NAME21	Age	Sex	persons
Berowra	35-44	F	10548
Berowra	35-44	M	9435
Berowra	45-54	F	11646
Berowra	45-54	M	10985
Berowra	55-64	F	10343
Berowra	55-64	M	9805
Berowra	65-74	F	8158
Berowra	65-74	M	7544
Berowra	75-84	F	4987
Berowra	75-84	M	4471
Berowra	85+	F	2491
Berowra	85+	M	1578
Blaxland	0-4	F	6475
Blaxland	0-4	M	6842
Blaxland	5-14	F	12339
Blaxland	5-14	M	12945
Blaxland	15-19	F	5583
Blaxland	15-19	M	6136
Blaxland	20-24	F	7128
Blaxland	20-24	M	8237
Blaxland	25-34	F	14941
Blaxland	25-34	M	16742
Blaxland	35-44	F	11959
Blaxland	35-44	M	12886
Blaxland	45-54	F	10644
Blaxland	45-54	M	10817
Blaxland	55-64	F	10018
Blaxland	55-64	M	10066
Blaxland	65-74	F	7073
Blaxland	65-74	M	6813
Blaxland	75-84	F	3818
Blaxland	75-84	M	3613
Blaxland	85+	F	2114
Blaxland	85+	M	1413
Bradfield	0-4	F	3896
Bradfield	0-4	M	4331
Bradfield	5-14	F	11779
Bradfield	5-14	M	12366
Bradfield	15-19	F	5485
Bradfield	15-19	M	5788
Bradfield	20-24	F	4526
Bradfield	20-24	M	4876
Bradfield	25-34	F	8159
Bradfield	25-34	M	7657
Bradfield	35-44	F	13200
Bradfield	35-44	M	11509
Bradfield	45-54	F	13038
Bradfield	45-54	M	11591
Bradfield	55-64	F	10103
Bradfield	55-64	M	9500
Bradfield	65-74	F	8284
Bradfield	65-74	M	7152
Bradfield	75-84	F	5737
Bradfield	75-84	M	4754
Bradfield	85+	F	3309
Bradfield	85+	M	2140
Calare	0-4	F	4798
Calare	0-4	M	5207
Calare	5-14	F	11097
Calare	5-14	M	11828
Calare	15-19	F	4805
Calare	15-19	M	5362
Calare	20-24	F	4297
Calare	20-24	M	4765
Calare	25-34	F	10215
Calare	25-34	M	10247
Calare	35-44	F	9828
Calare	35-44	M	9825
Calare	45-54	F	10681
Calare	45-54	M	10363
Calare	55-64	F	11069
Calare	55-64	M	10845
Calare	65-74	F	9504
Calare	65-74	M	9525
Calare	75-84	F	5684
Calare	75-84	M	5246
Calare	85+	F	2522
Calare	85+	M	1526
Chifley	0-4	F	7669
Chifley	0-4	M	8150
Chifley	5-14	F	15124
Chifley	5-14	M	15760
Chifley	15-19	F	6078
Chifley	15-19	M	6508
Chifley	20-24	F	6627
Chifley	20-24	M	7220
Chifley	25-34	F	16069
Chifley	25-34	M	14758
Chifley	35-44	F	15852
Chifley	35-44	M	15941
Chifley	45-54	F	11663
Chifley	45-54	M	11585
Chifley	55-64	F	10097
Chifley	55-64	M	9690
Chifley	65-74	F	7547
Chifley	65-74	M	6661
Chifley	75-84	F	3582
Chifley	75-84	M	3012
Chifley	85+	F	1634
Chifley	85+	M	833
Cook	0-4	F	3941
Cook	0-4	M	4292
Cook	5-14	F	8346
Cook	5-14	M	9064
Cook	15-19	F	4165
Cook	15-19	M	4372
Cook	20-24	F	4115
Cook	20-24	M	4182
Cook	25-34	F	9279
Cook	25-34	M	8769
Cook	35-44	F	10011
Cook	35-44	M	9300
Cook	45-54	F	10660
Cook	45-54	M	9987
Cook	55-64	F	9639
Cook	55-64	M	9103
Cook	65-74	F	8028
Cook	65-74	M	7105
Cook	75-84	F	5506
Cook	75-84	M	4501
Cook	85+	F	3133
Cook	85+	M	1967
Cowper	0-4	F	3976
Cowper	0-4	M	4127
Cowper	5-14	F	9934
Cowper	5-14	M	10092
Cowper	15-19	F	4737
Cowper	15-19	M	4938
Cowper	20-24	F	3802
Cowper	20-24	M	3928
Cowper	25-34	F	8450
Cowper	25-34	M	8214
Cowper	35-44	F	9302
Cowper	35-44	M	8556
Cowper	45-54	F	10877
Cowper	45-54	M	9691
Cowper	55-64	F	12940
Cowper	55-64	M	11430
Cowper	65-74	F	12455
Cowper	65-74	M	11917
Cowper	75-84	F	7896
Cowper	75-84	M	6910
Cowper	85+	F	3654
Cowper	85+	M	2368
Cunningham	0-4	F	4240
Cunningham	0-4	M	4529
Cunningham	5-14	F	9101
Cunningham	5-14	M	9568
Cunningham	15-19	F	4823
Cunningham	15-19	M	4939
Cunningham	20-24	F	6266
Cunningham	20-24	M	6373
Cunningham	25-34	F	10725
Cunningham	25-34	M	11081
Cunningham	35-44	F	10223
Cunningham	35-44	M	9809
Cunningham	45-54	F	10403
Cunningham	45-54	M	9974
Cunningham	55-64	F	10070
Cunningham	55-64	M	9683
Cunningham	65-74	F	8121
Cunningham	65-74	M	7442
Cunningham	75-84	F	5338
Cunningham	75-84	M	4496
Cunningham	85+	F	2798
Cunningham	85+	M	1675
Dobell	0-4	F	4765
Dobell	0-4	M	4981
Dobell	5-14	F	10279
Dobell	5-14	M	10951
Dobell	15-19	F	4835
Dobell	15-19	M	5195
Dobell	20-24	F	4505
Dobell	20-24	M	4608
Dobell	25-34	F	9879
Dobell	25-34	M	9136
Dobell	35-44	F	10166
Dobell	35-44	M	9544
Dobell	45-54	F	10622
Dobell	45-54	M	9838
Dobell	55-64	F	10472
Dobell	55-64	M	9435
Dobell	65-74	F	9392
Dobell	65-74	M	8355
Dobell	75-84	F	6007
Dobell	75-84	M	4949
Dobell	85+	F	3055
Dobell	85+	M	1744
Eden-Monaro	0-4	F	4422
Eden-Monaro	0-4	M	4413
Eden-Monaro	5-14	F	9391
Eden-Monaro	5-14	M	10346
Eden-Monaro	15-19	F	4185
Eden-Monaro	15-19	M	4538
Eden-Monaro	20-24	F	3566
Eden-Monaro	20-24	M	3927
Eden-Monaro	25-34	F	9518
Eden-Monaro	25-34	M	9333
Eden-Monaro	35-44	F	9969
Eden-Monaro	35-44	M	9421
Eden-Monaro	45-54	F	11208
Eden-Monaro	45-54	M	10800
Eden-Monaro	55-64	F	11771
Eden-Monaro	55-64	M	11761
Eden-Monaro	65-74	F	9670
Eden-Monaro	65-74	M	9990
Eden-Monaro	75-84	F	4968
Eden-Monaro	75-84	M	4893
Eden-Monaro	85+	F	2059
Eden-Monaro	85+	M	1394
Farrer	0-4	F	4999
Farrer	0-4	M	5245
Farrer	5-14	F	10636
Farrer	5-14	M	11230
Farrer	15-19	F	5040
Farrer	15-19	M	5265
Farrer	20-24	F	4379
Farrer	20-24	M	4573
Farrer	25-34	F	10217
Farrer	25-34	M	10162
Farrer	35-44	F	10006
Farrer	35-44	M	9457
Farrer	45-54	F	10668
Farrer	45-54	M	10321
Farrer	55-64	F	11837
Farrer	55-64	M	11469
Farrer	65-74	F	10314
Farrer	65-74	M	10511
Farrer	75-84	F	6419
Farrer	75-84	M	5702
Farrer	85+	F	2840
Farrer	85+	M	1861
Fowler	0-4	F	4692
Fowler	0-4	M	5041
Fowler	5-14	F	10234
Fowler	5-14	M	11082
Fowler	15-19	F	5517
Fowler	15-19	M	5723
Fowler	20-24	F	6214
Fowler	20-24	M	6248
Fowler	25-34	F	12390
Fowler	25-34	M	12455
Fowler	35-44	F	11506
Fowler	35-44	M	10550
Fowler	45-54	F	11419
Fowler	45-54	M	10711
Fowler	55-64	F	11205
Fowler	55-64	M	11037
Fowler	65-74	F	8327
Fowler	65-74	M	7765
Fowler	75-84	F	4171
Fowler	75-84	M	3703
Fowler	85+	F	2157
Fowler	85+	M	1376
Gilmore	0-4	F	3797
Gilmore	0-4	M	4104
Gilmore	5-14	F	8660
Gilmore	5-14	M	9124
Gilmore	15-19	F	3958
Gilmore	15-19	M	4316
Gilmore	20-24	F	3222
Gilmore	20-24	M	3623
Gilmore	25-34	F	7799
Gilmore	25-34	M	7789
Gilmore	35-44	F	8418
Gilmore	35-44	M	8046
Gilmore	45-54	F	9742
Gilmore	45-54	M	9175
Gilmore	55-64	F	13064
Gilmore	55-64	M	11911
Gilmore	65-74	F	13508
Gilmore	65-74	M	13103
Gilmore	75-84	F	7629
Gilmore	75-84	M	7335
Gilmore	85+	F	3249
Gilmore	85+	M	2161
Grayndler	0-4	F	3758
Grayndler	0-4	M	3930
Grayndler	5-14	F	7196
Grayndler	5-14	M	7487
Grayndler	15-19	F	2891
Grayndler	15-19	M	3183
Grayndler	20-24	F	4760
Grayndler	20-24	M	4335
Grayndler	25-34	F	15105
Grayndler	25-34	M	14015
Grayndler	35-44	F	13028
Grayndler	35-44	M	12639
Grayndler	45-54	F	11119
Grayndler	45-54	M	10597
Grayndler	55-64	F	8206
Grayndler	55-64	M	7982
Grayndler	65-74	F	6183
Grayndler	65-74	M	5439
Grayndler	75-84	F	3361
Grayndler	75-84	M	2849
Grayndler	85+	F	1612
Grayndler	85+	M	1048
Greenway	0-4	F	7133
Greenway	0-4	M	7494
Greenway	5-14	F	14846
Greenway	5-14	M	15710
Greenway	15-19	F	5706
Greenway	15-19	M	6184
Greenway	20-24	F	6016
Greenway	20-24	M	6789
Greenway	25-34	F	15064
Greenway	25-34	M	14637
Greenway	35-44	F	18622
Greenway	35-44	M	19041
Greenway	45-54	F	12170
Greenway	45-54	M	12677
Greenway	55-64	F	9269
Greenway	55-64	M	8964
Greenway	65-74	F	6909
Greenway	65-74	M	6193
Greenway	75-84	F	3205
Greenway	75-84	M	2910
Greenway	85+	F	1214
Greenway	85+	M	778
Hughes	0-4	F	4583
Hughes	0-4	M	4687
Hughes	5-14	F	10168
Hughes	5-14	M	10762
Hughes	15-19	F	4636
Hughes	15-19	M	5064
Hughes	20-24	F	4079
Hughes	20-24	M	4627
Hughes	25-34	F	8565
Hughes	25-34	M	8261
Hughes	35-44	F	10899
Hughes	35-44	M	10163
Hughes	45-54	F	10865
Hughes	45-54	M	10147
Hughes	55-64	F	9197
Hughes	55-64	M	8740
Hughes	65-74	F	7110
Hughes	65-74	M	6682
Hughes	75-84	F	4182
Hughes	75-84	M	3706
Hughes	85+	F	1965
Hughes	85+	M	1211
Hume	0-4	F	5721
Hume	0-4	M	6127
Hume	5-14	F	11682
Hume	5-14	M	12449
Hume	15-19	F	5261
Hume	15-19	M	5654
Hume	20-24	F	4633
Hume	20-24	M	4939
Hume	25-34	F	10967
Hume	25-34	M	10620
Hume	35-44	F	11211
Hume	35-44	M	10645
Hume	45-54	F	11358
Hume	45-54	M	11072
Hume	55-64	F	10609
Hume	55-64	M	10139
Hume	65-74	F	8722
Hume	65-74	M	8315
Hume	75-84	F	4576
Hume	75-84	M	4298
Hume	85+	F	1927
Hume	85+	M	1177
Hunter	0-4	F	5127
Hunter	0-4	M	5429
Hunter	5-14	F	10951
Hunter	5-14	M	11611
Hunter	15-19	F	4984
Hunter	15-19	M	5443
Hunter	20-24	F	4676
Hunter	20-24	M	5263
Hunter	25-34	F	11063
Hunter	25-34	M	11188
Hunter	35-44	F	10487
Hunter	35-44	M	10558
Hunter	45-54	F	10845
Hunter	45-54	M	10672
Hunter	55-64	F	10935
Hunter	55-64	M	10698
Hunter	65-74	F	9803
Hunter	65-74	M	9323
Hunter	75-84	F	5792
Hunter	75-84	M	5180
Hunter	85+	F	2715
Hunter	85+	M	1666
Kingsford Smith	0-4	F	4652
Kingsford Smith	0-4	M	4914
Kingsford Smith	5-14	F	8721
Kingsford Smith	5-14	M	9123
Kingsford Smith	15-19	F	4223
Kingsford Smith	15-19	M	4527
Kingsford Smith	20-24	F	7091
Kingsford Smith	20-24	M	7295
Kingsford Smith	25-34	F	18621
Kingsford Smith	25-34	M	18095
Kingsford Smith	35-44	F	13911
Kingsford Smith	35-44	M	13702
Kingsford Smith	45-54	F	11517
Kingsford Smith	45-54	M	11056
Kingsford Smith	55-64	F	9249
Kingsford Smith	55-64	M	8995
Kingsford Smith	65-74	F	7276
Kingsford Smith	65-74	M	6390
Kingsford Smith	75-84	F	4845
Kingsford Smith	75-84	M	3931
Kingsford Smith	85+	F	2288
Kingsford Smith	85+	M	1499
Lindsay	0-4	F	6584
Lindsay	0-4	M	7157
Lindsay	5-14	F	12875
Lindsay	5-14	M	13520
Lindsay	15-19	F	5663
Lindsay	15-19	M	5844
Lindsay	20-24	F	6336
Lindsay	20-24	M	6549
Lindsay	25-34	F	15004
Lindsay	25-34	M	13856
Lindsay	35-44	F	14059
Lindsay	35-44	M	13756
Lindsay	45-54	F	11657
Lindsay	45-54	M	11460
Lindsay	55-64	F	9834
Lindsay	55-64	M	9276
Lindsay	65-74	F	7746
Lindsay	65-74	M	6938
Lindsay	75-84	F	3877
Lindsay	75-84	M	3399
Lindsay	85+	F	1577
Lindsay	85+	M	872
Lyne	0-4	F	3408
Lyne	0-4	M	3439
Lyne	5-14	F	8718
Lyne	5-14	M	9210
Lyne	15-19	F	4035
Lyne	15-19	M	4301
Lyne	20-24	F	2874
Lyne	20-24	M	3122
Lyne	25-34	F	6628
Lyne	25-34	M	5974
Lyne	35-44	F	7713
Lyne	35-44	M	6950
Lyne	45-54	F	9690
Lyne	45-54	M	8943
Lyne	55-64	F	12861
Lyne	55-64	M	11640
Lyne	65-74	F	13331
Lyne	65-74	M	13312
Lyne	75-84	F	7914
Lyne	75-84	M	7764
Lyne	85+	F	3295
Lyne	85+	M	2237
Macarthur	0-4	F	8307
Macarthur	0-4	M	8740
Macarthur	5-14	F	15039
Macarthur	5-14	M	15803
Macarthur	15-19	F	6162
Macarthur	15-19	M	6436
Macarthur	20-24	F	6368
Macarthur	20-24	M	6576
Macarthur	25-34	F	17070
Macarthur	25-34	M	15066
Macarthur	35-44	F	15925
Macarthur	35-44	M	15860
Macarthur	45-54	F	11729
Macarthur	45-54	M	11684
Macarthur	55-64	F	10863
Macarthur	55-64	M	9952
Macarthur	65-74	F	8136
Macarthur	65-74	M	7314
Macarthur	75-84	F	3517
Macarthur	75-84	M	3202
Macarthur	85+	F	1104
Macarthur	85+	M	657
Mackellar	0-4	F	3917
Mackellar	0-4	M	4142
Mackellar	5-14	F	9785
Mackellar	5-14	M	10426
Mackellar	15-19	F	4669
Mackellar	15-19	M	5169
Mackellar	20-24	F	3886
Mackellar	20-24	M	4372
Mackellar	25-34	F	7365
Mackellar	25-34	M	7233
Mackellar	35-44	F	10239
Mackellar	35-44	M	9236
Mackellar	45-54	F	12007
Mackellar	45-54	M	11194
Mackellar	55-64	F	10156
Mackellar	55-64	M	9715
Mackellar	65-74	F	8328
Mackellar	65-74	M	7528
Mackellar	75-84	F	6012
Mackellar	75-84	M	5144
Mackellar	85+	F	3058
Mackellar	85+	M	1803
Macquarie	0-4	F	3913
Macquarie	0-4	M	4119
Macquarie	5-14	F	8934
Macquarie	5-14	M	9506
Macquarie	15-19	F	4313
Macquarie	15-19	M	4747
Macquarie	20-24	F	3608
Macquarie	20-24	M	4063
Macquarie	25-34	F	8032
Macquarie	25-34	M	7928
Macquarie	35-44	F	9029
Macquarie	35-44	M	8472
Macquarie	45-54	F	10441
Macquarie	45-54	M	9694
Macquarie	55-64	F	10309
Macquarie	55-64	M	9549
Macquarie	65-74	F	8759
Macquarie	65-74	M	8113
Macquarie	75-84	F	4791
Macquarie	75-84	M	4028
Macquarie	85+	F	1872
Macquarie	85+	M	1112
McMahon	0-4	F	5660
McMahon	0-4	M	5829
McMahon	5-14	F	11881
McMahon	5-14	M	12312
McMahon	15-19	F	5472
McMahon	15-19	M	5987
McMahon	20-24	F	5565
McMahon	20-24	M	6039
McMahon	25-34	F	12238
McMahon	25-34	M	12567
McMahon	35-44	F	11970
McMahon	35-44	M	11774
McMahon	45-54	F	11026
McMahon	45-54	M	10631
McMahon	55-64	F	10610
McMahon	55-64	M	10050
McMahon	65-74	F	7734
McMahon	65-74	M	7297
McMahon	75-84	F	4202
McMahon	75-84	M	3787
McMahon	85+	F	1859
McMahon	85+	M	1157
Mitchell	0-4	F	5593
Mitchell	0-4	M	5884
Mitchell	5-14	F	14175
Mitchell	5-14	M	15034
Mitchell	15-19	F	6010
Mitchell	15-19	M	6397
Mitchell	20-24	F	5214
Mitchell	20-24	M	5558
Mitchell	25-34	F	10358
Mitchell	25-34	M	9373
Mitchell	35-44	F	16461
Mitchell	35-44	M	15170
Mitchell	45-54	F	13461
Mitchell	45-54	M	12905
Mitchell	55-64	F	10045
Mitchell	55-64	M	9462
Mitchell	65-74	F	8297
Mitchell	65-74	M	7293
Mitchell	75-84	F	4522
Mitchell	75-84	M	4102
Mitchell	85+	F	1707
Mitchell	85+	M	1187
New England	0-4	F	4142
New England	0-4	M	4622
New England	5-14	F	10185
New England	5-14	M	10609
New England	15-19	F	5093
New England	15-19	M	5111
New England	20-24	F	4288
New England	20-24	M	4285
New England	25-34	F	9473
New England	25-34	M	8865
New England	35-44	F	8942
New England	35-44	M	8401
New England	45-54	F	9735
New England	45-54	M	9159
New England	55-64	F	10798
New England	55-64	M	10196
New England	65-74	F	9509
New England	65-74	M	9525
New England	75-84	F	6138
New England	75-84	M	5412
New England	85+	F	2596
New England	85+	M	1572
Newcastle	0-4	F	4236
Newcastle	0-4	M	4455
Newcastle	5-14	F	8921
Newcastle	5-14	M	9542
Newcastle	15-19	F	4831
Newcastle	15-19	M	4851
Newcastle	20-24	F	7187
Newcastle	20-24	M	7046
Newcastle	25-34	F	13086
Newcastle	25-34	M	13278
Newcastle	35-44	F	10934
Newcastle	35-44	M	10781
Newcastle	45-54	F	10478
Newcastle	45-54	M	10005
Newcastle	55-64	F	9747
Newcastle	55-64	M	9281
Newcastle	65-74	F	7705
Newcastle	65-74	M	7182
Newcastle	75-84	F	4621
Newcastle	75-84	M	3802
Newcastle	85+	F	2746
Newcastle	85+	M	1453
North Sydney	0-4	F	4332
North Sydney	0-4	M	4527
North Sydney	5-14	F	9159
North Sydney	5-14	M	9683
North Sydney	15-19	F	3812
North Sydney	15-19	M	4189
North Sydney	20-24	F	4116
North Sydney	20-24	M	4271
North Sydney	25-34	F	14003
North Sydney	25-34	M	12630
North Sydney	35-44	F	14883
North Sydney	35-44	M	13602
North Sydney	45-54	F	11905
North Sydney	45-54	M	10863
North Sydney	55-64	F	9436
North Sydney	55-64	M	8585
North Sydney	65-74	F	7939
North Sydney	65-74	M	6738
North Sydney	75-84	F	4658
North Sydney	75-84	M	3911
North Sydney	85+	F	2591
North Sydney	85+	M	1384
Page	0-4	F	4032
Page	0-4	M	4223
Page	5-14	F	9952
Page	5-14	M	10611
Page	15-19	F	4428
Page	15-19	M	4855
Page	20-24	F	3725
Page	20-24	M	3985
Page	25-34	F	8636
Page	25-34	M	8308
Page	35-44	F	9447
Page	35-44	M	8773
Page	45-54	F	10985
Page	45-54	M	10301
Page	55-64	F	12912
Page	55-64	M	12575
Page	65-74	F	11886
Page	65-74	M	11974
Page	75-84	F	6444
Page	75-84	M	5958
Page	85+	F	2922
Page	85+	M	1846
Parkes	0-4	F	4919
Parkes	0-4	M	5273
Parkes	5-14	F	10344
Parkes	5-14	M	10814
Parkes	15-19	F	4186
Parkes	15-19	M	4438
Parkes	20-24	F	3990
Parkes	20-24	M	4108
Parkes	25-34	F	10566
Parkes	25-34	M	9813
Parkes	35-44	F	8984
Parkes	35-44	M	8423
Parkes	45-54	F	9238
Parkes	45-54	M	8933
Parkes	55-64	F	10281
Parkes	55-64	M	10240
Parkes	65-74	F	8120
Parkes	65-74	M	8527
Parkes	75-84	F	5280
Parkes	75-84	M	4706
Parkes	85+	F	2320
Parkes	85+	M	1461
Parramatta	0-4	F	6748
Parramatta	0-4	M	7112
Parramatta	5-14	F	11951
Parramatta	5-14	M	12639
Parramatta	15-19	F	4363
Parramatta	15-19	M	4802
Parramatta	20-24	F	6792
Parramatta	20-24	M	7999
Parramatta	25-34	F	20127
Parramatta	25-34	M	21228
Parramatta	35-44	F	16769
Parramatta	35-44	M	19107
Parramatta	45-54	F	10946
Parramatta	45-54	M	10828
Parramatta	55-64	F	9578
Parramatta	55-64	M	9335
Parramatta	65-74	F	6847
Parramatta	65-74	M	6336
Parramatta	75-84	F	3800
Parramatta	75-84	M	3224
Parramatta	85+	F	1594
Parramatta	85+	M	1157
Paterson	0-4	F	5307
Paterson	0-4	M	5440
Paterson	5-14	F	11402
Paterson	5-14	M	11981
Paterson	15-19	F	4896
Paterson	15-19	M	5297
Paterson	20-24	F	4909
Paterson	20-24	M	5030
Paterson	25-34	F	11589
Paterson	25-34	M	10986
Paterson	35-44	F	10778
Paterson	35-44	M	10214
Paterson	45-54	F	10834
Paterson	45-54	M	10225
Paterson	55-64	F	11206
Paterson	55-64	M	10316
Paterson	65-74	F	10493
Paterson	65-74	M	9657
Paterson	75-84	F	5994
Paterson	75-84	M	5433
Paterson	85+	F	2242
Paterson	85+	M	1345
Reid	0-4	F	5132
Reid	0-4	M	5519
Reid	5-14	F	9278
Reid	5-14	M	9245
Reid	15-19	F	4206
Reid	15-19	M	4115
Reid	20-24	F	8055
Reid	20-24	M	8999
Reid	25-34	F	22044
Reid	25-34	M	22893
Reid	35-44	F	15313
Reid	35-44	M	16131
Reid	45-54	F	12039
Reid	45-54	M	10942
Reid	55-64	F	10831
Reid	55-64	M	9713
Reid	65-74	F	7913
Reid	65-74	M	7053
Reid	75-84	F	4531
Reid	75-84	M	3829
Reid	85+	F	2428
Reid	85+	M	1608
Richmond	0-4	F	3910
Richmond	0-4	M	4071
Richmond	5-14	F	9362
Richmond	5-14	M	10023
Richmond	15-19	F	4172
Richmond	15-19	M	4329
Richmond	20-24	F	3474
Richmond	20-24	M	3465
Richmond	25-34	F	9000
Richmond	25-34	M	7907
Richmond	35-44	F	10680
Richmond	35-44	M	9598
Richmond	45-54	F	11362
Richmond	45-54	M	10254
Richmond	55-64	F	12748
Richmond	55-64	M	11198
Richmond	65-74	F	11840
Richmond	65-74	M	11272
Richmond	75-84	F	6900
Richmond	75-84	M	6081
Richmond	85+	F	3549
Richmond	85+	M	2246
Riverina	0-4	F	4847
Riverina	0-4	M	5058
Riverina	5-14	F	10471
Riverina	5-14	M	10846
Riverina	15-19	F	4875
Riverina	15-19	M	5198
Riverina	20-24	F	4842
Riverina	20-24	M	4852
Riverina	25-34	F	9687
Riverina	25-34	M	9615
Riverina	35-44	F	9133
Riverina	35-44	M	8826
Riverina	45-54	F	9516
Riverina	45-54	M	9152
Riverina	55-64	F	10358
Riverina	55-64	M	10145
Riverina	65-74	F	9295
Riverina	65-74	M	9161
Riverina	75-84	F	5771
Riverina	75-84	M	5231
Riverina	85+	F	2773
Riverina	85+	M	1702
Robertson	0-4	F	3825
Robertson	0-4	M	4113
Robertson	5-14	F	8699
Robertson	5-14	M	9363
Robertson	15-19	F	4136
Robertson	15-19	M	4377
Robertson	20-24	F	3808
Robertson	20-24	M	3931
Robertson	25-34	F	7848
Robertson	25-34	M	7703
Robertson	35-44	F	9598
Robertson	35-44	M	8815
Robertson	45-54	F	10200
Robertson	45-54	M	9696
Robertson	55-64	F	10855
Robertson	55-64	M	9751
Robertson	65-74	F	10015
Robertson	65-74	M	8574
Robertson	75-84	F	6305
Robertson	75-84	M	5463
Robertson	85+	F	3093
Robertson	85+	M	1804
Shortland	0-4	F	3961
Shortland	0-4	M	4258
Shortland	5-14	F	9162
Shortland	5-14	M	9782
Shortland	15-19	F	4144
Shortland	15-19	M	4577
Shortland	20-24	F	3858
Shortland	20-24	M	4208
Shortland	25-34	F	8448
Shortland	25-34	M	8141
Shortland	35-44	F	9352
Shortland	35-44	M	8684
Shortland	45-54	F	9862
Shortland	45-54	M	9487
Shortland	55-64	F	10362
Shortland	55-64	M	9472
Shortland	65-74	F	9706
Shortland	65-74	M	8509
Shortland	75-84	F	6275
Shortland	75-84	M	5367
Shortland	85+	F	2632
Shortland	85+	M	1667
Sydney	0-4	F	3516
Sydney	0-4	M	3800
Sydney	5-14	F	4134
Sydney	5-14	M	4307
Sydney	15-19	F	2788
Sydney	15-19	M	2433
Sydney	20-24	F	11057
Sydney	20-24	M	10251
Sydney	25-34	F	32205
Sydney	25-34	M	33884
Sydney	35-44	F	17131
Sydney	35-44	M	20990
Sydney	45-54	F	9484
Sydney	45-54	M	12424
Sydney	55-64	F	7743
Sydney	55-64	M	9368
Sydney	65-74	F	5557
Sydney	65-74	M	5974
Sydney	75-84	F	2712
Sydney	75-84	M	2749
Sydney	85+	F	985
Sydney	85+	M	735
Warringah	0-4	F	3970
Warringah	0-4	M	4064
Warringah	5-14	F	9228
Warringah	5-14	M	9728
Warringah	15-19	F	4161
Warringah	15-19	M	4371
Warringah	20-24	F	3746
Warringah	20-24	M	3751
Warringah	25-34	F	10524
Warringah	25-34	M	9384
Warringah	35-44	F	11576
Warringah	35-44	M	10472
Warringah	45-54	F	11972
Warringah	45-54	M	10966
Warringah	55-64	F	9210
Warringah	55-64	M	8789
Warringah	65-74	F	6898
Warringah	65-74	M	5972
Warringah	75-84	F	4672
Warringah	75-84	M	3780
Warringah	85+	F	2188
Warringah	85+	M	1406
Watson	0-4	F	5588
Watson	0-4	M	6008
Watson	5-14	F	11112
Watson	5-14	M	12050
Watson	15-19	F	5102
Watson	15-19	M	5430
Watson	20-24	F	6084
Watson	20-24	M	6840
Watson	25-34	F	13979
Watson	25-34	M	15677
Watson	35-44	F	12533
Watson	35-44	M	13263
Watson	45-54	F	11507
Watson	45-54	M	11052
Watson	55-64	F	10202
Watson	55-64	M	10043
Watson	65-74	F	7345
Watson	65-74	M	6830
Watson	75-84	F	4453
Watson	75-84	M	4011
Watson	85+	F	2431
Watson	85+	M	1598
Wentworth	0-4	F	3587
Wentworth	0-4	M	3689
Wentworth	5-14	F	7184
Wentworth	5-14	M	7384
Wentworth	15-19	F	3124
Wentworth	15-19	M	3233
Wentworth	20-24	F	4052
Wentworth	20-24	M	3343
Wentworth	25-34	F	15835
Wentworth	25-34	M	13674
Wentworth	35-44	F	11670
Wentworth	35-44	M	11224
Wentworth	45-54	F	9818
Wentworth	45-54	M	9365
Wentworth	55-64	F	7561
Wentworth	55-64	M	7288
Wentworth	65-74	F	6450
