CED_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Barton	85+	0	M	1395
Barton	85+	1	F	112
Barton	85+	1	M	161
Bennelong	15-19		F	145
Bennelong	15-19		M	158
Bennelong	15-19	0	F	4142
Bennelong	15-19	0	M	4473
Bennelong	15-19	1	F	192
Bennelong	15-19	1	M	190
Bennelong	20-24		F	296
Bennelong	20-24		M	289
Bennelong	20-24	0	F	5462
Bennelong	20-24	0	M	5743
Bennelong	20-24	1	F	306
Bennelong	20-24	1	M	335
Bennelong	25-34		F	871
Bennelong	25-34		M	938
Bennelong	25-34	0	F	14909
Bennelong	25-34	0	M	14340
Bennelong	25-34	1	F	985
Bennelong	25-34	1	M	745
Bennelong	35-44		F	683
Bennelong	35-44		M	752
Bennelong	35-44	0	F	13497
Bennelong	35-44	0	M	13462
Bennelong	35-44	1	F	1704
Bennelong	35-44	1	M	1227
Bennelong	45-54		F	404
Bennelong	45-54		M	440
Bennelong	45-54	0	F	9436
Bennelong	45-54	0	M	9148
Bennelong	45-54	1	F	2058
Bennelong	45-54	1	M	1423
Bennelong	55-64		F	365
Bennelong	55-64		M	392
Bennelong	55-64	0	F	8569
Bennelong	55-64	0	M	8158
Bennelong	55-64	1	F	2116
Bennelong	55-64	1	M	1472
Bennelong	65-74		F	317
Bennelong	65-74		M	278
Bennelong	65-74	0	F	6740
Bennelong	65-74	0	M	6328
Bennelong	65-74	1	F	1240
Bennelong	65-74	1	M	863
Bennelong	75-84		F	323
Bennelong	75-84		M	231
Bennelong	75-84	0	F	3885
Bennelong	75-84	0	M	3219
Bennelong	75-84	1	F	513
Bennelong	75-84	1	M	381
Bennelong	85+		F	386
Bennelong	85+		M	188
Bennelong	85+	0	F	2187
Bennelong	85+	0	M	1371
Bennelong	85+	1	F	137
Bennelong	85+	1	M	170
Berowra	15-19		F	118
Berowra	15-19		M	163
Berowra	15-19	0	F	4717
Berowra	15-19	0	M	5156
Berowra	15-19	1	F	246
Berowra	15-19	1	M	228
Berowra	20-24		F	103
Berowra	20-24		M	130
Berowra	20-24	0	F	3753
Berowra	20-24	0	M	4270
Berowra	20-24	1	F	255
Berowra	20-24	1	M	255
Berowra	25-34		F	221
Berowra	25-34		M	218
Berowra	25-34	0	F	5517
Berowra	25-34	0	M	5601
Berowra	25-34	1	F	515
Berowra	25-34	1	M	367
Berowra	35-44		F	302
Berowra	35-44		M	305
Berowra	35-44	0	F	8908
Berowra	35-44	0	M	8236
Berowra	35-44	1	F	1342
Berowra	35-44	1	M	889
Berowra	45-54		F	272
Berowra	45-54		M	299
Berowra	45-54	0	F	9172
Berowra	45-54	0	M	9284
Berowra	45-54	1	F	2197
Berowra	45-54	1	M	1396
Berowra	55-64		F	211
Berowra	55-64		M	249
Berowra	55-64	0	F	7813
Berowra	55-64	0	M	8076
Berowra	55-64	1	F	2312
Berowra	55-64	1	M	1483
Berowra	65-74		F	278
Berowra	65-74		M	205
Berowra	65-74	0	F	6594
Berowra	65-74	0	M	6461
Berowra	65-74	1	F	1286
Berowra	65-74	1	M	875
Berowra	75-84		F	317
Berowra	75-84		M	248
Berowra	75-84	0	F	4124
Berowra	75-84	0	M	3707
Berowra	75-84	1	F	546
Berowra	75-84	1	M	521
Berowra	85+		F	453
Berowra	85+		M	230
Berowra	85+	0	F	1914
Berowra	85+	0	M	1207
Berowra	85+	1	F	119
Berowra	85+	1	M	146
Blaxland	15-19		F	478
Blaxland	15-19		M	578
Blaxland	15-19	0	F	4799
Blaxland	15-19	0	M	5301
Blaxland	15-19	1	F	308
Blaxland	15-19	1	M	257
Blaxland	20-24		F	654
Blaxland	20-24		M	926
Blaxland	20-24	0	F	6026
Blaxland	20-24	0	M	6923
Blaxland	20-24	1	F	450
Blaxland	20-24	1	M	389
Blaxland	25-34		F	1488
Blaxland	25-34		M	1970
Blaxland	25-34	0	F	11985
Blaxland	25-34	0	M	13843
Blaxland	25-34	1	F	1471
Blaxland	25-34	1	M	930
Blaxland	35-44		F	1180
Blaxland	35-44		M	1533
Blaxland	35-44	0	F	8910
Blaxland	35-44	0	M	10215
Blaxland	35-44	1	F	1871
Blaxland	35-44	1	M	1135
Blaxland	45-54		F	909
Blaxland	45-54		M	1125
Blaxland	45-54	0	F	7941
Blaxland	45-54	0	M	8453
Blaxland	45-54	1	F	1800
Blaxland	45-54	1	M	1237
Blaxland	55-64		F	767
Blaxland	55-64		M	846
Blaxland	55-64	0	F	7604
Blaxland	55-64	0	M	8164
Blaxland	55-64	1	F	1645
Blaxland	55-64	1	M	1062
Blaxland	65-74		F	557
Blaxland	65-74		M	554
Blaxland	65-74	0	F	5592
Blaxland	65-74	0	M	5611
Blaxland	65-74	1	F	917
Blaxland	65-74	1	M	648
Blaxland	75-84		F	404
Blaxland	75-84		M	398
Blaxland	75-84	0	F	3083
Blaxland	75-84	0	M	2894
Blaxland	75-84	1	F	330
Blaxland	75-84	1	M	321
Blaxland	85+		F	456
Blaxland	85+		M	260
Blaxland	85+	0	F	1593
Blaxland	85+	0	M	1047
Blaxland	85+	1	F	64
Blaxland	85+	1	M	104
Bradfield	15-19		F	131
Bradfield	15-19		M	153
Bradfield	15-19	0	F	5120
Bradfield	15-19	0	M	5391
Bradfield	15-19	1	F	234
Bradfield	15-19	1	M	243
Bradfield	20-24		F	143
Bradfield	20-24		M	168
Bradfield	20-24	0	F	4098
Bradfield	20-24	0	M	4433
Bradfield	20-24	1	F	289
Bradfield	20-24	1	M	268
Bradfield	25-34		F	330
Bradfield	25-34		M	326
Bradfield	25-34	0	F	7302
Bradfield	25-34	0	M	6932
Bradfield	25-34	1	F	527
Bradfield	25-34	1	M	400
Bradfield	35-44		F	379
Bradfield	35-44		M	366
Bradfield	35-44	0	F	11367
Bradfield	35-44	0	M	10200
Bradfield	35-44	1	F	1453
Bradfield	35-44	1	M	938
Bradfield	45-54		F	324
Bradfield	45-54		M	293
Bradfield	45-54	0	F	10359
Bradfield	45-54	0	M	9833
Bradfield	45-54	1	F	2351
Bradfield	45-54	1	M	1465
Bradfield	55-64		F	259
Bradfield	55-64		M	248
Bradfield	55-64	0	F	7675
Bradfield	55-64	0	M	7724
Bradfield	55-64	1	F	2172
Bradfield	55-64	1	M	1520
Bradfield	65-74		F	262
Bradfield	65-74		M	217
Bradfield	65-74	0	F	6765
Bradfield	65-74	0	M	6073
Bradfield	65-74	1	F	1254
Bradfield	65-74	1	M	863
Bradfield	75-84		F	295
Bradfield	75-84		M	192
Bradfield	75-84	0	F	4762
Bradfield	75-84	0	M	4025
Bradfield	75-84	1	F	683
Bradfield	75-84	1	M	534
Bradfield	85+		F	400
Bradfield	85+		M	176
Bradfield	85+	0	F	2736
Bradfield	85+	0	M	1734
Bradfield	85+	1	F	180
Bradfield	85+	1	M	230
Calare	15-19		F	366
Calare	15-19		M	491
Calare	15-19	0	F	4182
Calare	15-19	0	M	4655
Calare	15-19	1	F	264
Calare	15-19	1	M	216
Calare	20-24		F	316
Calare	20-24		M	607
Calare	20-24	0	F	3677
Calare	20-24	0	M	3925
Calare	20-24	1	F	306
Calare	20-24	1	M	236
Calare	25-34		F	729
Calare	25-34		M	1466
Calare	25-34	0	F	8406
Calare	25-34	0	M	8202
Calare	25-34	1	F	1083
Calare	25-34	1	M	574
Calare	35-44		F	702
Calare	35-44		M	1292
Calare	35-44	0	F	7525
Calare	35-44	0	M	7601
Calare	35-44	1	F	1599
Calare	35-44	1	M	942
Calare	45-54		F	712
Calare	45-54		M	1013
Calare	45-54	0	F	7687
Calare	45-54	0	M	7977
Calare	45-54	1	F	2294
Calare	45-54	1	M	1372
Calare	55-64		F	651
Calare	55-64		M	846
Calare	55-64	0	F	7936
Calare	55-64	0	M	8421
Calare	55-64	1	F	2481
Calare	55-64	1	M	1578
Calare	65-74		F	639
Calare	65-74		M	733
Calare	65-74	0	F	7432
Calare	65-74	0	M	7767
Calare	65-74	1	F	1433
Calare	65-74	1	M	1022
Calare	75-84		F	531
Calare	75-84		M	481
Calare	75-84	0	F	4541
Calare	75-84	0	M	4236
Calare	75-84	1	F	610
Calare	75-84	1	M	533
Calare	85+		F	315
Calare	85+		M	164
Calare	85+	0	F	2110
Calare	85+	0	M	1212
Calare	85+	1	F	102
Calare	85+	1	M	145
Chifley	15-19		F	487
Chifley	15-19		M	576
Chifley	15-19	0	F	5245
Chifley	15-19	0	M	5651
Chifley	15-19	1	F	347
Chifley	15-19	1	M	272
Chifley	20-24		F	521
Chifley	20-24		M	639
Chifley	20-24	0	F	5668
Chifley	20-24	0	M	6206
Chifley	20-24	1	F	435
Chifley	20-24	1	M	379
Chifley	25-34		F	1344
Chifley	25-34		M	1346
Chifley	25-34	0	F	13184
Chifley	25-34	0	M	12481
Chifley	25-34	1	F	1540
Chifley	25-34	1	M	932
Chifley	35-44		F	1235
Chifley	35-44		M	1227
Chifley	35-44	0	F	12465
Chifley	35-44	0	M	13276
Chifley	35-44	1	F	2158
Chifley	35-44	1	M	1440
Chifley	45-54		F	783
Chifley	45-54		M	871
Chifley	45-54	0	F	8973
Chifley	45-54	0	M	9438
Chifley	45-54	1	F	1904
Chifley	45-54	1	M	1270
Chifley	55-64		F	578
Chifley	55-64		M	639
Chifley	55-64	0	F	7945
Chifley	55-64	0	M	8038
Chifley	55-64	1	F	1575
Chifley	55-64	1	M	1014
Chifley	65-74		F	500
Chifley	65-74		M	426
Chifley	65-74	0	F	6145
Chifley	65-74	0	M	5599
Chifley	65-74	1	F	899
Chifley	65-74	1	M	638
Chifley	75-84		F	336
Chifley	75-84		M	261
Chifley	75-84	0	F	2953
Chifley	75-84	0	M	2453
Chifley	75-84	1	F	289
Chifley	75-84	1	M	301
Chifley	85+		F	250
Chifley	85+		M	100
Chifley	85+	0	F	1334
Chifley	85+	0	M	672
Chifley	85+	1	F	42
Chifley	85+	1	M	60
Cook	15-19		F	169
Cook	15-19		M	182
Cook	15-19	0	F	3797
Cook	15-19	0	M	4009
Cook	15-19	1	F	203
Cook	15-19	1	M	177
Cook	20-24		F	161
Cook	20-24		M	157
Cook	20-24	0	F	3641
Cook	20-24	0	M	3822
Cook	20-24	1	F	314
Cook	20-24	1	M	211
Cook	25-34		F	494
Cook	25-34		M	522
Cook	25-34	0	F	8094
Cook	25-34	0	M	7768
Cook	25-34	1	F	690
Cook	25-34	1	M	481
Cook	35-44		F	440
Cook	35-44		M	480
Cook	35-44	0	F	8306
Cook	35-44	0	M	7991
Cook	35-44	1	F	1266
Cook	35-44	1	M	824
Cook	45-54		F	410
Cook	45-54		M	452
Cook	45-54	0	F	7995
Cook	45-54	0	M	8191
Cook	45-54	1	F	2248
Cook	45-54	1	M	1347
Cook	55-64		F	312
Cook	55-64		M	349
Cook	55-64	0	F	7008
Cook	55-64	0	M	7176
Cook	55-64	1	F	2320
Cook	55-64	1	M	1579
Cook	65-74		F	313
Cook	65-74		M	291
Cook	65-74	0	F	6469
Cook	65-74	0	M	5918
Cook	65-74	1	F	1248
Cook	65-74	1	M	891
Cook	75-84		F	404
Cook	75-84		M	289
Cook	75-84	0	F	4524
Cook	75-84	0	M	3771
Cook	75-84	1	F	579
Cook	75-84	1	M	444
Cook	85+		F	517
Cook	85+		M	232
Cook	85+	0	F	2453
Cook	85+	0	M	1536
Cook	85+	1	F	166
Cook	85+	1	M	191
Cowper	15-19		F	408
Cowper	15-19		M	475
Cowper	15-19	0	F	4051
Cowper	15-19	0	M	4207
Cowper	15-19	1	F	277
Cowper	15-19	1	M	253
Cowper	20-24		F	283
Cowper	20-24		M	415
Cowper	20-24	0	F	3212
Cowper	20-24	0	M	3295
Cowper	20-24	1	F	306
Cowper	20-24	1	M	220
Cowper	25-34		F	678
Cowper	25-34		M	989
Cowper	25-34	0	F	6733
Cowper	25-34	0	M	6634
Cowper	25-34	1	F	1045
Cowper	25-34	1	M	590
Cowper	35-44		F	653
Cowper	35-44		M	864
Cowper	35-44	0	F	6939
Cowper	35-44	0	M	6762
Cowper	35-44	1	F	1707
Cowper	35-44	1	M	930
Cowper	45-54		F	639
Cowper	45-54		M	759
Cowper	45-54	0	F	7836
Cowper	45-54	0	M	7574
Cowper	45-54	1	F	2403
Cowper	45-54	1	M	1354
Cowper	55-64		F	697
Cowper	55-64		M	767
Cowper	55-64	0	F	9280
Cowper	55-64	0	M	8912
Cowper	55-64	1	F	2965
Cowper	55-64	1	M	1757
Cowper	65-74		F	724
Cowper	65-74		M	721
Cowper	65-74	0	F	9615
Cowper	65-74	0	M	9753
Cowper	65-74	1	F	2116
Cowper	65-74	1	M	1438
Cowper	75-84		F	805
Cowper	75-84		M	589
Cowper	75-84	0	F	6210
Cowper	75-84	0	M	5530
Cowper	75-84	1	F	886
Cowper	75-84	1	M	788
Cowper	85+		F	699
Cowper	85+		M	348
Cowper	85+	0	F	2772
Cowper	85+	0	M	1794
Cowper	85+	1	F	180
Cowper	85+	1	M	224
Cunningham	15-19		F	294
Cunningham	15-19		M	266
Cunningham	15-19	0	F	4266
Cunningham	15-19	0	M	4441
Cunningham	15-19	1	F	268
Cunningham	15-19	1	M	228
Cunningham	20-24		F	329
Cunningham	20-24		M	374
Cunningham	20-24	0	F	5535
Cunningham	20-24	0	M	5693
Cunningham	20-24	1	F	399
Cunningham	20-24	1	M	303
Cunningham	25-34		F	542
Cunningham	25-34		M	622
Cunningham	25-34	0	F	9250
Cunningham	25-34	0	M	9756
Cunningham	25-34	1	F	926
Cunningham	25-34	1	M	704
Cunningham	35-44		F	476
Cunningham	35-44		M	486
Cunningham	35-44	0	F	8216
Cunningham	35-44	0	M	8357
Cunningham	35-44	1	F	1533
Cunningham	35-44	1	M	962
Cunningham	45-54		F	397
Cunningham	45-54		M	465
Cunningham	45-54	0	F	7681
Cunningham	45-54	0	M	7945
Cunningham	45-54	1	F	2329
Cunningham	45-54	1	M	1556
Cunningham	55-64		F	340
Cunningham	55-64		M	371
Cunningham	55-64	0	F	7135
Cunningham	55-64	0	M	7477
Cunningham	55-64	1	F	2595
Cunningham	55-64	1	M	1834
Cunningham	65-74		F	359
Cunningham	65-74		M	340
Cunningham	65-74	0	F	6375
Cunningham	65-74	0	M	6132
Cunningham	65-74	1	F	1390
Cunningham	65-74	1	M	965
Cunningham	75-84		F	429
Cunningham	75-84		M	328
Cunningham	75-84	0	F	4337
Cunningham	75-84	0	M	3663
Cunningham	75-84	1	F	578
Cunningham	75-84	1	M	510
Cunningham	85+		F	521
Cunningham	85+		M	227
Cunningham	85+	0	F	2164
Cunningham	85+	0	M	1281
Cunningham	85+	1	F	111
Cunningham	85+	1	M	178
Dobell	15-19		F	293
Dobell	15-19		M	316
Dobell	15-19	0	F	4280
Dobell	15-19	0	M	4637
Dobell	15-19	1	F	258
Dobell	15-19	1	M	249
Dobell	20-24		F	259
Dobell	20-24		M	258
Dobell	20-24	0	F	3927
Dobell	20-24	0	M	4075
Dobell	20-24	1	F	323
Dobell	20-24	1	M	273
Dobell	25-34		F	615
Dobell	25-34		M	579
Dobell	25-34	0	F	8224
Dobell	25-34	0	M	7950
Dobell	25-34	1	F	1047
Dobell	25-34	1	M	613
Dobell	35-44		F	542
Dobell	35-44		M	606
Dobell	35-44	0	F	7786
Dobell	35-44	0	M	7936
Dobell	35-44	1	F	1834
Dobell	35-44	1	M	997
Dobell	45-54		F	512
Dobell	45-54		M	550
Dobell	45-54	0	F	7863
Dobell	45-54	0	M	8020
Dobell	45-54	1	F	2250
Dobell	45-54	1	M	1269
Dobell	55-64		F	449
Dobell	55-64		M	460
Dobell	55-64	0	F	7791
Dobell	55-64	0	M	7671
Dobell	55-64	1	F	2228
Dobell	55-64	1	M	1308
Dobell	65-74		F	516
Dobell	65-74		M	488
Dobell	65-74	0	F	7432
Dobell	65-74	0	M	6941
Dobell	65-74	1	F	1446
Dobell	65-74	1	M	920
Dobell	75-84		F	673
Dobell	75-84		M	451
Dobell	75-84	0	F	4746
Dobell	75-84	0	M	3925
Dobell	75-84	1	F	589
Dobell	75-84	1	M	570
Dobell	85+		F	741
Dobell	85+		M	336
Dobell	85+	0	F	2211
Dobell	85+	0	M	1271
Dobell	85+	1	F	105
Dobell	85+	1	M	135
Eden-Monaro	15-19		F	315
Eden-Monaro	15-19		M	360
Eden-Monaro	15-19	0	F	3666
Eden-Monaro	15-19	0	M	3966
Eden-Monaro	15-19	1	F	206
Eden-Monaro	15-19	1	M	204
Eden-Monaro	20-24		F	255
Eden-Monaro	20-24		M	277
Eden-Monaro	20-24	0	F	3054
Eden-Monaro	20-24	0	M	3438
Eden-Monaro	20-24	1	F	258
Eden-Monaro	20-24	1	M	213
Eden-Monaro	25-34		F	670
Eden-Monaro	25-34		M	835
Eden-Monaro	25-34	0	F	7923
Eden-Monaro	25-34	0	M	7941
Eden-Monaro	25-34	1	F	918
Eden-Monaro	25-34	1	M	551
Eden-Monaro	35-44		F	612
Eden-Monaro	35-44		M	738
Eden-Monaro	35-44	0	F	7819
Eden-Monaro	35-44	0	M	7715
Eden-Monaro	35-44	1	F	1533
Eden-Monaro	35-44	1	M	964
Eden-Monaro	45-54		F	627
Eden-Monaro	45-54		M	742
Eden-Monaro	45-54	0	F	8340
Eden-Monaro	45-54	0	M	8670
Eden-Monaro	45-54	1	F	2242
Eden-Monaro	45-54	1	M	1386
Eden-Monaro	55-64		F	701
Eden-Monaro	55-64		M	830
Eden-Monaro	55-64	0	F	8532
Eden-Monaro	55-64	0	M	9195
Eden-Monaro	55-64	1	F	2541
Eden-Monaro	55-64	1	M	1735
Eden-Monaro	65-74		F	599
Eden-Monaro	65-74		M	659
Eden-Monaro	65-74	0	F	7518
Eden-Monaro	65-74	0	M	8189
Eden-Monaro	65-74	1	F	1553
Eden-Monaro	65-74	1	M	1134
Eden-Monaro	75-84		F	454
Eden-Monaro	75-84		M	406
Eden-Monaro	75-84	0	F	3899
Eden-Monaro	75-84	0	M	4002
Eden-Monaro	75-84	1	F	608
Eden-Monaro	75-84	1	M	483
Eden-Monaro	85+		F	306
Eden-Monaro	85+		M	187
Eden-Monaro	85+	0	F	1655
Eden-Monaro	85+	0	M	1061
Eden-Monaro	85+	1	F	98
Eden-Monaro	85+	1	M	146
Farrer	15-19		F	471
Farrer	15-19		M	539
Farrer	15-19	0	F	4278
Farrer	15-19	0	M	4486
Farrer	15-19	1	F	285
Farrer	15-19	1	M	232
Farrer	20-24		F	384
Farrer	20-24		M	440
Farrer	20-24	0	F	3632
Farrer	20-24	0	M	3914
Farrer	20-24	1	F	360
Farrer	20-24	1	M	220
Farrer	25-34		F	852
Farrer	25-34		M	997
Farrer	25-34	0	F	8258
Farrer	25-34	0	M	8533
Farrer	25-34	1	F	1104
Farrer	25-34	1	M	625
Farrer	35-44		F	825
Farrer	35-44		M	865
Farrer	35-44	0	F	7514
Farrer	35-44	0	M	7628
Farrer	35-44	1	F	1670
Farrer	35-44	1	M	960
Farrer	45-54		F	772
Farrer	45-54		M	963
Farrer	45-54	0	F	7654
Farrer	45-54	0	M	8014
Farrer	45-54	1	F	2240
Farrer	45-54	1	M	1344
Farrer	55-64		F	866
Farrer	55-64		M	921
Farrer	55-64	0	F	8173
Farrer	55-64	0	M	8913
Farrer	55-64	1	F	2805
Farrer	55-64	1	M	1631
Farrer	65-74		F	785
Farrer	65-74		M	912
Farrer	65-74	0	F	7822
Farrer	65-74	0	M	8445
Farrer	65-74	1	F	1703
Farrer	65-74	1	M	1148
Farrer	75-84		F	750
Farrer	75-84		M	567
Farrer	75-84	0	F	4956
Farrer	75-84	0	M	4508
Farrer	75-84	1	F	709
Farrer	75-84	1	M	623
Farrer	85+		F	421
Farrer	85+		M	284
Farrer	85+	0	F	2287
Farrer	85+	0	M	1403
Farrer	85+	1	F	134
Farrer	85+	1	M	170
Fowler	15-19		F	417
Fowler	15-19		M	464
Fowler	15-19	0	F	4816
Fowler	15-19	0	M	4999
Fowler	15-19	1	F	283
Fowler	15-19	1	M	256
Fowler	20-24		F	461
Fowler	20-24		M	499
Fowler	20-24	0	F	5278
Fowler	20-24	0	M	5406
Fowler	20-24	1	F	477
Fowler	20-24	1	M	345
Fowler	25-34		F	1142
Fowler	25-34		M	1122
Fowler	25-34	0	F	9975
Fowler	25-34	0	M	10358
Fowler	25-34	1	F	1274
Fowler	25-34	1	M	973
Fowler	35-44		F	937
Fowler	35-44		M	965
Fowler	35-44	0	F	8844
Fowler	35-44	0	M	8443
Fowler	35-44	1	F	1732
Fowler	35-44	1	M	1140
Fowler	45-54		F	777
Fowler	45-54		M	866
Fowler	45-54	0	F	8481
Fowler	45-54	0	M	8588
Fowler	45-54	1	F	2157
Fowler	45-54	1	M	1257
Fowler	55-64		F	722
Fowler	55-64		M	809
Fowler	55-64	0	F	8523
Fowler	55-64	0	M	9032
Fowler	55-64	1	F	1964
Fowler	55-64	1	M	1191
Fowler	65-74		F	543
Fowler	65-74		M	544
Fowler	65-74	0	F	6717
Fowler	65-74	0	M	6531
Fowler	65-74	1	F	1066
Fowler	65-74	1	M	687
Fowler	75-84		F	492
Fowler	75-84		M	402
Fowler	75-84	0	F	3331
Fowler	75-84	0	M	2979
Fowler	75-84	1	F	344
Fowler	75-84	1	M	315
Fowler	85+		F	504
Fowler	85+		M	280
Fowler	85+	0	F	1581
Fowler	85+	0	M	1000
Fowler	85+	1	F	67
Fowler	85+	1	M	93
Gilmore	15-19		F	369
Gilmore	15-19		M	402
Gilmore	15-19	0	F	3353
Gilmore	15-19	0	M	3725
Gilmore	15-19	1	F	239
Gilmore	15-19	1	M	183
Gilmore	20-24		F	235
Gilmore	20-24		M	355
Gilmore	20-24	0	F	2749
Gilmore	20-24	0	M	3058
Gilmore	20-24	1	F	233
Gilmore	20-24	1	M	207
Gilmore	25-34		F	559
Gilmore	25-34		M	843
Gilmore	25-34	0	F	6417
Gilmore	25-34	0	M	6398
Gilmore	25-34	1	F	833
Gilmore	25-34	1	M	545
Gilmore	35-44		F	587
Gilmore	35-44		M	785
Gilmore	35-44	0	F	6422
Gilmore	35-44	0	M	6472
Gilmore	35-44	1	F	1410
Gilmore	35-44	1	M	790
Gilmore	45-54		F	588
Gilmore	45-54		M	794
Gilmore	45-54	0	F	7120
Gilmore	45-54	0	M	7132
Gilmore	45-54	1	F	2039
Gilmore	45-54	1	M	1248
Gilmore	55-64		F	675
Gilmore	55-64		M	778
Gilmore	55-64	0	F	9444
Gilmore	55-64	0	M	9266
Gilmore	55-64	1	F	2948
Gilmore	55-64	1	M	1868
Gilmore	65-74		F	734
Gilmore	65-74		M	775
Gilmore	65-74	0	F	10620
Gilmore	65-74	0	M	10712
Gilmore	65-74	1	F	2161
Gilmore	65-74	1	M	1614
Gilmore	75-84		F	645
Gilmore	75-84		M	551
Gilmore	75-84	0	F	6062
Gilmore	75-84	0	M	5925
Gilmore	75-84	1	F	925
Gilmore	75-84	1	M	871
Gilmore	85+		F	434
Gilmore	85+		M	235
Gilmore	85+	0	F	2636
Gilmore	85+	0	M	1688
Gilmore	85+	1	F	177
Gilmore	85+	1	M	235
Grayndler	15-19		F	140
Grayndler	15-19		M	116
Grayndler	15-19	0	F	2621
Grayndler	15-19	0	M	2940
Grayndler	15-19	1	F	130
Grayndler	15-19	1	M	122
Grayndler	20-24		F	272
Grayndler	20-24		M	281
Grayndler	20-24	0	F	4225
Grayndler	20-24	0	M	3829
Grayndler	20-24	1	F	261
Grayndler	20-24	1	M	232
Grayndler	25-34		F	827
Grayndler	25-34		M	821
Grayndler	25-34	0	F	13394
Grayndler	25-34	0	M	12576
Grayndler	25-34	1	F	883
Grayndler	25-34	1	M	623
Grayndler	35-44		F	547
Grayndler	35-44		M	648
Grayndler	35-44	0	F	11162
Grayndler	35-44	0	M	11067
Grayndler	35-44	1	F	1317
Grayndler	35-44	1	M	924
Grayndler	45-54		F	410
Grayndler	45-54		M	516
Grayndler	45-54	0	F	8693
Grayndler	45-54	0	M	8780
Grayndler	45-54	1	F	2014
Grayndler	45-54	1	M	1302
Grayndler	55-64		F	294
Grayndler	55-64		M	478
Grayndler	55-64	0	F	6117
Grayndler	55-64	0	M	6351
Grayndler	55-64	1	F	1799
Grayndler	55-64	1	M	1156
Grayndler	65-74		F	279
Grayndler	65-74		M	319
Grayndler	65-74	0	F	4950
Grayndler	65-74	0	M	4519
Grayndler	65-74	1	F	961
Grayndler	65-74	1	M	597
Grayndler	75-84		F	247
Grayndler	75-84		M	254
Grayndler	75-84	0	F	2782
Grayndler	75-84	0	M	2322
Grayndler	75-84	1	F	340
Grayndler	75-84	1	M	268
Grayndler	85+		F	246
Grayndler	85+		M	156
Grayndler	85+	0	F	1301
Grayndler	85+	0	M	811
Grayndler	85+	1	F	60
Grayndler	85+	1	M	87
Greenway	15-19		F	289
Greenway	15-19		M	314
Greenway	15-19	0	F	5163
Greenway	15-19	0	M	5635
Greenway	15-19	1	F	258
Greenway	15-19	1	M	235
Greenway	20-24		F	346
