CED_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Melbourne	85+	0	M	607
Melbourne	85+	1	F	62
Melbourne	85+	1	M	67
Menzies	15-19		F	143
Menzies	15-19		M	172
Menzies	15-19	0	F	4452
Menzies	15-19	0	M	4931
Menzies	15-19	1	F	221
Menzies	15-19	1	M	236
Menzies	20-24		F	197
Menzies	20-24		M	217
Menzies	20-24	0	F	4515
Menzies	20-24	0	M	5153
Menzies	20-24	1	F	372
Menzies	20-24	1	M	318
Menzies	25-34		F	500
Menzies	25-34		M	510
Menzies	25-34	0	F	9091
Menzies	25-34	0	M	9069
Menzies	25-34	1	F	798
Menzies	25-34	1	M	638
Menzies	35-44		F	455
Menzies	35-44		M	429
Menzies	35-44	0	F	9967
Menzies	35-44	0	M	9468
Menzies	35-44	1	F	1777
Menzies	35-44	1	M	1150
Menzies	45-54		F	378
Menzies	45-54		M	413
Menzies	45-54	0	F	8912
Menzies	45-54	0	M	8852
Menzies	45-54	1	F	2927
Menzies	45-54	1	M	1938
Menzies	55-64		F	337
Menzies	55-64		M	305
Menzies	55-64	0	F	7860
Menzies	55-64	0	M	7802
Menzies	55-64	1	F	2943
Menzies	55-64	1	M	1940
Menzies	65-74		F	312
Menzies	65-74		M	264
Menzies	65-74	0	F	7094
Menzies	65-74	0	M	6331
Menzies	65-74	1	F	1694
Menzies	65-74	1	M	1095
Menzies	75-84		F	370
Menzies	75-84		M	260
Menzies	75-84	0	F	5650
Menzies	75-84	0	M	4677
Menzies	75-84	1	F	879
Menzies	75-84	1	M	724
Menzies	85+		F	327
Menzies	85+		M	205
Menzies	85+	0	F	2852
Menzies	85+	0	M	1906
Menzies	85+	1	F	200
Menzies	85+	1	M	281
Monash	15-19		F	333
Monash	15-19		M	346
Monash	15-19	0	F	3206
Monash	15-19	0	M	3342
Monash	15-19	1	F	257
Monash	15-19	1	M	169
Monash	20-24		F	193
Monash	20-24		M	228
Monash	20-24	0	F	2612
Monash	20-24	0	M	2827
Monash	20-24	1	F	283
Monash	20-24	1	M	233
Monash	25-34		F	573
Monash	25-34		M	495
Monash	25-34	0	F	6544
Monash	25-34	0	M	6351
Monash	25-34	1	F	965
Monash	25-34	1	M	563
Monash	35-44		F	599
Monash	35-44		M	600
Monash	35-44	0	F	6071
Monash	35-44	0	M	6092
Monash	35-44	1	F	1509
Monash	35-44	1	M	891
Monash	45-54		F	566
Monash	45-54		M	606
Monash	45-54	0	F	6483
Monash	45-54	0	M	6677
Monash	45-54	1	F	2181
Monash	45-54	1	M	1210
Monash	55-64		F	657
Monash	55-64		M	671
Monash	55-64	0	F	7760
Monash	55-64	0	M	7880
Monash	55-64	1	F	2855
Monash	55-64	1	M	1692
Monash	65-74		F	720
Monash	65-74		M	706
Monash	65-74	0	F	8329
Monash	65-74	0	M	8438
Monash	65-74	1	F	1847
Monash	65-74	1	M	1362
Monash	75-84		F	591
Monash	75-84		M	512
Monash	75-84	0	F	4497
Monash	75-84	0	M	4372
Monash	75-84	1	F	723
Monash	75-84	1	M	689
Monash	85+		F	317
Monash	85+		M	246
Monash	85+	0	F	1958
Monash	85+	0	M	1225
Monash	85+	1	F	102
Monash	85+	1	M	148
Nicholls	15-19		F	414
Nicholls	15-19		M	493
Nicholls	15-19	0	F	3609
Nicholls	15-19	0	M	4203
Nicholls	15-19	1	F	276
Nicholls	15-19	1	M	217
Nicholls	20-24		F	312
Nicholls	20-24		M	376
Nicholls	20-24	0	F	3330
Nicholls	20-24	0	M	3659
Nicholls	20-24	1	F	338
Nicholls	20-24	1	M	280
Nicholls	25-34		F	751
Nicholls	25-34		M	892
Nicholls	25-34	0	F	7455
Nicholls	25-34	0	M	7505
Nicholls	25-34	1	F	1104
Nicholls	25-34	1	M	653
Nicholls	35-44		F	719
Nicholls	35-44		M	780
Nicholls	35-44	0	F	6649
Nicholls	35-44	0	M	6779
Nicholls	35-44	1	F	1653
Nicholls	35-44	1	M	939
Nicholls	45-54		F	701
Nicholls	45-54		M	832
Nicholls	45-54	0	F	6970
Nicholls	45-54	0	M	7641
Nicholls	45-54	1	F	2410
Nicholls	45-54	1	M	1399
Nicholls	55-64		F	736
Nicholls	55-64		M	832
Nicholls	55-64	0	F	7722
Nicholls	55-64	0	M	8334
Nicholls	55-64	1	F	2611
Nicholls	55-64	1	M	1605
Nicholls	65-74		F	709
Nicholls	65-74		M	764
Nicholls	65-74	0	F	7407
Nicholls	65-74	0	M	7918
Nicholls	65-74	1	F	1793
Nicholls	65-74	1	M	1192
Nicholls	75-84		F	671
Nicholls	75-84		M	596
Nicholls	75-84	0	F	4550
Nicholls	75-84	0	M	4483
Nicholls	75-84	1	F	664
Nicholls	75-84	1	M	631
Nicholls	85+		F	454
Nicholls	85+		M	246
Nicholls	85+	0	F	2129
Nicholls	85+	0	M	1391
Nicholls	85+	1	F	112
Nicholls	85+	1	M	143
Scullin	15-19		F	248
Scullin	15-19		M	298
Scullin	15-19	0	F	4102
Scullin	15-19	0	M	4484
Scullin	15-19	1	F	266
Scullin	15-19	1	M	212
Scullin	20-24		F	307
Scullin	20-24		M	413
Scullin	20-24	0	F	4631
Scullin	20-24	0	M	5201
Scullin	20-24	1	F	422
Scullin	20-24	1	M	348
Scullin	25-34		F	752
Scullin	25-34		M	883
Scullin	25-34	0	F	11117
Scullin	25-34	0	M	11486
Scullin	25-34	1	F	1291
Scullin	25-34	1	M	911
Scullin	35-44		F	652
Scullin	35-44		M	734
Scullin	35-44	0	F	10426
Scullin	35-44	0	M	11175
Scullin	35-44	1	F	2049
Scullin	35-44	1	M	1383
Scullin	45-54		F	470
Scullin	45-54		M	525
Scullin	45-54	0	F	7652
Scullin	45-54	0	M	8305
Scullin	45-54	1	F	2479
Scullin	45-54	1	M	1476
Scullin	55-64		F	381
Scullin	55-64		M	408
Scullin	55-64	0	F	6864
Scullin	55-64	0	M	6942
Scullin	55-64	1	F	2259
Scullin	55-64	1	M	1390
Scullin	65-74		F	369
Scullin	65-74		M	318
Scullin	65-74	0	F	5604
Scullin	65-74	0	M	5275
Scullin	65-74	1	F	1228
Scullin	65-74	1	M	835
Scullin	75-84		F	358
Scullin	75-84		M	261
Scullin	75-84	0	F	3233
Scullin	75-84	0	M	2713
Scullin	75-84	1	F	435
Scullin	75-84	1	M	450
Scullin	85+		F	323
Scullin	85+		M	166
Scullin	85+	0	F	1371
Scullin	85+	0	M	864
Scullin	85+	1	F	68
Scullin	85+	1	M	131
Wannon	15-19		F	385
Wannon	15-19		M	441
Wannon	15-19	0	F	3482
Wannon	15-19	0	M	3848
Wannon	15-19	1	F	244
Wannon	15-19	1	M	199
Wannon	20-24		F	214
Wannon	20-24		M	308
Wannon	20-24	0	F	2854
Wannon	20-24	0	M	3210
Wannon	20-24	1	F	287
Wannon	20-24	1	M	201
Wannon	25-34		F	535
Wannon	25-34		M	838
Wannon	25-34	0	F	6785
Wannon	25-34	0	M	7053
Wannon	25-34	1	F	961
Wannon	25-34	1	M	589
Wannon	35-44		F	602
Wannon	35-44		M	849
Wannon	35-44	0	F	6441
Wannon	35-44	0	M	6490
Wannon	35-44	1	F	1514
Wannon	35-44	1	M	882
Wannon	45-54		F	600
Wannon	45-54		M	907
Wannon	45-54	0	F	7078
Wannon	45-54	0	M	7415
Wannon	45-54	1	F	2338
Wannon	45-54	1	M	1359
Wannon	55-64		F	663
Wannon	55-64		M	841
Wannon	55-64	0	F	7997
Wannon	55-64	0	M	8496
Wannon	55-64	1	F	3055
Wannon	55-64	1	M	1860
Wannon	65-74		F	689
Wannon	65-74		M	836
Wannon	65-74	0	F	7986
Wannon	65-74	0	M	8507
Wannon	65-74	1	F	1818
Wannon	65-74	1	M	1309
Wannon	75-84		F	577
Wannon	75-84		M	554
Wannon	75-84	0	F	4643
Wannon	75-84	0	M	4270
Wannon	75-84	1	F	705
Wannon	75-84	1	M	582
Wannon	85+		F	425
Wannon	85+		M	242
Wannon	85+	0	F	2294
Wannon	85+	0	M	1317
Wannon	85+	1	F	121
Wannon	85+	1	M	150
Wills	15-19		F	154
Wills	15-19		M	174
Wills	15-19	0	F	2824
Wills	15-19	0	M	2997
Wills	15-19	1	F	212
Wills	15-19	1	M	195
Wills	20-24		F	304
Wills	20-24		M	361
Wills	20-24	0	F	5150
Wills	20-24	0	M	5158
Wills	20-24	1	F	389
Wills	20-24	1	M	298
Wills	25-34		F	913
Wills	25-34		M	1012
Wills	25-34	0	F	15129
Wills	25-34	0	M	14847
Wills	25-34	1	F	1397
Wills	25-34	1	M	971
Wills	35-44		F	559
Wills	35-44		M	681
Wills	35-44	0	F	10776
Wills	35-44	0	M	11216
Wills	35-44	1	F	1777
Wills	35-44	1	M	1237
Wills	45-54		F	387
Wills	45-54		M	452
Wills	45-54	0	F	6658
Wills	45-54	0	M	7292
Wills	45-54	1	F	2588
Wills	45-54	1	M	1626
Wills	55-64		F	291
Wills	55-64		M	327
Wills	55-64	0	F	5141
Wills	55-64	0	M	5401
Wills	55-64	1	F	2131
Wills	55-64	1	M	1369
Wills	65-74		F	261
Wills	65-74		M	257
Wills	65-74	0	F	4057
Wills	65-74	0	M	3612
Wills	65-74	1	F	1018
Wills	65-74	1	M	655
Wills	75-84		F	285
Wills	75-84		M	236
Wills	75-84	0	F	3299
Wills	75-84	0	M	2348
Wills	75-84	1	F	542
Wills	75-84	1	M	370
Wills	85+		F	312
Wills	85+		M	171
Wills	85+	0	F	2330
Wills	85+	0	M	1346
Wills	85+	1	F	138
Wills	85+	1	M	192
No usual address (Vic.)	15-19		F	91
No usual address (Vic.)	15-19		M	97
No usual address (Vic.)	15-19	0	F	127
No usual address (Vic.)	15-19	0	M	130
No usual address (Vic.)	15-19	1	F	12
No usual address (Vic.)	15-19	1	M	6
No usual address (Vic.)	20-24		F	92
No usual address (Vic.)	20-24		M	127
No usual address (Vic.)	20-24	0	F	195
No usual address (Vic.)	20-24	0	M	199
No usual address (Vic.)	20-24	1	F	34
No usual address (Vic.)	20-24	1	M	26
No usual address (Vic.)	25-34		F	310
No usual address (Vic.)	25-34		M	391
No usual address (Vic.)	25-34	0	F	485
No usual address (Vic.)	25-34	0	M	506
No usual address (Vic.)	25-34	1	F	79
No usual address (Vic.)	25-34	1	M	46
No usual address (Vic.)	35-44		F	346
No usual address (Vic.)	35-44		M	524
No usual address (Vic.)	35-44	0	F	304
No usual address (Vic.)	35-44	0	M	422
No usual address (Vic.)	35-44	1	F	82
No usual address (Vic.)	35-44	1	M	56
No usual address (Vic.)	45-54		F	181
No usual address (Vic.)	45-54		M	467
No usual address (Vic.)	45-54	0	F	220
No usual address (Vic.)	45-54	0	M	366
No usual address (Vic.)	45-54	1	F	81
No usual address (Vic.)	45-54	1	M	81
No usual address (Vic.)	55-64		F	118
No usual address (Vic.)	55-64		M	295
No usual address (Vic.)	55-64	0	F	229
No usual address (Vic.)	55-64	0	M	290
No usual address (Vic.)	55-64	1	F	79
No usual address (Vic.)	55-64	1	M	57
No usual address (Vic.)	65-74		F	62
No usual address (Vic.)	65-74		M	132
No usual address (Vic.)	65-74	0	F	133
No usual address (Vic.)	65-74	0	M	225
No usual address (Vic.)	65-74	1	F	23
No usual address (Vic.)	65-74	1	M	36
No usual address (Vic.)	75-84		F	7
No usual address (Vic.)	75-84		M	30
No usual address (Vic.)	75-84	0	F	47
No usual address (Vic.)	75-84	0	M	61
No usual address (Vic.)	75-84	1	F	5
No usual address (Vic.)	75-84	1	M	5
No usual address (Vic.)	85+		F	9
No usual address (Vic.)	85+		M	6
No usual address (Vic.)	85+	0	F	13
No usual address (Vic.)	85+	0	M	4
Migratory - Offshore - Shipping (Vic.)	35-44		M	9
Migratory - Offshore - Shipping (Vic.)	35-44	0	M	4
Migratory - Offshore - Shipping (Vic.)	45-54		M	3
Migratory - Offshore - Shipping (Vic.)	55-64		F	3
Migratory - Offshore - Shipping (Vic.)	55-64		M	7
Migratory - Offshore - Shipping (Vic.)	55-64	0	M	3
Blair	15-19		F	456
Blair	15-19		M	488
Blair	15-19	0	F	5221
Blair	15-19	0	M	5430
Blair	15-19	1	F	368
Blair	15-19	1	M	330
Blair	20-24		F	436
Blair	20-24		M	635
Blair	20-24	0	F	5172
Blair	20-24	0	M	5183
Blair	20-24	1	F	432
Blair	20-24	1	M	351
Blair	25-34		F	937
Blair	25-34		M	1413
Blair	25-34	0	F	11770
Blair	25-34	0	M	11234
Blair	25-34	1	F	1638
Blair	25-34	1	M	824
Blair	35-44		F	805
Blair	35-44		M	1117
Blair	35-44	0	F	9906
Blair	35-44	0	M	10271
Blair	35-44	1	F	2234
Blair	35-44	1	M	1354
Blair	45-54		F	699
Blair	45-54		M	824
Blair	45-54	0	F	8738
Blair	45-54	0	M	9009
Blair	45-54	1	F	2528
Blair	45-54	1	M	1448
Blair	55-64		F	521
Blair	55-64		M	611
Blair	55-64	0	F	7605
Blair	55-64	0	M	8130
Blair	55-64	1	F	2446
Blair	55-64	1	M	1453
Blair	65-74		F	458
Blair	65-74		M	455
Blair	65-74	0	F	6084
Blair	65-74	0	M	6091
Blair	65-74	1	F	1343
Blair	65-74	1	M	994
Blair	75-84		F	438
Blair	75-84		M	326
Blair	75-84	0	F	3355
Blair	75-84	0	M	2997
Blair	75-84	1	F	476
Blair	75-84	1	M	451
Blair	85+		F	295
Blair	85+		M	148
Blair	85+	0	F	1214
Blair	85+	0	M	744
Blair	85+	1	F	54
Blair	85+	1	M	99
Bonner	15-19		F	177
Bonner	15-19		M	182
Bonner	15-19	0	F	4553
Bonner	15-19	0	M	4940
Bonner	15-19	1	F	232
Bonner	15-19	1	M	199
Bonner	20-24		F	182
Bonner	20-24		M	260
Bonner	20-24	0	F	4227
Bonner	20-24	0	M	4593
Bonner	20-24	1	F	294
Bonner	20-24	1	M	238
Bonner	25-34		F	458
Bonner	25-34		M	521
Bonner	25-34	0	F	9092
Bonner	25-34	0	M	8778
Bonner	25-34	1	F	803
Bonner	25-34	1	M	540
Bonner	35-44		F	435
Bonner	35-44		M	504
Bonner	35-44	0	F	10722
Bonner	35-44	0	M	10189
Bonner	35-44	1	F	1634
Bonner	35-44	1	M	982
Bonner	45-54		F	358
Bonner	45-54		M	444
Bonner	45-54	0	F	9060
Bonner	45-54	0	M	9306
Bonner	45-54	1	F	2368
Bonner	45-54	1	M	1419
Bonner	55-64		F	298
Bonner	55-64		M	320
Bonner	55-64	0	F	6910
Bonner	55-64	0	M	7147
Bonner	55-64	1	F	2232
Bonner	55-64	1	M	1303
Bonner	65-74		F	264
Bonner	65-74		M	251
Bonner	65-74	0	F	5776
Bonner	65-74	0	M	5345
Bonner	65-74	1	F	1263
Bonner	65-74	1	M	865
Bonner	75-84		F	302
Bonner	75-84		M	212
Bonner	75-84	0	F	3640
Bonner	75-84	0	M	3023
Bonner	75-84	1	F	525
Bonner	75-84	1	M	425
Bonner	85+		F	278
Bonner	85+		M	156
Bonner	85+	0	F	1760
Bonner	85+	0	M	973
Bonner	85+	1	F	103
Bonner	85+	1	M	124
Bowman	15-19		F	197
Bowman	15-19		M	189
Bowman	15-19	0	F	4413
Bowman	15-19	0	M	4855
Bowman	15-19	1	F	216
Bowman	15-19	1	M	234
Bowman	20-24		F	170
Bowman	20-24		M	199
Bowman	20-24	0	F	3387
Bowman	20-24	0	M	3961
Bowman	20-24	1	F	245
Bowman	20-24	1	M	228
Bowman	25-34		F	355
Bowman	25-34		M	379
Bowman	25-34	0	F	7101
Bowman	25-34	0	M	6928
Bowman	25-34	1	F	835
Bowman	25-34	1	M	491
Bowman	35-44		F	389
Bowman	35-44		M	400
Bowman	35-44	0	F	8135
Bowman	35-44	0	M	8036
Bowman	35-44	1	F	1695
Bowman	35-44	1	M	893
Bowman	45-54		F	395
Bowman	45-54		M	472
Bowman	45-54	0	F	8783
Bowman	45-54	0	M	8642
Bowman	45-54	1	F	2266
Bowman	45-54	1	M	1217
Bowman	55-64		F	387
Bowman	55-64		M	431
Bowman	55-64	0	F	8494
Bowman	55-64	0	M	8451
Bowman	55-64	1	F	2555
Bowman	55-64	1	M	1537
Bowman	65-74		F	407
Bowman	65-74		M	416
Bowman	65-74	0	F	7866
Bowman	65-74	0	M	7486
Bowman	65-74	1	F	1688
Bowman	65-74	1	M	1184
Bowman	75-84		F	439
Bowman	75-84		M	336
Bowman	75-84	0	F	4412
Bowman	75-84	0	M	4007
Bowman	75-84	1	F	671
Bowman	75-84	1	M	584
Bowman	85+		F	547
Bowman	85+		M	253
Bowman	85+	0	F	1693
Bowman	85+	0	M	1078
Bowman	85+	1	F	84
Bowman	85+	1	M	146
Brisbane	15-19		F	186
Brisbane	15-19		M	176
Brisbane	15-19	0	F	4359
Brisbane	15-19	0	M	4177
Brisbane	15-19	1	F	196
Brisbane	15-19	1	M	177
Brisbane	20-24		F	603
Brisbane	20-24		M	551
Brisbane	20-24	0	F	9085
Brisbane	20-24	0	M	7916
Brisbane	20-24	1	F	427
Brisbane	20-24	1	M	306
Brisbane	25-34		F	1311
Brisbane	25-34		M	1558
Brisbane	25-34	0	F	19139
Brisbane	25-34	0	M	19076
Brisbane	25-34	1	F	1036
Brisbane	25-34	1	M	860
Brisbane	35-44		F	750
Brisbane	35-44		M	975
Brisbane	35-44	0	F	11697
Brisbane	35-44	0	M	12797
Brisbane	35-44	1	F	1361
Brisbane	35-44	1	M	956
Brisbane	45-54		F	444
Brisbane	45-54		M	711
Brisbane	45-54	0	F	9122
Brisbane	45-54	0	M	9847
Brisbane	45-54	1	F	2095
Brisbane	45-54	1	M	1368
Brisbane	55-64		F	417
Brisbane	55-64		M	509
Brisbane	55-64	0	F	6300
Brisbane	55-64	0	M	6994
Brisbane	55-64	1	F	1943
Brisbane	55-64	1	M	1363
Brisbane	65-74		F	281
Brisbane	65-74		M	333
Brisbane	65-74	0	F	4447
Brisbane	65-74	0	M	4594
Brisbane	65-74	1	F	1019
Brisbane	65-74	1	M	667
Brisbane	75-84		F	211
Brisbane	75-84		M	209
Brisbane	75-84	0	F	2522
Brisbane	75-84	0	M	2207
Brisbane	75-84	1	F	320
Brisbane	75-84	1	M	260
Brisbane	85+		F	151
Brisbane	85+		M	93
Brisbane	85+	0	F	1243
Brisbane	85+	0	M	647
Brisbane	85+	1	F	62
Brisbane	85+	1	M	62
Capricornia	15-19		F	453
Capricornia	15-19		M	558
Capricornia	15-19	0	F	3965
Capricornia	15-19	0	M	4374
Capricornia	15-19	1	F	210
Capricornia	15-19	1	M	220
Capricornia	20-24		F	529
Capricornia	20-24		M	831
Capricornia	20-24	0	F	3709
Capricornia	20-24	0	M	3750
Capricornia	20-24	1	F	253
Capricornia	20-24	1	M	189
Capricornia	25-34		F	1104
Capricornia	25-34		M	2216
Capricornia	25-34	0	F	8496
Capricornia	25-34	0	M	8297
Capricornia	25-34	1	F	938
Capricornia	25-34	1	M	544
Capricornia	35-44		F	914
Capricornia	35-44		M	1929
Capricornia	35-44	0	F	7803
Capricornia	35-44	0	M	7979
Capricornia	35-44	1	F	1504
Capricornia	35-44	1	M	879
Capricornia	45-54		F	865
Capricornia	45-54		M	1769
Capricornia	45-54	0	F	7353
Capricornia	45-54	0	M	7848
Capricornia	45-54	1	F	1797
Capricornia	45-54	1	M	1046
Capricornia	55-64		F	760
Capricornia	55-64		M	1373
Capricornia	55-64	0	F	7169
Capricornia	55-64	0	M	7867
Capricornia	55-64	1	F	2100
Capricornia	55-64	1	M	1266
Capricornia	65-74		F	501
Capricornia	65-74		M	698
Capricornia	65-74	0	F	5438
Capricornia	65-74	0	M	6101
Capricornia	65-74	1	F	1123
Capricornia	65-74	1	M	848
Capricornia	75-84		F	399
Capricornia	75-84		M	352
Capricornia	75-84	0	F	3243
Capricornia	75-84	0	M	2923
Capricornia	75-84	1	F	455
Capricornia	75-84	1	M	415
Capricornia	85+		F	247
Capricornia	85+		M	169
Capricornia	85+	0	F	1341
Capricornia	85+	0	M	849
Capricornia	85+	1	F	86
Capricornia	85+	1	M	112
Dawson	15-19		F	417
Dawson	15-19		M	446
Dawson	15-19	0	F	4041
Dawson	15-19	0	M	4316
Dawson	15-19	1	F	210
Dawson	15-19	1	M	204
Dawson	20-24		F	555
Dawson	20-24		M	675
Dawson	20-24	0	F	4002
Dawson	20-24	0	M	4129
Dawson	20-24	1	F	244
Dawson	20-24	1	M	181
Dawson	25-34		F	1196
Dawson	25-34		M	1740
Dawson	25-34	0	F	8681
Dawson	25-34	0	M	8545
Dawson	25-34	1	F	855
Dawson	25-34	1	M	485
Dawson	35-44		F	934
Dawson	35-44		M	1587
Dawson	35-44	0	F	8173
Dawson	35-44	0	M	8107
Dawson	35-44	1	F	1388
Dawson	35-44	1	M	808
Dawson	45-54		F	907
Dawson	45-54		M	1456
Dawson	45-54	0	F	8071
Dawson	45-54	0	M	8501
Dawson	45-54	1	F	1866
Dawson	45-54	1	M	1088
Dawson	55-64		F	774
Dawson	55-64		M	1243
Dawson	55-64	0	F	7739
Dawson	55-64	0	M	8503
Dawson	55-64	1	F	1975
Dawson	55-64	1	M	1254
Dawson	65-74		F	552
Dawson	65-74		M	722
Dawson	65-74	0	F	5843
Dawson	65-74	0	M	6553
Dawson	65-74	1	F	1240
Dawson	65-74	1	M	840
Dawson	75-84		F	463
Dawson	75-84		M	445
Dawson	75-84	0	F	3248
Dawson	75-84	0	M	3150
Dawson	75-84	1	F	496
Dawson	75-84	1	M	405
Dawson	85+		F	278
Dawson	85+		M	172
Dawson	85+	0	F	1434
Dawson	85+	0	M	843
Dawson	85+	1	F	72
Dawson	85+	1	M	99
Dickson	15-19		F	188
Dickson	15-19		M	223
Dickson	15-19	0	F	4760
Dickson	15-19	0	M	5178
Dickson	15-19	1	F	309
Dickson	15-19	1	M	227
Dickson	20-24		F	171
Dickson	20-24		M	224
Dickson	20-24	0	F	3995
Dickson	20-24	0	M	4405
Dickson	20-24	1	F	276
Dickson	20-24	1	M	218
Dickson	25-34		F	421
Dickson	25-34		M	493
Dickson	25-34	0	F	8328
Dickson	25-34	0	M	8304
Dickson	25-34	1	F	891
Dickson	25-34	1	M	558
Dickson	35-44		F	411
Dickson	35-44		M	461
Dickson	35-44	0	F	9400
Dickson	35-44	0	M	9105
Dickson	35-44	1	F	1802
Dickson	35-44	1	M	1090
Dickson	45-54		F	376
Dickson	45-54		M	452
Dickson	45-54	0	F	9175
Dickson	45-54	0	M	9588
Dickson	45-54	1	F	2479
Dickson	45-54	1	M	1372
Dickson	55-64		F	248
Dickson	55-64		M	312
Dickson	55-64	0	F	7248
Dickson	55-64	0	M	7501
Dickson	55-64	1	F	2211
Dickson	55-64	1	M	1363
Dickson	65-74		F	266
Dickson	65-74		M	242
Dickson	65-74	0	F	5874
Dickson	65-74	0	M	5586
Dickson	65-74	1	F	1353
Dickson	65-74	1	M	1001
Dickson	75-84		F	224
Dickson	75-84		M	158
Dickson	75-84	0	F	3004
Dickson	75-84	0	M	2759
Dickson	75-84	1	F	460
Dickson	75-84	1	M	429
Dickson	85+		F	180
Dickson	85+		M	84
Dickson	85+	0	F	1067
Dickson	85+	0	M	588
Dickson	85+	1	F	47
Dickson	85+	1	M	85
Fadden	15-19		F	411
Fadden	15-19		M	356
Fadden	15-19	0	F	4991
Fadden	15-19	0	M	5245
Fadden	15-19	1	F	263
Fadden	15-19	1	M	210
Fadden	20-24		F	441
Fadden	20-24		M	459
Fadden	20-24	0	F	5272
Fadden	20-24	0	M	5358
Fadden	20-24	1	F	310
Fadden	20-24	1	M	275
Fadden	25-34		F	1032
Fadden	25-34		M	1082
Fadden	25-34	0	F	11210
Fadden	25-34	0	M	10740
Fadden	25-34	1	F	1201
Fadden	25-34	1	M	668
Fadden	35-44		F	829
Fadden	35-44		M	892
Fadden	35-44	0	F	10583
Fadden	35-44	0	M	10345
Fadden	35-44	1	F	1889
Fadden	35-44	1	M	1041
Fadden	45-54		F	778
Fadden	45-54		M	829
Fadden	45-54	0	F	10481
Fadden	45-54	0	M	10123
Fadden	45-54	1	F	2339
Fadden	45-54	1	M	1339
Fadden	55-64		F	576
Fadden	55-64		M	537
Fadden	55-64	0	F	9108
Fadden	55-64	0	M	8965
Fadden	55-64	1	F	2272
Fadden	55-64	1	M	1278
Fadden	65-74		F	554
Fadden	65-74		M	514
Fadden	65-74	0	F	8492
Fadden	65-74	0	M	7637
Fadden	65-74	1	F	1520
Fadden	65-74	1	M	984
Fadden	75-84		F	448
Fadden	75-84		M	358
Fadden	75-84	0	F	4802
Fadden	75-84	0	M	4570
Fadden	75-84	1	F	662
Fadden	75-84	1	M	586
Fadden	85+		F	302
Fadden	85+		M	143
Fadden	85+	0	F	1768
Fadden	85+	0	M	1143
Fadden	85+	1	F	92
Fadden	85+	1	M	116
Fairfax	15-19		F	248
Fairfax	15-19		M	263
Fairfax	15-19	0	F	4232
Fairfax	15-19	0	M	4435
Fairfax	15-19	1	F	179
Fairfax	15-19	1	M	202
Fairfax	20-24		F	270
Fairfax	20-24		M	285
Fairfax	20-24	0	F	3653
Fairfax	20-24	0	M	3440
Fairfax	20-24	1	F	246
Fairfax	20-24	1	M	181
Fairfax	25-34		F	622
Fairfax	25-34		M	634
Fairfax	25-34	0	F	8143
Fairfax	25-34	0	M	7575
Fairfax	25-34	1	F	786
Fairfax	25-34	1	M	477
Fairfax	35-44		F	630
Fairfax	35-44		M	769
Fairfax	35-44	0	F	9024
Fairfax	35-44	0	M	8642
Fairfax	35-44	1	F	1614
Fairfax	35-44	1	M	825
Fairfax	45-54		F	582
Fairfax	45-54		M	730
Fairfax	45-54	0	F	9295
Fairfax	45-54	0	M	9082
Fairfax	45-54	1	F	2275
Fairfax	45-54	1	M	1247
Fairfax	55-64		F	545
Fairfax	55-64		M	529
Fairfax	55-64	0	F	9016
Fairfax	55-64	0	M	8599
Fairfax	55-64	1	F	2622
Fairfax	55-64	1	M	1379
Fairfax	65-74		F	496
Fairfax	65-74		M	490
Fairfax	65-74	0	F	8442
Fairfax	65-74	0	M	8158
Fairfax	65-74	1	F	1688
Fairfax	65-74	1	M	1105
Fairfax	75-84		F	460
Fairfax	75-84		M	361
Fairfax	75-84	0	F	4990
Fairfax	75-84	0	M	4444
Fairfax	75-84	1	F	711
Fairfax	75-84	1	M	602
Fairfax	85+		F	438
Fairfax	85+		M	231
Fairfax	85+	0	F	2095
Fairfax	85+	0	M	1348
Fairfax	85+	1	F	127
Fairfax	85+	1	M	188
Fisher	15-19		F	319
Fisher	15-19		M	304
Fisher	15-19	0	F	4648
Fisher	15-19	0	M	4703
Fisher	15-19	1	F	249
Fisher	15-19	1	M	220
Fisher	20-24		F	284
Fisher	20-24		M	296
Fisher	20-24	0	F	4165
Fisher	20-24	0	M	4018
Fisher	20-24	1	F	229
Fisher	20-24	1	M	194
Fisher	25-34		F	640
Fisher	25-34		M	725
Fisher	25-34	0	F	8745
Fisher	25-34	0	M	8102
Fisher	25-34	1	F	832
Fisher	25-34	1	M	460
Fisher	35-44		F	581
Fisher	35-44		M	673
Fisher	35-44	0	F	8793
Fisher	35-44	0	M	8290
Fisher	35-44	1	F	1627
Fisher	35-44	1	M	827
Fisher	45-54		F	557
Fisher	45-54		M	697
Fisher	45-54	0	F	9077
Fisher	45-54	0	M	8730
Fisher	45-54	1	F	2208
Fisher	45-54	1	M	1306
Fisher	55-64		F	560
Fisher	55-64		M	608
Fisher	55-64	0	F	8832
Fisher	55-64	0	M	8455
Fisher	55-64	1	F	2561
Fisher	55-64	1	M	1340
Fisher	65-74		F	557
Fisher	65-74		M	526
Fisher	65-74	0	F	8650
Fisher	65-74	0	M	7973
Fisher	65-74	1	F	1775
Fisher	65-74	1	M	1131
Fisher	75-84		F	498
Fisher	75-84		M	403
Fisher	75-84	0	F	5342
Fisher	75-84	0	M	4827
Fisher	75-84	1	F	787
Fisher	75-84	1	M	705
Fisher	85+		F	371
