CED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Cowper	0	0	0	1	6969
Cowper	0	0	1	0	1490
Cowper	0	0	1	1	824
Cowper	0	1	0	0	9440
Cowper	0	1	0	1	1365
Cowper	0	1	1	0	2136
Cowper	0	1	1	1	604
Cowper	1	0	0	1	9659
Cowper	1	0	1	0	3598
Cowper	1	0	1	1	2417
Cowper	1	1	0	0	31519
Cowper	1	1	0	1	2454
Cowper	1	1	1	0	7233
Cowper	1	1	1	1	1450
Cunningham					1352
Cunningham	0	0	0	1	6125
Cunningham	0	0	1	0	1542
Cunningham	0	0	1	1	930
Cunningham	0	1	0	0	5824
Cunningham	0	1	0	1	765
Cunningham	0	1	1	0	1431
Cunningham	0	1	1	1	377
Cunningham	1	0	0	1	11879
Cunningham	1	0	1	0	5605
Cunningham	1	0	1	1	4555
Cunningham	1	1	0	0	38054
Cunningham	1	1	0	1	1687
Cunningham	1	1	1	0	8184
Cunningham	1	1	1	1	1511
Dobell					1269
Dobell	0	0	0	1	7779
Dobell	0	0	1	0	1568
Dobell	0	0	1	1	1160
Dobell	0	1	0	0	9514
Dobell	0	1	0	1	1470
Dobell	0	1	1	0	2065
Dobell	0	1	1	1	627
Dobell	1	0	0	1	12143
Dobell	1	0	1	0	4331
Dobell	1	0	1	1	3895
Dobell	1	1	0	0	36962
Dobell	1	1	0	1	3095
Dobell	1	1	1	0	8103
Dobell	1	1	1	1	2028
Eden-Monaro					948
Eden-Monaro	0	0	0	1	4735
Eden-Monaro	0	0	1	0	1053
Eden-Monaro	0	0	1	1	576
Eden-Monaro	0	1	0	0	6251
Eden-Monaro	0	1	0	1	679
Eden-Monaro	0	1	1	0	1274
Eden-Monaro	0	1	1	1	375
Eden-Monaro	1	0	0	1	10296
Eden-Monaro	1	0	1	0	4326
Eden-Monaro	1	0	1	1	3235
Eden-Monaro	1	1	0	0	37818
Eden-Monaro	1	1	0	1	2551
Eden-Monaro	1	1	1	0	7958
Eden-Monaro	1	1	1	1	1607
Farrer					1297
Farrer	0	0	0	1	5172
Farrer	0	0	1	0	1112
Farrer	0	0	1	1	688
Farrer	0	1	0	0	8084
Farrer	0	1	0	1	1100
Farrer	0	1	1	0	1805
Farrer	0	1	1	1	480
Farrer	1	0	0	1	10251
Farrer	1	0	1	0	3647
Farrer	1	0	1	1	3130
Farrer	1	1	0	0	37847
Farrer	1	1	0	1	2674
Farrer	1	1	1	0	8166
Farrer	1	1	1	1	2053
Fowler					2373
Fowler	0	0	0	1	10956
Fowler	0	0	1	0	2483
Fowler	0	0	1	1	2005
Fowler	0	1	0	0	8417
Fowler	0	1	0	1	1246
Fowler	0	1	1	0	2718
Fowler	0	1	1	1	873
Fowler	1	0	0	1	20128
Fowler	1	0	1	0	6279
Fowler	1	0	1	1	7587
Fowler	1	1	0	0	36304
Fowler	1	1	0	1	2972
Fowler	1	1	1	0	10665
Fowler	1	1	1	1	3544
Gilmore					1161
Gilmore	0	0	0	1	5973
Gilmore	0	0	1	0	1150
Gilmore	0	0	1	1	579
Gilmore	0	1	0	0	7192
Gilmore	0	1	0	1	1039
Gilmore	0	1	1	0	1690
Gilmore	0	1	1	1	458
Gilmore	1	0	0	1	10134
Gilmore	1	0	1	0	3496
Gilmore	1	0	1	1	2578
Gilmore	1	1	0	0	30739
Gilmore	1	1	0	1	2363
Gilmore	1	1	1	0	6485
Gilmore	1	1	1	1	1351
Grayndler					1658
Grayndler	0	0	0	1	4476
Grayndler	0	0	1	0	1702
Grayndler	0	0	1	1	617
Grayndler	0	1	0	0	3891
Grayndler	0	1	0	1	258
Grayndler	0	1	1	0	936
Grayndler	0	1	1	1	107
Grayndler	1	0	0	1	6346
Grayndler	1	0	1	0	5663
Grayndler	1	0	1	1	2308
Grayndler	1	1	0	0	37214
Grayndler	1	1	0	1	585
Grayndler	1	1	1	0	6019
Grayndler	1	1	1	1	475
Greenway					1694
Greenway	0	0	0	1	6645
Greenway	0	0	1	0	1634
Greenway	0	0	1	1	1299
Greenway	0	1	0	0	6490
Greenway	0	1	0	1	875
Greenway	0	1	1	0	1732
Greenway	0	1	1	1	578
Greenway	1	0	0	1	15959
Greenway	1	0	1	0	9153
Greenway	1	0	1	1	6904
Greenway	1	1	0	0	71827
Greenway	1	1	0	1	2939
Greenway	1	1	1	0	14547
Greenway	1	1	1	1	2506
Hughes					794
Hughes	0	0	0	1	5071
Hughes	0	0	1	0	1318
Hughes	0	0	1	1	953
Hughes	0	1	0	0	4405
Hughes	0	1	0	1	583
Hughes	0	1	1	0	1243
Hughes	0	1	1	1	262
Hughes	1	0	0	1	14984
Hughes	1	0	1	0	6889
Hughes	1	0	1	1	6477
Hughes	1	1	0	0	45518
Hughes	1	1	0	1	1993
Hughes	1	1	1	0	10167
Hughes	1	1	1	1	1815
Hume					925
Hume	0	0	0	1	5560
Hume	0	0	1	0	1206
Hume	0	0	1	1	890
Hume	0	1	0	0	7405
Hume	0	1	0	1	1272
Hume	0	1	1	0	1603
Hume	0	1	1	1	596
Hume	1	0	0	1	14719
Hume	1	0	1	0	4720
Hume	1	0	1	1	5074
Hume	1	1	0	0	47164
Hume	1	1	0	1	4300
Hume	1	1	1	0	9684
Hume	1	1	1	1	2915
Hunter					1265
Hunter	0	0	0	1	6896
Hunter	0	0	1	0	1241
Hunter	0	0	1	1	911
Hunter	0	1	0	0	9949
Hunter	0	1	0	1	1581
Hunter	0	1	1	0	1978
Hunter	0	1	1	1	648
Hunter	1	0	0	1	13277
Hunter	1	0	1	0	4074
Hunter	1	0	1	1	3851
Hunter	1	1	0	0	40017
Hunter	1	1	0	1	3561
Hunter	1	1	1	0	7693
Hunter	1	1	1	1	1915
Kingsford Smith					2402
Kingsford Smith	0	0	0	1	6258
Kingsford Smith	0	0	1	0	1929
Kingsford Smith	0	0	1	1	866
Kingsford Smith	0	1	0	0	5121
Kingsford Smith	0	1	0	1	396
Kingsford Smith	0	1	1	0	1171
Kingsford Smith	0	1	1	1	203
Kingsford Smith	1	0	0	1	10808
Kingsford Smith	1	0	1	0	7121
Kingsford Smith	1	0	1	1	4050
Kingsford Smith	1	1	0	0	43146
Kingsford Smith	1	1	0	1	1186
Kingsford Smith	1	1	1	0	7921
Kingsford Smith	1	1	1	1	880
Lindsay					1761
Lindsay	0	0	0	1	8351
Lindsay	0	0	1	0	1594
Lindsay	0	0	1	1	1159
Lindsay	0	1	0	0	10863
Lindsay	0	1	0	1	1600
Lindsay	0	1	1	0	2284
Lindsay	0	1	1	1	825
Lindsay	1	0	0	1	14828
Lindsay	1	0	1	0	4975
Lindsay	1	0	1	1	5415
Lindsay	1	1	0	0	50829
Lindsay	1	1	0	1	4101
Lindsay	1	1	1	0	10180
Lindsay	1	1	1	1	2910
Lyne					1087
Lyne	0	0	0	1	5969
Lyne	0	0	1	0	1125
Lyne	0	0	1	1	566
Lyne	0	1	0	0	7558
Lyne	0	1	0	1	1248
Lyne	0	1	1	0	1552
Lyne	0	1	1	1	540
Lyne	1	0	0	1	10736
Lyne	1	0	1	0	3178
Lyne	1	0	1	1	2469
Lyne	1	1	0	0	27607
Lyne	1	1	0	1	2912
Lyne	1	1	1	0	6187
Lyne	1	1	1	1	1627
Macarthur					1754
Macarthur	0	0	0	1	8392
Macarthur	0	0	1	0	1654
Macarthur	0	0	1	1	1560
Macarthur	0	1	0	0	11150
Macarthur	0	1	0	1	1942
Macarthur	0	1	1	0	2565
Macarthur	0	1	1	1	1009
Macarthur	1	0	0	1	17434
Macarthur	1	0	1	0	5838
Macarthur	1	0	1	1	6327
Macarthur	1	1	0	0	63164
Macarthur	1	1	0	1	4790
Macarthur	1	1	1	0	12370
Macarthur	1	1	1	1	4142
Mackellar					873
Mackellar	0	0	0	1	4606
Mackellar	0	0	1	0	1564
Mackellar	0	0	1	1	948
Mackellar	0	1	0	0	3915
Mackellar	0	1	0	1	370
Mackellar	0	1	1	0	1248
Mackellar	0	1	1	1	216
Mackellar	1	0	0	1	12489
Mackellar	1	0	1	0	8058
Mackellar	1	0	1	1	6072
Mackellar	1	1	0	0	43122
Mackellar	1	1	0	1	1529
Mackellar	1	1	1	0	10239
Mackellar	1	1	1	1	1326
Macquarie					822
Macquarie	0	0	0	1	5343
Macquarie	0	0	1	0	1442
Macquarie	0	0	1	1	704
Macquarie	0	1	0	0	5663
Macquarie	0	1	0	1	694
Macquarie	0	1	1	0	1347
Macquarie	0	1	1	1	378
Macquarie	1	0	0	1	12370
Macquarie	1	0	1	0	4815
Macquarie	1	0	1	1	4533
Macquarie	1	1	0	0	35273
Macquarie	1	1	0	1	2766
Macquarie	1	1	1	0	8156
Macquarie	1	1	1	1	1813
McMahon					1793
McMahon	0	0	0	1	9512
McMahon	0	0	1	0	1771
McMahon	0	0	1	1	1810
McMahon	0	1	0	0	6994
McMahon	0	1	0	1	1203
McMahon	0	1	1	0	2241
McMahon	0	1	1	1	985
McMahon	1	0	0	1	20258
McMahon	1	0	1	0	5865
McMahon	1	0	1	1	7242
McMahon	1	1	0	0	43854
McMahon	1	1	0	1	3703
McMahon	1	1	1	0	12101
McMahon	1	1	1	1	4387
Mitchell					905
Mitchell	0	0	0	1	5088
Mitchell	0	0	1	0	1790
Mitchell	0	0	1	1	1183
Mitchell	0	1	0	0	4514
Mitchell	0	1	0	1	396
Mitchell	0	1	1	0	1377
Mitchell	0	1	1	1	262
Mitchell	1	0	0	1	17132
Mitchell	1	0	1	0	11606
Mitchell	1	0	1	1	8452
Mitchell	1	1	0	0	65494
Mitchell	1	1	0	1	2255
Mitchell	1	1	1	0	15347
Mitchell	1	1	1	1	2177
New England					1323
New England	0	0	0	1	5043
New England	0	0	1	0	1122
New England	0	0	1	1	607
New England	0	1	0	0	9128
New England	0	1	0	1	1053
New England	0	1	1	0	1834
New England	0	1	1	1	439
New England	1	0	0	1	8061
New England	1	0	1	0	3348
New England	1	0	1	1	2337
New England	1	1	0	0	32366
New England	1	1	0	1	2451
New England	1	1	1	0	7337
New England	1	1	1	1	1702
Newcastle					1765
Newcastle	0	0	0	1	5876
Newcastle	0	0	1	0	1743
Newcastle	0	0	1	1	756
Newcastle	0	1	0	0	6645
Newcastle	0	1	0	1	867
Newcastle	0	1	1	0	1560
Newcastle	0	1	1	1	290
Newcastle	1	0	0	1	8794
Newcastle	1	0	1	0	5422
Newcastle	1	0	1	1	3098
Newcastle	1	1	0	0	37513
Newcastle	1	1	0	1	1474
Newcastle	1	1	1	0	7673
Newcastle	1	1	1	1	1154
North Sydney					1505
North Sydney	0	0	0	1	3594
North Sydney	0	0	1	0	2158
North Sydney	0	0	1	1	632
North Sydney	0	1	0	0	4382
North Sydney	0	1	0	1	147
North Sydney	0	1	1	0	1079
North Sydney	0	1	1	1	97
North Sydney	1	0	0	1	7434
North Sydney	1	0	1	0	8671
North Sydney	1	0	1	1	3385
North Sydney	1	1	0	0	45497
North Sydney	1	1	0	1	516
North Sydney	1	1	1	0	8774
North Sydney	1	1	1	1	578
Page					1418
Page	0	0	0	1	6793
Page	0	0	1	0	1351
Page	0	0	1	1	762
Page	0	1	0	0	9201
Page	0	1	0	1	1320
Page	0	1	1	0	1864
Page	0	1	1	1	532
Page	1	0	0	1	10617
Page	1	0	1	0	3458
Page	1	0	1	1	2303
Page	1	1	0	0	32177
Page	1	1	0	1	2987
Page	1	1	1	0	6946
Page	1	1	1	1	1678
Parkes					1465
Parkes	0	0	0	1	5369
Parkes	0	0	1	0	849
Parkes	0	0	1	1	475
Parkes	0	1	0	0	9551
Parkes	0	1	0	1	1441
Parkes	0	1	1	0	1513
Parkes	0	1	1	1	469
Parkes	1	0	0	1	8134
Parkes	1	0	1	0	2656
Parkes	1	0	1	1	1874
Parkes	1	1	0	0	33295
Parkes	1	1	0	1	2277
Parkes	1	1	1	0	6352
Parkes	1	1	1	1	1402
Parramatta					2802
Parramatta	0	0	0	1	7030
Parramatta	0	0	1	0	2005
Parramatta	0	0	1	1	1212
Parramatta	0	1	0	0	6134
Parramatta	0	1	0	1	597
Parramatta	0	1	1	0	1487
Parramatta	0	1	1	1	469
Parramatta	1	0	0	1	13145
Parramatta	1	0	1	0	7305
Parramatta	1	0	1	1	5176
Parramatta	1	1	0	0	62135
Parramatta	1	1	0	1	1928
Parramatta	1	1	1	0	9777
Parramatta	1	1	1	1	2011
Paterson					1392
Paterson	0	0	0	1	7089
Paterson	0	0	1	0	1403
Paterson	0	0	1	1	917
Paterson	0	1	0	0	10632
Paterson	0	1	0	1	1570
Paterson	0	1	1	0	2253
Paterson	0	1	1	1	694
Paterson	1	0	0	1	12367
Paterson	1	0	1	0	4000
Paterson	1	0	1	1	3487
Paterson	1	1	0	0	41018
Paterson	1	1	0	1	3697
Paterson	1	1	1	0	8079
Paterson	1	1	1	1	2138
Reid					3049
Reid	0	0	0	1	6426
Reid	0	0	1	0	2305
Reid	0	0	1	1	916
Reid	0	1	0	0	4785
Reid	0	1	0	1	309
Reid	0	1	1	0	1165
Reid	0	1	1	1	212
Reid	1	0	0	1	13065
Reid	1	0	1	0	8165
Reid	1	0	1	1	4989
Reid	1	1	0	0	49366
Reid	1	1	0	1	1038
Reid	1	1	1	0	8539
Reid	1	1	1	1	1039
Richmond					1183
Richmond	0	0	0	1	6510
Richmond	0	0	1	0	1536
Richmond	0	0	1	1	749
Richmond	0	1	0	0	7356
Richmond	0	1	0	1	1005
Richmond	0	1	1	0	1811
Richmond	0	1	1	1	390
Richmond	1	0	0	1	9910
Richmond	1	0	1	0	3982
Richmond	1	0	1	1	2561
Richmond	1	1	0	0	34775
Richmond	1	1	0	1	2244
Richmond	1	1	1	0	6577
Richmond	1	1	1	1	1120
Riverina					1270
Riverina	0	0	0	1	5028
Riverina	0	0	1	0	1050
Riverina	0	0	1	1	659
Riverina	0	1	0	0	8568
Riverina	0	1	0	1	1267
Riverina	0	1	1	0	1810
Riverina	0	1	1	1	437
Riverina	1	0	0	1	8894
Riverina	1	0	1	0	3378
Riverina	1	0	1	1	2571
Riverina	1	1	0	0	35776
Riverina	1	1	0	1	2895
Riverina	1	1	1	0	7928
Riverina	1	1	1	1	2423
Robertson					1037
Robertson	0	0	0	1	6241
Robertson	0	0	1	0	1485
Robertson	0	0	1	1	881
Robertson	0	1	0	0	6631
Robertson	0	1	0	1	756
Robertson	0	1	1	0	1682
Robertson	0	1	1	1	479
Robertson	1	0	0	1	10862
Robertson	1	0	1	0	4812
Robertson	1	0	1	1	3659
Robertson	1	1	0	0	34590
Robertson	1	1	0	1	1930
Robertson	1	1	1	0	7388
Robertson	1	1	1	1	1571
Shortland					1162
Shortland	0	0	0	1	6616
Shortland	0	0	1	0	1439
Shortland	0	0	1	1	908
Shortland	0	1	0	0	7704
Shortland	0	1	0	1	1139
Shortland	0	1	1	0	1619
Shortland	0	1	1	1	482
Shortland	1	0	0	1	11273
Shortland	1	0	1	0	4332
Shortland	1	0	1	1	3788
Shortland	1	1	0	0	34633
Shortland	1	1	0	1	2498
Shortland	1	1	1	0	7113
Shortland	1	1	1	1	1671
Sydney					2920
Sydney	0	0	0	1	3471
Sydney	0	0	1	0	1596
Sydney	0	0	1	1	457
Sydney	0	1	0	0	3821
Sydney	0	1	0	1	260
Sydney	0	1	1	0	640
Sydney	0	1	1	1	84
Sydney	1	0	0	1	3537
Sydney	1	0	1	0	3101
Sydney	1	0	1	1	969
Sydney	1	1	0	0	27148
Sydney	1	1	0	1	225
Sydney	1	1	1	0	2219
Sydney	1	1	1	1	110
Warringah					978
Warringah	0	0	0	1	3515
Warringah	0	0	1	0	1745
Warringah	0	0	1	1	676
Warringah	0	1	0	0	3800
Warringah	0	1	0	1	228
Warringah	0	1	1	0	983
Warringah	0	1	1	1	130
Warringah	1	0	0	1	7790
Warringah	1	0	1	0	8581
Warringah	1	0	1	1	4093
Warringah	1	1	0	0	42359
Warringah	1	1	0	1	898
Warringah	1	1	1	0	9544
Warringah	1	1	1	1	827
Watson					2408
Watson	0	0	0	1	8490
Watson	0	0	1	0	2077
Watson	0	0	1	1	1517
Watson	0	1	0	0	6235
Watson	0	1	0	1	830
Watson	0	1	1	0	1818
Watson	0	1	1	1	780
Watson	1	0	0	1	17013
Watson	1	0	1	0	6780
Watson	1	0	1	1	6554
Watson	1	1	0	0	45883
Watson	1	1	0	1	2471
Watson	1	1	1	0	11866
Watson	1	1	1	1	3372
Wentworth					1105
Wentworth	0	0	0	1	2756
Wentworth	0	0	1	0	1579
Wentworth	0	0	1	1	512
Wentworth	0	1	0	0	3560
Wentworth	0	1	0	1	112
Wentworth	0	1	1	0	1001
Wentworth	0	1	1	1	78
Wentworth	1	0	0	1	4928
Wentworth	1	0	1	0	6206
Wentworth	1	0	1	1	2495
Wentworth	1	1	0	0	33567
Wentworth	1	1	0	1	491
Wentworth	1	1	1	0	7057
Wentworth	1	1	1	1	522
Werriwa					1580
Werriwa	0	0	0	1	9441
Werriwa	0	0	1	0	1914
Werriwa	0	0	1	1	1953
Werriwa	0	1	0	0	9191
Werriwa	0	1	0	1	1687
Werriwa	0	1	1	0	2923
Werriwa	0	1	1	1	1353
Werriwa	1	0	0	1	21903
Werriwa	1	0	1	0	7855
Werriwa	1	0	1	1	9313
Werriwa	1	1	0	0	54911
Werriwa	1	1	0	1	4646
Werriwa	1	1	1	0	16412
Werriwa	1	1	1	1	5861
Whitlam					1271
Whitlam	0	0	0	1	7544
Whitlam	0	0	1	0	1383
Whitlam	0	0	1	1	1152
Whitlam	0	1	0	0	7992
Whitlam	0	1	0	1	1382
Whitlam	0	1	1	0	1973
Whitlam	0	1	1	1	595
Whitlam	1	0	0	1	14419
Whitlam	1	0	1	0	4434
Whitlam	1	0	1	1	4249
Whitlam	1	1	0	0	39513
Whitlam	1	1	0	1	3292
Whitlam	1	1	1	0	8391
Whitlam	1	1	1	1	2160
Aston					1275
Aston	0	0	0	1	6584
Aston	0	0	1	0	1931
Aston	0	0	1	1	1179
Aston	0	1	0	0	5018
Aston	0	1	0	1	577
Aston	0	1	1	0	1535
Aston	0	1	1	1	323
Aston	1	0	0	1	16051
Aston	1	0	1	0	7989
Aston	1	0	1	1	6460
Aston	1	1	0	0	41371
Aston	1	1	0	1	1629
Aston	1	1	1	0	8878
Aston	1	1	1	1	1395
Ballarat					1166
Ballarat	0	0	0	1	5323
Ballarat	0	0	1	0	1391
Ballarat	0	0	1	1	729
Ballarat	0	1	0	0	7412
Ballarat	0	1	0	1	987
Ballarat	0	1	1	0	1705
Ballarat	0	1	1	1	504
Ballarat	1	0	0	1	8891
Ballarat	1	0	1	0	4300
Ballarat	1	0	1	1	2892
Ballarat	1	1	0	0	35147
Ballarat	1	1	0	1	2079
Ballarat	1	1	1	0	7706
Ballarat	1	1	1	1	1460
Bendigo					1288
Bendigo	0	0	0	1	5307
Bendigo	0	0	1	0	1256
Bendigo	0	0	1	1	711
Bendigo	0	1	0	0	7515
Bendigo	0	1	0	1	872
Bendigo	0	1	1	0	1862
Bendigo	0	1	1	1	554
Bendigo	1	0	0	1	8794
Bendigo	1	0	1	0	4063
Bendigo	1	0	1	1	3177
Bendigo	1	1	0	0	34550
Bendigo	1	1	0	1	1864
Bendigo	1	1	1	0	7271
Bendigo	1	1	1	1	1648
Bruce					1643
Bruce	0	0	0	1	7668
Bruce	0	0	1	0	1684
Bruce	0	0	1	1	1502
Bruce	0	1	0	0	6424
Bruce	0	1	0	1	837
Bruce	0	1	1	0	1868
Bruce	0	1	1	1	666
Bruce	1	0	0	1	17308
Bruce	1	0	1	0	7543
Bruce	1	0	1	1	7266
Bruce	1	1	0	0	45103
Bruce	1	1	0	1	2855
Bruce	1	1	1	0	12236
Bruce	1	1	1	1	3632
Calwell					1627
Calwell	0	0	0	1	7979
Calwell	0	0	1	0	1589
Calwell	0	0	1	1	1750
Calwell	0	1	0	0	7315
Calwell	0	1	0	1	1095
Calwell	0	1	1	0	2294
Calwell	0	1	1	1	1022
Calwell	1	0	0	1	17016
Calwell	1	0	1	0	5921
Calwell	1	0	1	1	8101
Calwell	1	1	0	0	61648
Calwell	1	1	0	1	3520
Calwell	1	1	1	0	14552
Calwell	1	1	1	1	5009
Casey					945
Casey	0	0	0	1	5916
Casey	0	0	1	0	1440
Casey	0	0	1	1	1254
Casey	0	1	0	0	5335
Casey	0	1	0	1	687
Casey	0	1	1	0	1522
Casey	0	1	1	1	294
Casey	1	0	0	1	14365
Casey	1	0	1	0	5297
Casey	1	0	1	1	5712
Casey	1	1	0	0	41906
Casey	1	1	0	1	2328
Casey	1	1	1	0	8939
Casey	1	1	1	1	1925
Chisholm					1972
Chisholm	0	0	0	1	5971
Chisholm	0	0	1	0	2977
Chisholm	0	0	1	1	1168
Chisholm	0	1	0	0	4573
Chisholm	0	1	0	1	332
Chisholm	0	1	1	0	1626
Chisholm	0	1	1	1	214
Chisholm	1	0	0	1	13677
Chisholm	1	0	1	0	11690
Chisholm	1	0	1	1	6056
Chisholm	1	1	0	0	44348
Chisholm	1	1	0	1	943
Chisholm	1	1	1	0	11218
Chisholm	1	1	1	1	947
Cooper					2071
Cooper	0	0	0	1	6064
Cooper	0	0	1	0	1599
Cooper	0	0	1	1	814
Cooper	0	1	0	0	4604
Cooper	0	1	0	1	330
Cooper	0	1	1	0	1156
Cooper	0	1	1	1	193
Cooper	1	0	0	1	9282
Cooper	1	0	1	0	6000
Cooper	1	0	1	1	3828
Cooper	1	1	0	0	37096
Cooper	1	1	0	1	839
Cooper	1	1	1	0	6779
Cooper	1	1	1	1	869
Corangamite					897
Corangamite	0	0	0	1	4009
Corangamite	0	0	1	0	1258
Corangamite	0	0	1	1	754
Corangamite	0	1	0	0	5224
Corangamite	0	1	0	1	533
Corangamite	0	1	1	0	1536
Corangamite	0	1	1	1	382
Corangamite	1	0	0	1	8989
Corangamite	1	0	1	0	4926
Corangamite	1	0	1	1	3435
Corangamite	1	1	0	0	41679
Corangamite	1	1	0	1	1655
Corangamite	1	1	1	0	8114
Corangamite	1	1	1	1	1397
Corio					1499
Corio	0	0	0	1	6382
Corio	0	0	1	0	1636
Corio	0	0	1	1	1067
Corio	0	1	0	0	7051
Corio	0	1	0	1	922
Corio	0	1	1	0	1809
Corio	0	1	1	1	414
Corio	1	0	0	1	10162
Corio	1	0	1	0	5180
Corio	1	0	1	1	3578
Corio	1	1	0	0	36494
Corio	1	1	0	1	1654
Corio	1	1	1	0	7325
Corio	1	1	1	1	1468
Deakin					1335
Deakin	0	0	0	1	6150
Deakin	0	0	1	0	2071
Deakin	0	0	1	1	1311
Deakin	0	1	0	0	4964
Deakin	0	1	0	1	514
Deakin	0	1	1	0	1564
Deakin	0	1	1	1	278
Deakin	1	0	0	1	12736
Deakin	1	0	1	0	7732
Deakin	1	0	1	1	5911
Deakin	1	1	0	0	46508
Deakin	1	1	0	1	1326
Deakin	1	1	1	0	9600
Deakin	1	1	1	1	1374
Dunkley					1234
Dunkley	0	0	0	1	6809
Dunkley	0	0	1	0	1789
Dunkley	0	0	1	1	1193
Dunkley	0	1	0	0	7507
Dunkley	0	1	0	1	912
Dunkley	0	1	1	0	1916
Dunkley	0	1	1	1	465
Dunkley	1	0	0	1	11505
Dunkley	1	0	1	0	5394
Dunkley	1	0	1	1	4265
Dunkley	1	1	0	0	40204
Dunkley	1	1	0	1	1927
Dunkley	1	1	1	0	8209
Dunkley	1	1	1	1	1482
Flinders					935
Flinders	0	0	0	1	5504
Flinders	0	0	1	0	1487
Flinders	0	0	1	1	844
Flinders	0	1	0	0	5609
Flinders	0	1	0	1	699
Flinders	0	1	1	0	1551
Flinders	0	1	1	1	322
Flinders	1	0	0	1	9956
