CED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Grayndler	1	2	18829
Grayndler	1	3	8735
Grayndler	1	4	7996
Grayndler	1	5	2046
Grayndler	1	6	648
Greenway	0	1	9641
Greenway	0	2	1093
Greenway	0	3	346
Greenway	0	4	147
Greenway	0	5	92
Greenway	0	6	43
Greenway	1	2	14537
Greenway	1	3	12839
Greenway	1	4	15506
Greenway	1	5	5664
Greenway	1	6	3161
Hughes	0	1	8998
Hughes	0	2	672
Hughes	0	3	98
Hughes	0	4	30
Hughes	0	5	17
Hughes	1	2	14873
Hughes	1	3	8823
Hughes	1	4	10994
Hughes	1	5	4575
Hughes	1	6	1700
Hume	0	1	12190
Hume	0	2	895
Hume	0	3	105
Hume	0	4	33
Hume	0	5	11
Hume	0	6	6
Hume	1	2	18097
Hume	1	3	9064
Hume	1	4	10183
Hume	1	5	5185
Hume	1	6	2731
Hunter	0	1	15493
Hunter	0	2	1300
Hunter	0	3	176
Hunter	0	4	43
Hunter	0	5	28
Hunter	0	6	11
Hunter	1	2	20744
Hunter	1	3	9721
Hunter	1	4	9293
Hunter	1	5	4176
Hunter	1	6	2159
Kingsford Smith	0	1	19080
Kingsford Smith	0	2	3579
Kingsford Smith	0	3	1233
Kingsford Smith	0	4	360
Kingsford Smith	0	5	119
Kingsford Smith	0	6	73
Kingsford Smith	1	2	20126
Kingsford Smith	1	3	10473
Kingsford Smith	1	4	9869
Kingsford Smith	1	5	3318
Kingsford Smith	1	6	1305
Lindsay	0	1	14640
Lindsay	0	2	1484
Lindsay	0	3	202
Lindsay	0	4	55
Lindsay	0	5	24
Lindsay	0	6	13
Lindsay	1	2	17449
Lindsay	1	3	11173
Lindsay	1	4	10981
Lindsay	1	5	5073
Lindsay	1	6	2992
Lyne	0	1	17517
Lyne	0	2	1395
Lyne	0	3	122
Lyne	0	4	26
Lyne	0	5	17
Lyne	0	6	12
Lyne	1	2	24420
Lyne	1	3	7493
Lyne	1	4	6650
Lyne	1	5	3113
Lyne	1	6	1657
Macarthur	0	1	11712
Macarthur	0	2	1160
Macarthur	0	3	200
Macarthur	0	4	61
Macarthur	0	5	30
Macarthur	0	6	17
Macarthur	1	2	16908
Macarthur	1	3	12310
Macarthur	1	4	12842
Macarthur	1	5	6220
Macarthur	1	6	4151
Mackellar	0	1	11974
Mackellar	0	2	946
Mackellar	0	3	203
Mackellar	0	4	91
Mackellar	0	5	41
Mackellar	0	6	13
Mackellar	1	2	16377
Mackellar	1	3	8506
Mackellar	1	4	10701
Mackellar	1	5	4273
Mackellar	1	6	1701
Macquarie	0	1	13157
Macquarie	0	2	1044
Macquarie	0	3	140
Macquarie	0	4	47
Macquarie	0	5	11
Macquarie	0	6	4
Macquarie	1	2	17293
Macquarie	1	3	8175
Macquarie	1	4	8069
Macquarie	1	5	3735
Macquarie	1	6	1917
McMahon	0	1	9939
McMahon	0	2	906
McMahon	0	3	231
McMahon	0	4	101
McMahon	0	5	37
McMahon	0	6	35
McMahon	1	2	13027
McMahon	1	3	9138
McMahon	1	4	9666
McMahon	1	5	5632
McMahon	1	6	4694
Mitchell	0	1	8017
Mitchell	0	2	657
Mitchell	0	3	162
Mitchell	0	4	75
Mitchell	0	5	39
Mitchell	0	6	18
Mitchell	1	2	15415
Mitchell	1	3	11560
Mitchell	1	4	15085
Mitchell	1	5	6070
Mitchell	1	6	2690
New England	0	1	18054
New England	0	2	1448
New England	0	3	248
New England	0	4	100
New England	0	5	30
New England	0	6	14
New England	1	2	20488
New England	1	3	7677
New England	1	4	6966
New England	1	5	3355
New England	1	6	1668
Newcastle	0	1	18838
Newcastle	0	2	2643
Newcastle	0	3	1245
Newcastle	0	4	423
Newcastle	0	5	134
Newcastle	0	6	69
Newcastle	1	2	19459
Newcastle	1	3	9048
Newcastle	1	4	8538
Newcastle	1	5	3227
Newcastle	1	6	1164
North Sydney	0	1	20372
North Sydney	0	2	2065
North Sydney	0	3	527
North Sydney	0	4	133
North Sydney	0	5	32
North Sydney	0	6	19
North Sydney	1	2	21286
North Sydney	1	3	9866
North Sydney	1	4	9498
North Sydney	1	5	3052
North Sydney	1	6	868
Page	0	1	18321
Page	0	2	1944
Page	0	3	249
Page	0	4	74
Page	0	5	19
Page	0	6	28
Page	1	2	22727
Page	1	3	8433
Page	1	4	7302
Page	1	5	3440
Page	1	6	1994
Parkes	0	1	16864
Parkes	0	2	1282
Parkes	0	3	205
Parkes	0	4	63
Parkes	0	5	20
Parkes	0	6	13
Parkes	1	2	17824
Parkes	1	3	7479
Parkes	1	4	6546
Parkes	1	5	3520
Parkes	1	6	1851
Parramatta	0	1	15873
Parramatta	0	2	2470
Parramatta	0	3	953
Parramatta	0	4	508
Parramatta	0	5	179
Parramatta	0	6	111
Parramatta	1	2	17088
Parramatta	1	3	13452
Parramatta	1	4	11795
Parramatta	1	5	4406
Parramatta	1	6	2884
Paterson	0	1	16370
Paterson	0	2	1401
Paterson	0	3	195
Paterson	0	4	61
Paterson	0	5	32
Paterson	0	6	9
Paterson	1	2	22074
Paterson	1	3	10027
Paterson	1	4	9404
Paterson	1	5	4177
Paterson	1	6	2107
Reid	0	1	18017
Reid	0	2	3158
Reid	0	3	1175
Reid	0	4	593
Reid	0	5	254
Reid	0	6	128
Reid	1	2	23003
Reid	1	3	12723
Reid	1	4	10851
Reid	1	5	3813
Reid	1	6	1772
Richmond	0	1	18140
Richmond	0	2	2175
Richmond	0	3	561
Richmond	0	4	197
Richmond	0	5	78
Richmond	0	6	30
Richmond	1	2	21302
Richmond	1	3	8540
Richmond	1	4	8069
Richmond	1	5	3288
Richmond	1	6	1557
Riverina	0	1	18001
Riverina	0	2	1367
Riverina	0	3	264
Riverina	0	4	84
Riverina	0	5	30
Riverina	0	6	15
Riverina	1	2	20222
Riverina	1	3	7811
Riverina	1	4	7098
Riverina	1	5	3862
Riverina	1	6	1978
Robertson	0	1	16827
Robertson	0	2	1407
Robertson	0	3	244
Robertson	0	4	73
Robertson	0	5	10
Robertson	0	6	11
Robertson	1	2	19127
Robertson	1	3	8383
Robertson	1	4	8375
Robertson	1	5	3293
Robertson	1	6	1456
Shortland	0	1	15453
Shortland	0	2	1239
Shortland	0	3	184
Shortland	0	4	58
Shortland	0	5	16
Shortland	0	6	5
Shortland	1	2	19600
Shortland	1	3	8520
Shortland	1	4	8800
Shortland	1	5	3460
Shortland	1	6	1375
Sydney	0	1	37208
Sydney	0	2	6877
Sydney	0	3	2612
Sydney	0	4	1167
Sydney	0	5	340
Sydney	0	6	152
Sydney	1	2	29639
Sydney	1	3	8595
Sydney	1	4	5060
Sydney	1	5	1239
Sydney	1	6	509
Warringah	0	1	15276
Warringah	0	2	1656
Warringah	0	3	476
Warringah	0	4	98
Warringah	0	5	37
Warringah	0	6	18
Warringah	1	2	17733
Warringah	1	3	8246
Warringah	1	4	9598
Warringah	1	5	3528
Warringah	1	6	1073
Watson	0	1	12611
Watson	0	2	1679
Watson	0	3	625
Watson	0	4	342
Watson	0	5	147
Watson	0	6	121
Watson	1	2	13892
Watson	1	3	10001
Watson	1	4	9536
Watson	1	5	5177
Watson	1	6	4165
Wentworth	0	1	19832
Wentworth	0	2	3198
Wentworth	0	3	1084
Wentworth	0	4	292
Wentworth	0	5	75
Wentworth	0	6	18
Wentworth	1	2	18156
Wentworth	1	3	7279
Wentworth	1	4	7026
Wentworth	1	5	2516
Wentworth	1	6	656
Werriwa	0	1	8157
Werriwa	0	2	688
Werriwa	0	3	98
Werriwa	0	4	43
Werriwa	0	5	21
Werriwa	0	6	5
Werriwa	1	2	11840
Werriwa	1	3	10479
Werriwa	1	4	12771
Werriwa	1	5	7036
Werriwa	1	6	5527
Whitlam	0	1	14698
Whitlam	0	2	1090
Whitlam	0	3	169
Whitlam	0	4	82
Whitlam	0	5	17
Whitlam	0	6	4
Whitlam	1	2	20802
Whitlam	1	3	9508
Whitlam	1	4	9622
Whitlam	1	5	4143
Whitlam	1	6	1995
Aston	0	1	12185
Aston	0	2	1095
Aston	0	3	195
Aston	0	4	74
Aston	0	5	30
Aston	0	6	10
Aston	1	2	17260
Aston	1	3	10445
Aston	1	4	10827
Aston	1	5	3810
Aston	1	6	1507
Ballarat	0	1	17221
Ballarat	0	2	1522
Ballarat	0	3	351
Ballarat	0	4	125
Ballarat	0	5	34
Ballarat	0	6	29
Ballarat	1	2	19220
Ballarat	1	3	7924
Ballarat	1	4	7766
Ballarat	1	5	3443
Ballarat	1	6	1402
Bendigo	0	1	17219
Bendigo	0	2	1460
Bendigo	0	3	305
Bendigo	0	4	87
Bendigo	0	5	23
Bendigo	0	6	21
Bendigo	1	2	19595
Bendigo	1	3	8098
Bendigo	1	4	7592
Bendigo	1	5	3201
Bendigo	1	6	1464
Bruce	0	1	11246
Bruce	0	2	1258
Bruce	0	3	439
Bruce	0	4	215
Bruce	0	5	98
Bruce	0	6	42
Bruce	1	2	15765
Bruce	1	3	10576
Bruce	1	4	10775
Bruce	1	5	4807
Bruce	1	6	3208
Calwell	0	1	8211
Calwell	0	2	846
Calwell	0	3	248
Calwell	0	4	149
Calwell	0	5	62
Calwell	0	6	30
Calwell	1	2	12218
Calwell	1	3	10541
Calwell	1	4	12039
Calwell	1	5	6209
Calwell	1	6	4825
Casey	0	1	11956
Casey	0	2	930
Casey	0	3	145
Casey	0	4	52
Casey	0	5	14
Casey	0	6	10
Casey	1	2	18103
Casey	1	3	9279
Casey	1	4	10041
Casey	1	5	3991
Casey	1	6	1795
Chisholm	0	1	15021
Chisholm	0	2	1652
Chisholm	0	3	833
Chisholm	0	4	544
Chisholm	0	5	213
Chisholm	0	6	122
Chisholm	1	2	18990
Chisholm	1	3	11021
Chisholm	1	4	11958
Chisholm	1	5	3906
Chisholm	1	6	1532
Cooper	0	1	19079
Cooper	0	2	2453
Cooper	0	3	1165
Cooper	0	4	524
Cooper	0	5	153
Cooper	0	6	74
Cooper	1	2	17762
Cooper	1	3	8985
Cooper	1	4	8665
Cooper	1	5	2573
Cooper	1	6	1034
Corangamite	0	1	12505
Corangamite	0	2	1025
Corangamite	0	3	366
Corangamite	0	4	238
Corangamite	0	5	57
Corangamite	0	6	36
Corangamite	1	2	19434
Corangamite	1	3	7976
Corangamite	1	4	9042
Corangamite	1	5	3728
Corangamite	1	6	1139
Corio	0	1	18797
Corio	0	2	1664
Corio	0	3	550
Corio	0	4	224
Corio	0	5	77
Corio	0	6	38
Corio	1	2	18724
Corio	1	3	8933
Corio	1	4	8321
Corio	1	5	3305
Corio	1	6	1361
Deakin	0	1	15161
Deakin	0	2	1186
Deakin	0	3	259
Deakin	0	4	116
Deakin	0	5	56
Deakin	0	6	16
Deakin	1	2	18527
Deakin	1	3	10181
Deakin	1	4	11043
Deakin	1	5	3921
Deakin	1	6	1451
Dunkley	0	1	15765
Dunkley	0	2	1360
Dunkley	0	3	215
Dunkley	0	4	40
Dunkley	0	5	18
Dunkley	0	6	9
Dunkley	1	2	17717
Dunkley	1	3	9640
Dunkley	1	4	9445
Dunkley	1	5	3702
Dunkley	1	6	1387
Flinders	0	1	16683
Flinders	0	2	955
Flinders	0	3	122
Flinders	0	4	29
Flinders	0	5	18
Flinders	0	6	3
Flinders	1	2	21178
Flinders	1	3	7663
Flinders	1	4	7721
Flinders	1	5	3011
Flinders	1	6	1047
Fraser	0	1	16866
Fraser	0	2	2305
Fraser	0	3	985
Fraser	0	4	437
Fraser	0	5	186
Fraser	0	6	106
Fraser	1	2	17222
Fraser	1	3	10091
Fraser	1	4	9121
Fraser	1	5	3687
Fraser	1	6	2532
Gellibrand	0	1	12669
Gellibrand	0	2	1291
Gellibrand	0	3	382
Gellibrand	0	4	210
Gellibrand	0	5	90
Gellibrand	0	6	31
Gellibrand	1	2	16662
Gellibrand	1	3	12314
Gellibrand	1	4	13664
Gellibrand	1	5	4617
Gellibrand	1	6	2250
Gippsland	0	1	18594
Gippsland	0	2	1305
Gippsland	0	3	169
Gippsland	0	4	43
Gippsland	0	5	11
Gippsland	0	6	21
Gippsland	1	2	21762
Gippsland	1	3	7492
Gippsland	1	4	6795
Gippsland	1	5	3074
Gippsland	1	6	1368
Goldstein	0	1	15066
Goldstein	0	2	1074
Goldstein	0	3	216
Goldstein	0	4	114
Goldstein	0	5	53
Goldstein	0	6	17
Goldstein	1	2	17700
Goldstein	1	3	8911
Goldstein	1	4	10818
Goldstein	1	5	3720
Goldstein	1	6	758
Gorton	0	1	8470
Gorton	0	2	741
Gorton	0	3	180
Gorton	0	4	88
Gorton	0	5	34
Gorton	0	6	11
Gorton	1	2	13393
Gorton	1	3	10604
Gorton	1	4	12734
Gorton	1	5	5461
Gorton	1	6	3135
Hawke	0	1	11643
Hawke	0	2	1067
Hawke	0	3	152
Hawke	0	4	39
Hawke	0	5	10
Hawke	0	6	6
Hawke	1	2	15874
Hawke	1	3	10033
Hawke	1	4	10178
Hawke	1	5	4533
Hawke	1	6	2536
Higgins	0	1	24296
Higgins	0	2	2935
Higgins	0	3	933
Higgins	0	4	302
Higgins	0	5	82
Higgins	0	6	24
Higgins	1	2	19976
Higgins	1	3	7638
Higgins	1	4	7788
Higgins	1	5	2595
Higgins	1	6	579
Holt	0	1	8583
Holt	0	2	1008
Holt	0	3	253
Holt	0	4	110
Holt	0	5	25
Holt	0	6	18
Holt	1	2	13388
Holt	1	3	10935
Holt	1	4	12679
Holt	1	5	5757
Holt	1	6	4148
Hotham	0	1	14952
Hotham	0	2	2058
Hotham	0	3	976
Hotham	0	4	585
Hotham	0	5	236
Hotham	0	6	165
Hotham	1	2	17902
Hotham	1	3	12105
Hotham	1	4	11502
Hotham	1	5	4518
Hotham	1	6	2750
Indi	0	1	18078
Indi	0	2	1209
Indi	0	3	181
Indi	0	4	44
Indi	0	5	15
Indi	0	6	10
Indi	1	2	22072
Indi	1	3	7582
Indi	1	4	7194
Indi	1	5	3286
Indi	1	6	1296
Isaacs	0	1	15886
Isaacs	0	2	1094
Isaacs	0	3	251
Isaacs	0	4	101
Isaacs	0	5	41
Isaacs	0	6	17
Isaacs	1	2	17371
Isaacs	1	3	9752
Isaacs	1	4	10779
Isaacs	1	5	3611
Isaacs	1	6	1442
Jagajaga	0	1	13630
Jagajaga	0	2	1038
Jagajaga	0	3	331
Jagajaga	0	4	145
Jagajaga	0	5	51
Jagajaga	0	6	24
Jagajaga	1	2	18210
Jagajaga	1	3	9495
Jagajaga	1	4	11021
Jagajaga	1	5	3653
Jagajaga	1	6	1106
Kooyong	0	1	16146
Kooyong	0	2	1665
Kooyong	0	3	574
Kooyong	0	4	256
Kooyong	0	5	84
Kooyong	0	6	37
Kooyong	1	2	18084
Kooyong	1	3	8991
Kooyong	1	4	10603
Kooyong	1	5	3920
Kooyong	1	6	1122
La Trobe	0	1	9775
La Trobe	0	2	871
La Trobe	0	3	158
La Trobe	0	4	53
La Trobe	0	5	20
La Trobe	0	6	9
La Trobe	1	2	15084
La Trobe	1	3	9913
La Trobe	1	4	11869
La Trobe	1	5	4976
La Trobe	1	6	2655
Lalor	0	1	10786
Lalor	0	2	1327
Lalor	0	3	382
Lalor	0	4	230
Lalor	0	5	100
Lalor	0	6	67
Lalor	1	2	15094
Lalor	1	3	12700
Lalor	1	4	13199
Lalor	1	5	5483
Lalor	1	6	3885
Macnamara	0	1	32352
Macnamara	0	2	4358
Macnamara	0	3	1133
Macnamara	0	4	285
Macnamara	0	5	69
Macnamara	0	6	24
Macnamara	1	2	24336
Macnamara	1	3	7623
Macnamara	1	4	5695
Macnamara	1	5	1824
Macnamara	1	6	699
Mallee	0	1	20874
Mallee	0	2	1510
Mallee	0	3	265
Mallee	0	4	119
Mallee	0	5	48
Mallee	0	6	51
Mallee	1	2	22430
Mallee	1	3	8062
Mallee	1	4	7041
Mallee	1	5	3575
Mallee	1	6	1703
Maribyrnong	0	1	17682
Maribyrnong	0	2	1663
Maribyrnong	0	3	566
Maribyrnong	0	4	193
Maribyrnong	0	5	52
Maribyrnong	0	6	23
Maribyrnong	1	2	17857
Maribyrnong	1	3	9043
Maribyrnong	1	4	9229
Maribyrnong	1	5	3198
Maribyrnong	1	6	977
McEwen	0	1	8801
McEwen	0	2	670
McEwen	0	3	110
McEwen	0	4	19
McEwen	0	5	7
McEwen	0	6	3
McEwen	1	2	15651
McEwen	1	3	9416
McEwen	1	4	11309
McEwen	1	5	4927
McEwen	1	6	1975
Melbourne	0	1	37735
Melbourne	0	2	8016
Melbourne	0	3	3069
Melbourne	0	4	1134
Melbourne	0	5	277
Melbourne	0	6	86
Melbourne	1	2	27225
Melbourne	1	3	7996
Melbourne	1	4	4855
Melbourne	1	5	1226
Melbourne	1	6	446
Menzies	0	1	13207
Menzies	0	2	1088
Menzies	0	3	374
Menzies	0	4	180
Menzies	0	5	67
Menzies	0	6	48
Menzies	1	2	18968
Menzies	1	3	10898
Menzies	1	4	11699
Menzies	1	5	4196
Menzies	1	6	1541
Monash	0	1	17196
Monash	0	2	1081
Monash	0	3	130
Monash	0	4	38
Monash	0	5	14
Monash	0	6	12
Monash	1	2	20582
Monash	1	3	7162
Monash	1	4	6655
Monash	1	5	3158
Monash	1	6	1373
Nicholls	0	1	17352
Nicholls	0	2	1266
Nicholls	0	3	264
Nicholls	0	4	83
Nicholls	0	5	24
Nicholls	0	6	34
Nicholls	1	2	20564
Nicholls	1	3	7803
Nicholls	1	4	7283
Nicholls	1	5	3603
Nicholls	1	6	1864
Scullin	0	1	10858
Scullin	0	2	1059
Scullin	0	3	325
Scullin	0	4	164
Scullin	0	5	70
Scullin	0	6	44
Scullin	1	2	15212
Scullin	1	3	10637
Scullin	1	4	11337
Scullin	1	5	4719
Scullin	1	6	2534
Wannon	0	1	18676
Wannon	0	2	1277
Wannon	0	3	221
Wannon	0	4	81
Wannon	0	5	35
Wannon	0	6	20
Wannon	1	2	21511
Wannon	1	3	7508
Wannon	1	4	6823
Wannon	1	5	3301
Wannon	1	6	1334
Wills	0	1	18302
Wills	0	2	2647
Wills	0	3	1425
Wills	0	4	700
Wills	0	5	202
Wills	0	6	67
Wills	1	2	17817
Wills	1	3	8787
Wills	1	4	8424
Wills	1	5	2762
Wills	1	6	1278
Blair	0	1	15280
Blair	0	2	1758
Blair	0	3	266
Blair	0	4	65
Blair	0	5	28
Blair	1	2	20115
Blair	1	3	10795
Blair	1	4	10234
Blair	1	5	4753
Blair	1	6	3066
Bonner	0	1	12455
Bonner	0	2	1480
Bonner	0	3	428
Bonner	0	4	129
Bonner	0	5	36
Bonner	0	6	20
Bonner	1	2	17147
Bonner	1	3	10184
Bonner	1	4	10861
Bonner	1	5	3984
Bonner	1	6	1721
Bowman	0	1	12889
Bowman	0	2	1196
Bowman	0	3	164
Bowman	0	4	40
Bowman	0	5	4
Bowman	0	6	5
Bowman	1	2	19980
Bowman	1	3	9508
Bowman	1	4	9516
Bowman	1	5	3708
Bowman	1	6	1748
Brisbane	0	1	27975
Brisbane	0	2	5240
Brisbane	0	3	1520
Brisbane	0	4	529
Brisbane	0	5	165
Brisbane	0	6	54
Brisbane	1	2	23334
Brisbane	1	3	8809
Brisbane	1	4	7675
Brisbane	1	5	2717
Brisbane	1	6	742
Capricornia	0	1	13870
Capricornia	0	2	1338
Capricornia	0	3	226
Capricornia	0	4	63
Capricornia	0	5	10
Capricornia	0	6	5
Capricornia	1	2	18217
Capricornia	1	3	7927
Capricornia	1	4	8066
Capricornia	1	5	3697
Capricornia	1	6	1822
Dawson	0	1	14994
Dawson	0	2	1663
Dawson	0	3	340
Dawson	0	4	84
Dawson	0	5	30
Dawson	0	6	14
Dawson	1	2	19456
Dawson	1	3	8117
Dawson	1	4	7940
Dawson	1	5	3573
Dawson	1	6	1637
Dickson	0	1	9962
Dickson	0	2	1096
Dickson	0	3	211
Dickson	0	4	43
Dickson	0	5	16
Dickson	0	6	6
Dickson	1	2	17546
Dickson	1	3	9723
Dickson	1	4	10738
Dickson	1	5	4250
Dickson	1	6	1985
Fadden	0	1	15014
Fadden	0	2	2216
Fadden	0	3	458
Fadden	0	4	162
Fadden	0	5	39
Fadden	0	6	23
Fadden	1	2	23260
Fadden	1	3	11492
Fadden	1	4	10924
Fadden	1	5	4267
Fadden	1	6	2242
Fairfax	0	1	14937
Fairfax	0	2	1869
Fairfax	0	3	447
Fairfax	0	4	127
Fairfax	0	5	31
Fairfax	0	6	14
Fairfax	1	2	22377
Fairfax	1	3	9222
Fairfax	1	4	9272
Fairfax	1	5	3700
Fairfax	1	6	1557
Fisher	0	1	15097
Fisher	0	2	1868
Fisher	0	3	445
Fisher	0	4	180
Fisher	0	5	29
Fisher	0	6	12
Fisher	1	2	22702
Fisher	1	3	9163
Fisher	1	4	9201
Fisher	1	5	3700
Fisher	1	6	1715
Flynn	0	1	14557
Flynn	0	2	1533
Flynn	0	3	202
Flynn	0	4	38
Flynn	0	5	14
Flynn	0	6	6
Flynn	1	2	19010
Flynn	1	3	7856
Flynn	1	4	7730
Flynn	1	5	3663
Flynn	1	6	2026
Forde	0	1	12959
Forde	0	2	1731
Forde	0	3	312
Forde	0	4	95
Forde	0	5	27
Forde	0	6	7
Forde	1	2	18883
Forde	1	3	11184
Forde	1	4	10804
Forde	1	5	5023
Forde	1	6	3553
Griffith	0	1	21359
Griffith	0	2	4275
Griffith	0	3	1344
Griffith	0	4	463
Griffith	0	5	142
Griffith	0	6	61
Griffith	1	2	21487
Griffith	1	3	9604
Griffith	1	4	8870
Griffith	1	5	3014
Griffith	1	6	899
Groom	0	1	16355
Groom	0	2	1484
Groom	0	3	295
Groom	0	4	71
Groom	0	5	18
Groom	0	6	13
Groom	1	2	19966
Groom	1	3	8202
Groom	1	4	7660
Groom	1	5	3684
Groom	1	6	2182
Herbert	0	1	16109
Herbert	0	2	2011
Herbert	0	3	477
Herbert	0	4	146
Herbert	0	5	38
Herbert	0	6	14
Herbert	1	2	18541
Herbert	1	3	9074
Herbert	1	4	7919
Herbert	1	5	3389
Herbert	1	6	1993
Hinkler	0	1	17101
Hinkler	0	2	1786
Hinkler	0	3	232
Hinkler	0	4	68
Hinkler	0	5	15
Hinkler	0	6	13
Hinkler	1	2	23859
Hinkler	1	3	7691
Hinkler	1	4	6344
Hinkler	1	5	2912
Hinkler	1	6	1765
Kennedy	0	1	16172
Kennedy	0	2	1558
Kennedy	0	3	248
Kennedy	0	4	67
Kennedy	0	5	27
Kennedy	0	6	11
Kennedy	1	2	20408
Kennedy	1	3	7937
Kennedy	1	4	7242
Kennedy	1	5	3623
Kennedy	1	6	2607
Leichhardt	0	1	17576
Leichhardt	0	2	2239
Leichhardt	0	3	401
Leichhardt	0	4	119
Leichhardt	0	5	34
Leichhardt	0	6	16
Leichhardt	1	2	19379
Leichhardt	1	3	9034
Leichhardt	1	4	8002
Leichhardt	1	5	3298
Leichhardt	1	6	2366
Lilley	0	1	18006
Lilley	0	2	2279
Lilley	0	3	555
Lilley	0	4	156
Lilley	0	5	40
Lilley	0	6	19
Lilley	1	2	19054
Lilley	1	3	9854
Lilley	1	4	9193
Lilley	1	5	3230
Lilley	1	6	1266
Longman	0	1	14489
Longman	0	2	1731
Longman	0	3	252
Longman	0	4	68
Longman	0	5	40
Longman	0	6	34
Longman	1	2	22624
Longman	1	3	10083
Longman	1	4	9458
Longman	1	5	4495
Longman	1	6	2874
Maranoa	0	1	16626
Maranoa	0	2	1354
Maranoa	0	3	223
Maranoa	0	4	49
