CED_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Moreton	Flat/apartment	1 or 2 storey block	6	6
Moreton	Flat/apartment	3 storey block		24
Moreton	Flat/apartment	3 storey block	0	31
Moreton	Flat/apartment	3 storey block	1	307
Moreton	Flat/apartment	3 storey block	2	1687
Moreton	Flat/apartment	3 storey block	3	298
Moreton	Flat/apartment	3 storey block	4	26
Moreton	Flat/apartment	3 storey block	5	4
Moreton	Flat/apartment	4-8 storey block		8
Moreton	Flat/apartment	4-8 storey block	0	6
Moreton	Flat/apartment	4-8 storey block	1	149
Moreton	Flat/apartment	4-8 storey block	2	721
Moreton	Flat/apartment	4-8 storey block	3	250
Moreton	Flat/apartment	4-8 storey block	4	7
Moreton	Flat/apartment	9 or more storey block	2	43
Moreton	Flat/apartment	9 or more storey block	3	139
Moreton	Flat/apartment	9 or more storey block	4	5
Moreton	Flat/apartment	Attached to a house		3
Moreton	Flat/apartment	Attached to a house	1	14
Moreton	Flat/apartment	Attached to a house	2	18
Moreton	Flat/apartment	Attached to a house	3	18
Moreton	Flat/apartment	Attached to a house	4	8
Moreton	Flat/apartment	Attached to a house	5	7
Moreton	Flat/apartment	Attached to a house	6	5
Moreton	Separate house			502
Moreton	Separate house		0	82
Moreton	Separate house		1	508
Moreton	Separate house		2	2666
Moreton	Separate house		3	16838
Moreton	Separate house		4	15290
Moreton	Separate house		5	5788
Moreton	Separate house		6	1528
Oxley				6
Oxley			1	5
Oxley			2	15
Oxley			3	35
Oxley			4	16
Oxley			5	3
Oxley		1 storey		63
Oxley		1 storey	0	15
Oxley		1 storey	1	237
Oxley		1 storey	2	904
Oxley		1 storey	3	622
Oxley		1 storey	4	137
Oxley		1 storey	6	6
Oxley		2 storeys or more		113
Oxley		2 storeys or more	0	6
Oxley		2 storeys or more	1	107
Oxley		2 storeys or more	2	656
Oxley		2 storeys or more	3	4201
Oxley		2 storeys or more	4	533
Oxley		2 storeys or more	5	12
Oxley		2 storeys or more	6	5
Oxley	(Other)			3
Oxley	(Other)		0	16
Oxley	(Other)		1	115
Oxley	(Other)		2	48
Oxley	(Other)		3	3
Oxley	(Other)		4	4
Oxley	Flat/apartment	1 or 2 storey block		8
Oxley	Flat/apartment	1 or 2 storey block	0	13
Oxley	Flat/apartment	1 or 2 storey block	1	242
Oxley	Flat/apartment	1 or 2 storey block	2	76
Oxley	Flat/apartment	1 or 2 storey block	3	43
Oxley	Flat/apartment	1 or 2 storey block	4	18
Oxley	Flat/apartment	3 storey block		15
Oxley	Flat/apartment	3 storey block	0	3
Oxley	Flat/apartment	3 storey block	1	53
Oxley	Flat/apartment	3 storey block	2	99
Oxley	Flat/apartment	3 storey block	3	35
Oxley	Flat/apartment	4-8 storey block	1	11
Oxley	Flat/apartment	4-8 storey block	2	31
Oxley	Flat/apartment	4-8 storey block	3	9
Oxley	Flat/apartment	Attached to a house		3
Oxley	Flat/apartment	Attached to a house	1	11
Oxley	Flat/apartment	Attached to a house	2	14
Oxley	Flat/apartment	Attached to a house	3	39
Oxley	Flat/apartment	Attached to a house	4	17
Oxley	Flat/apartment	Attached to a house	6	8
Oxley	Separate house			657
Oxley	Separate house		0	43
Oxley	Separate house		1	347
Oxley	Separate house		2	1698
Oxley	Separate house		3	19894
Oxley	Separate house		4	24353
Oxley	Separate house		5	4211
Oxley	Separate house		6	746
Petrie				9
Petrie			0	8
Petrie			1	20
Petrie			2	16
Petrie			3	30
Petrie			4	11
Petrie			5	3
Petrie			6	3
Petrie		1 storey		83
Petrie		1 storey	0	19
Petrie		1 storey	1	382
Petrie		1 storey	2	1706
Petrie		1 storey	3	1381
Petrie		1 storey	4	90
Petrie		1 storey	5	3
Petrie		1 storey	6	4
Petrie		2 storeys or more		90
Petrie		2 storeys or more	0	7
Petrie		2 storeys or more	1	186
Petrie		2 storeys or more	2	1036
Petrie		2 storeys or more	3	4391
Petrie		2 storeys or more	4	734
Petrie		2 storeys or more	5	3
Petrie		2 storeys or more	6	6
Petrie	(Other)			35
Petrie	(Other)		0	84
Petrie	(Other)		1	240
Petrie	(Other)		2	106
Petrie	(Other)		3	23
Petrie	(Other)		4	12
Petrie	Flat/apartment	1 or 2 storey block		79
Petrie	Flat/apartment	1 or 2 storey block	0	32
Petrie	Flat/apartment	1 or 2 storey block	1	606
Petrie	Flat/apartment	1 or 2 storey block	2	1275
Petrie	Flat/apartment	1 or 2 storey block	3	649
Petrie	Flat/apartment	1 or 2 storey block	4	56
Petrie	Flat/apartment	1 or 2 storey block	5	7
Petrie	Flat/apartment	1 or 2 storey block	6	3
Petrie	Flat/apartment	3 storey block		16
Petrie	Flat/apartment	3 storey block	0	19
Petrie	Flat/apartment	3 storey block	1	94
Petrie	Flat/apartment	3 storey block	2	448
Petrie	Flat/apartment	3 storey block	3	307
Petrie	Flat/apartment	3 storey block	4	6
Petrie	Flat/apartment	4-8 storey block		29
Petrie	Flat/apartment	4-8 storey block	0	18
Petrie	Flat/apartment	4-8 storey block	1	166
Petrie	Flat/apartment	4-8 storey block	2	738
Petrie	Flat/apartment	4-8 storey block	3	576
Petrie	Flat/apartment	4-8 storey block	4	13
Petrie	Flat/apartment	9 or more storey block		4
Petrie	Flat/apartment	9 or more storey block	0	25
Petrie	Flat/apartment	9 or more storey block	1	41
Petrie	Flat/apartment	9 or more storey block	2	274
Petrie	Flat/apartment	9 or more storey block	3	539
Petrie	Flat/apartment	9 or more storey block	4	8
Petrie	Flat/apartment	Attached to a house	1	17
Petrie	Flat/apartment	Attached to a house	2	30
Petrie	Flat/apartment	Attached to a house	3	9
Petrie	Flat/apartment	Attached to a house	4	8
Petrie	Flat/apartment	Attached to a house	5	3
Petrie	Separate house			583
Petrie	Separate house		0	47
Petrie	Separate house		1	340
Petrie	Separate house		2	3756
Petrie	Separate house		3	19896
Petrie	Separate house		4	23062
Petrie	Separate house		5	3855
Petrie	Separate house		6	696
Rankin				9
Rankin			1	21
Rankin			2	10
Rankin			3	21
Rankin			4	18
Rankin		1 storey		69
Rankin		1 storey	0	6
Rankin		1 storey	1	183
Rankin		1 storey	2	950
Rankin		1 storey	3	801
Rankin		1 storey	4	83
Rankin		1 storey	5	9
Rankin		2 storeys or more		169
Rankin		2 storeys or more	0	17
Rankin		2 storeys or more	1	224
Rankin		2 storeys or more	2	2056
Rankin		2 storeys or more	3	4781
Rankin		2 storeys or more	4	571
Rankin		2 storeys or more	5	20
Rankin		2 storeys or more	6	3
Rankin	(Other)			4
Rankin	(Other)		0	22
Rankin	(Other)		1	63
Rankin	(Other)		2	22
Rankin	(Other)		3	5
Rankin	(Other)		5	4
Rankin	Flat/apartment	1 or 2 storey block		30
Rankin	Flat/apartment	1 or 2 storey block	0	6
Rankin	Flat/apartment	1 or 2 storey block	1	90
Rankin	Flat/apartment	1 or 2 storey block	2	454
Rankin	Flat/apartment	1 or 2 storey block	3	183
Rankin	Flat/apartment	1 or 2 storey block	4	7
Rankin	Flat/apartment	1 or 2 storey block	5	3
Rankin	Flat/apartment	1 or 2 storey block	6	3
Rankin	Flat/apartment	3 storey block		41
Rankin	Flat/apartment	3 storey block	0	5
Rankin	Flat/apartment	3 storey block	1	70
Rankin	Flat/apartment	3 storey block	2	70
Rankin	Flat/apartment	3 storey block	3	33
Rankin	Flat/apartment	3 storey block	4	12
Rankin	Flat/apartment	4-8 storey block	1	3
Rankin	Flat/apartment	4-8 storey block	2	25
Rankin	Flat/apartment	9 or more storey block	1	30
Rankin	Flat/apartment	9 or more storey block	2	21
Rankin	Flat/apartment	9 or more storey block	3	12
Rankin	Flat/apartment	9 or more storey block	4	3
Rankin	Flat/apartment	Attached to a house		3
Rankin	Flat/apartment	Attached to a house	1	13
Rankin	Flat/apartment	Attached to a house	2	18
Rankin	Flat/apartment	Attached to a house	3	4
Rankin	Flat/apartment	Attached to a house	4	7
Rankin	Flat/apartment	Attached to a house	5	6
Rankin	Separate house			684
Rankin	Separate house		0	35
Rankin	Separate house		1	170
Rankin	Separate house		2	1012
Rankin	Separate house		3	20916
Rankin	Separate house		4	20445
Rankin	Separate house		5	4357
Rankin	Separate house		6	896
Ryan				5
Ryan			0	5
Ryan			1	27
Ryan			2	49
Ryan			3	33
Ryan			4	15
Ryan			5	4
Ryan			6	5
Ryan		1 storey		16
Ryan		1 storey	1	78
Ryan		1 storey	2	345
Ryan		1 storey	3	217
Ryan		1 storey	4	20
Ryan		1 storey	5	3
Ryan		2 storeys or more		20
Ryan		2 storeys or more	1	85
Ryan		2 storeys or more	2	584
Ryan		2 storeys or more	3	1605
Ryan		2 storeys or more	4	202
Ryan		2 storeys or more	5	23
Ryan		2 storeys or more	6	4
Ryan	(Other)		2	3
Ryan	(Other)		4	3
Ryan	(Other)		5	3
Ryan	Flat/apartment	1 or 2 storey block		40
Ryan	Flat/apartment	1 or 2 storey block	0	38
Ryan	Flat/apartment	1 or 2 storey block	1	641
Ryan	Flat/apartment	1 or 2 storey block	2	1718
Ryan	Flat/apartment	1 or 2 storey block	3	845
Ryan	Flat/apartment	1 or 2 storey block	4	145
Ryan	Flat/apartment	1 or 2 storey block	5	25
Ryan	Flat/apartment	1 or 2 storey block	6	15
Ryan	Flat/apartment	3 storey block		45
Ryan	Flat/apartment	3 storey block	0	11
Ryan	Flat/apartment	3 storey block	1	466
Ryan	Flat/apartment	3 storey block	2	4009
Ryan	Flat/apartment	3 storey block	3	997
Ryan	Flat/apartment	3 storey block	4	33
Ryan	Flat/apartment	3 storey block	5	8
Ryan	Flat/apartment	3 storey block	6	12
Ryan	Flat/apartment	4-8 storey block		21
Ryan	Flat/apartment	4-8 storey block	0	15
Ryan	Flat/apartment	4-8 storey block	1	381
Ryan	Flat/apartment	4-8 storey block	2	2225
Ryan	Flat/apartment	4-8 storey block	3	682
Ryan	Flat/apartment	4-8 storey block	4	33
Ryan	Flat/apartment	4-8 storey block	6	4
Ryan	Flat/apartment	9 or more storey block		12
Ryan	Flat/apartment	9 or more storey block	1	344
Ryan	Flat/apartment	9 or more storey block	2	1128
Ryan	Flat/apartment	9 or more storey block	3	629
Ryan	Flat/apartment	9 or more storey block	4	23
Ryan	Flat/apartment	Attached to a house	1	10
Ryan	Flat/apartment	Attached to a house	2	16
Ryan	Flat/apartment	Attached to a house	3	4
Ryan	Flat/apartment	Attached to a house	4	8
Ryan	Flat/apartment	Attached to a house	5	12
Ryan	Separate house			255
Ryan	Separate house		0	36
Ryan	Separate house		1	217
Ryan	Separate house		2	1695
Ryan	Separate house		3	12767
Ryan	Separate house		4	18027
Ryan	Separate house		5	6255
Ryan	Separate house		6	1322
Wide Bay				10
Wide Bay			0	23
Wide Bay			1	117
Wide Bay			2	46
Wide Bay			3	59
Wide Bay			4	25
Wide Bay			5	6
Wide Bay			6	4
Wide Bay		1 storey		64
Wide Bay		1 storey	0	34
Wide Bay		1 storey	1	404
Wide Bay		1 storey	2	1073
Wide Bay		1 storey	3	535
Wide Bay		1 storey	4	37
Wide Bay		1 storey	5	11
Wide Bay		1 storey	6	7
Wide Bay		2 storeys or more		32
Wide Bay		2 storeys or more	0	15
Wide Bay		2 storeys or more	1	129
Wide Bay		2 storeys or more	2	1077
Wide Bay		2 storeys or more	3	763
Wide Bay		2 storeys or more	4	70
Wide Bay		2 storeys or more	5	9
Wide Bay		2 storeys or more	6	3
Wide Bay	(Other)			46
Wide Bay	(Other)		0	111
Wide Bay	(Other)		1	242
Wide Bay	(Other)		2	119
Wide Bay	(Other)		3	57
Wide Bay	(Other)		4	39
Wide Bay	(Other)		5	5
Wide Bay	(Other)		6	6
Wide Bay	Flat/apartment		0	3
Wide Bay	Flat/apartment	1 or 2 storey block		54
Wide Bay	Flat/apartment	1 or 2 storey block	0	32
Wide Bay	Flat/apartment	1 or 2 storey block	1	353
Wide Bay	Flat/apartment	1 or 2 storey block	2	1098
Wide Bay	Flat/apartment	1 or 2 storey block	3	313
Wide Bay	Flat/apartment	1 or 2 storey block	4	21
Wide Bay	Flat/apartment	1 or 2 storey block	6	4
Wide Bay	Flat/apartment	3 storey block		7
Wide Bay	Flat/apartment	3 storey block	1	37
Wide Bay	Flat/apartment	3 storey block	2	282
Wide Bay	Flat/apartment	3 storey block	3	109
Wide Bay	Flat/apartment	3 storey block	4	3
Wide Bay	Flat/apartment	4-8 storey block	1	4
Wide Bay	Flat/apartment	4-8 storey block	2	38
Wide Bay	Flat/apartment	4-8 storey block	3	130
Wide Bay	Flat/apartment	Attached to a house	1	28
Wide Bay	Flat/apartment	Attached to a house	2	13
Wide Bay	Flat/apartment	Attached to a house	3	12
Wide Bay	Flat/apartment	Attached to a house	4	7
Wide Bay	Flat/apartment	Attached to a house	5	5
Wide Bay	Separate house			845
Wide Bay	Separate house		0	301
Wide Bay	Separate house		1	1197
Wide Bay	Separate house		2	6352
Wide Bay	Separate house		3	22990
Wide Bay	Separate house		4	15689
Wide Bay	Separate house		5	2928
Wide Bay	Separate house		6	656
Wright				57
Wright			0	5
Wright			1	19
Wright			2	26
Wright			3	27
Wright			4	24
Wright			5	8
Wright			6	4
Wright		1 storey		52
Wright		1 storey	0	18
Wright		1 storey	1	125
Wright		1 storey	2	817
Wright		1 storey	3	461
Wright		1 storey	4	111
Wright		1 storey	5	18
Wright		2 storeys or more		20
Wright		2 storeys or more	0	10
Wright		2 storeys or more	1	25
Wright		2 storeys or more	2	203
Wright		2 storeys or more	3	285
Wright		2 storeys or more	4	82
Wright		2 storeys or more	5	17
Wright	(Other)			14
Wright	(Other)		0	41
Wright	(Other)		1	148
Wright	(Other)		2	42
Wright	(Other)		3	43
Wright	(Other)		4	46
Wright	(Other)		5	10
Wright	(Other)		6	9
Wright	Flat/apartment	1 or 2 storey block		8
Wright	Flat/apartment	1 or 2 storey block	1	16
Wright	Flat/apartment	1 or 2 storey block	2	102
Wright	Flat/apartment	1 or 2 storey block	3	68
Wright	Flat/apartment	1 or 2 storey block	4	23
Wright	Flat/apartment	3 storey block	1	3
Wright	Flat/apartment	3 storey block	2	10
Wright	Flat/apartment	4-8 storey block	2	7
Wright	Flat/apartment	Attached to a house	1	34
Wright	Flat/apartment	Attached to a house	2	79
Wright	Flat/apartment	Attached to a house	3	30
Wright	Flat/apartment	Attached to a house	4	16
Wright	Flat/apartment	Attached to a house	5	10
Wright	Flat/apartment	Attached to a house	6	6
Wright	Separate house			825
Wright	Separate house		0	135
Wright	Separate house		1	655
Wright	Separate house		2	3318
Wright	Separate house		3	16981
Wright	Separate house		4	25743
Wright	Separate house		5	5865
Wright	Separate house		6	2228
Adelaide				38
Adelaide			0	20
Adelaide			1	64
Adelaide			2	85
Adelaide			3	82
Adelaide			4	27
Adelaide			5	4
Adelaide			6	6
Adelaide		1 storey		193
Adelaide		1 storey	0	37
Adelaide		1 storey	1	1232
Adelaide		1 storey	2	5813
Adelaide		1 storey	3	4107
Adelaide		1 storey	4	481
Adelaide		1 storey	5	62
Adelaide		1 storey	6	24
Adelaide		2 storeys or more		70
Adelaide		2 storeys or more	0	16
Adelaide		2 storeys or more	1	286
Adelaide		2 storeys or more	2	2485
Adelaide		2 storeys or more	3	3791
Adelaide		2 storeys or more	4	441
Adelaide		2 storeys or more	5	53
Adelaide		2 storeys or more	6	12
Adelaide	(Other)			4
Adelaide	(Other)		0	12
Adelaide	(Other)		1	34
Adelaide	(Other)		2	64
Adelaide	(Other)		3	59
Adelaide	(Other)		4	22
Adelaide	(Other)		5	8
Adelaide	(Other)		6	3
Adelaide	Flat/apartment		0	3
Adelaide	Flat/apartment	1 or 2 storey block		85
Adelaide	Flat/apartment	1 or 2 storey block	0	33
Adelaide	Flat/apartment	1 or 2 storey block	1	1335
Adelaide	Flat/apartment	1 or 2 storey block	2	4714
Adelaide	Flat/apartment	1 or 2 storey block	3	623
Adelaide	Flat/apartment	1 or 2 storey block	4	35
Adelaide	Flat/apartment	1 or 2 storey block	5	3
Adelaide	Flat/apartment	1 or 2 storey block	6	10
Adelaide	Flat/apartment	3 storey block		16
Adelaide	Flat/apartment	3 storey block	0	44
Adelaide	Flat/apartment	3 storey block	1	316
Adelaide	Flat/apartment	3 storey block	2	1290
Adelaide	Flat/apartment	3 storey block	3	189
Adelaide	Flat/apartment	3 storey block	4	13
Adelaide	Flat/apartment	4-8 storey block		38
Adelaide	Flat/apartment	4-8 storey block	0	70
Adelaide	Flat/apartment	4-8 storey block	1	673
Adelaide	Flat/apartment	4-8 storey block	2	2125
Adelaide	Flat/apartment	4-8 storey block	3	366
Adelaide	Flat/apartment	4-8 storey block	4	26
Adelaide	Flat/apartment	9 or more storey block		31
Adelaide	Flat/apartment	9 or more storey block	0	65
Adelaide	Flat/apartment	9 or more storey block	1	1021
Adelaide	Flat/apartment	9 or more storey block	2	1704
Adelaide	Flat/apartment	9 or more storey block	3	329
Adelaide	Flat/apartment	9 or more storey block	4	10
Adelaide	Flat/apartment	Attached to a house	1	13
Adelaide	Flat/apartment	Attached to a house	2	29
Adelaide	Flat/apartment	Attached to a house	3	24
Adelaide	Flat/apartment	Attached to a house	4	5
Adelaide	Flat/apartment	Attached to a house	5	3
Adelaide	Separate house			418
Adelaide	Separate house		0	52
Adelaide	Separate house		1	531
Adelaide	Separate house		2	6322
Adelaide	Separate house		3	24710
Adelaide	Separate house		4	9690
Adelaide	Separate house		5	1724
Adelaide	Separate house		6	355
Barker				28
Barker			0	10
Barker			1	38
Barker			2	47
Barker			3	72
Barker			4	34
Barker			5	4
Barker			6	5
Barker		1 storey		125
Barker		1 storey	0	15
Barker		1 storey	1	510
Barker		1 storey	2	2158
Barker		1 storey	3	1713
Barker		1 storey	4	122
Barker		1 storey	5	24
Barker		1 storey	6	13
Barker		2 storeys or more	1	15
Barker		2 storeys or more	2	35
Barker		2 storeys or more	3	38
Barker		2 storeys or more	4	12
Barker		2 storeys or more	5	8
Barker		2 storeys or more	6	3
Barker	(Other)			33
Barker	(Other)		0	48
Barker	(Other)		1	182
Barker	(Other)		2	105
Barker	(Other)		3	135
Barker	(Other)		4	47
Barker	(Other)		5	10
Barker	(Other)		6	6
Barker	Flat/apartment	1 or 2 storey block		38
Barker	Flat/apartment	1 or 2 storey block	0	9
Barker	Flat/apartment	1 or 2 storey block	1	282
Barker	Flat/apartment	1 or 2 storey block	2	884
Barker	Flat/apartment	1 or 2 storey block	3	187
Barker	Flat/apartment	1 or 2 storey block	4	17
Barker	Flat/apartment	1 or 2 storey block	6	5
Barker	Flat/apartment	4-8 storey block	2	15
Barker	Flat/apartment	Attached to a house	1	4
Barker	Flat/apartment	Attached to a house	3	3
Barker	Separate house			890
Barker	Separate house		0	124
Barker	Separate house		1	951
Barker	Separate house		2	6866
Barker	Separate house		3	32596
Barker	Separate house		4	16060
Barker	Separate house		5	2190
Barker	Separate house		6	430
Boothby				10
Boothby			0	8
Boothby			1	41
Boothby			2	51
Boothby			3	43
Boothby			4	12
Boothby		1 storey		193
Boothby		1 storey	0	17
Boothby		1 storey	1	887
Boothby		1 storey	2	5693
Boothby		1 storey	3	5000
Boothby		1 storey	4	548
Boothby		1 storey	5	58
Boothby		1 storey	6	18
Boothby		2 storeys or more		42
Boothby		2 storeys or more	0	7
Boothby		2 storeys or more	1	147
Boothby		2 storeys or more	2	879
Boothby		2 storeys or more	3	1999
Boothby		2 storeys or more	4	346
Boothby		2 storeys or more	5	49
Boothby		2 storeys or more	6	3
Boothby	(Other)			3
Boothby	(Other)		0	9
Boothby	(Other)		1	30
Boothby	(Other)		2	41
Boothby	(Other)		3	43
Boothby	(Other)		4	12
Boothby	Flat/apartment	1 or 2 storey block		88
Boothby	Flat/apartment	1 or 2 storey block	0	25
Boothby	Flat/apartment	1 or 2 storey block	1	1109
Boothby	Flat/apartment	1 or 2 storey block	2	4650
Boothby	Flat/apartment	1 or 2 storey block	3	648
Boothby	Flat/apartment	1 or 2 storey block	4	25
Boothby	Flat/apartment	1 or 2 storey block	5	4
Boothby	Flat/apartment	3 storey block		9
Boothby	Flat/apartment	3 storey block	1	134
Boothby	Flat/apartment	3 storey block	2	505
Boothby	Flat/apartment	3 storey block	3	146
Boothby	Flat/apartment	3 storey block	4	4
Boothby	Flat/apartment	4-8 storey block		4
Boothby	Flat/apartment	4-8 storey block	0	3
Boothby	Flat/apartment	4-8 storey block	1	111
Boothby	Flat/apartment	4-8 storey block	2	305
Boothby	Flat/apartment	4-8 storey block	3	205
Boothby	Flat/apartment	4-8 storey block	4	12
Boothby	Flat/apartment	9 or more storey block		5
Boothby	Flat/apartment	9 or more storey block	0	3
Boothby	Flat/apartment	9 or more storey block	1	90
Boothby	Flat/apartment	9 or more storey block	2	124
Boothby	Flat/apartment	9 or more storey block	3	66
Boothby	Flat/apartment	Attached to a house	1	10
Boothby	Flat/apartment	Attached to a house	2	5
Boothby	Flat/apartment	Attached to a house	3	4
Boothby	Flat/apartment	Attached to a house	4	7
Boothby	Separate house			355
Boothby	Separate house		0	22
Boothby	Separate house		1	362
Boothby	Separate house		2	5085
Boothby	Separate house		3	25691
Boothby	Separate house		4	12239
Boothby	Separate house		5	2350
Boothby	Separate house		6	458
Grey				27
Grey			0	11
Grey			1	65
Grey			2	68
Grey			3	90
Grey			4	34
Grey			5	7
Grey			6	11
Grey		1 storey		215
Grey		1 storey	0	23
Grey		1 storey	1	560
Grey		1 storey	2	1713
Grey		1 storey	3	3854
Grey		1 storey	4	304
Grey		1 storey	5	62
Grey		1 storey	6	49
Grey		2 storeys or more		5
Grey		2 storeys or more	1	4
Grey		2 storeys or more	2	20
Grey		2 storeys or more	3	126
Grey		2 storeys or more	4	56
Grey		2 storeys or more	5	6
Grey	(Other)			63
Grey	(Other)		0	79
Grey	(Other)		1	235
Grey	(Other)		2	97
Grey	(Other)		3	115
Grey	(Other)		4	47
Grey	(Other)		5	11
Grey	(Other)		6	3
Grey	Flat/apartment	1 or 2 storey block		52
Grey	Flat/apartment	1 or 2 storey block	0	20
Grey	Flat/apartment	1 or 2 storey block	1	300
Grey	Flat/apartment	1 or 2 storey block	2	783
Grey	Flat/apartment	1 or 2 storey block	3	237
Grey	Flat/apartment	1 or 2 storey block	4	19
Grey	Flat/apartment	1 or 2 storey block	5	4
Grey	Flat/apartment	3 storey block	1	6
Grey	Flat/apartment	3 storey block	2	35
Grey	Flat/apartment	Attached to a house		3
Grey	Flat/apartment	Attached to a house	1	9
Grey	Flat/apartment	Attached to a house	2	10
Grey	Flat/apartment	Attached to a house	3	20
Grey	Flat/apartment	Attached to a house	4	9
Grey	Flat/apartment	Attached to a house	5	4
Grey	Separate house			927
Grey	Separate house		0	148
Grey	Separate house		1	1117
Grey	Separate house		2	7598
Grey	Separate house		3	31132
Grey	Separate house		4	14567
Grey	Separate house		5	2115
Grey	Separate house		6	420
Hindmarsh				8
Hindmarsh			0	7
Hindmarsh			1	21
Hindmarsh			2	40
Hindmarsh			3	70
Hindmarsh			4	17
Hindmarsh			5	5
Hindmarsh			6	5
Hindmarsh		1 storey		172
Hindmarsh		1 storey	0	27
Hindmarsh		1 storey	1	770
Hindmarsh		1 storey	2	4699
Hindmarsh		1 storey	3	3836
Hindmarsh		1 storey	4	337
Hindmarsh		1 storey	5	25
Hindmarsh		1 storey	6	5
Hindmarsh		2 storeys or more		43
Hindmarsh		2 storeys or more	0	3
Hindmarsh		2 storeys or more	1	143
Hindmarsh		2 storeys or more	2	1456
Hindmarsh		2 storeys or more	3	2645
Hindmarsh		2 storeys or more	4	619
Hindmarsh		2 storeys or more	5	71
Hindmarsh		2 storeys or more	6	11
Hindmarsh	(Other)			17
Hindmarsh	(Other)		0	9
Hindmarsh	(Other)		1	21
Hindmarsh	(Other)		2	45
Hindmarsh	(Other)		3	37
Hindmarsh	(Other)		4	13
Hindmarsh	Flat/apartment	1 or 2 storey block		74
Hindmarsh	Flat/apartment	1 or 2 storey block	0	30
Hindmarsh	Flat/apartment	1 or 2 storey block	1	863
Hindmarsh	Flat/apartment	1 or 2 storey block	2	3841
Hindmarsh	Flat/apartment	1 or 2 storey block	3	444
Hindmarsh	Flat/apartment	1 or 2 storey block	4	44
Hindmarsh	Flat/apartment	1 or 2 storey block	6	5
Hindmarsh	Flat/apartment	3 storey block		9
Hindmarsh	Flat/apartment	3 storey block	0	5
Hindmarsh	Flat/apartment	3 storey block	1	56
Hindmarsh	Flat/apartment	3 storey block	2	605
Hindmarsh	Flat/apartment	3 storey block	3	71
Hindmarsh	Flat/apartment	3 storey block	4	4
Hindmarsh	Flat/apartment	3 storey block	6	4
Hindmarsh	Flat/apartment	4-8 storey block		11
Hindmarsh	Flat/apartment	4-8 storey block	1	216
Hindmarsh	Flat/apartment	4-8 storey block	2	555
Hindmarsh	Flat/apartment	4-8 storey block	3	78
Hindmarsh	Flat/apartment	4-8 storey block	4	3
Hindmarsh	Flat/apartment	9 or more storey block	2	52
Hindmarsh	Flat/apartment	9 or more storey block	3	48
Hindmarsh	Flat/apartment	Attached to a house	1	17
Hindmarsh	Flat/apartment	Attached to a house	2	18
Hindmarsh	Flat/apartment	Attached to a house	3	15
Hindmarsh	Flat/apartment	Attached to a house	4	3
Hindmarsh	Separate house			433
Hindmarsh	Separate house		0	37
Hindmarsh	Separate house		1	374
Hindmarsh	Separate house		2	5540
Hindmarsh	Separate house		3	28448
Hindmarsh	Separate house		4	11060
Hindmarsh	Separate house		5	1611
Hindmarsh	Separate house		6	280
Kingston				8
Kingston			0	3
Kingston			1	5
Kingston			2	12
Kingston			3	28
Kingston			4	12
Kingston			5	3
Kingston		1 storey		113
Kingston		1 storey	0	19
Kingston		1 storey	1	461
Kingston		1 storey	2	2795
Kingston		1 storey	3	1042
Kingston		1 storey	4	60
Kingston		1 storey	5	5
Kingston		1 storey	6	8
Kingston		2 storeys or more		18
Kingston		2 storeys or more	1	24
Kingston		2 storeys or more	2	297
Kingston		2 storeys or more	3	546
Kingston		2 storeys or more	4	56
Kingston		2 storeys or more	5	4
Kingston	(Other)			8
Kingston	(Other)		0	22
Kingston	(Other)		1	98
Kingston	(Other)		2	109
Kingston	(Other)		3	11
Kingston	Flat/apartment	1 or 2 storey block		20
Kingston	Flat/apartment	1 or 2 storey block	0	4
Kingston	Flat/apartment	1 or 2 storey block	1	191
Kingston	Flat/apartment	1 or 2 storey block	2	471
Kingston	Flat/apartment	1 or 2 storey block	3	326
Kingston	Flat/apartment	1 or 2 storey block	4	12
Kingston	Flat/apartment	3 storey block	1	7
Kingston	Flat/apartment	3 storey block	2	42
Kingston	Flat/apartment	4-8 storey block	1	6
Kingston	Flat/apartment	4-8 storey block	2	41
Kingston	Flat/apartment	4-8 storey block	3	5
Kingston	Flat/apartment	Attached to a house	1	11
Kingston	Flat/apartment	Attached to a house	2	11
Kingston	Flat/apartment	Attached to a house	3	8
Kingston	Flat/apartment	Attached to a house	4	3
Kingston	Flat/apartment	Attached to a house	5	3
Kingston	Separate house			496
Kingston	Separate house		0	27
Kingston	Separate house		1	249
Kingston	Separate house		2	2638
Kingston	Separate house		3	35658
Kingston	Separate house		4	15826
Kingston	Separate house		5	2368
Kingston	Separate house		6	366
Makin				4
Makin			0	6
Makin			1	15
Makin			2	27
Makin			3	33
Makin			4	12
Makin		1 storey		95
Makin		1 storey	0	6
Makin		1 storey	1	381
Makin		1 storey	2	2938
Makin		1 storey	3	1144
Makin		1 storey	4	87
Makin		1 storey	6	6
Makin		2 storeys or more		14
Makin		2 storeys or more	1	12
Makin		2 storeys or more	2	373
Makin		2 storeys or more	3	1062
Makin		2 storeys or more	4	64
Makin		2 storeys or more	5	3
Makin		2 storeys or more	6	3
Makin	(Other)		3	9
Makin	(Other)		4	8
Makin	Flat/apartment	1 or 2 storey block		50
Makin	Flat/apartment	1 or 2 storey block	0	13
Makin	Flat/apartment	1 or 2 storey block	1	236
Makin	Flat/apartment	1 or 2 storey block	2	950
