CED_NAME16	CountryOfBirth	Sex	persons
Bennelong	FRA	F	118
Bennelong	FRA	M	164
Bennelong	GBR	F	1689
Bennelong	GBR	M	2130
Bennelong	GRC	F	251
Bennelong	GRC	M	238
Bennelong	HKG	F	3374
Bennelong	HKG	M	3003
Bennelong	HRV	F	180
Bennelong	HRV	M	158
Bennelong	IDN	F	1143
Bennelong	IDN	M	850
Bennelong	IND	F	4215
Bennelong	IND	M	4745
Bennelong	IRL	F	220
Bennelong	IRL	M	275
Bennelong	IRN	F	1219
Bennelong	IRN	M	1370
Bennelong	IRQ	F	129
Bennelong	IRQ	M	142
Bennelong	ITA	F	880
Bennelong	ITA	M	914
Bennelong	JPN	F	537
Bennelong	JPN	M	234
Bennelong	KHM	F	57
Bennelong	KHM	M	54
Bennelong	KOR	F	4649
Bennelong	KOR	M	4060
Bennelong	LBN	F	616
Bennelong	LBN	M	603
Bennelong	LKA	F	851
Bennelong	LKA	M	836
Bennelong	MKD	F	69
Bennelong	MKD	M	49
Bennelong	MLT	F	78
Bennelong	MLT	M	70
Bennelong	MMR	F	169
Bennelong	MMR	M	119
Bennelong	MUS	F	78
Bennelong	MUS	M	74
Bennelong	MYS	F	1566
Bennelong	MYS	M	1350
Bennelong	NLD	F	99
Bennelong	NLD	M	105
Bennelong	NPL	F	472
Bennelong	NPL	M	512
Bennelong	NZL	F	941
Bennelong	NZL	M	1122
Bennelong	PAK	F	503
Bennelong	PAK	M	660
Bennelong	PHL	F	2082
Bennelong	PHL	M	1479
Bennelong	PNG	F	70
Bennelong	PNG	M	76
Bennelong	POL	F	206
Bennelong	POL	M	166
Bennelong	SGP	F	481
Bennelong	SGP	M	470
Bennelong	THA	F	666
Bennelong	THA	M	282
Bennelong	TUR	F	142
Bennelong	TUR	M	162
Bennelong	TWN	F	799
Bennelong	TWN	M	636
Bennelong	USA	F	431
Bennelong	USA	M	386
Bennelong	VNM	F	1030
Bennelong	VNM	M	750
Bennelong	WSM	F	15
Bennelong	WSM	M	12
Bennelong	ZAF	F	475
Bennelong	ZAF	M	496
Bennelong	ZWE	F	89
Bennelong	ZWE	M	87
Berowra		F	3753
Berowra		M	3533
Berowra	AFG	F	79
Berowra	AFG	M	83
Berowra	AUS	F	47247
Berowra	AUS	M	47615
Berowra	BGD	F	94
Berowra	BGD	M	100
Berowra	BIH	F	25
Berowra	BIH	M	17
Berowra	BRA	F	72
Berowra	BRA	M	49
Berowra	CAN	F	170
Berowra	CAN	M	152
Berowra	CHL	F	97
Berowra	CHL	M	82
Berowra	CHN	F	5303
Berowra	CHN	M	4248
Berowra	DEU	F	335
Berowra	DEU	M	309
Berowra	EGY	F	139
Berowra	EGY	M	130
Berowra	FJI	F	226
Berowra	FJI	M	184
Berowra	FRA	F	99
Berowra	FRA	M	83
Berowra	GBR	F	3242
Berowra	GBR	M	3649
Berowra	GRC	F	80
Berowra	GRC	M	82
Berowra	HKG	F	1344
Berowra	HKG	M	1260
Berowra	HRV	F	82
Berowra	HRV	M	93
Berowra	IDN	F	385
Berowra	IDN	M	278
Berowra	IND	F	2918
Berowra	IND	M	2870
Berowra	IRL	F	204
Berowra	IRL	M	263
Berowra	IRN	F	795
Berowra	IRN	M	806
Berowra	IRQ	F	41
Berowra	IRQ	M	40
Berowra	ITA	F	418
Berowra	ITA	M	493
Berowra	JPN	F	278
Berowra	JPN	M	107
Berowra	KHM	F	38
Berowra	KHM	M	21
Berowra	KOR	F	1172
Berowra	KOR	M	1034
Berowra	LBN	F	436
Berowra	LBN	M	435
Berowra	LKA	F	956
Berowra	LKA	M	913
Berowra	MKD	F	17
Berowra	MKD	M	10
Berowra	MLT	F	94
Berowra	MLT	M	80
Berowra	MMR	F	81
Berowra	MMR	M	70
Berowra	MUS	F	56
Berowra	MUS	M	53
Berowra	MYS	F	1007
Berowra	MYS	M	849
Berowra	NLD	F	178
Berowra	NLD	M	209
Berowra	NPL	F	239
Berowra	NPL	M	237
Berowra	NZL	F	1041
Berowra	NZL	M	1030
Berowra	PAK	F	269
Berowra	PAK	M	274
Berowra	PHL	F	981
Berowra	PHL	M	598
Berowra	PNG	F	74
Berowra	PNG	M	61
Berowra	POL	F	218
Berowra	POL	M	183
Berowra	SGP	F	407
Berowra	SGP	M	356
Berowra	THA	F	265
Berowra	THA	M	87
Berowra	TUR	F	54
Berowra	TUR	M	79
Berowra	TWN	F	326
Berowra	TWN	M	265
Berowra	USA	F	427
Berowra	USA	M	380
Berowra	VNM	F	375
Berowra	VNM	M	273
Berowra	WSM	F	7
Berowra	WSM	M	19
Berowra	ZAF	F	1129
Berowra	ZAF	M	1044
Berowra	ZWE	F	109
Berowra	ZWE	M	114
Blaxland		F	11154
Blaxland		M	12108
Blaxland	AFG	F	948
Blaxland	AFG	M	1801
Blaxland	AUS	F	40227
Blaxland	AUS	M	40754
Blaxland	BGD	F	785
Blaxland	BGD	M	944
Blaxland	BIH	F	155
Blaxland	BIH	M	146
Blaxland	BRA	F	78
Blaxland	BRA	M	78
Blaxland	CAN	F	28
Blaxland	CAN	M	31
Blaxland	CHL	F	125
Blaxland	CHL	M	118
Blaxland	CHN	F	5904
Blaxland	CHN	M	6573
Blaxland	DEU	F	174
Blaxland	DEU	M	150
Blaxland	EGY	F	513
Blaxland	EGY	M	581
Blaxland	FJI	F	508
Blaxland	FJI	M	433
Blaxland	FRA	F	28
Blaxland	FRA	M	37
Blaxland	GBR	F	394
Blaxland	GBR	M	459
Blaxland	GRC	F	620
Blaxland	GRC	M	559
Blaxland	HKG	F	437
Blaxland	HKG	M	385
Blaxland	HRV	F	247
Blaxland	HRV	M	205
Blaxland	IDN	F	561
Blaxland	IDN	M	425
Blaxland	IND	F	1431
Blaxland	IND	M	2367
Blaxland	IRL	F	48
Blaxland	IRL	M	82
Blaxland	IRN	F	244
Blaxland	IRN	M	392
Blaxland	IRQ	F	952
Blaxland	IRQ	M	1056
Blaxland	ITA	F	525
Blaxland	ITA	M	511
Blaxland	JPN	F	83
Blaxland	JPN	M	33
Blaxland	KHM	F	228
Blaxland	KHM	M	196
Blaxland	KOR	F	895
Blaxland	KOR	M	849
Blaxland	LBN	F	5482
Blaxland	LBN	M	6006
Blaxland	LKA	F	452
Blaxland	LKA	M	541
Blaxland	MKD	F	604
Blaxland	MKD	M	597
Blaxland	MLT	F	94
Blaxland	MLT	M	103
Blaxland	MMR	F	258
Blaxland	MMR	M	307
Blaxland	MUS	F	96
Blaxland	MUS	M	98
Blaxland	MYS	F	521
Blaxland	MYS	M	669
Blaxland	NLD	F	26
Blaxland	NLD	M	39
Blaxland	NPL	F	2580
Blaxland	NPL	M	3375
Blaxland	NZL	F	821
Blaxland	NZL	M	877
Blaxland	PAK	F	1489
Blaxland	PAK	M	2394
Blaxland	PHL	F	1300
Blaxland	PHL	M	941
Blaxland	PNG	F	23
Blaxland	PNG	M	19
Blaxland	POL	F	156
Blaxland	POL	M	118
Blaxland	SGP	F	94
Blaxland	SGP	M	75
Blaxland	THA	F	321
Blaxland	THA	M	149
Blaxland	TUR	F	1206
Blaxland	TUR	M	1156
Blaxland	TWN	F	219
Blaxland	TWN	M	240
Blaxland	USA	F	94
Blaxland	USA	M	105
Blaxland	VNM	F	8675
Blaxland	VNM	M	7137
Blaxland	WSM	F	187
Blaxland	WSM	M	167
Blaxland	ZAF	F	81
Blaxland	ZAF	M	75
Blaxland	ZWE	F	38
Blaxland	ZWE	M	50
Bradfield		F	4871
Bradfield		M	4364
Bradfield	AFG	F	38
Bradfield	AFG	M	27
Bradfield	AUS	F	43961
Bradfield	AUS	M	43668
Bradfield	BGD	F	61
Bradfield	BGD	M	83
Bradfield	BIH	F	12
Bradfield	BIH	M	16
Bradfield	BRA	F	163
Bradfield	BRA	M	139
Bradfield	CAN	F	252
Bradfield	CAN	M	256
Bradfield	CHL	F	105
Bradfield	CHL	M	74
Bradfield	CHN	F	10979
Bradfield	CHN	M	7969
Bradfield	DEU	F	370
Bradfield	DEU	M	310
Bradfield	EGY	F	94
Bradfield	EGY	M	111
Bradfield	FJI	F	131
Bradfield	FJI	M	110
Bradfield	FRA	F	142
Bradfield	FRA	M	151
Bradfield	GBR	F	3745
Bradfield	GBR	M	4470
Bradfield	GRC	F	82
Bradfield	GRC	M	79
Bradfield	HKG	F	2769
Bradfield	HKG	M	2389
Bradfield	HRV	F	87
Bradfield	HRV	M	83
Bradfield	IDN	F	646
Bradfield	IDN	M	435
Bradfield	IND	F	2808
Bradfield	IND	M	2895
Bradfield	IRL	F	232
Bradfield	IRL	M	276
Bradfield	IRN	F	1155
Bradfield	IRN	M	1122
Bradfield	IRQ	F	37
Bradfield	IRQ	M	27
Bradfield	ITA	F	262
Bradfield	ITA	M	309
Bradfield	JPN	F	914
Bradfield	JPN	M	511
Bradfield	KHM	F	30
Bradfield	KHM	M	18
Bradfield	KOR	F	2190
Bradfield	KOR	M	1767
Bradfield	LBN	F	127
Bradfield	LBN	M	141
Bradfield	LKA	F	517
Bradfield	LKA	M	456
Bradfield	MKD	F	21
Bradfield	MKD	M	20
Bradfield	MLT	F	24
Bradfield	MLT	M	22
Bradfield	MMR	F	74
Bradfield	MMR	M	58
Bradfield	MUS	F	54
Bradfield	MUS	M	48
Bradfield	MYS	F	1230
Bradfield	MYS	M	1025
Bradfield	NLD	F	191
Bradfield	NLD	M	182
Bradfield	NPL	F	683
Bradfield	NPL	M	739
Bradfield	NZL	F	1321
Bradfield	NZL	M	1328
Bradfield	PAK	F	181
Bradfield	PAK	M	212
Bradfield	PHL	F	1110
Bradfield	PHL	M	698
Bradfield	PNG	F	187
Bradfield	PNG	M	181
Bradfield	POL	F	195
Bradfield	POL	M	165
Bradfield	SGP	F	599
Bradfield	SGP	M	537
Bradfield	THA	F	445
Bradfield	THA	M	232
Bradfield	TUR	F	83
Bradfield	TUR	M	87
Bradfield	TWN	F	818
Bradfield	TWN	M	626
Bradfield	USA	F	672
Bradfield	USA	M	728
Bradfield	VNM	F	526
Bradfield	VNM	M	356
Bradfield	WSM	F	5
Bradfield	WSM	M	12
Bradfield	ZAF	F	2146
Bradfield	ZAF	M	1994
Bradfield	ZWE	F	155
Bradfield	ZWE	M	147
Calare		F	6527
Calare		M	6886
Calare	AFG	F	13
Calare	AFG	M	19
Calare	AUS	F	70843
Calare	AUS	M	70895
Calare	BGD	F	52
Calare	BGD	M	62
Calare	BIH	F	12
Calare	BIH	M	21
Calare	BRA	F	11
Calare	BRA	M	18
Calare	CAN	F	120
Calare	CAN	M	77
Calare	CHL	F	32
Calare	CHL	M	29
Calare	CHN	F	236
Calare	CHN	M	203
Calare	DEU	F	262
Calare	DEU	M	204
Calare	EGY	F	16
Calare	EGY	M	28
Calare	FJI	F	92
Calare	FJI	M	82
Calare	FRA	F	49
Calare	FRA	M	68
Calare	GBR	F	1955
Calare	GBR	M	1933
Calare	GRC	F	37
Calare	GRC	M	50
Calare	HKG	F	42
Calare	HKG	M	50
Calare	HRV	F	44
Calare	HRV	M	65
Calare	IDN	F	70
Calare	IDN	M	50
Calare	IND	F	498
Calare	IND	M	598
Calare	IRL	F	104
Calare	IRL	M	133
Calare	IRN	F	21
Calare	IRN	M	53
Calare	IRQ	F	22
Calare	IRQ	M	30
Calare	ITA	F	107
Calare	ITA	M	141
Calare	JPN	F	59
Calare	JPN	M	20
Calare	KHM	F	29
Calare	KHM	M	15
Calare	KOR	F	76
Calare	KOR	M	60
Calare	LBN	F	32
Calare	LBN	M	73
Calare	LKA	F	90
Calare	LKA	M	119
Calare	MKD	F	7
Calare	MKD	M	11
Calare	MLT	F	33
Calare	MLT	M	46
Calare	MMR	F	17
Calare	MMR	M	7
Calare	MUS	F	6
Calare	MUS	M	7
Calare	MYS	F	101
Calare	MYS	M	90
Calare	NLD	F	182
Calare	NLD	M	172
Calare	NPL	F	250
Calare	NPL	M	255
Calare	NZL	F	797
Calare	NZL	M	860
Calare	PAK	F	71
Calare	PAK	M	101
Calare	PHL	F	541
Calare	PHL	M	338
Calare	PNG	F	46
Calare	PNG	M	32
Calare	POL	F	52
Calare	POL	M	40
Calare	SGP	F	54
Calare	SGP	M	33
Calare	THA	F	210
Calare	THA	M	80
Calare	TUR	F	12
Calare	TUR	M	13
Calare	TWN	F	31
Calare	TWN	M	18
Calare	USA	F	191
Calare	USA	M	178
Calare	VNM	F	100
Calare	VNM	M	114
Calare	WSM	F	8
Calare	WSM	M	16
Calare	ZAF	F	247
Calare	ZAF	M	250
Calare	ZWE	F	97
Calare	ZWE	M	88
Chifley		F	11228
Chifley		M	10994
Chifley	AFG	F	794
Chifley	AFG	M	840
Chifley	AUS	F	49597
Chifley	AUS	M	49892
Chifley	BGD	F	955
Chifley	BGD	M	972
Chifley	BIH	F	150
Chifley	BIH	M	138
Chifley	BRA	F	41
Chifley	BRA	M	38
Chifley	CAN	F	47
Chifley	CAN	M	46
Chifley	CHL	F	187
Chifley	CHL	M	144
Chifley	CHN	F	1174
Chifley	CHN	M	929
Chifley	DEU	F	224
Chifley	DEU	M	203
Chifley	EGY	F	577
Chifley	EGY	M	556
Chifley	FJI	F	2620
Chifley	FJI	M	2392
Chifley	FRA	F	38
Chifley	FRA	M	20
Chifley	GBR	F	1170
Chifley	GBR	M	1251
Chifley	GRC	F	173
Chifley	GRC	M	158
Chifley	HKG	F	168
Chifley	HKG	M	165
Chifley	HRV	F	251
Chifley	HRV	M	212
Chifley	IDN	F	473
Chifley	IDN	M	327
Chifley	IND	F	9091
Chifley	IND	M	10008
Chifley	IRL	F	95
Chifley	IRL	M	124
Chifley	IRN	F	309
Chifley	IRN	M	296
Chifley	IRQ	F	864
Chifley	IRQ	M	875
Chifley	ITA	F	265
Chifley	ITA	M	269
Chifley	JPN	F	51
Chifley	JPN	M	21
Chifley	KHM	F	81
Chifley	KHM	M	49
Chifley	KOR	F	402
Chifley	KOR	M	361
Chifley	LBN	F	521
Chifley	LBN	M	537
Chifley	LKA	F	908
Chifley	LKA	M	973
Chifley	MKD	F	81
Chifley	MKD	M	55
Chifley	MLT	F	554
Chifley	MLT	M	543
Chifley	MMR	F	235
Chifley	MMR	M	224
Chifley	MUS	F	176
Chifley	MUS	M	152
Chifley	MYS	F	295
Chifley	MYS	M	240
Chifley	NLD	F	106
Chifley	NLD	M	97
Chifley	NPL	F	821
Chifley	NPL	M	830
Chifley	NZL	F	2518
Chifley	NZL	M	2493
Chifley	PAK	F	1878
Chifley	PAK	M	2094
Chifley	PHL	F	9689
Chifley	PHL	M	7894
Chifley	PNG	F	40
Chifley	PNG	M	44
Chifley	POL	F	290
Chifley	POL	M	198
Chifley	SGP	F	128
Chifley	SGP	M	135
Chifley	THA	F	280
Chifley	THA	M	113
Chifley	TUR	F	368
Chifley	TUR	M	341
Chifley	TWN	F	91
Chifley	TWN	M	52
Chifley	USA	F	169
Chifley	USA	M	166
Chifley	VNM	F	407
Chifley	VNM	M	301
Chifley	WSM	F	980
Chifley	WSM	M	998
Chifley	ZAF	F	294
Chifley	ZAF	M	267
Chifley	ZWE	F	87
Chifley	ZWE	M	88
Cook		F	5691
Cook		M	5237
Cook	AFG	F	3
Cook	AFG	M	9
Cook	AUS	F	55281
Cook	AUS	M	53577
Cook	BGD	F	61
Cook	BGD	M	69
Cook	BIH	F	126
Cook	BIH	M	117
Cook	BRA	F	395
Cook	BRA	M	314
Cook	CAN	F	196
Cook	CAN	M	128
Cook	CHL	F	197
Cook	CHL	M	163
Cook	CHN	F	2020
Cook	CHN	M	1519
Cook	DEU	F	272
Cook	DEU	M	239
Cook	EGY	F	635
Cook	EGY	M	676
Cook	FJI	F	188
Cook	FJI	M	141
Cook	FRA	F	124
Cook	FRA	M	92
Cook	GBR	F	2501
Cook	GBR	M	2745
Cook	GRC	F	1242
Cook	GRC	M	1076
Cook	HKG	F	416
Cook	HKG	M	388
Cook	HRV	F	208
Cook	HRV	M	198
Cook	IDN	F	271
Cook	IDN	M	158
Cook	IND	F	361
Cook	IND	M	402
Cook	IRL	F	320
Cook	IRL	M	313
Cook	IRN	F	66
Cook	IRN	M	87
Cook	IRQ	F	53
Cook	IRQ	M	47
Cook	ITA	F	511
Cook	ITA	M	538
Cook	JPN	F	155
Cook	JPN	M	61
Cook	KHM	F	53
Cook	KHM	M	37
Cook	KOR	F	116
Cook	KOR	M	65
Cook	LBN	F	341
Cook	LBN	M	386
Cook	LKA	F	50
Cook	LKA	M	55
Cook	MKD	F	418
Cook	MKD	M	394
Cook	MLT	F	142
Cook	MLT	M	123
Cook	MMR	F	28
Cook	MMR	M	21
Cook	MUS	F	45
Cook	MUS	M	35
Cook	MYS	F	284
Cook	MYS	M	190
Cook	NLD	F	134
Cook	NLD	M	121
Cook	NPL	F	63
Cook	NPL	M	66
Cook	NZL	F	1075
Cook	NZL	M	1085
Cook	PAK	F	42
Cook	PAK	M	45
Cook	PHL	F	715
Cook	PHL	M	310
Cook	PNG	F	54
Cook	PNG	M	50
Cook	POL	F	212
Cook	POL	M	137
Cook	SGP	F	124
Cook	SGP	M	106
Cook	THA	F	363
Cook	THA	M	113
Cook	TUR	F	112
Cook	TUR	M	114
Cook	TWN	F	96
Cook	TWN	M	43
Cook	USA	F	282
Cook	USA	M	236
Cook	VNM	F	307
Cook	VNM	M	194
Cook	WSM	F	16
Cook	WSM	M	18
Cook	ZAF	F	435
Cook	ZAF	M	378
Cook	ZWE	F	35
Cook	ZWE	M	33
Cowper		F	7173
Cowper		M	6883
Cowper	AFG	F	22
Cowper	AFG	M	23
Cowper	AUS	F	70633
Cowper	AUS	M	66298
Cowper	BGD	F	11
Cowper	BGD	M	10
Cowper	BIH	F	10
Cowper	BIH	M	7
Cowper	BRA	F	50
Cowper	BRA	M	42
Cowper	CAN	F	197
Cowper	CAN	M	161
Cowper	CHL	F	34
Cowper	CHL	M	35
Cowper	CHN	F	223
Cowper	CHN	M	170
Cowper	DEU	F	432
Cowper	DEU	M	364
Cowper	EGY	F	32
Cowper	EGY	M	52
Cowper	FJI	F	94
Cowper	FJI	M	95
Cowper	FRA	F	93
Cowper	FRA	M	88
Cowper	GBR	F	3452
Cowper	GBR	M	3431
Cowper	GRC	F	21
Cowper	GRC	M	28
Cowper	HKG	F	62
Cowper	HKG	M	51
Cowper	HRV	F	36
Cowper	HRV	M	43
Cowper	IDN	F	100
Cowper	IDN	M	41
Cowper	IND	F	447
Cowper	IND	M	492
Cowper	IRL	F	142
Cowper	IRL	M	151
Cowper	IRN	F	19
Cowper	IRN	M	26
Cowper	IRQ	F	209
Cowper	IRQ	M	198
Cowper	ITA	F	103
Cowper	ITA	M	147
Cowper	JPN	F	100
Cowper	JPN	M	41
Cowper	KHM	F	15
Cowper	KHM	M	6
Cowper	KOR	F	55
Cowper	KOR	M	39
Cowper	LBN	F	17
Cowper	LBN	M	34
Cowper	LKA	F	50
Cowper	LKA	M	49
Cowper	MKD	F	7
Cowper	MKD	M	8
Cowper	MLT	F	53
Cowper	MLT	M	52
Cowper	MMR	F	246
Cowper	MMR	M	223
Cowper	MUS	F	15
Cowper	MUS	M	8
Cowper	MYS	F	166
Cowper	MYS	M	175
Cowper	NLD	F	303
Cowper	NLD	M	242
Cowper	NPL	F	128
Cowper	NPL	M	143
Cowper	NZL	F	1197
Cowper	NZL	M	1041
Cowper	PAK	F	28
Cowper	PAK	M	46
Cowper	PHL	F	683
Cowper	PHL	M	232
Cowper	PNG	F	95
Cowper	PNG	M	61
Cowper	POL	F	61
Cowper	POL	M	40
Cowper	SGP	F	47
Cowper	SGP	M	40
Cowper	THA	F	249
Cowper	THA	M	91
Cowper	TUR	F	24
Cowper	TUR	M	26
Cowper	TWN	F	47
Cowper	TWN	M	18
Cowper	USA	F	280
Cowper	USA	M	260
Cowper	VNM	F	96
Cowper	VNM	M	75
Cowper	WSM	F	20
Cowper	WSM	M	8
Cowper	ZAF	F	370
Cowper	ZAF	M	349
Cowper	ZWE	F	61
Cowper	ZWE	M	62
Cunningham		F	6128
Cunningham		M	5789
Cunningham	AFG	F	21
Cunningham	AFG	M	14
Cunningham	AUS	F	60418
Cunningham	AUS	M	59274
Cunningham	BGD	F	76
Cunningham	BGD	M	118
Cunningham	BIH	F	135
Cunningham	BIH	M	121
Cunningham	BRA	F	84
Cunningham	BRA	M	99
Cunningham	CAN	F	260
Cunningham	CAN	M	203
Cunningham	CHL	F	214
Cunningham	CHL	M	172
Cunningham	CHN	F	895
Cunningham	CHN	M	826
Cunningham	DEU	F	402
Cunningham	DEU	M	332
Cunningham	EGY	F	59
Cunningham	EGY	M	85
Cunningham	FJI	F	98
Cunningham	FJI	M	90
Cunningham	FRA	F	91
Cunningham	FRA	M	86
Cunningham	GBR	F	3459
Cunningham	GBR	M	3408
Cunningham	GRC	F	304
Cunningham	GRC	M	253
Cunningham	HKG	F	99
Cunningham	HKG	M	89
Cunningham	HRV	F	342
Cunningham	HRV	M	299
Cunningham	IDN	F	159
Cunningham	IDN	M	104
Cunningham	IND	F	758
Cunningham	IND	M	1231
Cunningham	IRL	F	196
Cunningham	IRL	M	209
Cunningham	IRN	F	139
Cunningham	IRN	M	153
Cunningham	IRQ	F	205
Cunningham	IRQ	M	173
Cunningham	ITA	F	1051
Cunningham	ITA	M	873
Cunningham	JPN	F	131
Cunningham	JPN	M	58
Cunningham	KHM	F	19
Cunningham	KHM	M	12
Cunningham	KOR	F	148
Cunningham	KOR	M	113
Cunningham	LBN	F	214
Cunningham	LBN	M	208
Cunningham	LKA	F	119
Cunningham	LKA	M	123
Cunningham	MKD	F	1106
Cunningham	MKD	M	1029
Cunningham	MLT	F	106
Cunningham	MLT	M	100
Cunningham	MMR	F	122
Cunningham	MMR	M	106
Cunningham	MUS	F	18
Cunningham	MUS	M	18
Cunningham	MYS	F	162
Cunningham	MYS	M	151
Cunningham	NLD	F	285
Cunningham	NLD	M	262
Cunningham	NPL	F	142
Cunningham	NPL	M	166
Cunningham	NZL	F	908
Cunningham	NZL	M	904
Cunningham	PAK	F	126
Cunningham	PAK	M	287
Cunningham	PHL	F	634
Cunningham	PHL	M	302
Cunningham	PNG	F	39
Cunningham	PNG	M	34
Cunningham	POL	F	166
Cunningham	POL	M	102
Cunningham	SGP	F	71
Cunningham	SGP	M	63
Cunningham	THA	F	443
Cunningham	THA	M	201
Cunningham	TUR	F	241
Cunningham	TUR	M	224
Cunningham	TWN	F	51
