CED_NAME16	Age5yr	Indigenous	persons
Berowra	30-34		155
Berowra	30-34	0	6209
Berowra	30-34	1	55
Berowra	35-39		210
Berowra	35-39	0	8872
Berowra	35-39	1	40
Berowra	40-44		209
Berowra	40-44	0	10597
Berowra	40-44	1	49
Berowra	45-49		198
Berowra	45-49	0	11215
Berowra	45-49	1	77
Berowra	50-54		191
Berowra	50-54	0	10898
Berowra	50-54	1	56
Berowra	55-59		177
Berowra	55-59	0	10346
Berowra	55-59	1	56
Berowra	60-64		149
Berowra	60-64	0	9382
Berowra	60-64	1	35
Berowra	65+		710
Berowra	65+	0	28440
Berowra	65+	1	79
Blaxland	0-4		866
Blaxland	0-4	0	12356
Blaxland	0-4	1	95
Blaxland	5-9		990
Blaxland	5-9	0	11972
Blaxland	5-9	1	81
Blaxland	10-14		916
Blaxland	10-14	0	11220
Blaxland	10-14	1	100
Blaxland	15-19		782
Blaxland	15-19	0	10852
Blaxland	15-19	1	87
Blaxland	20-24		1039
Blaxland	20-24	0	14218
Blaxland	20-24	1	109
Blaxland	25-29		1117
Blaxland	25-29	0	15124
Blaxland	25-29	1	77
Blaxland	30-34		1047
Blaxland	30-34	0	14262
Blaxland	30-34	1	56
Blaxland	35-39		1027
Blaxland	35-39	0	12367
Blaxland	35-39	1	55
Blaxland	40-44		844
Blaxland	40-44	0	10494
Blaxland	40-44	1	57
Blaxland	45-49		770
Blaxland	45-49	0	10060
Blaxland	45-49	1	55
Blaxland	50-54		647
Blaxland	50-54	0	9868
Blaxland	50-54	1	60
Blaxland	55-59		635
Blaxland	55-59	0	9753
Blaxland	55-59	1	60
Blaxland	60-64		516
Blaxland	60-64	0	9078
Blaxland	60-64	1	39
Blaxland	65+		1819
Blaxland	65+	0	22917
Blaxland	65+	1	102
Bradfield	0-4		179
Bradfield	0-4	0	8011
Bradfield	0-4	1	29
Bradfield	5-9		193
Bradfield	5-9	0	11365
Bradfield	5-9	1	20
Bradfield	10-14		212
Bradfield	10-14	0	12318
Bradfield	10-14	1	38
Bradfield	15-19		216
Bradfield	15-19	0	11009
Bradfield	15-19	1	49
Bradfield	20-24		210
Bradfield	20-24	0	9146
Bradfield	20-24	1	45
Bradfield	25-29		200
Bradfield	25-29	0	7169
Bradfield	25-29	1	45
Bradfield	30-34		218
Bradfield	30-34	0	8164
Bradfield	30-34	1	24
Bradfield	35-39		272
Bradfield	35-39	0	11614
Bradfield	35-39	1	30
Bradfield	40-44		231
Bradfield	40-44	0	12537
Bradfield	40-44	1	26
Bradfield	45-49		225
Bradfield	45-49	0	12252
Bradfield	45-49	1	30
Bradfield	50-54		226
Bradfield	50-54	0	11859
Bradfield	50-54	1	36
Bradfield	55-59		188
Bradfield	55-59	0	10329
Bradfield	55-59	1	24
Bradfield	60-64		171
Bradfield	60-64	0	8871
Bradfield	60-64	1	20
Bradfield	65+		938
Bradfield	65+	0	30402
Bradfield	65+	1	41
Calare	0-4		547
Calare	0-4	0	7984
Calare	0-4	1	1470
Calare	5-9		740
Calare	5-9	0	8994
Calare	5-9	1	1519
Calare	10-14		793
Calare	10-14	0	9341
Calare	10-14	1	1534
Calare	15-19		597
Calare	15-19	0	8289
Calare	15-19	1	1285
Calare	20-24		587
Calare	20-24	0	7342
Calare	20-24	1	1134
Calare	25-29		571
Calare	25-29	0	8282
Calare	25-29	1	1045
Calare	30-34		626
Calare	30-34	0	9037
Calare	30-34	1	897
Calare	35-39		623
Calare	35-39	0	8929
Calare	35-39	1	695
Calare	40-44		632
Calare	40-44	0	8155
Calare	40-44	1	615
Calare	45-49		660
Calare	45-49	0	9040
Calare	45-49	1	654
Calare	50-54		641
Calare	50-54	0	9370
Calare	50-54	1	681
Calare	55-59		647
Calare	55-59	0	9725
Calare	55-59	1	547
Calare	60-64		640
Calare	60-64	0	9948
Calare	60-64	1	406
Calare	65+		2140
Calare	65+	0	31082
Calare	65+	1	781
Chifley	0-4		949
Chifley	0-4	0	13763
Chifley	0-4	1	1104
Chifley	5-9		1112
Chifley	5-9	0	14001
Chifley	5-9	1	1076
Chifley	10-14		1026
Chifley	10-14	0	12645
Chifley	10-14	1	1022
Chifley	15-19		777
Chifley	15-19	0	10919
Chifley	15-19	1	891
Chifley	20-24		869
Chifley	20-24	0	12271
Chifley	20-24	1	708
Chifley	25-29		1026
Chifley	25-29	0	13090
Chifley	25-29	1	678
Chifley	30-34		976
Chifley	30-34	0	14562
Chifley	30-34	1	505
Chifley	35-39		1052
Chifley	35-39	0	16073
Chifley	35-39	1	408
Chifley	40-44		810
Chifley	40-44	0	13110
Chifley	40-44	1	333
Chifley	45-49		713
Chifley	45-49	0	10951
Chifley	45-49	1	372
Chifley	50-54		572
Chifley	50-54	0	10248
Chifley	50-54	1	397
Chifley	55-59		482
Chifley	55-59	0	9636
Chifley	55-59	1	279
Chifley	60-64		447
Chifley	60-64	0	8720
Chifley	60-64	1	226
Chifley	65+		1335
Chifley	65+	0	21513
Chifley	65+	1	421
Cook	0-4		276
Cook	0-4	0	7769
Cook	0-4	1	180
Cook	5-9		312
Cook	5-9	0	8177
Cook	5-9	1	152
Cook	10-14		255
Cook	10-14	0	8325
Cook	10-14	1	191
Cook	15-19		246
Cook	15-19	0	8107
Cook	15-19	1	182
Cook	20-24		252
Cook	20-24	0	7872
Cook	20-24	1	173
Cook	25-29		391
Cook	25-29	0	8254
Cook	25-29	1	150
Cook	30-34		437
Cook	30-34	0	8678
Cook	30-34	1	134
Cook	35-39		379
Cook	35-39	0	9278
Cook	35-39	1	107
Cook	40-44		357
Cook	40-44	0	9089
Cook	40-44	1	98
Cook	45-49		358
Cook	45-49	0	9944
Cook	45-49	1	123
Cook	50-54		325
Cook	50-54	0	9790
Cook	50-54	1	99
Cook	55-59		298
Cook	55-59	0	9294
Cook	55-59	1	80
Cook	60-64		241
Cook	60-64	0	8759
Cook	60-64	1	74
Cook	65+		1184
Cook	65+	0	28895
Cook	65+	1	146
Cowper	0-4		484
Cowper	0-4	0	6351
Cowper	0-4	1	1271
Cowper	5-9		600
Cowper	5-9	0	7532
Cowper	5-9	1	1312
Cowper	10-14		678
Cowper	10-14	0	8569
Cowper	10-14	1	1338
Cowper	15-19		620
Cowper	15-19	0	7800
Cowper	15-19	1	1251
Cowper	20-24		447
Cowper	20-24	0	6263
Cowper	20-24	1	1023
Cowper	25-29		547
Cowper	25-29	0	6709
Cowper	25-29	1	849
Cowper	30-34		550
Cowper	30-34	0	7297
Cowper	30-34	1	724
Cowper	35-39		572
Cowper	35-39	0	7740
Cowper	35-39	1	662
Cowper	40-44		542
Cowper	40-44	0	7774
Cowper	40-44	1	558
Cowper	45-49		578
Cowper	45-49	0	8858
Cowper	45-49	1	585
Cowper	50-54		593
Cowper	50-54	0	9370
Cowper	50-54	1	580
Cowper	55-59		584
Cowper	55-59	0	10308
Cowper	55-59	1	601
Cowper	60-64		640
Cowper	60-64	0	11703
Cowper	60-64	1	528
Cowper	65+		2556
Cowper	65+	0	41759
Cowper	65+	1	891
Cunningham	0-4		286
Cunningham	0-4	0	8058
Cunningham	0-4	1	422
Cunningham	5-9		357
Cunningham	5-9	0	8415
Cunningham	5-9	1	410
Cunningham	10-14		337
Cunningham	10-14	0	8721
Cunningham	10-14	1	424
Cunningham	15-19		415
Cunningham	15-19	0	8918
Cunningham	15-19	1	438
Cunningham	20-24		547
Cunningham	20-24	0	11590
Cunningham	20-24	1	495
Cunningham	25-29		479
Cunningham	25-29	0	10408
Cunningham	25-29	1	357
Cunningham	30-34		422
Cunningham	30-34	0	9862
Cunningham	30-34	1	269
Cunningham	35-39		394
Cunningham	35-39	0	9503
Cunningham	35-39	1	232
Cunningham	40-44		368
Cunningham	40-44	0	9328
Cunningham	40-44	1	202
Cunningham	45-49		383
Cunningham	45-49	0	9829
Cunningham	45-49	1	224
Cunningham	50-54		315
Cunningham	50-54	0	9382
Cunningham	50-54	1	245
Cunningham	55-59		301
Cunningham	55-59	0	9585
Cunningham	55-59	1	201
Cunningham	60-64		274
Cunningham	60-64	0	9211
Cunningham	60-64	1	172
Cunningham	65+		1116
Cunningham	65+	0	28488
Cunningham	65+	1	267
Dobell	0-4		402
Dobell	0-4	0	8201
Dobell	0-4	1	1155
Dobell	5-9		499
Dobell	5-9	0	8714
Dobell	5-9	1	1144
Dobell	10-14		501
Dobell	10-14	0	9220
Dobell	10-14	1	1159
Dobell	15-19		465
Dobell	15-19	0	8581
Dobell	15-19	1	984
Dobell	20-24		416
Dobell	20-24	0	7894
Dobell	20-24	1	806
Dobell	25-29		462
Dobell	25-29	0	8161
Dobell	25-29	1	666
Dobell	30-34		484
Dobell	30-34	0	8690
Dobell	30-34	1	562
Dobell	35-39		488
Dobell	35-39	0	9003
Dobell	35-39	1	516
Dobell	40-44		431
Dobell	40-44	0	8799
Dobell	40-44	1	473
Dobell	45-49		477
Dobell	45-49	0	9378
Dobell	45-49	1	419
Dobell	50-54		413
Dobell	50-54	0	9338
Dobell	50-54	1	430
Dobell	55-59		410
Dobell	55-59	0	9354
Dobell	55-59	1	344
Dobell	60-64		342
Dobell	60-64	0	9166
Dobell	60-64	1	283
Dobell	65+		1590
Dobell	65+	0	31400
Dobell	65+	1	517
Eden-Monaro	0-4		424
Eden-Monaro	0-4	0	7734
Eden-Monaro	0-4	1	678
Eden-Monaro	5-9		558
Eden-Monaro	5-9	0	8335
Eden-Monaro	5-9	1	718
Eden-Monaro	10-14		573
Eden-Monaro	10-14	0	8849
Eden-Monaro	10-14	1	712
Eden-Monaro	15-19		480
Eden-Monaro	15-19	0	7631
Eden-Monaro	15-19	1	613
Eden-Monaro	20-24		422
Eden-Monaro	20-24	0	6591
Eden-Monaro	20-24	1	478
Eden-Monaro	25-29		579
Eden-Monaro	25-29	0	7896
Eden-Monaro	25-29	1	415
Eden-Monaro	30-34		568
Eden-Monaro	30-34	0	9042
Eden-Monaro	30-34	1	343
Eden-Monaro	35-39		552
Eden-Monaro	35-39	0	9121
Eden-Monaro	35-39	1	365
Eden-Monaro	40-44		526
Eden-Monaro	40-44	0	8518
Eden-Monaro	40-44	1	309
Eden-Monaro	45-49		555
Eden-Monaro	45-49	0	9639
Eden-Monaro	45-49	1	355
Eden-Monaro	50-54		606
Eden-Monaro	50-54	0	10519
Eden-Monaro	50-54	1	337
Eden-Monaro	55-59		702
Eden-Monaro	55-59	0	10601
Eden-Monaro	55-59	1	295
Eden-Monaro	60-64		655
Eden-Monaro	60-64	0	11039
Eden-Monaro	60-64	1	239
Eden-Monaro	65+		2048
Eden-Monaro	65+	0	30501
Eden-Monaro	65+	1	414
Farrer	0-4		709
Farrer	0-4	0	8483
Farrer	0-4	1	1052
Farrer	5-9		874
Farrer	5-9	0	8975
Farrer	5-9	1	993
Farrer	10-14		869
Farrer	10-14	0	9188
Farrer	10-14	1	979
Farrer	15-19		741
Farrer	15-19	0	8739
Farrer	15-19	1	818
Farrer	20-24		671
Farrer	20-24	0	7600
Farrer	20-24	1	669
Farrer	25-29		795
Farrer	25-29	0	8757
Farrer	25-29	1	578
Farrer	30-34		747
Farrer	30-34	0	8997
Farrer	30-34	1	497
Farrer	35-39		741
Farrer	35-39	0	8737
Farrer	35-39	1	420
Farrer	40-44		716
Farrer	40-44	0	8469
Farrer	40-44	1	374
Farrer	45-49		762
Farrer	45-49	0	8990
Farrer	45-49	1	384
Farrer	50-54		771
Farrer	50-54	0	9679
Farrer	50-54	1	401
Farrer	55-59		773
Farrer	55-59	0	10090
Farrer	55-59	1	394
Farrer	60-64		818
Farrer	60-64	0	10887
Farrer	60-64	1	338
Farrer	65+		2639
Farrer	65+	0	34418
Farrer	65+	1	576
Fowler	0-4		636
Fowler	0-4	0	8956
Fowler	0-4	1	148
Fowler	5-9		722
Fowler	5-9	0	9789
Fowler	5-9	1	127
Fowler	10-14		658
Fowler	10-14	0	9867
Fowler	10-14	1	150
Fowler	15-19		641
Fowler	15-19	0	10460
Fowler	15-19	1	137
Fowler	20-24		692
Fowler	20-24	0	11611
Fowler	20-24	1	158
Fowler	25-29		810
Fowler	25-29	0	11847
Fowler	25-29	1	140
Fowler	30-34		818
Fowler	30-34	0	11136
Fowler	30-34	1	94
Fowler	35-39		728
Fowler	35-39	0	10608
Fowler	35-39	1	81
Fowler	40-44		694
Fowler	40-44	0	9880
Fowler	40-44	1	72
Fowler	45-49		611
Fowler	45-49	0	10295
Fowler	45-49	1	60
Fowler	50-54		566
Fowler	50-54	0	10530
Fowler	50-54	1	70
Fowler	55-59		557
Fowler	55-59	0	10619
Fowler	55-59	1	67
Fowler	60-64		453
Fowler	60-64	0	10488
Fowler	60-64	1	64
Fowler	65+		1414
Fowler	65+	0	25958
Fowler	65+	1	123
Gilmore	0-4		461
Gilmore	0-4	0	6383
Gilmore	0-4	1	1059
Gilmore	5-9		556
Gilmore	5-9	0	7014
Gilmore	5-9	1	1073
Gilmore	10-14		619
Gilmore	10-14	0	7430
Gilmore	10-14	1	1093
Gilmore	15-19		579
Gilmore	15-19	0	6831
Gilmore	15-19	1	861
Gilmore	20-24		444
Gilmore	20-24	0	5644
Gilmore	20-24	1	756
Gilmore	25-29		472
Gilmore	25-29	0	6480
Gilmore	25-29	1	634
Gilmore	30-34		482
Gilmore	30-34	0	6965
Gilmore	30-34	1	566
Gilmore	35-39		532
Gilmore	35-39	0	7328
Gilmore	35-39	1	490
Gilmore	40-44		469
Gilmore	40-44	0	7205
Gilmore	40-44	1	446
Gilmore	45-49		574
Gilmore	45-49	0	8069
Gilmore	45-49	1	451
Gilmore	50-54		546
Gilmore	50-54	0	8811
Gilmore	50-54	1	472
Gilmore	55-59		571
Gilmore	55-59	0	10383
Gilmore	55-59	1	435
Gilmore	60-64		655
Gilmore	60-64	0	12518
Gilmore	60-64	1	413
Gilmore	65+		2381
Gilmore	65+	0	43838
Gilmore	65+	1	777
Grayndler	0-4		221
Grayndler	0-4	0	7358
Grayndler	0-4	1	106
Grayndler	5-9		235
Grayndler	5-9	0	7071
Grayndler	5-9	1	128
Grayndler	10-14		203
Grayndler	10-14	0	6925
Grayndler	10-14	1	131
Grayndler	15-19		199
Grayndler	15-19	0	5767
Grayndler	15-19	1	110
Grayndler	20-24		449
Grayndler	20-24	0	8454
Grayndler	20-24	1	192
Grayndler	25-29		658
Grayndler	25-29	0	13213
Grayndler	25-29	1	191
Grayndler	30-34		646
Grayndler	30-34	0	14259
Grayndler	30-34	1	158
Grayndler	35-39		509
Grayndler	35-39	0	13146
Grayndler	35-39	1	125
Grayndler	40-44		454
Grayndler	40-44	0	11333
Grayndler	40-44	1	95
Grayndler	45-49		416
Grayndler	45-49	0	10959
Grayndler	45-49	1	117
Grayndler	50-54		380
Grayndler	50-54	0	9730
Grayndler	50-54	1	114
Grayndler	55-59		356
Grayndler	55-59	0	8451
Grayndler	55-59	1	98
Grayndler	60-64		297
Grayndler	60-64	0	6909
Grayndler	60-64	1	73
Grayndler	65+		975
Grayndler	65+	0	19368
Grayndler	65+	1	146
Greenway	0-4		486
Greenway	0-4	0	13798
Greenway	0-4	1	344
Greenway	5-9		517
Greenway	5-9	0	15125
Greenway	5-9	1	327
Greenway	10-14		516
Greenway	10-14	0	13734
Greenway	10-14	1	336
Greenway	15-19		405
Greenway	15-19	0	11179
Greenway	15-19	1	314
Greenway	20-24		588
Greenway	20-24	0	11895
Greenway	20-24	1	323
Greenway	25-29		714
Greenway	25-29	0	12543
Greenway	25-29	1	331
Greenway	30-34		688
Greenway	30-34	0	15182
Greenway	30-34	1	254
Greenway	35-39		757
Greenway	35-39	0	19215
Greenway	35-39	1	198
Greenway	40-44		575
Greenway	40-44	0	16739
Greenway	40-44	1	181
Greenway	45-49		450
Greenway	45-49	0	13128
Greenway	45-49	1	164
Greenway	50-54		376
Greenway	50-54	0	10549
Greenway	50-54	1	177
Greenway	55-59		287
Greenway	55-59	0	9406
Greenway	55-59	1	123
Greenway	60-64		291
Greenway	60-64	0	8043
Greenway	60-64	1	81
Greenway	65+		818
Greenway	65+	0	20253
Greenway	65+	1	145
Hughes	0-4		191
Hughes	0-4	0	8866
Hughes	0-4	1	214
Hughes	5-9		255
Hughes	5-9	0	9884
Hughes	5-9	1	254
Hughes	10-14		198
Hughes	10-14	0	10053
Hughes	10-14	1	285
Hughes	15-19		208
Hughes	15-19	0	9196
Hughes	15-19	1	300
Hughes	20-24		224
Hughes	20-24	0	8290
Hughes	20-24	1	185
Hughes	25-29		206
Hughes	25-29	0	7450
Hughes	25-29	1	165
Hughes	30-34		252
Hughes	30-34	0	8642
Hughes	30-34	1	114
Hughes	35-39		307
Hughes	35-39	0	10033
Hughes	35-39	1	120
Hughes	40-44		220
Hughes	40-44	0	10257
Hughes	40-44	1	118
Hughes	45-49		232
Hughes	45-49	0	10593
Hughes	45-49	1	129
Hughes	50-54		199
Hughes	50-54	0	9725
Hughes	50-54	1	129
Hughes	55-59		183
Hughes	55-59	0	9058
Hughes	55-59	1	82
Hughes	60-64		164
Hughes	60-64	0	8383
Hughes	60-64	1	68
Hughes	65+		914
Hughes	65+	0	23813
Hughes	65+	1	138
Hume	0-4		438
Hume	0-4	0	10526
Hume	0-4	1	893
Hume	5-9		541
Hume	5-9	0	10643
Hume	5-9	1	837
Hume	10-14		557
Hume	10-14	0	10723
Hume	10-14	1	826
Hume	15-19		465
Hume	15-19	0	9703
Hume	15-19	1	743
Hume	20-24		384
Hume	20-24	0	8553
Hume	20-24	1	633
Hume	25-29		444
Hume	25-29	0	9232
Hume	25-29	1	513
Hume	30-34		465
Hume	30-34	0	10508
Hume	30-34	1	417
Hume	35-39		488
Hume	35-39	0	10501
Hume	35-39	1	416
Hume	40-44		446
Hume	40-44	0	9671
Hume	40-44	1	336
Hume	45-49		437
Hume	45-49	0	10599
Hume	45-49	1	357
Hume	50-54		438
Hume	50-54	0	10267
Hume	50-54	1	335
Hume	55-59		460
Hume	55-59	0	10023
Hume	55-59	1	252
Hume	60-64		419
Hume	60-64	0	9377
Hume	60-64	1	226
Hume	65+		1333
Hume	65+	0	27303
Hume	65+	1	381
Hunter	0-4		436
Hunter	0-4	0	8501
Hunter	0-4	1	1625
Hunter	5-9		520
Hunter	5-9	0	9266
Hunter	5-9	1	1712
Hunter	10-14		471
Hunter	10-14	0	9007
Hunter	10-14	1	1593
Hunter	15-19		483
Hunter	15-19	0	8470
Hunter	15-19	1	1467
Hunter	20-24		508
Hunter	20-24	0	8291
Hunter	20-24	1	1147
Hunter	25-29		524
Hunter	25-29	0	9314
Hunter	25-29	1	1041
Hunter	30-34		498
Hunter	30-34	0	9920
Hunter	30-34	1	956
Hunter	35-39		453
Hunter	35-39	0	9699
Hunter	35-39	1	789
Hunter	40-44		463
Hunter	40-44	0	8942
Hunter	40-44	1	701
Hunter	45-49		449
Hunter	45-49	0	9529
Hunter	45-49	1	674
Hunter	50-54		401
Hunter	50-54	0	9858
Hunter	50-54	1	605
Hunter	55-59		461
Hunter	55-59	0	9804
Hunter	55-59	1	520
Hunter	60-64		378
Hunter	60-64	0	10033
Hunter	60-64	1	447
Hunter	65+		1488
Hunter	65+	0	32240
Hunter	65+	1	746
Kingsford Smith	0-4		374
Kingsford Smith	0-4	0	8943
Kingsford Smith	0-4	1	243
Kingsford Smith	5-9		408
Kingsford Smith	5-9	0	8364
Kingsford Smith	5-9	1	294
Kingsford Smith	10-14		336
Kingsford Smith	10-14	0	8148
Kingsford Smith	10-14	1	295
Kingsford Smith	15-19		371
Kingsford Smith	15-19	0	8084
Kingsford Smith	15-19	1	294
Kingsford Smith	20-24		852
Kingsford Smith	20-24	0	13143
Kingsford Smith	20-24	1	394
Kingsford Smith	25-29		1048
Kingsford Smith	25-29	0	17161
Kingsford Smith	25-29	1	309
Kingsford Smith	30-34		936
Kingsford Smith	30-34	0	17020
Kingsford Smith	30-34	1	244
Kingsford Smith	35-39		729
Kingsford Smith	35-39	0	14068
Kingsford Smith	35-39	1	181
Kingsford Smith	40-44		576
Kingsford Smith	40-44	0	11888
Kingsford Smith	40-44	1	172
Kingsford Smith	45-49		488
Kingsford Smith	45-49	0	11114
Kingsford Smith	45-49	1	209
Kingsford Smith	50-54		432
Kingsford Smith	50-54	0	10152
Kingsford Smith	50-54	1	183
Kingsford Smith	55-59		428
Kingsford Smith	55-59	0	9277
Kingsford Smith	55-59	1	166
Kingsford Smith	60-64		296
Kingsford Smith	60-64	0	7943
Kingsford Smith	60-64	1	137
Kingsford Smith	65+		1271
Kingsford Smith	65+	0	24708
Kingsford Smith	65+	1	257
Lindsay	0-4		663
Lindsay	0-4	0	11858
Lindsay	0-4	1	1223
Lindsay	5-9		743
Lindsay	5-9	0	11709
Lindsay	5-9	1	1148
Lindsay	10-14		684
Lindsay	10-14	0	11078
Lindsay	10-14	1	1033
Lindsay	15-19		569
Lindsay	15-19	0	9982
Lindsay	15-19	1	952
Lindsay	20-24		713
Lindsay	20-24	0	11142
Lindsay	20-24	1	1029
Lindsay	25-29		834
Lindsay	25-29	0	12438
Lindsay	25-29	1	890
Lindsay	30-34		789
Lindsay	30-34	0	13206
Lindsay	30-34	1	705
Lindsay	35-39		744
Lindsay	35-39	0	13566
Lindsay	35-39	1	557
Lindsay	40-44		663
Lindsay	40-44	0	11824
Lindsay	40-44	1	458
Lindsay	45-49		564
Lindsay	45-49	0	11114
Lindsay	45-49	1	490
Lindsay	50-54		518
Lindsay	50-54	0	10028
Lindsay	50-54	1	400
Lindsay	55-59		434
Lindsay	55-59	0	9143
Lindsay	55-59	1	311
Lindsay	60-64		348
Lindsay	60-64	0	8643
Lindsay	60-64	1	246
Lindsay	65+		1622
Lindsay	65+	0	22359
Lindsay	65+	1	433
Lyne	0-4		378
Lyne	0-4	0	5378
Lyne	0-4	1	1088
Lyne	5-9		576
Lyne	5-9	0	6507
Lyne	5-9	1	1320
Lyne	10-14		614
Lyne	10-14	0	7587
Lyne	10-14	1	1332
Lyne	15-19		493
Lyne	15-19	0	6785
Lyne	15-19	1	1065
Lyne	20-24		379
Lyne	20-24	0	4917
Lyne	20-24	1	692
Lyne	25-29		391
Lyne	25-29	0	4996
Lyne	25-29	1	602
Lyne	30-34		397
Lyne	30-34	0	5611
Lyne	30-34	1	608
Lyne	35-39		430
Lyne	35-39	0	6263
Lyne	35-39	1	532
Lyne	40-44		476
Lyne	40-44	0	6515
Lyne	40-44	1	454
Lyne	45-49		503
Lyne	45-49	0	7743
Lyne	45-49	1	528
Lyne	50-54		493
Lyne	50-54	0	8853
Lyne	50-54	1	523
Lyne	55-59		619
Lyne	55-59	0	10256
Lyne	55-59	1	472
Lyne	60-64		593
Lyne	60-64	0	12057
Lyne	60-64	1	502
Lyne	65+		2335
Lyne	65+	0	44654
Lyne	65+	1	854
Macarthur	0-4		717
Macarthur	0-4	0	15333
Macarthur	0-4	1	990
Macarthur	5-9		789
Macarthur	5-9	0	14458
Macarthur	5-9	1	991
Macarthur	10-14		688
Macarthur	10-14	0	12924
Macarthur	10-14	1	992
Macarthur	15-19		594
Macarthur	15-19	0	11194
Macarthur	15-19	1	816
Macarthur	20-24		598
Macarthur	20-24	0	11648
Macarthur	20-24	1	691
Macarthur	25-29		648
Macarthur	25-29	0	13589
Macarthur	25-29	1	629
Macarthur	30-34		746
Macarthur	30-34	0	16024
Macarthur	30-34	1	495
Macarthur	35-39		794
Macarthur	35-39	0	16320
Macarthur	35-39	1	390
Macarthur	40-44		605
Macarthur	40-44	0	13249
Macarthur	40-44	1	420
Macarthur	45-49		576
Macarthur	45-49	0	11649
Macarthur	45-49	1	349
Macarthur	50-54		417
Macarthur	50-54	0	10131
Macarthur	50-54	1	292
Macarthur	55-59		424
Macarthur	55-59	0	10096
Macarthur	55-59	1	236
Macarthur	60-64		322
Macarthur	60-64	0	9518
Macarthur	60-64	1	221
Macarthur	65+		1028
Macarthur	65+	0	22578
Macarthur	65+	1	336
Mackellar	0-4		206
Mackellar	0-4	0	7758
Mackellar	0-4	1	97
Mackellar	5-9		267
Mackellar	5-9	0	9163
Mackellar	5-9	1	110
Mackellar	10-14		261
Mackellar	10-14	0	10294
Mackellar	10-14	1	103
Mackellar	15-19		258
Mackellar	15-19	0	9451
Mackellar	15-19	1	130
Mackellar	20-24		218
Mackellar	20-24	0	7936
