CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Watson	65-74	Year 11	F	191
Watson	65-74	Year 11	M	210
Watson	65-74	Year 12	F	2788
Watson	65-74	Year 12	M	3137
Watson	75-84		F	487
Watson	75-84		M	423
Watson	75-84	Did not go to school	F	544
Watson	75-84	Did not go to school	M	385
Watson	75-84	Year 8 or below	F	1177
Watson	75-84	Year 8 or below	M	934
Watson	75-84	Year 9	F	355
Watson	75-84	Year 9	M	271
Watson	75-84	Year 10	F	794
Watson	75-84	Year 10	M	690
Watson	75-84	Year 11	F	88
Watson	75-84	Year 11	M	91
Watson	75-84	Year 12	F	1002
Watson	75-84	Year 12	M	1208
Watson	85+		F	496
Watson	85+		M	258
Watson	85+	Did not go to school	F	389
Watson	85+	Did not go to school	M	176
Watson	85+	Year 8 or below	F	611
Watson	85+	Year 8 or below	M	412
Watson	85+	Year 9	F	175
Watson	85+	Year 9	M	116
Watson	85+	Year 10	F	362
Watson	85+	Year 10	M	235
Watson	85+	Year 11	F	27
Watson	85+	Year 11	M	17
Watson	85+	Year 12	F	367
Watson	85+	Year 12	M	375
Wentworth	15-19		F	122
Wentworth	15-19		M	160
Wentworth	15-19	Year 8 or below	M	5
Wentworth	15-19	Year 9	M	12
Wentworth	15-19	Year 10	F	39
Wentworth	15-19	Year 10	M	50
Wentworth	15-19	Year 11	F	32
Wentworth	15-19	Year 11	M	47
Wentworth	15-19	Year 12	F	832
Wentworth	15-19	Year 12	M	827
Wentworth	20-24		F	209
Wentworth	20-24		M	208
Wentworth	20-24	Did not go to school	M	9
Wentworth	20-24	Year 8 or below	M	7
Wentworth	20-24	Year 9	F	4
Wentworth	20-24	Year 9	M	9
Wentworth	20-24	Year 10	F	46
Wentworth	20-24	Year 10	M	55
Wentworth	20-24	Year 11	F	78
Wentworth	20-24	Year 11	M	78
Wentworth	20-24	Year 12	F	3705
Wentworth	20-24	Year 12	M	2979
Wentworth	25-34		F	930
Wentworth	25-34		M	924
Wentworth	25-34	Did not go to school	F	14
Wentworth	25-34	Did not go to school	M	25
Wentworth	25-34	Year 8 or below	F	28
Wentworth	25-34	Year 8 or below	M	31
Wentworth	25-34	Year 9	F	26
Wentworth	25-34	Year 9	M	54
Wentworth	25-34	Year 10	F	245
Wentworth	25-34	Year 10	M	349
Wentworth	25-34	Year 11	F	266
Wentworth	25-34	Year 11	M	366
Wentworth	25-34	Year 12	F	14332
Wentworth	25-34	Year 12	M	11911
Wentworth	35-44		F	584
Wentworth	35-44		M	646
Wentworth	35-44	Did not go to school	F	6
Wentworth	35-44	Did not go to school	M	17
Wentworth	35-44	Year 8 or below	F	19
Wentworth	35-44	Year 8 or below	M	36
Wentworth	35-44	Year 9	F	28
Wentworth	35-44	Year 9	M	52
Wentworth	35-44	Year 10	F	232
Wentworth	35-44	Year 10	M	338
Wentworth	35-44	Year 11	F	174
Wentworth	35-44	Year 11	M	245
Wentworth	35-44	Year 12	F	10622
Wentworth	35-44	Year 12	M	9877
Wentworth	45-54		F	430
Wentworth	45-54		M	430
Wentworth	45-54	Did not go to school	F	15
Wentworth	45-54	Did not go to school	M	15
Wentworth	45-54	Year 8 or below	F	26
Wentworth	45-54	Year 8 or below	M	26
Wentworth	45-54	Year 9	F	33
Wentworth	45-54	Year 9	M	46
Wentworth	45-54	Year 10	F	471
Wentworth	45-54	Year 10	M	553
Wentworth	45-54	Year 11	F	224
Wentworth	45-54	Year 11	M	227
Wentworth	45-54	Year 12	F	8617
Wentworth	45-54	Year 12	M	8059
Wentworth	55-64		F	340
Wentworth	55-64		M	354
Wentworth	55-64	Did not go to school	F	19
Wentworth	55-64	Did not go to school	M	15
Wentworth	55-64	Year 8 or below	F	45
Wentworth	55-64	Year 8 or below	M	45
Wentworth	55-64	Year 9	F	65
Wentworth	55-64	Year 9	M	66
Wentworth	55-64	Year 10	F	698
Wentworth	55-64	Year 10	M	658
Wentworth	55-64	Year 11	F	254
Wentworth	55-64	Year 11	M	209
Wentworth	55-64	Year 12	F	6137
Wentworth	55-64	Year 12	M	5929
Wentworth	65-74		F	398
Wentworth	65-74		M	319
Wentworth	65-74	Did not go to school	F	23
Wentworth	65-74	Did not go to school	M	19
Wentworth	65-74	Year 8 or below	F	109
Wentworth	65-74	Year 8 or below	M	81
Wentworth	65-74	Year 9	F	147
Wentworth	65-74	Year 9	M	119
Wentworth	65-74	Year 10	F	909
Wentworth	65-74	Year 10	M	503
Wentworth	65-74	Year 11	F	260
Wentworth	65-74	Year 11	M	181
Wentworth	65-74	Year 12	F	4607
Wentworth	65-74	Year 12	M	4522
Wentworth	75-84		F	560
Wentworth	75-84		M	388
Wentworth	75-84	Did not go to school	F	41
Wentworth	75-84	Did not go to school	M	22
Wentworth	75-84	Year 8 or below	F	196
Wentworth	75-84	Year 8 or below	M	145
Wentworth	75-84	Year 9	F	204
Wentworth	75-84	Year 9	M	148
Wentworth	75-84	Year 10	F	693
Wentworth	75-84	Year 10	M	419
Wentworth	75-84	Year 11	F	206
Wentworth	75-84	Year 11	M	129
Wentworth	75-84	Year 12	F	2487
Wentworth	75-84	Year 12	M	2311
Wentworth	85+		F	802
Wentworth	85+		M	389
Wentworth	85+	Did not go to school	F	37
Wentworth	85+	Did not go to school	M	19
Wentworth	85+	Year 8 or below	F	179
Wentworth	85+	Year 8 or below	M	102
Wentworth	85+	Year 9	F	130
Wentworth	85+	Year 9	M	69
Wentworth	85+	Year 10	F	316
Wentworth	85+	Year 10	M	162
Wentworth	85+	Year 11	F	88
Wentworth	85+	Year 11	M	34
Wentworth	85+	Year 12	F	852
Wentworth	85+	Year 12	M	717
Werriwa	15-19		F	365
Werriwa	15-19		M	390
Werriwa	15-19	Did not go to school	F	6
Werriwa	15-19	Did not go to school	M	17
Werriwa	15-19	Year 8 or below	F	10
Werriwa	15-19	Year 8 or below	M	27
Werriwa	15-19	Year 9	F	53
Werriwa	15-19	Year 9	M	106
Werriwa	15-19	Year 10	F	231
Werriwa	15-19	Year 10	M	510
Werriwa	15-19	Year 11	F	189
Werriwa	15-19	Year 11	M	279
Werriwa	15-19	Year 12	F	2191
Werriwa	15-19	Year 12	M	1947
Werriwa	20-24		F	334
Werriwa	20-24		M	362
Werriwa	20-24	Did not go to school	F	30
Werriwa	20-24	Did not go to school	M	55
Werriwa	20-24	Year 8 or below	F	28
Werriwa	20-24	Year 8 or below	M	43
Werriwa	20-24	Year 9	F	42
Werriwa	20-24	Year 9	M	105
Werriwa	20-24	Year 10	F	296
Werriwa	20-24	Year 10	M	592
Werriwa	20-24	Year 11	F	280
Werriwa	20-24	Year 11	M	459
Werriwa	20-24	Year 12	F	5699
Werriwa	20-24	Year 12	M	5572
Werriwa	25-34		F	863
Werriwa	25-34		M	767
Werriwa	25-34	Did not go to school	F	151
Werriwa	25-34	Did not go to school	M	177
Werriwa	25-34	Year 8 or below	F	152
Werriwa	25-34	Year 8 or below	M	195
Werriwa	25-34	Year 9	F	278
Werriwa	25-34	Year 9	M	306
Werriwa	25-34	Year 10	F	1164
Werriwa	25-34	Year 10	M	1519
Werriwa	25-34	Year 11	F	576
Werriwa	25-34	Year 11	M	653
Werriwa	25-34	Year 12	F	10964
Werriwa	25-34	Year 12	M	9224
Werriwa	35-44		F	899
Werriwa	35-44		M	837
Werriwa	35-44	Did not go to school	F	262
Werriwa	35-44	Did not go to school	M	241
Werriwa	35-44	Year 8 or below	F	367
Werriwa	35-44	Year 8 or below	M	340
Werriwa	35-44	Year 9	F	404
Werriwa	35-44	Year 9	M	450
Werriwa	35-44	Year 10	F	1511
Werriwa	35-44	Year 10	M	1771
Werriwa	35-44	Year 11	F	605
Werriwa	35-44	Year 11	M	639
Werriwa	35-44	Year 12	F	10766
Werriwa	35-44	Year 12	M	9531
Werriwa	45-54		F	702
Werriwa	45-54		M	635
Werriwa	45-54	Did not go to school	F	469
Werriwa	45-54	Did not go to school	M	341
Werriwa	45-54	Year 8 or below	F	555
Werriwa	45-54	Year 8 or below	M	484
Werriwa	45-54	Year 9	F	548
Werriwa	45-54	Year 9	M	521
Werriwa	45-54	Year 10	F	2549
Werriwa	45-54	Year 10	M	2546
Werriwa	45-54	Year 11	F	651
Werriwa	45-54	Year 11	M	611
Werriwa	45-54	Year 12	F	7460
Werriwa	45-54	Year 12	M	7064
Werriwa	55-64		F	633
Werriwa	55-64		M	692
Werriwa	55-64	Did not go to school	F	775
Werriwa	55-64	Did not go to school	M	562
Werriwa	55-64	Year 8 or below	F	965
Werriwa	55-64	Year 8 or below	M	745
Werriwa	55-64	Year 9	F	722
Werriwa	55-64	Year 9	M	620
Werriwa	55-64	Year 10	F	2799
Werriwa	55-64	Year 10	M	2800
Werriwa	55-64	Year 11	F	418
Werriwa	55-64	Year 11	M	469
Werriwa	55-64	Year 12	F	4776
Werriwa	55-64	Year 12	M	5137
Werriwa	65-74		F	538
Werriwa	65-74		M	481
Werriwa	65-74	Did not go to school	F	657
Werriwa	65-74	Did not go to school	M	418
Werriwa	65-74	Year 8 or below	F	1218
Werriwa	65-74	Year 8 or below	M	921
Werriwa	65-74	Year 9	F	619
Werriwa	65-74	Year 9	M	521
Werriwa	65-74	Year 10	F	1573
Werriwa	65-74	Year 10	M	1361
Werriwa	65-74	Year 11	F	155
Werriwa	65-74	Year 11	M	177
Werriwa	65-74	Year 12	F	2304
Werriwa	65-74	Year 12	M	2804
Werriwa	75-84		F	422
Werriwa	75-84		M	403
Werriwa	75-84	Did not go to school	F	428
Werriwa	75-84	Did not go to school	M	227
Werriwa	75-84	Year 8 or below	F	803
Werriwa	75-84	Year 8 or below	M	625
Werriwa	75-84	Year 9	F	332
Werriwa	75-84	Year 9	M	244
Werriwa	75-84	Year 10	F	739
Werriwa	75-84	Year 10	M	613
Werriwa	75-84	Year 11	F	51
Werriwa	75-84	Year 11	M	84
Werriwa	75-84	Year 12	F	615
Werriwa	75-84	Year 12	M	875
Werriwa	85+		F	315
Werriwa	85+		M	244
Werriwa	85+	Did not go to school	F	221
Werriwa	85+	Did not go to school	M	93
Werriwa	85+	Year 8 or below	F	357
Werriwa	85+	Year 8 or below	M	209
Werriwa	85+	Year 9	F	123
Werriwa	85+	Year 9	M	97
Werriwa	85+	Year 10	F	203
Werriwa	85+	Year 10	M	120
Werriwa	85+	Year 11	F	9
Werriwa	85+	Year 11	M	11
Werriwa	85+	Year 12	F	160
Werriwa	85+	Year 12	M	154
Whitlam	15-19		F	184
Whitlam	15-19		M	222
Whitlam	15-19	Did not go to school	F	8
Whitlam	15-19	Did not go to school	M	3
Whitlam	15-19	Year 8 or below	F	14
Whitlam	15-19	Year 8 or below	M	37
Whitlam	15-19	Year 9	F	97
Whitlam	15-19	Year 9	M	128
Whitlam	15-19	Year 10	F	449
Whitlam	15-19	Year 10	M	751
Whitlam	15-19	Year 11	F	253
Whitlam	15-19	Year 11	M	374
Whitlam	15-19	Year 12	F	1167
Whitlam	15-19	Year 12	M	907
Whitlam	20-24		F	185
Whitlam	20-24		M	221
Whitlam	20-24	Did not go to school	F	3
Whitlam	20-24	Did not go to school	M	12
Whitlam	20-24	Year 8 or below	F	17
Whitlam	20-24	Year 8 or below	M	19
Whitlam	20-24	Year 9	F	69
Whitlam	20-24	Year 9	M	130
Whitlam	20-24	Year 10	F	550
Whitlam	20-24	Year 10	M	873
Whitlam	20-24	Year 11	F	411
Whitlam	20-24	Year 11	M	631
Whitlam	20-24	Year 12	F	3308
Whitlam	20-24	Year 12	M	2842
Whitlam	25-34		F	469
Whitlam	25-34		M	428
Whitlam	25-34	Did not go to school	F	19
Whitlam	25-34	Did not go to school	M	29
Whitlam	25-34	Year 8 or below	F	58
Whitlam	25-34	Year 8 or below	M	94
Whitlam	25-34	Year 9	F	191
Whitlam	25-34	Year 9	M	279
Whitlam	25-34	Year 10	F	1790
Whitlam	25-34	Year 10	M	2403
Whitlam	25-34	Year 11	F	693
Whitlam	25-34	Year 11	M	830
Whitlam	25-34	Year 12	F	6864
Whitlam	25-34	Year 12	M	5474
Whitlam	35-44		F	442
Whitlam	35-44		M	481
Whitlam	35-44	Did not go to school	F	29
Whitlam	35-44	Did not go to school	M	33
Whitlam	35-44	Year 8 or below	F	88
Whitlam	35-44	Year 8 or below	M	135
Whitlam	35-44	Year 9	F	296
Whitlam	35-44	Year 9	M	371
Whitlam	35-44	Year 10	F	2034
Whitlam	35-44	Year 10	M	2516
Whitlam	35-44	Year 11	F	727
Whitlam	35-44	Year 11	M	758
Whitlam	35-44	Year 12	F	6674
Whitlam	35-44	Year 12	M	5405
Whitlam	45-54		F	421
Whitlam	45-54		M	472
Whitlam	45-54	Did not go to school	F	41
Whitlam	45-54	Did not go to school	M	57
Whitlam	45-54	Year 8 or below	F	153
Whitlam	45-54	Year 8 or below	M	176
Whitlam	45-54	Year 9	F	503
Whitlam	45-54	Year 9	M	489
Whitlam	45-54	Year 10	F	3647
Whitlam	45-54	Year 10	M	3776
Whitlam	45-54	Year 11	F	818
Whitlam	45-54	Year 11	M	799
Whitlam	45-54	Year 12	F	5335
Whitlam	45-54	Year 12	M	4410
Whitlam	55-64		F	440
Whitlam	55-64		M	455
Whitlam	55-64	Did not go to school	F	68
Whitlam	55-64	Did not go to school	M	46
Whitlam	55-64	Year 8 or below	F	431
Whitlam	55-64	Year 8 or below	M	432
Whitlam	55-64	Year 9	F	978
Whitlam	55-64	Year 9	M	800
Whitlam	55-64	Year 10	F	4957
Whitlam	55-64	Year 10	M	4744
Whitlam	55-64	Year 11	F	562
Whitlam	55-64	Year 11	M	565
Whitlam	55-64	Year 12	F	3641
Whitlam	55-64	Year 12	M	3100
Whitlam	65-74		F	561
Whitlam	65-74		M	486
Whitlam	65-74	Did not go to school	F	99
Whitlam	65-74	Did not go to school	M	96
Whitlam	65-74	Year 8 or below	F	939
Whitlam	65-74	Year 8 or below	M	830
Whitlam	65-74	Year 9	F	1381
Whitlam	65-74	Year 9	M	1124
Whitlam	65-74	Year 10	F	3800
Whitlam	65-74	Year 10	M	2797
Whitlam	65-74	Year 11	F	449
Whitlam	65-74	Year 11	M	388
Whitlam	65-74	Year 12	F	2907
Whitlam	65-74	Year 12	M	3207
Whitlam	75-84		F	680
Whitlam	75-84		M	552
Whitlam	75-84	Did not go to school	F	112
Whitlam	75-84	Did not go to school	M	95
Whitlam	75-84	Year 8 or below	F	778
Whitlam	75-84	Year 8 or below	M	685
Whitlam	75-84	Year 9	F	984
Whitlam	75-84	Year 9	M	776
Whitlam	75-84	Year 10	F	2262
Whitlam	75-84	Year 10	M	1575
Whitlam	75-84	Year 11	F	254
Whitlam	75-84	Year 11	M	230
Whitlam	75-84	Year 12	F	1484
Whitlam	75-84	Year 12	M	1663
Whitlam	85+		F	538
Whitlam	85+		M	397
Whitlam	85+	Did not go to school	F	83
Whitlam	85+	Did not go to school	M	43
Whitlam	85+	Year 8 or below	F	474
Whitlam	85+	Year 8 or below	M	309
Whitlam	85+	Year 9	F	446
Whitlam	85+	Year 9	M	241
Whitlam	85+	Year 10	F	585
Whitlam	85+	Year 10	M	407
Whitlam	85+	Year 11	F	90
Whitlam	85+	Year 11	M	51
Whitlam	85+	Year 12	F	400
Whitlam	85+	Year 12	M	420
No usual address (NSW)	15-19		F	88
No usual address (NSW)	15-19		M	89
No usual address (NSW)	15-19	Year 8 or below	F	6
No usual address (NSW)	15-19	Year 8 or below	M	5
No usual address (NSW)	15-19	Year 9	F	22
No usual address (NSW)	15-19	Year 9	M	12
No usual address (NSW)	15-19	Year 10	F	37
No usual address (NSW)	15-19	Year 10	M	35
No usual address (NSW)	15-19	Year 11	F	14
No usual address (NSW)	15-19	Year 11	M	13
No usual address (NSW)	15-19	Year 12	F	50
No usual address (NSW)	15-19	Year 12	M	38
No usual address (NSW)	20-24		F	129
No usual address (NSW)	20-24		M	140
No usual address (NSW)	20-24	Year 8 or below	M	10
No usual address (NSW)	20-24	Year 9	F	10
No usual address (NSW)	20-24	Year 9	M	9
No usual address (NSW)	20-24	Year 10	F	42
No usual address (NSW)	20-24	Year 10	M	45
No usual address (NSW)	20-24	Year 11	F	30
No usual address (NSW)	20-24	Year 11	M	30
No usual address (NSW)	20-24	Year 12	F	203
No usual address (NSW)	20-24	Year 12	M	163
No usual address (NSW)	25-34		F	337
No usual address (NSW)	25-34		M	414
No usual address (NSW)	25-34	Did not go to school	F	4
No usual address (NSW)	25-34	Did not go to school	M	7
No usual address (NSW)	25-34	Year 8 or below	F	8
No usual address (NSW)	25-34	Year 8 or below	M	27
No usual address (NSW)	25-34	Year 9	F	35
No usual address (NSW)	25-34	Year 9	M	51
No usual address (NSW)	25-34	Year 10	F	92
No usual address (NSW)	25-34	Year 10	M	155
No usual address (NSW)	25-34	Year 11	F	35
No usual address (NSW)	25-34	Year 11	M	56
No usual address (NSW)	25-34	Year 12	F	504
No usual address (NSW)	25-34	Year 12	M	445
No usual address (NSW)	35-44		F	295
No usual address (NSW)	35-44		M	489
No usual address (NSW)	35-44	Did not go to school	F	3
No usual address (NSW)	35-44	Did not go to school	M	11
No usual address (NSW)	35-44	Year 8 or below	F	12
No usual address (NSW)	35-44	Year 8 or below	M	34
No usual address (NSW)	35-44	Year 9	F	26
No usual address (NSW)	35-44	Year 9	M	54
No usual address (NSW)	35-44	Year 10	F	84
No usual address (NSW)	35-44	Year 10	M	167
No usual address (NSW)	35-44	Year 11	F	37
No usual address (NSW)	35-44	Year 11	M	38
No usual address (NSW)	35-44	Year 12	F	286
No usual address (NSW)	35-44	Year 12	M	306
No usual address (NSW)	45-54		F	206
No usual address (NSW)	45-54		M	449
No usual address (NSW)	45-54	Did not go to school	F	9
No usual address (NSW)	45-54	Did not go to school	M	3
No usual address (NSW)	45-54	Year 8 or below	F	21
No usual address (NSW)	45-54	Year 8 or below	M	39
No usual address (NSW)	45-54	Year 9	F	25
No usual address (NSW)	45-54	Year 9	M	53
No usual address (NSW)	45-54	Year 10	F	123
No usual address (NSW)	45-54	Year 10	M	162
No usual address (NSW)	45-54	Year 11	F	37
No usual address (NSW)	45-54	Year 11	M	47
No usual address (NSW)	45-54	Year 12	F	247
No usual address (NSW)	45-54	Year 12	M	253
No usual address (NSW)	55-64		F	153
No usual address (NSW)	55-64		M	313
No usual address (NSW)	55-64	Did not go to school	F	3
No usual address (NSW)	55-64	Did not go to school	M	10
No usual address (NSW)	55-64	Year 8 or below	F	11
No usual address (NSW)	55-64	Year 8 or below	M	33
No usual address (NSW)	55-64	Year 9	F	40
No usual address (NSW)	55-64	Year 9	M	60
No usual address (NSW)	55-64	Year 10	F	216
No usual address (NSW)	55-64	Year 10	M	276
No usual address (NSW)	55-64	Year 11	F	46
No usual address (NSW)	55-64	Year 11	M	44
No usual address (NSW)	55-64	Year 12	F	230
No usual address (NSW)	55-64	Year 12	M	207
No usual address (NSW)	65-74		F	72
No usual address (NSW)	65-74		M	141
No usual address (NSW)	65-74	Did not go to school	F	7
No usual address (NSW)	65-74	Did not go to school	M	3
No usual address (NSW)	65-74	Year 8 or below	F	24
No usual address (NSW)	65-74	Year 8 or below	M	56
No usual address (NSW)	65-74	Year 9	F	42
No usual address (NSW)	65-74	Year 9	M	68
No usual address (NSW)	65-74	Year 10	F	128
No usual address (NSW)	65-74	Year 10	M	168
No usual address (NSW)	65-74	Year 11	F	14
No usual address (NSW)	65-74	Year 11	M	37
No usual address (NSW)	65-74	Year 12	F	115
No usual address (NSW)	65-74	Year 12	M	183
No usual address (NSW)	75-84		F	22
No usual address (NSW)	75-84		M	44
No usual address (NSW)	75-84	Did not go to school	M	3
No usual address (NSW)	75-84	Year 8 or below	F	11
No usual address (NSW)	75-84	Year 8 or below	M	19
No usual address (NSW)	75-84	Year 9	F	5
No usual address (NSW)	75-84	Year 9	M	13
No usual address (NSW)	75-84	Year 10	F	28
No usual address (NSW)	75-84	Year 10	M	44
No usual address (NSW)	75-84	Year 11	F	3
No usual address (NSW)	75-84	Year 11	M	10
No usual address (NSW)	75-84	Year 12	F	27
No usual address (NSW)	75-84	Year 12	M	36
No usual address (NSW)	85+		F	14
No usual address (NSW)	85+		M	10
No usual address (NSW)	85+	Did not go to school	F	4
No usual address (NSW)	85+	Year 10	F	12
No usual address (NSW)	85+	Year 10	M	4
No usual address (NSW)	85+	Year 12	F	4
No usual address (NSW)	85+	Year 12	M	4
Aston	15-19		F	111
Aston	15-19		M	127
Aston	15-19	Did not go to school	M	7
Aston	15-19	Year 8 or below	F	13
Aston	15-19	Year 8 or below	M	17
Aston	15-19	Year 9	F	27
Aston	15-19	Year 9	M	52
Aston	15-19	Year 10	F	130
Aston	15-19	Year 10	M	226
Aston	15-19	Year 11	F	101
Aston	15-19	Year 11	M	200
Aston	15-19	Year 12	F	1241
Aston	15-19	Year 12	M	1170
Aston	20-24		F	162
Aston	20-24		M	149
Aston	20-24	Did not go to school	F	3
Aston	20-24	Did not go to school	M	10
Aston	20-24	Year 8 or below	F	15
Aston	20-24	Year 8 or below	M	20
Aston	20-24	Year 9	F	33
Aston	20-24	Year 9	M	68
Aston	20-24	Year 10	F	171
Aston	20-24	Year 10	M	309
Aston	20-24	Year 11	F	203
Aston	20-24	Year 11	M	358
Aston	20-24	Year 12	F	4026
Aston	20-24	Year 12	M	4115
Aston	25-34		F	344
Aston	25-34		M	408
Aston	25-34	Did not go to school	F	42
Aston	25-34	Did not go to school	M	39
Aston	25-34	Year 8 or below	F	47
Aston	25-34	Year 8 or below	M	76
Aston	25-34	Year 9	F	95
Aston	25-34	Year 9	M	204
Aston	25-34	Year 10	F	515
Aston	25-34	Year 10	M	801
Aston	25-34	Year 11	F	500
Aston	25-34	Year 11	M	791
Aston	25-34	Year 12	F	8645
Aston	25-34	Year 12	M	7698
Aston	35-44		F	355
Aston	35-44		M	368
Aston	35-44	Did not go to school	F	50
Aston	35-44	Did not go to school	M	66
Aston	35-44	Year 8 or below	F	66
Aston	35-44	Year 8 or below	M	108
Aston	35-44	Year 9	F	167
Aston	35-44	Year 9	M	254
Aston	35-44	Year 10	F	570
Aston	35-44	Year 10	M	1019
Aston	35-44	Year 11	F	466
Aston	35-44	Year 11	M	770
Aston	35-44	Year 12	F	9729
Aston	35-44	Year 12	M	8293
Aston	45-54		F	265
Aston	45-54		M	338
Aston	45-54	Did not go to school	F	67
Aston	45-54	Did not go to school	M	54
Aston	45-54	Year 8 or below	F	139
Aston	45-54	Year 8 or below	M	141
Aston	45-54	Year 9	F	299
Aston	45-54	Year 9	M	395
Aston	45-54	Year 10	F	1095
Aston	45-54	Year 10	M	1549
Aston	45-54	Year 11	F	1549
Aston	45-54	Year 11	M	1696
Aston	45-54	Year 12	F	7785
Aston	45-54	Year 12	M	6169
Aston	55-64		F	316
Aston	55-64		M	281
Aston	55-64	Did not go to school	F	131
Aston	55-64	Did not go to school	M	76
Aston	55-64	Year 8 or below	F	286
Aston	55-64	Year 8 or below	M	239
Aston	55-64	Year 9	F	544
Aston	55-64	Year 9	M	568
Aston	55-64	Year 10	F	1643
Aston	55-64	Year 10	M	1842
Aston	55-64	Year 11	F	2166
Aston	55-64	Year 11	M	1977
Aston	55-64	Year 12	F	5594
Aston	55-64	Year 12	M	4829
Aston	65-74		F	372
Aston	65-74		M	331
Aston	65-74	Did not go to school	F	125
Aston	65-74	Did not go to school	M	88
Aston	65-74	Year 8 or below	F	565
Aston	65-74	Year 8 or below	M	418
Aston	65-74	Year 9	F	799
Aston	65-74	Year 9	M	615
Aston	65-74	Year 10	F	1928
Aston	65-74	Year 10	M	1410
Aston	65-74	Year 11	F	1354
Aston	65-74	Year 11	M	1119
Aston	65-74	Year 12	F	3317
Aston	65-74	Year 12	M	3522
Aston	75-84		F	422
Aston	75-84		M	320
Aston	75-84	Did not go to school	F	114
Aston	75-84	Did not go to school	M	61
Aston	75-84	Year 8 or below	F	780
Aston	75-84	Year 8 or below	M	514
Aston	75-84	Year 9	F	530
Aston	75-84	Year 9	M	459
Aston	75-84	Year 10	F	1157
Aston	75-84	Year 10	M	810
Aston	75-84	Year 11	F	510
Aston	75-84	Year 11	M	393
Aston	75-84	Year 12	F	1341
Aston	75-84	Year 12	M	1485
Aston	85+		F	403
Aston	85+		M	179
Aston	85+	Did not go to school	F	83
Aston	85+	Did not go to school	M	31
Aston	85+	Year 8 or below	F	508
Aston	85+	Year 8 or below	M	255
Aston	85+	Year 9	F	242
Aston	85+	Year 9	M	153
Aston	85+	Year 10	F	387
Aston	85+	Year 10	M	224
Aston	85+	Year 11	F	175
Aston	85+	Year 11	M	106
Aston	85+	Year 12	F	416
Aston	85+	Year 12	M	386
Ballarat	15-19		F	233
Ballarat	15-19		M	216
Ballarat	15-19	Did not go to school	F	8
Ballarat	15-19	Did not go to school	M	8
Ballarat	15-19	Year 8 or below	F	35
Ballarat	15-19	Year 8 or below	M	53
Ballarat	15-19	Year 9	F	64
Ballarat	15-19	Year 9	M	137
Ballarat	15-19	Year 10	F	199
Ballarat	15-19	Year 10	M	445
Ballarat	15-19	Year 11	F	172
Ballarat	15-19	Year 11	M	312
Ballarat	15-19	Year 12	F	983
Ballarat	15-19	Year 12	M	804
Ballarat	20-24		F	247
Ballarat	20-24		M	266
Ballarat	20-24	Did not go to school	F	11
Ballarat	20-24	Did not go to school	M	10
Ballarat	20-24	Year 8 or below	F	38
Ballarat	20-24	Year 8 or below	M	64
Ballarat	20-24	Year 9	F	71
Ballarat	20-24	Year 9	M	105
Ballarat	20-24	Year 10	F	297
Ballarat	20-24	Year 10	M	482
Ballarat	20-24	Year 11	F	336
Ballarat	20-24	Year 11	M	492
Ballarat	20-24	Year 12	F	3306
Ballarat	20-24	Year 12	M	2881
Ballarat	25-34		F	537
Ballarat	25-34		M	541
Ballarat	25-34	Did not go to school	F	18
Ballarat	25-34	Did not go to school	M	36
Ballarat	25-34	Year 8 or below	F	60
Ballarat	25-34	Year 8 or below	M	155
Ballarat	25-34	Year 9	F	189
Ballarat	25-34	Year 9	M	361
Ballarat	25-34	Year 10	F	843
Ballarat	25-34	Year 10	M	1236
Ballarat	25-34	Year 11	F	727
Ballarat	25-34	Year 11	M	978
Ballarat	25-34	Year 12	F	7161
Ballarat	25-34	Year 12	M	6045
Ballarat	35-44		F	481
Ballarat	35-44		M	479
Ballarat	35-44	Did not go to school	F	26
Ballarat	35-44	Did not go to school	M	20
Ballarat	35-44	Year 8 or below	F	83
Ballarat	35-44	Year 8 or below	M	162
Ballarat	35-44	Year 9	F	220
Ballarat	35-44	Year 9	M	345
Ballarat	35-44	Year 10	F	841
Ballarat	35-44	Year 10	M	1246
Ballarat	35-44	Year 11	F	768
Ballarat	35-44	Year 11	M	995
Ballarat	35-44	Year 12	F	7317
Ballarat	35-44	Year 12	M	5566
Ballarat	45-54		F	525
Ballarat	45-54		M	601
Ballarat	45-54	Did not go to school	F	32
Ballarat	45-54	Did not go to school	M	42
Ballarat	45-54	Year 8 or below	F	130
Ballarat	45-54	Year 8 or below	M	192
Ballarat	45-54	Year 9	F	417
Ballarat	45-54	Year 9	M	560
Ballarat	45-54	Year 10	F	1315
Ballarat	45-54	Year 10	M	1772
Ballarat	45-54	Year 11	F	1678
Ballarat	45-54	Year 11	M	1741
Ballarat	45-54	Year 12	F	6060
Ballarat	45-54	Year 12	M	4558
Ballarat	55-64		F	528
Ballarat	55-64		M	554
Ballarat	55-64	Did not go to school	F	28
Ballarat	55-64	Did not go to school	M	28
Ballarat	55-64	Year 8 or below	F	252
Ballarat	55-64	Year 8 or below	M	316
Ballarat	55-64	Year 9	F	781
Ballarat	55-64	Year 9	M	890
Ballarat	55-64	Year 10	F	1952
Ballarat	55-64	Year 10	M	2354
Ballarat	55-64	Year 11	F	2357
Ballarat	55-64	Year 11	M	1939
Ballarat	55-64	Year 12	F	4274
Ballarat	55-64	Year 12	M	3234
Ballarat	65-74		F	627
