CED_NAME21	Age5yr	Indigenous	Sex	persons
Barton	15-19	1	M	61
Barton	20-24		F	295
Barton	20-24		M	347
Barton	20-24	0	F	6080
Barton	20-24	0	M	6839
Barton	20-24	1	F	83
Barton	20-24	1	M	70
Barton	25-29		F	455
Barton	25-29		M	464
Barton	25-29	0	F	8045
Barton	25-29	0	M	8347
Barton	25-29	1	F	83
Barton	25-29	1	M	78
Barton	30-34		F	427
Barton	30-34		M	470
Barton	30-34	0	F	8408
Barton	30-34	0	M	8387
Barton	30-34	1	F	60
Barton	30-34	1	M	57
Barton	35-39		F	337
Barton	35-39		M	336
Barton	35-39	0	F	7205
Barton	35-39	0	M	7318
Barton	35-39	1	F	44
Barton	35-39	1	M	46
Barton	40-44		F	255
Barton	40-44		M	289
Barton	40-44	0	F	5622
Barton	40-44	0	M	5765
Barton	40-44	1	F	36
Barton	40-44	1	M	32
Barton	45-49		F	244
Barton	45-49		M	238
Barton	45-49	0	F	5519
Barton	45-49	0	M	5206
Barton	45-49	1	F	36
Barton	45-49	1	M	31
Barton	50-54		F	198
Barton	50-54		M	218
Barton	50-54	0	F	5320
Barton	50-54	0	M	4871
Barton	50-54	1	F	49
Barton	50-54	1	M	31
Barton	55-59		F	192
Barton	55-59		M	197
Barton	55-59	0	F	4960
Barton	55-59	0	M	4795
Barton	55-59	1	F	34
Barton	55-59	1	M	26
Barton	60-64		F	132
Barton	60-64		M	165
Barton	60-64	0	F	4582
Barton	60-64	0	M	4107
Barton	60-64	1	F	27
Barton	60-64	1	M	33
Barton	65+		F	720
Barton	65+		M	625
Barton	65+	0	F	14472
Barton	65+	0	M	12515
Barton	65+	1	F	54
Barton	65+	1	M	43
Bennelong	0-4		F	146
Bennelong	0-4		M	170
Bennelong	0-4	0	F	4973
Bennelong	0-4	0	M	5203
Bennelong	0-4	1	F	40
Bennelong	0-4	1	M	38
Bennelong	5-9		F	165
Bennelong	5-9		M	169
Bennelong	5-9	0	F	5447
Bennelong	5-9	0	M	5740
Bennelong	5-9	1	F	33
Bennelong	5-9	1	M	38
Bennelong	10-14		F	128
Bennelong	10-14		M	155
Bennelong	10-14	0	F	4851
Bennelong	10-14	0	M	5246
Bennelong	10-14	1	F	46
Bennelong	10-14	1	M	44
Bennelong	15-19		F	109
Bennelong	15-19		M	113
Bennelong	15-19	0	F	4313
Bennelong	15-19	0	M	4659
Bennelong	15-19	1	F	60
Bennelong	15-19	1	M	49
Bennelong	20-24		F	209
Bennelong	20-24		M	196
Bennelong	20-24	0	F	5805
Bennelong	20-24	0	M	6121
Bennelong	20-24	1	F	45
Bennelong	20-24	1	M	52
Bennelong	25-29		F	302
Bennelong	25-29		M	307
Bennelong	25-29	0	F	7360
Bennelong	25-29	0	M	7057
Bennelong	25-29	1	F	44
Bennelong	25-29	1	M	45
Bennelong	30-34		F	306
Bennelong	30-34		M	316
Bennelong	30-34	0	F	8713
Bennelong	30-34	0	M	8275
Bennelong	30-34	1	F	32
Bennelong	30-34	1	M	37
Bennelong	35-39		F	279
Bennelong	35-39		M	289
Bennelong	35-39	0	F	8458
Bennelong	35-39	0	M	8156
Bennelong	35-39	1	F	20
Bennelong	35-39	1	M	25
Bennelong	40-44		F	197
Bennelong	40-44		M	224
Bennelong	40-44	0	F	6899
Bennelong	40-44	0	M	6723
Bennelong	40-44	1	F	30
Bennelong	40-44	1	M	24
Bennelong	45-49		F	151
Bennelong	45-49		M	151
Bennelong	45-49	0	F	5990
Bennelong	45-49	0	M	5635
Bennelong	45-49	1	F	21
Bennelong	45-49	1	M	27
Bennelong	50-54		F	143
Bennelong	50-54		M	155
Bennelong	50-54	0	F	5576
Bennelong	50-54	0	M	5023
Bennelong	50-54	1	F	19
Bennelong	50-54	1	M	19
Bennelong	55-59		F	121
Bennelong	55-59		M	152
Bennelong	55-59	0	F	5571
Bennelong	55-59	0	M	5146
Bennelong	55-59	1	F	13
Bennelong	55-59	1	M	19
Bennelong	60-64		F	126
Bennelong	60-64		M	103
Bennelong	60-64	0	F	5205
Bennelong	60-64	0	M	4587
Bennelong	60-64	1	F	17
Bennelong	60-64	1	M	9
Bennelong	65+		F	507
Bennelong	65+		M	380
Bennelong	65+	0	F	15194
Bennelong	65+	0	M	12629
Bennelong	65+	1	F	23
Bennelong	65+	1	M	33
Berowra	0-4		F	70
Berowra	0-4		M	74
Berowra	0-4	0	F	3327
Berowra	0-4	0	M	3459
Berowra	0-4	1	F	41
Berowra	0-4	1	M	39
Berowra	5-9		F	93
Berowra	5-9		M	91
Berowra	5-9	0	F	4699
Berowra	5-9	0	M	5286
Berowra	5-9	1	F	41
Berowra	5-9	1	M	55
Berowra	10-14		F	88
Berowra	10-14		M	101
Berowra	10-14	0	F	5347
Berowra	10-14	0	M	5823
Berowra	10-14	1	F	63
Berowra	10-14	1	M	57
Berowra	15-19		F	74
Berowra	15-19		M	119
Berowra	15-19	0	F	4958
Berowra	15-19	0	M	5366
Berowra	15-19	1	F	46
Berowra	15-19	1	M	63
Berowra	20-24		F	84
Berowra	20-24		M	88
Berowra	20-24	0	F	3977
Berowra	20-24	0	M	4527
Berowra	20-24	1	F	48
Berowra	20-24	1	M	42
Berowra	25-29		F	66
Berowra	25-29		M	62
Berowra	25-29	0	F	2761
Berowra	25-29	0	M	3074
Berowra	25-29	1	F	30
Berowra	25-29	1	M	34
Berowra	30-34		F	88
Berowra	30-34		M	69
Berowra	30-34	0	F	3286
Berowra	30-34	0	M	2921
Berowra	30-34	1	F	22
Berowra	30-34	1	M	32
Berowra	35-39		F	103
Berowra	35-39		M	109
Berowra	35-39	0	F	4714
Berowra	35-39	0	M	4164
Berowra	35-39	1	F	23
Berowra	35-39	1	M	17
Berowra	40-44		F	104
Berowra	40-44		M	105
Berowra	40-44	0	F	5587
Berowra	40-44	0	M	5008
Berowra	40-44	1	F	18
Berowra	40-44	1	M	27
Berowra	45-49		F	91
Berowra	45-49		M	104
Berowra	45-49	0	F	5693
Berowra	45-49	0	M	5514
Berowra	45-49	1	F	32
Berowra	45-49	1	M	46
Berowra	50-54		F	92
Berowra	50-54		M	104
Berowra	50-54	0	F	5704
Berowra	50-54	0	M	5194
Berowra	50-54	1	F	31
Berowra	50-54	1	M	24
Berowra	55-59		F	92
Berowra	55-59		M	89
Berowra	55-59	0	F	5302
Berowra	55-59	0	M	5047
Berowra	55-59	1	F	23
Berowra	55-59	1	M	32
Berowra	60-64		F	70
Berowra	60-64		M	75
Berowra	60-64	0	F	4841
Berowra	60-64	0	M	4544
Berowra	60-64	1	F	12
Berowra	60-64	1	M	23
Berowra	65+		F	390
Berowra	65+		M	323
Berowra	65+	0	F	15209
Berowra	65+	0	M	13233
Berowra	65+	1	F	41
Berowra	65+	1	M	43
Blaxland	0-4		F	425
Blaxland	0-4		M	448
Blaxland	0-4	0	F	6003
Blaxland	0-4	0	M	6353
Blaxland	0-4	1	F	49
Blaxland	0-4	1	M	39
Blaxland	5-9		F	453
Blaxland	5-9		M	540
Blaxland	5-9	0	F	5872
Blaxland	5-9	0	M	6094
Blaxland	5-9	1	F	43
Blaxland	5-9	1	M	45
Blaxland	10-14		F	439
Blaxland	10-14		M	477
Blaxland	10-14	0	F	5483
Blaxland	10-14	0	M	5742
Blaxland	10-14	1	F	49
Blaxland	10-14	1	M	56
Blaxland	15-19		F	355
Blaxland	15-19		M	427
Blaxland	15-19	0	F	5185
Blaxland	15-19	0	M	5665
Blaxland	15-19	1	F	40
Blaxland	15-19	1	M	47
Blaxland	20-24		F	455
Blaxland	20-24		M	578
Blaxland	20-24	0	F	6620
Blaxland	20-24	0	M	7602
Blaxland	20-24	1	F	53
Blaxland	20-24	1	M	60
Blaxland	25-29		F	524
Blaxland	25-29		M	593
Blaxland	25-29	0	F	7036
Blaxland	25-29	0	M	8087
Blaxland	25-29	1	F	32
Blaxland	25-29	1	M	42
Blaxland	30-34		F	501
Blaxland	30-34		M	544
Blaxland	30-34	0	F	6817
Blaxland	30-34	0	M	7444
Blaxland	30-34	1	F	29
Blaxland	30-34	1	M	32
Blaxland	35-39		F	478
Blaxland	35-39		M	550
Blaxland	35-39	0	F	5933
Blaxland	35-39	0	M	6433
Blaxland	35-39	1	F	30
Blaxland	35-39	1	M	23
Blaxland	40-44		F	392
Blaxland	40-44		M	451
Blaxland	40-44	0	F	5092
Blaxland	40-44	0	M	5402
Blaxland	40-44	1	F	32
Blaxland	40-44	1	M	28
Blaxland	45-49		F	361
Blaxland	45-49		M	414
Blaxland	45-49	0	F	4976
Blaxland	45-49	0	M	5087
Blaxland	45-49	1	F	27
Blaxland	45-49	1	M	27
Blaxland	50-54		F	288
Blaxland	50-54		M	355
Blaxland	50-54	0	F	4962
Blaxland	50-54	0	M	4907
Blaxland	50-54	1	F	32
Blaxland	50-54	1	M	24
Blaxland	55-59		F	302
Blaxland	55-59		M	336
Blaxland	55-59	0	F	4852
Blaxland	55-59	0	M	4899
Blaxland	55-59	1	F	35
Blaxland	55-59	1	M	22
Blaxland	60-64		F	256
Blaxland	60-64		M	264
Blaxland	60-64	0	F	4554
Blaxland	60-64	0	M	4532
Blaxland	60-64	1	F	17
Blaxland	60-64	1	M	16
Blaxland	65+		F	987
Blaxland	65+		M	835
Blaxland	65+	0	F	11962
Blaxland	65+	0	M	10956
Blaxland	65+	1	F	61
Blaxland	65+	1	M	47
Bradfield	0-4		F	82
Bradfield	0-4		M	100
Bradfield	0-4	0	F	3808
Bradfield	0-4	0	M	4202
Bradfield	0-4	1	F	8
Bradfield	0-4	1	M	21
Bradfield	5-9		F	86
Bradfield	5-9		M	106
Bradfield	5-9	0	F	5540
Bradfield	5-9	0	M	5829
Bradfield	5-9	1	F	14
Bradfield	5-9	1	M	3
Bradfield	10-14		F	104
Bradfield	10-14		M	112
Bradfield	10-14	0	F	6021
Bradfield	10-14	0	M	6297
Bradfield	10-14	1	F	15
Bradfield	10-14	1	M	21
Bradfield	15-19		F	98
Bradfield	15-19		M	119
Bradfield	15-19	0	F	5367
Bradfield	15-19	0	M	5648
Bradfield	15-19	1	F	25
Bradfield	15-19	1	M	20
Bradfield	20-24		F	106
Bradfield	20-24		M	104
Bradfield	20-24	0	F	4393
Bradfield	20-24	0	M	4748
Bradfield	20-24	1	F	25
Bradfield	20-24	1	M	25
Bradfield	25-29		F	98
Bradfield	25-29		M	100
Bradfield	25-29	0	F	3544
Bradfield	25-29	0	M	3621
Bradfield	25-29	1	F	18
Bradfield	25-29	1	M	26
Bradfield	30-34		F	113
Bradfield	30-34		M	104
Bradfield	30-34	0	F	4373
Bradfield	30-34	0	M	3789
Bradfield	30-34	1	F	10
Bradfield	30-34	1	M	15
Bradfield	35-39		F	150
Bradfield	35-39		M	125
Bradfield	35-39	0	F	6289
Bradfield	35-39	0	M	5322
Bradfield	35-39	1	F	16
Bradfield	35-39	1	M	14
Bradfield	40-44		F	110
Bradfield	40-44		M	125
Bradfield	40-44	0	F	6628
Bradfield	40-44	0	M	5908
Bradfield	40-44	1	F	10
Bradfield	40-44	1	M	11
Bradfield	45-49		F	126
Bradfield	45-49		M	103
Bradfield	45-49	0	F	6514
Bradfield	45-49	0	M	5744
Bradfield	45-49	1	F	17
Bradfield	45-49	1	M	13
Bradfield	50-54		F	111
Bradfield	50-54		M	112
Bradfield	50-54	0	F	6261
Bradfield	50-54	0	M	5595
Bradfield	50-54	1	F	17
Bradfield	50-54	1	M	15
Bradfield	55-59		F	99
Bradfield	55-59		M	94
Bradfield	55-59	0	F	5300
Bradfield	55-59	0	M	5031
Bradfield	55-59	1	F	9
Bradfield	55-59	1	M	10
Bradfield	60-64		F	77
Bradfield	60-64		M	92
Bradfield	60-64	0	F	4612
Bradfield	60-64	0	M	4257
Bradfield	60-64	1	F	6
Bradfield	60-64	1	M	9
Bradfield	65+		F	558
Bradfield	65+		M	381
Bradfield	65+	0	F	16760
Bradfield	65+	0	M	13641
Bradfield	65+	1	F	19
Bradfield	65+	1	M	18
Calare	0-4		F	274
Calare	0-4		M	277
Calare	0-4	0	F	3805
Calare	0-4	0	M	4175
Calare	0-4	1	F	719
Calare	0-4	1	M	754
Calare	5-9		F	359
Calare	5-9		M	385
Calare	5-9	0	F	4360
Calare	5-9	0	M	4636
Calare	5-9	1	F	734
Calare	5-9	1	M	789
Calare	10-14		F	389
Calare	10-14		M	403
Calare	10-14	0	F	4545
Calare	10-14	0	M	4794
Calare	10-14	1	F	709
Calare	10-14	1	M	823
Calare	15-19		F	261
Calare	15-19		M	336
Calare	15-19	0	F	3927
Calare	15-19	0	M	4365
Calare	15-19	1	F	624
Calare	15-19	1	M	661
Calare	20-24		F	269
Calare	20-24		M	316
Calare	20-24	0	F	3518
Calare	20-24	0	M	3823
Calare	20-24	1	F	509
Calare	20-24	1	M	618
Calare	25-29		F	284
Calare	25-29		M	291
Calare	25-29	0	F	4177
Calare	25-29	0	M	4106
Calare	25-29	1	F	477
Calare	25-29	1	M	559
Calare	30-34		F	315
Calare	30-34		M	312
Calare	30-34	0	F	4543
Calare	30-34	0	M	4495
Calare	30-34	1	F	419
Calare	30-34	1	M	480
Calare	35-39		F	278
Calare	35-39		M	345
Calare	35-39	0	F	4463
Calare	35-39	0	M	4472
Calare	35-39	1	F	322
Calare	35-39	1	M	381
Calare	40-44		F	314
Calare	40-44		M	323
Calare	40-44	0	F	4151
Calare	40-44	0	M	4004
Calare	40-44	1	F	304
Calare	40-44	1	M	311
Calare	45-49		F	329
Calare	45-49		M	328
Calare	45-49	0	F	4604
Calare	45-49	0	M	4440
Calare	45-49	1	F	334
Calare	45-49	1	M	322
Calare	50-54		F	312
Calare	50-54		M	328
Calare	50-54	0	F	4763
Calare	50-54	0	M	4602
Calare	50-54	1	F	337
Calare	50-54	1	M	341
Calare	55-59		F	297
Calare	55-59		M	350
Calare	55-59	0	F	4956
Calare	55-59	0	M	4771
Calare	55-59	1	F	283
Calare	55-59	1	M	262
Calare	60-64		F	297
Calare	60-64		M	338
Calare	60-64	0	F	5022
Calare	60-64	0	M	4924
Calare	60-64	1	F	210
Calare	60-64	1	M	192
Calare	65+		F	1088
Calare	65+		M	1046
Calare	65+	0	F	16229
Calare	65+	0	M	14855
Calare	65+	1	F	383
Calare	65+	1	M	400
Chifley	0-4		F	463
Chifley	0-4		M	484
Chifley	0-4	0	F	6657
Chifley	0-4	0	M	7106
Chifley	0-4	1	F	543
Chifley	0-4	1	M	555
Chifley	5-9		F	548
Chifley	5-9		M	561
Chifley	5-9	0	F	6861
Chifley	5-9	0	M	7136
Chifley	5-9	1	F	511
Chifley	5-9	1	M	561
Chifley	10-14		F	505
Chifley	10-14		M	520
Chifley	10-14	0	F	6183
Chifley	10-14	0	M	6464
Chifley	10-14	1	F	506
Chifley	10-14	1	M	512
Chifley	15-19		F	356
Chifley	15-19		M	421
Chifley	15-19	0	F	5264
Chifley	15-19	0	M	5652
Chifley	15-19	1	F	456
Chifley	15-19	1	M	433
Chifley	20-24		F	410
Chifley	20-24		M	457
Chifley	20-24	0	F	5866
Chifley	20-24	0	M	6411
Chifley	20-24	1	F	351
Chifley	20-24	1	M	363
Chifley	25-29		F	512
Chifley	25-29		M	513
Chifley	25-29	0	F	6586
Chifley	25-29	0	M	6505
Chifley	25-29	1	F	355
Chifley	25-29	1	M	321
Chifley	30-34		F	503
Chifley	30-34		M	476
Chifley	30-34	0	F	7808
Chifley	30-34	0	M	6753
Chifley	30-34	1	F	305
Chifley	30-34	1	M	200
Chifley	35-39		F	548
Chifley	35-39		M	512
Chifley	35-39	0	F	8121
Chifley	35-39	0	M	7952
Chifley	35-39	1	F	239
Chifley	35-39	1	M	169
Chifley	40-44		F	413
Chifley	40-44		M	400
Chifley	40-44	0	F	6341
Chifley	40-44	0	M	6768
Chifley	40-44	1	F	190
Chifley	40-44	1	M	143
Chifley	45-49		F	336
Chifley	45-49		M	372
Chifley	45-49	0	F	5461
Chifley	45-49	0	M	5491
Chifley	45-49	1	F	218
Chifley	45-49	1	M	154
Chifley	50-54		F	272
Chifley	50-54		M	299
Chifley	50-54	0	F	5158
Chifley	50-54	0	M	5085
Chifley	50-54	1	F	219
Chifley	50-54	1	M	178
Chifley	55-59		F	214
Chifley	55-59		M	273
Chifley	55-59	0	F	4889
Chifley	55-59	0	M	4743
Chifley	55-59	1	F	156
Chifley	55-59	1	M	125
Chifley	60-64		F	223
Chifley	60-64		M	224
Chifley	60-64	0	F	4490
Chifley	60-64	0	M	4225
Chifley	60-64	1	F	125
Chifley	60-64	1	M	102
Chifley	65+		F	782
Chifley	65+		M	553
Chifley	65+	0	F	11738
Chifley	65+	0	M	9781
Chifley	65+	1	F	249
Chifley	65+	1	M	178
Cook	0-4		F	137
Cook	0-4		M	143
Cook	0-4	0	F	3719
Cook	0-4	0	M	4052
Cook	0-4	1	F	88
Cook	0-4	1	M	101
Cook	5-9		F	148
Cook	5-9		M	164
Cook	5-9	0	F	3928
Cook	5-9	0	M	4241
Cook	5-9	1	F	66
Cook	5-9	1	M	85
Cook	10-14		F	107
Cook	10-14		M	143
Cook	10-14	0	F	4002
Cook	10-14	0	M	4321
Cook	10-14	1	F	92
Cook	10-14	1	M	99
Cook	15-19		F	112
Cook	15-19		M	133
Cook	15-19	0	F	3966
Cook	15-19	0	M	4143
Cook	15-19	1	F	86
Cook	15-19	1	M	96
Cook	20-24		F	131
Cook	20-24		M	122
Cook	20-24	0	F	3902
Cook	20-24	0	M	3975
Cook	20-24	1	F	83
Cook	20-24	1	M	89
Cook	25-29		F	176
Cook	25-29		M	211
Cook	25-29	0	F	4157
Cook	25-29	0	M	4095
Cook	25-29	1	F	77
Cook	25-29	1	M	74
Cook	30-34		F	224
Cook	30-34		M	214
Cook	30-34	0	F	4567
Cook	30-34	0	M	4111
Cook	30-34	1	F	73
Cook	30-34	1	M	64
Cook	35-39		F	180
Cook	35-39		M	203
Cook	35-39	0	F	4863
Cook	35-39	0	M	4409
Cook	35-39	1	F	54
Cook	35-39	1	M	52
Cook	40-44		F	166
Cook	40-44		M	185
Cook	40-44	0	F	4687
Cook	40-44	0	M	4406
Cook	40-44	1	F	51
Cook	40-44	1	M	44
Cook	45-49		F	170
Cook	45-49		M	187
Cook	45-49	0	F	5109
Cook	45-49	0	M	4835
Cook	45-49	1	F	52
Cook	45-49	1	M	75
Cook	50-54		F	155
Cook	50-54		M	168
Cook	50-54	0	F	5122
Cook	50-54	0	M	4670
Cook	50-54	1	F	52
Cook	50-54	1	M	48
Cook	55-59		F	130
Cook	55-59		M	167
Cook	55-59	0	F	4781
Cook	55-59	0	M	4519
Cook	55-59	1	F	40
Cook	55-59	1	M	37
Cook	60-64		F	131
Cook	60-64		M	108
Cook	60-64	0	F	4531
Cook	60-64	0	M	4229
Cook	60-64	1	F	32
Cook	60-64	1	M	38
Cook	65+		F	703
Cook	65+		M	483
Cook	65+	0	F	15875
Cook	65+	0	M	13018
Cook	65+	1	F	79
Cook	65+	1	M	66
Cowper	0-4		F	243
Cowper	0-4		M	241
Cowper	0-4	0	F	3109
Cowper	0-4	0	M	3244
Cowper	0-4	1	F	625
Cowper	0-4	1	M	646
Cowper	5-9		F	294
Cowper	5-9		M	308
Cowper	5-9	0	F	3686
Cowper	5-9	0	M	3844
Cowper	5-9	1	F	693
Cowper	5-9	1	M	621
Cowper	10-14		F	350
Cowper	10-14		M	328
Cowper	10-14	0	F	4277
Cowper	10-14	0	M	4291
Cowper	10-14	1	F	637
Cowper	10-14	1	M	703
Cowper	15-19		F	299
Cowper	15-19		M	325
Cowper	15-19	0	F	3824
Cowper	15-19	0	M	3984
Cowper	15-19	1	F	618
Cowper	15-19	1	M	630
Cowper	20-24		F	216
Cowper	20-24		M	232
Cowper	20-24	0	F	3091
Cowper	20-24	0	M	3171
Cowper	20-24	1	F	499
Cowper	20-24	1	M	519
Cowper	25-29		F	276
Cowper	25-29		M	267
Cowper	25-29	0	F	3346
Cowper	25-29	0	M	3361
Cowper	25-29	1	F	406
Cowper	25-29	1	M	442
Cowper	30-34		F	265
Cowper	30-34		M	279
Cowper	30-34	0	F	3801
Cowper	30-34	0	M	3495
Cowper	30-34	1	F	359
Cowper	30-34	1	M	367
Cowper	35-39		F	283
Cowper	35-39		M	285
Cowper	35-39	0	F	4062
Cowper	35-39	0	M	3679
Cowper	35-39	1	F	307
Cowper	35-39	1	M	354
Cowper	40-44		F	270
Cowper	40-44		M	266
Cowper	40-44	0	F	4068
Cowper	40-44	0	M	3712
Cowper	40-44	1	F	303
Cowper	40-44	1	M	256
Cowper	45-49		F	274
Cowper	45-49		M	304
Cowper	45-49	0	F	4705
Cowper	45-49	0	M	4148
Cowper	45-49	1	F	312
Cowper	45-49	1	M	276
Cowper	50-54		F	289
Cowper	50-54		M	303
Cowper	50-54	0	F	4951
Cowper	50-54	0	M	4421
Cowper	50-54	1	F	345
Cowper	50-54	1	M	242
Cowper	55-59		F	290
Cowper	55-59		M	293
Cowper	55-59	0	F	5516
Cowper	55-59	0	M	4788
Cowper	55-59	1	F	342
Cowper	55-59	1	M	265
Cowper	60-64		F	317
Cowper	60-64		M	326
Cowper	60-64	0	F	6191
Cowper	60-64	0	M	5512
Cowper	60-64	1	F	280
Cowper	60-64	1	M	247
Cowper	65+		F	1415
Cowper	65+		M	1137
Cowper	65+	0	F	22110
Cowper	65+	0	M	19651
Cowper	65+	1	F	480
Cowper	65+	1	M	407
Cunningham	0-4		F	141
Cunningham	0-4		M	147
Cunningham	0-4	0	F	3869
Cunningham	0-4	0	M	4189
Cunningham	0-4	1	F	233
Cunningham	0-4	1	M	190
Cunningham	5-9		F	176
Cunningham	5-9		M	181
Cunningham	5-9	0	F	4074
Cunningham	5-9	0	M	4336
Cunningham	5-9	1	F	202
Cunningham	5-9	1	M	210
Cunningham	10-14		F	184
Cunningham	10-14		M	148
Cunningham	10-14	0	F	4255
Cunningham	10-14	0	M	4460
Cunningham	10-14	1	F	210
Cunningham	10-14	1	M	220
Cunningham	15-19		F	206
Cunningham	15-19		M	209
Cunningham	15-19	0	F	4395
Cunningham	15-19	0	M	4522
Cunningham	15-19	1	F	221
Cunningham	15-19	1	M	212
Cunningham	20-24		F	266
Cunningham	20-24		M	284
Cunningham	20-24	0	F	5757
Cunningham	20-24	0	M	5834
Cunningham	20-24	1	F	241
Cunningham	20-24	1	M	258
Cunningham	25-29		F	215
Cunningham	25-29		M	265
Cunningham	25-29	0	F	4954
Cunningham	25-29	0	M	5457
Cunningham	25-29	1	F	167
Cunningham	25-29	1	M	190
Cunningham	30-34		F	201
Cunningham	30-34		M	221
Cunningham	30-34	0	F	5057
Cunningham	30-34	0	M	4808
Cunningham	30-34	1	F	129
Cunningham	30-34	1	M	138
Cunningham	35-39		F	196
Cunningham	35-39		M	202
Cunningham	35-39	0	F	4886
Cunningham	35-39	0	M	4619
Cunningham	35-39	1	F	114
Cunningham	35-39	1	M	120
Cunningham	40-44		F	187
Cunningham	40-44		M	182
Cunningham	40-44	0	F	4735
Cunningham	40-44	0	M	4588
Cunningham	40-44	1	F	105
Cunningham	40-44	1	M	90
Cunningham	45-49		F	176
Cunningham	45-49		M	208
Cunningham	45-49	0	F	5029
Cunningham	45-49	0	M	4797
Cunningham	45-49	1	F	117
Cunningham	45-49	1	M	107
Cunningham	50-54		F	141
Cunningham	50-54		M	174
Cunningham	50-54	0	F	4806
Cunningham	50-54	0	M	4575
Cunningham	50-54	1	F	135
Cunningham	50-54	1	M	111
Cunningham	55-59		F	138
Cunningham	55-59		M	168
Cunningham	55-59	0	F	4857
Cunningham	55-59	0	M	4728
Cunningham	55-59	1	F	109
Cunningham	55-59	1	M	92
Cunningham	60-64		F	116
Cunningham	60-64		M	153
Cunningham	60-64	0	F	4751
Cunningham	60-64	0	M	4461
Cunningham	60-64	1	F	93
Cunningham	60-64	1	M	84
Cunningham	65+		F	623
Cunningham	65+		M	491
Cunningham	65+	0	F	15498
Cunningham	65+	0	M	12987
Cunningham	65+	1	F	138
Cunningham	65+	1	M	135
Dobell	0-4		F	205
Dobell	0-4		M	196
Dobell	0-4	0	F	4024
Dobell	0-4	0	M	4176
Dobell	0-4	1	F	541
Dobell	0-4	1	M	610
Dobell	5-9		F	246
Dobell	5-9		M	257
Dobell	5-9	0	F	4240
Dobell	5-9	0	M	4473
Dobell	5-9	1	F	554
Dobell	5-9	1	M	590
Dobell	10-14		F	253
Dobell	10-14		M	240
Dobell	10-14	0	F	4411
Dobell	10-14	0	M	4811
Dobell	10-14	1	F	574
Dobell	10-14	1	M	581
Dobell	15-19		F	221
Dobell	15-19		M	240
Dobell	15-19	0	F	4133
Dobell	15-19	0	M	4451
Dobell	15-19	1	F	481
Dobell	15-19	1	M	503
Dobell	20-24		F	202
Dobell	20-24		M	214
Dobell	20-24	0	F	3901
Dobell	20-24	0	M	3994
Dobell	20-24	1	F	399
Dobell	20-24	1	M	403
Dobell	25-29		F	230
