CED_NAME21	Ancestry	responses
Gilmore	Samoan	109
Gilmore	Scottish	18433
Gilmore	Serbian	272
Gilmore	South African	471
Gilmore	Spanish	535
Gilmore	Sri Lankan	105
Gilmore	Vietnamese	234
Gilmore	Welsh	1324
Grayndler		7370
Grayndler	Australian	37847
Grayndler	Australian Aboriginal	1722
Grayndler	Chinese	11100
Grayndler	Croatian	1299
Grayndler	Dutch	2043
Grayndler	English	46796
Grayndler	Filipino	2508
Grayndler	French	1564
Grayndler	German	5227
Grayndler	Greek	5991
Grayndler	Hungarian	788
Grayndler	Indian	2867
Grayndler	Irish	21340
Grayndler	Italian	10425
Grayndler	Korean	1083
Grayndler	Lebanese	2424
Grayndler	Macedonian	515
Grayndler	Maltese	1261
Grayndler	Maori	616
Grayndler	NZ	1591
Grayndler	(Other)	24715
Grayndler	Polish	1650
Grayndler	Russian	976
Grayndler	Samoan	199
Grayndler	Scottish	15075
Grayndler	Serbian	755
Grayndler	South African	760
Grayndler	Spanish	1469
Grayndler	Sri Lankan	444
Grayndler	Vietnamese	3125
Grayndler	Welsh	1380
Greenway		11446
Greenway	Australian	38435
Greenway	Australian Aboriginal	2906
Greenway	Chinese	11661
Greenway	Croatian	1474
Greenway	Dutch	1533
Greenway	English	34791
Greenway	Filipino	10749
Greenway	French	682
Greenway	German	3497
Greenway	Greek	2080
Greenway	Hungarian	593
Greenway	Indian	34721
Greenway	Irish	9554
Greenway	Italian	5532
Greenway	Korean	2100
Greenway	Lebanese	3126
Greenway	Macedonian	222
Greenway	Maltese	4350
Greenway	Maori	1690
Greenway	NZ	1239
Greenway	(Other)	53988
Greenway	Polish	1339
Greenway	Russian	675
Greenway	Samoan	1259
Greenway	Scottish	7906
Greenway	Serbian	733
Greenway	South African	1177
Greenway	Spanish	1304
Greenway	Sri Lankan	2380
Greenway	Vietnamese	830
Greenway	Welsh	515
Hughes		5687
Hughes	Australian	52874
Hughes	Australian Aboriginal	2281
Hughes	Chinese	6146
Hughes	Croatian	1185
Hughes	Dutch	2006
Hughes	English	52506
Hughes	Filipino	2078
Hughes	French	969
Hughes	German	4582
Hughes	Greek	4822
Hughes	Hungarian	500
Hughes	Indian	3371
Hughes	Irish	16794
Hughes	Italian	6836
Hughes	Korean	331
Hughes	Lebanese	3207
Hughes	Macedonian	1690
Hughes	Maltese	1776
Hughes	Maori	871
Hughes	NZ	1322
Hughes	(Other)	18567
Hughes	Polish	1288
Hughes	Russian	979
Hughes	Samoan	437
Hughes	Scottish	13295
Hughes	Serbian	538
Hughes	South African	806
Hughes	Spanish	970
Hughes	Sri Lankan	258
Hughes	Vietnamese	1343
Hughes	Welsh	1019
Hume		9417
Hume	Australian	71219
Hume	Australian Aboriginal	6769
Hume	Chinese	1906
Hume	Croatian	1465
Hume	Dutch	2215
Hume	English	67226
Hume	Filipino	1474
Hume	French	773
Hume	German	6082
Hume	Greek	1737
Hume	Hungarian	657
Hume	Indian	1671
Hume	Irish	19153
Hume	Italian	8138
Hume	Korean	145
Hume	Lebanese	1590
Hume	Macedonian	445
Hume	Maltese	4328
Hume	Maori	681
Hume	NZ	1167
Hume	(Other)	13744
Hume	Polish	1306
Hume	Russian	447
Hume	Samoan	433
Hume	Scottish	16422
Hume	Serbian	779
Hume	South African	669
Hume	Spanish	803
Hume	Sri Lankan	160
Hume	Vietnamese	369
Hume	Welsh	1104
Hunter		11433
Hunter	Australian	76148
Hunter	Australian Aboriginal	12788
Hunter	Chinese	1382
Hunter	Croatian	393
Hunter	Dutch	2305
Hunter	English	74300
Hunter	Filipino	1388
Hunter	French	694
Hunter	German	7223
Hunter	Greek	694
Hunter	Hungarian	335
Hunter	Indian	1097
Hunter	Irish	17274
Hunter	Italian	3108
Hunter	Korean	182
Hunter	Lebanese	312
Hunter	Macedonian	218
Hunter	Maltese	833
Hunter	Maori	916
Hunter	NZ	1241
Hunter	(Other)	8883
Hunter	Polish	1292
Hunter	Russian	399
Hunter	Samoan	397
Hunter	Scottish	19012
Hunter	Serbian	166
Hunter	South African	611
Hunter	Spanish	477
Hunter	Sri Lankan	100
Hunter	Vietnamese	249
Hunter	Welsh	1366
Kingsford Smith		11821
Kingsford Smith	Australian	34857
Kingsford Smith	Australian Aboriginal	3138
Kingsford Smith	Chinese	23158
Kingsford Smith	Croatian	1407
Kingsford Smith	Dutch	1509
Kingsford Smith	English	41572
Kingsford Smith	Filipino	3520
Kingsford Smith	French	2876
Kingsford Smith	German	4946
Kingsford Smith	Greek	9648
Kingsford Smith	Hungarian	1199
Kingsford Smith	Indian	3748
Kingsford Smith	Irish	21938
Kingsford Smith	Italian	8642
Kingsford Smith	Korean	1011
Kingsford Smith	Lebanese	1995
Kingsford Smith	Macedonian	386
Kingsford Smith	Maltese	1856
Kingsford Smith	Maori	1235
Kingsford Smith	NZ	1452
Kingsford Smith	(Other)	37648
Kingsford Smith	Polish	2143
Kingsford Smith	Russian	2385
Kingsford Smith	Samoan	359
Kingsford Smith	Scottish	10957
Kingsford Smith	Serbian	1007
Kingsford Smith	South African	1742
Kingsford Smith	Spanish	2425
Kingsford Smith	Sri Lankan	412
Kingsford Smith	Vietnamese	1540
Kingsford Smith	Welsh	1069
Lindsay		13287
Lindsay	Australian	63372
Lindsay	Australian Aboriginal	9086
Lindsay	Chinese	4008
Lindsay	Croatian	1838
Lindsay	Dutch	2748
Lindsay	English	57780
Lindsay	Filipino	6254
Lindsay	French	712
Lindsay	German	5507
Lindsay	Greek	2195
Lindsay	Hungarian	706
Lindsay	Indian	7723
Lindsay	Irish	15737
Lindsay	Italian	6476
Lindsay	Korean	663
Lindsay	Lebanese	2263
Lindsay	Macedonian	316
Lindsay	Maltese	7212
Lindsay	Maori	1989
Lindsay	NZ	1481
Lindsay	(Other)	26510
Lindsay	Polish	1760
Lindsay	Russian	594
Lindsay	Samoan	2160
Lindsay	Scottish	12927
Lindsay	Serbian	703
Lindsay	South African	749
Lindsay	Spanish	1059
Lindsay	Sri Lankan	684
Lindsay	Vietnamese	586
Lindsay	Welsh	868
Lyne		9849
Lyne	Australian	68341
Lyne	Australian Aboriginal	9837
Lyne	Chinese	955
Lyne	Croatian	329
Lyne	Dutch	1988
Lyne	English	69961
Lyne	Filipino	799
Lyne	French	762
Lyne	German	6166
Lyne	Greek	528
Lyne	Hungarian	316
Lyne	Indian	500
Lyne	Irish	17951
Lyne	Italian	2568
Lyne	Korean	91
Lyne	Lebanese	266
Lyne	Macedonian	81
Lyne	Maltese	857
Lyne	Maori	449
Lyne	NZ	786
Lyne	(Other)	6394
Lyne	Polish	790
Lyne	Russian	256
Lyne	Samoan	64
Lyne	Scottish	17239
Lyne	Serbian	94
Lyne	South African	377
Lyne	Spanish	367
Lyne	Sri Lankan	58
Lyne	Vietnamese	105
Lyne	Welsh	919
Macarthur		12559
Macarthur	Australian	54349
Macarthur	Australian Aboriginal	7458
Macarthur	Chinese	6051
Macarthur	Croatian	2278
Macarthur	Dutch	1539
Macarthur	English	48284
Macarthur	Filipino	7666
Macarthur	French	851
Macarthur	German	4800
Macarthur	Greek	2673
Macarthur	Hungarian	674
Macarthur	Indian	10999
Macarthur	Irish	12381
Macarthur	Italian	9248
Macarthur	Korean	313
Macarthur	Lebanese	4874
Macarthur	Macedonian	1030
Macarthur	Maltese	3342
Macarthur	Maori	2112
Macarthur	NZ	1492
Macarthur	(Other)	51984
Macarthur	Polish	1636
Macarthur	Russian	796
Macarthur	Samoan	5188
Macarthur	Scottish	10664
Macarthur	Serbian	1748
Macarthur	South African	1221
Macarthur	Spanish	1995
Macarthur	Sri Lankan	532
Macarthur	Vietnamese	2129
Macarthur	Welsh	705
Mackellar		6037
Mackellar	Australian	50016
Mackellar	Australian Aboriginal	1155
Mackellar	Chinese	4825
Mackellar	Croatian	1644
Mackellar	Dutch	3227
Mackellar	English	64310
Mackellar	Filipino	1777
Mackellar	French	1843
Mackellar	German	6325
Mackellar	Greek	1522
Mackellar	Hungarian	742
Mackellar	Indian	1484
Mackellar	Irish	18588
Mackellar	Italian	8542
Mackellar	Korean	603
Mackellar	Lebanese	619
Mackellar	Macedonian	192
Mackellar	Maltese	670
Mackellar	Maori	703
Mackellar	NZ	1935
Mackellar	(Other)	19864
Mackellar	Polish	1360
Mackellar	Russian	817
Mackellar	Samoan	204
Mackellar	Scottish	16675
Mackellar	Serbian	1379
Mackellar	South African	1750
Mackellar	Spanish	1142
Mackellar	Sri Lankan	157
Mackellar	Vietnamese	444
Mackellar	Welsh	1469
Macquarie		6316
Macquarie	Australian	57363
Macquarie	Australian Aboriginal	5134
Macquarie	Chinese	1960
Macquarie	Croatian	903
Macquarie	Dutch	3130
Macquarie	English	61300
Macquarie	Filipino	1159
Macquarie	French	1009
Macquarie	German	6206
Macquarie	Greek	1193
Macquarie	Hungarian	810
Macquarie	Indian	1193
Macquarie	Irish	19611
Macquarie	Italian	4762
Macquarie	Korean	198
Macquarie	Lebanese	826
Macquarie	Macedonian	361
Macquarie	Maltese	4810
Macquarie	Maori	569
Macquarie	NZ	1216
Macquarie	(Other)	11540
Macquarie	Polish	1547
Macquarie	Russian	657
Macquarie	Samoan	162
Macquarie	Scottish	16790
Macquarie	Serbian	306
Macquarie	South African	648
Macquarie	Spanish	619
Macquarie	Sri Lankan	190
Macquarie	Vietnamese	297
Macquarie	Welsh	1263
McMahon		13536
McMahon	Australian	27853
McMahon	Australian Aboriginal	2216
McMahon	Chinese	10847
McMahon	Croatian	2558
McMahon	Dutch	695
McMahon	English	22665
McMahon	Filipino	5132
McMahon	French	498
McMahon	German	2187
McMahon	Greek	2195
McMahon	Hungarian	366
McMahon	Indian	5259
McMahon	Irish	5733
McMahon	Italian	8199
McMahon	Korean	437
McMahon	Lebanese	15913
McMahon	Macedonian	644
McMahon	Maltese	4956
McMahon	Maori	1306
McMahon	NZ	697
McMahon	(Other)	60363
McMahon	Polish	972
McMahon	Russian	570
McMahon	Samoan	1936
McMahon	Scottish	4356
McMahon	Serbian	1432
McMahon	South African	344
McMahon	Spanish	1584
McMahon	Sri Lankan	416
McMahon	Vietnamese	8462
McMahon	Welsh	290
Mitchell		5888
Mitchell	Australian	40620
Mitchell	Australian Aboriginal	1150
Mitchell	Chinese	27645
Mitchell	Croatian	1786
Mitchell	Dutch	2038
Mitchell	English	40441
Mitchell	Filipino	5676
Mitchell	French	894
Mitchell	German	4144
Mitchell	Greek	2584
Mitchell	Hungarian	646
Mitchell	Indian	17750
Mitchell	Irish	12665
Mitchell	Italian	7735
Mitchell	Korean	5073
Mitchell	Lebanese	4397
Mitchell	Macedonian	258
Mitchell	Maltese	2991
Mitchell	Maori	578
Mitchell	NZ	1105
Mitchell	(Other)	36761
Mitchell	Polish	1632
Mitchell	Russian	947
Mitchell	Samoan	250
Mitchell	Scottish	10656
Mitchell	Serbian	756
Mitchell	South African	1830
Mitchell	Spanish	1247
Mitchell	Sri Lankan	2136
Mitchell	Vietnamese	1200
Mitchell	Welsh	813
New England		13700
New England	Australian	66467
New England	Australian Aboriginal	15168
New England	Chinese	1714
New England	Croatian	162
New England	Dutch	1499
New England	English	63135
New England	Filipino	1192
New England	French	562
New England	German	6836
New England	Greek	325
New England	Hungarian	184
New England	Indian	969
New England	Irish	17904
New England	Italian	1944
New England	Korean	105
New England	Lebanese	248
New England	Macedonian	20
New England	Maltese	433
New England	Maori	475
New England	NZ	700
New England	(Other)	8435
New England	Polish	412
New England	Russian	227
New England	Samoan	85
New England	Scottish	16628
New England	Serbian	69
New England	South African	312
New England	Spanish	297
New England	Sri Lankan	100
New England	Vietnamese	460
New England	Welsh	733
Newcastle		8784
Newcastle	Australian	62573
Newcastle	Australian Aboriginal	6807
Newcastle	Chinese	3472
Newcastle	Croatian	808
Newcastle	Dutch	2164
Newcastle	English	67524
Newcastle	Filipino	1613
Newcastle	French	958
Newcastle	German	6948
Newcastle	Greek	1881
Newcastle	Hungarian	394
Newcastle	Indian	2304
Newcastle	Irish	20978
Newcastle	Italian	4739
Newcastle	Korean	550
Newcastle	Lebanese	364
Newcastle	Macedonian	1846
Newcastle	Maltese	563
Newcastle	Maori	665
Newcastle	NZ	1041
Newcastle	(Other)	15131
Newcastle	Polish	1925
Newcastle	Russian	531
Newcastle	Samoan	322
Newcastle	Scottish	19477
Newcastle	Serbian	516
Newcastle	South African	562
Newcastle	Spanish	654
Newcastle	Sri Lankan	235
Newcastle	Vietnamese	735
Newcastle	Welsh	1774
North Sydney		7383
North Sydney	Australian	38160
North Sydney	Australian Aboriginal	604
North Sydney	Chinese	27357
North Sydney	Croatian	1409
North Sydney	Dutch	2067
North Sydney	English	47925
North Sydney	Filipino	2811
North Sydney	French	1864
North Sydney	German	5188
North Sydney	Greek	2746
North Sydney	Hungarian	953
North Sydney	Indian	6308
North Sydney	Irish	18910
North Sydney	Italian	6945
North Sydney	Korean	2732
North Sydney	Lebanese	1457
North Sydney	Macedonian	362
North Sydney	Maltese	701
North Sydney	Maori	354
North Sydney	NZ	1551
North Sydney	(Other)	27526
North Sydney	Polish	1942
North Sydney	Russian	1417
North Sydney	Samoan	104
North Sydney	Scottish	14374
North Sydney	Serbian	590
North Sydney	South African	1481
North Sydney	Spanish	1267
North Sydney	Sri Lankan	687
North Sydney	Vietnamese	1224
North Sydney	Welsh	1201
Page		13512
Page	Australian	68406
Page	Australian Aboriginal	10281
Page	Chinese	1182
Page	Croatian	247
Page	Dutch	2086
Page	English	70829
Page	Filipino	1022
Page	French	930
Page	German	7581
Page	Greek	574
Page	Hungarian	308
Page	Indian	1429
Page	Irish	21757
Page	Italian	4362
Page	Korean	129
Page	Lebanese	224
Page	Macedonian	34
Page	Maltese	541
Page	Maori	633
Page	NZ	1014
Page	(Other)	9138
Page	Polish	661
Page	Russian	288
Page	Samoan	111
Page	Scottish	19370
Page	Serbian	76
Page	South African	470
Page	Spanish	449
Page	Sri Lankan	85
Page	Vietnamese	153
Page	Welsh	938
Parkes		18682
Parkes	Australian	63618
Parkes	Australian Aboriginal	23246
Parkes	Chinese	1072
Parkes	Croatian	210
Parkes	Dutch	1142
Parkes	English	54876
Parkes	Filipino	1248
Parkes	French	459
Parkes	German	5218
Parkes	Greek	443
Parkes	Hungarian	142
Parkes	Indian	1159
Parkes	Irish	15468
Parkes	Italian	1907
Parkes	Korean	111
Parkes	Lebanese	260
Parkes	Macedonian	41
Parkes	Maltese	588
Parkes	Maori	422
Parkes	NZ	525
Parkes	(Other)	6600
Parkes	Polish	409
Parkes	Russian	146
Parkes	Samoan	71
Parkes	Scottish	13084
Parkes	Serbian	117
Parkes	South African	308
Parkes	Spanish	201
Parkes	Sri Lankan	141
Parkes	Vietnamese	121
Parkes	Welsh	540
Parramatta		15392
Parramatta	Australian	23749
Parramatta	Australian Aboriginal	1552
Parramatta	Chinese	30121
Parramatta	Croatian	1076
Parramatta	Dutch	735
Parramatta	English	23647
Parramatta	Filipino	5832
Parramatta	French	507
Parramatta	German	2043
Parramatta	Greek	1837
Parramatta	Hungarian	377
Parramatta	Indian	31205
Parramatta	Irish	6825
Parramatta	Italian	3912
Parramatta	Korean	5636
Parramatta	Lebanese	14153
Parramatta	Macedonian	192
Parramatta	Maltese	1201
Parramatta	Maori	829
Parramatta	NZ	690
Parramatta	(Other)	57122
