CED_NAME16	CoupleFamily	HasChild	IncomeFamily.max	families
Barton	1	0	210000	2473
Barton	1	0	Inf	7100
Barton	1	1	7875	34
Barton	1	1	15750	62
Barton	1	1	21000	59
Barton	1	1	26250	111
Barton	1	1	34125	197
Barton	1	1	42000	387
Bennelong				6
Bennelong			0	41
Bennelong			7875	14
Bennelong			15750	10
Bennelong			21000	11
Bennelong			26250	17
Bennelong			34125	29
Bennelong			42000	48
Bennelong			52500	75
Bennelong			65625	77
Bennelong			78750	108
Bennelong			91875	69
Bennelong			105000	64
Bennelong			131250	137
Bennelong			157500	99
Bennelong			183750	48
Bennelong			210000	39
Bennelong			Inf	67
Bennelong	0			437
Bennelong	0		0	256
Bennelong	0		7875	56
Bennelong	0		15750	96
Bennelong	0		21000	132
Bennelong	0		26250	183
Bennelong	0		34125	289
Bennelong	0		42000	391
Bennelong	0		52500	488
Bennelong	0		65625	580
Bennelong	0		78750	587
Bennelong	0		91875	451
Bennelong	0		105000	413
Bennelong	0		131250	856
Bennelong	0		157500	398
Bennelong	0		183750	294
Bennelong	0		210000	157
Bennelong	0		Inf	440
Bennelong	1	0		2257
Bennelong	1	0	0	1005
Bennelong	1	0	7875	232
Bennelong	1	0	15750	149
Bennelong	1	0	21000	119
Bennelong	1	0	26250	530
Bennelong	1	0	34125	328
Bennelong	1	0	42000	1276
Bennelong	1	0	52500	1402
Bennelong	1	0	65625	1868
Bennelong	1	0	78750	2455
Bennelong	1	0	91875	1945
Bennelong	1	0	105000	2067
Bennelong	1	0	131250	5469
Bennelong	1	0	157500	4364
Bennelong	1	0	183750	4114
Bennelong	1	0	210000	3082
Bennelong	1	0	Inf	11556
Bennelong	1	1	7875	41
Bennelong	1	1	15750	61
Bennelong	1	1	21000	40
Bennelong	1	1	26250	121
Bennelong	1	1	34125	176
Bennelong	1	1	42000	296
Berowra				4
Berowra			0	9
Berowra			7875	3
Berowra			15750	7
Berowra			21000	8
Berowra			26250	9
Berowra			34125	4
Berowra			42000	14
Berowra			52500	26
Berowra			65625	39
Berowra			78750	31
Berowra			91875	23
Berowra			105000	17
Berowra			131250	40
Berowra			157500	23
Berowra			183750	28
Berowra			210000	12
Berowra			Inf	29
Berowra	0			363
Berowra	0		0	120
Berowra	0		7875	27
Berowra	0		15750	43
Berowra	0		21000	69
Berowra	0		26250	110
Berowra	0		34125	141
Berowra	0		42000	220
Berowra	0		52500	301
Berowra	0		65625	344
Berowra	0		78750	399
Berowra	0		91875	351
Berowra	0		105000	337
Berowra	0		131250	618
Berowra	0		157500	337
Berowra	0		183750	230
Berowra	0		210000	115
Berowra	0		Inf	410
Berowra	1	0		2060
Berowra	1	0	0	593
Berowra	1	0	7875	183
Berowra	1	0	15750	105
Berowra	1	0	21000	86
Berowra	1	0	26250	391
Berowra	1	0	34125	270
Berowra	1	0	42000	1035
Berowra	1	0	52500	1098
Berowra	1	0	65625	1480
Berowra	1	0	78750	1858
Berowra	1	0	91875	1358
Berowra	1	0	105000	1533
Berowra	1	0	131250	3639
Berowra	1	0	157500	3262
Berowra	1	0	183750	3483
Berowra	1	0	210000	2752
Berowra	1	0	Inf	12897
Berowra	1	1	7875	20
Berowra	1	1	15750	32
Berowra	1	1	21000	23
Berowra	1	1	26250	51
Berowra	1	1	34125	94
Berowra	1	1	42000	141
Blaxland				22
Blaxland			0	31
Blaxland			7875	7
Blaxland			15750	14
Blaxland			21000	19
Blaxland			26250	34
Blaxland			34125	25
Blaxland			42000	62
Blaxland			52500	100
Blaxland			65625	107
Blaxland			78750	137
Blaxland			91875	103
Blaxland			105000	68
Blaxland			131250	125
Blaxland			157500	95
Blaxland			183750	34
Blaxland			210000	32
Blaxland			Inf	42
Blaxland	0			641
Blaxland	0		0	336
Blaxland	0		7875	66
Blaxland	0		15750	184
Blaxland	0		21000	287
Blaxland	0		26250	444
Blaxland	0		34125	638
Blaxland	0		42000	735
Blaxland	0		52500	893
Blaxland	0		65625	823
Blaxland	0		78750	786
Blaxland	0		91875	554
Blaxland	0		105000	465
Blaxland	0		131250	725
Blaxland	0		157500	410
Blaxland	0		183750	243
Blaxland	0		210000	128
Blaxland	0		Inf	234
Blaxland	1	0		2421
Blaxland	1	0	0	937
Blaxland	1	0	7875	142
Blaxland	1	0	15750	118
Blaxland	1	0	21000	117
Blaxland	1	0	26250	566
Blaxland	1	0	34125	369
Blaxland	1	0	42000	1820
Blaxland	1	0	52500	2131
Blaxland	1	0	65625	2828
Blaxland	1	0	78750	3186
Blaxland	1	0	91875	2298
Blaxland	1	0	105000	2266
Blaxland	1	0	131250	4308
Blaxland	1	0	157500	2815
Blaxland	1	0	183750	2044
Blaxland	1	0	210000	1285
Blaxland	1	0	Inf	2913
Blaxland	1	1	7875	65
Blaxland	1	1	15750	144
Blaxland	1	1	21000	128
Blaxland	1	1	26250	352
Blaxland	1	1	34125	463
Blaxland	1	1	42000	1013
Bradfield				12
Bradfield			0	15
Bradfield			7875	4
Bradfield			15750	3
Bradfield			21000	9
Bradfield			26250	13
Bradfield			34125	14
Bradfield			42000	25
Bradfield			52500	32
Bradfield			65625	37
Bradfield			78750	49
Bradfield			91875	39
Bradfield			105000	36
Bradfield			131250	81
Bradfield			157500	48
Bradfield			183750	39
Bradfield			210000	15
Bradfield			Inf	33
Bradfield	0			439
Bradfield	0		0	317
Bradfield	0		7875	64
Bradfield	0		15750	88
Bradfield	0		21000	99
Bradfield	0		26250	137
Bradfield	0		34125	218
Bradfield	0		42000	233
Bradfield	0		52500	289
Bradfield	0		65625	435
Bradfield	0		78750	435
Bradfield	0		91875	361
Bradfield	0		105000	345
Bradfield	0		131250	743
Bradfield	0		157500	319
Bradfield	0		183750	302
Bradfield	0		210000	120
Bradfield	0		Inf	676
Bradfield	1	0		2335
Bradfield	1	0	0	779
Bradfield	1	0	7875	188
Bradfield	1	0	15750	124
Bradfield	1	0	21000	63
Bradfield	1	0	26250	370
Bradfield	1	0	34125	257
Bradfield	1	0	42000	796
Bradfield	1	0	52500	950
Bradfield	1	0	65625	1384
Bradfield	1	0	78750	1718
Bradfield	1	0	91875	1302
Bradfield	1	0	105000	1630
Bradfield	1	0	131250	3813
Bradfield	1	0	157500	3020
Bradfield	1	0	183750	3230
Bradfield	1	0	210000	2328
Bradfield	1	0	Inf	16823
Bradfield	1	1	7875	38
Bradfield	1	1	15750	45
Bradfield	1	1	21000	47
Bradfield	1	1	26250	85
Bradfield	1	1	34125	105
Bradfield	1	1	42000	204
Calare				22
Calare			0	3
Calare			15750	8
Calare			21000	5
Calare			26250	19
Calare			34125	16
Calare			42000	45
Calare			52500	88
Calare			65625	74
Calare			78750	83
Calare			91875	49
Calare			105000	38
Calare			131250	68
Calare			157500	36
Calare			183750	17
Calare			210000	10
Calare			Inf	14
Calare	0			688
Calare	0		0	88
Calare	0		7875	38
Calare	0		15750	88
Calare	0		21000	212
Calare	0		26250	323
Calare	0		34125	602
Calare	0		42000	714
Calare	0		52500	930
Calare	0		65625	900
Calare	0		78750	716
Calare	0		91875	534
Calare	0		105000	399
Calare	0		131250	684
Calare	0		157500	266
Calare	0		183750	183
Calare	0		210000	49
Calare	0		Inf	144
Calare	1	0		3013
Calare	1	0	0	345
Calare	1	0	7875	153
Calare	1	0	15750	81
Calare	1	0	21000	91
Calare	1	0	26250	508
Calare	1	0	34125	297
Calare	1	0	42000	2089
Calare	1	0	52500	1629
Calare	1	0	65625	2046
Calare	1	0	78750	2632
Calare	1	0	91875	1911
Calare	1	0	105000	2166
Calare	1	0	131250	4817
Calare	1	0	157500	3896
Calare	1	0	183750	3007
Calare	1	0	210000	2003
Calare	1	0	Inf	4505
Calare	1	1	7875	11
Calare	1	1	15750	26
Calare	1	1	21000	22
Calare	1	1	26250	52
Calare	1	1	34125	90
Calare	1	1	42000	225
Chifley				21
Chifley			0	24
Chifley			7875	3
Chifley			15750	10
Chifley			21000	10
Chifley			26250	22
Chifley			34125	38
Chifley			42000	57
Chifley			52500	87
Chifley			65625	91
Chifley			78750	112
Chifley			91875	84
Chifley			105000	59
Chifley			131250	132
Chifley			157500	75
Chifley			183750	29
Chifley			210000	29
Chifley			Inf	39
Chifley	0			769
Chifley	0		0	247
Chifley	0		7875	50
Chifley	0		15750	145
Chifley	0		21000	259
Chifley	0		26250	510
Chifley	0		34125	784
Chifley	0		42000	893
Chifley	0		52500	1074
Chifley	0		65625	1006
Chifley	0		78750	1019
Chifley	0		91875	688
Chifley	0		105000	574
Chifley	0		131250	951
Chifley	0		157500	469
Chifley	0		183750	312
Chifley	0		210000	153
Chifley	0		Inf	231
Chifley	1	0		2555
Chifley	1	0	0	717
Chifley	1	0	7875	120
Chifley	1	0	15750	91
Chifley	1	0	21000	94
Chifley	1	0	26250	384
Chifley	1	0	34125	256
Chifley	1	0	42000	1625
Chifley	1	0	52500	1564
Chifley	1	0	65625	2058
Chifley	1	0	78750	2968
Chifley	1	0	91875	2444
Chifley	1	0	105000	2565
Chifley	1	0	131250	6403
Chifley	1	0	157500	4845
Chifley	1	0	183750	3768
Chifley	1	0	210000	2456
Chifley	1	0	Inf	4725
Chifley	1	1	7875	29
Chifley	1	1	15750	63
Chifley	1	1	21000	65
Chifley	1	1	26250	152
Chifley	1	1	34125	242
Chifley	1	1	42000	519
Cook				3
Cook			0	9
Cook			7875	5
Cook			15750	3
Cook			21000	5
Cook			26250	7
Cook			34125	6
Cook			42000	19
Cook			52500	49
Cook			65625	55
Cook			78750	54
Cook			91875	36
Cook			105000	32
Cook			131250	72
Cook			157500	56
Cook			183750	37
Cook			210000	19
Cook			Inf	31
Cook	0			470
Cook	0		0	101
Cook	0		7875	25
Cook	0		15750	67
Cook	0		21000	66
Cook	0		26250	127
Cook	0		34125	260
Cook	0		42000	314
Cook	0		52500	434
Cook	0		65625	519
Cook	0		78750	514
Cook	0		91875	454
Cook	0		105000	395
Cook	0		131250	778
Cook	0		157500	385
Cook	0		183750	287
Cook	0		210000	142
Cook	0		Inf	404
Cook	1	0		1977
Cook	1	0	0	462
Cook	1	0	7875	155
Cook	1	0	15750	83
Cook	1	0	21000	57
Cook	1	0	26250	377
Cook	1	0	34125	239
Cook	1	0	42000	1205
Cook	1	0	52500	981
Cook	1	0	65625	1404
Cook	1	0	78750	1751
Cook	1	0	91875	1341
Cook	1	0	105000	1595
Cook	1	0	131250	3799
Cook	1	0	157500	3393
Cook	1	0	183750	3392
Cook	1	0	210000	2519
Cook	1	0	Inf	10010
Cook	1	1	7875	13
Cook	1	1	15750	32
Cook	1	1	21000	16
Cook	1	1	26250	50
Cook	1	1	34125	56
Cook	1	1	42000	123
Cowper				31
Cowper			0	14
Cowper			7875	5
Cowper			15750	7
Cowper			21000	10
Cowper			26250	23
Cowper			34125	28
Cowper			42000	51
Cowper			52500	85
Cowper			65625	95
Cowper			78750	77
Cowper			91875	31
Cowper			105000	34
Cowper			131250	63
Cowper			157500	26
Cowper			183750	15
Cowper			210000	4
Cowper			Inf	8
Cowper	0			875
Cowper	0		0	109
Cowper	0		7875	54
Cowper	0		15750	108
Cowper	0		21000	204
Cowper	0		26250	421
Cowper	0		34125	764
Cowper	0		42000	894
Cowper	0		52500	1088
Cowper	0		65625	1103
Cowper	0		78750	997
Cowper	0		91875	590
Cowper	0		105000	441
Cowper	0		131250	632
Cowper	0		157500	204
Cowper	0		183750	116
Cowper	0		210000	40
Cowper	0		Inf	135
Cowper	1	0		2517
Cowper	1	0	0	375
Cowper	1	0	7875	185
Cowper	1	0	15750	132
Cowper	1	0	21000	114
Cowper	1	0	26250	644
Cowper	1	0	34125	444
Cowper	1	0	42000	3255
Cowper	1	0	52500	2502
Cowper	1	0	65625	2875
Cowper	1	0	78750	3563
Cowper	1	0	91875	2221
Cowper	1	0	105000	2350
Cowper	1	0	131250	4586
Cowper	1	0	157500	3281
Cowper	1	0	183750	2316
Cowper	1	0	210000	1373
Cowper	1	0	Inf	2829
Cowper	1	1	7875	10
Cowper	1	1	15750	27
Cowper	1	1	21000	24
Cowper	1	1	26250	83
Cowper	1	1	34125	80
Cowper	1	1	42000	270
Cunningham				11
Cunningham			0	18
Cunningham			7875	3
Cunningham			15750	10
Cunningham			21000	9
Cunningham			26250	7
Cunningham			34125	13
Cunningham			42000	44
Cunningham			52500	73
Cunningham			65625	76
Cunningham			78750	72
Cunningham			91875	49
Cunningham			105000	50
Cunningham			131250	72
Cunningham			157500	38
Cunningham			183750	25
Cunningham			210000	18
Cunningham			Inf	23
Cunningham	0			597
Cunningham	0		0	101
Cunningham	0		7875	31
Cunningham	0		15750	85
Cunningham	0		21000	176
Cunningham	0		26250	235
Cunningham	0		34125	441
Cunningham	0		42000	502
Cunningham	0		52500	716
Cunningham	0		65625	734
Cunningham	0		78750	694
Cunningham	0		91875	489
Cunningham	0		105000	438
Cunningham	0		131250	739
Cunningham	0		157500	303
Cunningham	0		183750	221
Cunningham	0		210000	83
Cunningham	0		Inf	225
Cunningham	1	0		1875
Cunningham	1	0	0	324
Cunningham	1	0	7875	141
Cunningham	1	0	15750	82
Cunningham	1	0	21000	79
Cunningham	1	0	26250	433
Cunningham	1	0	34125	310
Cunningham	1	0	42000	1681
Cunningham	1	0	52500	1512
Cunningham	1	0	65625	1800
Cunningham	1	0	78750	2204
Cunningham	1	0	91875	1573
Cunningham	1	0	105000	1826
Cunningham	1	0	131250	4204
Cunningham	1	0	157500	3836
Cunningham	1	0	183750	3383
Cunningham	1	0	210000	2467
Cunningham	1	0	Inf	6892
Cunningham	1	1	7875	8
Cunningham	1	1	15750	20
Cunningham	1	1	21000	17
Cunningham	1	1	26250	70
Cunningham	1	1	34125	74
Cunningham	1	1	42000	218
Dobell				17
Dobell			0	9
Dobell			7875	3
Dobell			15750	3
Dobell			21000	7
Dobell			26250	10
Dobell			34125	21
Dobell			42000	41
Dobell			52500	78
Dobell			65625	95
Dobell			78750	83
Dobell			91875	50
Dobell			105000	33
Dobell			131250	75
Dobell			157500	34
Dobell			183750	15
Dobell			210000	12
Dobell			Inf	14
Dobell	0			742
Dobell	0		0	153
Dobell	0		7875	39
Dobell	0		15750	89
Dobell	0		21000	169
Dobell	0		26250	336
Dobell	0		34125	702
Dobell	0		42000	827
Dobell	0		52500	1079
Dobell	0		65625	1169
Dobell	0		78750	971
Dobell	0		91875	639
Dobell	0		105000	565
Dobell	0		131250	858
Dobell	0		157500	399
Dobell	0		183750	179
Dobell	0		210000	84
Dobell	0		Inf	173
Dobell	1	0		2255
Dobell	1	0	0	347
Dobell	1	0	7875	118
Dobell	1	0	15750	83
Dobell	1	0	21000	82
Dobell	1	0	26250	438
Dobell	1	0	34125	292
Dobell	1	0	42000	2105
Dobell	1	0	52500	1672
Dobell	1	0	65625	1980
Dobell	1	0	78750	2596
Dobell	1	0	91875	2000
Dobell	1	0	105000	2239
Dobell	1	0	131250	4941
Dobell	1	0	157500	3962
Dobell	1	0	183750	3061
Dobell	1	0	210000	1847
Dobell	1	0	Inf	4008
Dobell	1	1	7875	11
Dobell	1	1	15750	22
Dobell	1	1	21000	16
Dobell	1	1	26250	45
Dobell	1	1	34125	80
Dobell	1	1	42000	204
Eden-Monaro				11
Eden-Monaro			7875	7
Eden-Monaro			15750	3
Eden-Monaro			21000	3
Eden-Monaro			26250	16
Eden-Monaro			34125	15
Eden-Monaro			42000	20
Eden-Monaro			52500	50
Eden-Monaro			65625	47
Eden-Monaro			78750	53
Eden-Monaro			91875	28
Eden-Monaro			105000	40
Eden-Monaro			131250	67
Eden-Monaro			157500	30
Eden-Monaro			183750	13
Eden-Monaro			210000	7
Eden-Monaro			Inf	18
Eden-Monaro	0			582
Eden-Monaro	0		0	62
Eden-Monaro	0		7875	29
Eden-Monaro	0		15750	66
Eden-Monaro	0		21000	123
Eden-Monaro	0		26250	249
Eden-Monaro	0		34125	432
Eden-Monaro	0		42000	423
Eden-Monaro	0		52500	651
Eden-Monaro	0		65625	598
Eden-Monaro	0		78750	526
Eden-Monaro	0		91875	438
Eden-Monaro	0		105000	386
Eden-Monaro	0		131250	637
Eden-Monaro	0		157500	281
Eden-Monaro	0		183750	190
Eden-Monaro	0		210000	94
Eden-Monaro	0		Inf	203
Eden-Monaro	1	0		2776
Eden-Monaro	1	0	0	357
Eden-Monaro	1	0	7875	161
Eden-Monaro	1	0	15750	99
Eden-Monaro	1	0	21000	76
Eden-Monaro	1	0	26250	464
Eden-Monaro	1	0	34125	337
Eden-Monaro	1	0	42000	1961
Eden-Monaro	1	0	52500	1624
Eden-Monaro	1	0	65625	2027
Eden-Monaro	1	0	78750	2621
Eden-Monaro	1	0	91875	1796
Eden-Monaro	1	0	105000	2106
Eden-Monaro	1	0	131250	4519
Eden-Monaro	1	0	157500	3682
Eden-Monaro	1	0	183750	3247
Eden-Monaro	1	0	210000	2286
Eden-Monaro	1	0	Inf	6851
Eden-Monaro	1	1	7875	14
Eden-Monaro	1	1	15750	23
Eden-Monaro	1	1	21000	16
Eden-Monaro	1	1	26250	49
Eden-Monaro	1	1	34125	72
Eden-Monaro	1	1	42000	170
Farrer				26
Farrer			0	3
Farrer			7875	10
Farrer			15750	7
Farrer			21000	5
Farrer			26250	11
Farrer			34125	30
Farrer			42000	36
Farrer			52500	91
Farrer			65625	72
Farrer			78750	58
Farrer			91875	47
Farrer			105000	41
Farrer			131250	66
Farrer			157500	27
Farrer			183750	17
Farrer			210000	6
Farrer			Inf	12
Farrer	0			666
Farrer	0		0	95
Farrer	0		7875	23
Farrer	0		15750	100
Farrer	0		21000	186
Farrer	0		26250	348
Farrer	0		34125	620
Farrer	0		42000	680
Farrer	0		52500	859
Farrer	0		65625	876
Farrer	0		78750	672
Farrer	0		91875	464
Farrer	0		105000	377
Farrer	0		131250	610
Farrer	0		157500	185
Farrer	0		183750	123
Farrer	0		210000	49
Farrer	0		Inf	98
Farrer	1	0		3248
Farrer	1	0	0	451
Farrer	1	0	7875	169
Farrer	1	0	15750	105
Farrer	1	0	21000	78
Farrer	1	0	26250	545
Farrer	1	0	34125	375
Farrer	1	0	42000	2455
Farrer	1	0	52500	1926
Farrer	1	0	65625	2357
Farrer	1	0	78750	3153
Farrer	1	0	91875	2250
Farrer	1	0	105000	2646
Farrer	1	0	131250	5431
Farrer	1	0	157500	3829
Farrer	1	0	183750	2807
Farrer	1	0	210000	1670
Farrer	1	0	Inf	3255
Farrer	1	1	7875	15
Farrer	1	1	15750	34
Farrer	1	1	21000	32
Farrer	1	1	26250	59
Farrer	1	1	34125	104
Farrer	1	1	42000	238
Fowler				25
Fowler			0	27
Fowler			7875	13
Fowler			15750	13
Fowler			21000	16
Fowler			26250	38
Fowler			34125	28
Fowler			42000	76
Fowler			52500	150
Fowler			65625	130
Fowler			78750	118
Fowler			91875	80
Fowler			105000	79
Fowler			131250	122
Fowler			157500	68
Fowler			183750	24
Fowler			210000	21
Fowler			Inf	19
Fowler	0			655
Fowler	0		0	438
Fowler	0		7875	65
Fowler	0		15750	180
Fowler	0		21000	342
Fowler	0		26250	496
Fowler	0		34125	709
Fowler	0		42000	812
Fowler	0		52500	1079
Fowler	0		65625	1090
Fowler	0		78750	966
Fowler	0		91875	682
Fowler	0		105000	559
Fowler	0		131250	936
Fowler	0		157500	524
Fowler	0		183750	284
Fowler	0		210000	158
Fowler	0		Inf	261
Fowler	1	0		2029
Fowler	1	0	0	949
Fowler	1	0	7875	125
Fowler	1	0	15750	104
Fowler	1	0	21000	140
Fowler	1	0	26250	490
Fowler	1	0	34125	311
Fowler	1	0	42000	2103
Fowler	1	0	52500	2124
Fowler	1	0	65625	2441
Fowler	1	0	78750	2815
Fowler	1	0	91875	2196
Fowler	1	0	105000	2117
Fowler	1	0	131250	4079
Fowler	1	0	157500	2689
Fowler	1	0	183750	2065
Fowler	1	0	210000	1301
Fowler	1	0	Inf	2774
Fowler	1	1	7875	51
Fowler	1	1	15750	115
Fowler	1	1	21000	113
Fowler	1	1	26250	342
Fowler	1	1	34125	426
Fowler	1	1	42000	902
Gilmore				12
Gilmore			0	10
Gilmore			7875	3
Gilmore			15750	3
Gilmore			21000	4
Gilmore			26250	19
Gilmore			34125	22
Gilmore			42000	35
Gilmore			52500	88
Gilmore			65625	92
Gilmore			78750	68
Gilmore			91875	35
Gilmore			105000	34
Gilmore			131250	56
Gilmore			157500	30
Gilmore			183750	12
Gilmore			210000	6
Gilmore			Inf	4
Gilmore	0			647
Gilmore	0		0	89
Gilmore	0		7875	28
Gilmore	0		15750	75
Gilmore	0		21000	145
Gilmore	0		26250	311
Gilmore	0		34125	595
Gilmore	0		42000	640
Gilmore	0		52500	898
Gilmore	0		65625	915
Gilmore	0		78750	749
Gilmore	0		91875	463
Gilmore	0		105000	397
Gilmore	0		131250	529
Gilmore	0		157500	224
Gilmore	0		183750	108
Gilmore	0		210000	64
Gilmore	0		Inf	125
Gilmore	1	0		2634
Gilmore	1	0	0	475
Gilmore	1	0	7875	218
Gilmore	1	0	15750	139
Gilmore	1	0	21000	127
Gilmore	1	0	26250	677
Gilmore	1	0	34125	523
Gilmore	1	0	42000	3475
Gilmore	1	0	52500	2436
Gilmore	1	0	65625	3045
Gilmore	1	0	78750	3718
Gilmore	1	0	91875	2250
Gilmore	1	0	105000	2453
Gilmore	1	0	131250	4819
Gilmore	1	0	157500	3339
Gilmore	1	0	183750	2440
Gilmore	1	0	210000	1461
Gilmore	1	0	Inf	3465
Gilmore	1	1	7875	18
Gilmore	1	1	15750	18
Gilmore	1	1	21000	15
Gilmore	1	1	26250	71
Gilmore	1	1	34125	87
Gilmore	1	1	42000	229
Grayndler				13
Grayndler			0	13
Grayndler			7875	4
Grayndler			15750	12
Grayndler			21000	6
Grayndler			26250	14
Grayndler			34125	18
Grayndler			42000	26
Grayndler			52500	65
Grayndler			65625	62
Grayndler			78750	82
Grayndler			91875	46
Grayndler			105000	66
Grayndler			131250	115
Grayndler			157500	73
Grayndler			183750	59
Grayndler			210000	38
Grayndler			Inf	75
Grayndler	0			400
Grayndler	0		0	102
Grayndler	0		7875	26
Grayndler	0		15750	55
Grayndler	0		21000	81
Grayndler	0		26250	162
Grayndler	0		34125	191
Grayndler	0		42000	218
Grayndler	0		52500	356
Grayndler	0		65625	425
Grayndler	0		78750	431
Grayndler	0		91875	397
Grayndler	0		105000	335
Grayndler	0		131250	783
Grayndler	0		157500	255
Grayndler	0		183750	290
Grayndler	0		210000	94
Grayndler	0		Inf	591
Grayndler	1	0		1452
Grayndler	1	0	0	303
Grayndler	1	0	7875	89
Grayndler	1	0	15750	41
Grayndler	1	0	21000	38
Grayndler	1	0	26250	210
Grayndler	1	0	34125	133
Grayndler	1	0	42000	714
Grayndler	1	0	52500	596
Grayndler	1	0	65625	903
Grayndler	1	0	78750	1206
Grayndler	1	0	91875	907
Grayndler	1	0	105000	1160
Grayndler	1	0	131250	2990
Grayndler	1	0	157500	2832
Grayndler	1	0	183750	2891
Grayndler	1	0	210000	2476
Grayndler	1	0	Inf	13679
Grayndler	1	1	7875	15
Grayndler	1	1	15750	9
Grayndler	1	1	21000	15
Grayndler	1	1	26250	33
Grayndler	1	1	34125	57
Grayndler	1	1	42000	97
Greenway				19
Greenway			0	10
Greenway			7875	4
Greenway			15750	3
Greenway			21000	3
Greenway			26250	20
Greenway			34125	14
Greenway			42000	26
Greenway			52500	65
Greenway			65625	57
Greenway			78750	87
Greenway			91875	50
Greenway			105000	75
Greenway			131250	137
Greenway			157500	77
Greenway			183750	47
Greenway			210000	24
Greenway			Inf	34
Greenway	0			569
Greenway	0		0	158
Greenway	0		7875	40
Greenway	0		15750	86
Greenway	0		21000	146
Greenway	0		26250	252
Greenway	0		34125	387
Greenway	0		42000	405
Greenway	0		52500	581
Greenway	0		65625	687
Greenway	0		78750	710
Greenway	0		91875	514
Greenway	0		105000	533
Greenway	0		131250	955
Greenway	0		157500	448
Greenway	0		183750	306
Greenway	0		210000	151
Greenway	0		Inf	335
Greenway	1	0		2294
Greenway	1	0	0	887
Greenway	1	0	7875	100
Greenway	1	0	15750	89
Greenway	1	0	21000	71
Greenway	1	0	26250	345
Greenway	1	0	34125	260
Greenway	1	0	42000	1235
Greenway	1	0	52500	1224
Greenway	1	0	65625	1861
Greenway	1	0	78750	2312
Greenway	1	0	91875	2163
Greenway	1	0	105000	2270
Greenway	1	0	131250	6353
Greenway	1	0	157500	5363
Greenway	1	0	183750	5195
Greenway	1	0	210000	3757
Greenway	1	0	Inf	9640
Greenway	1	1	7875	27
Greenway	1	1	15750	32
Greenway	1	1	21000	43
Greenway	1	1	26250	98
Greenway	1	1	34125	149
Greenway	1	1	42000	316
Hughes				8
Hughes			0	8
Hughes			15750	10
Hughes			21000	3
Hughes			26250	13
Hughes			34125	9
Hughes			42000	8
Hughes			52500	26
Hughes			65625	35
Hughes			78750	44
Hughes			91875	29
Hughes			105000	32
Hughes			131250	59
Hughes			157500	28
Hughes			183750	19
Hughes			210000	16
Hughes			Inf	18
Hughes	0			442
Hughes	0		0	63
Hughes	0		7875	17
Hughes	0		15750	36
Hughes	0		21000	78
Hughes	0		26250	156
Hughes	0		34125	223
Hughes	0		42000	272
Hughes	0		52500	438
Hughes	0		65625	469
Hughes	0		78750	519
Hughes	0		91875	420
Hughes	0		105000	402
Hughes	0		131250	745
Hughes	0		157500	401
Hughes	0		183750	279
