STE_NAME21	Age	MaxSchoolingCompleted	Sex	adults
New South Wales	55-64	Year 8 or below	F	18510
New South Wales	55-64	Year 8 or below	M	18281
New South Wales	55-64	Year 9	F	26580
New South Wales	55-64	Year 9	M	26098
New South Wales	55-64	Year 10	F	153593
New South Wales	55-64	Year 10	M	148375
New South Wales	55-64	Year 11	F	24552
New South Wales	55-64	Year 11	M	23371
New South Wales	55-64	Year 12	F	236445
New South Wales	55-64	Year 12	M	218038
New South Wales	65-74		F	26555
New South Wales	65-74		M	25844
New South Wales	65-74	Did not go to school	F	8293
New South Wales	65-74	Did not go to school	M	5851
New South Wales	65-74	Year 8 or below	F	32304
New South Wales	65-74	Year 8 or below	M	29903
New South Wales	65-74	Year 9	F	42031
New South Wales	65-74	Year 9	M	36482
New South Wales	65-74	Year 10	F	128700
New South Wales	65-74	Year 10	M	98649
New South Wales	65-74	Year 11	F	16674
New South Wales	65-74	Year 11	M	15859
New South Wales	65-74	Year 12	F	152634
New South Wales	65-74	Year 12	M	168014
New South Wales	75-84		F	26073
New South Wales	75-84		M	21258
New South Wales	75-84	Did not go to school	F	7294
New South Wales	75-84	Did not go to school	M	4523
New South Wales	75-84	Year 8 or below	F	29974
New South Wales	75-84	Year 8 or below	M	26533
New South Wales	75-84	Year 9	F	30257
New South Wales	75-84	Year 9	M	25983
New South Wales	75-84	Year 10	F	72835
New South Wales	75-84	Year 10	M	52368
New South Wales	75-84	Year 11	F	9514
New South Wales	75-84	Year 11	M	8203
New South Wales	75-84	Year 12	F	63993
New South Wales	75-84	Year 12	M	72247
New South Wales	85+		F	22444
New South Wales	85+		M	11985
New South Wales	85+	Did not go to school	F	5041
New South Wales	85+	Did not go to school	M	2440
New South Wales	85+	Year 8 or below	F	20246
New South Wales	85+	Year 8 or below	M	12755
New South Wales	85+	Year 9	F	15392
New South Wales	85+	Year 9	M	8419
New South Wales	85+	Year 10	F	26026
New South Wales	85+	Year 10	M	14059
New South Wales	85+	Year 11	F	3167
New South Wales	85+	Year 11	M	2228
New South Wales	85+	Year 12	F	20401
New South Wales	85+	Year 12	M	19126
Victoria	15-19		F	7699
Victoria	15-19		M	8395
Victoria	15-19	Did not go to school	F	162
Victoria	15-19	Did not go to school	M	247
Victoria	15-19	Year 8 or below	F	744
Victoria	15-19	Year 8 or below	M	1371
Victoria	15-19	Year 9	F	1657
Victoria	15-19	Year 9	M	3097
Victoria	15-19	Year 10	F	5122
Victoria	15-19	Year 10	M	9972
Victoria	15-19	Year 11	F	5057
Victoria	15-19	Year 11	M	8795
Victoria	15-19	Year 12	F	46128
Victoria	15-19	Year 12	M	41732
Victoria	20-24		F	10096
Victoria	20-24		M	11894
Victoria	20-24	Did not go to school	F	699
Victoria	20-24	Did not go to school	M	1018
Victoria	20-24	Year 8 or below	F	964
Victoria	20-24	Year 8 or below	M	1535
Victoria	20-24	Year 9	F	1733
Victoria	20-24	Year 9	M	3054
Victoria	20-24	Year 10	F	7800
Victoria	20-24	Year 10	M	13557
Victoria	20-24	Year 11	F	9538
Victoria	20-24	Year 11	M	15624
Victoria	20-24	Year 12	F	168528
Victoria	20-24	Year 12	M	163340
Victoria	25-34		F	27118
Victoria	25-34		M	30070
Victoria	25-34	Did not go to school	F	3290
Victoria	25-34	Did not go to school	M	3973
Victoria	25-34	Year 8 or below	F	3885
Victoria	25-34	Year 8 or below	M	5489
Victoria	25-34	Year 9	F	5806
Victoria	25-34	Year 9	M	10079
Victoria	25-34	Year 10	F	23668
Victoria	25-34	Year 10	M	39365
Victoria	25-34	Year 11	F	23347
Victoria	25-34	Year 11	M	34209
Victoria	25-34	Year 12	F	405021
Victoria	25-34	Year 12	M	359307
Victoria	35-44		F	22894
Victoria	35-44		M	24945
Victoria	35-44	Did not go to school	F	4205
Victoria	35-44	Did not go to school	M	4133
Victoria	35-44	Year 8 or below	F	5715
Victoria	35-44	Year 8 or below	M	7169
Victoria	35-44	Year 9	F	7366
Victoria	35-44	Year 9	M	11845
Victoria	35-44	Year 10	F	25775
Victoria	35-44	Year 10	M	42084
Victoria	35-44	Year 11	F	22470
Victoria	35-44	Year 11	M	31859
Victoria	35-44	Year 12	F	377224
Victoria	35-44	Year 12	M	330259
Victoria	45-54		F	19271
Victoria	45-54		M	21727
Victoria	45-54	Did not go to school	F	5247
Victoria	45-54	Did not go to school	M	4419
Victoria	45-54	Year 8 or below	F	8123
Victoria	45-54	Year 8 or below	M	8308
Victoria	45-54	Year 9	F	12507
Victoria	45-54	Year 9	M	16977
Victoria	45-54	Year 10	F	41142
Victoria	45-54	Year 10	M	55800
Victoria	45-54	Year 11	F	50829
Victoria	45-54	Year 11	M	57000
Victoria	45-54	Year 12	F	287050
Victoria	45-54	Year 12	M	237724
Victoria	55-64		F	18664
Victoria	55-64		M	20015
Victoria	55-64	Did not go to school	F	6531
Victoria	55-64	Did not go to school	M	4985
Victoria	55-64	Year 8 or below	F	13976
Victoria	55-64	Year 8 or below	M	12911
Victoria	55-64	Year 9	F	21374
Victoria	55-64	Year 9	M	23311
Victoria	55-64	Year 10	F	59708
Victoria	55-64	Year 10	M	68668
Victoria	55-64	Year 11	F	70262
Victoria	55-64	Year 11	M	65351
Victoria	55-64	Year 12	F	194422
Victoria	55-64	Year 12	M	165692
Victoria	65-74		F	20260
Victoria	65-74		M	18988
Victoria	65-74	Did not go to school	F	6641
Victoria	65-74	Did not go to school	M	4604
Victoria	65-74	Year 8 or below	F	29530
Victoria	65-74	Year 8 or below	M	22613
Victoria	65-74	Year 9	F	28122
Victoria	65-74	Year 9	M	25470
Victoria	65-74	Year 10	F	62230
Victoria	65-74	Year 10	M	52730
Victoria	65-74	Year 11	F	46450
Victoria	65-74	Year 11	M	38735
Victoria	65-74	Year 12	F	122999
Victoria	65-74	Year 12	M	125635
Victoria	75-84		F	18961
Victoria	75-84		M	15411
Victoria	75-84	Did not go to school	F	6592
Victoria	75-84	Did not go to school	M	4059
Victoria	75-84	Year 8 or below	F	37164
Victoria	75-84	Year 8 or below	M	28097
Victoria	75-84	Year 9	F	19483
Victoria	75-84	Year 9	M	17849
Victoria	75-84	Year 10	F	35777
Victoria	75-84	Year 10	M	27937
Victoria	75-84	Year 11	F	19327
Victoria	75-84	Year 11	M	13683
Victoria	75-84	Year 12	F	47434
Victoria	75-84	Year 12	M	52751
Victoria	85+		F	15244
Victoria	85+		M	8205
Victoria	85+	Did not go to school	F	4399
Victoria	85+	Did not go to school	M	2139
Victoria	85+	Year 8 or below	F	23632
Victoria	85+	Year 8 or below	M	14262
Victoria	85+	Year 9	F	9197
Victoria	85+	Year 9	M	5405
Victoria	85+	Year 10	F	12877
Victoria	85+	Year 10	M	7513
Victoria	85+	Year 11	F	5853
Victoria	85+	Year 11	M	3422
Victoria	85+	Year 12	F	16196
Victoria	85+	Year 12	M	14030
Queensland	15-19		F	7846
Queensland	15-19		M	8515
Queensland	15-19	Did not go to school	F	134
Queensland	15-19	Did not go to school	M	174
Queensland	15-19	Year 8 or below	F	582
Queensland	15-19	Year 8 or below	M	1022
Queensland	15-19	Year 9	F	2081
Queensland	15-19	Year 9	M	3244
Queensland	15-19	Year 10	F	7236
Queensland	15-19	Year 10	M	10806
Queensland	15-19	Year 11	F	4355
Queensland	15-19	Year 11	M	6225
Queensland	15-19	Year 12	F	45802
Queensland	15-19	Year 12	M	43405
Queensland	20-24		F	10273
Queensland	20-24		M	12052
Queensland	20-24	Did not go to school	F	357
Queensland	20-24	Did not go to school	M	415
Queensland	20-24	Year 8 or below	F	559
Queensland	20-24	Year 8 or below	M	871
Queensland	20-24	Year 9	F	1489
Queensland	20-24	Year 9	M	2193
Queensland	20-24	Year 10	F	8812
Queensland	20-24	Year 10	M	12022
Queensland	20-24	Year 11	F	6401
Queensland	20-24	Year 11	M	8650
Queensland	20-24	Year 12	F	132747
Queensland	20-24	Year 12	M	126438
Queensland	25-34		F	23992
Queensland	25-34		M	28036
Queensland	25-34	Did not go to school	F	1502
Queensland	25-34	Did not go to school	M	1732
Queensland	25-34	Year 8 or below	F	2010
Queensland	25-34	Year 8 or below	M	2828
Queensland	25-34	Year 9	F	4870
Queensland	25-34	Year 9	M	6781
Queensland	25-34	Year 10	F	30117
Queensland	25-34	Year 10	M	41993
Queensland	25-34	Year 11	F	18379
Queensland	25-34	Year 11	M	21654
Queensland	25-34	Year 12	F	276570
Queensland	25-34	Year 12	M	240823
Queensland	35-44		F	20139
Queensland	35-44		M	24513
Queensland	35-44	Did not go to school	F	1818
Queensland	35-44	Did not go to school	M	1633
Queensland	35-44	Year 8 or below	F	2986
Queensland	35-44	Year 8 or below	M	3977
Queensland	35-44	Year 9	F	6301
Queensland	35-44	Year 9	M	8925
Queensland	35-44	Year 10	F	35548
Queensland	35-44	Year 10	M	47867
Queensland	35-44	Year 11	F	19662
Queensland	35-44	Year 11	M	22386
Queensland	35-44	Year 12	F	266767
Queensland	35-44	Year 12	M	224912
Queensland	45-54		F	18402
Queensland	45-54		M	23652
Queensland	45-54	Did not go to school	F	2099
Queensland	45-54	Did not go to school	M	1821
Queensland	45-54	Year 8 or below	F	4471
Queensland	45-54	Year 8 or below	M	5738
Queensland	45-54	Year 9	F	9460
Queensland	45-54	Year 9	M	12392
Queensland	45-54	Year 10	F	66679
Queensland	45-54	Year 10	M	74769
Queensland	45-54	Year 11	F	26707
Queensland	45-54	Year 11	M	26805
Queensland	45-54	Year 12	F	217269
Queensland	45-54	Year 12	M	183495
Queensland	55-64		F	17268
Queensland	55-64		M	20817
Queensland	55-64	Did not go to school	F	2158
Queensland	55-64	Did not go to school	M	1963
Queensland	55-64	Year 8 or below	F	7644
Queensland	55-64	Year 8 or below	M	9514
Queensland	55-64	Year 9	F	15233
Queensland	55-64	Year 9	M	17545
Queensland	55-64	Year 10	F	109673
Queensland	55-64	Year 10	M	103169
Queensland	55-64	Year 11	F	26573
Queensland	55-64	Year 11	M	25537
Queensland	55-64	Year 12	F	137416
Queensland	55-64	Year 12	M	120449
Queensland	65-74		F	16652
Queensland	65-74		M	17371
Queensland	65-74	Did not go to school	F	1918
Queensland	65-74	Did not go to school	M	1705
Queensland	65-74	Year 8 or below	F	18817
Queensland	65-74	Year 8 or below	M	19265
Queensland	65-74	Year 9	F	17855
Queensland	65-74	Year 9	M	17494
Queensland	65-74	Year 10	F	100810
Queensland	65-74	Year 10	M	81124
Queensland	65-74	Year 11	F	16495
Queensland	65-74	Year 11	M	15424
Queensland	65-74	Year 12	F	85349
Queensland	65-74	Year 12	M	92896
Queensland	75-84		F	15302
Queensland	75-84		M	12812
Queensland	75-84	Did not go to school	F	1458
Queensland	75-84	Did not go to school	M	1219
Queensland	75-84	Year 8 or below	F	25777
Queensland	75-84	Year 8 or below	M	23846
Queensland	75-84	Year 9	F	11256
Queensland	75-84	Year 9	M	10033
Queensland	75-84	Year 10	F	46439
Queensland	75-84	Year 10	M	35054
Queensland	75-84	Year 11	F	7234
Queensland	75-84	Year 11	M	6308
Queensland	75-84	Year 12	F	36370
Queensland	75-84	Year 12	M	41715
Queensland	85+		F	11505
Queensland	85+		M	6276
Queensland	85+	Did not go to school	F	992
Queensland	85+	Did not go to school	M	613
Queensland	85+	Year 8 or below	F	15154
Queensland	85+	Year 8 or below	M	9324
Queensland	85+	Year 9	F	4643
Queensland	85+	Year 9	M	3026
Queensland	85+	Year 10	F	14520
Queensland	85+	Year 10	M	7898
Queensland	85+	Year 11	F	1877
Queensland	85+	Year 11	M	1380
Queensland	85+	Year 12	F	10395
Queensland	85+	Year 12	M	9469
South Australia	15-19		F	1852
South Australia	15-19		M	1995
South Australia	15-19	Did not go to school	F	34
South Australia	15-19	Did not go to school	M	52
South Australia	15-19	Year 8 or below	F	148
South Australia	15-19	Year 8 or below	M	278
South Australia	15-19	Year 9	F	374
South Australia	15-19	Year 9	M	610
South Australia	15-19	Year 10	F	1254
South Australia	15-19	Year 10	M	2114
South Australia	15-19	Year 11	F	1792
South Australia	15-19	Year 11	M	3160
South Australia	15-19	Year 12	F	13622
South Australia	15-19	Year 12	M	12705
South Australia	20-24		F	2204
South Australia	20-24		M	2669
South Australia	20-24	Did not go to school	F	103
South Australia	20-24	Did not go to school	M	191
South Australia	20-24	Year 8 or below	F	186
South Australia	20-24	Year 8 or below	M	348
South Australia	20-24	Year 9	F	421
South Australia	20-24	Year 9	M	573
South Australia	20-24	Year 10	F	2146
South Australia	20-24	Year 10	M	3315
South Australia	20-24	Year 11	F	3965
South Australia	20-24	Year 11	M	6392
South Australia	20-24	Year 12	F	43705
South Australia	20-24	Year 12	M	42427
South Australia	25-34		F	5307
South Australia	25-34		M	6274
South Australia	25-34	Did not go to school	F	688
South Australia	25-34	Did not go to school	M	711
South Australia	25-34	Year 8 or below	F	926
South Australia	25-34	Year 8 or below	M	1210
South Australia	25-34	Year 9	F	1597
South Australia	25-34	Year 9	M	2401
South Australia	25-34	Year 10	F	7765
South Australia	25-34	Year 10	M	11472
South Australia	25-34	Year 11	F	10471
South Australia	25-34	Year 11	M	15715
South Australia	25-34	Year 12	F	90744
South Australia	25-34	Year 12	M	79755
South Australia	35-44		F	4726
South Australia	35-44		M	5885
South Australia	35-44	Did not go to school	F	1062
South Australia	35-44	Did not go to school	M	979
South Australia	35-44	Year 8 or below	F	1384
South Australia	35-44	Year 8 or below	M	1680
South Australia	35-44	Year 9	F	2181
South Australia	35-44	Year 9	M	3067
South Australia	35-44	Year 10	F	9277
South Australia	35-44	Year 10	M	13254
South Australia	35-44	Year 11	F	11992
South Australia	35-44	Year 11	M	15977
South Australia	35-44	Year 12	F	84076
South Australia	35-44	Year 12	M	70942
South Australia	45-54		F	4697
South Australia	45-54		M	5845
South Australia	45-54	Did not go to school	F	1400
South Australia	45-54	Did not go to school	M	1153
South Australia	45-54	Year 8 or below	F	1568
South Australia	45-54	Year 8 or below	M	1876
South Australia	45-54	Year 9	F	2750
South Australia	45-54	Year 9	M	3758
South Australia	45-54	Year 10	F	12317
South Australia	45-54	Year 10	M	15635
South Australia	45-54	Year 11	F	20301
South Australia	45-54	Year 11	M	22646
South Australia	45-54	Year 12	F	70514
South Australia	45-54	Year 12	M	60043
South Australia	55-64		F	4964
South Australia	55-64		M	5869
South Australia	55-64	Did not go to school	F	1324
South Australia	55-64	Did not go to school	M	1137
South Australia	55-64	Year 8 or below	F	2727
South Australia	55-64	Year 8 or below	M	3240
South Australia	55-64	Year 9	F	5047
South Australia	55-64	Year 9	M	6144
South Australia	55-64	Year 10	F	20483
South Australia	55-64	Year 10	M	21824
South Australia	55-64	Year 11	F	30161
South Australia	55-64	Year 11	M	28189
South Australia	55-64	Year 12	F	51630
South Australia	55-64	Year 12	M	44292
South Australia	65-74		F	5683
South Australia	65-74		M	5346
South Australia	65-74	Did not go to school	F	1173
South Australia	65-74	Did not go to school	M	955
South Australia	65-74	Year 8 or below	F	7047
South Australia	65-74	Year 8 or below	M	6842
South Australia	65-74	Year 9	F	6633
South Australia	65-74	Year 9	M	6275
South Australia	65-74	Year 10	F	25966
South Australia	65-74	Year 10	M	19950
South Australia	65-74	Year 11	F	21661
South Australia	65-74	Year 11	M	19142
South Australia	65-74	Year 12	F	33874
South Australia	65-74	Year 12	M	35687
South Australia	75-84		F	5561
South Australia	75-84		M	4254
South Australia	75-84	Did not go to school	F	1204
South Australia	75-84	Did not go to school	M	767
South Australia	75-84	Year 8 or below	F	10335
South Australia	75-84	Year 8 or below	M	8669
South Australia	75-84	Year 9	F	6124
South Australia	75-84	Year 9	M	4567
South Australia	75-84	Year 10	F	15406
South Australia	75-84	Year 10	M	11400
South Australia	75-84	Year 11	F	7362
South Australia	75-84	Year 11	M	6428
South Australia	75-84	Year 12	F	14696
South Australia	75-84	Year 12	M	15828
South Australia	85+		F	3938
South Australia	85+		M	2204
South Australia	85+	Did not go to school	F	992
South Australia	85+	Did not go to school	M	474
South Australia	85+	Year 8 or below	F	7799
South Australia	85+	Year 8 or below	M	4636
South Australia	85+	Year 9	F	3178
South Australia	85+	Year 9	M	1781
South Australia	85+	Year 10	F	5593
South Australia	85+	Year 10	M	3230
South Australia	85+	Year 11	F	2459
South Australia	85+	Year 11	M	1543
South Australia	85+	Year 12	F	5122
South Australia	85+	Year 12	M	4337
Western Australia	15-19		F	3399
Western Australia	15-19		M	3751
Western Australia	15-19	Did not go to school	F	60
Western Australia	15-19	Did not go to school	M	82
Western Australia	15-19	Year 8 or below	F	324
Western Australia	15-19	Year 8 or below	M	410
Western Australia	15-19	Year 9	F	1089
Western Australia	15-19	Year 9	M	1463
Western Australia	15-19	Year 10	F	3746
Western Australia	15-19	Year 10	M	5307
Western Australia	15-19	Year 11	F	2594
Western Australia	15-19	Year 11	M	4146
Western Australia	15-19	Year 12	F	22215
Western Australia	15-19	Year 12	M	21173
Western Australia	20-24		F	4484
Western Australia	20-24		M	5618
Western Australia	20-24	Did not go to school	F	122
Western Australia	20-24	Did not go to school	M	182
Western Australia	20-24	Year 8 or below	F	272
Western Australia	20-24	Year 8 or below	M	403
Western Australia	20-24	Year 9	F	776
Western Australia	20-24	Year 9	M	1054
Western Australia	20-24	Year 10	F	5609
Western Australia	20-24	Year 10	M	7714
Western Australia	20-24	Year 11	F	4481
Western Australia	20-24	Year 11	M	6405
Western Australia	20-24	Year 12	F	61825
Western Australia	20-24	Year 12	M	59606
Western Australia	25-34		F	11677
Western Australia	25-34		M	15935
Western Australia	25-34	Did not go to school	F	720
Western Australia	25-34	Did not go to school	M	857
Western Australia	25-34	Year 8 or below	F	1009
Western Australia	25-34	Year 8 or below	M	1253
Western Australia	25-34	Year 9	F	1978
Western Australia	25-34	Year 9	M	2964
Western Australia	25-34	Year 10	F	17587
Western Australia	25-34	Year 10	M	24676
Western Australia	25-34	Year 11	F	13276
Western Australia	25-34	Year 11	M	17042
Western Australia	25-34	Year 12	F	142029
Western Australia	25-34	Year 12	M	121096
Western Australia	35-44		F	10190
Western Australia	35-44		M	15351
Western Australia	35-44	Did not go to school	F	1094
Western Australia	35-44	Did not go to school	M	1075
Western Australia	35-44	Year 8 or below	F	1644
Western Australia	35-44	Year 8 or below	M	1706
Western Australia	35-44	Year 9	F	2663
Western Australia	35-44	Year 9	M	3741
Western Australia	35-44	Year 10	F	20333
Western Australia	35-44	Year 10	M	27525
Western Australia	35-44	Year 11	F	14178
Western Australia	35-44	Year 11	M	17761
Western Australia	35-44	Year 12	F	140546
Western Australia	35-44	Year 12	M	121439
Western Australia	45-54		F	8965
Western Australia	45-54		M	14068
Western Australia	45-54	Did not go to school	F	1256
Western Australia	45-54	Did not go to school	M	1261
Western Australia	45-54	Year 8 or below	F	2262
Western Australia	45-54	Year 8 or below	M	2210
Western Australia	45-54	Year 9	F	3415
Western Australia	45-54	Year 9	M	4697
Western Australia	45-54	Year 10	F	32707
Western Australia	45-54	Year 10	M	38131
Western Australia	45-54	Year 11	F	18263
Western Australia	45-54	Year 11	M	18329
Western Australia	45-54	Year 12	F	107543
Western Australia	45-54	Year 12	M	94937
Western Australia	55-64		F	8258
Western Australia	55-64		M	11565
Western Australia	55-64	Did not go to school	F	1388
Western Australia	55-64	Did not go to school	M	1163
Western Australia	55-64	Year 8 or below	F	3338
Western Australia	55-64	Year 8 or below	M	3372
Western Australia	55-64	Year 9	F	5260
Western Australia	55-64	Year 9	M	6556
Western Australia	55-64	Year 10	F	42308
Western Australia	55-64	Year 10	M	46695
Western Australia	55-64	Year 11	F	19875
Western Australia	55-64	Year 11	M	15256
Western Australia	55-64	Year 12	F	78298
Western Australia	55-64	Year 12	M	69909
Western Australia	65-74		F	8143
Western Australia	65-74		M	8276
Western Australia	65-74	Did not go to school	F	1272
Western Australia	65-74	Did not go to school	M	965
Western Australia	65-74	Year 8 or below	F	6302
Western Australia	65-74	Year 8 or below	M	6089
Western Australia	65-74	Year 9	F	7607
Western Australia	65-74	Year 9	M	7804
Western Australia	65-74	Year 10	F	42523
Western Australia	65-74	Year 10	M	36069
Western Australia	65-74	Year 11	F	11217
Western Australia	65-74	Year 11	M	8415
Western Australia	65-74	Year 12	F	49964
Western Australia	65-74	Year 12	M	52580
Western Australia	75-84		F	7494
Western Australia	75-84		M	6092
Western Australia	75-84	Did not go to school	F	1085
Western Australia	75-84	Did not go to school	M	791
Western Australia	75-84	Year 8 or below	F	7908
Western Australia	75-84	Year 8 or below	M	7302
Western Australia	75-84	Year 9	F	6412
Western Australia	75-84	Year 9	M	5759
Western Australia	75-84	Year 10	F	20403
Western Australia	75-84	Year 10	M	15760
Western Australia	75-84	Year 11	F	4406
Western Australia	75-84	Year 11	M	3577
Western Australia	75-84	Year 12	F	21271
Western Australia	75-84	Year 12	M	22763
Western Australia	85+		F	5902
Western Australia	85+		M	3264
Western Australia	85+	Did not go to school	F	907
Western Australia	85+	Did not go to school	M	447
Western Australia	85+	Year 8 or below	F	5466
Western Australia	85+	Year 8 or below	M	3698
Western Australia	85+	Year 9	F	3248
Western Australia	85+	Year 9	M	2042
Western Australia	85+	Year 10	F	7068
Western Australia	85+	Year 10	M	3832
Western Australia	85+	Year 11	F	1181
Western Australia	85+	Year 11	M	761
Western Australia	85+	Year 12	F	6661
Western Australia	85+	Year 12	M	5602
Tasmania	15-19		F	659
Tasmania	15-19		M	761
Tasmania	15-19	Did not go to school	F	17
Tasmania	15-19	Did not go to school	M	19
Tasmania	15-19	Year 8 or below	F	76
Tasmania	15-19	Year 8 or below	M	103
Tasmania	15-19	Year 9	F	158
Tasmania	15-19	Year 9	M	215
Tasmania	15-19	Year 10	F	1034
Tasmania	15-19	Year 10	M	1821
Tasmania	15-19	Year 11	F	931
Tasmania	15-19	Year 11	M	1160
Tasmania	15-19	Year 12	F	3154
Tasmania	15-19	Year 12	M	2855
Tasmania	20-24		F	788
Tasmania	20-24		M	871
Tasmania	20-24	Did not go to school	F	35
Tasmania	20-24	Did not go to school	M	32
Tasmania	20-24	Year 8 or below	F	77
Tasmania	20-24	Year 8 or below	M	112
Tasmania	20-24	Year 9	F	139
Tasmania	20-24	Year 9	M	173
Tasmania	20-24	Year 10	F	1703
Tasmania	20-24	Year 10	M	2590
Tasmania	20-24	Year 11	F	1389
Tasmania	20-24	Year 11	M	1609
Tasmania	20-24	Year 12	F	11069
Tasmania	20-24	Year 12	M	10403
Tasmania	25-34		F	1998
Tasmania	25-34		M	2238
Tasmania	25-34	Did not go to school	F	163
Tasmania	25-34	Did not go to school	M	180
Tasmania	25-34	Year 8 or below	F	256
Tasmania	25-34	Year 8 or below	M	317
Tasmania	25-34	Year 9	F	411
Tasmania	25-34	Year 9	M	600
Tasmania	25-34	Year 10	F	5303
Tasmania	25-34	Year 10	M	7235
Tasmania	25-34	Year 11	F	3314
Tasmania	25-34	Year 11	M	3254
Tasmania	25-34	Year 12	F	26828
Tasmania	25-34	Year 12	M	24524
Tasmania	35-44		F	1630
Tasmania	35-44		M	1872
Tasmania	35-44	Did not go to school	F	164
Tasmania	35-44	Did not go to school	M	162
Tasmania	35-44	Year 8 or below	F	279
Tasmania	35-44	Year 8 or below	M	346
Tasmania	35-44	Year 9	F	409
Tasmania	35-44	Year 9	M	616
Tasmania	35-44	Year 10	F	6078
Tasmania	35-44	Year 10	M	7268
Tasmania	35-44	Year 11	F	3158
Tasmania	35-44	Year 11	M	3207
Tasmania	35-44	Year 12	F	22323
Tasmania	35-44	Year 12	M	18405
Tasmania	45-54		F	1636
Tasmania	45-54		M	1950
Tasmania	45-54	Did not go to school	F	221
Tasmania	45-54	Did not go to school	M	191
Tasmania	45-54	Year 8 or below	F	353
Tasmania	45-54	Year 8 or below	M	514
Tasmania	45-54	Year 9	F	994
Tasmania	45-54	Year 9	M	1317
Tasmania	45-54	Year 10	F	11653
Tasmania	45-54	Year 10	M	12697
Tasmania	45-54	Year 11	F	3514
Tasmania	45-54	Year 11	M	2903
Tasmania	45-54	Year 12	F	17491
Tasmania	45-54	Year 12	M	13742
Tasmania	55-64		F	2026
Tasmania	55-64		M	2175
Tasmania	55-64	Did not go to school	F	177
Tasmania	55-64	Did not go to school	M	197
Tasmania	55-64	Year 8 or below	F	746
Tasmania	55-64	Year 8 or below	M	1060
Tasmania	55-64	Year 9	F	2433
Tasmania	55-64	Year 9	M	2984
Tasmania	55-64	Year 10	F	15755
Tasmania	55-64	Year 10	M	16056
Tasmania	55-64	Year 11	F	3211
Tasmania	55-64	Year 11	M	2205
Tasmania	55-64	Year 12	F	14668
Tasmania	55-64	Year 12	M	11668
Tasmania	65-74		F	2384
Tasmania	65-74		M	2363
Tasmania	65-74	Did not go to school	F	146
Tasmania	65-74	Did not go to school	M	184
Tasmania	65-74	Year 8 or below	F	1490
Tasmania	65-74	Year 8 or below	M	2009
Tasmania	65-74	Year 9	F	4623
Tasmania	65-74	Year 9	M	4508
Tasmania	65-74	Year 10	F	12791
Tasmania	65-74	Year 10	M	10978
