STE_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Victoria	NZ	0	1	8210
Victoria	NZ	1	0	6110
Victoria	NZ	1	1	3764
Victoria	(Other)			6188
Victoria	(Other)	0	0	819441
Victoria	(Other)	0	1	60480
Victoria	(Other)	1	0	49639
Victoria	(Other)	1	1	78623
Victoria	Polish			349
Victoria	Polish	0	0	35549
Victoria	Polish	0	1	6602
Victoria	Polish	1	0	4817
Victoria	Polish	1	1	15250
Victoria	Russian			163
Victoria	Russian	0	0	19582
Victoria	Russian	0	1	1929
Victoria	Russian	1	0	1962
Victoria	Russian	1	1	3755
Victoria	Samoan			238
Victoria	Samoan	0	0	19883
Victoria	Samoan	0	1	1776
Victoria	Samoan	1	0	815
Victoria	Samoan	1	1	373
Victoria	Scottish			3355
Victoria	Scottish	0	0	87418
Victoria	Scottish	0	1	42929
Victoria	Scottish	1	0	32372
Victoria	Scottish	1	1	368383
Victoria	Serbian			237
Victoria	Serbian	0	0	22829
Victoria	Serbian	0	1	2511
Victoria	Serbian	1	0	1525
Victoria	Serbian	1	1	3030
Victoria	South African			107
Victoria	South African	0	0	18821
Victoria	South African	0	1	3254
Victoria	South African	1	0	2572
Victoria	South African	1	1	1328
Victoria	Spanish			163
Victoria	Spanish	0	0	20693
Victoria	Spanish	0	1	1892
Victoria	Spanish	1	0	1576
Victoria	Spanish	1	1	4530
Victoria	Sri Lankan			175
Victoria	Sri Lankan	0	0	42711
Victoria	Sri Lankan	0	1	3192
Victoria	Sri Lankan	1	0	2202
Victoria	Sri Lankan	1	1	2509
Victoria	Vietnamese			563
Victoria	Vietnamese	0	0	112735
Victoria	Vietnamese	0	1	2017
Victoria	Vietnamese	1	0	3938
Victoria	Vietnamese	1	1	1884
Victoria	Welsh			138
Victoria	Welsh	0	0	11613
Victoria	Welsh	0	1	3552
Victoria	Welsh	1	0	2484
Victoria	Welsh	1	1	14246
Queensland				296876
Queensland		0	0	22165
Queensland		0	1	2929
Queensland		1	0	2625
Queensland		1	1	29567
Queensland	Australian			15859
Queensland	Australian		1	1323971
Queensland	Australian	0	0	44832
Queensland	Australian	0	1	186623
Queensland	Australian	1	0	153371
Queensland	Australian Aboriginal			2885
Queensland	Australian Aboriginal	0	0	1503
Queensland	Australian Aboriginal	0	1	10113
Queensland	Australian Aboriginal	1	0	5953
Queensland	Australian Aboriginal	1	1	185464
Queensland	Chinese			863
Queensland	Chinese	0	0	134100
Queensland	Chinese	0	1	3911
Queensland	Chinese	1	0	7057
Queensland	Chinese	1	1	14136
Queensland	Croatian			108
Queensland	Croatian	0	0	9105
Queensland	Croatian	0	1	2143
Queensland	Croatian	1	0	1061
Queensland	Croatian	1	1	4364
Queensland	Dutch			416
Queensland	Dutch	0	0	37200
Queensland	Dutch	0	1	11958
Queensland	Dutch	1	0	7727
Queensland	Dutch	1	1	23527
Queensland	English			17077
Queensland	English	0	0	428105
Queensland	English	0	1	166701
Queensland	English	1	0	129189
Queensland	English	1	1	1218807
Queensland	Filipino			451
Queensland	Filipino	0	0	58006
Queensland	Filipino	0	1	1925
Queensland	Filipino	1	0	10653
Queensland	Filipino	1	1	2773
Queensland	French			181
Queensland	French	0	0	17387
Queensland	French	0	1	2940
Queensland	French	1	0	2250
Queensland	French	1	1	10377
Queensland	German			2064
Queensland	German	0	0	55309
Queensland	German	0	1	19670
Queensland	German	1	0	14642
Queensland	German	1	1	218045
Queensland	Greek			193
Queensland	Greek	0	0	11495
Queensland	Greek	0	1	4694
Queensland	Greek	1	0	2211
Queensland	Greek	1	1	14118
Queensland	Hungarian			91
Queensland	Hungarian	0	0	8539
Queensland	Hungarian	0	1	1867
Queensland	Hungarian	1	0	930
Queensland	Hungarian	1	1	3019
Queensland	Indian			251
Queensland	Indian	0	0	85650
Queensland	Indian	0	1	3013
Queensland	Indian	1	0	2054
Queensland	Indian	1	1	2682
Queensland	Irish			3520
Queensland	Irish	0	0	89904
Queensland	Irish	0	1	37238
Queensland	Irish	1	0	26521
Queensland	Irish	1	1	410745
Queensland	Italian			978
Queensland	Italian	0	0	46457
Queensland	Italian	0	1	17867
Queensland	Italian	1	0	8314
Queensland	Italian	1	1	78958
Queensland	Korean			56
Queensland	Korean	0	0	23684
Queensland	Korean	0	1	206
Queensland	Korean	1	0	1169
Queensland	Korean	1	1	270
Queensland	Lebanese			37
Queensland	Lebanese	0	0	3750
Queensland	Lebanese	0	1	1335
Queensland	Lebanese	1	0	658
Queensland	Lebanese	1	1	3643
Queensland	Macedonian			15
Queensland	Macedonian	0	0	2024
Queensland	Macedonian	0	1	409
Queensland	Macedonian	1	0	258
Queensland	Macedonian	1	1	633
Queensland	Maltese			134
Queensland	Maltese	0	0	6452
Queensland	Maltese	0	1	3050
Queensland	Maltese	1	0	1712
Queensland	Maltese	1	1	10770
Queensland	Maori			456
Queensland	Maori	0	0	48058
Queensland	Maori	0	1	7547
Queensland	Maori	1	0	5394
Queensland	Maori	1	1	3584
Queensland	NZ			449
Queensland	NZ	0	0	37620
Queensland	NZ	0	1	13638
Queensland	NZ	1	0	10002
Queensland	NZ	1	1	5549
Queensland	(Other)			4813
Queensland	(Other)	0	0	369897
Queensland	(Other)	0	1	43833
Queensland	(Other)	1	0	42412
Queensland	(Other)	1	1	104096
Queensland	Polish			182
Queensland	Polish	0	0	16292
Queensland	Polish	0	1	3393
Queensland	Polish	1	0	2632
Queensland	Polish	1	1	10313
Queensland	Russian			141
Queensland	Russian	0	0	10327
Queensland	Russian	0	1	1405
Queensland	Russian	1	0	1419
Queensland	Russian	1	1	4280
Queensland	Samoan			336
Queensland	Samoan	0	0	29330
Queensland	Samoan	0	1	3199
Queensland	Samoan	1	0	1537
Queensland	Samoan	1	1	835
Queensland	Scottish			2992
Queensland	Scottish	0	0	108968
Queensland	Scottish	0	1	41066
Queensland	Scottish	1	0	30939
Queensland	Scottish	1	1	343045
Queensland	Serbian			77
Queensland	Serbian	0	0	7264
Queensland	Serbian	0	1	967
Queensland	Serbian	1	0	562
Queensland	Serbian	1	1	1250
Queensland	South African			135
Queensland	South African	0	0	27627
Queensland	South African	0	1	3469
Queensland	South African	1	0	2806
Queensland	South African	1	1	1186
Queensland	Spanish			142
Queensland	Spanish	0	0	17193
Queensland	Spanish	0	1	1819
Queensland	Spanish	1	0	1370
Queensland	Spanish	1	1	5180
Queensland	Sri Lankan			39
Queensland	Sri Lankan	0	0	7422
Queensland	Sri Lankan	0	1	739
Queensland	Sri Lankan	1	0	552
Queensland	Sri Lankan	1	1	816
Queensland	Vietnamese			147
Queensland	Vietnamese	0	0	30355
Queensland	Vietnamese	0	1	879
Queensland	Vietnamese	1	0	1636
Queensland	Vietnamese	1	1	836
Queensland	Welsh			173
Queensland	Welsh	0	0	14216
Queensland	Welsh	0	1	3588
Queensland	Welsh	1	0	2396
Queensland	Welsh	1	1	14302
South Australia				71001
South Australia		0	0	7122
South Australia		0	1	658
South Australia		1	0	570
South Australia		1	1	8229
South Australia	Australian			6003
South Australia	Australian		1	447061
South Australia	Australian	0	0	17822
South Australia	Australian	0	1	61092
South Australia	Australian	1	0	46851
South Australia	Australian Aboriginal			790
South Australia	Australian Aboriginal	0	0	323
South Australia	Australian Aboriginal	0	1	1992
South Australia	Australian Aboriginal	1	0	995
South Australia	Australian Aboriginal	1	1	35261
South Australia	Chinese			279
South Australia	Chinese	0	0	53445
South Australia	Chinese	0	1	1015
South Australia	Chinese	1	0	2066
South Australia	Chinese	1	1	2094
South Australia	Croatian			74
South Australia	Croatian	0	0	5718
South Australia	Croatian	0	1	1100
South Australia	Croatian	1	0	583
South Australia	Croatian	1	1	2708
South Australia	Dutch			178
South Australia	Dutch	0	0	13241
South Australia	Dutch	0	1	4462
South Australia	Dutch	1	0	2928
South Australia	Dutch	1	1	8780
South Australia	English			6862
South Australia	English	0	0	150199
South Australia	English	0	1	60393
South Australia	English	1	0	47633
South Australia	English	1	1	411471
South Australia	Filipino			135
South Australia	Filipino	0	0	17439
South Australia	Filipino	0	1	496
South Australia	Filipino	1	0	2510
South Australia	Filipino	1	1	670
South Australia	French			50
South Australia	French	0	0	3535
South Australia	French	0	1	691
South Australia	French	1	0	550
South Australia	French	1	1	3355
South Australia	German			1057
South Australia	German	0	0	20122
South Australia	German	0	1	8797
South Australia	German	1	0	6226
South Australia	German	1	1	99022
South Australia	Greek			283
South Australia	Greek	0	0	20443
South Australia	Greek	0	1	4314
South Australia	Greek	1	0	1975
South Australia	Greek	1	1	13688
South Australia	Hungarian			44
South Australia	Hungarian	0	0	3374
South Australia	Hungarian	0	1	813
South Australia	Hungarian	1	0	368
South Australia	Hungarian	1	1	1523
South Australia	Indian			94
South Australia	Indian	0	0	41457
South Australia	Indian	0	1	824
South Australia	Indian	1	0	592
South Australia	Indian	1	1	634
South Australia	Irish			983
South Australia	Irish	0	0	24869
South Australia	Irish	0	1	9733
South Australia	Irish	1	0	6740
South Australia	Irish	1	1	93713
South Australia	Italian			701
South Australia	Italian	0	0	44931
South Australia	Italian	0	1	11872
South Australia	Italian	1	0	4980
South Australia	Italian	1	1	41426
South Australia	Korean			16
South Australia	Korean	0	0	4218
South Australia	Korean	0	1	92
South Australia	Korean	1	0	337
South Australia	Korean	1	1	154
South Australia	Lebanese			27
South Australia	Lebanese	0	0	3047
South Australia	Lebanese	0	1	884
South Australia	Lebanese	1	0	462
South Australia	Lebanese	1	1	1531
South Australia	Macedonian			13
South Australia	Macedonian	0	0	1028
South Australia	Macedonian	0	1	180
South Australia	Macedonian	1	0	118
South Australia	Macedonian	1	1	482
South Australia	Maltese			49
South Australia	Maltese	0	0	3131
South Australia	Maltese	0	1	1051
South Australia	Maltese	1	0	617
South Australia	Maltese	1	1	3028
South Australia	Maori			52
South Australia	Maori	0	0	2177
South Australia	Maori	0	1	745
South Australia	Maori	1	0	444
South Australia	Maori	1	1	506
South Australia	NZ			37
South Australia	NZ	0	0	3153
South Australia	NZ	0	1	1656
South Australia	NZ	1	0	1185
South Australia	NZ	1	1	774
South Australia	(Other)			1492
South Australia	(Other)	0	0	149422
South Australia	(Other)	0	1	12945
South Australia	(Other)	1	0	10150
South Australia	(Other)	1	1	21525
South Australia	Polish			137
South Australia	Polish	0	0	11290
South Australia	Polish	0	1	2079
South Australia	Polish	1	0	1311
South Australia	Polish	1	1	5577
South Australia	Russian			60
South Australia	Russian	0	0	4730
South Australia	Russian	0	1	499
South Australia	Russian	1	0	508
South Australia	Russian	1	1	1129
South Australia	Samoan			6
South Australia	Samoan	0	0	400
South Australia	Samoan	0	1	130
South Australia	Samoan	1	0	39
South Australia	Samoan	1	1	26
South Australia	Scottish			1057
South Australia	Scottish	0	0	32150
South Australia	Scottish	0	1	12520
South Australia	Scottish	1	0	9692
South Australia	Scottish	1	1	94030
South Australia	Serbian			35
South Australia	Serbian	0	0	5352
South Australia	Serbian	0	1	638
South Australia	Serbian	1	0	374
South Australia	Serbian	1	1	942
South Australia	South African			21
South Australia	South African	0	0	4764
South Australia	South African	0	1	660
South Australia	South African	1	0	567
South Australia	South African	1	1	277
South Australia	Spanish			28
South Australia	Spanish	0	0	3842
South Australia	Spanish	0	1	439
South Australia	Spanish	1	0	347
South Australia	Spanish	1	1	1143
South Australia	Sri Lankan			15
South Australia	Sri Lankan	0	0	2929
South Australia	Sri Lankan	0	1	221
South Australia	Sri Lankan	1	0	213
South Australia	Sri Lankan	1	1	156
South Australia	Vietnamese			135
South Australia	Vietnamese	0	0	20620
South Australia	Vietnamese	0	1	761
South Australia	Vietnamese	1	0	818
South Australia	Vietnamese	1	1	568
South Australia	Welsh			61
South Australia	Welsh	0	0	5866
South Australia	Welsh	0	1	1364
South Australia	Welsh	1	0	980
South Australia	Welsh	1	1	4538
Western Australia				151929
Western Australia		0	0	13723
Western Australia		0	1	1336
Western Australia		1	0	1124
Western Australia		1	1	8254
Western Australia	Australian			6781
Western Australia	Australian		1	534868
Western Australia	Australian	0	0	33432
Western Australia	Australian	0	1	116877
Western Australia	Australian	1	0	97314
Western Australia	Australian Aboriginal			1604
Western Australia	Australian Aboriginal	0	0	715
Western Australia	Australian Aboriginal	0	1	4391
Western Australia	Australian Aboriginal	1	0	2525
Western Australia	Australian Aboriginal	1	1	71883
Western Australia	Chinese			567
Western Australia	Chinese	0	0	105554
Western Australia	Chinese	0	1	2447
Western Australia	Chinese	1	0	4594
Western Australia	Chinese	1	1	3685
Western Australia	Croatian			177
Western Australia	Croatian	0	0	10299
Western Australia	Croatian	0	1	3059
Western Australia	Croatian	1	0	1646
Western Australia	Croatian	1	1	8933
Western Australia	Dutch			276
Western Australia	Dutch	0	0	26383
Western Australia	Dutch	0	1	7461
Western Australia	Dutch	1	0	4972
Western Australia	Dutch	1	1	13752
Western Australia	English			8388
Western Australia	English	0	0	357025
Western Australia	English	0	1	106131
Western Australia	English	1	0	85770
Western Australia	English	1	1	443475
Western Australia	Filipino			190
Western Australia	Filipino	0	0	41712
Western Australia	Filipino	0	1	633
Western Australia	Filipino	1	0	3444
Western Australia	Filipino	1	1	801
Western Australia	French			84
Western Australia	French	0	0	11458
Western Australia	French	0	1	1321
Western Australia	French	1	0	1166
Western Australia	French	1	1	3281
Western Australia	German			559
Western Australia	German	0	0	29706
Western Australia	German	0	1	6763
Western Australia	German	1	0	5795
Western Australia	German	1	1	35507
Western Australia	Greek			86
Western Australia	Greek	0	0	6511
Western Australia	Greek	0	1	2284
Western Australia	Greek	1	0	1185
Western Australia	Greek	1	1	6049
Western Australia	Hungarian			36
Western Australia	Hungarian	0	0	3513
Western Australia	Hungarian	0	1	676
Western Australia	Hungarian	1	0	433
Western Australia	Hungarian	1	1	1051
Western Australia	Indian			215
Western Australia	Indian	0	0	70741
Western Australia	Indian	0	1	2542
Western Australia	Indian	1	0	1790
Western Australia	Indian	1	1	2073
Western Australia	Irish			1504
Western Australia	Irish	0	0	81364
Western Australia	Irish	0	1	19125
Western Australia	Irish	1	0	14163
Western Australia	Irish	1	1	117170
Western Australia	Italian			835
Western Australia	Italian	0	0	51924
Western Australia	Italian	0	1	17649
Western Australia	Italian	1	0	8556
Western Australia	Italian	1	1	58287
Western Australia	Korean			19
Western Australia	Korean	0	0	7979
Western Australia	Korean	0	1	128
Western Australia	Korean	1	0	474
Western Australia	Korean	1	1	132
Western Australia	Lebanese			16
Western Australia	Lebanese	0	0	2080
Western Australia	Lebanese	0	1	468
Western Australia	Lebanese	1	0	274
Western Australia	Lebanese	1	1	588
Western Australia	Macedonian			67
Western Australia	Macedonian	0	0	6743
Western Australia	Macedonian	0	1	1197
Western Australia	Macedonian	1	0	754
Western Australia	Macedonian	1	1	2569
Western Australia	Maltese			27
Western Australia	Maltese	0	0	2264
Western Australia	Maltese	0	1	854
Western Australia	Maltese	1	0	454
Western Australia	Maltese	1	1	1647
Western Australia	Maori			299
Western Australia	Maori	0	0	23996
Western Australia	Maori	0	1	3345
Western Australia	Maori	1	0	2306
Western Australia	Maori	1	1	1100
Western Australia	NZ			179
Western Australia	NZ	0	0	16644
Western Australia	NZ	0	1	6611
Western Australia	NZ	1	0	3998
Western Australia	NZ	1	1	2000
Western Australia	(Other)			2414
Western Australia	(Other)	0	0	273681
Western Australia	(Other)	0	1	22821
Western Australia	(Other)	1	0	22768
Western Australia	(Other)	1	1	27951
Western Australia	Polish			131
Western Australia	Polish	0	0	13750
Western Australia	Polish	0	1	2330
Western Australia	Polish	1	0	1915
Western Australia	Polish	1	1	5446
Western Australia	Russian			54
Western Australia	Russian	0	0	5029
Western Australia	Russian	0	1	427
Western Australia	Russian	1	0	719
Western Australia	Russian	1	1	989
Western Australia	Samoan			28
Western Australia	Samoan	0	0	2740
Western Australia	Samoan	0	1	360
Western Australia	Samoan	1	0	128
Western Australia	Samoan	1	1	88
Western Australia	Scottish			1375
Western Australia	Scottish	0	0	84277
Western Australia	Scottish	0	1	22184
Western Australia	Scottish	1	0	17400
Western Australia	Scottish	1	1	107316
Western Australia	Serbian			43
Western Australia	Serbian	0	0	6773
Western Australia	Serbian	0	1	620
Western Australia	Serbian	1	0	391
Western Australia	Serbian	1	1	739
Western Australia	South African			110
Western Australia	South African	0	0	27486
Western Australia	South African	0	1	2648
Western Australia	South African	1	0	2316
Western Australia	South African	1	1	752
Western Australia	Spanish			71
Western Australia	Spanish	0	0	8814
Western Australia	Spanish	0	1	750
Western Australia	Spanish	1	0	657
Western Australia	Spanish	1	1	2298
Western Australia	Sri Lankan			28
Western Australia	Sri Lankan	0	0	5796
Western Australia	Sri Lankan	0	1	519
Western Australia	Sri Lankan	1	0	366
Western Australia	Sri Lankan	1	1	410
Western Australia	Vietnamese			85
Western Australia	Vietnamese	0	0	21604
Western Australia	Vietnamese	0	1	548
Western Australia	Vietnamese	1	0	1024
Western Australia	Vietnamese	1	1	439
Western Australia	Welsh			86
Western Australia	Welsh	0	0	13786
Western Australia	Welsh	0	1	2542
Western Australia	Welsh	1	0	1789
Western Australia	Welsh	1	1	5612
Tasmania				25185
Tasmania		0	0	1203
Tasmania		0	1	202
Tasmania		1	0	152
Tasmania		1	1	4218
Tasmania	Australian			2660
Tasmania	Australian		1	190721
Tasmania	Australian	0	0	2407
Tasmania	Australian	0	1	17090
Tasmania	Australian	1	0	12316
Tasmania	Australian Aboriginal			362
Tasmania	Australian Aboriginal	0	0	82
Tasmania	Australian Aboriginal	0	1	721
Tasmania	Australian Aboriginal	1	0	372
Tasmania	Australian Aboriginal	1	1	25387
Tasmania	Chinese			52
Tasmania	Chinese	0	0	10812
Tasmania	Chinese	0	1	222
Tasmania	Chinese	1	0	419
Tasmania	Chinese	1	1	828
Tasmania	Croatian			11
Tasmania	Croatian	0	0	573
Tasmania	Croatian	0	1	222
Tasmania	Croatian	1	0	69
Tasmania	Croatian	1	1	405
Tasmania	Dutch			52
Tasmania	Dutch	0	0	4791
Tasmania	Dutch	0	1	1724
Tasmania	Dutch	1	0	1191
Tasmania	Dutch	1	1	4081
Tasmania	English			3156
Tasmania	English	0	0	32004
Tasmania	English	0	1	16450
Tasmania	English	1	0	11762
Tasmania	English	1	1	180212
Tasmania	Filipino			22
Tasmania	Filipino	0	0	2461
Tasmania	Filipino	0	1	81
Tasmania	Filipino	1	0	692
Tasmania	Filipino	1	1	139
Tasmania	French			20
Tasmania	French	0	0	1024
Tasmania	French	0	1	197
Tasmania	French	1	0	140
Tasmania	French	1	1	903
Tasmania	German			177
Tasmania	German	0	0	4594
Tasmania	German	0	1	1710
Tasmania	German	1	0	1041
Tasmania	German	1	1	12359
Tasmania	Greek			23
Tasmania	Greek	0	0	1142
Tasmania	Greek	0	1	355
Tasmania	Greek	1	0	126
Tasmania	Greek	1	1	958
Tasmania	Hungarian			8
Tasmania	Hungarian	0	0	520
Tasmania	Hungarian	0	1	240
Tasmania	Hungarian	1	0	65
Tasmania	Hungarian	1	1	295
Tasmania	Indian			19
Tasmania	Indian	0	0	5248
Tasmania	Indian	0	1	185
Tasmania	Indian	1	0	169
Tasmania	Indian	1	1	243
Tasmania	Irish			529
Tasmania	Irish	0	0	5833
Tasmania	Irish	0	1	3173
Tasmania	Irish	1	0	2035
Tasmania	Irish	1	1	45046
Tasmania	Italian			69
Tasmania	Italian	0	0	2608
Tasmania	Italian	0	1	1245
Tasmania	Italian	1	0	365
Tasmania	Italian	1	1	4173
Tasmania	Korean			6
