LGA_NAME16	Age	UsualResidence	persons
Bathurst Regional	65-74	Visitor from NSW	148
Bathurst Regional	65-74	Visitor from QLD	4
Bathurst Regional	65-74	Visitor from VIC	4
Bathurst Regional	65-74	Visitor from WA	4
Bathurst Regional	65-74	Visitor same SA2	14
Bathurst Regional	75-84	Home	2398
Bathurst Regional	75-84	Visitor from NSW	86
Bathurst Regional	75-84	Visitor same SA2	8
Bathurst Regional	85+	Home	1000
Bathurst Regional	85+	Visitor from NSW	31
Bathurst Regional	85+	Visitor same SA2	18
Bayside (NSW)	0-14	Home	26117
Bayside (NSW)	0-14	Visitor from NSW	312
Bayside (NSW)	0-14	Visitor from QLD	10
Bayside (NSW)	0-14	Visitor from TAS	3
Bayside (NSW)	0-14	Visitor from VIC	9
Bayside (NSW)	0-14	Visitor same SA2	12
Bayside (NSW)	15-24	Home	20858
Bayside (NSW)	15-24	Visitor from ACT	12
Bayside (NSW)	15-24	Visitor from NSW	511
Bayside (NSW)	15-24	Visitor from QLD	28
Bayside (NSW)	15-24	Visitor from SA	9
Bayside (NSW)	15-24	Visitor from VIC	17
Bayside (NSW)	15-24	Visitor from WA	13
Bayside (NSW)	15-24	Visitor same SA2	12
Bayside (NSW)	25-34	Home	35614
Bayside (NSW)	25-34	Visitor from ACT	11
Bayside (NSW)	25-34	Visitor from NSW	770
Bayside (NSW)	25-34	Visitor from NT	6
Bayside (NSW)	25-34	Visitor from QLD	35
Bayside (NSW)	25-34	Visitor from VIC	49
Bayside (NSW)	25-34	Visitor from WA	14
Bayside (NSW)	25-34	Visitor same SA2	24
Bayside (NSW)	35-44	Home	26051
Bayside (NSW)	35-44	Visitor from ACT	11
Bayside (NSW)	35-44	Visitor from NSW	460
Bayside (NSW)	35-44	Visitor from QLD	23
Bayside (NSW)	35-44	Visitor from SA	3
Bayside (NSW)	35-44	Visitor from VIC	27
Bayside (NSW)	35-44	Visitor from WA	5
Bayside (NSW)	35-44	Visitor same SA2	23
Bayside (NSW)	45-54	Home	20210
Bayside (NSW)	45-54	Visitor from ACT	8
Bayside (NSW)	45-54	Visitor from NSW	392
Bayside (NSW)	45-54	Visitor from QLD	36
Bayside (NSW)	45-54	Visitor from SA	11
Bayside (NSW)	45-54	Visitor from VIC	21
Bayside (NSW)	45-54	Visitor from WA	14
Bayside (NSW)	45-54	Visitor same SA2	32
Bayside (NSW)	55-64	Home	17089
Bayside (NSW)	55-64	Visitor from ACT	8
Bayside (NSW)	55-64	Visitor from NSW	282
Bayside (NSW)	55-64	Visitor from NT	3
Bayside (NSW)	55-64	Visitor from QLD	40
Bayside (NSW)	55-64	Visitor from VIC	20
Bayside (NSW)	55-64	Visitor from WA	7
Bayside (NSW)	55-64	Visitor same SA2	21
Bayside (NSW)	65-74	Home	13174
Bayside (NSW)	65-74	Visitor from NSW	210
Bayside (NSW)	65-74	Visitor from QLD	15
Bayside (NSW)	65-74	Visitor from TAS	4
Bayside (NSW)	65-74	Visitor from VIC	4
Bayside (NSW)	65-74	Visitor from WA	5
Bayside (NSW)	65-74	Visitor same SA2	26
Bayside (NSW)	75-84	Home	8418
Bayside (NSW)	75-84	Visitor from NSW	156
Bayside (NSW)	75-84	Visitor from QLD	4
Bayside (NSW)	75-84	Visitor from TAS	3
Bayside (NSW)	75-84	Visitor from VIC	3
Bayside (NSW)	75-84	Visitor same SA2	41
Bayside (NSW)	85+	Home	3570
Bayside (NSW)	85+	Visitor from NSW	102
Bayside (NSW)	85+	Visitor same SA2	42
Bega Valley	0-14	Home	5269
Bega Valley	0-14	Visitor from ACT	19
Bega Valley	0-14	Visitor from NSW	186
Bega Valley	0-14	Visitor from VIC	10
Bega Valley	0-14	Visitor same SA2	12
Bega Valley	15-24	Home	2852
Bega Valley	15-24	Visitor from ACT	26
Bega Valley	15-24	Visitor from NSW	202
Bega Valley	15-24	Visitor from QLD	9
Bega Valley	15-24	Visitor from SA	4
Bega Valley	15-24	Visitor from VIC	13
Bega Valley	15-24	Visitor same SA2	13
Bega Valley	25-34	Home	2835
Bega Valley	25-34	Visitor from ACT	33
Bega Valley	25-34	Visitor from NSW	219
Bega Valley	25-34	Visitor from QLD	3
Bega Valley	25-34	Visitor from SA	8
Bega Valley	25-34	Visitor from VIC	19
Bega Valley	25-34	Visitor same SA2	8
Bega Valley	35-44	Home	3173
Bega Valley	35-44	Visitor from ACT	29
Bega Valley	35-44	Visitor from NSW	146
Bega Valley	35-44	Visitor from QLD	8
Bega Valley	35-44	Visitor from VIC	10
Bega Valley	35-44	Visitor same SA2	15
Bega Valley	45-54	Home	4138
Bega Valley	45-54	Visitor from ACT	28
Bega Valley	45-54	Visitor from NSW	174
Bega Valley	45-54	Visitor from QLD	8
Bega Valley	45-54	Visitor from VIC	31
Bega Valley	45-54	Visitor from WA	3
Bega Valley	45-54	Visitor same SA2	15
Bega Valley	55-64	Home	5882
Bega Valley	55-64	Visitor from ACT	57
Bega Valley	55-64	Visitor from NSW	272
Bega Valley	55-64	Visitor from QLD	14
Bega Valley	55-64	Visitor from SA	3
Bega Valley	55-64	Visitor from TAS	5
Bega Valley	55-64	Visitor from VIC	60
Bega Valley	55-64	Visitor same SA2	24
Bega Valley	65-74	Home	5742
Bega Valley	65-74	Visitor from ACT	62
Bega Valley	65-74	Visitor from NSW	255
Bega Valley	65-74	Visitor from QLD	14
Bega Valley	65-74	Visitor from VIC	79
Bega Valley	65-74	Visitor from WA	8
Bega Valley	65-74	Visitor same SA2	19
Bega Valley	75-84	Home	2947
Bega Valley	75-84	Visitor from ACT	16
Bega Valley	75-84	Visitor from NSW	80
Bega Valley	75-84	Visitor from QLD	4
Bega Valley	75-84	Visitor from SA	3
Bega Valley	75-84	Visitor from VIC	57
Bega Valley	75-84	Visitor same SA2	11
Bega Valley	85+	Home	1050
Bega Valley	85+	Visitor from NSW	27
Bega Valley	85+	Visitor from VIC	19
Bega Valley	85+	Visitor same SA2	3
Bellingen	0-14	Home	2155
Bellingen	0-14	Visitor from ACT	4
Bellingen	0-14	Visitor from NSW	71
Bellingen	0-14	Visitor same SA2	4
Bellingen	15-24	Home	1028
Bellingen	15-24	Visitor from NSW	83
Bellingen	15-24	Visitor from QLD	3
Bellingen	15-24	Visitor from VIC	6
Bellingen	15-24	Visitor same SA2	4
Bellingen	25-34	Home	976
Bellingen	25-34	Visitor from ACT	5
Bellingen	25-34	Visitor from NSW	74
Bellingen	25-34	Visitor from QLD	7
Bellingen	25-34	Visitor from VIC	3
Bellingen	35-44	Home	1237
Bellingen	35-44	Visitor from NSW	63
Bellingen	35-44	Visitor from QLD	6
Bellingen	45-54	Home	1691
Bellingen	45-54	Visitor from NSW	65
Bellingen	45-54	Visitor from QLD	11
Bellingen	45-54	Visitor from VIC	3
Bellingen	45-54	Visitor same SA2	3
Bellingen	55-64	Home	2132
Bellingen	55-64	Visitor from NSW	118
Bellingen	55-64	Visitor from QLD	9
Bellingen	55-64	Visitor from VIC	3
Bellingen	55-64	Visitor same SA2	5
Bellingen	65-74	Home	1984
Bellingen	65-74	Visitor from ACT	6
Bellingen	65-74	Visitor from NSW	136
Bellingen	65-74	Visitor from QLD	8
Bellingen	65-74	Visitor from TAS	3
Bellingen	65-74	Visitor from VIC	44
Bellingen	65-74	Visitor same SA2	8
Bellingen	75-84	Home	1006
Bellingen	75-84	Visitor from NSW	45
Bellingen	75-84	Visitor from QLD	8
Bellingen	75-84	Visitor from VIC	33
Bellingen	75-84	Visitor same SA2	5
Bellingen	85+	Home	381
Bellingen	85+	Visitor from NSW	18
Berrigan	0-14	Home	1316
Berrigan	0-14	Visitor from NSW	10
Berrigan	0-14	Visitor from VIC	13
Berrigan	0-14	Visitor from WA	4
Berrigan	15-24	Home	675
Berrigan	15-24	Visitor from NSW	32
Berrigan	15-24	Visitor from VIC	23
Berrigan	25-34	Home	699
Berrigan	25-34	Visitor from NSW	16
Berrigan	25-34	Visitor from VIC	16
Berrigan	35-44	Home	766
Berrigan	35-44	Visitor from NSW	14
Berrigan	35-44	Visitor from VIC	5
Berrigan	45-54	Home	924
Berrigan	45-54	Visitor from NSW	23
Berrigan	45-54	Visitor from QLD	8
Berrigan	45-54	Visitor from VIC	8
Berrigan	55-64	Home	1194
Berrigan	55-64	Visitor from NSW	25
Berrigan	55-64	Visitor from QLD	4
Berrigan	55-64	Visitor from SA	3
Berrigan	55-64	Visitor from TAS	4
Berrigan	55-64	Visitor from VIC	20
Berrigan	55-64	Visitor same SA2	6
Berrigan	65-74	Home	1403
Berrigan	65-74	Visitor from NSW	24
Berrigan	65-74	Visitor from QLD	4
Berrigan	65-74	Visitor from TAS	8
Berrigan	65-74	Visitor from VIC	30
Berrigan	65-74	Visitor same SA2	8
Berrigan	75-84	Home	838
Berrigan	75-84	Visitor from NSW	7
Berrigan	75-84	Visitor from TAS	5
Berrigan	75-84	Visitor from VIC	5
Berrigan	75-84	Visitor same SA2	4
Berrigan	85+	Home	309
Berrigan	85+	Visitor from NSW	4
Berrigan	85+	Visitor same SA2	9
Blacktown	0-14	Home	89115
Blacktown	0-14	Visitor from NSW	904
Blacktown	0-14	Visitor from QLD	26
Blacktown	0-14	Visitor from VIC	7
Blacktown	0-14	Visitor from WA	7
Blacktown	0-14	Visitor same SA2	51
Blacktown	15-24	Home	49788
Blacktown	15-24	Visitor from ACT	5
Blacktown	15-24	Visitor from NSW	801
Blacktown	15-24	Visitor from QLD	19
Blacktown	15-24	Visitor from SA	3
Blacktown	15-24	Visitor from VIC	6
Blacktown	15-24	Visitor same SA2	35
Blacktown	25-34	Home	58086
Blacktown	25-34	Visitor from ACT	10
Blacktown	25-34	Visitor from NSW	938
Blacktown	25-34	Visitor from NT	3
Blacktown	25-34	Visitor from QLD	18
Blacktown	25-34	Visitor from SA	4
Blacktown	25-34	Visitor from TAS	3
Blacktown	25-34	Visitor from VIC	19
Blacktown	25-34	Visitor same SA2	36
Blacktown	35-44	Home	66517
Blacktown	35-44	Visitor from ACT	5
Blacktown	35-44	Visitor from NSW	672
Blacktown	35-44	Visitor from QLD	16
Blacktown	35-44	Visitor from TAS	3
Blacktown	35-44	Visitor from VIC	7
Blacktown	35-44	Visitor from WA	11
Blacktown	35-44	Visitor same SA2	54
Blacktown	45-54	Home	46930
Blacktown	45-54	Visitor from NSW	512
Blacktown	45-54	Visitor from NT	4
Blacktown	45-54	Visitor from QLD	12
Blacktown	45-54	Visitor from VIC	3
Blacktown	45-54	Visitor from WA	3
Blacktown	45-54	Visitor same SA2	42
Blacktown	55-64	Home	37264
Blacktown	55-64	Visitor from ACT	3
Blacktown	55-64	Visitor from NSW	475
Blacktown	55-64	Visitor from QLD	36
Blacktown	55-64	Visitor from TAS	4
Blacktown	55-64	Visitor from VIC	9
Blacktown	55-64	Visitor from WA	7
Blacktown	55-64	Visitor same SA2	46
Blacktown	65-74	Home	26459
Blacktown	65-74	Visitor from ACT	8
Blacktown	65-74	Visitor from NSW	385
Blacktown	65-74	Visitor from QLD	30
Blacktown	65-74	Visitor from VIC	13
Blacktown	65-74	Visitor same SA2	52
Blacktown	75-84	Home	12153
Blacktown	75-84	Visitor from ACT	3
Blacktown	75-84	Visitor from NSW	270
Blacktown	75-84	Visitor from QLD	6
Blacktown	75-84	Visitor from TAS	3
Blacktown	75-84	Visitor from VIC	3
Blacktown	75-84	Visitor same SA2	34
Blacktown	85+	Home	4191
Blacktown	85+	Visitor from NSW	169
Blacktown	85+	Visitor same SA2	13
Bland	0-14	Home	1063
Bland	0-14	Visitor from ACT	3
Bland	0-14	Visitor from NSW	12
Bland	0-14	Visitor same SA2	10
Bland	15-24	Home	496
Bland	15-24	Visitor from NSW	65
Bland	15-24	Visitor same SA2	4
Bland	25-34	Home	545
Bland	25-34	Visitor from NSW	79
Bland	25-34	Visitor from QLD	15
Bland	25-34	Visitor from SA	3
Bland	25-34	Visitor from VIC	5
Bland	25-34	Visitor same SA2	3
Bland	35-44	Home	608
Bland	35-44	Visitor from NSW	53
Bland	35-44	Visitor from QLD	5
Bland	35-44	Visitor from VIC	5
Bland	45-54	Home	612
Bland	45-54	Visitor from NSW	79
Bland	45-54	Visitor from QLD	4
Bland	45-54	Visitor from VIC	4
Bland	45-54	Visitor same SA2	4
Bland	55-64	Home	758
Bland	55-64	Visitor from ACT	4
Bland	55-64	Visitor from NSW	57
Bland	55-64	Visitor from QLD	3
Bland	55-64	Visitor from VIC	5
Bland	55-64	Visitor from WA	4
Bland	55-64	Visitor same SA2	4
Bland	65-74	Home	644
Bland	65-74	Visitor from NSW	25
Bland	65-74	Visitor from VIC	15
Bland	75-84	Home	389
Bland	75-84	Visitor from NSW	4
Bland	75-84	Visitor from VIC	3
Bland	85+	Home	164
Bland	85+	Visitor from NSW	4
Bland	85+	Visitor same SA2	3
Blayney	0-14	Home	1491
Blayney	0-14	Visitor from NSW	29
Blayney	15-24	Home	727
Blayney	15-24	Visitor from NSW	35
Blayney	15-24	Visitor from QLD	4
Blayney	25-34	Home	759
Blayney	25-34	Visitor from NSW	35
Blayney	35-44	Home	743
Blayney	35-44	Visitor from NSW	25
Blayney	35-44	Visitor from QLD	3
Blayney	45-54	Home	951
Blayney	45-54	Visitor from NSW	16
Blayney	45-54	Visitor same SA2	4
Blayney	55-64	Home	1039
Blayney	55-64	Visitor from NSW	31
Blayney	55-64	Visitor from QLD	6
Blayney	55-64	Visitor same SA2	3
Blayney	65-74	Home	829
Blayney	65-74	Visitor from NSW	25
Blayney	65-74	Visitor from VIC	5
Blayney	75-84	Home	459
Blayney	75-84	Visitor from NSW	21
Blayney	75-84	Visitor same SA2	3
Blayney	85+	Home	149
Blayney	85+	Visitor from NSW	7
Blue Mountains	0-14	Home	13332
Blue Mountains	0-14	Visitor from NSW	273
Blue Mountains	0-14	Visitor from QLD	4
Blue Mountains	0-14	Visitor same SA2	3
Blue Mountains	15-24	Home	7814
Blue Mountains	15-24	Visitor from NSW	239
Blue Mountains	15-24	Visitor from QLD	4
Blue Mountains	15-24	Visitor from VIC	3
Blue Mountains	15-24	Visitor same SA2	6
Blue Mountains	25-34	Home	6847
Blue Mountains	25-34	Visitor from ACT	6
Blue Mountains	25-34	Visitor from NSW	240
Blue Mountains	25-34	Visitor from QLD	3
Blue Mountains	25-34	Visitor same SA2	12
Blue Mountains	35-44	Home	9318
Blue Mountains	35-44	Visitor from NSW	218
Blue Mountains	35-44	Visitor from WA	3
Blue Mountains	35-44	Visitor same SA2	8
Blue Mountains	45-54	Home	10706
Blue Mountains	45-54	Visitor from ACT	4
Blue Mountains	45-54	Visitor from NSW	233
Blue Mountains	45-54	Visitor from QLD	9
Blue Mountains	45-54	Visitor same SA2	4
Blue Mountains	55-64	Home	10840
Blue Mountains	55-64	Visitor from ACT	3
Blue Mountains	55-64	Visitor from NSW	288
Blue Mountains	55-64	Visitor from QLD	9
Blue Mountains	55-64	Visitor from SA	3
Blue Mountains	55-64	Visitor from TAS	9
Blue Mountains	55-64	Visitor from VIC	5
Blue Mountains	55-64	Visitor same SA2	8
Blue Mountains	65-74	Home	10197
Blue Mountains	65-74	Visitor from NSW	241
Blue Mountains	65-74	Visitor from QLD	11
Blue Mountains	65-74	Visitor from VIC	3
Blue Mountains	65-74	Visitor from WA	3
Blue Mountains	65-74	Visitor same SA2	8
Blue Mountains	75-84	Home	5078
Blue Mountains	75-84	Visitor from NSW	123
Blue Mountains	75-84	Visitor from QLD	7
Blue Mountains	75-84	Visitor from SA	4
Blue Mountains	75-84	Visitor same SA2	6
Blue Mountains	85+	Home	1674
Blue Mountains	85+	Visitor from NSW	64
Blue Mountains	85+	Visitor same SA2	7
Bogan	0-14	Home	470
Bogan	0-14	Visitor from NSW	17
Bogan	15-24	Home	264
Bogan	15-24	Visitor from NSW	23
Bogan	15-24	Visitor from QLD	4
Bogan	15-24	Visitor from VIC	5
Bogan	25-34	Home	307
Bogan	25-34	Visitor from NSW	37
Bogan	25-34	Visitor from QLD	3
Bogan	25-34	Visitor same SA2	4
Bogan	35-44	Home	206
Bogan	35-44	Visitor from NSW	23
Bogan	45-54	Home	325
Bogan	45-54	Visitor from NSW	36
Bogan	45-54	Visitor from VIC	3
Bogan	55-64	Home	296
Bogan	55-64	Visitor from ACT	4
Bogan	55-64	Visitor from NSW	36
Bogan	55-64	Visitor from QLD	3
Bogan	55-64	Visitor from VIC	3
Bogan	65-74	Home	216
Bogan	65-74	Visitor from NSW	29
Bogan	75-84	Home	193
Bogan	75-84	Visitor from NSW	6
Bogan	75-84	Visitor same SA2	5
Bogan	85+	Home	67
Bourke	0-14	Home	510
Bourke	0-14	Visitor from NSW	7
Bourke	15-24	Home	236
Bourke	15-24	Visitor from NSW	29
Bourke	15-24	Visitor from QLD	3
Bourke	15-24	Visitor same SA2	3
Bourke	25-34	Home	298
Bourke	25-34	Visitor from NSW	27
Bourke	25-34	Visitor from QLD	5
Bourke	25-34	Visitor same SA2	3
Bourke	35-44	Home	253
Bourke	35-44	Visitor from NSW	18
Bourke	35-44	Visitor from VIC	4
Bourke	45-54	Home	275
Bourke	45-54	Visitor from NSW	26
Bourke	45-54	Visitor from QLD	3
Bourke	45-54	Visitor same SA2	3
Bourke	55-64	Home	278
Bourke	55-64	Visitor from ACT	3
Bourke	55-64	Visitor from NSW	80
Bourke	55-64	Visitor same SA2	3
Bourke	65-74	Home	201
Bourke	65-74	Visitor from NSW	51
Bourke	65-74	Visitor from NT	7
Bourke	65-74	Visitor from VIC	6
Bourke	75-84	Home	104
Bourke	75-84	Visitor from NSW	16
Bourke	85+	Home	36
Bourke	85+	Visitor from NSW	5
Brewarrina	0-14	Home	262
Brewarrina	0-14	Visitor from NSW	7
Brewarrina	15-24	Home	150
Brewarrina	15-24	Visitor from NSW	17
Brewarrina	15-24	Visitor from QLD	6
Brewarrina	25-34	Home	193
Brewarrina	25-34	Visitor from NSW	8
Brewarrina	35-44	Home	126
Brewarrina	35-44	Visitor from NSW	10
Brewarrina	45-54	Home	157
Brewarrina	45-54	Visitor from NSW	14
Brewarrina	45-54	Visitor from QLD	4
Brewarrina	45-54	Visitor same SA2	5
Brewarrina	55-64	Home	195
Brewarrina	55-64	Visitor from NSW	28
Brewarrina	65-74	Home	124
Brewarrina	65-74	Visitor from NSW	27
Brewarrina	65-74	Visitor from VIC	4
Brewarrina	75-84	Home	52
Brewarrina	75-84	Visitor from NSW	4
Brewarrina	75-84	Visitor from VIC	4
Brewarrina	85+	Home	17
Broken Hill	0-14	Home	2890
Broken Hill	0-14	Visitor from NSW	92
Broken Hill	0-14	Visitor from SA	3
Broken Hill	0-14	Visitor same SA2	5
Broken Hill	15-24	Home	1752
Broken Hill	15-24	Visitor from NSW	85
Broken Hill	15-24	Visitor from SA	25
Broken Hill	15-24	Visitor from VIC	14
Broken Hill	15-24	Visitor same SA2	5
Broken Hill	25-34	Home	2055
Broken Hill	25-34	Visitor from ACT	3
Broken Hill	25-34	Visitor from NSW	100
Broken Hill	25-34	Visitor from NT	6
Broken Hill	25-34	Visitor from QLD	3
Broken Hill	25-34	Visitor from SA	18
Broken Hill	25-34	Visitor from VIC	6
Broken Hill	25-34	Visitor same SA2	3
Broken Hill	35-44	Home	1769
Broken Hill	35-44	Visitor from NSW	86
Broken Hill	35-44	Visitor from QLD	7
Broken Hill	35-44	Visitor from SA	18
Broken Hill	35-44	Visitor from TAS	3
Broken Hill	35-44	Visitor from VIC	5
Broken Hill	35-44	Visitor same SA2	12
Broken Hill	45-54	Home	1909
