LGA_NAME16	Age	UsualResidence	persons
Mount Barker	15-24	Home	4388
Mount Barker	15-24	Visitor from QLD	4
Mount Barker	15-24	Visitor from SA	193
Mount Barker	15-24	Visitor from VIC	4
Mount Barker	15-24	Visitor same SA2	3
Mount Barker	25-34	Home	4645
Mount Barker	25-34	Visitor from NT	4
Mount Barker	25-34	Visitor from SA	134
Mount Barker	25-34	Visitor from VIC	8
Mount Barker	25-34	Visitor from WA	3
Mount Barker	35-44	Home	4858
Mount Barker	35-44	Visitor from QLD	4
Mount Barker	35-44	Visitor from SA	76
Mount Barker	35-44	Visitor from VIC	6
Mount Barker	35-44	Visitor same SA2	7
Mount Barker	45-54	Home	5086
Mount Barker	45-54	Visitor from NSW	9
Mount Barker	45-54	Visitor from NT	5
Mount Barker	45-54	Visitor from QLD	7
Mount Barker	45-54	Visitor from SA	72
Mount Barker	45-54	Visitor from VIC	3
Mount Barker	45-54	Visitor same SA2	12
Mount Barker	55-64	Home	4479
Mount Barker	55-64	Visitor from QLD	10
Mount Barker	55-64	Visitor from SA	97
Mount Barker	55-64	Visitor from VIC	8
Mount Barker	55-64	Visitor from WA	8
Mount Barker	55-64	Visitor same SA2	9
Mount Barker	65-74	Home	3884
Mount Barker	65-74	Visitor from NSW	3
Mount Barker	65-74	Visitor from QLD	5
Mount Barker	65-74	Visitor from SA	59
Mount Barker	65-74	Visitor from VIC	6
Mount Barker	65-74	Visitor same SA2	10
Mount Barker	75-84	Home	1954
Mount Barker	75-84	Visitor from NSW	5
Mount Barker	75-84	Visitor from QLD	5
Mount Barker	75-84	Visitor from SA	27
Mount Barker	75-84	Visitor from VIC	3
Mount Barker	75-84	Visitor same SA2	8
Mount Barker	85+	Home	718
Mount Barker	85+	Visitor from SA	14
Mount Gambier	0-14	Home	4760
Mount Gambier	0-14	Visitor from QLD	3
Mount Gambier	0-14	Visitor from SA	104
Mount Gambier	0-14	Visitor same SA2	4
Mount Gambier	15-24	Home	2968
Mount Gambier	15-24	Visitor from NSW	6
Mount Gambier	15-24	Visitor from NT	3
Mount Gambier	15-24	Visitor from QLD	4
Mount Gambier	15-24	Visitor from SA	164
Mount Gambier	15-24	Visitor from VIC	10
Mount Gambier	25-34	Home	3233
Mount Gambier	25-34	Visitor from NSW	4
Mount Gambier	25-34	Visitor from SA	158
Mount Gambier	25-34	Visitor from VIC	11
Mount Gambier	25-34	Visitor same SA2	5
Mount Gambier	35-44	Home	2921
Mount Gambier	35-44	Visitor from QLD	3
Mount Gambier	35-44	Visitor from SA	123
Mount Gambier	35-44	Visitor from VIC	6
Mount Gambier	45-54	Home	3149
Mount Gambier	45-54	Visitor from QLD	3
Mount Gambier	45-54	Visitor from SA	136
Mount Gambier	45-54	Visitor from VIC	18
Mount Gambier	45-54	Visitor same SA2	4
Mount Gambier	55-64	Home	3196
Mount Gambier	55-64	Visitor from SA	113
Mount Gambier	55-64	Visitor from TAS	3
Mount Gambier	55-64	Visitor from VIC	12
Mount Gambier	55-64	Visitor same SA2	10
Mount Gambier	65-74	Home	2804
Mount Gambier	65-74	Visitor from QLD	3
Mount Gambier	65-74	Visitor from SA	83
Mount Gambier	65-74	Visitor from TAS	3
Mount Gambier	65-74	Visitor from VIC	11
Mount Gambier	65-74	Visitor from WA	4
Mount Gambier	65-74	Visitor same SA2	11
Mount Gambier	75-84	Home	1739
Mount Gambier	75-84	Visitor from SA	43
Mount Gambier	75-84	Visitor from VIC	3
Mount Gambier	75-84	Visitor same SA2	15
Mount Gambier	85+	Home	769
Mount Gambier	85+	Visitor from SA	18
Mount Gambier	85+	Visitor same SA2	5
Mount Remarkable	0-14	Home	386
Mount Remarkable	0-14	Visitor from SA	35
Mount Remarkable	0-14	Visitor from VIC	3
Mount Remarkable	15-24	Home	187
Mount Remarkable	15-24	Visitor from SA	17
Mount Remarkable	25-34	Home	189
Mount Remarkable	25-34	Visitor from NT	4
Mount Remarkable	25-34	Visitor from SA	37
Mount Remarkable	35-44	Home	213
Mount Remarkable	35-44	Visitor from SA	45
Mount Remarkable	35-44	Visitor from VIC	4
Mount Remarkable	45-54	Home	318
Mount Remarkable	45-54	Visitor from SA	54
Mount Remarkable	45-54	Visitor from VIC	4
Mount Remarkable	45-54	Visitor from WA	3
Mount Remarkable	55-64	Home	568
Mount Remarkable	55-64	Visitor from SA	59
Mount Remarkable	55-64	Visitor from TAS	6
Mount Remarkable	55-64	Visitor from VIC	6
Mount Remarkable	55-64	Visitor same SA2	4
Mount Remarkable	65-74	Home	475
Mount Remarkable	65-74	Visitor from ACT	5
Mount Remarkable	65-74	Visitor from NSW	8
Mount Remarkable	65-74	Visitor from SA	90
Mount Remarkable	65-74	Visitor from TAS	11
Mount Remarkable	65-74	Visitor from VIC	18
Mount Remarkable	75-84	Home	259
Mount Remarkable	75-84	Visitor from SA	29
Mount Remarkable	85+	Home	78
Mount Remarkable	85+	Visitor from SA	10
Murray Bridge	0-14	Home	3554
Murray Bridge	0-14	Visitor from NSW	6
Murray Bridge	0-14	Visitor from SA	79
Murray Bridge	0-14	Visitor same SA2	11
Murray Bridge	15-24	Home	2307
Murray Bridge	15-24	Visitor from SA	72
Murray Bridge	15-24	Visitor same SA2	9
Murray Bridge	25-34	Home	2516
Murray Bridge	25-34	Visitor from NSW	3
Murray Bridge	25-34	Visitor from SA	95
Murray Bridge	25-34	Visitor same SA2	7
Murray Bridge	35-44	Home	2288
Murray Bridge	35-44	Visitor from NSW	4
Murray Bridge	35-44	Visitor from SA	72
Murray Bridge	35-44	Visitor same SA2	8
Murray Bridge	45-54	Home	2565
Murray Bridge	45-54	Visitor from QLD	5
Murray Bridge	45-54	Visitor from SA	73
Murray Bridge	45-54	Visitor from TAS	4
Murray Bridge	45-54	Visitor same SA2	11
Murray Bridge	55-64	Home	2804
Murray Bridge	55-64	Visitor from NT	3
Murray Bridge	55-64	Visitor from SA	96
Murray Bridge	55-64	Visitor from VIC	7
Murray Bridge	55-64	Visitor same SA2	19
Murray Bridge	65-74	Home	2412
Murray Bridge	65-74	Visitor from NSW	4
Murray Bridge	65-74	Visitor from QLD	3
Murray Bridge	65-74	Visitor from SA	59
Murray Bridge	65-74	Visitor from VIC	7
Murray Bridge	65-74	Visitor same SA2	12
Murray Bridge	75-84	Home	1598
Murray Bridge	75-84	Visitor from SA	34
Murray Bridge	75-84	Visitor same SA2	3
Murray Bridge	85+	Home	597
Murray Bridge	85+	Visitor from SA	17
Naracoorte Lucindale	0-14	Home	1581
Naracoorte Lucindale	0-14	Visitor from SA	19
Naracoorte Lucindale	15-24	Home	800
Naracoorte Lucindale	15-24	Visitor from SA	36
Naracoorte Lucindale	15-24	Visitor from VIC	10
Naracoorte Lucindale	15-24	Visitor same SA2	4
Naracoorte Lucindale	25-34	Home	987
Naracoorte Lucindale	25-34	Visitor from SA	41
Naracoorte Lucindale	25-34	Visitor from VIC	6
Naracoorte Lucindale	25-34	Visitor same SA2	7
Naracoorte Lucindale	35-44	Home	1101
Naracoorte Lucindale	35-44	Visitor from SA	25
Naracoorte Lucindale	35-44	Visitor from VIC	4
Naracoorte Lucindale	35-44	Visitor same SA2	7
Naracoorte Lucindale	45-54	Home	1016
Naracoorte Lucindale	45-54	Visitor from SA	28
Naracoorte Lucindale	45-54	Visitor from VIC	5
Naracoorte Lucindale	45-54	Visitor same SA2	6
Naracoorte Lucindale	55-64	Home	1075
Naracoorte Lucindale	55-64	Visitor from NSW	3
Naracoorte Lucindale	55-64	Visitor from SA	61
Naracoorte Lucindale	55-64	Visitor from VIC	6
Naracoorte Lucindale	65-74	Home	898
Naracoorte Lucindale	65-74	Visitor from SA	29
Naracoorte Lucindale	65-74	Visitor from VIC	15
Naracoorte Lucindale	65-74	Visitor same SA2	6
Naracoorte Lucindale	75-84	Home	540
Naracoorte Lucindale	75-84	Visitor from NSW	6
Naracoorte Lucindale	75-84	Visitor from QLD	4
Naracoorte Lucindale	75-84	Visitor from SA	16
Naracoorte Lucindale	85+	Home	201
Naracoorte Lucindale	85+	Visitor from SA	11
Northern Areas	0-14	Home	804
Northern Areas	0-14	Visitor from SA	9
Northern Areas	0-14	Visitor same SA2	4
Northern Areas	15-24	Home	361
Northern Areas	15-24	Visitor from SA	15
Northern Areas	25-34	Home	360
Northern Areas	25-34	Visitor from SA	18
Northern Areas	25-34	Visitor same SA2	4
Northern Areas	35-44	Home	448
Northern Areas	35-44	Visitor from SA	18
Northern Areas	45-54	Home	494
Northern Areas	45-54	Visitor from QLD	4
Northern Areas	45-54	Visitor from SA	32
Northern Areas	55-64	Home	692
Northern Areas	55-64	Visitor from QLD	6
Northern Areas	55-64	Visitor from SA	21
Northern Areas	55-64	Visitor same SA2	3
Northern Areas	65-74	Home	642
Northern Areas	65-74	Visitor from SA	25
Northern Areas	65-74	Visitor from TAS	3
Northern Areas	65-74	Visitor from VIC	4
Northern Areas	75-84	Home	369
Northern Areas	75-84	Visitor from SA	11
Northern Areas	75-84	Visitor from VIC	3
Northern Areas	85+	Home	128
Northern Areas	85+	Visitor from SA	5
Norwood Payneham and St Peters	0-14	Home	5244
Norwood Payneham and St Peters	0-14	Visitor from NSW	3
Norwood Payneham and St Peters	0-14	Visitor from SA	65
Norwood Payneham and St Peters	0-14	Visitor from TAS	4
Norwood Payneham and St Peters	0-14	Visitor same SA2	9
Norwood Payneham and St Peters	15-24	Home	4332
Norwood Payneham and St Peters	15-24	Visitor from NSW	6
Norwood Payneham and St Peters	15-24	Visitor from NT	4
Norwood Payneham and St Peters	15-24	Visitor from QLD	3
Norwood Payneham and St Peters	15-24	Visitor from SA	177
Norwood Payneham and St Peters	15-24	Visitor from VIC	11
Norwood Payneham and St Peters	15-24	Visitor same SA2	5
Norwood Payneham and St Peters	25-34	Home	5504
Norwood Payneham and St Peters	25-34	Visitor from NSW	20
Norwood Payneham and St Peters	25-34	Visitor from SA	155
Norwood Payneham and St Peters	25-34	Visitor from VIC	10
Norwood Payneham and St Peters	35-44	Home	4773
Norwood Payneham and St Peters	35-44	Visitor from NSW	8
Norwood Payneham and St Peters	35-44	Visitor from QLD	5
Norwood Payneham and St Peters	35-44	Visitor from SA	75
Norwood Payneham and St Peters	35-44	Visitor from VIC	9
Norwood Payneham and St Peters	35-44	Visitor same SA2	3
Norwood Payneham and St Peters	45-54	Home	4434
Norwood Payneham and St Peters	45-54	Visitor from NSW	8
Norwood Payneham and St Peters	45-54	Visitor from SA	81
Norwood Payneham and St Peters	45-54	Visitor same SA2	4
Norwood Payneham and St Peters	55-64	Home	4318
Norwood Payneham and St Peters	55-64	Visitor from NSW	6
Norwood Payneham and St Peters	55-64	Visitor from NT	7
Norwood Payneham and St Peters	55-64	Visitor from SA	119
Norwood Payneham and St Peters	55-64	Visitor from VIC	3
Norwood Payneham and St Peters	65-74	Home	3693
Norwood Payneham and St Peters	65-74	Visitor from NSW	9
Norwood Payneham and St Peters	65-74	Visitor from QLD	9
Norwood Payneham and St Peters	65-74	Visitor from SA	102
Norwood Payneham and St Peters	65-74	Visitor from VIC	3
Norwood Payneham and St Peters	65-74	Visitor from WA	6
Norwood Payneham and St Peters	65-74	Visitor same SA2	8
Norwood Payneham and St Peters	75-84	Home	2511
Norwood Payneham and St Peters	75-84	Visitor from SA	57
Norwood Payneham and St Peters	75-84	Visitor from TAS	4
Norwood Payneham and St Peters	75-84	Visitor same SA2	9
Norwood Payneham and St Peters	85+	Home	1314
Norwood Payneham and St Peters	85+	Visitor from SA	25
Norwood Payneham and St Peters	85+	Visitor same SA2	5
Onkaparinga	0-14	Home	30381
Onkaparinga	0-14	Visitor from NSW	8
Onkaparinga	0-14	Visitor from NT	11
Onkaparinga	0-14	Visitor from SA	539
Onkaparinga	0-14	Visitor same SA2	17
Onkaparinga	15-24	Home	19197
Onkaparinga	15-24	Visitor from NSW	3
Onkaparinga	15-24	Visitor from QLD	10
Onkaparinga	15-24	Visitor from SA	682
Onkaparinga	15-24	Visitor from VIC	7
Onkaparinga	15-24	Visitor from WA	4
Onkaparinga	15-24	Visitor same SA2	9
Onkaparinga	25-34	Home	20467
Onkaparinga	25-34	Visitor from NSW	3
Onkaparinga	25-34	Visitor from NT	10
Onkaparinga	25-34	Visitor from QLD	3
Onkaparinga	25-34	Visitor from SA	550
Onkaparinga	25-34	Visitor from VIC	16
Onkaparinga	25-34	Visitor from WA	8
Onkaparinga	25-34	Visitor same SA2	13
Onkaparinga	35-44	Home	21760
Onkaparinga	35-44	Visitor from NSW	8
Onkaparinga	35-44	Visitor from NT	5
Onkaparinga	35-44	Visitor from QLD	6
Onkaparinga	35-44	Visitor from SA	402
Onkaparinga	35-44	Visitor from TAS	5
Onkaparinga	35-44	Visitor from VIC	7
Onkaparinga	35-44	Visitor from WA	4
Onkaparinga	35-44	Visitor same SA2	20
Onkaparinga	45-54	Home	21897
Onkaparinga	45-54	Visitor from NSW	6
Onkaparinga	45-54	Visitor from NT	9
Onkaparinga	45-54	Visitor from QLD	5
Onkaparinga	45-54	Visitor from SA	376
Onkaparinga	45-54	Visitor from VIC	9
Onkaparinga	45-54	Visitor from WA	4
Onkaparinga	45-54	Visitor same SA2	19
Onkaparinga	55-64	Home	21326
Onkaparinga	55-64	Visitor from NSW	11
Onkaparinga	55-64	Visitor from NT	14
Onkaparinga	55-64	Visitor from QLD	11
Onkaparinga	55-64	Visitor from SA	327
Onkaparinga	55-64	Visitor from TAS	7
Onkaparinga	55-64	Visitor from VIC	13
Onkaparinga	55-64	Visitor from WA	10
Onkaparinga	55-64	Visitor same SA2	52
Onkaparinga	65-74	Home	19277
Onkaparinga	65-74	Visitor from NSW	27
Onkaparinga	65-74	Visitor from NT	3
Onkaparinga	65-74	Visitor from QLD	8
Onkaparinga	65-74	Visitor from SA	290
Onkaparinga	65-74	Visitor from VIC	23
Onkaparinga	65-74	Visitor from WA	4
Onkaparinga	65-74	Visitor same SA2	51
Onkaparinga	75-84	Home	10327
Onkaparinga	75-84	Visitor from NSW	5
Onkaparinga	75-84	Visitor from NT	4
Onkaparinga	75-84	Visitor from QLD	4
Onkaparinga	75-84	Visitor from SA	113
Onkaparinga	75-84	Visitor from VIC	4
Onkaparinga	75-84	Visitor from WA	3
Onkaparinga	75-84	Visitor same SA2	24
Onkaparinga	85+	Home	3782
Onkaparinga	85+	Visitor from SA	57
Onkaparinga	85+	Visitor same SA2	15
Orroroo Carrieton	0-14	Home	139
Orroroo Carrieton	0-14	Visitor from SA	7
Orroroo Carrieton	15-24	Home	56
Orroroo Carrieton	15-24	Visitor from SA	16
Orroroo Carrieton	25-34	Home	68
Orroroo Carrieton	25-34	Visitor from QLD	3
Orroroo Carrieton	25-34	Visitor from SA	5
Orroroo Carrieton	35-44	Home	73
Orroroo Carrieton	35-44	Visitor from NSW	4
Orroroo Carrieton	35-44	Visitor from SA	12
Orroroo Carrieton	35-44	Visitor from TAS	4
Orroroo Carrieton	45-54	Home	86
Orroroo Carrieton	45-54	Visitor from SA	10
Orroroo Carrieton	55-64	Home	135
Orroroo Carrieton	55-64	Visitor from SA	18
Orroroo Carrieton	65-74	Home	130
Orroroo Carrieton	65-74	Visitor from SA	20
Orroroo Carrieton	65-74	Visitor from VIC	6
Orroroo Carrieton	75-84	Home	65
Orroroo Carrieton	75-84	Visitor from SA	3
Orroroo Carrieton	85+	Home	49
Peterborough	0-14	Home	197
Peterborough	0-14	Visitor from NSW	3
Peterborough	0-14	Visitor from SA	4
Peterborough	15-24	Home	120
Peterborough	15-24	Visitor from SA	11
Peterborough	25-34	Home	110
Peterborough	25-34	Visitor from SA	6
Peterborough	35-44	Home	145
Peterborough	35-44	Visitor from SA	17
Peterborough	45-54	Home	183
Peterborough	45-54	Visitor from NSW	5
Peterborough	45-54	Visitor from SA	16
Peterborough	45-54	Visitor from VIC	3
Peterborough	45-54	Visitor same SA2	6
Peterborough	55-64	Home	289
Peterborough	55-64	Visitor from NSW	10
Peterborough	55-64	Visitor from SA	17
Peterborough	55-64	Visitor from TAS	4
Peterborough	55-64	Visitor from VIC	9
Peterborough	65-74	Home	283
Peterborough	65-74	Visitor from NSW	13
Peterborough	65-74	Visitor from SA	21
Peterborough	65-74	Visitor from VIC	7
Peterborough	75-84	Home	152
Peterborough	75-84	Visitor from SA	6
Peterborough	75-84	Visitor same SA2	3
Peterborough	85+	Home	45
Peterborough	85+	Visitor from SA	3
Playford	0-14	Home	22205
Playford	0-14	Visitor from NSW	4
Playford	0-14	Visitor from SA	410
Playford	0-14	Visitor from VIC	7
Playford	0-14	Visitor same SA2	32
Playford	15-24	Home	12561
Playford	15-24	Visitor from NT	5
Playford	15-24	Visitor from SA	502
Playford	15-24	Visitor from VIC	3
Playford	15-24	Visitor from WA	4
Playford	15-24	Visitor same SA2	13
Playford	25-34	Home	15129
Playford	25-34	Visitor from NSW	3
Playford	25-34	Visitor from QLD	6
Playford	25-34	Visitor from SA	520
Playford	25-34	Visitor from TAS	5
Playford	25-34	Visitor from VIC	10
Playford	25-34	Visitor same SA2	21
Playford	35-44	Home	12257
Playford	35-44	Visitor from NSW	9
Playford	35-44	Visitor from SA	318
Playford	35-44	Visitor from VIC	5
Playford	35-44	Visitor from WA	3
Playford	35-44	Visitor same SA2	21
Playford	45-54	Home	10904
Playford	45-54	Visitor from SA	238
Playford	45-54	Visitor from TAS	3
Playford	45-54	Visitor from VIC	8
Playford	45-54	Visitor from WA	3
Playford	45-54	Visitor same SA2	18
Playford	55-64	Home	10540
Playford	55-64	Visitor from NSW	3
Playford	55-64	Visitor from QLD	4
Playford	55-64	Visitor from SA	228
Playford	55-64	Visitor from TAS	3
Playford	55-64	Visitor from VIC	6
Playford	55-64	Visitor from WA	10
Playford	55-64	Visitor same SA2	21
Playford	65-74	Home	6932
Playford	65-74	Visitor from NSW	5
Playford	65-74	Visitor from QLD	3
Playford	65-74	Visitor from SA	161
Playford	65-74	Visitor from VIC	5
Playford	65-74	Visitor same SA2	25
Playford	75-84	Home	3792
Playford	75-84	Visitor from SA	126
Playford	75-84	Visitor from VIC	5
Playford	75-84	Visitor from WA	3
Playford	75-84	Visitor same SA2	16
Playford	85+	Home	1523
Playford	85+	Visitor from SA	65
Playford	85+	Visitor same SA2	7
Port Adelaide Enfield	0-14	Home	21969
Port Adelaide Enfield	0-14	Visitor from NSW	9
Port Adelaide Enfield	0-14	Visitor from NT	4
Port Adelaide Enfield	0-14	Visitor from SA	300
Port Adelaide Enfield	0-14	Visitor from VIC	3
Port Adelaide Enfield	0-14	Visitor same SA2	19
Port Adelaide Enfield	15-24	Home	14939
Port Adelaide Enfield	15-24	Visitor from NSW	10
Port Adelaide Enfield	15-24	Visitor from NT	5
Port Adelaide Enfield	15-24	Visitor from QLD	4
Port Adelaide Enfield	15-24	Visitor from SA	455
Port Adelaide Enfield	15-24	Visitor from VIC	8
Port Adelaide Enfield	15-24	Visitor same SA2	11
Port Adelaide Enfield	25-34	Home	21652
Port Adelaide Enfield	25-34	Visitor from NSW	10
Port Adelaide Enfield	25-34	Visitor from NT	5
Port Adelaide Enfield	25-34	Visitor from QLD	4
Port Adelaide Enfield	25-34	Visitor from SA	493
Port Adelaide Enfield	25-34	Visitor from TAS	3
Port Adelaide Enfield	25-34	Visitor from VIC	34
Port Adelaide Enfield	25-34	Visitor from WA	6
Port Adelaide Enfield	25-34	Visitor same SA2	14
Port Adelaide Enfield	35-44	Home	19249
Port Adelaide Enfield	35-44	Visitor from NSW	12
Port Adelaide Enfield	35-44	Visitor from NT	10
Port Adelaide Enfield	35-44	Visitor from QLD	8
Port Adelaide Enfield	35-44	Visitor from SA	380
Port Adelaide Enfield	35-44	Visitor from VIC	13
Port Adelaide Enfield	35-44	Visitor same SA2	22
Port Adelaide Enfield	45-54	Home	15669
Port Adelaide Enfield	45-54	Visitor from NSW	13
Port Adelaide Enfield	45-54	Visitor from NT	11
Port Adelaide Enfield	45-54	Visitor from QLD	3
Port Adelaide Enfield	45-54	Visitor from SA	329
Port Adelaide Enfield	45-54	Visitor from VIC	7
Port Adelaide Enfield	45-54	Visitor from WA	12
Port Adelaide Enfield	45-54	Visitor same SA2	21
Port Adelaide Enfield	55-64	Home	14791
Port Adelaide Enfield	55-64	Visitor from NSW	9
Port Adelaide Enfield	55-64	Visitor from NT	8
Port Adelaide Enfield	55-64	Visitor from QLD	7
Port Adelaide Enfield	55-64	Visitor from SA	282
Port Adelaide Enfield	55-64	Visitor from TAS	3
Port Adelaide Enfield	55-64	Visitor from VIC	19
Port Adelaide Enfield	55-64	Visitor from WA	3
Port Adelaide Enfield	55-64	Visitor same SA2	25
Port Adelaide Enfield	65-74	Home	11177
Port Adelaide Enfield	65-74	Visitor from NSW	9
Port Adelaide Enfield	65-74	Visitor from NT	4
Port Adelaide Enfield	65-74	Visitor from QLD	6
Port Adelaide Enfield	65-74	Visitor from SA	220
Port Adelaide Enfield	65-74	Visitor from VIC	16
Port Adelaide Enfield	65-74	Visitor from WA	13
Port Adelaide Enfield	65-74	Visitor same SA2	30
Port Adelaide Enfield	75-84	Home	5968
Port Adelaide Enfield	75-84	Visitor from NSW	3
Port Adelaide Enfield	75-84	Visitor from SA	115
Port Adelaide Enfield	75-84	Visitor from VIC	3
Port Adelaide Enfield	75-84	Visitor from WA	4
Port Adelaide Enfield	75-84	Visitor same SA2	23
Port Adelaide Enfield	85+	Home	2886
Port Adelaide Enfield	85+	Visitor from SA	73
Port Adelaide Enfield	85+	Visitor same SA2	9
Port Augusta	0-14	Home	2469
Port Augusta	0-14	Visitor from NSW	5
Port Augusta	0-14	Visitor from NT	3
Port Augusta	0-14	Visitor from SA	75
Port Augusta	0-14	Visitor from VIC	12
Port Augusta	0-14	Visitor same SA2	4
Port Augusta	15-24	Home	1421
Port Augusta	15-24	Visitor from NSW	20
Port Augusta	15-24	Visitor from SA	102
Port Augusta	15-24	Visitor from VIC	3
Port Augusta	15-24	Visitor same SA2	6
Port Augusta	25-34	Home	1962
Port Augusta	25-34	Visitor from NT	6
Port Augusta	25-34	Visitor from QLD	6
Port Augusta	25-34	Visitor from SA	160
Port Augusta	25-34	Visitor from VIC	11
Port Augusta	25-34	Visitor same SA2	11
Port Augusta	35-44	Home	1524
Port Augusta	35-44	Visitor from NSW	12
Port Augusta	35-44	Visitor from NT	3
Port Augusta	35-44	Visitor from QLD	3
Port Augusta	35-44	Visitor from SA	134
Port Augusta	35-44	Visitor from VIC	15
Port Augusta	35-44	Visitor same SA2	9
Port Augusta	45-54	Home	1547
Port Augusta	45-54	Visitor from NSW	27
Port Augusta	45-54	Visitor from NT	3
Port Augusta	45-54	Visitor from QLD	7
Port Augusta	45-54	Visitor from SA	160
Port Augusta	45-54	Visitor from TAS	4
Port Augusta	45-54	Visitor from VIC	9
Port Augusta	45-54	Visitor from WA	4
Port Augusta	45-54	Visitor same SA2	9
Port Augusta	55-64	Home	1715
Port Augusta	55-64	Visitor from NSW	16
Port Augusta	55-64	Visitor from NT	3
Port Augusta	55-64	Visitor from QLD	6
Port Augusta	55-64	Visitor from SA	183
Port Augusta	55-64	Visitor from TAS	4
Port Augusta	55-64	Visitor from VIC	23
Port Augusta	55-64	Visitor same SA2	7
Port Augusta	65-74	Home	1298
Port Augusta	65-74	Visitor from ACT	3
Port Augusta	65-74	Visitor from NSW	17
Port Augusta	65-74	Visitor from QLD	12
Port Augusta	65-74	Visitor from SA	123
Port Augusta	65-74	Visitor from TAS	14
Port Augusta	65-74	Visitor from VIC	38
Port Augusta	65-74	Visitor from WA	9
Port Augusta	65-74	Visitor same SA2	3
Port Augusta	75-84	Home	756
Port Augusta	75-84	Visitor from NSW	7
Port Augusta	75-84	Visitor from QLD	5
Port Augusta	75-84	Visitor from SA	48
Port Augusta	75-84	Visitor from VIC	7
Port Augusta	75-84	Visitor from WA	4
Port Augusta	75-84	Visitor same SA2	12
Port Augusta	85+	Home	235
Port Augusta	85+	Visitor from SA	23
Port Augusta	85+	Visitor same SA2	3
Port Lincoln	0-14	Home	2516
Port Lincoln	0-14	Visitor from SA	52
Port Lincoln	0-14	Visitor from VIC	3
Port Lincoln	0-14	Visitor from WA	3
Port Lincoln	0-14	Visitor same SA2	3
Port Lincoln	15-24	Home	1515
Port Lincoln	15-24	Visitor from SA	97
Port Lincoln	15-24	Visitor from WA	3
Port Lincoln	15-24	Visitor same SA2	4
Port Lincoln	25-34	Home	1669
Port Lincoln	25-34	Visitor from QLD	3
Port Lincoln	25-34	Visitor from SA	111
Port Lincoln	25-34	Visitor from VIC	7
Port Lincoln	25-34	Visitor same SA2	3
Port Lincoln	35-44	Home	1505
Port Lincoln	35-44	Visitor from SA	80
Port Lincoln	35-44	Visitor from VIC	3
Port Lincoln	35-44	Visitor from WA	7
Port Lincoln	35-44	Visitor same SA2	3
Port Lincoln	45-54	Home	1637
Port Lincoln	45-54	Visitor from SA	121
Port Lincoln	45-54	Visitor from WA	4
Port Lincoln	45-54	Visitor same SA2	7
Port Lincoln	55-64	Home	1699
Port Lincoln	55-64	Visitor from NSW	3
Port Lincoln	55-64	Visitor from QLD	4
Port Lincoln	55-64	Visitor from SA	143
Port Lincoln	55-64	Visitor from VIC	14
Port Lincoln	55-64	Visitor from WA	6
Port Lincoln	55-64	Visitor same SA2	10
Port Lincoln	65-74	Home	1464
Port Lincoln	65-74	Visitor from NSW	6
Port Lincoln	65-74	Visitor from NT	5
Port Lincoln	65-74	Visitor from SA	98
Port Lincoln	65-74	Visitor from VIC	16
Port Lincoln	65-74	Visitor from WA	4
Port Lincoln	65-74	Visitor same SA2	11
Port Lincoln	75-84	Home	898
Port Lincoln	75-84	Visitor from SA	46
Port Lincoln	75-84	Visitor from VIC	3
Port Lincoln	75-84	Visitor same SA2	7
Port Lincoln	85+	Home	411
Port Lincoln	85+	Visitor from SA	14
Port Lincoln	85+	Visitor same SA2	5
Port Pirie	0-14	Home	2950
Port Pirie	0-14	Visitor from SA	83
Port Pirie	0-14	Visitor from VIC	9
Port Pirie	0-14	Visitor same SA2	10
Port Pirie	15-24	Home	1872
Port Pirie	15-24	Visitor from SA	131
Port Pirie	15-24	Visitor from VIC	4
Port Pirie	15-24	Visitor same SA2	10
Port Pirie	25-34	Home	1779
Port Pirie	25-34	Visitor from SA	116
Port Pirie	25-34	Visitor from VIC	12
Port Pirie	35-44	Home	1641
Port Pirie	35-44	Visitor from SA	95
Port Pirie	35-44	Visitor from TAS	4
Port Pirie	35-44	Visitor from VIC	4
Port Pirie	35-44	Visitor same SA2	6
Port Pirie	45-54	Home	2078
Port Pirie	45-54	Visitor from NSW	3
Port Pirie	45-54	Visitor from NT	4
Port Pirie	45-54	Visitor from SA	120
Port Pirie	45-54	Visitor from VIC	4
Port Pirie	45-54	Visitor same SA2	3
Port Pirie	55-64	Home	2239
Port Pirie	55-64	Visitor from NSW	5
Port Pirie	55-64	Visitor from QLD	7
Port Pirie	55-64	Visitor from SA	127
Port Pirie	55-64	Visitor from VIC	18
Port Pirie	55-64	Visitor from WA	5
Port Pirie	55-64	Visitor same SA2	6
Port Pirie	65-74	Home	1961
Port Pirie	65-74	Visitor from QLD	4
Port Pirie	65-74	Visitor from SA	84
Port Pirie	65-74	Visitor from TAS	10
Port Pirie	65-74	Visitor from VIC	13
Port Pirie	65-74	Visitor same SA2	12
Port Pirie	75-84	Home	1310
Port Pirie	75-84	Visitor from SA	23
Port Pirie	75-84	Visitor from VIC	8
Port Pirie	75-84	Visitor same SA2	8
Port Pirie	85+	Home	494
Port Pirie	85+	Visitor from SA	16
Port Pirie	85+	Visitor same SA2	4
Prospect	0-14	Home	3808
Prospect	0-14	Visitor from SA	35
Prospect	0-14	Visitor same SA2	3
Prospect	15-24	Home	2679
Prospect	15-24	Visitor from NSW	3
Prospect	15-24	Visitor from SA	61
Prospect	15-24	Visitor from VIC	5
Prospect	25-34	Home	3445
