LGA_NAME16	Age5yr	Indigenous	persons
Brisbane	65+	0	160010
Brisbane	65+	1	1213
Bulloo	0-4	0	17
Bulloo	0-4	1	3
Bulloo	5-9	0	19
Bulloo	5-9	1	3
Bulloo	10-14	0	8
Bulloo	10-14	1	6
Bulloo	15-19	0	17
Bulloo	15-19	1	4
Bulloo	20-24	0	27
Bulloo	25-29	0	19
Bulloo	30-34		6
Bulloo	30-34	0	24
Bulloo	30-34	1	7
Bulloo	35-39		3
Bulloo	35-39	0	24
Bulloo	35-39	1	5
Bulloo	40-44	0	24
Bulloo	45-49	0	14
Bulloo	45-49	1	3
Bulloo	50-54	0	11
Bulloo	50-54	1	3
Bulloo	55-59	0	18
Bulloo	55-59	1	6
Bulloo	60-64	0	29
Bulloo	60-64	1	5
Bulloo	65+		7
Bulloo	65+	0	34
Bundaberg	0-4		256
Bundaberg	0-4	0	3723
Bundaberg	0-4	1	510
Bundaberg	5-9		342
Bundaberg	5-9	0	4549
Bundaberg	5-9	1	601
Bundaberg	10-14		388
Bundaberg	10-14	0	5257
Bundaberg	10-14	1	614
Bundaberg	15-19		325
Bundaberg	15-19	0	4777
Bundaberg	15-19	1	477
Bundaberg	20-24		297
Bundaberg	20-24	0	4034
Bundaberg	20-24	1	422
Bundaberg	25-29		377
Bundaberg	25-29	0	4457
Bundaberg	25-29	1	332
Bundaberg	30-34		336
Bundaberg	30-34	0	4403
Bundaberg	30-34	1	253
Bundaberg	35-39		317
Bundaberg	35-39	0	4490
Bundaberg	35-39	1	218
Bundaberg	40-44		330
Bundaberg	40-44	0	4489
Bundaberg	40-44	1	234
Bundaberg	45-49		406
Bundaberg	45-49	0	5181
Bundaberg	45-49	1	247
Bundaberg	50-54		384
Bundaberg	50-54	0	5686
Bundaberg	50-54	1	225
Bundaberg	55-59		465
Bundaberg	55-59	0	6357
Bundaberg	55-59	1	248
Bundaberg	60-64		450
Bundaberg	60-64	0	6801
Bundaberg	60-64	1	197
Bundaberg	65+		1330
Bundaberg	65+	0	24045
Bundaberg	65+	1	381
Burdekin	0-4		56
Burdekin	0-4	0	652
Burdekin	0-4	1	109
Burdekin	5-9		93
Burdekin	5-9	0	704
Burdekin	5-9	1	121
Burdekin	10-14		102
Burdekin	10-14	0	784
Burdekin	10-14	1	147
Burdekin	15-19		95
Burdekin	15-19	0	757
Burdekin	15-19	1	110
Burdekin	20-24		102
Burdekin	20-24	0	690
Burdekin	20-24	1	71
Burdekin	25-29		131
Burdekin	25-29	0	771
Burdekin	25-29	1	77
Burdekin	30-34		94
Burdekin	30-34	0	694
Burdekin	30-34	1	56
Burdekin	35-39		110
Burdekin	35-39	0	718
Burdekin	35-39	1	57
Burdekin	40-44		71
Burdekin	40-44	0	762
Burdekin	40-44	1	46
Burdekin	45-49		94
Burdekin	45-49	0	893
Burdekin	45-49	1	64
Burdekin	50-54		79
Burdekin	50-54	0	978
Burdekin	50-54	1	47
Burdekin	55-59		82
Burdekin	55-59	0	1020
Burdekin	55-59	1	57
Burdekin	60-64		76
Burdekin	60-64	0	1133
Burdekin	60-64	1	52
Burdekin	65+		244
Burdekin	65+	0	3616
Burdekin	65+	1	92
Burke	0-4		4
Burke	0-4	0	3
Burke	0-4	1	19
Burke	5-9		5
Burke	5-9	0	6
Burke	5-9	1	13
Burke	10-14		5
Burke	10-14	0	8
Burke	10-14	1	12
Burke	15-19		3
Burke	15-19	0	17
Burke	15-19	1	6
Burke	20-24		9
Burke	20-24	0	17
Burke	20-24	1	14
Burke	25-29		6
Burke	25-29	0	18
Burke	25-29	1	13
Burke	30-34		7
Burke	30-34	0	15
Burke	30-34	1	7
Burke	35-39		3
Burke	35-39	0	16
Burke	35-39	1	5
Burke	40-44		7
Burke	40-44	0	10
Burke	40-44	1	7
Burke	45-49	0	7
Burke	45-49	1	7
Burke	50-54		6
Burke	50-54	0	12
Burke	50-54	1	6
Burke	55-59		15
Burke	55-59	0	17
Burke	55-59	1	12
Burke	60-64		10
Burke	60-64	0	5
Burke	60-64	1	7
Burke	65+		13
Burke	65+	0	35
Burke	65+	1	9
Cairns	0-4		663
Cairns	0-4	0	6860
Cairns	0-4	1	1689
Cairns	5-9		785
Cairns	5-9	0	8316
Cairns	5-9	1	1774
Cairns	10-14		793
Cairns	10-14	0	8961
Cairns	10-14	1	1991
Cairns	15-19		794
Cairns	15-19	0	7872
Cairns	15-19	1	1629
Cairns	20-24		995
Cairns	20-24	0	6876
Cairns	20-24	1	1314
Cairns	25-29		1221
Cairns	25-29	0	8305
Cairns	25-29	1	1157
Cairns	30-34		1171
Cairns	30-34	0	9211
Cairns	30-34	1	972
Cairns	35-39		984
Cairns	35-39	0	9504
Cairns	35-39	1	930
Cairns	40-44		978
Cairns	40-44	0	9564
Cairns	40-44	1	903
Cairns	45-49		959
Cairns	45-49	0	10193
Cairns	45-49	1	901
Cairns	50-54		915
Cairns	50-54	0	10082
Cairns	50-54	1	760
Cairns	55-59		816
Cairns	55-59	0	9514
Cairns	55-59	1	677
Cairns	60-64		711
Cairns	60-64	0	8863
Cairns	60-64	1	514
Cairns	65+		1903
Cairns	65+	0	22978
Cairns	65+	1	938
Carpentaria	0-4		15
Carpentaria	0-4	0	51
Carpentaria	0-4	1	83
Carpentaria	5-9		14
Carpentaria	5-9	0	49
Carpentaria	5-9	1	102
Carpentaria	10-14		9
Carpentaria	10-14	0	40
Carpentaria	10-14	1	87
Carpentaria	15-19		6
Carpentaria	15-19	0	38
Carpentaria	15-19	1	65
Carpentaria	20-24		22
Carpentaria	20-24	0	66
Carpentaria	20-24	1	85
Carpentaria	25-29		13
Carpentaria	25-29	0	73
Carpentaria	25-29	1	60
Carpentaria	30-34		14
Carpentaria	30-34	0	73
Carpentaria	30-34	1	59
Carpentaria	35-39		15
Carpentaria	35-39	0	52
Carpentaria	35-39	1	47
Carpentaria	40-44		8
Carpentaria	40-44	0	69
Carpentaria	40-44	1	53
Carpentaria	45-49		6
Carpentaria	45-49	0	58
Carpentaria	45-49	1	36
Carpentaria	50-54		16
Carpentaria	50-54	0	83
Carpentaria	50-54	1	65
Carpentaria	55-59		9
Carpentaria	55-59	0	84
Carpentaria	55-59	1	54
Carpentaria	60-64		11
Carpentaria	60-64	0	97
Carpentaria	60-64	1	45
Carpentaria	65+		32
Carpentaria	65+	0	196
Carpentaria	65+	1	48
Cassowary Coast	0-4		148
Cassowary Coast	0-4	0	1047
Cassowary Coast	0-4	1	348
Cassowary Coast	5-9		180
Cassowary Coast	5-9	0	1192
Cassowary Coast	5-9	1	338
Cassowary Coast	10-14		198
Cassowary Coast	10-14	0	1243
Cassowary Coast	10-14	1	407
Cassowary Coast	15-19		157
Cassowary Coast	15-19	0	1034
Cassowary Coast	15-19	1	321
Cassowary Coast	20-24		112
Cassowary Coast	20-24	0	892
Cassowary Coast	20-24	1	232
Cassowary Coast	25-29		196
Cassowary Coast	25-29	0	1182
Cassowary Coast	25-29	1	202
Cassowary Coast	30-34		173
Cassowary Coast	30-34	0	1285
Cassowary Coast	30-34	1	175
Cassowary Coast	35-39		154
Cassowary Coast	35-39	0	1277
Cassowary Coast	35-39	1	158
Cassowary Coast	40-44		176
Cassowary Coast	40-44	0	1194
Cassowary Coast	40-44	1	161
Cassowary Coast	45-49		170
Cassowary Coast	45-49	0	1339
Cassowary Coast	45-49	1	187
Cassowary Coast	50-54		189
Cassowary Coast	50-54	0	1587
Cassowary Coast	50-54	1	197
Cassowary Coast	55-59		200
Cassowary Coast	55-59	0	1856
Cassowary Coast	55-59	1	145
Cassowary Coast	60-64		178
Cassowary Coast	60-64	0	2139
Cassowary Coast	60-64	1	125
Cassowary Coast	65+		494
Cassowary Coast	65+	0	5948
Cassowary Coast	65+	1	236
Central Highlands (Qld)	0-4		147
Central Highlands (Qld)	0-4	0	1666
Central Highlands (Qld)	0-4	1	210
Central Highlands (Qld)	5-9		190
Central Highlands (Qld)	5-9	0	1889
Central Highlands (Qld)	5-9	1	215
Central Highlands (Qld)	10-14		176
Central Highlands (Qld)	10-14	0	1797
Central Highlands (Qld)	10-14	1	195
Central Highlands (Qld)	15-19		134
Central Highlands (Qld)	15-19	0	1380
Central Highlands (Qld)	15-19	1	142
Central Highlands (Qld)	20-24		225
Central Highlands (Qld)	20-24	0	1386
Central Highlands (Qld)	20-24	1	150
Central Highlands (Qld)	25-29		255
Central Highlands (Qld)	25-29	0	1709
Central Highlands (Qld)	25-29	1	141
Central Highlands (Qld)	30-34		273
Central Highlands (Qld)	30-34	0	1711
Central Highlands (Qld)	30-34	1	106
Central Highlands (Qld)	35-39		289
Central Highlands (Qld)	35-39	0	1891
Central Highlands (Qld)	35-39	1	79
Central Highlands (Qld)	40-44		239
Central Highlands (Qld)	40-44	0	1570
Central Highlands (Qld)	40-44	1	79
Central Highlands (Qld)	45-49		214
Central Highlands (Qld)	45-49	0	1556
Central Highlands (Qld)	45-49	1	81
Central Highlands (Qld)	50-54		197
Central Highlands (Qld)	50-54	0	1484
Central Highlands (Qld)	50-54	1	80
Central Highlands (Qld)	55-59		224
Central Highlands (Qld)	55-59	0	1497
Central Highlands (Qld)	55-59	1	63
Central Highlands (Qld)	60-64		159
Central Highlands (Qld)	60-64	0	1286
Central Highlands (Qld)	60-64	1	41
Central Highlands (Qld)	65+		348
Central Highlands (Qld)	65+	0	2297
Central Highlands (Qld)	65+	1	49
Charters Towers	0-4		53
Charters Towers	0-4	0	377
Charters Towers	0-4	1	98
Charters Towers	5-9		108
Charters Towers	5-9	0	520
Charters Towers	5-9	1	121
Charters Towers	10-14		118
Charters Towers	10-14	0	714
Charters Towers	10-14	1	182
Charters Towers	15-19		123
Charters Towers	15-19	0	597
Charters Towers	15-19	1	163
Charters Towers	20-24		80
Charters Towers	20-24	0	387
Charters Towers	20-24	1	77
Charters Towers	25-29		76
Charters Towers	25-29	0	441
Charters Towers	25-29	1	55
Charters Towers	30-34		88
Charters Towers	30-34	0	470
Charters Towers	30-34	1	44
Charters Towers	35-39		110
Charters Towers	35-39	0	506
Charters Towers	35-39	1	55
Charters Towers	40-44		97
Charters Towers	40-44	0	495
Charters Towers	40-44	1	42
Charters Towers	45-49		122
Charters Towers	45-49	0	569
Charters Towers	45-49	1	58
Charters Towers	50-54		107
Charters Towers	50-54	0	595
Charters Towers	50-54	1	62
Charters Towers	55-59		99
Charters Towers	55-59	0	595
Charters Towers	55-59	1	55
Charters Towers	60-64		91
Charters Towers	60-64	0	660
Charters Towers	60-64	1	47
Charters Towers	65+		266
Charters Towers	65+	0	2177
Charters Towers	65+	1	71
Cherbourg	0-4	1	112
Cherbourg	5-9	1	163
Cherbourg	10-14		4
Cherbourg	10-14	1	141
Cherbourg	15-19		6
Cherbourg	15-19	1	113
Cherbourg	20-24		3
Cherbourg	20-24	1	91
Cherbourg	25-29	1	84
Cherbourg	30-34	1	72
Cherbourg	35-39		3
Cherbourg	35-39	1	55
Cherbourg	40-44	1	64
Cherbourg	45-49		4
Cherbourg	45-49	0	3
Cherbourg	45-49	1	64
Cherbourg	50-54	1	48
Cherbourg	55-59	0	4
Cherbourg	55-59	1	48
Cherbourg	60-64		3
Cherbourg	60-64	1	54
Cherbourg	65+	0	4
Cherbourg	65+	1	52
Cloncurry	0-4		38
Cloncurry	0-4	0	150
Cloncurry	0-4	1	72
Cloncurry	5-9		27
Cloncurry	5-9	0	144
Cloncurry	5-9	1	90
Cloncurry	10-14		21
Cloncurry	10-14	0	87
Cloncurry	10-14	1	74
Cloncurry	15-19		26
Cloncurry	15-19	0	87
Cloncurry	15-19	1	84
Cloncurry	20-24		40
Cloncurry	20-24	0	185
Cloncurry	20-24	1	64
Cloncurry	25-29		47
Cloncurry	25-29	0	224
Cloncurry	25-29	1	66
Cloncurry	30-34		54
Cloncurry	30-34	0	190
Cloncurry	30-34	1	47
Cloncurry	35-39		49
Cloncurry	35-39	0	209
Cloncurry	35-39	1	63
Cloncurry	40-44		34
Cloncurry	40-44	0	149
Cloncurry	40-44	1	37
Cloncurry	45-49		49
Cloncurry	45-49	0	138
Cloncurry	45-49	1	55
Cloncurry	50-54		32
Cloncurry	50-54	0	138
Cloncurry	50-54	1	47
Cloncurry	55-59		26
Cloncurry	55-59	0	154
Cloncurry	55-59	1	43
Cloncurry	60-64		34
Cloncurry	60-64	0	136
Cloncurry	60-64	1	49
Cloncurry	65+		51
Cloncurry	65+	0	244
Cloncurry	65+	1	64
Cook	0-4		34
Cook	0-4	0	112
Cook	0-4	1	90
Cook	5-9		39
Cook	5-9	0	138
Cook	5-9	1	100
Cook	10-14		36
Cook	10-14	0	133
Cook	10-14	1	99
Cook	15-19		36
Cook	15-19	0	109
Cook	15-19	1	57
Cook	20-24		30
Cook	20-24	0	103
Cook	20-24	1	77
Cook	25-29		53
Cook	25-29	0	146
Cook	25-29	1	75
Cook	30-34		78
Cook	30-34	0	190
Cook	30-34	1	76
Cook	35-39		49
Cook	35-39	0	164
Cook	35-39	1	53
Cook	40-44		52
Cook	40-44	0	188
Cook	40-44	1	58
Cook	45-49		52
Cook	45-49	0	174
Cook	45-49	1	64
Cook	50-54		54
Cook	50-54	0	205
Cook	50-54	1	47
Cook	55-59		56
Cook	55-59	0	242
Cook	55-59	1	42
Cook	60-64		63
Cook	60-64	0	276
Cook	60-64	1	52
Cook	65+		126
Cook	65+	0	624
Cook	65+	1	60
Croydon	0-4	0	12
Croydon	0-4	1	11
Croydon	5-9		3
Croydon	5-9	0	15
Croydon	5-9	1	5
Croydon	10-14	0	6
Croydon	10-14	1	3
Croydon	15-19		5
Croydon	15-19	0	4
Croydon	15-19	1	5
Croydon	20-24	0	7
Croydon	20-24	1	3
Croydon	25-29		9
Croydon	25-29	0	13
Croydon	25-29	1	8
Croydon	30-34		4
Croydon	30-34	0	10
Croydon	30-34	1	6
Croydon	35-39	0	14
Croydon	35-39	1	4
Croydon	40-44		3
Croydon	40-44	0	12
Croydon	40-44	1	4
Croydon	45-49		9
Croydon	45-49	0	13
Croydon	45-49	1	12
Croydon	50-54	0	8
Croydon	50-54	1	3
Croydon	55-59	0	16
Croydon	60-64	0	13
Croydon	65+		5
Croydon	65+	0	21
Croydon	65+	1	7
Diamantina	0-4	0	5
Diamantina	0-4	1	5
Diamantina	5-9		3
Diamantina	5-9	0	6
Diamantina	10-14		7
Diamantina	10-14	0	6
Diamantina	10-14	1	5
Diamantina	15-19	0	7
Diamantina	15-19	1	4
Diamantina	20-24		5
Diamantina	20-24	0	12
Diamantina	20-24	1	6
Diamantina	25-29		6
Diamantina	25-29	0	18
Diamantina	25-29	1	10
Diamantina	30-34	0	11
Diamantina	35-39		8
Diamantina	35-39	0	12
Diamantina	35-39	1	3
Diamantina	40-44		8
Diamantina	40-44	0	13
Diamantina	40-44	1	3
Diamantina	45-49		8
Diamantina	45-49	0	9
Diamantina	45-49	1	6
Diamantina	50-54	0	12
Diamantina	50-54	1	4
Diamantina	55-59		6
Diamantina	55-59	0	12
Diamantina	55-59	1	13
Diamantina	60-64	0	10
Diamantina	65+		3
Diamantina	65+	0	10
Diamantina	65+	1	9
Doomadgee	0-4	0	3
Doomadgee	0-4	1	145
Doomadgee	5-9		3
Doomadgee	5-9	0	3
Doomadgee	5-9	1	131
Doomadgee	10-14	1	145
Doomadgee	15-19	1	132
Doomadgee	20-24		4
Doomadgee	20-24	0	8
Doomadgee	20-24	1	119
Doomadgee	25-29		10
Doomadgee	25-29	0	20
Doomadgee	25-29	1	104
Doomadgee	30-34		9
Doomadgee	30-34	0	11
Doomadgee	30-34	1	83
Doomadgee	35-39		4
Doomadgee	35-39	0	5
Doomadgee	35-39	1	63
Doomadgee	40-44		3
Doomadgee	40-44	0	6
Doomadgee	40-44	1	79
Doomadgee	45-49		3
Doomadgee	45-49	0	8
Doomadgee	45-49	1	61
Doomadgee	50-54	0	6
Doomadgee	50-54	1	58
Doomadgee	55-59		3
Doomadgee	55-59	0	8
Doomadgee	55-59	1	37
Doomadgee	60-64		7
Doomadgee	60-64	0	15
Doomadgee	60-64	1	38
Doomadgee	65+	0	3
Doomadgee	65+	1	37
Douglas	0-4		52
Douglas	0-4	0	365
Douglas	0-4	1	117
Douglas	5-9		64
Douglas	5-9	0	448
Douglas	5-9	1	126
Douglas	10-14		74
Douglas	10-14	0	488
Douglas	10-14	1	108
Douglas	15-19		73
Douglas	15-19	0	389
Douglas	15-19	1	86
Douglas	20-24		76
Douglas	20-24	0	347
Douglas	20-24	1	77
Douglas	25-29		113
Douglas	25-29	0	565
Douglas	25-29	1	52
Douglas	30-34		132
Douglas	30-34	0	625
Douglas	30-34	1	66
Douglas	35-39		85
Douglas	35-39	0	590
Douglas	35-39	1	61
Douglas	40-44		79
Douglas	40-44	0	619
Douglas	40-44	1	53
Douglas	45-49		95
Douglas	45-49	0	692
Douglas	45-49	1	51
Douglas	50-54		96
Douglas	50-54	0	781
Douglas	50-54	1	54
Douglas	55-59		96
Douglas	55-59	0	897
Douglas	55-59	1	52
Douglas	60-64		97
Douglas	60-64	0	862
Douglas	60-64	1	40
Douglas	65+		268
Douglas	65+	0	2226
Douglas	65+	1	84
Etheridge	0-4		3
Etheridge	0-4	0	35
Etheridge	0-4	1	3
Etheridge	5-9		3
Etheridge	5-9	0	35
Etheridge	5-9	1	9
Etheridge	10-14		3
Etheridge	10-14	0	19
Etheridge	10-14	1	4
Etheridge	15-19		3
Etheridge	15-19	0	24
Etheridge	20-24	0	31
Etheridge	25-29		5
Etheridge	25-29	0	28
Etheridge	25-29	1	5
Etheridge	30-34	0	40
Etheridge	35-39		11
Etheridge	35-39	0	33
Etheridge	35-39	1	6
Etheridge	40-44		6
Etheridge	40-44	0	25
Etheridge	45-49		8
Etheridge	45-49	0	35
Etheridge	45-49	1	3
Etheridge	50-54		11
Etheridge	50-54	0	48
Etheridge	55-59		5
Etheridge	55-59	0	52
Etheridge	55-59	1	3
Etheridge	60-64		4
Etheridge	60-64	0	36
Etheridge	60-64	1	5
Etheridge	65+		27
Etheridge	65+	0	142
Etheridge	65+	1	5
Flinders (Qld)	0-4		9
Flinders (Qld)	0-4	0	81
Flinders (Qld)	0-4	1	12
Flinders (Qld)	5-9		10
Flinders (Qld)	5-9	0	83
Flinders (Qld)	5-9	1	12
Flinders (Qld)	10-14		7
Flinders (Qld)	10-14	0	47
Flinders (Qld)	10-14	1	20
Flinders (Qld)	15-19		9
Flinders (Qld)	15-19	0	46
Flinders (Qld)	15-19	1	10
Flinders (Qld)	20-24		12
Flinders (Qld)	20-24	0	61
Flinders (Qld)	20-24	1	10
Flinders (Qld)	25-29		15
Flinders (Qld)	25-29	0	76
Flinders (Qld)	25-29	1	10
Flinders (Qld)	30-34		16
Flinders (Qld)	30-34	0	83
Flinders (Qld)	30-34	1	14
Flinders (Qld)	35-39		8
Flinders (Qld)	35-39	0	72
Flinders (Qld)	40-44		7
Flinders (Qld)	40-44	0	44
Flinders (Qld)	40-44	1	8
Flinders (Qld)	45-49		9
Flinders (Qld)	45-49	0	69
Flinders (Qld)	45-49	1	8
Flinders (Qld)	50-54		18
Flinders (Qld)	50-54	0	82
Flinders (Qld)	50-54	1	16
Flinders (Qld)	55-59		21
Flinders (Qld)	55-59	0	68
Flinders (Qld)	55-59	1	9
Flinders (Qld)	60-64		10
Flinders (Qld)	60-64	0	83
Flinders (Qld)	60-64	1	4
Flinders (Qld)	65+		31
Flinders (Qld)	65+	0	266
Flinders (Qld)	65+	1	16
Fraser Coast	0-4		262
Fraser Coast	0-4	0	3567
Fraser Coast	0-4	1	580
Fraser Coast	5-9		299
Fraser Coast	5-9	0	4764
Fraser Coast	5-9	1	622
Fraser Coast	10-14		373
Fraser Coast	10-14	0	5600
Fraser Coast	10-14	1	726
Fraser Coast	15-19		336
Fraser Coast	15-19	0	4858
Fraser Coast	15-19	1	564
Fraser Coast	20-24		296
Fraser Coast	20-24	0	3759
Fraser Coast	20-24	1	437
Fraser Coast	25-29		284
Fraser Coast	25-29	0	4013
Fraser Coast	25-29	1	324
Fraser Coast	30-34		308
Fraser Coast	30-34	0	4162
Fraser Coast	30-34	1	318
Fraser Coast	35-39		363
Fraser Coast	35-39	0	4578
Fraser Coast	35-39	1	282
Fraser Coast	40-44		292
Fraser Coast	40-44	0	4798
Fraser Coast	40-44	1	272
Fraser Coast	45-49		398
Fraser Coast	45-49	0	5670
Fraser Coast	45-49	1	272
Fraser Coast	50-54		396
Fraser Coast	50-54	0	6252
Fraser Coast	50-54	1	257
Fraser Coast	55-59		414
Fraser Coast	55-59	0	7429
Fraser Coast	55-59	1	272
Fraser Coast	60-64		455
Fraser Coast	60-64	0	8488
Fraser Coast	60-64	1	223
Fraser Coast	65+		1772
Fraser Coast	65+	0	31214
Fraser Coast	65+	1	488
Gladstone	0-4		193
Gladstone	0-4	0	3332
Gladstone	0-4	1	530
Gladstone	5-9		262
Gladstone	5-9	0	3894
Gladstone	5-9	1	535
Gladstone	10-14		276
Gladstone	10-14	0	4137
Gladstone	10-14	1	499
Gladstone	15-19		227
Gladstone	15-19	0	3412
Gladstone	15-19	1	369
Gladstone	20-24		194
Gladstone	20-24	0	2677
Gladstone	20-24	1	289
Gladstone	25-29		273
Gladstone	25-29	0	3196
Gladstone	25-29	1	299
Gladstone	30-34		269
Gladstone	30-34	0	3551
Gladstone	30-34	1	241
Gladstone	35-39		320
Gladstone	35-39	0	3754
Gladstone	35-39	1	202
Gladstone	40-44		277
Gladstone	40-44	0	3606
Gladstone	40-44	1	182
Gladstone	45-49		357
Gladstone	45-49	0	3976
Gladstone	45-49	1	186
Gladstone	50-54		338
Gladstone	50-54	0	4012
Gladstone	50-54	1	192
Gladstone	55-59		311
Gladstone	55-59	0	4059
Gladstone	55-59	1	158
Gladstone	60-64		295
Gladstone	60-64	0	3750
Gladstone	60-64	1	111
Gladstone	65+		612
Gladstone	65+	0	8025
Gladstone	65+	1	147
Gold Coast	0-4		1588
Gold Coast	0-4	0	30454
Gold Coast	0-4	1	1443
Gold Coast	5-9		1916
Gold Coast	5-9	0	34237
Gold Coast	5-9	1	1393
Gold Coast	10-14		1892
Gold Coast	10-14	0	35581
Gold Coast	10-14	1	1431
Gold Coast	15-19		1679
Gold Coast	15-19	0	33402
Gold Coast	15-19	1	1294
Gold Coast	20-24		2299
Gold Coast	20-24	0	35674
Gold Coast	20-24	1	1363
Gold Coast	25-29		2967
Gold Coast	25-29	0	38572
Gold Coast	25-29	1	1127
Gold Coast	30-34		2768
Gold Coast	30-34	0	40093
Gold Coast	30-34	1	891
Gold Coast	35-39		2505
Gold Coast	35-39	0	40100
Gold Coast	35-39	1	852
Gold Coast	40-44		2146
Gold Coast	40-44	0	38628
Gold Coast	40-44	1	717
Gold Coast	45-49		2305
Gold Coast	45-49	0	39872
Gold Coast	45-49	1	716
Gold Coast	50-54		2079
Gold Coast	50-54	0	38300
Gold Coast	50-54	1	641
Gold Coast	55-59		1938
Gold Coast	55-59	0	35368
Gold Coast	55-59	1	506
Gold Coast	60-64		1695
Gold Coast	60-64	0	33216
Gold Coast	60-64	1	455
Gold Coast	65+		6176
Gold Coast	65+	0	104049
Gold Coast	65+	1	759
Goondiwindi	0-4		59
Goondiwindi	0-4	0	539
Goondiwindi	0-4	1	105
Goondiwindi	5-9		72
Goondiwindi	5-9	0	571
Goondiwindi	5-9	1	88
Goondiwindi	10-14		60
Goondiwindi	10-14	0	567
Goondiwindi	10-14	1	92
Goondiwindi	15-19		48
Goondiwindi	15-19	0	423
Goondiwindi	15-19	1	76
Goondiwindi	20-24		48
Goondiwindi	20-24	0	407
Goondiwindi	20-24	1	78
Goondiwindi	25-29		62
Goondiwindi	25-29	0	503
Goondiwindi	25-29	1	47
Goondiwindi	30-34		57
Goondiwindi	30-34	0	503
Goondiwindi	30-34	1	43
Goondiwindi	35-39		69
Goondiwindi	35-39	0	547
Goondiwindi	35-39	1	36
Goondiwindi	40-44		43
Goondiwindi	40-44	0	492
Goondiwindi	40-44	1	38
Goondiwindi	45-49		42
Goondiwindi	45-49	0	510
Goondiwindi	45-49	1	24
Goondiwindi	50-54		65
Goondiwindi	50-54	0	577
Goondiwindi	50-54	1	42
Goondiwindi	55-59		58
Goondiwindi	55-59	0	553
Goondiwindi	55-59	1	30
Goondiwindi	60-64		64
Goondiwindi	60-64	0	639
Goondiwindi	60-64	1	31
Goondiwindi	65+		166
Goondiwindi	65+	0	1774
Goondiwindi	65+	1	69
Gympie	0-4		168
Gympie	0-4	0	2043
Gympie	0-4	1	241
Gympie	5-9		194
Gympie	5-9	0	2474
Gympie	5-9	1	272
Gympie	10-14		214
Gympie	10-14	0	2915
Gympie	10-14	1	297
Gympie	15-19		215
Gympie	15-19	0	2607
Gympie	15-19	1	255
Gympie	20-24		113
Gympie	20-24	0	1894
Gympie	20-24	1	145
Gympie	25-29		179
Gympie	25-29	0	2114
Gympie	25-29	1	133
Gympie	30-34		213
Gympie	30-34	0	2186
Gympie	30-34	1	110
Gympie	35-39		200
Gympie	35-39	0	2402
Gympie	35-39	1	125
Gympie	40-44		205
Gympie	40-44	0	2454
Gympie	40-44	1	94
Gympie	45-49		242
Gympie	45-49	0	2771
Gympie	45-49	1	123
Gympie	50-54		279
Gympie	50-54	0	3343
Gympie	50-54	1	125
Gympie	55-59		259
Gympie	55-59	0	3675
Gympie	55-59	1	134
Gympie	60-64		258
Gympie	60-64	0	4035
Gympie	60-64	1	94
Gympie	65+		707
Gympie	65+	0	12568
Gympie	65+	1	185
Hinchinbrook	0-4		32
Hinchinbrook	0-4	0	347
Hinchinbrook	0-4	1	64
Hinchinbrook	5-9		47
Hinchinbrook	5-9	0	431
Hinchinbrook	5-9	1	81
Hinchinbrook	10-14		51
Hinchinbrook	10-14	0	479
Hinchinbrook	10-14	1	117
Hinchinbrook	15-19		47
Hinchinbrook	15-19	0	417
Hinchinbrook	15-19	1	84
Hinchinbrook	20-24		65
Hinchinbrook	20-24	0	370
Hinchinbrook	20-24	1	38
Hinchinbrook	25-29		50
Hinchinbrook	25-29	0	386
Hinchinbrook	25-29	1	35
Hinchinbrook	30-34		38
Hinchinbrook	30-34	0	399
Hinchinbrook	30-34	1	46
Hinchinbrook	35-39		45
Hinchinbrook	35-39	0	422
Hinchinbrook	35-39	1	38
Hinchinbrook	40-44		38
Hinchinbrook	40-44	0	394
Hinchinbrook	40-44	1	29
Hinchinbrook	45-49		60
Hinchinbrook	45-49	0	543
Hinchinbrook	45-49	1	42
Hinchinbrook	50-54		60
Hinchinbrook	50-54	0	587
Hinchinbrook	50-54	1	46
Hinchinbrook	55-59		76
Hinchinbrook	55-59	0	813
Hinchinbrook	55-59	1	44
Hinchinbrook	60-64		38
Hinchinbrook	60-64	0	823
Hinchinbrook	60-64	1	31
Hinchinbrook	65+		183
Hinchinbrook	65+	0	2929
Hinchinbrook	65+	1	71
Hope Vale	0-4		7
Hope Vale	0-4	0	7
Hope Vale	0-4	1	96
Hope Vale	5-9		3
Hope Vale	5-9	0	7
Hope Vale	5-9	1	97
Hope Vale	10-14	1	83
Hope Vale	15-19	1	69
Hope Vale	20-24		7
Hope Vale	20-24	0	9
Hope Vale	20-24	1	67
Hope Vale	25-29		4
Hope Vale	25-29	0	8
Hope Vale	25-29	1	64
Hope Vale	30-34		3
Hope Vale	30-34	0	12
Hope Vale	30-34	1	82
Hope Vale	35-39		5
Hope Vale	35-39	0	7
Hope Vale	35-39	1	56
Hope Vale	40-44		3
Hope Vale	40-44	1	45
Hope Vale	45-49		5
Hope Vale	45-49	0	6
Hope Vale	45-49	1	48
Hope Vale	50-54		5
Hope Vale	50-54	0	4
Hope Vale	50-54	1	57
Hope Vale	55-59	1	33
Hope Vale	60-64		4
Hope Vale	60-64	0	6
Hope Vale	60-64	1	30
Hope Vale	65+	0	8
Hope Vale	65+	1	51
Ipswich	0-4		801
