LGA_NAME21	CountryOfBirth	persons
Bayside (NSW)	NLD	151
Bayside (NSW)	NPL	4683
Bayside (NSW)	NZL	2616
Bayside (NSW)	PAK	460
Bayside (NSW)	PHL	3558
Bayside (NSW)	PNG	97
Bayside (NSW)	POL	476
Bayside (NSW)	SGP	447
Bayside (NSW)	THA	1607
Bayside (NSW)	TUR	822
Bayside (NSW)	TWN	559
Bayside (NSW)	USA	535
Bayside (NSW)	VNM	1942
Bayside (NSW)	WSM	85
Bayside (NSW)	ZAF	721
Bayside (NSW)	ZWE	91
Bega Valley		3110
Bega Valley	AUS	28894
Bega Valley	BGD	10
Bega Valley	BRA	10
Bega Valley	CAN	79
Bega Valley	CHL	21
Bega Valley	CHN	44
Bega Valley	DEU	252
Bega Valley	EGY	12
Bega Valley	FJI	24
Bega Valley	FRA	47
Bega Valley	GBR	1686
Bega Valley	GRC	22
Bega Valley	HKG	23
Bega Valley	HRV	19
Bega Valley	IDN	15
Bega Valley	IND	96
Bega Valley	IRL	73
Bega Valley	IRN	9
Bega Valley	ITA	51
Bega Valley	JPN	24
Bega Valley	KHM	3
Bega Valley	KOR	12
Bega Valley	LBN	4
Bega Valley	LKA	13
Bega Valley	MKD	3
Bega Valley	MLT	28
Bega Valley	MUS	6
Bega Valley	MYS	35
Bega Valley	NLD	190
Bega Valley	NPL	48
Bega Valley	NZL	421
Bega Valley	PAK	5
Bega Valley	PHL	141
Bega Valley	PNG	19
Bega Valley	POL	22
Bega Valley	SGP	21
Bega Valley	THA	85
Bega Valley	TUR	9
Bega Valley	TWN	3
Bega Valley	USA	174
Bega Valley	VNM	18
Bega Valley	WSM	3
Bega Valley	ZAF	124
Bega Valley	ZWE	21
Bellingen		1251
Bellingen	AUS	10517
Bellingen	BRA	7
Bellingen	CAN	33
Bellingen	CHL	5
Bellingen	CHN	7
Bellingen	DEU	98
Bellingen	FJI	9
Bellingen	FRA	27
Bellingen	GBR	707
Bellingen	GRC	3
Bellingen	HKG	10
Bellingen	HRV	3
Bellingen	IDN	10
Bellingen	IND	10
Bellingen	IRL	20
Bellingen	ITA	12
Bellingen	JPN	10
Bellingen	KOR	3
Bellingen	LKA	3
Bellingen	MLT	3
Bellingen	MYS	17
Bellingen	NLD	65
Bellingen	NPL	8
Bellingen	NZL	181
Bellingen	PHL	38
Bellingen	PNG	19
Bellingen	POL	10
Bellingen	SGP	12
Bellingen	THA	13
Bellingen	TUR	4
Bellingen	TWN	5
Bellingen	USA	73
Bellingen	ZAF	62
Bellingen	ZWE	6
Berrigan		926
Berrigan	AUS	7114
Berrigan	CAN	10
Berrigan	CHL	5
Berrigan	CHN	11
Berrigan	DEU	34
Berrigan	EGY	11
Berrigan	FJI	3
Berrigan	GBR	224
Berrigan	IDN	3
Berrigan	IND	34
Berrigan	IRL	8
Berrigan	IRQ	8
Berrigan	ITA	15
Berrigan	LKA	16
Berrigan	MYS	12
Berrigan	NLD	46
Berrigan	NPL	9
Berrigan	NZL	79
Berrigan	PHL	46
Berrigan	THA	8
Berrigan	USA	7
Berrigan	VNM	5
Berrigan	ZAF	19
Berrigan	ZWE	3
Blacktown		36859
Blacktown	AFG	2818
Blacktown	AUS	199909
Blacktown	BGD	3196
Blacktown	BIH	531
Blacktown	BRA	225
Blacktown	CAN	288
Blacktown	CHL	654
Blacktown	CHN	6350
Blacktown	DEU	829
Blacktown	EGY	2037
Blacktown	FJI	7576
Blacktown	FRA	169
Blacktown	GBR	5677
Blacktown	GRC	677
Blacktown	HKG	1120
Blacktown	HRV	886
Blacktown	IDN	1868
Blacktown	IND	47090
Blacktown	IRL	612
Blacktown	IRN	2142
Blacktown	IRQ	2170
Blacktown	ITA	1224
Blacktown	JPN	190
Blacktown	KHM	193
Blacktown	KOR	2142
Blacktown	LBN	2038
Blacktown	LKA	6037
Blacktown	MKD	226
Blacktown	MLT	2029
Blacktown	MMR	966
Blacktown	MUS	650
Blacktown	MYS	1706
Blacktown	NLD	429
Blacktown	NPL	3669
Blacktown	NZL	8423
Blacktown	PAK	6175
Blacktown	PHL	25292
Blacktown	PNG	168
Blacktown	POL	870
Blacktown	SGP	736
Blacktown	THA	881
Blacktown	TUR	1494
Blacktown	TWN	411
Blacktown	USA	922
Blacktown	VNM	1322
Blacktown	WSM	2305
Blacktown	ZAF	2149
Blacktown	ZWE	451
Bland		583
Bland	AUS	4678
Bland	CAN	6
Bland	CHN	8
Bland	DEU	12
Bland	GBR	62
Bland	HKG	4
Bland	IDN	3
Bland	IND	15
Bland	IRL	4
Bland	IRQ	3
Bland	LKA	5
Bland	NLD	6
Bland	NPL	9
Bland	NZL	38
Bland	PHL	38
Bland	PNG	12
Bland	THA	7
Bland	TWN	4
Bland	USA	11
Bland	ZAF	27
Blayney		545
Blayney	AUS	6525
Blayney	CAN	6
Blayney	CHN	9
Blayney	DEU	19
Blayney	FJI	5
Blayney	GBR	177
Blayney	HKG	5
Blayney	IDN	5
Blayney	IND	3
Blayney	IRL	9
Blayney	IRN	3
Blayney	ITA	3
Blayney	LKA	4
Blayney	MLT	5
Blayney	NLD	19
Blayney	NZL	82
Blayney	PAK	4
Blayney	PHL	14
Blayney	PNG	5
Blayney	POL	3
Blayney	SGP	5
Blayney	THA	9
Blayney	TWN	6
Blayney	USA	12
Blayney	ZAF	11
Blayney	ZWE	5
Blue Mountains		4272
Blue Mountains	AFG	9
Blue Mountains	AUS	61900
Blue Mountains	BGD	12
Blue Mountains	BIH	17
Blue Mountains	BRA	58
Blue Mountains	CAN	214
Blue Mountains	CHL	132
Blue Mountains	CHN	263
Blue Mountains	DEU	538
Blue Mountains	EGY	50
Blue Mountains	FJI	79
Blue Mountains	FRA	159
Blue Mountains	GBR	4906
Blue Mountains	GRC	68
Blue Mountains	HKG	93
Blue Mountains	HRV	74
Blue Mountains	IDN	105
Blue Mountains	IND	331
Blue Mountains	IRL	310
Blue Mountains	IRN	35
Blue Mountains	IRQ	27
Blue Mountains	ITA	160
Blue Mountains	JPN	119
Blue Mountains	KHM	40
Blue Mountains	KOR	81
Blue Mountains	LBN	65
Blue Mountains	LKA	74
Blue Mountains	MKD	9
Blue Mountains	MLT	86
Blue Mountains	MMR	16
Blue Mountains	MUS	44
Blue Mountains	MYS	170
Blue Mountains	NLD	330
Blue Mountains	NPL	48
Blue Mountains	NZL	1168
Blue Mountains	PAK	37
Blue Mountains	PHL	356
Blue Mountains	PNG	73
Blue Mountains	POL	202
Blue Mountains	SGP	83
Blue Mountains	THA	172
Blue Mountains	TUR	27
Blue Mountains	TWN	33
Blue Mountains	USA	534
Blue Mountains	VNM	169
Blue Mountains	WSM	12
Blue Mountains	ZAF	345
Blue Mountains	ZWE	32
Bogan		212
Bogan	AUS	2118
Bogan	CAN	3
Bogan	CHN	3
Bogan	DEU	4
Bogan	FJI	10
Bogan	GBR	21
Bogan	IDN	5
Bogan	IND	13
Bogan	IRL	9
Bogan	NPL	7
Bogan	NZL	19
Bogan	PAK	5
Bogan	PHL	5
Bogan	PNG	6
Bogan	THA	8
Bogan	VNM	4
Bogan	ZAF	6
Bogan	ZWE	7
Bourke		459
Bourke	AUS	1785
Bourke	CHN	3
Bourke	GBR	18
Bourke	IDN	4
Bourke	IND	25
Bourke	IRL	5
Bourke	MYS	4
Bourke	NPL	21
Bourke	NZL	10
Bourke	PAK	10
Bourke	PHL	7
Bourke	USA	4
Brewarrina		232
Brewarrina	AUS	1069
Brewarrina	GBR	6
Brewarrina	IND	23
Brewarrina	NZL	10
Brewarrina	ZAF	3
Broken Hill		1638
Broken Hill	AUS	15119
Broken Hill	BGD	4
Broken Hill	BIH	4
Broken Hill	CAN	10
Broken Hill	CHN	18
Broken Hill	DEU	35
Broken Hill	EGY	3
Broken Hill	FJI	9
Broken Hill	FRA	4
Broken Hill	GBR	165
Broken Hill	GRC	8
Broken Hill	HRV	4
Broken Hill	IDN	5
Broken Hill	IND	67
Broken Hill	IRL	7
Broken Hill	IRN	3
Broken Hill	ITA	25
Broken Hill	JPN	4
Broken Hill	KOR	3
Broken Hill	LKA	8
Broken Hill	MLT	22
Broken Hill	MMR	5
Broken Hill	MYS	10
Broken Hill	NLD	18
Broken Hill	NPL	7
Broken Hill	NZL	72
Broken Hill	PHL	201
Broken Hill	PNG	10
Broken Hill	THA	14
Broken Hill	USA	27
Broken Hill	VNM	7
Broken Hill	ZAF	17
Broken Hill	ZWE	10
Burwood		3328
Burwood	AUS	14891
Burwood	BGD	75
Burwood	BIH	26
Burwood	BRA	79
Burwood	CAN	47
Burwood	CHL	64
Burwood	CHN	7291
Burwood	DEU	76
Burwood	EGY	105
Burwood	FJI	120
Burwood	FRA	52
Burwood	GBR	438
Burwood	GRC	346
Burwood	HKG	832
Burwood	HRV	161
Burwood	IDN	411
Burwood	IND	1249
Burwood	IRL	128
Burwood	IRN	55
Burwood	IRQ	34
Burwood	ITA	902
Burwood	JPN	126
Burwood	KHM	86
Burwood	KOR	985
Burwood	LBN	610
Burwood	LKA	215
Burwood	MKD	20
Burwood	MLT	34
Burwood	MMR	96
Burwood	MUS	21
Burwood	MYS	771
Burwood	NLD	22
Burwood	NPL	3060
Burwood	NZL	363
Burwood	PAK	80
Burwood	PHL	604
Burwood	PNG	44
Burwood	POL	75
Burwood	SGP	139
Burwood	THA	349
Burwood	TUR	89
Burwood	TWN	462
Burwood	USA	104
Burwood	VNM	1076
Burwood	WSM	12
Burwood	ZAF	69
Burwood	ZWE	5
Byron		5082
Byron	AFG	4
Byron	AUS	24450
Byron	BIH	3
Byron	BRA	287
Byron	CAN	231
Byron	CHL	88
Byron	CHN	36
Byron	DEU	462
Byron	EGY	16
Byron	FJI	23
Byron	FRA	280
Byron	GBR	2081
Byron	GRC	17
Byron	HKG	22
Byron	HRV	17
Byron	IDN	57
Byron	IND	97
Byron	IRL	114
Byron	IRN	13
Byron	ITA	239
Byron	JPN	196
Byron	KHM	9
Byron	KOR	18
Byron	LBN	13
Byron	LKA	22
Byron	MKD	3
Byron	MLT	14
Byron	MMR	3
Byron	MUS	12
Byron	MYS	44
Byron	NLD	176
Byron	NPL	17
Byron	NZL	850
Byron	PAK	3
Byron	PHL	100
Byron	PNG	46
Byron	POL	34
Byron	SGP	37
Byron	THA	92
Byron	TUR	14
Byron	TWN	18
Byron	USA	476
Byron	VNM	26
Byron	ZAF	229
Byron	ZWE	28
Cabonne		1233
Cabonne	AUS	11776
Cabonne	BIH	6
Cabonne	CAN	13
Cabonne	CHN	15
Cabonne	DEU	35
Cabonne	FRA	12
Cabonne	GBR	265
Cabonne	HKG	8
Cabonne	HRV	6
Cabonne	IDN	7
Cabonne	IND	34
Cabonne	IRL	12
Cabonne	IRN	4
Cabonne	ITA	21
Cabonne	JPN	5
Cabonne	KHM	3
Cabonne	KOR	4
Cabonne	MYS	14
Cabonne	NLD	18
Cabonne	NPL	7
Cabonne	NZL	122
Cabonne	PAK	3
Cabonne	PHL	25
Cabonne	PNG	5
Cabonne	POL	5
Cabonne	SGP	5
Cabonne	THA	8
Cabonne	TUR	3
Cabonne	TWN	6
Cabonne	USA	30
Cabonne	VNM	3
Cabonne	ZAF	44
Cabonne	ZWE	4
Camden		7022
Camden	AFG	173
Camden	AUS	88462
Camden	BGD	601
Camden	BIH	241
Camden	BRA	74
Camden	CAN	118
Camden	CHL	446
Camden	CHN	873
Camden	DEU	299
Camden	EGY	376
Camden	FJI	1199
Camden	FRA	51
Camden	GBR	3274
Camden	GRC	156
Camden	HKG	123
Camden	HRV	320
Camden	IDN	240
Camden	IND	2866
Camden	IRL	397
Camden	IRN	204
Camden	IRQ	1289
Camden	ITA	751
Camden	JPN	39
Camden	KHM	149
Camden	KOR	84
Camden	LBN	438
Camden	LKA	296
Camden	MKD	170
Camden	MLT	378
Camden	MMR	31
Camden	MUS	213
Camden	MYS	214
Camden	NLD	149
Camden	NPL	800
Camden	NZL	1763
Camden	PAK	678
Camden	PHL	1504
Camden	PNG	50
Camden	POL	198
Camden	SGP	91
Camden	THA	306
Camden	TUR	125
Camden	TWN	93
Camden	USA	255
Camden	VNM	438
Camden	WSM	342
Camden	ZAF	622
Camden	ZWE	335
Campbelltown (NSW)		16852
Campbelltown (NSW)	AFG	321
Campbelltown (NSW)	AUS	105084
Campbelltown (NSW)	BGD	5504
Campbelltown (NSW)	BIH	238
Campbelltown (NSW)	BRA	82
Campbelltown (NSW)	CAN	121
Campbelltown (NSW)	CHL	821
Campbelltown (NSW)	CHN	2020
Campbelltown (NSW)	DEU	426
Campbelltown (NSW)	EGY	889
Campbelltown (NSW)	FJI	2965
Campbelltown (NSW)	FRA	86
Campbelltown (NSW)	GBR	4254
Campbelltown (NSW)	GRC	343
Campbelltown (NSW)	HKG	325
Campbelltown (NSW)	HRV	407
Campbelltown (NSW)	IDN	848
Campbelltown (NSW)	IND	6833
Campbelltown (NSW)	IRL	287
Campbelltown (NSW)	IRN	293
Campbelltown (NSW)	IRQ	1373
Campbelltown (NSW)	ITA	498
Campbelltown (NSW)	JPN	107
Campbelltown (NSW)	KHM	470
Campbelltown (NSW)	KOR	192
Campbelltown (NSW)	LBN	1431
Campbelltown (NSW)	LKA	684
Campbelltown (NSW)	MKD	249
Campbelltown (NSW)	MLT	229
Campbelltown (NSW)	MMR	129
Campbelltown (NSW)	MUS	426
Campbelltown (NSW)	MYS	470
Campbelltown (NSW)	NLD	199
Campbelltown (NSW)	NPL	3667
Campbelltown (NSW)	NZL	4299
Campbelltown (NSW)	PAK	1740
Campbelltown (NSW)	PHL	5006
Campbelltown (NSW)	PNG	104
Campbelltown (NSW)	POL	468
Campbelltown (NSW)	SGP	166
Campbelltown (NSW)	THA	827
Campbelltown (NSW)	TUR	158
Campbelltown (NSW)	TWN	100
Campbelltown (NSW)	USA	333
Campbelltown (NSW)	VNM	1219
Campbelltown (NSW)	WSM	1865
Campbelltown (NSW)	ZAF	872
Campbelltown (NSW)	ZWE	210
Canada Bay		6740
Canada Bay	AFG	33
Canada Bay	AUS	49943
Canada Bay	BGD	106
Canada Bay	BIH	67
Canada Bay	BRA	316
Canada Bay	CAN	165
Canada Bay	CHL	174
Canada Bay	CHN	6992
Canada Bay	DEU	269
Canada Bay	EGY	384
Canada Bay	FJI	218
Canada Bay	FRA	154
Canada Bay	GBR	2444
Canada Bay	GRC	639
Canada Bay	HKG	1309
Canada Bay	HRV	172
Canada Bay	IDN	499
Canada Bay	IND	2105
Canada Bay	IRL	580
Canada Bay	IRN	460
Canada Bay	IRQ	73
Canada Bay	ITA	3435
Canada Bay	JPN	222
Canada Bay	KHM	71
Canada Bay	KOR	2532
Canada Bay	LBN	543
Canada Bay	LKA	410
Canada Bay	MKD	64
Canada Bay	MLT	131
Canada Bay	MMR	81
Canada Bay	MUS	87
Canada Bay	MYS	803
Canada Bay	NLD	103
Canada Bay	NPL	1107
Canada Bay	NZL	1146
Canada Bay	PAK	212
Canada Bay	PHL	998
Canada Bay	PNG	53
Canada Bay	POL	187
Canada Bay	SGP	276
Canada Bay	THA	383
Canada Bay	TUR	338
Canada Bay	TWN	312
Canada Bay	USA	426
Canada Bay	VNM	821
Canada Bay	WSM	14
Canada Bay	ZAF	506
Canada Bay	ZWE	59
Canterbury-Bankstown		42697
Canterbury-Bankstown	AFG	718
Canterbury-Bankstown	AUS	182532
Canterbury-Bankstown	BGD	7334
Canterbury-Bankstown	BIH	377
Canterbury-Bankstown	BRA	860
Canterbury-Bankstown	CAN	232
Canterbury-Bankstown	CHL	554
Canterbury-Bankstown	CHN	19510
Canterbury-Bankstown	DEU	655
Canterbury-Bankstown	EGY	2941
Canterbury-Bankstown	FJI	2283
Canterbury-Bankstown	FRA	234
Canterbury-Bankstown	GBR	3132
Canterbury-Bankstown	GRC	7072
Canterbury-Bankstown	HKG	2401
Canterbury-Bankstown	HRV	588
Canterbury-Bankstown	IDN	4179
Canterbury-Bankstown	IND	6509
Canterbury-Bankstown	IRL	610
Canterbury-Bankstown	IRN	631
Canterbury-Bankstown	IRQ	1902
Canterbury-Bankstown	ITA	3418
Canterbury-Bankstown	JPN	413
Canterbury-Bankstown	KHM	526
Canterbury-Bankstown	KOR	2851
Canterbury-Bankstown	LBN	21434
Canterbury-Bankstown	LKA	596
Canterbury-Bankstown	MKD	1911
Canterbury-Bankstown	MLT	452
Canterbury-Bankstown	MMR	1425
Canterbury-Bankstown	MUS	533
Canterbury-Bankstown	MYS	3072
Canterbury-Bankstown	NLD	169
Canterbury-Bankstown	NPL	4263
Canterbury-Bankstown	NZL	3975
Canterbury-Bankstown	PAK	5288
Canterbury-Bankstown	PHL	4906
Canterbury-Bankstown	PNG	140
Canterbury-Bankstown	POL	547
Canterbury-Bankstown	SGP	476
Canterbury-Bankstown	THA	1395
Canterbury-Bankstown	TUR	795
Canterbury-Bankstown	TWN	540
Canterbury-Bankstown	USA	619
Canterbury-Bankstown	VNM	21972
Canterbury-Bankstown	WSM	609
Canterbury-Bankstown	ZAF	588
Canterbury-Bankstown	ZWE	152
Carrathool		421
Carrathool	AUS	2103
Carrathool	EGY	4
Carrathool	FJI	24
Carrathool	FRA	5
Carrathool	GBR	33
Carrathool	HKG	3
Carrathool	IDN	3
Carrathool	IND	72
Carrathool	IRL	10
Carrathool	ITA	13
Carrathool	JPN	4
Carrathool	KOR	22
Carrathool	MYS	34
Carrathool	NZL	22
Carrathool	PHL	30
Carrathool	THA	3
Carrathool	TWN	4
Carrathool	USA	5
Carrathool	ZAF	25
Carrathool	ZWE	4
Central Coast (NSW)		22898
Central Coast (NSW)	AFG	20
Central Coast (NSW)	AUS	273712
Central Coast (NSW)	BGD	131
Central Coast (NSW)	BIH	73
Central Coast (NSW)	BRA	406
Central Coast (NSW)	CAN	681
Central Coast (NSW)	CHL	390
Central Coast (NSW)	CHN	1893
Central Coast (NSW)	DEU	1219
Central Coast (NSW)	EGY	424
Central Coast (NSW)	FJI	443
Central Coast (NSW)	FRA	346
Central Coast (NSW)	GBR	18094
Central Coast (NSW)	GRC	341
Central Coast (NSW)	HKG	364
Central Coast (NSW)	HRV	307
Central Coast (NSW)	IDN	536
Central Coast (NSW)	IND	2362
Central Coast (NSW)	IRL	1176
Central Coast (NSW)	IRN	218
Central Coast (NSW)	IRQ	53
Central Coast (NSW)	ITA	940
Central Coast (NSW)	JPN	353
Central Coast (NSW)	KHM	94
Central Coast (NSW)	KOR	810
Central Coast (NSW)	LBN	238
Central Coast (NSW)	LKA	306
Central Coast (NSW)	MKD	48
Central Coast (NSW)	MLT	666
Central Coast (NSW)	MMR	69
Central Coast (NSW)	MUS	180
Central Coast (NSW)	MYS	520
Central Coast (NSW)	NLD	955
Central Coast (NSW)	NPL	533
Central Coast (NSW)	NZL	5863
Central Coast (NSW)	PAK	201
Central Coast (NSW)	PHL	2487
Central Coast (NSW)	PNG	294
Central Coast (NSW)	POL	431
Central Coast (NSW)	SGP	236
Central Coast (NSW)	THA	856
Central Coast (NSW)	TUR	139
Central Coast (NSW)	TWN	115
Central Coast (NSW)	USA	1252
Central Coast (NSW)	VNM	431
Central Coast (NSW)	WSM	68
Central Coast (NSW)	ZAF	2100
Central Coast (NSW)	ZWE	325
Central Darling		369
Central Darling	AUS	1291
Central Darling	CHN	4
Central Darling	DEU	10
Central Darling	FJI	3
Central Darling	GBR	10
Central Darling	IND	3
Central Darling	MLT	3
Central Darling	NLD	4
Central Darling	NZL	11
Cessnock		3530
Cessnock	AFG	5
Cessnock	AUS	55921
Cessnock	BGD	7
Cessnock	BIH	3
Cessnock	BRA	7
Cessnock	CAN	49
Cessnock	CHL	11
Cessnock	CHN	83
Cessnock	DEU	164
Cessnock	EGY	21
Cessnock	FJI	51
Cessnock	FRA	33
Cessnock	GBR	1468
Cessnock	GRC	11
Cessnock	HKG	37
Cessnock	HRV	20
Cessnock	IDN	16
Cessnock	IND	171
Cessnock	IRL	54
Cessnock	IRN	10
Cessnock	IRQ	7
Cessnock	ITA	42
Cessnock	JPN	13
Cessnock	KHM	5
Cessnock	KOR	29
Cessnock	LBN	32
Cessnock	LKA	29
Cessnock	MKD	8
Cessnock	MLT	29
Cessnock	MMR	6
Cessnock	MUS	6
Cessnock	MYS	48
Cessnock	NLD	92
Cessnock	NPL	40
Cessnock	NZL	609
Cessnock	PAK	23
Cessnock	PHL	305
Cessnock	PNG	20
Cessnock	POL	22
Cessnock	SGP	17
Cessnock	THA	131
Cessnock	TUR	11
Cessnock	TWN	15
Cessnock	USA	123
Cessnock	VNM	96
Cessnock	WSM	20
Cessnock	ZAF	166
Cessnock	ZWE	26
Clarence Valley		4428
Clarence Valley	AFG	3
Clarence Valley	AUS	45642
Clarence Valley	BGD	3
Clarence Valley	BIH	3
Clarence Valley	BRA	13
Clarence Valley	CAN	73
Clarence Valley	CHL	22
Clarence Valley	CHN	74
Clarence Valley	DEU	159
Clarence Valley	EGY	11
Clarence Valley	FJI	30
Clarence Valley	FRA	34
Clarence Valley	GBR	1491
Clarence Valley	GRC	7
Clarence Valley	HKG	37
Clarence Valley	HRV	4
Clarence Valley	IDN	29
Clarence Valley	IND	168
Clarence Valley	IRL	45
Clarence Valley	IRN	14
Clarence Valley	IRQ	3
Clarence Valley	ITA	47
Clarence Valley	JPN	29
Clarence Valley	KHM	9
Clarence Valley	KOR	12
Clarence Valley	LBN	4
Clarence Valley	LKA	28
Clarence Valley	MKD	3
Clarence Valley	MLT	22
Clarence Valley	MUS	4
Clarence Valley	MYS	38
Clarence Valley	NLD	153
Clarence Valley	NPL	13
Clarence Valley	NZL	655
Clarence Valley	PAK	13
Clarence Valley	PHL	219
Clarence Valley	PNG	62
Clarence Valley	POL	15
Clarence Valley	SGP	22
