LGA_NAME16	FamilyHousehold	IncomeHousehold.max	households
Barcaldine	0	131250	17
Barcaldine	0	157500	6
Barcaldine	0	183750	9
Barcaldine	0	Inf	9
Barcaldine	1		124
Barcaldine	1	0	15
Barcaldine	1	7875	4
Barcaldine	1	15750	4
Barcaldine	1	21000	6
Barcaldine	1	26250	12
Barcaldine	1	34125	4
Barcaldine	1	42000	34
Barcaldine	1	52500	40
Barcaldine	1	65625	43
Barcaldine	1	78750	47
Barcaldine	1	91875	37
Barcaldine	1	105000	41
Barcaldine	1	131250	90
Barcaldine	1	157500	59
Barcaldine	1	183750	42
Barcaldine	1	210000	23
Barcaldine	1	Inf	66
Barcoo	0		3
Barcoo	0	26250	7
Barcoo	0	34125	4
Barcoo	0	42000	6
Barcoo	0	65625	4
Barcoo	0	78750	4
Barcoo	0	131250	7
Barcoo	0	Inf	4
Barcoo	1		15
Barcoo	1	34125	3
Barcoo	1	65625	3
Barcoo	1	78750	3
Barcoo	1	131250	12
Barcoo	1	157500	9
Barcoo	1	183750	3
Barcoo	1	210000	6
Barcoo	1	Inf	11
Blackall Tambo	0		21
Blackall Tambo	0	0	6
Blackall Tambo	0	7875	6
Blackall Tambo	0	15750	7
Blackall Tambo	0	21000	15
Blackall Tambo	0	26250	48
Blackall Tambo	0	34125	36
Blackall Tambo	0	42000	16
Blackall Tambo	0	52500	15
Blackall Tambo	0	65625	19
Blackall Tambo	0	78750	18
Blackall Tambo	0	91875	12
Blackall Tambo	0	105000	9
Blackall Tambo	0	131250	14
Blackall Tambo	0	183750	3
Blackall Tambo	0	Inf	5
Blackall Tambo	1		86
Blackall Tambo	1	0	6
Blackall Tambo	1	21000	7
Blackall Tambo	1	26250	13
Blackall Tambo	1	34125	10
Blackall Tambo	1	42000	45
Blackall Tambo	1	52500	30
Blackall Tambo	1	65625	35
Blackall Tambo	1	78750	45
Blackall Tambo	1	91875	21
Blackall Tambo	1	105000	28
Blackall Tambo	1	131250	59
Blackall Tambo	1	157500	37
Blackall Tambo	1	183750	20
Blackall Tambo	1	210000	13
Blackall Tambo	1	Inf	43
Boulia	0	15750	3
Boulia	0	21000	3
Boulia	0	26250	5
Boulia	0	34125	5
Boulia	0	42000	7
Boulia	0	52500	3
Boulia	0	65625	3
Boulia	0	78750	8
Boulia	0	91875	3
Boulia	0	105000	4
Boulia	0	183750	4
Boulia	1		19
Boulia	1	26250	3
Boulia	1	42000	6
Boulia	1	52500	4
Boulia	1	78750	4
Boulia	1	91875	8
Boulia	1	105000	3
Boulia	1	131250	8
Boulia	1	157500	7
Boulia	1	183750	4
Boulia	1	Inf	10
Brisbane	0		7371
Brisbane	0	0	4624
Brisbane	0	7875	1556
Brisbane	0	15750	3702
Brisbane	0	21000	7137
Brisbane	0	26250	15055
Brisbane	0	34125	11392
Brisbane	0	42000	8744
Brisbane	0	52500	11165
Brisbane	0	65625	13331
Brisbane	0	78750	12112
Brisbane	0	91875	10763
Brisbane	0	105000	9032
Brisbane	0	131250	16673
Brisbane	0	157500	3051
Brisbane	0	183750	4474
Brisbane	0	210000	1188
Brisbane	0	Inf	6562
Brisbane	1		19818
Brisbane	1	0	2942
Brisbane	1	7875	1140
Brisbane	1	15750	1218
Brisbane	1	21000	1274
Brisbane	1	26250	3567
Brisbane	1	34125	4217
Brisbane	1	42000	10799
Brisbane	1	52500	11699
Brisbane	1	65625	15569
Brisbane	1	78750	18708
Brisbane	1	91875	15187
Brisbane	1	105000	16446
Brisbane	1	131250	39143
Brisbane	1	157500	31535
Brisbane	1	183750	28840
Brisbane	1	210000	21200
Brisbane	1	Inf	73903
Bulloo	0		6
Bulloo	0	34125	5
Bulloo	0	42000	3
Bulloo	0	52500	6
Bulloo	0	65625	8
Bulloo	0	78750	3
Bulloo	0	91875	4
Bulloo	0	131250	8
Bulloo	1		9
Bulloo	1	26250	4
Bulloo	1	65625	5
Bulloo	1	78750	7
Bulloo	1	91875	8
Bulloo	1	105000	6
Bulloo	1	131250	13
Bulloo	1	157500	4
Bulloo	1	183750	4
Bulloo	1	210000	3
Bulloo	1	Inf	8
Bundaberg	0		823
Bundaberg	0	0	366
Bundaberg	0	7875	157
Bundaberg	0	15750	416
Bundaberg	0	21000	972
Bundaberg	0	26250	2687
Bundaberg	0	34125	1648
Bundaberg	0	42000	869
Bundaberg	0	52500	1052
Bundaberg	0	65625	908
Bundaberg	0	78750	565
Bundaberg	0	91875	444
Bundaberg	0	105000	303
Bundaberg	0	131250	415
Bundaberg	0	157500	75
Bundaberg	0	183750	90
Bundaberg	0	210000	18
Bundaberg	0	Inf	160
Bundaberg	1		2417
Bundaberg	1	0	313
Bundaberg	1	7875	170
Bundaberg	1	15750	141
Bundaberg	1	21000	205
Bundaberg	1	26250	723
Bundaberg	1	34125	758
Bundaberg	1	42000	2901
Bundaberg	1	52500	2211
Bundaberg	1	65625	2283
Bundaberg	1	78750	2430
Bundaberg	1	91875	1611
Bundaberg	1	105000	1602
Bundaberg	1	131250	3035
Bundaberg	1	157500	1956
Bundaberg	1	183750	1365
Bundaberg	1	210000	784
Bundaberg	1	Inf	1584
Burdekin	0		122
Burdekin	0	0	62
Burdekin	0	7875	25
Burdekin	0	15750	64
Burdekin	0	21000	181
Burdekin	0	26250	402
Burdekin	0	34125	236
Burdekin	0	42000	151
Burdekin	0	52500	199
Burdekin	0	65625	190
Burdekin	0	78750	118
Burdekin	0	91875	90
Burdekin	0	105000	72
Burdekin	0	131250	91
Burdekin	0	157500	8
Burdekin	0	183750	19
Burdekin	0	210000	8
Burdekin	0	Inf	16
Burdekin	1		469
Burdekin	1	0	40
Burdekin	1	7875	33
Burdekin	1	15750	17
Burdekin	1	21000	29
Burdekin	1	26250	82
Burdekin	1	34125	88
Burdekin	1	42000	366
Burdekin	1	52500	238
Burdekin	1	65625	335
Burdekin	1	78750	347
Burdekin	1	91875	270
Burdekin	1	105000	250
Burdekin	1	131250	595
Burdekin	1	157500	438
Burdekin	1	183750	302
Burdekin	1	210000	142
Burdekin	1	Inf	315
Burke	0		6
Burke	0	21000	8
Burke	0	26250	6
Burke	0	42000	5
Burke	0	52500	10
Burke	0	65625	11
Burke	0	78750	3
Burke	0	91875	4
Burke	0	105000	3
Burke	1		13
Burke	1	42000	8
Burke	1	65625	10
Burke	1	78750	3
Burke	1	91875	4
Burke	1	131250	10
Burke	1	157500	11
Burke	1	183750	3
Burke	1	Inf	10
Cairns	0		1093
Cairns	0	0	543
Cairns	0	7875	200
Cairns	0	15750	564
Cairns	0	21000	1175
Cairns	0	26250	2476
Cairns	0	34125	1933
Cairns	0	42000	1360
Cairns	0	52500	1901
Cairns	0	65625	1932
Cairns	0	78750	1508
Cairns	0	91875	1149
Cairns	0	105000	884
Cairns	0	131250	1303
Cairns	0	157500	210
Cairns	0	183750	283
Cairns	0	210000	71
Cairns	0	Inf	394
Cairns	1		3968
Cairns	1	0	404
Cairns	1	7875	138
Cairns	1	15750	191
Cairns	1	21000	231
Cairns	1	26250	633
Cairns	1	34125	877
Cairns	1	42000	2145
Cairns	1	52500	2191
Cairns	1	65625	2762
Cairns	1	78750	3289
Cairns	1	91875	2614
Cairns	1	105000	2735
Cairns	1	131250	5681
Cairns	1	157500	4077
Cairns	1	183750	3196
Cairns	1	210000	2004
Cairns	1	Inf	4215
Carpentaria	0		25
Carpentaria	0	0	7
Carpentaria	0	7875	3
Carpentaria	0	15750	3
Carpentaria	0	21000	22
Carpentaria	0	26250	29
Carpentaria	0	34125	18
Carpentaria	0	42000	13
Carpentaria	0	52500	15
Carpentaria	0	65625	19
Carpentaria	0	78750	19
Carpentaria	0	91875	14
Carpentaria	0	105000	12
Carpentaria	0	131250	16
Carpentaria	0	183750	3
Carpentaria	0	210000	6
Carpentaria	0	Inf	10
Carpentaria	1		91
Carpentaria	1	0	8
Carpentaria	1	7875	8
Carpentaria	1	15750	4
Carpentaria	1	21000	8
Carpentaria	1	26250	9
Carpentaria	1	34125	9
Carpentaria	1	42000	15
Carpentaria	1	52500	28
Carpentaria	1	65625	26
Carpentaria	1	78750	30
Carpentaria	1	91875	33
Carpentaria	1	105000	36
Carpentaria	1	131250	53
Carpentaria	1	157500	26
Carpentaria	1	183750	34
Carpentaria	1	210000	11
Carpentaria	1	Inf	30
Cassowary Coast	0		244
Cassowary Coast	0	0	99
Cassowary Coast	0	7875	59
Cassowary Coast	0	15750	103
Cassowary Coast	0	21000	276
Cassowary Coast	0	26250	699
Cassowary Coast	0	34125	435
Cassowary Coast	0	42000	295
Cassowary Coast	0	52500	397
Cassowary Coast	0	65625	273
Cassowary Coast	0	78750	224
Cassowary Coast	0	91875	146
Cassowary Coast	0	105000	115
Cassowary Coast	0	131250	135
Cassowary Coast	0	157500	21
Cassowary Coast	0	183750	36
Cassowary Coast	0	210000	10
Cassowary Coast	0	Inf	47
Cassowary Coast	1		822
Cassowary Coast	1	0	111
Cassowary Coast	1	7875	62
Cassowary Coast	1	15750	43
Cassowary Coast	1	21000	57
Cassowary Coast	1	26250	182
Cassowary Coast	1	34125	185
Cassowary Coast	1	42000	672
Cassowary Coast	1	52500	551
Cassowary Coast	1	65625	611
Cassowary Coast	1	78750	704
Cassowary Coast	1	91875	449
Cassowary Coast	1	105000	478
Cassowary Coast	1	131250	873
Cassowary Coast	1	157500	563
Cassowary Coast	1	183750	394
Cassowary Coast	1	210000	227
Cassowary Coast	1	Inf	376
Central Highlands (Qld)	0		148
Central Highlands (Qld)	0	0	72
Central Highlands (Qld)	0	7875	25
Central Highlands (Qld)	0	15750	66
Central Highlands (Qld)	0	21000	124
Central Highlands (Qld)	0	26250	299
Central Highlands (Qld)	0	34125	148
Central Highlands (Qld)	0	42000	150
Central Highlands (Qld)	0	52500	191
Central Highlands (Qld)	0	65625	257
Central Highlands (Qld)	0	78750	200
Central Highlands (Qld)	0	91875	208
Central Highlands (Qld)	0	105000	148
Central Highlands (Qld)	0	131250	327
Central Highlands (Qld)	0	157500	30
Central Highlands (Qld)	0	183750	110
Central Highlands (Qld)	0	210000	11
Central Highlands (Qld)	0	Inf	126
Central Highlands (Qld)	1		941
Central Highlands (Qld)	1	0	72
Central Highlands (Qld)	1	7875	26
Central Highlands (Qld)	1	15750	27
Central Highlands (Qld)	1	21000	22
Central Highlands (Qld)	1	26250	89
Central Highlands (Qld)	1	34125	97
Central Highlands (Qld)	1	42000	255
Central Highlands (Qld)	1	52500	223
Central Highlands (Qld)	1	65625	284
Central Highlands (Qld)	1	78750	307
Central Highlands (Qld)	1	91875	272
Central Highlands (Qld)	1	105000	300
Central Highlands (Qld)	1	131250	856
Central Highlands (Qld)	1	157500	658
Central Highlands (Qld)	1	183750	597
Central Highlands (Qld)	1	210000	438
Central Highlands (Qld)	1	Inf	1169
Charters Towers	0		110
Charters Towers	0	0	37
Charters Towers	0	7875	27
Charters Towers	0	15750	54
Charters Towers	0	21000	91
Charters Towers	0	26250	277
Charters Towers	0	34125	142
Charters Towers	0	42000	103
Charters Towers	0	52500	117
Charters Towers	0	65625	85
Charters Towers	0	78750	79
Charters Towers	0	91875	71
Charters Towers	0	105000	53
Charters Towers	0	131250	65
Charters Towers	0	157500	10
Charters Towers	0	183750	16
Charters Towers	0	Inf	21
Charters Towers	1		418
Charters Towers	1	0	31
Charters Towers	1	7875	8
Charters Towers	1	15750	14
Charters Towers	1	21000	20
Charters Towers	1	26250	61
Charters Towers	1	34125	48
Charters Towers	1	42000	231
Charters Towers	1	52500	180
Charters Towers	1	65625	179
Charters Towers	1	78750	195
Charters Towers	1	91875	133
Charters Towers	1	105000	172
Charters Towers	1	131250	322
Charters Towers	1	157500	220
Charters Towers	1	183750	187
Charters Towers	1	210000	92
Charters Towers	1	Inf	206
Cherbourg	0	15750	17
Cherbourg	0	21000	15
Cherbourg	0	26250	11
Cherbourg	0	34125	14
Cherbourg	0	42000	8
Cherbourg	0	52500	8
Cherbourg	0	65625	7
Cherbourg	1		17
Cherbourg	1	15750	9
Cherbourg	1	21000	14
Cherbourg	1	26250	19
Cherbourg	1	34125	21
Cherbourg	1	42000	32
Cherbourg	1	52500	28
Cherbourg	1	65625	32
Cherbourg	1	78750	22
Cherbourg	1	91875	10
Cherbourg	1	105000	10
Cherbourg	1	131250	10
Cherbourg	1	183750	8
Cherbourg	1	210000	4
Cloncurry	0		28
Cloncurry	0	0	7
Cloncurry	0	7875	7
Cloncurry	0	15750	10
Cloncurry	0	21000	23
Cloncurry	0	26250	30
Cloncurry	0	34125	21
Cloncurry	0	42000	21
Cloncurry	0	52500	30
Cloncurry	0	65625	26
Cloncurry	0	78750	35
Cloncurry	0	91875	35
Cloncurry	0	105000	28
Cloncurry	0	131250	45
Cloncurry	0	157500	6
Cloncurry	0	183750	12
Cloncurry	0	Inf	10
Cloncurry	1		122
Cloncurry	1	0	9
Cloncurry	1	15750	4
Cloncurry	1	21000	8
Cloncurry	1	26250	13
Cloncurry	1	34125	6
Cloncurry	1	42000	19
Cloncurry	1	52500	22
Cloncurry	1	65625	32
Cloncurry	1	78750	32
Cloncurry	1	91875	27
Cloncurry	1	105000	27
Cloncurry	1	131250	100
Cloncurry	1	157500	61
Cloncurry	1	183750	66
Cloncurry	1	210000	41
Cloncurry	1	Inf	86
Cook	0		47
Cook	0	0	28
Cook	0	7875	14
Cook	0	15750	17
Cook	0	21000	47
Cook	0	26250	109
Cook	0	34125	58
Cook	0	42000	32
Cook	0	52500	56
Cook	0	65625	55
Cook	0	78750	19
Cook	0	91875	27
Cook	0	105000	20
Cook	0	131250	32
Cook	0	183750	7
Cook	0	210000	5
Cook	0	Inf	7
Cook	1		135
Cook	1	0	11
Cook	1	15750	13
Cook	1	21000	4
Cook	1	26250	25
Cook	1	34125	24
Cook	1	42000	81
Cook	1	52500	62
Cook	1	65625	73
Cook	1	78750	80
Cook	1	91875	43
Cook	1	105000	53
Cook	1	131250	115
Cook	1	157500	57
Cook	1	183750	43
Cook	1	210000	34
Cook	1	Inf	66
Croydon	0		5
Croydon	0	26250	5
Croydon	0	34125	3
Croydon	0	52500	3
Croydon	0	65625	6
Croydon	0	105000	4
Croydon	0	131250	4
Croydon	1		11
Croydon	1	65625	4
Croydon	1	78750	3
Croydon	1	91875	4
Croydon	1	131250	8
Croydon	1	157500	6
Croydon	1	183750	3
Croydon	1	Inf	4
Diamantina	0	52500	3
Diamantina	0	65625	7
Diamantina	0	91875	6
Diamantina	0	105000	3
Diamantina	0	183750	4
Diamantina	1		11
Diamantina	1	78750	5
Diamantina	1	91875	3
Diamantina	1	105000	8
Diamantina	1	131250	6
Diamantina	1	157500	3
Diamantina	1	183750	4
Diamantina	1	Inf	9
Doomadgee	0	0	3
Doomadgee	0	15750	5
Doomadgee	0	21000	5
Doomadgee	0	34125	3
Doomadgee	0	52500	4
Doomadgee	0	65625	6
Doomadgee	0	78750	7
Doomadgee	0	131250	10
Doomadgee	0	Inf	3
Doomadgee	1		24
Doomadgee	1	7875	9
Doomadgee	1	15750	4
Doomadgee	1	21000	6
Doomadgee	1	26250	12
Doomadgee	1	34125	18
Doomadgee	1	42000	14
Doomadgee	1	52500	26
Doomadgee	1	65625	25
Doomadgee	1	78750	29
Doomadgee	1	91875	15
Doomadgee	1	105000	11
Doomadgee	1	131250	20
Doomadgee	1	157500	9
Doomadgee	1	183750	8
Doomadgee	1	210000	4
Doomadgee	1	Inf	10
Douglas	0		102
Douglas	0	0	41
Douglas	0	7875	20
Douglas	0	15750	52
Douglas	0	21000	119
Douglas	0	26250	264
Douglas	0	34125	187
Douglas	0	42000	142
Douglas	0	52500	143
Douglas	0	65625	144
Douglas	0	78750	107
Douglas	0	91875	61
Douglas	0	105000	58
Douglas	0	131250	83
Douglas	0	157500	14
Douglas	0	183750	9
Douglas	0	210000	3
Douglas	0	Inf	22
Douglas	1		308
Douglas	1	0	27
Douglas	1	7875	17
Douglas	1	15750	13
Douglas	1	21000	18
Douglas	1	26250	60
Douglas	1	34125	73
Douglas	1	42000	206
Douglas	1	52500	231
Douglas	1	65625	230
Douglas	1	78750	286
Douglas	1	91875	179
Douglas	1	105000	244
Douglas	1	131250	403
Douglas	1	157500	259
Douglas	1	183750	148
Douglas	1	210000	84
Douglas	1	Inf	210
Etheridge	0		11
Etheridge	0	0	7
Etheridge	0	15750	3
Etheridge	0	21000	3
Etheridge	0	26250	18
Etheridge	0	34125	10
Etheridge	0	42000	4
Etheridge	0	52500	6
Etheridge	0	65625	5
Etheridge	0	78750	10
Etheridge	0	91875	7
Etheridge	0	105000	4
Etheridge	1		33
Etheridge	1	0	10
Etheridge	1	26250	6
Etheridge	1	42000	13
Etheridge	1	52500	16
Etheridge	1	65625	10
Etheridge	1	78750	16
Etheridge	1	91875	11
Etheridge	1	105000	15
Etheridge	1	131250	11
Etheridge	1	157500	8
Etheridge	1	183750	9
Etheridge	1	210000	7
Etheridge	1	Inf	12
Flinders (Qld)	0		5
Flinders (Qld)	0	0	9
Flinders (Qld)	0	15750	9
Flinders (Qld)	0	21000	11
Flinders (Qld)	0	26250	43
Flinders (Qld)	0	34125	8
Flinders (Qld)	0	42000	17
Flinders (Qld)	0	52500	22
Flinders (Qld)	0	65625	21
Flinders (Qld)	0	78750	17
Flinders (Qld)	0	91875	20
Flinders (Qld)	0	105000	7
Flinders (Qld)	0	131250	14
Flinders (Qld)	0	Inf	4
Flinders (Qld)	1		59
Flinders (Qld)	1	0	3
Flinders (Qld)	1	7875	5
Flinders (Qld)	1	15750	4
Flinders (Qld)	1	21000	3
Flinders (Qld)	1	26250	11
Flinders (Qld)	1	34125	9
Flinders (Qld)	1	42000	16
Flinders (Qld)	1	52500	27
Flinders (Qld)	1	65625	13
Flinders (Qld)	1	78750	29
Flinders (Qld)	1	91875	25
Flinders (Qld)	1	105000	20
Flinders (Qld)	1	131250	40
Flinders (Qld)	1	157500	28
Flinders (Qld)	1	183750	17
Flinders (Qld)	1	210000	14
Flinders (Qld)	1	Inf	21
Fraser Coast	0		938
Fraser Coast	0	0	420
Fraser Coast	0	7875	167
Fraser Coast	0	15750	497
Fraser Coast	0	21000	1116
Fraser Coast	0	26250	3354
Fraser Coast	0	34125	1928
Fraser Coast	0	42000	971
Fraser Coast	0	52500	1135
Fraser Coast	0	65625	1034
Fraser Coast	0	78750	659
Fraser Coast	0	91875	503
Fraser Coast	0	105000	282
Fraser Coast	0	131250	379
Fraser Coast	0	157500	47
Fraser Coast	0	183750	78
Fraser Coast	0	210000	18
Fraser Coast	0	Inf	147
Fraser Coast	1		2739
Fraser Coast	1	0	426
Fraser Coast	1	7875	209
Fraser Coast	1	15750	175
Fraser Coast	1	21000	235
Fraser Coast	1	26250	874
Fraser Coast	1	34125	886
Fraser Coast	1	42000	3853
Fraser Coast	1	52500	2895
Fraser Coast	1	65625	2969
Fraser Coast	1	78750	2948
Fraser Coast	1	91875	1760
Fraser Coast	1	105000	1743
Fraser Coast	1	131250	3013
Fraser Coast	1	157500	2016
Fraser Coast	1	183750	1327
Fraser Coast	1	210000	725
Fraser Coast	1	Inf	1449
Gladstone	0		332
Gladstone	0	0	261
Gladstone	0	7875	85
Gladstone	0	15750	238
Gladstone	0	21000	494
Gladstone	0	26250	1014
Gladstone	0	34125	661
Gladstone	0	42000	374
Gladstone	0	52500	525
Gladstone	0	65625	532
Gladstone	0	78750	433
Gladstone	0	91875	436
Gladstone	0	105000	321
Gladstone	0	131250	568
Gladstone	0	157500	61
Gladstone	0	183750	132
Gladstone	0	210000	17
Gladstone	0	Inf	158
Gladstone	1		1827
Gladstone	1	0	179
Gladstone	1	7875	70
Gladstone	1	15750	80
Gladstone	1	21000	90
Gladstone	1	26250	334
Gladstone	1	34125	431
Gladstone	1	42000	1088
Gladstone	1	52500	835
Gladstone	1	65625	972
Gladstone	1	78750	1104
Gladstone	1	91875	810
Gladstone	1	105000	881
Gladstone	1	131250	2088
Gladstone	1	157500	1563
Gladstone	1	183750	1374
Gladstone	1	210000	836
Gladstone	1	Inf	1966
Gold Coast	0		3823
Gold Coast	0	0	2431
Gold Coast	0	7875	808
Gold Coast	0	15750	1635
Gold Coast	0	21000	3621
Gold Coast	0	26250	8918
Gold Coast	0	34125	7012
Gold Coast	0	42000	4558
Gold Coast	0	52500	5920
Gold Coast	0	65625	6276
Gold Coast	0	78750	4981
Gold Coast	0	91875	3796
Gold Coast	0	105000	3037
Gold Coast	0	131250	4639
Gold Coast	0	157500	1036
Gold Coast	0	183750	1282
Gold Coast	0	210000	366
Gold Coast	0	Inf	1820
Gold Coast	1		12515
Gold Coast	1	0	1910
Gold Coast	1	7875	660
Gold Coast	1	15750	687
Gold Coast	1	21000	782
Gold Coast	1	26250	2371
Gold Coast	1	34125	2927
Gold Coast	1	42000	8753
Gold Coast	1	52500	8400
Gold Coast	1	65625	10649
Gold Coast	1	78750	12717
Gold Coast	1	91875	9603
Gold Coast	1	105000	10338
Gold Coast	1	131250	22308
Gold Coast	1	157500	16343
Gold Coast	1	183750	12806
Gold Coast	1	210000	7981
Gold Coast	1	Inf	21208
Goondiwindi	0		60
Goondiwindi	0	0	28
Goondiwindi	0	7875	15
Goondiwindi	0	15750	37
Goondiwindi	0	21000	74
Goondiwindi	0	26250	220
Goondiwindi	0	34125	121
Goondiwindi	0	42000	86
Goondiwindi	0	52500	104
Goondiwindi	0	65625	108
Goondiwindi	0	78750	80
Goondiwindi	0	91875	68
Goondiwindi	0	105000	51
Goondiwindi	0	131250	61
Goondiwindi	0	157500	9
Goondiwindi	0	183750	18
Goondiwindi	0	210000	4
Goondiwindi	0	Inf	24
Goondiwindi	1		343
Goondiwindi	1	0	29
Goondiwindi	1	7875	12
Goondiwindi	1	15750	16
Goondiwindi	1	21000	18
Goondiwindi	1	26250	52
Goondiwindi	1	34125	58
Goondiwindi	1	42000	214
Goondiwindi	1	52500	151
Goondiwindi	1	65625	171
Goondiwindi	1	78750	206
Goondiwindi	1	91875	163
Goondiwindi	1	105000	159
Goondiwindi	1	131250	329
Goondiwindi	1	157500	233
Goondiwindi	1	183750	170
Goondiwindi	1	210000	89
Goondiwindi	1	Inf	171
Gympie	0		338
Gympie	0	0	205
Gympie	0	7875	69
Gympie	0	15750	211
Gympie	0	21000	512
Gympie	0	26250	1549
Gympie	0	34125	886
Gympie	0	42000	413
Gympie	0	52500	574
Gympie	0	65625	477
Gympie	0	78750	309
Gympie	0	91875	220
Gympie	0	105000	135
Gympie	0	131250	184
Gympie	0	157500	35
Gympie	0	183750	31
Gympie	0	210000	8
Gympie	0	Inf	66
Gympie	1		1406
Gympie	1	0	183
Gympie	1	7875	91
Gympie	1	15750	87
Gympie	1	21000	95
Gympie	1	26250	386
Gympie	1	34125	411
Gympie	1	42000	1698
Gympie	1	52500	1172
Gympie	1	65625	1266
Gympie	1	78750	1412
Gympie	1	91875	926
Gympie	1	105000	912
Gympie	1	131250	1587
Gympie	1	157500	938
Gympie	1	183750	663
Gympie	1	210000	369
Gympie	1	Inf	637
Hinchinbrook	0		120
Hinchinbrook	0	0	50
Hinchinbrook	0	7875	21
Hinchinbrook	0	15750	65
Hinchinbrook	0	21000	131
Hinchinbrook	0	26250	309
Hinchinbrook	0	34125	192
Hinchinbrook	0	42000	94
Hinchinbrook	0	52500	132
Hinchinbrook	0	65625	113
Hinchinbrook	0	78750	93
Hinchinbrook	0	91875	60
Hinchinbrook	0	105000	41
Hinchinbrook	0	131250	39
Hinchinbrook	0	157500	4
Hinchinbrook	0	183750	15
Hinchinbrook	0	Inf	16
Hinchinbrook	1		326
Hinchinbrook	1	0	38
Hinchinbrook	1	7875	18
Hinchinbrook	1	15750	11
Hinchinbrook	1	21000	21
Hinchinbrook	1	26250	84
Hinchinbrook	1	34125	76
Hinchinbrook	1	42000	294
Hinchinbrook	1	52500	230
Hinchinbrook	1	65625	244
Hinchinbrook	1	78750	216
Hinchinbrook	1	91875	147
Hinchinbrook	1	105000	207
Hinchinbrook	1	131250	358
Hinchinbrook	1	157500	241
Hinchinbrook	1	183750	154
Hinchinbrook	1	210000	101
Hinchinbrook	1	Inf	165
Hope Vale	0	15750	22
Hope Vale	0	21000	18
Hope Vale	0	26250	11
Hope Vale	0	34125	5
Hope Vale	0	52500	4
Hope Vale	0	65625	8
Hope Vale	0	78750	3
Hope Vale	0	91875	3
Hope Vale	0	131250	4
Hope Vale	1		19
Hope Vale	1	15750	4
Hope Vale	1	21000	3
Hope Vale	1	26250	32
Hope Vale	1	34125	12
Hope Vale	1	42000	17
Hope Vale	1	52500	18
Hope Vale	1	65625	11
Hope Vale	1	78750	22
Hope Vale	1	91875	12
Hope Vale	1	105000	9
Hope Vale	1	131250	17
Hope Vale	1	157500	11
Hope Vale	1	183750	4
Hope Vale	1	210000	4
Hope Vale	1	Inf	7
Ipswich	0		962
Ipswich	0	0	567
Ipswich	0	7875	157
Ipswich	0	15750	514
Ipswich	0	21000	1058
Ipswich	0	26250	2860
Ipswich	0	34125	2115
Ipswich	0	42000	1357
Ipswich	0	52500	2009
Ipswich	0	65625	2179
Ipswich	0	78750	1696
Ipswich	0	91875	1320
Ipswich	0	105000	984
Ipswich	0	131250	1198
Ipswich	0	157500	195
Ipswich	0	183750	238
Ipswich	0	210000	49
Ipswich	0	Inf	249
Ipswich	1		4397
Ipswich	1	0	423
Ipswich	1	7875	141
Ipswich	1	15750	221
Ipswich	1	21000	310
Ipswich	1	26250	835
Ipswich	1	34125	1291
Ipswich	1	42000	3210
Ipswich	1	52500	3223
Ipswich	1	65625	3912
Ipswich	1	78750	4741
Ipswich	1	91875	3924
Ipswich	1	105000	4013
Ipswich	1	131250	8843
Ipswich	1	157500	6251
Ipswich	1	183750	4699
Ipswich	1	210000	2823
Ipswich	1	Inf	5109
Isaac	0		90
Isaac	0	0	40
Isaac	0	7875	19
Isaac	0	15750	29
Isaac	0	21000	59
Isaac	0	26250	120
Isaac	0	34125	83
Isaac	0	42000	73
Isaac	0	52500	135
Isaac	0	65625	122
Isaac	0	78750	118
Isaac	0	91875	146
Isaac	0	105000	120
Isaac	0	131250	337
Isaac	0	157500	22
Isaac	0	183750	143
Isaac	0	210000	9
Isaac	0	Inf	151
Isaac	1		595
Isaac	1	0	30
Isaac	1	7875	13
Isaac	1	15750	17
Isaac	1	21000	8
Isaac	1	26250	39
Isaac	1	34125	39
Isaac	1	42000	111
Isaac	1	52500	99
Isaac	1	65625	127
Isaac	1	78750	180
Isaac	1	91875	148
Isaac	1	105000	199
Isaac	1	131250	524
Isaac	1	157500	417
Isaac	1	183750	493
Isaac	1	210000	289
Isaac	1	Inf	1142
Kowanyama	0		9
Kowanyama	0	15750	10
Kowanyama	0	21000	8
Kowanyama	0	42000	5
Kowanyama	0	78750	5
Kowanyama	0	91875	4
Kowanyama	0	131250	3
Kowanyama	0	Inf	3
Kowanyama	1		40
Kowanyama	1	21000	3
Kowanyama	1	26250	16
Kowanyama	1	34125	10
Kowanyama	1	42000	13
Kowanyama	1	52500	18
Kowanyama	1	65625	16
Kowanyama	1	78750	24
Kowanyama	1	91875	13
Kowanyama	1	105000	3
Kowanyama	1	131250	8
Kowanyama	1	157500	8
Kowanyama	1	183750	5
Kowanyama	1	210000	4
Kowanyama	1	Inf	4
Livingstone	0		196
Livingstone	0	0	123
Livingstone	0	7875	42
Livingstone	0	15750	106
Livingstone	0	21000	235
Livingstone	0	26250	687
Livingstone	0	34125	386
Livingstone	0	42000	235
Livingstone	0	52500	273
Livingstone	0	65625	276
Livingstone	0	78750	192
Livingstone	0	91875	166
Livingstone	0	105000	145
Livingstone	0	131250	214
Livingstone	0	157500	30
Livingstone	0	183750	74
Livingstone	0	210000	10
Livingstone	0	Inf	79
Livingstone	1		1479
Livingstone	1	0	111
Livingstone	1	7875	55
Livingstone	1	15750	44
Livingstone	1	21000	56
Livingstone	1	26250	184
Livingstone	1	34125	182
