LGA_NAME21	Age	HoursHousekeeping	Sex	adults
Stirling	25-34	5-14	F	6075
Stirling	25-34	5-14	M	4625
Stirling	25-34	15-29	F	1782
Stirling	25-34	15-29	M	719
Stirling	25-34	30+	F	1751
Stirling	25-34	30+	M	285
Stirling	35-44		F	845
Stirling	35-44		M	1154
Stirling	35-44	0	F	2678
Stirling	35-44	0	M	3973
Stirling	35-44	<5	F	2291
Stirling	35-44	<5	M	4709
Stirling	35-44	5-14	F	5443
Stirling	35-44	5-14	M	5640
Stirling	35-44	15-29	F	3277
Stirling	35-44	15-29	M	1314
Stirling	35-44	30+	F	3109
Stirling	35-44	30+	M	497
Stirling	45-54		F	577
Stirling	45-54		M	798
Stirling	45-54	0	F	2080
Stirling	45-54	0	M	3073
Stirling	45-54	<5	F	1861
Stirling	45-54	<5	M	3878
Stirling	45-54	5-14	F	5078
Stirling	45-54	5-14	M	4720
Stirling	45-54	15-29	F	2851
Stirling	45-54	15-29	M	1067
Stirling	45-54	30+	F	1828
Stirling	45-54	30+	M	384
Stirling	55-64		F	484
Stirling	55-64		M	610
Stirling	55-64	0	F	2268
Stirling	55-64	0	M	2905
Stirling	55-64	<5	F	1627
Stirling	55-64	<5	M	3087
Stirling	55-64	5-14	F	4343
Stirling	55-64	5-14	M	3839
Stirling	55-64	15-29	F	2326
Stirling	55-64	15-29	M	901
Stirling	55-64	30+	F	1475
Stirling	55-64	30+	M	353
Stirling	65-74		F	534
Stirling	65-74		M	423
Stirling	65-74	0	F	2731
Stirling	65-74	0	M	2630
Stirling	65-74	<5	F	977
Stirling	65-74	<5	M	1944
Stirling	65-74	5-14	F	2751
Stirling	65-74	5-14	M	2754
Stirling	65-74	15-29	F	2280
Stirling	65-74	15-29	M	983
Stirling	65-74	30+	F	1675
Stirling	65-74	30+	M	438
Stirling	75-84		F	488
Stirling	75-84		M	366
Stirling	75-84	0	F	2309
Stirling	75-84	0	M	1982
Stirling	75-84	<5	F	630
Stirling	75-84	<5	M	857
Stirling	75-84	5-14	F	1451
Stirling	75-84	5-14	M	1305
Stirling	75-84	15-29	F	1206
Stirling	75-84	15-29	M	668
Stirling	75-84	30+	F	1011
Stirling	75-84	30+	M	363
Stirling	85+		F	342
Stirling	85+		M	210
Stirling	85+	0	F	1838
Stirling	85+	0	M	1086
Stirling	85+	<5	F	430
Stirling	85+	<5	M	293
Stirling	85+	5-14	F	556
Stirling	85+	5-14	M	370
Stirling	85+	15-29	F	280
Stirling	85+	15-29	M	159
Stirling	85+	30+	F	208
Stirling	85+	30+	M	105
Subiaco	15-19		F	8
Subiaco	15-19		M	9
Subiaco	15-19	0	F	107
Subiaco	15-19	0	M	141
Subiaco	15-19	<5	F	206
Subiaco	15-19	<5	M	240
Subiaco	15-19	5-14	F	41
Subiaco	15-19	5-14	M	31
Subiaco	15-19	15-29	F	3
Subiaco	15-19	30+	M	5
Subiaco	20-24		F	31
Subiaco	20-24		M	24
Subiaco	20-24	0	F	104
Subiaco	20-24	0	M	116
Subiaco	20-24	<5	F	252
Subiaco	20-24	<5	M	199
Subiaco	20-24	5-14	F	156
Subiaco	20-24	5-14	M	94
Subiaco	20-24	15-29	F	17
Subiaco	20-24	15-29	M	8
Subiaco	20-24	30+	F	5
Subiaco	25-34		F	71
Subiaco	25-34		M	73
Subiaco	25-34	0	F	173
Subiaco	25-34	0	M	229
Subiaco	25-34	<5	F	451
Subiaco	25-34	<5	M	470
Subiaco	25-34	5-14	F	512
Subiaco	25-34	5-14	M	419
Subiaco	25-34	15-29	F	126
Subiaco	25-34	15-29	M	42
Subiaco	25-34	30+	F	73
Subiaco	25-34	30+	M	20
Subiaco	35-44		F	64
Subiaco	35-44		M	55
Subiaco	35-44	0	F	117
Subiaco	35-44	0	M	156
Subiaco	35-44	<5	F	190
Subiaco	35-44	<5	M	325
Subiaco	35-44	5-14	F	402
Subiaco	35-44	5-14	M	456
Subiaco	35-44	15-29	F	245
Subiaco	35-44	15-29	M	105
Subiaco	35-44	30+	F	259
Subiaco	35-44	30+	M	38
Subiaco	45-54		F	44
Subiaco	45-54		M	56
Subiaco	45-54	0	F	81
Subiaco	45-54	0	M	144
Subiaco	45-54	<5	F	142
Subiaco	45-54	<5	M	262
Subiaco	45-54	5-14	F	441
Subiaco	45-54	5-14	M	425
Subiaco	45-54	15-29	F	266
Subiaco	45-54	15-29	M	95
Subiaco	45-54	30+	F	146
Subiaco	45-54	30+	M	36
Subiaco	55-64		F	42
Subiaco	55-64		M	47
Subiaco	55-64	0	F	118
Subiaco	55-64	0	M	127
Subiaco	55-64	<5	F	166
Subiaco	55-64	<5	M	282
Subiaco	55-64	5-14	F	425
Subiaco	55-64	5-14	M	376
Subiaco	55-64	15-29	F	221
Subiaco	55-64	15-29	M	90
Subiaco	55-64	30+	F	74
Subiaco	55-64	30+	M	28
Subiaco	65-74		F	47
Subiaco	65-74		M	78
Subiaco	65-74	0	F	161
Subiaco	65-74	0	M	199
Subiaco	65-74	<5	F	109
Subiaco	65-74	<5	M	208
Subiaco	65-74	5-14	F	351
Subiaco	65-74	5-14	M	328
Subiaco	65-74	15-29	F	223
Subiaco	65-74	15-29	M	120
Subiaco	65-74	30+	F	92
Subiaco	65-74	30+	M	27
Subiaco	75-84		F	54
Subiaco	75-84		M	55
Subiaco	75-84	0	F	160
Subiaco	75-84	0	M	144
Subiaco	75-84	<5	F	49
Subiaco	75-84	<5	M	85
Subiaco	75-84	5-14	F	165
Subiaco	75-84	5-14	M	147
Subiaco	75-84	15-29	F	129
Subiaco	75-84	15-29	M	67
Subiaco	75-84	30+	F	73
Subiaco	75-84	30+	M	29
Subiaco	85+		F	46
Subiaco	85+		M	33
Subiaco	85+	0	F	114
Subiaco	85+	0	M	53
Subiaco	85+	<5	F	31
Subiaco	85+	<5	M	16
Subiaco	85+	5-14	F	45
Subiaco	85+	5-14	M	35
Subiaco	85+	15-29	F	33
Subiaco	85+	15-29	M	12
Subiaco	85+	30+	F	21
Subiaco	85+	30+	M	6
Swan	15-19		F	229
Swan	15-19		M	254
Swan	15-19	0	F	1769
Swan	15-19	0	M	2244
Swan	15-19	<5	F	1921
Swan	15-19	<5	M	2062
Swan	15-19	5-14	F	543
Swan	15-19	5-14	M	412
Swan	15-19	15-29	F	72
Swan	15-19	15-29	M	42
Swan	15-19	30+	F	39
Swan	15-19	30+	M	15
Swan	20-24		F	287
Swan	20-24		M	287
Swan	20-24	0	F	1455
Swan	20-24	0	M	2178
Swan	20-24	<5	F	1470
Swan	20-24	<5	M	1592
Swan	20-24	5-14	F	1107
Swan	20-24	5-14	M	703
Swan	20-24	15-29	F	241
Swan	20-24	15-29	M	75
Swan	20-24	30+	F	175
Swan	20-24	30+	M	42
Swan	25-34		F	740
Swan	25-34		M	843
Swan	25-34	0	F	2654
Swan	25-34	0	M	3675
Swan	25-34	<5	F	1832
Swan	25-34	<5	M	3080
Swan	25-34	5-14	F	3382
Swan	25-34	5-14	M	2791
Swan	25-34	15-29	F	1533
Swan	25-34	15-29	M	514
Swan	25-34	30+	F	2018
Swan	25-34	30+	M	261
Swan	35-44		F	606
Swan	35-44		M	777
Swan	35-44	0	F	1983
Swan	35-44	0	M	3143
Swan	35-44	<5	F	1193
Swan	35-44	<5	M	2744
Swan	35-44	5-14	F	3410
Swan	35-44	5-14	M	3422
Swan	35-44	15-29	F	2049
Swan	35-44	15-29	M	855
Swan	35-44	30+	F	2262
Swan	35-44	30+	M	429
Swan	45-54		F	491
Swan	45-54		M	704
Swan	45-54	0	F	1839
Swan	45-54	0	M	2595
Swan	45-54	<5	F	1154
Swan	45-54	<5	M	2390
Swan	45-54	5-14	F	3431
Swan	45-54	5-14	M	2935
Swan	45-54	15-29	F	1854
Swan	45-54	15-29	M	690
Swan	45-54	30+	F	1381
Swan	45-54	30+	M	355
Swan	55-64		F	361
Swan	55-64		M	509
Swan	55-64	0	F	1877
Swan	55-64	0	M	2503
Swan	55-64	<5	F	934
Swan	55-64	<5	M	1905
Swan	55-64	5-14	F	2591
Swan	55-64	5-14	M	2391
Swan	55-64	15-29	F	1560
Swan	55-64	15-29	M	575
Swan	55-64	30+	F	1191
Swan	55-64	30+	M	307
Swan	65-74		F	287
Swan	65-74		M	267
Swan	65-74	0	F	1570
Swan	65-74	0	M	1787
Swan	65-74	<5	F	454
Swan	65-74	<5	M	960
Swan	65-74	5-14	F	1215
Swan	65-74	5-14	M	1423
Swan	65-74	15-29	F	1030
Swan	65-74	15-29	M	567
Swan	65-74	30+	F	988
Swan	65-74	30+	M	307
Swan	75-84		F	217
Swan	75-84		M	177
Swan	75-84	0	F	988
Swan	75-84	0	M	950
Swan	75-84	<5	F	263
Swan	75-84	<5	M	338
Swan	75-84	5-14	F	482
Swan	75-84	5-14	M	523
Swan	75-84	15-29	F	396
Swan	75-84	15-29	M	280
Swan	75-84	30+	F	406
Swan	75-84	30+	M	178
Swan	85+		F	137
Swan	85+		M	98
Swan	85+	0	F	536
Swan	85+	0	M	347
Swan	85+	<5	F	112
Swan	85+	<5	M	95
Swan	85+	5-14	F	143
Swan	85+	5-14	M	89
Swan	85+	15-29	F	67
Swan	85+	15-29	M	51
Swan	85+	30+	F	57
Swan	85+	30+	M	36
Tammin	15-19	0	M	7
Tammin	15-19	<5	M	8
Tammin	15-19	5-14	F	3
Tammin	20-24		F	4
Tammin	20-24	0	M	7
Tammin	20-24	<5	M	4
Tammin	25-34		M	3
Tammin	25-34	0	F	3
Tammin	25-34	0	M	7
Tammin	25-34	<5	F	4
Tammin	25-34	<5	M	11
Tammin	25-34	5-14	F	5
Tammin	25-34	5-14	M	4
Tammin	25-34	30+	F	3
Tammin	35-44	0	F	5
Tammin	35-44	0	M	6
Tammin	35-44	<5	M	4
Tammin	35-44	5-14	F	6
Tammin	35-44	15-29	F	4
Tammin	35-44	30+	F	6
Tammin	45-54		F	5
Tammin	45-54		M	3
Tammin	45-54	0	F	5
Tammin	45-54	0	M	8
Tammin	45-54	<5	F	3
Tammin	45-54	<5	M	11
Tammin	45-54	5-14	F	5
Tammin	45-54	5-14	M	8
Tammin	45-54	15-29	F	5
Tammin	45-54	30+	F	9
Tammin	55-64		F	3
Tammin	55-64		M	11
Tammin	55-64	0	F	5
Tammin	55-64	0	M	8
Tammin	55-64	<5	M	20
Tammin	55-64	5-14	F	8
Tammin	55-64	5-14	M	6
Tammin	55-64	15-29	F	3
Tammin	55-64	30+	F	4
Tammin	65-74		M	4
Tammin	65-74	0	F	4
Tammin	65-74	0	M	3
Tammin	65-74	<5	F	6
Tammin	65-74	5-14	F	3
Tammin	65-74	5-14	M	7
Tammin	65-74	15-29	F	4
Tammin	65-74	30+	F	4
Tammin	75-84		F	4
Tammin	75-84	0	F	7
Tammin	75-84	0	M	7
Tammin	75-84	<5	M	3
Tammin	75-84	5-14	F	3
Tammin	85+	0	M	3
Three Springs	15-19	0	M	4
Three Springs	15-19	5-14	F	5
Three Springs	15-19	5-14	M	3
Three Springs	20-24	0	F	3
Three Springs	20-24	0	M	4
Three Springs	20-24	5-14	F	3
Three Springs	20-24	5-14	M	3
Three Springs	25-34		F	10
Three Springs	25-34		M	5
Three Springs	25-34	0	F	5
Three Springs	25-34	0	M	5
Three Springs	25-34	<5	M	9
Three Springs	25-34	5-14	F	10
Three Springs	25-34	5-14	M	9
Three Springs	25-34	15-29	F	7
Three Springs	25-34	30+	F	4
Three Springs	35-44		F	5
Three Springs	35-44		M	4
Three Springs	35-44	0	M	7
Three Springs	35-44	<5	M	5
Three Springs	35-44	5-14	F	10
Three Springs	35-44	5-14	M	11
Three Springs	35-44	15-29	F	8
Three Springs	35-44	15-29	M	3
Three Springs	35-44	30+	F	11
Three Springs	45-54		F	4
Three Springs	45-54		M	4
Three Springs	45-54	0	F	5
Three Springs	45-54	0	M	7
Three Springs	45-54	<5	F	4
Three Springs	45-54	<5	M	11
Three Springs	45-54	5-14	F	8
Three Springs	45-54	5-14	M	9
Three Springs	45-54	15-29	F	12
Three Springs	45-54	30+	F	6
Three Springs	45-54	30+	M	6
Three Springs	55-64		F	5
Three Springs	55-64		M	9
Three Springs	55-64	0	F	3
Three Springs	55-64	0	M	6
Three Springs	55-64	<5	F	3
Three Springs	55-64	<5	M	8
Three Springs	55-64	5-14	F	14
Three Springs	55-64	5-14	M	15
Three Springs	55-64	15-29	F	4
Three Springs	55-64	15-29	M	3
Three Springs	55-64	30+	F	6
Three Springs	55-64	30+	M	3
Three Springs	65-74		F	5
Three Springs	65-74		M	8
Three Springs	65-74	0	F	4
Three Springs	65-74	0	M	16
Three Springs	65-74	<5	F	3
Three Springs	65-74	<5	M	5
Three Springs	65-74	5-14	F	5
Three Springs	65-74	5-14	M	12
Three Springs	65-74	15-29	F	3
Three Springs	65-74	15-29	M	13
Three Springs	65-74	30+	F	14
Three Springs	65-74	30+	M	3
Three Springs	75-84		M	4
Three Springs	75-84	0	F	7
Three Springs	75-84	0	M	14
Three Springs	75-84	5-14	F	5
Three Springs	75-84	5-14	M	6
Three Springs	75-84	30+	F	5
Three Springs	85+	0	M	4
Toodyay	15-19		F	16
Toodyay	15-19		M	11
Toodyay	15-19	0	F	33
Toodyay	15-19	0	M	56
Toodyay	15-19	<5	F	44
Toodyay	15-19	<5	M	39
Toodyay	15-19	5-14	F	10
Toodyay	15-19	5-14	M	6
Toodyay	15-19	15-29	F	5
Toodyay	15-19	15-29	M	4
Toodyay	20-24		M	15
Toodyay	20-24	0	F	12
Toodyay	20-24	0	M	35
Toodyay	20-24	<5	F	13
Toodyay	20-24	<5	M	26
Toodyay	20-24	5-14	F	13
Toodyay	20-24	5-14	M	15
Toodyay	20-24	15-29	F	5
Toodyay	20-24	30+	F	5
Toodyay	25-34		F	23
Toodyay	25-34		M	23
Toodyay	25-34	0	F	22
Toodyay	25-34	0	M	46
Toodyay	25-34	<5	F	21
Toodyay	25-34	<5	M	28
Toodyay	25-34	5-14	F	50
Toodyay	25-34	5-14	M	38
Toodyay	25-34	15-29	F	25
Toodyay	25-34	15-29	M	7
Toodyay	25-34	30+	F	40
Toodyay	25-34	30+	M	6
Toodyay	35-44		F	20
Toodyay	35-44		M	23
Toodyay	35-44	0	F	20
Toodyay	35-44	0	M	34
Toodyay	35-44	<5	F	13
Toodyay	35-44	<5	M	47
Toodyay	35-44	5-14	F	67
Toodyay	35-44	5-14	M	70
Toodyay	35-44	15-29	F	29
Toodyay	35-44	15-29	M	15
Toodyay	35-44	30+	F	57
Toodyay	35-44	30+	M	6
Toodyay	45-54		F	34
Toodyay	45-54		M	51
Toodyay	45-54	0	F	27
Toodyay	45-54	0	M	67
Toodyay	45-54	<5	F	36
Toodyay	45-54	<5	M	65
Toodyay	45-54	5-14	F	125
Toodyay	45-54	5-14	M	90
Toodyay	45-54	15-29	F	57
Toodyay	45-54	15-29	M	26
Toodyay	45-54	30+	F	50
Toodyay	45-54	30+	M	24
Toodyay	55-64		F	55
Toodyay	55-64		M	70
Toodyay	55-64	0	F	43
Toodyay	55-64	0	M	108
Toodyay	55-64	<5	F	46
Toodyay	55-64	<5	M	85
Toodyay	55-64	5-14	F	140
Toodyay	55-64	5-14	M	136
Toodyay	55-64	15-29	F	99
Toodyay	55-64	15-29	M	51
Toodyay	55-64	30+	F	97
Toodyay	55-64	30+	M	35
Toodyay	65-74		F	31
Toodyay	65-74		M	46
Toodyay	65-74	0	F	72
Toodyay	65-74	0	M	110
Toodyay	65-74	<5	F	22
Toodyay	65-74	<5	M	57
Toodyay	65-74	5-14	F	85
Toodyay	65-74	5-14	M	126
Toodyay	65-74	15-29	F	86
Toodyay	65-74	15-29	M	52
Toodyay	65-74	30+	F	85
Toodyay	65-74	30+	M	56
Toodyay	75-84		F	22
Toodyay	75-84		M	23
Toodyay	75-84	0	F	56
Toodyay	75-84	0	M	59
Toodyay	75-84	<5	F	16
Toodyay	75-84	<5	M	17
Toodyay	75-84	5-14	F	27
Toodyay	75-84	5-14	M	39
Toodyay	75-84	15-29	F	25
Toodyay	75-84	15-29	M	30
Toodyay	75-84	30+	F	25
Toodyay	75-84	30+	M	18
Toodyay	85+		F	6
Toodyay	85+		M	6
Toodyay	85+	0	F	10
Toodyay	85+	0	M	16
Toodyay	85+	<5	F	9
Toodyay	85+	<5	M	3
Toodyay	85+	5-14	F	13
Toodyay	85+	5-14	M	3
Toodyay	85+	15-29	F	3
Toodyay	85+	15-29	M	7
Toodyay	85+	30+	F	3
Toodyay	85+	30+	M	3
Trayning	15-19	0	F	10
Trayning	15-19	<5	M	3
Trayning	20-24	0	M	3
Trayning	20-24	<5	M	4
Trayning	25-34		F	4
Trayning	25-34	0	M	6
Trayning	25-34	<5	M	5
Trayning	25-34	5-14	F	7
Trayning	25-34	5-14	M	3
Trayning	25-34	15-29	F	5
Trayning	25-34	30+	F	3
Trayning	35-44	30+	F	7
Trayning	45-54		F	3
Trayning	45-54	0	M	3
Trayning	45-54	<5	F	3
Trayning	45-54	<5	M	5
Trayning	45-54	5-14	F	13
Trayning	45-54	5-14	M	5
Trayning	45-54	15-29	M	3
Trayning	45-54	30+	F	3
Trayning	55-64		M	6
Trayning	55-64	0	F	3
Trayning	55-64	0	M	14
Trayning	55-64	<5	M	8
Trayning	55-64	5-14	F	6
Trayning	55-64	5-14	M	11
Trayning	55-64	15-29	F	5
Trayning	55-64	30+	F	7
Trayning	55-64	30+	M	3
Trayning	65-74		F	3
Trayning	65-74		M	4
Trayning	65-74	0	F	7
Trayning	65-74	0	M	8
Trayning	65-74	<5	M	9
Trayning	65-74	5-14	M	10
Trayning	65-74	15-29	F	5
Trayning	65-74	30+	F	4
Trayning	75-84		F	5
Trayning	75-84		M	4
Trayning	75-84	0	F	3
Trayning	75-84	<5	M	3
Trayning	75-84	5-14	F	5
Trayning	75-84	5-14	M	6
Trayning	75-84	15-29	F	3
Trayning	75-84	30+	F	3
Upper Gascoyne	15-19	<5	M	4
Upper Gascoyne	20-24	<5	M	3
Upper Gascoyne	25-34	<5	F	3
Upper Gascoyne	25-34	<5	M	3
Upper Gascoyne	25-34	15-29	F	3
Upper Gascoyne	35-44		M	3
Upper Gascoyne	35-44	5-14	F	7
Upper Gascoyne	35-44	5-14	M	3
Upper Gascoyne	35-44	15-29	M	4
Upper Gascoyne	45-54		M	5
Upper Gascoyne	45-54	0	F	5
Upper Gascoyne	45-54	0	M	5
Upper Gascoyne	45-54	5-14	F	5
Upper Gascoyne	45-54	5-14	M	5
Upper Gascoyne	45-54	15-29	F	4
Upper Gascoyne	45-54	15-29	M	5
Upper Gascoyne	55-64		M	6
Upper Gascoyne	55-64	0	F	4
Upper Gascoyne	55-64	0	M	5
Upper Gascoyne	55-64	<5	M	5
Upper Gascoyne	55-64	5-14	M	4
Upper Gascoyne	55-64	15-29	M	3
Upper Gascoyne	65-74		M	3
Upper Gascoyne	65-74	<5	M	4
Upper Gascoyne	65-74	30+	M	3
Victoria Park	15-19		F	34
Victoria Park	15-19		M	46
Victoria Park	15-19	0	F	223
Victoria Park	15-19	0	M	258
Victoria Park	15-19	<5	F	383
Victoria Park	15-19	<5	M	353
Victoria Park	15-19	5-14	F	109
Victoria Park	15-19	5-14	M	72
Victoria Park	15-19	15-29	F	6
Victoria Park	15-19	30+	F	4
Victoria Park	15-19	30+	M	3
Victoria Park	20-24		F	90
Victoria Park	20-24		M	133
Victoria Park	20-24	0	F	400
Victoria Park	20-24	0	M	533
Victoria Park	20-24	<5	F	524
Victoria Park	20-24	<5	M	492
Victoria Park	20-24	5-14	F	447
Victoria Park	20-24	5-14	M	299
Victoria Park	20-24	15-29	F	68
Victoria Park	20-24	15-29	M	37
Victoria Park	20-24	30+	F	12
Victoria Park	20-24	30+	M	3
Victoria Park	25-34		F	269
Victoria Park	25-34		M	319
Victoria Park	25-34	0	F	778
Victoria Park	25-34	0	M	1087
Victoria Park	25-34	<5	F	871
Victoria Park	25-34	<5	M	1207
Victoria Park	25-34	5-14	F	1265
Victoria Park	25-34	5-14	M	1115
Victoria Park	25-34	15-29	F	361
Victoria Park	25-34	15-29	M	155
Victoria Park	25-34	30+	F	271
Victoria Park	25-34	30+	M	41
Victoria Park	35-44		F	182
Victoria Park	35-44		M	236
Victoria Park	35-44	0	F	394
Victoria Park	35-44	0	M	635
Victoria Park	35-44	<5	F	398
Victoria Park	35-44	<5	M	835
Victoria Park	35-44	5-14	F	951
Victoria Park	35-44	5-14	M	1029
Victoria Park	35-44	15-29	F	518
Victoria Park	35-44	15-29	M	251
Victoria Park	35-44	30+	F	437
Victoria Park	35-44	30+	M	86
Victoria Park	45-54		F	137
Victoria Park	45-54		M	173
Victoria Park	45-54	0	F	315
Victoria Park	45-54	0	M	471
Victoria Park	45-54	<5	F	303
Victoria Park	45-54	<5	M	583
Victoria Park	45-54	5-14	F	787
Victoria Park	45-54	5-14	M	769
Victoria Park	45-54	15-29	F	359
Victoria Park	45-54	15-29	M	150
Victoria Park	45-54	30+	F	226
Victoria Park	45-54	30+	M	60
Victoria Park	55-64		F	103
Victoria Park	55-64		M	148
Victoria Park	55-64	0	F	296
Victoria Park	55-64	0	M	517
Victoria Park	55-64	<5	F	256
Victoria Park	55-64	<5	M	477
Victoria Park	55-64	5-14	F	614
Victoria Park	55-64	5-14	M	582
Victoria Park	55-64	15-29	F	299
Victoria Park	55-64	15-29	M	137
Victoria Park	55-64	30+	F	208
Victoria Park	55-64	30+	M	54
Victoria Park	65-74		F	96
Victoria Park	65-74		M	118
Victoria Park	65-74	0	F	381
Victoria Park	65-74	0	M	421
Victoria Park	65-74	<5	F	138
Victoria Park	65-74	<5	M	252
Victoria Park	65-74	5-14	F	359
Victoria Park	65-74	5-14	M	404
Victoria Park	65-74	15-29	F	280
Victoria Park	65-74	15-29	M	128
Victoria Park	65-74	30+	F	185
Victoria Park	65-74	30+	M	71
Victoria Park	75-84		F	145
Victoria Park	75-84		M	89
Victoria Park	75-84	0	F	313
Victoria Park	75-84	0	M	278
Victoria Park	75-84	<5	F	104
Victoria Park	75-84	<5	M	91
Victoria Park	75-84	5-14	F	153
Victoria Park	75-84	5-14	M	150
Victoria Park	75-84	15-29	F	102
Victoria Park	75-84	15-29	M	75
Victoria Park	75-84	30+	F	105
Victoria Park	75-84	30+	M	21
Victoria Park	85+		F	231
Victoria Park	85+		M	101
Victoria Park	85+	0	F	253
Victoria Park	85+	0	M	135
Victoria Park	85+	<5	F	68
Victoria Park	85+	<5	M	37
Victoria Park	85+	5-14	F	65
Victoria Park	85+	5-14	M	45
Victoria Park	85+	15-29	F	37
Victoria Park	85+	15-29	M	17
Victoria Park	85+	30+	F	23
Victoria Park	85+	30+	M	7
Victoria Plains	15-19		F	3
Victoria Plains	15-19		M	3
Victoria Plains	15-19	0	F	7
Victoria Plains	15-19	0	M	8
Victoria Plains	15-19	<5	F	5
Victoria Plains	15-19	<5	M	4
Victoria Plains	15-19	5-14	F	3
Victoria Plains	20-24	0	F	3
Victoria Plains	20-24	0	M	6
Victoria Plains	20-24	<5	M	4
Victoria Plains	20-24	5-14	M	3
Victoria Plains	25-34		M	3
Victoria Plains	25-34	0	F	3
Victoria Plains	25-34	0	M	11
Victoria Plains	25-34	<5	M	16
Victoria Plains	25-34	5-14	F	18
Victoria Plains	25-34	5-14	M	7
Victoria Plains	25-34	15-29	F	6
Victoria Plains	25-34	30+	F	9
Victoria Plains	35-44		F	11
Victoria Plains	35-44		M	10
Victoria Plains	35-44	0	F	8
Victoria Plains	35-44	0	M	13
Victoria Plains	35-44	<5	F	4
Victoria Plains	35-44	<5	M	16
Victoria Plains	35-44	5-14	F	10
Victoria Plains	35-44	5-14	M	9
Victoria Plains	35-44	15-29	F	10
Victoria Plains	35-44	15-29	M	3
Victoria Plains	35-44	30+	F	8
Victoria Plains	45-54		F	6
Victoria Plains	45-54		M	9
Victoria Plains	45-54	0	F	3
Victoria Plains	45-54	0	M	13
Victoria Plains	45-54	<5	F	3
Victoria Plains	45-54	<5	M	19
Victoria Plains	45-54	5-14	F	26
Victoria Plains	45-54	5-14	M	18
Victoria Plains	45-54	15-29	F	9
Victoria Plains	45-54	15-29	M	3
Victoria Plains	45-54	30+	F	5
Victoria Plains	45-54	30+	M	4
Victoria Plains	55-64		F	7
Victoria Plains	55-64		M	6
Victoria Plains	55-64	0	F	15
Victoria Plains	55-64	0	M	23
Victoria Plains	55-64	<5	F	5
Victoria Plains	55-64	<5	M	21
Victoria Plains	55-64	5-14	F	26
Victoria Plains	55-64	5-14	M	16
Victoria Plains	55-64	15-29	F	11
Victoria Plains	55-64	15-29	M	5
Victoria Plains	55-64	30+	F	15
Victoria Plains	65-74		F	6
Victoria Plains	65-74		M	8
Victoria Plains	65-74	0	F	13
Victoria Plains	65-74	0	M	16
Victoria Plains	65-74	<5	M	11
Victoria Plains	65-74	5-14	F	6
Victoria Plains	65-74	5-14	M	15
Victoria Plains	65-74	15-29	F	7
Victoria Plains	65-74	15-29	M	4
Victoria Plains	65-74	30+	F	7
Victoria Plains	75-84		M	9
Victoria Plains	75-84	0	F	5
Victoria Plains	75-84	0	M	13
Victoria Plains	75-84	<5	F	5
Victoria Plains	75-84	<5	M	3
Victoria Plains	75-84	5-14	F	6
Victoria Plains	75-84	5-14	M	8
Victoria Plains	75-84	15-29	F	6
Victoria Plains	85+	5-14	M	3
Vincent	15-19		F	18
Vincent	15-19		M	18
Vincent	15-19	0	F	193
Vincent	15-19	0	M	272
Vincent	15-19	<5	F	325
Vincent	15-19	<5	M	311
Vincent	15-19	5-14	F	81
Vincent	15-19	5-14	M	47
Vincent	15-19	15-29	F	11
Vincent	15-19	30+	F	3
Vincent	15-19	30+	M	5
Vincent	20-24		F	89
Vincent	20-24		M	99
Vincent	20-24	0	F	294
Vincent	20-24	0	M	393
Vincent	20-24	<5	F	550
Vincent	20-24	<5	M	439
Vincent	20-24	5-14	F	387
Vincent	20-24	5-14	M	214
Vincent	20-24	15-29	F	34
Vincent	20-24	15-29	M	11
Vincent	20-24	30+	F	21
Vincent	20-24	30+	M	11
Vincent	25-34		F	272
Vincent	25-34		M	369
Vincent	25-34	0	F	680
Vincent	25-34	0	M	932
Vincent	25-34	<5	F	1216
Vincent	25-34	<5	M	1385
Vincent	25-34	5-14	F	1482
Vincent	25-34	5-14	M	1196
Vincent	25-34	15-29	F	315
Vincent	25-34	15-29	M	146
Vincent	25-34	30+	F	244
Vincent	25-34	30+	M	55
Vincent	35-44		F	132
Vincent	35-44		M	203
Vincent	35-44	0	F	317
Vincent	35-44	0	M	541
Vincent	35-44	<5	F	525
Vincent	35-44	<5	M	962
Vincent	35-44	5-14	F	1061
Vincent	35-44	5-14	M	1236
Vincent	35-44	15-29	F	516
Vincent	35-44	15-29	M	256
Vincent	35-44	30+	F	472
Vincent	35-44	30+	M	72
Vincent	45-54		F	84
Vincent	45-54		M	140
Vincent	45-54	0	F	244
Vincent	45-54	0	M	405
Vincent	45-54	<5	F	343
Vincent	45-54	<5	M	684
Vincent	45-54	5-14	F	879
Vincent	45-54	5-14	M	914
Vincent	45-54	15-29	F	443
Vincent	45-54	15-29	M	181
Vincent	45-54	30+	F	272
Vincent	45-54	30+	M	73
Vincent	55-64		F	71
Vincent	55-64		M	127
Vincent	55-64	0	F	251
Vincent	55-64	0	M	414
Vincent	55-64	<5	F	309
Vincent	55-64	<5	M	513
Vincent	55-64	5-14	F	724
Vincent	55-64	5-14	M	712
Vincent	55-64	15-29	F	345
Vincent	55-64	15-29	M	154
Vincent	55-64	30+	F	176
Vincent	55-64	30+	M	53
Vincent	65-74		F	72
Vincent	65-74		M	73
Vincent	65-74	0	F	285
Vincent	65-74	0	M	323
Vincent	65-74	<5	F	140
Vincent	65-74	<5	M	243
Vincent	65-74	5-14	F	365
Vincent	65-74	5-14	M	400
Vincent	65-74	15-29	F	250
