LGA_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Port Pirie	Person not in same household	14437	46
Port Pirie	Person not in same household	18375	8
Port Pirie	Person not in same household	23625	3
Port Pirie	Real estate agent	3937	3
Port Pirie	Real estate agent	5250	49
Port Pirie	Real estate agent	7875	324
Port Pirie	Real estate agent	10500	154
Port Pirie	Real estate agent	11812	245
Port Pirie	Real estate agent	14437	141
Port Pirie	Real estate agent	18375	26
Port Pirie	Real estate agent	23625	8
Port Pirie	State or territory housing authority	52	25
Port Pirie	State or territory housing authority	3937	37
Port Pirie	State or territory housing authority	5250	284
Port Pirie	State or territory housing authority	7875	131
Port Pirie	State or territory housing authority	10500	41
Port Pirie	State or territory housing authority	11812	21
Port Pirie	State or territory housing authority	23625	3
Prospect		11812	5
Prospect		14437	5
Prospect		18375	3
Prospect	(Other)	5250	3
Prospect	(Other)	7875	8
Prospect	(Other)	10500	6
Prospect	(Other)	11812	21
Prospect	(Other)	14437	25
Prospect	(Other)	18375	23
Prospect	(Other)	23625	7
Prospect	Co-op/church group etc	5250	21
Prospect	Co-op/church group etc	7875	51
Prospect	Co-op/church group etc	10500	10
Prospect	Co-op/church group etc	11812	8
Prospect	Co-op/church group etc	14437	4
Prospect	Co-op/church group etc	18375	6
Prospect	Person not in same household	52	6
Prospect	Person not in same household	5250	23
Prospect	Person not in same household	7875	42
Prospect	Person not in same household	10500	34
Prospect	Person not in same household	11812	96
Prospect	Person not in same household	14437	193
Prospect	Person not in same household	18375	171
Prospect	Person not in same household	23625	72
Prospect	Person not in same household	28875	16
Prospect	Person not in same household	34125	5
Prospect	Person not in same household	39375	4
Prospect	Person not in same household	49875	3
Prospect	Real estate agent	5250	10
Prospect	Real estate agent	7875	17
Prospect	Real estate agent	10500	21
Prospect	Real estate agent	11812	177
Prospect	Real estate agent	14437	555
Prospect	Real estate agent	18375	610
Prospect	Real estate agent	23625	291
Prospect	Real estate agent	28875	74
Prospect	Real estate agent	34125	30
Prospect	Real estate agent	39375	9
Prospect	Real estate agent	44625	5
Prospect	Real estate agent	49875	7
Prospect	State or territory housing authority	52	12
Prospect	State or territory housing authority	3937	24
Prospect	State or territory housing authority	5250	117
Prospect	State or territory housing authority	7875	19
Prospect	State or territory housing authority	10500	17
Prospect	State or territory housing authority	11812	16
Prospect	State or territory housing authority	14437	11
Prospect	State or territory housing authority	18375	5
Prospect	State or territory housing authority	23625	5
Renmark Paringa		10500	3
Renmark Paringa		11812	3
Renmark Paringa	(Other)	52	17
Renmark Paringa	(Other)	5250	10
Renmark Paringa	(Other)	7875	28
Renmark Paringa	(Other)	10500	10
Renmark Paringa	(Other)	11812	17
Renmark Paringa	(Other)	14437	4
Renmark Paringa	(Other)	18375	4
Renmark Paringa	Co-op/church group etc	5250	24
Renmark Paringa	Co-op/church group etc	10500	3
Renmark Paringa	Person not in same household	52	3
Renmark Paringa	Person not in same household	3937	8
Renmark Paringa	Person not in same household	5250	45
Renmark Paringa	Person not in same household	7875	78
Renmark Paringa	Person not in same household	10500	67
Renmark Paringa	Person not in same household	11812	66
Renmark Paringa	Person not in same household	14437	30
Renmark Paringa	Person not in same household	18375	17
Renmark Paringa	Person not in same household	23625	6
Renmark Paringa	Real estate agent	5250	11
Renmark Paringa	Real estate agent	7875	59
Renmark Paringa	Real estate agent	10500	74
Renmark Paringa	Real estate agent	11812	103
Renmark Paringa	Real estate agent	14437	73
Renmark Paringa	Real estate agent	18375	30
Renmark Paringa	Real estate agent	23625	3
Renmark Paringa	State or territory housing authority	52	5
Renmark Paringa	State or territory housing authority	3937	18
Renmark Paringa	State or territory housing authority	5250	53
Renmark Paringa	State or territory housing authority	7875	33
Renmark Paringa	State or territory housing authority	10500	14
Renmark Paringa	State or territory housing authority	11812	11
Robe	(Other)	52	3
Robe	(Other)	11812	4
Robe	Person not in same household	5250	3
Robe	Person not in same household	7875	8
Robe	Person not in same household	10500	13
Robe	Person not in same household	11812	9
Robe	Person not in same household	14437	10
Robe	Person not in same household	18375	7
Robe	Real estate agent	7875	6
Robe	Real estate agent	10500	5
Robe	Real estate agent	11812	17
Robe	Real estate agent	14437	25
Robe	State or territory housing authority	14437	6
Roxby Downs	(Other)	3937	5
Roxby Downs	(Other)	5250	123
Roxby Downs	(Other)	7875	129
Roxby Downs	(Other)	10500	51
Roxby Downs	(Other)	11812	31
Roxby Downs	(Other)	14437	9
Roxby Downs	(Other)	18375	4
Roxby Downs	(Other)	23625	4
Roxby Downs	Co-op/church group etc	5250	3
Roxby Downs	Person not in same household	10500	4
Roxby Downs	Person not in same household	11812	4
Roxby Downs	Person not in same household	14437	8
Roxby Downs	Person not in same household	18375	8
Roxby Downs	Real estate agent	5250	4
Roxby Downs	Real estate agent	10500	4
Roxby Downs	Real estate agent	11812	26
Roxby Downs	Real estate agent	14437	122
Roxby Downs	Real estate agent	18375	151
Roxby Downs	Real estate agent	23625	43
Roxby Downs	Real estate agent	39375	3
Roxby Downs	State or territory housing authority	7875	8
Roxby Downs	State or territory housing authority	11812	14
Roxby Downs	State or territory housing authority	14437	3
Salisbury		3937	6
Salisbury		5250	9
Salisbury		7875	11
Salisbury		10500	5
Salisbury		11812	19
Salisbury		14437	22
Salisbury		18375	3
Salisbury		23625	4
Salisbury	(Other)	52	4
Salisbury	(Other)	3937	4
Salisbury	(Other)	5250	37
Salisbury	(Other)	7875	23
Salisbury	(Other)	10500	33
Salisbury	(Other)	11812	194
Salisbury	(Other)	14437	276
Salisbury	(Other)	18375	150
Salisbury	(Other)	23625	21
Salisbury	(Other)	28875	5
Salisbury	Co-op/church group etc	52	12
Salisbury	Co-op/church group etc	3937	11
Salisbury	Co-op/church group etc	5250	56
Salisbury	Co-op/church group etc	7875	143
Salisbury	Co-op/church group etc	10500	69
Salisbury	Co-op/church group etc	11812	139
Salisbury	Co-op/church group etc	14437	87
Salisbury	Co-op/church group etc	18375	36
Salisbury	Co-op/church group etc	34125	4
Salisbury	Person not in same household	52	11
Salisbury	Person not in same household	3937	12
Salisbury	Person not in same household	5250	110
Salisbury	Person not in same household	7875	188
Salisbury	Person not in same household	10500	241
Salisbury	Person not in same household	11812	617
Salisbury	Person not in same household	14437	1452
Salisbury	Person not in same household	18375	630
Salisbury	Person not in same household	23625	92
Salisbury	Person not in same household	28875	25
Salisbury	Person not in same household	34125	4
Salisbury	Person not in same household	39375	11
Salisbury	Person not in same household	49875	4
Salisbury	Real estate agent	52	6
Salisbury	Real estate agent	3937	10
Salisbury	Real estate agent	5250	31
Salisbury	Real estate agent	7875	102
Salisbury	Real estate agent	10500	179
Salisbury	Real estate agent	11812	832
Salisbury	Real estate agent	14437	3291
Salisbury	Real estate agent	18375	2348
Salisbury	Real estate agent	23625	323
Salisbury	Real estate agent	28875	75
Salisbury	Real estate agent	34125	14
Salisbury	Real estate agent	39375	13
Salisbury	Real estate agent	44625	6
Salisbury	Real estate agent	49875	8
Salisbury	State or territory housing authority	52	66
Salisbury	State or territory housing authority	3937	161
Salisbury	State or territory housing authority	5250	1074
Salisbury	State or territory housing authority	7875	449
Salisbury	State or territory housing authority	10500	219
Salisbury	State or territory housing authority	11812	250
Salisbury	State or territory housing authority	14437	307
Salisbury	State or territory housing authority	18375	55
Salisbury	State or territory housing authority	23625	4
Salisbury	State or territory housing authority	28875	6
Salisbury	State or territory housing authority	44625	4
Southern Mallee	(Other)	52	4
Southern Mallee	(Other)	3937	3
Southern Mallee	(Other)	5250	13
Southern Mallee	(Other)	7875	16
Southern Mallee	(Other)	10500	9
Southern Mallee	Person not in same household	52	4
Southern Mallee	Person not in same household	5250	16
Southern Mallee	Person not in same household	7875	22
Southern Mallee	Person not in same household	10500	14
Southern Mallee	Person not in same household	11812	9
Southern Mallee	Person not in same household	14437	4
Southern Mallee	State or territory housing authority	5250	6
Southern Mallee	State or territory housing authority	7875	4
Streaky Bay	(Other)	3937	6
Streaky Bay	(Other)	7875	3
Streaky Bay	(Other)	11812	4
Streaky Bay	(Other)	14437	4
Streaky Bay	Person not in same household	52	5
Streaky Bay	Person not in same household	5250	5
Streaky Bay	Person not in same household	7875	11
Streaky Bay	Person not in same household	10500	4
Streaky Bay	Person not in same household	11812	16
Streaky Bay	Person not in same household	14437	8
Streaky Bay	Real estate agent	5250	4
Streaky Bay	Real estate agent	7875	5
Streaky Bay	Real estate agent	10500	4
Streaky Bay	Real estate agent	11812	10
Streaky Bay	Real estate agent	14437	15
Streaky Bay	Real estate agent	18375	8
Streaky Bay	State or territory housing authority	5250	7
Streaky Bay	State or territory housing authority	7875	5
Streaky Bay	State or territory housing authority	10500	6
Tatiara	(Other)	52	11
Tatiara	(Other)	3937	3
Tatiara	(Other)	5250	20
Tatiara	(Other)	7875	26
Tatiara	(Other)	10500	3
Tatiara	(Other)	11812	9
Tatiara	Co-op/church group etc	5250	9
Tatiara	Co-op/church group etc	7875	10
Tatiara	Co-op/church group etc	11812	4
Tatiara	Person not in same household	52	9
Tatiara	Person not in same household	3937	10
Tatiara	Person not in same household	5250	36
Tatiara	Person not in same household	7875	51
Tatiara	Person not in same household	10500	37
Tatiara	Person not in same household	11812	18
Tatiara	Person not in same household	14437	8
Tatiara	Person not in same household	18375	4
Tatiara	Real estate agent	52	7
Tatiara	Real estate agent	5250	11
Tatiara	Real estate agent	7875	31
Tatiara	Real estate agent	10500	41
Tatiara	Real estate agent	11812	90
Tatiara	Real estate agent	14437	28
Tatiara	Real estate agent	18375	5
Tatiara	State or territory housing authority	5250	4
Tatiara	State or territory housing authority	7875	17
Tea Tree Gully		5250	6
Tea Tree Gully		7875	6
Tea Tree Gully		10500	3
Tea Tree Gully		11812	3
Tea Tree Gully		14437	10
Tea Tree Gully		18375	4
Tea Tree Gully	(Other)	3937	3
Tea Tree Gully	(Other)	5250	20
Tea Tree Gully	(Other)	7875	11
Tea Tree Gully	(Other)	11812	45
Tea Tree Gully	(Other)	14437	58
Tea Tree Gully	(Other)	18375	49
Tea Tree Gully	(Other)	23625	7
Tea Tree Gully	(Other)	44625	3
Tea Tree Gully	Co-op/church group etc	52	5
Tea Tree Gully	Co-op/church group etc	5250	29
Tea Tree Gully	Co-op/church group etc	7875	61
Tea Tree Gully	Co-op/church group etc	10500	11
Tea Tree Gully	Co-op/church group etc	11812	24
Tea Tree Gully	Co-op/church group etc	14437	21
Tea Tree Gully	Person not in same household	52	3
Tea Tree Gully	Person not in same household	3937	7
Tea Tree Gully	Person not in same household	5250	50
Tea Tree Gully	Person not in same household	7875	91
Tea Tree Gully	Person not in same household	10500	101
Tea Tree Gully	Person not in same household	11812	198
Tea Tree Gully	Person not in same household	14437	695
Tea Tree Gully	Person not in same household	18375	552
Tea Tree Gully	Person not in same household	23625	70
Tea Tree Gully	Person not in same household	28875	11
Tea Tree Gully	Person not in same household	34125	3
Tea Tree Gully	Real estate agent	52	5
Tea Tree Gully	Real estate agent	5250	12
Tea Tree Gully	Real estate agent	7875	20
Tea Tree Gully	Real estate agent	10500	24
Tea Tree Gully	Real estate agent	11812	142
Tea Tree Gully	Real estate agent	14437	1096
Tea Tree Gully	Real estate agent	18375	1857
Tea Tree Gully	Real estate agent	23625	332
Tea Tree Gully	Real estate agent	28875	48
Tea Tree Gully	Real estate agent	34125	9
Tea Tree Gully	Real estate agent	44625	4
Tea Tree Gully	Real estate agent	49875	3
Tea Tree Gully	State or territory housing authority	52	32
Tea Tree Gully	State or territory housing authority	3937	81
Tea Tree Gully	State or territory housing authority	5250	515
Tea Tree Gully	State or territory housing authority	7875	169
Tea Tree Gully	State or territory housing authority	10500	78
Tea Tree Gully	State or territory housing authority	11812	58
Tea Tree Gully	State or territory housing authority	14437	105
Tea Tree Gully	State or territory housing authority	18375	35
Tea Tree Gully	State or territory housing authority	23625	4
Coorong	(Other)	52	7
Coorong	(Other)	3937	4
Coorong	(Other)	5250	17
Coorong	(Other)	7875	20
Coorong	(Other)	10500	4
Coorong	(Other)	11812	4
Coorong	Co-op/church group etc	5250	14
Coorong	Co-op/church group etc	7875	6
Coorong	Co-op/church group etc	11812	3
Coorong	Person not in same household	52	8
Coorong	Person not in same household	3937	8
Coorong	Person not in same household	5250	29
Coorong	Person not in same household	7875	33
Coorong	Person not in same household	10500	37
Coorong	Person not in same household	11812	20
Coorong	Person not in same household	14437	13
Coorong	Person not in same household	18375	4
Coorong	Real estate agent	5250	3
Coorong	Real estate agent	7875	31
Coorong	Real estate agent	10500	29
Coorong	Real estate agent	11812	59
Coorong	Real estate agent	14437	13
Coorong	Real estate agent	18375	5
Coorong	State or territory housing authority	52	4
Coorong	State or territory housing authority	3937	3
Coorong	State or territory housing authority	5250	26
Coorong	State or territory housing authority	7875	17
Coorong	State or territory housing authority	10500	4
Coorong	State or territory housing authority	11812	7
Tumby Bay	(Other)	5250	6
Tumby Bay	(Other)	7875	4
Tumby Bay	(Other)	10500	6
Tumby Bay	(Other)	11812	4
Tumby Bay	(Other)	14437	3
Tumby Bay	Co-op/church group etc	7875	6
Tumby Bay	Co-op/church group etc	10500	3
Tumby Bay	Person not in same household	5250	17
Tumby Bay	Person not in same household	7875	29
Tumby Bay	Person not in same household	10500	15
Tumby Bay	Person not in same household	11812	24
Tumby Bay	Person not in same household	14437	9
Tumby Bay	Person not in same household	18375	5
Tumby Bay	Real estate agent	7875	15
Tumby Bay	Real estate agent	10500	9
Tumby Bay	Real estate agent	11812	25
Tumby Bay	Real estate agent	14437	17
Tumby Bay	Real estate agent	18375	9
Tumby Bay	State or territory housing authority	5250	3
Unley		7875	6
Unley	(Other)	7875	7
Unley	(Other)	10500	8
Unley	(Other)	11812	17
Unley	(Other)	14437	20
Unley	(Other)	18375	12
Unley	(Other)	23625	11
Unley	Co-op/church group etc	3937	4
Unley	Co-op/church group etc	5250	34
Unley	Co-op/church group etc	7875	85
Unley	Co-op/church group etc	10500	10
Unley	Co-op/church group etc	11812	15
Unley	Co-op/church group etc	14437	3
Unley	Co-op/church group etc	18375	8
Unley	Person not in same household	52	4
Unley	Person not in same household	3937	4
Unley	Person not in same household	5250	35
Unley	Person not in same household	7875	59
Unley	Person not in same household	10500	64
Unley	Person not in same household	11812	154
Unley	Person not in same household	14437	320
Unley	Person not in same household	18375	282
Unley	Person not in same household	23625	162
Unley	Person not in same household	28875	62
Unley	Person not in same household	34125	27
Unley	Person not in same household	39375	13
Unley	Person not in same household	49875	10
Unley	Real estate agent	5250	6
Unley	Real estate agent	7875	23
Unley	Real estate agent	10500	25
Unley	Real estate agent	11812	252
Unley	Real estate agent	14437	726
Unley	Real estate agent	18375	824
Unley	Real estate agent	23625	488
Unley	Real estate agent	28875	249
Unley	Real estate agent	34125	139
Unley	Real estate agent	39375	73
Unley	Real estate agent	44625	32
Unley	Real estate agent	49875	40
Unley	State or territory housing authority	52	17
Unley	State or territory housing authority	3937	30
Unley	State or territory housing authority	5250	180
Unley	State or territory housing authority	7875	47
Unley	State or territory housing authority	10500	24
Unley	State or territory housing authority	11812	20
Unley	State or territory housing authority	14437	8
Unley	State or territory housing authority	18375	12
Unley	State or territory housing authority	23625	4
Victor Harbor		11812	3
Victor Harbor	(Other)	5250	8
Victor Harbor	(Other)	7875	17
Victor Harbor	(Other)	10500	4
Victor Harbor	(Other)	11812	8
Victor Harbor	(Other)	14437	11
Victor Harbor	Co-op/church group etc	5250	16
Victor Harbor	Co-op/church group etc	7875	42
Victor Harbor	Co-op/church group etc	10500	3
Victor Harbor	Co-op/church group etc	11812	13
Victor Harbor	Co-op/church group etc	14437	10
Victor Harbor	Person not in same household	52	7
Victor Harbor	Person not in same household	3937	3
Victor Harbor	Person not in same household	5250	19
Victor Harbor	Person not in same household	7875	40
Victor Harbor	Person not in same household	10500	54
Victor Harbor	Person not in same household	11812	103
Victor Harbor	Person not in same household	14437	135
Victor Harbor	Person not in same household	18375	58
Victor Harbor	Person not in same household	23625	13
Victor Harbor	Real estate agent	52	5
Victor Harbor	Real estate agent	5250	8
Victor Harbor	Real estate agent	7875	30
Victor Harbor	Real estate agent	10500	28
Victor Harbor	Real estate agent	11812	157
Victor Harbor	Real estate agent	14437	358
Victor Harbor	Real estate agent	18375	209
Victor Harbor	Real estate agent	23625	13
Victor Harbor	Real estate agent	34125	3
Victor Harbor	State or territory housing authority	5250	11
Victor Harbor	State or territory housing authority	7875	12
Victor Harbor	State or territory housing authority	10500	7
Victor Harbor	State or territory housing authority	11812	10
Victor Harbor	State or territory housing authority	14437	3
Wakefield		7875	3
Wakefield	(Other)	52	5
Wakefield	(Other)	5250	14
Wakefield	(Other)	7875	3
Wakefield	(Other)	10500	6
Wakefield	(Other)	11812	6
Wakefield	(Other)	14437	3
Wakefield	(Other)	23625	5
Wakefield	Co-op/church group etc	5250	11
Wakefield	Co-op/church group etc	7875	11
Wakefield	Co-op/church group etc	10500	4
Wakefield	Co-op/church group etc	11812	6
Wakefield	Person not in same household	52	4
Wakefield	Person not in same household	5250	36
Wakefield	Person not in same household	7875	46
Wakefield	Person not in same household	10500	46
Wakefield	Person not in same household	11812	74
Wakefield	Person not in same household	14437	22
Wakefield	Person not in same household	18375	4
Wakefield	Real estate agent	5250	4
Wakefield	Real estate agent	7875	24
Wakefield	Real estate agent	10500	37
Wakefield	Real estate agent	11812	82
Wakefield	Real estate agent	14437	31
Wakefield	State or territory housing authority	5250	10
Wakefield	State or territory housing authority	11812	4
Walkerville		5250	4
Walkerville	(Other)	7875	3
Walkerville	(Other)	11812	3
Walkerville	(Other)	14437	8
Walkerville	(Other)	18375	6
Walkerville	Co-op/church group etc	5250	3
Walkerville	Co-op/church group etc	7875	17
Walkerville	Co-op/church group etc	10500	3
Walkerville	Person not in same household	5250	10
Walkerville	Person not in same household	7875	9
Walkerville	Person not in same household	10500	15
Walkerville	Person not in same household	11812	7
Walkerville	Person not in same household	14437	39
Walkerville	Person not in same household	18375	47
Walkerville	Person not in same household	23625	28
Walkerville	Person not in same household	28875	3
Walkerville	Person not in same household	34125	4
Walkerville	Person not in same household	39375	7
Walkerville	Real estate agent	5250	7
Walkerville	Real estate agent	7875	4
Walkerville	Real estate agent	10500	4
Walkerville	Real estate agent	11812	18
Walkerville	Real estate agent	14437	67
Walkerville	Real estate agent	18375	213
Walkerville	Real estate agent	23625	104
Walkerville	Real estate agent	28875	34
Walkerville	Real estate agent	34125	24
Walkerville	Real estate agent	39375	17
Walkerville	Real estate agent	44625	10
Walkerville	Real estate agent	49875	7
Walkerville	State or territory housing authority	52	3
Walkerville	State or territory housing authority	3937	21
Walkerville	State or territory housing authority	5250	51
Walkerville	State or territory housing authority	7875	29
Walkerville	State or territory housing authority	10500	3
Walkerville	State or territory housing authority	11812	3
Walkerville	State or territory housing authority	14437	3
Wattle Range		7875	4
Wattle Range		18375	3
Wattle Range	(Other)	52	19
Wattle Range	(Other)	3937	4
Wattle Range	(Other)	5250	15
Wattle Range	(Other)	7875	17
Wattle Range	(Other)	11812	8
Wattle Range	Co-op/church group etc	5250	16
Wattle Range	Co-op/church group etc	7875	33
Wattle Range	Person not in same household	52	4
Wattle Range	Person not in same household	3937	6
Wattle Range	Person not in same household	5250	47
Wattle Range	Person not in same household	7875	84
Wattle Range	Person not in same household	10500	55
Wattle Range	Person not in same household	11812	34
Wattle Range	Person not in same household	14437	8
Wattle Range	Real estate agent	3937	10
Wattle Range	Real estate agent	5250	61
Wattle Range	Real estate agent	7875	133
Wattle Range	Real estate agent	10500	66
Wattle Range	Real estate agent	11812	98
Wattle Range	Real estate agent	14437	24
Wattle Range	Real estate agent	18375	8
Wattle Range	State or territory housing authority	3937	3
Wattle Range	State or territory housing authority	5250	22
Wattle Range	State or territory housing authority	7875	65
Wattle Range	State or territory housing authority	10500	5
Wattle Range	State or territory housing authority	11812	4
West Torrens		5250	9
West Torrens		7875	10
West Torrens		10500	3
West Torrens		11812	5
West Torrens		14437	3
West Torrens		18375	5
West Torrens	(Other)	5250	23
West Torrens	(Other)	7875	27
West Torrens	(Other)	10500	29
West Torrens	(Other)	11812	74
West Torrens	(Other)	14437	77
West Torrens	(Other)	18375	43
West Torrens	(Other)	23625	13
West Torrens	(Other)	28875	3
West Torrens	(Other)	34125	4
West Torrens	(Other)	49875	3
West Torrens	Co-op/church group etc	52	21
West Torrens	Co-op/church group etc	3937	10
West Torrens	Co-op/church group etc	5250	29
West Torrens	Co-op/church group etc	7875	126
West Torrens	Co-op/church group etc	10500	29
West Torrens	Co-op/church group etc	11812	51
West Torrens	Co-op/church group etc	14437	73
West Torrens	Co-op/church group etc	18375	21
West Torrens	Co-op/church group etc	23625	3
West Torrens	Person not in same household	52	11
West Torrens	Person not in same household	3937	6
West Torrens	Person not in same household	5250	114
West Torrens	Person not in same household	7875	161
West Torrens	Person not in same household	10500	160
West Torrens	Person not in same household	11812	387
West Torrens	Person not in same household	14437	604
West Torrens	Person not in same household	18375	580
West Torrens	Person not in same household	23625	252
West Torrens	Person not in same household	28875	50
West Torrens	Person not in same household	34125	7
West Torrens	Person not in same household	39375	5
West Torrens	Person not in same household	44625	6
West Torrens	Person not in same household	49875	9
West Torrens	Real estate agent	52	3
West Torrens	Real estate agent	3937	3
West Torrens	Real estate agent	5250	31
West Torrens	Real estate agent	7875	87
West Torrens	Real estate agent	10500	108
West Torrens	Real estate agent	11812	705
West Torrens	Real estate agent	14437	1347
West Torrens	Real estate agent	18375	1435
West Torrens	Real estate agent	23625	781
West Torrens	Real estate agent	28875	235
West Torrens	Real estate agent	34125	57
West Torrens	Real estate agent	39375	18
West Torrens	Real estate agent	44625	6
West Torrens	Real estate agent	49875	10
West Torrens	State or territory housing authority	52	36
West Torrens	State or territory housing authority	3937	96
West Torrens	State or territory housing authority	5250	481
West Torrens	State or territory housing authority	7875	142
West Torrens	State or territory housing authority	10500	71
West Torrens	State or territory housing authority	11812	54
West Torrens	State or territory housing authority	14437	56
West Torrens	State or territory housing authority	18375	35
West Torrens	State or territory housing authority	23625	7
Whyalla		5250	3
Whyalla		7875	3
Whyalla		10500	4
Whyalla		14437	4
Whyalla	(Other)	52	3
Whyalla	(Other)	3937	9
Whyalla	(Other)	5250	47
Whyalla	(Other)	7875	37
Whyalla	(Other)	10500	23
Whyalla	(Other)	11812	26
Whyalla	(Other)	14437	19
Whyalla	(Other)	18375	3
Whyalla	Co-op/church group etc	52	7
Whyalla	Co-op/church group etc	3937	9
Whyalla	Co-op/church group etc	5250	10
Whyalla	Co-op/church group etc	7875	5
Whyalla	Co-op/church group etc	10500	8
Whyalla	Co-op/church group etc	11812	4
Whyalla	Co-op/church group etc	14437	8
Whyalla	Co-op/church group etc	18375	4
Whyalla	Person not in same household	52	6
Whyalla	Person not in same household	5250	69
Whyalla	Person not in same household	7875	143
Whyalla	Person not in same household	10500	92
Whyalla	Person not in same household	11812	99
Whyalla	Person not in same household	14437	52
Whyalla	Person not in same household	18375	20
Whyalla	Person not in same household	23625	12
Whyalla	Person not in same household	39375	4
Whyalla	Real estate agent	52	3
Whyalla	Real estate agent	3937	3
Whyalla	Real estate agent	5250	129
Whyalla	Real estate agent	7875	384
Whyalla	Real estate agent	10500	142
Whyalla	Real estate agent	11812	232
Whyalla	Real estate agent	14437	288
Whyalla	Real estate agent	18375	100
Whyalla	Real estate agent	23625	12
Whyalla	State or territory housing authority	52	64
Whyalla	State or territory housing authority	3937	167
Whyalla	State or territory housing authority	5250	595
Whyalla	State or territory housing authority	7875	367
Whyalla	State or territory housing authority	10500	129
Whyalla	State or territory housing authority	11812	62
Whyalla	State or territory housing authority	14437	29
Whyalla	State or territory housing authority	18375	7
Wudinna	(Other)	5250	5
Wudinna	(Other)	7875	7
Wudinna	Person not in same household	5250	15
Wudinna	Person not in same household	7875	12
Wudinna	Person not in same household	10500	8
Wudinna	Person not in same household	11812	4
Wudinna	Real estate agent	10500	4
Wudinna	State or territory housing authority	5250	10
Yankalilla	(Other)	3937	4
Yankalilla	(Other)	5250	8
Yankalilla	(Other)	7875	5
Yankalilla	(Other)	10500	4
Yankalilla	Co-op/church group etc	10500	4
Yankalilla	Co-op/church group etc	14437	3
Yankalilla	Person not in same household	52	4
Yankalilla	Person not in same household	5250	9
Yankalilla	Person not in same household	7875	20
Yankalilla	Person not in same household	10500	18
Yankalilla	Person not in same household	11812	30
Yankalilla	Person not in same household	14437	36
Yankalilla	Person not in same household	18375	28
Yankalilla	Person not in same household	23625	3
Yankalilla	Real estate agent	7875	19
Yankalilla	Real estate agent	10500	11
Yankalilla	Real estate agent	11812	31
Yankalilla	Real estate agent	14437	58
Yankalilla	Real estate agent	18375	44
Yankalilla	Real estate agent	23625	13
Yankalilla	State or territory housing authority	5250	4
Yankalilla	State or territory housing authority	7875	8
Yorke Peninsula		5250	3
Yorke Peninsula		7875	4
Yorke Peninsula	(Other)	3937	4
Yorke Peninsula	(Other)	5250	20
Yorke Peninsula	(Other)	7875	24
Yorke Peninsula	(Other)	10500	11
Yorke Peninsula	(Other)	11812	5
Yorke Peninsula	(Other)	14437	3
Yorke Peninsula	Co-op/church group etc	5250	18
Yorke Peninsula	Co-op/church group etc	7875	10
Yorke Peninsula	Person not in same household	52	21
Yorke Peninsula	Person not in same household	3937	11
Yorke Peninsula	Person not in same household	5250	36
Yorke Peninsula	Person not in same household	7875	74
Yorke Peninsula	Person not in same household	10500	68
Yorke Peninsula	Person not in same household	11812	91
Yorke Peninsula	Person not in same household	14437	32
Yorke Peninsula	Person not in same household	18375	10
Yorke Peninsula	Person not in same household	49875	3
Yorke Peninsula	Real estate agent	5250	3
Yorke Peninsula	Real estate agent	7875	22
Yorke Peninsula	Real estate agent	10500	37
Yorke Peninsula	Real estate agent	11812	109
Yorke Peninsula	Real estate agent	14437	49
Yorke Peninsula	Real estate agent	18375	9
Yorke Peninsula	State or territory housing authority	52	7
Yorke Peninsula	State or territory housing authority	3937	16
Yorke Peninsula	State or territory housing authority	5250	55
Yorke Peninsula	State or territory housing authority	7875	13
Yorke Peninsula	State or territory housing authority	10500	4
Yorke Peninsula	State or territory housing authority	11812	4
Yorke Peninsula	State or territory housing authority	18375	4
Unincorporated SA	(Other)	52	24
Unincorporated SA	(Other)	3937	13
Unincorporated SA	(Other)	5250	26
Unincorporated SA	(Other)	7875	3
Unincorporated SA	(Other)	10500	4
Unincorporated SA	(Other)	11812	7
Unincorporated SA	Co-op/church group etc	52	16
Unincorporated SA	Co-op/church group etc	3937	10
Unincorporated SA	Co-op/church group etc	5250	12
Unincorporated SA	Person not in same household	52	9
Unincorporated SA	Person not in same household	3937	8
Unincorporated SA	Person not in same household	5250	15
Unincorporated SA	Person not in same household	7875	8
Unincorporated SA	Person not in same household	10500	5
Unincorporated SA	Person not in same household	11812	5
Unincorporated SA	Person not in same household	14437	3
Unincorporated SA	Real estate agent	7875	3
Unincorporated SA	State or territory housing authority	52	33
Unincorporated SA	State or territory housing authority	3937	58
Unincorporated SA	State or territory housing authority	5250	38
Unincorporated SA	State or territory housing authority	7875	3
Albany		5250	7
Albany		7875	5
Albany		14437	7
Albany	(Other)	52	3
Albany	(Other)	3937	3
Albany	(Other)	5250	15
Albany	(Other)	7875	45
Albany	(Other)	10500	26
Albany	(Other)	11812	32
Albany	(Other)	14437	56
Albany	(Other)	18375	34
Albany	(Other)	23625	8
Albany	Co-op/church group etc	52	8
Albany	Co-op/church group etc	3937	5
Albany	Co-op/church group etc	5250	42
Albany	Co-op/church group etc	7875	83
Albany	Co-op/church group etc	10500	20
Albany	Co-op/church group etc	11812	53
Albany	Co-op/church group etc	14437	28
Albany	Co-op/church group etc	18375	12
Albany	Person not in same household	52	5
Albany	Person not in same household	3937	6
Albany	Person not in same household	5250	54
Albany	Person not in same household	7875	82
Albany	Person not in same household	10500	98
Albany	Person not in same household	11812	144
Albany	Person not in same household	14437	371
Albany	Person not in same household	18375	219
Albany	Person not in same household	23625	45
Albany	Person not in same household	28875	8
