LGA_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Burke	1	5	3
Burke	1	6	6
Cairns	0	1	16313
Cairns	0	2	2132
Cairns	0	3	382
Cairns	0	4	104
Cairns	0	5	29
Cairns	0	6	18
Cairns	1	2	18953
Cairns	1	3	9068
Cairns	1	4	8172
Cairns	1	5	3208
Cairns	1	6	1935
Carpentaria	0	1	208
Carpentaria	0	2	11
Carpentaria	0	3	9
Carpentaria	1	2	199
Carpentaria	1	3	87
Carpentaria	1	4	62
Carpentaria	1	5	54
Carpentaria	1	6	41
Cassowary Coast	0	1	3204
Cassowary Coast	0	2	325
Cassowary Coast	0	3	47
Cassowary Coast	0	4	17
Cassowary Coast	0	5	14
Cassowary Coast	0	6	3
Cassowary Coast	1	2	3943
Cassowary Coast	1	3	1386
Cassowary Coast	1	4	1144
Cassowary Coast	1	5	523
Cassowary Coast	1	6	364
Central Highlands (Qld)	0	1	2377
Central Highlands (Qld)	0	2	221
Central Highlands (Qld)	0	3	43
Central Highlands (Qld)	0	4	8
Central Highlands (Qld)	0	5	3
Central Highlands (Qld)	1	2	2837
Central Highlands (Qld)	1	3	1258
Central Highlands (Qld)	1	4	1402
Central Highlands (Qld)	1	5	758
Central Highlands (Qld)	1	6	372
Charters Towers	0	1	1236
Charters Towers	0	2	97
Charters Towers	0	3	20
Charters Towers	1	2	1406
Charters Towers	1	3	517
Charters Towers	1	4	443
Charters Towers	1	5	236
Charters Towers	1	6	128
Cherbourg	0	1	69
Cherbourg	0	2	4
Cherbourg	1	2	45
Cherbourg	1	3	63
Cherbourg	1	4	40
Cherbourg	1	5	29
Cherbourg	1	6	55
Cloncurry	0	1	344
Cloncurry	0	2	28
Cloncurry	0	3	4
Cloncurry	1	2	292
Cloncurry	1	3	132
Cloncurry	1	4	130
Cloncurry	1	5	66
Cloncurry	1	6	50
Cook	0	1	526
Cook	0	2	45
Cook	0	3	9
Cook	1	2	449
Cook	1	3	189
Cook	1	4	153
Cook	1	5	75
Cook	1	6	57
Croydon	0	1	30
Croydon	0	2	4
Croydon	1	2	21
Croydon	1	3	9
Croydon	1	4	5
Croydon	1	5	8
Croydon	1	6	9
Diamantina	0	1	29
Diamantina	1	2	32
Diamantina	1	3	10
Diamantina	1	4	8
Diamantina	1	5	3
Diamantina	1	6	3
Doomadgee	0	1	36
Doomadgee	0	2	6
Doomadgee	0	3	3
Doomadgee	1	2	45
Doomadgee	1	3	44
Doomadgee	1	4	35
Doomadgee	1	5	36
Doomadgee	1	6	82
Douglas	0	1	1339
Douglas	0	2	180
Douglas	0	3	29
Douglas	0	4	9
Douglas	0	5	5
Douglas	1	2	1708
Douglas	1	3	522
Douglas	1	4	462
Douglas	1	5	202
Douglas	1	6	96
Etheridge	0	1	105
Etheridge	0	2	3
Etheridge	1	2	85
Etheridge	1	3	30
Etheridge	1	4	16
Etheridge	1	5	13
Etheridge	1	6	10
Flinders (Qld)	0	1	188
Flinders (Qld)	0	2	21
Flinders (Qld)	1	2	180
Flinders (Qld)	1	3	44
Flinders (Qld)	1	4	66
Flinders (Qld)	1	5	34
Flinders (Qld)	1	6	12
Fraser Coast	0	1	12121
Fraser Coast	0	2	1362
Fraser Coast	0	3	159
Fraser Coast	0	4	28
Fraser Coast	0	5	3
Fraser Coast	0	6	4
Fraser Coast	1	2	17477
Fraser Coast	1	3	5329
Fraser Coast	1	4	4249
Fraser Coast	1	5	1964
Fraser Coast	1	6	1233
Gladstone	0	1	5923
Gladstone	0	2	626
Gladstone	0	3	83
Gladstone	0	4	16
Gladstone	0	5	5
Gladstone	1	2	7628
Gladstone	1	3	3335
Gladstone	1	4	3365
Gladstone	1	5	1444
Gladstone	1	6	760
Gold Coast	0	1	53934
Gold Coast	0	2	8798
Gold Coast	0	3	2191
Gold Coast	0	4	743
Gold Coast	0	5	178
Gold Coast	0	6	102
Gold Coast	1	2	72974
Gold Coast	1	3	36011
Gold Coast	1	4	34406
Gold Coast	1	5	13055
Gold Coast	1	6	6508
Goondiwindi	0	1	1056
Goondiwindi	0	2	92
Goondiwindi	0	3	17
Goondiwindi	0	4	5
Goondiwindi	1	2	1248
Goondiwindi	1	3	485
Goondiwindi	1	4	464
Goondiwindi	1	5	252
Goondiwindi	1	6	137
Gympie	0	1	5578
Gympie	0	2	569
Gympie	0	3	61
Gympie	0	4	11
Gympie	0	5	4
Gympie	0	6	4
Gympie	1	2	7674
Gympie	1	3	2605
Gympie	1	4	2212
Gympie	1	5	1066
Gympie	1	6	683
Hinchinbrook	0	1	1386
Hinchinbrook	0	2	92
Hinchinbrook	0	3	3
Hinchinbrook	1	2	1783
Hinchinbrook	1	3	481
Hinchinbrook	1	4	398
Hinchinbrook	1	5	199
Hinchinbrook	1	6	85
Hope Vale	0	1	73
Hope Vale	1	2	64
Hope Vale	1	3	44
Hope Vale	1	4	33
Hope Vale	1	5	29
Hope Vale	1	6	39
Ipswich	0	1	17171
Ipswich	0	2	2081
Ipswich	0	3	351
Ipswich	0	4	76
Ipswich	0	5	19
Ipswich	1	2	22116
Ipswich	1	3	13347
Ipswich	1	4	12972
Ipswich	1	5	5916
Ipswich	1	6	4009
Isaac	0	1	1620
Isaac	0	2	152
Isaac	0	3	27
Isaac	0	4	3
Isaac	0	6	3
Isaac	1	2	1822
Isaac	1	3	898
Isaac	1	4	1013
Isaac	1	5	536
Isaac	1	6	222
Kowanyama	0	1	40
Kowanyama	0	2	4
Kowanyama	1	2	49
Kowanyama	1	3	38
Kowanyama	1	4	27
Kowanyama	1	5	29
Kowanyama	1	6	60
Livingstone	0	1	3129
Livingstone	0	2	290
Livingstone	0	3	41
Livingstone	0	4	3
Livingstone	1	2	5131
Livingstone	1	3	1933
Livingstone	1	4	1895
Livingstone	1	5	899
Livingstone	1	6	463
Lockhart River	0	1	33
Lockhart River	0	2	4
Lockhart River	1	2	29
Lockhart River	1	3	23
Lockhart River	1	4	15
Lockhart River	1	5	17
Lockhart River	1	6	24
Lockyer Valley	0	1	3004
Lockyer Valley	0	2	414
Lockyer Valley	0	3	114
Lockyer Valley	0	4	70
Lockyer Valley	0	5	37
Lockyer Valley	0	6	27
Lockyer Valley	1	2	4682
Lockyer Valley	1	3	2144
Lockyer Valley	1	4	1982
Lockyer Valley	1	5	957
Lockyer Valley	1	6	710
Logan	0	1	22708
Logan	0	2	2982
Logan	0	3	551
Logan	0	4	161
Logan	0	5	42
Logan	0	6	20
Logan	1	2	31839
Logan	1	3	19372
Logan	1	4	18484
Logan	1	5	9147
Logan	1	6	7348
Longreach	0	1	439
Longreach	0	2	45
Longreach	0	3	7
Longreach	1	2	447
Longreach	1	3	176
Longreach	1	4	123
Longreach	1	5	74
Longreach	1	6	34
Mackay	0	1	10278
Mackay	0	2	1080
Mackay	0	3	197
Mackay	0	4	42
Mackay	0	5	11
Mackay	1	2	14225
Mackay	1	3	6396
Mackay	1	4	6372
Mackay	1	5	2970
Mackay	1	6	1391
McKinlay	0	1	86
McKinlay	0	2	3
McKinlay	1	2	58
McKinlay	1	3	31
McKinlay	1	4	24
McKinlay	1	5	21
McKinlay	1	6	19
Mapoon	0	1	21
Mapoon	0	2	4
Mapoon	1	2	9
Mapoon	1	3	13
Mapoon	1	4	15
Mapoon	1	5	18
Mapoon	1	6	13
Maranoa	0	1	1325
Maranoa	0	2	109
Maranoa	0	3	31
Maranoa	0	4	6
Maranoa	1	2	1463
Maranoa	1	3	586
Maranoa	1	4	617
Maranoa	1	5	306
Maranoa	1	6	146
Mareeba	0	1	2131
Mareeba	0	2	234
Mareeba	0	3	29
Mareeba	0	4	21
Mareeba	0	5	8
Mareeba	0	6	5
Mareeba	1	2	2745
Mareeba	1	3	1028
Mareeba	1	4	875
Mareeba	1	5	427
Mareeba	1	6	332
Moreton Bay	0	1	37657
Moreton Bay	0	2	4108
Moreton Bay	0	3	637
Moreton Bay	0	4	161
Moreton Bay	0	5	59
Moreton Bay	0	6	44
Moreton Bay	1	2	55630
Moreton Bay	1	3	27466
Moreton Bay	1	4	27165
Moreton Bay	1	5	11621
Moreton Bay	1	6	6475
Mornington	0	1	56
Mornington	0	2	3
Mornington	1	2	41
Mornington	1	3	31
Mornington	1	4	33
Mornington	1	5	22
Mornington	1	6	52
Mount Isa	0	1	1809
Mount Isa	0	2	204
Mount Isa	0	3	38
Mount Isa	0	4	13
Mount Isa	1	2	1780
Mount Isa	1	3	903
Mount Isa	1	4	906
Mount Isa	1	5	460
Mount Isa	1	6	310
Murweh	0	1	541
Murweh	0	2	39
Murweh	0	3	10
Murweh	1	2	508
Murweh	1	3	176
Murweh	1	4	143
Murweh	1	5	78
Murweh	1	6	45
Napranum	0	1	39
Napranum	1	2	34
Napranum	1	3	31
Napranum	1	4	31
Napranum	1	5	21
Napranum	1	6	41
Noosa	0	1	5328
Noosa	0	2	632
Noosa	0	3	116
Noosa	0	4	35
Noosa	0	5	13
Noosa	0	6	4
Noosa	1	2	8650
Noosa	1	3	2875
Noosa	1	4	2712
Noosa	1	5	1044
Noosa	1	6	440
North Burnett	0	1	1227
North Burnett	0	2	117
North Burnett	0	3	19
North Burnett	0	4	3
North Burnett	0	5	10
North Burnett	0	6	4
North Burnett	1	2	1449
North Burnett	1	3	445
North Burnett	1	4	356
North Burnett	1	5	178
North Burnett	1	6	98
Northern Peninsula Area	0	1	138
Northern Peninsula Area	0	2	8
Northern Peninsula Area	0	3	6
Northern Peninsula Area	1	2	135
Northern Peninsula Area	1	3	100
Northern Peninsula Area	1	4	101
Northern Peninsula Area	1	5	67
Northern Peninsula Area	1	6	137
Palm Island	0	1	105
Palm Island	0	2	13
Palm Island	0	3	5
Palm Island	1	2	81
Palm Island	1	3	60
Palm Island	1	4	62
Palm Island	1	5	52
Palm Island	1	6	120
Paroo	0	1	258
Paroo	0	2	21
Paroo	0	3	3
Paroo	1	2	222
Paroo	1	3	67
Paroo	1	4	71
Paroo	1	5	36
Paroo	1	6	25
Pormpuraaw	0	1	21
Pormpuraaw	1	2	48
Pormpuraaw	1	3	20
Pormpuraaw	1	4	19
Pormpuraaw	1	5	19
Pormpuraaw	1	6	22
Quilpie	0	1	99
Quilpie	0	2	5
Quilpie	1	2	77
Quilpie	1	3	34
Quilpie	1	4	32
Quilpie	1	5	19
Quilpie	1	6	13
Redland	0	1	12889
Redland	0	2	1196
Redland	0	3	164
Redland	0	4	40
Redland	0	5	4
Redland	0	6	5
Redland	1	2	19980
Redland	1	3	9508
Redland	1	4	9516
Redland	1	5	3708
Redland	1	6	1748
Richmond	0	1	61
Richmond	0	2	3
Richmond	1	2	88
Richmond	1	3	27
Richmond	1	4	34
Richmond	1	5	21
Richmond	1	6	11
Rockhampton	0	1	8368
Rockhampton	0	2	825
Rockhampton	0	3	145
Rockhampton	0	4	39
Rockhampton	0	5	10
Rockhampton	0	6	5
Rockhampton	1	2	9244
Rockhampton	1	3	4254
Rockhampton	1	4	4221
Rockhampton	1	5	1799
Rockhampton	1	6	1009
Scenic Rim	0	1	3440
Scenic Rim	0	2	329
Scenic Rim	0	3	48
Scenic Rim	0	4	6
Scenic Rim	0	6	5
Scenic Rim	1	2	5736
Scenic Rim	1	3	2190
Scenic Rim	1	4	2055
Scenic Rim	1	5	994
Scenic Rim	1	6	620
Somerset	0	1	2089
Somerset	0	2	232
Somerset	0	3	27
Somerset	0	4	20
Somerset	0	5	8
Somerset	1	2	3305
Somerset	1	3	1205
Somerset	1	4	1197
Somerset	1	5	583
Somerset	1	6	405
South Burnett	0	1	3828
South Burnett	0	2	374
South Burnett	0	3	49
South Burnett	0	4	13
South Burnett	0	5	3
South Burnett	0	6	3
South Burnett	1	2	4685
South Burnett	1	3	1474
South Burnett	1	4	1163
South Burnett	1	5	671
South Burnett	1	6	415
Southern Downs	0	1	4122
Southern Downs	0	2	274
Southern Downs	0	3	37
Southern Downs	0	4	15
Southern Downs	0	5	7
Southern Downs	0	6	9
Southern Downs	1	2	5303
Southern Downs	1	3	1682
Southern Downs	1	4	1433
Southern Downs	1	5	738
Southern Downs	1	6	425
Sunshine Coast	0	1	30061
Sunshine Coast	0	2	3736
Sunshine Coast	0	3	895
Sunshine Coast	0	4	311
Sunshine Coast	0	5	59
Sunshine Coast	0	6	21
Sunshine Coast	1	2	45169
Sunshine Coast	1	3	18430
Sunshine Coast	1	4	18532
Sunshine Coast	1	5	7424
Sunshine Coast	1	6	3291
Tablelands	0	1	2923
Tablelands	0	2	260
Tablelands	0	3	42
Tablelands	0	4	12
Tablelands	0	5	6
Tablelands	1	2	3759
Tablelands	1	3	1196
Tablelands	1	4	985
Tablelands	1	5	495
Tablelands	1	6	311
Toowoomba	0	1	17717
Toowoomba	0	2	1604
Toowoomba	0	3	307
Toowoomba	0	4	77
Toowoomba	0	5	19
Toowoomba	0	6	14
Toowoomba	1	2	21806
Toowoomba	1	3	8744
Toowoomba	1	4	8091
Toowoomba	1	5	3948
Toowoomba	1	6	2327
Torres	0	1	242
Torres	0	2	17
Torres	0	3	10
Torres	0	4	3
Torres	1	2	193
Torres	1	3	121
Torres	1	4	134
Torres	1	5	102
Torres	1	6	125
Torres Strait Island	0	1	215
Torres Strait Island	0	2	8
Torres Strait Island	1	2	202
Torres Strait Island	1	3	146
Torres Strait Island	1	4	142
Torres Strait Island	1	5	111
Torres Strait Island	1	6	193
Townsville	0	1	18235
Townsville	0	2	2331
Townsville	0	3	539
Townsville	0	4	171
Townsville	0	5	41
Townsville	0	6	14
Townsville	1	2	22233
Townsville	1	3	10647
Townsville	1	4	9450
Townsville	1	5	4022
Townsville	1	6	2215
Weipa	0	1	240
Weipa	0	2	35
Weipa	0	3	14
Weipa	1	2	348
Weipa	1	3	185
Weipa	1	4	238
Weipa	1	5	117
Weipa	1	6	60
Western Downs	0	1	3238
Western Downs	0	2	294
Western Downs	0	3	64
Western Downs	0	4	15
Western Downs	0	5	4
Western Downs	1	2	3973
Western Downs	1	3	1542
Western Downs	1	4	1478
Western Downs	1	5	798
Western Downs	1	6	496
Whitsunday	0	1	3465
Whitsunday	0	2	415
Whitsunday	0	3	103
Whitsunday	0	4	24
Whitsunday	0	5	10
Whitsunday	0	6	8
Whitsunday	1	2	4325
Whitsunday	1	3	1610
Whitsunday	1	4	1602
Whitsunday	1	5	710
Whitsunday	1	6	319
Winton	0	1	167
Winton	0	2	14
Winton	1	2	136
Winton	1	3	43
Winton	1	4	43
Winton	1	5	20
Winton	1	6	8
Woorabinda	0	1	69
Woorabinda	0	2	5
Woorabinda	1	2	44
Woorabinda	1	3	57
Woorabinda	1	4	34
Woorabinda	1	5	27
Woorabinda	1	6	45
Wujal Wujal	0	1	17
Wujal Wujal	1	2	18
Wujal Wujal	1	3	16
Wujal Wujal	1	4	8
Wujal Wujal	1	5	10
Wujal Wujal	1	6	14
Yarrabah	0	1	54
Yarrabah	0	2	7
Yarrabah	1	2	57
Yarrabah	1	3	54
Yarrabah	1	4	77
Yarrabah	1	5	61
Yarrabah	1	6	173
Adelaide	0	1	4936
Adelaide	0	2	970
Adelaide	0	3	305
Adelaide	0	4	78
Adelaide	0	5	16
Adelaide	0	6	15
Adelaide	1	2	3423
Adelaide	1	3	843
Adelaide	1	4	410
Adelaide	1	5	93
Adelaide	1	6	36
Adelaide Hills	0	1	2791
Adelaide Hills	0	2	186
Adelaide Hills	0	3	35
Adelaide Hills	0	4	9
Adelaide Hills	0	6	5
Adelaide Hills	1	2	5183
Adelaide Hills	1	3	2238
Adelaide Hills	1	4	2692
Adelaide Hills	1	5	1003
Adelaide Hills	1	6	399
Adelaide Plains	0	1	686
Adelaide Plains	0	2	92
Adelaide Plains	0	3	14
Adelaide Plains	0	4	8
Adelaide Plains	0	5	5
Adelaide Plains	1	2	1077
Adelaide Plains	1	3	545
Adelaide Plains	1	4	547
Adelaide Plains	1	5	258
Adelaide Plains	1	6	152
Alexandrina	0	1	3339
Alexandrina	0	2	207
Alexandrina	0	3	20
Alexandrina	0	4	9
Alexandrina	0	5	3
Alexandrina	0	6	3
Alexandrina	1	2	4862
Alexandrina	1	3	1332
Alexandrina	1	4	1208
Alexandrina	1	5	491
Alexandrina	1	6	256
Anangu Pitjantjatjara Yunkunytjatjara	0	1	90
Anangu Pitjantjatjara Yunkunytjatjara	0	2	12
Anangu Pitjantjatjara Yunkunytjatjara	1	2	76
Anangu Pitjantjatjara Yunkunytjatjara	1	3	73
Anangu Pitjantjatjara Yunkunytjatjara	1	4	47
Anangu Pitjantjatjara Yunkunytjatjara	1	5	60
Anangu Pitjantjatjara Yunkunytjatjara	1	6	144
Barossa	0	1	2513
Barossa	0	2	146
Barossa	0	3	16
Barossa	1	2	3574
Barossa	1	3	1339
Barossa	1	4	1371
Barossa	1	5	562
Barossa	1	6	221
Barunga West	0	1	387
Barunga West	0	2	20
Barunga West	1	2	459
Barunga West	1	3	105
Barunga West	1	4	77
Barunga West	1	5	49
Barunga West	1	6	19
Berri Barmera	0	1	1381
Berri Barmera	0	2	96
Berri Barmera	0	3	9
Berri Barmera	0	4	3
Berri Barmera	1	2	1527
Berri Barmera	1	3	531
Berri Barmera	1	4	451
Berri Barmera	1	5	209
Berri Barmera	1	6	94
Burnside	0	1	4762
Burnside	0	2	292
Burnside	0	3	74
Burnside	0	4	46
Burnside	0	5	14
Burnside	0	6	7
Burnside	1	2	5534
Burnside	1	3	2425
Burnside	1	4	3119
Burnside	1	5	1083
Burnside	1	6	342
Campbelltown (SA)	0	1	5734
Campbelltown (SA)	0	2	457
Campbelltown (SA)	0	3	162
Campbelltown (SA)	0	4	51
Campbelltown (SA)	0	5	20
Campbelltown (SA)	0	6	11
Campbelltown (SA)	1	2	6393
Campbelltown (SA)	1	3	3499
Campbelltown (SA)	1	4	3481
Campbelltown (SA)	1	5	1147
Campbelltown (SA)	1	6	379
Ceduna	0	1	393
Ceduna	0	2	32
Ceduna	0	4	6
Ceduna	1	2	453
Ceduna	1	3	162
Ceduna	1	4	173
Ceduna	1	5	70
Ceduna	1	6	44
Charles Sturt	0	1	14831
Charles Sturt	0	2	1379
Charles Sturt	0	3	420
Charles Sturt	0	4	114
Charles Sturt	0	5	37
Charles Sturt	0	6	28
Charles Sturt	1	2	15312
Charles Sturt	1	3	7269
Charles Sturt	1	4	6701
Charles Sturt	1	5	2243
Charles Sturt	1	6	903
Clare and Gilbert Valleys	0	1	1118
Clare and Gilbert Valleys	0	2	69
Clare and Gilbert Valleys	0	3	13
Clare and Gilbert Valleys	0	4	3
Clare and Gilbert Valleys	1	2	1431
Clare and Gilbert Valleys	1	3	433
Clare and Gilbert Valleys	1	4	373
Clare and Gilbert Valleys	1	5	200
Clare and Gilbert Valleys	1	6	73
Cleve	0	1	210
Cleve	0	2	9
Cleve	1	2	249
Cleve	1	3	56
Cleve	1	4	86
Cleve	1	5	41
Cleve	1	6	18
Coober Pedy	0	1	360
Coober Pedy	0	2	23
Coober Pedy	0	3	5
Coober Pedy	1	2	173
Coober Pedy	1	3	53
Coober Pedy	1	4	31
Coober Pedy	1	5	18
Coober Pedy	1	6	17
Copper Coast	0	1	1952
Copper Coast	0	2	138
Copper Coast	0	3	11
Copper Coast	0	4	3
Copper Coast	1	2	2610
Copper Coast	1	3	670
Copper Coast	1	4	536
Copper Coast	1	5	221
Copper Coast	1	6	123
Elliston	0	1	129
Elliston	0	2	8
Elliston	1	2	139
Elliston	1	3	32
Elliston	1	4	34
Elliston	1	5	29
Elliston	1	6	11
Flinders Ranges	0	1	247
Flinders Ranges	0	2	14
Flinders Ranges	1	2	253
Flinders Ranges	1	3	69
Flinders Ranges	1	4	57
Flinders Ranges	1	5	22
Flinders Ranges	1	6	15
Franklin Harbour	0	1	141
Franklin Harbour	0	2	9
Franklin Harbour	1	2	212
Franklin Harbour	1	3	57
Franklin Harbour	1	4	47
Franklin Harbour	1	5	18
Franklin Harbour	1	6	6
Gawler	0	1	3013
Gawler	0	2	216
Gawler	0	3	18
Gawler	0	4	6
Gawler	0	5	3
Gawler	1	2	3355
Gawler	1	3	1505
Gawler	1	4	1234
Gawler	1	5	507
Gawler	1	6	222
Goyder	0	1	572
Goyder	0	2	27
Goyder	1	2	615
Goyder	1	3	191
Goyder	1	4	142
Goyder	1	5	83
Goyder	1	6	37
Grant	0	1	536
Grant	0	2	41
Grant	1	2	1115
Grant	1	3	348
Grant	1	4	433
Grant	1	5	222
Grant	1	6	75
Holdfast Bay	0	1	5604
Holdfast Bay	0	2	399
Holdfast Bay	0	3	86
Holdfast Bay	0	4	34
Holdfast Bay	0	5	11
Holdfast Bay	1	2	5504
Holdfast Bay	1	3	1916
Holdfast Bay	1	4	1802
Holdfast Bay	1	5	617
Holdfast Bay	1	6	162
Kangaroo Island	0	1	657
Kangaroo Island	0	2	41
Kangaroo Island	1	2	759
Kangaroo Island	1	3	178
Kangaroo Island	1	4	177
Kangaroo Island	1	5	91
Kangaroo Island	1	6	35
Karoonda East Murray	0	1	151
Karoonda East Murray	0	2	3
Karoonda East Murray	1	2	129
Karoonda East Murray	1	3	43
Karoonda East Murray	1	4	42
Karoonda East Murray	1	5	22
Karoonda East Murray	1	6	8
Kimba	0	1	115
Kimba	0	2	6
Kimba	1	2	147
Kimba	1	3	32
Kimba	1	4	37
Kimba	1	5	35
Kimba	1	6	13
Kingston (SA)	0	1	326
Kingston (SA)	0	2	22
Kingston (SA)	1	2	396
Kingston (SA)	1	3	107
Kingston (SA)	1	4	81
Kingston (SA)	1	5	39
Kingston (SA)	1	6	12
Light	0	1	1011
Light	0	2	90
Light	0	3	3
Light	0	4	5
Light	1	2	1830
Light	1	3	810
Light	1	4	981
Light	1	5	470
Light	1	6	206
Lower Eyre Peninsula	0	1	468
Lower Eyre Peninsula	0	2	36
Lower Eyre Peninsula	1	2	798
Lower Eyre Peninsula	1	3	266
Lower Eyre Peninsula	1	4	296
Lower Eyre Peninsula	1	5	141
Lower Eyre Peninsula	1	6	66
Loxton Waikerie	0	1	1419
Loxton Waikerie	0	2	84
Loxton Waikerie	0	3	14
Loxton Waikerie	0	4	3
Loxton Waikerie	1	2	1785
Loxton Waikerie	1	3	501
Loxton Waikerie	1	4	485
Loxton Waikerie	1	5	257
Loxton Waikerie	1	6	99
Maralinga Tjarutja	0	1	19
Maralinga Tjarutja	1	2	3
Maralinga Tjarutja	1	3	4
Maralinga Tjarutja	1	4	5
Maralinga Tjarutja	1	6	4
Marion	0	1	11138
Marion	0	2	1049
Marion	0	3	449
Marion	0	4	113
Marion	0	5	38
Marion	0	6	16
Marion	1	2	11779
Marion	1	3	5876
Marion	1	4	5369
Marion	1	5	1731
Marion	1	6	672
Mid Murray	0	1	1314
Mid Murray	0	2	83
Mid Murray	0	3	4
Mid Murray	1	2	1491
Mid Murray	1	3	359
Mid Murray	1	4	328
Mid Murray	1	5	140
Mid Murray	1	6	57
Mitcham	0	1	5924
Mitcham	0	2	455
Mitcham	0	3	160
Mitcham	0	4	65
Mitcham	0	5	30
Mitcham	0	6	20
Mitcham	1	2	7908
Mitcham	1	3	3820
Mitcham	1	4	4697
Mitcham	1	5	1563
Mitcham	1	6	445
Mount Barker	0	1	3237
Mount Barker	0	2	261
Mount Barker	0	3	53
Mount Barker	0	4	11
Mount Barker	0	5	4
Mount Barker	0	6	4
Mount Barker	1	2	4933
Mount Barker	1	3	2299
Mount Barker	1	4	2415
Mount Barker	1	5	945
Mount Barker	1	6	355
Mount Gambier	0	1	3710
Mount Gambier	0	2	213
Mount Gambier	0	3	32
Mount Gambier	0	4	6
Mount Gambier	1	2	3558
Mount Gambier	1	3	1422
Mount Gambier	1	4	1263
Mount Gambier	1	5	484
Mount Gambier	1	6	255
Mount Remarkable	0	1	345
Mount Remarkable	0	2	23
Mount Remarkable	1	2	504
Mount Remarkable	1	3	120
Mount Remarkable	1	4	106
Mount Remarkable	1	5	48
Mount Remarkable	1	6	26
Murray Bridge	0	1	2641
Murray Bridge	0	2	194
Murray Bridge	0	3	36
Murray Bridge	0	4	6
Murray Bridge	0	5	3
Murray Bridge	0	6	4
Murray Bridge	1	2	2874
Murray Bridge	1	3	1085
Murray Bridge	1	4	926
Murray Bridge	1	5	408
Murray Bridge	1	6	251
Naracoorte Lucindale	0	1	914
Naracoorte Lucindale	0	2	69
Naracoorte Lucindale	0	3	30
Naracoorte Lucindale	0	4	7
Naracoorte Lucindale	0	5	5
Naracoorte Lucindale	0	6	6
Naracoorte Lucindale	1	2	1161
Naracoorte Lucindale	1	3	395
Naracoorte Lucindale	1	4	417
Naracoorte Lucindale	1	5	191
Naracoorte Lucindale	1	6	89
Northern Areas	0	1	617
Northern Areas	0	2	49
Northern Areas	0	3	5
Northern Areas	1	2	707
Northern Areas	1	3	189
Northern Areas	1	4	159
Northern Areas	1	5	117
Northern Areas	1	6	38
Norwood Payneham and St Peters	0	1	5607
Norwood Payneham and St Peters	0	2	517
Norwood Payneham and St Peters	0	3	191
Norwood Payneham and St Peters	0	4	64
Norwood Payneham and St Peters	0	5	23
Norwood Payneham and St Peters	0	6	12
Norwood Payneham and St Peters	1	2	4748
Norwood Payneham and St Peters	1	3	1995
Norwood Payneham and St Peters	1	4	2029
Norwood Payneham and St Peters	1	5	618
Norwood Payneham and St Peters	1	6	158
Onkaparinga	0	1	17738
Onkaparinga	0	2	1420
Onkaparinga	0	3	212
Onkaparinga	0	4	42
Onkaparinga	0	5	14
Onkaparinga	0	6	4
Onkaparinga	1	2	22864
Onkaparinga	1	3	10771
Onkaparinga	1	4	9959
Onkaparinga	1	5	3690
Onkaparinga	1	6	1425
Orroroo Carrieton	0	1	117
Orroroo Carrieton	0	2	3
Orroroo Carrieton	1	2	134
Orroroo Carrieton	1	3	19
Orroroo Carrieton	1	4	26
Orroroo Carrieton	1	5	21
Orroroo Carrieton	1	6	12
Peterborough	0	1	327
Peterborough	0	2	22
Peterborough	1	2	252
Peterborough	1	3	58
Peterborough	1	4	34
Peterborough	1	5	13
Peterborough	1	6	14
Playford	0	1	9141
Playford	0	2	997
Playford	0	3	145
Playford	0	4	40
Playford	0	5	4
Playford	0	6	3
Playford	1	2	9932
Playford	1	3	5734
Playford	1	4	5049
Playford	1	5	2406
Playford	1	6	1820
Port Adelaide Enfield	0	1	15206
Port Adelaide Enfield	0	2	1562
Port Adelaide Enfield	0	3	512
Port Adelaide Enfield	0	4	227
Port Adelaide Enfield	0	5	78
Port Adelaide Enfield	0	6	58
Port Adelaide Enfield	1	2	14298
Port Adelaide Enfield	1	3	7895
Port Adelaide Enfield	1	4	7164
Port Adelaide Enfield	1	5	2559
Port Adelaide Enfield	1	6	1471
Port Augusta	0	1	1702
Port Augusta	0	2	126
Port Augusta	0	3	12
Port Augusta	0	4	10
Port Augusta	0	6	9
Port Augusta	1	2	1668
Port Augusta	1	3	672
Port Augusta	1	4	528
Port Augusta	1	5	278
Port Augusta	1	6	146
Port Lincoln	0	1	1863
Port Lincoln	0	2	137
Port Lincoln	0	3	38
Port Lincoln	0	4	4
Port Lincoln	1	2	1947
Port Lincoln	1	3	752
Port Lincoln	1	4	648
Port Lincoln	1	5	260
Port Lincoln	1	6	109
Port Pirie	0	1	2501
Port Pirie	0	2	139
Port Pirie	0	3	11
Port Pirie	0	4	3
Port Pirie	1	2	2360
Port Pirie	1	3	911
Port Pirie	1	4	725
Port Pirie	1	5	353
Port Pirie	1	6	158
Prospect	0	1	2331
Prospect	0	2	284
Prospect	0	3	131
Prospect	0	4	56
Prospect	0	5	11
Prospect	0	6	14
Prospect	1	2	2429
Prospect	1	3	1322
Prospect	1	4	1434
Prospect	1	5	488
Prospect	1	6	135
Renmark Paringa	0	1	1127
Renmark Paringa	0	2	80
Renmark Paringa	0	3	10
Renmark Paringa	0	4	8
Renmark Paringa	0	5	8
Renmark Paringa	0	6	7
Renmark Paringa	1	2	1374
Renmark Paringa	1	3	526
