LGA_NAME21	HomeCensusNight	persons
Greater Hume Shire	0	500
Greater Hume Shire	1	10656
Griffith	0	856
Griffith	1	26228
Gunnedah	0	483
Gunnedah	1	12442
Gwydir	0	268
Gwydir	1	4645
Hawkesbury	0	1820
Hawkesbury	1	65393
Hay	0	167
Hay	1	2716
Hilltops	0	988
Hilltops	1	18264
Hornsby	0	3286
Hornsby	1	148525
Hunters Hill	0	874
Hunters Hill	1	12687
Inner West	0	6395
Inner West	1	176419
Inverell	0	824
Inverell	1	17026
Junee	0	209
Junee	1	6208
Kempsey	0	1396
Kempsey	1	29289
Kiama	0	1179
Kiama	1	21888
Ku-ring-gai	0	3248
Ku-ring-gai	1	120826
Kyogle	0	398
Kyogle	1	8961
Lachlan	0	344
Lachlan	1	5749
Lake Macquarie	0	8020
Lake Macquarie	1	205822
Lane Cove	0	1349
Lane Cove	1	38087
Leeton	0	456
Leeton	1	10998
Lismore	0	1592
Lismore	1	42740
Lithgow	0	900
Lithgow	1	19941
Liverpool	0	4501
Liverpool	1	228942
Liverpool Plains	0	331
Liverpool Plains	1	7222
Lockhart	0	136
Lockhart	1	3186
Maitland	0	2968
Maitland	1	87258
Mid-Coast	0	4665
Mid-Coast	1	91919
Mid-Western Regional	0	1058
Mid-Western Regional	1	24649
Moree Plains	0	626
Moree Plains	1	12129
Mosman	0	1370
Mosman	1	26959
Murray River	0	772
Murray River	1	12080
Murrumbidgee	0	217
Murrumbidgee	1	3141
Muswellbrook	0	558
Muswellbrook	1	15800
Nambucca Valley	0	863
Nambucca Valley	1	19540
Narrabri	0	532
Narrabri	1	12173
Narrandera	0	303
Narrandera	1	5397
Narromine	0	312
Narromine	1	6049
Newcastle	0	7383
Newcastle	1	161487
North Sydney	0	3118
North Sydney	1	65833
Northern Beaches	0	8292
Northern Beaches	1	255264
Oberon	0	267
Oberon	1	5309
Orange	0	1749
Orange	1	41760
Parkes	0	667
Parkes	1	13690
Parramatta	0	4980
Parramatta	1	251747
Penrith	0	4785
Penrith	1	212880
Port Macquarie-Hastings	0	3702
Port Macquarie-Hastings	1	83058
Port Stephens	0	3291
Port Stephens	1	71987
Queanbeyan-Palerang Regional	0	2327
Queanbeyan-Palerang Regional	1	60973
Randwick	0	4881
Randwick	1	129369
Richmond Valley	0	898
Richmond Valley	1	22671
Ryde	0	3240
Ryde	1	125881
Shellharbour	0	2083
Shellharbour	1	74190
Shoalhaven	0	5273
Shoalhaven	1	103256
Singleton	0	710
Singleton	1	23868
Snowy Monaro Regional	0	1227
Snowy Monaro Regional	1	20444
Snowy Valleys	0	728
Snowy Valleys	1	14164
Strathfield	0	916
Strathfield	1	44674
Sutherland Shire	0	5891
Sutherland Shire	1	224320
Sydney	0	9753
Sydney	1	201876
Tamworth Regional	0	2401
Tamworth Regional	1	60672
Temora	0	320
Temora	1	5720
Tenterfield	0	320
Tenterfield	1	6490
The Hills Shire	0	3306
The Hills Shire	1	188570
Tweed	0	4051
Tweed	1	93340
Upper Hunter Shire	0	529
Upper Hunter Shire	1	13698
Upper Lachlan Shire	0	373
Upper Lachlan Shire	1	8141
Uralla	0	230
Uralla	1	5739
Wagga Wagga	0	2649
Wagga Wagga	1	64964
Walcha	0	186
Walcha	1	2823
Walgett	0	358
Walgett	1	4890
Warren	0	136
Warren	1	2410
Warrumbungle Shire	0	433
Warrumbungle Shire	1	8792
Waverley	0	2875
Waverley	1	65734
Weddin	0	205
Weddin	1	3411
Wentworth	0	391
Wentworth	1	7063
Willoughby	0	2204
Willoughby	1	73415
Wingecarribee	0	1957
Wingecarribee	1	50753
Wollondilly	0	1308
Wollondilly	1	52654
Wollongong	0	6552
Wollongong	1	208018
Woollahra	0	3222
Woollahra	1	50270
Yass Valley	0	732
Yass Valley	1	16545
Unincorporated NSW	0	104
Unincorporated NSW	1	910
No usual address (NSW)	0	11371
Alpine	0	881
Alpine	1	12351
Ararat	0	459
Ararat	1	11414
Ballarat	0	4289
Ballarat	1	109471
Banyule	0	3558
Banyule	1	122683
Bass Coast	0	2583
Bass Coast	1	38205
Baw Baw	0	2342
Baw Baw	1	55282
Bayside (Vic.)	0	3726
Bayside (Vic.)	1	97583
Benalla	0	644
Benalla	1	13882
Boroondara	0	5785
Boroondara	1	162118
Brimbank	0	3672
Brimbank	1	190940
Buloke	0	207
Buloke	1	5968
Campaspe	0	1716
Campaspe	1	37015
Cardinia	0	3001
Cardinia	1	115199
Casey	0	6696
Casey	1	358543
Central Goldfields	0	513
Central Goldfields	1	12962
Colac Otway	0	1150
Colac Otway	1	21271
Corangamite	0	717
Corangamite	1	15395
Darebin	0	4546
Darebin	1	144029
East Gippsland	0	2760
East Gippsland	1	45955
Frankston	0	3977
Frankston	1	135298
Gannawarra	0	508
Gannawarra	1	10173
Glen Eira	0	3880
Glen Eira	1	145031
Glenelg	0	1048
Glenelg	1	19103
Golden Plains	0	787
Golden Plains	1	24195
Greater Bendigo	0	4514
Greater Bendigo	1	116953
Greater Dandenong	0	3206
Greater Dandenong	1	155005
Greater Geelong	0	10195
Greater Geelong	1	260864
Greater Shepparton	0	2555
Greater Shepparton	1	65847
Hepburn	0	845
Hepburn	1	15755
Hindmarsh	0	255
Hindmarsh	1	5440
Hobsons Bay	0	2377
Hobsons Bay	1	88944
Horsham	0	834
Horsham	1	19595
Hume	0	4148
Hume	1	239752
Indigo	0	840
Indigo	1	16522
Kingston (Vic.)	0	4029
Kingston (Vic.)	1	154099
Knox	0	3522
Knox	1	155584
Latrobe (Vic.)	0	3063
Latrobe (Vic.)	1	74256
Loddon	0	338
Loddon	1	7419
Macedon Ranges	0	1834
Macedon Ranges	1	49628
Manningham	0	2907
Manningham	1	121790
Mansfield	0	781
Mansfield	1	9395
Maribyrnong	0	2355
Maribyrnong	1	82850
Maroondah	0	3211
Maroondah	1	111831
Melbourne	0	5765
Melbourne	1	143852
Melton	0	2965
Melton	1	175992
Mildura	0	2293
Mildura	1	54674
Mitchell	0	1501
Mitchell	1	47958
Moira	0	1507
Moira	1	29020
Monash	0	4003
Monash	1	186391
Moonee Valley	0	3517
Moonee Valley	1	118339
Moorabool	0	1199
Moorabool	1	36427
Moreland	0	4855
Moreland	1	166503
Mornington Peninsula	0	8437
Mornington Peninsula	1	160511
Mount Alexander	0	726
Mount Alexander	1	19523
Moyne	0	791
Moyne	1	16584
Murrindindi	0	730
Murrindindi	1	14469
Nillumbik	0	1883
Nillumbik	1	61012
Northern Grampians	0	541
Northern Grampians	1	11409
Port Phillip	0	4589
Port Phillip	1	97354
Pyrenees	0	337
Pyrenees	1	7335
Queenscliffe	0	281
Queenscliffe	1	2995
South Gippsland	0	1532
South Gippsland	1	29041
Southern Grampians	0	780
Southern Grampians	1	15806
Stonnington	0	4892
Stonnington	1	99807
Strathbogie	0	526
Strathbogie	1	10929
Surf Coast	0	2386
Surf Coast	1	35310
Swan Hill	0	915
Swan Hill	1	20487
Towong	0	404
Towong	1	5818
Wangaratta	0	1266
Wangaratta	1	28539
Warrnambool	0	1457
Warrnambool	1	33954
Wellington	0	2252
Wellington	1	43386
West Wimmera	0	198
West Wimmera	1	3801
Whitehorse	0	4180
Whitehorse	1	165165
Whittlesea	0	4170
Whittlesea	1	225221
Wodonga	0	1717
Wodonga	1	41535
Wyndham	0	4531
Wyndham	1	287478
Yarra	0	4313
Yarra	1	85798
Yarra Ranges	0	5176
Yarra Ranges	1	150889
Yarriambiack	0	305
Yarriambiack	1	6256
Unincorporated Vic	0	42
Unincorporated Vic	1	915
No usual address (Vic.)	0	9089
Migratory - Offshore - Shipping (Vic.)	1	40
Aurukun	0	125
Aurukun	1	976
Balonne	0	324
Balonne	1	3995
Banana	0	821
Banana	1	13690
Barcaldine	0	286
Barcaldine	1	2560
Barcoo	0	31
Barcoo	1	280
Blackall Tambo	0	154
Blackall Tambo	1	1750
Boulia	0	47
Boulia	1	407
Brisbane	0	40567
Brisbane	1	1202258
Bulloo	0	35
Bulloo	1	304
Bundaberg	0	5336
Bundaberg	1	93880
Burdekin	0	854
Burdekin	1	15835
Burke	0	24
Burke	1	400
Cairns	0	8162
Cairns	1	158786
Carpentaria	0	191
Carpentaria	1	1897
Cassowary Coast	0	1518
Cassowary Coast	1	27638
Central Highlands (Qld)	0	1812
Central Highlands (Qld)	1	26016
Charters Towers	0	814
Charters Towers	1	10979
Cherbourg	0	57
Cherbourg	1	1136
Cloncurry	0	230
Cloncurry	1	3412
Cook	0	304
Cook	1	4209
Croydon	0	32
Croydon	1	236
Diamantina	0	31
Diamantina	1	231
Doomadgee	0	38
Doomadgee	1	1343
Douglas	0	687
Douglas	1	11645
Etheridge	0	115
Etheridge	1	598
Flinders (Qld)	0	173
Flinders (Qld)	1	1332
Fraser Coast	0	5951
Fraser Coast	1	105087
Gladstone	0	3646
Gladstone	1	59868
Gold Coast	0	21318
Gold Coast	1	603768
Goondiwindi	0	614
Goondiwindi	1	9692
Gympie	0	2880
Gympie	1	50362
Hinchinbrook	0	620
Hinchinbrook	1	10299
Hope Vale	0	70
Hope Vale	1	909
Ipswich	0	7093
Ipswich	1	222119
Isaac	0	1314
Isaac	1	20732
Kowanyama	0	73
Kowanyama	1	1007
Livingstone	0	2995
Livingstone	1	36404
Lockhart River	0	67
Lockhart River	1	572
Lockyer Valley	0	1653
Lockyer Valley	1	39450
Logan	0	9877
Logan	1	335223
Longreach	0	312
Longreach	1	3340
Mackay	0	8263
Mackay	1	113427
McKinlay	0	66
McKinlay	1	769
Mapoon	0	52
Mapoon	1	376
Maranoa	0	861
Maranoa	1	11962
Mareeba	0	1196
Mareeba	1	21664
Moreton Bay	0	16145
Moreton Bay	1	460191
Mornington	0	118
Mornington	1	909
Mount Isa	0	1035
Mount Isa	1	17695
Murweh	0	294
Murweh	1	3678
Napranum	0	64
Napranum	1	823
Noosa	0	2978
Noosa	1	53322
North Burnett	0	587
North Burnett	1	9478
Northern Peninsula Area	0	210
Northern Peninsula Area	1	2576
Palm Island	0	123
Palm Island	1	1975
Paroo	0	98
Paroo	1	1584
Pormpuraaw	0	35
Pormpuraaw	1	577
Quilpie	0	72
Quilpie	1	625
Redland	0	5531
Redland	1	153690
Richmond	0	75
Richmond	1	690
Rockhampton	0	5014
Rockhampton	1	76955
Scenic Rim	0	1557
Scenic Rim	1	41425
Somerset	0	1030
Somerset	1	24034
South Burnett	0	1817
South Burnett	1	31178
Southern Downs	0	1841
Southern Downs	1	34448
Sunshine Coast	0	15172
Sunshine Coast	1	327371
Tablelands	0	1447
Tablelands	1	24792
Toowoomba	0	7870
Toowoomba	1	165332
Torres	0	271
Torres	1	3155
Torres Strait Island	0	452
Torres Strait Island	1	3673
Townsville	0	10054
Townsville	1	182716
Weipa	0	264
Weipa	1	3841
Western Downs	0	2012
Western Downs	1	31831
Whitsunday	0	3114
Whitsunday	1	34044
Winton	0	122
Winton	1	1000
Woorabinda	0	51
Woorabinda	1	972
Wujal Wujal	0	6
Wujal Wujal	1	273
Yarrabah	0	93
Yarrabah	1	2407
No usual address (Qld)	0	14670
Migratory - Offshore - Shipping (Qld)	0	70
Migratory - Offshore - Shipping (Qld)	1	112
Adelaide	0	1103
Adelaide	1	23926
Adelaide Hills	0	1913
Adelaide Hills	1	38967
Adelaide Plains	0	426
Adelaide Plains	1	9412
Alexandrina	0	1796
Alexandrina	1	26929
Anangu Pitjantjatjara Yunkunytjatjara	0	153
Anangu Pitjantjatjara Yunkunytjatjara	1	2182
Barossa	0	1133
Barossa	1	23934
Barunga West	0	155
Barunga West	1	2464
Berri Barmera	0	502
Berri Barmera	1	9977
Burnside	0	1481
Burnside	1	44553
Campbelltown (SA)	0	1371
Campbelltown (SA)	1	53429
Ceduna	0	221
Ceduna	1	3280
Charles Sturt	0	4254
Charles Sturt	1	117593
Clare and Gilbert Valleys	0	547
Clare and Gilbert Valleys	1	8646
Cleve	0	108
Cleve	1	1631
Coober Pedy	0	119
Coober Pedy	1	1447
Copper Coast	0	1086
Copper Coast	1	13967
Elliston	0	110
Elliston	1	906
Flinders Ranges	0	155
Flinders Ranges	1	1488
Franklin Harbour	0	144
Franklin Harbour	1	1147
Gawler	0	962
Gawler	1	24029
Goyder	0	242
Goyder	1	3817
Grant	0	478
Grant	1	8158
Holdfast Bay	0	1851
Holdfast Bay	1	35694
Kangaroo Island	0	497
Kangaroo Island	1	4393
Karoonda East Murray	0	61
Karoonda East Murray	1	942
Kimba	0	91
Kimba	1	944
Kingston (SA)	0	214
Kingston (SA)	1	2111
Light	0	690
Light	1	15107
Lower Eyre Peninsula	0	490
Lower Eyre Peninsula	1	5424
Loxton Waikerie	0	589
Loxton Waikerie	1	11084
Maralinga Tjarutja	0	13
Maralinga Tjarutja	1	81
Marion	0	3279
Marion	1	91441
Mid Murray	0	613
Mid Murray	1	8556
Mitcham	0	2483
Mitcham	1	65134
Mount Barker	0	1675
Mount Barker	1	37543
Mount Gambier	0	1349
Mount Gambier	1	25533
Mount Remarkable	0	188
Mount Remarkable	1	2671
Murray Bridge	0	1010
Murray Bridge	1	20641
Naracoorte Lucindale	0	495
Naracoorte Lucindale	1	8189
Northern Areas	0	256
Northern Areas	1	4307
Norwood Payneham and St Peters	0	1363
Norwood Payneham and St Peters	1	36127
Onkaparinga	0	6798
Onkaparinga	1	168409
Orroroo Carrieton	0	72
Orroroo Carrieton	1	801
Peterborough	0	125
Peterborough	1	1512
Playford	0	3356
Playford	1	95838
Port Adelaide Enfield	0	4103
Port Adelaide Enfield	1	128299
Port Augusta	0	910
Port Augusta	1	12921
Port Lincoln	0	1082
Port Lincoln	1	13322
Port Pirie	0	949
Port Pirie	1	16339
Prospect	0	662
Prospect	1	21608
Renmark Paringa	0	450
Renmark Paringa	1	9335
Robe	0	160
Robe	1	1385
Roxby Downs	0	269
Roxby Downs	1	3705
Salisbury	0	4387
Salisbury	1	141422
Southern Mallee	0	112
Southern Mallee	1	1869
Streaky Bay	0	250
Streaky Bay	1	1908
Tatiara	0	388
Tatiara	1	6505
Tea Tree Gully	0	3134
Tea Tree Gully	1	98039
Coorong	0	315
Coorong	1	5154
Tumby Bay	0	213
Tumby Bay	1	2596
Unley	0	1444
Unley	1	37204
Victor Harbor	0	935
Victor Harbor	1	15199
Wakefield	0	290
Wakefield	1	6484
Walkerville	0	286
Walkerville	1	7731
Wattle Range	0	729
Wattle Range	1	11159
West Torrens	0	2094
West Torrens	1	59600
Whyalla	0	1066
Whyalla	1	20179
Wudinna	0	80
Wudinna	1	1058
Yankalilla	0	347
Yankalilla	1	5490
Yorke Peninsula	0	925
Yorke Peninsula	1	10675
Unincorporated SA	0	274
Unincorporated SA	1	2735
No usual address (SA)	0	3377
Migratory - Offshore - Shipping (SA)	1	12
Albany	0	2991
Albany	1	35772
Armadale	0	3839
Armadale	1	90345
Ashburton	0	538
Ashburton	1	6859
Augusta Margaret River	0	1825
Augusta Margaret River	1	14963
Bassendean	0	752
Bassendean	1	15180
Bayswater	0	3075
Bayswater	1	66209
Belmont	0	2194
Belmont	1	40070
Beverley	0	160
Beverley	1	1542
Boddington	0	126
Boddington	1	1582
Boyup Brook	0	141
Boyup Brook	1	1691
Bridgetown-Greenbushes	0	418
Bridgetown-Greenbushes	1	4821
Brookton	0	66
Brookton	1	861
Broome	0	1329
Broome	1	15631
Broomehill-Tambellup	0	73
Broomehill-Tambellup	1	975
Bruce Rock	0	97
Bruce Rock	1	890
Bunbury	0	2241
Bunbury	1	30744
Busselton	0	3750
Busselton	1	36891
Cambridge	0	1361
Cambridge	1	27515
Canning	0	3464
Canning	1	92399
Capel	0	1194
Capel	1	16980
Carnamah	0	62
Carnamah	1	492
Carnarvon	0	403
Carnarvon	1	4851
Chapman Valley	0	113
Chapman Valley	1	1443
Chittering	0	426
Chittering	1	5504
Christmas Island	0	88
Christmas Island	1	1598
Claremont	0	663
Claremont	1	10626
Cockburn	0	5296
Cockburn	1	112793
Cocos Islands	0	42
Cocos Islands	1	546
Collie	0	687
Collie	1	8126
Coolgardie	0	165
Coolgardie	1	3315
Coorow	0	121
Coorow	1	934
Corrigin	0	99
Corrigin	1	903
Cottesloe	0	606
Cottesloe	1	7364
Cranbrook	0	120
Cranbrook	1	975
Cuballing	0	75
Cuballing	1	828
Cue	0	18
Cue	1	198
Cunderdin	0	113
Cunderdin	1	1189
Dalwallinu	0	113
Dalwallinu	1	1265
Dandaragan	0	432
Dandaragan	1	2922
Dardanup	0	1028
Dardanup	1	13656
Denmark	0	656
Denmark	1	5652
Derby-West Kimberley	0	469
Derby-West Kimberley	1	6612
Donnybrook-Balingup	0	509
Donnybrook-Balingup	1	5650
Dowerin	0	62
Dowerin	1	650
Dumbleyung	0	66
Dumbleyung	1	615
Dundas	0	75
Dundas	1	602
East Fremantle	0	424
East Fremantle	1	7393
East Pilbara	0	473
East Pilbara	1	9286
Esperance	0	1216
Esperance	1	12667
Exmouth	0	269
Exmouth	1	2820
Fremantle	0	2132
Fremantle	1	29795
Gingin	0	618
Gingin	1	4963
Gnowangerup	0	77
Gnowangerup	1	1133
Goomalling	0	56
Goomalling	1	901
Gosnells	0	4445
Gosnells	1	121933
Greater Geraldton	0	2901
Greater Geraldton	1	36592
Halls Creek	0	228
Halls Creek	1	3348
Harvey	0	2023
Harvey	1	26543
Irwin	0	381
Irwin	1	3300
Jerramungup	0	132
Jerramungup	1	1030
Joondalup	0	7578
Joondalup	1	152432
Kalamunda	0	2922
Kalamunda	1	55838
Kalgoorlie-Boulder	0	1679
Kalgoorlie-Boulder	1	27631
Karratha	0	1195
Karratha	1	21002
Katanning	0	213
Katanning	1	3838
Kellerberrin	0	92
Kellerberrin	1	1050
Kent	0	45
Kent	1	450
Kojonup	0	147
Kojonup	1	1758
Kondinin	0	94
Kondinin	1	747
Koorda	0	40
Koorda	1	322
Kulin	0	79
Kulin	1	690
Kwinana	0	2014
Kwinana	1	43850
Lake Grace	0	124
Lake Grace	1	1136
Laverton	0	105
Laverton	1	1226
Leonora	0	118
Leonora	1	1470
Mandurah	0	7100
Mandurah	1	83202
Manjimup	0	810
Manjimup	1	8282
Meekatharra	0	71
Meekatharra	1	1124
Melville	0	4529
Melville	1	98993
Menzies	0	44
Menzies	1	479
Merredin	0	238
Merredin	1	2881
Mingenew	0	31
Mingenew	1	377
Moora	0	186
Moora	1	2107
Morawa	0	43
Morawa	1	610
Mosman Park	0	558
Mosman Park	1	8618
Mount Magnet	0	31
Mount Magnet	1	620
Mount Marshall	0	50
Mount Marshall	1	410
Mukinbudin	0	35
Mukinbudin	1	542
Mundaring	0	2329
Mundaring	1	36832
Murchison	0	12
Murchison	1	91
Murray	0	1529
Murray	1	16537
Nannup	0	134
Nannup	1	1410
Narembeen	0	92
Narembeen	1	702
Narrogin	0	326
Narrogin	1	4453
Nedlands	0	989
Nedlands	1	21140
Ngaanyatjarraku	0	102
Ngaanyatjarraku	1	1258
Northam	0	691
Northam	1	10666
Northampton	0	375
Northampton	1	2855
Nungarin	0	27
Nungarin	1	230
Peppermint Grove	0	82
Peppermint Grove	1	1511
Perenjori	0	36
Perenjori	1	596
Perth	0	1770
Perth	1	26698
Pingelly	0	83
Pingelly	1	954
Plantagenet	0	406
Plantagenet	1	4985
Port Hedland	0	1012
Port Hedland	1	14671
Quairading	0	79
Quairading	1	878
Ravensthorpe	0	206
Ravensthorpe	1	1879
Rockingham	0	8212
Rockingham	1	127467
Sandstone	0	12
Sandstone	1	99
Serpentine-Jarrahdale	0	1686
Serpentine-Jarrahdale	1	30488
Shark Bay	0	97
Shark Bay	1	930
South Perth	0	2304
South Perth	1	41108
Stirling	0	9934
Stirling	1	216435
Subiaco	0	831
Subiaco	1	16437
Swan	0	7120
Swan	1	145854
Tammin	0	32
Tammin	1	354
Three Springs	0	40
Three Springs	1	531
Toodyay	0	401
Toodyay	1	4195
Trayning	0	35
Trayning	1	261
Upper Gascoyne	0	9
Upper Gascoyne	1	161
Victoria Park	0	1766
Victoria Park	1	35122
Victoria Plains	0	90
Victoria Plains	1	716
Vincent	0	2019
Vincent	1	34515
Wagin	0	157
Wagin	1	1601
Wandering	0	43
Wandering	1	490
Wanneroo	0	9210
Wanneroo	1	199903
Waroona	0	350
Waroona	1	3885
West Arthur	0	60
West Arthur	1	713
Westonia	0	18
Westonia	1	225
Wickepin	0	68
Wickepin	1	623
Williams	0	74
Williams	1	951
Wiluna	0	36
Wiluna	1	502
Wongan-Ballidu	0	94
Wongan-Ballidu	1	1202
Woodanilling	0	33
Woodanilling	1	418
Wyalkatchem	0	45
Wyalkatchem	1	428
Wyndham-East Kimberley	0	572
Wyndham-East Kimberley	1	6908
Yalgoo	0	19
Yalgoo	1	323
Yilgarn	0	109
Yilgarn	1	1070
York	0	241
York	1	3216
No usual address (WA)	0	8055
Migratory - Offshore - Shipping (WA)	0	5
Migratory - Offshore - Shipping (WA)	1	511
Break O'Day	0	503
Break O'Day	1	6268
Brighton	0	631
Brighton	1	18358
Burnie	0	944
Burnie	1	18976
Central Coast (Tas.)	0	1255
Central Coast (Tas.)	1	21502
Central Highlands (Tas.)	0	196
Central Highlands (Tas.)	1	2327
Circular Head	0	428
Circular Head	1	7688
Clarence	0	2734
Clarence	1	58799
Derwent Valley	0	442
Derwent Valley	1	10498
Devonport	0	1362
Devonport	1	24790
Dorset	0	443
Dorset	1	6392
Flinders (Tas.)	0	93
Flinders (Tas.)	1	826
George Town	0	317
George Town	1	6715
Glamorgan-Spring Bay	0	531
Glamorgan-Spring Bay	1	4485
Glenorchy	0	1725
Glenorchy	1	48686
Hobart	0	2734
Hobart	1	52342
Huon Valley	0	873
Huon Valley	1	17391
Kentish	0	382
Kentish	1	6225
King Island	0	156
King Island	1	1457
Kingborough	0	1956
Kingborough	1	38124
Latrobe (Tas.)	0	826
Latrobe (Tas.)	1	11599
Launceston	0	3137
Launceston	1	66912
Meander Valley	0	948
Meander Valley	1	19761
Northern Midlands	0	699
Northern Midlands	1	13042
Sorell	0	854
Sorell	1	15874
Southern Midlands	0	285
Southern Midlands	1	6386
Tasman	0	254
Tasman	1	2341
Waratah-Wynyard	0	768
Waratah-Wynyard	1	13534
West Coast	0	281
West Coast	1	3981
West Tamar	0	1188
West Tamar	1	23955
No usual address (Tas.)	0	1377
Migratory - Offshore - Shipping (Tas.)	1	16
Alice Springs	0	1753
Alice Springs	1	24156
Barkly	0	326
Barkly	1	5987
Belyuen	0	3
Belyuen	1	150
Central Desert	0	192
Central Desert	1	3398
Coomalie	0	103
Coomalie	1	1173
Darwin	0	4635
Darwin	1	75894
Darwin Waterfront Precinct	0	25
Darwin Waterfront Precinct	1	264
East Arnhem	0	412
East Arnhem	1	8369
Katherine	0	686
Katherine	1	8949
Litchfield	0	1303
Litchfield	1	20102
MacDonnell	0	305
MacDonnell	1	5447
Palmerston	0	1990
Palmerston	1	35257
Roper Gulf	0	391
Roper Gulf	1	6100
Tiwi Islands	0	132
Tiwi Islands	1	2213
Victoria Daly	0	225
Victoria Daly	1	2589
Wagait	0	49
Wagait	1	371
West Arnhem	0	340
West Arnhem	1	5939
West Daly	0	96
West Daly	1	2875
Unincorporated NT	0	503
Unincorporated NT	1	6291
No usual address (NT)	0	3500
Migratory - Offshore - Shipping (NT)	1	95
Unincorporated ACT	0	15636
Unincorporated ACT	1	438251
No usual address (ACT)	0	605
Unincorp. Other Territories	0	142
Unincorp. Other Territories	1	2358
No usual address (OT)	0	11
